6.8443e-05-0.001173i,-0.00057295-0.0013426i,-0.00065225-0.0016615i,-0.0020042-0.001377i,-0.0047148-0.0010147i,-0.005844+0.00047569i,-0.0045328+0.0019005i,-0.001875+0.0027113i,-0.00025697+0.0031044i,0.0001739+0.0025175i,0.00033822+0.00071474i,0.00043557-1.7367e-05i,0.00023014-0.00012674i,-0.0004758-0.00022555i,-0.00056683+0.00031113i,-0.00057305+0.00048021i,-0.0012166+2.6993e-06i,-0.00094618-0.00076579i,-7.9812e-05-0.00070536i,-0.00020558-0.00028042i,-0.00015163-0.0003492i,0.00080178+0.00026728i,0.00078146+0.0010912i
0.0015955-0.00073763i,0.0011771-0.0012853i,8.7425e-05-0.0014409i,-0.0014534-0.00091211i,-0.0022663+0.00044715i,-0.0024968+0.0015441i,-0.0011013+0.002091i,0.00068726+0.0012522i,0.00080907+0.00013878i,0.00071473+0.0005367i,-8.8e-05+0.00098522i,-0.00055478+0.00069916i,-0.00039466+0.00066607i,-0.00028894+0.0013572i,-0.00030994+0.0013932i,-0.00052392+0.00055017i,-0.00054767+0.00014841i,-0.00047598+0.00051786i,-0.00064802+0.0003538i,-0.00070179+0.00048748i,-0.00048275+0.00074345i,-0.00022456+0.0003132i,-0.00025517+0.00016293i
-0.0016864-0.0024472i,-0.0021791-0.0020164i,-0.0023123-0.0016562i,-0.0024249-3.6452e-05i,-0.0027566+0.001794i,-0.0023699+0.0033445i,-0.00088449+0.003491i,0.00026658+0.0022253i,0.00043209+0.00080964i,-0.00034929+0.00047978i,-0.00055918+4.1957e-05i,-0.00029618-0.00017018i,0.00036037-0.00049666i,0.0011214-0.00084819i,0.0010343-0.00083125i,0.00052914-0.00074665i,-0.0004383-0.00065601i,-0.0011391+4.2391e-05i,-0.00056139-5.9872e-05i,0.00072974-0.00046737i,0.0011809-0.00031328i,-0.00025087+0.00017549i,-0.0006352+0.00010347i
-0.00073108-0.00053932i,-0.0011051-0.00053297i,-0.0012141-4.4379e-05i,-0.0014149-0.0005091i,-0.0022099+0.00013228i,-0.0016364+0.0013907i,-0.0012971+0.0015391i,-0.00040422+0.0013601i,0.00041523+0.0011281i,0.00030685+0.00053239i,0.00026474+0.00035532i,-0.00019574+0.00022492i,6.6548e-05+0.00055788i,0.00038134+0.00048198i,-0.00011436+0.0002549i,1.4579e-05+0.00030972i,0.00055581-0.00043445i,0.00026772-0.00083962i,-0.00046642-0.00081996i,5.4989e-05-0.00069326i,0.00023664-0.00041247i,0.0002354+0.0002224i,0.00081177+0.00020794i
0.00037542+0.00015097i,0.00024295+0.0010634i,0.00015587-3.3382e-05i,0.00036689-0.00019948i,-0.00043845+0.00056532i,-0.0016887+0.0020455i,-0.0011692+0.0027589i,-0.00024339+0.0022333i,-0.0001446+0.0019228i,-0.00033403+0.0019349i,-0.0001768+0.0013554i,0.00010583+0.0010974i,-9.8137e-05+0.00142i,0.00029451+0.00090097i,0.00042843+0.00031764i,0.00029659+5.9615e-05i,0.000232-3.92e-05i,-0.00043684+1.5745e-05i,-0.00013371-0.00020267i,0.00050695-0.00051758i,0.00020597-0.00062146i,-0.00018914-0.00040227i,-0.00041483+0.00020238i
6.6812e-05+0.00092112i,-5.2259e-05+0.00053833i,-0.00055315-8.6794e-05i,-0.0013282+0.00057705i,-0.0013963+0.0013351i,-0.0014506+0.0018151i,-0.00095424+0.002203i,-0.00015712+0.0014303i,1.7464e-05+0.00077146i,0.00032476+0.00045813i,0.00079098-0.00029132i,0.00010868-0.00057184i,-2.1786e-05-0.00058746i,0.00056904-0.00045391i,0.00027301-8.9927e-05i,-0.0002186+0.00030425i,-0.0002982+0.00028137i,-0.00033758+5.7875e-05i,-0.00044575-4.2781e-07i,-0.00086137-0.00056221i,-0.00059043-0.00085692i,0.00016802+2.7213e-06i,0.00055848+0.00048498i
-0.0005181-4.0997e-05i,-0.00090316-0.00082613i,-0.0011161-0.00031617i,-0.0016372+0.0012418i,-0.0023749+0.0021791i,-0.0019124+0.0025693i,-0.00065682+0.0027232i,0.00034588+0.0018431i,-0.00014903+0.00074729i,-0.0010624+0.00042794i,-0.0011144+0.00035183i,-0.00030624+0.00049906i,0.0004463+0.0002218i,0.0005255-0.00059706i,0.00026234-0.00038343i,-0.00018441+0.00068347i,-0.00083161+0.0009898i,-0.00098082+0.00080281i,-0.00080679+0.000261i,-0.00056495-0.0003753i,-8.0688e-05-0.00053986i,0.00027604-0.00025028i,0.00062367-0.00016515i
-0.0014103-0.0010859i,0.0003383-0.00041534i,0.0005562-0.00021515i,7.9074e-05+0.00085549i,-0.0013662+0.0013434i,-0.0013919+0.0014443i,-0.00064541+0.0019113i,-0.00019928+0.0018886i,-0.00025741+0.00085688i,-0.000106+0.00071437i,-0.00012769+0.00064828i,-0.00023849-0.0001964i,0.00028534-0.00020673i,0.0006867-0.00049501i,0.00044903-0.00043664i,0.00054924-0.00021376i,-0.00019522-0.00033498i,-0.0012835-0.0005327i,-0.00055987-0.00028792i,0.00021172+0.00057692i,-4.6002e-05+0.001072i,7.8179e-05+0.00097532i,0.00050317+0.00015093i
-4.4426e-05+0.0011643i,0.00029834+0.00075556i,0.00040902+0.00078301i,-0.00037932+0.0012282i,-0.00090183+0.0012923i,-0.0019639+0.0012283i,-0.002091+0.0019584i,-0.00058449+0.0017159i,0.00053298+0.00070668i,0.0011348+0.00090202i,0.0012545+0.0014934i,0.00058496+0.00097943i,0.00012407-0.00015551i,-0.0001464-0.00068159i,-0.00050914-0.00073801i,-0.00059257-0.00056546i,-0.0010064-0.00053769i,-0.0010428-0.00031071i,-0.00023657-5.9403e-05i,0.00030076-0.00074774i,3.916e-05-0.00099334i,9.9461e-05-0.00037166i,0.00087797+0.00014061i
-0.0017955-0.00066692i,0.00020796-0.00092096i,-3.8095e-05-6.514e-05i,-0.001183+0.0010911i,-0.0017543+0.0022849i,-0.0014597+0.0033299i,-0.00085448+0.0031026i,-0.00061774+0.0021868i,-0.0003879+0.00097506i,-0.00020683+0.00042903i,-0.00055606-0.00019795i,-0.00069469-0.0003899i,6.6274e-05-4.6183e-05i,0.00028297-0.0002702i,-0.00053918-0.0004692i,-0.0012976-0.00033635i,-0.0017608-0.00013998i,-0.0013782-2.394e-05i,-0.00026299+0.00048207i,0.00023913+0.0012628i,-0.00052166+0.00099107i,-0.00032249+0.00036675i,0.00077403-0.00035686i
-0.0023743+0.0013257i,-0.0012388+0.0025722i,-0.0010823+0.003144i,-0.0011976+0.0030063i,-0.001218+0.0025188i,-0.0016857+0.0018036i,-0.0017981+0.0016057i,-0.00050261+0.0016078i,5.5899e-05+0.0014878i,-0.00022721+0.0016938i,-0.00019531+0.0016147i,0.00018798+0.00037089i,0.00011938-0.00062694i,8.264e-05-0.0010637i,-3.1119e-05-0.0011049i,-0.0012444-0.00075947i,-0.0015718-0.0011018i,-0.00034393-0.0011246i,-0.00017335-0.0006706i,-0.0012496-0.00064801i,-0.00099698-0.00068592i,-0.00031779-0.0006481i,-9.172e-05-0.00045653i
-0.00021649-0.0006809i,0.00026321-0.00048671i,-0.00011926-0.00015508i,-0.0003965+0.00039809i,-0.0018075+0.0017244i,-0.0027828+0.0030623i,-0.0015816+0.0026507i,6.9051e-05+0.0024879i,0.00031448+0.0025774i,-0.0002142+0.0017076i,-0.00043433+0.00061497i,-7.3272e-05-0.00018919i,0.00010921+4.2975e-05i,-0.00016517+0.00031407i,7.8148e-06+0.00015807i,-9.6057e-05+0.00056308i,-0.0011734+0.0012019i,-0.0018252+0.0013656i,-0.00090925+0.00099378i,-7.6558e-05+0.00052502i,-0.00020299+0.00056431i,-0.00042181+0.0011297i,0.00026861+0.00084524i
1.2948e-05+0.0004335i,-0.00085986+0.00034647i,-0.0010991+0.00012614i,-0.00086939-0.00074194i,-0.00097653+0.00032517i,-0.0013577+0.0019628i,-0.00080461+0.0023279i,0.00074691+0.0026672i,0.0012248+0.0029118i,0.00023946+0.0015108i,0.0001733-0.00032867i,2.7832e-06-7.6451e-05i,-0.0010582+7.0327e-05i,-0.0010201-0.00040058i,-0.00049511-0.00067376i,-0.00045119-0.00046693i,-0.00067631+0.00010757i,-0.00036188+0.00019601i,0.00028287+2.0445e-05i,0.00035718-0.00036954i,-0.00026299-0.00050729i,-3.5706e-05-3.3423e-05i,0.00052954+0.00046405i
-0.00043973+0.00074171i,-0.0001071-1.9947e-05i,0.00021686+0.00087783i,-0.00037369+0.0011037i,-0.00165+0.001516i,-0.0021927+0.0032543i,-0.0014009+0.0032542i,-0.00051205+0.0014998i,6.9822e-05+0.0010299i,-9.3465e-05+0.0010077i,-0.00011129+5.4108e-05i,0.00011692-0.00071217i,-6.2985e-05-0.00060387i,-0.00045392-0.00028592i,-0.00070161-0.00014898i,-0.00065451+0.00070062i,-0.00077575+0.00088948i,-0.00076516+0.0006315i,-0.00055696+0.0003007i,-0.00038969-0.00049287i,-3.0349e-05-0.00044645i,-0.00037944+0.00035734i,0.00031062+0.0011521i
0.0013391-0.0018578i,0.0013818-0.0015348i,0.00026716-0.0012244i,-0.0012138-0.00093853i,-0.0025737-0.0001812i,-0.0032399+0.0018191i,-0.0020012+0.003099i,0.00019518+0.0031135i,0.0010413+0.0023346i,0.00034226+0.00074228i,0.00044743-0.00028965i,0.00093658-0.00084353i,0.00095458-0.00055516i,0.00034956-0.00024663i,0.00065709-0.00056751i,0.0011012-0.00031988i,-0.00030195+0.00030754i,-0.0012517+0.00077829i,-0.00025203+0.0014115i,0.00033126+0.001212i,0.00088731+3.1738e-05i,0.00098115-0.00055944i,0.00042215+0.00030279i
-0.00026406-0.00020125i,0.00013395+0.00027732i,0.00019891+0.0002002i,-0.0012261+0.00090423i,-0.0020861+0.002408i,-0.0016566+0.0029972i,-0.00049922+0.0025359i,0.00018731+0.0013563i,0.00021043+0.00036641i,0.00020817+0.0006395i,-0.00027774+0.00022426i,-0.00036331-0.00027166i,3.0101e-05+0.00080754i,0.00017618+0.00077721i,-7.6656e-05+0.0001616i,-0.00024379+1.5152e-05i,-0.00038348-0.00039936i,-0.00018544-0.00038019i,-5.8101e-05+0.00012327i,0.00033342+0.00011581i,0.00049316+0.00011423i,9.3579e-05+0.00012763i,0.00028046+0.00033284i
0.0024338-0.002002i,0.0015529-0.0022165i,0.00058966-0.0013848i,-0.0012603-0.00097393i,-0.0027953-0.0012822i,-0.0028027-0.00016311i,-0.0024059+0.0014082i,-0.0010076+0.0016908i,0.00010515+0.001264i,-0.00017699+0.00030212i,-8.2736e-06-9.7496e-05i,0.00079263-0.00016573i,0.001439-0.00052229i,0.0013168+2.7078e-05i,0.00033054+0.00032769i,0.00042449-0.00075857i,0.00088056-0.0010038i,6.8175e-05-0.00044283i,-0.00015623+2.0575e-05i,-0.00016156+0.00016547i,-0.00016307-0.00017448i,-7.5988e-05-0.00026374i,-0.00036619-0.00030269i
0.0006639+0.0015422i,0.0013938+0.001054i,0.0013303+0.0007428i,0.00011924+0.00036967i,-0.00024837+0.00088905i,-0.00062328+0.0020959i,-0.00062054+0.0025996i,-7.5502e-05+0.0018357i,0.00019722+0.00092958i,0.00019181+0.0011628i,0.00053781+0.00021565i,0.0005036-0.00035803i,-9.6486e-05+0.00062614i,0.0004876+0.0015414i,0.00054523+0.0018444i,0.00016493+0.0012312i,0.00033701+0.00045162i,4.8687e-05+2.497e-05i,-4.2335e-05-1.8181e-05i,-0.0003662-0.0001052i,-0.0010797-6.2936e-06i,-0.00067147-0.0005198i,-9.5458e-05-0.00041027i
-1.9905e-05-0.00090993i,-0.0013053-0.00099843i,-0.0011778-0.0020997i,-0.0010105-0.002097i,-0.0019982-0.00086362i,-0.0023695+0.0013805i,-0.0016814+0.0027549i,-0.00084165+0.0020366i,-0.00018581+0.0005545i,0.00035802-0.00055946i,3.8842e-06-0.00086559i,0.00031381-0.00035701i,0.00060892+0.00033865i,0.00016321+0.00051292i,0.00016247+0.00032056i,0.00021283+0.00020231i,1.6638e-05+4.3474e-05i,-0.0005131-8.7652e-05i,-0.00012304-0.00057983i,0.00034417-0.0003148i,-0.00033297+9.076e-05i,-0.00073263+0.00057747i,-0.00037586+0.00065311i
-0.00099146+0.00079934i,-0.00029254+0.00085923i,-3.2778e-05+0.001422i,-0.00075466+0.0011153i,-0.0011539+0.0019108i,-0.0010464+0.0025521i,-0.00029176+0.0015745i,0.00022596+0.00087755i,0.00073244+0.0010939i,0.00116+0.0012185i,0.00020907+0.00060244i,-0.00075885+0.00086462i,-0.0010893+0.00071286i,-0.00091744-0.00028299i,-0.00055997-0.00048568i,-0.00011697-0.0002297i,0.00014536-6.8165e-05i,-0.0001988-8.4704e-05i,-0.00078983-9.0851e-05i,-0.00061551-0.00062638i,0.00013839-0.00057618i,0.00021617+0.00049913i,0.00037695+0.00036254i
0.0019922+0.00036349i,0.0023163+0.00097107i,0.0025925-0.0001061i,0.0015237-0.0016522i,-0.00073998-0.00099202i,-0.0029599+0.0011509i,-0.0027432+0.0024161i,-0.0012159+0.0018453i,-0.00053699+0.00079679i,-0.00029444+0.0010029i,-0.00012535+0.00081556i,0.00021179+0.00035158i,-1.3425e-06+6.5025e-05i,-0.00017981-0.00042014i,-0.00051074-0.00093523i,-0.0011806-0.00109i,-0.0010633-0.00087741i,-0.00080187-0.00026196i,-0.00070207+0.00035867i,-0.00072289+0.00038303i,-0.00016547-6.6842e-06i,0.0003886-2.5576e-05i,0.00030159+0.0003925i
-0.00033091+0.00085887i,-0.0018054+0.0011723i,-0.0034064+0.0004662i,-0.0046969+0.00011406i,-0.0042257+0.0012051i,-0.0027153+0.0031191i,-0.0019948+0.0028506i,-0.00071752+0.0018461i,0.00064625+0.0019612i,-8.6619e-05+0.0019959i,-0.00054798+0.00091419i,-0.00035891-0.00047753i,0.00017724-0.00084716i,0.00051783-0.00037772i,-0.0003132+0.00027969i,-0.00047104+0.00090918i,-0.00026481+0.00065958i,-0.00010738+0.00038815i,5.911e-05+0.00023619i,0.00021653-0.00022777i,-2.2568e-05-0.00068366i,-0.00076385-0.00038975i,-0.00013856+0.00043665i
-0.00057566-0.00087659i,-0.00038176-0.00048541i,-0.0002949+0.00057136i,-0.00040873+0.0015284i,-0.0008096+0.0022115i,-0.001446+0.0020915i,-0.00033003+0.0018549i,0.000346+0.0018997i,0.00026779+0.0019829i,0.00067401+0.0016849i,0.00057518+0.0008595i,0.00034405+1.0248e-05i,0.00040072+0.000507i,-0.00033551+0.00066965i,-0.000682-0.00012641i,-0.00013421-0.00010879i,-5.7984e-05+0.00059005i,-0.00033169+0.00024133i,-0.00041625-0.0007548i,-0.00035888-0.00057339i,5.3501e-05-0.00017221i,0.00067327-0.00041082i,0.00063694-0.00019211i
0.0015904-0.0011941i,0.0010299-0.0014374i,0.00084108-0.0018242i,-0.00076042-0.0011754i,-0.0022834-0.00017069i,-0.0029015+0.001379i,-0.0021217+0.0031198i,-0.0003613+0.0026922i,0.00025434+0.001472i,-0.00041282+0.00069884i,-0.00075011+0.00039528i,-0.00074605+0.00031473i,-0.00067616+0.00042415i,-0.00075663+0.00024731i,-0.00095758-0.00014882i,-0.00047408-5.777e-05i,-0.00015327+2.0258e-05i,-0.00046541+2.3443e-05i,-0.00050401+0.00011012i,-0.00050147-3.2567e-06i,-0.00071569-0.00043328i,-0.0002928-0.00090511i,-0.00040281-0.00085111i
0.00032735-0.0009531i,0.00063217-0.0011264i,0.0010714-0.0016771i,-4.1732e-05-0.0016202i,-0.0021237-0.00038808i,-0.0033904+0.0010803i,-0.0029335+0.0017895i,-0.0014312+0.0026967i,-0.00043693+0.0028611i,-0.00017017+0.0012004i,0.00022995-6.9522e-05i,-0.00010757-0.00038886i,-0.00049457-0.00038225i,0.00032973-0.00044966i,0.00058323-0.00034286i,-9.7775e-05-0.00063345i,-0.00058123-0.00058598i,-0.0010594+0.00017032i,-0.00081137+0.00068241i,-0.00019714+0.00066838i,0.00076273+0.0007788i,0.0011341+0.00051606i,0.00066143+0.00022232i
-0.00026376-0.0015257i,-0.0011011-0.00099548i,-0.0020463-0.00044714i,-0.0030061+0.00033948i,-0.0036961+0.0018755i,-0.0032818+0.0025636i,-0.0021956+0.0023113i,-0.00084844+0.0013507i,0.00025993+0.00057946i,-0.00040117+0.00087199i,-0.00040803+0.00041507i,0.00046761-0.00016012i,0.00080614-0.00019821i,0.0008837-7.0247e-05i,0.0001668+0.00016941i,-1.1608e-05-0.00011258i,0.00038718-0.00029303i,-0.00015549-0.00045331i,-0.00098261-0.00053177i,-0.00053285-0.00040324i,-0.00011959-0.00025268i,6.1959e-05-3.1015e-05i,0.00025258+0.00031507i
-0.00191-0.00060346i,-0.0010312+0.0012367i,-0.0011631+0.0023418i,-0.00077668+0.0021627i,-0.0011931+0.0016882i,-0.0022755+0.0020223i,-0.0023984+0.0023077i,-0.00077361+0.0015668i,0.00040496+0.00091483i,-0.00013498+0.00083197i,0.00017292+0.00093583i,0.00026932+0.00065184i,2.7805e-05-0.00044406i,0.00056588-0.00038509i,0.00024511+0.00054416i,-0.00050048+0.00023809i,-0.00065831-0.00082267i,-0.00073774-0.0014096i,-0.00089589-0.00078409i,-0.00078217+0.00017349i,-0.0006854+0.00081517i,-0.00054616+0.00074497i,-0.00012876+0.00047095i
-0.0011944-0.00095163i,-0.0023851-0.0014984i,-0.0029896-0.0014538i,-0.0031126-0.00058632i,-0.0029785+0.00096461i,-0.0026926+0.0025793i,-0.0016598+0.0022452i,-0.00039698+0.0018593i,-0.00048302+0.0016762i,-0.00043789+0.0012658i,-0.00019874+0.001087i,-0.0001212+0.00079373i,0.0002986+0.00031278i,0.00029698+9.8485e-05i,0.00024452+0.00022219i,0.00023259+2.823e-05i,-0.00028796-0.00081274i,-0.00046636-0.0012162i,-6.0583e-05-0.00080131i,7.5308e-05+3.312e-05i,0.00021016+0.00027012i,0.00080397+0.00038126i,0.00097008+0.000582i
0.00043575+0.0012489i,0.0016011+0.00033814i,0.0019417-0.00053961i,0.0011128-8.7649e-05i,-0.00068628+0.00078901i,-0.0027036+0.0013455i,-0.0033396+0.0013685i,-0.001622+0.00083932i,-0.00016111+0.00056745i,-4.0727e-05+0.00090091i,-0.00020811+0.0012244i,-1.6477e-05+0.00050376i,0.00029615+0.00051766i,0.00010535+0.0010436i,-0.00079553+0.00094864i,-0.001223+0.0011352i,-0.00060267+0.0007889i,0.00011502-7.7948e-05i,-9.5561e-05-0.000172i,-0.00048317+0.00051449i,-0.00094006+0.00046579i,-0.00020422-0.00020044i,0.00096163-0.00057337i
-0.00049909+0.00064898i,-0.0008955+0.00074406i,-0.00087284+0.00078542i,-0.00087067+0.0013734i,-0.001269+0.002122i,-0.0015805+0.0025288i,-0.0014492+0.0019108i,-0.00067817+0.0017383i,-0.00071924+0.0021486i,-0.00081216+0.0018808i,-0.0006068+0.00041538i,0.00016276-0.001531i,0.0011004-0.0016751i,0.00084128-0.00043066i,-0.00016711-0.00020661i,-0.0001232-0.00093367i,-0.00020782-0.00064681i,-0.00037853+0.00028583i,-0.00054837+0.00063691i,-0.00088103-0.00021898i,-0.00052194-0.001116i,0.00048097-0.00073167i,0.00049413-0.00019651i
6.9165e-05+0.0001668i,0.0013421+0.00086978i,0.0021847+0.001166i,0.0012418+0.00027778i,-0.00039055-2.0181e-05i,-0.0017334+0.0016166i,-0.0019195+0.002275i,-0.00097566+0.0014952i,-4.3523e-06+0.00051707i,-7.8992e-05+0.00050678i,-0.00068574+0.00083025i,-0.00067594+0.00044287i,-0.00029554+0.00032886i,0.00028444+0.00032386i,-3.353e-05+5.5142e-05i,-0.00041297-0.0004614i,-0.00014381-0.00026293i,-6.1541e-05-0.00016588i,-0.00046725-0.00031879i,-0.00069892-0.00055902i,-0.00019842-0.00070312i,-0.00023578+9.8365e-05i,0.00022121+0.00054585i
0.00045983+0.00098233i,0.0013887+0.0016256i,0.0016893+0.00041312i,0.0013179-0.00049423i,-0.00013545-4.3355e-05i,-0.0014491+0.00051273i,-0.0011034+0.0018602i,-0.00017145+0.0020318i,0.00021122+0.0019356i,0.00077269+0.0019979i,0.00063651+0.0011279i,-0.00037791+0.00029406i,-0.0010765+0.00035659i,-0.00093374+0.00014342i,-0.00012031-0.00063799i,-0.0003225-0.00024188i,-0.0016227+0.00026039i,-0.001224+0.00022917i,3.133e-05-0.00048411i,-2.0356e-05-0.00056052i,-0.00053967+0.00051524i,0.00010765+0.00057074i,0.00082182-0.00027061i
0.0019271-3.7494e-05i,0.00067611-0.00070118i,0.001285-0.0010808i,0.00048833-0.00065173i,-0.0015873+0.00045834i,-0.0020928+0.0016058i,-0.00085449+0.0022606i,0.00042717+0.0022993i,0.0005768+0.001976i,0.00039871+0.0013876i,0.00010067+0.00067025i,-0.00018728+0.00015854i,-0.00075452-0.00011383i,-0.0011583-5.0967e-05i,-0.0010073+0.00074471i,-0.00050711+0.0011075i,-0.00031237+0.00020506i,-0.00019838+2.1189e-05i,4.9234e-05+0.0007004i,-0.00014643+0.00099561i,0.0001432+0.00066949i,0.00080012+2.1363e-05i,0.0011091+3.534e-05i
-0.00084015+0.000159i,1.1602e-05+0.00017i,-0.0007183+4.3665e-05i,-0.0014251-0.00036483i,-0.001859+0.00078967i,-0.002231+0.0022313i,-0.0014178+0.0023262i,-0.00063783+0.0025777i,-9.2052e-05+0.0016185i,0.001054+0.00057297i,0.00083574+0.00010468i,-0.00048415-8.6289e-07i,-0.0011283+1.3083e-05i,-0.00088053-0.00031958i,-1.4192e-05+0.00012712i,8.3665e-06-5.6494e-05i,-0.001264-0.00067642i,-0.0018681-0.0007772i,-0.00096179-0.00046662i,1.3408e-05-0.00061925i,0.00024112-0.00072755i,-0.00022119+0.00023219i,-0.00068799+0.00058407i
-0.0016331-0.00052862i,-0.0016431+0.00019214i,-0.0014351+0.00017524i,-0.0016018+0.00039559i,-0.0022452+0.0009372i,-0.0018529+0.0014466i,-0.00093189+0.0018026i,-0.00032542+0.002324i,-0.00041113+0.0023444i,0.00015647+0.0017577i,-1.4219e-05+0.00052732i,-0.00080917-0.00035329i,-0.00052819-6.7195e-05i,0.00042733-3.6071e-05i,0.00056228-0.00032885i,0.00041647-0.00022378i,0.00020863+0.00056869i,0.00040611+0.0008499i,0.00076114+0.0006601i,0.00016324+0.00055065i,0.00038044+0.00020951i,0.0011891+0.00031201i,0.00092389+0.000249i
0.00034488-2.2322e-05i,0.0012928-0.00059094i,0.0010078-0.0005738i,-8.7496e-05-0.0007335i,-0.0017523-0.00053063i,-0.0021069+0.00071991i,-0.00080411+0.0020449i,-0.00018828+0.0019217i,-0.00053581+0.0016487i,6.147e-05+0.0014964i,0.00040595+0.00047867i,-0.00015812+2.9829e-05i,-0.00030067+0.00030902i,-0.001159+0.00043747i,-0.0010044+0.00014653i,-0.00015207+0.00039863i,-0.00016002+0.00042066i,-0.00059745+0.00064994i,-0.00091214+0.0015058i,-0.00053636+0.0010436i,-0.00028959+0.00031112i,-0.00019491-0.00022444i,0.0001251-0.00070679i
-0.00049507+0.00097488i,-0.00096631+0.00068605i,-0.00084288-0.00025238i,-0.0012775+0.00045534i,-0.0021964+0.0018548i,-0.0019244+0.0025715i,-0.0011169+0.002977i,-0.00045848+0.003114i,0.00010014+0.0025723i,0.00047897+0.0013156i,-5.9564e-05+0.00077586i,-0.00068249+7.4839e-05i,9.045e-05-0.00064168i,0.00076015-0.00063474i,0.00062021-0.00046589i,0.00014183-0.00086993i,-0.00025743-0.00076532i,-0.00053317-0.00020101i,-0.00017226-0.00031706i,0.00028511-0.00093547i,0.00011701-0.00010076i,-0.00042116+0.0010363i,-0.00048079+0.00036457i
0.00013809-0.00080419i,0.00024122-0.0010381i,0.00067307-0.00092096i,-0.00015539-0.00012223i,-0.0015086+0.0015226i,-0.0024443+0.002193i,-0.0013201+0.0022739i,0.00016329+0.0022505i,0.00091923+0.0014255i,0.00073207+0.00048445i,0.00013385+0.00042213i,0.00026752+0.00094054i,0.00034376+0.001028i,-0.00011165+0.00019824i,-0.00052397-0.00013728i,-0.00066534-0.00014622i,-0.0013394+6.9571e-05i,-0.0015905-1.243e-05i,-0.0005652-0.00028099i,0.00029897+0.00012656i,-0.00014666+0.00025624i,-3.3686e-05+2.2882e-05i,0.00038597+2.7681e-05i
0.00075498+0.0012934i,0.00085086+0.00048267i,0.00023908+0.0001392i,-0.00016528-0.00053184i,-0.00095479-1.0472e-05i,-0.0014797+0.0019637i,-0.00085002+0.0020541i,0.00024884+0.002043i,0.0004564+0.0025123i,0.00034115+0.0016298i,2.7019e-05+0.00066626i,8.2375e-05+0.0005873i,5.1691e-05+5.7693e-05i,-0.00050312-1.4635e-05i,-0.00024798-4.087e-06i,0.00031559+1.7781e-05i,1.3014e-05-0.00031053i,-0.00050752-0.00091885i,-0.0010588-0.00048201i,-0.0011301+3.5187e-05i,-0.00089415+0.00028787i,-0.0006513+0.00047483i,-0.00033458+0.00043683i
4.1839e-05-0.0010608i,-0.00035225-0.0011312i,-0.0011973-0.0010254i,-0.002338+0.00039348i,-0.0028603+0.0014597i,-0.0024477+0.0017403i,-0.00083311+0.0024369i,0.00087226+0.0017434i,0.00067228+0.00035793i,-0.0005933+0.00025116i,-0.00092866+0.00028303i,-0.0002529+0.00040919i,0.00026324+0.0003049i,0.00081244-0.00016974i,0.0011784+0.00025613i,0.00094686+0.00052803i,0.0008759+5.6921e-05i,0.00053329-0.00058044i,-0.00018288-0.0011888i,-0.00038203-0.0013173i,0.00015069-0.00051215i,0.00023972+0.00062249i,-0.00047047+0.00096214i
-0.000487+1.1383e-05i,0.00095213+0.0010784i,0.0011519+0.0011813i,-0.00016032+0.00091352i,-0.0013638+0.0010725i,-0.0018969+0.0017928i,-0.0019551+0.0026702i,-0.00095228+0.0024847i,-0.000315+0.0018453i,-0.00058646+0.0014216i,-0.00050442+0.0010258i,0.00013194+0.00062774i,0.00038834+0.00096763i,0.00017647+0.0010421i,0.00051648+0.00064776i,-0.00011438+0.00064076i,-0.00061173+0.00011806i,-0.00011778+1.2014e-05i,-0.00019389+0.0003373i,-0.00024233+0.00094466i,-0.00025186+0.00099572i,0.00042414+0.00062634i,0.0011145+0.00026316i
-0.00071135-0.0010226i,-0.0010438-0.00042891i,-0.002497-0.00035425i,-0.003013+0.00034131i,-0.0029763+0.0019623i,-0.0031574+0.003038i,-0.0021186+0.0023063i,-0.0010519+0.00056086i,-0.00078559+0.00041028i,-0.00071069+0.0011232i,-0.00025385+0.0011781i,-1.4382e-05+0.00019558i,-4.4513e-05-0.0006856i,2.5956e-05-0.00073745i,0.0012806-0.00076907i,0.0017329-0.00075152i,0.00067876-0.00044157i,0.00039906-0.00013585i,0.00073826+0.00022422i,0.00059561+0.00070717i,-0.00029057+0.00033094i,-0.00073305+0.00028734i,-6.3373e-05+0.00039367i
-0.0015145-0.0010665i,-0.0015227-0.00063113i,-0.00097308+7.9644e-05i,-0.0014318+0.00060413i,-0.00223+0.0010277i,-0.0018442+0.0016588i,-0.001007+0.0019839i,-0.00021913+0.0015913i,-4.5564e-05+0.0014172i,-0.0001531+0.0010604i,-0.00070416-6.9398e-05i,-0.0012635-0.00020374i,-0.0010193-7.9259e-05i,-6.3339e-05-0.00076094i,2.3014e-06-0.0010911i,-0.00048346-0.00046638i,-0.00035806+0.00010543i,-0.00038661-0.00016949i,-0.00089124-0.00045667i,-0.0012706-0.00084064i,-0.00057939-0.00093762i,-1.2291e-05-2.9476e-05i,-0.00032086+0.0005587i
