6.6541e-05+3.996e-05i,-0.00037521-0.0012116i,-0.0016988-0.0017802i,-0.0019756-0.00084996i,-0.0014551-0.00026861i,-0.0010365+0.00054858i,-0.00081289+0.0011288i,0.00013385+0.0014234i,0.00068635+0.0014276i,0.00061934+0.00042911i,0.00039548-0.000401i,0.00034837-0.00056324i,-0.0003941-0.00044166i,-0.0011407-0.0007477i,-0.00076608-0.00049747i,-0.00024042-0.0001818i,7.5875e-05+8.0982e-05i,-3.077e-05+0.00038847i,0.00038084+0.00020741i,0.00067362-0.00011411i,0.00015315-0.000799i,0.00035037-0.00072345i,0.00049893-0.00046775i
-0.0025492-0.00047783i,-0.00095782+0.0018926i,0.0011745+0.0041258i,0.0025212+0.0059451i,0.0021545+0.0050606i,0.00092582+0.0013553i,-0.0013422-0.0022472i,-0.0038483-0.0048445i,-0.0063901-0.0062235i,-0.0054067-0.006068i,-0.0021068-0.0044766i,-0.00037441-0.0027749i,0.00027133-0.001507i,0.0013212-0.001573i,0.0020949-0.0022096i,0.0017008-0.0034972i,0.0016342-0.0038768i,0.0022712-0.0029703i,0.0021557-0.0014391i,0.00010661+0.0010525i,-0.0014971+0.0035895i,-0.0013841+0.0043413i,-0.00038164+0.0027909i
0.0015136+0.00046852i,0.00010854+0.00021356i,3.689e-05-0.0014758i,0.00118-0.0031813i,0.0024324-0.0038132i,0.0023143-0.0043517i,0.00098202-0.0063441i,0.00025855-0.0093259i,-0.00046861-0.0099644i,-0.001144-0.0073925i,-0.00095568-0.0033876i,-0.00037357-0.00031731i,-9.01e-05+0.00050689i,0.00033805+4.4593e-05i,0.001117-0.0018183i,0.00048702-0.003441i,-0.0015594-0.0024643i,-0.0023625-0.0015672i,-0.0019637-0.0023931i,6.6893e-05-0.0038531i,0.0032821-0.0047387i,0.0046398-0.004371i,0.004075-0.0028467i
0.00078388-0.00074345i,-0.00021944-0.00048611i,0.00039042+0.0012545i,0.00073077+0.0027863i,-0.0011116+0.0017607i,-0.0041555+0.00030983i,-0.003911+0.00059483i,-0.00043277+0.00033816i,0.0032611-0.0013459i,0.0042061-0.0023292i,0.0017108-0.0017591i,-0.00058953-0.00015845i,-0.0015721+0.00049268i,-0.0017897+0.00023376i,-0.003332-0.00049332i,-0.0044774-0.0010478i,-0.003653-0.00034659i,-0.0026821+0.0019202i,-0.0016331+0.0037651i,-0.0017299+0.0045498i,-0.0031245+0.0048601i,-0.0027977+0.0032558i,-0.001431+0.001415i
-0.002029+0.0011657i,-0.0032808+0.0022212i,-0.0033225+0.0025472i,0.00031586+0.0011641i,0.0034474-5.6198e-05i,0.0010369+0.000367i,-0.0028588+0.003306i,-0.0021098+0.0068892i,0.00099222+0.0075624i,0.0011421+0.0049316i,-0.00047921+0.0023138i,-0.00089916+0.00055861i,-0.00037747-0.0013061i,-0.0014461-0.0021515i,-0.0041784-0.00056317i,-0.0062018+0.0017382i,-0.0061646+0.0022666i,-0.0046457+0.00025997i,-0.0029551-0.0016034i,-0.0011475-0.0015487i,0.0011222-0.0012987i,0.0019665-0.00081785i,0.0010278+0.00016831i
-0.0022101+0.00068528i,-0.001911+0.0014582i,-0.00075814+0.0032634i,-0.00047865+0.0038637i,-0.0015962+0.00058123i,-0.0031242-0.0023007i,-0.003594-0.00087103i,-0.0038099+0.0025799i,-0.0034201+0.0043158i,-0.0018625+0.0024404i,-0.00099531+0.00098237i,-7.2586e-05+0.00057779i,-3.8368e-06-0.00050012i,-0.0016508-0.00068013i,-0.0029391+0.0013295i,-0.0026713+0.0040591i,-0.00063844+0.0042188i,0.00026985+0.0039324i,-0.0011399+0.0039062i,-0.0030192+0.003423i,-0.0054557+0.0022645i,-0.0060607+0.0005571i,-0.0047596-0.00095214i
0.0015335-0.0010351i,0.001689-0.00052728i,0.0016162-0.00031441i,0.0015669+0.00074976i,0.0017735+0.001702i,0.00122+0.0012245i,0.001111+0.00010693i,0.0016125-0.00070266i,-0.0001725-0.001415i,-0.0023589-0.0016367i,-0.0025009-0.00072375i,-0.0016859+5.6463e-05i,-0.00030135+0.00017113i,0.0016165+0.00072404i,0.0036535+0.0018352i,0.0043033+0.0020655i,0.0032304+0.00084067i,0.0020732-0.00051318i,0.0028175-0.0020075i,0.0043691-0.0024746i,0.0055669-0.001221i,0.005389+0.00040033i,0.0037451+0.0021159i
-0.0034856+0.004108i,-0.00082972+0.0060169i,8.9232e-05+0.00741i,-0.00015246+0.0063875i,0.0012298+0.0030917i,0.0036898-0.00021673i,0.0049856-0.0013878i,0.0052871-0.0025172i,0.004405-0.0037433i,0.002246-0.0036824i,0.00029059-0.0024861i,-0.0008233-0.0006677i,-0.0016961+0.0016594i,-0.0014947+0.0031953i,0.000817+0.0036814i,0.0034183+0.0030773i,0.0037692+0.0021776i,0.002698+0.0016058i,0.0019466+0.00038168i,0.00018677-0.0010726i,-0.0018932-0.0024868i,-0.0020965-0.0033656i,-0.00072924-0.0033503i
-0.00044082+0.0060793i,-0.00012141+0.0039677i,0.0015333+0.0033569i,0.0040389+0.0031217i,0.0049733+0.00098621i,0.0016052-0.000867i,-0.0020495+0.00041572i,-0.0020587+0.001956i,-0.00019458+0.0010414i,0.00050552-0.00042059i,2.7252e-05-0.0015942i,-0.0012932-0.0017453i,-0.0019239-0.00057436i,-0.0014897+0.00046555i,-0.00091662-0.00037243i,-0.0011186-0.0021601i,-0.0016449-0.0030549i,-0.0013577-0.0030963i,-4.6155e-05-0.002296i,0.0017938-0.00019951i,0.0038792+0.0020789i,0.0039926+0.0043526i,0.0018496+0.0052294i
0.0010118-0.00023607i,0.0013922-0.00071008i,0.0013556-0.00060916i,0.00045818-0.00044308i,-0.0011327-0.0023885i,-0.0026643-0.0038383i,-0.0049467-0.0023337i,-0.0056639-6.3498e-05i,-0.0038473+0.00074433i,-0.0012153+0.00037698i,0.00036567+8.0079e-05i,0.00066386-7.9569e-05i,0.00066703-0.00082161i,-0.00026988-0.0024294i,-0.0027525-0.0038947i,-0.003804-0.0038966i,-0.0027016-0.0022568i,-0.001958-0.00079144i,-0.002474-0.00069855i,-0.0038989-0.0016963i,-0.0048454-0.0034023i,-0.0034851-0.0048655i,-0.00055647-0.0053468i
-0.00091073-0.0017003i,-0.0014525+0.00071236i,-0.00088595+0.0030555i,-0.00016516+0.0044588i,-0.0011727+0.003778i,-0.0024778+0.0014541i,-0.0026667-0.0030378i,-0.0028934-0.0054626i,-0.0024872-0.0047906i,-0.001597-0.0036389i,-0.00046175-0.0016515i,0.00090046-0.00011548i,0.0010424-0.0011531i,0.00091438-0.0027575i,-0.00062205-0.0036322i,-0.0030743-0.0031177i,-0.0030597-0.0019498i,-0.001914-0.002446i,-0.0018204-0.0020266i,-0.0014659+0.00076964i,-0.0008864+0.0033981i,-0.00075403+0.0037655i,-0.0012309+0.0028436i
-2.5192e-07+0.0027277i,0.00011769+0.0032398i,-0.00077636+0.003396i,0.00071465+0.0025158i,0.0036941+0.00045515i,0.0044779-0.00065993i,0.0044883+0.00028409i,0.0050692+0.00054006i,0.0042938-0.00042928i,0.0023416-0.0012028i,0.00030675-0.0010684i,-0.0020031+0.00018798i,-0.0027332+0.00042923i,-0.0022745+0.0008901i,-0.0021152+0.0019649i,-0.0021403+0.0023574i,-0.0013387+0.0025499i,-0.00065371+0.0025593i,0.00032368+0.0027007i,0.00055763+0.00048993i,-0.00012966-0.0033296i,0.00092276-0.0055334i,0.0028752-0.0046425i
0.00075661+0.00056074i,-0.00013638+0.0019209i,-0.0018009+0.0040889i,-0.0026779+0.0043719i,-0.0019572+0.0020877i,-0.0022176-0.00018684i,-0.0012291+0.0014722i,0.0021774+0.0045115i,0.0039889+0.004317i,0.0016695+0.0017201i,-0.0012301+0.00034788i,-0.0013099+0.00062013i,-0.0013344+0.0023449i,-0.00179+0.0048959i,-0.0011631+0.0058837i,-0.00056626+0.0044121i,-0.00058651+0.0022938i,4.2914e-05+0.00037208i,0.00069608+0.00030664i,0.00050106+0.0026086i,-0.00012969+0.0050487i,-0.00124+0.0060893i,-0.0029584+0.0047064i
-0.0013242-0.0014319i,-0.0023104-0.0032539i,-0.0008688-0.003494i,0.0015395-0.0015286i,0.002034-0.00081543i,-0.00040997+0.00077303i,-0.003116+0.0040984i,-0.0041504+0.0061006i,-0.0036278+0.0051546i,-0.0021116+0.0020738i,-0.001521-0.00014185i,-0.001307-0.00067981i,-0.00056419-0.00018731i,-0.00045658+0.0017007i,0.00011543+0.0031202i,0.0015535+0.0034086i,0.0021646+0.0030245i,0.0017419+0.0024763i,0.0014956+0.0019057i,0.0014803-0.00040475i,0.0016246-0.0028153i,0.0026288-0.0025195i,0.0031078-0.0016964i
0.003098+0.00018856i,0.0041992+0.00058395i,0.0037576+1.4887e-06i,0.0016157-0.00046304i,-0.0017277-0.0014504i,-0.0038238-0.0025671i,-0.0042801-0.0035901i,-0.0053537-0.0043844i,-0.0056756-0.003458i,-0.0033482-0.0018873i,-0.00029059-0.0012822i,0.0013258-0.00094623i,0.0010163-0.00034619i,0.0013823-0.00062665i,0.0024055-0.0013198i,0.0017226-0.0014141i,0.00072744-0.00069746i,0.0014992-0.00048036i,0.0018794-0.0022267i,0.0004691-0.0021539i,-0.0015976-0.00014228i,-0.0024866+0.00046418i,-0.0019977-0.00027464i
-0.0024062+0.00063224i,-0.0027646+0.0031437i,-0.0036081+0.005228i,-0.0023013+0.0053313i,0.00036709+0.0027038i,0.0020803-0.00060401i,0.0024381-0.0043946i,0.0021185-0.0081594i,0.0014445-0.0085486i,-0.00023031-0.0050568i,-0.00069038-0.0015466i,0.00047514-0.00067668i,0.0010257-0.0012333i,0.0012981-0.0023245i,0.0010154-0.0033497i,0.00025028-0.002233i,0.00078447+0.00038562i,0.0014872+0.0014801i,0.000489+0.0004093i,0.00053738-0.0015452i,0.0025765-0.003099i,0.0041835-0.0028907i,0.0046342-0.0017021i
-0.0017341-0.0016065i,-0.0029991-0.0017467i,-0.0052275-0.00032635i,-0.0048509+0.0018385i,-0.0027666+0.0017888i,0.00065672-0.00055908i,0.0037966-0.0018561i,0.0059977-0.0015779i,0.0067941-0.0023033i,0.0041244-0.0027162i,0.00089155-0.0019177i,0.00042679-0.00071741i,0.00071399-0.00051218i,0.00044027-0.0014688i,3.8864e-07-0.0017588i,9.3222e-05-0.0022675i,3.9383e-05-0.0031525i,-0.00070369-0.0032679i,-0.0015408-0.0026656i,-0.0025955-0.0006723i,-0.0031414+0.0017984i,-0.0031254+0.0021031i,-0.00314+0.001412i
0.0018278+0.00073545i,0.0040127+0.00013277i,0.0050341-0.0013413i,0.0036185-0.0015254i,0.00061917-0.00050658i,-0.0020656+0.0016551i,-0.0022165+0.0043042i,-0.00035253+0.0065613i,0.0020878+0.0062617i,0.0013772+0.0026576i,-0.00078621-0.00055762i,-0.0018001-0.00095056i,-0.0029286-0.00015052i,-0.0044366+0.00061903i,-0.0048396+0.0012517i,-0.0040276+0.0018673i,-0.0030473+0.001489i,-0.002402+0.0011772i,-0.0024682+0.0017657i,-0.0017375+0.0016787i,0.00051592+0.0012845i,0.0013838+0.0016462i,0.0018848+0.0021199i
-0.00095333-0.0011058i,-0.0032091+0.0012207i,-0.0051743+0.0040302i,-0.0045659+0.004131i,-0.0019057+0.0015567i,-0.00079883+0.00051533i,-0.0026796+0.0023501i,-0.0048702+0.0044684i,-0.0042677+0.0047874i,-0.0017048+0.0028384i,-0.00012478+0.00015719i,0.00027217+0.00019734i,-0.0004763+0.0024744i,-0.0015908+0.0029882i,-0.0015374+0.0022805i,-0.00091729+0.0012577i,-0.00085414-0.0003494i,-0.0010206-0.001156i,-0.00085563-0.0013249i,-0.0013467-0.0011592i,-0.0033213-0.00087258i,-0.00439-0.00046916i,-0.0030447-0.00047793i
0.0050645-0.00035481i,0.0033148-0.0016323i,0.0033401-0.00099031i,0.0040921+0.0020348i,0.0024743+0.002147i,-0.00089672-0.0017588i,-0.0033678-0.0043521i,-0.0050635-0.0053521i,-0.0050052-0.005039i,-0.0028597-0.0022207i,-0.00087102-0.00037958i,-0.00029924-0.0005979i,-0.0004021+0.00028286i,-2.9944e-05+0.0014451i,0.00066143+0.0015966i,0.0011831+0.0021567i,0.00060643+0.0023678i,-0.00025949+0.0017735i,0.00062909+0.00058423i,0.0015944-0.0008912i,0.0019928-0.00070848i,0.0025869+0.00028319i,0.0027909+0.00042057i
0.0011169-0.0021927i,0.0011657-0.0019837i,4.266e-05-0.0027728i,-1.4461e-06-0.0043975i,0.00049978-0.0048388i,0.0014115-0.0029695i,0.0025132-0.0022716i,0.0030465-0.0033866i,0.0018459-0.0050896i,-0.00029492-0.0035243i,-0.0011048-0.00017124i,-0.00011243+4.9155e-05i,0.000543-0.00025742i,0.0016538+0.001053i,0.0034242+0.0018377i,0.0029552+0.0016679i,0.0017246+0.0013282i,0.0012581+0.001532i,0.001269+0.00047405i,0.00072155-0.0014579i,-0.00079076-0.0026072i,-0.0009586-0.0029304i,-0.00019062-0.0030205i
0.0036588-0.00072785i,0.0024989-0.0023749i,0.0012141-0.0035554i,-2.9857e-06-0.003256i,-0.00068907-0.001909i,-0.00012208+0.00017479i,0.0018533+0.0025025i,0.0036798+0.0026478i,0.0041565+0.00075969i,0.0019552-0.0011815i,-0.00022858-0.0016476i,-0.00050975-0.0015671i,0.00012432-0.0016719i,0.00042968-0.0018757i,0.00018189-0.0017238i,-8.6223e-05-0.000672i,-0.00046727+0.00047413i,-0.00057156+0.00045942i,-0.0011184+0.00014046i,-0.00079479+0.00061524i,0.00059106+0.0015296i,0.0016734+0.0017365i,0.0012817+0.0019975i
0.0032409+0.00029021i,0.0023168+0.00083519i,0.0017889+0.0011393i,0.00042031+0.0021479i,-0.0016004+0.00093335i,-0.0034183-0.00016023i,-0.0039778+0.0014999i,-0.0023129+0.0027548i,0.00028105+0.0012036i,0.0011764-0.0015657i,-0.00035957-0.0017224i,-0.0010352+0.00012308i,-0.00058416+0.0008976i,-0.00060509+0.00072652i,-0.00071594+0.00037725i,-0.00031703-0.0010339i,0.00034365-0.0023885i,0.0002267-0.002768i,-0.00031608-0.0023492i,-0.00095849-0.0020941i,-0.0011453-0.0021699i,-0.0018574-0.0021024i,-0.0022913-0.0025394i
0.00049312-0.002884i,-0.00086569-0.0036993i,-0.0016657-0.0057718i,-0.001238-0.0041617i,-0.0011743-0.0016052i,-0.0014959-0.0010224i,-0.0023502-0.0012938i,-0.0029691-0.0011227i,-0.0018035+7.9942e-05i,-0.00017117-0.0006749i,0.00067591-0.0020375i,0.00080111-0.0012688i,0.00067668+0.00084011i,0.00052498+0.00041028i,-0.0004569-0.0014168i,-0.00057884-0.0023164i,0.00023061-0.0024419i,-0.00043786-0.0017726i,-0.0014808-0.0005571i,-0.0014851+0.0005767i,-0.0017807+0.0015555i,-0.001877+0.0018551i,-0.0014675+0.0021482i
0.002696+0.0015084i,0.0018719-0.00061602i,0.00043633-0.0019136i,-0.0016715-0.00058977i,-0.0019315+0.0010327i,-0.0010703+0.00061159i,-0.00015942-0.0011414i,0.00056673-0.0019904i,0.00074356-0.0013404i,0.0014223+0.0001271i,0.0013731+0.00062348i,-0.00042796+0.00076387i,-0.0011703+0.0018304i,-0.00030128+0.0030725i,8.8463e-05+0.0026965i,-0.00042003+0.00088582i,-0.0013733-0.00091857i,-0.0013589-0.001427i,8.9924e-05-0.00084782i,0.0019373-0.0008935i,0.0022583-0.0017731i,0.0015523-0.0026208i,0.0020719-0.0021428i
0.00070621-0.00033774i,0.00054741+0.0020162i,0.0008589+0.0039041i,0.002373+0.0048888i,0.0044736+0.0021787i,0.0039625-0.0012576i,0.0027851-0.0012592i,0.0021728-0.0011649i,0.00011208-0.0018754i,-0.0023158-0.001124i,-0.0017586+0.00031431i,0.00027846+0.0002083i,0.0001794+0.00013549i,0.00032032+0.001239i,0.0013236+0.0014333i,0.0010416+0.00059743i,-0.0007487+0.00076397i,-0.0020308+0.0012739i,-0.0014344+0.00081031i,-0.001475+0.00069686i,-0.0017712+0.0016666i,-0.0013977+0.0030657i,-0.0014133+0.0035666i
3.9551e-05-0.0010385i,0.0017163-0.00089414i,0.0026842-0.0014812i,0.0023457-0.0010588i,0.0011372-0.00048022i,-0.001343+0.001186i,-0.0026436+0.0029282i,-0.001699+0.0030662i,-0.0010788+0.0010705i,-0.0018525-0.00040536i,-0.0015188-5.3144e-05i,-0.0003574+0.00019238i,0.00099087-0.00095469i,0.0010687-0.0011644i,0.00010107-0.00013791i,0.00039276+0.00094407i,0.00048406+0.0015317i,-0.00056258+0.0016374i,-0.0006603+0.00144i,0.00062441+0.0012283i,0.0018297+0.0013551i,0.002792+0.00098257i,0.0030305+0.00022245i
0.0030778+0.0023003i,0.0022669+0.00055373i,0.0018388-0.001902i,-0.00032722-0.0026355i,-0.0016892-0.0034513i,-0.0018698-0.0025781i,-0.0036204-0.0011222i,-0.0042514-0.0011331i,-0.0022174-0.0023096i,-0.001188-0.0039911i,-0.0016646-0.0032557i,-0.00078699-0.0012189i,0.00052876-0.00072146i,0.00095376-0.0016983i,0.00045869-0.0013109i,0.00040597+0.00041903i,0.0019592+0.00084136i,0.0017167-2.3885e-05i,-0.0010256-0.0011657i,-0.0033504-0.0021077i,-0.0035031-0.0023288i,-0.0029768-0.0013811i,-0.0029921-0.00054617i
0.0029586-0.002269i,0.0025364-0.0017474i,0.0010107-5.3626e-05i,-0.00039581+0.00020115i,-0.0011042-0.0011507i,-0.0023477-0.0012618i,-0.0023728-0.00090833i,9.7986e-06-0.0021569i,0.0024293-0.0030585i,0.0030088-0.0028458i,0.001285-0.0018939i,-0.0011709-0.000865i,-0.0017638+0.00022971i,-0.0013176+1.5757e-05i,-0.00077234-0.0010035i,8.8529e-06-0.00080918i,0.00048804-9.5727e-05i,0.00051052+5.7468e-05i,0.00033214+0.00016742i,0.0012153+0.00098874i,0.0022269+0.00088755i,0.0023282-0.00037593i,0.0021236-0.00096866i
0.00022472-0.00081496i,-0.00041309-0.0010976i,-0.0011312-0.0024006i,-0.0011456-0.0024041i,-0.00070676-0.0020482i,-0.00063165-0.0014563i,0.001096-0.001201i,0.0036061-0.00052889i,0.0043887+0.0012603i,0.0028863+0.0021875i,0.0010668+0.0014929i,0.00010268+0.00046644i,-0.0008019+0.00091635i,-0.0010718+0.0014962i,-0.00064128+0.00012678i,-0.00047124-0.00063036i,-0.00060114+0.00020797i,-0.0003915+0.00028612i,-0.00013044-0.00038171i,-0.00076708-0.0021667i,-0.0013912-0.0030092i,-0.0015026-0.0015174i,-0.0010997-0.00025129i
0.0022166-0.00021201i,0.0035617-8.8409e-05i,0.0031225-0.00066298i,0.00099694-0.00018779i,3.5706e-05-0.00065568i,0.00038909-5.5134e-05i,0.001816+0.0025945i,0.001889+0.0041085i,0.00031526+0.0032218i,-0.0011176+0.0010289i,-0.0014623-0.00048765i,-0.0007867-0.00099716i,-0.0007277-4.7904e-05i,-0.00128+0.0016207i,-0.00035657+0.0022268i,-0.00016071+0.0013935i,-0.00090475+0.00077017i,-0.0010749+0.00095769i,-0.0011304+0.0015682i,-0.00076877+0.0025279i,-0.00049544+0.0034087i,0.00024384+0.0031081i,0.001303+0.0019347i
0.019509-0.013263i,0.014188-0.017919i,0.006696-0.026989i,-0.0021181-0.023188i,-0.0092886-0.015058i,-0.012538-0.0046699i,-0.0082534+0.001864i,-0.0048267+0.0017394i,-0.0052977-0.0011815i,-0.0066102-0.0040513i,-0.0060749-0.001773i,-0.0025081+0.0029393i,0.00036968+0.0053203i,0.0020143+0.0058146i,0.0033307+0.0043378i,0.0029124+0.0016148i,0.0014379-0.00034071i,0.00046208-0.0013557i,-0.00010774-0.0016719i,-0.0010605-0.002393i,-0.0017301-0.0023456i,-0.0023447-0.0017863i,-0.0021513-0.0015162i
-0.0064991+0.0029763i,-0.00589+0.0043419i,-0.0039612+0.0069492i,-0.00083608+0.0062194i,0.0020112+0.00449i,0.0025532+0.0010458i,-0.00083328-0.0023706i,-0.003544-0.0044073i,-0.00322-0.0051534i,-0.00082342-0.0038533i,0.0011905-0.0026704i,0.0013851-0.0026581i,0.0014306-0.0025383i,0.0012992-0.0025238i,0.00024896-0.002479i,-1.8066e-05-0.00096255i,0.00061757+0.00034122i,0.00031604+1.9597e-05i,-0.00048006-0.00026421i,-0.00053628+0.00075912i,-0.00032228+0.0024531i,6.9138e-05+0.0021745i,0.00058351+0.0009299i
0.0017121+0.0020629i,0.0021201+0.0023068i,0.0022962+0.003055i,0.0022681+0.0029685i,0.0022125+0.0013466i,0.0024597-0.0015746i,0.0019399-0.004484i,0.0021688-0.0060712i,0.0036593-0.0064315i,0.0035279-0.0052591i,0.0015662-0.0021888i,-0.00076799+0.00088713i,-0.0016844+0.001584i,-0.0014303-0.00068275i,-0.0016232-0.0019192i,-0.000765-0.00086741i,5.5776e-05+0.00044715i,0.00027746+0.0002818i,0.00086477-0.0010214i,0.0020065-0.0015861i,0.0024156-0.0022176i,0.0015557-0.0019085i,-0.00018593-0.0006364i
-0.0030597+0.0010397i,-0.0024033+0.0015918i,-0.00070488+0.0042237i,0.0017802+0.0042667i,0.0023849+0.001467i,0.00086199-0.00079586i,0.00092901-0.00039609i,0.0033308+0.0010173i,0.0046972+0.0022257i,0.003464+0.003196i,0.001495+0.0019212i,2.7355e-05-0.00027693i,-0.00048754-0.00061706i,-0.0010019-0.0014038i,-0.0018219-0.0021393i,-0.002023-0.0012967i,-0.0015983+9.5889e-05i,-0.0013293+0.00061468i,-0.0019453+0.00053408i,-0.0019673+0.0011304i,-0.0012236+0.0024181i,-0.00082614+0.0024333i,-0.00023713+0.001558i
-0.00081463-0.00057054i,0.00086839-0.0021631i,0.00134-0.0010153i,0.001706-0.00043996i,0.0023278-0.0001849i,0.0021789+0.00067026i,0.000769+0.0024786i,-0.0011636+0.0049549i,-0.0017471+0.0059196i,-0.0018838+0.0048231i,-0.0016702+0.0026208i,-0.00117+0.00047886i,-0.0018654-0.00066453i,-0.0021393-0.0010216i,-0.0012989-0.00039362i,-0.0011038+0.00031466i,-0.0017134+0.001104i,-0.0018633+0.0020514i,-4.6075e-05+0.0013629i,0.00137+0.00023619i,0.001455-0.00057292i,0.0011948-0.0010889i,0.00025018-0.00068624i
-0.00091004+0.0019781i,-0.00094499+0.0038002i,-0.00078109+0.0060781i,-0.00060725+0.0061349i,-0.00022835+0.0035519i,-0.00021915+0.00096291i,-0.0018313+0.00062956i,-0.0039196+0.00052932i,-0.0048333-0.00032257i,-0.0038392-0.00024433i,-0.0018872-0.00033733i,-0.0001198-0.00058507i,0.0007751+0.0005467i,0.00030101+0.0016615i,-0.00066277+0.0018651i,0.00013297+0.0013758i,0.0013433+0.00031187i,0.0016319-0.00045915i,0.00094295-0.00044701i,-0.00066129-0.00027983i,-0.0018397-0.00046785i,-0.0019527+5.1994e-05i,-0.00070275+0.0009136i
-0.00078634-0.0015754i,-0.0014257-0.0021393i,-0.002576-0.0028485i,-0.0022895-0.0017704i,-0.00095882-0.0010801i,-0.00029941-0.0020113i,-0.0011356-0.0026123i,-0.0016096-0.0033086i,-0.0022068-0.0042358i,-0.002033-0.0040468i,-0.00068535-0.0018386i,-0.00015266+0.000155i,0.0004764+0.00041035i,0.0013331+0.00045889i,0.0011667+0.00073548i,0.0012129-4.2772e-05i,0.0011963-0.00049626i,0.0011964-0.00013621i,0.0011137+4.7925e-05i,0.0014838-0.00034503i,0.0026216-0.00093817i,0.0029174-0.0017122i,0.0022277-0.0019735i
-0.0030321+0.00097783i,-0.0027053+0.0029341i,-0.0024728+0.0050699i,-0.0026595+0.0052291i,-0.001465+0.0043472i,0.00066574+0.0017323i,0.0026352-0.0015031i,0.0043438-0.0033985i,0.0051091-0.0036012i,0.0043861-0.0024727i,0.0029889-0.001085i,0.0019288-0.00060862i,0.00071477-0.00033999i,0.0004793-0.00031758i,0.00089463-0.00050042i,0.00092441-0.00044281i,0.0015319-0.0003919i,0.0013275-0.00027412i,-5.8187e-05-0.00080102i,-0.0011049-0.00095534i,-0.0017194-0.00031338i,-0.0019825-0.00011106i,-0.0011251-0.00024826i
-0.00077886+0.0016096i,-0.00096893+0.0030674i,-0.00023206+0.0054051i,0.0020958+0.0058674i,0.0031569+0.0032593i,0.0014399-2.5453e-05i,0.00041236-4.4099e-05i,0.0015049+0.0012277i,0.0023361+0.0013527i,0.0019309+0.00064756i,0.00055629-0.00014474i,-0.0012682-0.00078779i,-0.0019359-0.0016426i,-0.0011205-0.0020161i,-0.00093412-0.001854i,-0.0015122-0.0022986i,-0.002119-0.0023471i,-0.0015689-0.0019888i,-0.00063-0.0019593i,-0.00030435-0.0012184i,0.00096411-0.00017861i,0.0022352+0.00043937i,0.0018156+0.00057826i
-0.0015394+9.0857e-05i,-6.1883e-05+0.0012256i,0.00042427+0.0021022i,0.00049087+0.0013896i,0.0011709+0.00089227i,0.0011579+0.0012889i,-0.00089494+0.0018482i,-0.0032893+0.0034603i,-0.002934+0.004168i,-0.0014253+0.0024778i,-0.0010538+0.00071751i,-0.0007381-0.00027352i,-0.00063163-0.00074366i,-0.0020343-0.00030914i,-0.0032104+4.6231e-05i,-0.0031411-0.00029177i,-0.0028964-0.00019576i,-0.0021343-7.3228e-05i,-0.0022892-0.00036473i,-0.0026477-6.1404e-05i,-0.0027153-0.00049644i,-0.0022593-0.00099222i,-0.0016612-0.00056931i
-0.0022044-0.00053535i,-0.0039103+0.0014969i,-0.0053009+0.0037414i,-0.004899+0.0031929i,-0.0031594+0.0006378i,-0.0019859-0.0011162i,-0.0029264-0.0004869i,-0.0042858-4.104e-05i,-0.0047364-0.00057917i,-0.0035569-0.00063676i,-0.0018881-0.0003321i,-0.0008901-0.00017344i,-0.00033352+0.00053298i,-0.00054002+0.0011514i,-0.00095493+0.0013257i,-0.00080176+0.00095736i,-0.00052077+0.00038741i,-0.00093226+0.00055367i,-0.00093524+0.0009338i,8.9401e-05+0.00062878i,0.0010116+0.00018517i,0.0010951+0.00014231i,0.00050734-9.5525e-05i
-0.0014077-0.0033191i,-0.0013178-0.0031338i,-0.00087204-0.0012777i,-0.00013915+0.00070843i,-6.8447e-05+0.0010091i,-0.00054646-0.00018609i,-0.00040883-0.0020452i,-0.00026297-0.0027772i,-0.00029544-0.0029272i,-0.0011614-0.0021858i,-0.0013731-0.0007715i,-0.00065963+0.00031111i,4.1214e-06+0.001868i,0.00065914+0.0026745i,0.00031031+0.0024949i,0.00023455+0.0023082i,0.001211+0.0026289i,0.0015412+0.0025851i,0.00085281+0.0020472i,-0.00045347+0.0014099i,-0.0011395+0.00066216i,-0.00014595+0.00016732i,0.00025115+0.00020192i
-0.0010372-0.0012707i,-0.0019382+0.0018492i,-0.0018082+0.003422i,-0.0018766+0.0019861i,-0.001443+0.00037804i,-0.00024149-0.00029806i,0.0017408-0.00014818i,0.0030547-4.4172e-05i,0.0030158-0.00087644i,0.001881-0.0016741i,0.00067326-0.0019307i,0.0001347-0.0018337i,-0.00027777-0.001663i,0.0005514-0.0011218i,0.00076152-7.992e-05i,0.00051204+0.00028583i,0.00095505-0.0002155i,0.0012146-0.00028415i,0.0016498-3.3455e-06i,0.0012894+0.00022063i,0.00052281+0.0002705i,0.0012919+0.0012267i,0.0014329+0.0017738i
