-0.00068778+0.00036722i,-0.00065564+0.00063596i,-0.0012813-7.4086e-05i,-0.0015594-0.00065991i,-0.0017341-0.00068802i,-0.0015033+0.0010716i,-0.0010138+0.0025077i,-0.00027499+0.0019745i,0.00048095+0.00079343i,0.00020333+0.00032571i,-0.0002202+0.00071278i,0.00020978+0.00072855i,0.00074232-0.00028197i,-0.00026756-0.0011889i,-0.00043233-0.0015683i,0.00030733-0.001385i,-1.3696e-05-0.00088609i,-8.1699e-05-0.00034509i,0.00085052+7.408e-05i,0.0007496-0.00027242i,6.4226e-05+0.00030827i,-2.839e-05+0.00058469i,9.88e-05+0.00049162i
-0.0003603+0.00025885i,0.0017181+0.0019851i,0.0038946+0.0060842i,0.0044655+0.011948i,0.00077278+0.014975i,-0.0066429+0.013491i,-0.015521+0.010366i,-0.019792+0.0033553i,-0.016714-0.0047021i,-0.011101-0.0059678i,-0.0080453-0.0011293i,-0.0059976+0.0011907i,-0.0038+0.00039405i,-0.0020745-0.00079548i,-0.00191-0.00084639i,-0.0027001+0.0010865i,-0.0022712+0.0025433i,-0.00072742+0.0030613i,0.00031919+0.0032917i,-0.0013481+0.00081596i,-0.005619-0.0052674i,-0.0078365-0.0096205i,-0.0053129-0.0079605i
-0.0019056-0.0017182i,-0.0029091-0.0026716i,-0.0046791-0.0067518i,-0.0028518-0.012183i,0.002904-0.014458i,0.0070756-0.013223i,0.0066183-0.01153i,0.0016707-0.008319i,-0.0059867-0.0055471i,-0.0097242-0.004001i,-0.0079076-0.0026941i,-0.0063097-0.0034624i,-0.0075991-0.0041108i,-0.0095795-0.0022522i,-0.008745-0.00013974i,-0.006805+0.00034721i,-0.0066619-6.7901e-05i,-0.0065926-0.00147i,-0.0045397-0.0021523i,-0.0016475+0.00040203i,0.0002124+0.0068625i,0.00074394+0.012116i,-0.00049541+0.010775i
0.001728+0.004363i,0.0020601+0.0059596i,8.1812e-05+0.0096762i,-0.0068027+0.012548i,-0.012726+0.010192i,-0.011365+0.0052904i,-0.0085892+0.00060061i,-0.0063564-0.0040355i,-0.0029943-0.0033655i,-0.00046882+0.00013176i,4.2592e-06+0.0015208i,-0.0014385+0.0010563i,-0.0016214+0.00013012i,-0.00016791+2.8995e-05i,0.00032704+0.0011908i,0.00037177+0.0039202i,0.00038981+0.0072653i,0.0005189+0.0086994i,0.00076739+0.0063567i,0.00083473+0.00071978i,0.0030078-0.0058404i,0.0069486-0.0091213i,0.0089246-0.0077131i
0.00059127-0.001433i,0.00081041-0.0018994i,0.003587-0.0017437i,0.0094921+0.0023668i,0.016239+0.0090239i,0.020301+0.012139i,0.021204+0.012594i,0.017642+0.014124i,0.010613+0.012969i,0.0062805+0.0087697i,0.0052755+0.0048216i,0.0051625+0.0028462i,0.0050077+0.0027736i,0.0046541+0.0026174i,0.0046059+0.0013995i,0.0050361-0.00025423i,0.0050902-0.0025122i,0.0043746-0.004078i,0.0035431-0.0035337i,0.0014058-0.00041907i,-0.0022365+0.0049478i,-0.0054089+0.0081546i,-0.0071901+0.004885i
0.0008152+5.2708e-05i,3.1444e-05+0.001024i,-0.0024615+0.0026209i,-0.0024211+0.001587i,0.0011246-0.001739i,0.0038309-0.0028535i,0.0049592-0.00096016i,0.0090824+0.00136i,0.011051+0.0031844i,0.007819+0.0046153i,0.00434+0.0045394i,0.0038031+0.0041341i,0.0055525+0.0051043i,0.0069171+0.0043315i,0.0060986+0.0019745i,0.0050132+0.001178i,0.0059108+0.0029645i,0.006679+0.0049187i,0.0052009+0.0046583i,0.0045246+0.0025086i,0.0069559-0.002021i,0.0094283-0.0062701i,0.0086862-0.0054431i
-0.0010339-0.0015403i,0.00016325-0.0015331i,0.0024293-0.0012601i,0.0060287+0.0013948i,0.0074207+0.0050799i,0.0044709+0.0063228i,0.00043956+0.0065164i,-0.00080347+0.0051491i,-0.00016909-0.00027047i,-0.00048061-0.0036731i,0.00029635-0.0020451i,0.001135-5.1022e-05i,0.00028184-0.0001603i,-0.00028337-0.00018275i,5.4983e-06-0.00090802i,0.00072299-0.0033074i,0.0019528-0.0061801i,0.0039275-0.0076678i,0.0037932-0.0066237i,-0.00053815-0.0041504i,-0.0081623-0.0025124i,-0.015151-0.0024399i,-0.015512-0.0031077i
-0.00033713-0.00058015i,-0.00097865+0.00011195i,-0.002392-0.001553i,-0.0029767-0.0055319i,-0.0017245-0.0083043i,-0.0014428-0.0080815i,-0.0019907-0.007933i,-0.0012202-0.0081076i,-0.00021837-0.0071635i,-0.00065297-0.0050169i,-0.0022267-0.0039139i,-0.0026836-0.0049685i,-0.0032547-0.0056908i,-0.0047869-0.0043336i,-0.0051098-0.0021801i,-0.0052685-0.00023038i,-0.0056081+0.0015655i,-0.0052698+0.0023869i,-0.0046356+0.0026846i,-0.00055242+0.003611i,0.0066287+0.0053048i,0.011291+0.0067708i,0.011038+0.007616i
0.0011478+0.0020144i,0.0021168+0.00089081i,0.0032079+0.0031091i,0.0022684+0.0063011i,-0.0012204+0.0070274i,-0.0029209+0.0037367i,-0.0032084-0.00035578i,-0.0051414-0.0033381i,-0.006857-0.004389i,-0.0050321-0.0029647i,-0.0025609-0.00047562i,-0.0020459-0.00053993i,-0.0034456-0.0030319i,-0.0040807-0.0039601i,-0.003439-0.001864i,-0.0030642-0.00085189i,-0.0023444-0.0024982i,-0.001839-0.0043664i,3.8801e-05-0.00442i,0.00054041-0.0046751i,-0.003602-0.0071157i,-0.006487-0.0092458i,-0.0049217-0.0091569i
-0.0020012+0.00244i,-0.0010162+0.0037054i,-0.00083487+0.0046727i,0.0015877+0.0042002i,0.0075129+0.0040366i,0.011484+0.0038946i,0.010451+0.0027036i,0.0059574+0.0026177i,-0.00027656+0.0040861i,-0.0035453+0.0045829i,-0.0022962+0.003013i,-0.0001531+0.001314i,0.0011044+0.0011356i,0.0012092+0.0017094i,0.00055791+0.002465i,-0.00019015+0.0030776i,-0.0022487+0.0044425i,-0.0040415+0.0048517i,-0.0035383+0.0043098i,-0.0016504+0.0060517i,0.0020145+0.01044i,0.0058088+0.013974i,0.0058952+0.01289i
0.00014664+0.0012454i,0.0004736+0.0005709i,0.00073439+0.0015866i,0.0019926+0.0043311i,0.004644+0.0042563i,0.007361+0.0024911i,0.0076186+0.0026839i,0.0058326+0.0028856i,0.0030815+0.0029468i,0.00023321+0.0036672i,-0.00094807+0.00459i,-0.00036105+0.0057849i,0.0013453+0.0072736i,0.0023846+0.0079066i,0.0022489+0.0060329i,0.003618+0.0035383i,0.005341+0.002261i,0.0057975+0.0020074i,0.0054647+0.00079736i,0.004253-0.0036379i,0.0017033-0.0098263i,0.0001874-0.014219i,0.00023313-0.013898i
-0.00069368-0.00041877i,0.00033335+0.00076912i,0.0014169+0.00070189i,0.0046101+0.00092811i,0.0070552+0.003086i,0.0060558+0.0050981i,0.0051973+0.0063093i,0.0063455+0.0061872i,0.0067119+0.0025664i,0.0043785-0.0009625i,0.0031317+1.4631e-06i,0.002977+0.0011594i,0.0023518+0.00071655i,0.0021759+0.00083345i,0.0022543+0.00068434i,0.0023452+0.00018857i,0.0033205+0.0004732i,0.0026987+0.00072631i,0.00046172+0.0008891i,-0.0021416+0.0034987i,-0.0042148+0.0077891i,-0.0057924+0.011059i,-0.0062252+0.010297i
-0.002615-0.003623i,-0.0033013-0.0019637i,-0.0039182-0.00053427i,-0.0036986-0.00033285i,-0.0022216-0.001144i,-0.00023635-0.0023589i,0.00022653-0.0010763i,0.0033578+0.00050891i,0.0074274-0.00031917i,0.0058304-0.0014663i,0.0024164-0.001093i,0.0020712-0.0013666i,0.0016369-0.0034314i,-0.00041898-0.0040108i,-0.0017254-0.003091i,-0.00091485-0.0028424i,0.0011367-0.002073i,0.0029756-0.0015723i,0.0036746-0.0020559i,0.0055056-0.0035081i,0.008182-0.0071258i,0.0093522-0.010178i,0.0077526-0.0093805i
-0.0019172-0.00049478i,-0.0013439+0.0010039i,-0.0020685+0.0017434i,-0.002964+0.003424i,-0.0032387+0.005001i,-0.002951+0.0033732i,-0.001779-0.0010875i,-0.00099117-0.0033765i,-0.00086635-0.0019886i,7.1994e-05+0.00023212i,0.001443+0.00052941i,0.0020963-0.0011637i,0.0019307-0.0026401i,0.0012448-0.0031038i,-0.00017433-0.0029102i,-0.00040094-0.0020008i,-0.00060813-0.0027126i,-0.00093408-0.0040662i,-0.0017243-0.0030046i,-0.0044239+0.00042963i,-0.0084269+0.0043784i,-0.010309+0.0069245i,-0.0090356+0.006283i
-0.0010976+9.0049e-05i,-0.0019805+0.00051333i,-0.0027037+0.0014241i,-0.0012314+0.0024234i,0.00191+0.0032699i,0.0036739+0.0034595i,0.0026814+0.00086212i,-0.0011271-0.0017852i,-0.0056463-0.00050908i,-0.0071043+0.0015587i,-0.0055043+0.0021026i,-0.0042855+0.0015738i,-0.0035848+0.0011638i,-0.0026909+0.0009081i,-0.0024829+0.00061427i,-0.0029417+3.7424e-05i,-0.0034557-0.00075582i,-0.0032996-0.00078222i,-0.00036556-0.0011557i,0.0056754-0.001592i,0.011236-0.0014253i,0.013518-0.00051762i,0.011675-0.0002286i
0.00064548-0.0025509i,0.00022807-0.0024221i,0.00093827-0.001556i,0.001757+0.0017347i,0.0023484+0.0056407i,0.0040857+0.0063195i,0.0043852+0.004014i,0.0016528+0.0015419i,-0.0021709+0.00070053i,-0.0041197+0.0018635i,-0.0031202+0.0032424i,-0.002609+0.0032216i,-0.002712+0.0040506i,-0.0020247+0.0048516i,-0.0010197+0.0037138i,-0.00030593+0.0031175i,-0.00045459+0.0037108i,-0.00057474+0.0040919i,-0.0010543+0.0029683i,-0.0052393+0.0002686i,-0.011032-0.0014628i,-0.012616-0.0015389i,-0.0096365-0.0017534i
-4.9224e-05+0.00086897i,6.3266e-05+0.0017037i,0.00075701+0.0016161i,0.0037185+0.0016247i,0.0077745+0.0025427i,0.0080161+0.0040776i,0.0055645+0.0056433i,0.0045443+0.0057536i,0.0037074+0.0030903i,0.00063239-2.8537e-05i,-0.0015737-0.00079607i,-0.0016373-0.00058113i,-0.0012433-2.6176e-05i,-0.00059803+0.0010787i,0.00046121+0.00075317i,0.00035001-0.00041938i,0.00087676-3.471e-05i,0.0014114+0.00027557i,0.0017485+0.00060603i,0.0045034+0.0020054i,0.0082541+0.0041033i,0.0098248+0.0048999i,0.0075185+0.0038281i
-0.00053436-0.00044464i,-0.0011669-0.00042828i,-0.0010225-0.00053429i,-0.00056469-0.00046216i,0.0004573-0.0022967i,0.0012322-0.0024332i,0.0022814+0.0016468i,0.0050403+0.0050058i,0.0071522+0.004478i,0.005395+0.0025318i,0.0028438+0.0020265i,0.0031521+0.0019471i,0.0037623+0.00085049i,0.0032452-0.0004312i,0.0024341-0.00031151i,0.0026715+0.00116i,0.0032194+0.0024663i,0.0026378+0.0030843i,0.00096503+0.0017305i,-0.0024654-0.0018324i,-0.0065556-0.0058424i,-0.0074967-0.0081221i,-0.005882-0.0076799i
0.0017506+0.00042075i,0.0011019+0.00074136i,0.00018436+5.6221e-05i,-0.00025165-0.00091207i,-0.00048417-0.0013195i,-0.00077214-0.002546i,0.00040287-0.0025456i,0.0027037-0.00035033i,0.0040145-0.000886i,0.0046772-0.0011936i,0.0036447-0.00050952i,0.0029815-0.0013433i,0.0037641-0.0019924i,0.0039701-0.001303i,0.0038945-0.0014883i,0.0034454-0.0035785i,0.0035798-0.0047345i,0.0045673-0.0040607i,0.004137-0.0017942i,0.0036387+0.0028642i,0.0041476+0.0080605i,0.0041135+0.0095472i,0.0032024+0.0067508i
0.00040402+0.0016672i,0.00069306+0.0024875i,0.001586+0.0032346i,0.00074265+0.002592i,-0.00011822+0.0031378i,0.0010459+0.0027953i,0.0034163-0.00016072i,0.0038635-0.0030068i,0.0011549-0.0031135i,-0.0014915-0.00073521i,-0.0017854+0.00069874i,-0.0012783+0.0012332i,-0.0014789+0.0018106i,-0.0011753+0.00184i,-0.00089585+0.001772i,-0.00066264+0.0017325i,-0.0011223+0.001858i,-0.0019296+0.001315i,-0.0019173-1.716e-05i,-0.0015312-0.0039632i,-0.00083546-0.0083174i,-0.00022424-0.0086986i,4.5346e-05-0.0052113i
-0.00024478-0.0021889i,4.9503e-05-0.0026025i,-0.00049253-0.00017539i,0.00027705+0.003913i,0.0023056+0.0073516i,0.0035917+0.0060522i,0.0039595+0.00049516i,0.0017819-0.003969i,-0.0014423-0.0048045i,-0.0026635-0.002139i,-0.0022104+1.3053e-05i,-0.001987+0.0001613i,-0.0035134+0.00082945i,-0.0038505+0.0015615i,-0.0026471+0.00070503i,-0.0016315-0.0012657i,-0.00057089-0.0022196i,0.0012377-0.0022656i,0.0029236-0.00062623i,0.0026621+0.0033954i,0.0003656+0.0073174i,-0.0013507+0.007965i,-0.00094566+0.0056359i
0.00082195+0.00049805i,0.0013247+0.00099828i,0.0019502+0.0023961i,0.0043759+0.0027675i,0.0074919+0.0028766i,0.0065837+0.0048187i,0.0020628+0.0059914i,-0.00078839+0.0057228i,-0.0017687+0.0044008i,-0.0023973+0.0032518i,-0.002916+0.0027692i,-0.0031286+0.0013437i,-0.002168-0.00013989i,-0.0015261-0.00010293i,-0.0022435+0.00040883i,-0.0031956+0.0013093i,-0.004109+0.0014753i,-0.0044967+0.00064068i,-0.0032702-0.0011774i,-0.00044257-0.0045078i,0.0024019-0.0075432i,0.0040432-0.0074532i,0.0029191-0.0044978i
0.00063645-0.00071384i,-2.9509e-05-0.00038511i,-0.00033985-0.00029166i,0.0020481+0.00040081i,0.00585+0.0010939i,0.0062113+0.0025098i,0.0028321+0.0058333i,0.0001307+0.0084122i,4.9024e-05+0.0080501i,8.213e-05+0.0046728i,0.00045058+0.002301i,0.0015194+0.0015868i,0.0017799-0.00018891i,0.0018886-0.0014602i,0.0019057-0.00083235i,0.0011908-0.00044496i,0.0011339+7.1294e-05i,0.0017843+0.0012218i,0.00098724+0.0021902i,-0.0015783+0.0040004i,-0.0048993+0.005798i,-0.0061607+0.0050761i,-0.0037865+0.0022035i
-4.529e-05+6.731e-05i,0.000254-0.00098797i,0.00075015-0.0019262i,0.0012799-0.0026392i,0.0015517-0.0039215i,0.0016398-0.0031037i,0.0014346-5.6082e-05i,0.0020394+0.002405i,0.00096316+0.0021176i,-0.00096369-0.00037229i,-0.00048027-0.00095543i,0.0014237-0.00018604i,0.0027416+0.00040027i,0.0032582+0.0006147i,0.0027492+0.00034259i,0.0015436+6.31e-05i,0.001425+0.00015604i,0.0012816-0.00012047i,0.0015617-0.0014633i,0.0032123-0.0025274i,0.0058468-0.002644i,0.0066889-0.0019583i,0.0037285-0.0010704i
-0.00045986-0.0018975i,0.00023325+0.00013548i,-0.00024423+0.00057154i,-0.0018988-0.00056675i,-0.0025455-0.0011357i,-0.0002329-0.0015364i,0.0042314-0.0024737i,0.0065365-0.004313i,0.0047066-0.0058576i,0.0024748-0.0037389i,0.0021282-0.00091053i,0.0020525-0.00024345i,0.00075987+0.00020915i,1.3877e-05+0.00036573i,0.0017435-0.00027924i,0.0035299-0.00022275i,0.0032726+0.00033371i,0.0029164+0.0010375i,0.0016474+0.0020152i,-0.00079558+0.0034767i,-0.0037334+0.003796i,-0.0050635+0.0014869i,-0.0027069-0.00080374i
-0.0015343-2.8743e-05i,-0.0020348+0.001546i,-0.0035261+0.0033881i,-0.0036933+0.0045012i,-0.0023912+0.005226i,-8.0077e-05+0.0038007i,0.0039185-0.00026407i,0.0068122-0.0040365i,0.0054433-0.0054551i,0.0022753-0.0039899i,0.00091088-0.0020471i,0.00071969-0.00032814i,6.4215e-05+0.00096712i,-0.0011698+0.0020541i,-0.0014919+0.0016446i,-0.0006441-0.00031085i,0.00080351-0.0017199i,0.0024637-0.0020081i,0.0035927-0.0024538i,0.0052385-0.0026298i,0.0069717-0.0010223i,0.0066593+0.0012102i,0.0036171+0.0010791i
0.0010165-0.0019919i,0.00067799-0.0016252i,0.00065111-0.0018261i,0.0010925+0.00071717i,0.0014819+0.0040535i,0.0020705+0.0055663i,0.0017605+0.0036906i,0.0013975+0.001097i,0.0017267+0.0014312i,0.00095547+0.0033837i,-0.00029127+0.0045782i,-0.00074916+0.0029116i,-0.00085296+0.00036469i,-0.00024399-0.00046494i,-0.00014471-0.00058904i,-0.00067051-0.00046656i,-0.00094463-0.0013471i,-0.0012323-0.0020494i,-0.0013223-0.0014228i,-0.002822-0.0011315i,-0.0050908-0.001851i,-0.0048881-0.0030825i,-0.002197-0.0018262i
0.00095518+0.00047003i,0.00067975+0.00097124i,0.00041916+0.0012058i,0.0024194+0.0021106i,0.0050808+0.0037302i,0.0042988+0.0046518i,0.00032853+0.0051892i,-0.0031613+0.0066874i,-0.0037047+0.0076664i,-0.0034655+0.0064691i,-0.0038017+0.0044463i,-0.0027027+0.0028877i,-0.00059344+0.001105i,0.00082254-0.00026337i,0.00062465-0.00016404i,-0.0004501+0.00048226i,-0.0010508+0.00073383i,-0.0015201+0.0005032i,-0.00032101-0.00027138i,0.0025236+6.5231e-05i,0.0038589+0.0018197i,0.0027171+0.0030179i,0.0011849+0.0026226i
0.00064734-0.00024193i,0.0015783-0.00021524i,0.0022177-0.00044942i,0.0031879-0.0010958i,0.0048824-0.0019892i,0.003627-0.00055869i,-0.00066855+0.0025661i,-0.0036428+0.0047188i,-0.0038279+0.0046193i,-0.0027405+0.0027974i,-0.0023922+0.0017313i,-0.0017938+0.0017431i,-0.0007657+0.00081977i,-0.00012507-0.00087497i,5.0622e-05-0.00075531i,0.00048186+0.00085097i,0.00041249+0.00060152i,-0.00052076-0.00063991i,-0.0013435-0.0007564i,-0.0028884-0.0014265i,-0.0037507-0.0038796i,-0.0024715-0.0050547i,-0.0010578-0.0031032i
0.00079609-0.00063734i,0.00027455-0.0020323i,-0.00037707-0.0021595i,-0.0019938-0.0013984i,-0.0018607-0.0021146i,0.00018369-0.0020205i,0.002679-0.00049861i,0.0044647-0.0012956i,0.003247-0.0040212i,0.00033869-0.0046809i,-0.00069885-0.0038441i,-0.0010328-0.0024923i,-0.0021397-0.00090865i,-0.0020317+0.00049997i,-0.00098366+0.001889i,2.3593e-05+0.0021193i,-0.00013006+0.0024257i,0.00028496+0.0028681i,0.0022976+0.0029108i,0.0034622+0.0035397i,0.0025525+0.0048847i,0.00072142+0.0055053i,0.00011388+0.0036822i
0.00033975-0.00020168i,0.00021682+0.00065565i,-0.00041451+0.001412i,-0.00026393+0.0014566i,0.00024616+0.00094855i,0.0026526+0.00055954i,0.0064798-0.00062836i,0.0088822-0.0030375i,0.0077919-0.0048142i,0.0049613-0.004157i,0.0036159-0.0026592i,0.003416-0.0024141i,0.0022949-0.0017522i,0.0013861+6.2975e-05i,0.0021124+0.00092202i,0.0038562-0.00025231i,0.0048157-0.00088889i,0.0036972-0.00032353i,0.001862-0.00012955i,0.00042984-0.0018258i,0.00041884-0.0041525i,0.0013729-0.0044573i,0.0011956-0.0028897i
-0.0012799-0.002434i,-0.001573-0.0015031i,-0.0015954-0.001277i,-0.00084063+0.0004056i,-0.00032178+0.0045254i,0.0006141+0.0059602i,0.0027914+0.0029575i,0.0041322-0.00020494i,0.0043394-0.00027371i,0.0031091+0.0018582i,0.0019372+0.0031839i,0.0017838+0.0028124i,0.0010939+0.0018402i,4.2261e-05+0.0010187i,-0.00012144+0.0010852i,0.00022668+0.00094577i,0.0011043-0.00044497i,0.0023752-0.0011058i,0.0027665-0.0005196i,0.0022837+0.0008347i,0.00050617+0.0024368i,-0.0011422+0.0029328i,-0.0010945+0.002039i
-0.0018678+0.0005295i,-0.001169+0.0023371i,-0.00061045+0.0043288i,0.0011267+0.0060876i,0.0028975+0.0066236i,0.0034809+0.0049573i,0.0019458+0.0025263i,-0.00040989+0.0014801i,-0.0020086+0.002516i,-0.0026708+0.0043305i,-0.0017852+0.0053846i,0.00017397+0.0052021i,0.001572+0.0033634i,0.0022131+0.0005356i,0.0019263-0.00047265i,0.0019408-0.00044989i,0.0022993-0.00085251i,0.0016285-0.0014847i,0.00027891-0.0027459i,-0.00014006-0.0037901i,0.0015206-0.0045071i,0.0030563-0.0035549i,0.0029031-0.0017681i
0.00043701+0.0013116i,0.00073675+0.001023i,0.001965+0.00079347i,0.0029068+0.0020711i,0.0035155+0.0023303i,0.003355+0.0013522i,2.9664e-05+0.0010379i,-0.0034402+0.0018168i,-0.0036737+0.0022885i,-0.0029804+0.0024796i,-0.002675+0.0024513i,-0.0020003+0.0016195i,-0.0014213+0.00039019i,-0.0012619-0.00099644i,-0.0020622-0.0017983i,-0.0030099-0.0018217i,-0.0028542-0.00093753i,-0.0021316-0.00025359i,-0.00089472+0.00064886i,-0.00023672+0.0023598i,-0.001861+0.0028053i,-0.0035612+0.0010497i,-0.0024679-2.7628e-05i
-0.0016499+0.00013161i,-0.00054863-4.9614e-06i,-0.00054685+9.9216e-05i,0.0013514-0.0011683i,0.0047185-0.0017835i,0.0051601-0.00059965i,0.0024688+0.00091108i,0.0010348+0.0019173i,0.00043458+0.0018131i,-0.00097955-0.00023174i,-0.0019363-0.0025644i,-0.0020967-0.0027439i,-0.0016979-0.0016994i,-0.00067629-0.00088695i,0.00075031+0.00030647i,0.0010532+0.001115i,-4.1824e-05+0.0012381i,-0.00077314+0.00067613i,0.00017692-0.000905i,0.0012089-0.0016458i,0.0019895-0.0011911i,0.0020515-0.00036043i,0.0010314+2.412e-05i
0.001411+0.0027253i,0.0015454+0.0027377i,0.0017407+0.0014305i,0.0021545-0.00041484i,0.0028117-0.0017758i,0.0035345-0.0020435i,0.0044864-0.0014531i,0.0059926-0.00084681i,0.0053449-0.00087111i,0.0032163-0.0016418i,0.0021412-0.0023255i,0.001337-0.0034941i,-2.4205e-05-0.0037361i,-0.0019074-0.0016976i,-0.0021022-0.00019568i,-0.00049933-0.00013287i,0.00031106+0.00036667i,0.00020906+0.0018471i,-0.00070039+0.0027969i,-0.0011861+0.0024648i,-0.0015313+0.001124i,-0.001738-0.0012372i,-0.001105-0.0020362i
0.00094799+0.00066594i,0.00064486-0.00053983i,-0.00044995+4.287e-05i,-0.0017089+0.0014851i,-0.0012879+0.0023273i,-0.00035079+0.0031878i,0.0017266+0.0034569i,0.0039552+0.0026711i,0.0029424+0.0016717i,0.0011022+0.00194i,0.0012147+0.0017543i,0.0021815+0.00033075i,0.001471+0.00041906i,0.00046294+0.0019344i,0.0015782+0.0034735i,0.0033297+0.0033105i,0.003814+0.0021821i,0.0031079+0.0012725i,0.002033-0.0004506i,0.0020158-0.0010012i,0.0023869-1.7362e-05i,0.0019738+0.0014243i,0.0013775+0.0018811i
0.00031267+0.0012863i,0.001077+0.0021137i,0.0016712+0.0019584i,0.0017103+0.0033173i,0.0011587+0.0042912i,0.0019797+0.0033402i,0.0020149+0.0015245i,-0.00021634+0.00021339i,-0.0027225+0.0002348i,-0.0025614+0.0011403i,-0.00080817+0.0023099i,0.0011711+0.0023928i,0.0018731+0.0018777i,0.00050052+0.00088924i,-0.00047066-2.3431e-06i,0.00042029-0.00047629i,0.0017687-0.0013208i,0.0018428-0.000643i,0.00092863+0.00039084i,-0.00017072+0.00084127i,-0.00083976-0.00072579i,0.00022619-0.0023032i,0.0015228-0.0023754i
-0.0012194-0.00060836i,-0.0031442-9.2813e-05i,-0.0036383+0.0011325i,-0.0022207+0.0022595i,0.00045482+0.0015431i,0.0025698+0.00073648i,0.0021024+6.7009e-05i,1.5251e-05-0.00098196i,-0.0011623-0.0015901i,-0.0019562-9.9312e-05i,-0.0029053+0.001373i,-0.0023508+0.0013203i,-0.00076934+0.00077274i,0.00052022+3.9245e-05i,0.00043734-0.0002135i,-0.00033233-0.00038126i,-0.00042014-0.001248i,0.00077585-0.0016618i,0.0013742-0.00076255i,0.0011461-0.00015141i,0.00076321+0.0012454i,-7.112e-05+0.002817i,-0.00044302+0.0019048i
0.0021405+0.0012572i,0.0032855-0.0015621i,0.0049821-0.0026504i,0.0061085-0.0020481i,0.0062648-0.0015623i,0.0057907-0.0015071i,0.0042958-0.0011127i,0.0032606-0.00033682i,0.0033424-5.3971e-05i,0.0026704-0.00083681i,0.00033021-0.0011313i,-0.0013432-0.0011196i,-0.00076461-0.00074428i,-5.5404e-05-0.0010893i,-0.00031037-0.0023059i,9.7888e-05-0.0028921i,-0.00010185-0.0024377i,-0.00093466-0.0013579i,-0.0011712-4.4048e-05i,-0.00063277+0.00056723i,0.00014046+2.9271e-05i,0.00024236-0.0009648i,-0.00014218-0.00074332i
0.00074717-0.00050569i,0.0010596+0.00034228i,0.0021449-6.7876e-05i,0.0029158-0.00049832i,0.002822-0.0005449i,0.0030954-0.00046466i,0.0040484+6.5504e-05i,0.0053867+0.00062231i,0.0050303+0.0010491i,0.0033461+0.00033173i,0.0017296-0.00097633i,6.3999e-05-0.0019319i,-0.0003123-0.001622i,-0.0004401-0.00035308i,-0.00050998+0.0004013i,-0.00043972+0.00049158i,-0.0008869+0.00055244i,-0.0010293+0.00044182i,0.00036752-0.00047799i,0.0016872-0.00078816i,0.00078214-0.00041349i,-0.00051057-0.0002681i,-0.00069348-0.00091564i
-0.0029417+0.001312i,-0.0025728+0.0011641i,-0.0022838+0.0040435i,-0.00031275+0.0053065i,0.0021522+0.0039163i,0.0017849+0.0018995i,0.00028817+0.0010027i,0.00075093+0.0028278i,0.0019111+0.0040789i,0.0020864+0.0037114i,0.0021585+0.0025499i,0.001504+0.00076938i,0.00015861+0.0003023i,-0.00058074+0.0017638i,0.00016813+0.0025909i,0.0012854+0.0018106i,0.0023997+0.0014035i,0.0024288+0.0013911i,0.0017771+0.0012865i,0.0022852+0.0009312i,0.0029092+0.00087173i,0.0019484+0.0009104i,0.0007902+0.00079696i
0.00018575+0.00082852i,0.0006625+0.0008053i,0.00089737+0.00022523i,0.0013974+0.001767i,0.0025539+0.0038277i,0.0036405+0.003367i,0.0021647+0.0023669i,-0.00048351+0.0019115i,-0.0026654+0.0016635i,-0.0029013+0.0021654i,-0.00072673+0.0030653i,0.00044193+0.0019864i,-9.8086e-05+0.0005953i,-0.00096638+0.001321i,-0.00073692+0.0025084i,0.00028038+0.0026535i,0.001668+0.0013152i,0.0020055+7.0691e-05i,0.00080265-0.00023807i,6.9488e-07-0.00034913i,-0.00068659-0.0003615i,-0.0006424-0.00037259i,-4.3527e-05-0.00094266i
0.00090427+0.00026714i,0.0012183-3.954e-06i,0.0027089-0.00069217i,0.0032628-0.0015599i,0.0018164-0.0013865i,0.0010935-0.00053618i,0.00072345-0.0006517i,-0.00069763-0.0010025i,-0.001724-0.00089843i,-0.0027152+4.9642e-05i,-0.0031776+0.0016338i,-0.0019985+0.0024075i,-0.00050166+0.001939i,0.00062187+0.0011526i,0.0012632+0.00010431i,0.0016378-0.00073947i,0.0018312-0.0010079i,0.0013332-0.00052625i,0.00059864+0.00037332i,0.00057936+0.0011133i,0.0021042+0.0019758i,0.0019956+0.0024982i,0.00032732+0.0017268i
-0.00050767+0.00080928i,-0.0001774+0.00073013i,0.00060203+0.0015153i,0.0020716+0.0024392i,0.0038715+0.0028495i,0.0053587+0.0023183i,0.0064193+0.0013044i,0.0059092-0.00034843i,0.0038426-0.0017046i,0.00054918-0.0020186i,-0.001609-0.0018321i,-0.00045673-0.00058445i,0.0010546-0.0010479i,0.00067499-0.0026777i,-0.00036205-0.0030255i,-0.001326-0.0027716i,-0.0014004-0.0025617i,-0.0011378-0.0021945i,-0.00038346-0.0017695i,0.00071854-0.0014188i,0.00044656-0.0012785i,-6.5578e-06-0.0018713i,-0.00038617-0.0022976i
