-0.0023193+0.0011328i,-0.0014502-1.4128e-05i,-0.0013349-0.00062885i,-0.0017503-0.0010339i,-0.0019906-9.4185e-05i,-0.0017492+0.00077523i,-0.0009242+0.00098115i,-0.00044636+0.0009588i,0.0004632+0.0011443i,0.0014501+0.0014062i,0.0016813+0.00041884i,0.00071435-0.00024942i,-0.00035478-9.2177e-05i,0.00038593+0.00041124i,0.0011869+0.00053204i,0.00086161+0.00020286i,0.00049167-0.00014408i,0.00047227-0.00026743i,0.00023745+0.00036678i,0.0002522+0.0004888i,0.00064137+0.00011889i,0.00021333+0.00019394i,-0.00034085+0.00013262i
0.00061129+0.000338i,0.00050304+0.00013864i,0.00061404-0.00014001i,0.00064292-0.00066078i,0.0011228-0.00042911i,0.00059844-0.00053245i,0.00036821-0.00067138i,0.0011581-0.00023098i,0.0012967-0.0001214i,0.00097199-0.00025512i,0.00086544-0.0002422i,0.00043771-0.00018602i,-0.00018679-0.00057736i,-0.00016907-0.00068779i,0.00019656+0.00010448i,0.00018942+2.99e-05i,0.00018374-0.00020975i,-4.5378e-05+0.00054025i,-0.00056555+0.0012459i,-0.0011566+0.0009366i,-0.0010459+1.2731e-05i,-0.00033511-0.00055945i,0.00036688-0.00052494i
-0.00059645-0.00026999i,-0.00072845+1.0181e-05i,3.6492e-06+0.00059187i,-0.00041733+0.0023663i,-0.0018706+0.0020088i,-0.00116-0.00018794i,0.00031522-0.00093498i,-1.0791e-05-0.00086937i,3.8117e-05-0.00031968i,0.00080504+0.00020395i,0.00034672+1.7006e-05i,-0.0003218-8.0855e-05i,-0.0003757-0.0004997i,-0.00036642-0.00086344i,-0.00011476-0.00048891i,0.00033109-0.0006775i,0.00038747-0.0015489i,0.00024048-0.0011758i,0.00048194-0.00016837i,0.00073615+5.419e-05i,0.00083467+0.00031772i,0.0010193+0.00030784i,0.00063916-0.0002925i
-3.8961e-05-0.0011968i,0.00037612-0.0010929i,-0.0014593-0.00064769i,-0.0021939-0.00042083i,-0.001592-0.00032317i,-0.0011785+0.00038266i,-0.00044392+0.00093216i,-9.3013e-05+0.0012327i,0.00065496+0.00076579i,0.0013567+0.00057789i,0.00069437+0.00038918i,-0.00040061+0.00033102i,-0.00060244+0.0010302i,7.2157e-05+0.00030494i,0.00046413-7.612e-05i,6.7703e-05+0.00057396i,-0.00022921+0.0003791i,-0.00012603+0.0002278i,-0.00035123+7.624e-05i,-9.8811e-05-0.00067632i,-5.816e-05-0.00052823i,-0.00029733+0.00011073i,-0.00031353-2.214e-05i
-0.00033218-0.00014019i,0.00036381-0.00014964i,0.0012185+0.00032636i,0.0015419-0.00059212i,0.0015166-0.0014357i,0.0011014-0.0012052i,-0.0001981-0.00041782i,-0.00087781-4.393e-05i,-0.0003457+0.00012656i,-4.3326e-05+0.00017283i,-0.00061982+6.4012e-05i,-0.00045648-5.4214e-05i,0.0001063-0.00020635i,0.00010405+0.00029344i,-0.0002371+0.0008081i,0.00038684+0.00031422i,0.00062505+0.00038174i,-6.6399e-05+0.00045093i,-0.00057017-1.9711e-05i,-0.00049691+3.5482e-05i,-2.9161e-07+0.0007247i,-3.659e-05+0.00027186i,8.5413e-05-0.00030347i
0.00091755+0.00047315i,0.0016006+0.00085758i,0.00071724+0.0012783i,-0.00047893+0.001032i,-0.0013301+0.00036734i,-0.0010316-4.0939e-05i,-0.00014598-0.0003985i,2.5067e-05+0.0002273i,8.5511e-05+0.00058403i,0.00032388+0.00060627i,0.0004154+0.0001841i,0.00047343+7.0753e-05i,0.00046176+0.00058544i,0.00061474+0.0010078i,0.00056643+0.00076784i,0.00059221+0.00022501i,0.0011095-3.712e-05i,0.00032559-0.00063361i,-0.00067622-0.0014804i,-0.00029019-0.0015877i,0.00026027-0.00058295i,0.00045697+0.00035393i,7.731e-05+0.00034635i
-0.0010411-0.00064157i,-0.0021384-0.00012762i,-0.0027803+0.00069851i,-0.002261+0.0016821i,-0.00093668+0.0021312i,0.00076681+0.0014926i,0.00097112+0.00013614i,0.0006033-0.00068941i,0.0011357-0.00013609i,0.00091302-0.0002068i,0.00044854-0.00030323i,0.0010286+0.00022213i,0.0014872+0.00057417i,0.0015423+0.0004747i,0.001106-0.00019496i,0.00094698-0.00039164i,0.00069509-0.00044164i,-0.00025236-0.00059885i,-0.00097279-0.00056385i,-0.0011347+0.00060137i,-0.0010455+0.0015547i,-0.0012866+0.00095714i,-0.0012581+0.00015179i
-0.0015276+0.00010267i,-0.00099374+0.0004301i,-0.0013329+0.0016592i,-0.0012451+0.0021978i,-0.00011667+0.0017045i,0.00045851+0.00085375i,0.00020264+5.2936e-05i,-0.00025685+4.8668e-05i,-0.0002446+0.00046772i,0.00084382+0.0011889i,0.0014734+0.0014119i,0.00091309+0.0017943i,0.00085659+0.0018459i,0.00045826+0.0012871i,-0.00053799+0.00029733i,-0.00025739-6.5226e-05i,-0.00031659+8.5695e-06i,-0.00062464-0.00013349i,-0.0001481-8.3193e-05i,0.00037045-0.00015291i,-5.977e-05-0.00049717i,-0.00043344-0.00060584i,-7.9583e-05-0.00036981i
0.0005362+0.0013803i,0.00076693+0.0019755i,0.0024801+0.0019786i,0.0029389+0.00091306i,0.0018629-0.00027291i,0.00046644-0.0013634i,0.00027826-0.00054114i,0.00038161+0.00080585i,0.00056052+0.00023257i,0.00097-0.00015659i,0.00062237-8.4957e-05i,0.00061247-0.00029697i,0.00064853+9.202e-05i,-3.4631e-05+0.00038225i,-0.00020909-1.7185e-05i,-3.0764e-05-0.00081665i,-0.00010956-0.001006i,-0.00031285-0.00072323i,4.5848e-05-0.00050029i,0.00014841+0.00021705i,-2.4383e-05+0.00049204i,0.00021754+0.000224i,0.00044451+0.00063902i
0.00021076+0.00103i,0.00064007+0.0008011i,0.0010911+0.0011611i,0.00088479+0.001218i,4.9588e-05+0.0003841i,-0.00011645+3.5866e-06i,0.00014834+0.00047321i,0.00033274+0.00096369i,-6.82e-05+0.00093613i,7.4281e-05+0.00023042i,0.00043826-7.8523e-05i,0.00013487+5.8353e-05i,0.00022078+0.00069094i,0.00049121+0.00064596i,0.00092575+0.00049828i,0.00074773+0.0010588i,0.00017624+0.0014195i,-0.00025926+0.00098187i,-0.00080724+0.00028409i,-0.001094+5.2808e-05i,-0.00034452+5.404e-05i,0.0004355-0.00045576i,0.00045792-0.0013372i
-0.00040722-0.0011337i,-0.0003285-0.00025222i,-0.00072372-0.0011616i,-0.0016101-0.001656i,-0.0017862-0.00018466i,-0.0010226+0.00052115i,-0.00034292+0.00041244i,0.00024767+0.00048717i,0.0014336-2.6388e-05i,0.0014141-0.00057886i,0.00061359-0.00034684i,0.00060517+0.00025602i,0.00041193+0.00056386i,0.00046463+0.00061267i,0.00052227+0.0002836i,0.00052501+0.00026619i,0.00052332+0.00027516i,0.0003819-0.00042251i,0.00044592-0.00088018i,0.00018808-0.00050116i,-0.00010236+0.00029556i,0.00051781+0.00075251i,0.00082119+0.00075469i
0.00094551-0.00052231i,0.00026602-0.0011943i,0.00036668-0.0017655i,0.00024136-0.0014746i,5.3919e-05-0.00068111i,-0.00026951-0.00010006i,-0.0011628-0.00059996i,-0.0013263-7.5618e-06i,9.7217e-05-0.00017893i,0.00059419-0.00097777i,9.8176e-05-0.00034253i,-0.00015037-6.9295e-05i,0.00026937-0.00013512i,0.00047581-0.00020485i,0.00017009-0.00021843i,4.5897e-05-0.00021179i,-0.00025512-0.00040651i,-0.00019026-0.00063329i,7.0469e-05-0.00011986i,-0.00018223-2.0657e-05i,-0.00061488-0.00085977i,-0.00011349-0.00086014i,0.00045213-0.00024462i
0.0011972-0.0012465i,0.00032463-0.00015356i,0.00035529-0.00075107i,0.0003823-0.0010657i,-0.00019053-0.00043905i,9.4435e-05+0.0005123i,0.00085763+0.00056825i,0.0004164+2.1126e-05i,7.1738e-05+0.0002952i,7.5373e-05+0.00043246i,-0.00048832-0.00020864i,-0.00060818-0.00042645i,6.8866e-05+0.00053993i,0.00035454+0.00068778i,5.8537e-05+0.00040732i,-0.00012557+0.00020499i,4.3026e-05-0.00036913i,0.00027133-0.00029097i,0.00042107-8.7199e-05i,-0.00011601-0.00063025i,-0.00046088-0.00063816i,-8.9767e-05-0.00038826i,0.00019739-0.00098548i
0.0010794+5.4905e-05i,0.0010395+0.00057441i,0.00054086+0.001254i,0.00016209+0.00059932i,-0.00054603-0.00089421i,-0.0011812-0.0014167i,-0.00084699-0.00085864i,-0.00089457-0.00081858i,-0.00027956-0.0006013i,0.00083562+6.8251e-06i,0.00058471+0.00011603i,2.3205e-05+0.00020912i,0.00065772+0.00023879i,0.0012307-0.00019788i,0.00090676+0.00012593i,0.00073515+0.00073242i,0.00018457+0.00080629i,-0.00013935+0.00043998i,-0.00015464+0.00033903i,-8.3563e-05+0.00015288i,-0.0004334-0.00034991i,-0.00032047-0.00069763i,0.0002654+7.6988e-05i
-0.00129-0.001211i,-0.0018119-0.00097517i,-0.0039395-0.00036659i,-0.0036087+0.0011306i,-0.0014761+0.0013873i,6.7804e-05+0.00044067i,0.0005072+0.0008916i,0.00028394+0.00090519i,0.00026355+0.00072111i,0.00021363+0.00092308i,-0.00034959+0.00068847i,-0.00043112+0.00055072i,-0.00016006+0.00022907i,-0.00023139+0.00053331i,0.00038173+0.00074534i,0.00019837+0.00048744i,-0.00062533+0.00026986i,-0.00064143+0.0004123i,-0.00038235+0.00023442i,0.00025843+0.00039248i,0.00072527+0.0011107i,0.0010295+0.0013728i,0.00066721+0.00067031i
-0.0020424+0.00036903i,-0.0014242+0.00052877i,-0.0014125+0.002292i,-0.0012901+0.0025373i,-0.00056946+0.0016983i,0.00072046+0.000989i,0.0010886+0.00026075i,6.7547e-05+0.00016621i,-0.00055107+0.00062051i,-3.1134e-06+0.00068491i,0.00071208+4.0322e-05i,0.0011481-0.00020803i,0.0013468+0.0001393i,0.0003666+0.00049484i,-0.0004149+0.00038495i,-0.00039601-0.00063934i,-0.00042584-0.0010745i,0.00015827-0.00067686i,0.00035802-0.0003722i,0.0005399-1.6536e-05i,0.00084352-0.00026312i,0.0011234-0.00057121i,0.00083375-0.0002092i
-0.0016793+4.6509e-05i,-0.0016593+0.00033589i,-0.0012981+0.0002919i,-0.0012004+0.00051331i,-0.00054574+0.0009724i,-0.00034953+0.00087153i,-0.0004036-0.00011514i,-0.0003211-0.00014765i,2.8174e-05+0.00093156i,0.00075505+0.0016186i,0.00070642+0.0012113i,-0.00029706+0.00069856i,-0.00010473-0.00019247i,0.00043844-0.00039006i,-0.00027799+0.0002522i,-0.00053851+0.00072575i,-0.00078426+0.00054919i,-0.00091531-8.8308e-05i,-0.00010759-0.00072327i,0.00075023-0.0013712i,0.0009676-0.00089263i,0.00040446+5.2554e-05i,-2.8742e-05+0.00057775i
0.0016811+0.00072812i,0.001291+0.00079311i,0.0019426-0.00042725i,0.0018697-0.0021186i,0.00058396-0.0019046i,-0.00093725-0.00022644i,-0.00062432+0.00047895i,0.00109+4.7988e-05i,0.0011326-4.5291e-05i,0.00060211+0.00015203i,0.00033498+7.7865e-05i,-0.00016805-0.00042677i,0.00037511-0.00059158i,0.00087891+0.0001475i,0.00042909+0.00020635i,0.00040704-0.00023865i,0.00063766+0.00048188i,0.0005301+0.00078144i,-0.00036271-0.00020401i,-0.0012248-0.00052643i,-0.00054657-0.00038649i,0.00010317-0.00036135i,0.0002966+0.00010055i
2.2977e-05+0.0010063i,-0.00059571+0.0019029i,0.00062482+0.0023267i,0.0016015+0.00074254i,0.0012923-0.00084199i,0.00044559-0.00066452i,-3.6496e-05+9.6883e-05i,-4.6748e-06+0.00021573i,0.00036027-2.5383e-06i,0.0007991-6.951e-05i,0.00047952-0.00049505i,-0.00032358-0.0014746i,-0.00017117-0.0014147i,-0.00018608-6.8068e-05i,-0.00030512+1.8656e-05i,-0.00014806-0.00027165i,-4.1166e-05-3.6763e-05i,0.00014676-0.0003689i,-0.00012268-0.00012495i,0.00025992+0.00081539i,0.00059304+0.00042287i,0.00024772-0.00033262i,0.00048981-0.00099439i
-0.00055724+0.00095139i,-0.0009019+0.00062212i,-0.0009734+0.0011874i,-0.00040224+0.001318i,0.00030799+0.00074324i,0.00058076-0.00046421i,-9.478e-05-0.00045225i,0.00032337+0.00013984i,0.001368+0.00024554i,0.00095675+0.000164i,0.00059443-0.00022478i,0.00025051-0.00071514i,-0.00041144-0.00065637i,3.9071e-05+5.8525e-05i,0.00081685+0.00023388i,0.00049932-0.00012096i,0.00039187-0.00053801i,0.0004462-0.00026982i,0.00034725+4.5062e-05i,0.00025834+0.00032857i,0.00016166+0.00051458i,0.00050837+0.00061649i,0.0006754+0.00058557i
-0.000484+6.7025e-05i,0.00036918+0.00035892i,2.9519e-05+0.00017429i,-0.0010064+7.5544e-06i,-0.0007152-0.00038258i,0.00058407-0.00015642i,0.00078678-0.00012403i,0.00043213+0.000345i,0.00057193+0.00087585i,0.00059345+0.00051342i,0.00052239-0.00037566i,0.0004342-0.0003242i,0.00057974+0.00031458i,0.00059534+0.00083395i,0.00064937+0.00049003i,0.00084328-0.0007021i,0.0010415-0.0011227i,0.0010993-0.00042512i,0.00028576+0.00050129i,-0.00042494-0.00011519i,-9.9302e-05-0.00047333i,0.0004205+0.00034028i,0.00098146+0.0010459i
0.00078063+0.0016976i,0.0013769+0.0014711i,0.00073743+0.0015525i,0.00033212+0.00059891i,0.00043314+1.8695e-05i,0.00015506-0.00039949i,-0.00058364-0.00010256i,-0.00044563+0.0001346i,0.00029217-0.00010641i,0.0011849-0.00054419i,0.0015979-9.8862e-05i,0.0008494-0.00014334i,0.0001812-0.00081084i,0.00015677+0.00011805i,-4.3006e-05+0.00096941i,-0.000195+0.00096576i,0.00013597+0.00074515i,0.00035796-0.00010483i,0.00039986-0.00071348i,6.3024e-05+0.00015954i,-1.8258e-05+0.00065265i,-0.00012357-0.00011569i,9.4021e-05-0.0011563i
-0.00053876-0.00086954i,-0.0031692-0.0012615i,4.615e-05-0.00023507i,0.0012703+0.0005436i,0.00070876+0.00095059i,0.00041021+0.00017603i,0.00040202-0.00049325i,0.001085+0.00019234i,0.0011314+0.00044207i,0.000918-5.0972e-05i,0.0011992+0.00018983i,0.00081375+0.00033086i,0.000511-0.00045103i,0.00107-0.00019819i,0.00010008-0.0001454i,-0.00023141-0.00094569i,0.00026034-0.00061457i,0.00059069+0.00026353i,0.00070786+0.00045078i,0.00055832+0.00035836i,0.00064026+0.0007039i,0.00070492+0.00053462i,0.00046598+6.4806e-06i
-0.00044549-0.00058216i,-0.00051818-0.0018101i,0.00040222-0.0038466i,2.5926e-05-0.0019116i,-0.00056907+0.00075196i,-0.00022727+0.00055933i,0.00034391-0.00020579i,0.00037059+0.00097902i,0.00027806+0.0016088i,0.0006077+0.0005009i,0.00070368+0.00040755i,0.00060704+0.00091085i,0.00090107+0.0010449i,0.00027615+0.0011298i,-0.00032375+0.0010562i,-0.00016955+0.0011146i,0.00026209+0.00020769i,9.5054e-05-0.00065685i,-0.00036439-0.00062866i,-0.00017211-0.00027746i,-0.00023601-0.00031296i,8.6649e-05-0.00025216i,0.00092973+0.00042549i
0.0024991+0.00014889i,0.0024669-0.0010147i,0.0020295-0.0013338i,0.0013076-0.0015004i,0.00065605-0.0008269i,0.00043083-0.00069272i,0.00044034-0.0011937i,3.7738e-05-0.00070049i,-2.6928e-05+4.3137e-05i,0.00017063-0.00073926i,0.00035025-0.0012428i,-7.1764e-05-0.00010602i,-0.00010454+0.00024559i,0.00051145+0.00025157i,0.00036833+0.00051422i,0.00011157+0.00034026i,-0.00031712-5.1455e-05i,-0.00020709-0.00038491i,-0.00030922-0.00063261i,-0.00060759-0.0008459i,-0.00072453-0.0010639i,-0.00052443-0.0011599i,0.00048685-0.00066964i
0.00075134+0.00050807i,0.00050345+0.0011315i,-0.00062343+0.00096224i,-0.0003733+0.0010462i,-0.00070087+0.00080098i,-0.0015761-0.00024752i,-0.0010367-0.0010302i,6.8282e-05-9.5813e-05i,0.0011995+0.00088231i,0.0015517+9.1637e-06i,0.0012965-0.00081821i,0.0011393-0.00058752i,0.00039955-0.00024084i,-0.0002953-0.00020101i,-0.00022225+4.5785e-05i,7.5392e-06+0.0003837i,-0.00019943-0.00039729i,-0.00036405-0.00059389i,-0.00026195+0.00010706i,5.4152e-05+0.0002697i,0.00051421+9.6012e-05i,0.00072512-1.0092e-05i,0.00074918-0.00053352i
-8.5176e-05+0.0016765i,0.00026226+0.001973i,0.0014723+0.0019217i,0.0015277+0.0011154i,0.00079477+0.00037102i,0.00041345-9.6361e-06i,0.00017072+0.00018202i,0.00079105-8.522e-05i,0.0015123-0.00013122i,0.0012364-7.5901e-05i,0.00077532-0.00051868i,0.00057409-0.00063485i,0.00019921-0.00087346i,0.00037453-0.00098957i,0.0010278-0.0007572i,0.00079012+0.00015562i,0.00013384+0.00039929i,-0.00012659+0.00016772i,-0.00011499-0.00013475i,0.00016964+9.2994e-05i,-1.5296e-05+0.0006885i,-0.00021471+0.00040976i,-0.00016303-0.00042632i
0.0005831+0.0015798i,0.00050701+0.0016851i,0.0016721+0.0015483i,0.0020774+0.0011256i,0.0016847+0.00029776i,0.0010804-0.00055807i,0.00061426+0.00022211i,0.00036446+0.00086266i,-0.00016172+0.00059188i,0.00010644+0.00039249i,0.0004473+0.00065538i,0.00060839+0.00055998i,0.00031929-1.3033e-05i,0.00015549-0.00046775i,-7.6544e-05-0.00010874i,-0.00064676+5.9471e-05i,-0.00031954-0.00052229i,0.00025768-0.00065611i,0.00019163-0.00029323i,-3.8283e-05-0.00067079i,4.5495e-05-0.00083158i,0.00024809-0.00077931i,0.00038804-0.00047206i
-2.15e-05+0.00060832i,-0.00051243+0.0001498i,-0.00039994-3.5847e-05i,-0.00041964-0.00050729i,-0.00074628-0.00012224i,-0.00026995-0.00035496i,0.00044531-0.00063936i,0.00070183-0.00025656i,0.00060807+0.00036808i,0.0010326+0.00027314i,0.0010445+0.00026741i,-7.8772e-05+0.00022977i,-0.00054173-1.1267e-05i,0.00032238-7.5594e-05i,0.00059787+0.00013032i,0.00011317-0.00016912i,0.00016213-0.00053408i,5.6213e-05-0.00011862i,0.00031506+0.00018598i,0.00033446+1.0057e-05i,-9.2138e-05-9.3915e-05i,-0.00046439+0.0004395i,-0.0001923+0.00064924i
0.0025161-0.0010465i,0.001267-0.0014874i,0.00083332-0.0032305i,-0.00012415-0.0035271i,-0.0014346-0.0028389i,-0.0013141-0.001521i,0.00045828-0.00039858i,0.0007904+0.00045171i,0.00022466+0.00071604i,-0.00022904+0.00023076i,-0.00041859+0.00045493i,0.00029654+0.00056372i,0.00054274-6.0796e-05i,8.1341e-05-0.00015721i,0.0005306+0.00044019i,0.00088496+0.0011672i,3.1092e-05+0.00076489i,-0.00084675+0.00016406i,-0.0002271+0.0002811i,0.00027791+0.00030106i,-4.6056e-06+0.00026079i,-0.00057057+0.00034629i,-0.0012781+0.00010339i
0.00038192-0.0024604i,0.001-0.001854i,0.0017625-0.001965i,0.00098922-0.0020265i,8.9783e-05-0.0013909i,-0.00034175+2.0123e-05i,-0.00051279+0.00022514i,-0.00050489+9.7806e-05i,-0.00018329-0.00028999i,0.00051235-0.00055724i,0.00061296-0.00041751i,0.00019141-0.00045047i,-8.6205e-05-0.00091611i,4.5239e-05-0.00052474i,0.00020689-0.00017172i,0.00078824-0.00011032i,0.0011687+0.00015237i,0.00072475-0.00022305i,0.00019976-0.0007411i,4.998e-05-0.0004024i,9.6463e-05+0.00064695i,-1.4832e-05+0.0016779i,-0.0005173+0.0013469i
0.0011853+0.00083052i,0.00080978+0.0020977i,0.00040416+0.0021078i,0.00016522+0.0012493i,-6.2505e-05-0.00012811i,0.00044336-0.0010999i,0.00055939-0.00045776i,0.00018216+0.00013105i,0.00039493-0.00010577i,0.00028703-0.00047883i,2.0224e-05-0.00055348i,0.00011728+0.00015761i,-5.1407e-05+0.00017397i,-0.00010704-9.9977e-05i,-2.9886e-05-2.8559e-05i,5.6111e-05-6.8517e-05i,0.00016692-0.0002876i,0.00012717-0.00017688i,0.00052357+0.00021434i,0.0005379+8.8429e-05i,-0.00015814+0.00022881i,9.4319e-05+0.00054918i,0.00097179+0.0007604i
-1.8746e-05+7.3834e-05i,0.00028004-0.00054303i,-0.0006271-0.0018246i,-0.0012479-0.0016246i,-0.0012496-0.00049887i,-0.0006462-0.00048954i,0.00033632-0.00070149i,4.0739e-05-0.00025893i,9.041e-05+0.00037457i,0.00036496+0.00019314i,7.9742e-05-0.00012046i,-0.00011364+0.00027348i,9.5759e-05+0.00072206i,0.00079614+0.00068616i,0.0012439-1.6112e-05i,0.00010594-0.00035329i,-0.00091193-0.00038432i,-0.0003331-0.0010234i,0.00039471-0.001323i,0.00047667-0.0006409i,-0.00016614-0.00013886i,-2.6585e-05+0.00027165i,7.9769e-05+0.00055883i
-4.273e-05+0.00057354i,-0.0010205+0.00078184i,-0.00083445+0.00037257i,-0.00041072+0.00058037i,-0.0003419+0.00070191i,0.00048036+0.00033287i,0.00088961+0.0001969i,0.00010766+0.00087012i,9.6983e-05+0.00086293i,0.00012169+0.00017879i,0.0007694-0.00036568i,0.0009401-0.00032854i,0.0005152-9.8722e-05i,0.0003601-0.00015894i,-0.00033501-0.00073414i,-0.00016752-0.0009525i,0.00048484-0.00078904i,8.2436e-05-0.00095421i,-0.0003617-0.0013216i,-0.00032377-0.00090431i,-0.00042355-0.00055193i,-0.0002372-0.00062457i,2.8134e-05+3.7878e-05i
-0.0013189-0.0010464i,-0.00092291-0.00072437i,-0.0015123+0.00010469i,-0.0018812+0.00054301i,-0.0010714+0.00086789i,-0.00018069+0.00066056i,0.00019608+0.00018977i,-2.0665e-05+0.00023314i,0.00017883+0.00056246i,0.00085743+0.00036219i,0.000762+0.00040674i,0.00011964+0.00061102i,-0.0002992+0.00010855i,0.00027637-0.000171i,0.00087189-0.00025567i,0.0009897-0.00037872i,0.0010053-2.5935e-05i,-0.00025857+0.0001723i,-0.0011879+3.217e-06i,-0.00057355+0.00049166i,-0.00031466+0.00071057i,-0.00062651+0.00060352i,-0.00050137+0.00057795i
0.0017365-4.3526e-05i,0.0014794+0.00036595i,0.0019153-0.00012735i,0.0016662-0.00072509i,0.00047177-0.00053706i,0.00014792-0.00045991i,0.00051896-0.00065045i,0.0010387-0.00055231i,0.00086246-0.00021449i,0.00045103-0.00020641i,0.00046524+3.0682e-05i,4.9922e-05+0.00018284i,-0.00057736-0.00046384i,-0.00063796-0.00042869i,-0.00061939+0.00072436i,0.00022771+0.00075288i,0.00030914+0.00039446i,-0.00097748-7.7039e-05i,-0.00099992-0.00025462i,-0.00016171+8.305e-05i,0.00037454+7.9588e-05i,0.0011083-0.00026564i,0.00060479-6.3851e-05i
-0.0013925-0.00070571i,-0.00087116-0.00025642i,-0.00055382+0.0012337i,-0.0010312+0.0020083i,-0.001393+0.0013395i,-0.00056599+0.0012125i,0.00041245+0.0011693i,0.00031729+0.00043646i,0.00035764+0.00033536i,0.00023504+0.00073201i,0.00010441+0.00025572i,0.00010935-3.3746e-05i,-0.000218-8.2712e-05i,-0.00024496+0.00043124i,8.5732e-05+0.00043407i,0.00035758-0.00046697i,1.7445e-06-0.0011996i,0.00045042-0.00062276i,0.00058906+0.00036642i,2.3252e-05+0.00021176i,-0.00039726-0.00047217i,-0.00054759-0.00038138i,0.0007197-0.00048785i
-0.001629-0.00097226i,-0.00083284-0.0011344i,-0.0016772-0.00055356i,-0.0024687-0.00010893i,-0.0017189+0.00048703i,-0.00042237+0.00063481i,0.00063501+0.00034082i,0.0010907-0.00039436i,0.00092555-0.00051282i,7.0883e-05+0.00067843i,-0.00059488+0.00082639i,-6.9445e-06+0.00060532i,0.00083053+0.00060225i,0.0010522+0.00035778i,0.00083988+0.00017725i,0.00030409-1.2011e-05i,-0.00010885-0.00021173i,-0.0004483-0.00070738i,-0.00039459-0.00028284i,-2.8925e-05+0.00041066i,0.00023859+0.00055387i,0.00010517+0.00077555i,0.00034175+0.00077601i
-0.0027342+0.00078703i,-0.0021601+0.00047388i,-0.00083128-0.00054429i,-0.00052272-0.00051391i,-9.0083e-05+0.00063045i,0.00061606+0.0010863i,0.00054147+0.00030253i,0.00032708-7.3465e-05i,0.00080029+0.00075411i,0.0013657+0.0010295i,0.0011732-1.641e-05i,0.0010135-0.00014485i,0.0014971+0.00026374i,0.0016786+0.00022553i,0.0013014+0.00037037i,0.00085185+0.00010215i,0.00081172-0.00066234i,0.00094397-0.00035328i,0.00011948-8.2792e-05i,-2.9969e-05-0.00014906i,0.00035616-0.00073758i,0.00055979-0.0011316i,0.00043564-0.00065799i
-0.0010147+0.00085296i,-0.0012876+0.0006336i,-0.0019926-4.4756e-05i,-0.0019357+0.00073721i,-0.0014148+0.0014276i,-0.0010249+0.0015749i,-0.00044014+0.0015205i,0.00050394+0.001348i,0.0010572+0.00076263i,0.00067118+0.00092154i,0.00016145+0.00092553i,0.00033788+0.00060428i,0.00019322+0.00051426i,0.00018302-0.00047382i,0.00022712-0.0005695i,0.00043938+0.00029253i,0.00044106+0.00070672i,0.0003328+0.00076916i,-8.7776e-05+0.00055071i,-0.00048707+0.00027493i,0.00054614+5.3825e-05i,0.001052-5.9267e-05i,0.00089656+0.00017604i
-0.0019918+0.00047996i,-0.0016194+0.00038658i,-0.0012382+0.0019189i,-0.00098334+0.0018576i,-0.00020624+0.0010858i,0.00054263+0.00032139i,0.00072231-0.0004767i,7.781e-05+0.0002208i,-0.00060447+0.0010561i,0.00016474+0.00048302i,0.0012003-3.3908e-05i,0.0011822+0.00026288i,0.00056571+0.00019396i,0.00053337+0.00017181i,0.00072993-0.00015503i,-0.00018326+0.00014682i,-0.00081474+0.00065095i,-0.00087923+0.00047111i,-0.00047512+3.3942e-05i,-8.8927e-05-0.00027728i,0.00010353-0.00019652i,5.78e-05+0.00016813i,0.00027515+0.00033189i
0.00088537-0.00050337i,0.00038841-0.00093595i,-0.00071399-0.0012222i,-0.0017485-0.00053853i,-0.0013043+0.00030633i,6.0161e-05+7.342e-05i,-0.00032336-0.00046827i,-0.00083327+2.5287e-05i,-0.00015798+0.0004362i,0.00028498-0.0001277i,-0.00032234-0.00051367i,-0.00020132-0.0004665i,0.00052725-0.00051786i,0.00019801-0.00091444i,-0.00033788-0.00099538i,-0.00094921-0.00064938i,-0.00072085-0.00018739i,-5.687e-05-2.2591e-05i,-0.00020654-0.00028708i,-0.00035982+5.6872e-05i,0.00020111+0.00016629i,0.0006263-1.94e-05i,-3.079e-05+0.00022828i
0.0011715+0.00044663i,0.00076648+0.0002862i,0.0014821-0.00044909i,0.0020318-0.00072127i,0.0010105-8.5924e-05i,0.00020437+0.00017921i,0.0001303-0.00043592i,-0.00022683-0.0010854i,0.0002777-0.00037568i,0.00010523+0.00034352i,-0.00029939+0.00013345i,-0.00018709+0.00064237i,-0.00016872+0.00055455i,-1.3989e-05+0.00036388i,-3.4725e-05+0.00026797i,-0.00028025-0.0003825i,-0.00094834-0.00021634i,-0.00083757+0.00031217i,-0.0001505+2.8226e-05i,-0.00014723-0.00021914i,-0.00039635-0.00040057i,-0.00035586-0.00026718i,-4.5028e-05-9.1569e-05i
0.00044111+0.00013542i,1.858e-06+0.00072927i,0.00027317+0.0012019i,0.00044932+0.00080375i,0.00022312+0.00020329i,-0.00024596+1.2333e-05i,-0.00068755-4.9461e-05i,-0.00024401-0.00050792i,0.00041835-0.00041731i,0.00053986+0.00068783i,9.7781e-05+0.00069466i,-0.00072988-0.00057631i,-0.00072018-0.00095648i,-0.00087371+0.00038909i,-0.0005204+0.00166i,1.492e-06+0.0012565i,0.00022116+0.00031985i,0.00026848-2.5974e-05i,-0.00041263-0.00049748i,-0.00071946-0.0011412i,-0.00053358-0.00081725i,0.00058968-0.00030141i,0.00097422-0.00034677i
