-0.0031375-0.00068439i,-0.002394-0.00064482i,-0.0024283-0.00088351i,-0.0023189-0.00095438i,-0.0014923+7.5299e-05i,-0.0011366+0.0014852i,-0.0011184+0.0028791i,-0.00029709+0.0035793i,0.0003817+0.0027232i,0.00056941+0.0012849i,0.00019783+0.00027712i,-0.00083807+0.000815i,-0.0013756+0.0010988i,3.2021e-05+0.00068466i,0.00053495+0.0001197i,0.00042612-0.00029905i,0.00031643-0.00014001i,-8.3016e-05+3.8417e-05i,-8.8494e-05+0.00050328i,-4.3868e-05+0.00071766i,0.00019547+0.00049407i,-0.00021554+0.0002774i,-0.00057805-0.00071877i
-0.031785-0.11473i,-0.044246-0.27102i,-0.038887-0.38519i,-0.027896-0.329i,-0.023164-0.18704i,-0.01202-0.098233i,0.007223-0.044822i,0.037818+0.0032378i,0.054416+0.01345i,0.041632-0.0022121i,0.027824-0.011868i,0.02156-0.011404i,0.01792-0.0048537i,0.023466-0.0015039i,0.03071-0.0049063i,0.027766-0.010805i,0.017503-0.014665i,0.0040175-0.01649i,-0.0104-0.017262i,-0.018359-0.0171i,-0.016337-0.016629i,-0.0093463-0.016839i,-0.0045603-0.014872i
0.010393+0.11991i,0.0060505+0.28127i,-0.0074029+0.3996i,-0.015115+0.33533i,-0.038531+0.16879i,-0.088181+0.065198i,-0.099543+0.031121i,-0.0721+0.0093631i,-0.054153+0.00041758i,-0.043581+0.0095232i,-0.034163+0.015996i,-0.025873+0.0078033i,-0.020864-0.0068284i,-0.025351-0.013129i,-0.029275-0.007193i,-0.024081+0.0031719i,-0.015112+0.010796i,-0.0057189+0.014772i,0.0044555+0.016337i,0.011236+0.014044i,0.0091566+0.0084634i,-0.00053353+0.003527i,-0.0080047+0.0021835i
-0.006507-0.12218i,0.017963-0.28319i,0.061843-0.39243i,0.087852-0.31796i,0.10638-0.14663i,0.12978-0.03989i,0.10375-0.013191i,0.046268-0.00012605i,0.026054+0.015768i,0.036108+0.011377i,0.036906-0.0047294i,0.022445-0.0090077i,0.0092951+0.0019067i,0.0099274+0.01346i,0.017449+0.013066i,0.018911+0.0032821i,0.015423-0.0063061i,0.010316-0.013367i,0.0022238-0.01982i,-0.0059339-0.019862i,-0.0095826-0.012363i,-0.0078767-0.0059566i,-0.0051033-0.0035184i
-0.0018419+0.10337i,-0.033509+0.24625i,-0.081255+0.33262i,-0.095408+0.2321i,-0.091713+0.025428i,-0.096366-0.11462i,-0.067828-0.13978i,-0.028412-0.10949i,-0.017393-0.068078i,-0.019609-0.02747i,-0.01826-0.0032286i,-0.011746+0.0041762i,-0.0049583+0.000958i,-0.010217-0.006879i,-0.021845-0.0063655i,-0.023358+0.0015074i,-0.017448+0.0065293i,-0.008346+0.011064i,0.0035763+0.017936i,0.010654+0.021394i,0.011323+0.020361i,0.0081584+0.019643i,0.0034412+0.01807i
0.022649-0.10638i,0.072616-0.24428i,0.12241-0.33513i,0.097934-0.23949i,0.037202-0.0041113i,0.029098+0.16792i,0.03995+0.17067i,0.027919+0.097391i,0.017075+0.053575i,0.023496+0.035514i,0.028523+0.016134i,0.020735+0.0033633i,0.0088434+0.0061634i,0.0071997+0.014021i,0.012633+0.012996i,0.01151+0.004703i,0.0047643+0.0014505i,0.00031193-0.00085443i,-0.0029497-0.0091189i,-0.0076062-0.014611i,-0.0076145-0.01346i,0.0026567-0.010032i,0.013257-0.0091326i
-0.030261+0.10601i,-0.095755+0.23401i,-0.15927+0.30438i,-0.12314+0.20448i,-0.01104-0.0015143i,0.055283-0.1413i,0.054502-0.12746i,0.03599-0.053722i,0.016724-0.024913i,-0.0090469-0.026915i,-0.02772-0.017681i,-0.024745-0.0020727i,-0.0079623+0.00042293i,-0.0007912-0.0087164i,-0.0071147-0.011642i,-0.010356-0.0035291i,-0.007358+0.0042346i,-0.0058628+0.0096998i,-0.0042082+0.016082i,0.00038494+0.018217i,0.0016331+0.012968i,-0.0041239+0.004256i,-0.01034+5.6857e-05i
0.024667-0.092089i,0.090841-0.20406i,0.14789-0.26922i,0.077378-0.19201i,-0.098577-0.018699i,-0.21376+0.12237i,-0.19632+0.14959i,-0.1177+0.10559i,-0.055874+0.066794i,-0.01814+0.046354i,0.0065313+0.028594i,0.015065+0.0095764i,0.0073155-0.0030548i,-0.00018078-0.0026242i,0.0025264+5.5312e-05i,0.0036893-0.0017195i,-0.00062523-0.0020329i,-0.0028628-0.002613i,-0.0034772-0.0088718i,-0.0052679-0.016072i,-0.0079349-0.016203i,-0.0069333-0.0081909i,-0.0020578-0.002128i
-0.044355+0.075562i,-0.1274+0.17571i,-0.19895+0.249i,-0.12332+0.21752i,0.07942+0.10384i,0.21308-0.0096147i,0.178-0.057368i,0.080536-0.044623i,0.033023-0.028878i,0.018773-0.032612i,0.0001099-0.032001i,-0.012906-0.019038i,-0.0098819-0.0056097i,-0.0031854+0.00041983i,-0.0040533+0.0023668i,-0.0051381+0.0068969i,-0.0012407+0.010771i,0.0028281+0.011315i,0.0040396+0.013441i,0.004721+0.017767i,0.0057459+0.018312i,0.0024249+0.01136i,-0.0061194+0.0052455i
0.047946-0.07469i,0.14002-0.15935i,0.21777-0.21317i,0.14994-0.20307i,-0.049115-0.17004i,-0.19515-0.13342i,-0.18256-0.085275i,-0.093506-0.038959i,-0.039707-0.0046352i,-0.021977+0.024383i,-0.00095877+0.036583i,0.01794+0.025963i,0.017658+0.0075023i,0.0071168-0.00014113i,0.0040144+0.0017745i,0.0069259+5.9548e-05i,0.008306-0.00442i,0.009152-0.0077042i,0.0089024-0.012785i,0.005918-0.018992i,0.0017212-0.018527i,0.0014889-0.0076738i,0.0065232+0.0040191i
-0.047452+0.064516i,-0.14239+0.13952i,-0.22799+0.19194i,-0.17694+0.21036i,0.0042722+0.22881i,0.16554+0.21672i,0.20339+0.13592i,0.14481+0.045056i,0.083335+0.0035682i,0.05198-0.010208i,0.025101-0.02004i,-0.00025682-0.017355i,-0.011494-0.0018711i,-0.010074+0.0093799i,-0.00808+0.011444i,-0.00804+0.011325i,-0.0061826+0.011459i,-0.003064+0.011401i,-0.0019353+0.012627i,-0.0047758+0.016466i,-0.0046132+0.016835i,0.0011703+0.0069306i,0.0043975-0.0047482i
0.05503-0.047649i,0.16067-0.10369i,0.26868-0.14362i,0.26074-0.17487i,0.13132-0.23026i,-0.0030109-0.24555i,-0.05705-0.16151i,-0.042988-0.055352i,-0.026626-0.0061896i,-0.03109+0.0096106i,-0.02717+0.020968i,-0.0096453+0.020515i,0.005939+0.0075225i,0.010663-0.0040251i,0.0091969-0.0047739i,0.009805-0.00067722i,0.010486+0.00012106i,0.0091057-0.0027537i,0.0077747-0.0075666i,0.0092063-0.013069i,0.0064423-0.016279i,-0.002913-0.011082i,-0.0072941-0.0018509i
-0.063711+0.036893i,-0.17074+0.076985i,-0.27802+0.089543i,-0.29236+0.10243i,-0.22035+0.17437i,-0.12471+0.24368i,-0.03786+0.21277i,0.0062862+0.11679i,0.013902+0.046251i,0.020979+0.012352i,0.020325-0.010112i,0.0022079-0.018097i,-0.015977-0.009862i,-0.0204-0.0016237i,-0.01714-0.0018501i,-0.015417-0.0047375i,-0.016666-0.0041288i,-0.017473-8.5392e-05i,-0.016925+0.0049736i,-0.016991+0.0081015i,-0.013083+0.011575i,-0.0038029+0.010651i,0.001605+0.0025289i
0.062685-0.038425i,0.16826-0.067604i,0.27886-0.064848i,0.30928-0.05938i,0.26084-0.11246i,0.16327-0.18008i,0.038496-0.17212i,-0.036619-0.1004i,-0.042882-0.041132i,-0.032683-0.016816i,-0.023838-0.0036419i,-0.008395+0.0054126i,0.0089373+0.0045718i,0.01667-0.0014303i,0.013959-0.0015831i,0.010273+0.0045088i,0.0095659+0.0079985i,0.0089793+0.0061994i,0.010241+0.0029156i,0.015462-0.0010366i,0.015676-0.0055303i,0.0062766-0.0058706i,-0.0032205-0.001165i
-0.060209+0.02345i,-0.16337+0.029118i,-0.2732-0.0089981i,-0.31754-0.05742i,-0.30889-0.040342i,-0.25486+0.028778i,-0.14606+0.065812i,-0.053563+0.042647i,-0.014067+0.01682i,0.008516+0.013822i,0.022051+0.0083247i,0.015822-0.00095925i,-0.0020091-0.0045122i,-0.01513-0.0046355i,-0.016182-0.0076537i,-0.013085-0.013316i,-0.013023-0.014435i,-0.012922-0.0095674i,-0.012095-0.0056572i,-0.015344-0.0042802i,-0.017253-7.1529e-05i,-0.008665+0.0058952i,0.0017791+0.0058739i
0.060732-0.019273i,0.15538-0.012328i,0.23982+0.042103i,0.25368+0.11511i,0.24123+0.12364i,0.22699+0.04292i,0.16158-0.048251i,0.074736-0.059156i,0.025173-0.023434i,0.0032774-0.0066983i,-0.006731-0.0014525i,8.9031e-05+0.0059385i,0.014998+0.01089i,0.021113+0.013841i,0.017161+0.017463i,0.011471+0.019786i,0.0081903+0.020221i,0.0086473+0.018135i,0.010075+0.014516i,0.011148+0.011836i,0.010928+0.0076735i,0.0059218-2.2783e-05i,0.00034281-0.0043024i
-0.062109+0.0083875i,-0.15226-0.0084358i,-0.22481-0.075714i,-0.21337-0.16307i,-0.17427-0.19149i,-0.15332-0.11856i,-0.10347-0.0032334i,-0.035284+0.044007i,-0.00011722+0.029077i,0.0059406+0.018092i,0.0053302+0.015792i,-0.0010276+0.0078392i,-0.010511-0.0038071i,-0.015145-0.01198i,-0.013683-0.014836i,-0.0087911-0.01575i,-0.0041016-0.013997i,-0.0011669-0.0092241i,-0.0010031-0.0076127i,-0.0041178-0.01116i,-0.0083278-0.010542i,-0.0084023-0.0023893i,-0.0033361+0.0022918i
0.053286+0.0016068i,0.13119+0.035533i,0.17545+0.11565i,0.1246+0.21009i,0.064972+0.25467i,0.07756+0.20689i,0.094761+0.10346i,0.062296+0.04035i,0.023173+0.024332i,0.0059356+0.0083744i,-0.0011326-0.004386i,-0.001006-0.0029205i,0.0049829+0.0053717i,0.007632+0.014755i,0.0044586+0.02232i,0.00070233+0.025213i,0.00017913+0.023746i,0.0019531+0.019037i,0.0029958+0.014811i,0.0029785+0.014204i,0.0043905+0.013795i,0.006426+0.0089716i,0.0049146+0.0022072i
-0.051723-0.0096262i,-0.12052-0.049417i,-0.13946-0.11806i,-0.050786-0.18265i,0.032897-0.2094i,-0.001203-0.17072i,-0.067187-0.078538i,-0.056106-0.015564i,-0.013644-0.0069468i,0.00082609-0.0067254i,-0.00036086-0.0029612i,-0.0054588-0.0053834i,-0.011197-0.013875i,-0.012695-0.02338i,-0.011009-0.027504i,-0.0070596-0.02365i,-0.002541-0.015682i,0.00084068-0.0088373i,0.0042317-0.0067203i,0.0076573-0.010218i,0.0060976-0.013412i,-4.0368e-05-0.010449i,-0.0036325-0.0046182i
0.051091+0.014984i,0.11563+0.059882i,0.12218+0.12136i,0.0094855+0.15506i,-0.10693+0.15481i,-0.090666+0.1319i,-0.008021+0.07568i,0.014687+0.021494i,-0.0036095+0.0041321i,-0.0058207+0.0022269i,0.002786-0.0015106i,0.0082526-0.00023678i,0.0077954+0.0079049i,0.003267+0.01969i,6.964e-05+0.027897i,-0.00099666+0.02687i,-0.0022841+0.018292i,-0.0027785+0.0088999i,-0.0041977+0.0048705i,-0.009551+0.0067143i,-0.011725+0.010607i,-0.005723+0.010567i,0.000342+0.0071437i
-0.04575-0.022681i,-0.094472-0.07086i,-0.086396-0.11682i,0.035547-0.11396i,0.15563-0.093583i,0.13488-0.10559i,0.040551-0.10514i,0.0050663-0.065731i,0.012506-0.02728i,0.01016-0.0072856i,0.0032768+0.00018369i,-0.0016464-0.00069699i,-0.0019033-0.0060053i,0.0029344-0.015113i,0.0060039-0.022547i,0.0057503-0.020966i,0.0027372-0.012508i,0.0014476-0.0048961i,0.0038909-0.0022342i,0.0087088-0.0027857i,0.012049-0.0053172i,0.0077292-0.0081786i,0.00070273-0.0077961i
0.039519+0.030457i,0.084423+0.080836i,0.079452+0.10668i,-0.028071+0.049881i,-0.14374-0.017138i,-0.1347+0.002287i,-0.046112+0.039755i,-0.0087045+0.02463i,-0.018448+0.0048246i,-0.016148+0.0059892i,-0.0052836+0.0078372i,0.00074664+0.0083287i,0.0027677+0.012415i,-0.00050234+0.019931i,-0.0033625+0.026113i,-0.0010534+0.021861i,0.0013489+0.0097605i,0.00072012+0.00033976i,-0.0029661-0.0042473i,-0.011042-0.0041821i,-0.017912+0.00063665i,-0.015025+0.0070215i,-0.0062149+0.0082119i
-0.037897-0.031459i,-0.074898-0.085615i,-0.073368-0.10988i,0.009038-0.032633i,0.10851+0.064157i,0.12782+0.048647i,0.077336-0.0094511i,0.034933-0.0066186i,0.021512+0.013942i,0.012193+0.011322i,0.0010056+0.003022i,-0.0055319-0.002502i,-0.0028014-0.0074336i,0.0058721-0.014029i,0.010315-0.020124i,0.0072065-0.018115i,0.0012472-0.0071941i,-0.0028875+0.0036659i,-0.00057241+0.0083395i,0.008537+0.0092609i,0.01624+0.0071587i,0.015384+0.0025434i,0.008594-0.0012124i
0.025647+0.032976i,0.054806+0.087799i,0.058789+0.10338i,0.010055+0.0016594i,-0.063313-0.11275i,-0.10382-0.087235i,-0.0876-0.0027674i,-0.049774+0.012806i,-0.026788-0.0037391i,-0.014017-0.0040441i,-0.0038893+0.00011578i,0.0020223+0.0031373i,0.0011973+0.0052462i,-0.0071348+0.006838i,-0.013063+0.010367i,-0.011603+0.010821i,-0.003616+0.0049837i,0.0046778-0.00056776i,0.0058082-0.0048462i,-0.0024684-0.011004i,-0.01277-0.013731i,-0.014551-0.0072707i,-0.0084758+0.00019624i
-0.021279-0.036794i,-0.043499-0.094101i,-0.065071-0.11183i,-0.067011-0.0062746i,-0.034795+0.13012i,0.01991+0.13431i,0.040494+0.060514i,0.021344+0.034384i,0.010684+0.034243i,0.012515+0.019243i,0.0098024+0.0049461i,0.004123-0.0025538i,0.0015764-0.0070017i,0.0039796-0.0096386i,0.0065186-0.011048i,0.0029094-0.0070442i,-0.004827+0.0013653i,-0.0094436+0.0082705i,-0.0070486+0.011733i,0.0008089+0.015662i,0.0086615+0.018549i,0.010559+0.013928i,0.0069835+0.0067502i
0.011706+0.039114i,0.023579+0.10248i,0.046802+0.13546i,0.078542+0.045432i,0.076579-0.095277i,0.01062-0.12947i,-0.038807-0.076795i,-0.022674-0.04129i,-0.00099924-0.028286i,0.0015645-0.012841i,0.0038775-0.0011008i,0.0062879+0.0060842i,0.0047458+0.0076998i,-0.0017719+0.0056345i,-0.0075357+0.0053061i,-0.0060431+0.0029669i,0.00049724-0.00073505i,0.0070915-0.0029118i,0.008998-0.006623i,0.0056086-0.013703i,0.00020746-0.019594i,-0.0034964-0.018181i,-0.0033864-0.010686i
-0.0013211-0.039037i,-0.0026449-0.10446i,-0.024517-0.1477i,-0.087166-0.078446i,-0.12662+0.050257i,-0.069737+0.10257i,0.0017414+0.074978i,0.0051801+0.043543i,-0.0063291+0.030096i,-0.00049377+0.018526i,0.00090747+0.0074932i,-0.0019269-0.00019484i,-0.0015895-0.0033853i,0.002042+5.8359e-05i,0.0041866+0.0042584i,0.00074875+0.0060264i,-0.0059085+0.0067415i,-0.010582+0.0057234i,-0.011557+0.006198i,-0.0095779+0.011992i,-0.0060657+0.01882i,-0.0032872+0.018266i,-0.0021071+0.011121i
-0.0033926+0.040005i,-0.01149+0.10748i,0.0060766+0.16699i,0.087343+0.13228i,0.15987+0.016571i,0.1246-0.069508i,0.057751-0.075379i,0.040624-0.047082i,0.03113-0.02871i,0.010263-0.016887i,-0.00026195-0.0062262i,-0.001509+0.0017694i,-0.00091651+0.0062064i,-0.0014636+0.0056778i,-0.0010229+0.0021389i,0.0035493-0.0018087i,0.0091185-0.0032179i,0.013079-0.0013624i,0.014482-0.0018659i,0.012734-0.0076031i,0.01133-0.014759i,0.01012-0.016813i,0.0072445-0.012092i
0.010456-0.032826i,0.033769-0.098085i,0.038712-0.17107i,-0.035174-0.17496i,-0.12983-0.089482i,-0.12341+0.014621i,-0.061298+0.053002i,-0.033923+0.032756i,-0.025331+0.014933i,-0.013415+0.0097754i,-0.005915+0.0023381i,-0.0030221-0.0055639i,-0.0037656-0.0091943i,-0.0048309-0.0069904i,-0.0053676+0.00025363i,-0.0082363+0.0073865i,-0.010153+0.0084978i,-0.010597+0.0040748i,-0.011028+0.0011378i,-0.01304+0.0043147i,-0.017254+0.0088302i,-0.01748+0.010309i,-0.012116+0.0077832i
-0.018597+0.028242i,-0.054823+0.086705i,-0.075881+0.16095i,-0.0099477+0.19156i,0.098542+0.14094i,0.12614+0.042893i,0.08482-0.012126i,0.052737-0.0047109i,0.033688+0.0032862i,0.015475-0.001194i,0.0059971-0.0015936i,0.0018105+0.0010039i,-0.0002203+0.0032346i,0.0014741+0.0026488i,0.0050343-0.00085733i,0.009334-0.0038512i,0.011594-0.0019606i,0.012122+0.0030705i,0.013177+0.0045328i,0.015524+0.0018421i,0.018776-0.0013579i,0.018734-0.003023i,0.014419-0.0032707i
0.022316-0.025607i,0.072744-0.077799i,0.12018-0.15226i,0.076255-0.20847i,-0.040327-0.18976i,-0.10925-0.098129i,-0.099161-0.02729i,-0.066177-0.015207i,-0.041324-0.0074977i,-0.020122+0.0062795i,-0.0062596+0.0072173i,0.00027671+0.0017389i,0.0030643-0.0041047i,-6.3621e-05-0.0066474i,-0.0063393-0.0030608i,-0.011805+0.0018116i,-0.014104+0.0027441i,-0.012373-0.0017554i,-0.010082-0.0063411i,-0.010544-0.006745i,-0.013986-0.0052789i,-0.016824-0.0032075i,-0.015547-0.0009527i
-0.02988+0.019756i,-0.089174+0.058922i,-0.16198+0.1189i,-0.15348+0.18011i,-0.051421+0.19018i,0.038982+0.12215i,0.054481+0.051818i,0.029279+0.031776i,0.013824+0.023786i,0.010815+0.010871i,0.0078244+0.005202i,0.0044244+0.0060468i,0.0018797+0.0096785i,0.0026148+0.010383i,0.0074258+0.0061829i,0.01162+0.00055882i,0.010619-0.00062486i,0.0068589+0.0037375i,0.0050029+0.0068953i,0.0067047+0.0083655i,0.011244+0.0097721i,0.014642+0.0094516i,0.012657+0.0073221i
0.028173-0.01013i,0.09388-0.032983i,0.17941-0.073388i,0.19305-0.13417i,0.10223-0.17432i,-0.0044975-0.14303i,-0.040358-0.085921i,-0.024288-0.053872i,-0.012772-0.03024i,-0.0099889-0.0074416i,-0.0061215+0.0014931i,-0.0031346+0.00094841i,-9.2106e-05-0.001402i,0.00026412-0.0039906i,-0.0043016-0.0037953i,-0.0091672-0.0030057i,-0.0089565-0.0047136i,-0.0055169-0.0067118i,-0.0030895-0.0078924i,-0.0037716-0.010051i,-0.0080666-0.012968i,-0.0116-0.012378i,-0.01083-0.0081607i
-0.033213+0.006406i,-0.10361+0.011712i,-0.20261+0.025261i,-0.24389+0.069413i,-0.17478+0.12196i,-0.059416+0.12395i,0.002243+0.087104i,0.0067522+0.056116i,0.0081404+0.033475i,0.01259+0.013012i,0.010559+0.0023823i,0.0066544-0.00010285i,0.0018948+0.00093574i,-0.00095841+0.0033709i,0.0013468+0.0039111i,0.0051864+0.0037616i,0.005329+0.0052603i,0.0023747+0.0085251i,-6.8647e-06+0.010532i,-0.0013716+0.011235i,1.8495e-05+0.014426i,0.0035423+0.015511i,0.004643+0.01045i
0.029005-0.002141i,0.097882+0.011967i,0.19686+0.032602i,0.25273+0.015505i,0.20733-0.04488i,0.10606-0.081454i,0.042723-0.064926i,0.030275-0.033927i,0.019641-0.01625i,0.0034944-0.0069152i,-0.0022981-0.0028607i,-0.0016145-0.0026758i,0.00063093-0.0054632i,0.00021116-0.0081033i,-0.003889-0.0074482i,-0.0069743-0.004453i,-0.0056236-0.0011808i,-0.00065334-0.00030228i,0.003749-0.001461i,0.0059401-0.0043523i,0.0053395-0.0099372i,0.0021357-0.012497i,-0.00056813-0.009491i
-0.027024-0.0065379i,-0.088019-0.033995i,-0.17577-0.081803i,-0.23538-0.08833i,-0.21349-0.024899i,-0.12858+0.042491i,-0.060103+0.057514i,-0.03372+0.039866i,-0.016045+0.025804i,0.00095482+0.015329i,0.0074729+0.0070769i,0.0072717+0.0045933i,0.0035948+0.0031663i,-0.0016954+0.0028333i,-0.0035174+0.0044032i,-0.0035669+0.0068753i,-0.0037439+0.0094654i,-0.0024237+0.0098645i,-0.0028678+0.0071726i,-0.0060645+0.0047134i,-0.0077257+0.0072738i,-0.0055038+0.010343i,-0.002981+0.0082711i
0.022171+0.010876i,0.07139+0.053006i,0.14328+0.12526i,0.19707+0.15992i,0.19002+0.10541i,0.12958+0.020108i,0.071286-0.016227i,0.038539-0.010926i,0.015434-0.0061109i,-0.001269-0.005617i,-0.0080597-0.003973i,-0.008197-0.0035392i,-0.0035352-0.002358i,0.0018853-0.00090133i,0.0019842+0.0002295i,0.0004289+0.0016115i,0.00012015+0.0020863i,0.0013493+0.0016781i,0.0041035+0.0013749i,0.007215+0.00038591i,0.0088437-0.0026344i,0.0078618-0.0049996i,0.0058567-0.0038919i
-0.018707-0.017986i,-0.053772-0.069778i,-0.097957-0.16017i,-0.13332-0.21664i,-0.13984-0.17186i,-0.1103-0.075078i,-0.068208-0.021823i,-0.038735-0.014408i,-0.022445-0.0070347i,-0.0096325+0.0023384i,-0.0011307+0.0052328i,0.0025965+0.0058808i,0.001359+0.0060653i,-0.0034318+0.0055604i,-0.0053345+0.0047467i,-0.0037942+0.0031074i,-0.002711+0.0008324i,-0.0030611-0.0014437i,-0.0029028-0.0027888i,-0.0045268-0.0040603i,-0.0085639-0.0032398i,-0.0090141+7.2961e-05i,-0.0063469+0.0016447i
0.012268+0.015504i,0.032517+0.072081i,0.04624+0.1683i,0.053415+0.23223i,0.061501+0.1947i,0.061249+0.098213i,0.045793+0.034511i,0.027863+0.015226i,0.016244+0.0030303i,0.004943-0.0058069i,-0.0033723-0.0074168i,-0.0056791-0.0070856i,-0.0051935-0.0048159i,-0.0014452-0.0024678i,0.0033999-0.0002284i,0.0055911+0.0021193i,0.0051491+0.0023135i,0.0037308+0.0011328i,0.0026255+0.001595i,0.0032101+0.0044097i,0.0043044+0.0040596i,0.0039234+0.0016342i,0.0030639+0.00095203i
-0.0054088-0.019417i,-0.0086672-0.075976i,0.0072355-0.17259i,0.022592-0.24257i,0.008056-0.21607i,-0.019896-0.12567i,-0.02483-0.054926i,-0.012672-0.024235i,-0.0058763-0.0070925i,-0.00079953+0.0042394i,0.0038685+0.0072216i,0.0052618+0.0069286i,0.0042398+0.0049618i,-0.00039111+0.00061523i,-0.0042634-0.0020629i,-0.0039367-0.0030155i,-0.0015924-0.0028046i,0.0010571-0.0018324i,0.0025321-0.0024326i,0.0021091-0.0043919i,-0.00077089-0.0052188i,-0.0025158-0.0034107i,-0.0029694-0.0016547i
0.0033298+0.01772i,-0.010295+0.06871i,-0.052454+0.1481i,-0.096719+0.20238i,-0.089553+0.17833i,-0.040325+0.10591i,-0.010227+0.050798i,-0.00683+0.029038i,-0.00010416+0.019503i,0.0062615+0.0081112i,0.0044371-0.00069715i,0.0012614-0.0048504i,0.00062095-0.0070423i,0.0026582-0.0053619i,0.0051369-0.00081749i,0.004808+0.0019453i,0.0016573+0.0037653i,-0.001792+0.0048357i,-0.0035779+0.0048362i,-0.0037913+0.0049453i,-0.0026633+0.0047016i,-0.001235+0.0033924i,0.00029508+0.002032i
0.00093446-0.014108i,0.027762-0.056319i,0.092054-0.11592i,0.15264-0.15257i,0.14205-0.13151i,0.075136-0.079188i,0.024147-0.03702i,0.0046132-0.013463i,-0.0034402-0.00076062i,-0.0029018+0.0083995i,0.0014124+0.012346i,0.0038747+0.012146i,0.0043982+0.0089393i,0.0010005+0.0021i,-0.0044748-0.0025575i,-0.0074023-0.0025483i,-0.0063525+0.00040599i,-0.0020502+0.0027636i,0.0025186+0.0024799i,0.0048195+0.00054594i,0.0047177-0.00095056i,0.0034576-0.00064333i,0.0019477-0.00084783i
-0.0035481+0.01457i,-0.037931+0.045282i,-0.11493+0.081056i,-0.18604+0.092696i,-0.17657+0.071612i,-0.10058+0.042908i,-0.037943+0.020932i,-0.014117+0.007876i,-0.004701+0.0044954i,0.0012809+0.0023148i,0.0025129-0.0007278i,0.0016862-0.003774i,0.0014195-0.0045796i,0.0019976-0.0012084i,0.0031579+0.0027957i,0.0028485+0.0036234i,-0.00042913+0.0019347i,-0.0043039+0.00060342i,-0.0061936-7.0477e-05i,-0.0077576-0.0008617i,-0.0083276-0.00064836i,-0.0058019-0.00028061i,-0.0017127+0.00014798i
0.0076247-0.01062i,0.046589-0.028202i,0.12396-0.037107i,0.19143-0.020351i,0.17666+0.0030368i,0.099677+0.0083917i,0.041793+0.0066572i,0.021255+0.0041206i,0.010094-0.0011713i,-0.00066817-0.00078709i,-0.0054279+0.0025614i,-0.0047455+0.0053524i,-0.0027684+0.0057455i,-0.0040376+0.0016118i,-0.0073957-0.001731i,-0.0079799-0.0011074i,-0.0045908+0.0012899i,0.00081816+0.0036904i,0.0057036+0.005059i,0.008183+0.004844i,0.0074076+0.0046917i,0.0043647+0.0054921i,0.00078964+0.004011i
-0.010989+0.0075673i,-0.049474+0.014969i,-0.11849-5.0607e-05i,-0.17309-0.041511i,-0.15354-0.066242i,-0.084298-0.047175i,-0.028049-0.017857i,-0.0025723-0.0040075i,0.0033868+0.00056096i,0.0031706-0.0001368i,0.0020855-0.0031645i,0.00098715-0.00602i,0.00031615-0.0068108i,0.00027212-0.0024364i,0.0017739+0.0032278i,0.0038713+0.0048835i,0.0032312+0.0024989i,0.00038492-0.0012137i,-0.0024091-0.004314i,-0.0053924-0.0071172i,-0.0060656-0.0079346i,-0.0033184-0.0067206i,-0.0003599-0.0041448i
0.012603-0.0071788i,0.048179-0.0028047i,0.10597+0.032223i,0.14145+0.087736i,0.11157+0.10654i,0.04987+0.069953i,0.0091594+0.030173i,-0.002195+0.013165i,-4.2738e-05+0.0046026i,0.00070891-0.00050797i,-0.001572-0.0020224i,-0.0024465-0.00031189i,-0.0021619+0.0017512i,-0.0032549-0.00010611i,-0.005236-0.0035677i,-0.0068333-0.0029304i,-0.004759+0.00099088i,0.00026242+0.0044976i,0.0035198+0.0079501i,0.00412+0.010816i,0.0035794+0.010877i,0.0011589+0.0082608i,-0.0023966+0.0041424i
-0.011297+0.0043452i,-0.03818-0.0094569i,-0.076293-0.059481i,-0.087711-0.12547i,-0.054225-0.13974i,-0.01347-0.089849i,0.0029667-0.037882i,0.00020593-0.01252i,-0.0041857+0.00043921i,-0.0011937+0.0046195i,0.0028558+0.0025297i,0.0034168-0.00098083i,0.0032169-0.0025562i,0.0029278+0.00029099i,0.0033462+0.0050622i,0.0043592+0.0064582i,0.0032639+0.0038293i,0.0012844-0.00092634i,0.00052122-0.0058426i,-0.00034223-0.01035i,0.0002428-0.012467i,0.0032643-0.0099543i,0.0057513-0.0050193i
0.010003+0.00056258i,0.029044+0.019226i,0.047419+0.07118i,0.036321+0.13045i,-0.0036876+0.13179i,-0.025865+0.073458i,-0.021725+0.017285i,-0.014047-0.0044835i,-0.0067951-0.0043346i,-0.0014111-0.00045645i,0.00093609+0.0010278i,0.0007893+0.002135i,-0.00055963+0.0019059i,-0.0014422-0.0015867i,-0.002258-0.0055509i,-0.0038332-0.0051509i,-0.0042976-0.001283i,-0.0017036+0.0026129i,-4.279e-05+0.0057936i,-0.0013054+0.0087193i,-0.0033209+0.010058i,-0.0057458+0.0079458i,-0.0057894+0.0034573i
