-0.0014143+0.0014839i,-0.0015728+0.00031942i,-0.0035227-0.00042989i,-0.0041706+5.1685e-07i,-0.0028495+0.0020787i,-0.00099134+0.0026862i,-0.00030935+0.0011167i,0.00034714+0.00064226i,0.0015138+0.00075953i,0.0020829-0.00028273i,0.00062205-0.00057276i,-0.00052978-0.00019614i,0.00031234-0.00033654i,0.00078737-0.00077779i,0.00042295-0.001034i,-0.00068335-0.00046986i,-0.00090781-4.9719e-05i,-0.00020082-0.00017245i,0.00015985-0.00042908i,0.00054666-0.00040751i,0.00097046-0.00048212i,0.00065297-0.00066245i,-0.00037297-0.00070487i
-0.00064893-0.0020587i,-0.0017025-0.002577i,-0.0016416-0.0021071i,-0.0014149-0.0015447i,-9.5679e-05-0.00046689i,0.001158+0.00093492i,0.0012746+0.00042961i,0.00091158-0.00061045i,0.00034499-0.00037545i,-0.00049479+8.1927e-05i,-0.0013944+0.00060944i,-0.0020289+0.0010201i,-0.0013749+0.00094617i,-0.00051314+0.00037502i,-0.00091278-0.00048594i,-0.0013373-0.00028587i,-0.0012207+7.1181e-05i,-0.00011761+0.00033028i,0.00057321+0.00037498i,0.00023742-0.00045271i,-0.00047231-0.00086722i,-2.9539e-05-0.00090278i,0.001103-0.00030712i
0.001784-0.0016953i,0.0010594-0.0020727i,-0.00039893-0.0023804i,-0.0010838-0.0023005i,-0.00091729-0.002199i,-0.00016885-0.002134i,-6.2451e-05-0.0021261i,-1.7677e-06-0.0019803i,0.00023605-0.0010384i,6.5317e-05-3.2506e-05i,0.00019858+0.00076986i,0.0009215+0.001541i,0.0010659+0.00075489i,0.00061459+0.00026109i,0.00044995+0.00041876i,0.00025534+0.00098708i,-0.00027849+0.0016923i,-0.00072201+0.00087174i,-0.00057065+0.00033791i,-0.00056025-0.00020434i,-0.00037191-0.00070091i,-8.2092e-05-0.00014352i,-0.00021482+0.00059012i
-0.002749+0.00095463i,-0.0021546+0.00067569i,-0.0024673+0.00026218i,-0.0024986-1.0401e-06i,-0.0022156+0.00051228i,-0.0021423-7.4639e-05i,-0.0020163-0.0002893i,-0.0013513+0.00070927i,-0.00069825+0.00068316i,0.00015874+0.00016631i,5.1294e-05+0.0002692i,0.00011614+0.00010606i,0.00049304+7.2868e-05i,0.00026484-0.0008488i,0.00030687-0.0015312i,0.00029597-0.00077194i,-0.00013409-6.0998e-07i,0.00020614-3.0798e-05i,0.00029157+0.00017201i,9.8808e-05+0.00074955i,0.00048675-7.0859e-05i,0.00077016-0.00096848i,0.00046816-0.00015967i
-0.0014018+1.552e-05i,-0.0013713-0.0016249i,-0.0010275-0.0013374i,-0.0013337-0.00023519i,-0.0013326+0.001016i,-0.0015849+0.0014133i,-0.00080796+0.00075541i,2.0306e-05+0.00085472i,-2.6298e-05+0.001228i,0.00037562+0.00090701i,0.00085603+0.00072588i,0.0001807-0.00013244i,-0.00039454-0.00072611i,-0.0011984+7.774e-05i,-0.001182+0.00046875i,-0.00016809+0.00031397i,-0.00036269+3.4376e-05i,6.0554e-05+2.3461e-05i,0.00087483+0.0011419i,0.00037835+0.0019536i,0.00037169+0.00086003i,0.00096209-0.0002026i,0.0012123+0.00035409i
7.0968e-05-2.0661e-05i,-0.00040952-0.00011357i,-1.2318e-05-0.00013655i,0.00043793+0.00021776i,0.00094633+0.00086653i,0.0015285+0.0017414i,0.0018334+0.001646i,0.0013739+0.00014208i,0.00070175-0.00063386i,0.00096901-0.00039707i,0.00023242-0.00037932i,1.8839e-05-0.00048418i,0.00016201-0.00053894i,-0.00027228+7.0811e-06i,-3.9704e-05+0.00094925i,-7.3951e-05+0.00063712i,6.0684e-05+0.0001761i,0.00077471+0.00085951i,0.0006304+0.0010218i,0.00014193+0.00070347i,0.00051411+0.00032014i,0.0011658+0.00017672i,0.00091826+0.00019752i
-0.00011687-0.00085018i,-0.00093056-0.0019347i,-0.0013367-0.0030568i,-0.0013194-0.0026113i,-0.00041584-0.0013288i,0.0011851-0.00079592i,0.001866-0.00041613i,0.00062307-0.00082605i,-0.00050439-0.00085804i,-0.00047653+0.00021439i,-0.0006748-1.3878e-05i,-0.00059182-0.00045163i,-0.00026866+9.8625e-05i,-0.0003399-0.00053562i,0.00016496-0.00079963i,0.00040856-0.00035524i,-6.8188e-07-0.00057984i,8.7573e-05-0.00071744i,0.00076019-0.00076156i,0.00033281-0.00046084i,-0.00030278-0.00038156i,-0.00068223-5.738e-05i,-0.00030722-0.00017091i
0.0015209-0.000858i,2.4841e-05-0.0016381i,-0.0020035-0.0023043i,-0.0031484-0.0021013i,-0.0035147-0.0020376i,-0.0031555-0.0013104i,-0.0019408-0.00050077i,-0.00068064-0.00079268i,-0.00033-0.0010705i,0.00012159-0.00037238i,0.00055059+0.00044956i,0.00023269+0.00024167i,6.1688e-05-0.00036459i,-0.00069073-0.00036467i,-0.0011862-0.00019269i,-0.0010096-0.000313i,-0.00020534+4.6084e-05i,-0.00025631+0.00012108i,-0.00086359-0.0010416i,-0.0001809-0.00097029i,0.0003844-1.6539e-05i,0.00018267+9.3933e-05i,0.00028931-0.0001841i
-0.0014366-0.00084611i,-0.0026583-0.00075945i,-0.0043457-0.0016716i,-0.0040728-0.0010001i,-0.00353+0.00096742i,-0.0036333+0.0019401i,-0.0025762+0.0020427i,-0.0015586+0.00091444i,-0.00051746-0.00046338i,0.0011323+4.0673e-05i,0.0014567+0.0010435i,0.0010055+0.00018037i,0.00010884-0.00027612i,-0.00015543+0.00014388i,0.00021834-0.00016128i,-3.9587e-05-0.00032631i,-0.0004691-0.0005893i,0.00016313-0.0011013i,8.7181e-05-0.0011056i,-6.5054e-05-0.00094539i,8.6098e-05-0.00063167i,0.00067312-0.00043033i,0.00078037-0.00022539i
-4.8818e-05-0.00017996i,-0.00026299-0.00081091i,-0.00023038-0.0012769i,-0.00015165-0.00023853i,-0.000371+0.0012809i,0.00013726+0.002299i,0.00054776+0.0023663i,0.00062607+0.00081118i,0.0011867-4.4064e-05i,0.00064334+0.000536i,0.00044728+0.00085233i,0.00097211+0.00015157i,0.00043666+9.3461e-05i,0.00014264+0.00026882i,6.2319e-05+0.00030378i,-0.00032101+0.00036471i,-0.00030862+0.00046152i,-0.00024367+0.00050411i,-0.00023909-0.00017988i,-2.0854e-05-0.00025851i,0.00043522-0.00026226i,0.0012113-0.00054185i,0.0010665-0.00071176i
-0.0017376+4.9329e-05i,-0.00063922-6.2281e-05i,0.0010516-0.0011826i,0.0012113-0.0011885i,0.00098774-0.0007571i,0.0024998-0.00099695i,0.0029884-0.00095145i,0.0013786-0.00053203i,0.00058108-0.00032263i,0.0005883-0.00010213i,4.0576e-05+0.00011934i,-0.0005925-0.00016673i,-0.00050316-0.00021748i,-0.00072476+6.1021e-06i,-0.00074117+6.2738e-05i,2.6619e-05+0.00064264i,0.00012461+0.00080579i,-0.00046733+0.00041041i,0.00015642+0.00047878i,0.00062049+0.00058217i,-4.8286e-05+0.00090763i,-0.00028446+0.00062015i,-0.00012966+0.00036898i
0.0040512+0.00111i,0.0029351-0.0019111i,0.0013092-0.003803i,-0.0015205-0.0048944i,-0.0020926-0.0054796i,-0.0014004-0.0042219i,-0.00096237-0.0014872i,-5.8525e-05+2.3963e-05i,0.00073072+0.00052061i,0.00010415+0.00038456i,-0.00091887+0.0007415i,-0.001362+0.0013592i,-0.0010141+0.00072787i,-0.00089446-0.00037963i,-0.0012743-0.00010451i,-0.00057099+0.00062665i,0.00044568+0.00045124i,0.00010461+0.00034318i,-0.00038395+0.00030156i,0.00032434+0.00030006i,0.0010297+6.5832e-05i,0.0010013-0.00012242i,0.00075707+1.0997e-06i
0.0029871-0.00061817i,0.0015901-0.0010142i,-0.00074092-0.002412i,-0.0031645-0.0029887i,-0.004029-0.0021043i,-0.0028191-0.00072954i,-0.0016025-0.00022606i,-0.00041374-0.00072759i,0.0010211-0.00071636i,0.0010536-0.00068458i,0.0004809-0.00043499i,-0.00030621-0.00041921i,-0.00082135-0.00020389i,-0.00016894+0.00062063i,0.00023864+0.0015393i,-1.0267e-05+0.0016776i,-0.00026678+0.001753i,-0.00012162+0.0014751i,0.00059827+0.0003622i,0.00084184-0.0002154i,0.00081285-0.00032057i,0.00040267+0.00010305i,0.00064952+0.00040414i
-0.0025215+0.00023465i,-0.0029971-0.0003751i,-0.0020264-0.00052569i,-0.0020716+0.0011778i,-0.0022402+0.0024869i,-0.0012097+0.0021502i,-0.00038332+0.001862i,0.00014483+0.0011544i,0.00094783-3.1367e-05i,0.00092077-0.00017925i,2.3899e-05-0.00019184i,-0.0005044-0.00054343i,0.00016311-0.00081909i,0.00089815-0.0011634i,0.00076149-0.0010119i,2.931e-05-0.00018994i,-0.00015725-2.5748e-05i,0.00022529+0.00021356i,9.0865e-05+0.00049091i,-0.00014846+4.029e-05i,-0.00016463-0.00022569i,0.00035285-0.00070383i,0.00058018-0.00084461i
-0.000615+0.0016143i,0.00097416+0.0010635i,0.00035989-0.00081385i,0.0001986-0.0017319i,0.0012397-0.00055956i,0.0018998+0.00089589i,0.0013785+0.0007167i,0.00051322+0.00030127i,0.00019658-8.1511e-05i,0.00025997+0.00015385i,-4.7131e-05+0.00019911i,-0.00040298-0.00080586i,-0.00067492-0.0004912i,-0.00016531+7.4712e-05i,0.00088342-0.00036975i,0.0011878+0.00013104i,0.00065047+0.0010312i,0.0006414+0.001186i,0.00043493+0.00088784i,-0.00019812+0.00030827i,-0.00017042-0.00025338i,0.00021087-0.00065234i,0.00053722-0.00069751i
0.00065509-0.0010967i,0.0013086-0.001784i,0.00055771-0.0032888i,0.00052937-0.0030897i,0.00029588-0.0013165i,-0.00013459-0.0013841i,0.00049174-0.0018157i,0.00020115-0.0008849i,-0.00032995-0.00026111i,-0.00085214-0.00036236i,-0.0013335-0.00071665i,-0.00065817-0.00039486i,-0.00038239-0.00011321i,-0.00067624-0.00035855i,-0.00067707+0.00057692i,-0.00078537+0.0008749i,-0.00083436-2.2999e-05i,-0.00014504-0.00085033i,0.0004344-0.00087748i,0.00066363-0.00044207i,-0.00023682-0.00063106i,-9.8819e-05-0.00067323i,0.00091533-4.3315e-05i
0.0029715-0.0017956i,0.0019404-0.0033124i,-0.00066629-0.0046788i,-0.0034306-0.0037425i,-0.0040809-0.0022761i,-0.002686-0.001792i,-0.0019373-0.0016854i,-0.0013378-0.0014708i,-0.00016988-0.00051461i,0.00012555-6.8049e-07i,0.00021435-0.00040936i,0.00045091-6.8128e-05i,0.00026708+0.00088811i,4.6503e-05+0.00093056i,-0.00021977-0.00024158i,-0.00045753-0.00099521i,-0.00014034-0.00089121i,-8.7798e-05-0.00098518i,0.00014568-0.00085819i,9.9557e-05-0.00042467i,-8.2013e-05-4.5509e-05i,-0.00031159+0.00041444i,-0.0001296-3.4526e-05i
-0.0013164+0.0016268i,-0.0016968+0.00062844i,-0.0026665+0.00030684i,-0.0025705+0.00030467i,-0.0024757+0.00099153i,-0.0024712+0.0019915i,-0.0015961+0.0022937i,-0.0012416+0.0014198i,-0.00085498+4.7335e-05i,0.00034595-0.00066415i,0.00056798-0.00041604i,-0.0002676-0.00025714i,0.00010496-6.4848e-05i,0.00056337-0.00016062i,0.00028076-9.1457e-05i,9.7829e-05+0.00012247i,0.00026675-0.00042393i,7.3361e-05-0.000586i,0.00051542-0.00012083i,0.00010385+0.00073504i,-0.00075679+0.00093192i,-0.00042084+7.53e-05i,-0.00035442-0.00025035i
-0.00034509+0.0011928i,-0.00064225+6.6147e-05i,-0.00065495-7.9274e-05i,-0.00067539+0.0018659i,-0.00072527+0.0031999i,0.00025764+0.0026612i,0.0014331+0.0014497i,0.0016503-2.3383e-05i,0.00048059-0.00026989i,-0.00056849-0.00032172i,-0.00069953-0.0011135i,-0.00020279-0.00080996i,0.00048852+0.00018448i,0.00097311+0.00062055i,0.00053741+0.00033482i,-0.00062195+5.7282e-05i,-0.00086398-0.00046584i,-0.00046412-0.00071737i,-7.8736e-05-0.00066872i,-0.00042995+0.00019393i,6.5555e-05+0.00027655i,0.00086229-0.00035424i,0.00060107-0.00050796i
0.001562+0.00099223i,0.0022562+0.00047632i,0.0026165-0.00013105i,0.0018234-0.0014763i,0.0022817-0.0023073i,0.0029268-0.0010996i,0.0022941-0.00075953i,0.0016431-0.00041076i,0.0015459+0.00059337i,0.001199+0.0004394i,0.00014915-9.5867e-05i,-0.00067678-3.7556e-06i,-0.00048183-2.2506e-05i,-0.00027936+0.00031412i,-0.00071173-0.00052654i,-0.0015206-0.001519i,-0.0012117-0.00081392i,0.00050413-0.00023214i,0.0016278-0.00013451i,0.00091491+6.974e-05i,-0.00025437+0.00010384i,0.00023449-0.00022293i,0.00057733-0.00017828i
0.0019159+0.00032748i,0.00053996-0.0022051i,-0.001034-0.0047077i,-0.0015174-0.0053527i,-0.0015251-0.0050104i,-0.0013257-0.0039091i,-0.00080841-0.0026563i,-1.349e-05-0.0015645i,0.00075394-0.00082785i,0.0011515-0.00072975i,0.00042854-0.00029508i,-0.00026152+0.000141i,0.00038834+0.00029722i,0.00084325+0.00032283i,0.00062923+6.9363e-05i,0.00078406-0.0003084i,0.00046402-0.00034097i,0.00037098-0.00014378i,0.00077153-0.00011734i,0.00046441-0.00056974i,0.00038021-0.0010915i,-0.00015506-0.0007245i,-0.00070623-0.00063303i
0.00068678-0.001597i,-0.00045401-0.0028122i,-0.0017864-0.003218i,-0.0029624-0.0026648i,-0.0043431-0.0017375i,-0.0042519-0.00075367i,-0.0025536+7.5324e-05i,-0.00097284+0.00022719i,-0.00042941-0.00033295i,-0.00021191-0.00031471i,-0.00013108-0.00041418i,1.446e-05-0.00050976i,0.00050733-2.2412e-05i,0.00058025+0.0004236i,-0.00017059+0.00028919i,-0.00093801+0.00032223i,-0.00052578-3.3644e-05i,0.00045672-0.0004684i,0.00047863-0.00046797i,1.5748e-07-0.00012117i,0.00015916-7.966e-05i,0.00039987-3.4075e-05i,-0.00016526+0.00033374i
-0.00020344+6.3466e-05i,-0.00050368+0.00031383i,-0.00155+0.0021383i,-0.0032985+0.0023267i,-0.0031936+0.0020984i,-0.002135+0.0031426i,-0.00091224+0.0024859i,0.00039939+0.0010325i,0.00023249+5.4165e-06i,-0.00014018-0.00016581i,-0.00011717-0.00017576i,-0.00016161-3.8856e-05i,-0.00012394+3.0601e-05i,-1.7421e-05-0.00060588i,0.00015673-0.00040368i,-0.00071431-0.00019021i,-0.00068755-0.00027908i,0.00023861+0.00034698i,0.00041845+0.00011986i,0.00041238-0.00038281i,0.00052193-0.00082303i,0.00085816-0.00053039i,0.00064711+0.00066054i
-0.0012991-0.0018267i,-0.0011187-0.0026159i,-0.0011652-0.0021335i,-0.00089484-6.6986e-05i,0.00071801+0.0022936i,0.0022775+0.0030731i,0.0024618+0.0012778i,0.00093566-0.00037022i,-0.0008704+0.000175i,-0.0012815+0.00088458i,-0.00062737-0.00029432i,0.00045295-0.00078547i,0.00038763-0.00023625i,2.8324e-05-0.00065724i,0.00048328-0.00072783i,0.00034084-0.00076771i,-9.2371e-05-0.00093192i,0.00017524-0.00034757i,-7.0158e-05+0.000524i,-0.00041112-0.00018519i,-7.2169e-05-0.00068447i,-0.00033766+1.7791e-05i,-0.00069117-0.00020098i
-0.0019845+0.0013341i,-0.00084069+0.0017562i,-6.1888e-05+0.00167i,-2.2091e-06+0.00054929i,0.00123-0.00031234i,0.0022898-0.0013196i,0.0014248-0.0017206i,0.00014891-0.00097141i,0.00037365+0.00046179i,0.00026811+0.0014136i,-0.00034806+0.0016819i,0.0001299+0.0010849i,0.00014507+0.0001287i,-0.00026891+0.00052724i,-0.00038723+0.0006162i,0.00065745+1.3175e-05i,0.0010412-0.00025769i,0.00023705-0.00027796i,1.6302e-05-6.621e-05i,0.0003405+0.00017743i,0.00035302-0.00028688i,0.00040807-0.00064449i,0.00091702-4.1291e-05i
0.0020195-0.00012192i,0.00052874-0.0016116i,-0.00028189-0.0046906i,-0.0020298-0.0056587i,-0.0037916-0.0049118i,-0.0033374-0.0026044i,-0.0015699-0.00046613i,-0.00071743-0.0005i,-0.00071324-0.0011846i,-0.0012293-0.00086004i,-0.0010657-0.00017878i,-0.0008754+7.7609e-05i,-0.00061536+0.00043846i,0.00029925+0.00027302i,7.0104e-05+0.00019484i,-0.00042376+0.00027246i,-9.2041e-05+0.00020877i,-0.00018091-0.00011178i,-0.00032689+0.0001677i,-0.0004224+0.00034321i,-0.00062928-0.00026087i,-0.00048822-0.00077341i,0.00015869-0.00022694i
-0.0018737-0.0028286i,-0.0039987-0.0024505i,-0.0050074-0.0015634i,-0.005567-0.00011268i,-0.0053603+0.0018379i,-0.0036418+0.0023371i,-0.0016617+0.001061i,-0.00016407-0.00021013i,0.00016817-0.00094849i,-0.00015091+5.9841e-05i,-0.00057776+0.000968i,-0.00029306+0.00058354i,-0.00019605+0.00030373i,0.00029693-0.00021664i,0.0004575-0.00047834i,-0.0006821-0.00030603i,-0.0014755-0.00013125i,-0.0005767+0.00031152i,0.00061152+0.00056647i,0.00079096-3.7948e-05i,0.00022356-0.00065502i,-2.3572e-05-0.00096202i,0.00019419-0.00050556i
-0.0018377-0.0010368i,-0.0022716-6.5263e-05i,-0.0026627+0.0010378i,-0.0024826+0.0031357i,-0.0023137+0.0050264i,-0.00098427+0.0048041i,0.00051908+0.0023432i,0.0011423+0.00058122i,0.00058631+0.00013662i,-0.00069726+5.2524e-05i,-0.00069791-0.00027415i,-1.3178e-05-0.00034697i,-0.00053823+0.00013306i,-0.00026745+0.00033473i,0.00046398-0.00015715i,0.00047094-0.00021581i,0.00048826+0.00036946i,5.2218e-05+0.00083358i,0.0005071+0.0012023i,0.0014109+0.00073896i,0.00095065+0.00021743i,0.00040023+2.4764e-05i,0.00033238-0.00012523i
0.00026607+4.9434e-05i,0.0012439-0.00093288i,0.00072567-0.00070237i,0.00024344-0.0015596i,0.00070877-0.0018293i,0.001802-0.00040359i,0.0029507-0.00044556i,0.0017499-0.00038508i,0.00016326+7.0031e-05i,-2.2306e-05-0.0001721i,0.00010537-0.00056639i,0.00039279-0.00047061i,0.00081427+0.00012204i,0.00072243+0.00011623i,0.00024136-8.9478e-05i,0.00055559-0.000721i,0.00082123-0.00058674i,0.00076636-0.00024452i,5.1409e-05-6.8667e-05i,-2.0364e-05+8.3926e-05i,0.0011808-0.00020091i,0.0011635-0.00054196i,0.00026599-0.00025659i
0.0014332+0.00015371i,0.0010015-0.0015862i,0.00077886-0.0037571i,9.1611e-05-0.0045194i,-0.00065661-0.0036445i,-0.0012542-0.0027796i,-0.001123-0.0021902i,-0.00036963-0.0012429i,0.00069737-0.00040345i,0.0013467-8.0384e-05i,0.0014075+0.00064667i,0.00064708+0.0008795i,-0.00017835+0.00028794i,-0.00017213-0.00018422i,1.7233e-05-3.9148e-05i,-0.0006497+0.00067855i,-0.00051259+0.00026446i,0.00071887-0.0003823i,0.00074413-7.2773e-05i,0.00014498+9.7576e-06i,0.0001283+0.00022386i,-5.3451e-05-0.00032253i,-0.001018-0.0010819i
0.00029252-0.00089009i,-0.0012634-0.0028413i,-0.0025637-0.0036976i,-0.0040038-0.0040497i,-0.0045986-0.0033152i,-0.0042909-0.0015124i,-0.0032545-0.00065942i,-0.00096299-0.0002067i,0.0003093+5.1185e-05i,0.00033376-0.00019939i,0.00017202-1.2648e-05i,0.00033838+0.00025021i,0.00047913-8.3156e-05i,3.0439e-05-2.4384e-05i,-0.00034683-3.0682e-05i,0.00020967-0.00033343i,0.00050659-0.0003746i,0.00030288+0.00013266i,-0.00013589+0.00065284i,-0.00059741+0.00038301i,-6.2712e-05+0.00035547i,0.00083606-0.00017346i,0.00074001-0.0011367i
-0.0011591+3.5958e-05i,-0.0014741+8.9247e-05i,-0.0032186+0.00096405i,-0.0037193+0.0014493i,-0.0032396+0.0023867i,-0.0024686+0.0034817i,-0.00075768+0.0034787i,0.00053024+0.0022401i,4.865e-05+0.00075295i,-0.00022842+1.9847e-05i,0.00046497+0.00016407i,0.00079512+0.00018182i,0.00087092-0.0004213i,-0.00015415-0.0003821i,-0.0010202-0.00037395i,-0.00051762-0.00028118i,0.0001618-0.00010591i,-0.00035746-0.00038438i,-0.00072036-9.6146e-06i,0.00050538+8.4559e-05i,0.00069754+0.00015691i,-1.9393e-05-1.5552e-05i,-8.8384e-05-0.00038373i
-0.00057116-0.00029125i,0.0002466-5.5616e-05i,0.0013465+0.00073553i,0.00071857+0.0013716i,0.00055557+0.0012882i,0.0027709+0.0011443i,0.0035751+0.0012037i,0.0026604+0.00083976i,0.0017193+0.00016142i,0.00045623-7.1696e-05i,8.1246e-06-0.00034715i,-9.2337e-06-0.0004301i,-0.00055103+0.00032816i,-0.00019887+0.00095262i,0.00014908+0.00057433i,-0.00061938+0.00024257i,-0.00034096+0.00027025i,0.00015945-0.000348i,-0.00055349-0.00065186i,0.00039944+0.00015181i,0.0013482+0.00039388i,0.00062328-0.00034619i,0.00010883-3.8677e-05i
-0.0014249-0.0018415i,0.00041888-0.0018407i,-0.00012298-0.0020865i,-0.0005513-0.0025709i,0.00027207-0.0016338i,0.0013493-0.00096553i,0.0010494-0.0017008i,-6.9477e-05-0.0013041i,9.6151e-05-1.3964e-06i,0.0005107+0.00010675i,0.00055249-0.00015484i,0.0010014-0.00010709i,0.0011628-0.00045086i,0.00018809-0.0010298i,-0.00025776-0.001208i,-8.2103e-06-0.00048193i,0.0001016+3.5436e-05i,0.00035799+0.00051779i,0.00041838+0.00027742i,0.00018932-0.00048133i,0.0002532-0.00019121i,0.00011144+0.00059348i,-0.00018811+0.00069155i
0.0010754+0.0014043i,-0.00040599-0.001791i,-0.00060996-0.004321i,-0.0013006-0.0047761i,-0.0017258-0.0046762i,-0.0026891-0.0038398i,-0.003504-0.0023674i,-0.0019958-0.0011342i,2.8195e-05-0.0010214i,0.00085728-0.0009542i,0.00078538-0.00055313i,-0.00010374-5.421e-05i,-0.00010284+8.6554e-05i,0.00050646+3.7548e-05i,0.00026134-0.00031755i,0.00023186-0.00023625i,0.00019597+0.00035712i,-0.00031006+0.00081065i,-0.00050989+0.00055792i,-0.00055799+0.000252i,-0.00025883+0.00039668i,-0.00036392+0.00018339i,-0.00034989+0.00013607i
0.00090248-0.00010349i,-0.00046748-0.0023616i,-0.002372-0.0035635i,-0.0043792-0.0031001i,-0.0045741-0.0016248i,-0.0036443+0.0001577i,-0.0025705+0.00036342i,-0.0011174-0.00038636i,-0.00029338-0.00055646i,0.00035983-0.00030507i,0.00075307+5.0742e-05i,1.5763e-05+0.00038332i,-0.00045205-7.5418e-05i,-0.00074927-0.0001973i,-0.0011221-0.00037421i,-0.0004069-0.0010562i,-0.00053422-0.00062747i,-0.00072385+0.00066184i,-0.00040757+0.00079693i,0.00024224+0.00014838i,9.1067e-05+3.8303e-05i,-0.00061277-0.00060028i,-0.00016675-0.00079235i
0.00087619-0.00020807i,-0.001509+0.00025322i,-0.0038933+0.0016375i,-0.0036285+0.002391i,-0.0020021+0.0024064i,-5.6052e-05+0.0023592i,0.00060445+0.0017944i,0.00019822+0.00077801i,0.00055397+0.00017596i,0.00089906+0.00044479i,0.0005671+0.00067152i,-0.00038538-4.3596e-07i,-0.00086313+6.0837e-05i,-0.00079701+0.00094993i,-0.00021232+0.00012311i,0.00010842-0.00063873i,-0.00044098-0.00031723i,-0.00033864-0.00056055i,0.00056713-0.00091671i,0.00050116-0.00076465i,0.00027242+0.00021406i,-0.00017377+0.00082862i,-0.0003523+0.0011151i
-0.0013525-0.0021531i,0.00050231-0.00068796i,0.0014449+0.00015464i,0.0014165+4.982e-05i,0.0016421+0.00038436i,0.0023006+0.00013969i,0.0021044-0.00088089i,0.0012952-0.0011745i,0.0014198-0.00010858i,0.0014186+0.00072914i,0.00053353+0.00016493i,-0.00022684-0.00016881i,-0.00038858+0.00040884i,-0.00013361+0.00059243i,3.5104e-06-5.0019e-05i,-0.0001789-0.00037469i,-0.00092283-7.4618e-05i,-0.0010333-0.00016108i,0.00053187+0.00044025i,0.000641+0.00093289i,-0.00029353+0.00038014i,0.00024926+0.00017286i,0.00095627+0.00049082i
-0.0011738+4.4977e-05i,0.00053443-0.0011002i,0.0020404-0.0030476i,0.0014386-0.0045198i,-6.841e-05-0.0046018i,-0.00047427-0.0040547i,6.2917e-05-0.0028277i,0.00034372-0.0015233i,0.00069436-0.00088936i,0.0009095-0.00098136i,0.00048786-0.0015581i,5.0759e-05-0.00088261i,0.00041544+1.1616e-06i,0.00047693+0.00019066i,-0.00027782+0.00070078i,-0.00013873+0.00074656i,0.00046113+0.00079101i,0.00023384+0.00038529i,-0.00046496+8.501e-05i,-0.00036789+0.00069977i,-0.00015936+0.00059079i,-0.00036041-0.00024852i,-0.00049119-0.00031303i
0.00060795+0.00023229i,-0.00094367-0.0013963i,-0.0034578-0.0048171i,-0.0046658-0.0052845i,-0.004723-0.0028398i,-0.004404-0.0010081i,-0.0028754-2.1003e-05i,-0.00075165-0.00015646i,0.00034044-0.00040791i,-0.00022393-0.00066184i,-0.00039037-0.00055829i,-6.328e-05-0.00054642i,-0.00032541-0.00067902i,-0.0006071-5.078e-05i,0.00019517+0.00033412i,0.0012864+0.00048269i,0.00076078+0.00090891i,0.00025764+0.00065831i,0.0004449-0.00029378i,0.00053863-0.0007627i,0.0001781-0.00051087i,-0.00018661-9.0729e-05i,-0.00024105-3.0621e-05i
-0.0033385-0.0012223i,-0.0040125+0.00019592i,-0.0052658+0.0013751i,-0.005597+0.0015257i,-0.0046403+0.0025792i,-0.0021656+0.0037011i,-0.00054282+0.0024714i,-0.00026239+0.00086145i,-0.00049392+9.5221e-05i,-0.00094504+7.2235e-05i,-0.00045864+0.00011723i,0.00055202+2.9272e-05i,0.00010366-3.8551e-05i,-0.00092579-0.00012114i,-0.0011715-0.00018221i,-0.0004769-0.00040202i,-0.00014442-0.00036455i,-0.00035132-2.9415e-05i,-0.00027798+0.000569i,0.00022639+0.00064109i,0.00041146+0.00059063i,0.00059307-2.2923e-05i,0.00054349-0.00054109i
0.00080739-0.001326i,-0.00049574-0.00025233i,-0.0016089+0.00012393i,-0.0012184+0.0001727i,0.00030301+0.001415i,0.0021202+0.001975i,0.0030607+0.0011348i,0.0016614+4.8396e-05i,0.00037973+0.00017275i,0.00050233+0.00041753i,0.00028327+0.00028565i,-0.00015382+0.0005196i,-0.00069396+0.00030122i,-0.00092206-0.00061451i,-0.00040804-0.0010518i,0.00015856-0.00056604i,0.00024111-6.2457e-06i,1.057e-05+0.00045953i,-4.3338e-05+0.00032155i,-0.00010179-0.00034574i,0.00033911-0.00021754i,0.00074032-7.9172e-05i,0.00024643-0.00024347i
0.00059714+0.00072692i,0.0013997-0.00067799i,0.0023095-0.0015701i,0.0020837-0.0023231i,0.0024558-0.0023033i,0.0028877-0.0027054i,0.0019118-0.0027303i,0.0012921-0.0014381i,0.0020537-0.00048758i,0.0021079-0.0010003i,0.0017004-0.00080984i,0.0010851+0.00067383i,0.00051623+0.0011248i,0.00031789+0.00051469i,-1.471e-05-0.00030368i,-0.0007437-0.00043934i,-0.00049534-0.00031654i,0.00017026-0.00034571i,0.00051044+0.00011218i,-4.799e-05+0.00031374i,-0.00061542-9.3759e-05i,-0.00056285-0.00029973i,-0.00046342+0.00027435i
