-0.0023213-0.0001816i,-0.0019121-0.0023235i,-0.0012736-0.001195i,-0.00031484+0.00087287i,-0.00012766+0.0019605i,0.00046586+0.0012471i,0.00069286+0.00046808i,0.0013146+0.0014126i,0.0021022+0.0021529i,0.0015076+0.0015165i,0.00092436-2.3536e-05i,0.00069527-0.0006827i,-0.00066595-0.00084919i,-0.00077795-0.0011913i,-0.00047336-0.0011256i,-0.00029058-0.00017289i,-2.6062e-06+0.00043621i,-7.5663e-05-0.00019285i,0.00020357-0.0008652i,0.00017127-0.00079029i,0.00018289-0.00030165i,0.00097821-0.00027051i,0.00047933-7.4386e-05i
0.0017324+0.0012239i,0.0014575+0.0026761i,0.0029762+0.0020709i,0.0026277-0.00035006i,0.00095333-0.0013614i,-5.825e-05-0.00086308i,-0.00062032+0.0003287i,0.00024295+0.0013097i,0.0019035+0.0011055i,0.0023963-7.8277e-05i,0.0014117+7.9266e-05i,0.0010495+0.00060433i,0.0011648+0.00052727i,0.001079+0.00039788i,0.00098406+0.00013528i,-0.00010039+0.00039433i,-0.0012021+0.00079644i,-0.00097656+5.88e-05i,-0.0005143-1.3615e-06i,-0.00043267+0.00051899i,-0.00025985+0.00023524i,0.00042819+5.6571e-05i,0.00081335-0.00027998i
-0.00011725+0.0011707i,-0.00019041+0.0011546i,0.00062517+0.00077804i,0.0012897-9.8837e-05i,0.001772-0.00099488i,0.00061631-0.001376i,-0.00095352-0.00010721i,-0.00023671+0.0015359i,0.0014849+0.0024268i,0.0018041+0.0017583i,0.00087578+0.00042575i,0.00014263-0.00045636i,-0.00017214-0.00065955i,0.00044804-0.00070817i,0.00076506-0.00040663i,0.00074593+0.00030918i,0.00068207+0.00010589i,0.00040161+0.00015092i,0.0001072+0.00090227i,-0.00026419+0.00060491i,-0.00062493+0.00012398i,-0.00029896-8.9591e-05i,-0.00047386-0.00043736i
0.00064441-0.00077381i,-0.00033801-0.00061633i,-0.00069126-0.00056638i,0.00060098+3.689e-05i,0.00038793+9.1561e-05i,-0.00025087+0.00019453i,-0.00077331+0.0010295i,-0.000363+0.0016662i,0.0014771+0.0017811i,0.0018533+0.00083789i,0.00099524+7.5503e-05i,0.00062074-0.00033223i,0.00081658-0.00033796i,0.0004793-0.00029229i,0.00033637-0.0010709i,0.00032619-0.0014113i,0.0001981-0.00056765i,0.00059298+0.00077595i,0.00065089+0.0010307i,-0.00019827-5.8559e-05i,-0.00072288-0.000881i,-0.00021692-0.00057509i,0.0004888-0.0001971i
0.00046562+0.00031314i,0.0009983+0.00079318i,0.0021395+0.00051951i,0.002322-0.00044473i,0.0016856-0.0022785i,0.00075516-0.0019875i,5.3376e-05+0.00031057i,0.00012663+0.0018658i,0.00052133+0.0014502i,0.00086224+0.00061225i,0.00082998+0.00011949i,0.00080069-0.00027788i,0.00049603-5.2231e-05i,-6.8281e-05-0.00056863i,7.4189e-05-0.0012016i,0.00042228-0.00057387i,0.0004576-0.00040117i,0.00031959-0.00078043i,0.00061752-0.00076138i,0.00072244-0.0001762i,0.00011022+0.0001932i,0.0001675-0.00039717i,0.00059995-0.00089396i
0.00020898-0.00018335i,-0.00015163+0.00090239i,-5.8468e-05+0.0015579i,0.00030647+0.0006254i,0.00038003-0.00031638i,-0.00051055-0.00071998i,-0.00070878+0.00011865i,0.00061105+0.0022153i,0.0015561+0.0033451i,0.0020403+0.0026208i,0.0015982+0.0010227i,0.0011441-0.00032751i,0.001257-0.00042345i,0.00061678-7.0116e-05i,0.00025356-0.0001176i,0.00058214+0.00027916i,0.00017511-8.6065e-05i,0.00011846-0.00080905i,0.00063053-0.00036232i,0.00028867+0.00074616i,0.00060456+0.00073336i,0.00035785-9.2884e-05i,-0.00020841-0.00041837i
0.00082891-0.00087511i,0.00082508-0.0002051i,0.00068464-0.00020015i,0.0023649-4.6092e-06i,0.0031022-0.0013855i,0.0015979-0.0020499i,0.00038908-0.00062516i,0.0015012+0.00061691i,0.0021602+0.0010857i,0.0019808+0.00080007i,0.0010579+0.00078792i,-0.00012343+0.00039916i,-0.00035418-9.1328e-05i,-7.7999e-05-0.00016236i,0.00051977-0.00013129i,0.00058522-0.00025347i,0.00033311-0.00059414i,0.00044961-0.00041126i,-3.1054e-05+0.00010983i,-0.00069373-0.00035134i,0.00018124-0.0009004i,0.00035741-0.00040012i,-0.00063767+5.5048e-05i
0.0010824+0.00047938i,-0.00049184+0.0012048i,-0.00065047+0.0014837i,0.00082343+0.00017259i,0.0010845-0.00099608i,-0.00045483-0.00018816i,-0.00087797+0.0010912i,-3.9241e-05+0.0017343i,0.00099957+0.0011464i,0.0016128+0.00044205i,0.00048886+0.00094204i,-0.00071988+0.00082679i,-0.00068401+0.00032806i,0.00018868-0.00023773i,6.3259e-05-0.00079191i,-0.00082198-0.00076586i,-0.00013488-0.00067626i,0.00082867-0.00023554i,0.00086132+0.00034511i,0.00040103+0.00018509i,-1.9858e-05-0.00028938i,-0.00023448-0.00089182i,-0.00017544-0.00080729i
0.00026575-0.00057136i,-0.00023626-0.0014949i,-5.0638e-05-0.0015427i,0.0010724-0.0010482i,0.0014607-0.0013132i,0.00087617-0.00092837i,0.0005643+0.000494i,0.001182+0.0017941i,0.001701+0.0023302i,0.0016276+0.00079631i,0.0016128-0.0012613i,0.00092652-0.0011828i,-0.0001074-0.00049518i,-0.00018439-0.00029237i,-8.7196e-05-0.00089038i,-0.00020974-0.00077707i,0.00029304-0.00035951i,0.00062854-0.0011931i,-4.2608e-05-0.0011067i,9.4471e-06-0.0001629i,0.00012011+0.0002844i,-9.2013e-05-0.00012365i,0.00028682-0.00027037i
0.0010538+7.8073e-05i,0.0019545+0.0011598i,0.0020602+0.0012722i,0.0011181+0.00022926i,-0.00032977-0.0011855i,-0.0011531-0.00057749i,-0.00088003+0.00036645i,0.00025962+0.0011634i,0.00061805+0.0015144i,0.00065173+0.00099621i,0.0010091+0.00042902i,0.0010282+0.00023771i,0.0011296-0.00014466i,0.0010545-0.00054944i,0.00015564-0.00068087i,-0.00046677-0.00059733i,-7.3203e-05-0.0007916i,0.00021013-0.00072305i,7.0079e-05-0.00027366i,0.00033429-0.00052247i,0.00075561-0.00032658i,0.0011219-0.00010044i,0.00035975-0.00043194i
-0.00066869-5.6622e-05i,-0.0012941+0.00029237i,-0.0010242+0.00032872i,-0.00024368+0.00059486i,-6.3514e-05+7.7799e-05i,-0.00022359-0.00024742i,-3.3496e-05+0.00058174i,0.00094267+0.0013805i,0.001746+0.0016819i,0.0011263+0.0013059i,0.0002153+0.00040319i,3.4822e-06-0.00065996i,0.00054477-0.00084905i,0.00099936-0.00046686i,0.00020612-0.00041522i,-0.00036881-0.00073649i,-0.00025391-0.00076596i,-0.00012112-0.00034215i,-0.0001481-0.00048572i,-0.00027426-0.00042145i,1.5498e-06+0.00023834i,0.0004488+0.00050367i,0.0003647-0.00023339i
-0.00067097+0.0002398i,-0.0003527-0.00015137i,1.2462e-05+0.00036691i,0.00014265+0.0010251i,0.00098877+0.00058753i,0.00082912-0.00094028i,-0.00020263-1.7683e-05i,7.3524e-05+0.0017405i,0.00062166+0.0011831i,0.00072635+0.00028615i,0.0012674+0.00021892i,0.0014585-5.6177e-05i,0.00048604-0.00027332i,-0.00035078-6.2663e-05i,-0.00096389-0.00017071i,-0.00047848-0.00040073i,0.00032009-6.9424e-05i,0.00013295-0.00015911i,0.00053643-0.00040918i,0.0011613-0.0005746i,0.00063745-0.00073885i,-0.00023126-0.0001292i,-0.0001523+0.00071626i
0.00064792+0.00077753i,0.00073322+0.00037325i,0.001195-0.00020731i,0.0013093-0.00053625i,0.0014605-0.00063863i,0.00046245-0.00076794i,1.8509e-05-0.00062481i,0.00033475+0.00081812i,0.00077676+0.0017175i,0.0011002+0.0010866i,0.00040354+7.6272e-05i,-0.00016024-0.00062898i,0.0002991-0.0014828i,0.00088258-0.0010244i,0.00072076+2.0554e-06i,4.6216e-05+0.00020813i,-0.00085428-0.00040779i,-0.0011071-0.00048075i,-0.00057918+9.4427e-05i,6.7109e-05+0.00080351i,-0.00014139+0.00090332i,6.5302e-05+0.00043545i,0.00032807-0.00047018i
0.00063648+5.5097e-05i,0.00015597+0.00063505i,-0.00043511+0.00079711i,-0.00011376+0.00063374i,0.00014267-0.00023547i,-0.00061922+0.00013877i,-0.00063785+0.0015983i,-0.00017005+0.0024618i,0.00070458+0.0016429i,0.0011102+0.00041606i,0.0003604+3.1785e-05i,5.6515e-05+8.9806e-06i,0.00017365-0.00035685i,0.00073279-0.00033539i,0.00070179-0.00058721i,2.6423e-05-0.00074328i,-0.00011265-0.0001168i,2.349e-05-4.8392e-05i,-2.2801e-05-0.00089579i,-0.00021744-0.001014i,-0.00042183-0.00023525i,-8.7065e-05-0.00054542i,0.00075588-0.00072114i
-0.00078746+0.00061518i,0.00031548+0.00042087i,0.0013913+0.00015289i,0.0019978+0.00027537i,0.0014121-0.00040792i,0.00066148-0.00081943i,0.00037435+0.00023131i,0.00073692+0.0016251i,0.0014445+0.0014504i,0.0015041+0.00042536i,0.0008489-0.00013915i,0.00025769+0.00014787i,0.00026794+7.3391e-05i,0.00037223-0.0005645i,0.00035974-0.00086241i,0.0006232-0.0013265i,0.0010392-0.0008446i,0.00072705+6.5103e-05i,0.00060578+0.00073539i,0.00059545+0.00070076i,0.00022889+3.8045e-05i,0.00018155+0.00049308i,0.00024966+0.00023537i
0.00086941+0.0018825i,0.00012182+0.0024663i,0.00049897+0.0011786i,0.0019895-0.00046921i,0.0033758-0.0014775i,0.0015454-0.0014431i,0.00013184+1.638e-05i,0.00068738+0.0013346i,0.0012027+0.0020147i,0.0012532+0.0012124i,0.00074703-0.00044284i,0.00010047-0.00035857i,-0.00066183+0.00031074i,-0.00031228-0.00050272i,0.00032407-0.00091976i,0.00032149-5.3648e-05i,0.00024915+0.00017391i,0.00032957+0.00038139i,0.00022225+0.00021069i,-4.6236e-06-0.00075166i,2.3712e-05-0.001158i,0.00029013-0.00096081i,0.00064479-0.0006052i
-0.00058098-0.00063028i,-0.0010875-0.00016953i,-0.0011482+0.00050781i,-0.00034702+0.00048103i,-0.00043293-0.00066576i,-0.00079146-0.0012941i,-0.00062151+0.00013949i,0.00075677+0.0019549i,0.00085426+0.0018245i,0.0002317+0.0009441i,0.00089009+0.00041667i,0.00085747+6.0171e-06i,7.2051e-05-0.00027177i,0.00024623-6.9528e-05i,0.00048569-1.1977e-05i,-0.00010022+0.00010701i,-0.00015444+5.9919e-05i,0.00027102-0.00041897i,0.00045025-0.00056859i,0.00029704-0.00024072i,0.00023464-0.00027191i,8.8148e-05-0.00039905i,-0.00070493-0.00060219i
0.00092152+0.0004424i,0.0021602+0.00038162i,0.0020996+0.00016266i,0.0020676+0.00077145i,0.0027854+0.00051371i,0.0015365-6.4516e-05i,-0.00043724+0.0011517i,-0.00011371+0.0019828i,0.00050657+0.0012124i,0.0009225+0.00025242i,0.00075872+6.0697e-05i,0.00031546-0.00015353i,0.00028305-0.00055747i,-2.8493e-06-0.0011612i,0.00038805-0.0010717i,0.00058884-0.00018086i,0.00020771-6.7625e-05i,0.00032827+0.00012326i,0.00054485-0.00015698i,0.00022091-0.00052478i,0.00016618-0.00055443i,0.00025993-0.00019672i,0.00030722+9.7211e-06i
-0.0004375+0.00039756i,-0.00062433+0.00065824i,0.00010019+0.00065794i,0.00086099-0.00036125i,0.0007248-0.0015372i,-9.7622e-05-0.00087391i,-0.0006378+0.00093489i,3.8264e-05+0.0016425i,0.0015177+0.0012045i,0.0021465+0.00050047i,0.0019569+0.00014635i,0.0012531+0.00028862i,0.00073594+4.6982e-05i,0.00048664-0.00062354i,0.0005525-0.0011029i,0.00044323-0.00056476i,0.00036255-0.00034502i,0.00034325-0.00035906i,0.00019805-0.00060954i,0.00029054-0.00097858i,0.00032275-0.0012312i,0.00038876-0.0011104i,0.00020962-0.00033168i
0.0004347-0.00021785i,0.00072391-0.0015461i,-0.00029945-0.0013499i,-0.00043618-0.00050807i,0.0009339-0.00091007i,0.00079091-0.00075729i,-3.9654e-05+0.0010238i,0.00059293+0.0025639i,0.0014979+0.0022421i,0.0014619+0.00065489i,0.00072088-0.00051471i,0.00064932-0.00059678i,0.0010081-4.145e-05i,0.00087382-0.00029554i,0.00050727-0.0013077i,-0.00025235-0.00074065i,-0.00040806+6.5289e-05i,-0.00072267+8.8485e-05i,-0.00071149-0.00010682i,-0.0008481-6.3513e-06i,-0.00092337-0.00061921i,-1.3751e-05-0.0010977i,0.00014128-0.00014015i
-0.0015599+0.00041679i,-0.00014224+0.0012988i,0.00055514+0.0010757i,0.00064943+0.0011221i,-7.2316e-05-0.00010171i,-0.00079886-0.00045867i,4.2461e-05+0.00043338i,0.00086279+0.0014838i,0.0004875+0.0017243i,0.00017659+0.00051809i,0.00059214-0.0003774i,0.00062377-0.0001627i,0.00042727+0.00022966i,0.00030791-0.00047376i,0.00028895-0.00058148i,-9.3907e-05-0.00027363i,-0.00097301-0.0004679i,-0.00032722-0.00050945i,0.000789-0.00021825i,0.00027708-0.00028634i,0.00015313-0.00029548i,0.00056956+0.00010735i,0.00045548-0.00015583i
-0.00047256+0.00028645i,-0.00037926-4.0339e-06i,0.00042519+0.00015363i,0.00068355-5.0115e-05i,0.0005236-0.00095944i,-6.1903e-07-0.0011701i,-7.112e-05+0.00030051i,0.00030477+0.0017888i,0.001055+0.00012552i,0.0014928-0.0013526i,0.0012982-0.00097724i,0.0014497-0.00045556i,0.0014296+0.00016834i,0.0012228+0.00052967i,0.0014062-0.00022091i,0.0010844-0.00069948i,0.00086964-5.5503e-06i,0.0013184+0.00080619i,0.0011397+0.00036517i,0.00032213-0.00036343i,-0.00032945-0.00025123i,-0.00076175-0.00029063i,-9.4665e-05-0.00047262i
0.00068668+0.0014868i,-0.0010248+0.0017659i,-0.00045423+0.0013461i,-0.00010253+0.00092958i,0.0002166+0.00025098i,0.00081252-0.00032738i,0.00038673+0.00019227i,0.00075019+0.0012344i,0.0017893+0.0014633i,0.0019498+0.0004926i,0.00085239-0.00041355i,0.00029585-0.00033601i,0.00018066+0.00031663i,-0.00028304+0.00072647i,-0.00029315+0.00010828i,-0.00078875-0.00036108i,-0.0006791+0.00010939i,-0.00024025+0.00082193i,-0.00031836+0.00069043i,-0.00011494+0.00049318i,7.744e-05+0.00024781i,-0.00014567+0.00012074i,-0.00039247+9.3221e-05i
-0.0014848-0.00017307i,-0.00039745-0.0006054i,0.00057637+0.00065869i,0.00093205+0.0011263i,0.0016121+0.00042497i,0.000721-0.00020049i,-0.00097974+0.00061541i,-0.0006071+0.0018429i,0.00031671+0.0013485i,0.00038146+0.00027742i,0.00020017-0.0001106i,0.00051704-0.00036028i,0.0010607-3.6032e-06i,0.00065578+0.00067567i,2.1678e-05+0.00085877i,0.00018677+4.6181e-05i,0.00036244-0.00014228i,0.00018523+9.1667e-05i,-0.00013809+1.8144e-05i,-0.00042514-0.00045422i,-0.00032486-0.00089702i,-0.00012987-0.00089323i,-0.00044803-0.001085i
0.0002811+0.00027297i,0.00038314+0.00078434i,0.0018547+0.0011677i,0.0033083+0.00024059i,0.0027936-0.0008529i,0.00090943-0.0012691i,-0.00075749-1.3024e-05i,-0.00092908+0.0021709i,0.00055057+0.0020652i,0.0019256+0.0010406i,0.0015179+0.00099188i,0.00028013+0.00028869i,-1.1759e-05-0.00076324i,0.00032547-0.0014936i,4.8624e-05-0.0013718i,-0.00061737-0.00021455i,-0.00061644+0.00049386i,7.0729e-05+0.00068551i,0.00090699+0.00052144i,0.00061508+0.00014497i,-0.00029769-0.0002024i,-0.00043691-0.00029965i,-0.00026367-0.00036092i
-0.0011652-0.001287i,-0.0018564-0.0014593i,-0.0015087-0.00078196i,-0.00029033-0.00067599i,-0.0002338-0.00068942i,-0.00035107-0.00051457i,-0.00052682+0.00010536i,-0.0004968+0.0015288i,0.0010466+0.0023776i,0.0019565+0.0017652i,0.0012542+0.00073866i,0.0011873+0.00012744i,0.0011677-0.00037039i,0.00059014-0.0011906i,0.00061716-0.001044i,-7.8303e-05-0.00045093i,1.5211e-05-0.00028348i,0.0002576+7.4096e-05i,-0.00010473+1.5167e-05i,-0.00017298-0.00033423i,-0.00045121-0.00063288i,-0.00022953-0.00052796i,2.2957e-05-0.000382i
0.0017364+0.00017861i,0.0019695-8.6696e-05i,0.0031215+0.00013536i,0.0030417+0.0010869i,0.0024334+0.00060437i,0.0011034-0.00037511i,-0.00046188+0.00092712i,-0.00027793+0.0020019i,0.0010083+0.0019841i,0.0014004+0.00089601i,0.0010814-0.00027299i,0.00069059-0.00040412i,0.00064321-0.00014911i,0.00057669-0.00028592i,-0.00025766-6.0485e-05i,-0.0008624+0.00056663i,-0.00081919+0.00016407i,-0.00096942-0.00018366i,-0.00041144-0.00041765i,0.00090799-0.00023258i,0.00078249-0.00023819i,0.00026554-0.00047004i,0.00054493-0.00038825i
-0.0003432+0.0014931i,0.00015674+0.0021533i,0.00064296+0.0022941i,0.00062735+0.00040567i,0.001122-0.00147i,0.00046256-0.0019397i,-0.00077839+4.493e-05i,-0.00022262+0.0022882i,0.00092315+0.0026918i,0.0006207+0.0017471i,0.00014785+0.00063998i,0.00068677+0.00064628i,0.00086843+0.00071197i,9.9906e-05+0.00011316i,-0.00019446-0.00015364i,-0.00045727+0.00045124i,-0.00037261+0.00057424i,0.00029076-0.00036736i,0.00088196-0.00089065i,0.00095272-0.00046735i,0.00042334+0.00025917i,-2.0003e-05+0.00034599i,-0.00022015+7.9166e-05i
0.000746+1.5452e-05i,0.00016525-0.00017336i,0.00068526-0.0012735i,0.0014263-0.0020521i,0.0016771-0.0025416i,0.0012786-0.0025163i,-0.00044726-0.00077551i,-0.00043829+0.0012963i,0.0010883+0.0011178i,0.0018545+0.00068885i,0.0011158+0.00020006i,-6.7789e-05-0.00023242i,-0.00059811+7.1013e-05i,-0.00053724+0.00020705i,-0.00030696+0.00013433i,0.00031351-0.00010765i,0.00032055-0.00019654i,0.00035522+8.9905e-05i,0.00077725+0.00042343i,0.00047826+0.00044626i,0.00022949+0.00031802i,0.00060872-1.6776e-05i,1.3009e-05-0.00054313i
0.00044284+0.00011989i,0.00056176+0.00069665i,0.0015843+0.00084773i,0.0010717+0.0011817i,-0.00026101+0.00023836i,-0.0007989-0.0004184i,-0.00051801+0.00027921i,-0.00010379+0.00070676i,0.00067664+0.00055351i,0.00038818+0.00037602i,0.00025+0.00021063i,0.00084768-0.00020685i,0.00020896-0.00081853i,-0.00015091-0.00069198i,3.6556e-05-0.00060496i,-0.00031847-0.0012461i,-0.0006634-0.0017097i,-1.4906e-05-0.0011682i,0.00076221-0.00012113i,0.00024945+0.00071923i,0.00023809-0.00013734i,0.00024903-0.0010529i,-0.00053353-0.00085381i
0.00078777-0.0003149i,0.00015701-0.00065125i,0.00089756-0.00088815i,0.0027516-0.0013085i,0.0033411-0.0017919i,0.0016825-0.0011055i,-7.2452e-05+0.0003155i,0.00031816+0.0013737i,0.00095295+0.0016415i,0.0012816+0.0015022i,0.0013153+0.0013141i,0.0004801+0.00063415i,-0.00039947+0.00030304i,-7.7781e-05+0.00043072i,0.00045905+0.0005068i,0.00050146+8.4122e-05i,0.00016899-0.0003815i,-0.0005857-0.00032549i,-0.0006852-0.0004263i,-0.00037752-0.00031167i,0.00016386-5.1985e-05i,0.00066111-0.00020863i,0.00070675-0.00029298i
0.00018254+0.00027604i,0.00014706+0.00097313i,0.00094104+0.00099324i,0.0017755+0.00018455i,0.0021133-0.00086189i,0.0013798-0.0011941i,0.00019616+8.2311e-05i,0.00022146+0.00083584i,0.00055533+0.0011861i,0.0012694+0.0017346i,0.00082425+0.00090105i,-0.00038084-0.00018197i,-0.00039513-0.00067217i,0.00010317-0.00053841i,-0.0003209-0.00038601i,-0.0010866-5.3181e-05i,-0.0011312+0.00039706i,-0.00026158+0.00027263i,0.00045786+0.00017306i,0.0001044-0.00031323i,0.00034991-0.0011831i,0.0011181-0.00069683i,0.00097687+0.00020931i
0.00041849-0.00030748i,7.3161e-05+0.00020014i,0.0016706+0.00098445i,0.0024492+0.00062252i,0.0018489-0.00060573i,0.00034752-0.0013679i,-0.00059251-0.00033463i,0.00034305+0.00083883i,0.0017702+0.001246i,0.0019746+0.0010127i,0.0011156+0.00027145i,0.0006096-0.0004158i,0.00046217-0.00054237i,2.9941e-05-0.00020213i,-0.00061918+3.6342e-05i,-0.00055326+0.00019116i,-0.00029042-0.00059752i,-0.00034959-0.00075537i,6.8982e-05-0.00036773i,0.00074145-0.00042414i,0.00040439+3.0992e-05i,-5.6372e-05+0.00044154i,0.00045564+0.00012134i
-0.0012963-0.00050394i,-0.00027754-0.0002087i,-0.00068417+0.00050465i,-0.00070958+0.00049515i,2.5163e-05-0.00034458i,0.00055201-0.00074487i,0.0008287+0.00091631i,0.0014426+0.0023263i,0.0017855+0.0018228i,0.001607+0.00079142i,0.001275+4.6577e-05i,0.00077986-8.0746e-05i,0.00090827-6.4025e-05i,0.00099134-0.0005686i,0.00077711-0.00076251i,0.00030896-0.00039055i,0.00020329+0.00032513i,0.00042795+0.0010149i,0.000699+0.00097051i,0.00039905+0.00039363i,-0.00016424+0.0003512i,-2.7812e-05+0.00018389i,0.00018509-8.6318e-05i
0.00045821-0.00059603i,0.0011792+0.00057082i,0.00163-0.00044427i,0.0019425-0.0013242i,0.0020003-0.00092188i,0.00036-0.00011827i,-0.00064454+4.5413e-05i,0.00065843+0.00031646i,0.00078783+0.00080701i,0.00014026+0.00017285i,0.00019039-0.00077297i,0.00026477+2.8189e-05i,0.00044175+0.0009038i,0.00074262+0.00059067i,0.0001826+0.00029877i,-0.00053261-0.0001368i,-0.00017257-0.00018191i,4.1819e-05+1.4247e-05i,0.00023885+0.00026522i,0.00054293+0.000286i,0.00035341-0.00011958i,0.00023365-0.00010279i,0.00010137-0.00020368i
0.00076961+0.0010264i,-0.0006359+0.0012899i,-0.00054734+0.001666i,0.00011143+0.0007741i,-0.00016443-0.00070695i,-0.00041772-0.00085809i,-0.00061933-7.9062e-06i,-0.00039314+0.0017807i,0.00048915+0.0019933i,0.00078746+0.0010397i,0.00070588+0.0003314i,0.00064531-6.3285e-05i,0.00069834+1.8754e-05i,0.00088871+0.00020131i,0.00081725-0.00024286i,0.0005837-0.0007795i,-0.00016443-0.0010717i,-0.0001528-0.00060701i,0.00052012+2.353e-05i,0.00020888-0.00056249i,0.00011969-0.0010744i,0.00050216-0.0003276i,0.0007207+8.7987e-05i
0.00029801-0.00015777i,-0.00023458-0.0011923i,-0.00059842-0.0013224i,0.00012931-0.00064731i,0.00075646+1.3529e-05i,0.00022405-0.00040674i,-0.00035604-9.844e-05i,0.00037052+0.00054104i,0.0014702+0.0011376i,0.0013725+0.0010343i,0.00082168+0.0002892i,0.00054694-9.4884e-07i,0.0006746-0.00028354i,0.0011183+4.2295e-05i,0.0010346+3.3123e-05i,0.00031878-0.00050314i,-0.00018856-0.00074267i,0.00035162-0.0003205i,0.0011428+0.00068782i,0.0010987+0.00020955i,0.00047647-0.00036397i,0.0001757+0.00034558i,1.5038e-05+0.00043195i
0.00038512-0.00083379i,0.0017999-0.0013535i,0.0022897-0.0011876i,0.0024114-0.0012321i,0.00204-0.00040995i,0.00049558+7.6305e-05i,-0.00046979-0.00013439i,0.00065408+0.00053025i,0.0018371+0.0011765i,0.0015577+0.0011646i,0.00098224+0.00030767i,0.0002383+0.00032762i,0.00044713+0.00043084i,0.00086926-0.00025388i,0.0007781-0.00049004i,3.0019e-05-0.00021447i,-0.00089258+0.00071608i,-0.00090714+0.00050117i,-0.00032359-0.00019873i,0.00058695-0.00036379i,0.00042077+8.557e-05i,-0.0001655+0.00042199i,-0.00013851+7.2344e-06i
-0.0013774-0.00035447i,-0.00021928+0.0016707i,0.00078547+0.0039025i,0.0011145+0.0024742i,0.0012316-0.00029395i,0.0015048-0.00094101i,0.00066569+0.0010037i,-5.3596e-05+0.0024893i,0.001161+0.001732i,0.0026628+0.00052043i,0.0024404+7.5459e-05i,0.0014516-0.00029444i,0.0004565-0.00071176i,0.00019049-0.0013159i,0.00029947-0.0014627i,0.00016856-0.0011756i,-0.00035815-0.00027108i,-0.00079536+0.00030706i,-0.00049483+0.00031147i,0.00049955+0.0002449i,0.00063373-0.00032212i,0.00048864-0.00065437i,0.00054091-0.00011567i
0.00062265-0.00060252i,-0.0006645-0.00032872i,-0.00091888-0.00038656i,0.00032455-0.00042957i,0.0011864-0.00082427i,0.0002089-0.0016028i,0.0002697-0.00065938i,0.0015408+0.0016878i,0.0024051+0.0024553i,0.0020928+0.0018991i,0.0017028+0.00056502i,0.0016742-0.0001238i,0.00090585-0.00029152i,0.00046424-0.0004733i,0.00072263-0.00058142i,0.001122-0.00063481i,0.0012774-0.00048294i,0.00084602-0.0010607i,0.00058917-0.0010927i,0.00026406-0.00046374i,0.00077298-0.000525i,0.0012627-0.00079863i,0.00070359-0.00067733i
0.0020939+0.00028003i,0.0010831+0.00011111i,0.0012854-0.00034548i,0.0019299-0.00082926i,0.0016091-0.00087042i,-0.00025621+2.9016e-05i,-0.0014576+0.0010626i,-0.00048014+0.0019883i,0.0010217+0.0018135i,0.0015265+0.0015283i,0.00097016+0.0010406i,-7.6217e-05-4.2859e-05i,-0.00014003-0.00083348i,0.00015687-0.00073616i,-0.00055745+7.1156e-05i,-0.00066833+0.00028781i,-0.00043819-0.00030124i,-0.00022619-0.0011018i,-0.00019777-0.0008268i,-0.00010587+0.00035388i,0.00025395+0.00053904i,0.00039877+5.5525e-05i,0.0001318-0.00019937i
-0.00019435-0.00018071i,0.00054041-0.00035374i,0.0013516-0.00014185i,0.0014891-0.00043827i,0.0013476-0.0017124i,0.00079322-0.0020713i,-0.0003301-0.0011245i,-0.00064137+0.00091524i,0.00012483+0.002073i,0.00089289+0.00046459i,0.0007809-0.00047144i,0.00059507-0.00018136i,0.00031345-0.00034121i,-0.00091008-5.7489e-05i,-0.0015751-7.8752e-05i,-0.0010021-0.00018351i,-0.00029476+6.7618e-05i,0.00048859-6.6234e-05i,0.00081898-2.826e-05i,0.00038307+0.00047717i,0.00030948+0.00065413i,0.00059421+0.0006141i,0.00059639+0.00045308i
-0.00082358+0.00080566i,-0.00058392+0.00077761i,-0.0012533+0.00083634i,0.00013709+0.0014887i,0.0018898+0.001801i,0.0014829+0.00057373i,0.00029142+0.00059893i,0.00019948+0.0020528i,0.00079916+0.0025125i,0.00095716+0.0019241i,0.00073805+0.00083023i,0.00036038-0.00022583i,0.00049045-0.00086518i,-3.5191e-05-0.0013598i,-0.00083661-0.0010484i,-0.00053872-0.00040851i,4.5464e-05-0.00021852i,8.1413e-05+0.0002271i,-0.00044605+0.0001367i,-0.00026906-0.0006646i,0.00048031-0.0010061i,-0.00019728-0.00096961i,-0.0015139-0.00040254i
0.00073701+0.00030419i,0.0001301+0.0010324i,0.00061851+0.00068079i,0.0014337-0.00013497i,0.00086099-0.0016691i,-0.00018472-0.001797i,2.3783e-05+0.00027741i,0.00027384+0.0022069i,0.00057143+0.0016222i,0.00084249+0.00043254i,0.00066017+0.00010292i,0.00045702-0.00041559i,0.00098187+0.0001719i,0.0013293-0.00010632i,0.00094363-0.0006407i,-0.00029814-0.0001451i,-0.0010854-0.00016299i,-0.00074441-0.00010927i,-0.00021469+0.00010009i,0.00023276+0.00013503i,0.00063236+9.2421e-05i,5.9296e-05+0.00046833i,-0.0006548-0.00021874i
