-0.00096847+0.00039198i,0.00042337-0.00062614i,0.00065498-4.9004e-05i,0.00050988+0.00077971i,0.00028425+0.00037719i,-0.00025528+0.00030054i,-0.0015187+0.00083606i,-0.0010566+0.0014909i,0.00010775+0.0011982i,0.00012121+0.00035032i,0.00075476-0.00012591i,0.00051486+0.00035359i,-0.00035009+0.00081751i,-0.00013246+0.00013997i,0.00032623-0.00089891i,0.00037073-0.00055638i,0.0003017+0.00074051i,0.00031672+0.00068486i,0.00041351+0.00027616i,0.00047521+0.0004286i,-6.1926e-05+0.00084964i,-0.0010029+0.00069923i,-0.001126-0.00062765i
0.00022743-0.0011313i,0.0008074-0.00081053i,0.0011762-0.00052653i,0.0010491+0.0012426i,-2.664e-05+0.0022073i,-0.001021+0.0012291i,-0.0012631+0.00024367i,-0.0013713+0.00063235i,-0.0013316+0.00073118i,-0.00078822+0.00017964i,-8.671e-05+0.0001616i,0.00022062-0.00010292i,0.00033615+0.00022694i,-1.755e-05+0.0013806i,9.6356e-06+0.00064551i,0.00035776-0.00026725i,-2.3329e-05-0.00048258i,-0.00053502-0.00021335i,0.00019412+0.00071971i,0.00082185+0.00023213i,0.00086836-6.7537e-05i,0.00035906+0.00035352i,-0.00010793+1.1344e-05i
0.0015248-0.0011135i,0.001566-0.00058308i,0.0012075-8.6079e-06i,0.0012787+0.00048167i,0.0016151+0.00019945i,0.00055687+0.00017245i,-0.00059541+0.001163i,-0.00060885+0.001803i,1.6767e-05+0.0011534i,0.00055889+0.0001476i,0.00062504-0.00013801i,0.00068278-0.00040677i,0.00081915+0.00026507i,0.00066136+0.00057382i,0.0005421-0.00038597i,0.00031622-0.00072101i,0.00036049-0.00044163i,0.00038794-0.00031839i,0.00051145-0.0003125i,0.0008126-0.00010655i,0.00082965+0.00022731i,0.00080561+7.9084e-05i,0.0011174+0.00049031i
0.00024853-9.5073e-05i,-0.00052812+0.001554i,-0.0007468+0.0017337i,-0.00034795+0.0010408i,9.7418e-05+0.00012932i,9.0918e-05-3.9278e-05i,-0.00017529+0.00033383i,-0.00038202+0.00078084i,-0.00042189+0.00012992i,0.00046888-0.00099621i,0.0010716-0.00097841i,0.0011078-0.00026808i,0.0011574+0.00057884i,0.00026886+0.00072594i,-0.00027894-0.00016574i,-0.00020308-0.00021354i,-0.00011311+6.7783e-05i,0.00037102+0.00018753i,0.00084449+0.00016248i,0.0014145+0.00016108i,0.0010916+0.00021919i,-0.00041464+0.00055107i,-0.00080567+0.0002316i
0.00057715-0.00081102i,0.0012363-0.0019439i,0.0018316-0.0018789i,0.001918-0.00049704i,0.0014026+0.00039161i,0.00068683+0.00017738i,-0.00016645+0.00034276i,-0.00059563+0.00049905i,0.0002997+4.1193e-05i,0.00064195+0.0002683i,0.00040371+0.00038657i,0.00014362-7.3384e-05i,0.00025808+0.00023446i,0.00067695-1.0214e-06i,0.00057674-0.00039427i,0.00032416+8.671e-05i,-3.8983e-05-0.00014517i,0.00016131-0.00027025i,0.00048368+0.00055607i,-1.4479e-05+0.0004768i,6.2049e-06+2.8572e-05i,0.00036035+0.000219i,0.00022537+0.00011476i
0.0012409-0.00057284i,0.0017081+0.00082864i,0.0014035+0.00068219i,0.00035716+0.00018353i,-0.001068-0.00011052i,-0.0017487-0.00022255i,-0.0009807+0.00051756i,-0.00025592+0.000596i,0.00028236+0.00021042i,0.0013116+0.00051183i,0.0011809+0.00073782i,0.00048455+0.00092461i,0.00027022+0.00089402i,0.00037105+0.00014735i,0.00035809-0.00010321i,-0.00016211+7.8051e-05i,-0.00031324-0.00037593i,0.00037502-0.00063073i,0.00072128-0.00084803i,-4.7163e-05-0.00086064i,-0.00069479-1.9652e-05i,-0.00056843+0.00085838i,0.00019102+0.00049798i
0.00099702+0.0013422i,0.00078443+0.0017325i,0.0019915+0.0018193i,0.0027897+0.0012745i,0.00274+0.00087885i,0.0019269+0.0012249i,0.00050324+0.0013292i,-0.00053276+0.0012937i,-0.00060633+0.00058001i,-0.00057829+0.00043149i,-0.0004903+0.0007157i,0.00010857+0.0011782i,0.00016548+0.0015946i,0.00045353+0.0009637i,0.00037769+0.00036915i,0.00058712+0.00028553i,0.00084163+0.0004328i,0.00026991+9.2586e-05i,-0.00026351+0.00033851i,-0.00044947+0.0011676i,-0.00079194+0.00073999i,-0.00052507+0.00028117i,-0.00010411+0.00052984i
-0.0013414+0.00010664i,-0.0010603-0.00029595i,0.00016238+0.00089348i,0.0022978+0.00081539i,0.0029495-0.00016929i,0.0013975-0.00063368i,-0.00061255+0.00013276i,-0.0012561+0.0011792i,-0.00084746+0.00098628i,0.00014092+0.00085898i,0.00041023+0.0013427i,0.00020534+0.0009351i,0.00017598+0.00083606i,0.00031774+0.0010497i,0.00096536+0.00053525i,0.00103+0.00018087i,9.576e-05-0.00010524i,-0.00019411+3.7239e-05i,0.00018469+0.00043856i,0.00044166-0.00015304i,-0.00024038-0.00025057i,-0.0005468+0.00011616i,-0.0002791+0.00018826i
-0.0002759-0.00016938i,0.0018795-0.0004007i,0.0026292-0.00037607i,0.0022184-0.00047155i,0.00095696-0.0003707i,-0.00083996-0.0013808i,-0.0018492-0.0011521i,-0.0023573+0.0002342i,-0.001427+0.00016092i,-0.00023507-0.00044013i,0.00040455-0.00013956i,0.00058839+0.00014615i,0.00014403+8.7043e-05i,3.3381e-05+0.00010675i,0.00017052+0.00033118i,0.00010755+0.00013208i,0.00031531+0.0003805i,0.00089443+0.0008006i,0.00093914+0.00047389i,0.00023634+0.00019367i,-0.00027476+0.00037958i,-0.00067493+0.00015534i,-0.00063247-0.00050796i
7.1364e-05+0.00085867i,-0.00014158+0.0017907i,-4.8247e-06+0.0018774i,0.00055941+0.00085616i,0.00061751-1.0933e-06i,-5.2382e-05-6.6779e-05i,-0.0010183+0.00063915i,-0.0011625+0.0012184i,-0.00033163+0.00036435i,0.00032014-0.00040297i,0.00060467-0.00030925i,0.00053697-0.00016301i,0.00011628+0.00018645i,-0.00031195+0.00056911i,-0.00062903+0.00018562i,-0.00045791-0.00029037i,-1.6634e-05-0.00065279i,0.00031187-0.00073442i,0.00067356-0.00034289i,0.00077662-0.00015254i,0.00056355+0.00038061i,0.00060986+0.00042815i,0.00037795-0.00046621i
-0.0018259-0.0019553i,-0.0014848-0.0010481i,-0.00048752-0.00042763i,0.00049253+0.00034749i,0.0011563+0.00065289i,0.00059693+8.0273e-05i,-0.00030837+0.00020779i,-7.158e-05+0.00083683i,-0.0001172+0.0007586i,6.6362e-07+0.00028671i,0.00019329+0.00033792i,0.00070794+0.00053889i,0.00093139+0.00027631i,0.00023414+0.00015939i,-0.00029742+0.00016939i,0.00028969-0.00020661i,0.00066607-0.00043126i,0.0006783-0.00050551i,0.00029924-0.00014942i,-5.6477e-05+0.0004572i,0.00058607+0.00061965i,0.00058733+0.00019084i,0.00037006+6.4099e-05i
0.00032219-0.00040239i,0.0022465-0.00048938i,0.0020517-5.4876e-07i,0.0015049+0.0013533i,0.0019278+0.0010021i,0.001144+0.00089812i,0.00031511+0.00040794i,-0.00031957-0.00027037i,-0.00051869+3.109e-05i,-0.00050453-2.6164e-05i,-0.00019693+2.842e-05i,0.00061285+0.00087923i,0.0010786+0.00062614i,0.000881+6.1067e-05i,0.0011248+0.00019514i,0.0011772+0.00026392i,0.00028915+0.00058882i,-0.00023295+0.0003259i,-0.00037204+0.00042505i,-0.00045191+0.00021903i,-0.00054155-0.00051121i,-0.00074881-0.00021274i,-0.00085408+0.00015231i
-0.00015037-0.00029274i,-0.00040026+0.00026556i,-0.00042766+0.00054213i,-0.00063906+0.00089364i,-0.0014381+0.0011466i,-0.0015465+0.00088427i,-0.00083008+0.0013199i,-0.00072185+0.0014999i,-0.00052797+0.0010652i,-0.00012562+3.9168e-05i,-0.00020193-0.0010856i,-0.00036815-0.00021615i,5.4831e-05+0.00085727i,-5.6446e-05+0.00064907i,0.00040161+0.00018393i,0.00042881-0.0002274i,-0.00027845-0.00081229i,-0.00012117-0.00018632i,0.00079556+0.00020649i,0.0010376+0.00014676i,-4.6784e-05+0.0003937i,-0.00036108+0.0001666i,0.00056514+0.00059719i
-0.00014439-0.001162i,0.00058897-0.0010366i,0.0015668-0.0012041i,0.0014703-0.0001538i,0.001822+0.00064515i,0.00067266+0.00040545i,-0.0011715-0.00025069i,-0.0013281+7.5903e-05i,-0.00052249+0.00095817i,5.8075e-06+0.0010722i,4.2753e-05+0.00065962i,4.8462e-05+3.3569e-05i,-0.00012752-7.5293e-05i,-0.00022592+0.00015197i,-8.372e-05-0.00030817i,0.00022646-0.00060824i,0.00052465-3.3273e-05i,0.00063681+0.00045022i,0.00057314-0.00031274i,0.00065229-0.00036684i,3.8352e-07+0.00038339i,-0.00021711+6.2923e-05i,-4.116e-05-0.00046757i
0.0018787+0.0018048i,0.0016724+0.00079765i,0.0022724+0.0007718i,0.0020643+0.000109i,0.0011597-0.00065651i,0.00012679-0.00076013i,-0.0014841-0.00028028i,-0.0018794-0.00011706i,-0.00042134-0.00040651i,0.00066255-0.00059359i,0.00037881-0.0008913i,-0.00022986-0.00044696i,-0.00031431+0.0003815i,0.00022815+0.00034051i,0.0008095-4.8363e-05i,0.00098051+0.00026333i,0.00069627+0.00072388i,0.00045107+0.00082378i,0.00046015+0.00068746i,0.0010933+0.00045084i,0.00070449+0.00010265i,-0.00054669-0.00060275i,-0.00042152-0.0011941i
5.3874e-05+0.0010097i,-0.00068139+0.00038867i,0.00069506+0.00010715i,0.0022924+0.00065748i,0.0015981+0.00027446i,-0.00034591-0.00032571i,-0.0014761+0.00042875i,-0.0017634+0.00051628i,-0.00041569-0.00024767i,0.00094685-0.00046312i,0.00030997-0.00025579i,-0.00015219-0.00015507i,-0.00012029+0.00021316i,-0.00025266+0.00024625i,-0.00029655-2.7086e-05i,0.00013079-0.00013176i,0.00099356+0.00043168i,0.0011358+0.0011045i,0.00085583+0.00059345i,0.00077025-0.00065866i,0.00071386-0.0011108i,0.00085443-0.00026314i,0.00098966+0.00049051i
-1.1593e-05-0.00023982i,0.00064234+0.0006769i,0.0012804+0.0021863i,0.0024481+0.001888i,0.0027507+0.00085734i,0.0014021+0.00036642i,-0.00073352-0.00030641i,-0.0015165-0.00025874i,-0.0012019+0.00027826i,-0.00052997+0.00062312i,-0.00024043+0.0006028i,9.3795e-05+0.00069522i,0.00030254+0.00039422i,0.00043687+0.0001326i,0.00051352-9.9409e-05i,0.0004648-0.00027168i,3.4692e-05-0.00014577i,0.000734+0.00022362i,0.0012706+0.0004777i,0.0010562+0.00015513i,0.00073021-0.00012733i,0.00026681-0.00030849i,0.00013466-0.00069447i
0.00049558-0.00022934i,-0.00049084-1.2175e-05i,0.00040399-0.0012299i,0.0012902-0.0015905i,0.00064816-0.0012967i,-6.8451e-05-0.00073217i,-0.00057243+0.00043698i,-0.001047+0.0012917i,-0.00088679+0.0014569i,0.00016365+0.0014227i,0.00043488+0.00073647i,-0.00041995-1.811e-05i,-0.00052659+0.00045636i,-0.00010402+0.00050649i,0.00015138+0.00059029i,6.0944e-05+0.00028395i,-8.2895e-06-0.0003578i,2.7301e-05-0.00058206i,-0.00023855-0.00082595i,0.00022354-0.00086801i,0.00027782-0.00050805i,-0.00025585+2.3745e-05i,-0.00043812+0.00044018i
0.00042692-0.0010352i,0.0015814-0.00033991i,0.0025698+0.00073254i,0.0020347+0.0016258i,0.00099703+0.0013109i,0.00044628+0.00056207i,-2.3472e-05+0.00092206i,-0.00070341+0.0014238i,-0.00047223+0.0013178i,0.00045001+0.00091429i,0.00034574+0.00048515i,3.7914e-05+0.00018284i,-0.00015862+4.0435e-05i,-0.00018907+0.00082734i,6.3522e-05+0.0012415i,7.7737e-05+0.00098888i,0.0003242+0.00099252i,0.00028565+0.00039156i,0.00050014-0.00012396i,0.00014729+2.9276e-05i,-0.00028534+0.00046944i,0.00047962+0.00090282i,0.0005287+0.00088371i
-0.0004382+0.00043542i,-0.00060103+0.00096461i,0.00065414+0.0013207i,0.0017245+0.0015209i,0.0020188+0.00026161i,0.0015417-0.00045094i,9.9969e-05+0.00023013i,-0.00065367+0.00039297i,0.00012065+0.00065879i,0.00086572+0.00039646i,0.00029923-0.00047254i,-0.00019673-0.00026199i,-0.0002411+0.00033731i,-0.00032536+0.00033958i,-0.00024449+0.00062282i,-0.00022107+0.00071134i,-0.00035446+0.00055085i,-0.00035119+0.00041837i,-0.00064643+0.00055757i,-0.00070066+0.00010908i,-0.00081349-0.0001035i,-1.8408e-05+8.2959e-05i,0.00061916+0.0005157i
-0.0011202-0.0012296i,-0.0011512-0.00084519i,-0.00077158-0.00016772i,0.0010056+0.00085765i,0.0012553+0.0013859i,-0.00018601+0.0016254i,-0.0012925+0.0013499i,-0.0013967+0.00029631i,-0.0007591-0.0004149i,-0.00026833-0.00013211i,-0.00025049-0.00035702i,-0.00023874-2.2952e-05i,0.00023682+0.00034803i,0.00028145-7.9442e-05i,-0.0001809-0.00017289i,-0.00064907-0.00033446i,-0.0011223-0.00073624i,-0.00046525-0.00058611i,0.00084079-0.00038209i,0.0011381-0.00016925i,0.0003531+0.00011012i,-0.00029048+0.00039685i,-0.00043366+0.00043406i
0.0010158-0.00073303i,0.0014932-0.0012709i,0.0012085-0.00038219i,0.0018874+0.00011318i,0.0015559-4.9106e-05i,0.00021505-7.8284e-05i,-0.00030153-8.7086e-05i,-0.00080526+0.00030674i,-0.0016536+1.3526e-05i,-0.00090028-0.00040109i,4.8492e-05+7.3066e-06i,-0.00021532+0.00084698i,-0.00030911+0.0010682i,-0.00050939+0.0002925i,-0.00040096+0.00025994i,5.0911e-05+0.00033996i,0.00022881-0.00011928i,-0.00032842-0.00060834i,-0.00050537-0.0007183i,-0.00017973-0.00086709i,8.2325e-05-0.00077655i,0.00015161-0.00015799i,0.00037833-0.00019296i
-0.00043421+0.00019283i,-0.00091351+0.0011456i,-0.00059098+0.001585i,0.00020039+0.0011734i,0.00025433+4.4827e-05i,5.876e-05-0.00021161i,-0.00015813-0.00013434i,-0.00042076-0.00056112i,-0.00021424-0.00065275i,0.00015143-0.00048756i,0.00012394+4.0348e-07i,2.3258e-05+0.00071857i,0.00029387+0.00054225i,0.00049047-0.00011015i,0.00023515-0.00012818i,0.00048395-0.00033692i,0.00043768-5.8842e-05i,0.00043873+0.00019279i,0.00031719-0.0001916i,-0.000261-0.00035236i,-0.00039157+8.2593e-05i,-0.00012571+0.00015247i,-0.00023923-2.6404e-05i
-0.00057537-0.00022391i,-0.00047744-0.00096105i,0.00013303+2.9843e-05i,0.0010549+0.001063i,0.00097295+0.0012212i,8.3949e-06+0.00050488i,-0.00084365+0.00047487i,-0.0010412+0.00083775i,-0.00017047+0.00041404i,0.00051785-0.00026283i,0.00032812-0.00025443i,5.3656e-06-0.00017391i,-0.00013956-0.00031769i,-9.2052e-05-3.7476e-05i,-0.00014001-0.00020278i,7.3672e-05-0.00029074i,0.00049276+0.00042312i,0.00048492+0.00066137i,0.00048574+0.00044647i,0.00065606+0.00089571i,0.0010103+0.00093994i,0.00059942+0.00024759i,5.2426e-05-0.00041613i
0.0015913-0.00038384i,0.0018288-6.1529e-05i,0.0017145+0.00076133i,0.0013152+0.0015721i,0.00071049+0.00045064i,0.00011942-0.0003085i,-0.0008603+8.978e-05i,-0.0011568+0.00065192i,-0.00047823+0.0010526i,4.317e-05+0.00089053i,0.00020714+0.00033511i,0.00056242+0.00044883i,0.00076629+0.0011078i,0.00090074+0.0012014i,0.00030759+0.00015312i,-0.00027831-0.0003769i,0.00078608+0.00020007i,0.0013371+0.0010699i,0.00062297+0.00097449i,0.00044782-5.7891e-05i,0.00023879-0.0001167i,-0.00023061+1.0157e-05i,-0.00029383-0.00043769i
0.00070394+0.00080092i,0.00053555+0.0010149i,0.0018329+0.000792i,0.0026357+0.00056126i,0.0018981+7.6252e-05i,0.00038305-0.00070165i,-0.00060583-0.0011349i,-0.00071487-0.00025274i,-3.7731e-05+0.00034149i,0.00029889+0.00045822i,-0.00021872+0.0012605i,-0.00076733+0.0016374i,-0.00071632+0.00093516i,-0.00042695+3.8439e-05i,0.0002622-0.00022467i,0.00017868+0.0008475i,-0.00023967+0.0011893i,-0.00036309+5.3878e-05i,-0.00019727-0.00061037i,0.00027826-0.00022451i,0.00048288-0.00049008i,0.00054222-0.0008628i,0.00032785-0.00085002i
-0.00047394-6.0398e-05i,2.9951e-05+8.1408e-05i,0.00010069+0.0009271i,7.8416e-05+0.0012537i,-0.00022891+0.00084394i,-0.00079154-3.3258e-05i,-0.00056597-8.3288e-05i,-0.00046165+0.0009983i,-0.00055456+0.00099038i,-0.00015628+0.00068757i,0.00016113+0.00025065i,0.0002523-2.1286e-05i,0.00027048+6.5057e-05i,0.00013709+0.00031538i,-0.00061389+0.00034884i,-0.00061091-9.984e-05i,-0.00015831-1.0047e-06i,9.6786e-05-0.00039006i,0.00018613-0.0013879i,8.2951e-05-0.0016692i,0.0001221-0.0012242i,7.4645e-05-0.00053762i,0.00026991-0.00056067i
-0.00091302-0.0016848i,0.00039958-0.000653i,0.001004+0.00027743i,0.0014644+0.0014129i,0.0015525+0.0020021i,0.00063794+0.00075878i,0.00037196-0.00032552i,1.1963e-05-0.0001268i,-0.00069837-0.00016293i,-0.00064792-0.00042427i,-0.00025468+0.00033278i,0.0001654+0.0014142i,0.00014222+0.0010065i,-0.00036635+0.00025039i,-0.0007431+7.8547e-05i,-0.0013175+0.00020734i,-0.0010604-0.00028692i,4.5617e-05-0.00036287i,0.0006431-0.00023103i,0.00031034-0.00022288i,-0.00013254+0.00013358i,-0.00057713+0.00021752i,-0.00097593-8.7939e-05i
-0.00074321-0.00073752i,-0.00080735+0.00077868i,0.00053542+0.001535i,0.0016358+0.0015147i,0.001377+0.00059423i,0.00049703-0.00085478i,-0.00092998-0.0007255i,-0.0017773-0.00043071i,-0.00068161-3.1531e-05i,0.00045635-1.0124e-05i,0.00040064+0.00010514i,-0.00023809+0.0013642i,-0.00022685+0.0013281i,-5.1859e-05+0.00049415i,-6.7031e-05+0.00040792i,0.00064607+0.00092754i,6.2421e-05+0.0009489i,-0.00024399+0.00054624i,0.0003418+0.00054976i,0.00048544+0.0004338i,0.00030746+0.00039513i,-4.8512e-07-0.00031926i,-0.00038636-0.0003174i
-0.0003261+0.00067233i,-0.00079761-0.00022872i,2.9933e-05+0.00018811i,0.0018947+0.00062536i,0.0029588+0.0003205i,0.00085837-0.00095899i,-0.001294-0.00083303i,-0.0014161+0.00027224i,-0.00074866-0.00018019i,5.0032e-05-0.001146i,-0.00035081-0.00085743i,-0.0014281-0.00010543i,-0.0010733-9.7482e-05i,-0.00029435+0.00019715i,-0.00015828+0.00039603i,-0.00011705+0.00039035i,6.2699e-05-0.00021533i,0.00047698-0.00065213i,0.00039071-0.0003804i,-0.00013093-0.00018062i,-0.00038066-0.00023211i,-0.0002264-0.00018887i,-7.1374e-05+0.00020973i
0.0013998+0.0015252i,0.0014477+0.0010772i,0.0013261+0.0019692i,0.0012865+0.001133i,0.0016858+2.9232e-05i,0.0010066+0.00037115i,-0.00036243+0.00041697i,-0.00066702+0.00053694i,-0.00038103+0.00021097i,0.00026399-0.00013426i,-4.2925e-06+5.7127e-07i,-0.00041159+0.00075932i,1.1778e-05+0.00070153i,0.00054869+0.00013607i,0.00052386+0.00064283i,0.00052037+0.00098465i,0.0004398+0.00039773i,0.00015812-0.00040664i,9.1008e-05+0.00045013i,5.6813e-05+0.0009873i,0.00016368+0.00048113i,-2.3387e-05+0.00044227i,-0.00040182+0.00054575i
-0.00080981+0.0013321i,0.00013067+0.0013116i,0.0013383+0.0021749i,0.0021027+0.0027601i,0.0017869+0.0014543i,0.00084552-0.00040915i,-0.00012932-0.00041488i,-0.0007599-2.4441e-05i,-0.00030977+0.0005382i,0.00060373+0.0010916i,0.00069862+0.00050851i,-0.00059593-0.00025524i,-0.0013882-0.00055889i,-0.0011326-0.00014191i,-0.00080746+0.00043755i,-0.0010095-3.5524e-05i,-0.0012191-0.00058768i,-0.00088622-0.00068718i,-0.00044883-0.00023841i,-0.0011563+0.00025411i,-0.00097612+0.00052756i,0.00019344+0.00058508i,3.0063e-05+0.00011926i
-0.00048409+0.00038184i,-2.1062e-05-0.0012477i,0.0011366-0.0017576i,0.0018686-0.0012544i,0.001752-0.00036732i,6.2215e-05+4.9532e-06i,-0.0017612-0.00017897i,-0.0022928+0.00020545i,-0.0019488+0.00085966i,-0.0013045+0.00096539i,-0.00047016+0.00082554i,0.0003401+0.0011458i,0.00042759+0.0016494i,0.00044596+0.0010924i,-0.00025077+0.00025294i,-0.00089078-0.00013956i,-0.00061423+0.00054565i,-0.0001902+0.00058472i,0.00011093+1.7586e-05i,-4.9296e-05+3.2384e-05i,6.4649e-05+0.00051415i,-0.00014274+0.00086691i,-0.00034301+0.00033975i
0.0013398-0.00038445i,0.0015017+0.00061303i,0.00199+0.00055566i,0.0016466+0.00082406i,0.0009234+0.00031327i,-0.00012752+3.6823e-05i,-0.0012729+0.0011663i,-0.0010929+0.0011933i,0.00029955+0.001067i,0.00032289+0.00066067i,-0.00017978-0.00031868i,-0.00046687-0.00053287i,-0.00085807+0.00040481i,-0.00038258+0.0010692i,0.00050696+0.00043732i,0.00038796+0.0001826i,0.00035826+0.00042766i,0.00034397-7.2416e-05i,-3.327e-05+5.5688e-06i,-1.0053e-05+0.0003081i,0.00041603+0.0003767i,0.00040504+0.00057448i,-0.00018753+0.00016228i
0.00011444-0.00023471i,0.0016003+0.00099897i,0.0017097+0.0017105i,0.0014194+0.00049114i,0.001313+5.5888e-05i,9.5611e-05-0.00036543i,-0.0013605-0.00036324i,-0.0012901+0.00098105i,-0.00018882+0.0017949i,0.00090001+0.00081768i,0.001443+0.00015353i,0.001006+0.0013419i,0.00025743+0.0014205i,-0.00055837+0.0001411i,-6.9458e-05-0.00014841i,0.00027132+0.00077245i,-9.3905e-05+0.00074075i,0.00014574-4.9619e-06i,0.0007697-0.00017381i,0.0004126-0.00034457i,-0.00047492-0.00046958i,-0.00047308-0.00033146i,-1.5567e-06+0.00025332i
0.00025414+9.6451e-05i,0.00053844+0.0001438i,0.0010173+0.0010235i,0.0020738+0.00056126i,0.0018346-0.00058726i,-6.2947e-05-0.00071477i,-0.00051595-0.0004696i,-0.0004994+0.00036937i,-0.00043884+0.00070888i,0.00027656+0.00036105i,0.00072789-0.00067516i,0.00040671-0.0011454i,-0.00059091-0.00070024i,-0.00091948-0.00012694i,-0.00045441-0.0001252i,-0.00072282-0.00030862i,-0.00040042-0.00074593i,0.0001837-0.00064777i,0.00020676+0.00031054i,6.6081e-05+0.00042363i,-7.5418e-05-0.00037968i,0.00024427-0.00080888i,0.00021347-5.6944e-05i
0.00027472+0.00046071i,4.1112e-05+0.0009876i,0.00078068+0.001507i,0.0016914+0.0013074i,0.0017451-5.7371e-06i,0.00041455-0.00027734i,-0.0012867+0.00088442i,-0.0017802+0.001404i,-0.0010716+0.0013223i,-0.00041355+0.00069057i,-0.00041404-8.3587e-05i,-0.0007159-0.00021854i,-0.00058366+0.0001141i,-0.00059913+0.00034618i,-0.00032861-0.00015578i,-0.0002703-0.00014148i,-0.00030045+0.00058552i,0.00024692+0.0007007i,0.00048643+0.0010046i,0.00012071+0.00092399i,0.00039834+1.818e-05i,0.00089913+0.0001459i,0.00065422+4.3368e-05i
0.00091233+0.00085096i,0.00055289+0.0011086i,0.0016241+0.0014314i,0.0021448+0.0011676i,0.0018993+0.00050957i,0.00033182+0.00040813i,-0.0011872+0.00059464i,-0.0011773+0.00074564i,-0.00058477+0.0004556i,-7.888e-05-0.0005371i,0.00019205-0.00047079i,0.00033711+0.00072316i,0.00042048+0.00078385i,0.00032012+0.00038215i,0.00039083+0.00011295i,0.00018832-0.00048105i,-7.5436e-05-0.00095723i,-0.000352-0.00083007i,-0.00029644-0.00054778i,-0.00051418+9.5615e-05i,-0.0009609+0.00081946i,-0.00044744+0.00071112i,0.00014206+0.0005154i
-0.0006283-0.00014033i,0.00017467+8.4329e-05i,-0.00013129+0.00053177i,5.4788e-05+0.0011199i,0.0007985+0.00098694i,0.00045935+0.00076224i,-0.00066319+0.00097071i,-0.0013378+0.0011806i,-0.00037013+0.00048105i,0.001212-0.00019841i,0.00071287+0.00037616i,5.545e-05+0.00047831i,0.00038884+0.000566i,0.00028119+0.00026435i,0.00030935-0.00051066i,0.00057081+7.1494e-05i,-2.5237e-06+0.00064941i,0.00066274+0.00059484i,0.0018102+3.1578e-05i,0.0013311-0.00064991i,0.00095543-0.00029499i,0.00058266+4.6031e-05i,-0.00012155+9.4474e-05i
-0.00023917+0.0008445i,0.00020813+0.0012027i,0.00079977+0.0011903i,0.00097099+0.00034111i,0.0014442-0.00028634i,0.0010295-0.00036189i,-0.0011651-9.5909e-05i,-0.0017509+0.00051126i,-0.00029729+0.001064i,0.00023319+0.000156i,0.00074589-0.00088079i,0.0004257-0.00090819i,-0.00083914-0.00030788i,-0.00086866+0.00065395i,-0.00032862+0.0010205i,0.00012094+0.00060044i,0.00022686+0.00030512i,4.9053e-05+0.00050526i,-7.1278e-05+0.00056661i,-0.00071809+0.00019978i,-0.00073136-2.3586e-05i,-0.00038562+0.000308i,-0.00021551+0.00012085i
0.00020937+0.0015072i,0.00022119+0.00081223i,0.0012626-0.00048606i,0.00095458-0.0012194i,0.0001264-0.0013138i,-0.0011919-0.0013505i,-0.0027548+9.6486e-05i,-0.0030753+0.0013958i,-0.0017149+0.0011252i,7.6772e-05+0.0006417i,-0.00024219+0.00053864i,-0.0010666+0.00056237i,-0.0011319+0.00037638i,-0.00035815+0.00025044i,0.00068186+0.00034353i,0.00045815+0.00079024i,0.00048536+0.00087463i,0.00053151+0.00033744i,3.9039e-05+3.0811e-05i,0.00033159+0.00052832i,0.00023341+0.00089224i,0.00018382+0.00040696i,3.7866e-05-7.5605e-05i
0.0010934+0.00018626i,-0.00020241-0.00029031i,-0.00045739+0.0007784i,-9.9338e-05+0.0018837i,0.00049763+0.0010416i,-0.00056052+0.00019287i,-0.0014776-4.3615e-05i,-0.0010485+0.00074226i,-0.0010596+0.00093825i,-0.00091252+0.00086767i,-0.00014721+0.00064238i,0.0002839+0.00052217i,0.00065696+0.00078213i,0.00057193+0.00052987i,-0.00015125+6.7329e-05i,0.00017172-0.00015497i,0.00083351-0.0002062i,0.00048864+1.5583e-05i,-0.00036548+0.00082036i,-0.00026186+0.00046234i,-0.00024698-0.0002757i,-0.00010214-0.00010219i,0.00012546-0.00014157i
0.00022232-0.00025956i,0.0018661+0.00072325i,0.0028575+0.0014256i,0.0025516+0.00067266i,0.002122-0.00069423i,0.0014498-0.0010125i,-0.00014286-6.5622e-05i,-0.00071805+0.00059053i,-0.00023112+0.00093307i,6.5531e-05+0.00038148i,-1.4308e-05-0.0003472i,0.00010793+0.00057708i,2.0477e-06+0.000957i,-0.00069332+0.00079358i,-0.00016005-5.0494e-05i,0.00011463-0.001175i,-0.00028984-0.00043379i,-0.00057778+0.00049892i,-0.00033196+0.0007933i,0.00036125+0.00093018i,-0.00041022+0.00038052i,-0.0010055-2.8885e-05i,-0.00039288+0.00056837i
-3.25e-05-6.1018e-05i,-0.00058882+0.00083654i,0.00029229+0.00031218i,0.00097786-0.00011482i,0.00037624-0.00021897i,-8.3711e-05-0.00075437i,-0.00045851-0.00015561i,-0.00058311-8.7612e-05i,-0.00058862-0.00016658i,-0.00047862+0.00029523i,-2.3499e-05-0.00034717i,0.00039367-0.00068101i,0.00016527-0.00018198i,0.0004158+0.00011546i,0.0003687-8.7999e-05i,-0.00028646-0.00028102i,-0.00040129+5.9435e-06i,-0.0001004+5.9309e-05i,-0.00012626+0.00015494i,0.00034736+0.00011053i,0.0010625-0.00029558i,0.00075305-0.00049395i,0.0003395+0.00018199i
