-0.0028514-0.0012952i,-0.0016985-0.0020478i,-0.0019276-0.00031754i,-0.002207+0.0012293i,-0.00097492+0.0018395i,0.00057942+0.0010333i,0.00057836+0.00017502i,-0.00027334+0.00012973i,-0.00017188+2.8682e-05i,0.001051-0.00010033i,0.0017204-0.00017755i,0.0014514-0.00017668i,0.00083093+0.00062802i,0.00039422+0.00054549i,0.00092299-0.00068088i,0.0011928-0.0008569i,0.00034436+6.4533e-05i,0.00058727+0.00052227i,0.00062532-0.00046344i,-0.000312-0.00066016i,-0.00098841+8.1354e-05i,-0.00082222+0.00026351i,0.00028454+1.0478e-05i
-0.0013097+0.0010069i,-0.00062276+0.0012221i,0.00065357+0.00081766i,0.00059862-0.00017241i,-6.9084e-05-0.00055792i,-0.00058375-0.00049552i,-0.00069077-0.00083589i,-0.00047129-4.0076e-05i,-0.00040192+0.00059609i,-0.00016261+0.00016984i,-2.0492e-05-0.00016354i,0.00026392-1.3126e-05i,0.00030812+9.585e-06i,0.00044137-0.00016084i,0.00030991-0.00015549i,0.00023852-0.00014158i,3.2387e-05+0.00046046i,-6.2505e-06+0.00067972i,0.00050999-5.3048e-05i,0.00076119-0.00061738i,0.00093979-0.00070934i,0.00042821-0.00070776i,0.00031573-0.00021003i
0.00028216-0.0009565i,-0.00050813-0.0019039i,-0.0011029-0.0016009i,-0.0011259-0.00067308i,-0.0015032-0.0004508i,-0.00065938-0.00077633i,-0.00035378-0.00073038i,-6.9593e-05-0.0002004i,0.00032021+0.00022943i,0.00054522+0.00031542i,0.0010555-0.0001155i,0.00086881+0.00051052i,0.0003573+0.00131i,-0.00011008+0.00054589i,6.6691e-05+9.8089e-05i,0.00057551+0.00028076i,0.0010297+0.00081922i,0.00086698+0.0010772i,0.00016661-0.0002207i,0.00018932-0.00061319i,0.00052369+0.00012939i,0.0005943+5.775e-05i,0.00055182+0.00048366i
-0.00050595+0.00096191i,0.00035198+0.0011769i,0.0013265+0.0015161i,0.0012752+0.00084987i,7.5675e-05-0.00070891i,-0.0015127-0.0010087i,-0.0015839-0.0011011i,-0.00083293-0.00083837i,-0.00054682-0.00012381i,-0.00070804-0.00044573i,-0.0012572-0.0010541i,-0.0014764-0.00044733i,-0.00058947+3.7942e-05i,0.0001944+0.00012392i,0.00020062+0.00021837i,0.00045361+8.3362e-05i,0.00024634-0.00014915i,-9.3811e-05+0.00011623i,0.00021721+0.00024896i,0.00064088+0.00040196i,0.00095318+0.0010437i,0.00063225+0.00058924i,0.00042969+0.00010189i
-0.0025691+0.00064009i,-0.0022914+0.00044364i,-0.00099012+0.00048621i,-0.00030824+0.0011408i,-0.00040884+0.00092525i,-0.0007995-0.00035473i,-0.0010127-0.000397i,-0.0012991+8.9795e-05i,-0.0011849+0.00030691i,-0.0010484+0.00076852i,-0.00083204+0.00082359i,-0.0004758-0.00016379i,-2.6679e-05-0.00070439i,0.00070717-0.0006685i,0.0010288-0.00030182i,0.00039529+1.464e-05i,0.00042633+0.00037895i,0.0001477+0.00071379i,-7.7083e-05-0.00011996i,6.7208e-05-0.00045727i,-0.00040238+0.0001305i,-0.00099469+0.00074983i,0.0001818+0.0011627i
-0.001775+0.00024647i,-0.0015764+0.0014961i,-0.00087103+0.0019878i,-0.00036728+0.0010078i,1.796e-06-0.00058578i,-0.00037727-0.0015287i,-0.00080135-0.0010992i,-0.00048435-0.00099755i,0.00033834-0.00080798i,0.00035799-0.00033152i,-0.00031742+2.5434e-07i,-0.00028739-0.00034934i,0.00038937+0.00019737i,0.00041279+0.0013047i,-3.9438e-05+0.0018104i,0.0002717+0.00082974i,0.00071421+0.00022599i,0.000192+0.00032365i,-0.0006747-0.00023701i,-0.00023111+0.00011207i,-9.8473e-05+0.00048193i,-0.00063889+9.6951e-05i,-0.00053148-0.00066121i
-0.0033339+0.00058906i,-0.0023923+0.0015972i,-0.00080672+0.00067127i,7.1972e-05+0.00022564i,-3.8221e-05+0.00042554i,0.00010585+0.00030547i,-0.00026163-0.0001848i,-0.00034787-0.00077008i,0.00049565-0.0002424i,0.0011382+0.00076899i,0.00093782+0.00091032i,0.00041782+0.00098779i,0.00034443+0.00060349i,0.0010758+7.4277e-05i,0.0010039-8.8386e-05i,-0.00047652+0.00024618i,-0.001031+0.00092318i,3.8035e-05+0.00075329i,0.00051036+4.069e-05i,0.0005523-0.00071129i,0.00062461-0.00094375i,0.00026913-0.00051136i,0.00051265+0.00014015i
-0.00097441-0.00011711i,-0.00059449+0.00038474i,-6.8482e-05+0.00053543i,8.7674e-05-0.00027397i,6.8513e-05-0.00074832i,-0.00050989-0.00085505i,-0.00070006-0.00050601i,-0.00077583-0.00013255i,-0.00019649-0.00041892i,0.00070546-0.0014236i,0.00053324-0.00084694i,-7.414e-05-0.0004473i,-4.9489e-05-0.0010129i,0.0001629-0.0006551i,-0.0001548-0.00014532i,-0.0005347+0.00057069i,-0.00037624+0.00045731i,9.0052e-05+6.5686e-05i,-6.5468e-05+0.00029941i,-0.00040715+0.00010523i,-0.00048-0.00013956i,-0.00044361-0.00037005i,1.4242e-05-0.0006965i
0.00035603-2.0687e-05i,0.000284-0.00022377i,0.00030359-0.00071308i,-6.266e-06-0.0010373i,-0.0013319-0.00042136i,-0.0020642-2.0148e-05i,-0.0011802+8.0678e-05i,-0.00073011+0.0001723i,-0.0005028-0.00085206i,-0.0005766-0.00096762i,-0.00047901+0.00025982i,-0.0004548+0.00034046i,-0.0008291+0.00031704i,-0.00082192+0.00093672i,-0.00028346+0.001297i,0.00025111+0.0010907i,0.00020582-0.00010557i,-0.00024048-0.0011266i,-5.0903e-05-0.0006895i,0.00052462-0.00043571i,0.00025951-0.000347i,-0.00013314+0.00044139i,-0.00027694+0.0011015i
0.00062432-0.00077742i,5.2571e-05-0.0011613i,-0.00064292-0.0014269i,-0.0013294-0.001039i,-0.0022099-0.00051608i,-0.0028695-0.0012977i,-0.0021022-0.0017076i,-0.0009428+0.00012429i,-0.00038888+0.0013451i,1.2764e-05+0.00028594i,0.00080331+0.00010761i,0.00068137+0.0010178i,-0.00022755+0.00066729i,-0.00075441+0.00016434i,-0.00044601+0.00030795i,0.00018675+0.00019777i,0.00060119-0.00016944i,0.0010158-0.00058739i,0.00097055-0.00034517i,0.00065069-0.00019713i,0.00064282-0.00048913i,0.00033153-0.00022313i,-7.8088e-05+0.00012752i
-0.00222-0.00027565i,-0.0015313+0.00019919i,-0.0010252+0.00010421i,-0.0011457+0.00016134i,-0.00046461+0.00047962i,0.00051174+9.2313e-05i,-0.0001312-0.00049243i,-0.0010578-0.00075348i,-0.0010526-0.00068675i,-0.00079442+5.0124e-05i,-0.00047449+0.00036327i,5.1635e-05+6.3469e-05i,0.00034131-0.00012458i,0.00027518+0.00012076i,0.00016276+0.00018765i,0.00018597-0.00031245i,0.00044507+7.8313e-05i,-2.9819e-05+0.00061187i,-0.00069913+0.00022349i,-0.00087038-9.5616e-05i,-0.00053537+0.00054384i,-0.00066681+0.0005722i,-0.00042371+0.00029788i
-0.00010481-0.00039354i,0.00015782+0.00037118i,-0.00081289+0.0018783i,-0.00093192+0.0018113i,-0.00039212+0.0007508i,-3.0758e-05-0.000573i,-0.00078101-0.00077785i,-0.0019906-0.00036411i,-0.0021479-3.2435e-05i,-0.0010836-0.00037047i,0.0002538-0.00093847i,0.00039613-0.00089582i,0.00097741+0.00052721i,0.0011795+0.00087707i,0.00021164+0.00043894i,-5.0859e-05+0.0010146i,0.00032176+0.0012683i,0.00039847+0.00051288i,0.00022862-0.00010981i,5.8661e-05-0.00014171i,-8.9085e-05+7.4039e-05i,9.2356e-05+1.5571e-05i,-7.6664e-05+0.00012974i
-0.0011166+0.00050738i,-0.00093738+0.0010369i,-0.00096664+0.00085893i,-3.3303e-05-0.0001835i,0.00046998-0.00090683i,-0.00062829-0.0013329i,-0.0012005-0.0010601i,-0.0012078-0.00020084i,-0.0011947+1.5195e-05i,-0.0010423+7.8347e-05i,-0.00065485+7.868e-05i,0.00018379-0.00024764i,0.00097114-0.00019579i,0.00092341-0.00034136i,0.00044287-0.00010101i,0.00066905+0.00036002i,0.00059616-0.00017766i,-4.9708e-05-0.00041359i,-7.5602e-05+0.00014017i,-0.00017765+0.0008783i,4.7885e-05+0.00090529i,-0.00017765+0.00019751i,-0.00026281+0.00010772i
0.00068644+0.00020061i,0.00074619-0.00022304i,0.00097265+8.8542e-05i,0.00029439+0.000859i,0.00011071+7.4085e-05i,0.00050087-0.0011685i,-0.00011771-0.00081933i,-0.0002811+0.00030954i,-0.00042219+0.00067116i,-0.00092008+0.00015689i,-0.0010162-0.00021276i,-0.0011008+0.00036136i,-0.00041532-0.00016008i,0.0002987-0.00082907i,0.00035105-0.00024646i,0.00040677-3.2663e-05i,-0.000301+0.00077418i,-0.0011954+0.0010898i,-0.00083187+4.8603e-05i,-0.0002159-0.00034692i,-6.4968e-05-0.00039282i,-0.00021538-0.00056349i,-0.00076408-0.00010521i
-0.00051479-0.00031367i,-0.0010846-6.9936e-05i,-0.0010112-0.00085816i,-0.00076102-0.0013966i,-0.0011174-0.0017802i,-0.0013253-0.00099737i,-0.00143-0.00064496i,-0.0010682-0.00081224i,-0.0013215-0.00025203i,-0.0008589-3.1777e-05i,0.00024254+0.00048461i,-0.00043942+0.00078795i,-0.0013718+4.8958e-05i,-0.0008422+0.00064398i,-7.6329e-05+0.000849i,-8.7408e-06+0.00041224i,-0.00085991-6.6379e-05i,-0.0010009+0.00038008i,-4.6887e-05+0.00039328i,-0.00012356-0.0010388i,-0.00038603-0.00097886i,-0.00061445-5.6938e-05i,-0.00097506+0.00064917i
-0.00017214+0.00044238i,-0.00062032+6.3067e-05i,-0.00067802-0.00015158i,0.00037611-0.00054228i,0.00043775-0.001336i,-0.00093713-0.0009319i,-0.0015045-0.00039106i,-0.0016279-0.00013725i,-0.00098938+0.00041504i,-0.00035738+0.00059879i,-0.00019732-2.3055e-06i,0.00011639-2.599e-05i,0.00021673-0.00010701i,0.00021306-0.00069118i,-6.3349e-05+0.00010489i,-0.00051299+0.0003864i,-0.00045824+0.00071013i,-0.00031467+0.0011675i,-0.0002866+0.00010072i,-5.64e-05-0.00056573i,-0.00032174-0.00017703i,-0.00042389+9.6572e-05i,-0.00015736+0.00031805i
0.00013427+0.00088836i,-0.0002761+0.0014549i,0.00020779+0.00044103i,0.00060326-0.0010817i,0.00010839-0.001717i,-0.00081852-0.0026276i,-0.00098833-0.0024665i,-3.3917e-05-0.0014052i,0.00011169-0.00035415i,-0.00029118-0.00048362i,0.00053973-0.00072151i,0.00095836-0.00041938i,-0.00039918+0.00047327i,-0.00051427+0.0010251i,7.0401e-05+0.00085949i,-0.00021733+0.00052276i,-0.00011695-0.00052595i,-0.00020487-0.00031535i,-0.00040002+0.00057424i,-0.0003399+0.00051648i,-0.00027628+0.00045113i,0.00081169+0.00012142i,0.00065907-8.2717e-05i
0.0021606+0.001992i,0.0022301+0.00085863i,0.0016097+0.00044432i,0.0011256-0.00060399i,0.00054431-0.0015797i,-0.00070019-0.0014231i,-0.0005665-0.0011873i,-0.00030021-0.0012325i,-0.00081149-0.0012258i,-0.00092654-0.001604i,-0.00068085-0.0011754i,-0.0003575+0.00010285i,0.00016655+0.00088598i,-0.00043565+0.00045952i,-0.00091692+5.0088e-05i,-0.0006607-6.9833e-05i,-9.9174e-05+3.2774e-05i,0.00057572+4.7245e-05i,0.00048821+0.00035502i,8.5933e-06+0.0016645i,-6.7512e-05+0.0016903i,0.00050875+0.0005734i,0.00068382-7.6341e-05i
-0.0013205-0.0012328i,-0.0017998-0.00074864i,-0.0012399-0.00037212i,-0.00095102-0.00096977i,-0.0018022-0.001301i,-0.0022121-0.00039477i,-0.0018064-0.00042457i,-0.00099837-1.6379e-05i,-8.3497e-05-0.00013794i,-0.00031711-0.00067617i,-0.00075157-0.00011885i,-0.00057626+0.00040752i,-0.00058664+0.00069859i,-0.00074337+0.00081802i,-0.00086077+0.001221i,-0.00091485+0.0011999i,-0.00049384+0.00083073i,0.0002057+0.00034176i,0.00080604+0.00053811i,0.00044927+0.0010938i,-0.00011567+0.00061168i,-0.00014435+0.00092105i,-0.00048866+0.0014862i
-0.00032666+0.0007041i,-0.00027858+0.0011057i,0.00029737+0.0015749i,0.00045455+0.00054284i,0.00062507-0.001193i,0.00041715-0.0024068i,0.00022906-0.0021475i,-0.00023439-0.00080141i,-0.00030446+2.1074e-05i,-9.4224e-05+0.00033115i,0.00022851+0.00021137i,0.00041387-3.7575e-05i,0.00090297+0.00024288i,0.00075344-8.5647e-05i,0.0002972-0.000621i,0.00031923-0.00039892i,0.0003625-5.8694e-06i,0.000595-0.00030287i,0.00064268-0.00052236i,0.0002427-0.0002637i,-0.00022322+8.5265e-05i,-0.00091046-9.2131e-05i,-0.00039477-0.00069747i
-0.0018739+0.00031939i,-0.0013027+0.0011313i,-0.00046483+0.0016238i,-0.00035353+0.0019442i,-0.00070583+0.0014563i,-0.00078573+0.00022432i,-0.00083643-0.00027532i,-0.00078516+1.8885e-05i,-0.00075463-5.7701e-05i,-0.00072329-4.1193e-05i,-0.00026688+0.00041762i,4.4201e-05+0.00067566i,-0.0005313-0.00026033i,-0.0010777-0.00038479i,-0.00050012+0.00049857i,-0.00027266+0.0011121i,-0.00094753+0.00077785i,-0.00091449-0.00051226i,-0.00023526-0.00059626i,-0.00018271+0.00030495i,-3.1793e-05+0.00054583i,0.00042674+0.00011634i,0.00029124-0.00044557i
-0.0010822-0.00073567i,-0.00060879+0.00086589i,-0.00089767+0.0018382i,-0.00060299+0.0012686i,0.00043188+0.00079272i,0.00034167+8.6549e-06i,-0.0007782-0.0011162i,-0.00096435-0.00091556i,-0.00063441-0.00016023i,-0.00067714-0.0006151i,-4.6872e-05-0.00033827i,-0.00043481-0.00022694i,-0.00033085+0.00038986i,0.00031239+0.00086119i,0.00030761+0.00037538i,0.00038321+0.00024288i,0.00021641-8.08e-05i,-0.00028216+0.00037103i,5.2537e-05+0.00092039i,0.00029759+0.0015505i,-7.6455e-06+0.0012749i,0.00035999-0.00041677i,0.0012322-0.00088372i
-0.00081795+0.0001707i,-0.0011527-0.00015402i,-0.00055141+0.0002776i,-0.00022644-0.00011113i,-0.00025066-0.0010144i,0.00042223-0.00082724i,0.00037018-0.00017358i,-8.9085e-05+2.0653e-05i,0.00010454+0.00031595i,0.00044863+0.00020321i,0.00077074+1.6598e-05i,0.00039513-4.5306e-05i,-0.00049408+0.00061187i,-0.00062811+0.00072392i,-0.00079315+0.00035346i,-0.0012325+0.0002153i,-8.6139e-05+0.00090029i,0.00090977+0.0011545i,0.00044915+0.00095514i,0.00032619+0.00028348i,0.00032434-0.00019001i,-0.00058498+1.8147e-05i,-0.00044469+0.00024283i
-0.0014607-0.0018142i,-0.001539-0.0015432i,-0.00082147-0.0004806i,-0.00062671+1.4489e-05i,-0.00039666-5.9348e-05i,-0.00045706-0.00048187i,-0.00017217-0.00096813i,-0.00048784-0.00040748i,-0.00074091+0.00066925i,-4.4406e-05+0.0004447i,0.00068271-0.00020238i,0.00085823+0.0011569i,0.00025371+0.0020264i,0.00028212+0.0015898i,0.00047978+0.0011281i,8.1693e-05+0.0010382i,-0.00013278+0.00067759i,0.00018702-0.00053606i,0.00053275-0.00066671i,0.00050891+5.3446e-05i,0.0001931+0.00018378i,-0.00083931+5.0816e-05i,-0.0013886+7.9329e-05i
-0.00063742-3.3662e-05i,-0.0010672+0.0012821i,-0.00084987+0.0018274i,-0.00052477+0.0012476i,-0.00049352+0.001017i,-0.00054134+0.00095344i,-0.00032478-0.00023502i,-0.00013177-0.00028878i,-0.00046443+0.00049713i,-0.00044509+0.00071393i,0.00021048+0.00040091i,0.00088146+0.00065781i,0.0007614+0.0014153i,0.00050493+0.001174i,0.00024013+0.00039209i,-0.0002402-0.00029742i,7.1103e-05-0.00041136i,0.00046957+0.00040492i,-0.00021566+0.0001151i,-0.00022915-0.00027312i,-1.7716e-05-0.00021648i,-0.0002749+0.00024871i,0.00015138+0.0010926i
-0.00040826+0.001154i,0.00033373+0.00081653i,0.00059902-0.00036552i,0.00051717-0.0011995i,0.00028889-0.0016672i,-0.00014605-0.0017602i,-0.00044504-0.0013125i,-0.00054669-0.00067039i,-0.00037015-0.00028337i,-0.00017807-0.00060682i,-0.00048918-0.00039376i,-1.935e-05-5.7516e-05i,4.2296e-06-0.00021074i,-0.00069483-0.00040069i,-0.0013532+4.0558e-05i,-0.0012799+0.00097297i,-0.00080604+0.00071435i,-0.0010105-0.00021663i,-0.00060053-4.9662e-05i,0.00013308+9.1398e-05i,0.00030504-0.0003797i,0.00028479-0.00059137i,-0.00029975-0.00046321i
-0.0013834+0.00099101i,-0.001179+0.001069i,-0.0016137+0.0011273i,-0.00072908+0.00025661i,-0.0004554-0.00043473i,-0.00063636-0.00076294i,-0.00080331-0.00074889i,-0.0010064+0.00010215i,-0.00019868+0.00025207i,0.00071022+1.6535e-05i,0.00099175-0.00012102i,0.0012107-0.00042963i,0.00062572-0.00034518i,-0.0002382-0.00065473i,-0.00021123-0.00054298i,0.00013658+0.00039059i,7.5486e-05+0.00056788i,0.00018956+0.00075982i,0.00034682+0.00071283i,-0.00011737+0.001092i,-0.0011146+0.0011883i,-0.00062596+0.000561i,-8.1983e-05+0.00040897i
-0.00070879+0.0011179i,-0.00020644+0.001344i,0.00055797+0.0014578i,0.0015752+0.0016077i,0.0013709+0.00094221i,0.00048677-0.00022708i,-0.00043393-0.00056607i,-0.0016653-0.0005661i,-0.0015419+2.0987e-05i,-0.00021262+0.0004508i,0.00083844-2.4607e-05i,0.00051353-0.0001339i,-2.2574e-05+0.00012049i,-0.00035393-9.9464e-05i,-0.00033714-0.00099525i,-0.00068904-0.00063266i,-0.00071538+0.00069319i,6.4551e-05+0.00095609i,0.00026672+0.00036045i,0.0003945-0.00019971i,0.00065014+2.8268e-05i,0.00042761+0.00098365i,-0.00033653+0.00052789i
-0.0020964+0.00087414i,-0.001657+0.0011979i,-0.00055781+0.0015408i,7.0232e-05+0.00057073i,0.00022999-0.0006384i,-0.00020866-0.0013501i,-0.00036194-0.0014799i,6.6244e-05-0.00023396i,-0.00029438+0.00016603i,-0.00034055-0.0010518i,0.00023345-0.0018624i,0.0001033-0.0015421i,-0.00041292-0.00072713i,-0.00031132-0.00028769i,0.00021194-0.00047054i,0.0004583+6.0158e-06i,0.00036245+0.00038432i,0.00046908+8.7142e-05i,5.8915e-05-2.5266e-06i,-0.00070172-2.2364e-06i,-0.00099204-0.00013829i,-0.00048693-0.00030897i,-0.00040314-0.00059485i
-0.0013294-0.00058316i,-0.001676-0.00086463i,-0.0017498+0.00031024i,-0.0010814+0.0014551i,-0.00071277+0.00075601i,-0.0010453-0.0003981i,-0.00099266-0.00068326i,-0.00077954-0.00020603i,-0.00055795-2.8942e-05i,0.00010219-0.00035585i,0.00031606-0.00025691i,0.00015879+0.00010727i,4.5329e-05+0.00042434i,0.00058033-0.0004526i,0.00088328-0.0011621i,0.00015052-0.00045585i,-0.00037638-2.455e-06i,-0.00016474+7.9391e-05i,0.00064995+0.0001012i,0.0013827+3.0005e-05i,0.00043614+4.2214e-05i,-0.00019707-0.00010284i,-0.00042081-0.00082399i
-0.00054451+3.154e-05i,-0.0011659+0.00022035i,-0.0017427+0.0005872i,-0.0019023+0.00086838i,-0.0012553+0.0010065i,-0.00012936+0.00048844i,0.00059676-0.00038505i,0.0006457-0.00021884i,0.00026774+0.0003909i,0.00012449+0.00018449i,0.00032463-0.00032435i,0.0011356-0.00079301i,0.0012847-0.0013433i,0.00068009-0.0009532i,0.00053206-0.00047229i,0.00029843-0.00058633i,-0.0002075-6.785e-05i,-2.1717e-06+0.00012189i,0.00026066-0.00056791i,-3.2347e-05-0.00022139i,-0.00080142+0.00084852i,-0.0012744+0.00056178i,-0.00052821+0.00010501i
-0.0010701+0.00063738i,-0.00056857+0.00088495i,0.0014128+0.00079667i,0.0017008-0.00058041i,0.00073492-0.0017854i,-0.00010222-0.0019021i,-0.0001469-0.0011023i,-0.00063439-0.00026848i,-0.00056702-0.00084086i,-0.00030389-0.001474i,-0.00076704-0.00081219i,-0.00056427-0.00035117i,-0.00035578+0.00042054i,-0.00050186+0.00077962i,-0.00013764+0.00030017i,-0.00037985-6.9681e-06i,-0.00041473-0.00045918i,0.00034488-0.0004714i,0.00059203+0.00044687i,0.00073059+0.00051127i,0.0012473+0.00018263i,0.00068929+0.00039775i,-5.3141e-06+0.00067326i
-7.1981e-05-0.0003482i,-0.0011412-0.00067258i,-0.0018989-0.0016237i,-0.0012556-0.0013556i,-0.0012037-0.00059572i,-0.0021936-0.00091303i,-0.0015632-0.00073417i,-0.00039959+0.00037299i,-0.00024128+0.0010652i,-0.0010263+0.00084345i,-0.0012514-0.00017167i,-0.00069541-0.00027795i,-0.00059392-0.0001461i,0.00017222+0.0007159i,0.00059834+0.00084434i,0.0002346+0.00029937i,0.00012477-0.00013282i,0.00018066-0.00069178i,0.00047359-0.00044044i,0.00030177+9.9604e-05i,-0.00067127+0.00025997i,-0.00061374+0.00046304i,0.00026534+0.0001636i
-1.4212e-05+0.0010286i,0.00021654+0.00012809i,9.3278e-05+0.00027857i,0.00088033+0.00099439i,0.0014934+0.0009274i,0.0012997-0.00036137i,0.00087835-0.00107i,0.00017644-0.00033015i,-0.00066886+2.3583e-05i,-0.00050392-0.00033379i,0.00023864+0.00024882i,0.00094456+0.0007519i,0.0012041+0.0012148i,0.0011643+0.0010198i,0.00092241+0.00029739i,0.0004359-2.4789e-06i,0.00025906-0.0002572i,0.00037923+9.1332e-05i,0.00052028+0.00016036i,0.00060551+0.00024595i,0.00045144+0.00047116i,0.00027788+0.00014149i,0.00026472+7.2479e-05i
-0.00046386-0.0017057i,-0.00014686-0.0010104i,-0.00012535-0.00085638i,0.00019651-0.00028598i,0.00034278+0.00045348i,1.0314e-06-0.00018507i,-0.00076677-0.00058952i,-0.00064584-0.00035367i,0.00010861-0.00074737i,0.00060512-0.00089749i,1.0273e-06+0.00045708i,-0.00051387+0.00072768i,0.0002142+0.00041201i,0.00045228+0.00037117i,0.00019155+0.00014725i,-0.00030396+0.00025137i,-0.00014703+0.00027496i,0.00042117+0.00044488i,0.00020905+0.00016633i,-0.00045093-0.0003872i,-0.00064253-1.4356e-06i,-0.00011162+0.00043965i,0.00037297+7.4606e-05i
-0.0032112-0.0010748i,-0.0034024+0.00085269i,-0.0024803+0.00079952i,-0.0014061+0.0010738i,-0.00076697+0.002055i,-0.00050068+0.0014508i,-0.0009316+0.00069099i,-0.0013953+0.00023129i,-0.0010249-6.5474e-05i,-0.00081386+0.00027303i,-0.00015902+3.0295e-05i,0.0011616+5.5513e-05i,0.001551+0.00051562i,0.0012318+0.00095136i,0.00041754+0.00085912i,-0.00052188+0.00031153i,-0.00071792-3.4668e-05i,-0.00061994+0.00043164i,-0.00029826+0.00055108i,-0.00013897+0.00017853i,7.7154e-05+0.0002019i,-0.00017653+0.00010845i,-0.0006985-0.00017585i
-0.0023647+0.0016823i,-0.0010059+0.0018169i,0.001131+0.0010724i,0.00152-0.0012898i,0.00091725-0.0027032i,0.0005917-0.0019846i,0.00037145-0.0006512i,-0.0001073+0.00010759i,-4.5446e-05+0.00065616i,0.00034879+0.0007302i,-6.4271e-05+0.00032033i,-0.00060086-0.00032775i,-0.00024743-0.0010272i,-0.00010798-0.00099469i,-0.0006299-0.00057262i,-0.00063876+0.00011243i,8.6623e-05+0.00051051i,0.00043073+0.00077107i,-0.00031658+0.0011105i,-0.0013976+0.00081014i,-0.00092783+0.00055673i,0.00086812+0.00040963i,0.0015321+2.7151e-05i
0.00058225+0.00051597i,2.9422e-05+0.0010591i,-0.00059629+0.00098562i,-0.00031144+0.00088195i,-0.00012684+7.914e-05i,-5.0053e-05-0.0019849i,-0.00029477-0.0025804i,-0.00087866-0.0016065i,-0.00095753-0.00024851i,-0.00039146+0.00050488i,5.6575e-05+0.00036277i,0.00044726+0.00016563i,0.00061748+0.00046063i,0.00084702+0.0004483i,0.00072704+4.2104e-05i,0.00044421-0.00050165i,0.00028413-0.00024641i,-0.00068392+0.00013255i,-0.0012169-0.00034629i,-0.00075752-0.00025993i,-0.00085064+1.3082e-05i,-0.00098173-0.00016669i,-0.00057891+0.00025007i
-0.0021281+0.00079742i,-0.001458+0.00069761i,-0.00068159+0.0010844i,9.3728e-05+0.00052559i,0.00026362-0.0010917i,-0.0003039-0.0014889i,-0.00062895-0.0012552i,-0.0015397-0.00049523i,-0.0020161+0.00017535i,-0.0012296+0.00050915i,0.00020841+0.00025729i,0.0010748+0.0004451i,0.00089478+0.0010752i,0.00040141+0.00088317i,-9.8721e-05+0.00055195i,-0.00071757+0.00071261i,-0.00080093+0.00064534i,-1.4116e-05+0.00034523i,0.00019339+0.00041936i,-0.00057176+9.1438e-05i,-0.0007116-0.00012007i,-0.00029088+0.00019779i,-0.00068726+0.00029443i
0.00050574+0.0013627i,0.00062055+0.00048031i,0.0012889+0.00072766i,0.0012343+0.00031813i,0.00064704-0.0012811i,-4.2268e-05-0.0013868i,-0.00095986-0.00092696i,-0.0010721-0.0013316i,-0.00017721-0.0015165i,0.00073373-0.00125i,0.001533-0.00085473i,0.0015354-0.00057676i,0.0011036-0.00040002i,0.00053908-0.00047999i,9.1118e-06-0.00033944i,0.00038809+0.00013333i,0.00082923+0.00089715i,0.00056354+0.00083196i,0.00022157-0.00016356i,0.00057749-0.0011309i,0.00097538-0.0010357i,0.00051335-0.00031001i,-0.00021208+0.00035595i
-0.0023203-0.0020039i,-0.0019333-0.0013809i,-0.0016872+0.00027508i,-0.0010628+0.0012338i,-0.00085798+0.00070357i,-0.00071615-0.00089026i,0.00020333-0.001269i,4.6126e-05-0.00075725i,-0.0006876-0.00036162i,-0.00076101-0.00056365i,-0.00022985+6.2265e-05i,0.00021316+0.00070944i,0.00050673+0.00060553i,0.00028893+0.0007815i,0.00031156+0.00085447i,0.00020565+0.00035252i,-0.00015033+0.00022744i,4.3959e-05-2.499e-05i,7.3762e-05-0.00090496i,-0.00018459-0.0010443i,-0.00020339-0.00043774i,3.6075e-05+0.00045151i,7.1528e-05+0.0011247i
-0.0026487-0.00048927i,-0.0016458+0.0011955i,-0.00013688+0.0020812i,0.00018794+0.0020304i,-0.00048762+0.0017891i,-0.0011641+0.0012534i,-0.00084908-0.00057346i,-0.00052555-0.00139i,-0.00052018-2.2321e-05i,-0.00056863+0.00073019i,-0.00045983+0.00012856i,-0.00037711+0.00017632i,1.4877e-05+0.00055781i,0.00066241+0.00049023i,0.00083133+0.00084573i,0.00072272+0.00068213i,0.0013201-4.7875e-05i,0.0014043-0.00010095i,0.00057366-6.3014e-05i,0.00029359+0.00047932i,-7.4609e-05+0.0011737i,-0.00054149+0.00047051i,-0.00073435-0.00017398i
-0.0024712+0.0011785i,-0.0025513+0.0012803i,-0.0014875+0.0014507i,-0.00036478+0.0014667i,-0.00021581+0.00084994i,-0.00019588-0.000874i,-0.00010726-0.001936i,-0.000479-0.0006861i,-0.00034802+0.00056512i,7.5586e-05+0.00052428i,0.00039075+0.00050319i,0.00031419+0.00020026i,0.00023649-0.00054967i,8.7077e-05-0.00064863i,0.00052724-0.00065252i,0.00063803-0.00058402i,0.00062049+1.8754e-05i,0.00080547+0.00035256i,0.00033785+0.00015793i,-2.5877e-05+0.00027032i,0.00019288+0.001051i,0.00061798+0.0014383i,0.0004918+0.0008735i
