0.0013368+5.1005e-05i,0.0025055-0.0019643i,0.0019819-0.0034385i,4.844e-05-0.0028223i,-0.0020376-0.00063539i,-0.0022483+0.0014353i,-0.00068538+0.0021568i,0.00063422+0.0018604i,0.0012188+0.0010294i,0.00046534-0.00044638i,-0.00050332-0.0013996i,-0.00077454-0.0015006i,-0.00095789+5.743e-05i,-0.0012801+0.0011179i,-0.0012765+0.0010348i,-0.00047302+0.00056719i,-0.00010851+0.00012274i,-7.087e-06+0.00018462i,0.00032633+5.3296e-05i,0.0001762+3.9374e-05i,0.0003756-1.0066e-05i,0.00036309-0.00064006i,-0.00067127-7.8521e-05i
-0.00083883+5.2586e-07i,-0.00032174-0.00014785i,0.0010796+0.00013786i,0.0012249+0.00033833i,0.0011202+0.00080532i,0.0015972+0.00029332i,0.0012361-0.00075987i,-5.2342e-05-0.0010494i,-0.00022651-0.0013751i,0.00024236-0.0010839i,8.9302e-06-0.00094235i,-2.2179e-05-0.00067201i,0.00038854+0.00010461i,0.00064495+0.00016151i,5.4651e-05-0.00051091i,0.00028105-0.00084366i,0.00065956-0.00074672i,0.00034743+3.2278e-05i,-5.4103e-05-1.9888e-05i,-0.00061959-0.00092219i,-0.00036265-0.00041304i,-0.00057571+0.00045067i,-0.00069605+0.00053862i
-0.0010201+0.00095317i,-0.00027902+0.0013816i,0.00080559+0.001047i,0.0010354+0.00069764i,0.00041284+2.7513e-05i,0.00059455-0.00035088i,0.0008995-0.00078413i,-0.00026606-0.001141i,-0.00073858-0.00047818i,-0.00037193+8.11e-05i,0.0001549-0.00025567i,0.00048057-0.00079707i,0.00040285-0.00096457i,0.00054228-0.00087607i,7.3343e-05-0.00051516i,-0.0001215+4.5819e-05i,0.00047542+0.00027411i,0.0009205-0.00077674i,0.00080476-0.00051104i,0.00020839+0.00077875i,-2.224e-06+0.00085696i,-8.6264e-05+6.636e-05i,-0.00020153-0.00038458i
0.00043746-0.0011743i,0.00056898-0.00088023i,0.00088184-0.00074048i,4.9927e-05-0.00048718i,-0.0012798+0.00037183i,-0.000752+0.00041623i,0.00037624-8.6533e-05i,0.00049218-1.1629e-05i,0.00029474+2.3069e-05i,0.00032938+5.7926e-05i,0.00028586+0.00086259i,-0.00056762+0.0015377i,-0.00052014+0.0011617i,-0.00030034+4.0713e-05i,-0.00039171-0.00036368i,0.00029165+0.00010424i,-2.6264e-06+0.00039876i,-0.00032881+0.00059986i,-0.00029603+0.00071858i,7.6032e-05+0.00014003i,0.00028214-0.00050815i,-0.00022779-0.00062956i,-0.00090703-6.7872e-05i
0.0011021+0.0018397i,0.0015419+0.0017284i,0.00091231-4.8844e-05i,0.00023141-0.0015368i,-0.0004073-0.0017496i,-0.00084403-0.00086747i,-0.00044919-0.00073306i,-0.00023417-0.0002888i,-5.7159e-05+0.00064845i,-0.00044552+0.00053147i,-0.00090928-5.4011e-05i,-0.00052385+0.00023653i,-0.00052963+0.00037186i,-0.00062559-0.00023761i,-0.00068451-9.2346e-05i,-0.00062116+0.00070224i,0.00033818+0.00059275i,0.00046304-0.00016982i,0.00038154-0.00013322i,0.00020665+0.00034302i,-0.00019793+0.0003859i,-0.00010151+0.00022687i,0.00029068+0.00019646i
-0.0012067+0.0012185i,-0.0017331+0.0012452i,-0.0018164+0.0017627i,-0.00068169+0.0011281i,0.0014815+0.00095995i,0.002544+0.0009379i,0.0015767+0.00027506i,0.00056229+6.7079e-05i,2.7854e-05+0.00014021i,0.00012887-9.9791e-05i,-1.3538e-05-0.00052215i,0.00027735-0.00049046i,0.0012392-0.00027913i,0.0010979-0.00050505i,0.0011487-0.00054075i,0.0011671-0.00017783i,-0.00031624+0.00038256i,-0.0004679+0.00060956i,0.00036902+0.00019744i,2.0427e-05-0.00042021i,7.1168e-05+0.00010169i,0.00067515+0.00041779i,0.00085514+0.00035427i
0.0001913+8.9871e-05i,0.00027677+0.00070235i,0.00060392+0.00045485i,0.00042871-0.00066508i,2.2007e-05-0.0011194i,0.00013034-0.00082896i,0.00041025-0.00089211i,-0.00022471+0.00019502i,-0.00091388+6.5558e-05i,-0.0003723-0.00064584i,-0.00049086-3.1202e-06i,-0.00075382+6.5271e-05i,-0.0003274-0.00046537i,-0.00046917-0.00057573i,-0.00037442-0.00095408i,0.00017567-0.00060438i,0.00017679+0.00038341i,-0.00035062+0.0011019i,-0.00066207+0.0010192i,0.00033718+0.00045607i,0.001385+0.00013741i,0.00025813-0.00036272i,-0.00057721-0.00053082i
0.0011672-7.4071e-05i,0.00020092-0.00055812i,0.00073134-0.0020406i,0.00017948-0.0012837i,-0.0015316+0.00021177i,-0.0015321+0.00053789i,-0.00036813+0.00065297i,0.00043322+0.00036679i,0.00065033+0.00058441i,0.00032532+0.00014607i,-0.00028911-0.0013282i,9.0816e-06-0.0012738i,0.00048661+0.00017982i,-0.00010942+0.00073981i,-0.00094572+0.00056965i,-0.00079215+0.00087851i,-0.00055861+0.0009206i,6.8293e-05-8.7356e-05i,0.00058091+0.00022707i,0.00026244+0.00072942i,5.4775e-06+0.00066024i,-0.00019478+0.00082262i,-0.00044402+0.00069483i
0.00063715+0.00062952i,0.0012861-0.00080066i,0.0020878-0.0016751i,0.0014111-0.0019231i,0.00071178-0.0013606i,0.0010924-0.00084206i,0.0011268-0.0010594i,0.00054071-0.001126i,0.00028796-0.00026908i,0.00049087+0.00031296i,-3.6762e-05-4.4598e-05i,-0.00038813-0.00025615i,-0.0008486-0.00020251i,-0.0011079-0.00010698i,-0.00036438+8.2903e-05i,0.00052664+0.00022558i,0.00078097-4.6787e-05i,0.00014755+7.1175e-05i,-0.00051992+0.00034072i,-0.00092291-7.8347e-05i,-0.00045942+6.3529e-05i,-0.00015587+0.00023616i,4.8089e-05-0.00055483i
0.00014511-0.0010888i,0.00084074+0.00033772i,0.00046638+0.00096194i,-0.0001486+0.0012943i,7.4891e-05+0.0014819i,0.00071401+0.0011039i,0.00045287-0.00047232i,-4.6276e-05-0.00097237i,-7.3762e-05-6.6207e-05i,-2.6555e-05+0.00040489i,-0.00032876+0.00025948i,-0.00012662+0.00018705i,0.00031634+0.00017165i,0.00049069-0.00032957i,0.00040954-0.00071194i,0.00069996-0.00063596i,0.00084105-0.00043208i,0.0006012+0.0003i,0.00028448+0.0011286i,-0.00015364+0.00097034i,-0.0010294+0.00047115i,-0.00071302+5.9877e-05i,-0.00023902+9.201e-07i
-0.0002235+0.0031488i,0.00060294+0.0018279i,0.00073897-0.00062613i,0.00084368-0.0021082i,0.00057413-0.0017473i,0.00057094-0.00044909i,0.00038568-0.00028973i,-1.2471e-05-0.00050772i,4.0602e-05-0.00015627i,0.0001887-0.00042761i,4.0423e-06-0.00064589i,-0.001058-2.166e-05i,-0.00117+0.00034294i,-0.00081299-0.00036297i,-0.00023609-0.00074183i,7.7457e-05-0.00056286i,8.6239e-05-0.00020433i,0.00016303+0.00018084i,-8.6091e-05-3.5774e-05i,0.000421-0.00054829i,0.00030296+0.00022323i,0.00028943+0.00060781i,0.00053842+8.0516e-05i
-0.00069243+2.7065e-05i,0.00047625+7.0357e-06i,0.0022361+0.00033109i,0.0030245+0.00018751i,0.0022837+5.0897e-05i,0.00082903-0.00019591i,0.00034389-0.0011609i,-0.00015767-0.0016767i,-0.00062763-0.0011964i,-0.0002496-0.00098238i,-0.00034856-0.00046285i,-0.00062054+5.3403e-05i,6.1906e-06-0.00028058i,0.00058811-0.00044527i,0.00071855-0.00023586i,0.00031251-0.00033806i,2.2023e-05-0.00086927i,0.00024947-0.00011738i,0.00058512+0.00027469i,0.0015261-0.00030161i,0.0017894+0.00024447i,0.00022402+0.00037117i,-0.00015877+0.00032342i
0.0015732+0.00010409i,0.00085242-0.00060602i,-0.00054406-0.00029051i,-0.0016382+8.0065e-06i,-0.0015488+0.00072616i,-0.00065198+0.00085288i,0.000128+0.00018984i,0.00068636-0.00014471i,0.0001102+0.00055646i,-0.0014147+0.00084607i,-0.0021002+0.00033551i,-0.00080834+0.00012852i,0.00063006-4.9859e-05i,0.0006872+0.00022862i,0.00026759+0.00057656i,0.00027477+0.00058937i,0.00048235+0.00066306i,0.00085447+0.00060095i,0.00069784+0.00035857i,0.00060754-4.7829e-05i,-0.00010758-4.6399e-05i,-0.00074022+0.00023389i,-0.00030744+0.00068415i
0.00067098-0.00062096i,0.0017143-0.00067461i,0.0016796+0.00011082i,0.00035062-0.00036476i,-0.00065823-0.0013783i,-3.4e-05-0.0018964i,0.00064473-0.0016666i,0.00023715-0.00057027i,-0.0010665+0.0005215i,-0.0020075+0.00072798i,-0.00095604+0.00043317i,0.00029644+0.00063044i,9.6686e-05+0.00062819i,-0.00077551+0.00098506i,-0.00095771+0.00068007i,-0.00053958+0.00018719i,-0.00018686+0.0010452i,-0.00022807+0.0012758i,-0.00072336+0.0012331i,-0.00071861+0.00061562i,-0.00043232+0.0001535i,-0.00041654+0.0010389i,-0.00035786+0.00077549i
-0.0020945+0.0014147i,-0.00072717+0.0015778i,0.00021237+0.001553i,0.0012893+0.0011076i,0.0018272+0.00067588i,0.0012591-4.6829e-06i,0.00015326-0.00056952i,-0.00084506-0.00037289i,-0.00041612+0.00012685i,0.00085255+0.00051396i,0.0007952+0.00064606i,0.00051216-0.00021262i,0.0011172-0.00051431i,0.00089087+0.0002001i,0.00049543+4.9408e-05i,0.00042499+0.00057114i,3.2056e-06+0.00072894i,0.0008175-0.00029243i,0.00087988-0.00055571i,-0.00046129-0.00045966i,-0.00082624+0.00022815i,-0.00067283+0.0013428i,-0.00046804+0.00079515i
0.00052949+0.0013602i,0.00053702+0.00064232i,-0.00010795+0.0008122i,-0.00079202+0.00028256i,-0.0011951-6.8303e-05i,-0.00093993+0.0012154i,-0.00035582+0.0014795i,-0.00015193+0.0007677i,-0.000399+0.00078255i,0.00019883+0.00047886i,0.00052991+0.00048276i,0.00016744+0.00079709i,0.00010195+0.00042672i,-0.00010957+0.00056382i,0.00027752+0.00096298i,0.0009238+0.00048108i,0.0010252+0.00029495i,0.00092947-6.1689e-05i,0.0010781-0.00043616i,0.00080436+0.00013174i,0.00058356+0.00057167i,0.00047106+0.00040232i,0.00029396+0.0004557i
0.0023604-0.0011952i,0.0021-0.0012481i,0.0016815-0.0028684i,0.00079622-0.0025242i,0.00017716-0.0011495i,0.00040165-6.559e-05i,6.2978e-05-0.00018812i,-0.00021903-0.00012394i,-0.00050004+0.00066131i,-0.00010541+0.00040301i,0.00045823-0.00032954i,-0.00024486-0.00013108i,-0.00057669+0.00055854i,-0.0011601+0.00090308i,-0.0014637+0.0011505i,-0.00056311+0.00055021i,0.00038075+8.4109e-05i,0.00035292+0.0002402i,0.00038363+0.00055876i,0.00048188+0.00015262i,0.00034052-0.0013238i,0.0002399-0.0015226i,0.00025935-0.00023604i
-0.00066123-0.0011055i,0.00038338-0.00045872i,0.00098159-0.00018776i,-7.3124e-05-0.00089815i,-0.00097906-0.00062895i,0.00025579+1.4858e-06i,0.0010554+6.289e-05i,0.00023762-0.0002715i,0.00079645-0.00033508i,0.0015768-0.00077032i,0.0012781-0.0010367i,0.00037228-0.00014699i,-0.00068194+0.00050902i,-0.00057146+0.00040359i,0.00017222+0.00060191i,6.2718e-05+0.00088028i,9.4497e-05+0.00085942i,0.00076005+0.00058758i,0.0011206+0.00065266i,0.00084118+0.00081158i,0.00071906+0.00033178i,0.0011911+1.1862e-05i,0.0012181-0.00024061i
0.00062467+8.5266e-05i,0.0015544-0.00033598i,0.0011819+0.00020472i,0.00044456+0.00034827i,0.00051217+0.0005094i,0.0011469+0.0011106i,0.001338+0.00012509i,0.00038136-0.00093364i,-0.00074285-0.00051004i,-0.0011504+0.00053149i,-0.00094711+0.00068001i,-0.00022177+0.00039818i,0.00018321+0.00033517i,0.00057617+0.00044737i,0.00078206+0.00064022i,0.0001746+0.00079052i,-0.00017325+0.00074354i,-0.00030266+0.00026675i,-0.00040205-5.7018e-05i,0.00029816+0.00018807i,0.00034016+0.0004338i,-0.00025662+0.00013287i,-0.00031066-0.00018239i
0.0012233+0.0013408i,0.0017333+0.0017114i,0.0015203+0.00052075i,0.00031336+0.00010248i,-0.0006431+0.00010933i,-0.0011048+0.00032421i,-0.00067638+0.00018816i,0.00059525-0.00012287i,0.00092129+0.00040149i,0.00065411+0.00011578i,0.00031783-0.0003918i,0.00023172-9.1346e-05i,0.00082143+0.00053239i,0.00044877+0.00049941i,-0.0012982-0.0003664i,-0.0018583-0.00024755i,-0.00078477+0.00014218i,5.6277e-05+0.00029814i,0.0005253+0.00024165i,0.0010683+7.4571e-05i,0.00081079-0.00023993i,2.5855e-05-0.00042387i,-0.00026804-0.0006015i
0.00014835-6.964e-05i,-9.4744e-05-0.0010519i,0.0017358-0.0010912i,0.0032982-0.0018495i,0.0027171-0.0020445i,0.0014529-0.0013812i,0.00079651-0.00055771i,-0.00011549-0.00021363i,-0.001225-8.7498e-05i,-0.0012573+0.00014089i,-0.00057069+0.00010081i,0.00030935+1.1334e-05i,0.00013332+6.6941e-05i,0.00027164-8.7268e-05i,0.00063569-0.00024601i,0.00045781+0.00027468i,0.00082021+0.00043866i,0.0012303+0.00032728i,0.00075304+0.0010668i,-0.00055341+0.00095829i,-0.00093195+0.00010254i,0.00047665-0.00051544i,0.0019651-0.0010845i
6.9546e-05-0.00029271i,0.0012597+2.0189e-05i,0.00092142+0.00067427i,-0.00018758+0.0011928i,-0.00010698+0.00087083i,0.00062986+0.00013363i,0.0011816+0.00010106i,0.00063382+0.00029471i,-0.00056067+0.00035876i,-0.00090445+0.00037501i,-0.00032448-5.5071e-05i,-0.00016246+0.00061533i,1.5105e-05+0.0014812i,0.00028228+0.0009777i,0.00036382+0.00024102i,0.00030956+0.00014823i,-0.00022408-9.4286e-05i,-0.00028496+0.00016973i,0.00027957+5.7259e-05i,1.6707e-05-0.00037846i,0.00014782-0.00025349i,0.00047248-0.0004299i,-1.4473e-05-0.00038999i
-0.0019132+0.00076646i,-0.0013762+0.00078393i,0.0002194-0.00015957i,0.00014155-0.00061172i,-0.00043133-0.0012411i,0.00025697-0.0017091i,0.00070028-0.0015006i,0.00051243-0.0010035i,0.0007605-0.00020053i,0.00093271-9.5289e-05i,0.00057586-0.00022239i,0.00034383-1.3796e-05i,0.00016051-0.00024752i,0.00029054-0.00054199i,0.00085155-0.0003434i,0.00061754-0.00021018i,-1.7313e-05+0.00018874i,-0.00032472-0.00026482i,-0.0005852-0.00076749i,-0.00062102-0.00033018i,-0.00052353+7.3421e-05i,-0.00015341-0.00027597i,4.4371e-05-0.00019803i
0.0018283+0.0028133i,0.0013561+0.0011035i,0.0017072-0.0010544i,0.0012247-0.0013004i,0.00066391-0.0001286i,-0.00027649-1.991e-05i,-0.00058059-0.00037089i,-0.00023094+0.00061285i,-0.00028272+0.0014774i,1.0237e-05+0.00062962i,6.8053e-05-0.00021261i,-0.00028124-0.00046927i,-0.00066974-0.00095275i,-0.0010404-0.0010056i,-0.0012555-0.00046781i,-0.00071933+7.7871e-05i,0.00010254+0.00048187i,8.6232e-05+0.00027804i,0.00042966-2.1746e-05i,0.0007346-0.00014417i,0.0011943+0.00023279i,0.0012783+0.00010988i,0.00031775-0.00037757i
0.0011682+0.00029648i,0.0015672+0.00049389i,0.00089403+0.00032332i,1.0563e-05-0.00055658i,-0.00050319-0.0010485i,0.00055651-0.00084364i,0.0013787-0.00063624i,0.0011071+3.2522e-05i,0.00028271+0.0010733i,2.6054e-05+0.00084436i,-2.5337e-05+5.9777e-05i,-0.00024727-0.0001143i,0.00017303-0.00016723i,0.00028067-0.00040087i,-0.000392-0.00069983i,-0.0014745-0.00046525i,-0.0012739-0.00033855i,-0.00032414-0.00072806i,-0.00036207-0.0007855i,-0.00026077-0.00094622i,0.00027693-0.0012038i,0.00082285-0.00071114i,0.00016559+0.00038522i
0.00020679-0.00044601i,0.00047205-0.00070834i,0.00048849-0.0014125i,0.00030884-0.0022671i,0.00038147-0.0011736i,6.6484e-05+0.00039742i,-0.000124+0.00059489i,-0.00035423+0.00044191i,-5.9325e-05-0.00010516i,0.00040446-0.00047091i,0.00014642-0.00034788i,0.00019401-0.00028074i,0.00032275-0.00016089i,0.00095055+0.00023976i,0.0016152+0.00032928i,0.0012359+0.0004452i,0.00055203+0.00038307i,-0.00036222+0.00029506i,-0.0011702+0.00051903i,-0.0005339+0.001137i,-2.5263e-05+0.0011285i,0.00022209+0.00032484i,0.00035308+6.2012e-06i
4.0503e-05-0.00030286i,0.00058957-0.000417i,0.00098374+0.0011093i,0.00064913+0.00078484i,-0.00044893-0.00086954i,-0.00036076-0.00096245i,0.00065679-0.00049528i,3.9187e-05-0.00026066i,2.4805e-05+1.5755e-05i,0.0012997-0.00047647i,0.0013813-0.0008104i,0.00074786-0.00059929i,0.00065453-0.00047073i,0.0003235-0.00042393i,-7.285e-05-0.00050042i,-1.6318e-05-0.0003344i,0.00012965+0.00020133i,0.00039491+0.00051761i,9.5646e-05+0.00068532i,-0.00012284+0.00024255i,0.00025554-0.00067035i,2.3998e-05-0.00094353i,-0.00052649-0.00032959i
0.0011616-0.00017155i,0.0006673-0.00027456i,0.00043682-0.00058362i,0.00061038-0.00064121i,7.5054e-05-3.995e-05i,0.00036055+0.00099262i,-0.00033886+0.00060236i,-0.00046037+1.0052e-05i,0.00063307+0.0005912i,0.00015063+0.00091108i,-0.00031779+0.00059545i,0.00026831+0.00035836i,0.00024121+0.00018355i,0.00015451+0.00051893i,-4.9089e-05+0.00099371i,-0.00038579+0.00015626i,-0.00047095+0.00017978i,-0.00062308+0.0010033i,-0.00041093+0.00066232i,0.00050941+0.00034692i,0.0002627+3.8868e-05i,-0.0002388-0.0002748i,9.5742e-05-0.00027669i
0.00079676+0.0020803i,0.001219+0.00070051i,0.0019983-0.00084997i,0.0023101-0.0010807i,0.0020304-0.00048683i,0.0014243-0.00055474i,0.00099468-0.00077779i,-6.5784e-05-0.00036357i,-0.00044282+0.00032102i,0.00081911+2.5282e-05i,0.0011337-0.00032679i,-0.00036336-0.00030501i,-0.00078177-4.9008e-05i,-0.00026365+0.0002672i,-0.00038551-2.4514e-05i,-0.00040372-0.00015092i,9.5797e-05+5.1435e-05i,0.00042864+5.427e-05i,-0.0001012+0.00044649i,-0.0013597+0.00041461i,-0.0013841+0.00023053i,-0.00079441-8.7018e-06i,-0.00032686-0.0002021i
0.00080458-8.3103e-06i,0.0010175+0.00038063i,0.001413+3.1891e-05i,0.00037516+0.0003949i,0.00023638+0.0011135i,0.0012418+0.00012249i,0.0013635-0.0005784i,0.00084419+0.00029399i,0.00044675+0.00062547i,-0.00030355+0.00031214i,-0.00048003+0.0003665i,-0.00023043+2.2602e-06i,0.00012846-0.00034951i,0.00054791-0.00017269i,0.00033951+0.00016792i,0.00023038+0.00048148i,-3.7327e-06+0.00040026i,-0.00070394+0.0002123i,-0.0010558+0.00010523i,-0.00092521-0.00022188i,-0.00031655+0.00013612i,0.00026392+0.00017156i,0.00041713+0.00011983i
0.00017248+0.00071974i,-0.00071456+0.000677i,-0.00063348+0.00050179i,-0.0010882-0.00070256i,-0.0014891-0.00134i,-0.00074615-0.00016319i,-0.00021093-0.00012285i,-0.00024608-0.00029715i,-0.00017599+0.0005738i,7.1648e-06+0.00078099i,-0.00068711+0.00026599i,-0.00119+0.00026804i,0.00031824+0.00039928i,0.00081466+0.00061799i,-0.00033805+0.00022552i,-0.00025002+0.00027615i,-0.00024495+0.00054112i,-0.00045228+3.2888e-05i,-0.00037138-0.00062572i,-0.00047041-0.00028923i,-0.00043858+0.00024312i,-0.00024164-0.00045406i,-9.2493e-05-0.00056104i
0.00057652-0.00044898i,0.00089861-0.00027056i,0.00091022+0.00052769i,0.0013912+0.00039357i,0.0015369-0.00037775i,0.0004053-0.00082654i,-5.3903e-05-0.00040857i,0.00013962+0.00021335i,0.00049085+0.00048748i,0.00040643+0.00019558i,-0.00035276-0.00024794i,-0.00010742-0.00020328i,0.00048842-0.00044866i,0.00074313-0.00092927i,0.00063836-0.00089298i,0.0006892-0.000227i,-4.0063e-05-0.00014435i,-1.4343e-05-4.5899e-05i,-0.00057543+0.00039004i,-0.00087196-5.4428e-05i,-0.00046899-0.00032101i,0.00018488-7.1944e-05i,0.00038918-0.00012972i
0.0012287+0.00041027i,0.0011773+0.00050548i,0.0011503+9.3476e-05i,0.00016924-0.00038635i,-0.00074881-0.00020539i,-0.00041888+3.8073e-05i,0.00057136+5.9467e-05i,0.00045578+0.00020372i,-0.0007007+0.00013415i,-0.0011066-0.0002042i,-0.00071144-0.00051546i,-7.5795e-05-0.00056354i,-4.3466e-05-0.00031368i,-0.00033104+4.5647e-05i,-8.7312e-05+4.2611e-05i,-0.00024435-0.00010577i,-0.00088365+5.5587e-05i,-0.00058663+8.3154e-05i,-0.00020722-2.071e-06i,-0.00051962-8.2642e-05i,-4.5539e-07+9.2369e-05i,0.00055707+0.00014239i,0.00050897-2.7196e-05i
-0.0008495-9.3517e-05i,-0.00072643-0.00013573i,-0.00048855-0.00085761i,-9.3576e-05-0.00070893i,0.00082649+0.00011528i,0.0020086+0.00019088i,0.0010023-0.00094305i,-0.00033528-0.0019534i,-0.00043832-0.0015495i,-7.9806e-05-9.5304e-05i,-9.5707e-05+0.00019781i,-0.00035644-0.00048948i,-0.00029583-0.00052069i,0.0004198-0.00046638i,0.00017145-0.00031473i,6.563e-05-0.00044171i,-0.00020522-0.00067834i,-0.00077427-0.00060577i,-2.211e-05-0.00025029i,0.00036767-0.00037534i,0.00023807-0.00072816i,-0.00029542-0.00037913i,-0.0010221+0.00011273i
0.0012046+6.6055e-05i,0.00099452+5.6649e-05i,0.0008942-0.00012666i,0.0008959-0.0004659i,0.00068189-0.00035656i,0.00044122-0.00069541i,-0.00016172-0.00080004i,-0.00089455-0.0002423i,-0.00067221+0.00039566i,-0.00019851+0.0004266i,-4.4887e-06-0.0005218i,7.2312e-05-0.00075231i,0.00070756-0.00011356i,0.00045514-1.4613e-05i,0.00043279-0.00016669i,0.00070818+0.00043744i,0.00030976+0.0013838i,0.00015993+0.0012477i,0.0001023+0.00066391i,-0.00032678-0.00013075i,-0.0010132-0.00022553i,-0.00016265+0.00021734i,0.00067095+0.00045446i
0.0015607-0.00041163i,0.0020193-0.0003082i,0.000715+0.00016833i,-0.00030633+0.00089178i,-0.00012347+0.0015223i,-5.0007e-05+0.0011095i,-0.00017375+8.9911e-05i,-0.00062271-1.4663e-06i,-0.0004784+0.00034996i,-0.0003851-3.6934e-05i,-0.00046526-8.0494e-05i,-0.00023074+0.00028634i,0.0012079+0.00052103i,0.0014486-0.00015611i,5.7122e-05-8.5646e-05i,-0.0010474+0.00038659i,-0.00066861+0.00036421i,0.00016067+0.00030846i,5.8399e-05+0.00037436i,-0.00022977+0.00039183i,0.00018092+0.0001498i,0.00063911+2.3149e-05i,-0.00013515-0.00046665i
0.0015777+0.0004789i,0.0021842-0.00042146i,0.0022186-0.00029259i,0.00094882+0.00089458i,0.00065004+0.00077788i,0.0014662+6.2055e-06i,0.0011353-0.00058142i,-0.00040278-0.00061546i,-0.00083466-0.00016222i,-0.0001249+0.00011657i,0.00029766+0.00036836i,0.00046159+0.0002038i,-4.9373e-06-0.00076007i,-0.00037561-0.00092418i,-6.4349e-05-0.00052883i,6.5364e-05-0.000373i,-0.00055839-0.00062211i,-0.00064449-0.00059401i,6.7998e-05-0.00016048i,0.00045819-5.3295e-05i,0.00046545+0.00040293i,0.0003003+0.00075138i,-0.00012343+0.00016148i
0.00043636-0.0014273i,0.0002178-0.00082148i,0.00011369-0.0012386i,0.00028685-0.00063534i,-0.0004889-5.9216e-05i,-0.00090078+4.2478e-06i,0.00018825+0.00064044i,0.00061167+0.00078035i,-0.00030367+0.00048385i,-0.00085032-0.00040219i,-0.00081601-0.00028775i,-0.00032118+0.00050537i,0.00057081+0.0010863i,0.0011162+0.0014266i,0.00036843+0.0020864i,-0.00092852+0.0024686i,-0.0009339+0.0012712i,-0.00074849+0.00020259i,-4.1597e-05+0.00010998i,0.0001854-9.7834e-05i,-0.00097737+3.7456e-05i,-0.0012181+0.00011771i,-0.00057716+0.00044465i
0.00083302-0.0015756i,0.00080471-0.0011917i,-8.0765e-05-0.0015284i,-0.0012212-0.0004094i,-0.0012263+0.0008137i,0.00071822+0.00074118i,0.0013753+8.9799e-05i,7.586e-05-3.5746e-05i,-0.00020026+0.00093139i,-0.00015038+0.0011615i,-0.00010096+0.0004374i,0.00019566-0.00031891i,0.00045408-0.00022932i,0.0010338+0.00035724i,0.0011264-0.00019058i,0.00079907-0.00031101i,0.00022481+0.0006348i,-0.00025376+0.00074132i,-0.0003947+0.00011297i,-0.00039818-0.00044343i,-0.00034779-0.00052874i,-0.00022268-8.0541e-05i,-0.00033556-2.2481e-05i
0.0010325-0.00053717i,0.0012337-5.1102e-05i,0.00011103+0.00045223i,-0.0007696+0.00046875i,-0.0003621+0.0011798i,-2.0096e-05+0.0017016i,0.00016759+0.0014366i,0.00022693+0.00045365i,0.00064446-0.00037816i,0.00073693+0.00020158i,-0.00012304+0.001074i,-0.00012639+0.0014795i,-7.0367e-05+0.00073715i,0.00038186+0.00071216i,0.00030311+0.0006476i,0.00012886+0.00057725i,0.00062602+0.00095407i,0.00042719+0.00082309i,-0.00058169+0.00077157i,-0.0011481+0.00058185i,-0.0014073-0.00017642i,-0.0005247-0.00060606i,0.00040442-0.00071163i
0.0010404+0.0027416i,0.00015844+0.0016052i,0.00010319+0.00070685i,0.00058538+0.00021553i,8.8264e-05+0.00013731i,-0.00044003+8.2978e-05i,-0.00062928-0.0006942i,-0.00053728-0.0012477i,0.0002664-0.0009417i,0.00073056-0.00089817i,-6.416e-05-0.00077072i,-0.0011379-1.5841e-05i,-0.0008803+0.00010599i,8.7848e-05-0.00058133i,4.8759e-05-0.00093389i,-0.00084892-0.00064005i,-0.00089493+5.4134e-05i,-0.00015817+0.00058726i,-0.00036949+0.00034284i,-0.00066653+0.00024769i,1.9967e-05+0.00024132i,0.00022028-7.0885e-05i,-6.1995e-05-0.00041744i
0.0022725+0.00089894i,0.0019019+0.00063876i,0.0010883-0.0004282i,0.00088183-0.00030201i,0.00057223+0.00041141i,-0.00010767+0.00082194i,-0.00047534+0.0014127i,-0.0013084+0.0010859i,-0.0011512+0.0003843i,-0.00062328+8.0973e-05i,-2.2135e-05+6.7882e-05i,0.00037823-0.00033509i,-0.00042964-0.00070422i,-0.00096789-0.00016719i,-0.00038281+0.00026273i,-0.00017308+0.00019197i,-0.00041972+0.00028446i,-0.000764+0.00038874i,-0.00038225-0.00018918i,5.9895e-06-8.1847e-05i,-2.562e-06+3.6846e-05i,-0.00037576-0.00042999i,-0.00027795-0.00065162i
0.0016087-0.001399i,0.00049626-0.0018356i,-0.00047819-0.0020515i,-0.00076419-0.0014605i,-0.0013293-0.00063241i,-0.00071142+4.7233e-05i,0.00027947-0.00013079i,9.115e-05-0.00035556i,0.00045562+0.00037921i,0.0008603+0.0010028i,0.00026498+0.00044888i,-0.00037888-0.00039991i,-2.8959e-05-0.00020466i,0.00063595+0.00038271i,0.00074739+0.00068608i,0.00021032+0.0010573i,-0.00061584+0.0012442i,-0.00073011+0.00078105i,-8.87e-05-0.00015042i,0.00072607-0.00060641i,0.00083102-0.00074609i,0.00016563-0.00034659i,-0.00021868+0.00043434i
