-0.0010435+0.0026417i,-0.00064946+0.0012521i,-0.0021907+0.0019144i,-0.002122+0.0016073i,-0.00014919+0.0015293i,0.0012056+0.00075438i,0.00084671+4.7575e-05i,0.0002209-2.2938e-05i,-8.4916e-05-0.0005559i,-0.0002287-0.0011842i,0.00037439-0.0016103i,0.00039368-0.0013556i,5.8947e-05-0.00050619i,0.0007325-0.00024758i,0.0011601+6.7524e-05i,0.0001657+0.00073761i,-0.00044511+0.0010972i,-0.00014525+0.00091184i,0.00010655+0.00022604i,-0.00015942+3.2021e-05i,-0.00086034+0.0010822i,-0.00068643+0.0012642i,2.7951e-05+0.00013115i
0.00073878-5.7109e-05i,8.1798e-05-0.00048108i,0.00018849-0.00034253i,0.00067857-0.00027911i,0.0011453-0.00062337i,0.0021456-0.00070373i,0.0019797-0.00059396i,0.00065235-0.00085479i,1.5659e-05-0.00087246i,-0.00020026-0.00012578i,-0.00016667+0.00023779i,-0.00012852+0.00016504i,-8.3684e-05+0.00030784i,0.00036198+0.00024481i,0.00090476+0.00014236i,0.00098078+0.00069833i,0.00053401+0.00088936i,0.00041667+0.00032397i,0.00059632-0.00011981i,0.0004108-0.00070251i,0.00057851-0.00065876i,0.00034343+6.3242e-05i,-0.00014938+6.5168e-05i
0.0025548-0.0011335i,0.002953-0.0026324i,0.0033924-0.0029012i,0.0022654-0.0025821i,0.0016016-0.0026869i,0.0010195-0.002642i,0.00029718-0.0013527i,0.00084876-0.00040983i,0.0003871-0.00028927i,-0.00050444-6.9002e-05i,-0.00030215-6.5844e-05i,0.0004051-3.9161e-05i,0.0006845+0.00075233i,0.0001329+0.00089981i,-0.00063293+0.00017846i,-0.0007025+0.00058911i,-0.00049912+0.0014061i,-0.00053217+0.0015987i,-0.00045979+0.00098704i,-0.00054327-7.5297e-05i,-0.00034741-0.00072471i,0.00053106-0.00053514i,0.00052763+9.7627e-05i
0.0025147-0.0011178i,0.001331-0.0015217i,0.00037314-0.00053149i,-0.00022118-0.00069048i,-0.00011811-0.0013114i,0.00027951-0.00091021i,-0.00022162-0.0012155i,3.5531e-05-0.0014934i,0.00054154-0.00042266i,0.00027249+6.432e-05i,-8.7313e-05-0.00038303i,-0.00045211+0.00037352i,-0.0010506+0.0015585i,-0.001646+0.0016267i,-0.0011949+0.0012862i,-8.5801e-05+0.00044847i,0.0005897-0.00036628i,0.00052407-1.6798e-05i,-2.4485e-05+0.00021567i,-0.00015999+0.00050524i,-0.00022651+0.00099558i,-4.6431e-06+0.00037956i,-0.00023201+6.1591e-06i
0.0023239-0.0009811i,0.0028387-0.0015149i,0.0017037-0.0011664i,0.00072646-0.0006039i,0.0004881-0.00049582i,0.00063754-0.0015136i,0.00084704-0.0020154i,0.0010175-0.00092397i,0.00073203+0.00013489i,-0.00013657+0.00015948i,-0.00063855-6.9265e-05i,-0.00019611+0.00012409i,0.00042322-0.00023924i,0.00019442+3.6567e-05i,-0.00071744+0.00033694i,-0.0013572+9.8534e-05i,-0.00074695-0.0003034i,-0.00010843-0.00019247i,0.00032298-0.00029531i,0.00077446-0.00040403i,0.00087256+0.00011143i,0.00052276+0.00041363i,0.00065149+0.00078834i
-0.0011405-0.00061726i,-0.0010598-0.0015196i,5.8716e-05-0.00095076i,6.8356e-05-0.00093212i,-0.00027914-0.0013659i,0.00056231-0.0010697i,0.00061114-0.00048284i,-0.00019608-0.00028641i,-6.5051e-05-0.0001039i,3.6382e-05+0.00015085i,-0.00034362+0.00012813i,-0.00043121-0.00030839i,0.00020024-0.0005636i,0.00085954-0.00041859i,0.0010649-0.0004575i,0.00074041-0.00061379i,-0.00012183-0.00094556i,-0.00051884-0.00098158i,0.0002014-0.00056186i,0.00039533-0.00050565i,5.0245e-05-0.00016477i,-6.5488e-05+0.00015067i,0.00030215+0.00015413i
0.0019215+0.00046346i,0.0019326+0.0012271i,0.0014981+0.0014056i,0.00088718+0.00047594i,0.0011449+0.00035263i,0.0013196-0.00059319i,0.00054888-0.0015285i,-0.00010397-0.00084011i,-0.00013835-0.00015819i,-0.00037825-0.00037599i,4.2185e-05-0.00069959i,0.00023435-0.00029777i,2.5194e-05+0.00035775i,0.00012263+0.0011105i,0.00065239+0.00082707i,0.00029727-0.00027264i,-0.00061945-0.00039882i,-0.00096345+0.0002498i,-0.00038296-4.7948e-05i,-0.00021011-0.0008182i,-0.00021023-0.0010371i,-0.00013207-0.00036289i,0.00046867+0.00068228i
0.001121-0.001209i,0.0028231-0.0029062i,0.0031561-0.0027304i,0.0013776-0.0020965i,-0.00024364-0.0021028i,-0.0010011-0.0020334i,-9.7199e-05-0.0012157i,0.00039225-8.3452e-06i,0.00020789+0.00015495i,0.00072561+0.00017327i,0.00064185+0.00032052i,0.00042142+3.8031e-05i,0.00052586+0.00055216i,0.00010685+0.0005155i,-0.00059163-6.8298e-05i,-0.00047495-8.8128e-05i,-0.00027945-0.00049448i,-0.00027845-0.00010135i,0.0003642+0.00066126i,0.00034674+0.00044269i,-0.00038479+0.00019374i,0.00017655-0.00046623i,0.00030988-0.00056271i
0.00012251-0.0011542i,0.0010004-0.00028663i,0.0010703+6.2014e-05i,0.00060395-0.00054067i,0.00088543-0.001375i,0.0011194-0.0015399i,0.00028049-0.0021029i,9.5364e-05-0.0022975i,0.00026206-0.0013984i,0.00011363-0.00066111i,-0.0004771-0.00027998i,-0.00044827+0.00022739i,0.0002499+0.00026034i,0.0002266+0.00026909i,0.00019476+0.0010088i,0.00042729+0.0011249i,0.00037489-2.3112e-05i,0.00036342-0.00058201i,0.00042942-0.00034419i,0.00015199+0.00027937i,0.00036777+0.00064541i,0.00030895+0.00057756i,-0.00028645+0.00010196i
0.004433-0.00096948i,0.0034676-0.0021916i,0.0007862-0.0022543i,-0.00014279-0.0014875i,0.00046624-0.00087962i,0.00065839-0.0009219i,0.00050268-0.00092577i,0.00095141-3.3523e-06i,0.00073657-5.4602e-05i,-0.00045307-0.00070357i,-0.00051811-0.00039043i,-0.00024345+0.00014825i,0.00018761-0.0005554i,0.00065815-0.00063629i,0.00018544+0.00054236i,0.00022646+0.00062022i,0.00068056-8.9101e-05i,0.0011044+0.00022048i,0.00084696+0.00052i,-0.00023882-0.00012039i,-0.0011778-0.00041678i,-0.00039998-0.00030002i,7.3274e-05-0.00021524i
0.00044125+0.00020655i,0.00025357+0.00032021i,-0.00019831+7.8679e-05i,-0.00035713-0.00047691i,-0.00011483-0.0011811i,-0.00042377-0.0017728i,-0.0017916-0.0017239i,-0.0027108-0.00090093i,-0.0020299-0.00049344i,-0.00094257-0.00026955i,-0.0003111+2.9325e-05i,-0.0002579-0.00030889i,-9.6514e-05-0.00033574i,-0.00010497+0.00056494i,-0.00036727+0.00059137i,-2.0359e-05+0.00023861i,0.00037239+0.00036775i,0.00049288+0.00024682i,7.2286e-05+0.00024376i,-0.00024153+0.00043227i,-8.9121e-05-1.6188e-05i,0.00021914-0.00017635i,0.00048876+0.00012668i
0.002244-0.0024027i,0.0025322-0.0017475i,0.0016016-0.0021952i,0.00071599-0.0020769i,0.00039206-0.0020019i,0.00061382-0.0014934i,0.0010159-0.00086394i,0.00026288-0.00079804i,-0.00050872-0.00058986i,-0.001261-0.00057219i,-0.0011408-0.00065244i,-7.6028e-05-0.00011452i,-0.00036142+0.00010434i,-0.00065359-4.4671e-05i,-0.00015847-0.00016635i,-0.0002392-0.00035421i,-0.00025613-0.00045678i,-0.00025442-0.00054052i,0.0002824-0.0005617i,0.00020905-0.00035338i,-0.00030613-6.722e-05i,-0.00011257+0.00011665i,0.00014901+0.00019451i
0.0012348-0.0011759i,-0.00031099-0.0021569i,-0.001767-0.0014446i,-0.001264-0.00053125i,0.00046929-0.0005784i,0.0010089-0.0011466i,0.0004763-0.0016573i,0.00024032-0.0010544i,-0.0004255-0.00044287i,-0.00092848-0.00052083i,-0.00094355-0.00038075i,-0.00081224-0.00022797i,-0.00094252+4.4284e-05i,-0.0004214+0.00033889i,0.0002362+0.00093695i,-3.6237e-05+0.0012656i,0.00033271+0.00030349i,0.00047672+0.00025374i,0.00052218+0.00088455i,0.0009527+0.00074731i,0.00084554-3.4056e-05i,0.00028044-0.00043648i,-2.848e-05-2.5989e-05i
0.0031816+0.002154i,0.0046047+0.00083821i,0.0044651-0.0014108i,0.0028984-0.0025505i,0.0012589-0.0022783i,-5.8336e-05-0.00091954i,-0.00071187+0.00013129i,-0.00034654+0.00020127i,-0.00020041+0.00058432i,-0.00072638+8.4237e-05i,-0.0011682-0.0006498i,-0.00064386-0.00023189i,-0.00058836+0.00053001i,-0.0014665-0.00029653i,-0.0014667-0.00042071i,-0.0004473+0.00015494i,-4.0861e-05-0.00068498i,5.4436e-05-0.0011295i,0.00063124-0.00027503i,0.00078348+0.0010407i,-5.4703e-06+0.0013969i,-0.00066054+0.00077127i,-0.0009546+0.00094933i
0.0009909-0.0016961i,0.00030286-0.0014818i,-6.9165e-05-0.0017842i,-0.00035322-0.0019018i,-0.00054709-0.002204i,9.5043e-05-0.0013488i,0.00046975-0.00068615i,-0.00051897-0.00057034i,-0.00095347-0.00019228i,-0.00087599-7.1656e-05i,-0.00045927-0.00060656i,-0.00040929-0.00082151i,-0.00023552-0.00042347i,0.0006442+0.00040463i,0.0005606+0.00060046i,4.2819e-05+0.00036303i,0.00024523+0.00023224i,-4.803e-05-0.00038663i,-8.1139e-05-0.00087039i,-0.00038194-0.00099395i,-0.00059367-0.00035702i,-0.00056761+8.1587e-05i,-0.00080245+0.00012573i
0.00083333-0.0010304i,0.0010681-0.00029631i,0.00080535-3.3317e-05i,0.00033698-0.00011718i,0.00076811-0.00023382i,0.001185-4.9095e-06i,0.00093036-0.00014188i,-1.9726e-05-0.00019356i,-0.00052442-0.0002957i,-0.00035025+0.0003278i,-0.00090113+3.9203e-05i,-0.0010102-0.00082311i,5.246e-05-0.00077048i,0.00019958+6.0661e-08i,-0.00048707+0.00081215i,-0.00034889+0.00043375i,0.00023347-0.00020716i,9.2123e-06-0.00032564i,-0.0007497+0.00042448i,-0.001059+0.00056687i,-0.00021615-0.00035456i,0.00049434-0.00079967i,2.8249e-06-2.3778e-05i
0.0031775-0.00099652i,0.0030174-0.00051907i,0.0015532-0.001616i,-0.00034239-0.0019936i,-0.00045851-0.0024098i,0.00039968-0.001633i,0.00042264-0.00063439i,0.00020193-0.00030277i,0.00014229+0.00032286i,-0.00026122+1.0169e-05i,-0.00047444-0.0001908i,-2.8002e-05+0.0003957i,0.000216+0.00099332i,0.00073011+0.00096928i,0.00095264+0.0012886i,0.0008166+0.00029277i,0.00049326-0.00057234i,1.5225e-05-0.00016058i,2.7404e-05+0.00075935i,0.00018598+0.0010278i,0.00052+0.00029661i,0.0007525-9.2279e-05i,0.00070139-8.3682e-06i
0.00039385+0.0018511i,0.00016781+0.0016408i,-0.00096873+0.0012006i,-0.00061668-0.00030295i,-0.00025813-0.00171i,-0.0004843-0.0023754i,-8.908e-05-0.0020092i,0.00020325-0.00078555i,0.00074897-0.00023529i,0.00079841-8.0729e-05i,0.00027506+2.2112e-05i,-0.00038763-9.9554e-05i,-0.00089711+0.00042095i,-0.0011634+0.00075488i,-0.00094018+0.00024836i,0.00014981-0.00025366i,0.00063093-0.00072054i,0.00055348-0.00091086i,0.00010273-0.00069268i,-0.00076815+0.00035041i,-0.00099629+0.00057602i,-1.6361e-05+9.4339e-05i,0.00051125+0.00032577i
-0.00056189-0.00034516i,5.539e-05-0.00079102i,0.00051158-0.0015278i,0.0014495-0.0017314i,0.0018616-0.0022941i,0.0020589-0.0026139i,0.0015742-0.002172i,0.0011201-0.0015094i,0.00095306-0.0010027i,0.00053666-0.00070538i,0.00011652-0.00068652i,-0.00047064-0.00012341i,-0.00033589-0.0005435i,-2.6538e-05-0.0010454i,0.00023951+2.4013e-05i,0.00065076+0.00038891i,0.00047673-0.00012035i,-0.0007731-0.0003408i,-0.0016048-0.00088841i,-0.00095472-0.0016711i,-0.00047977-0.0014741i,-0.00018984-0.00038814i,0.00012924-5.2e-05i
0.00074319+5.5368e-05i,0.0014336-0.0010885i,0.0003165-0.0014036i,-0.00030522-0.00067943i,-0.0001399-0.00073138i,-0.0001129-0.0012124i,-0.00022616-0.00073684i,-0.0005644-0.00034555i,-0.00068881-0.00026275i,-0.00026958-0.00013268i,5.4783e-05-3.7023e-05i,0.00072136+0.00063833i,0.00093301+0.00086288i,0.00029587+0.00068287i,0.00015077+0.00029727i,0.0003504-0.00027072i,0.00029143-0.0007171i,0.00019815-0.0005155i,-0.00015273-0.00050911i,-0.00052477-0.00045246i,-0.00017423+0.00020586i,-0.00029951+0.0012996i,-0.00082222+0.0010837i
0.0012264-0.0013219i,0.0020156-0.0015888i,0.0024022-0.001566i,0.0016038-0.002119i,0.0011112-0.0019474i,0.0012465-0.0010874i,0.00055127-0.00036055i,-1.4466e-05+0.00033856i,-0.00061229+0.00025355i,-0.00072449+0.00014878i,0.00014314+0.00075601i,-0.00013513+0.00041891i,-0.00087871+5.1167e-05i,-0.0014508+0.00053992i,-0.0010158+0.00066581i,0.00037983+0.0002142i,0.00036485-0.00064784i,0.00021835-0.00027501i,-0.00030415+0.00030859i,-0.001113+0.000213i,-0.00058159+0.0006997i,2.0681e-05+0.00089476i,-0.00036887+0.00041029i
-2.9319e-05-0.00072113i,0.00016933-0.00072766i,0.00088542-0.00026874i,0.00033559-0.00082244i,0.00052533-0.0018857i,0.00096763-0.00142i,0.00029835-0.0012082i,-0.00011444-0.00092807i,-0.00042498-4.0923e-05i,-0.00060456+0.00012807i,-0.00071031-5.3295e-05i,-0.00093536+0.00033803i,-0.00048697+0.0001668i,0.00019241-0.00018555i,9.0984e-05+0.00026264i,0.00039943+0.00062689i,0.0012238+0.00053399i,0.0016584+0.00043482i,0.0015007+0.00060675i,0.00086968+0.00058323i,0.0002668-0.0001217i,-0.00013898-0.00079085i,-0.00016816-0.00049355i
0.001264+9.3239e-05i,0.0012443+0.00096207i,0.0009615+0.00014743i,0.0011896-0.00034615i,0.0015201-2.9509e-05i,0.0019384-0.00072383i,0.0015843-0.0017764i,0.00064962-0.0013018i,0.00010508-0.00048339i,2.8012e-05-4.3935e-05i,0.00054067+0.0003716i,0.00057575+0.00062122i,0.00062374+0.0005758i,0.0012217+0.00061129i,0.00080606+0.0011213i,0.00038202+0.0011734i,-0.00065536+0.00079114i,-0.00091475+0.00023775i,-0.0009024+0.00014157i,-0.00057314-4.975e-06i,0.00058014+0.00030588i,0.00040262+0.0007513i,-0.00015489+0.00084455i
0.0039806-1.2868e-07i,0.002986-0.0022684i,0.002455-0.0031551i,0.0012713-0.002857i,-0.00039167-0.0019726i,-0.00042761-0.0013212i,0.0005768-0.00098561i,0.0007764-0.00030178i,0.00018121-1.4903e-05i,0.00053725-0.00040423i,0.00058646-0.00049342i,0.00020415-9.5552e-05i,0.00061699+0.00047088i,-0.00024089+0.0010739i,-0.00084811+0.0012525i,-0.00023287+0.00094871i,0.00059975+0.00077979i,0.001399+0.00076656i,0.0010726+0.00057086i,0.00049204+0.0001827i,2.1996e-06+0.00014592i,-8.1479e-05-7.3809e-05i,0.00066909+3.7981e-06i
-0.0024009+0.0015843i,-0.0013289+0.0019031i,-0.00064926+0.0010142i,0.00016418+0.00013838i,0.0010679-0.00046061i,0.0016961-0.0014361i,0.00064182-0.0013398i,-0.00025033-0.00066809i,0.00027264-4.7322e-05i,-0.0001716+0.00012637i,-0.00047954-0.00034115i,-0.0002206-0.00075559i,-0.00050682-0.00041804i,-0.00051799-0.00036178i,-0.00032309-0.00052357i,-0.0001825+4.1998e-05i,-9.3995e-05-5.6179e-05i,-2.437e-05-0.00061047i,0.00027549-0.00083677i,1.9368e-05-0.00082548i,-5.4128e-05-0.0010613i,0.00034056-0.00078701i,0.00061124-0.00032894i
0.00032609-0.0018193i,5.0724e-05-0.0030896i,0.00039666-0.0029445i,0.00057151-0.001348i,0.00017831-0.0011575i,0.00013515-0.0015555i,0.0010881-0.00092219i,0.00064215-3.6749e-05i,-0.00055907+0.00033737i,-0.00091921+0.00011668i,-0.00068843-5.5555e-05i,-0.00031474+1.3445e-05i,-0.00024763-0.0002396i,-0.00020892-0.00014407i,-0.00036897+0.00065682i,-0.000664+0.00069316i,-0.0010293+0.00037702i,-0.0013615-0.00018095i,-0.0010258-0.00030548i,-0.00025713-6.0213e-05i,-0.00026074+8.5453e-05i,-0.00051465+0.00040063i,-0.00072107+0.00043262i
0.0013123-0.00059266i,0.0010246-0.00088616i,0.00080737-0.00040072i,0.00066861-0.0001525i,2.1204e-05-0.000443i,-0.0004235-0.0014228i,-0.00018097-0.0016303i,-0.00040994-0.00049593i,-0.00024989+0.00010878i,-6.3106e-05-0.0001343i,0.00019893-0.00040741i,0.00081946-0.00051169i,0.00090338-0.00090744i,0.00057234-0.00053099i,0.00011275+0.00034686i,0.00024165+0.00059693i,0.00067307+0.00023471i,0.00040249+0.00033092i,0.00052303+0.00018864i,0.00061634+0.0004551i,0.00040798+0.00054718i,0.00014536+0.00037305i,0.00039202+0.00024328i
0.0021138+0.0008802i,0.0023905+0.00042043i,0.0019844-8.5766e-05i,0.0015632-0.0011632i,0.00082403-0.0020209i,0.00024497-0.0026515i,-0.00021938-0.0017151i,0.00016142-0.00012663i,0.00015578+0.00073336i,-0.00026532+0.0002728i,-0.00060054-5.7533e-05i,-0.00062962-0.00070986i,2.7422e-05-0.00069948i,-1.4334e-05-0.0004355i,3.0563e-05-5.7579e-05i,0.00025591+0.00059586i,0.0001102+0.00057635i,0.00028824+0.00025151i,0.00013827+9.4466e-05i,0.00012168+4.6328e-06i,0.00069891-0.00032674i,0.00093477-0.00053961i,-8.1982e-05-0.00094931i
-0.0019735-0.0022299i,-0.0027344-0.0016153i,-0.002325+0.00024316i,-0.00035221+0.0013341i,0.0011834+0.00083905i,0.0016301-0.00072919i,0.0011989-0.0022438i,-0.00055013-0.0020901i,-0.0014292-0.0015763i,-0.0013457-0.0012432i,-0.0006112-6.5332e-05i,0.00051145+0.00094376i,0.00044099+0.0014015i,-7.7458e-05+0.00078251i,0.00010206+0.0009898i,-2.9172e-05+0.0013454i,0.00023424+0.00031697i,0.00025921-9.6257e-05i,2.68e-05-8.5944e-05i,0.00015508+7.3385e-05i,0.00010466+0.00044524i,-4.1242e-05+0.00017119i,-0.00021724-0.00030208i
0.00066334+0.00072572i,0.00047698-0.00067861i,3.4448e-06-0.0012306i,0.00056712-0.0006306i,0.00078003-0.00015039i,0.00060385-0.00098288i,0.00055122-0.0010966i,4.1213e-05+7.9792e-05i,-0.00028066+0.00035242i,-0.00010022-2.6038e-05i,9.4358e-05+0.00063146i,0.00033595+0.00088955i,0.00069382+0.00013407i,0.00080603-0.00054883i,0.00075677-0.00086614i,0.00057001-0.00062174i,-0.00018192-0.00024666i,-0.00030385-2.3546e-05i,-0.00016077-0.00024745i,-0.00031262-0.00045197i,0.00010578-0.00035424i,0.0006085+0.00031357i,-4.6612e-05+0.00057222i
0.00066202-8.0019e-05i,0.00043938-0.00010344i,-0.00028064-0.0011506i,-0.0005556-0.0016766i,-0.00049343-0.0010694i,-0.00027182-0.00050062i,-0.00011758-0.00099828i,-0.00018256-0.00056972i,-0.00053855-0.0002867i,-0.0013592-0.00047236i,-0.0012956+0.00025779i,-0.00076829+0.00072544i,-0.00017325+0.00076412i,0.00024534+0.0011448i,0.00014246+0.00088875i,0.00034107+0.00056469i,0.00063931+0.00056198i,0.0008254+0.00024231i,0.00081132-0.00030249i,-8.8423e-05-0.00054745i,-0.00040833-0.00027729i,-0.00045015-0.00032888i,-0.00045648+0.00020338i
0.00078729+0.00027091i,0.0001434-0.00050022i,-9.3615e-05-0.0014966i,0.000835-0.0019234i,0.0013995-0.002003i,0.0025859-0.0023826i,0.0027799-0.0018396i,0.00127-0.0013367i,-1.1135e-05-0.0016435i,-9.6244e-05-0.00065199i,-0.0006333+0.00016788i,-0.00083212+5.4452e-05i,-0.00029825+0.00048495i,0.00019447+0.0007973i,0.00061034+0.0006113i,0.00061555+0.00051399i,0.00039833+0.00055376i,0.00010133+0.00026515i,-0.00053862-0.00020217i,-0.00088842-0.00020297i,-0.00082598-2.6652e-05i,-0.0002977+0.00092722i,1.0127e-05+0.00081752i
-0.00054498-0.0019372i,-0.00041665-0.0011985i,-0.00058459-0.001328i,-0.00091155-0.0012476i,-0.00048696-0.00058016i,0.00042003-0.00038798i,0.0011852-0.00045032i,0.0017607-0.00025693i,0.0011345-0.00045836i,0.0002588+0.0001906i,0.00012242+0.00069453i,0.00019983+0.00016838i,0.00046314+4.506e-05i,0.00044091-0.00034867i,7.1217e-05-0.00020253i,-0.00030761+0.00053528i,0.00015167+0.00037086i,0.0003536+0.00026067i,0.00014863+0.00021339i,0.00016304-0.00025318i,0.0002327-0.00056968i,0.00024651-0.00024692i,1.9174e-05+0.00024235i
0.00095067+0.0027892i,0.0009846+0.0017221i,0.0024859+0.00093484i,0.0028377-8.2927e-05i,0.0022211-0.0013518i,0.0017368-0.0022494i,0.00057402-0.00169i,-2.6909e-05+0.00018596i,2.4992e-05+0.0016538i,-0.00065068+0.0015216i,-0.0013224+0.00089579i,-0.00052169+0.0012625i,-0.0001444+0.0010769i,-0.00097621-3.5499e-05i,-0.0012539-0.00066251i,-4.3281e-05-0.00048135i,0.00071837-0.00010502i,0.00023017+5.1698e-05i,-0.00035096+0.00049438i,-0.00057121+0.00028789i,-0.00037757-0.00026285i,0.00029838-0.0010359i,0.0009702-0.00091428i
0.0017441-0.0026673i,0.0027075-0.0028702i,0.0014482-0.0015464i,4.7085e-05-0.00079233i,8.7788e-06-0.0007071i,0.001092-0.00050566i,0.0011675-0.00087748i,0.00020816-0.001256i,-0.00026729-0.00062909i,-0.00031735+0.00024745i,-6.381e-05-0.00012614i,0.0002041-0.00034482i,-3.2918e-07+0.00040703i,6.0614e-05+0.0005595i,-4.7344e-05+0.00085411i,-0.00010647+0.00065921i,0.00060417-0.00037635i,0.00084494-0.00031286i,3.0465e-05+0.00032448i,-0.00094824+0.00016923i,-0.0013345+0.00014344i,-0.00080451+0.00029529i,-0.0003536-0.00041458i
0.001537+0.0013068i,0.0022805+0.0008375i,0.001853+0.00054448i,0.0015534-0.00031635i,0.0019445-0.00081407i,0.0016933-0.0016442i,0.00072337-0.0018769i,0.0005259-0.00063247i,0.00045163+0.0003456i,0.00026011-5.6792e-05i,0.00025483-0.00046968i,0.00046797+2.1841e-05i,0.00071308+0.00021398i,0.00043637+0.0002894i,0.00034462+1.5795e-06i,0.00060202-0.00044905i,0.00058063-0.0011898i,0.00030024-0.00060591i,-0.00023548+0.00032661i,-0.00037977+0.00022761i,-0.00033711+0.00062057i,-0.00057509+0.00048886i,-0.00058352-7.8114e-05i
0.002233+0.0015811i,0.0020651+0.0015083i,0.0018184+0.00026122i,0.0016641-0.00040114i,0.0015386-0.0014295i,0.00048213-0.0021864i,-0.00048342-0.00066396i,-0.0003129+0.00036794i,0.00021572-0.00038827i,0.00038007-0.0013265i,0.00050602-0.0010288i,0.00010975-0.00033233i,-0.00055842+0.0002607i,-0.0010853+0.00025647i,-0.0013256+9.4275e-05i,-0.00075176+0.00021554i,0.00055607+0.00043011i,0.00050794+8.5872e-05i,-0.0003276-1.1601e-05i,-0.00016017+0.0002936i,9.5346e-07+0.00047516i,0.00057161+0.00051296i,0.0012706+0.00011852i
0.0015759+0.00040007i,0.0024528+0.00030913i,0.0028387-0.00052711i,0.0014662-0.00076554i,0.00080464-6.5013e-05i,0.00071576-0.00012159i,0.00059128-0.00090046i,0.00044774-0.00075901i,-0.00031241-0.00024638i,-0.00026212-0.00034235i,0.0002666-0.00059694i,0.00017329-0.00063999i,0.00016233-0.00032493i,-0.00020278+9.3228e-05i,-0.00054729+0.00059114i,-0.00062386+0.00063761i,-0.00042751+0.00040418i,-8.3656e-05+0.001055i,0.00023759+0.00063907i,0.00075895+0.0002608i,0.00068199+0.00018508i,0.00047405-0.00041747i,0.00050166-0.00042246i
-0.0010581-0.00011474i,-0.0014744-0.00094547i,-0.00037789-0.0015527i,0.00062436-0.0017015i,0.0018326-0.0025098i,0.0018722-0.0032651i,0.0016367-0.0029153i,0.0010864-0.0010987i,0.00025633+0.00032234i,-0.00031961+0.00046688i,-0.00053104+0.00043668i,-8.0038e-05+0.00018049i,-0.00013346+0.00010605i,-0.0006727+8.3397e-05i,-0.00024388+5.991e-05i,0.000746+0.00061089i,0.0011354+0.00021321i,0.00041946-0.00020677i,-0.00015206-0.00017664i,2.8352e-05+0.00077864i,0.00027035+0.00087134i,0.00013881-0.00016827i,0.00032132-0.0003177i
0.0010683-0.0030828i,0.00065439-0.0039079i,-0.00010897-0.00367i,-0.00043141-0.0018625i,-8.7479e-05-0.00086653i,0.00014422-0.0014022i,0.00021988-0.00086713i,0.00053406+2.5118e-06i,0.00055936-0.00029391i,-6.4559e-07-0.00060018i,-0.00044573+0.00011756i,0.00014855+0.00042238i,0.00056268+0.00012274i,0.00071539+0.00047781i,0.00089879+0.00076571i,0.00018856+0.00070776i,-0.00056478+0.00030177i,-0.0002854+0.00033964i,7.6188e-05+0.00027054i,-0.00030393+8.1671e-05i,-0.00071233+0.00057727i,-0.00041714+0.0011512i,0.00011938+0.0011278i
0.0027435+5.0292e-05i,0.0030543-0.00080932i,0.0021629-0.0014337i,0.0013891-0.0014972i,0.0010899-0.0015426i,0.00070815-0.0021421i,0.00085152-0.0016904i,0.00065928-0.00037771i,0.00042546-5.7849e-06i,-0.00025754-8.8861e-05i,-0.00080658+0.00037831i,-7.0403e-05+0.00040758i,0.0002292+0.00050108i,-0.00052287+0.00065792i,-0.00064816+0.00095963i,-0.00036814+0.00072817i,0.00011719-0.00029455i,0.00043975-0.00024139i,-0.00019325+0.00047864i,-0.00047928+0.00032681i,0.0005422-3.8897e-05i,0.00081538-0.00042478i,0.00038492-0.00038241i
0.00053974+0.00048174i,0.0013596+0.00011143i,0.00053142-0.0014344i,-0.00095256-0.0020008i,-0.0011667-0.0014607i,-0.00066937-0.0022847i,-0.00065892-0.0027935i,-0.00022055-0.0017841i,0.00038261-0.0010217i,0.00011636-0.00063233i,-0.00015203-0.00043566i,-0.00033696+0.00012251i,2.5844e-05+0.00047482i,0.0003353-9.1715e-05i,0.00036984-0.00054166i,2.2693e-05+6.0306e-05i,-0.00046738-0.0003146i,-0.00047355-0.00067431i,-0.00047869+0.00036411i,0.00013899+0.00026395i,0.00097482-9.096e-05i,0.00048071+0.00042013i,0.00034181+0.00053843i
0.0010916-2.5577e-05i,0.0017959+0.00087917i,0.0017986+0.00040944i,0.0019573-0.00096598i,0.0024635-0.0017463i,0.003271-0.0018835i,0.0024624-0.00083779i,0.00061338+2.0372e-05i,-0.00056424+6.8918e-05i,-0.00017542-0.00053207i,0.00051175-0.00083394i,0.00047415-0.00039532i,0.00045559+8.012e-05i,0.00014711+0.00064374i,-0.00057092+0.00062654i,-0.00031987+6.6669e-05i,-0.00029902-0.00040753i,-0.00054423-0.00029977i,-0.00041581+8.9725e-05i,-0.00037952+0.00022625i,-0.0004848-0.00021045i,0.00011763-0.00040233i,0.00028595-3.2397e-05i
0.0011964-0.00019057i,0.0010159-0.0015178i,0.00053904-0.0012248i,-5.9944e-05-0.00038286i,0.00010727-0.0002264i,-0.00026386-0.00069664i,5.0534e-05-0.00023865i,0.00068172+0.0003606i,4.9526e-05-4.3103e-05i,0.0001773-0.0004167i,0.00051517-0.00022569i,-0.00027965-0.00072343i,-0.00027638-0.00034775i,0.00011996+0.00037496i,0.00025301-0.00023583i,0.00024469-0.00074827i,-0.00013345-0.00048872i,-0.00022875+0.00023423i,-0.00048662+0.0011785i,-0.00050766+0.00094996i,-0.00027836+7.7233e-05i,4.4446e-05+0.00029934i,-0.0001633+0.00077976i
