0.00015936-0.00026264i,-0.00076111-0.0010707i,-0.0009283-0.0012361i,-0.00051666-0.001226i,-0.0011741-0.0015986i,-0.0017383-0.0001995i,-0.0011278+0.0013459i,-0.00043049+0.0016879i,0.00065256+0.00055847i,0.0011872-0.000296i,0.00084252-0.00080762i,0.00019692-0.0011514i,-8.0943e-05-0.0011755i,-0.00045843-0.0007281i,-0.00077854+0.00021744i,-0.00091268+0.00077253i,-0.00077154+0.00042092i,-0.00048212+0.00025235i,-0.00084673+0.00015412i,-0.0011208+0.00013049i,-7.5663e-05-7.1859e-05i,0.00055777-4.4094e-05i,-0.00047529+0.00012518i
0.00091294-0.0017485i,-0.00022079-0.0030799i,-0.00078673-0.0035242i,-0.00019389-0.0026684i,0.00074408-0.0019799i,0.0014064-0.00032032i,0.0012356+0.00056956i,0.0010224+0.00017957i,0.00032496-0.00068031i,5.8936e-05-0.0024147i,-0.00053071-0.0016528i,-0.0014138-7.1237e-05i,-0.00069977-0.00054624i,0.00029786-0.0010866i,0.00081528-0.00098587i,0.00026779-0.00073985i,8.575e-06+3.1164e-05i,0.00022797+0.00039122i,-3.871e-05+0.00023258i,-0.0003358+5.973e-05i,-0.00020469+0.00020972i,-1.0958e-05+0.00011511i,7.8566e-05+3.0378e-05i
0.00039483+0.00096742i,0.0010862+0.00096936i,0.0016521+0.0011742i,0.001946+0.00058262i,0.0018371-0.00018341i,0.0010497-0.00087238i,0.00027352-0.00067623i,0.00015526-0.00013065i,-0.00027375+0.00027246i,-0.000517-0.00053413i,0.00014001-0.00093284i,-0.00028742-0.00074161i,-0.0010745-0.00047827i,-0.00087328-0.00010115i,-0.0011795+3.0451e-05i,-0.00069725+0.00020123i,0.0006103+0.00062553i,0.00050767+0.00025425i,3.4237e-05-0.00044177i,2.0091e-05-0.00033373i,-0.00025522-0.00048312i,-0.00068429-0.00074626i,-0.00043339-0.00089937i
0.00099088+0.0003964i,0.00041464-0.00066105i,-0.00022102-0.0018445i,7.6677e-05-0.0022833i,0.00041981-0.0022657i,-0.00093813-0.0021884i,-0.0022591-0.0011068i,-0.0030424-0.00031151i,-0.0029149-0.00084487i,-0.0023472+0.00014262i,-0.001167+0.00098701i,-0.00057544+6.5515e-05i,-0.00083279-0.00018256i,-0.00048288-2.7741e-05i,3.1516e-06+0.00081862i,5.6183e-05+0.0013471i,2.609e-05+0.00049157i,0.00021332-0.00025885i,3.1525e-05+9.4832e-05i,0.00020436+0.00033196i,0.00015738+0.00038043i,0.00042098+0.00015131i,0.00090474+4.4678e-05i
-0.00045517+0.00028719i,-0.00036077+0.0010088i,0.00064229+0.00059948i,0.0012423-0.00014506i,0.0012141-0.00014341i,0.001565-0.00075315i,0.00053016-0.0019593i,-0.00049123-0.0017566i,-0.00040783-0.0010362i,-0.0007106-0.0016029i,-0.00040484-0.00051157i,0.00032058+0.0016366i,0.00084312+0.0016343i,0.0012587+0.00062034i,0.0011769-0.00010694i,0.00068121-0.00027973i,-0.00013793+0.00042248i,-0.00061645+0.00052278i,-0.00033028-0.0001924i,-3.2987e-05-0.00039807i,3.2694e-05-0.00022596i,-9.923e-05-0.00055582i,-0.0003242-0.00050262i
0.0012023+0.0019181i,0.0013018+0.00064002i,0.00093875-0.00039899i,0.0013887+0.00028207i,0.0023273+0.0003197i,0.0017116-0.00088837i,0.00050018-0.0008783i,-0.0004056+0.00075494i,0.00046375+0.0015009i,0.0013597+0.00090423i,0.00068901-6.7929e-05i,0.00048315-0.00023031i,0.00051981-0.00018209i,0.00011843-0.00048799i,0.00051355+6.692e-05i,0.00031092+0.00053717i,-0.0012794+0.0011428i,-0.0014465+0.0013817i,-0.00053615+4.6982e-05i,-0.00022684-0.00029124i,0.00026946+0.00050936i,0.000484+0.00031438i,-4.5072e-05+0.0001981i
0.00079048-0.0010513i,0.00057366-0.0014289i,0.00068225-0.0010827i,0.00083312-0.0014399i,0.0010711-0.0017043i,0.00058558-0.0015163i,-0.0014439+0.0001314i,-0.0021788+0.0020239i,-0.00066898+0.0017562i,0.00063128+0.00072909i,0.00076121+9.2181e-05i,0.000284-0.00046726i,-0.00043123-0.0012689i,-0.0004705-0.0023316i,-0.00028104-0.0022665i,-0.00035598-0.0015443i,-0.00050846-0.00030531i,-0.00017264+4.3243e-05i,0.00047085-0.00011159i,0.00032585-0.00031882i,8.7097e-05-0.00088748i,-0.00030236-0.00079965i,-1.7229e-05-0.00056665i
0.00070468+0.0019768i,0.0020695-0.00013417i,0.0031806-0.0020695i,0.0026643-0.0030593i,0.0027181-0.0035402i,0.002172-0.0029471i,-2.0245e-05-0.002075i,-0.00074148-0.0012553i,0.00050616-0.001197i,0.00027757-0.0010158i,-0.00028836-0.00084658i,0.00011906-0.0010377i,0.00020989-0.00071692i,0.00020361+9.4541e-05i,6.8289e-05+0.00016603i,-0.00059074-0.00054006i,-0.00046058-0.00031707i,0.00011015+0.00058172i,-0.00027227+0.00069413i,-0.00062726+0.00017206i,0.0005858-9.9965e-05i,0.00039234+0.00015566i,-0.0009457+0.00060202i
-5.8847e-05-0.00030908i,3.8167e-05+0.00072378i,8.873e-05+0.0018941i,0.0001454+0.0022784i,0.0012934+0.0016668i,0.0023788-0.00052407i,0.0018552-0.0020587i,0.00067462-0.0021432i,-0.00017646-0.0024638i,-0.00068944-0.0024899i,-0.0010565-0.0014209i,-0.0017581-0.00024079i,-0.0021354+0.00076572i,-0.0012204+0.0015501i,-0.00031493+0.0011372i,-0.00034089+0.00060656i,-6.4003e-05+0.0005112i,1.5875e-05+0.00048155i,-0.00015724+0.00018464i,8.0691e-05+0.00039049i,0.0003076+0.00088936i,6.2756e-05+0.00099399i,6.3853e-05+0.00028877i
-0.0015502-0.00026258i,-0.0008217-0.00040273i,-0.00031677-0.00021527i,0.0007429+0.00034834i,0.001785+0.00082573i,0.0016031+0.00042737i,0.00032409+0.00068249i,-0.00067945+0.0011944i,-0.0010375+0.0008334i,-0.00061108+0.00020875i,-0.00015005-0.00015628i,-0.00064482-0.00063794i,-0.0013608-0.00088007i,-0.00084252-0.00045383i,-0.00020888-0.00057156i,-0.00012685-0.00038094i,-0.00048051-0.00011663i,-0.00053849-0.0005303i,0.00044464-0.0010947i,0.0010311-0.0014003i,0.00074273-0.0019232i,-5.2549e-05-0.0018293i,-0.00012035-0.0010446i
-0.00040966-0.0017558i,-0.0010086-0.0016331i,-0.00088354-0.00046462i,-0.00084881-0.00071735i,-0.00040984-0.0011843i,-0.00069547-0.00059827i,-0.0021864-0.00062337i,-0.0027698-0.00084343i,-0.0020895+6.3006e-05i,-0.001633+0.00092907i,-0.0004951+0.00093684i,0.00043957+0.00029945i,0.00022561-0.00073864i,0.00076718-0.00068008i,0.0013453-0.00087543i,0.00084696-0.00055315i,-0.00010666-0.00035392i,-0.00086345-0.00091246i,-0.00062729-0.00093635i,-0.00032582-0.00012231i,-0.00028226+0.00039496i,-9.5569e-05+0.00033206i,-0.00040188+3.466e-05i
-0.0024803+0.00079124i,-0.00047206+0.0019263i,0.00027472+0.002275i,0.00089517+0.0014929i,0.0018214+6.9512e-05i,0.002953-0.00090359i,0.0021026-0.001546i,0.00041859-0.0016182i,-0.00088451-0.00065135i,-0.0012778+1.2946e-05i,-0.00084961+0.00029501i,-4.6549e-05+0.00013207i,0.0010122-0.0011321i,0.00099344-0.0018624i,0.00035479-0.0013012i,0.00029017-0.00042906i,-0.00018811+0.00041318i,-0.00047906+0.00024682i,-0.00035535-0.00086009i,0.00048923-0.001508i,0.00080567-0.0011954i,0.00068579-0.00069131i,0.00049258-0.00020385i
-0.00097773+0.0015224i,-0.0003875+0.0011756i,-0.00016293+0.00090463i,-0.00080545-0.00032064i,0.00038199-0.00096333i,0.0014807-0.00044021i,0.0014834+0.00012853i,0.0017517+0.00080743i,0.0019054+0.00088622i,0.0014548-0.00064967i,0.00093695-0.0016101i,0.00073535-0.001388i,0.00027943-0.00065351i,3.0418e-05+8.6986e-05i,-0.00010623+0.0011364i,-0.00035869+0.0010585i,-3.1265e-05+0.00019565i,0.00027903+0.0002011i,-0.0003206+0.00022702i,-0.0011138+0.0006183i,-0.0016259+0.00082062i,-0.0014041-0.00021104i,-0.0009024-0.00075544i
0.0012215-0.0014356i,0.00062141-0.001844i,-0.00016052-0.0032932i,0.00063748-0.0029452i,0.0015604-0.00093631i,0.0020955+0.00024661i,0.0014199+0.00088203i,0.00042808+0.0010878i,-0.00010301+0.0014517i,-0.00024183+0.0015905i,-9.0716e-05+0.00058331i,6.0655e-05+1.9873e-05i,-0.00037845+8.7906e-05i,-0.00077384+0.00010622i,-0.0005432-0.00034304i,-0.00043789-0.00089519i,-0.00030778-0.00093842i,-0.00042018-0.0010375i,-0.00021492+7.6953e-05i,-0.00039895+0.0013751i,-0.00034268+0.0012403i,-9.8518e-07+0.00025055i,0.00014362+1.7447e-05i
-0.0018854-0.0019462i,-0.0026705-0.0010396i,-0.0026234-0.0011866i,-0.0014824-0.00035041i,-0.00076999+0.00079915i,-0.00042575-0.00052334i,-0.001084-0.0022352i,-0.0017875-0.0022883i,-0.0022963-0.00131i,-0.0017769-0.00014055i,-0.00061821+0.00040949i,0.00021698-0.00028262i,0.00027796-0.00056153i,0.00035211-0.00074035i,0.00073646-0.0007457i,0.00078115-8.0039e-05i,0.00080509-0.00027105i,0.00067961-0.00018747i,0.00042711+0.00048791i,0.0002126+5.5845e-05i,-0.00040294-0.00066376i,-0.00035813-0.00052828i,0.00044433-0.00013189i
0.0025024+0.0019956i,0.0015353+0.00090841i,0.00036903+0.00017268i,0.00041356-1.4826e-05i,0.00099733-0.00075721i,0.0012842-0.0017119i,0.0012121-0.0013065i,0.00078264-0.001083i,0.0003844-0.001897i,-0.00018413-0.0023133i,-0.0002978-0.0021893i,-0.00014485-0.0015154i,0.00011168+0.00038956i,0.00035134+0.0011859i,5.6012e-05+0.00056307i,-0.00052846+8.6465e-05i,-0.0007643+3.9894e-05i,-0.00069538+1.5017e-05i,6.5031e-05-1.4031e-05i,0.00047702+0.0004934i,0.00018695+0.00059969i,0.00018956+0.00032701i,0.00047613-2.6327e-05i
0.00040253-0.0022809i,0.0010097-0.002679i,0.0016113-0.0037172i,0.0016964-0.0028134i,0.0022388-0.0010424i,0.0024019-4.9949e-05i,0.00065184+0.0008137i,-0.00083908+0.0013266i,-0.0003305+0.00074449i,0.00049235-0.00026041i,0.00068671-0.000285i,0.00077152-0.0011331i,0.00086614-0.0010971i,0.00074115-0.00031783i,0.00069355-0.00097849i,0.00094098-0.00066833i,0.00024169+0.00029659i,-0.00079472+0.00015957i,-0.00078822-0.00043476i,-0.00013813-0.00016134i,-0.00020147-0.00012656i,-0.00098652+0.00019466i,-0.00095872+0.00069381i
0.00093754+0.0026008i,0.0024494+0.0026274i,0.0025989+0.0022256i,0.0029189+0.0011949i,0.0034811+0.00067134i,0.002214+0.00039638i,-0.00067878+0.00066701i,-0.0024365+0.001733i,-0.0021025+0.0017276i,-0.00074255+0.00070755i,8.4357e-06-9.3586e-05i,0.00011035-0.00041748i,-0.00051431-0.0012859i,-0.0010987-0.002063i,-0.00081795-0.001082i,-0.00030974+0.0003902i,0.00041375+0.00093123i,0.00079003+0.00068716i,0.00025972+0.00053408i,9.0895e-05-0.00035825i,-9.6843e-05-0.00084264i,-0.000737-0.0015915i,-0.00033552-0.0023176i
-0.00052167+0.0019601i,0.00056506+0.00083714i,0.0013107+0.00010273i,0.00084827-0.00054085i,0.00049299-0.0017342i,0.00040452-0.0028636i,-0.00043371-0.0033072i,-0.0011621-0.0024356i,-0.0013743-0.001498i,-0.0016732-0.0012845i,-0.0015289-0.00079042i,-0.00099174+0.00037765i,-0.0007826+0.00093265i,-0.00071632+0.0010126i,-0.00062811+0.0003505i,-0.00058198+0.0003286i,-0.00022972+0.00084548i,-1.117e-05+0.00027777i,-0.00018456+0.00012689i,-3.3345e-05-2.4567e-06i,0.00024733-0.00020129i,0.00030091-8.169e-05i,0.00087939-6.3212e-05i
-0.00026436+0.001344i,0.0016392+0.00039017i,0.0035464+0.00064145i,0.0031151-0.0007627i,0.0027837-0.0027631i,0.002738-0.0020389i,0.002507-0.00046244i,0.0027223-0.00015401i,0.0016123-0.00011636i,0.00066133-0.00015731i,0.00025624+0.0002358i,-0.00010536+2.3655e-05i,-0.00057459+5.2512e-06i,-0.001359-2.4257e-05i,-0.0013549-0.00018663i,-0.00085724+0.00050564i,-0.00074273+0.0012497i,-0.00054943+0.0010984i,-0.00027253+0.0011606i,-0.00060326+0.00068375i,-0.0010374+8.4322e-05i,-0.00052481-1.0468e-06i,-0.00031075+0.0001526i
0.00013161+0.001601i,0.00093494+0.0019549i,0.0016741+0.0023288i,0.0020439+0.0014526i,0.0037409-3.0148e-05i,0.0046999-0.0002057i,0.0030802+0.0011311i,0.0012175+0.0025013i,0.00076981+0.0023951i,0.0013454+0.00034724i,0.0018581-1.0928e-05i,0.001231+0.0006976i,0.00036431+0.00028665i,-7.6171e-05+0.00072335i,-0.00028129+0.0004987i,2.38e-05-0.00054358i,0.00053185+0.00042008i,0.00038185+0.00075795i,-0.00054932-0.00017642i,-0.00084163-0.00029952i,-0.00092095-0.00012472i,-0.00091593-1.6556e-05i,-6.6974e-05-5.1631e-05i
6.0729e-05-0.0014916i,-0.00066032-0.00097468i,-0.00080768-0.00062312i,0.00018909-0.00081631i,0.00097642-0.0013097i,-0.00055561-0.0022507i,-0.0031852-0.0029i,-0.0040368-0.0019774i,-0.0031124-0.0013543i,-0.0020348-0.0014122i,-0.00055446-0.00038675i,0.00065692+1.6239e-05i,0.0010569-0.00060161i,0.0012888-0.00049848i,0.00089068+1.113e-05i,0.00065782+0.00017668i,0.000331+0.00060002i,-0.00087104+0.0013266i,-0.0010229+0.00096666i,-0.00019028-4.2361e-05i,0.00072679-0.00048054i,0.0012906-0.0004809i,0.0012458-0.00038901i
0.001676+0.0017632i,0.0037282-0.00018461i,0.0052884-0.0014017i,0.0055171-0.0019298i,0.0032021-0.0033636i,0.00015615-0.0033463i,-0.00014056-0.0029683i,0.00045167-0.002774i,0.00055227-0.0031925i,0.00048822-0.0032185i,0.00032586-0.0022913i,0.00047715-0.0022176i,-0.0005143-0.0014063i,-0.0015296+0.00015623i,-0.0013771+0.00017769i,-0.00083174-1.8994e-05i,-0.00063881-3.1155e-05i,7.2257e-05-0.00095672i,0.00012917-0.00023425i,-0.0003999-8.8207e-06i,-0.00016593-0.0012219i,0.00082418-0.0010411i,0.0007543-0.00026002i
-0.0017027-0.0016483i,-0.0019691-0.00046363i,-0.002319+0.00012664i,-0.0022868-1.5984e-05i,0.00038312+0.00011569i,0.0022641+0.0011802i,0.0022483+0.0015605i,0.0017605+0.00099281i,0.00029348-5.3456e-05i,-0.00042474-0.001013i,0.0004211-0.0017375i,0.00027337-0.0013977i,-0.0011146-0.0006388i,-0.0012018-0.00072071i,-0.00097609-0.00099177i,-0.00087078-0.0013843i,-0.00042579-0.0015153i,-0.00014192-0.0010419i,-0.00012673-0.0011468i,-0.00034645-0.00022933i,-0.00018916+0.0007668i,0.00054554+0.00070415i,0.00092485-1.2626e-05i
1.8449e-05+0.00069615i,0.0019053+0.00022933i,0.0021453+0.00080057i,0.0012147-5.6961e-05i,0.0021903-0.00053986i,0.0018229-0.0010373i,-0.0016968+0.00020307i,-0.0041068+0.0027826i,-0.0036434+0.002367i,-0.0018449+0.00058126i,-1.969e-05-8.7169e-05i,0.00034927-7.1201e-06i,-0.00065865+0.00033123i,-0.00021724+0.00075513i,0.00039057+0.000968i,0.00066385+0.00074427i,0.0011654-0.00012629i,0.0004413+0.00025252i,-0.00093757+0.00084147i,-0.00081708+0.00027004i,-0.00019479-0.00064733i,-0.00052395-0.00064797i,-0.00062094-0.00022293i
0.0014508+0.0028566i,0.0025643+0.0013832i,0.0044321+0.0019428i,0.0054824+0.0010983i,0.0042512-0.0013151i,0.00093753-0.0027416i,-0.0011289-0.0026123i,-0.0017577-0.0013935i,-0.0017685+0.0001867i,-0.0021048+0.001143i,-0.0014392+0.0010713i,-0.00052845+0.00078892i,-0.00068501+0.00030034i,-0.0010053+0.00087254i,-0.00067101+0.0022223i,-0.00032636+0.0020696i,-0.00090865+0.001124i,-0.0014652+0.00049663i,-0.00044363+0.00014059i,0.00093113-2.7372e-05i,0.00025999-0.00033165i,-0.00052339-0.000849i,-0.00040871-0.00093285i
-0.001271+0.00012481i,-0.0015186+0.0011099i,-0.0011261+0.00077625i,-0.00013297+0.00063891i,0.0019764+0.00054302i,0.0033634+5.9919e-05i,0.0033699-0.00057719i,0.0032335-0.0016798i,0.0015848-0.0020594i,0.00046733-0.0013793i,0.00042038-0.00058496i,0.00078813-3.16e-05i,0.00069784+0.00012969i,0.00048819-5.1598e-05i,0.00016632-0.00020198i,-0.00014586-0.00036093i,-0.00039486-0.00039425i,-0.00060484+0.00038529i,-0.00034014+0.0011515i,6.9148e-06+0.00077576i,0.00061767-0.00035492i,0.00071483-0.00059467i,0.00054189+8.1718e-05i
0.00032935-0.00065371i,-0.00011852-0.0011612i,-0.00055119-0.0019445i,-0.0002258-0.0029173i,0.0010626-0.0018479i,0.0022941-1.6603e-05i,0.0017915+0.0017421i,0.00045549+0.0023774i,0.00042482+0.00093862i,0.0010036-0.0002523i,0.0012613-0.00072075i,0.0015806-0.0010951i,0.0011261-0.0016103i,0.00076769-0.001358i,0.0019588-0.001182i,0.0020033-0.0014506i,0.00091878-0.001564i,0.00065209-0.00086959i,0.00017686-0.00039081i,-0.0010225-0.00061674i,-0.0014429-0.00021759i,-0.000625+0.00038182i,-0.0004093+0.00064036i
0.0016858-0.0012335i,0.002109-0.00090797i,0.0034174-0.0010156i,0.002726-0.00048091i,0.00038003-0.00082367i,-0.001726-0.0011847i,-0.0025961+0.00048409i,-0.0031819+0.0011838i,-0.0026056+0.00011843i,-0.0011341-0.00051461i,-0.0010287-0.00064535i,-0.0019305-0.0011776i,-0.0017218-0.0011548i,-0.00043583-8.9959e-05i,0.00021188+0.00050526i,-0.00065061+7.3489e-05i,-0.00085666-0.00044864i,-0.00044266-0.00088002i,-0.00026449-0.0010673i,0.00017645+4.25e-05i,-0.00027112+0.0012582i,-0.00058933+0.00074621i,-0.00089389+5.7301e-05i
0.00038185+0.0015822i,0.00067177+0.00035967i,0.0014345-0.0010632i,0.0020509-0.0008303i,0.0017782-6.0273e-05i,0.00017244-0.0020777i,-0.001163-0.0038223i,-0.0010695-0.0028035i,-0.0010973-0.001239i,-0.0014529-0.0012634i,-0.0012961-0.0011728i,-0.0011204-0.00076872i,-0.0011706-0.00037698i,-0.0012989+0.00062839i,-0.0015635+0.0012926i,-0.0019204+0.0013496i,-0.0013989+0.00080896i,-0.00092029+0.00027523i,-0.0014269+0.00056698i,-0.00078805+0.00017764i,0.0011485-0.00014971i,0.0017618+0.00022316i,0.0010067+0.00025506i
0.0016679-0.001319i,-0.00039036-0.0017181i,-0.0013689-0.0021085i,-0.00067251-0.0020444i,0.00099472-0.0015008i,0.0031115-0.00080063i,0.0037692-0.00023268i,0.0034721-3.2445e-05i,0.0026465-0.00029254i,0.0004396-0.00027687i,-0.00061634+0.00021582i,0.00013272+0.00036973i,0.00097232+0.00012505i,0.00096428-0.00025181i,0.00082943-0.00081988i,0.00034714-0.0002912i,-0.00057989-4.831e-06i,-0.0014879-8.8289e-06i,-0.0015209+7.2441e-05i,-0.0011123+0.0002731i,-0.0003287-6.2779e-05i,0.00089763+6.0046e-05i,0.00050627-0.00045614i
0.00050255+0.0007895i,0.00064278-2.1601e-05i,0.0018803+0.00039505i,0.0036591+0.00043202i,0.0041884+0.00026415i,0.0023909+0.0017236i,0.00016807+0.0026538i,-0.00024827+0.0025564i,0.00060257+0.0024097i,0.0010745+0.0017991i,0.001266+0.001397i,0.0013534+0.0015662i,0.0013273+0.001685i,0.00085269+0.0014149i,0.00028824+0.00058212i,0.00013636-0.00063179i,0.00010918-0.00022634i,3.4403e-05+0.00031668i,-3.0632e-05-0.00042501i,-0.00010286-0.0005556i,3.9794e-06-0.00055447i,-0.00063674-7.3831e-05i,-0.00087697+0.00058492i
-0.0010124+0.00035297i,-0.0007794+0.0012972i,-0.00045471+0.0024114i,8.4529e-06+0.0025513i,-7.2183e-05+0.0020844i,-0.0018158-0.00025218i,-0.0035831-0.0016665i,-0.0036942-0.0017905i,-0.0021787-0.0014128i,-0.00054961-0.0012498i,-0.00029209-0.0013092i,-2.4851e-05-0.00098817i,8.4331e-05+7.4603e-05i,0.00014617+0.0012269i,0.00049983+0.0013622i,0.00062714+0.00044379i,0.00065618+0.00025838i,0.0007817+0.00064989i,0.00093187-0.00014096i,0.00054861-0.00036126i,-0.00026507+0.00035812i,-0.00030386+0.00048375i,-0.00036758+0.00029931i
-0.0013289+0.0015901i,-0.00085324+0.0009837i,8.9214e-05-0.00033577i,0.00057757-0.0011837i,0.00094377-0.0025565i,0.0010561-0.0047082i,0.00045565-0.0058471i,-0.00086108-0.0052591i,-0.0011283-0.0036802i,-0.00063242-0.0024435i,-0.00079421-0.0023599i,-0.00083267-0.0030308i,-0.0009201-0.0026601i,-0.0013145-0.0017614i,-0.0012493-0.00075833i,-0.0010413-0.0004601i,5.5997e-05-0.00034523i,0.00098958-0.00058723i,0.00054835+1.2144e-05i,-0.00064493+0.0007296i,-0.00061154+0.00045547i,-6.1535e-06+2.3925e-05i,7.0929e-05-0.00038162i
-0.00031557+0.00087113i,0.00090397+0.00018429i,0.0020631-0.00043935i,0.0024077-0.00074818i,0.0034106-0.00066965i,0.0042063+2.1002e-05i,0.0037417+0.0016994i,0.0025557+0.0030323i,0.00037589+0.0026991i,-0.00090756+0.0016813i,-0.0010143+0.0013672i,-0.0010146+0.00037983i,-0.00040093-0.0011643i,-0.00020741-0.0013288i,-0.0007367-0.0011583i,-0.0013471-0.001376i,-0.0015735-0.0016439i,-0.0012958-0.0008368i,-0.00049838+0.00030733i,0.00040385+0.00023072i,0.00046131-0.00052405i,0.00038729-0.00072451i,0.00068804-8.09e-05i
-0.0010447-0.0004903i,-0.0021635-6.9037e-06i,-0.0026282+0.001338i,-0.00044633+0.0022463i,0.002723+0.0027118i,0.0024533+0.0037466i,-6.9816e-05+0.004761i,-0.00099101+0.0054194i,-0.001003+0.0045883i,-0.0013635+0.0030905i,-0.0013334+0.0026614i,-0.0010017+0.0030846i,-0.00057185+0.0024851i,9.8008e-05+0.0016546i,0.0013493+0.0010201i,0.0014573+0.00042342i,-4.8617e-05-0.00014742i,-0.00088229-0.0011503i,-0.00093381-0.00086847i,-0.00010459-0.00015161i,0.00036637-0.00029147i,-0.00035721+0.00017285i,-0.00031717+0.00037912i
-0.003207+0.0006229i,-0.00067767+0.0014647i,0.00083681+0.0019103i,0.001138+0.0021352i,0.00215+0.0023386i,0.0017368+0.00096107i,-0.000788-0.0020254i,-0.00089979-0.0030577i,0.00048804-0.0014146i,0.00085482+0.00050374i,0.00077646+0.0013836i,0.00083036+0.0013534i,0.00012305+0.0020464i,-0.00094733+0.0023927i,-0.00077634+0.0017934i,0.00022716+0.0016644i,0.00064888+0.0013988i,0.00059065+0.00074933i,0.00055843+0.00088587i,0.00044446+0.00076574i,0.00016658-0.00014431i,-0.00030718-0.0003806i,-0.00045498-9.6588e-05i
0.0007235+0.0022047i,0.0010362+0.0015482i,0.0013859+0.0016482i,0.0011384+0.00045781i,0.0028704-0.0017517i,0.0048683-0.0030389i,0.0052961-0.0040507i,0.005065-0.0046476i,0.0043862-0.0036584i,0.0032978-0.0021942i,0.0033302-0.0016169i,0.003815-0.0024481i,0.0020805-0.0032818i,-0.00036691-0.0028489i,-0.00096343-0.0017862i,-0.00081529-0.00082739i,-0.00021762+0.00047846i,3.7691e-05+0.0013606i,-1.6879e-05+0.00062741i,8.9363e-05+0.00056309i,0.0003998+0.00040746i,0.001117-0.0007257i,0.0010472-0.00073792i
-0.0013494+0.00026738i,-0.0014139-0.00012726i,-0.0019181-0.0010855i,-9.2243e-05-0.00051008i,0.0032542+0.00031621i,0.0041917+0.00057992i,0.0022699+0.0016311i,0.00051093+0.0011561i,-0.0004314-0.00082414i,-7.6891e-05-0.0022197i,0.001505-0.0024363i,0.003154-0.0022368i,0.0035811-0.0023239i,0.0025999-0.002388i,0.0011643-0.0023652i,0.00025936-0.0019272i,-0.0001605-0.001347i,-0.00073439-0.00082051i,-0.0012601-0.00031638i,-0.0010228+0.00034911i,0.00057814+0.00076305i,0.0012025+7.8875e-05i,0.00091063-0.00059914i
0.0014234+0.0010345i,0.0024462+0.0018197i,0.0039122+0.0018966i,0.0049344+0.00039541i,0.0041048+0.00050468i,0.0011192+0.0015863i,-0.0040574+0.0012144i,-0.0074296+0.0016031i,-0.0066647+0.0009379i,-0.0045661-0.0015686i,-0.003159-0.0031567i,-0.0024106-0.0024459i,-0.0012685-0.00071578i,-0.00032164+0.00067002i,0.0002026+0.0011031i,0.00032888+0.00030991i,0.00021291-0.0006769i,-0.00025019-0.00084704i,-0.00055771-0.0011275i,-0.00059287-0.00060336i,-0.00043365-1.5749e-05i,-0.00042053-0.00034743i,-0.00043396-0.00039555i
0.0010504-0.00097282i,-0.00028336-0.00034984i,-0.00034562+0.0010638i,0.0001677+0.0018211i,-0.0004941-2.2544e-05i,-0.002189-0.0019453i,-0.0035879-0.0018263i,-0.0054246-0.00019074i,-0.0060177+0.0002347i,-0.0047926+7.3734e-05i,-0.0038808+0.00031891i,-0.0041182-6.2959e-05i,-0.0043028-0.0004272i,-0.0037337+0.0003344i,-0.0016248+0.0013019i,0.00035844+0.0011121i,0.0007846+0.0010001i,0.00073417+0.00111i,0.00039069+0.0011995i,8.6659e-05+0.0012776i,0.00071324+0.00059914i,0.00078343-0.00010488i,0.00022345-0.0002544i
0.0013919+0.0016441i,0.0012431-0.00090681i,0.0012952-0.0032672i,0.001437-0.0034714i,0.001119-0.0037064i,0.0026018-0.0030983i,0.0046902-0.00052308i,0.0053256+0.0021224i,0.0038297+0.0032753i,0.0012375+0.0034996i,5.0763e-05+0.0038291i,0.00010816+0.0024972i,-0.00086814+0.00067689i,-0.0015465-0.00040913i,-0.0011604-0.0010699i,-0.0009099-0.00018585i,-0.001422+0.00094029i,-0.0017755+0.00069838i,-0.00096517+0.00052576i,0.00022239+9.8211e-05i,0.0002049-0.00032875i,-0.00059778-0.00054099i,-0.00088716-0.00069184i
0.0014208+0.00077794i,0.0017064-0.00041069i,0.0035591-0.0010417i,0.0049365-0.0021413i,0.0061528-0.0015546i,0.0057117+0.0020075i,0.0044454+0.0046015i,0.0057229+0.005529i,0.0067736+0.0046633i,0.0050478+0.0038804i,0.003986+0.0040016i,0.0040319+0.0041119i,0.0029491+0.0034521i,0.001904+0.0022858i,0.0016275+0.00051914i,0.001105-0.0010291i,5.3264e-05-0.00079065i,-0.0013044+7.3592e-05i,-0.001361+0.00010599i,-0.00063466-0.00018295i,-0.0001144-0.0001347i,4.4369e-06-7.9962e-05i,0.00038634-0.00013293i
0.0019186+0.0025587i,0.0017141+0.00263i,0.002781+0.0035039i,0.0043812+0.0027128i,0.0043271+0.0011974i,0.001024-0.00086933i,-0.0026076-0.0026101i,-0.0022452-0.003073i,0.00087459-0.0031606i,0.0034144-0.0032806i,0.0034195-0.003014i,0.0008433-0.0016797i,-0.0013289+0.00060586i,-0.0009491+0.0014099i,0.00042301-2.182e-05i,0.00086536-0.00087145i,0.0012137-0.00099382i,0.00097806-0.00089734i,0.00018605-0.00099725i,-0.00072929-0.00099913i,-0.00079851-0.00026291i,-0.00063701-0.0002745i,-0.00053226-0.00075149i
