0.00015936-0.00026264i,-0.00076111-0.0010707i,-0.0009283-0.0012361i,-0.00051666-0.001226i,-0.0011741-0.0015986i,-0.0017383-0.0001995i,-0.0011278+0.0013459i,-0.00043049+0.0016879i,0.00065256+0.00055847i,0.0011872-0.000296i,0.00084252-0.00080762i,0.00019692-0.0011514i,-8.0943e-05-0.0011755i,-0.00045843-0.0007281i,-0.00077854+0.00021744i,-0.00091268+0.00077253i,-0.00077154+0.00042092i,-0.00048212+0.00025235i,-0.00084673+0.00015412i,-0.0011208+0.00013049i,-7.5663e-05-7.1859e-05i,0.00055777-4.4094e-05i,-0.00047529+0.00012518i
0.001103+0.0015308i,0.0022536-0.00060675i,0.0032032-0.0023334i,0.0023672-0.0022221i,0.00096545-0.0021753i,0.00052695-0.0049586i,-0.00029802-0.007767i,-0.0022392-0.008785i,-0.0025036-0.0080062i,-0.00035703-0.0070108i,0.0014886-0.0069261i,0.0015028-0.0064377i,0.00013948-0.0048321i,-0.0009883-0.0026241i,-0.0012484-0.00081482i,-0.00091114+0.00029615i,0.00026903+9.9402e-05i,0.00097276-0.00081023i,-0.00017965-0.00042738i,-0.0012409+0.00021913i,-0.0012121+0.0012308i,-0.00062556+0.0011094i,0.00016467+0.00035547i
0.00083202+0.0016508i,0.0021012+0.00055261i,0.0028779-1.3212e-05i,0.0033202-0.0011316i,0.0038368-0.0018244i,0.0035211-0.0011072i,0.0016074-0.00019761i,-0.001355-0.0009067i,-0.0032395-0.002639i,-0.0039428-0.0033644i,-0.0038086-0.0024538i,-0.0023618-0.0021145i,-0.00098409-0.0032546i,-0.0006232-0.0031777i,-0.00093147-0.0015638i,-0.0018109-0.00024847i,-0.0032295-0.00012035i,-0.0033594-0.0003544i,-0.0025661+0.00019592i,-0.0015942+0.00027511i,-9.569e-05+0.00048325i,0.00036134+0.00030203i,-0.00038288-0.00022118i
0.00039497-7.8346e-05i,-0.0010029-0.00036825i,0.00047147-0.00053398i,0.0026366-0.00086275i,0.0032659-0.0022362i,0.00095811-0.0017917i,-0.0021593+0.001961i,-0.0028154+0.0064238i,-0.0021268+0.0073474i,-0.0035898+0.0046563i,-0.0058925+0.002696i,-0.0046347+0.0025976i,-0.0017814+0.0011812i,-0.00021523+0.00018051i,-0.00053537+0.00085538i,-0.0017831+0.00084267i,-0.0015433-7.7012e-05i,-0.001362+2.5454e-05i,-0.0011046+3.0761e-05i,0.00022024-0.00013155i,0.0010049+0.0001489i,0.00044299-2.0312e-05i,-0.0004461-0.00016457i
-0.00085406+0.0011262i,-0.00080427+0.0011636i,0.00080228+0.0012088i,0.0029641+0.0019461i,0.0028142+0.0031917i,0.00044272+0.0019725i,-0.0023005+0.0002747i,-0.0030638+0.0033761i,-0.0013606+0.0064902i,-0.00027649+0.0057091i,-0.00093987+0.004498i,-0.0015163+0.0043876i,-0.0021748+0.0040364i,-0.001379+0.0025468i,0.00080833+0.001961i,0.0018084+0.0024181i,0.00077922+0.0020812i,0.00050515+0.00070077i,0.00091734-0.00043304i,0.00021918-0.00079106i,-0.00044907-0.00078622i,-8.9111e-05-0.00050384i,0.00060673-0.00024201i
0.0012856+0.00086027i,0.0014151+0.0018706i,0.0016106+0.0036168i,0.00029728+0.0032612i,-0.0015177-8.6513e-05i,-0.0010955-0.002819i,0.001913-0.0028938i,0.0044254-0.0031435i,0.0048506-0.00342i,0.0052406-0.00039267i,0.0064849+0.0019572i,0.0061056+0.00045229i,0.0034368-0.0010216i,0.0010665-0.00056426i,0.00018993+0.00045657i,0.00051802+0.0014773i,0.00093161+0.0015551i,0.00056249+0.00051418i,0.0006668+0.00020228i,0.0010957-6.0079e-05i,0.00045676-0.0002154i,-0.00036838-0.00012835i,-4.8643e-05-0.00054368i
-0.00087341-0.00076361i,-0.0029091-0.0024782i,-0.0030781-0.0040778i,-0.0021209-0.0047109i,0.00077946-0.0034155i,0.0042438-0.0011736i,0.0061178-0.00023512i,0.0055812-0.0021971i,0.0048745-0.0050863i,0.0043536-0.0054087i,0.004132-0.0030144i,0.0046337-0.0020462i,0.0038772-0.0027705i,0.0014244-0.0022984i,-0.0006166-0.0021453i,-0.0010836-0.0024489i,-0.001016-0.001918i,-0.0016192-0.001178i,-0.0022543-0.00022086i,-0.0016995+0.00073578i,-0.0011892+0.00084598i,-0.0010419+0.0001425i,-0.00080448-0.00035673i
-0.00068063-0.00099848i,0.0013906-0.0004277i,0.0035888-6.322e-05i,0.005973-0.00056544i,0.0057666-0.001433i,0.0018726-0.0012275i,-0.0036948-0.0010923i,-0.0072662-0.00074858i,-0.0068231-0.0022085i,-0.0044742-0.0045732i,-0.0034208-0.0059039i,-0.0034808-0.0045746i,-0.0022834-0.0017285i,-0.00025076-0.001272i,0.00011648-0.0022735i,-0.00023848-0.0023241i,0.00011251-0.0017828i,-0.00035319-0.00097822i,-0.0017325-0.00082523i,-0.0019001-0.00061094i,-0.0013727+0.00043703i,-0.00051749+0.00044638i,0.000138-0.00055389i
-0.0018737-0.00051586i,-0.0034162-3.0345e-05i,-0.0034433+0.0015608i,-0.001447+0.0053787i,0.00085667+0.0066857i,0.0011439+0.0025373i,-0.002448-0.0016343i,-0.0074435-0.0014235i,-0.0085487+0.00081237i,-0.0056884+0.00034142i,-0.0045829-0.0025581i,-0.0061288-0.0029778i,-0.005581-0.0008512i,-0.002637+0.00033698i,-0.00088584+0.0014579i,-0.00082481+0.0018983i,-0.00096301+0.00066782i,0.00058212-0.0006983i,0.0018001-0.0011793i,0.0011068-0.0015713i,0.00059273-0.0018047i,0.00082386-0.0011281i,0.0004034-0.00064365i
0.0015154+0.00030272i,0.0030054-0.00099545i,0.0036381-0.0013796i,0.0015162-0.00062354i,0.00018344-0.0010958i,0.0012521-0.0017892i,0.0023744+4.3357e-05i,0.0023004+0.0020034i,0.00063539+0.0025313i,-0.000672+0.0036055i,-0.0014225+0.0044432i,-0.0017698+0.0036831i,-0.0021103+0.0018148i,-0.0020971+0.001155i,-0.0012694+0.0025583i,-0.00032811+0.0032225i,-0.00010793+0.0021591i,-0.00086816+0.0013211i,-0.00097443+0.0013682i,0.00037006+0.00046648i,0.0007659-0.00084166i,-0.00010798-0.00053615i,9.8991e-06-0.00043266i
-0.0038274+0.013558i,-0.00033795+0.013426i,0.0065778+0.014193i,0.011363+0.0065251i,0.01453-0.001646i,0.01112-0.0056579i,0.0046323-0.0018539i,0.005148+0.0041883i,0.0076174+0.0053664i,0.0062974+0.0054096i,0.0035494+0.0058359i,0.0022679+0.0048434i,0.0014129+0.0025035i,-0.00062412+0.00036738i,-0.002099-6.8707e-05i,-0.0017697+0.00024696i,-0.00063819+0.00099614i,-0.00029365+0.0011092i,-0.0014126+0.00060842i,-0.0023222+0.00056004i,-0.0020093+0.00049108i,-0.00078944-0.00054161i,0.00042945-0.00076419i
0.0016545+0.00025361i,0.0031849-0.0013726i,0.005541-0.003244i,0.0073037-0.0024991i,0.0072816-0.00092101i,0.0039285-0.0010927i,0.00058069-0.0019496i,0.0017522-0.0021055i,0.0038714-0.0021379i,0.0048593-0.0021603i,0.004846-0.0016188i,0.0044512-0.0013077i,0.0037785-0.0015423i,0.0023119-0.001101i,0.0024765-0.00027611i,0.0035489-0.0004455i,0.0024433-0.001245i,0.0006953-0.0019568i,-0.0005365-0.0011416i,-0.001713-0.00030554i,-0.0023903-0.00029205i,-0.0021137-0.00029917i,-0.00061246-3.8907e-05i
0.00047532-0.0011685i,0.00018036-0.00025212i,0.00077163+0.0017906i,0.0007407+0.0044803i,0.00065338+0.0054669i,0.0031546+0.0029757i,0.0033117-0.0018891i,-0.00097336-0.0058859i,-0.0039099-0.0064224i,-0.001081-0.004771i,0.0033639-0.0048116i,0.0028548-0.0063241i,0.00019091-0.0052137i,-0.00045297-0.0015344i,0.00013363+0.00033263i,0.00034727+0.00013509i,-0.00012053-0.00019194i,-0.0001206-0.00030469i,0.00029733+0.00035178i,-0.00021307+0.00021392i,-0.00047031-0.00014828i,-0.0008615-0.00048777i,-0.00041818-0.0013955i
-0.0013982+0.00084656i,-0.0015698+0.0013272i,-0.0040764+0.0017999i,-0.0057833+0.00049083i,-0.0048628-0.0006485i,-0.0022987-0.00042358i,-0.00053105-1.2189e-05i,-0.0034628-0.0011948i,-0.0068327-0.0024361i,-0.0060673-0.0021201i,-0.0036113-0.0033291i,-0.0028853-0.0052948i,-0.0036571-0.0049487i,-0.0045732-0.0034552i,-0.0048154-0.0022184i,-0.0042519-0.00092398i,-0.0029151-0.00030374i,-0.0019422+0.00058071i,-0.0006234+0.001695i,0.0015164+0.0018509i,0.0028738+0.00057701i,0.0026087-0.00080195i,0.0014502-0.00076696i
0.0015949-0.000474i,0.0006982-0.0029024i,0.001593-0.0075977i,0.0040129-0.0101i,0.005127-0.010563i,0.00094836-0.0085756i,-0.0041232-0.0037509i,-0.0047667+0.001519i,-0.0026914+0.0035163i,-0.0031092+0.0018061i,-0.0059433+0.0011255i,-0.006055+0.0028742i,-0.0037042+0.0028974i,-0.0019255+0.00037455i,-0.0011649-0.0017314i,-0.0012932-0.001604i,-0.0019415-0.00087403i,-0.0021991-0.00071326i,-0.0021019-0.00047876i,-0.0018344-0.00013306i,-0.000995-8.2651e-05i,-1.0902e-05+0.00074454i,0.00071417+0.0014167i
-0.00021473+0.0017031i,0.0026334+0.0020224i,0.0074317+0.0029259i,0.010156+0.0030413i,0.0098023+0.0017346i,0.0071812-8.6587e-05i,0.0033632+0.0002181i,0.0023367+0.0046503i,0.0043125+0.0073128i,0.0037731+0.0053409i,-0.00027775+0.0035451i,-0.0025955+0.0039377i,-0.0006563+0.0054625i,0.0015081+0.0046215i,0.0028915+0.0030632i,0.0034016+0.0033446i,0.0020721+0.0033003i,0.00089572+0.0018607i,-0.0003994-0.00069419i,-0.001986-0.0023856i,-0.0019849-0.0030595i,-0.0014057-0.0020922i,-0.00090644-0.00060271i
-0.0013125+0.0017842i,-0.0018972+0.0023275i,-0.0043433+0.0047997i,-0.0067015+0.0085638i,-0.0046578+0.0094025i,-6.9331e-05+0.0066648i,0.003714+0.0042715i,0.0051084+0.002028i,0.0044289-0.00034772i,0.0033634+0.00041008i,0.0040419+0.0028911i,0.0045194+0.002828i,0.002831+0.0017486i,0.0013931+0.0021314i,0.00040625+0.0032879i,0.00051856+0.003265i,0.001488+0.0021055i,0.0017372+0.0010335i,0.00059747+0.00064684i,-0.00023412-0.00024529i,7.4613e-05-0.0013119i,0.00057224-0.0016509i,0.0010784-0.0020547i
-0.00038078+0.002887i,0.0010932+0.0023332i,0.0017191+0.0014559i,-0.00042238-0.0022056i,-0.0015274-0.0058668i,-0.0023964-0.0048049i,-0.0029355-0.0026702i,-0.0013095-0.004442i,-0.00086882-0.0077496i,-0.00041061-0.0066939i,0.0026228-0.0031394i,0.005688-0.0037696i,0.0043893-0.0055511i,0.00038376-0.004715i,-0.0020501-0.002786i,-0.0029072-0.0025255i,-0.0021344-0.002875i,-0.00080613-0.0019733i,-0.00079974-0.00045657i,-0.00048378+0.0012472i,0.00034029+0.0023452i,0.0012295+0.0012586i,0.0012357+0.00017003i
0.0014221+0.0016393i,0.0017993-0.00030865i,0.0052247-0.0040682i,0.010402-0.0088854i,0.012881-0.011833i,0.0086154-0.010766i,0.0013385-0.0086919i,-0.0021415-0.0074453i,-0.0029949-0.0065565i,-0.0020211-0.0056425i,0.00021549-0.0053352i,0.00021455-0.0060449i,9.7541e-05-0.0051209i,0.0014979-0.0035016i,0.0015631-0.0029889i,0.00091416-0.0033796i,0.00072487-0.0025941i,8.9164e-05-0.0021372i,-0.00078472-0.001737i,-0.0010264+0.0003588i,-0.00022687+0.0019118i,-5.0917e-05+0.0022079i,-0.00077433+0.0017065i
0.00068712-8.936e-09i,0.00020693+0.0024399i,0.0015558+0.004402i,0.0045053+0.006397i,0.0077931+0.0074305i,0.010268+0.0047727i,0.0072882+0.00091383i,0.00052344+0.00089323i,-0.0028609+0.0036302i,-0.0029207+0.0029523i,-0.0028678-0.0012015i,-0.0046296-0.0022595i,-0.0051208-0.00067857i,-0.0016912+0.0010018i,0.00072187+0.0021171i,0.00093579+0.0019095i,-0.00031539+0.0015897i,-0.00093072+0.0011679i,-0.00019278+0.00045697i,-0.00040039-0.00082585i,-0.00056801-0.0012334i,-0.00060721-0.00050108i,-0.00027031+3.358e-05i
-0.00021071-0.0010694i,-0.0012987-0.00088315i,-0.005007+0.0023196i,-0.0088402+0.006622i,-0.0096975+0.0074942i,-0.0078748+0.0059845i,-0.0061328+0.0049461i,-0.0054139+0.0067068i,-0.0044565+0.0079945i,-0.003628+0.0061895i,-0.0031081+0.0041306i,-0.0038373+0.0032595i,-0.004616+0.0034054i,-0.0044889+0.0029217i,-0.0042141+0.0026443i,-0.0036212+0.0029824i,-0.003062+0.0027893i,-0.0021778+0.0023183i,-0.00052045+0.0012285i,0.00079839+0.00013461i,0.0019747-0.00056364i,0.0024856-0.0010503i,0.0014483-0.00094587i
0.00024131-0.0016409i,-0.00022649-0.0028498i,-0.0011496-0.0063555i,-0.0030979-0.01042i,-0.0056431-0.012165i,-0.0075872-0.009475i,-0.0080451-0.0034287i,-0.0053392+0.00015835i,-0.001397-0.00144i,0.0004121-0.0024153i,0.00082224+0.0012974i,0.0021597+0.0047903i,0.0021727+0.0033297i,-0.00012688-0.00031481i,-0.00054847-0.0023374i,8.9762e-05-0.0021584i,0.00040039-0.00094671i,0.00075863+0.00046469i,0.00019877+0.00075623i,0.00036194-0.00011257i,0.00071908-0.00052192i,0.00010799-0.00037079i,-0.00023154-0.00028941i
0.00070054+0.0004998i,0.0019279-0.00064529i,0.0048381-0.0036361i,0.0092826-0.006625i,0.012908-0.0081691i,0.011052-0.0077238i,0.0069646-0.0066227i,0.0063856-0.0062369i,0.0059881-0.0068257i,0.0036427-0.0056645i,0.0020896-0.0016313i,0.0024865+0.00064734i,0.0039123+0.00017103i,0.0049426-0.00022038i,0.0055599-0.00018004i,0.0053546-0.0010166i,0.0043383-0.0015752i,0.0027421-0.0012019i,0.0011705-0.00071286i,-0.00040218-0.00033859i,-0.0021454-0.00032595i,-0.002665+0.00050524i,-0.002152+0.00085594i
0.0017571+0.00085214i,0.0037681+0.0025069i,0.0062698+0.0058391i,0.0073703+0.0094683i,0.0080379+0.012203i,0.0081105+0.01186i,0.0075501+0.0084875i,0.0052152+0.0046713i,0.0013888+0.0020659i,0.00057817+0.00076473i,0.0020665-0.0015831i,0.0015668-0.0041106i,6.518e-05-0.0029732i,-0.00013912+0.00035897i,-0.00020035+0.0025789i,-0.00056218+0.0031485i,-0.00032779+0.0018647i,-0.00036736+0.00020989i,-0.0014686+2.7408e-05i,-0.0023161+1.8668e-05i,-0.0025335-0.00060516i,-0.0021887-0.00092817i,-0.0015686-0.00094522i
0.0021834+0.001598i,0.0003326+0.0024223i,-0.0033212+0.0031558i,-0.0075401+0.0034369i,-0.01039+0.0032403i,-0.010069+0.0047059i,-0.0082513+0.0050386i,-0.0078937+0.0040495i,-0.0075011+0.0029406i,-0.005115+0.0020458i,-0.0023505-0.00030714i,-0.0020052-0.002731i,-0.0037682-0.0021045i,-0.0042517-0.00062169i,-0.0041525+0.00057557i,-0.0054244+0.0013115i,-0.0060053+0.00099622i,-0.005143+0.00016871i,-0.003468+0.00021915i,-0.0012298+0.0010559i,0.00090149+0.0020126i,0.0019254+0.0015635i,0.00099198+0.00090932i
0.0012425-0.002032i,0.00021132-0.003123i,-0.00091231-0.0073832i,-0.0017898-0.013283i,-0.00090442-0.018199i,-0.00042076-0.017956i,-0.0013644-0.01343i,-0.0028227-0.0085707i,-0.0027537-0.0042911i,-0.0010171-0.0022554i,-0.0014888-0.00078958i,-0.0029432+0.00066714i,-0.0011506+0.00050498i,0.00085278-0.0010266i,0.00072025-0.0023004i,-0.00025251-0.0024187i,-0.00074827-0.0014342i,-0.00060094-0.00010086i,4.9234e-05-0.00012462i,0.00085359-0.00016387i,0.0018946+0.00049967i,0.0019144+0.00063931i,0.0015726+0.00027049i
0.00035505+0.0011129i,0.0027335+0.0015519i,0.0079368+0.0014244i,0.013795-0.0016834i,0.017623-0.0035541i,0.015768-0.0037276i,0.01095-0.0044532i,0.0079043-0.0041896i,0.007792-0.0024007i,0.0056295-0.001357i,0.0017762+0.00029599i,0.00019732+0.0032599i,0.0016467+0.0034069i,0.0040096+0.0017349i,0.0049905+0.0008972i,0.0047582+0.0010951i,0.003866+0.00091803i,0.0031782+0.00094472i,0.0022338+0.00094786i,0.0014123-0.00040481i,0.00070509-0.0019397i,0.00019206-0.0014443i,0.00077862-0.00070086i
0.0032926-0.0016012i,0.0017919-0.00073838i,0.0013907+0.0036247i,1.4875e-05+0.01001i,-0.0022179+0.01413i,-0.0031661+0.014414i,-0.0036544+0.01251i,-0.00089221+0.0093154i,0.0015559+0.0039222i,0.00090621-0.00038965i,0.0013565-9.5977e-06i,0.0033991+0.0011267i,0.003761+0.00040601i,0.0014498+0.00080815i,-0.00014184+0.0022084i,-0.00037924+0.0026152i,-0.00024335+0.0024185i,-0.00023643+0.0019431i,-0.00059192+0.0012506i,-0.00062624+0.00017234i,-0.0010873-0.0013901i,-0.0012554-0.0025234i,-0.00098524-0.0020513i
-0.0015706-6.8976e-06i,-0.0045149+0.00042781i,-0.008906-0.00105i,-0.01338-0.0013084i,-0.014937-0.00095246i,-0.01394-0.00040169i,-0.013334+0.00063673i,-0.012163+0.0013383i,-0.0099066-7.7915e-05i,-0.0068536-0.0014984i,-0.0021695-0.0013386i,0.00088602-0.0022196i,7.713e-05-0.0039452i,-0.002909-0.0034448i,-0.0043285-0.0029935i,-0.0047716-0.0035345i,-0.0049464-0.0031547i,-0.0043371-0.0026093i,-0.0031931-0.0022323i,-0.0021304-0.0013379i,-0.0019395-0.00053518i,-0.0018433-0.0006154i,-0.0011497-2.4393e-05i
0.0022151-0.00049381i,0.0025214-0.0036054i,0.0045935-0.0091655i,0.0070711-0.015425i,0.0083783-0.018511i,0.007212-0.015103i,0.0042572-0.0095298i,5.6823e-05-0.0062505i,-0.0036364-0.004345i,-0.0042082-0.0025557i,-0.0025819-0.0026317i,-0.0020746-0.0032054i,-0.0023971-0.0022862i,-0.001158-0.0017477i,-6.5366e-05-0.0023582i,-0.00032146-0.0025427i,-0.00091801-0.0020042i,-0.001299-0.0015647i,-0.00070102-0.0011515i,-0.00094958-5.6098e-06i,-0.0015653+0.0013294i,-0.0014136+0.0017794i,-0.0010704+0.0011613i
-0.001369-0.00016758i,0.00088064-0.00014559i,0.0046735+0.0013471i,0.010874+0.003517i,0.015246+0.0051813i,0.015277+0.0068845i,0.012796+0.0070254i,0.0094721+0.0052449i,0.0058781+0.0036882i,0.0030629+0.0025527i,0.0005041+0.0015813i,-0.0023281+0.0012105i,-0.0027841+0.0026145i,-0.0004251+0.0035627i,0.0020672+0.0029983i,0.0028071+0.0037598i,0.0021671+0.0038225i,0.0012726+0.0023074i,0.00074985+0.0015377i,0.00069806+0.0014335i,0.0006822+0.0013603i,0.00010913+0.0011888i,-0.00019867+0.00067568i
0.0038931+0.0011647i,0.0030251+0.0021894i,-0.0011934+0.0045645i,-0.0052001+0.0085581i,-0.0066396+0.010863i,-0.0065631+0.0091008i,-0.0043048+0.0060143i,-0.00041072+0.0054576i,0.0043235+0.0046359i,0.0057045+0.0017941i,0.0024713+0.0010473i,0.00038686+0.0033229i,0.0010015+0.0041736i,0.00047805+0.0035141i,-0.00072182+0.0033501i,-0.0010265+0.0033405i,-0.001298+0.0031332i,-0.00052797+0.0029201i,0.00037773+0.0025925i,0.00071964+0.0026141i,0.0016233+0.002083i,0.0018172+0.00062856i,0.001152-0.00085619i
0.00037992-0.0011647i,-0.0018156-0.0028895i,-0.006086-0.0058899i,-0.010542-0.0080797i,-0.012198-0.0087913i,-0.010022-0.010587i,-0.0073127-0.011057i,-0.0055533-0.0079306i,-0.0024121-0.0048584i,0.00049762-0.0040881i,0.0012981-0.0016327i,0.0025508+0.00095889i,0.0032967+0.00065718i,0.0024789-0.0015178i,0.00064611-0.0035041i,-0.0002794-0.0036878i,-0.00037939-0.0025988i,-0.00067722-0.0013414i,-0.00081213-0.0013942i,-1.1335e-05-0.0021543i,0.0012682-0.0026925i,0.0016783-0.0023239i,0.0012987-0.0012589i
-0.00021104-8.3138e-05i,0.0017891+0.00042715i,0.0064005-0.0018854i,0.011481-0.0047711i,0.012904-0.007371i,0.011386-0.0082052i,0.0069854-0.0072451i,0.0022706-0.0088302i,-0.0022025-0.0098114i,-0.0040229-0.006641i,-0.0015486-0.0028054i,0.0015983-0.0021109i,0.002865-0.0034909i,0.0024522-0.0028157i,0.0022056-0.0018052i,0.0026536-0.0026096i,0.0024049-0.003355i,0.0011747-0.0033007i,0.00057077-0.0028229i,0.00019767-0.0027776i,-0.00070852-0.002961i,-0.0014566-0.0022484i,-0.0017583-0.0015243i
-0.0015913-0.0015992i,-0.0012563-6.1531e-05i,0.0022817+0.0037853i,0.008713+0.0078777i,0.012635+0.010107i,0.0090113+0.010924i,0.0017482+0.010199i,-0.0015587+0.006171i,-0.0029812+0.00072406i,-0.004785-0.00064901i,-0.0027738-0.00023038i,0.00024418-0.0030145i,-0.00027989-0.0054995i,-0.00055846-0.0034778i,-0.00059427-0.00060977i,-0.00098989+0.0011701i,-0.0007088+0.0015581i,-9.7344e-05+0.00036966i,0.00041212-0.00043033i,0.00074018-0.00021759i,-0.00022448+0.00065168i,-0.0019283+0.0011647i,-0.0017208+0.00052412i
-0.00086369+0.0018425i,-0.0020765+0.0019066i,-0.0057809+0.0038181i,-0.0090681+0.0043916i,-0.0085169+0.0044196i,-0.0069359+0.0039911i,-0.0076714+0.0035049i,-0.0070171+0.006033i,-0.0032877+0.0081485i,-0.00025582+0.0059084i,-0.00036797+0.0014723i,-0.001905-0.0014555i,-0.0031996-0.0016438i,-0.0033579-0.00033514i,-0.003508+0.00042134i,-0.004239+0.00079039i,-0.0050525+0.0015061i,-0.0042651+0.0024537i,-0.0034573+0.0029974i,-0.0022672+0.0034389i,-0.00020933+0.0043044i,0.0015535+0.0035896i,0.0018748+0.0018157i
-0.0010133+0.0014388i,-0.0021291+0.0012336i,-0.0030924-0.0026542i,-0.0044976-0.0071161i,-0.0059738-0.0083974i,-0.0026576-0.0075147i,0.0018751-0.0049022i,0.00076388-0.00072338i,-0.0010707+0.0042461i,0.00068229+0.0046791i,0.00073044+0.001298i,-0.0028285+0.00093948i,-0.003664+0.0031838i,-0.0015991+0.0038528i,-0.00051206+0.0022999i,-0.000506+0.0010938i,-0.0015397+0.0011495i,-0.0023721+0.00093024i,-0.0014742-9.0198e-05i,-4.9274e-05-0.0011367i,0.0013968-0.0015301i,0.002832-0.0014171i,0.0023975-0.00071128i
5.9905e-05+0.0033501i,0.0034525+0.0031652i,0.0083318+0.0030131i,0.011994+0.0017525i,0.01324-0.00032749i,0.011862-0.0012175i,0.0098211-0.0010402i,0.007043-0.001524i,0.003173-0.0030521i,0.0016477-0.0032199i,0.0016751-0.0010783i,0.0003712+0.00029405i,-0.00041958+0.00057407i,-0.00026817-0.00027081i,0.00012513-0.00010168i,0.0015883+0.00088594i,0.0028266+0.00051902i,0.0029099-0.00057354i,0.0021731-0.0024963i,0.0018462-0.0038387i,0.0013125-0.0038761i,0.00029845-0.0028987i,-0.00067531-0.0018897i
-0.00074762+0.0017719i,-0.00092113+0.002422i,0.00047667+0.005859i,0.0042543+0.010454i,0.0081998+0.011196i,0.0055877+0.0063507i,-0.00021584+0.00073109i,0.00079348-0.0019727i,0.0055747-0.0047528i,0.003394-0.0065307i,0.00069812-0.0033456i,0.0035846-0.00043417i,0.0048261-0.001449i,0.0035037-0.0025273i,0.0014176-0.0016823i,-2.1281e-05+9.6542e-05i,0.00014995+0.0010419i,0.00057951+0.0010952i,-0.00023088+0.001234i,-0.00022513+0.0010813i,0.0008248+0.00035454i,0.00038419-0.00054516i,0.00014697-0.0012662i
-0.00011539+0.00087197i,-0.00055626-0.00020072i,-0.0023144-0.0016618i,-0.003295-0.0029789i,-0.00051586-0.0034765i,0.00086694-0.0048474i,-0.0021971-0.006012i,-0.0032342-0.0041634i,0.00061662-0.0017754i,0.0015898-0.00091328i,0.00022673+5.7591e-05i,0.0014547+0.00014682i,0.0020971-2.2496e-05i,0.0013549+0.00068148i,0.00036714-5.1511e-05i,-0.00048415-0.0013046i,-0.00054287-0.00075798i,-0.0011491+0.00061779i,-0.0025568+0.0017907i,-0.0023813+0.0025569i,-0.0018775+0.0019279i,-0.0023645+0.00075787i,-0.0015868+0.00036847i
-0.00037521-0.00043807i,-0.00017275-0.0024856i,-0.00050596-0.0070294i,0.00011871-0.011832i,-0.00032174-0.010961i,0.00010953-0.0051097i,0.00085087-0.0013409i,-0.0034712-0.00070542i,-0.0075779+0.00027632i,-0.0054917+0.0018914i,-0.0016652+0.0012493i,-0.0020637-0.0013503i,-0.003991-0.0017751i,-0.0028387-0.00048227i,-0.00071802+0.00042995i,0.00031399+0.00065009i,6.73e-06+0.00016552i,-0.0010136-0.00047763i,-0.0012441-0.0013955i,-0.0016598-0.0019746i,-0.0024826-0.0015687i,-0.0028398-0.00022339i,-0.0026033+0.00082242i
0.00080575+0.0024571i,0.0021597+0.0039071i,0.004845+0.0061092i,0.0064173+0.0064393i,0.0045151+0.0029166i,0.00058291+0.0015831i,-0.0021226+0.0041113i,-0.0019908+0.0018532i,-0.0031196-0.0024071i,-0.0038799-0.0019839i,-0.001647-0.00059423i,-0.00072295-0.001981i,-0.0010049-0.0026283i,-0.00063276-0.0023304i,-0.00064174-0.0012873i,-0.00050607+0.0010894i,-0.00021163+0.0014097i,-0.00040521-0.00021801i,-0.00046673-0.0017145i,0.0013143-0.0023014i,0.0026147-0.000557i,0.0022977+0.002098i,0.0016537+0.0023925i
0.0019269-0.00093596i,-0.0011324-0.0013148i,-0.0041106+0.00044338i,-0.0055569+0.0043967i,-0.0042272+0.0051108i,-0.0024361+0.0020931i,-0.0018714+0.0004783i,-0.00010542+0.001767i,0.0025638+0.00065454i,0.0024929-0.0030472i,0.001279-0.0023956i,0.0013764+0.001157i,0.0024886+0.0012496i,0.002578-0.00083796i,0.00098818-0.002091i,-0.00032709-0.002373i,-0.00094009-0.00092505i,-0.0010044+0.0011343i,-0.00051632+0.0029473i,0.00051823+0.003766i,0.0026156+0.0027042i,0.0038474+0.0015508i,0.0033611+0.00059779i
-0.00017665-0.0010709i,-0.00066716-0.0027089i,-0.0019253-0.0043259i,-0.0012292-0.003753i,0.0033438+0.0013853i,0.0075182+0.0044285i,0.0062023+0.00097762i,0.001633-1.7113e-05i,0.0010448+0.0037212i,0.0033775+0.0032536i,0.0017687+0.00082694i,-0.00027143+0.002052i,-0.00031572+0.0035798i,-0.00032586+0.0031296i,0.00068748+0.0014122i,0.0020729-0.00069059i,0.0016353-0.0011667i,-0.00021147+0.00032941i,-0.001624+0.0016791i,-0.001954+0.0016503i,-0.0016811+0.00029283i,-0.00097447-0.0010075i,-0.00026603-0.0019048i
0.0033576-0.001659i,0.0062152-0.0032547i,0.011199-0.0045765i,0.013259-0.0047936i,0.010277-0.0044768i,0.0048222-0.0022751i,0.0017197-0.00072787i,-0.0010709-0.0020176i,-0.0038343-0.0015806i,-0.0032414+0.00081315i,-0.00091176+0.00089997i,-0.00016422-0.0012133i,-0.0009294-0.0013604i,-0.0010203+0.00040344i,-3.157e-06+0.001647i,0.00033673+0.0025098i,-0.00025855+0.0028168i,-0.0013804+0.0012658i,-0.0013484-0.0013244i,-0.0015382-0.0030572i,-0.0016799-0.0037121i,-0.0021031-0.0035318i,-0.0028031-0.0024853i
