-0.001694+0.00029363i,-0.00073178+0.00028818i,-0.00077567+0.00059845i,-0.00066959+0.0011157i,-0.00031463+0.0016045i,2.4417e-05+0.00092574i,-0.00061136+0.0011377i,-0.00065347+0.001158i,0.00036996+0.00023411i,0.00092803-0.00045336i,0.0010878-0.00074725i,0.0010735-0.0012497i,0.00067935-0.0021144i,-1.1144e-05-0.0019608i,-0.00033249-0.00071373i,-0.00014718+0.00029661i,0.00016869+0.00096578i,0.00044742+0.0011883i,0.00021975+0.00073337i,-0.00042826+0.00034633i,-0.00045501+0.00053281i,-0.00023269+0.00040488i,0.00030579+8.6167e-05i
-0.033378+0.057967i,-0.047519+0.13465i,-0.037881+0.1728i,-0.0016457+0.11927i,0.088689+0.020942i,0.17789-0.050993i,0.17081-0.063905i,0.10189-0.040308i,0.05373-0.023996i,0.032278-0.023961i,0.02159-0.018192i,0.0098772-0.015553i,-0.013208-0.017452i,-0.037035-0.0041691i,-0.056598+0.025471i,-0.059333+0.067115i,-0.030527+0.10368i,0.010123+0.098936i,0.032112+0.051946i,0.032337+0.012562i,0.032703-0.0031925i,0.040737-0.025538i,0.031344-0.049817i
0.014763-0.006464i,0.016366+0.088589i,0.042261+0.3006i,0.097451+0.44399i,0.10504+0.37034i,0.067132+0.2324i,0.051335+0.14423i,0.034692+0.086372i,0.0075244+0.071399i,0.017964+0.080403i,0.051423+0.07478i,0.074276+0.067404i,0.075548+0.051188i,0.042149+0.023015i,0.0057444+0.0098231i,0.0013616+0.0090805i,0.015893+0.0020589i,0.031439-0.0027866i,0.038688+0.0066141i,0.033218+0.015647i,0.016441+0.016578i,-0.0052429+0.022568i,-0.015375+0.0293i
-0.043974+0.047245i,-0.10945+0.10856i,-0.12839+0.16288i,-0.056925+0.18187i,-0.01984+0.19128i,-0.056679+0.21197i,-0.027736+0.19693i,0.035755+0.081943i,0.023003-0.039902i,-0.017302-0.073723i,-0.035318-0.067371i,-0.047537-0.057976i,-0.043043-0.04018i,-0.011946-0.031902i,0.021988-0.046127i,0.023857-0.076284i,-0.021669-0.098392i,-0.071214-0.08479i,-0.075739-0.045387i,-0.045722-0.018242i,-0.012631-0.012344i,0.012285-0.017298i,0.025908-0.029651i
-0.10549-0.13603i,-0.26268-0.35787i,-0.40747-0.5402i,-0.37645-0.49006i,-0.1655-0.29718i,0.014662-0.16424i,0.021687-0.095406i,-0.019303-0.035191i,-0.016289-0.01467i,-0.0090753-0.03055i,-0.02001-0.049518i,-0.045727-0.055906i,-0.058147-0.033845i,-0.036244-0.0011415i,-0.011584+0.023207i,0.0051424+0.046844i,0.039561+0.063598i,0.070603+0.049897i,0.06084+0.012115i,0.031328-0.010863i,0.013688-0.018343i,0.00051411-0.025165i,-0.013052-0.019006i
0.16099-0.015387i,0.34679-0.056164i,0.35566-0.12686i,0.10584-0.18027i,-0.096816-0.2019i,-0.12609-0.24622i,-0.12014-0.25465i,-0.080388-0.14341i,0.0067882-0.022349i,0.059028+0.025715i,0.078355+0.049962i,0.10581+0.05796i,0.11008+0.030702i,0.06776+0.00072743i,0.018069-0.0026258i,-0.0040461+0.0012764i,-0.011022-0.0091257i,-0.014353-0.013261i,-0.008519+0.0091112i,0.0024536+0.038785i,0.010713+0.055131i,0.01661+0.052227i,0.021305+0.03461i
0.04016+0.31144i,0.1611+0.71866i,0.39142+0.99508i,0.51104+0.77661i,0.30674+0.27232i,0.035501-0.041831i,-0.028471-0.10023i,-0.012077-0.088647i,-0.02498-0.084404i,-0.059719-0.078528i,-0.086703-0.046874i,-0.072748-0.013451i,-0.046281-0.014369i,-0.034552-0.028005i,-0.026485-0.042292i,-0.035326-0.052512i,-0.072934-0.036387i,-0.10334-0.0029869i,-0.092386+0.015538i,-0.057877+0.013814i,-0.030126+0.0047286i,-0.018676-0.0022799i,-0.018526-0.0028477i
-0.23221-0.092334i,-0.437-0.13617i,-0.41377-0.038955i,-0.047234+0.1761i,0.29556+0.34384i,0.32398+0.44712i,0.21274+0.49112i,0.13614+0.38427i,0.088261+0.1962i,0.059354+0.063675i,0.027092+0.0071898i,-0.010708+0.0058468i,-0.019928+0.024464i,-0.00074884+0.024848i,0.017524+0.019766i,0.037472+0.030385i,0.084723+0.029902i,0.12291-0.0021489i,0.098652-0.0401i,0.035714-0.055398i,-0.007266-0.045981i,-0.010168-0.03192i,0.0027324-0.022137i
0.16118-0.27932i,0.19967-0.64996i,-0.028285-0.87783i,-0.38039-0.61745i,-0.41183-0.079764i,-0.16456+0.21507i,0.0094214+0.14739i,0.066994-0.0060163i,0.068856-0.049183i,0.08159-0.012723i,0.12864+0.0040032i,0.14924-0.009994i,0.12587-0.01596i,0.073779-0.011015i,0.02171+0.0031904i,-0.0088394+0.015858i,-0.026606+0.022739i,-0.022537+0.033836i,0.0084699+0.04467i,0.040098+0.039706i,0.046968+0.017365i,0.02843-0.0027318i,0.0061954-0.0065558i
0.10195+0.27409i,0.19324+0.52996i,0.1543+0.58395i,-0.095723+0.25113i,-0.39894-0.22555i,-0.53762-0.50223i,-0.46785-0.48267i,-0.2994-0.31016i,-0.17393-0.16635i,-0.14024-0.079149i,-0.13576-0.034614i,-0.13543-0.028336i,-0.12831-0.017476i,-0.091602+0.019431i,-0.047877+0.047564i,-0.018568+0.055172i,0.011373+0.072418i,0.046679+0.087662i,0.062141+0.061205i,0.04486+0.019846i,0.023083+0.0054291i,0.022006+0.0044892i,0.02669-0.0045i
-0.30213+0.099075i,-0.51513+0.31728i,-0.35737+0.52356i,0.21397+0.43252i,0.6216+0.054825i,0.56377-0.19128i,0.31641-0.092381i,0.14635+0.079529i,0.10841+0.078059i,0.060951-0.030306i,-0.040521-0.047143i,-0.06915+0.02935i,-0.021896+0.056661i,0.018139+0.0042895i,0.019603-0.064505i,-0.011499-0.1027i,-0.046037-0.12422i,-0.070011-0.12998i,-0.082703-0.095565i,-0.083157-0.04503i,-0.072259-0.0098053i,-0.047899+0.0033512i,-0.025386-0.0010918i
0.056554-0.25812i,0.073636-0.52364i,0.086466-0.57113i,0.13585-0.21187i,0.21741+0.24871i,0.24581+0.37354i,0.14836+0.17813i,0.024148+0.019782i,0.0049818+0.01257i,0.066098+0.0097492i,0.10507-0.022176i,0.11247-0.042079i,0.094967-0.052067i,0.043256-0.037353i,-0.0089027+0.0002247i,-0.034739+0.040609i,-0.048467+0.08633i,-0.060779+0.12274i,-0.046371+0.12068i,-0.0085468+0.078037i,0.007371+0.035181i,0.0097265+0.027135i,0.027935+0.030639i
0.15719+0.13786i,0.29095+0.21562i,0.16745+0.21467i,-0.28274+0.12747i,-0.67166+0.034243i,-0.72774+0.035684i,-0.49375+0.072811i,-0.18364+0.028442i,-0.0094275-0.038184i,0.03803-0.031724i,0.038567-0.01205i,-0.011238-0.0063345i,-0.062201+0.016092i,-0.046195+0.037977i,0.027026+0.041446i,0.098406-0.0030742i,0.12765-0.086818i,0.1073-0.1491i,0.055451-0.14658i,0.029228-0.09252i,0.04693-0.053682i,0.049205-0.051945i,0.021864-0.047954i
-0.11409+0.071451i,-0.28129+0.25344i,-0.39479+0.42557i,-0.27207+0.36137i,0.027412+0.075248i,0.21567-0.12835i,0.20607-0.04741i,0.12934+0.085838i,0.038344+0.077437i,-0.0368+0.046365i,-0.03037+0.043346i,0.022407+0.018541i,0.054597-0.022129i,0.026099-0.064529i,-0.050841-0.073546i,-0.11289-0.024843i,-0.13893+0.036033i,-0.12295+0.069571i,-0.068063+0.076336i,-0.029072+0.069297i,-0.025308+0.063848i,-0.02764+0.064917i,-0.020709+0.071427i
-0.050759-0.10007i,-0.15183-0.25733i,-0.22421-0.35969i,-0.10428-0.19947i,0.14894+0.10448i,0.30492+0.17096i,0.24545-0.012968i,0.10666-0.084424i,0.10006-0.00046859i,0.15301-0.01071i,0.095647-0.083793i,0.010448-0.077637i,-0.0039074-0.041744i,0.0079515+0.0041168i,0.038391+0.065252i,0.099279+0.091439i,0.16164+0.095993i,0.19168+0.097505i,0.16328+0.073279i,0.09859+0.03693i,0.045635+0.011495i,0.016361-0.015435i,-0.010181-0.04512i
0.033087-0.083i,0.19941-0.27011i,0.4285-0.50316i,0.43249-0.52047i,0.093323-0.26433i,-0.28134-0.0080015i,-0.41791+0.08361i,-0.31016+0.053956i,-0.12189-0.042835i,-0.020785-0.10518i,0.0094438-0.064057i,0.032162+0.015628i,0.043171+0.067703i,0.053389+0.049555i,0.046428-0.031152i,-0.0087706-0.092871i,-0.082191-0.10825i,-0.13585-0.089196i,-0.14406-0.044164i,-0.10264-0.019498i,-0.053487-0.025133i,-0.017807-0.019361i,0.0054673-0.00099159i
0.05427-0.024947i,0.12528+0.076289i,0.18518+0.23001i,0.14555+0.11766i,0.056635-0.27577i,-0.0020408-0.47708i,-0.016157-0.30013i,0.032944-0.073638i,0.057635-0.0057967i,0.021601+0.01046i,0.0037838+0.032829i,0.01178-0.00092318i,-0.006584-0.072308i,-0.05608-0.091585i,-0.10677-0.032205i,-0.12275+0.063828i,-0.093105+0.1376i,-0.048215+0.14642i,-0.021254+0.10115i,-0.016707+0.063319i,-0.012547+0.054086i,0.00054577+0.037464i,0.013744+0.0081533i
0.060945+0.30878i,-0.010861+0.72991i,-0.23095+1.2375i,-0.27829+1.4901i,-0.0006831+1.2501i,0.26337+0.67843i,0.25495+0.10489i,0.062015-0.16638i,-0.03031-0.13864i,0.0062663-0.094036i,-0.012237-0.089018i,-0.0586-0.018763i,-0.033453+0.052271i,0.031204+0.057377i,0.093199+0.016619i,0.1243-0.055404i,0.11505-0.12459i,0.081033-0.14362i,0.035455-0.10416i,0.0083273-0.049047i,-0.0013407-0.018717i,-0.019751+0.00022567i,-0.039736+0.021023i
-0.34551-0.019779i,-0.51548-0.08827i,-0.34648-0.27835i,0.053985-0.48204i,0.1639-0.53183i,-0.0060877-0.39518i,-0.026426-0.17602i,0.1175-0.065915i,0.20662-0.073184i,0.20217-0.10502i,0.15854-0.1242i,0.12813-0.11222i,0.10263-0.10508i,0.010235-0.095564i,-0.1088-0.037203i,-0.15908+0.056511i,-0.13664+0.14981i,-0.070582+0.18285i,-0.012183+0.11857i,-0.0039274+0.022061i,-0.0054376-0.035885i,0.015169-0.069733i,0.0234-0.086602i
0.16956-0.39065i,0.21305-0.87485i,0.073866-1.1969i,-0.21043-0.96518i,-0.26154-0.33163i,-0.067029+0.10739i,-0.045651+0.15163i,-0.16627+0.13898i,-0.16188+0.20105i,-0.048945+0.20227i,0.018449+0.13332i,0.0026485+0.089456i,0.0034476+0.10558i,0.068953+0.11622i,0.13161+0.083829i,0.14974+0.030205i,0.12773-0.04285i,0.067325-0.094824i,0.0047233-0.076507i,-0.01491-0.026628i,-0.0084033+0.0080031i,-0.0058409+0.030931i,-0.0026043+0.031835i
0.12805+0.23311i,0.15286+0.57516i,-0.064986+0.94385i,-0.38307+1.0901i,-0.50466+0.7672i,-0.54508+0.19844i,-0.56072-0.085366i,-0.36655-0.063693i,-0.083901-0.059111i,0.032647-0.091474i,0.014755-0.072377i,-0.023636-0.033352i,-0.055396-0.0059279i,-0.10221+0.01807i,-0.16217+0.046787i,-0.1945+0.10661i,-0.16847+0.18413i,-0.10645+0.18085i,-0.065631+0.08355i,-0.038871+0.0097273i,0.0084033+0.00065999i,0.045453-0.0070087i,0.042102-0.025756i
-0.1185+0.11541i,-0.036063+0.23909i,0.37919+0.25279i,0.7954+0.04591i,0.70567-0.15904i,0.42809-0.12554i,0.43711-0.030727i,0.51829-0.076376i,0.45238-0.15355i,0.3013-0.19252i,0.11436-0.18187i,-0.01044-0.10334i,-0.039482-0.067728i,-0.053502-0.096261i,-0.058698-0.11506i,-0.080952-0.14164i,-0.1393-0.14255i,-0.12556-0.073729i,-0.024816-0.022436i,0.02886-0.026891i,0.013095-0.024499i,-0.0079971-0.018581i,-0.032191-0.028021i
-0.022296-0.17441i,-0.11483-0.37573i,-0.25382-0.4538i,-0.25746-0.37228i,-0.1152-0.14054i,0.084785+0.060683i,0.13931+0.024393i,0.033289-0.01012i,0.058394+0.072556i,0.18375+0.02495i,0.15388-0.067675i,0.074622-0.010568i,0.0884+0.055274i,0.07912+0.011496i,0.0055548-0.064759i,-0.054228-0.10149i,-0.080565-0.10283i,-0.094744-0.081101i,-0.091157-0.04147i,-0.055061-0.013142i,-0.025038-0.00081649i,-0.019125+0.016445i,-0.0056671+0.029541i
0.86583+8.3436i,3.4647+7.4418i,6.6276+6.3539i,7.1327+3.1989i,5.6965-0.38837i,2.987-2.6189i,0.50847-1.9608i,-0.19215-0.28623i,0.4252+0.43069i,1.0406+0.036136i,0.65365-0.72378i,-0.37369-1.0814i,-1.2267-0.95229i,-1.6165-0.49664i,-1.4539+0.063609i,-0.97299+0.42373i,-0.48309+0.43187i,-0.10612+0.19091i,0.11971-0.084848i,0.20467-0.25913i,0.22585-0.36847i,0.16181-0.38981i,0.072854-0.24849i
0.18466-0.093865i,0.47726-0.3566i,0.82247-0.57395i,0.98108-0.6029i,0.87499-0.47807i,0.71198-0.37536i,0.54547-0.34566i,0.33513-0.25846i,0.18249-0.12577i,0.10926-0.051664i,0.066057-0.0067903i,0.084754+0.031467i,0.12316+0.0067989i,0.096362-0.053083i,0.041505-0.082927i,8.4458e-05-0.081934i,-0.039952-0.056157i,-0.061923+0.0019368i,-0.038303+0.054942i,0.0014789+0.056242i,0.015254+0.03187i,0.0046044+0.021942i,-0.012228+0.02458i
0.064417+0.06174i,0.15651+0.012372i,0.17573-0.21958i,-0.042751-0.47508i,-0.3499-0.32926i,-0.3865+0.027067i,-0.25034+0.095333i,-0.18826+0.025723i,-0.11091+0.032395i,-0.024105+0.011208i,-0.022484-0.037188i,-0.062906-0.07673i,-0.12535-0.073478i,-0.15294+0.014339i,-0.10306+0.10661i,-0.033574+0.12615i,0.010121+0.097387i,0.01774+0.059469i,-0.0059779+0.026803i,-0.034606+0.0052992i,-0.048569+0.0056837i,-0.043612+0.026221i,-0.019619+0.034949i
-0.14787-0.065427i,-0.34673-0.070326i,-0.45235-0.029017i,-0.37122+0.052816i,-0.2242+0.040704i,-0.22998-0.009779i,-0.26687+0.064178i,-0.17741+0.082528i,-0.12705-0.0089947i,-0.14979-0.019283i,-0.10895+0.03519i,-0.026027+0.034605i,0.0072257+0.011537i,0.012666+0.021086i,0.023391+0.0461i,0.041257+0.074693i,0.072487+0.088687i,0.083985+0.062543i,0.046243+0.021529i,-0.00052693+0.013117i,-0.0041756+0.022109i,0.0044803+0.01469i,-0.017574+0.020198i
0.27585-0.024432i,0.56756-0.11135i,0.71669-0.18077i,0.55755-0.19062i,0.26117-0.10451i,0.03862+0.019034i,-0.13252+0.063243i,-0.254+0.10919i,-0.26682+0.17798i,-0.19799+0.19219i,-0.11524+0.16767i,-0.043536+0.12284i,0.0051105+0.062057i,0.034297+0.026143i,0.06865+0.016297i,0.10764-0.0041906i,0.1181-0.036796i,0.096012-0.049938i,0.068884-0.038313i,0.04442-0.027993i,0.013152-0.031046i,-0.018444-0.021836i,-0.019332+0.01506i
-0.20806+0.2784i,-0.37285+0.64958i,-0.33844+0.846i,-0.071659+0.57772i,0.046406+0.17113i,-0.021386+0.1004i,0.022813+0.19396i,0.07954+0.13133i,0.019346+0.034532i,-0.026228+0.036302i,0.00033363+0.046053i,0.027039+0.018465i,0.011435+0.007421i,-0.010998+0.024431i,-0.017323+0.041063i,-0.0002466+0.064491i,0.0452+0.077559i,0.058585+0.048892i,0.019761+0.018809i,-0.01107+0.0099276i,-0.014673+0.00063143i,-0.0091321-0.0006381i,0.00064228+0.0069247i
-0.18892-0.41063i,-0.5065-0.95054i,-0.84281-1.4107i,-0.87171-1.2921i,-0.45602-0.79725i,-0.00085583-0.56069i,0.10332-0.55187i,-0.016109-0.44363i,-0.1158-0.2356i,-0.12407-0.06557i,-0.072249-0.00313i,-0.031919-0.018042i,-0.022103-0.031641i,-0.00097023-0.025054i,0.028765-0.042944i,0.025891-0.097992i,-0.013445-0.13058i,-0.040002-0.083926i,-0.0082998+0.0018319i,0.040065+0.045892i,0.044412+0.045941i,0.030039+0.036597i,0.02455+0.023979i
0.41225+0.030672i,0.8775+0.0049496i,1.0725-0.0052799i,0.69142+0.056563i,0.15581+0.12334i,-0.09707+0.10278i,-0.15511+0.082131i,-0.1002+0.1392i,0.020048+0.16131i,0.071167+0.11452i,0.053097+0.074282i,0.014432+0.051236i,-0.019302+0.038398i,-0.042166+0.004809i,-0.088802-0.034966i,-0.15935-0.018432i,-0.19767+0.044826i,-0.16271+0.081391i,-0.080068+0.057722i,-0.00506+0.020465i,0.037213+0.0076066i,0.044199+0.0067247i,0.024641+0.002247i
-0.15065+0.16774i,-0.20761+0.37979i,-0.028403+0.43095i,0.23134+0.10178i,0.18378-0.21902i,0.025367-0.10718i,0.10604+0.1119i,0.19922+0.069737i,0.12537-0.048942i,0.046578-0.0679i,0.030222-0.041715i,0.045903-0.027339i,0.044103-0.034069i,0.019953-0.014456i,0.027445+0.018047i,0.055956+0.018976i,0.067817+0.0020778i,0.056568-0.018762i,0.015298-0.032209i,-0.024712-0.025126i,-0.024008-0.0062594i,0.0061603+0.0060151i,0.034083+0.0013564i
0.0081174-0.21739i,-0.10505-0.50898i,-0.3773-0.625i,-0.51598-0.29678i,-0.24321+0.12059i,0.093191+0.12261i,0.097772-0.10797i,-0.028184-0.1529i,-0.066465-0.073193i,-0.074239-0.031473i,-0.088264-0.011057i,-0.093408+0.022936i,-0.060974+0.062198i,0.0098543+0.047656i,0.042534-0.02145i,0.010793-0.067842i,-0.034298-0.074802i,-0.072113-0.060726i,-0.080898-0.016309i,-0.049885+0.025735i,-0.022827+0.024944i,-0.023569+0.0052956i,-0.033306-0.002989i
0.11415+0.2854i,0.36065+0.66159i,0.69309+0.90763i,0.81457+0.71739i,0.5905+0.30857i,0.29201+0.096674i,0.16128+0.071045i,0.11179+0.06349i,0.068809+0.07165i,0.061261+0.09483i,0.07963+0.090616i,0.093647+0.059367i,0.092182+0.02225i,0.054965-0.0037538i,0.010348+0.0027907i,0.0044524+0.016705i,0.015033+0.0086272i,0.016629+0.0011436i,0.019233-0.0082003i,0.015753-0.021703i,0.00050523-0.022323i,-0.0040599-0.016869i,0.0069534-0.015676i
-0.26748-0.12999i,-0.6831-0.17008i,-1.0296-0.082277i,-0.90441+0.02631i,-0.44409-0.055853i,-0.15057-0.20814i,-0.076125-0.19633i,-0.019972-0.13806i,0.0027065-0.13338i,-0.016909-0.13191i,-0.02203-0.12332i,-0.010081-0.12167i,-0.015561-0.11874i,-0.033561-0.078527i,-0.03107-0.017153i,-0.017473+0.0095275i,-0.015622+0.014449i,-0.0070393+0.013765i,0.002247-0.0082145i,-0.010493-0.029165i,-0.021855-0.023136i,-0.023123-0.0079871i,-0.023318-0.0028251i
0.19597-0.026145i,0.40766-0.14554i,0.51249-0.26888i,0.35771-0.19791i,0.090404+0.053931i,-0.029857+0.19911i,-0.024059+0.15331i,-0.022155+0.093211i,-0.035556+0.089062i,-0.03145+0.11106i,-0.026531+0.099668i,-0.053481+0.049915i,-0.082324+0.027792i,-0.053597+0.047337i,0.023593+0.056649i,0.084168+0.031005i,0.10401-0.00057175i,0.08168-0.0051174i,0.028453+0.018965i,-0.0091109+0.044074i,-0.013256+0.0457i,0.00092209+0.036283i,0.01735+0.0304i
-0.13316+0.089123i,-0.24713+0.1791i,-0.31743+0.16975i,-0.32217+0.055909i,-0.24807+0.016181i,-0.086448+0.068375i,0.033107+0.060651i,0.017121+0.031689i,0.0031375+0.041212i,0.03067+0.02409i,0.024743+0.0066961i,0.0077836+0.028025i,0.012475+0.031331i,0.015545-0.015277i,-0.0055513-0.06495i,-0.04578-0.072643i,-0.076414-0.055888i,-0.070589-0.038417i,-0.028149-0.012412i,0.018317+0.010017i,0.035511+0.019641i,0.02631+0.024234i,0.011717+0.021232i
0.12198-0.19951i,0.20526-0.39613i,0.23377-0.458i,0.2469-0.29216i,0.29333-0.1543i,0.24212-0.18382i,0.087926-0.21002i,-0.0025588-0.19618i,-0.03393-0.16181i,-0.043079-0.092522i,-0.0074648-0.028347i,0.039074+0.012108i,0.063046+0.036034i,0.048741+0.031734i,0.0058044+0.032875i,-0.0062932+0.06745i,0.019914+0.092853i,0.033852+0.072309i,0.023472+0.024039i,0.005704-0.013984i,-0.0084282-0.026897i,-0.013389-0.021681i,-0.0096776-0.0084784i
0.089308+0.14035i,0.26841+0.1858i,0.42097+0.026208i,0.29862-0.26217i,-0.012858-0.33464i,-0.14273-0.16542i,-0.073876-0.029268i,-0.024993+0.047631i,-0.013868+0.094791i,-0.013626+0.079806i,-0.019912+0.040414i,-1.3008e-05-0.013393i,0.0038204-0.054147i,-0.018687-0.021478i,-0.0071325+0.03327i,0.03678+0.033027i,0.065915-0.0021107i,0.056593-0.024864i,0.024897-0.031695i,-0.0042573-0.025569i,-0.018283-0.014381i,-0.024186-0.010174i,-0.034856-0.0013379i
-0.1538-0.074533i,-0.36633-0.033945i,-0.52367+0.17839i,-0.41972+0.39238i,-0.18609+0.38413i,-0.086034+0.28683i,-0.06792+0.2448i,-0.023589+0.16987i,-0.0092905+0.065078i,-0.016508+0.024997i,-0.014965+0.010437i,-0.039914-0.0027272i,-0.055408+0.015683i,-0.014338+0.032448i,0.030499+0.008636i,0.024632-0.034008i,-0.0037494-0.055228i,-0.016856-0.053123i,-0.021284-0.03882i,-0.022897-0.019732i,-0.015884-0.0039072i,-0.00027548+0.010859i,0.026509+0.014984i
0.13038+0.05052i,0.27324+0.03296i,0.3434-0.13082i,0.23596-0.28108i,0.099799-0.18956i,0.10352-0.044295i,0.1423-0.041844i,0.094836-0.058868i,0.044206-0.021854i,0.032889-0.0011927i,0.015129+0.012962i,0.0023124+0.044774i,0.0095086+0.05288i,0.012754+0.024446i,-0.0018306-0.0034349i,-0.022842-0.0010561i,-0.030072+0.020505i,-0.014067+0.035311i,0.015384+0.034831i,0.037417+0.016611i,0.034822-0.0093987i,0.012013-0.022418i,-0.011551-0.021374i
-0.22238+0.038013i,-0.47015+0.17606i,-0.58591+0.39376i,-0.40872+0.46896i,-0.18794+0.25457i,-0.17122+0.0074848i,-0.21838-0.032211i,-0.16709-0.008853i,-0.095629-0.027141i,-0.065757-0.028637i,-0.035205-0.008531i,0.0009496-0.0055482i,0.0091266-0.0185i,-0.0098382-0.027515i,-0.030751-0.017886i,-0.037137+0.013373i,-0.037475+0.038249i,-0.047726+0.038259i,-0.051088+0.023586i,-0.038331+0.01044i,-0.022239+0.011589i,0.0021423+0.026282i,0.030888+0.033003i
0.17141-0.15382i,0.36181-0.41612i,0.42778-0.68387i,0.25995-0.68562i,0.046628-0.39101i,-0.0067616-0.085841i,0.038532+0.011958i,0.040003+0.0069086i,0.0019738+0.037251i,0.0059761+0.073643i,0.042319+0.049661i,0.050159-0.004561i,0.032497-0.026977i,0.016306-0.0098366i,0.019055+0.016981i,0.049723+0.021368i,0.083524+0.02127i,0.0977+0.041992i,0.088168+0.054651i,0.058802+0.046368i,0.031478+0.027311i,0.0079213-0.0037584i,-0.020904-0.026469i
-0.037152+0.1663i,-0.050411+0.38602i,-0.0074234+0.55424i,0.067604+0.50128i,0.10672+0.28004i,0.10895+0.10238i,0.11525+0.058063i,0.12662+0.067938i,0.12274+0.041372i,0.077498-0.013742i,0.0025759-0.038635i,-0.04896-0.02138i,-0.056484+0.00084509i,-0.034322+0.0028497i,-0.012846-0.021465i,-0.029046-0.061901i,-0.066057-0.094117i,-0.076162-0.10259i,-0.061068-0.077487i,-0.037259-0.029994i,-0.010097+0.0068826i,0.0077005+0.018888i,0.010135+0.01723i
0.047758-0.16089i,0.12673-0.36137i,0.212-0.50451i,0.22109-0.45271i,0.17616-0.27301i,0.14863-0.14844i,0.11048-0.12899i,0.027417-0.13607i,-0.058186-0.10373i,-0.084283-0.033897i,-0.051421+0.022944i,-0.0020812+0.038509i,0.028107+0.027131i,0.02564+0.011975i,0.0016631+0.013624i,-0.017668+0.035205i,-0.018409+0.056171i,-0.0084737+0.053509i,0.0010149+0.026198i,0.0037588-0.0075994i,-0.0062122-0.032713i,-0.026443-0.039681i,-0.041393-0.02871i
0.066526+0.16221i,0.12083+0.36613i,0.10696+0.49341i,0.025793+0.3805i,-0.046809+0.12161i,-0.11054-0.089246i,-0.16868-0.16422i,-0.17119-0.1071i,-0.11114-0.019194i,-0.056287+0.026059i,-0.026296+0.046164i,-0.0050802+0.048768i,-0.0054083+0.034717i,-0.012178+0.017141i,-0.0017557+0.0024393i,0.014068-0.0047005i,0.016032-0.014863i,-0.0084346-0.029873i,-0.040753-0.025888i,-0.049487-0.0019283i,-0.033345+0.020998i,-0.0042813+0.040091i,0.023116+0.048187i
-0.1577-0.074649i,-0.3587-0.15833i,-0.45166-0.19196i,-0.32508-0.12999i,-0.17227-0.014782i,-0.14261+0.13235i,-0.12487+0.24399i,-0.048602+0.19558i,0.0076583+0.066758i,0.028158+0.00049334i,0.050756-0.029011i,0.054768-0.069474i,0.032119-0.081712i,0.014598-0.049388i,0.015766-0.010335i,0.031859+0.001882i,0.046989-0.0015275i,0.055221+0.0083884i,0.059778+0.018918i,0.052449+0.012401i,0.031552+0.00043558i,0.0065088-0.010034i,-0.0086013-0.017604i
0.094235-0.034231i,0.14819-0.10235i,0.08542-0.15661i,-0.047723-0.12062i,-0.042475-0.042493i,0.1014-0.049419i,0.17666-0.11733i,0.13603-0.11303i,0.070015-0.052438i,0.022201-0.031348i,-0.02218-0.034734i,-0.061349-0.011615i,-0.067239+0.018231i,-0.045483+0.023697i,-0.023883+0.0071738i,-0.017985-0.013828i,-0.022353-0.027105i,-0.021996-0.035184i,-0.017167-0.033485i,-0.0078394-0.01895i,0.009495-0.0067824i,0.029303-0.00018747i,0.040301+0.0035056i
-0.084484+0.069274i,-0.11608+0.14026i,-0.033541+0.15623i,0.10779+0.073512i,0.12504-0.0090267i,0.027667+0.003001i,-0.03027+0.070719i,-0.02253+0.09954i,0.0074312+0.065054i,0.011655+0.021575i,-0.0085071+0.016403i,-0.0026291+0.024811i,0.019567+0.0096951i,0.025452-0.0081428i,0.015782-0.0067069i,0.00078411+0.0097181i,-0.004873+0.032809i,-0.0019155+0.041674i,0.0026709+0.023383i,0.0041117-0.0019309i,-0.0073706-0.014717i,-0.026604-0.019164i,-0.038726-0.020417i
0.069451-0.10671i,0.12188-0.24529i,0.064164-0.32169i,-0.07039-0.20725i,-0.085055-0.031305i,0.002119-0.0087505i,0.014645-0.078358i,-0.047496-0.072006i,-0.078823-0.0002679i,-0.048588+0.044498i,-0.0075703+0.047811i,0.008756+0.046229i,0.007552+0.049945i,-0.0054479+0.043463i,-0.016401+0.033527i,-0.0097979+0.028559i,0.0073848+0.026395i,0.015502+0.028117i,0.0020639+0.028495i,-0.020249+0.024218i,-0.024854+0.024014i,-0.0044669+0.027159i,0.020179+0.023926i
0.044839+0.15545i,0.17078+0.364i,0.37872+0.47719i,0.44929+0.31482i,0.24311+0.070674i,0.0071504+0.012862i,-0.051562+0.041355i,-0.025503+0.023163i,-0.0057285-0.00029845i,0.0046853-0.0073859i,0.011627-0.013329i,0.017658-0.026168i,0.020459-0.033906i,0.029143-0.028211i,0.03949-0.024562i,0.032085-0.027489i,0.01047-0.027425i,0.0010262-0.01767i,0.011236-0.0028971i,0.022709+0.0040233i,0.021457-0.00060099i,0.0038618-0.0070939i,-0.019889-0.0055073i
