-0.001694+0.00029363i,-0.00073178+0.00028818i,-0.00077567+0.00059845i,-0.00066959+0.0011157i,-0.00031463+0.0016045i,2.4417e-05+0.00092574i,-0.00061136+0.0011377i,-0.00065347+0.001158i,0.00036996+0.00023411i,0.00092803-0.00045336i,0.0010878-0.00074725i,0.0010735-0.0012497i,0.00067935-0.0021144i,-1.1144e-05-0.0019608i,-0.00033249-0.00071373i,-0.00014718+0.00029661i,0.00016869+0.00096578i,0.00044742+0.0011883i,0.00021975+0.00073337i,-0.00042826+0.00034633i,-0.00045501+0.00053281i,-0.00023269+0.00040488i,0.00030579+8.6167e-05i
0.0043842+0.0013125i,0.0032329+0.00042006i,0.003786-0.00049607i,0.0030035-0.0010915i,0.0013951-0.0017844i,-1.5285e-06-0.0012038i,-0.00050911-0.0001355i,0.00024532-0.00011357i,0.00028202-0.0013779i,-0.00090976-0.0019973i,-0.00053852-0.00091862i,0.00020497-0.00059193i,-3.1449e-05-0.00055358i,-0.00018659+0.00068471i,0.0002309+0.0011355i,0.00035863+0.00073272i,0.00029107+0.00017979i,0.00040384-0.00032645i,0.00038071-0.0011068i,0.00028613-0.00050743i,5.0528e-05+0.00079844i,-0.00035079+0.00045022i,-9.1563e-05-0.00031164i
-0.00034706-0.00087582i,-0.0012132-0.00094704i,-0.0012532-0.00031625i,-0.00034853+4.0088e-05i,0.000143-0.00012817i,-0.00015654-0.00041938i,-1.2393e-07-0.0003578i,0.00038423+0.00013383i,0.00027892-0.00050482i,0.00012976-0.00037564i,-0.00013416+0.00056435i,-0.00013761+0.00026445i,5.4661e-05-0.00042726i,1.6926e-05+0.0002961i,-0.00048158+0.00076334i,-0.00085826-0.00025349i,-0.00043556-0.00073194i,-0.00034511-8.3835e-05i,-0.00053182+0.00029277i,1.7937e-05+9.2593e-05i,0.00080823+0.00048007i,0.00044809+0.00026279i,0.00030557-0.00028649i
0.00041331+0.00033702i,0.00057325+8.6466e-05i,0.0016579+0.0012372i,0.0017542+0.0022268i,0.00045607+0.0019414i,-0.0006572+0.0009845i,-0.00070656+0.00099214i,7.9501e-06+0.00042449i,4.3392e-05-0.00094772i,-0.00030386-0.0013283i,-0.00054769-0.0011362i,-0.00085007-0.00054808i,-0.00050291-0.00052212i,-1.5654e-05-0.0010746i,-0.00028275-0.0012422i,-0.00036866-0.0012503i,7.8094e-05-0.00020195i,0.00040858+0.00040767i,0.00047068-0.00071767i,0.0005834-0.00097806i,0.00023871-0.00078144i,-0.00016101-0.0004841i,-0.00037727+0.00017946i
-0.00081592+0.0011059i,-0.00033353+0.0014331i,0.0024481+0.0019529i,0.0043822+0.0015782i,0.0034907+0.00071004i,0.0018325-0.00047262i,0.00090647-0.00070453i,0.00035426-0.00019757i,0.0003846+0.00037662i,8.9582e-05+0.00044736i,-0.0005633+6.9288e-05i,-0.00064914-3.4245e-05i,-0.00060937-0.00030711i,-8.6412e-05-0.00075151i,0.00030052-0.00089576i,0.00022786-0.00012467i,-4.2353e-08+0.00021935i,-0.00029001+0.00030256i,0.00040833-0.00033244i,0.00042081-0.00063053i,-0.00039608-0.00055576i,-0.00065465-0.00077184i,-0.00053269-0.0005239i
-0.00066034+0.00073173i,-0.00022016+0.00058093i,0.0013633-0.00033197i,0.001651-0.00022205i,0.00075348+0.00010754i,0.00083576+0.00048223i,0.00059449+0.00036934i,-0.00044619+0.00016062i,-0.00078348+0.0004319i,-0.00071814+0.00026223i,-0.00042088+0.00024865i,-3.1168e-05+0.00057039i,0.00016041+0.00029176i,0.00013454+0.00035785i,-0.0008421+0.00027403i,-0.0013618+0.00038669i,-0.00042407+0.00070291i,-0.00011076+0.00066741i,-0.00041334+0.00090871i,-0.00026911+0.0011775i,-0.00047696+0.00057538i,-0.00033271-0.0001364i,-0.00023561-0.00016843i
-0.00021888+0.00091085i,0.00061719+0.00094331i,0.0015895+0.0015511i,0.0014121+0.00094452i,0.00042697+0.00054727i,-8.4449e-06+0.00077898i,0.00012136+0.00025188i,0.00053494-0.00050755i,0.00054499-0.00047375i,-0.00027854-0.00025744i,-0.00072611-0.00035191i,-0.00020593-0.00044944i,0.00017185-0.00041222i,0.00024663-0.00017579i,0.0001628-0.00045819i,0.00011376-0.0006516i,-1.3105e-05-0.00044579i,-0.00037395+0.00029168i,-0.00094482+0.00039247i,-0.001122-0.00093521i,-0.0002759-0.0011657i,0.00026436-0.0006459i,3.0012e-05-0.0001515i
2.8281e-05-0.00041904i,-0.00046419-0.0014147i,-0.00084164-0.0025542i,-0.00055097-0.0016822i,-0.00017968-0.00039253i,0.00048569+0.00016914i,0.0007007+0.00084967i,0.0004545+6.9976e-05i,0.00016207-0.0015188i,0.00039047-0.0015148i,0.00081307-0.0005813i,0.00019113-0.00033834i,-0.00060282-0.00025184i,-0.00042656-6.4245e-05i,7.9108e-05+0.00051054i,0.00028996+0.00032423i,0.00038491+0.00048045i,-0.00013087+0.00050413i,-7.8297e-05-0.00053143i,-5.425e-07-0.0013866i,0.00021061-0.0010286i,0.00047661-0.00037062i,-0.00013832-8.0177e-05i
-0.00016425-0.00031709i,0.0016573-0.00021803i,0.0024231+0.00056254i,0.0028886+0.001132i,0.0023857+0.00064257i,0.0011658+0.00042911i,-6.1112e-05+0.00027531i,-0.00064768-2.1793e-05i,-0.00058239-9.0202e-05i,-0.00026984-0.00057427i,0.00011952-0.00093523i,3.4584e-05-0.0012297i,-8.4711e-05-0.0007348i,0.00050939-0.00053433i,0.00092051-0.00021888i,0.0009729+0.00056268i,0.00078357+0.0003156i,0.00090222-0.0010719i,0.0011374-0.0019887i,0.00069024-0.001236i,-0.0002949-4.5373e-05i,-3.8612e-05+0.00034906i,0.00038546-8.6521e-05i
0.00018045-0.0011988i,-0.00056682-0.00060408i,0.00059599+0.00048131i,0.00095397+0.0010198i,0.00076861+0.0015772i,0.0005809+0.0016765i,0.00028242+0.00052791i,0.00044901-0.00038848i,0.00015948-0.0007387i,0.00011762-0.00045884i,-0.0004263+0.00013816i,-0.0011899-0.00032855i,-0.00091416-0.00099618i,5.9869e-05-0.00097814i,0.00038728-0.00053027i,-0.00018905-0.00032315i,-0.0004949+0.00012335i,-0.00061626+0.00068884i,-0.00046354+0.00090176i,-0.00014063+0.00033439i,-0.00043849+0.00014398i,-0.00057002+0.00062666i,-0.0006978+0.0011767i
0.00018864+1.7332e-05i,0.00052604-0.00033935i,0.0014595+0.00034181i,0.0015995-0.0007295i,0.00064789-0.0016404i,-6.4296e-05-0.00024838i,0.00020122+0.00012762i,-4.9702e-05-0.00056357i,-7.4844e-05-0.0010157i,-0.00012092-0.0014774i,-0.00084645-0.0015146i,-0.0011729-0.00085775i,-0.00051017+0.00017866i,-0.00023243+0.00042261i,-0.00027287-0.00059878i,-0.00018192+0.00010678i,-0.00049415+0.00071899i,-0.00074008+0.00025609i,-0.00072608+0.00014727i,-0.0007166-0.0002376i,-0.00038104-0.00026852i,0.00015395+4.288e-05i,0.0003561+0.00012719i
0.0012654+0.00079367i,0.0021411+0.0009355i,0.0029861+0.0014436i,0.0022932+0.0004417i,0.00053738-0.0013362i,0.00045901-0.001228i,0.0010892+0.00038709i,0.00090634-5.9332e-05i,0.00081402-0.0010042i,0.00045002-0.00080607i,0.00010995-0.00065167i,-8.5773e-05-0.00041608i,-0.00021759-0.00033295i,9.584e-05+0.00043395i,-9.3404e-05+0.00040635i,-0.000433-0.00022255i,-0.00015162+0.00019723i,-0.00025605+0.00029575i,-0.00024746-0.0002271i,0.00010971-0.00086586i,-0.00034956-0.00082061i,-0.00099792+7.0896e-05i,-0.00053506+0.00093458i
0.0011959-0.00066002i,0.00084971-0.00065715i,0.0015196-0.0011284i,0.0014904-0.0014697i,0.00092727-0.0012334i,0.00010728-0.00068365i,-4.5786e-05+6.8618e-05i,0.00069765+0.00014259i,0.00025748-0.00023307i,-8.4078e-05-0.00058011i,-1.7819e-05-0.00031589i,-4.2089e-05+1.1439e-05i,0.00025746+0.00050107i,-0.00029903+0.00029991i,-0.0013098-0.00035415i,-0.0014844-0.00013069i,-0.00068421-0.00015281i,3.2992e-06-0.0002565i,-0.00013334-9.1671e-05i,-3.7207e-05+0.00061632i,-0.000174+0.00065816i,-0.00052513-2.6507e-05i,0.00044811+9.5515e-05i
-0.001794-0.00090092i,-0.0020233+1.7963e-05i,-0.0025501+0.00025435i,-0.0018384+0.0012234i,-0.00059127+0.0021896i,0.00037775+0.0014177i,0.0011756+0.00062424i,0.0011085+0.0007512i,0.00031831+0.00051703i,-0.00053892-0.00076849i,-0.00053034-0.0011771i,-0.00024182-0.00081741i,-0.00025317-0.00071469i,0.00051431+6.271e-05i,0.00080838+0.00010507i,0.0010951-0.00051232i,0.0013806-0.00044953i,0.00090645-0.00073404i,0.00055186-0.0010479i,0.00019052-0.00029259i,-0.00016166+0.00029752i,0.00038412-3.6191e-05i,0.00060435+0.00023256i
-0.00081758-2.8394e-05i,8.0305e-05+0.0008114i,0.0011223+0.0017246i,0.0021017+0.0019619i,0.0023542+0.0017131i,0.001615+0.0009524i,0.00063152+0.00039816i,-0.00028332+2.2498e-05i,-0.00068071+0.00066028i,-0.0010049+0.0007756i,-0.00050076+9.5144e-05i,0.00013057-0.00066326i,-0.00039906-0.00054295i,-0.00052754+9.9767e-05i,-0.00065714+0.00011703i,-0.0010154+0.0002355i,-0.00070282+0.00023124i,0.00011437-0.00029118i,0.0004619-0.00045293i,0.00059137-0.00066232i,0.00081893-0.00094749i,0.00058472-0.0002475i,-0.00023723+0.00048727i
0.00093432+0.001423i,0.0017897+0.0019119i,0.0023031+0.0017865i,0.0031248+0.0014879i,0.0024693+0.00045002i,0.00089141-0.00043456i,4.8775e-05+7.9362e-05i,-0.00017364-0.00027373i,-0.00037029-0.0013336i,-0.00038518-0.0010934i,-0.00056653-0.00055664i,-0.00044568-0.00018605i,0.0002514+0.00023017i,0.00011292+0.00021938i,-0.00056842-4.2967e-05i,-0.00092154+0.0003439i,-0.00023093+0.00014463i,0.00071581+0.00033908i,0.00078457+0.00092665i,0.0005498+7.5917e-06i,0.0001768-0.00071699i,0.00030465-0.00025178i,0.00042188-0.00020699i
-4.1842e-05-0.00023156i,0.00040484-0.00067356i,0.0014965-0.0011835i,0.0017126-0.00073831i,0.0012719-0.00035642i,0.00035251-0.00027234i,-0.0003504-0.00036089i,0.00026529-0.00052102i,4.19e-05-0.0005311i,-0.00066459-0.0009395i,-0.00085474-0.00074533i,-0.00044593-0.00081434i,0.00028269-0.0017506i,0.00033246-0.0011879i,0.0004403+0.00013746i,0.00035248+0.00013876i,-0.00023505-0.00057178i,-0.00044163-0.00039947i,0.00012334+0.00036737i,-2.3867e-05+0.0011197i,-0.00070847+0.00099862i,-0.00079095+0.00044197i,-0.00082433+0.00023883i
-0.00076547+0.0017296i,-0.00096387+0.0011766i,-0.00056136+0.0010906i,8.994e-05+0.0010251i,0.0010037+0.00075529i,0.0015952-0.00029469i,0.0015219-9.8424e-05i,0.00053503+0.00074397i,3.5079e-05+9.2468e-05i,-8.1806e-05-0.00061547i,-0.00057265-0.00041553i,-0.00036863-0.00051158i,0.00037992-0.00073229i,0.0004922-0.00053202i,-0.0002149-0.00048982i,-0.00063606-0.00027945i,-0.00070154+0.00056414i,-0.0010459+0.00049534i,-0.00076095-4.4578e-05i,-0.00016892+8.894e-05i,0.00038654+0.00030801i,0.00023689+8.7466e-05i,6.569e-05+0.00053181i
0.00025366+0.0003522i,-0.00031082+0.00073342i,0.00038339+0.00080951i,0.0012841+0.00014959i,6.0827e-05-0.00029497i,-0.00080102+0.000262i,-0.0002576+0.00059964i,0.00020409-9.1061e-05i,-0.00021027-0.0005791i,-0.00022155-0.00062701i,-0.00064119-0.00024485i,-0.0014681+0.000264i,-0.00061545+0.00013688i,0.00054089+1.0019e-05i,0.00041936-1.0347e-05i,0.0004133+0.00022148i,0.00064816+0.00032001i,0.0004247-0.00037753i,3.9225e-05-0.0013976i,-0.00025163-0.0016238i,9.8647e-05-0.0010651i,0.00017056-0.0006013i,-0.00041201-0.00056888i
-0.00063312-0.0010797i,-0.00057486+0.0001687i,-9.9559e-05+0.0006749i,0.00086581+0.00065991i,0.00014651+0.00059874i,-0.00059008+0.0011111i,9.1236e-05+0.0019062i,0.00053817+0.00064557i,0.00027631-0.00096192i,-0.00045836-0.0010391i,-0.00056364-0.00013263i,0.00012833+0.00038771i,0.00089074+0.00082417i,0.00095554+0.0011655i,-0.00035707+0.00028923i,-0.00065801+0.00020214i,-0.00043696+0.00043743i,-0.00057021-0.00051029i,-0.0012196-0.00063645i,-0.00088858-5.6e-06i,-0.00033337+0.00078518i,-0.00087245+0.00071502i,-0.0012096+0.00011695i
-0.0024572+0.0012848i,-0.0018625+0.0023054i,-0.00021985+0.0032791i,0.00089365+0.0026229i,0.0012341+0.0019391i,0.00094926+0.0011595i,0.00073471-5.4686e-05i,0.00047313-0.00076614i,5.8211e-05-0.0008835i,-0.00044839-0.00061491i,-0.00080339-8.7862e-05i,-0.0014528+0.00015234i,-0.0017831-8.995e-06i,-0.0013061-0.00033436i,-0.00069417-0.00054832i,-0.00036173+0.000293i,0.00046359+0.00049423i,0.00063489-0.00023889i,0.00012061+2.0404e-05i,3.7891e-05+0.00064412i,0.00018684+0.00036334i,0.00056845-8.2975e-05i,0.00098902-0.00055021i
-0.00020617+0.0015277i,0.0011844+0.0018245i,0.0022259+0.0018079i,0.0028638+0.0016965i,0.0025237+0.00085187i,0.0014527+1.3755e-05i,0.00038056-8.7145e-05i,-5.3346e-05-0.00027093i,0.00047547-0.00024905i,0.00060591-0.00035964i,0.00023624-0.00045864i,-8.2637e-05-0.00075874i,-0.00021838-0.00096913i,5.927e-05-0.00074127i,0.00065313-5.1505e-05i,0.00034424-3.4676e-05i,-0.0003325-0.00080143i,-2.2845e-05-0.0005517i,-0.00015858+4.8257e-05i,-0.00032204-0.00047553i,-3.3832e-05-0.00069373i,-0.00021708+0.00016137i,-0.00076403+0.00026759i
0.00020851+0.0018318i,0.00055942+0.0020398i,0.0015012+0.0020409i,0.0024936+0.0012378i,0.002336-0.00013343i,0.00067402-0.00075204i,-0.00051976-0.00020856i,-0.00022607+0.00021986i,0.00039933-0.0008612i,-0.00016364-0.00088329i,-0.0011078-0.00026887i,-0.00090039-0.00025511i,0.00019534-0.00042438i,0.00086833-0.00020929i,0.00036837+2.0294e-05i,7.6687e-05+0.00048891i,-0.00076+0.0009935i,-0.0011732+0.00057285i,-0.00025609-9.2547e-06i,0.00019285-0.00011488i,1.7276e-05-0.00010904i,0.00032066-0.00042752i,3.947e-05-0.00075512i
0.0037449-7.5423e-05i,0.0033802-0.00074018i,0.0028923-0.0016602i,0.0028647-0.0027462i,0.0020247-0.0031375i,0.00041735-0.0025398i,-2.7314e-06-0.0014354i,0.00037764-0.00081301i,0.00021987-0.0016747i,-0.00045429-0.00145i,-0.00069894-0.00026075i,-9.9047e-05+0.00019991i,0.00057641+0.0011411i,0.000825+0.0015733i,0.00077901+0.00077916i,-0.00027062-0.00019932i,-0.00030382-0.00052698i,2.6411e-05-4.1846e-05i,-5.6064e-05+7.2923e-05i,7.901e-05-9.8433e-05i,0.00022903-0.00037562i,-0.00033559-0.00052368i,-0.0010089-0.00059544i
-0.0022583+0.0011054i,-0.0020236+0.0015118i,-0.0013578+0.0026559i,-0.00020265+0.0029635i,0.00096387+0.0023352i,0.0006598+0.001679i,-0.00023378+0.00076254i,-1.9386e-05+0.0004901i,-6.8489e-05+0.00019414i,-0.00063297+0.00021474i,-0.00067194+0.00060786i,-0.00016256+8.6696e-06i,0.00071975+0.00032984i,0.00031208+0.00060196i,-2.5923e-05-0.00040797i,0.00044957-0.00053542i,-0.00013814-0.00064179i,-0.00091598-0.00047849i,-0.00097503-0.0001854i,-0.0008514-4.2725e-05i,-0.00038682-9.234e-05i,8.4424e-05-0.00044262i,0.00068126-0.00085067i
0.0010383-0.0022933i,0.0013838-0.0016276i,0.0025133-0.0010719i,0.0022655-0.00055576i,0.0006785-3.8655e-05i,-0.00020622+0.00057814i,0.00047984+0.0005857i,0.0015759+0.00028287i,0.0013866-0.00023682i,0.00019496-0.0011008i,-0.00021419-0.0010427i,-0.00016989+3.5206e-05i,-0.00029031+0.00067727i,-0.00054926+4.8929e-05i,-0.00039227-0.00031428i,-0.00075093-0.00014554i,-0.00076414-0.00033695i,-0.0001261+0.00076498i,1.8738e-05+0.0014763i,-0.00043287+0.00077771i,-0.0010282-9.9533e-05i,-0.00089645-0.00025765i,-0.00066581+0.00030536i
-0.0026551+0.00079068i,-0.00078394+0.0021645i,-0.0001127+0.002998i,0.00066917+0.0018057i,0.0014639+0.00093992i,0.001388+0.0004546i,0.00058275+0.00054133i,-0.00043055+0.00064106i,-0.0002481+0.00019794i,-0.00025524+0.00022449i,-0.00020267-0.0001495i,0.00059577-0.00022012i,0.00047368-0.000233i,0.00019021-0.00093229i,-0.00019361-0.00086798i,-2.9428e-05-0.00022057i,0.00017582+3.2839e-05i,6.2148e-05-0.00024375i,0.0003446-0.00089592i,8.7763e-05-0.00074689i,0.00010033-0.00074129i,0.00035115-0.00091418i,0.0005109-0.00053382i
-0.00038086+0.0015704i,0.0013279+0.0017893i,0.0031618+0.0021486i,0.0024937+0.0016203i,0.00077188+0.00097294i,5.6223e-05+0.00065341i,0.00018756+0.0010186i,0.00051217+0.00019285i,0.00074996-0.00040166i,0.00061155-0.00034338i,0.0004554-7.597e-05i,2.0603e-05-6.6833e-05i,2.2425e-06-0.00068841i,0.00021524-0.00087206i,-0.00047962-0.00071087i,-0.00056296-0.00028548i,4.7723e-05-0.00047185i,0.0003677-0.001053i,0.00029469-0.0010079i,7.7779e-05-0.00070549i,-0.00011425-0.00043028i,-0.00074506+0.00027522i,-0.0010073+0.00048689i
2.2752e-05-0.0012485i,-0.00040433-0.00089791i,0.00023703-0.0012397i,0.0016639-0.0010995i,0.0011136-0.0002194i,0.00039073+0.00091438i,0.00058397+0.00086885i,0.0010695-0.00026567i,0.00052794-0.00061272i,0.00011283-0.00019732i,7.5063e-05+0.00018004i,8.5429e-06+0.0001337i,9.1643e-05+3.8308e-06i,0.00016283-0.00031592i,4.7388e-06-0.00030662i,-0.00011938-0.00039574i,0.0003412-0.0003457i,0.00040668-0.00046176i,0.00048226-0.00075094i,0.00076269-0.00019829i,0.00041386-0.00029913i,0.00065232+3.1082e-06i,0.00093759+0.00034807i
0.00053646+0.0015378i,0.0017813+0.0014639i,0.0030225+0.00092492i,0.0028496-0.00033354i,0.001984-0.0013782i,0.001032-0.0010666i,-0.000306-0.0003611i,-0.0011751-0.00014756i,-0.00082626-2.9909e-06i,-0.00047401-0.00040355i,-0.0003928-0.00053954i,0.00011867-0.00076695i,0.00026458-0.0005853i,-0.0001939-0.00020283i,-0.0010341-5.9408e-05i,-0.0011236+0.00015465i,-0.0011582+0.00017036i,-0.00081973+1.7913e-06i,-0.00039537+9.3883e-05i,-0.00053387-0.00014414i,-0.00038755-0.00024781i,0.00028521+0.00019013i,0.001362+0.0006708i
-0.00064538-0.00092025i,0.0010732-0.00033582i,0.0021587-0.00041594i,0.0021842+0.00035764i,0.0014777+0.0016985i,0.00065192+0.0018494i,0.0007457+0.00098089i,0.00040571-3.3077e-05i,-1.0742e-06-0.00061879i,-0.0005248-0.0010893i,-0.0010932-0.00083014i,-0.00045031+0.00027796i,0.00014626+0.0006125i,-0.0004326-0.00047225i,-0.00045607-0.00099961i,0.00029393+0.00010619i,0.00014832+0.00046831i,0.00023519+0.00032044i,3.0905e-05+0.00077409i,-0.00016469+0.00020312i,0.00092543-0.00052857i,0.0010669-0.00049988i,9.8775e-05-0.00066867i
-0.0013007-0.0012147i,-0.00077964+6.605e-05i,-0.0012877+0.0015121i,-0.0017159+0.0025057i,-0.00047661+0.0027846i,0.00093842+0.0021205i,0.00076991+0.0013363i,0.000374+0.000446i,0.00025155-5.5215e-05i,-0.00010239-0.00045627i,-5.5241e-05-0.00057619i,0.00020674-0.00015177i,-0.00017466-0.00015264i,-0.00069231-0.00088548i,-0.00083071-0.00074422i,-0.00047431+7.6766e-05i,-0.00058928-0.00010593i,-0.00046084-0.00070734i,-0.00014275-0.00018504i,0.00024799+0.00038468i,0.00053107+0.00032394i,0.00033104-0.00051098i,-0.00071021-0.00058842i
0.0014549+0.00045781i,0.0017078+0.00027417i,0.00096094-0.0003831i,0.0011273+0.00014777i,0.00090033+0.00066043i,-5.3635e-05+3.2471e-05i,-0.00033542+0.00039017i,0.00011458+0.00038301i,0.00028632-0.00037161i,0.00048083-0.00064613i,0.00036303-0.00047819i,0.001064-0.0006224i,0.0013659-0.00038081i,0.00031422+6.9759e-05i,4.5773e-05+0.00024189i,-0.00041742+0.00022324i,-0.00041055-6.9379e-05i,0.00040931+0.0001649i,0.00029582+0.00038481i,-0.00030323+4.8827e-05i,-0.00039533+0.00042237i,-0.0004193+0.00049856i,-1.4425e-05+0.00018073i
0.00036654+0.0011759i,0.0017332+0.0019875i,0.0020261+0.001957i,0.0021587+0.00057459i,0.0021385-0.00013919i,0.0017347-0.000758i,0.001646-0.00070724i,0.00054911+0.00039496i,-0.00094482-0.00026492i,-0.00086938-0.0009736i,-0.00044872-0.0008831i,-0.00026404-0.0012251i,0.00030989-0.0011354i,0.00031561-0.00043692i,6.4935e-05+0.00024848i,-0.00050756+0.00032171i,-0.00073357+0.00036491i,-0.00027582+1.7494e-05i,-9.5901e-05-0.00052877i,-0.0003715-0.00011515i,-0.00036671-0.00018719i,8.9951e-05-0.00068349i,8.4066e-05-0.00068306i
-0.00077519+0.00083335i,-0.00024988+0.0013385i,-0.00057693+0.00055918i,-7.7316e-05+0.0011213i,0.00024919+0.0011077i,0.00017426+0.00019329i,0.00072247+0.00097102i,-9.0127e-05+0.00012346i,-0.0011235-0.00094699i,-0.0013964-0.00077943i,-0.00031642-7.5374e-05i,0.0011461-0.00035757i,0.0011706-0.00085497i,-4.178e-05-0.00075842i,-0.00043109-0.00041709i,-0.00023278-0.00016771i,-0.00034895-0.00030062i,5.2262e-05-0.00059983i,2.7164e-05-0.00034221i,-0.0003814+2.8687e-05i,-0.00031405+0.00033374i,-0.000149+0.00036456i,-0.00022632-0.00026535i
0.0023802-0.00027842i,0.0022628-0.0013804i,0.0023834-0.0014894i,0.0024877-0.00060785i,0.0011764-0.0008449i,0.00049814-0.00037104i,0.00071676+0.00012865i,0.00047955-0.00012204i,0.0002816-0.00046931i,-0.00010971-0.00061898i,-0.00044083-0.00055596i,-0.0003941-0.00029572i,-1.9391e-05+0.00052051i,-0.00032565+0.00063548i,-0.00033452+0.00047101i,0.00021521+0.00049165i,0.0004943+0.00031945i,0.000173-3.3288e-05i,-0.00063604+0.00031654i,-0.0010344-0.00039336i,-0.0011061-0.00096667i,-0.0010031-0.00079166i,-0.00088237-0.0002648i
-0.00031461+0.0028746i,0.00064752+0.0017102i,0.0022522+0.0019542i,0.0024876+0.0015456i,0.0022899+4.9265e-05i,0.00059509-0.00079585i,-0.00062806-0.0011144i,-4.4497e-05-0.0011475i,0.0010143-0.00089885i,0.001659-0.0009937i,0.00072283-0.0005584i,-0.00010315+0.00038737i,-0.00039501+0.0003609i,-0.00069759+5.9006e-05i,-0.00025111+0.00025307i,-0.00010686+3.9466e-05i,-0.00073958-0.00046374i,-0.0011099-6.289e-05i,-0.00048429+0.00035657i,-0.00034345+0.00043831i,-0.00036518+0.00046749i,-0.00017035+0.00025498i,0.00021407-0.00040416i
0.0017616+0.00048456i,0.0020775+0.00058145i,0.0028451+0.0010725i,0.0030532+0.00035597i,0.0020898-0.0012294i,0.0011389-0.00087253i,0.00063443+0.00065798i,0.00067217+0.00078589i,0.00056512-1.6328e-06i,-0.00031282-0.00037204i,-0.00089647+0.0001404i,-0.00069542+0.00035494i,-0.00026864+0.00034817i,0.00014603+0.00011355i,0.00015264+2.1712e-05i,3.0135e-05+0.00065338i,-0.00024773+0.00066148i,-0.00051103-8.9924e-05i,-0.00033162-0.00020241i,-0.00016476+8.0728e-05i,-0.00037089+0.00050021i,-0.0003069+0.00051884i,-0.000105+2.9378e-05i
-6.9693e-06+0.0012035i,0.00022907+0.0010669i,0.00099029+0.0010622i,0.0015585+0.00065888i,0.0020087+2.0584e-05i,0.00087069-9.4923e-05i,0.00033935+9.9202e-05i,0.00039118+0.00034212i,-0.00022479-0.00066754i,-0.00026502-0.0017467i,-0.00023532-0.0014952i,-0.00029552-0.00088074i,7.4436e-05-0.0012562i,-2.1364e-05-0.0012951i,-0.00033163-0.00093401i,-0.001236-0.00079164i,-0.00092901-0.00013161i,-4.8548e-05+0.00024994i,0.00016896+0.00015942i,0.00028068-0.00010129i,0.00017135-0.0004052i,-0.00058125-0.0004613i,-0.00063284-0.00029069i
0.0028253+0.00021067i,0.003368-0.001308i,0.0037896-0.0018112i,0.0033465-0.0016749i,0.0015949-0.0010245i,-5.9556e-05+0.00042252i,-0.00071311+0.00083014i,4.9864e-05-0.00011267i,0.0008694-0.0011069i,0.00031633-0.0012195i,-0.00084584-0.00041871i,-0.00075574-4.8659e-05i,-5.7162e-05+8.7507e-05i,2.4289e-05+4.5966e-05i,6.0471e-05+0.00017709i,0.00020799+0.00063391i,-0.00021538+0.00093446i,0.00010937+0.0003759i,0.00027656-0.00037934i,-0.00019969-2.6126e-05i,3.6186e-06+0.00010025i,-9.2254e-05-2.8763e-05i,-0.00044068+0.00020079i
-0.00056209+0.0011649i,-0.0008259+0.002066i,-0.00034163+0.0026811i,0.00034887+0.00161i,0.0013569+0.00058355i,0.00084808+1.637e-05i,0.00043224-8.6609e-05i,0.001241-0.00026315i,0.0010747-0.00035413i,-0.00020421-0.00027821i,-0.00085884-0.00024592i,-0.00056338+0.00026731i,4.7236e-06+0.00039595i,0.00026722+0.00013335i,-0.00035133+0.00040182i,-4.0776e-05+0.00060926i,0.00040557+0.0010762i,-0.00014776+0.00087582i,-0.00037268+0.00012837i,-0.00035855+0.0004403i,-0.00070772+0.0002311i,-0.00059697-0.0003987i,-0.00018693-0.00044797i
-0.0013573-0.0016049i,-0.00042995-1.1989e-05i,0.00054337+7.5101e-06i,0.00065431-0.0012553i,0.00015485-0.0013817i,-0.00061513-0.00021616i,-0.00058507+0.00057698i,-0.00011757+0.00021287i,0.00043799-0.00071248i,4.2111e-05-0.0014695i,-0.00063972-0.0009101i,-0.00050243-1.073e-05i,-1.6112e-05-0.00013926i,4.5888e-05-0.00077055i,7.9623e-05-0.00080438i,0.00052294+0.00016716i,0.00055151+2.4319e-05i,0.00038679-0.00041952i,0.00059648-0.0002844i,0.00058941-0.000425i,8.4986e-05+2.92e-05i,-0.00031709+0.00054661i,-0.00035131+0.00050967i
0.0004676+0.0018946i,0.0016197+0.0013478i,0.0028317+0.0014351i,0.0026572+0.0014635i,0.0015034+0.001233i,0.00061016+0.0010089i,0.00024862+0.00089122i,0.00022216+0.00061547i,0.00027854+0.00030461i,1.2534e-05+2.4723e-05i,-0.00032106-0.00027923i,-0.00052592-0.0004623i,-0.00069425-0.00020046i,-0.0010032-0.00053022i,-0.00083052-0.0011082i,-0.00021322-0.00029282i,-6.4936e-05+0.00027914i,-0.00053171-0.00055034i,8.4145e-05-0.0013913i,0.00045839-0.0015345i,-0.00045411-0.00086425i,-0.00051255-0.00012744i,6.4627e-05-0.00010421i
