-0.0022109-0.00042748i,-0.0016309-0.0012709i,-0.0023246-0.0010195i,-0.0039999+0.00014577i,-0.0045547+0.00097845i,-0.0025182+0.0013084i,-1.1808e-05+0.0012143i,0.00083115+0.0014786i,0.0010295+0.0012677i,0.0016144+0.000788i,0.0011935+0.00053079i,0.00017079+0.00027307i,-0.00034595+7.9185e-05i,-0.0010079-0.00061638i,-0.0006544-0.0013252i,3.1503e-05-0.00085941i,8.9212e-05-0.00030058i,-0.00032323-0.0002334i,-0.0017428+0.00012131i,-0.0016519+0.00022813i,-0.00013335-4.6942e-06i,0.00065306-0.00020628i,0.00037928-0.00043868i
8.9203e-05-0.0017198i,0.00027679-0.0021928i,-0.00054337-0.0018959i,-0.0021324-0.00075665i,-0.001679+0.00013352i,-4.1334e-05+0.00012321i,0.00062128-0.00083576i,0.00088047-0.0004935i,0.00064478+0.00028183i,0.00021362+0.0003756i,7.154e-05+4.5359e-05i,5.4342e-05-6.508e-05i,0.00012712+6.6731e-05i,-0.00027556+0.00014722i,-1.8714e-05-0.00010232i,0.0003658-0.00076438i,4.5992e-05-0.0009733i,-0.0001007-0.00072571i,-0.00015815+2.5755e-05i,-0.00044155-0.00012308i,-0.00015803-0.00046527i,4.401e-05-0.00032031i,-0.00061228-0.00052081i
-0.00084807-0.0011926i,-0.00096385-0.00096383i,-0.0013784+0.0010008i,-0.0018575+0.0022936i,-0.0018081+0.0020143i,-0.0004525+0.0010616i,0.00035371+0.00016998i,0.0001425-0.00012545i,-0.00035654-0.00022399i,0.00035112+0.00029809i,0.00086135+0.0013474i,0.00026587+0.0012102i,0.00067935+0.0009287i,0.0010133+0.0012124i,0.001073+0.0015388i,0.0013157+0.0017696i,0.0005706+0.0018889i,-0.00029756+0.0013943i,-0.0010075+0.00051028i,-0.0011944+9.8718e-06i,-0.00056352+0.00044786i,0.00034016+0.00016898i,0.0012032-5.0152e-05i
-0.0016266+0.0018274i,-0.0010328+0.0021919i,0.00057616+0.001834i,0.0011719+0.0017212i,0.00084253+0.0014039i,0.00084787+0.00066342i,0.00039811+0.00013063i,0.00049466+3.5475e-05i,0.0007461-0.00012098i,0.00091218-0.00029004i,0.00091058-0.00031789i,0.00014493+0.00016702i,-0.00036726+0.00069777i,-0.00027734+0.00086937i,0.00023751-7.1991e-05i,0.00053835-0.00091117i,0.00013849-0.00058211i,0.00012305-0.00030745i,0.00039869+0.00046054i,-0.00030806+0.0012035i,-0.0011179+0.00082765i,-0.0013782+2.2282e-05i,-0.00090862-0.00043847i
0.0014885-0.00032277i,0.00079126-0.00033579i,0.0001066-0.00046716i,-0.00048306-0.0012026i,-0.0012487-0.00143i,-0.0013108-0.0011205i,-0.0012306-0.0017416i,-0.00027665-0.0013389i,0.00088856-0.00066806i,0.00081028-0.0011498i,0.00018994-0.0016582i,0.00022383-0.00091122i,0.00023494-5.4226e-06i,0.00016455+0.00016633i,0.00025383+0.00074322i,0.00021515+0.00062461i,0.00026771-0.00018877i,0.00014819-0.00060484i,-0.00011864-0.00095306i,-0.00017297-0.00085166i,7.3616e-05-0.00046782i,9.3666e-05+0.0001954i,0.00024812+0.00037996i
-0.00053327+0.0001036i,-0.00032042+0.00040085i,-0.00060671+0.00040708i,-0.0019871+0.0011113i,-0.0020433+0.0017897i,-0.0008494+0.0010546i,-0.00074322+0.0003771i,-0.00021416+0.00053917i,0.00069897+0.00011377i,0.00073398-0.00037802i,0.00029051+0.00059269i,0.00024163+0.0009027i,-1.2845e-05+0.00028991i,-0.00011972+0.00020627i,0.00010363-0.00068789i,0.00025886-0.0014789i,0.00051052-0.0010313i,-0.0003094-0.00058789i,-0.00076414+8.7799e-05i,-0.00035575+0.0004735i,0.00013712-0.00013707i,-0.00024408-0.00032508i,-0.00033824+0.00043902i
-0.00011967-0.00078246i,-0.0002338-0.0005627i,-0.00049064-0.0001604i,-0.00060372+0.0011733i,-8.5254e-06+0.0018557i,-0.00013688+0.0011323i,-0.00079412-0.00040657i,-3.4608e-05-0.0010489i,0.0009974-0.00075001i,0.0011224-0.00090494i,0.00067197-0.0010017i,0.0007502-1.9752e-05i,0.00052407+0.00013591i,0.00037957-0.0001234i,0.00070674-1.3655e-05i,0.00065024+9.3793e-05i,0.00056685+8.3498e-05i,-7.8821e-07-0.00024395i,-0.0001825-0.00033354i,0.00028308+0.00091056i,7.0521e-05+0.0011267i,-0.00035273-0.00059838i,-0.00028148-0.001457i
0.00017696-0.00033314i,0.00010296+0.00026608i,3.6405e-05+0.0019053i,0.00022526+0.0022847i,-0.00048542+0.0020081i,-0.00050959+0.00023561i,-7.2946e-05-0.0011089i,0.00033539-0.00087856i,0.00094953-0.00050058i,0.0011675-0.00048792i,0.00092499-0.00072394i,0.0012898-0.00021805i,0.0013167-0.00026888i,0.00044303-0.0009307i,-3.159e-05-0.00081338i,0.0001853-0.00028687i,0.00041123-0.00059557i,0.00018447-0.000962i,3.9959e-05-0.0011054i,0.00025638-0.00073796i,0.00041257+3.0651e-05i,0.00026705+0.00039099i,0.00010125+0.00076706i
-0.0015946+0.0011291i,-0.0010548+0.0009148i,0.00047172+0.0019526i,0.0013221+0.0028996i,0.0017301+0.0020814i,0.0016164+0.00019723i,0.00033449-0.00034277i,0.00029992-0.00037817i,0.00060358-0.00074725i,0.00039631-0.00045955i,0.00037027+0.00047366i,0.00061094+0.00042445i,0.0004882-0.0005474i,0.00013521-0.00035663i,-0.00017635+0.00029724i,-9.2407e-05+5.6803e-05i,0.00012426+4.0661e-05i,-0.00012482+0.00040468i,-0.00047846+0.00074266i,-0.00010943+0.001031i,0.00083727+0.00060532i,0.0010474+0.00012123i,0.00075659+0.00017752i
-0.00079212+0.0017878i,0.00023234+0.0016395i,0.0013151+0.0010823i,0.0010059+0.0012745i,-1.21e-05+0.0015147i,-0.00054444+0.00037993i,-0.00020054-0.00074801i,0.00025898-0.00038962i,0.00043799-0.00023086i,0.00010805-0.00030406i,0.00057271+0.00046908i,0.00061906+0.00042327i,-8.7706e-05+8.8966e-05i,8.3644e-05+0.00013112i,8.7784e-05-0.0002773i,-0.00074222-0.00060607i,-0.0014788-0.00079401i,-0.0012852-0.00058054i,-0.00074075-9.582e-06i,-0.00060652+0.00021997i,-0.00073216-9.1279e-05i,-0.00047298-0.00014519i,-0.00031166+0.00038708i
0.0026003+5.3633e-05i,0.0027189+0.00056245i,0.0027842+0.00039556i,0.0015782-0.00079742i,0.00045264-0.0015512i,-0.00049546-0.0013416i,-0.00066764-0.0009061i,-0.00073553-0.00035696i,0.0001081-0.00070395i,0.0010607-0.00076136i,0.00085416+0.00020354i,-9.0898e-06+0.00095173i,-0.00080836+0.0013061i,-0.00060223+0.0016087i,-0.00023151+0.00082645i,-0.000268+0.00040384i,-0.00066941+0.00065663i,-0.0011529+0.00066265i,-0.0004304+0.00072725i,0.00054967+0.00059073i,0.0005979+0.00017282i,0.00019357-0.00017092i,-0.00013594-0.0003497i
-0.0011468+0.0015965i,-0.001239+0.0012315i,-0.00087262+0.00060363i,-0.0006049+0.00087103i,-0.00062297+0.00071401i,3.8517e-05-0.00084739i,1.3918e-05-0.00084854i,-0.00032635-0.0005725i,0.00055569-0.0005473i,0.0010981-0.00033206i,0.00084402-0.00055943i,0.00058598-0.0010733i,0.00042399-0.00094136i,0.00017621+0.00072948i,-0.00018638+0.00032365i,-0.00066635-0.00074245i,-0.0014753-0.00033019i,-0.0010095-0.00040708i,-0.00039133-0.00025361i,-0.00058768-4.5334e-05i,-0.00060171-0.0004605i,-0.00040137-0.00026323i,-0.00013815+0.0005713i
0.0010756-9.983e-05i,0.0007633+0.00018823i,0.00020606-0.0010243i,0.00016292-0.0012759i,0.00029606+0.00017997i,0.00025788+0.00061351i,0.00056145-0.00039896i,0.00079136-0.00060426i,0.00058316-0.0004078i,0.00089872+8.2729e-05i,0.00048144+0.00048553i,-0.00022537-7.3688e-06i,0.00032572-5.7849e-05i,0.00038733+0.00025236i,0.00026952-0.00022809i,-0.00063396-0.00021111i,-0.00092751+4.3628e-05i,-0.0002507-8.3673e-07i,-0.00011426+0.00031401i,-4.502e-05+0.00052362i,0.0006488+0.0011493i,0.00070356+0.0016299i,-0.00012447+0.0014365i
-0.0020313-0.00041346i,-0.0019531+3.6079e-06i,-0.0020778+0.0013268i,-0.0023028+0.0024633i,-0.001219+0.0020389i,-0.00013201-2.5605e-05i,-0.00014919-0.0011884i,0.00034546-0.00089622i,0.00078027-0.00068302i,-0.00015772-0.00052096i,-0.00070147-7.1945e-05i,0.00034479+0.00014077i,0.00082735-0.00040379i,0.0010146-0.00035444i,0.00039172+0.00049255i,-0.00038929+0.00058521i,3.1399e-05-0.00043299i,-0.00044551-0.0004512i,-0.00033216+0.00050998i,0.00046518+0.00077909i,0.00015251+0.00083756i,0.00036763+0.00061812i,0.00060603-8.0116e-05i
-0.00069596-1.3192e-05i,-0.00097572+0.00060668i,-0.0019049+0.00070353i,-0.0012028+0.0010031i,0.00040338+0.0017657i,0.00069924+0.0010397i,0.00047619-2.6352e-06i,0.00049184-0.00037336i,0.0013627-0.00019008i,0.0016766+0.00085674i,0.00035981+0.0016743i,-5.782e-05+0.0011202i,0.00024138+0.00093207i,-0.00053764+0.0011958i,-0.00051143+0.00066744i,0.0004903+0.00019436i,0.00053511+0.00065274i,8.1626e-05+0.00097677i,-9.2471e-05+0.00073768i,-0.00058246+0.0008466i,-0.00073438+0.0006992i,-0.00031526+0.00018338i,-0.00038284+0.00013123i
0.00069451+0.0012346i,-0.00011014+0.0016917i,0.00066882+0.0016764i,0.0010026+0.0014902i,0.00090749-0.00034888i,0.00067388-0.0020543i,0.00020437-0.0015798i,0.00035669-0.00046351i,0.001107+4.924e-05i,0.00093256-8.5387e-05i,0.00035301-0.0007614i,0.00026471-0.00064885i,0.0003957-0.00027497i,0.00071021+0.00014081i,-7.2381e-05+0.00040668i,-0.0010728-1.0241e-05i,-0.0011898+0.00038658i,-0.00094102+0.00091412i,-0.00031263+0.00086379i,-0.00021659+0.00022812i,-0.00015739-0.00028395i,-0.00032257+9.579e-05i,-0.00020544+0.00012603i
0.00051788+0.0010519i,0.00050495+0.00075611i,0.0015099+0.00039543i,0.0014048+0.00031688i,0.00066767+0.00053032i,0.00021519+0.00020447i,-0.00055183-0.000669i,-0.00024823-0.0016738i,0.0006804-0.0018475i,0.00028755-0.00099777i,-0.00031261-0.00019197i,-5.6715e-05-0.00032525i,0.00045813-0.00093663i,0.00060953-0.00058274i,-8.5988e-05-0.0003364i,-0.0010272-0.00060982i,-0.0006059-0.00048578i,-0.0002591+0.00050922i,-0.0001015+0.00081831i,0.00093619+0.00035575i,0.0013644+0.00033939i,0.0010263+7.8857e-05i,0.00010213-0.00045114i
-0.0013303+0.00080299i,-0.0013074+0.0011074i,-0.00060633+0.0024344i,-0.0007133+0.0029666i,-0.00068159+0.0025416i,0.00032832+0.0016485i,0.00084061+0.00078186i,0.00045522+0.00019325i,0.00029701+0.00040266i,-6.8166e-05+0.0009673i,-0.00032259+0.001337i,-0.00021386+0.00056424i,9.8398e-05-0.00035096i,0.00069012-0.0010547i,0.00028975-0.00043287i,-0.00082632+0.0001266i,-0.00051742+0.0005115i,-0.00049654+0.00067234i,-0.00034178-0.00018109i,6.8012e-05-0.0006597i,0.00036077-0.00099897i,0.00013-0.001242i,-0.00052724-0.001185i
-0.0033864+0.0014434i,-0.0038522+0.0025742i,-0.0030636+0.0043826i,-0.00079499+0.004566i,0.00077997+0.0026072i,0.0011674+0.000494i,0.00053184-0.00092039i,0.00031448-0.0013944i,0.00064934-0.0011591i,0.00060194-0.00059041i,0.00054681+0.00017412i,0.0013781+0.00035247i,0.0019211-8.8771e-05i,0.0015922-0.0006537i,0.0010818-0.00080156i,0.00050155-0.00080868i,0.00038836-0.00071693i,0.00067344-0.00014389i,7.1914e-05+0.000322i,-0.00013976-0.00023924i,0.00057221-0.00053097i,0.0010086+9.8642e-05i,0.00070892+0.00049839i
-0.00048239+0.0013709i,-0.0011136+0.00046601i,-0.000975+0.0012913i,-0.00039608+0.0017928i,8.5765e-06+0.00087233i,0.00055833-0.00081839i,-0.0001293-0.001341i,-0.00023366-0.0010069i,0.00051223-0.00038457i,0.00045742+0.00022258i,0.00088426-0.0001259i,0.001245-0.00075914i,0.00046368-0.00090255i,0.00010406-0.00053147i,0.00035215-0.00038594i,0.00062091-0.00017302i,-0.00039991+0.00064507i,-0.00091847+0.001116i,-0.00093652+0.0011613i,-0.00044324+0.00056858i,0.00054175+0.00026105i,0.00019419+0.0003042i,-0.00063437+0.00052056i
-0.0014884+0.0012052i,-0.001266+0.0011685i,-0.0010677+0.0013515i,-0.0010444+0.0015965i,-0.00084474+0.001669i,0.00018312+0.00039614i,0.00069668-0.00034344i,0.00072519-0.00021009i,0.0011519-0.0011085i,0.0010609-0.0010819i,0.00037487-0.00071465i,-9.4039e-05-0.0003528i,0.00020447+0.00012093i,0.00040711-0.00049944i,5.1868e-05-0.00091396i,0.00036143-0.00079062i,0.00068458-0.00076525i,-4.3617e-06-9.3022e-05i,-0.00061913+0.00055239i,-0.00011337+0.00077003i,1.3947e-05+0.0010596i,0.0005653+0.00054492i,0.00095655+3.2127e-05i
0.0026357-3.0097e-05i,0.0030744+0.00024211i,0.0033746-0.0008904i,0.0020217-0.0011426i,0.00049372-0.0011214i,-0.00020267-0.0013426i,0.00010342-0.00058194i,0.000264+3.8594e-05i,0.00054143+0.00021556i,0.0002607+0.00014264i,-0.0004145-0.0001606i,-0.00086306+0.00013287i,-0.0009877+0.00082907i,-0.00069713+0.00043498i,-0.00062857+0.00024497i,-0.0011787+0.0008762i,-0.00097515+0.00061668i,-0.00048725-0.00014675i,-0.000737-0.00027041i,-0.00078188-0.00040594i,-0.00044109-0.00084984i,-0.00020324-0.00070032i,0.00023201+0.00024001i
-0.0024561+0.00048087i,-0.002002+0.00065669i,-0.0018015+0.00262i,-0.0010731+0.0032018i,-0.00020711+0.0019755i,-0.00024796+0.00057501i,-0.00064543-0.00016784i,-0.0005195-0.0005864i,-0.00054731-0.00050532i,-0.00020191-0.00040698i,0.0010344-0.00046661i,0.0013649+0.00013589i,0.00086416+0.00085832i,0.00012331+0.00016986i,-0.00022937-0.00043909i,-0.00063835-0.00073714i,-0.0010476-0.00051759i,-0.00078245+0.00016489i,0.00019267+0.00070825i,0.00044912+0.001124i,0.00030253+0.00014252i,0.00039538-0.00031277i,0.00076302+0.00016002i
6.2102e-07+0.0035837i,-0.00090015+0.0024967i,-0.0012226+0.002744i,4.6171e-05+0.0027946i,0.00030298+0.0024942i,-0.0003555+0.0015404i,-0.00047254+0.00031205i,-0.00031282-0.00085204i,0.00023986-0.0007888i,0.0003676+0.00035977i,0.0002689-0.00029566i,-0.00023073-0.00082848i,-0.00034742-0.00051251i,-0.00010678-0.0009137i,0.00022505-0.00062787i,0.00012651-0.00031678i,-0.00015213-0.00017667i,-4.4427e-05-9.4932e-05i,0.00013117-0.00043908i,-0.00011605-0.00027554i,0.00026839-0.00017318i,0.0011122-9.7763e-07i,0.0007406+0.00044783i
-0.00041232-0.00040256i,-0.00068396-0.00051049i,-0.0010425-0.00086994i,-0.00088293-0.0011514i,-0.00021218-0.00058324i,0.00077014-0.00050633i,0.0007442-0.00045388i,0.00046476-0.00013807i,0.00032031-0.00033768i,8.2365e-05+8.2929e-05i,-4.4092e-05+0.00069535i,-0.00010513+0.00079579i,-0.00022557+0.0005872i,0.00028324+0.00016201i,0.0008495-5.3138e-06i,0.0010277+5.7737e-05i,0.00082256-0.00034849i,-0.0007721-0.00068084i,-0.00094968-4.9824e-05i,0.00017309+0.00030963i,0.00047686+9.7779e-05i,0.00047262-8.8229e-05i,0.00040931+0.00037023i
0.00022716-0.0018286i,0.000287-0.0012142i,0.00021239-0.0010564i,-0.00058559+2.7579e-05i,-0.0013362+0.0012939i,-0.0004499+0.0012364i,0.00039859+0.00070232i,0.00033361+0.00058178i,0.00045118+0.0005336i,-0.00012175-8.9708e-07i,-0.00032559-3.4155e-05i,0.00042454+0.00094667i,0.0006611+0.00068064i,0.00072836-0.00014955i,0.00070053+0.00034917i,0.00068964+0.00101i,0.00045892+0.00088582i,-0.00016869+0.0009249i,-0.00050264+0.00065245i,-0.00029674+0.00076008i,-0.00090212+0.0013741i,-0.0014635+0.0013565i,-0.00056901+0.0011707i
0.00013916+0.00020797i,-0.00062441+0.0018366i,-0.0010723+0.0027257i,1.2375e-05+0.0021701i,0.0016249+0.0023336i,0.0010363+0.0022573i,0.0001469+0.00025509i,0.00025672-0.00063776i,0.00098246-0.00046142i,0.0010216-0.00045498i,0.00085848-0.00054574i,0.0011943-5.3756e-05i,0.001369+0.00056447i,0.00121+0.0005504i,0.00054475-6.4542e-05i,-0.00024018-0.00031545i,-0.00075855-0.00095309i,-0.00041424-0.0010505i,0.00020466+0.00057462i,0.0001257+0.00095205i,0.00031592+6.2747e-05i,0.00063208-0.00027021i,0.00069856+0.00013243i
0.0014189+0.0019154i,0.00099538+0.0019497i,0.0011475+0.0022698i,0.00057764+0.0016836i,0.00053121+0.00091818i,0.00041478+2.0214e-05i,-5.7692e-05-0.00040242i,-0.00013374+0.00020559i,-0.00028423+6.9096e-05i,0.00037336-0.0011218i,0.00056699-0.00095791i,-0.00016373+6.1857e-05i,-0.00041668-7.5447e-05i,-0.00074359-0.00081974i,-0.0012229-0.00069711i,-0.0010107+0.0001364i,-0.00052794-4.618e-05i,-0.00073015-0.00047305i,-0.00041461-0.0002837i,0.00058609+0.00026135i,0.0009467-0.00018901i,0.00037175-0.00073907i,-0.00093235-0.00063817i
0.00030023+0.0010423i,0.00059239+0.0018928i,0.00019334+0.0016091i,-0.00036575+0.0012403i,-0.00014554+4.438e-06i,-0.00041762-0.00059692i,-0.00052625+0.00022501i,-3.2621e-05-4.9105e-06i,0.00032078-0.00062033i,0.00063262-0.00094005i,0.00073781-0.00090409i,9.6232e-05-0.00037513i,-0.00071865-0.0001476i,-0.0007395-0.00020355i,-0.00026732+0.0002867i,-2.8308e-05+0.00057897i,-4.2731e-05+0.00044908i,-0.00065103+0.0007719i,-0.00062435+0.00086496i,-0.00023404+0.00066643i,-0.00026389+0.00026782i,1.4397e-05-0.00033203i,0.00030772-0.00041645i
-0.0011739+0.00073077i,-0.0013411+0.00071251i,-0.00025757+0.0018797i,0.00076899+0.0025273i,0.0017853+0.0016516i,0.0028156+0.0014323i,0.0019961+0.0010602i,0.00031338+0.00053208i,-0.00052699+0.00065304i,-0.0004468+0.00062695i,-0.00054063+0.00041904i,-0.00078718+0.00012479i,-0.00050481-0.00027584i,0.00041576-0.00050278i,0.00034566-8.9781e-05i,-0.00072372+0.00021346i,-0.001297-0.00024525i,-0.00098136-0.00080601i,-0.00019584-0.00084166i,0.00033176-0.0004111i,-0.00013205-0.0002793i,-0.00032779-0.0002739i,0.0004004-0.00072264i
-0.00091592-0.00032707i,-0.00068845-0.00056245i,-0.0010431+0.00085475i,-0.0015789+0.0016375i,-0.00095324+0.0010301i,-0.001225+0.00045441i,-0.0015978+0.00027392i,-0.0013169+7.8878e-05i,-0.00075496-0.00051505i,-0.00021146-0.0010804i,0.00031777-0.00032477i,0.00095127+0.00082116i,0.0012144+0.00073458i,0.000979-0.00012669i,0.00027157-0.00033109i,4.2949e-05+0.0001813i,0.00036442+8.8868e-05i,0.00010591+0.00036376i,-0.00023399+0.00043505i,1.0963e-06+0.00033415i,0.00010298-3.8214e-05i,0.00036338+6.8318e-05i,0.0010289+0.00046868i
-0.00099848+0.00051984i,-0.0013523+0.00085666i,-0.00060008+0.0017865i,-5.0372e-05+0.0016954i,-0.00061633+0.0010256i,-0.00023292+0.00031819i,0.00020597+0.00028537i,-0.0003701+0.00072287i,0.00012435+0.0007754i,0.00066385+0.00059581i,0.00017292-0.00017355i,0.00018122+6.5755e-06i,0.00016426+0.00032513i,-0.00028844-0.00035316i,-0.00013892-0.00034194i,-4.8939e-05+3.5453e-05i,0.00073566+0.00010869i,0.000973-6.4209e-05i,0.0001622+9.4564e-05i,0.0007986+0.00046522i,0.00098533+0.00013823i,0.00061837+0.00026174i,0.00053294-0.00015134i
0.00086195-0.0012731i,0.00098341-0.00081762i,0.0013456-0.00098367i,0.00053088-0.001324i,0.00041662-0.0015037i,0.00018122-0.0011521i,0.00034515-0.0010099i,0.00077603-0.00059755i,0.00089755-0.00017287i,0.00069492-0.00062182i,2.5636e-05-0.00038047i,-7.3926e-05+7.0762e-05i,-0.00045246+0.00043393i,-0.00085552+0.00056225i,-0.00073991+0.00060458i,-0.00074478+0.00056477i,-0.00065679-4.0094e-06i,-0.00099296+6.7222e-05i,-0.0011969+0.00092781i,-0.0008477+0.0011551i,-0.00080785+0.00050023i,-0.00087713+0.00073335i,-0.00061445+0.0010863i
1.5269e-05+0.0002299i,-0.00014605+0.00035609i,-0.00048615+0.00019791i,-0.00084424+0.0013573i,-0.00177+0.0023324i,-0.002227+0.001538i,-0.0017592+0.00030831i,-0.0013046-0.00050543i,-0.00058972-0.0002817i,-0.00033388-0.00023124i,5.5373e-05-0.00074053i,0.0005845-0.00012591i,0.00037188+0.00060431i,-7.5191e-05+0.00052513i,-0.00022313-7.8566e-05i,-0.00029155-0.00038722i,-0.00042804+0.00046568i,-0.00051872+0.00022094i,-0.00026021-0.00062102i,0.0003143+4.5879e-06i,0.00091306+0.00018516i,0.00046025-1.1916e-05i,-0.000244-9.5141e-05i
-0.0016492+9.8359e-05i,-0.0015475+0.00075143i,-0.0015097+0.0020452i,-0.0015423+0.0022353i,-0.00085093+0.0012452i,0.0002297-0.00026833i,0.00015714-0.00064601i,0.0002954-0.00026999i,0.00083199+7.2945e-05i,0.0012258+0.0004402i,0.00043565+0.000323i,7.8449e-05+0.00012766i,0.00091066+0.00013383i,0.0011158+0.00050499i,0.00063262+3.0259e-05i,0.00041712-0.00071197i,0.00043512-0.00070674i,-3.0692e-05-0.00050829i,-0.0002102-0.00035121i,-0.00018314-5.5202e-05i,-0.00021708+0.00033383i,0.0002105+0.0003199i,0.00043505+0.00020527i
-0.0019858+0.0013225i,-0.0010198+0.0012482i,-0.00059222+0.0012406i,-0.00012871+0.0018893i,0.00021158+0.001896i,0.00039491+0.00030941i,0.00023056-0.00068689i,-5.029e-05-0.00093102i,0.00037886-0.0010521i,0.00096646-0.00037148i,0.00063078-0.00036086i,-0.00021664-0.00084894i,-8.4437e-05+0.00018196i,0.00055908+0.0001809i,0.0010327-0.00059475i,0.00078613-0.00089126i,0.00018266-0.00083245i,0.00041533-0.00064588i,0.00023078+0.00037139i,0.0002042+0.0010977i,0.00020426+0.00023146i,-0.00021655-0.00042698i,-0.0003004-0.00013148i
0.00088331-0.0014343i,-5.4431e-05-0.002388i,-0.00065564-0.0028552i,-0.0017098-0.0012533i,-0.002292+0.0007956i,-0.0014917+0.0012845i,0.00040842+0.00034282i,0.0012192-8.5366e-05i,0.00066668-0.00079298i,-0.00010604-0.0013139i,0.00010618-0.00018973i,0.00042515+0.0014371i,0.00075416+0.0013164i,0.00062693+0.00063019i,8.5343e-05+0.00052584i,0.00032046+0.00011542i,0.00027-0.00040184i,-0.00060195-0.0002945i,-0.0012178-0.00018541i,-0.0014275-0.00037124i,-0.00099613-8.5958e-05i,-0.00047773-8.2505e-06i,-6.0702e-05+0.00018996i
0.000982+0.00099441i,0.0013841+0.0011484i,0.0023004+0.0007402i,0.0015061-0.00047957i,-0.00016708-0.00088041i,-0.00043857-0.00053569i,4.8294e-05-0.00031897i,-0.00014911-0.00063267i,-0.00024876-0.0014552i,0.00013268-0.00097319i,6.0314e-05-0.00035497i,6.8241e-05-0.00049207i,0.00036816-0.00047341i,-8.7056e-05-6.6234e-05i,-0.00035316-9.9109e-05i,-0.0004269-2.5149e-05i,-0.00030958+0.00096637i,-1.6382e-05+0.00091752i,4.3349e-05+0.00071634i,0.00026548+0.0013142i,0.00072125+0.00070636i,-0.00024634-0.00084954i,-0.00060039-0.0010765i
0.00041119-0.00097472i,0.00053365-8.9273e-05i,0.00056365-0.0001229i,-6.175e-05+0.00022286i,-0.00082956+0.00020968i,-0.00043028-0.00019695i,0.0002806-0.00051139i,0.00017872-0.00065339i,-1.8372e-05-0.00086275i,8.0466e-05-0.0010293i,0.0003465-0.00084899i,0.00017808+0.00028922i,0.0002165+0.0010643i,0.00039825+0.0007289i,0.00026597+0.00056147i,5.2036e-06+8.6558e-06i,-8.0159e-05-0.00036845i,-5.0061e-05+0.00019463i,-0.0010457+0.00034354i,-0.0010787+0.00073082i,4.6672e-05+0.00091752i,0.00049536+0.00035109i,0.00050337+0.00018669i
0.00036316-0.00082009i,-0.00091055-0.00046805i,-0.0007341-0.00072768i,-7.126e-06-9.0481e-05i,-0.00067461+0.00049854i,-0.00065391+0.00036789i,0.00013965+3.8963e-05i,0.00047401+0.00013773i,0.00058469+0.0002486i,0.00051659-9.8324e-05i,-0.00022187-0.0003338i,-0.0010646-0.00014409i,-0.00046413+0.00019103i,0.000246+0.001306i,-4.4724e-05+0.0013557i,-0.0003392+0.00040991i,-0.00082563+0.00012322i,-0.00052839-1.3701e-05i,-0.0005443-5.544e-05i,-0.00028698+7.338e-05i,-4.8171e-05+0.00071561i,-0.00047521+0.00065128i,-0.00013418+0.00012467i
0.0019575-0.00086657i,0.00060708-0.0010104i,0.00099268-0.0019129i,0.00034311-0.0022346i,-0.00060431-0.0019781i,-8.4475e-05-0.0012403i,0.00077943-0.00099467i,0.00076123-0.00062845i,0.00019638-0.00043275i,-0.00034734-0.00078222i,-0.00022295-0.00056015i,0.00014997+0.00043208i,0.00042297+0.00077617i,0.00045406+0.00068267i,0.00070926+0.00038751i,0.000332+0.00018695i,0.00027883+0.00019974i,0.00040572+0.00023314i,0.00039618+0.00018387i,-0.00030896+0.00043258i,-0.00099934+0.00062464i,-0.00019519+0.00042642i,0.00075242+0.00060897i
1.0184e-05+0.0010517i,0.00046742+0.00060111i,0.001144-0.00056931i,6.1917e-05+0.00053629i,-0.00051438+0.00099395i,0.00020405-0.00048116i,5.5628e-05-0.0012242i,-0.00012327-0.00065728i,0.00034165-0.0002547i,0.00052213-1.8526e-05i,0.00014294+0.00037197i,-0.00037836+0.00086696i,-0.00031862+0.00079834i,-0.00023526+0.00016075i,-0.00039565-0.00030151i,8.7187e-06-0.00015777i,0.00014005-0.00022491i,4.9262e-05-0.00048986i,-0.00023389-0.00047291i,-0.00075544-0.00037859i,-0.00030958-0.00063281i,6.5974e-05-0.00022423i,0.00013276+0.00045039i
-0.0025416+0.00049304i,-0.0029676+0.0017422i,-0.0024122+0.003681i,-0.0014004+0.0040361i,-0.0011663+0.0020522i,-0.00041622+0.00012504i,-0.00018695-2.3435e-05i,-0.00015191+0.00048349i,0.00032092+0.00049292i,0.00046041-0.00020556i,0.00043657-0.00024091i,0.00049407+0.00026474i,0.00010208-9.2893e-05i,-6.4426e-06-0.00026001i,-5.6302e-05+0.00012959i,-0.00031189+0.00011351i,-0.00045191+0.00014803i,-0.00044274+0.00017055i,0.00051199+0.00022614i,0.00019246+0.0001763i,-0.00030596+9.3295e-05i,0.00057212+0.00019325i,0.00077672-0.00027339i
-1.1627e-05-0.00068953i,-0.00090557-0.00058209i,-0.0014692+0.00010041i,-0.0012562+0.0012183i,-0.00081892+0.0010552i,-0.0009595-0.00013562i,0.00027533-0.00034051i,0.0017635+1.4358e-05i,0.00154-0.00042442i,0.00047174-0.00083701i,0.00032881-0.00072522i,0.00080209-0.000123i,0.00087067+0.00043053i,6.3858e-05+0.00072479i,-0.00071947+0.00048149i,-0.00068156-0.00057857i,-0.00056978-0.00066474i,-0.00041017-8.9276e-06i,0.0001203+9.2344e-05i,0.00024945+0.00029024i,0.00017689-0.0002946i,-0.00020577-0.00072116i,-0.00018026-0.0002207i
