-0.0022109-0.00042748i,-0.0016309-0.0012709i,-0.0023246-0.0010195i,-0.0039999+0.00014577i,-0.0045547+0.00097845i,-0.0025182+0.0013084i,-1.1808e-05+0.0012143i,0.00083115+0.0014786i,0.0010295+0.0012677i,0.0016144+0.000788i,0.0011935+0.00053079i,0.00017079+0.00027307i,-0.00034595+7.9185e-05i,-0.0010079-0.00061638i,-0.0006544-0.0013252i,3.1503e-05-0.00085941i,8.9212e-05-0.00030058i,-0.00032323-0.0002334i,-0.0017428+0.00012131i,-0.0016519+0.00022813i,-0.00013335-4.6942e-06i,0.00065306-0.00020628i,0.00037928-0.00043868i
-0.034629-0.11935i,-0.058488-0.16947i,-0.032848-0.11895i,0.092766-0.018808i,0.27639+0.0089789i,0.35363-0.033689i,0.25865-0.058142i,0.14295-0.019499i,0.11507+0.025435i,0.1066+0.010869i,0.057417-0.015182i,-0.0040677-0.0077349i,-0.044555+0.004518i,-0.050749+0.0041588i,-0.024266-0.0016292i,0.014348-0.0088527i,0.045444-0.020663i,0.052865-0.03478i,0.035381-0.03635i,0.014489-0.019995i,0.00027272+0.0027982i,-0.016916+0.017538i,-0.033335+0.024954i
0.098946+0.082985i,0.1701+0.10394i,0.15439+0.052234i,0.024027-0.040459i,-0.14984-0.091234i,-0.23933-0.075524i,-0.18964-0.043237i,-0.12033-0.056596i,-0.12297-0.079925i,-0.13765-0.046634i,-0.10067+0.0058964i,-0.036997+0.034906i,0.0069467+0.049005i,0.015753+0.047668i,0.0047018+0.034568i,-0.0093894+0.020859i,-0.023795+0.013175i,-0.03304+0.016229i,-0.028422+0.024467i,-0.011103+0.026985i,0.0068541+0.018727i,0.018836+0.011022i,0.033246+0.0081561i
-0.13243-0.0073317i,-0.21111+0.019269i,-0.19802+0.056877i,-0.090018+0.086958i,0.022474+0.10617i,0.078172+0.10309i,0.074851+0.076353i,0.051229+0.065194i,0.05248+0.068993i,0.069133+0.048467i,0.063895+0.01762i,0.043708+0.0056588i,0.033263+0.0055139i,0.034553+0.0020062i,0.03874-0.0088247i,0.037742-0.027711i,0.034923-0.044767i,0.037623-0.049174i,0.036122-0.043732i,0.023127-0.034482i,0.012395-0.02392i,0.0085329-0.016193i,0.00064988-0.0155i
0.10011-0.068819i,0.14493-0.13862i,0.11747-0.1742i,0.046639-0.14243i,0.019436-0.092956i,0.020708-0.070937i,0.0029673-0.043847i,0.0060547-0.019468i,0.017583-0.029097i,0.0049755-0.03805i,-0.0014761-0.029655i,0.010841-0.025803i,0.02196-0.02476i,0.01845-0.017459i,-0.0028812-0.0066427i,-0.028648+0.010105i,-0.045697+0.026164i,-0.050105+0.029801i,-0.036041+0.026976i,-0.010426+0.019914i,0.0041174+0.0091313i,0.005977+0.0024509i,0.0099688+7.9096e-05i
-0.052534+0.099492i,-0.057588+0.18655i,-0.031789+0.21981i,-0.031267+0.16595i,-0.097034+0.10463i,-0.12973+0.093047i,-0.078655+0.070143i,-0.048078+0.030021i,-0.061029+0.030247i,-0.052657+0.048979i,-0.031023+0.038105i,-0.030812+0.0082633i,-0.040686-0.017636i,-0.039697-0.028193i,-0.024942-0.023372i,-0.0056434-0.014689i,0.0082097-0.0085125i,0.016979-0.0052494i,0.013246-0.0093129i,-0.0082217-0.017475i,-0.025643-0.019161i,-0.025681-0.017672i,-0.023995-0.018946i
-0.0045673-0.10109i,-0.044006-0.16729i,-0.072964-0.14917i,0.0032175-0.051076i,0.16088-0.0017514i,0.22982-0.028122i,0.1626-0.033938i,0.11017+0.0013233i,0.13613+0.005051i,0.12954-0.029322i,0.068132-0.035914i,0.020492-0.0073264i,0.007086+0.017765i,0.011328+0.026689i,0.012313+0.028347i,0.0081383+0.032133i,0.0042421+0.033559i,-0.0067275+0.032235i,-0.014242+0.033138i,-0.0028545+0.032293i,0.0081167+0.028734i,0.006254+0.025941i,0.004428+0.024788i
0.051521+0.075158i,0.11802+0.10522i,0.13882+0.060477i,0.022198-0.028226i,-0.17269-0.069164i,-0.26585-0.055596i,-0.20452-0.046021i,-0.13222-0.068639i,-0.13864-0.075053i,-0.13731-0.026647i,-0.082085+0.020109i,-0.031127+0.022596i,-0.02182+0.0096741i,-0.032857+0.0036203i,-0.031145+0.00077627i,-0.014172-0.0044102i,0.0022707-0.0070144i,0.014102-0.00082923i,0.019627+0.0079953i,0.015113+0.012197i,0.007263+0.0055639i,0.00085719-0.0054164i,-0.004506-0.011246i
-0.063766-0.044242i,-0.12694-0.035468i,-0.11703+0.026522i,0.017549+0.089575i,0.18671+0.10048i,0.23301+0.079191i,0.14688+0.067717i,0.073706+0.077608i,0.074611+0.072817i,0.078933+0.026029i,0.051367-0.0090041i,0.035444-0.0074572i,0.045131-0.0012525i,0.054739-0.005373i,0.048064-0.016658i,0.026035-0.024982i,0.0087152-0.026738i,0.0057253-0.029603i,0.0061125-0.031248i,0.006226-0.026133i,0.0066417-0.017311i,0.0036823-0.0043131i,0.0032214+0.011377i
0.07793+0.012223i,0.12132-0.023465i,0.090675-0.086922i,-0.029584-0.12422i,-0.15629-0.11296i,-0.17923-0.08275i,-0.10515-0.065271i,-0.046906-0.071399i,-0.04936-0.071313i,-0.05195-0.037967i,-0.024142-0.016744i,-0.0094497-0.020783i,-0.022085-0.012783i,-0.033974+0.011715i,-0.031792+0.030265i,-0.023802+0.031193i,-0.023632+0.027133i,-0.027841+0.030369i,-0.018929+0.031207i,-0.00075024+0.02145i,0.0087288+0.01117i,0.012497+0.0031242i,0.018896-0.0091689i
-0.07176+0.017206i,-0.10119+0.058013i,-0.067359+0.10771i,0.014564+0.12892i,0.083947+0.11825i,0.094202+0.09508i,0.05061+0.069042i,0.0016985+0.071597i,-0.0035668+0.076563i,0.011223+0.043447i,0.0068304+0.010903i,0.0043005+0.0060131i,0.020332-0.0060023i,0.03222-0.033615i,0.028608-0.05004i,0.019608-0.047174i,0.016792-0.042769i,0.015375-0.049632i,6.8867e-06-0.051804i,-0.017856-0.036801i,-0.021139-0.020851i,-0.014749-0.012322i,-0.011458-0.006118i
0.06357-0.04035i,0.082005-0.087123i,0.043741-0.11028i,-0.0032605-0.092312i,0.0064942-0.078826i,0.029013-0.090882i,0.034786-0.085804i,0.056239-0.068607i,0.076099-0.055717i,0.063089-0.037259i,0.033634-0.020737i,0.0067075-0.010314i,-0.010977+0.0050292i,-0.015968+0.024085i,-0.014173+0.036692i,-0.0099332+0.038501i,-0.014483+0.042185i,-0.027173+0.057837i,-0.020063+0.066021i,0.0040132+0.049924i,0.016867+0.024941i,0.017376+0.0074775i,0.014921-0.0073348i
-0.040118+0.076466i,-0.042058+0.13481i,-0.008776+0.13879i,-0.0072755+0.086104i,-0.078782+0.050663i,-0.1307+0.054704i,-0.11097+0.049607i,-0.092078+0.021679i,-0.09885+0.0099964i,-0.089289+0.022004i,-0.054961+0.035557i,-0.018069+0.032087i,-0.00084827+0.011063i,-0.0053056-0.013672i,-0.012281-0.026316i,-0.0085359-0.027381i,0.0068525-0.031131i,0.026943-0.040452i,0.025893-0.042206i,-4.2002e-05-0.027997i,-0.020522-0.0087561i,-0.027714+0.0024766i,-0.030337+0.011408i
-5.4446e-05-0.083041i,-0.020998-0.13544i,-0.033731-0.11935i,0.021241-0.048285i,0.13036-0.0059527i,0.17725-0.018769i,0.12677-0.02648i,0.089615-0.0090888i,0.10114-0.01037i,0.096794-0.029835i,0.061844-0.034744i,0.026646-0.024089i,0.009227-0.0091228i,0.0076003+0.010051i,0.010143+0.026221i,0.005804+0.031447i,-0.0062158+0.036444i,-0.014246+0.044156i,-0.0031431+0.041461i,0.018719+0.023938i,0.028508+0.0054287i,0.027058-0.00021071i,0.028426+0.00023054i
0.037434+0.079107i,0.081981+0.12011i,0.092178+0.089261i,0.0023724+0.012659i,-0.14564-0.010885i,-0.19876+0.017199i,-0.13422+0.020669i,-0.089437-0.0071812i,-0.11354-0.015496i,-0.12044+0.011822i,-0.075642+0.027471i,-0.034108+0.022298i,-0.022422+0.020792i,-0.018704+0.017117i,-0.0096664+0.0031987i,0.0038868-0.0094282i,0.023158-0.021776i,0.03414-0.03729i,0.02297-0.040698i,0.0024884-0.023868i,-0.011058-0.0027264i,-0.016952+0.0069691i,-0.020195+0.0098972i
-0.067841-0.051169i,-0.13079-0.065575i,-0.12823-0.0138i,-0.0013883+0.059486i,0.16715+0.060082i,0.21777+0.01845i,0.1394+0.0079907i,0.071277+0.03208i,0.070701+0.039502i,0.071496+0.003358i,0.037793-0.026978i,0.012923-0.027779i,0.020056-0.02676i,0.029506-0.029229i,0.022298-0.022593i,0.005033-0.010195i,-0.019534-0.00056555i,-0.041438+0.0092661i,-0.039888+0.016128i,-0.019542+0.0082877i,-0.0022593-0.0087333i,0.0078792-0.01638i,0.018115-0.015327i
0.077986+0.012991i,0.13931-0.006703i,0.1202-0.058207i,-0.0087899-0.099599i,-0.14976-0.092512i,-0.17592-0.051502i,-0.091787-0.027318i,-0.016424-0.037146i,0.0043093-0.037952i,0.010071-0.014694i,0.019738-0.0020763i,0.016709+0.0016558i,0.0038827+0.015145i,-0.0026142+0.022561i,-0.0035638+0.012616i,-0.0010406-0.00016195i,0.0098708-0.0026187i,0.024715+0.00086496i,0.02899+0.00259i,0.020664+0.0047414i,0.011621+0.010702i,0.0020022+0.013155i,-0.01094+0.0082109i
-0.071793+0.018244i,-0.11598+0.064399i,-0.087837+0.1186i,0.017833+0.13338i,0.11119+0.098765i,0.11052+0.044117i,0.037626+0.0092853i,-0.022278+0.012363i,-0.031999+0.012878i,-0.029143-0.0057621i,-0.028899-0.0082232i,-0.013859-0.0098674i,0.00041795-0.033175i,-0.0051814-0.048056i,-0.014905-0.035761i,-0.018674-0.013516i,-0.027379+4.2201e-05i,-0.041093+0.0070392i,-0.042399+0.013641i,-0.027641+0.01366i,-0.014241+0.0046102i,-0.0038398-0.0036986i,0.0082335-0.0082911i
0.057868-0.043722i,0.080484-0.099594i,0.042446-0.14179i,-0.037952-0.12708i,-0.08069-0.0748i,-0.071586-0.032135i,-0.031299-0.0041317i,0.028902-0.0025288i,0.062374-0.016378i,0.063102-0.014614i,0.049936-0.007898i,0.020906+0.0037592i,-0.0036386+0.028366i,-0.0043256+0.043377i,0.0026974+0.03772i,0.0062471+0.025816i,0.02081+0.019867i,0.046574+0.013739i,0.0566-0.00014721i,0.04231-0.011895i,0.024089-0.013975i,0.0094594-0.011934i,-0.0053287-0.0081665i
-0.030741+0.05694i,-0.032919+0.11585i,0.0078599+0.14016i,0.045196+0.10918i,0.029402+0.067319i,-0.0069271+0.042285i,-0.037179+0.017508i,-0.075026+0.0030116i,-0.10791+0.011305i,-0.1088+0.030326i,-0.073102+0.043934i,-0.024181+0.030257i,-0.001536+0.0028719i,-0.0051673-0.0073143i,-0.0064211-0.0071126i,-0.0025568-0.010521i,-0.012228-0.018424i,-0.037748-0.023376i,-0.050905-0.010818i,-0.038472+0.011988i,-0.01956+0.023775i,-0.0067117+0.020691i,0.0007804+0.01317i
0.01003-0.068546i,-0.0082102-0.12073i,-0.039945-0.1199i,-0.02849-0.06897i,0.035568-0.033249i,0.0835-0.017936i,0.084746+0.0040621i,0.081927+0.023134i,0.096481+0.021387i,0.10003+0.00072985i,0.070016-0.018351i,0.024729-0.012467i,0.0072616+0.0068733i,0.017547+0.012003i,0.021178+0.0081566i,0.013727+0.0094698i,0.016383+0.014419i,0.031128+0.014691i,0.035576+0.0025149i,0.021511-0.017054i,0.0057795-0.026534i,-0.002942-0.019997i,-0.0051711-0.007212i
0.014896+0.062384i,0.046416+0.10237i,0.065542+0.086119i,0.016293+0.031769i,-0.081013+0.0067025i,-0.11668-0.0025324i,-0.081797-0.032941i,-0.064751-0.052412i,-0.073749-0.038672i,-0.072674-0.011419i,-0.048344+0.0035855i,-0.011318+9.3625e-05i,0.0087146-0.0071061i,0.0073928-0.01025i,0.0063837-0.016338i,0.0060223-0.028159i,-0.010387-0.034238i,-0.032037-0.02473i,-0.03281-0.0016526i,-0.014804+0.020612i,0.0023491+0.029683i,0.011315+0.027645i,0.015531+0.020608i
-0.038147-0.046127i,-0.078859-0.071489i,-0.083073-0.039823i,0.0031524+0.014268i,0.12822+0.013211i,0.15532-0.01455i,0.091959-0.0034391i,0.05399+0.023841i,0.059381+0.019641i,0.055392-0.012388i,0.020581-0.029324i,-0.01325-0.020998i,-0.023552-0.016877i,-0.024087-0.020539i,-0.02699-0.0091184i,-0.022803+0.016691i,-0.0031928+0.03353i,0.016499+0.030124i,0.018136+0.010152i,0.0039516-0.013062i,-0.010986-0.024989i,-0.015326-0.024622i,-0.0096211-0.022526i
0.055789+0.037027i,0.10425+0.043722i,0.094647+0.0023831i,-0.019739-0.041257i,-0.15702-0.025627i,-0.19098+0.0059061i,-0.12412-0.0044698i,-0.05926-0.038911i,-0.040884-0.051565i,-0.035012-0.029859i,-0.0081435-0.0031441i,0.020443+0.0064294i,0.026724+0.012031i,0.023997+0.018085i,0.022186+0.0079527i,0.016164-0.015046i,0.0043869-0.030273i,-0.003455-0.027582i,0.0036852-0.011566i,0.017167+0.0047441i,0.025708+0.011415i,0.023615+0.0095013i,0.010215+0.005114i
-0.060719-0.013284i,-0.10931+0.0027134i,-0.085081+0.053201i,0.039835+0.08576i,0.1624+0.057029i,0.17698+0.019294i,0.10674+0.021518i,0.0407+0.040382i,0.010454+0.044182i,-0.0050835+0.033258i,-0.020373+0.019562i,-0.032407+0.0081528i,-0.038665-0.0025413i,-0.040628-0.0032599i,-0.0345+0.013226i,-0.01782+0.035355i,0.0014777+0.046029i,0.0063059+0.038677i,-0.00708+0.023233i,-0.018655+0.010727i,-0.023809+0.0025535i,-0.025686-0.0022271i,-0.021399-0.0057332i
0.058475-0.01269i,0.096275-0.045346i,0.060436-0.091937i,-0.06022-0.10027i,-0.16077-0.048259i,-0.15362+0.0028671i,-0.082851+0.0096262i,-0.023314-0.0053042i,0.010298-0.013094i,0.035377-0.0099139i,0.054659-0.0079897i,0.056963-0.0027579i,0.054319+0.0088619i,0.057123+0.0089609i,0.050806-0.0094232i,0.028-0.032129i,0.0039843-0.044741i,-0.0021543-0.041877i,0.0089472-0.029642i,0.020012-0.020662i,0.02339-0.01814i,0.0188-0.013084i,0.010697+0.00019042i
-0.051983+0.028645i,-0.07653+0.073889i,-0.03308+0.11778i,0.076679+0.11241i,0.15438+0.052749i,0.14456-0.0037456i,0.08946-0.018207i,0.038336-0.0034998i,0.0042431+0.011206i,-0.023409+0.015387i,-0.041912+0.016289i,-0.042303+0.01005i,-0.038861+3.9889e-06i,-0.04037-0.0010613i,-0.036662+0.0067814i,-0.022076+0.018798i,-0.0091943+0.030366i,-0.0090283+0.034439i,-0.01492+0.033081i,-0.016419+0.031475i,-0.014527+0.030077i,-0.0091383+0.024939i,-0.00092914+0.013428i
0.039538-0.042801i,0.049993-0.093873i,0.0011589-0.12559i,-0.083203-0.10124i,-0.12194-0.052063i,-0.10403-0.01452i,-0.069182+0.0021486i,-0.035809-0.0032419i,-0.0026977-0.016474i,0.028249-0.02661i,0.040692-0.029976i,0.035424-0.020345i,0.033507-0.011105i,0.033675-0.01561i,0.024665-0.023047i,0.0080983-0.024908i,-0.0037416-0.021182i,-0.00046347-0.017983i,0.0075989-0.021134i,0.0061269-0.027147i,0.0011451-0.029689i,0.0010156-0.025443i,0.0046517-0.015656i
-0.018796+0.047107i,-0.015056+0.098546i,0.025988+0.11923i,0.072093+0.089644i,0.070227+0.044923i,0.041169+0.0056758i,0.023099-0.020343i,0.013004-0.019667i,-0.0033833-0.0096793i,-0.033476-0.0013518i,-0.049497+0.010217i,-0.038235+0.011746i,-0.029755+0.0074218i,-0.029741+0.014722i,-0.022937+0.022687i,-0.010452+0.019766i,-0.0034021+0.01234i,-0.0058648+0.011583i,-0.0067997+0.018909i,0.0011924+0.026381i,0.009391+0.030924i,0.011854+0.028013i,0.010193+0.014347i
0.0031163-0.05249i,-0.013967-0.096727i,-0.048399-0.10241i,-0.061749-0.062714i,-0.031774-0.025952i,-0.011697+0.0018584i,-0.025724+0.026892i,-0.036291+0.025389i,-0.032457+0.011469i,-0.010678+0.0079555i,0.012709+0.006103i,0.016141+0.0029522i,0.011998-0.0017778i,0.0080777-0.0096019i,0.006963-0.0080861i,0.010627-0.00024641i,0.014694+0.0021367i,0.018521-0.00021237i,0.014713-0.0055051i,0.00059489-0.011871i,-0.01154-0.019101i,-0.017459-0.023426i,-0.019064-0.018788i
0.0088717+0.049207i,0.032604+0.086328i,0.055703+0.083507i,0.036822+0.048133i,-0.014505+0.033311i,-0.028194+0.022253i,0.0033114-0.0028757i,0.031059-0.0098996i,0.039611-0.0040357i,0.02635-0.0066511i,0.0083577-0.0071667i,0.0033226-0.0010114i,0.0041483+0.0091174i,0.010548+0.016263i,0.013153+0.0064289i,0.002807-0.0119i,-0.010661-0.023427i,-0.021784-0.024276i,-0.018954-0.0132i,0.00074207-0.00097642i,0.017235+0.0062057i,0.021529+0.010755i,0.018442+0.010589i
-0.022497-0.045907i,-0.0521-0.075604i,-0.061649-0.062209i,-0.0087247-0.025647i,0.068044-0.025011i,0.083253-0.028313i,0.040186-0.0096232i,-0.0056042-0.0044575i,-0.027221-0.0018961i,-0.01732+0.014594i,-0.0011493+0.019951i,0.0039129+0.010378i,0.00077171-0.0019777i,-0.0093605-0.0083241i,-0.011244+0.0018673i,0.002237+0.019228i,0.016721+0.030454i,0.023605+0.032131i,0.017821+0.022935i,0.0016216+0.010438i,-0.014689+0.0012062i,-0.025882-0.0022772i,-0.027748+0.00078997i
0.033912+0.032275i,0.067925+0.053844i,0.060467+0.037324i,-0.020729+0.013864i,-0.10546+0.027541i,-0.10793+0.028902i,-0.056563+0.0033594i,-0.0038185+0.0042243i,0.034355+0.0021101i,0.036166-0.028568i,0.01778-0.040704i,0.0066491-0.024484i,0.0097858-0.0067289i,0.019936-0.0060922i,0.014653-0.022954i,-0.010032-0.03891i,-0.032937-0.042216i,-0.039753-0.036376i,-0.030476-0.026804i,-0.012289-0.016278i,0.006892-0.0097551i,0.022115-0.0064684i,0.029533-0.0044181i
-0.042921-0.031431i,-0.080657-0.038752i,-0.065777-0.016475i,0.032864+0.0033893i,0.1231-0.023626i,0.11908-0.041601i,0.06803-0.026952i,0.021491-0.034851i,-0.023905-0.03458i,-0.043273+0.007261i,-0.02965+0.033772i,-0.012009+0.024959i,-0.012291+0.009641i,-0.025841+0.012857i,-0.022099+0.0359i,0.0080538+0.055446i,0.038289+0.060775i,0.048364+0.055077i,0.036873+0.04164i,0.016309+0.028239i,-0.0022528+0.02234i,-0.016354+0.021065i,-0.022238+0.016682i
0.044358+0.015124i,0.082214+0.013378i,0.056447-0.0086672i,-0.057828-0.013149i,-0.15136+0.02935i,-0.14581+0.050415i,-0.10361+0.033969i,-0.064247+0.042158i,-0.011778+0.042572i,0.018465-2.4425e-05i,0.0098615-0.028404i,-0.0033875-0.020083i,0.0012445-0.0070494i,0.017588-0.015271i,0.014272-0.040415i,-0.014022-0.058502i,-0.039575-0.061741i,-0.04447-0.053148i,-0.033448-0.035398i,-0.015984-0.01955i,0.0048428-0.016468i,0.020943-0.023183i,0.024001-0.027546i
-0.046915-0.00095824i,-0.085688+0.01267i,-0.05354+0.038922i,0.067631+0.035744i,0.15901-0.012888i,0.14983-0.036122i,0.11688-0.023855i,0.089941-0.037107i,0.035858-0.042453i,-0.0065428+5.7084e-05i,-0.0012404+0.033449i,0.015175+0.025649i,0.0092889+0.013697i,-0.0042489+0.027135i,0.0039345+0.051652i,0.030556+0.061101i,0.04738+0.056686i,0.045465+0.046467i,0.034568+0.0307i,0.020143+0.016792i,0.0023318+0.015099i,-0.015079+0.022683i,-0.021642+0.025338i
0.047374-0.017287i,0.081032-0.039736i,0.044764-0.065776i,-0.075244-0.049087i,-0.15762+0.010297i,-0.1438+0.039347i,-0.1215+0.029772i,-0.10873+0.040252i,-0.057254+0.046313i,-0.0070687+0.010296i,-0.0041109-0.020851i,-0.019613-0.018013i,-0.013718-0.010949i,0.00033274-0.028173i,-0.0098688-0.056321i,-0.036451-0.067319i,-0.051324-0.062643i,-0.047972-0.051523i,-0.033786-0.032228i,-0.015802-0.015963i,0.0017883-0.017404i,0.012651-0.029798i,0.009766-0.032326i
-0.041273+0.022883i,-0.074934+0.058334i,-0.041922+0.091088i,0.073348+0.07115i,0.15195+0.0042834i,0.14248-0.031447i,0.13606-0.026274i,0.13936-0.037049i,0.096325-0.04724i,0.043758-0.023884i,0.031033+0.0012809i,0.036803+0.0034358i,0.029889+0.0029626i,0.018278+0.020462i,0.022984+0.044387i,0.037961+0.055598i,0.041354+0.05597i,0.030635+0.050713i,0.017357+0.034836i,0.0030839+0.01639i,-0.010809+0.016243i,-0.01525+0.031942i,-0.0072882+0.036253i
0.036325-0.031962i,0.065034-0.07877i,0.032211-0.11471i,-0.074411-0.087443i,-0.14363-0.019319i,-0.1372+0.0099806i,-0.14612-0.00030475i,-0.1601+0.0091174i,-0.11808+0.023144i,-0.064071+0.010938i,-0.04898-0.0022571i,-0.047776+0.00033567i,-0.03652+0.00063524i,-0.030899-0.015894i,-0.040181-0.036162i,-0.048173-0.045008i,-0.040298-0.045661i,-0.023336-0.04229i,-0.0087707-0.028458i,0.0041419-0.012438i,0.012939-0.014541i,0.012034-0.028207i,0.0057064-0.030392i
-0.028524+0.039237i,-0.053869+0.096002i,-0.026664+0.14237i,0.067229+0.11821i,0.1265+0.044574i,0.11513+0.0046946i,0.12627+0.010907i,0.15404+0.0073856i,0.12433-0.011472i,0.070189-0.015674i,0.049676-0.010202i,0.046193-0.0081766i,0.036723-0.0041427i,0.033727+0.0099344i,0.042772+0.027917i,0.046446+0.039541i,0.036264+0.045916i,0.018539+0.046593i,0.0024455+0.034992i,-0.0093571+0.021026i,-0.015049+0.022249i,-0.009256+0.030867i,0.0029436+0.026688i
0.020342-0.046827i,0.036739-0.11435i,0.01017-0.16826i,-0.072113-0.14166i,-0.12152-0.060034i,-0.1099-0.012706i,-0.12578-0.020332i,-0.15996-0.026025i,-0.1379-0.006148i,-0.087855+0.014455i,-0.061044+0.023553i,-0.048344+0.022458i,-0.038142+0.015894i,-0.038203+0.0067991i,-0.043106-0.0037558i,-0.037977-0.018565i,-0.023139-0.037232i,-0.0067072-0.04655i,0.0074708-0.037285i,0.018297-0.023755i,0.022262-0.024193i,0.013732-0.031803i,-0.0017699-0.027128i
-0.013011+0.05246i,-0.020655+0.131i,0.008113+0.19971i,0.081283+0.17981i,0.12188+0.09254i,0.10591+0.033004i,0.11566+0.036202i,0.14742+0.050961i,0.13461+0.034999i,0.094324+0.0027608i,0.067538-0.018964i,0.047882-0.022338i,0.037121-0.016859i,0.043018-0.015139i,0.047986-0.013307i,0.036802+0.0013558i,0.01647+0.026403i,0.00060587+0.042386i,-0.0083494+0.039092i,-0.01458+0.028549i,-0.016215+0.026373i,-0.0081644+0.029191i,0.002788+0.020959i
-0.0011288-0.052999i,-0.0077085-0.13764i,-0.039833-0.2145i,-0.097317-0.19737i,-0.11841-0.106i,-0.090026-0.04238i,-0.092191-0.046247i,-0.12103-0.069575i,-0.11495-0.057411i,-0.081319-0.01645i,-0.05237+0.013962i,-0.0309+0.019621i,-0.0231+0.016178i,-0.031759+0.019745i,-0.036911+0.021231i,-0.02615+0.0038392i,-0.0099734-0.025598i,0.0013866-0.042939i,0.0079136-0.039145i,0.01311-0.029022i,0.014242-0.02725i,0.0060413-0.02764i,-0.004683-0.016545i
0.0096716+0.052276i,0.029248+0.14148i,0.06816+0.23051i,0.11617+0.22397i,0.12387+0.12681i,0.086377+0.045183i,0.075316+0.038576i,0.09382+0.065714i,0.095417+0.058907i,0.075428+0.015223i,0.048145-0.018519i,0.024338-0.024098i,0.017954-0.02356i,0.023281-0.034635i,0.019613-0.040489i,0.0040968-0.018188i,-0.0097319+0.018117i,-0.013671+0.038782i,-0.011477+0.036705i,-0.011115+0.027978i,-0.010165+0.026872i,-0.0020105+0.027253i,0.0067908+0.017601i
-0.02131-0.051661i,-0.055717-0.1396i,-0.10546-0.23365i,-0.14533-0.23304i,-0.13562-0.13541i,-0.085221-0.049702i,-0.061592-0.0416i,-0.068775-0.071884i,-0.072122-0.074617i,-0.063258-0.035439i,-0.038683+0.0062918i,-0.01215+0.019249i,-0.0084451+0.021965i,-0.017252+0.038417i,-0.01264+0.04858i,0.0026275+0.02682i,0.012186-0.010229i,0.013292-0.031573i,0.01047-0.029581i,0.0081332-0.020891i,0.006208-0.020204i,0.0012337-0.021263i,-0.0041825-0.014295i
0.028315+0.041892i,0.075419+0.12908i,0.13587+0.22921i,0.17231+0.24071i,0.14578+0.14564i,0.078272+0.050989i,0.036567+0.033066i,0.031505+0.061211i,0.035835+0.070388i,0.03359+0.042671i,0.014272+0.0071858i,-0.0066237-0.0062005i,-0.0051206-0.012092i,0.003732-0.032149i,-0.0016148-0.043231i,-0.013521-0.021211i,-0.017729+0.014279i,-0.016011+0.032063i,-0.01182+0.028197i,-0.0076575+0.018614i,-0.0049765+0.01646i,-0.0015677+0.016596i,0.0038943+0.010651i
-0.040267-0.038296i,-0.10342-0.11631i,-0.17762-0.21166i,-0.20718-0.22473i,-0.16188-0.13248i,-0.077866-0.035013i,-0.020195-0.010455i,-0.0036189-0.038038i,-0.0071542-0.055922i,-0.010878-0.037807i,0.0030956-0.0060702i,0.020923+0.0087325i,0.018916+0.017316i,0.014494+0.037651i,0.025666+0.045977i,0.037523+0.020627i,0.036373-0.016621i,0.027622-0.030948i,0.017494-0.019549i,0.010302-0.0069376i,0.0063569-0.0075068i,0.0016078-0.011878i,-0.0056181-0.0097609i
0.045455+0.027449i,0.11855+0.09454i,0.202+0.18679i,0.23001+0.21339i,0.17603+0.13204i,0.082833+0.029561i,0.012888-0.0061077i,-0.013731+0.017467i,-0.010775+0.044136i,-0.0042505+0.040976i,-0.015697+0.017943i,-0.027847+0.0018835i,-0.019163-0.009895i,-0.014648-0.033265i,-0.030768-0.045426i,-0.044274-0.023484i,-0.040977+0.0091974i,-0.029863+0.021391i,-0.019332+0.012784i,-0.01162+0.0033867i,-0.0064721+0.0044899i,-0.0016743+0.0091406i,0.0035093+0.0090145i
-0.052158-0.018093i,-0.13349-0.070566i,-0.22865-0.14851i,-0.25532-0.17628i,-0.18587-0.10779i,-0.080773-0.016119i,-0.0033111+0.020921i,0.032815+0.0030223i,0.035678-0.029165i,0.029177-0.042723i,0.035263-0.030514i,0.039056-0.012472i,0.028165+0.0035714i,0.026353+0.023189i,0.042168+0.027862i,0.050719+0.0063089i,0.042402-0.019697i,0.02893-0.026279i,0.018685-0.013315i,0.014362-0.0012479i,0.011755-0.001907i,0.0073063-0.0065948i,0.0023707-0.0078197i
0.045793+0.012071i,0.13098+0.051276i,0.23176+0.12137i,0.2627+0.15455i,0.19012+0.098642i,0.080582+0.0059564i,-0.0020396-0.044095i,-0.044969-0.035204i,-0.052679+0.001069i,-0.046141+0.027009i,-0.046235+0.026336i,-0.043041+0.012341i,-0.031648-0.0037578i,-0.036003-0.019453i,-0.05688-0.01798i,-0.06631+0.0063056i,-0.05584+0.028889i,-0.038808+0.029222i,-0.025487+0.013586i,-0.017609+0.0013753i,-0.012021+0.00014614i,-0.0068152+0.00326i,-0.0014007+0.0042931i
-0.045527+0.0037247i,-0.12938-0.017834i,-0.23182-0.071465i,-0.26363-0.1088i,-0.19328-0.071242i,-0.086254+0.0067805i,-0.0062546+0.056053i,0.037598+0.05593i,0.053054+0.017763i,0.051915-0.022242i,0.050262-0.030439i,0.042392-0.01663i,0.029786+0.0015391i,0.036081+0.015714i,0.059374+0.011498i,0.068585-0.011182i,0.055186-0.029072i,0.036134-0.025794i,0.023079-0.0095455i,0.018645+0.00035497i,0.015276-0.0011916i,0.0093744-0.005698i,0.0041144-0.0083483i
