-0.0037329+0.00014124i,-0.0025951-3.0902e-05i,-0.003018+0.00064528i,-0.002763+0.0012532i,-0.0014229+0.0025366i,-0.00030908+0.0030649i,0.0003123+0.002401i,8.6407e-05+0.0019914i,8.586e-05+0.0019178i,0.00050848+0.0017059i,0.00046379+0.00076491i,0.00065507-0.00063442i,0.00094529-0.0010173i,3.4946e-05-0.00058862i,-0.00059826-0.0006678i,0.00041495-0.00030689i,0.00090893-0.00054793i,0.00086298-0.00081722i,0.0010905-0.00045807i,0.00066313-0.00014812i,0.00019531+0.00057092i,-0.00010605+0.001278i,-1.5053e-05+0.0012155i
0.0012887-0.055016i,0.040671-0.19594i,0.10029-0.40093i,0.092981-0.49498i,0.02959-0.35333i,0.027122-0.11683i,0.057127+0.0065386i,0.041664+0.014664i,0.020723+0.014787i,0.027296+0.015438i,0.02581-0.0027804i,0.0078262-0.023536i,0.0050932-0.028493i,0.040312-0.015492i,0.088339-0.0086195i,0.11155-0.022337i,0.099862-0.036846i,0.06423-0.025637i,0.033057+0.0035203i,0.024312+0.0092659i,0.018036-0.013312i,0.0057832-0.023341i,0.0019665-0.008258i
0.066549+0.029908i,0.20574+0.1109i,0.37182+0.2013i,0.39834+0.17124i,0.22371+0.04225i,0.051762-0.015426i,0.032223-0.00068221i,0.032336+0.0051216i,-0.027423+0.013457i,-0.065811+0.032744i,-0.049518+0.022934i,-0.012332-0.0081746i,0.014404-0.023781i,0.0093681-0.0084205i,-0.014554+0.023402i,-0.028142+0.041769i,-0.028831+0.039784i,-0.02882+0.026978i,-0.023849+0.014389i,-0.01086+0.014719i,0.0031034+0.025222i,0.015085+0.026296i,0.021043+0.010366i
-0.069053+0.060873i,-0.19833+0.18595i,-0.31278+0.34885i,-0.25053+0.41673i,-0.094827+0.31216i,-0.072307+0.14559i,-0.10424+0.07886i,-0.040131+0.069979i,0.038549+0.023497i,0.058504-0.028205i,0.047077-0.034191i,0.034172-0.003327i,0.024966+0.018559i,0.003042+0.013205i,-0.021981+0.0068283i,-0.02488+0.017044i,-0.0096317+0.024834i,0.013665+0.012241i,0.0254-0.0076467i,0.020175-0.010845i,0.017902-0.0022257i,0.014079-0.001546i,0.00052868-0.0022856i
-0.025924-0.10737i,-0.080299-0.28442i,-0.15017-0.43388i,-0.15097-0.35774i,-0.03906-0.13835i,0.07179-0.0034191i,0.068764+0.02334i,0.053098+0.0094741i,0.078129-0.026461i,0.071705-0.045862i,0.043176-0.024537i,0.030773+0.00738i,0.038743+0.019163i,0.052353+0.0028483i,0.049557-0.024402i,0.031491-0.037185i,0.01705-0.034555i,0.019511-0.028112i,0.032104-0.0241i,0.032012-0.029908i,0.013377-0.037757i,-0.0049166-0.032625i,-0.010535-0.015396i
0.10912+0.016677i,0.30247+0.035973i,0.46673-0.0060687i,0.4049-0.12922i,0.20708-0.2177i,0.12118-0.21978i,0.11601-0.21207i,0.028804-0.17865i,-0.08744-0.09151i,-0.11899-0.0081716i,-0.08519+0.019364i,-0.053846+0.0075211i,-0.043815+0.0049776i,-0.038616+0.012965i,-0.041962+0.0095205i,-0.062505-0.0022368i,-0.087412-0.00060651i,-0.10402+0.015357i,-0.097213+0.02484i,-0.065618+0.022601i,-0.035096+0.018762i,-0.014982+0.013816i,-0.0027655+0.001173i
-0.070839+0.096025i,-0.17932+0.25095i,-0.23578+0.39112i,-0.17389+0.34498i,-0.13876+0.15989i,-0.19431+0.036089i,-0.18912+0.019555i,-0.11255+0.040415i,-0.039074+0.067721i,0.025358+0.0625i,0.040536+0.019694i,-0.0002374-0.0073299i,-0.047859-0.0064777i,-0.063095+0.0063296i,-0.026961+0.014825i,0.030937+0.0049187i,0.072-0.015529i,0.087878-0.028875i,0.068486-0.028742i,0.021312-0.01678i,-0.013177+0.00058429i,-0.016552+0.010814i,-0.007064+0.011599i
-0.033788-0.1162i,-0.11103-0.27111i,-0.19823-0.33757i,-0.19813-0.1538i,-0.11127+0.10616i,-0.071553+0.21964i,-0.10608+0.22908i,-0.068128+0.1978i,0.037139+0.12107i,0.069225+0.044443i,0.039166+0.018265i,0.024213+0.016447i,0.025396+0.0085364i,0.035395+0.01171i,0.059983+0.031833i,0.083855+0.043087i,0.086019+0.035384i,0.068458+0.021443i,0.043391+0.012764i,0.023116+0.010974i,0.015476+0.0053595i,0.010212-0.0029781i,0.0015635-0.005797i
0.12193+0.040544i,0.28053+0.085532i,0.37962+0.1105i,0.30074+0.074963i,0.20687+0.0049742i,0.22877-0.052864i,0.22719-0.07624i,0.1386-0.078348i,0.024979-0.096539i,-0.061014-0.095109i,-0.069407-0.05401i,-0.031763-0.036419i,-0.018903-0.0397i,-0.03866-0.018604i,-0.074048+0.02633i,-0.095668+0.072041i,-0.095469+0.10035i,-0.094448+0.10825i,-0.077016+0.089176i,-0.029781+0.046337i,0.012229+0.010443i,0.022403-0.0075403i,0.010472-0.015111i
-0.1094+0.078183i,-0.26115+0.17685i,-0.39039+0.22809i,-0.35924+0.13645i,-0.22184-0.010281i,-0.085639-0.087744i,0.033633-0.10858i,0.067391-0.10408i,0.03683-0.064625i,0.026644-0.025921i,0.026345-0.018187i,0.020758-0.016268i,0.015175-0.028134i,-0.0076855-0.060247i,-0.037257-0.08171i,-0.042915-0.077925i,-0.01282-0.073711i,0.035235-0.083219i,0.059967-0.083128i,0.037747-0.056821i,-0.00051591-0.017795i,-0.011648+0.0097484i,0.00025343+0.018335i
-0.0057979-0.14845i,0.00081645-0.37641i,0.00070557-0.59026i,-0.033918-0.549i,-0.10479-0.26415i,-0.16855-0.034735i,-0.19754+0.0051986i,-0.18214+0.0063788i,-0.12426+0.069922i,-0.048098+0.11527i,-0.009843+0.098879i,0.0095754+0.079443i,0.065589+0.056842i,0.12817-0.00034954i,0.13666-0.064487i,0.080899-0.091596i,0.0010655-0.06459i,-0.044177-0.0070184i,-0.032579+0.033647i,-0.0036277+0.034156i,0.0032642+0.013625i,-0.0035368+0.0040303i,-0.0020445+0.0035856i
0.11842+0.088965i,0.33648+0.20552i,0.57061+0.27662i,0.59979+0.16092i,0.40504-0.035474i,0.19798-0.081836i,0.08963-0.010194i,0.048484+0.030658i,0.027375+0.0062979i,0.0015016-0.029269i,-0.014911-0.035207i,-0.022133-0.037363i,-0.033207-0.028037i,-0.03207+0.013943i,-0.026558+0.04712i,-0.036441+0.051392i,-0.053304+0.054939i,-0.066047+0.059485i,-0.058162+0.044528i,-0.027413+0.012588i,-0.0010948-0.013133i,0.0070585-0.021559i,0.0073036-0.021428i
-0.14016+0.059388i,-0.35175+0.19442i,-0.50586+0.37381i,-0.38829+0.42214i,-0.14022+0.26854i,-0.02301+0.12566i,0.03924+0.13567i,0.12967+0.12539i,0.15722+0.028279i,0.1118-0.039212i,0.061458-0.055532i,0.018375-0.04275i,-0.033523-0.013586i,-0.079048+0.012654i,-0.070478+0.032648i,-0.0062867+0.022439i,0.0618-0.041517i,0.090216-0.12557i,0.055159-0.15056i,-0.0045569-0.085179i,-0.024844-0.002962i,-0.015144+0.026279i,-0.0097183+0.02572i
0.037476-0.14422i,0.030002-0.37523i,-0.055134-0.5538i,-0.16449-0.41957i,-0.1667-0.10647i,-0.098124+0.0079552i,-0.098558-0.07458i,-0.14435-0.10709i,-0.16113-0.04068i,-0.11707+0.033168i,-0.05196+0.060946i,-0.014952+0.064191i,0.013865+0.060306i,0.042429+0.040922i,0.064247+0.025865i,0.076798+0.02591i,0.064182+0.042799i,0.031369+0.075514i,0.0053346+0.08465i,-0.0072206+0.047283i,-0.01592+0.00017581i,-0.02223-0.018226i,-0.023131-0.013979i
0.099597+0.097783i,0.29751+0.20518i,0.52222+0.22755i,0.55273+0.091505i,0.40509-0.069017i,0.28338-0.14654i,0.17097-0.18203i,0.035112-0.1467i,-0.010845-0.086909i,-0.016372-0.086139i,-0.042577-0.073092i,-0.043775-0.04153i,-0.032305-0.028382i,-0.026626-0.0010383i,-0.024161+0.037269i,-0.018078+0.059868i,-0.0023114+0.067037i,0.011512+0.067616i,0.022637+0.055504i,0.032128+0.025834i,0.030649-0.00065794i,0.017968-0.012818i,0.0043791-0.015788i
-0.10451+0.015372i,-0.27294+0.12531i,-0.38942+0.29132i,-0.30896+0.33554i,-0.18036+0.21773i,-0.17525+0.15808i,-0.15145+0.23895i,-0.023368+0.27314i,0.067566+0.19559i,0.061509+0.1064i,0.024529+0.036184i,-0.0084142-0.0096465i,-0.032299-0.015767i,-0.033835-0.0094898i,-0.022589-0.025358i,-0.022531-0.053807i,-0.01911-0.085208i,-0.0018996-0.11578i,0.011058-0.10546i,0.016834-0.042112i,0.022288+0.015993i,0.024725+0.02806i,0.019908+0.017738i
0.012079-0.079775i,-0.036352-0.24907i,-0.19868-0.40853i,-0.36986-0.34246i,-0.39475-0.10697i,-0.30241+0.041057i,-0.17824+0.045768i,-0.10141-0.016705i,-0.12034-0.039752i,-0.10493+0.021015i,-0.0055591+0.043631i,0.054772-0.012428i,0.063693-0.057389i,0.064245-0.078209i,0.033431-0.08578i,-0.022943-0.055815i,-0.070013+0.022763i,-0.063329+0.10413i,-0.0053987+0.10721i,0.016531+0.032493i,-0.018789-0.023207i,-0.034179-0.015916i,-0.012164-0.005359i
0.033659+0.016838i,0.1674-0.011616i,0.34594-0.11407i,0.40896-0.19573i,0.4029-0.15635i,0.47124-0.12783i,0.44343-0.20552i,0.2631-0.21657i,0.16564-0.14305i,0.14153-0.11049i,0.095319-0.069049i,0.097623-0.014946i,0.11116-0.035251i,0.05408-0.0717i,-0.025169-0.03025i,-0.049305+0.047236i,-0.031698+0.076013i,-0.028002+0.056893i,-0.029849+0.034563i,-0.0032563+0.019764i,0.027731+0.0011823i,0.021602-0.021751i,-0.0065652-0.032223i
0.03299+0.025469i,0.10192+0.14703i,0.22241+0.33007i,0.29992+0.35913i,0.21295+0.1826i,0.020315+0.042282i,-0.099592+0.044097i,-0.090911+0.10335i,-0.01249+0.14798i,0.034146+0.12268i,-0.015576+0.080248i,-0.093631+0.10898i,-0.11778+0.15717i,-0.094766+0.15918i,-0.046748+0.12296i,-0.0028302+0.066564i,0.015544-0.0037504i,-0.0060145-0.070468i,-0.063214-0.083583i,-0.085149-0.025137i,-0.041965+0.033925i,0.0074944+0.037536i,0.025885+0.023399i
-0.060975+0.069596i,-0.21965+0.1949i,-0.42205+0.34937i,-0.48352+0.37195i,-0.45006+0.1886i,-0.48139+0.010253i,-0.43704-0.0045936i,-0.29556-0.027636i,-0.27886-0.096495i,-0.2962-0.058562i,-0.19891+0.0033379i,-0.12843-0.010485i,-0.12602-0.0010141i,-0.081923+0.037672i,-0.0073527+0.013806i,0.033976-0.047327i,0.05139-0.058211i,0.084752-0.02155i,0.10512-0.0049688i,0.054429-0.011463i,-0.016369+0.0061907i,-0.020588+0.040219i,0.018669+0.037743i
-0.078971-0.1413i,-0.23083-0.38591i,-0.44406-0.63318i,-0.49179-0.55397i,-0.18152-0.18741i,0.25051+0.050744i,0.38873+0.05082i,0.28157+0.028506i,0.19666+0.01097i,0.14736-0.054531i,0.10822-0.10154i,0.11925-0.12429i,0.13383-0.15354i,0.11784-0.15255i,0.10899-0.12155i,0.10681-0.10613i,0.084137-0.10107i,0.058713-0.075509i,0.057003-0.03426i,0.06445-0.013303i,0.039764-0.029537i,-0.016808-0.040302i,-0.047634-0.01863i
0.17011-0.044158i,0.47791-0.17116i,0.75472-0.43417i,0.63498-0.63412i,0.23895-0.52518i,0.036063-0.25784i,0.032799-0.11865i,0.035277-0.044103i,0.097966+0.057028i,0.17309+0.081164i,0.13814+0.063749i,0.10224+0.09041i,0.14472+0.099257i,0.16729+0.059489i,0.119+0.032105i,0.045048+0.038438i,-0.025458+0.03963i,-0.083826+0.030366i,-0.09761+0.030584i,-0.060559+0.027114i,-0.023791+0.011426i,-0.024144+0.001453i,-0.037137+0.011956i
-0.027637+0.16908i,0.0151+0.50193i,0.21745+0.82457i,0.40238+0.67004i,0.19706+0.11896i,-0.21606-0.18162i,-0.3042-0.10414i,-0.13069-0.033347i,-0.051557-0.047558i,-0.070725-0.012514i,-0.077804+0.032787i,-0.089733+0.040437i,-0.10795+0.024007i,-0.12661+0.0084591i,-0.15914+0.022468i,-0.17224+0.061588i,-0.12731+0.094077i,-0.047142+0.086245i,0.012672+0.031541i,0.013732-0.012721i,-0.004161-0.0030159i,0.01737+0.0031411i,0.038529-0.03475i
-0.13212-0.067749i,-0.44797-0.083218i,-0.82243+0.10372i,-0.75433+0.46344i,-0.18154+0.63737i,0.24537+0.51851i,0.25952+0.36398i,0.14187+0.27089i,0.028269+0.19653i,-0.047939+0.11126i,-0.083377-0.0066245i,-0.13574-0.10552i,-0.19287-0.1343i,-0.20389-0.090935i,-0.14124-0.00056425i,-0.042039+0.067236i,0.027809+0.088604i,0.054934+0.090775i,0.053791+0.06587i,0.03211+0.017484i,0.011014-0.0082456i,0.012049-0.0025201i,0.01482+0.0043414i
0.051983-0.08498i,0.12523-0.36062i,0.07747-0.77328i,-0.12173-0.90589i,-0.18261-0.6235i,-0.030191-0.38346i,0.004258-0.31191i,-0.083736-0.18351i,-0.060379-0.071885i,0.044971-0.068009i,0.11326-0.073865i,0.13885-0.059441i,0.14549-0.044989i,0.14352-0.030871i,0.13961-0.0096659i,0.13356+0.0071197i,0.097865+0.018354i,0.064494+0.044557i,0.077062+0.058148i,0.085379+0.026229i,0.037035-0.020897i,-0.036039-0.033624i,-0.064199-0.017977i
0.062562+0.04486i,0.29186+0.11228i,0.65247+0.075136i,0.74138-0.21862i,0.30599-0.52025i,-0.19264-0.48005i,-0.30751-0.27493i,-0.19376-0.1702i,-0.079001-0.14555i,-0.043113-0.088348i,-0.031705+0.030888i,0.043238+0.12277i,0.11886+0.12137i,0.11959+0.073458i,0.062533+0.031652i,0.0074481+0.0017962i,-0.014084-0.045416i,-0.040451-0.093577i,-0.070444-0.077173i,-0.049636-0.010969i,0.001893+0.020035i,0.032584-0.0074716i,0.045857-0.040972i
-0.026995+0.062024i,-0.090568+0.24806i,-0.095761+0.53699i,0.10185+0.70225i,0.33987+0.67022i,0.33536+0.62903i,0.23419+0.55692i,0.18959+0.34645i,0.1327+0.17789i,0.10301+0.09472i,0.063051-0.0099538i,-0.0061717-0.047958i,0.010243-0.0094552i,0.06286+1.8605e-05i,0.044862-0.021598i,-0.014461-0.048816i,-0.079529-0.071375i,-0.1417-0.061544i,-0.15625-0.020927i,-0.11732+0.013097i,-0.066589+0.022502i,-0.016815+0.0037892i,0.016684-0.039015i
-0.10995-0.037553i,-0.25698-0.14158i,-0.42035-0.24271i,-0.40925-0.25347i,-0.20696-0.32143i,-0.088168-0.50669i,-0.17626-0.50022i,-0.20526-0.2968i,-0.083588-0.15i,0.021848-0.040517i,0.09966+0.045241i,0.17112+0.030767i,0.1756-0.055905i,0.088604-0.14105i,-0.03714-0.1525i,-0.096515-0.078869i,-0.075828+0.0073201i,-0.045735+0.04222i,-0.015385+0.026147i,0.02665-0.010593i,0.05435-0.039222i,0.078756-0.03171i,0.12097-0.012057i
0.095238-0.012618i,0.25787-0.076765i,0.37462-0.13842i,0.28091-0.11414i,0.07131-0.02049i,-0.034186-0.01806i,0.017329-0.10923i,0.16859-0.083964i,0.28097+0.0065633i,0.1857+0.010017i,-0.029693+0.018075i,-0.15471+0.09969i,-0.1339+0.16247i,-0.033998+0.1623i,0.060222+0.17193i,0.11533+0.21364i,0.12681+0.20635i,0.068435+0.12645i,-0.02438+0.068233i,-0.047185+0.079192i,0.0045737+0.082503i,0.029746+0.051616i,0.013241+0.035537i
0.049056+0.084472i,-0.040378+0.1903i,-0.10653+0.29784i,-0.068897+0.27289i,-0.066012+0.20252i,-0.18382+0.26236i,-0.28739+0.31371i,-0.39017+0.21259i,-0.50966+0.1827i,-0.4176+0.27043i,-0.1565+0.23337i,0.0049514+0.10974i,0.028447+0.0797i,0.012441+0.12296i,0.0059365+0.13287i,0.0073635+0.093245i,0.015827+0.031948i,0.01211-0.066087i,-0.04135-0.14909i,-0.095448-0.12267i,-0.091044-0.029345i,-0.050532+0.026765i,-0.00043142+0.034625i
-0.6714+8.7868i,0.44486+8.8797i,4.4156+9.0174i,6.6887+5.3266i,5.9316+0.88072i,3.3319-1.7993i,1.0138-1.7439i,0.35771-0.486i,1.0633+0.3537i,1.9304+0.048692i,1.8157-1.0513i,0.94671-1.8974i,0.053014-2.0752i,-0.59504-1.6691i,-0.81996-1.0733i,-0.76163-0.64613i,-0.62736-0.36913i,-0.37574-0.14415i,-0.0016142-0.076121i,0.3431-0.19144i,0.59774-0.38191i,0.66475-0.57101i,0.46679-0.62048i
0.08872+0.0044952i,0.12672+0.14995i,0.15749+0.29982i,0.082887+0.27816i,-0.13979+0.1893i,-0.40449+0.21798i,-0.48704+0.2323i,-0.41523+0.084405i,-0.35322-0.044029i,-0.22084-0.0095848i,-0.038656+0.025369i,0.039318+0.016074i,0.045449+0.029651i,0.045646+0.045549i,0.065081+0.064295i,0.11411+0.073628i,0.14484+0.030837i,0.10204-0.040738i,-0.0031104-0.067931i,-0.073577-0.029973i,-0.054776+0.01223i,-0.012357+0.018082i,0.0039778+0.0098003i
-0.12374-0.02288i,-0.31619-0.077128i,-0.46964-0.15227i,-0.39891-0.13305i,-0.1198+0.027262i,0.16704+0.18442i,0.29524+0.19396i,0.3043+0.092838i,0.31724-0.0067519i,0.31119-0.061423i,0.25209-0.066738i,0.20557-0.069344i,0.16344-0.075717i,0.11587-0.043724i,0.098241-0.010759i,0.094514-0.0039493i,0.069261+0.032548i,0.023385+0.10708i,-0.011068+0.14849i,-0.0085952+0.09959i,0.005854+0.0097246i,0.015549-0.043556i,0.025912-0.062447i
0.12163-0.069601i,0.34913-0.17368i,0.57227-0.27257i,0.59366-0.28958i,0.42345-0.29654i,0.19921-0.34948i,-0.034463-0.34761i,-0.18711-0.22648i,-0.16002-0.10983i,-0.084283-0.081201i,-0.078966-0.057812i,-0.093584-0.0167i,-0.091138+0.0075459i,-0.064759+0.016215i,-0.00019263+0.016805i,0.082118+0.023024i,0.14266+0.038772i,0.13398+0.058823i,0.052704+0.071488i,-0.0091775+0.06458i,0.005979+0.033652i,0.022547-0.011033i,-0.029602-0.028757i
-0.057676+0.13548i,-0.13448+0.3652i,-0.20871+0.56133i,-0.25688+0.49081i,-0.34848+0.2931i,-0.41296+0.27487i,-0.25034+0.33578i,-0.076474+0.20381i,-0.17146+0.040266i,-0.26912+0.081075i,-0.15865+0.14559i,-0.024482+0.1099i,0.0076301+0.089512i,-0.020287+0.12199i,-0.031857+0.1306i,-0.013633+0.067192i,-0.0060891-0.02901i,-0.009371-0.089821i,-0.012747-0.085293i,-0.0082211-0.051987i,-0.0026461-0.031249i,-0.01457-0.011985i,-0.018325+0.022599i
-0.068376-0.1296i,-0.18806-0.32684i,-0.31973-0.47561i,-0.29278-0.33913i,0.028905-0.038327i,0.45301+0.054598i,0.54691-0.045545i,0.3629-0.0067986i,0.26722+0.17946i,0.26056+0.21481i,0.18345+0.11623i,0.081559+0.053103i,0.043863+0.021525i,0.064651-0.023632i,0.075297-0.076162i,0.04655-0.076895i,0.025388-0.025659i,0.024463+0.0049788i,0.014385+0.0027454i,-0.0092454+0.00068422i,-0.031254+0.016074i,-0.029532+0.053922i,0.0020326+0.082303i
0.095304+0.054925i,0.28885+0.12845i,0.4607+0.16514i,0.37662+0.070967i,0.039993-0.09118i,-0.23179-0.18009i,-0.26289-0.21149i,-0.18419-0.25543i,-0.13808-0.28758i,-0.12353-0.23157i,-0.099711-0.12585i,-0.087164-0.045508i,-0.087719-0.0032927i,-0.077298-0.012956i,-0.050074-0.050646i,-0.0067983-0.070686i,0.037534-0.06685i,0.074598-0.040959i,0.097401-0.016976i,0.073483-0.014161i,0.01939-0.0092237i,-0.0013155+0.004937i,0.013892+0.0022909i
-0.12356+0.017391i,-0.3085+0.088665i,-0.46442+0.21163i,-0.38707+0.29371i,-0.17329+0.28221i,-0.078365+0.27501i,-0.027798+0.31184i,0.079978+0.27386i,0.13018+0.12581i,0.059569+0.0052936i,-0.020697+0.0074182i,0.00078398+0.074803i,0.066183+0.10098i,0.061025+0.084953i,-0.0038769+0.066838i,-0.070233+0.044014i,-0.10719+0.032256i,-0.10654+0.044003i,-0.075747+0.067883i,-0.01595+0.078911i,0.038545+0.048903i,0.03857-0.00044141i,0.0057484-0.021216i
0.076661-0.068071i,0.18777-0.21068i,0.26943-0.36045i,0.25211-0.30009i,0.25946-0.054888i,0.33203+0.040598i,0.27847-0.075049i,0.085811-0.1799i,-0.064597-0.1609i,-0.089253-0.088095i,-0.039696-0.065012i,-0.018628-0.10199i,-0.037053-0.095512i,-0.016382-0.024916i,0.028675+0.045227i,0.050911+0.086886i,0.049775+0.086818i,0.021503+0.056017i,-0.011922+0.027556i,-0.015625+0.0017162i,0.0020528-0.024364i,0.006754-0.031648i,-0.0088164-0.023778i
-0.025876+0.10035i,-0.011861+0.25924i,0.061237+0.38925i,0.082641+0.26164i,-0.09179-0.050533i,-0.32407-0.19848i,-0.36758-0.074256i,-0.23148+0.1039i,-0.091969+0.15954i,-0.016528+0.11746i,0.016326+0.050402i,0.0084625+0.01281i,-0.011564+0.022995i,-0.017315+0.023306i,-0.024027-0.014254i,-0.0329-0.049082i,-0.046274-0.069548i,-0.072118-0.090668i,-0.089849-0.092892i,-0.079286-0.059362i,-0.052246-0.016118i,-0.031622+0.0066327i,-0.020773+0.021159i
-0.0388-0.047483i,-0.1452-0.12358i,-0.27206-0.11843i,-0.22218+0.031204i,0.035375+0.20419i,0.23467+0.2649i,0.22622+0.20015i,0.14594+0.11836i,0.11723+0.061942i,0.099856-0.0051279i,0.051672-0.041939i,0.027021-0.035322i,0.032235-0.053252i,0.01591-0.077634i,0.00071497-0.059184i,0.01139-0.023942i,0.039089+0.0086551i,0.063644+0.031857i,0.044947+0.027929i,-0.00072299+0.019354i,-0.016288+0.026135i,0.0049277+0.027863i,0.023881+0.012576i
0.04394+0.024898i,0.15765+0.017298i,0.28186-0.071073i,0.25474-0.21514i,0.059156-0.31893i,-0.13793-0.32918i,-0.17998-0.25418i,-0.094008-0.19407i,-0.028067-0.18247i,-0.029515-0.12813i,-0.02257-0.045281i,-0.019787-0.011659i,-0.06102+0.0082882i,-0.072802+0.039385i,-0.031209+0.035065i,0.0013032+5.606e-05i,0.01248-0.031974i,0.034279-0.047352i,0.06298-0.036677i,0.069065-0.017898i,0.045364-0.018477i,0.0063045-0.025866i,-0.019495-0.020579i
-0.02396-0.0064382i,-0.063433+0.019884i,-0.08289+0.062733i,-0.07284+0.059086i,-0.076917+0.039089i,-0.10006+0.081591i,-0.11056+0.13384i,-0.13001+0.13489i,-0.13649+0.1394i,-0.069078+0.13757i,0.0062482+0.091598i,0.045017+0.045251i,0.083358+0.011029i,0.1049-0.03084i,0.081521-0.06037i,0.046278-0.064554i,0.027052-0.050125i,0.010389-0.0286i,-0.0072401-0.016351i,-0.013732-0.021467i,-0.0069512-0.026723i,0.002935-0.011938i,0.0076497+0.012651i
0.0066967+0.010291i,-0.01072-0.0060954i,-0.07273-0.033725i,-0.12422+0.011406i,-0.041642+0.13835i,0.1722+0.18635i,0.29762+0.085183i,0.24899-0.010901i,0.17443-0.028118i,0.13306-0.036165i,0.084002-0.044427i,0.032082-0.039143i,-0.015313-0.033001i,-0.048791-0.016646i,-0.045492+0.0090256i,-0.0249+0.024426i,-0.017435+0.033765i,-0.019152+0.048056i,-0.010062+0.057172i,0.0092942+0.04743i,0.015035+0.023647i,0.0090707+0.0057869i,0.011149-0.0015176i
-0.031156-0.021351i,-0.036973-0.020921i,-0.014597+0.0057209i,-0.0050829-0.00050256i,-0.077134-0.12234i,-0.19524-0.27404i,-0.25174-0.30395i,-0.22115-0.22148i,-0.18236-0.10998i,-0.16262-0.0050963i,-0.11249+0.054471i,-0.045061+0.055769i,-0.0051889+0.045473i,0.0068533+0.039451i,0.01073+0.018537i,0.022612-0.0053249i,0.052871-0.028976i,0.079754-0.065006i,0.063238-0.087534i,0.019936-0.059565i,0.0014199-0.0055185i,0.0093669+0.024147i,0.0086744+0.02421i
0.044218+0.021851i,0.072834+0.046888i,0.063222+0.10085i,0.049559+0.20199i,0.097532+0.34736i,0.15123+0.45482i,0.15929+0.41477i,0.11696+0.2575i,0.054573+0.12943i,0.036286+0.080771i,0.040603+0.055414i,0.026452+0.04412i,0.019304+0.053396i,0.025594+0.05774i,0.028013+0.060187i,0.02659+0.061317i,0.0071078+0.052843i,-0.033428+0.05276i,-0.055266+0.062762i,-0.035934+0.05389i,-0.0065645+0.018442i,-0.00061031-0.01234i,-0.006269-0.017325i
-0.044888+0.0079461i,-0.091062-0.0021739i,-0.080677-0.058003i,-0.0063264-0.15628i,0.057529-0.26755i,0.08072-0.35055i,0.079227-0.30097i,0.099406-0.15844i,0.12467-0.09639i,0.072763-0.1115i,-0.0025638-0.083906i,-0.02308-0.030109i,-0.017536-0.0034214i,-0.0029723-0.00088343i,0.020432-0.025629i,0.031573-0.055044i,0.042247-0.054486i,0.067888-0.028822i,0.074933-0.0015904i,0.039652+0.011654i,-0.0038171+0.017689i,-0.021804+0.023184i,-0.021542+0.022042i
0.056436-0.030125i,0.1275-0.059832i,0.18793-0.047985i,0.15735-0.00771i,0.027555+0.04534i,-0.089431+0.13598i,-0.089276+0.16663i,-0.048118+0.074008i,-0.071993-0.0044786i,-0.086634+0.0091755i,-0.042921+0.022028i,0.002419+0.0014006i,0.032345-0.019975i,0.029993-0.033464i,-0.018929-0.029581i,-0.065779-0.0027048i,-0.081764+0.02391i,-0.086424+0.027232i,-0.077737+0.016713i,-0.037774+0.0078653i,0.0059937-0.0041956i,0.019188-0.014914i,0.011754-0.012588i
-0.032191+0.060063i,-0.078594+0.12522i,-0.13371+0.14426i,-0.11807+0.095235i,-0.0094646+0.029881i,0.063243-0.015897i,0.020648-0.024005i,-0.05473+0.012008i,-0.055169+0.04147i,-0.010603+0.019707i,-0.00067556-0.02189i,-0.036416-0.044577i,-0.086786-0.043107i,-0.10037-0.028202i,-0.063461-0.012955i,-0.01766-0.013599i,0.0061621-0.032425i,0.011987-0.053099i,0.0042377-0.060361i,-0.012688-0.049437i,-0.017314-0.027624i,-0.0063698-0.012668i,0.0066921-0.0081373i
-0.014422-0.078954i,-0.019573-0.17384i,-0.018639-0.25925i,-0.050495-0.26182i,-0.12396-0.19322i,-0.15284-0.1129i,-0.11881-0.015129i,-0.068453+0.077156i,-0.036585+0.11593i,-0.028545+0.10284i,-0.023747+0.072861i,-0.0077138+0.067053i,0.025793+0.08624i,0.061108+0.086347i,0.069851+0.056338i,0.054623+0.029185i,0.036054+0.019117i,0.014602+0.016i,-0.0053598+0.019213i,-0.0074653+0.024226i,-0.00069921+0.019839i,-0.0034898+0.011176i,-0.012188+0.0050077i
0.027752+0.064862i,0.067704+0.1535i,0.080702+0.25189i,0.043294+0.28737i,-0.0022304+0.27112i,0.010054+0.22843i,0.065056+0.098685i,0.11023-0.05099i,0.12945-0.09905i,0.12823-0.069153i,0.10014-0.033753i,0.0584-0.025504i,0.020289-0.033673i,-8.8926e-06-0.031289i,0.0088971-0.03275i,0.023393-0.049639i,0.028859-0.057583i,0.044211-0.045047i,0.064319-0.029784i,0.057965-0.021188i,0.029589-0.0082172i,0.018254+0.012647i,0.024011+0.023737i
