-0.0009081+0.00037143i,-0.0010293+0.00015889i,-0.0021813+0.00071698i,-0.0018784+0.0012943i,-0.00065191+0.0013827i,0.00012727+0.00072876i,-0.00070436+5.4571e-05i,-0.0022982-7.9544e-05i,-0.0024266-0.00062205i,-0.001394-0.00067687i,7.1873e-05-0.00012606i,0.00057195-0.00060393i,0.00011381-0.001317i,-0.000144-0.000643i,0.00021227-7.3668e-05i,0.00060112+9.1514e-05i,5.9053e-05-0.00059217i,-6.4466e-05-0.0010249i,0.00035976-0.00026515i,-7.8601e-05+0.00031018i,-0.00044627+0.00035029i,8.4479e-05+0.00033194i,0.0013236+0.00019273i
0.0003643+2.0455e-05i,-0.00029293+0.0005929i,-0.00090855+0.0015992i,-0.0014177+0.001558i,-0.00087949+0.0015822i,0.0014551+0.0010838i,0.002842-0.0010921i,0.0010713-0.0026424i,-0.0018997-0.002379i,-0.0031764-0.0002854i,-0.0023894+0.001032i,-0.0013673-4.3849e-05i,-0.00081911-0.00049711i,-0.0011522+0.00072732i,-0.00073883+0.001146i,0.00016716+0.0014278i,0.0010373+0.00082644i,0.00028928+0.00040829i,-0.0011465+0.00073814i,-0.00080405+0.00073149i,-0.00024769+0.0004727i,0.00021721+0.00041411i,0.00050708+0.00055577i
-0.00018296-0.0013876i,-0.0006852-0.00115i,-0.0012722-0.0011563i,-0.0018496+0.0010229i,-0.00050631+0.0034389i,0.0017452+0.001962i,0.0016395-0.0015311i,-0.00022826-0.0039253i,-0.0017932-0.0030137i,-0.0021159-0.00080376i,-0.001847+0.00099202i,-0.0015203+0.00096483i,-0.0015117-3.1774e-05i,-0.0012644+0.00020131i,-0.00035315+0.00024874i,0.00046872+9.3696e-05i,0.0012467+0.00012532i,0.0011983+0.00048469i,0.00065209+0.0013051i,0.00025077+0.0014295i,4.9998e-06+0.0010001i,-0.00052669+0.0006674i,-0.00068682+0.00071055i
-0.00049489-0.0010152i,0.00053732-4.8641e-05i,0.00028909+2.2379e-05i,-2.2402e-05+0.0002128i,-0.00022166-0.00012911i,3.4266e-05+0.00064808i,0.00047653-0.00055349i,-0.0013691-0.0029007i,-0.002849-0.003777i,-0.0018944-0.0031145i,-0.00049109-0.0012236i,0.00021935+0.00020899i,0.0004225+0.00039476i,0.00016189+0.00031729i,0.00020464+0.00014019i,0.00054303-0.0002965i,0.000336-0.0008131i,-6.8338e-05-0.00020407i,0.00020152+0.00073705i,-0.00017774+0.00054564i,-0.00066597+0.00070559i,-0.00050538+0.00086468i,-0.00043972+0.00025316i
5.1842e-05+0.00067043i,-7.9653e-05+0.00014636i,-0.0014106-0.0013934i,-0.0022525-0.0012883i,-0.0013174+0.00069512i,0.00084073+0.0020336i,0.0016578+0.00061597i,-0.00017902-0.0017305i,-0.0018041-0.0030573i,-0.00088692-0.0029639i,0.00021904-0.0015221i,0.00071406-6.0512e-05i,0.00071914+0.00051576i,0.00056173+0.00046101i,0.0006576-9.7949e-05i,0.00021481-0.0010903i,-0.0001286-0.00097215i,0.00041034-0.00047992i,0.00010938+6.1927e-05i,9.5719e-05+0.00078339i,0.00012926+0.00046522i,-0.00024971-0.00010604i,1.8522e-05-0.00018796i
-0.00033273-0.0020357i,1.1575e-05-0.0012036i,-0.0012478-0.00038851i,-0.0028131+0.0010172i,-0.002534+0.0033111i,-0.0003526+0.004652i,0.001189+0.0024618i,0.00078271-0.00061946i,-0.0008601-0.0024448i,-0.0029285-0.0021841i,-0.0032591-0.00039149i,-0.0017466+0.0009266i,-3.0338e-05+0.0011092i,0.00085493+0.0006949i,0.0013726+0.00039663i,0.00092493+0.00052699i,0.00025968+0.00077591i,8.7358e-05+0.00060874i,-0.00063466-0.00037252i,-0.00095734-0.00013606i,-0.0013327+0.00057162i,-0.001408+0.00027698i,-0.0012176+0.00010156i
0.0016906+0.00086403i,0.00064086+0.00068233i,7.4934e-05+0.00024738i,-0.00080201+0.0011233i,-0.00071847+0.0022745i,0.00034165+0.0017569i,0.0021175-0.00055989i,0.0017065-0.0019832i,-0.00021921-0.0019814i,-0.0018063-0.00095025i,-0.0022931+0.00025067i,-0.0020114+0.0010698i,-0.0013078+0.0014427i,-0.0003255+0.0015489i,0.00015469+0.0016273i,0.0013436+0.00133i,0.0015649+0.00046893i,0.00061149-2.5784e-05i,-0.00010783+0.00085746i,-0.0010691+0.00094061i,-0.00056151+0.00038497i,0.00016308+0.00016123i,0.00048764-9.6482e-05i
-0.00019338-0.0019097i,-0.00048346-0.0012609i,-0.0009365-0.00065179i,-0.0014546+0.0002652i,-0.00030016+0.0015311i,0.0016996+0.0015371i,0.0017623-0.0014882i,0.00037718-0.004525i,-0.0011989-0.0038349i,-0.0019217-0.0014031i,-0.0019665+0.00044013i,-0.0019938+0.00085752i,-0.0018471+0.00092545i,-0.0013328+0.0014716i,-0.00041873+0.0013382i,0.00015039+0.00062011i,0.00010379+8.9712e-05i,-0.00059029-5.66e-05i,-0.00034775-0.00023907i,-0.00028869+0.00025824i,-0.00036509+0.0013176i,-3.9931e-05+0.0013545i,0.00064827+0.0012577i
-0.0015563+0.00074257i,-0.0015614-0.0012218i,-0.0015368-0.0012664i,-0.0022051-0.00082408i,-0.0024798+0.00076791i,-0.0012393+0.00023039i,-8.1887e-05-0.0024306i,-0.0010106-0.0031573i,-0.0022722-0.0028045i,-0.0011976-0.0020431i,0.00031512-0.00042586i,0.00084942-0.00022721i,0.00057917-0.00025844i,-0.000571+0.00033895i,-0.00026443+0.00075242i,0.00070776+0.0011417i,0.00028731+0.0010445i,-0.00024696+0.00064135i,-0.00039224+0.00023697i,-0.00066512+3.0277e-05i,-0.00043345+0.00022908i,0.00062872+0.00055355i,0.001155+0.0008494i
0.00058531+0.0017898i,-1.3136e-05+0.001861i,-0.00070672+0.0012243i,-0.0018573+0.0013899i,-0.0017579+0.0025358i,-0.0009773+0.0025667i,-0.0012539-8.0746e-05i,-0.0020777-0.0029186i,-0.002078-0.0041765i,-0.00161-0.0034785i,-0.0005471-0.0016145i,0.00037893-0.00041606i,0.00034927+0.00057659i,-5.1615e-06+0.0011204i,-0.00018781+0.00072468i,0.00043231+6.9864e-05i,0.0013475-0.00051749i,0.0011423-0.00098645i,-0.00018017-0.00057641i,-0.0011291-1.3886e-05i,-0.0010206+0.00025785i,-0.00020021-0.0002193i,-9.9397e-05-0.00040281i
0.0020183-0.00020305i,0.0022276-0.00016014i,0.0011991-0.0013322i,0.00055762-0.0001847i,0.00041957+0.0025805i,0.00099864+0.0037281i,0.0021395+0.0020619i,0.0015684-0.0011733i,-0.00067259-0.0028496i,-0.0020439-0.0023174i,-0.0019401-0.0011995i,-0.00064076-0.0006694i,0.00086266-0.00011684i,0.00087406-7.3781e-05i,-0.00013216-3.2501e-05i,6.1011e-05+0.00018116i,0.00025617+0.00021937i,-0.00092672+8.6726e-05i,-0.0013288-0.0002548i,-0.00037087+0.00030145i,0.00040469+0.00078789i,0.00038791+0.0011203i,-0.00015658+0.00044079i
-0.00014247+0.00035109i,-0.0011604-0.00044964i,-0.001689-0.0013075i,-0.002673-0.00092082i,-0.003159+0.00025038i,-0.00089477+0.00066582i,0.0016078-0.0012498i,0.0013687-0.0029174i,-0.00033598-0.0021608i,-0.0017602-7.8679e-05i,-0.0023044+0.0017008i,-0.0016976+0.0026523i,-0.00090973+0.0019758i,-0.00034131+0.0011359i,0.00088792+0.00087631i,0.0020499+0.00042597i,0.0013369-0.00011323i,0.00026921-0.00015247i,0.00040772+0.001029i,3.1526e-05+0.0018241i,-0.00030493+0.0014766i,-8.4777e-05-8.7703e-05i,0.00020171-0.00093648i
-0.000501+0.00016516i,-0.00093692+0.0011983i,-0.00082677+0.0025507i,-0.00093783+0.0031127i,-0.00044984+0.0029135i,0.0011304+0.002054i,0.0021191-0.00025738i,0.0013317-0.0025933i,-0.0007178-0.0024198i,-0.00159-0.00023591i,-0.0012733+0.0018854i,-0.00073891+0.0021779i,-0.00062002+0.002013i,-0.0010406+0.0016976i,-0.00071607+0.00098696i,-0.00014593+0.00058744i,0.00017991+0.00043928i,0.0002286-0.00034483i,0.00026686-0.00055558i,-0.00024877+0.00015053i,-0.00047069+0.00043472i,-0.00021679+0.00024121i,0.00061181+0.00011477i
0.00025956-0.00029532i,-0.0012533-0.0011103i,-0.0020742-0.0015579i,-0.0019613-0.00075429i,-0.00078513+0.0012986i,0.0011671+0.00093158i,0.0013607-0.0015164i,-5.0762e-05-0.0035292i,-0.0004937-0.003356i,-0.00033644-0.0015278i,-0.00030416-0.00039325i,-0.00055394+0.0002306i,-0.0016671+0.00041222i,-0.001675+0.00080468i,-0.00036401+0.00097677i,0.00041129+0.00068664i,-2.6024e-05+0.0011491i,-0.00024709+0.0015797i,-0.00061072+0.0014933i,-0.00090405+0.00098392i,-0.00078028+0.00096191i,-0.00067222+0.0010069i,-0.0004818+0.00073199i
-0.00033999-0.00021943i,-0.00029329+0.00070495i,0.00012476+0.0013417i,2.4267e-05+0.0015634i,0.00064699+0.0025054i,0.0020188+0.001393i,0.0017153-0.0017347i,-0.00062808-0.0036831i,-0.0023185-0.0043232i,-0.0019196-0.0035553i,-0.0010597-0.0021i,-0.0011938-0.0012488i,-0.0013197-0.00099786i,-0.0007029-0.00055217i,-0.00050964+0.00047651i,-0.0005237+0.0010594i,0.00016055+0.0014033i,0.0010344+0.0013538i,0.0009403+0.00058981i,0.00066274+0.00030927i,0.0002393+0.00046278i,-0.00040047+0.00041188i,-9.6703e-05+0.00027796i
-0.00046486-0.0014499i,-0.0016398-0.0019315i,-0.003534-0.0012841i,-0.0041427-0.00022917i,-0.0026222+0.00094047i,-0.00034323+0.00045782i,0.00047463-0.0015576i,-0.00048011-0.0030521i,-0.0023685-0.0032023i,-0.0031154-0.002354i,-0.0017849-0.0017249i,-0.00023367-0.0015925i,0.00023076-0.00099156i,-0.0001683-6.7305e-05i,-0.00057767+0.00022485i,-0.00051193+0.00066927i,-0.00042116+0.0012629i,9.363e-05+0.0010729i,-9.3232e-05+0.00046585i,-0.0011708+0.00049662i,-0.0014776+0.00053777i,-0.00080102+0.00026295i,-0.00018662+0.00017604i
0.0012067+0.001163i,0.0011331+0.0015464i,0.0016802+0.0026202i,0.00023344+0.0034395i,-0.00090444+0.0039335i,-0.00035068+0.0035848i,0.00048145+0.00089002i,-0.00011252-0.0012539i,-0.0010066-0.0018672i,-0.0015201-0.00085351i,-0.0016416+0.00060663i,-0.00073399+0.00091031i,-0.00034763+0.0014628i,-0.00064638+0.0015186i,0.00032987+0.00056608i,0.00082709-0.00064187i,0.00059706-0.0009219i,0.00057758-0.00030054i,-6.6223e-05-0.0001015i,8.2479e-06+8.3909e-05i,0.00014174+0.00034767i,0.00035637+0.00059233i,0.00097632+0.00075524i
-0.0015395-0.00052363i,-0.0014157-0.0018753i,-0.00089167-0.001569i,-0.00024241-0.00043027i,0.0010457+0.0011645i,0.0032301+0.0016923i,0.003708+0.00012873i,0.0010833-0.0013314i,-0.0015371-0.0022049i,-0.0020275-0.001246i,-0.0014015+0.00087273i,-0.00046355+0.0016058i,-0.00062007+0.0012884i,-0.001217+0.0012179i,-0.00095618+0.0014037i,-0.00081672+0.00044438i,-0.0006669-0.00026135i,-0.0010308-5.059e-05i,-0.00066681+0.00021904i,0.00021779+0.0006614i,0.00054+0.00064507i,0.00075042+0.00070231i,0.0011907+0.00088382i
0.0015294+0.00036938i,0.0017232+8.071e-05i,0.0013121-0.00056946i,-0.00050474+9.7117e-05i,-0.0015001+0.0010261i,-0.00089205+0.00056759i,-0.0002117-0.00088076i,-0.0013518-0.002676i,-0.0018825-0.0027304i,-0.00091966-0.00099403i,-0.00050003+0.00014076i,-0.00059349+0.000596i,-0.00065841+0.0010408i,-0.00030657+0.001646i,-0.00036501+0.0011543i,-5.5408e-05+0.0006128i,0.00044267+0.00028415i,0.00054198-0.0010372i,0.00023233-0.0013558i,0.00015546-0.000496i,0.00060644+0.00038483i,4.3279e-06+0.0006246i,0.0001382+0.00032314i
-0.00091851+0.0003629i,-0.0017178+0.00082382i,-0.001988+0.00067071i,-0.0010208+0.00057079i,0.00021235+0.0014652i,0.0011294+0.00063772i,0.0018087-0.0022268i,0.00078102-0.0036757i,-0.0010092-0.003025i,-0.0011765-0.0018626i,-0.0007268-0.0015976i,-0.0013164-0.0015247i,-0.001605-0.0011515i,-0.0010904-0.0014054i,-0.00043949-0.00082597i,-0.0004804+0.00030793i,-0.00073412+0.00030848i,-0.0003345+9.0318e-05i,0.00069417+0.00046233i,0.00075215+0.00033661i,-0.00035808+0.00081513i,-0.00069086+0.00057705i,-0.00044917-0.0001711i
0.00030505-0.00011088i,-0.00092679-0.0012925i,-0.0026176-0.0013453i,-0.0039962-0.00021503i,-0.0037487+0.0016357i,-0.0017587+0.00096487i,-0.00062819-0.0017405i,-0.00067257-0.0026199i,-0.0010138-0.0025249i,-0.0018067-0.0026057i,-0.0025245-0.0023357i,-0.0023711-0.0012297i,-0.0019027-2.4479e-05i,-0.0012629+0.00036949i,-0.0007527+0.00090931i,-0.00013475+0.0013643i,0.00033573+0.00040922i,0.00057435-9.8056e-05i,0.00023361+0.0006942i,-7.9844e-05+0.00017369i,-0.00037276-0.00085403i,-0.00030308-0.00035903i,0.00010234+0.00015768i
0.00063325+0.002256i,0.00086735+0.0024615i,0.0017152+0.0027936i,0.0023217+0.0030137i,0.0017237+0.0032331i,0.00081993+0.003525i,0.0010503+0.0014425i,0.00085295-0.0012985i,-0.00057324-0.0019473i,-0.001724-0.0013391i,-0.0016539-0.00040026i,-0.00025864+0.00030187i,0.00075618-8.6077e-05i,-2.5595e-05+0.00019543i,-0.00067304+0.0011905i,-0.00043162+0.00086235i,-0.00089684+0.00029354i,-0.00062485-0.00021706i,8.9728e-05+0.00022423i,-0.00025277+0.00020223i,0.0001792+0.0001234i,0.0003011+0.00062715i,-0.00011847+0.000501i
-0.0010543-0.0014731i,-0.0014757-0.0032363i,-0.001839-0.0043749i,-0.0021528-0.0026213i,-0.0015968+0.0011059i,0.00088279+0.0027243i,0.0025091-1.2876e-05i,0.0014331-0.0032816i,-0.0010569-0.0031267i,-0.002494-0.0011083i,-0.0010594+0.00043453i,0.00078954+0.0011575i,0.0012603+0.0014965i,0.00091436+0.0014418i,0.00054599+0.0011931i,0.00041702+0.00040895i,0.00030244-0.00051199i,0.00016803-0.00064133i,0.00017124-0.00067739i,-0.00019587-0.00056691i,-0.00020589+0.00019109i,0.0004087+0.00034514i,0.00079349+0.0001871i
-0.00038438+0.0010422i,0.00073053+0.00017683i,0.0014728+0.00088516i,0.00069539+0.0006701i,0.00081103+0.0011449i,0.0020988+0.0014368i,0.0019672-0.0016754i,0.00023377-0.0041978i,-0.0013523-0.0030583i,-0.0016515-0.0012116i,-0.00078153-0.00038102i,0.00027916+0.00034378i,0.00076893+0.0011547i,0.0012228+0.00099345i,0.0016771+0.00098468i,0.001134+0.0013237i,-3.6694e-05+0.00080377i,-0.0002055-0.00055763i,1.8926e-05-0.00059655i,-0.00033434-0.00018831i,-0.00088457+4.6354e-05i,-0.00085328+0.00026319i,-0.00019391+9.032e-06i
1.2203e-05+0.0017459i,-0.0014462+0.0027581i,-0.003246+0.0027095i,-0.0042216+0.0028194i,-0.0035038+0.0020559i,-0.0011336+0.00014587i,0.00047658-0.002284i,0.00081824-0.0038666i,-0.00043061-0.0038066i,-0.001694-0.0030184i,-0.0013785-0.0017847i,-0.0010049-0.00023277i,-0.0013916+0.0013824i,-0.0013046+0.0019294i,-0.00068149+0.0017822i,0.0003579+0.0017301i,0.0011197+0.00073261i,0.00056688+7.6208e-05i,-0.00052575+0.00043612i,-0.00046015+0.00046764i,-0.00069856+0.00030216i,-0.0010496-0.00015659i,-0.0003919+0.00014031i
0.0008513-0.0020556i,0.00085246-0.0007994i,0.00087959+7.2181e-05i,0.00077115+0.0018504i,0.0012914+0.0042786i,0.0021776+0.0044332i,0.001692+0.0018814i,0.00042488-0.0015931i,-0.0010617-0.0031424i,-0.0024418-0.0019761i,-0.003223-0.00012443i,-0.0027969+0.00036242i,-0.0018606+2.9155e-05i,-0.00098561+9.4097e-05i,-0.00045739+0.00029372i,0.00053933+0.00056992i,0.00094921+0.00066575i,0.00072713+0.00067746i,0.001296+0.00051654i,0.0018104+0.00018372i,0.0017333-3.2444e-05i,0.00077979-0.00069858i,0.00030653-0.00052982i
0.00083699+0.00042657i,-0.00056576-0.00021488i,-0.0025107-0.0021005i,-0.003651-0.00268i,-0.0025473-0.0012991i,-0.00041997-0.00016952i,0.0011462-0.0013254i,0.0012403-0.003222i,0.00034556-0.0032944i,-0.00076598-0.0016171i,-0.0022604+0.00017893i,-0.0029552+0.00071047i,-0.0031411+0.00036041i,-0.0028043-0.00031511i,-0.00047332+6.9316e-05i,0.00094099+0.00056006i,0.00068791-0.00014059i,2.6544e-05+0.00016167i,-0.00039937+0.00042223i,0.00017778+0.00041799i,0.00059428-3.8451e-06i,0.00025851-9.6385e-05i,2.7742e-05-0.00017927i
-0.00071271+0.00052504i,-0.0010846-0.00044358i,-0.0012811-0.00047985i,-0.001974+0.00060107i,-0.0027339+0.0019317i,-0.0012007+0.0017834i,0.00072471-0.00074924i,0.00085947-0.0031755i,-0.00069265-0.0025435i,-0.00092765-0.00043124i,2.7898e-05+0.0008161i,0.00077697+0.0014602i,0.00028658+0.0018923i,-0.00038858+0.0018371i,0.0004216+0.0012253i,0.0012047+0.0001228i,0.0012283-0.00050428i,0.00039266-0.00055107i,-0.00015828-0.00039337i,-0.00057587+0.00020485i,-0.001212+0.00019569i,-0.0014321-0.00049969i,-0.00053814-0.00085038i
0.00017691+0.000521i,0.00016804+0.00017098i,0.00010777-0.0017228i,-0.0015179-0.0011762i,-0.0019921+0.0018932i,-0.00099763+0.0027734i,0.00014685+0.00019642i,9.4312e-05-0.0020755i,-0.0014271-0.0025377i,-0.0017115-0.0017565i,-4.3168e-05-0.00068706i,0.0018338+0.00019637i,0.0016803+0.0010047i,0.00057192+0.0016621i,0.00040368+0.0011392i,0.0006922+0.0001238i,0.00048168-0.00041091i,2.5727e-06-0.00067321i,-0.00066598-0.00072334i,-0.001088-0.00051309i,-0.00057708-0.00037656i,2.3562e-05-0.00046536i,0.0003084-0.00047542i
-0.0002783+0.00093117i,0.00062799+0.0009863i,0.00098674+0.0017801i,0.0010019+0.0022341i,0.0013475+0.0031455i,0.0023812+0.0024968i,0.0027253-0.00049798i,0.00072144-0.0025605i,-0.0015686-0.0027562i,-0.0019613-0.0024415i,-0.00088942-0.0020495i,0.00052915-0.0016121i,0.0010221-0.0008642i,0.00077034-0.00041523i,0.0011065-0.00033221i,0.00097679+0.00058561i,0.00025194+0.00068271i,-0.00027215+0.00098908i,-0.00074589+0.0015024i,-0.00077782+0.00080319i,-0.00051323+0.00039621i,0.00025704+0.00048411i,0.00060871+0.00044848i
-0.0014134+2.5228e-05i,-0.001401+0.0002749i,-0.0017849+0.0016188i,-0.001601+0.0024332i,0.00016081+0.0019925i,0.0028482+0.00056946i,0.0033243-0.0014208i,0.00064804-0.0026014i,-0.0020089-0.0026053i,-0.0026912-0.0023148i,-0.0023373-0.0011762i,-0.0019995-0.0001968i,-0.0016269+0.00026276i,-0.0010739+0.00025272i,-0.00073425+0.00037113i,-0.00045029+0.00050007i,-0.00015251+0.00026434i,0.00012635+0.00085232i,0.00066072+0.0013982i,0.00063832+0.00080269i,0.0008356-0.00015671i,0.0006591-0.00040242i,-0.00017406+0.00013099i
0.00043615-0.00022024i,-0.00036045-0.00085399i,-0.00067537-0.0013357i,-0.0010295+0.00064164i,-0.00088416+0.00244i,0.00083608+0.0019034i,0.0012729-0.00042254i,0.00022797-0.0026581i,-0.0010441-0.0018113i,-0.0023166-1.2143e-05i,-0.0026802+0.00045891i,-0.0020661+0.00058704i,-0.0018043+0.0012116i,-0.001497+0.0015353i,-9.7604e-05+0.0010547i,0.00083609+0.00060765i,0.00058922+0.0006945i,0.00078499+0.00045407i,0.0011985-4.6998e-05i,0.00064231+0.00015066i,0.00017261+0.00035737i,-0.00010672-3.9192e-05i,-0.00014306-0.00042499i
0.0013443-0.00012787i,0.0016759+0.00018653i,0.00066541-0.00052857i,-0.00064342+0.00064221i,-0.00034889+0.0031866i,0.00075759+0.0027178i,0.0015789-0.00073901i,0.0011702-0.0029655i,0.00044405-0.0026942i,-0.00018081-0.0006279i,-0.00073175+0.0012557i,-0.00070146+0.0014201i,-0.00086641+0.0011972i,-0.0015935+0.00099841i,-0.0011264+0.0010691i,0.00033953+0.0010485i,0.00086807+0.00052544i,0.00085245+6.5484e-05i,-0.00011536-0.00021999i,-0.00069684-0.00083768i,-0.00026164-0.0011116i,-0.000596-0.00041477i,-0.00086799+0.00043744i
0.00060391+0.00015316i,-0.00055528-0.0005595i,-0.0021788-0.0008302i,-0.0032143-0.00028131i,-0.0025675+0.0014372i,-0.00042187+0.0019671i,0.0010023-0.00098016i,0.00094884-0.0044443i,0.00023379-0.0045103i,-0.00078575-0.0026172i,0.00014423-0.00091961i,0.0018195-0.00021301i,0.0013266+0.00036095i,-0.00012496+0.0012897i,-0.00042138+0.001467i,-0.00069291+0.00092081i,-0.00073822-3.0517e-05i,-0.00056053-1.6295e-05i,-0.00047235+0.00011089i,-0.00087067-1.9099e-05i,-0.0013513+0.00018514i,-0.0011428+0.00050463i,-0.00065211+0.00073576i
0.0012463+0.0005356i,0.001053+0.00077175i,-0.00041485+0.00057234i,-0.0018067-8.1357e-06i,-0.0018595+0.001644i,-9.4094e-05+0.0026337i,0.00083531+2.3831e-05i,-0.00047723-0.0031179i,-0.0021062-0.0043727i,-0.0027715-0.0035347i,-0.0014415-0.0019722i,0.00041664-0.00033175i,0.00068717+0.00074246i,0.00030428+0.00097205i,0.00051364+0.00095632i,0.0004324+0.00051756i,0.00033573+0.00014596i,0.00041268+0.00059206i,-0.00024305+0.0017182i,-0.0010343+0.0023578i,-0.0011646+0.0015386i,-0.00059862+0.00040454i,8.1187e-05-0.0002899i
-0.00041926-0.00085356i,-0.00096986-0.0013349i,-0.0018075-0.0015744i,-0.0024146-0.00034849i,-0.0013111+0.00078655i,0.00051106+0.0012897i,3.4888e-05-0.00013681i,-0.001764-0.0022528i,-0.0033187-0.0036014i,-0.0041279-0.0035242i,-0.0039157-0.0020685i,-0.0031823-0.0015053i,-0.0017673-0.0015486i,-0.00036113-0.00045277i,0.00073856+0.00016652i,0.0013816-0.0003203i,0.0014714-0.00060338i,0.0015566+0.00024162i,0.00067611+0.00092163i,-0.00015454+0.0007626i,0.00046247+0.00051056i,0.0010378+0.00087545i,0.00076477+0.001539i
-0.0012845-0.0014819i,-0.00055576-0.0012035i,-0.00095078-0.0012403i,-0.00090018+0.00091835i,7.7535e-05+0.0042897i,0.0015543+0.0043198i,0.0023476+0.0011551i,0.00063267-0.000896i,-0.0025023-0.00060494i,-0.0045522+0.00078292i,-0.0038424+0.0018582i,-0.0027743+0.0021663i,-0.0028081+0.0014663i,-0.0027923-0.00014549i,-0.0011234-0.00043876i,0.00041379+0.00012619i,0.00079192+0.00037781i,0.00042805+0.00074853i,-0.00031254+0.00083757i,-0.00025298+0.0013662i,0.00062619+0.0011025i,0.0013175+0.00043298i,0.001431+0.00059559i
0.00097354-0.00022367i,0.00040728+2.5363e-05i,0.00038905-7.0201e-05i,-0.00027366+0.00071192i,-0.00021266+0.0018203i,0.0023628+0.0017914i,0.0036254-0.00041652i,0.0019823-0.002273i,0.00031074-0.0016423i,-0.00073046-0.00028355i,-0.0010863+0.0018723i,-0.0011149+0.0026875i,-0.0015326+0.0025444i,-0.0015932+0.0023586i,-0.00093907+0.0010307i,-0.00066325-0.00097082i,-0.00029668-0.0014463i,-0.00026361-0.00098587i,-0.00063669-0.0009595i,-0.00088636+5.9915e-05i,-0.0015069+1.3013e-05i,-0.0015643-0.0010794i,-0.0007745-0.00072918i
-0.00065241+0.0023017i,-0.00058131+0.00067054i,-0.0008142+0.0015279i,-0.0021022+0.0019767i,-0.0016241+0.0018494i,0.00073493+0.00077621i,0.002838-0.002992i,0.002943-0.0054254i,0.0025052-0.004178i,0.0026494-0.001794i,0.0029684-0.00022099i,0.0021117+0.0006153i,0.00079108+0.00064906i,0.0001344+0.00096846i,-0.00055329+0.0015358i,-0.00062037+0.00098734i,-0.00030392+0.00023727i,-0.00057826-0.00084992i,-0.00072218-0.0014983i,-0.00044081-0.0003688i,-0.00033056-0.00023565i,-0.00044223-0.0004366i,-0.00057602-0.00079555i
0.00042214+0.0010305i,-0.0013225+0.0012954i,-0.0022568+0.0010521i,-0.0034315+0.0011855i,-0.0035336+0.002914i,-0.0015994+0.0028661i,0.00015041-0.001001i,-0.0001002-0.0058966i,-0.00035073-0.0081516i,-0.00073565-0.0068564i,-0.00085135-0.0042515i,5.0948e-05-0.0022885i,0.00070081-0.00095852i,0.00049134+8.165e-05i,0.00044217+0.0013299i,0.00093593+0.0013787i,0.00071034+0.00062268i,0.00044239+0.00073503i,0.00026099+0.00099675i,-0.00012249+0.0013822i,-0.00014399+0.00073464i,0.00023677+0.00028034i,0.00016005+0.00040322i
0.00029616+0.0013335i,8.1544e-05-0.0010787i,0.00083191-0.00092383i,0.00098441+0.0015167i,0.0011553+0.0028313i,0.00094344+0.0029528i,-0.00055948+0.0015526i,-0.003007-0.0018724i,-0.0044657-0.0046093i,-0.004179-0.004656i,-0.0029723-0.0033898i,-0.0011808-0.0025993i,-0.00012055-0.0019779i,-3.5146e-05-0.00085075i,-0.00031151+0.00028309i,0.00014981+0.00076819i,0.00089043+0.00079575i,0.0009823+0.00047102i,0.00071757+0.00065025i,0.00063418+0.000926i,0.00039278+0.0011156i,0.00054281+0.00079068i,0.00072252+0.00065358i
0.00064065-0.0028011i,0.00095087-0.00016077i,-0.00089857-0.00096657i,-0.0018015-0.0016211i,-0.0011837+0.00079579i,0.0013163+0.0026149i,0.0027808+0.0022563i,0.00073103+0.00063721i,-0.0033668-0.00045771i,-0.0049866+6.4403e-05i,-0.003702+0.001552i,-0.0020661+0.0023603i,-0.00093808+0.0016378i,-0.00030227+0.00073601i,-0.00047796-0.00017464i,-0.00065867-0.00048129i,-0.00022771-0.0003544i,0.00013595+0.00025556i,0.00038819+0.00091437i,0.00074443+0.0012971i,0.00041572+0.0011352i,0.00010811+0.00033958i,0.00025835+9.7602e-05i
-0.00043693+0.0014376i,-0.00067353-0.00015775i,-0.00082696-0.001464i,-0.0012569-0.00086822i,-0.0012215-0.00057093i,0.0020142-0.001293i,0.0049935-0.0020155i,0.0034827-0.0015578i,0.0003509+0.00096368i,-0.00044287+0.0026636i,-0.00046248+0.0027435i,-0.0011449+0.0027461i,-0.0014655+0.0024637i,-0.0017451+0.001584i,-0.00097202+0.00013985i,0.0001925-0.001338i,0.00024483-0.0016468i,0.00016158-0.0013813i,-0.00077276-0.00091912i,-0.0011483-0.0010101i,-0.00098443-0.0011881i,-0.00047833-0.0001837i,0.0006185+0.000496i
0.0010364-0.00096575i,0.001475+0.00049054i,0.0011099+0.0026763i,-0.00052222+0.0041821i,-0.0011844+0.005429i,-5.4679e-05+0.0036061i,0.0012865-0.0002815i,0.0023638-0.0028341i,0.0033367-0.002633i,0.0033378-0.00086263i,0.0018642+0.0002042i,0.00021145+0.00044598i,-0.00035404+0.00048228i,-0.00068861+0.00061097i,-0.00055152+0.00044985i,-0.00028227+0.00017807i,-0.0003394-8.0038e-05i,-0.00084924-3.4586e-05i,-0.0010363+0.00041i,-0.00096609+0.00023755i,-0.00053997+0.0005253i,-0.00061243+0.00048668i,-0.00049593-0.00054398i
