-0.00079493+0.0018565i,-0.00030407+0.0007104i,-0.0014532-0.00025028i,-0.0027184-0.00098602i,-0.0023788-4.0294e-05i,-0.0020264+0.0010068i,-0.0016081+0.0010444i,-0.00036055+0.001478i,0.00014732+0.00066567i,0.00021752-0.0007023i,0.0002672-0.00083351i,-0.00022083-0.00078066i,-0.00045828-6.2657e-05i,-0.00031061+0.00019925i,0.00036918-1.4148e-05i,0.0010218-0.00019912i,0.00067712-0.00042443i,-0.00038068+9.259e-05i,-0.00012827-0.00024651i,0.00022163-0.000326i,-0.00057498+0.00044586i,-0.00099962+2.222e-05i,-0.000142-0.00043088i
-0.17867+0.087699i,-0.23123+0.17917i,-0.18564+0.19839i,-0.10826+0.12505i,-0.071261+0.056701i,-0.046719+0.03578i,-0.017795+0.018429i,-0.0069098+0.00059589i,-0.004869-0.0011784i,-0.0033896+0.0019944i,-0.0047271+0.003329i,-0.0072162+0.001746i,-0.013791+7.9424e-05i,-0.018484+0.0019526i,-0.016137+0.0040262i,-0.0082486+0.0053227i,0.00046183+0.0023335i,0.0017156-0.0038836i,-0.0043049-0.0038956i,-0.0096051+0.00010078i,-0.01196+9.7925e-05i,-0.013716-0.0015472i,-0.012509-0.0014023i
0.14839-0.10256i,0.20045-0.21496i,0.1603-0.24201i,0.095768-0.16508i,0.061848-0.090689i,0.028933-0.055659i,0.0018024-0.023671i,-4.482e-05-0.0015653i,-0.00093028+0.0010896i,-0.0030756+0.0030856i,0.0018144+0.003911i,0.0075969+0.00056691i,0.011456-0.0060291i,0.0090158-0.012528i,0.0039372-0.013574i,0.0025417-0.011924i,0.0039607-0.0099833i,0.0062851-0.012644i,0.0038555-0.021182i,-0.0003769-0.025643i,0.00064047-0.022314i,0.0035649-0.016805i,0.0029574-0.01021i
-0.1223+0.21097i,-0.11028+0.36974i,-0.038875+0.37149i,0.0054471+0.23744i,0.005084+0.12639i,0.008099+0.063417i,0.010976+0.013849i,0.0048013-0.010363i,0.00028456-0.012871i,-0.007205-0.0081925i,-0.013981-0.00093008i,-0.015526+0.0042791i,-0.014414+0.0086953i,-0.009282+0.011065i,-0.0015084+0.011679i,0.0065136+0.01402i,0.013525+0.011807i,0.018212+0.0060818i,0.021289+0.0029068i,0.020725+0.0025325i,0.015617+0.0033428i,0.0087076+0.0036133i,0.001558+0.0028421i
-0.067176-0.24838i,-0.14093-0.34958i,-0.16623-0.29776i,-0.10324-0.16192i,-0.032476-0.080829i,-0.0082833-0.0404i,0.0057138-0.0018053i,0.01847+0.013078i,0.015019+0.010668i,0.0090657+0.0067651i,0.0090121-0.0012307i,0.0090362-0.010117i,0.0073015-0.017342i,0.0032971-0.020037i,-0.0041965-0.01793i,-0.012853-0.010793i,-0.014596+0.001506i,-0.0065527+0.010571i,0.00090342+0.0089897i,0.001747+0.0029052i,0.002431-0.00033936i,0.0040322-0.0042992i,0.0037498-0.0085011i
0.12534+0.15716i,0.20325+0.23205i,0.20332+0.21446i,0.1228+0.14859i,0.055963+0.10556i,0.032414+0.063096i,0.0086956+0.022186i,-0.007291+0.0090246i,-0.0081937+0.0037185i,-0.0096555+0.0012681i,-0.0075045+0.0047306i,-0.0018519+0.0077608i,0.001764+0.0096057i,0.0051926+0.0088663i,0.0080111+0.0069166i,0.0083165+0.0035342i,0.0048037+0.0017782i,0.0029647+0.0067984i,0.0086957+0.011803i,0.013376+0.01212i,0.010324+0.013128i,0.0065727+0.014401i,0.0055853+0.01126i
-0.18544-0.16529i,-0.31207-0.20648i,-0.32201-0.15935i,-0.215-0.086437i,-0.11218-0.050144i,-0.055563-0.022517i,-0.014776+6.7103e-05i,0.0041449+0.0016977i,0.0050409+0.0013495i,0.0054972-9.769e-05i,0.0069108-0.0046028i,0.0063555-0.0088669i,0.0021682-0.0124i,-0.0038483-0.0096337i,-0.0085034-0.004867i,-0.011881-0.0016276i,-0.012751+0.0030564i,-0.01301+0.0089564i,-0.014053+0.01493i,-0.013942+0.01464i,-0.014178+0.0079093i,-0.013617+0.0010977i,-0.0089547-0.0018243i
0.29253+0.045452i,0.42542+0.0019447i,0.38295-0.038026i,0.22816-0.031073i,0.11259-0.0031222i,0.050509+0.0048735i,0.0071309+0.0026526i,-0.010417+0.0055556i,-0.012273+0.0038674i,-0.011544+0.0055722i,-0.0062543+0.014031i,0.0024967+0.019981i,0.011721+0.019376i,0.017673+0.011302i,0.018416-0.00059083i,0.014087-0.011535i,0.0033312-0.017382i,-0.0085621-0.014714i,-0.012474-0.0070494i,-0.0090323-0.0029358i,-0.0043375-0.0031645i,0.00071865-0.0024935i,0.0045192-0.00023288i
-0.21829+0.10823i,-0.31871+0.18474i,-0.28795+0.18265i,-0.17604+0.1052i,-0.099153+0.039103i,-0.05225+0.017396i,-0.0093063+0.0037418i,0.0095631-0.012794i,0.0098732-0.015033i,0.0051822-0.012902i,-0.0040825-0.011181i,-0.012862-0.0066184i,-0.018569-0.0013833i,-0.019362+0.0064841i,-0.013886+0.013318i,-0.0058587+0.015087i,-0.00030222+0.010529i,-0.0018394+0.0028885i,-0.0078859+0.0014417i,-0.010654+0.0029802i,-0.010378+0.00098772i,-0.011851-0.00033926i,-0.012094+0.0013815i
0.1498-0.14351i,0.23628-0.24856i,0.21772-0.25061i,0.14243-0.14856i,0.091353-0.062232i,0.047081-0.02384i,0.013233+0.0028025i,0.0038207+0.016085i,-0.0011104+0.0136i,-0.0038858+0.012532i,-0.0012772+0.011106i,0.0016667+0.0065921i,0.0027266+0.0010734i,0.0012731-0.0039642i,-0.00032394-0.0074021i,-0.00055128-0.0092832i,-0.00046929-0.009365i,-0.0011657-0.013315i,-0.0042067-0.018292i,-0.0055133-0.017555i,0.00029971-0.014076i,0.0059052-0.012389i,0.0048512-0.010323i
-0.1007+0.24489i,-0.12352+0.3725i,-0.090265+0.35436i,-0.047016+0.22204i,-0.033523+0.10925i,-0.024397+0.047425i,-0.011068+0.012417i,-0.0026114-0.0030967i,0.0018799-0.0090458i,-0.0013995-0.012306i,-0.0094742-0.013727i,-0.014717-0.012953i,-0.015593-0.0076242i,-0.013004+0.0006845i,-0.0068359+0.0079691i,0.001614+0.01052i,0.0077573+0.0056436i,0.0097451-0.0020271i,0.0084637-0.0056586i,0.0051752-0.003242i,0.002754+0.0022326i,0.00047771+0.0052326i,-0.00089494+0.003941i
-0.053152-0.26615i,-0.078478-0.37086i,-0.075069-0.3358i,-0.049394-0.20161i,-0.01722-0.098219i,-0.0070778-0.044152i,-0.0060267-0.0053098i,0.0018633+0.011557i,0.0045713+0.01246i,0.0068216+0.01084i,0.013644+0.0044888i,0.01697-0.0048049i,0.013036-0.013171i,0.0023304-0.018814i,-0.0095973-0.019407i,-0.015735-0.013074i,-0.012714-0.0029536i,-0.0024153+0.0028967i,0.0040868+0.00010953i,0.0033195-0.0049857i,0.0018027-0.0063645i,0.0011042-0.0080997i,0.00022804-0.0095575i
0.12915+0.18168i,0.19697+0.28431i,0.19193+0.27345i,0.11813+0.17542i,0.050412+0.093946i,0.019753+0.039463i,-0.0004404+0.00045966i,-0.013171-0.0097834i,-0.013128-0.010468i,-0.014917-0.0081216i,-0.015514+0.0010149i,-0.0081903+0.0084473i,0.0015209+0.010551i,0.010527+0.0066006i,0.015142+0.0013678i,0.014614-0.001183i,0.011718-0.0019276i,0.010057-0.00066371i,0.011018+0.00010327i,0.010651+0.00094197i,0.0082467+0.0028835i,0.0072876+0.0040849i,0.007328+0.0041974i
-0.1771-0.1463i,-0.29688-0.19309i,-0.28249-0.16125i,-0.16648-0.10067i,-0.069653-0.063579i,-0.021555-0.036988i,0.0036743-0.015542i,0.015897-0.0071779i,0.017845-0.0020224i,0.015366-0.00058881i,0.012639-0.0024634i,0.010025-0.0021828i,0.0061483-0.00094612i,0.00071677+0.00013381i,-0.0041442+0.0011551i,-0.0072027+0.0019344i,-0.005865+0.0044897i,-0.0017314+0.0082246i,0.0012743+0.010383i,0.0011648+0.0082512i,-0.0019146+0.003785i,-0.0041534-9.1035e-05i,-0.0041498-0.00011856i
0.24406+0.02447i,0.34618+0.032929i,0.3087+0.041814i,0.18784+0.038458i,0.095255+0.034684i,0.047037+0.024759i,0.020007+0.010769i,0.0031987+0.0048907i,-0.0069787+0.0018912i,-0.012735+0.0038838i,-0.013324+0.01042i,-0.0091656+0.013744i,-0.0010007+0.013309i,0.0079081+0.0079535i,0.013013-0.00090266i,0.010557-0.0067996i,0.0015476-0.0053118i,-0.0048176+0.00093955i,-0.004493+0.0052868i,-0.00069637+0.0061355i,0.0036818+0.0054146i,0.0067077+0.0040214i,0.0054724+0.001848i
-0.18324+0.089097i,-0.30697+0.10489i,-0.30719+0.09411i,-0.19026+0.066007i,-0.088666+0.033642i,-0.034861+0.019772i,0.00029319+0.014226i,0.017166+0.0036086i,0.018809-0.0035746i,0.013326-0.0092303i,0.0041505-0.013191i,-0.0042128-0.011192i,-0.010638-0.0035667i,-0.013607+0.0067069i,-0.012569+0.014489i,-0.0084883+0.015525i,-0.0033692+0.012638i,-0.0023794+0.0092857i,-0.0046138+0.0071552i,-0.0068499+0.0055557i,-0.0076457+0.0038934i,-0.0070557+0.0040978i,-0.0068381+0.0043703i
0.15601-0.13524i,0.24393-0.23125i,0.22003-0.22669i,0.12603-0.13514i,0.059508-0.055968i,0.01828-0.016877i,-0.0056314+0.0086815i,-0.0079925+0.021422i,-0.007702+0.020516i,-0.006185+0.019825i,-0.00014359+0.018466i,0.0028718+0.011811i,0.0010279+0.0018716i,-0.0022889-0.0063154i,-0.0032975-0.010813i,-0.0034482-0.01258i,-0.0065649-0.010258i,-0.011037-0.0049976i,-0.011727-0.00070814i,-0.0076379+0.00088984i,-0.0031891+0.00017438i,-0.0018064-0.0014629i,-0.0023865-0.0033605i
-0.066872+0.21709i,-0.085841+0.29423i,-0.085465+0.25075i,-0.062346+0.14626i,-0.04079+0.066086i,-0.028464+0.025481i,-0.017905+0.0089685i,-0.0086984-0.00086651i,-0.004082-0.0088783i,-0.0059536-0.012363i,-0.0095078-0.011742i,-0.010029-0.0087i,-0.0069432-0.0042712i,-0.0028399+0.00095791i,0.0012194+0.0054038i,0.0029725+0.0049583i,0.0020792-0.0011395i,-0.00068551-0.0074551i,-0.004337-0.0092627i,-0.0052775-0.0073614i,-0.0045531-0.0038629i,-0.0029482-0.00063449i,0.00012854-0.00055362i
-0.049593-0.17925i,-0.01488-0.26402i,0.017652-0.25696i,0.01535-0.16301i,0.0081051-0.075625i,0.0025796-0.033848i,-0.0068289-0.012022i,-0.0083031+0.003839i,-0.0067453+0.011825i,-0.0034395+0.015036i,0.0029587+0.012718i,0.0054337+0.0056804i,0.0016871-0.0028722i,-0.0045198-0.0096996i,-0.0095742-0.012238i,-0.0093885-0.010254i,-0.0050213-0.006435i,-0.0019321-0.0041777i,-0.0013996-0.0044192i,-0.00087711-0.0050561i,9.9538e-05-0.0057108i,-0.00091162-0.0063019i,-0.002245-0.004002i
0.071845+0.15364i,0.11883+0.27413i,0.12285+0.2705i,0.084648+0.16185i,0.044328+0.067814i,0.022259+0.017755i,0.0086842-0.0067469i,-0.0029341-0.014858i,-0.010621-0.017711i,-0.017484-0.015662i,-0.019143-0.0089666i,-0.01263-0.0039611i,-0.0021737-0.001209i,0.00778-0.00074135i,0.013434-0.00026945i,0.0144-0.00026255i,0.012084-0.0033973i,0.0086075-0.0092856i,0.0043753-0.0118i,0.00086684-0.0070157i,0.00085968-0.001781i,0.0023698-0.00035621i,0.0031919+0.00026553i
-0.17563-0.11747i,-0.25817-0.15044i,-0.22015-0.12633i,-0.12174-0.068055i,-0.051378-0.026691i,-0.014871-0.0071413i,0.0046113+3.3924e-05i,0.015334-0.0010211i,0.018931-0.0034661i,0.018888-0.0061935i,0.017088-0.0097029i,0.012104-0.010039i,0.0057135-0.0059806i,-0.00080039-0.0016543i,-0.0062189+0.0010818i,-0.0066547+0.0040977i,-0.0011749+0.0067403i,0.0060305+0.0060842i,0.0098298+0.0020336i,0.0080733-0.0012013i,0.0049558-0.0021566i,0.0022467-0.002197i,-0.00088807-0.00067635i
0.16509-0.023994i,0.21057+0.017233i,0.18172+0.05919i,0.11073+0.05418i,0.055526+0.03256i,0.028504+0.019162i,0.016387+0.009731i,0.0082555+0.0036721i,0.00076668+0.00014651i,-0.0055801+0.0011635i,-0.006675+0.0053746i,-0.0017932+0.0056364i,0.0045188+0.0020356i,0.0082965-0.0027324i,0.009983-0.0053431i,0.0070157-0.0039061i,0.001286-0.0002833i,-0.00061576+0.0033882i,0.00042648+0.0038461i,-0.00023968+0.0028575i,-0.0010487+0.0028914i,-0.00056395+0.0015979i,-0.0011216-0.00037493i
-0.10121+0.019116i,-0.2152-0.001435i,-0.2325-0.0077297i,-0.1488+0.0047611i,-0.06715+0.0095177i,-0.027854+0.011043i,-0.0072884+0.014779i,0.009447+0.012612i,0.019045+0.0058753i,0.018483-0.0024602i,0.01261-0.0060766i,0.0068669-0.0025585i,0.0020313+0.0054595i,-0.00073243+0.012765i,-0.0029334+0.013806i,-0.0042968+0.010396i,-0.0022911+0.0075527i,0.0016078+0.0059052i,0.0044472+0.0036885i,0.0039425+0.00037413i,0.001974-0.00088446i,0.0016876-0.00023714i,0.0013538-0.0002987i
0.15376-0.089753i,0.22338-0.15676i,0.19859-0.14326i,0.10919-0.085392i,0.040369-0.042435i,0.0066725-0.019097i,-0.0069461-0.0021304i,-0.0097311+0.011791i,-0.0088687+0.019876i,-0.0050043+0.022981i,-0.0011181+0.022469i,-0.00062687+0.016681i,-0.0032239+0.0070612i,-0.0043552-0.0012645i,-0.002438-0.0067971i,-0.0016107-0.0090428i,-0.0060519-0.0056868i,-0.010603+0.0014689i,-0.007672+0.007348i,-0.0021419+0.0084539i,0.00062303+0.0055341i,0.0014157+0.002279i,0.00030778-0.00039641i
-0.0079717+0.18214i,-0.034225+0.21073i,-0.059204+0.16203i,-0.041122+0.090029i,-0.010725+0.042929i,-0.00067317+0.017975i,-0.0033516+0.0056115i,-0.0061289-0.0016355i,-0.0075686-0.0063939i,-0.010267-0.0091541i,-0.012905-0.0086593i,-0.011777-0.0047713i,-0.0086023+0.00096556i,-0.0054781+0.0057774i,-0.0017985+0.0075055i,0.0014443+0.0042003i,0.0013013-0.0014135i,-0.0012827-0.0039893i,-0.003317-0.0035048i,-0.0037325-0.0025834i,-0.0028284-0.0013537i,-0.0009766-0.00050591i,0.0013834-0.00050177i
-0.037563-0.057271i,0.01716-0.11822i,0.053939-0.12788i,0.039285-0.081961i,0.014202-0.038707i,0.0028653-0.02076i,-0.0026542-0.012558i,-0.0054183-0.0042541i,-0.0058611+0.0036417i,-0.0021152+0.0098842i,0.0020805+0.0091177i,0.00033019+0.002201i,-0.0059805-0.0039683i,-0.011199-0.0065697i,-0.01105-0.0061516i,-0.0064783-0.0044076i,-0.0030205-0.0027472i,-0.0030269-0.0007275i,-0.0032444+0.0025016i,-0.0011398+0.0044459i,-5.5671e-06+0.0043145i,-0.00068965+0.0039873i,-0.0012172+0.004093i
-0.0026913+0.12108i,0.016814+0.20633i,0.017656+0.19696i,0.01568+0.11606i,0.016875+0.049354i,0.014605+0.0176i,0.011291+0.0029711i,0.0049312-0.0089385i,-0.0054331-0.017436i,-0.014132-0.016141i,-0.01579-0.0095538i,-0.010023-0.0051456i,-0.0012381-0.0046903i,0.0038898-0.0047973i,0.0050858-0.0025621i,0.0046961-0.00040034i,0.0025953-0.0021437i,-0.00081575-0.0059504i,-0.0058358-0.0067851i,-0.0082156-0.0044878i,-0.0061311-0.0022022i,-0.0039778-0.0013119i,-0.0026994-0.00083814i
-0.15308-0.084849i,-0.18291-0.11416i,-0.13578-0.10524i,-0.070109-0.05216i,-0.031139-0.0082756i,-0.012038+0.0054439i,-0.0002066+0.00608i,0.010527+0.0024278i,0.016099-0.0023367i,0.015679-0.0044553i,0.013485-0.0066741i,0.0097823-0.0078567i,0.0043616-0.0072539i,-0.0016742-0.0058752i,-0.0064548-0.0032527i,-0.0065556-0.00021369i,-0.0012699+0.0020519i,0.0045524+0.0015126i,0.0055537+6.3701e-05i,0.0043007-0.00079199i,0.0031161-0.0012024i,-0.00024509-0.00077972i,-0.0032686+0.00049526i
0.069713-0.054803i,0.095431-0.0054876i,0.085492+0.038151i,0.050101+0.031908i,0.024486+0.0092102i,0.012832+0.001661i,0.007437+0.0039573i,0.0055992+0.0047583i,0.0013625+0.0029277i,-0.0051189+0.0046675i,-0.0066448+0.0078413i,-0.0027884+0.0067996i,0.002899+0.0018005i,0.0069522-0.0042191i,0.0068035-0.0071222i,0.0029766-0.0053777i,-0.00074342-0.0024303i,-0.0019382-0.0023746i,-0.002804-0.0037215i,-0.004788-0.003874i,-0.0041077-0.0028895i,-0.0028722-0.0025965i,-0.0039993-0.0037064i
-0.039834-0.042936i,-0.10771-0.060939i,-0.1145-0.060209i,-0.071041-0.031249i,-0.035398-0.0012799i,-0.021128+0.0097704i,-0.013255+0.010721i,-0.0014052+0.0093033i,0.0080329+0.0030174i,0.0093537-0.005033i,0.0068693-0.0075661i,0.0037649-0.004481i,0.0012575+0.0011227i,0.00048174+0.0052322i,-4.8543e-05+0.0048037i,-0.0012567+0.0025725i,0.00010114+0.0013238i,0.0047544-0.0007748i,0.0082434-0.0037734i,0.0078361-0.0042181i,0.0067819-0.0027854i,0.00522-0.0028614i,0.0028246-0.0034015i
0.13323-0.064358i,0.16938-0.078116i,0.14928-0.045721i,0.083513-0.020266i,0.028661-0.017568i,0.0042424-0.015121i,-0.0032697-0.0078129i,-0.0054668+0.0022582i,-0.0053762+0.010699i,-0.0039867+0.014382i,-0.0013678+0.014i,0.0010096+0.0094439i,0.0019716+0.0035047i,0.0030932-0.00055571i,0.0044921-0.0036626i,0.0033088-0.0053998i,0.00043945-0.0027836i,-0.00058963+0.0022887i,0.000436+0.0046554i,0.00078694+0.0046241i,0.00053235+0.0033455i,0.00107+0.00024601i,0.00052851-0.0025352i
0.03398+0.10007i,-0.011051+0.10998i,-0.044042+0.081247i,-0.027403+0.04194i,-0.0025557+0.019459i,0.0023815+0.0086147i,-0.00026611+0.0022116i,-0.0025165-0.0026152i,-0.0046674-0.0068223i,-0.0082948-0.0091623i,-0.010653-0.0069951i,-0.0081518-0.0020169i,-0.0040564+0.0036235i,-0.00057924+0.0073789i,0.0015755+0.0066503i,0.0012669+0.0025232i,0.00029886-0.0013279i,0.0010283-0.0023886i,0.0029969-0.0021644i,0.0037045-0.0026041i,0.0034252-0.0020101i,0.0032385-0.00059536i,0.0043969-0.00017034i
0.011545+0.014788i,0.042009-0.030866i,0.052791-0.040115i,0.032454-0.02001i,0.0093355-0.011132i,-7.4227e-05-0.012298i,-6.1181e-05-0.0097378i,0.00070216-0.0031657i,0.00075641+0.0030547i,0.0028128+0.0057006i,0.0045875+0.004039i,0.0036155+0.0013067i,-0.00025037+0.00025573i,-0.0039759+0.00061086i,-0.0040215+0.0010853i,-0.0017886+0.00057006i,-0.0013372+0.0017578i,-0.0018474+0.0063747i,-0.0014729+0.010236i,-0.00096237+0.0097207i,-0.00066534+0.0074282i,-0.00034109+0.0054677i,-0.00045421+0.0042272i
-0.016492+0.10188i,-0.020208+0.12755i,-0.031194+0.10666i,-0.016624+0.059284i,0.0082901+0.023389i,0.015868+0.0096056i,0.012446+0.005567i,0.0063673-0.00018323i,-0.0024584-0.0058635i,-0.010121-0.0067908i,-0.012624-0.0033261i,-0.0096923+0.00074034i,-0.0062174+0.002288i,-0.0049838+0.0025777i,-0.0023436+0.0038881i,0.0010437+0.0033355i,0.0013867+0.00016127i,-0.0022491-0.0017468i,-0.0054675-0.0015725i,-0.0052197-0.0013342i,-0.0033115-0.0014112i,-0.0012895-0.00071432i,0.00013003+0.0007682i
-0.098272-0.018144i,-0.0847-0.053008i,-0.045432-0.065853i,-0.020481-0.033231i,-0.011623+0.00056801i,-0.0059026+0.0077152i,4.9287e-05+0.0049296i,0.0061028+0.0017615i,0.0090291-0.002139i,0.0095064-0.0043607i,0.0086423-0.0052243i,0.0043924-0.0054504i,-0.0024332-0.0056824i,-0.0076772-0.0050986i,-0.0097918-0.002933i,-0.0072036-0.0010193i,-0.0024769-0.00036998i,-0.00073037-0.00056151i,-0.0016792+0.00049769i,-0.0023687+0.0027286i,-0.0023588+0.0031723i,-0.0030008+0.0020134i,-0.0042767+0.0018547i
-0.0085145-0.021636i,0.019293+0.016875i,0.023239+0.038501i,0.0073964+0.026502i,0.0023799+0.0095702i,0.0048285+0.0064898i,0.0048405+0.0082031i,0.0025841+0.0063667i,-0.0011177+0.0036287i,-0.0042866+0.0043413i,-0.0042756+0.006251i,-0.0016893+0.0039469i,0.00082841-0.0013148i,0.0011897-0.0050925i,2.6095e-05-0.0049201i,-0.0015078-0.0018263i,-0.0025647-0.00026611i,-0.003955-0.0023343i,-0.006558-0.0052068i,-0.0080408-0.0059538i,-0.0066252-0.0050526i,-0.0042853-0.0040258i,-0.0036728-0.0028918i
-0.05371-0.05814i,-0.076692-0.0542i,-0.058062-0.045317i,-0.026547-0.022131i,-0.015258+0.0040439i,-0.013675+0.014492i,-0.0097194+0.013086i,-0.0019805+0.0076918i,0.0041023-0.00013127i,0.0043179-0.006133i,0.0031418-0.0070468i,0.0016077-0.0055282i,0.00026742-0.0045379i,0.00050813-0.0045852i,-0.00024988-0.0046264i,-0.0010561-0.0037127i,0.0014888-0.002311i,0.0046188-0.0033712i,0.0061146-0.0050929i,0.0064473-0.004702i,0.0051451-0.0033189i,0.0020495-0.0024262i,-0.0010371-0.0023887i
0.055847-0.060032i,0.071998-0.036651i,0.061689+0.0021005i,0.028508+0.010021i,0.0053961-0.0032749i,-0.0033289-0.0093876i,-0.0053086-0.0053361i,-0.0032705+0.0011432i,-0.0010059+0.0060825i,-0.00012199+0.0087912i,0.0011458+0.0084022i,0.0029527+0.0048231i,0.005658+0.00087117i,0.0078923-0.0019362i,0.0074464-0.0045378i,0.0037601-0.0042284i,-0.00018043-0.0012695i,-0.00081283+0.00051917i,0.00057943-0.00070029i,-0.00024232-0.0028153i,-0.0015221-0.0036489i,-0.00050655-0.0041412i,-0.00045138-0.0052689i
0.038802+0.006236i,-0.009718+0.0093204i,-0.035712+0.0071347i,-0.017111+0.0034423i,0.00092202+0.0011917i,0.00058138-0.00015802i,-0.0033509-0.00063577i,-0.0039013-0.00014075i,-0.0029135-0.0017886i,-0.0033711-0.0046523i,-0.0045445-0.0053971i,-0.0026184-0.0026677i,0.0011927+0.0020784i,0.0034951+0.0044257i,0.0034535+0.0035181i,0.0012286+0.0019443i,0.00022901+0.0014852i,0.0023931+0.0008885i,0.0053241-0.00032732i,0.0074717-0.00036929i,0.0075437+0.00020972i,0.0055253-0.00018858i,0.0037604-0.00054228i
0.058612+0.00022154i,0.063906-0.023682i,0.051234-0.022104i,0.025044-0.0080838i,0.0069958-0.0077988i,0.00051193-0.013726i,7.8684e-05-0.011032i,0.00094961-0.0041492i,0.0027993+6.3486e-05i,0.0053933+0.0011597i,0.0069819+0.00075402i,0.0062005+0.00097016i,0.0036011+0.0020369i,0.0025109+0.0030693i,0.0028547+0.002319i,0.0025404+3.4274e-05i,0.00073436+0.00012948i,-0.00040427+0.0029957i,-3.5016e-05+0.0057064i,0.00041797+0.0070986i,0.0011427+0.0059345i,0.0020774+0.0022488i,0.0025052-0.0010783i
0.025096+0.076808i,0.013562+0.068173i,-0.0092148+0.041911i,-0.006038+0.017148i,0.012833+0.0048512i,0.018941+0.0018305i,0.013342+0.00058457i,0.0056643-0.00080335i,-0.00054887-0.00047415i,-0.0037458+0.00082214i,-0.0046456+0.0024465i,-0.0038219+0.0039479i,-0.0036115+0.0056642i,-0.0045612+0.0069287i,-0.0037042+0.0063904i,-0.0015205+0.0039367i,-0.001119+0.00021446i,-0.0024505-0.0014009i,-0.0020636-0.00083933i,0.00012855-0.00067436i,0.0019029+0.00029406i,0.0027525+0.0023142i,0.0026999+0.0025613i
-0.022542+0.03563i,-0.0017239+0.0064124i,0.018438-0.010594i,0.019751+0.0010562i,0.010368+0.012679i,0.00581+0.0096727i,0.005848+0.0049512i,0.0068287+0.0025284i,0.0060343+0.00021543i,0.0040421+0.00013716i,0.0021013+0.0012827i,-0.00042813+0.0010039i,-0.003148-0.00026988i,-0.0044799-0.0016756i,-0.0041404-0.0024651i,-0.0019588-0.0018833i,0.00046607-0.00102i,0.0003151-0.00027063i,-0.0017562+0.0026621i,-0.0038874+0.0062937i,-0.0040205+0.0072804i,-0.0033777+0.0062029i,-0.0034153+0.0051154i
-0.03621+0.045937i,-0.0092529+0.06446i,-0.00019139+0.057361i,-0.0027663+0.033153i,0.0025065+0.016022i,0.0076844+0.0099032i,0.0072546+0.0088175i,0.0035021+0.0071297i,-0.0013022+0.0042979i,-0.0051259+0.0045192i,-0.006393+0.0053488i,-0.0058585+0.0036858i,-0.0047755+0.00097571i,-0.0035723-0.00015986i,-0.0019168+9.8751e-05i,0.00027961+0.00028129i,0.00094808+0.00013984i,-0.00054814-0.0017153i,-0.0031275-0.0041203i,-0.0043233-0.0051842i,-0.0041813-0.0043416i,-0.0035067-0.0028621i,-0.0020869-0.0015585i
-0.069508-0.01421i,-0.068713-0.013232i,-0.041313-0.0093936i,-0.01366+0.0030875i,-0.0060758+0.014456i,-0.0072892+0.015785i,-0.0050688+0.011005i,-0.00063541+0.0052658i,-4.7544e-05-0.00096179i,-0.0018686-0.0040654i,-0.0034715-0.0037228i,-0.0045651-0.0037583i,-0.0044561-0.0037514i,-0.0040757-0.0042521i,-0.0041586-0.0042628i,-0.0027909-0.0022215i,0.00064515-0.0013674i,0.0022042-0.0022386i,0.0010453-0.0021079i,7.6771e-05-0.00071452i,-0.00057819-0.00013791i,-0.0021462-0.00040961i,-0.003963-0.00060111i
-0.019452-0.046865i,-0.012369-0.02043i,-0.0076372+0.009554i,-0.012003+0.013566i,-0.012243+0.0025188i,-0.008161-0.0024921i,-0.004808+0.00097465i,-0.00016798+0.0038339i,0.0024973+0.0030086i,0.00094592+0.0013321i,0.0001139-0.00077501i,0.00064898-0.002768i,0.0016862-0.0037264i,0.0032692-0.0037381i,0.0037027-0.0025499i,0.0021666-0.00043813i,0.00099975+0.0023933i,0.0012237+0.0030093i,0.0008087-0.00015121i,-0.0018477-0.0030743i,-0.0034862-0.0040493i,-0.0033105-0.0047506i,-0.0024245-0.0048864i
-0.0027705-0.051043i,-0.029121-0.047976i,-0.039321-0.037266i,-0.02462-0.019951i,-0.01069-0.0055088i,-0.0090257+0.00039472i,-0.0079806+0.0022491i,-0.0035432+0.0026809i,-0.00081175+0.00013988i,-0.00047544-0.0019717i,-0.00061767-0.0017126i,0.00018621-0.0015782i,-0.00043201-0.0017964i,-0.0020444-0.0011165i,-0.002339-0.00028898i,-0.0025533-0.00060535i,-0.0028528+0.00022099i,-0.00080076+0.00072183i,0.0035196+0.00017725i,0.0063017+1.5868e-05i,0.0059345-0.00065548i,0.005117-0.0010955i,0.0040568-0.00060827i
0.057484-0.043818i,0.052171-0.049428i,0.033692-0.033349i,0.010405-0.016022i,-0.0032607-0.011734i,-0.0060297-0.011222i,-0.0063813-0.0071847i,-0.0031027-0.0024131i,0.0012044+0.00041694i,0.0022823+0.0013667i,0.002315+0.002201i,0.0034043+0.0016621i,0.0038692-0.00063124i,0.003787-0.0008488i,0.0030011-0.00041381i,0.0007151-0.001565i,-0.0013268-0.00057622i,-0.0015553+0.0019562i,-0.0010678+0.0036994i,-0.00079963+0.0033582i,-0.00015013+0.00095883i,0.00029066-0.00071526i,0.00017712-0.00070957i
