0.0030261+0.0010682i,0.0054778-0.001272i,0.0048496-0.0039023i,0.0010543-0.0039911i,-0.0023038-0.0020138i,-0.0024692+0.0015763i,-0.00055918+0.0036297i,-2.569e-05+0.0026824i,0.00065671+3.3642e-05i,0.0014623-0.0014021i,0.0012396-0.0014935i,0.00072605-0.0012337i,-9.277e-08-0.0005027i,-0.00035335-0.00060808i,0.00025454-0.00054343i,0.00087872-0.0002013i,0.00092409-0.00039024i,2.8177e-05+3.9188e-05i,-0.00044131+0.00036977i,-0.00045949-6.783e-05i,-0.00059489-0.000602i,-3.2845e-06-0.00030027i,0.000287-6.561e-05i
0.00093836+0.0030607i,0.0002581+0.0019174i,0.00093406+0.00066638i,0.0022093-0.00029654i,0.0023102-0.0012394i,0.0015597-0.0017862i,0.0015827-0.0017722i,0.00071612-0.00085437i,-0.00041396+0.00054359i,-0.00011264-0.00011618i,8.0917e-05-0.0014289i,-0.00051651-0.00075793i,-0.00029225-0.00047356i,6.2028e-05-0.00010799i,-5.2109e-05-5.8684e-06i,8.2918e-05-0.00064298i,-4.0032e-05-0.00037139i,0.00019418+0.0003007i,0.00043836+0.00044349i,0.00037731+7.5797e-05i,8.8248e-05-0.00014463i,6.9921e-05+0.00048186i,0.00019055+0.0012599i
0.0027442-0.0025427i,0.002366-0.0037539i,0.00074444-0.0032392i,-0.00068431-0.0016665i,-0.00091695-0.00097374i,-0.00038336-0.00070682i,0.00078919-0.00019696i,0.0015975-0.00012665i,0.00066534+0.00015124i,-0.00027493+0.00034644i,-0.00021757-0.00017838i,0.00035956-0.00073156i,0.00074649-9.412e-05i,0.00071404+0.00029662i,0.00042669-0.00010536i,-0.00037546-0.00046005i,-0.00054622-0.00066452i,0.00014932-0.00039718i,0.00049517+6.0932e-05i,0.00022911+0.00028774i,0.00041082+0.00015063i,0.00037018+0.0001686i,0.00048531-0.00019332i
0.001022+0.00063312i,0.0010246+0.0013503i,7.2563e-05+0.00048938i,-0.00015642-0.0014106i,1.4285e-05-0.0017226i,0.00087511-0.0013706i,0.0014457-0.0013132i,0.00097427-0.00038237i,0.00088158+0.00078852i,0.0015878+6.3463e-05i,0.0014127-0.0010236i,0.00042878-0.0011824i,0.0002943-0.00041488i,0.00043548+0.00021894i,0.00083457+0.00025438i,0.0011409+2.0805e-05i,0.0010603+8.2835e-05i,0.00081015+0.00029607i,0.00075814+0.00047651i,0.00067514+0.00059917i,-0.00017156-0.00026234i,-0.00010619-0.0008447i,0.00016937-1.2812e-05i
7.6563e-05+0.0018574i,0.0010612-0.00028051i,0.0016293-0.0014385i,0.0020352-0.00057008i,0.0021919+4.0229e-05i,0.0020708-0.0015978i,0.0018145-0.0018963i,0.00050404-0.00084041i,-3.9715e-05+0.00017013i,0.00035673+0.0013345i,0.00044248+0.0011691i,0.00056103+0.00022993i,0.00065734-8.3506e-05i,0.00045997-1.3676e-05i,0.00099569-0.00077763i,0.0015901-0.0012554i,0.0010439-0.0007565i,0.00034624-0.00074892i,0.00020003-0.00093521i,-4.1054e-05-0.00013576i,0.00012886+0.00067912i,0.00030208+0.00061555i,-0.00037634-0.00024251i
-0.00048741+0.00045379i,-0.00097075+0.00027849i,-0.00028623-0.00063626i,-5.4974e-05-0.00092127i,0.0004191-0.0013527i,0.00139-0.000922i,0.0018879-8.5037e-05i,0.00096041+0.00056379i,0.00023702+0.0013398i,0.0005474+0.00019936i,0.00054119-0.00096825i,-2.4849e-05-0.0004975i,-5.5833e-05+0.0003117i,3.0106e-05+0.00060861i,-0.00034899+0.00012673i,-0.00011335-0.00062237i,0.00030004-0.00048857i,0.00089824+0.00031845i,0.0010375+0.00058429i,-5.563e-05+0.00047062i,-0.00094233+0.00035136i,-0.00064746+0.0004804i,0.00012224+0.00013018i
0.0017537+0.0018562i,0.0011983+0.00077174i,0.0021742-0.00064178i,0.0024796-0.00067201i,0.0014377+0.00014199i,0.00090888+0.00044086i,0.0010522+0.00089945i,-3.392e-05+0.00056856i,-0.00057509+9.5715e-05i,0.00024912-0.00022801i,0.00052015-0.00097077i,0.00025949-0.0010888i,0.00027163-0.00067329i,0.00068637-0.00055451i,0.00031704-0.00036169i,0.00039081+4.7273e-05i,0.001278-0.00019167i,0.0013501-0.00067818i,0.0008953-0.00016066i,0.00087495+0.00067448i,0.00015755+0.0005224i,-0.00042464+0.00010116i,0.00018767-0.00015886i
-0.0030171-0.0023228i,-0.0029676-0.0032956i,-0.0035647-0.0018173i,-0.0016615+0.00025707i,0.0013602+0.00036366i,0.0027352-0.00051308i,0.0023181-0.00090228i,0.00070173-0.00031112i,-0.00040901+0.00046265i,-0.00013981+0.0016116i,0.00045837+0.001958i,0.00059613+0.00098002i,0.0013999-4.7206e-05i,0.0020293-0.0011347i,0.0018746-0.0012217i,0.00068545-0.00017116i,-0.00040577+0.00018815i,-0.00051349+0.00028839i,-0.00047643+0.00040988i,8.2246e-05-0.00021081i,0.00060586-0.00030516i,0.00045395+0.00064094i,0.00079303+0.00076065i
0.00092636+0.00019488i,0.00164-0.00055784i,0.0020264-0.00032633i,0.0015704-0.00053723i,0.00071854-0.00057635i,0.00084929-0.0012301i,0.0010592-0.0013606i,0.00036726-0.000752i,-3.3989e-05-0.00095375i,-0.00013025-0.0014461i,6.1791e-05-0.00086695i,0.00028179-0.0001158i,0.00049502+2.6818e-06i,0.00011503+0.00055316i,-9.6843e-05+0.0003019i,0.00044259-0.00033808i,0.00086823-0.00052135i,0.00035866-0.000185i,-0.00046887+0.00026301i,-0.00053888-6.8176e-05i,-0.0004673-0.00021395i,-0.00039951-6.4864e-05i,0.00070911-0.00047965i
0.00088086-0.0005366i,5.5163e-05-0.0013663i,-0.00050919-0.0015348i,-0.00016662-0.0010912i,0.00054705-0.00096722i,0.0018812-0.00086631i,0.0020553-0.00071536i,0.0011884-0.00055522i,0.00030612-0.00029868i,-0.00030265+0.00013895i,0.00014516-9.4027e-05i,0.00053172-0.00012761i,0.0003799+0.00013455i,0.0007276-0.00019257i,0.00018039+0.00011403i,-0.00031136-9.0168e-05i,0.00034255-0.0010128i,0.0001378-0.00090787i,-0.0004947-0.00057221i,-0.00027171-0.0009419i,-2.6076e-05-0.00073732i,0.00015905-0.00091876i,0.00057486-0.00061472i
0.0011643-0.0016608i,0.002435-0.0022022i,0.0017461-0.0024506i,0.0004929-0.0018612i,0.0006205-0.00095836i,0.0010117-0.0002431i,0.0011345-3.9715e-05i,0.0013527+0.0004108i,0.0012502+0.00033708i,0.0007763-0.00042288i,0.00020449-0.00069228i,-0.00014208-0.0002718i,2.7946e-05+0.00090869i,-0.0003457+0.0016639i,-0.0006693+0.00084698i,-9.8077e-06+7.1621e-06i,0.00040273-0.00042628i,0.00031903-0.00018678i,-4.0615e-05+0.00088758i,-4.4947e-05+3.4406e-05i,0.00058178-0.00024951i,0.0011216+0.00033777i,0.00066133+0.00046963i
-0.0015941-0.00099314i,-0.0013951-0.00036955i,-0.0012986-0.00048249i,-0.0009264-0.00056252i,0.00074125+0.00062384i,0.0022265+0.00050969i,0.0014486-0.00073843i,0.00070316-0.00086575i,0.0006872-0.00019767i,-0.00014726+0.00073126i,0.00038625+0.00080005i,0.0011289+0.00020633i,0.00071124-0.00048574i,0.00078732-0.0005345i,0.00051405+3.9663e-05i,0.00053573-1.3386e-05i,-4.9715e-05+0.00017326i,-0.00014854+0.00062846i,0.00081472+0.00016456i,0.0014214+0.00032383i,0.0015971+0.00018668i,0.0015303-7.0262e-05i,0.0007339+0.00047822i
-0.00019032-0.0019286i,-0.00030527-0.0021647i,-0.00016496-0.0017914i,0.00014717-0.00092946i,0.00063563+0.00017906i,0.0020844+0.00056794i,0.0024931+0.00020571i,0.0009913-2.1309e-05i,0.00019409+0.00027572i,2.4416e-05+0.00063959i,-0.00038672+0.00010181i,-7.74e-05-3.5548e-05i,0.00032903+0.00037185i,0.00032566+0.00021943i,0.00015601-0.00065226i,0.00031707-0.00057996i,0.00044554+0.00020502i,0.00034392+0.00065715i,-0.0002394+0.00051077i,-0.00016426-0.0003012i,2.7212e-05-0.00088435i,-0.00033485-0.00075303i,1.5573e-05-0.0005588i
-0.00033191+0.0019141i,8.9563e-05+0.00074698i,0.0001557-0.00028083i,0.00070923-0.00031641i,0.0010464-0.0012055i,0.0010103-0.0019656i,0.0009956-0.0019078i,0.00044471-0.00099337i,-4.4696e-05+0.00040034i,0.00033226+0.0007499i,0.00093738+0.00020952i,0.00039083-4.3578e-05i,-0.00016726-0.00065319i,0.00025259-0.00099289i,0.00038667-0.00088901i,3.3132e-05-0.00027391i,0.00013249-0.00012936i,0.00013123-0.00041776i,-0.00016461+0.00013844i,-0.001101-0.00018317i,-0.0016148-0.00082376i,-0.0011333-0.00013633i,-0.0003625+0.00049211i
2.0725e-05-0.0012809i,0.00048734-0.00073702i,0.00053499+0.00022016i,0.00044965+0.00086223i,0.00083698+0.00096517i,0.0012345+0.00011313i,0.0012643-0.00015388i,0.00029441-0.00027001i,-0.00037155-0.0004122i,-0.00018246-0.00032649i,-2.4022e-05-0.00045911i,-6.5685e-05-0.00063963i,0.00012513+6.9076e-05i,0.00055924+2.3532e-05i,0.00079893-0.00074353i,0.00023884-0.00014819i,-3.0931e-05+0.00043842i,0.00021792+0.00047493i,-0.00014639+0.00014003i,-0.00039728-0.0001288i,-0.00021869-4.9029e-06i,-0.00030543-0.00028897i,-0.00027823-0.00040993i
0.00013473+0.00076036i,0.00076764-0.00033866i,0.0016296-0.00084272i,0.0025296-0.0015695i,0.0033363-0.0018204i,0.0031258-0.0011602i,0.0018273-0.0011873i,0.0013058-0.0012552i,0.0015668-0.00035004i,0.0010565+0.00065285i,0.00041373+0.00056427i,2.0614e-05-0.00015561i,0.00023404-0.00049008i,0.00026379-0.00023409i,-0.00018071-0.00021054i,-0.00052799-6.8962e-05i,0.0002225+0.00042187i,-0.0001099+0.00022528i,-0.00080405+0.0003342i,0.0003263+0.00041037i,0.00073202+0.00020582i,0.00028831-0.00040913i,3.7688e-05-0.00095271i
-0.0010789+0.00051228i,-0.0010239+0.0012687i,-0.0013782+0.0013491i,-0.00054313+0.0007071i,0.00073376+0.00055821i,0.0012544+0.00082385i,0.0012807-6.1508e-05i,0.00034988-0.00092476i,-0.00035751-0.00052846i,-0.0004194+0.00014262i,-2.076e-05+0.00078818i,0.0003337+0.00098707i,0.00033966+0.00017301i,0.00073208-0.00050094i,0.0011264-0.00020775i,0.0010962-0.00026101i,0.00078686-0.00015932i,0.00015962+0.00047534i,-0.00035052+0.00082464i,-7.876e-05+0.00045318i,0.0002984+0.00057508i,0.00036337+0.00076898i,0.00022232-0.00013363i
-0.0014006-0.00085054i,-0.0012336-0.0018647i,-5.4492e-05-0.001229i,0.00087456-0.0012244i,0.0016341-0.0018123i,0.0023425-0.0022588i,0.002693-0.0016311i,0.0021069-0.00034719i,0.00028883+0.00065307i,0.0001769+0.00074534i,0.0015755+1.6278e-05i,0.00067799-0.00063257i,-0.00045829-0.0010196i,4.7111e-05-0.00075362i,0.00046694-4.5904e-05i,0.0003113+7.4993e-05i,0.00023669+0.00055713i,0.00045405+0.001013i,-0.00051441+0.0010205i,-0.00091807+0.0010951i,-0.00086922+0.00054792i,-0.00061255-0.00023705i,9.0144e-05-0.00070035i
0.00049831+0.00026531i,0.0013639-0.00022101i,0.0022915-0.0010116i,0.0015557-0.0014931i,0.00071598-0.00088527i,0.0014367-0.00075115i,0.0013216-0.00046517i,0.00041835-6.4586e-05i,0.00046813+2.5161e-05i,0.00067037-0.00054106i,0.00023536-0.00051048i,-0.00050895+6.5776e-05i,-0.00085237-0.00013968i,-0.0005815-0.00038872i,-0.00047069-0.00090784i,-4.6937e-06-0.00093672i,0.00053815-0.00024484i,0.00043746+0.0001535i,0.00011612+0.00057575i,1.1574e-06+0.00055084i,0.00018816+0.00067594i,-0.00024254+0.0010993i,-0.00013414+0.00062213i
0.0011983+0.00020183i,0.0008706-0.00016278i,0.00068928-0.0017348i,0.00077782-0.0029418i,0.0012196-0.0021461i,0.0018903-0.00043387i,0.0021552+0.00014592i,0.0010561-1.1637e-05i,2.3046e-06-2.9715e-05i,0.00030146+0.00016477i,0.0004001-0.00055393i,-9.6224e-05-0.0014786i,-0.00047144-0.0013861i,-3.0167e-05-0.001001i,0.00050433-0.00044372i,0.00027311-0.00049584i,-6.6716e-05-0.00021507i,-0.00034351+0.00053693i,-8.2196e-05+0.00064512i,0.0002898+0.00071561i,0.00032537+0.00079553i,-2.5988e-05+0.0007288i,-0.00023527+0.00040908i
-0.00051041+0.0028132i,0.00059588+0.0017475i,0.0017915+0.00022914i,0.0017851-0.001259i,0.0018708-0.0019736i,0.0011982-0.0023971i,0.00042838-0.0020126i,0.00074443-0.00011833i,0.001295+0.0011582i,0.0016421+0.00091866i,0.00078914+0.00019655i,5.0386e-05+0.00034141i,0.00057739+2.1156e-05i,0.00078626-0.00060443i,4.5882e-05-0.00036519i,-0.00040308+0.00014958i,-0.00044581+3.5407e-05i,-0.00046399-0.00050161i,-0.00027474+4.6358e-05i,-0.0002566+0.00076808i,-0.00041128+0.00044978i,-0.0007403-0.00014688i,-0.0007432-0.00034603i
0.0024769+0.00069097i,0.0016922+0.00042159i,0.0010104+0.00014157i,0.0012503-0.00070054i,0.0010509+1.854e-05i,0.00085294-4.192e-05i,0.0009117-0.00073232i,0.0010394-0.0004896i,0.0013778+0.00064275i,0.0012086+0.00086292i,0.0010659+0.00030028i,0.00017163+4.1839e-05i,-2.8738e-05-2.5212e-05i,0.00021959+0.00044026i,-0.00040512+0.00026639i,-0.00063916-0.00031184i,-0.00025212-0.0004286i,-8.8044e-05-0.00043088i,0.00056973-0.00040674i,0.00091659+0.00016334i,-0.00033169+0.0009086i,-0.00077038+0.0009653i,-0.0005482-4.765e-05i
0.0008732-0.0028321i,0.00030216-0.0033493i,0.0001747-0.0028273i,-0.00056733-0.0021241i,-0.00054477-0.0013389i,0.00044905-3.1918e-05i,0.00095924+6.9539e-05i,0.0011805+0.00019328i,0.0011234+0.00097584i,0.0009642+0.00087587i,0.00020987+0.00026669i,-9.0396e-05-0.00021859i,0.00068825-6.7807e-05i,0.0010987-0.00024192i,0.0009768-0.0010133i,3.7722e-06-0.00071717i,-0.0016992-4.1932e-05i,-0.0015413+1.6445e-05i,-8.0883e-05-3.0603e-05i,-0.00029259+0.00033363i,-0.00088421+0.00055383i,-0.00067069-0.00027859i,-0.00022473-0.0012714i
0.00053229+0.0013559i,0.0010812+0.0012113i,0.00054184+0.00041557i,0.00085184-0.00027239i,0.0027214-0.0010353i,0.0037705-0.0017296i,0.0031035-0.0016673i,0.0014293-0.00034186i,0.0010165+0.00026363i,0.00093413-8.4082e-05i,0.00030564-0.00021523i,-0.00044651-0.00019341i,-0.00052639-0.0002954i,-7.9994e-05-0.0004777i,0.00013827-0.00064825i,-0.00040025-0.0009152i,-0.00032531-0.00057809i,0.00044508+3.5908e-05i,0.00077662+0.00024976i,0.00030704-7.9384e-05i,-0.0003836-0.00069846i,-0.00065773-0.00078409i,3.0846e-05-0.00028203i
0.0016316+0.00077054i,0.00043034-0.00014042i,-0.00046012-0.0020666i,-0.00054613-0.0021627i,0.00010864-0.0012033i,0.0011055-0.0012351i,0.0013371-0.0013331i,0.0012178-0.00076655i,0.00067201+0.00011698i,0.00039016+0.00037917i,0.00085295-0.00031415i,0.001363-0.00061603i,0.0008165+0.00015285i,-4.6387e-05+0.00038994i,0.00010126-0.00077712i,0.00021409-0.0015991i,-9.397e-05-0.0010806i,0.00010308-0.00027466i,-0.00029719+0.00013981i,-0.00045704+0.00025938i,-1.3694e-07+0.00024414i,-8.4458e-05+0.00016596i,-5.2582e-05+0.00022727i
0.00026835-0.0010568i,-2.3653e-05-0.00046398i,-0.00028572+0.00069585i,0.00032319+0.00015226i,0.0014516+0.00016636i,0.0023411+0.0005567i,0.0035572+0.00018276i,0.0033049+0.00011266i,0.0013815+0.0001643i,0.00049501+0.00055678i,0.00032858+0.00087921i,0.00061859+0.00021411i,0.0007522-0.00023449i,0.00038491-0.00032806i,0.00024922-0.00010806i,-0.00015214-3.8699e-05i,-0.0002291-0.0002553i,-0.00025719-8.0168e-05i,-0.00037771+0.00019192i,-0.00055631-0.00011713i,-0.00075146+0.00038674i,-0.00055752+0.00053653i,-0.00087133-0.00012857i
-0.00047069-0.00086514i,-0.0013121-0.0012124i,-0.0016215+0.00024414i,-0.00019147+0.0016549i,0.00078427+0.0021768i,0.0010317+0.00082122i,0.0017126-0.00084894i,0.00089646-0.00059373i,-9.5018e-05+0.00032405i,0.00066479+0.00078129i,0.00066967+0.00040005i,0.00017552-0.0001854i,0.00014374-0.00039904i,0.00017355-0.00081244i,0.00050578-0.00089393i,7.0851e-05-0.00045749i,-0.00043316-0.00050865i,0.00017275-0.00055949i,0.00051338-0.00042475i,-0.00035875-0.00060265i,-0.00091903-0.00072645i,-0.00080031-0.00011862i,-0.0011146+3.5982e-06i
0.0010737-0.0025673i,0.00052231-0.0033087i,-0.00070909-0.0037695i,-0.0014191-0.002651i,-0.00099834-0.00035504i,0.00044723+0.00037222i,0.0018571-0.00010714i,0.0014764-0.00086595i,0.00025041-0.00078782i,-0.00062905-0.00039551i,-0.0010138-0.00052219i,-0.0011638-0.00037038i,-0.0002845-0.00032282i,0.00012582+0.00032808i,-0.00020443+0.00079536i,0.00036177+0.00017704i,0.00042762-0.00074063i,-0.00030502-0.00083513i,-0.00025137-0.00031521i,0.00024133-0.000123i,0.00039306+0.00038572i,-0.0002322+0.0010059i,-0.00074782+0.0004143i
0.0024469-0.00095971i,0.0012853-0.0010652i,-0.00050614-0.0012738i,-0.00054151-0.0011386i,-0.00027386-0.00036527i,0.00076122+0.00016117i,0.001708+0.00013321i,0.00099832-0.00035266i,3.5632e-05-0.00050692i,-0.00031543-0.00078563i,-0.00016681-0.00062161i,2.0718e-05+0.00026032i,0.00010078+0.00042403i,2.5449e-05-0.00013376i,0.00095335+0.00015278i,0.0010785+0.00047277i,0.00026245-0.00011292i,1.5899e-05-0.00052667i,4.8565e-05-0.00091032i,1.2403e-05-0.00097591i,-0.00045255-0.00047117i,-0.00019753+0.00018767i,0.00018427+0.0005984i
-0.0011558+0.00037554i,-0.00087992+0.00016504i,0.00013195+0.00059767i,0.0015687+0.00076719i,0.0021501+4.8548e-05i,0.0024559+3.4388e-05i,0.0022308-0.00034143i,0.0010539-0.00010672i,0.00065566+0.00028608i,0.00092153-0.00029961i,0.0001014-0.0006071i,-0.00044362-1.061e-06i,-0.00015574+0.00011275i,0.00016367-0.00029161i,4.6538e-06-0.00057486i,-0.00029776+3.1093e-05i,-0.00023024+7.5821e-05i,0.00035805+1.4198e-05i,0.0005316+0.00018894i,0.00072763+0.00027866i,0.00076121+0.00070807i,0.00019439+0.00089273i,0.00011937+0.00059384i
-0.0010007-0.00085637i,-0.00059712-0.0014889i,-0.0012892-0.00065803i,-0.0016854-0.0010433i,-2.3972e-05-0.00068731i,0.0021417-0.00029058i,0.0020185-0.001166i,0.00098958-0.00060771i,5.0945e-06+3.8482e-05i,-0.00028721+9.3433e-06i,0.00022223-0.00047128i,0.00054732-0.00054006i,0.00024452-0.00012657i,0.00015461-0.00041546i,2.8964e-05-0.00034136i,0.00027332-0.00043381i,0.00038353-0.00072387i,-0.00014691-8.5692e-05i,1.0004e-05+0.00041194i,0.0005396+0.00045788i,-0.00015585+0.00026779i,-0.00081784+0.00062249i,-0.00023403+0.0007964i
0.0014057-2.0506e-05i,-0.00023493+0.00023905i,-0.00053584+0.00016303i,-0.00094757-0.00053848i,-0.00095317-0.00024677i,0.00049173+0.00055426i,0.0022105+0.0004481i,0.0016286+0.00040092i,0.0011375+0.00067997i,0.0012173+0.00056642i,0.00043696+0.00014698i,2.7745e-05-0.00011968i,-0.00033501-9.9773e-05i,-0.00070152-6.7284e-05i,-0.00057819-0.00021491i,-3.4516e-05-0.00027654i,0.00066808+0.00020783i,0.0006759+0.00092899i,3.9503e-05+0.00099175i,0.0002174+0.00025268i,0.00075869+0.00023693i,2.4476e-06+0.0007302i,-2.6914e-05+0.00032077i
0.00034533-0.0022599i,-0.00015509-0.0033597i,0.00011189-0.0035771i,0.00033436-0.0021629i,0.00075336-0.0011596i,0.0023051-0.00075726i,0.0029202-0.00055128i,0.0020412+0.0002515i,0.00051528+0.0006423i,0.00031216-0.00040645i,0.00037321-0.00070327i,0.00029539+3.7517e-05i,0.00054441+2.5743e-05i,0.00054463-0.00015147i,0.00033583+8.5352e-05i,-0.000237-0.00011814i,-0.00027938-0.00051899i,0.00013169-0.00027303i,0.00059987-5.6466e-05i,0.0005372-0.00011944i,-0.00032798+9.215e-06i,-0.0011462-0.00022321i,-0.00085024-0.00021123i
-0.00077677-0.00058483i,-0.00027577+0.00040729i,1.837e-05+0.00010685i,0.00033243-9.366e-05i,0.00032638+0.00037409i,0.0015731+0.00078214i,0.002288+0.00064467i,0.0014749-0.00043432i,0.00068713-0.00032002i,0.00017738+0.0006528i,3.2769e-05+3.0029e-05i,0.00043974-0.0010475i,0.0011041-0.0010191i,0.00071128-0.001356i,0.00012852-0.001653i,-0.00037481-0.0011189i,-0.00079929-0.00076175i,-0.00095323-0.00031181i,-0.00048338-0.00033567i,0.00014374-0.0004372i,-5.2056e-05+0.00022788i,-5.7406e-05+0.00083551i,-0.00018469+0.00043934i
0.00055376-0.00070022i,0.00083658-0.00094196i,0.00073269-0.00086858i,0.001248-0.00040364i,0.0021619-0.00060641i,0.0021382-0.00063764i,0.001431-0.0010139i,0.00060364-0.00047367i,0.0001918+0.00057594i,0.00055768+0.0002257i,0.00072136-0.00072091i,0.0009283-0.00082995i,0.0010571-0.00012087i,0.00054547+7.247e-05i,0.00055931-8.6191e-05i,0.00060179+6.6338e-05i,0.00092775-0.00038271i,0.0014065-0.00029064i,0.0015491+0.00022569i,0.0010004+0.00082857i,0.00017967+0.0008074i,-0.00043116+0.00029059i,4.8647e-06+6.8089e-05i
0.00095515-0.0014852i,0.0011036-0.0019696i,0.00017703-0.0028652i,-0.00088067-0.0013453i,-0.001528-0.00013291i,-0.0003174+0.00021301i,0.0015578+0.0014205i,0.0018548+0.001558i,0.0008833+0.0011679i,-0.00011285+0.00042442i,-0.00054403-0.0006688i,-0.0011527-0.00047498i,-0.0008701+7.2292e-05i,-0.00074153-3.4963e-05i,-0.000289-0.00042759i,-0.00038203-0.0002051i,-0.00042277-0.00018352i,0.0002929-0.0002169i,0.00067538+0.00030711i,0.00067705+0.00018821i,7.1324e-05+2.6198e-05i,-0.00063274+3.3692e-05i,-0.00072704-0.00021627i
0.0007679+0.00045554i,0.00075257+0.0005387i,0.00051317-0.00039546i,0.00020672-0.00037178i,0.00025308-5.1554e-06i,0.0011297+0.00018667i,0.0012069-0.0001001i,0.00062833+0.00014364i,0.00053624+7.1957e-05i,0.00050943-0.0005281i,0.00047419-0.0012992i,0.00072326-0.00063493i,0.00092026+0.00052417i,0.00087974-0.00011043i,0.00030106-0.00093446i,-1.9141e-05-0.0011377i,-8.5839e-06-0.0007532i,-1.3413e-05-0.00040609i,0.00027098-0.00019497i,1.0001e-05+0.0002308i,-0.00042891-0.00020488i,-0.0005392-0.00052559i,-0.00011621-7.7048e-05i
0.00042491-0.0010879i,0.00026355-0.0014584i,0.00070447-0.0020755i,0.0014231-0.0022451i,0.001571-0.0016143i,0.0016227-0.00056599i,0.0012666+0.00085236i,0.0007388+0.0011214i,0.00097219+0.00020541i,0.001338-0.0003979i,0.0010927-2.8968e-05i,0.00077853+0.00079932i,1.2132e-05+0.00092705i,-0.00037662+0.00020269i,6.381e-05-0.00051233i,-1.7915e-05-0.00028141i,-0.00015579+0.00012919i,5.7722e-05-8.0751e-05i,0.00044145-2.7e-05i,0.00016948+0.00011356i,2.9271e-07-0.00011332i,0.00044007-0.00031045i,0.00026563+0.00014353i
0.00049462+0.0022345i,0.00063895+0.0014048i,0.00079078+0.00042362i,0.0015564-0.00059351i,0.0011567-0.0010229i,0.0010104-0.0010591i,0.0013608+0.00014064i,0.00081156+0.0008801i,0.00053455+0.00020346i,0.00064878-1.2562e-05i,0.0011204+8.2727e-05i,0.00051394+0.00039151i,-0.0003769+0.00010247i,-0.00082085+3.2473e-05i,-0.001022-0.0001237i,-0.00010759-0.00023568i,0.00052273-0.00012075i,0.00050221+3.4162e-05i,0.00028083+3.9095e-05i,0.00020135+0.00036294i,-9.3473e-05+0.0007935i,-0.00077696+5.6083e-05i,-0.00035273-0.0008706i
-0.001336+0.0020073i,-0.0015287+0.0022295i,1.821e-05+0.0023037i,0.00197+0.0016566i,0.0034871+0.00050707i,0.00389-0.00028118i,0.0025435-0.0006737i,0.00077123-0.00028318i,0.00051731-0.00014248i,0.00094663+4.511e-05i,0.0007022+0.00018041i,0.00068986+0.00021346i,0.00060259+0.00018127i,0.00027468-0.0009856i,0.00039745-0.00082784i,0.00017348+0.00031122i,-4.5402e-05+0.00046835i,-0.00028576+0.00024729i,-0.00046323-0.00017097i,0.00037417-0.00021327i,1.3208e-05+2.6197e-05i,-0.00072774-0.00032731i,-2.1112e-05+0.00020779i
-0.0010519+0.00054033i,0.00030696+2.7594e-06i,0.0013478-0.00064608i,0.00099069-0.00098302i,0.00089256-0.0006981i,0.0016322-0.00070048i,0.0025077-3.2678e-05i,0.0016544+0.00042405i,0.00056576+0.00050702i,0.00018206+0.00052348i,0.00016829+0.00044261i,0.00024481+9.3959e-05i,-0.00036325-0.00073207i,6.3226e-06-0.0014943i,0.00070547-0.0020876i,0.00052089-0.0022059i,0.00013264-0.0016558i,0.0003641-0.00023856i,0.00054679+0.00027064i,0.00021993-0.00063885i,0.00041566-0.00068957i,-7.415e-05-0.00092667i,-0.00017966-0.00099929i
-0.0014576+0.002169i,-0.0017296+0.0026719i,-0.00021506+0.0030732i,0.001413+0.0011797i,0.0024539-0.0010988i,0.0026419-0.0024269i,0.0014832-0.001718i,0.00097027-0.00099178i,0.0012577+0.00043337i,0.0011871+0.00073692i,0.00050823-2.5204e-05i,9.0294e-05+1.6585e-05i,-0.00052164-0.00028419i,-0.0010655-0.0013501i,8.0752e-05-0.0016137i,0.00063092-0.00076618i,0.00044486-0.00039837i,0.00033001-0.00024352i,-0.00030708+0.00079933i,-0.00052929+0.0011071i,-6.3997e-05+5.3553e-05i,0.00012144-0.00084358i,-0.00055119-0.00063404i
0.00055673+0.00075567i,0.0015515-0.00058211i,0.0018849-0.0020334i,0.0014168-0.0025052i,0.00076643-0.001932i,0.0016196-0.0013204i,0.0024012-0.0011429i,0.0016874-0.00098853i,0.0010188-0.00015445i,0.0010271-0.000704i,0.001152-0.0010809i,0.00037139+0.00025282i,-0.00025269+0.0008373i,0.00034666-0.00016251i,0.0005981-0.00068326i,-0.00018276-0.00048217i,-0.00019094-7.321e-05i,0.00034304+0.00010454i,0.00062915+0.00029699i,-6.0274e-05+0.00023771i,-0.0010787-0.00025648i,-0.00081133+6.6435e-05i,-4.4114e-05+0.00019716i
0.0018775-0.00037475i,0.0011657-0.00011088i,0.001392-9.6894e-05i,0.0013838+0.00019679i,0.0012091+0.0010533i,0.0015313+0.0011635i,0.0010174+0.00050438i,0.00058255+0.00061259i,0.00059115+0.00057418i,0.00071559+5.3722e-05i,0.00088309-0.00011058i,5.3518e-06-0.00023722i,-0.00056662-5.3556e-05i,-0.00023531+0.00077183i,-5.4168e-05-0.00021698i,0.00010152-0.0014169i,0.00060228-0.00094363i,0.00031417-0.00025729i,-0.00022625-0.00047628i,3.7609e-05-0.0001608i,0.00012327+0.00056484i,-0.00039107+6.9029e-06i,-0.00090459-0.00047701i
