-0.0014521+0.0016945i,-0.0021766+0.0019562i,-0.0026755+0.0022569i,-0.0018445+0.0018508i,-0.0016772+0.0020262i,-0.0014439+0.0017169i,-0.00029442+0.0013429i,0.00090941+0.0015984i,0.001545+0.00058647i,0.0020451-0.00066982i,0.0013489-0.00061539i,0.00044215-0.00076814i,0.00038387-0.00087332i,0.0007433-0.00096372i,0.0004302-0.00083214i,-0.00013175-0.00071616i,-0.00010877-0.0011699i,-5.0464e-05-0.00086921i,0.00019555-0.00065742i,0.00022778-0.0013438i,5.6328e-05-0.0011101i,7.2285e-05+0.00018374i,-0.00030294+0.00035025i
-0.0010867-0.00038723i,-0.00073637-0.00029649i,-0.00063639-0.00013151i,-0.00017695+0.0013554i,-0.00010001+0.002865i,0.00068213+0.0020475i,0.0011192+0.00087231i,0.00040901+0.00043436i,-0.00012723+0.00024374i,0.00030735-0.000516i,0.00103-0.0010976i,0.0015001-0.00090286i,0.00078517-0.00027349i,-0.00032257-0.00049462i,-0.00029586-0.00078734i,0.00020291-0.00018533i,-8.2038e-05+0.00072114i,-0.00056766+0.001041i,-0.00050647+0.00049628i,0.00015116+0.00046514i,5.2755e-05+3.7082e-05i,-0.00066419-0.00016287i,-0.00085126+0.0001508i
0.00059157+0.0014046i,0.0015697+0.00079949i,0.0027033+0.00029105i,0.0024762-0.00030797i,0.0018415-0.00073198i,0.00012448-0.00147i,-0.0011851-0.0014931i,-0.00093745-0.00030233i,-0.00064659-0.00015954i,-0.00050992-0.0011416i,0.00011183-0.0010381i,0.00015542-0.00078218i,-0.00030481-0.00072022i,-0.00052622-0.00030966i,-0.00030635-0.00025254i,4.8863e-05+0.00016118i,0.00018829+0.00028294i,0.00024146+0.00019267i,-6.3878e-05+0.00025474i,-0.00043873-6.7235e-05i,-0.00050075+0.00020453i,-0.00049251+0.00089495i,-0.00049325+0.00087862i
0.00015953+0.00048762i,0.00024136+0.00071072i,0.00062222+3.3057e-05i,-0.00060108+0.00024847i,-0.0020028-2.502e-05i,-0.0012777-0.00075577i,3.114e-05-0.00097005i,0.00063737-0.00044863i,0.0011262+0.00049259i,0.0014948+0.00018029i,0.0014282-0.00025211i,0.00093673+0.00027677i,0.00082004+0.00043146i,0.00081299+0.00081579i,0.00010772+0.00090734i,-0.00046049+0.0003381i,-0.0004376+9.2367e-05i,-0.00073658+0.00012026i,-0.00068853-0.0010476i,-0.00033488-0.00097885i,-8.7199e-05+0.00025117i,9.7558e-05-0.00019298i,-0.00021538-4.504e-05i
1.9675e-06-0.00012759i,8.7323e-05+8.1104e-05i,0.00078745-0.00055329i,0.0014022-0.00015872i,0.0011611+0.00081305i,0.0010121+0.0010698i,0.00088241+0.00025582i,0.00021251-0.00030815i,0.0003132-0.00012678i,0.00066333-0.001064i,0.00042035-0.000942i,0.00012369-0.0002582i,-0.00018376-0.00058377i,0.00023539-0.00077011i,0.00041968-0.00030987i,0.00030029-0.00033168i,0.00062175-0.00099296i,0.00081943-0.0013104i,6.4249e-06-0.00091821i,-0.0001836-3.999e-05i,0.00030869-0.00017872i,0.00030185-0.0010065i,-0.00013023-0.00085382i
0.0024343-0.00073351i,0.0021312-0.0013319i,0.0017455-0.0011235i,0.0012071-0.00085907i,0.0002588-0.00044434i,0.00022656+0.00047956i,0.000478+0.00050094i,0.00014519-0.00038367i,0.00049514-0.0012471i,0.00060615-0.0014165i,0.00021567-0.00054066i,-5.3714e-05+1.5564e-05i,-0.00019474-6.637e-05i,-0.0004518+9.942e-05i,-0.00048995+0.00054585i,-0.00089063-0.00012396i,-0.00038715-0.00072665i,0.00078305-0.00056049i,0.00082239-9.1473e-05i,0.00026197-0.00019894i,-0.00026574-0.0003085i,-0.00023144+0.00011673i,-0.00028832-0.00028828i
1.1966e-05+0.0029729i,0.00054366+0.0031342i,0.0026766+0.0035925i,0.0035327+0.0033949i,0.0024565+0.0008758i,0.0016236-0.00043917i,0.00060441-1.8741e-05i,-0.00016099+8.2309e-06i,-6.6152e-06-0.00064723i,0.00077799-0.0010316i,0.00047133-0.0010651i,-0.00016624-0.0010952i,-0.00066809-0.0010231i,-0.00073901-0.00057041i,-0.00022082+0.00013464i,-7.9046e-05+0.00055966i,1.0221e-05+0.00016214i,0.00060166-0.00012334i,0.00037296-5.7095e-05i,-0.00029727+0.00041876i,7.9009e-06+7.301e-06i,0.0001117-0.00065911i,-0.0003077+0.00010519i
-0.00057395-0.0026752i,-0.00021437-0.0025818i,-0.00045734-0.0018266i,-0.0011584-0.00086542i,-0.0014309+8.0327e-06i,-0.00020273-1.774e-05i,7.1538e-05-0.00023498i,-0.00019298+2.8593e-07i,0.00054335-0.00019926i,0.001098-0.00080949i,0.00028419-0.00052807i,-0.00044215+0.00012378i,0.00010875+0.00030645i,4.7234e-05+0.00022877i,-0.00051225-1.873e-05i,-7.1221e-05-0.00022833i,0.00063503+0.0002618i,0.00073468+0.0005283i,0.00068158+0.00028056i,0.00021507-3.1232e-05i,0.00053881-0.00025841i,0.00094917-0.00067953i,0.00058027-0.0008237i
-0.002004+0.0010753i,-0.0013553+0.0023243i,-0.00078734+0.0019816i,-0.00033764+0.0024031i,0.00032666+0.0022471i,0.0010157+0.00092693i,0.00052472-7.5144e-05i,-0.0001247-0.00029481i,-0.00049483+0.00023018i,-0.00060928+0.00089087i,-0.00030244+0.00086801i,0.00082961+7.1792e-05i,0.0013224-0.00025927i,0.00094271-0.00075239i,0.00054148-0.00057564i,3.5071e-05-4.8839e-05i,-0.0003199-0.00038336i,-0.00028637-0.00057588i,0.00039105-0.00030766i,0.0007571+1.3213e-05i,0.00034924-0.00024536i,-0.0004258-0.00039724i,-0.00072553+0.00034348i
0.00014113-0.00087906i,0.00097353-0.0012199i,0.00034273-0.0017955i,-0.00085282-0.0013088i,-0.0001067-0.00020534i,0.0012827-0.00018741i,0.001139-0.00073666i,0.00077212-0.00064442i,0.00071469-0.00062813i,0.00025336-0.00036544i,-0.00027017-0.00044753i,0.00046416-0.00048825i,0.0012631-0.00039395i,0.0012661-0.00037478i,0.00090504+0.00021393i,0.00026047+0.00078289i,0.00014707+0.00061882i,-0.00023118+0.00029972i,-0.00035291-0.0001029i,-0.00030923-0.00024817i,4.7733e-05-7.0358e-05i,0.00054098-0.00011667i,0.000622-0.00060405i
0.0012336+0.00034746i,0.00051465+0.00095127i,-9.7414e-05+0.0011778i,-0.0015021+0.0012489i,-0.0020687+0.00049081i,-0.0013271-8.1908e-05i,-0.00089962-0.00040343i,-0.00067375-0.00011721i,-8.8333e-05+0.00074063i,0.0002288+0.00066522i,-2.7411e-07+0.00050506i,0.00027301+0.00015836i,0.0010057+0.00034184i,0.00088174+0.00066321i,-0.00026261+0.00032246i,-0.0007298-5.845e-05i,-0.00045981-0.00051726i,-0.00019241-0.0011403i,-0.00042998-0.00014011i,-9.9971e-05+0.00068285i,0.0002608+0.00018769i,0.0004143+4.8574e-05i,0.00019072+0.00079837i
-0.003292-0.0015583i,-0.0015818+0.00010106i,-0.0014196+0.0017397i,-0.0012349+0.0020194i,-0.00013718+0.0016545i,0.00054765+0.00057343i,0.000446+0.00054393i,-2.8045e-05+0.00091095i,-0.00046123+0.00062504i,-0.00062218-9.687e-05i,1.9515e-05-0.00042466i,0.0010108-0.00025865i,0.0019145-0.0011773i,0.0013972-0.0018919i,-0.00017879-0.0012465i,-0.00024922-0.00024452i,-0.00032393+0.00022167i,-0.00025437+0.00032514i,0.00028328-0.00013388i,0.00010361-1.9814e-05i,-0.00040981+0.00051714i,-0.00069829+0.00045492i,-0.00061466-0.00018915i
0.0020665+0.0034576i,0.0018794+0.0027744i,0.0023571+0.00051396i,0.002474-0.0016605i,0.0016806-0.0017363i,-4.1617e-05-0.00087134i,-0.00058587-0.0010125i,-0.00035565-0.00088981i,-0.00012021-0.00017963i,0.00012848-0.00017287i,0.00034648-0.00055555i,8.0948e-05-0.00019546i,-0.00064766+0.00084439i,-0.00034265+0.0012147i,0.0003746+0.00050839i,0.00094929+0.00081984i,0.00088219+0.0010828i,0.00032366+0.00035922i,0.00031637-0.00017839i,9.7926e-05-0.00056085i,0.00010759-0.00055728i,-0.00033292-0.00010783i,-0.0005404+0.0002212i
7.2077e-05-0.001102i,-0.00047593-0.0010813i,-0.00010171+0.00023635i,-0.00049735+0.00083319i,-0.00065396+0.00045948i,-0.00025928-0.00053243i,0.00046107-0.00093283i,0.00099632-0.00050013i,0.0010733+0.00038825i,0.00069625+0.00058848i,0.00068074+9.2761e-05i,0.00051817-0.0002531i,0.00066149-8.5744e-05i,0.0014166+0.00019215i,0.0011503-0.00010336i,5.5245e-05-0.00061895i,-0.00035946-0.00054216i,-0.00047272-0.00039243i,-0.00052317-0.00074192i,-0.00099412-0.00051329i,-0.0008177+0.0003977i,-0.00012956+0.00030868i,-0.00051195-0.00029455i
-0.0013761+8.4738e-05i,-0.0013982+0.00020106i,-0.0012786+0.00014224i,-8.5324e-05+8.7582e-05i,0.00064211+0.00052209i,-1.345e-05+0.00049047i,9.11e-05+0.00028369i,0.00033803-0.00028601i,0.00031148-0.00041905i,0.0009937-0.00067368i,0.0010078-0.00028765i,0.00017333+0.00067475i,7.0774e-05+0.00029746i,0.00080358-0.00082859i,0.00067428-0.00084302i,-0.00058929-0.00049283i,-0.00077873-0.00066575i,-0.00023156-0.00021091i,-0.00018113-0.00016273i,-0.00057717-0.0006001i,-0.00067415-0.00061785i,-0.00039329-0.00038614i,-0.00049683+0.0004993i
-0.000218-9.7049e-05i,-0.00050804+0.00060494i,-0.00070702+0.00086034i,-0.00035199+0.0010203i,8.8031e-05+0.00066093i,0.0011672-9.8465e-05i,0.00091856-0.00053962i,-2.0799e-05-0.00052628i,0.00025435+0.0005135i,0.00055398+0.0014462i,0.00094753+0.00080712i,0.00090211+0.00059724i,0.00013628+0.00032555i,7.9025e-06-0.00035984i,2.2181e-05-0.0001783i,-0.00076644+0.00017345i,-0.00029213+0.00042752i,0.00021381-0.00013298i,0.00010897-0.00059524i,0.00062738-0.00044399i,0.00047664-0.00029108i,-0.00056117-0.00020337i,-0.00097407-0.00026864i
-0.0012706+0.00057848i,-0.00063599+0.0020686i,-0.00011527+0.0038175i,-0.00062114+0.0035047i,0.00034157+0.0018536i,0.0019841+0.00065084i,0.0013535-0.00035538i,0.00023316-0.00089577i,0.00036027-0.00080366i,0.0010037-0.0010432i,0.00079773-0.00047549i,0.00062467+0.0006615i,0.00049108+0.00055365i,-5.854e-05+0.00021298i,-0.00076152+0.00011314i,-0.00074656+9.5861e-05i,-1.8172e-05+0.00043855i,0.00021792+0.00031593i,0.00027498-9.6783e-05i,0.00064353-8.4148e-05i,0.00016351+0.00031796i,-0.00050358+0.00045046i,-0.00041476+8.1615e-05i
-0.00051216+0.0018843i,0.0008125+0.0026609i,0.0014965+0.0026206i,0.001587+0.0017176i,0.0012398-0.00015012i,0.00068859-0.001116i,-0.00031951-0.00063465i,-0.00067308+0.0001951i,-0.00040601+0.00059512i,-7.9099e-05-0.00014322i,0.00058585-0.00038733i,0.001121-9.1046e-05i,0.00028167-0.00020954i,-0.00050115+7.9713e-05i,-0.00019896+0.00052679i,-0.00045361+0.00030582i,-0.0004845-0.00019452i,0.00032655-0.00048334i,9.3289e-05+0.00012696i,-0.00057909+0.00019762i,-0.00015237-0.00042775i,-0.0001923-0.00034579i,5.7252e-06+6.1588e-05i
0.0014389+0.00030039i,-1.177e-05-2.3956e-05i,-0.00067748-0.0006084i,-0.0010647-0.00085783i,-0.00096883-0.0013831i,-0.00043147-0.00070401i,0.00024861+0.00042124i,0.00020918+0.00055365i,0.00077628-0.00012604i,0.00063206-0.00074015i,-0.00043137-0.00048843i,-0.00049075+0.0001357i,0.00022808-0.00016189i,0.00089157-0.00042922i,0.00084274-9.0429e-05i,0.00016341+0.00011313i,0.00014488+8.327e-05i,0.00047245+8.4019e-05i,5.3239e-05-0.00025468i,-0.00019815+0.00010383i,-4.8639e-05+0.00058935i,0.00025849-1.2965e-05i,6.4354e-05-0.00040886i
-0.0018944-0.0016868i,-0.0019763-0.00036346i,-0.00059128+0.00070147i,0.00027053+0.0011302i,9.9608e-05+0.0015086i,0.00041901+0.00075181i,0.0006151-0.0010813i,-0.00036126-0.0013219i,-0.00049161-0.0011755i,0.00032802-0.00091468i,0.00078247-0.00035224i,0.00082705-5.6768e-05i,0.0004462-0.00014702i,-0.00030429-0.00084141i,-0.00044284-0.00090797i,0.00025581-0.00023923i,0.0010241+0.00018434i,0.0012332+0.00030285i,0.00045369-0.00020117i,-0.00013738-0.00050316i,0.00017735+0.0003448i,0.00022343+0.00037397i,-0.00038311+0.0001236i
0.00067014+6.7716e-05i,0.00059767-0.00065256i,-6.7854e-05-0.00074443i,-0.00067973-0.00029516i,-0.0004174-0.0013498i,8.341e-05-0.001517i,-0.00029309-0.00069382i,-0.00084088-0.00034906i,-0.00074378+0.00027783i,6.8041e-05+0.00054091i,0.00040688+0.00022912i,0.00047124+7.5537e-05i,0.00051919-0.00026557i,0.00073734-0.00062548i,-0.00049962-0.00062219i,-0.0012903-0.00010594i,-0.00092834+0.00057872i,-0.00020039+0.0007538i,5.8146e-05+0.0004649i,-0.00045229-0.00028463i,-1.7561e-05-0.00096003i,0.00098509-0.001066i,0.00062801-0.0013598i
-0.0010881-0.0014597i,-0.0015297-7.5542e-05i,-0.0010049+0.0011107i,-0.0014595+0.0015775i,-0.00074363+0.0017358i,0.00040442+0.00098997i,0.00032819+0.00015186i,-0.00063654-0.0002732i,-0.00069184+0.00017578i,7.6003e-05+0.00044623i,0.00058034+6.6487e-05i,0.00035269-0.00024927i,-0.00010009-0.00062994i,-0.0007578-0.00091613i,-0.001059-0.00038405i,-0.00096334+0.00018179i,-0.00035332-0.00012395i,0.00018393+0.00011416i,-0.00014875+0.00039386i,-0.00074291+6.8658e-05i,-0.00085594-0.00038313i,-0.0005141-0.00041054i,-0.0005918-0.00040002i
0.00041854+0.0016709i,0.0013961+0.0010056i,0.0016585-0.00062698i,0.0019489-0.0013583i,0.0026795-0.0014409i,0.0025391-0.0014275i,0.0012377-0.00071626i,8.1313e-05-0.00037737i,0.00024381+0.00024901i,0.0011103+0.00035525i,0.00033791-3.8829e-05i,-0.00085856-0.00015001i,-4.2154e-05-0.00030328i,-0.0001191+0.00029616i,-0.00064711+0.00079153i,-0.00039964+0.00064994i,-0.00022356+0.00076569i,-0.00036866+0.00013867i,-0.00094053-0.00040784i,-0.00063036-6.1367e-05i,0.00024577-6.7313e-05i,5.0717e-05-0.00041245i,-0.00025732-0.00031447i
-0.00056151+0.00069494i,-0.0010388+0.00083814i,-0.0011458+0.00073445i,-0.0010229+0.00042922i,0.00019882+0.00054325i,0.00062675+0.00039019i,-0.00011794-0.0011458i,-0.00058163-0.001804i,0.00029911-0.00067375i,0.0014705+9.2821e-05i,0.00084442-0.00032484i,-0.00043376-0.0010461i,-0.00086389-0.0014963i,-0.00049375-0.00085767i,5.4125e-05-1.196e-05i,0.00011622+0.00021984i,-0.00011162+4.8464e-05i,0.00024249+0.00010123i,6.2316e-05-9.5136e-05i,0.00039864-0.00049387i,0.00090862-0.00014228i,0.00032686+0.00037273i,-0.00011921+0.0001773i
-0.00031214+0.00076846i,-0.00060648+0.0011452i,-0.00086282+0.0014006i,-5.156e-05+0.0013731i,-0.00042534+0.0014309i,-0.00021868+0.0010151i,0.00046797-0.00016023i,0.00040647-0.0008011i,0.00026238-0.00087145i,6.6259e-05-0.000294i,-0.00066428+0.0002595i,-0.00096517+0.00033225i,-0.00037381+0.00015596i,-0.00015055-0.00012978i,0.00017082-0.00034671i,3.4029e-05-4.6791e-05i,-5.9108e-05+0.00069991i,0.00039639+0.00050107i,-3.3197e-05-0.00015203i,-0.00030993-0.00042687i,0.00020515+0.00021279i,0.00025254+0.00012703i,-0.00020228-0.00076208i
-0.00090982+0.00080976i,-0.0010442+0.0014277i,-0.00040796+0.00087912i,0.00075849+8.1336e-05i,0.0013493+0.0001116i,0.0011131-0.00050573i,0.00079906-0.0016789i,3.5071e-05-0.00074326i,-0.00085633+0.00016938i,-0.00037043-0.00046706i,0.00056538-0.00079036i,0.00071287-0.00058516i,0.00072789-0.00054078i,0.00037632-0.00025943i,0.00069865+8.4569e-05i,0.00084181-7.8784e-05i,0.00041558-0.00011908i,0.00012845+5.8084e-05i,-2.8753e-05+0.00018219i,-5.1447e-05+0.00020034i,-0.00012318+9.7306e-05i,-0.00020706-5.3031e-05i,-1.031e-06+0.00040983i
0.0013952-0.00060975i,0.00022636-0.0028076i,0.00047923-0.0039109i,0.00044951-0.0030922i,-0.00016051-0.0027324i,-0.00058156-0.0020186i,-0.00091841-0.00061152i,-0.00064565-3.9764e-05i,0.0001341-0.0006529i,0.00079233-0.001271i,0.0011306-0.0012365i,0.00089214-0.00077989i,0.00023177+0.00023023i,2.361e-06+0.001148i,-0.0001517+0.00076296i,0.00015749-2.5047e-05i,0.00086978-0.00025592i,0.0007749-0.00037063i,0.00018957-0.00072556i,-0.00013613-0.00095388i,6.7092e-05-0.00058809i,-3.3441e-05-0.00056376i,-9.7345e-05-0.0011273i
0.0007832+0.0010331i,0.0021688+0.0016675i,0.0027203+0.0011146i,0.0024379+0.0006264i,0.0010841+0.00086645i,-0.00019367+0.00092141i,-0.00015285+0.00026264i,-8.4083e-05-0.0001458i,-0.00021852+6.2985e-05i,-4.8424e-05-0.00015167i,0.00036137-0.00081258i,0.00029868-0.00086641i,-0.00053517-0.00020516i,-0.0006629-7.2013e-05i,-0.00074705-0.00013907i,-0.00091998-0.00051461i,-0.0010892-0.00053466i,-0.00043336-0.00035407i,-0.0002018-0.00062057i,-0.00021651-0.00060397i,-1.1918e-05-0.00087781i,-0.00014341-0.0012472i,-0.00054224-0.00031985i
-0.00027918+0.00072703i,1.4576e-05+0.0017135i,0.00037714+0.0022049i,0.00090679+0.0016555i,0.00095386+0.0015024i,0.00029437+0.0010524i,-0.00010023+0.00070537i,-0.00026609+0.00045897i,0.00048078-0.00011334i,0.00035578-0.0006473i,-0.00011731-0.0010135i,0.00021206-0.00022238i,-0.00027483+0.0004281i,-0.00074934+0.00011916i,-0.00065841-0.00011131i,-0.0003802-0.00045764i,-0.00015837-8.1032e-05i,-0.0001578+7.5906e-05i,-0.00011594+2.276e-05i,1.3293e-05+0.00020153i,0.00021226+9.7273e-05i,0.00016526-0.00035251i,8.624e-05-0.00038452i
0.0011842-0.0018008i,0.00014461-0.0023995i,-0.001601-0.0026148i,-0.0015272-0.0022574i,-0.00045226-0.0010658i,-0.00086648-0.00013598i,-0.00082819-0.00080387i,0.00027863-0.00089888i,0.00078631-0.00074344i,0.0002826-0.00092309i,-0.00030653-0.0012941i,-6.9989e-05-0.0011002i,0.00047097-0.00038204i,0.00042912-9.7814e-05i,0.00037871-0.00066817i,0.00066986-0.00073548i,0.00071811-0.00052405i,0.00060007-0.00024894i,0.00030822+0.00019808i,-0.00030061-0.00030624i,-0.00099055-0.00070973i,-0.0012678-0.00026062i,-0.00099291+0.00028967i
-0.00059284+0.00066796i,-0.00012138+0.00027872i,0.00080946+0.00086006i,0.0012642+0.00073396i,0.00093928-0.00081667i,0.0004321-0.001457i,0.00025051-0.00076616i,0.00015632-0.00061988i,-0.00015707-0.00057845i,-0.00021556-0.00041261i,0.00010306-0.00051247i,0.00087669-0.00073877i,0.0006101-0.00026476i,-0.0004819-8.6199e-06i,-0.00049137-0.00064184i,-0.00048545-0.0002251i,-0.00020505-0.00020763i,0.00039931-0.00069456i,-7.7065e-05-9.8097e-05i,-0.00024074+0.00012218i,-0.00042347+0.00046852i,-0.00053483+0.0005777i,0.00034891-0.00018271i
0.00066516-6.9462e-05i,0.0015931-7.5659e-05i,0.0018115+0.0001433i,0.0012057+0.0004417i,0.00022292+0.00074714i,0.00063086+0.00026408i,0.00099728+9.5174e-05i,0.00019804-0.00021196i,1.1681e-05+3.7479e-05i,-0.00051652+0.0002278i,-0.0011093-3.5564e-05i,0.00023597+0.00031276i,0.00039798+0.00019175i,-0.00045873+0.0002426i,-0.00040297+0.00011929i,0.00031384-0.00060119i,0.00053202-0.00019681i,0.00019705-0.00024219i,0.00014266-0.00052087i,0.00034076-0.00018403i,0.00059965-0.00017783i,0.00033589-0.00023264i,-0.00043254-0.00064137i
0.0018357+6.9684e-05i,0.00066191-6.2484e-05i,0.00084192+9.5698e-05i,0.00159-0.00059728i,0.0013613-0.0010422i,0.00054316-1.0485e-05i,-0.00026683+0.00023608i,7.5048e-05+0.0001697i,0.001317-0.00020177i,0.00081233-0.00064311i,0.0001067-0.0008864i,0.00056389-0.0004213i,0.00021783+0.00039074i,-0.00025801+5.4701e-05i,0.00022612-4.5412e-05i,-0.00022117+0.00014037i,-0.00011179-0.0003288i,0.00026935-0.0001366i,0.00032256+0.00010858i,0.00041282+0.0003633i,-0.00023706+6.6755e-05i,-0.00051027-0.0008374i,-0.00055951-0.00022264i
-0.0017494-0.0010137i,-0.0016694-0.0014449i,-0.0027997-0.0011993i,-0.0030274-0.00085367i,-0.0020224-0.00019114i,-0.00063385+0.00046228i,-0.00070234+0.00027726i,-0.00064309+0.00046846i,-0.00042656+0.00037115i,-0.00083851-0.00022212i,-0.0012334-0.0005905i,-0.0011133-0.00083965i,-0.00022358-0.00046679i,0.00027686-5.1854e-05i,0.00032786-0.00033026i,0.0007323-0.00058496i,0.00092998-0.00064748i,0.00020953-0.00028498i,-0.00037487+0.00025926i,-0.00036164-5.2933e-05i,-0.00028016-0.00031776i,-0.00047722+0.00034523i,-0.00062054+0.00043095i
-0.00038922-0.00042665i,-4.0026e-05-8.3684e-05i,-0.00039519-0.0011988i,-0.00092769-0.0007779i,-0.00034731+0.00016312i,0.0001749+0.00029706i,0.00030949-0.0003963i,0.0006464-0.00093608i,0.00055635-0.0011331i,0.00045395-0.0015364i,0.00019779-0.0011486i,0.00011335-0.0002919i,0.00035877+0.0003851i,0.0011809+0.00036509i,0.00079242+0.00020716i,-4.6747e-05-9.1918e-05i,-0.00065901-0.00085111i,-0.00054305-0.00037304i,-5.7041e-05-0.00024014i,9.3927e-07-0.00042157i,-0.00017707+0.00046324i,5.1993e-05+0.0010529i,0.00023516+0.00052768i
-0.00092245-0.0010051i,-0.00027792-0.00055962i,-7.8842e-05-7.2904e-05i,-0.00043536+0.0010754i,-0.0011354+0.0026453i,-0.0011143+0.0018771i,-0.00057599+0.00025254i,0.0004011+0.00010865i,0.00094214+0.0003404i,0.00083414+0.00052399i,0.00020578+0.00046874i,6.194e-05+0.00062759i,0.00053507+0.00016581i,0.00041251-0.00034157i,-0.00011171-2.3194e-05i,-0.00026206-0.00044003i,-7.0778e-05-0.00087408i,-0.00032196-0.00066027i,-0.00051043-0.00070865i,-0.00021979-0.00081962i,-0.00040932-0.00040035i,-0.00064315-0.00059662i,-7.1093e-05-0.00033802i
-0.0011518-0.0025743i,-0.0025937-0.0018887i,-0.0033006-0.00065273i,-0.0023965+0.00087631i,-0.0018676+0.0019258i,-0.00076201+0.0020546i,0.00077714+0.0005882i,0.0013943-0.00057206i,0.00084034-0.00051116i,0.00079111-0.00022104i,0.0013457+0.00033113i,0.00054104+0.00027909i,0.0003263-0.00031565i,0.0012427-0.00023035i,0.00082078-0.00020564i,-0.00010049-0.00066307i,0.00025973-0.00050233i,0.00045664+3.6698e-05i,-0.000302-0.0001158i,-0.00063254-0.0004361i,-0.00050351+3.6253e-06i,-0.00048355+0.00051915i,-0.0003488+0.00081322i
0.0012125-0.0016222i,0.001144-0.0020245i,5.8888e-05-0.0028526i,-0.00037439-0.0030354i,-0.00061007-0.0023962i,-0.00095117-0.0011814i,-0.0011837-0.00061021i,-0.0011607-0.00036813i,-0.0005827+0.00013626i,-0.00087819+0.00069056i,-0.0011297+0.00056943i,-0.00063289+0.00042928i,-0.00027302+0.00060573i,-2.6622e-05+0.00081993i,0.00010823+0.00030016i,-9.9207e-05-5.8553e-05i,-1.8606e-05-0.00045889i,0.00042196+6.5337e-05i,0.00038893+0.00058479i,0.0004736+0.0003798i,5.7116e-05-0.00011869i,-0.00076509-0.00024858i,-0.00089711-0.000144i
0.0011214-0.0019172i,0.0006825-0.00089083i,-0.00063744-0.00057704i,-0.0011784-0.00028153i,-0.00078546+0.00093149i,5.9899e-05+0.0012453i,5.8718e-05+0.00088586i,-0.00020154+5.3659e-05i,-0.00089867-0.00021105i,-0.0012839+3.8505e-05i,-0.0009892-0.0002152i,-0.00063578-0.0007614i,0.00032719-0.00046044i,0.00076783+2.3504e-06i,0.0004317-4.655e-06i,0.00071335-3.494e-05i,0.00088496+0.00030961i,0.00011544+0.00047414i,-0.00027678-7.2165e-05i,0.00011438-2.6296e-06i,-3.0404e-05+0.00040857i,-0.00082239+8.9909e-05i,-0.00098002-0.0011848i
-3.9718e-05+0.0022375i,0.00031215+0.0010673i,0.0021353-0.00023081i,0.0022739-0.00033264i,0.0014498-0.00049468i,0.0012772-0.0010536i,0.00069898-0.00043259i,-0.00022562-0.00019486i,-0.00070375-0.0005018i,-0.00035475-0.0012752i,0.00087047-0.0011619i,0.00047253-0.00022576i,-0.00061435-0.00075196i,-0.0015455-0.0012948i,-0.0016398-0.00073138i,-0.00063231+2.5541e-06i,0.00030347-0.00032412i,0.00055828-0.00026461i,-6.3841e-05+7.7183e-05i,-0.00066352-0.00025465i,-0.00053305+0.00027595i,-0.00026809+0.00089119i,-0.00051856+0.00088051i
-0.00071566+6.381e-05i,-0.0021759+0.0004301i,-0.0021062+9.6113e-05i,-0.0016012-0.00054225i,-0.00068447-0.0002072i,0.0005536-0.00021817i,0.00056541-0.0011148i,-5.2638e-05-0.00092662i,8.3714e-05-0.0004402i,0.0010258-0.00036595i,0.001196-0.0003151i,0.00074742-4.9286e-05i,0.00088-0.00041135i,0.00038139-0.0011944i,0.00017678-0.0014529i,-0.00010622-0.0015004i,0.00016169-0.0010652i,0.00038273-0.0003371i,0.00041972+0.00023844i,0.00018001+0.0010878i,-0.0004317+0.0005218i,-0.00068923+9.6631e-05i,4.1168e-06+0.00048864i
0.00033727+0.00018501i,0.001837-0.00026764i,0.0013297-0.00079133i,0.00075306-0.0013742i,-0.00026876-0.0012095i,-0.0013933-0.0002002i,-0.00080141+6.6232e-05i,-0.00054455-0.000281i,7.1189e-05-0.00077247i,0.00062139-0.0010713i,0.00032647-0.00043101i,6.7833e-05-1.6555e-05i,0.00036005-0.00019837i,0.00031376-0.00053095i,-0.00043798-5.8343e-05i,-0.00040848+0.00098395i,0.00016305+0.00069851i,0.00052724-0.00047433i,0.00071571-0.0006954i,-4.0408e-05-0.00037446i,-3.7041e-05+3.1806e-05i,0.00045293+0.00034432i,0.00042998+0.00025192i
-0.00027081+0.00024212i,0.00013734+0.0012875i,0.00068651+0.001167i,0.00094571+0.00014534i,0.00081221-6.2402e-05i,0.00072883+9.5663e-06i,0.0011215-0.0001839i,0.00075596-0.00054365i,0.00014163-0.00040439i,6.5837e-05+0.00020851i,0.0002646+0.00032769i,0.00019414+8.6853e-05i,-0.00029138-0.00042564i,-0.00010359+7.8094e-05i,0.00080567+0.00089288i,0.00078034+0.000477i,0.00082727+0.00012398i,0.00074272+0.00034339i,8.2804e-05+0.00090765i,-0.0002187+0.00059582i,0.00039472-0.00018808i,0.00013743+0.00018954i,-0.0007174+0.00068242i
