-0.0024373-0.00017136i,-0.0019525-0.0010025i,-0.0024867+0.00078649i,-0.0020772+0.0023691i,-0.0011026+0.0018085i,-0.00037489+0.0014376i,-0.0011112+0.0014768i,-0.00088606+0.0012137i,0.00065715+0.00064954i,0.0011495+5.2431e-05i,0.00065284-0.00074773i,0.00043376-0.0014392i,0.00010465-0.0011748i,0.00018779-0.00078376i,0.00049084-0.0003406i,-1.0717e-05-5.517e-05i,0.00015303+8.594e-05i,0.00041543-0.00042935i,0.00035497-0.0005157i,-0.00018023+0.0002845i,0.00010182+0.00058721i,0.00043481+0.00093254i,3.8988e-05+0.00075866i
0.27516-0.58575i,0.55627-1.169i,0.81658-1.5362i,0.85795-1.4586i,0.73495-1.2191i,0.51137-0.9664i,0.22661-0.56586i,0.07188-0.1151i,0.036593+0.11106i,0.0031333+0.13611i,0.027352+0.106i,0.062933+0.0249i,0.021502-0.047804i,-0.05215-0.048289i,-0.087589-0.014209i,-0.061539+0.011124i,-0.010392+0.032671i,0.02754+0.047195i,0.035483+0.03859i,0.007784+0.025128i,-0.032264+0.014955i,-0.057054+0.0051788i,-0.054596+0.0029321i
0.29853+0.43069i,0.62637+1.0151i,0.85449+1.801i,0.89568+2.2062i,0.85594+1.8114i,0.73126+0.92544i,0.43089+0.13475i,0.092643-0.23907i,-0.11696-0.29151i,-0.21681-0.22364i,-0.24503-0.10993i,-0.18679-0.03034i,-0.093018-0.03557i,-0.0033264-0.071538i,0.076002-0.098239i,0.1086-0.11838i,0.078952-0.13899i,0.0089172-0.12724i,-0.041112-0.059875i,-0.035313-0.002776i,-0.014419-0.0031836i,-0.017833-0.024274i,-0.039171-0.028598i
-0.23903-0.051856i,-0.37159-0.028218i,-0.37609-0.10743i,-0.35402-0.31578i,-0.44388-0.38484i,-0.51294-0.21274i,-0.39518-0.11755i,-0.27079-0.20388i,-0.23943-0.20987i,-0.17182-0.084012i,-0.088151-0.018616i,-0.073795-0.039631i,-0.10888-0.034383i,-0.1313+0.032719i,-0.12611+0.11054i,-0.10152+0.17281i,-0.035979+0.20581i,0.033744+0.15467i,0.020689+0.038479i,-0.034484-0.023933i,-0.024761-0.0068225i,0.031315+0.0013625i,0.0618-0.030239i
0.15125-0.13252i,-0.077981-0.38871i,-0.70037-0.69043i,-1.1569-0.75603i,-0.88348-0.58696i,-0.30126-0.54039i,-0.059696-0.5056i,-0.0422-0.20415i,0.038352+0.097117i,0.094844+0.1303i,0.061271+0.058306i,0.031091+0.035447i,0.039842+0.026961i,0.03676-0.0074847i,0.0012327-0.058807i,-0.068816-0.096433i,-0.14183-0.087852i,-0.1583-0.025852i,-0.11676+0.040324i,-0.059244+0.070571i,-0.0162+0.084889i,0.0025874+0.078015i,-0.0029609+0.060885i
-0.049022+0.23512i,0.037133+0.44887i,0.29818+0.7119i,0.69369+0.78866i,0.827+0.48475i,0.58485+0.094297i,0.28387-0.052501i,0.072559-0.046388i,-0.054994+0.022082i,-0.034248+0.077294i,0.015227+0.025104i,-0.034824-0.0089092i,-0.076633+0.029002i,-0.0889+0.023676i,-0.11791-0.013004i,-0.11831-0.0077419i,-0.075168+0.046i,-0.015176+0.10946i,0.036672+0.10693i,0.052325+0.044216i,0.039364+0.014869i,0.034444+0.024746i,0.033606+0.024935i
0.83616+7.8902i,3.8497+6.2711i,7.6672+4.279i,8.3432+0.56062i,6.3281-2.5322i,3.2389-3.6159i,0.73529-2.3626i,-0.20491-0.59603i,0.16582+0.33644i,0.81813+0.18883i,0.60058-0.48497i,-0.29135-0.87964i,-1.0993-0.81814i,-1.4881-0.41014i,-1.3689+0.090824i,-0.98454+0.40508i,-0.57934+0.38968i,-0.25992+0.14256i,-0.048908-0.087611i,0.082385-0.20389i,0.16053-0.29633i,0.14036-0.30944i,0.095104-0.17189i
0.23908+0.062514i,0.22902+0.17698i,0.027058+0.45462i,-0.081618+0.64873i,0.088517+0.49975i,0.22741+0.14938i,0.11712+0.010843i,0.026591+0.12093i,0.076271+0.16246i,0.097966+0.082799i,0.065218+0.030338i,0.030321+0.022305i,0.0060869+0.01676i,-0.013433-0.0032019i,-0.021094-0.022518i,0.0001976-0.020649i,0.034343+0.00022289i,0.061602+0.021634i,0.072673+0.016933i,0.059264+0.0029068i,0.036223+0.0064223i,0.020716+0.015629i,0.015899+0.017112i
-0.15493+0.29856i,-0.071103+0.5537i,0.24961+0.70887i,0.5309+0.56026i,0.40122+0.26011i,0.097565+0.19926i,0.026142+0.24997i,0.023132+0.14575i,-0.046624+0.044598i,-0.042445+0.026408i,-0.0011649-0.0070702i,-0.0035901-0.037376i,0.0030925-0.030927i,0.040383-0.022473i,0.058498-0.032491i,0.03443-0.063601i,-0.020878-0.10354i,-0.085584-0.099571i,-0.099105-0.025863i,-0.043373+0.042854i,0.01548+0.052844i,0.037362+0.03545i,0.040269+0.012277i
0.043571-0.1984i,0.043515-0.34331i,-0.11016-0.49079i,-0.34861-0.45094i,-0.3283-0.19785i,-0.1145+0.0064385i,-0.015303+0.021702i,0.012539-0.039332i,0.043496-0.10161i,0.0016831-0.11965i,-0.040792-0.074907i,-0.033149-0.039884i,-0.029465-0.024149i,-0.011905-0.013318i,0.013755-0.031238i,0.016409-0.063144i,0.0029097-0.084177i,-0.021577-0.089351i,-0.036269-0.07464i,-0.034192-0.04276i,-0.032261-0.014764i,-0.027126-0.0011756i,-0.012517+0.0063637i
0.20348+0.31613i,0.36609+0.63504i,0.51873+0.83825i,0.55416+0.70524i,0.36774+0.50549i,0.13087+0.46931i,0.10219+0.4761i,0.16419+0.33076i,0.11236+0.14272i,0.051387+0.062075i,0.05022+0.006769i,0.020699-0.034703i,-0.026231-0.027797i,-0.04989-0.017696i,-0.049866-0.014272i,-0.024441-0.0057893i,0.0032297+0.0052647i,0.016457+0.012943i,0.0082076+0.0050119i,-0.0043065-0.0074228i,-0.0083159-0.0077104i,-0.015115+0.001354i,-0.019388+0.0097736i
-0.42289-0.018428i,-0.72869-0.05802i,-0.76073-0.1394i,-0.48845-0.22522i,-0.20783-0.29296i,-0.022952-0.3049i,0.026415-0.28189i,-0.051025-0.17066i,-0.087392+0.0044465i,-0.052376+0.088141i,-0.021827+0.075617i,0.00089819+0.033019i,0.026089-0.0027071i,0.054046-0.0022523i,0.072848+0.0068083i,0.068976-0.0033437i,0.061214-0.0097827i,0.05647+0.001226i,0.04216+0.0087302i,0.0134+0.007422i,-0.0085955+0.010864i,-0.0097393+0.015027i,-0.0047094+0.016461i
0.08067-0.26451i,0.1518-0.3781i,0.25144-0.25523i,0.39838-0.054451i,0.41305-0.10394i,0.15905-0.23002i,-0.1302-0.20903i,-0.20252-0.12894i,-0.12881-0.073903i,-0.03857-0.024655i,0.015592+0.0057633i,0.0030658+0.020894i,-0.035286+0.047073i,-0.04134+0.064324i,-0.017636+0.047553i,0.015987+0.00064032i,0.036925-0.062677i,0.030615-0.10125i,0.00029573-0.085556i,-0.03005-0.033212i,-0.030982+0.018468i,-0.011718+0.040917i,0.0068694+0.041338i
0.0037156+0.11297i,-0.11679+0.099314i,-0.33249-0.027902i,-0.5082-0.079678i,-0.4988+0.080004i,-0.36554+0.25156i,-0.19271+0.29899i,-0.047605+0.24594i,0.035433+0.14157i,0.076128+0.030885i,0.082451-0.038745i,0.085222-0.075742i,0.081986-0.10595i,0.050471-0.10584i,0.023633-0.064469i,0.017829-0.0027068i,0.014269+0.057334i,0.0094653+0.082925i,0.018063+0.065924i,0.037773+0.028433i,0.043002-0.0070598i,0.027549-0.02457i,0.005048-0.026362i
-0.2233-0.22422i,-0.42912-0.3111i,-0.50074-0.14483i,-0.32924+0.19561i,-0.054216+0.33024i,0.079009+0.17793i,0.073039+0.034801i,0.083372-0.035898i,0.058051-0.10301i,-0.021509-0.089126i,-0.067531-0.041942i,-0.09581-0.024367i,-0.11557-0.0014488i,-0.10133+0.021705i,-0.077338+0.023242i,-0.060567+0.020362i,-0.039105+0.03073i,-0.015503+0.039874i,0.0013027+0.023786i,-0.0029227-0.0084108i,-0.025969-0.021839i,-0.034291-0.016007i,-0.024705-0.016514i
0.47198-0.073143i,0.90911-0.2286i,1.1423-0.40717i,0.97311-0.48515i,0.64055-0.37909i,0.43117-0.21729i,0.27384-0.15175i,0.11038-0.09204i,0.02955+0.0060053i,0.03132+0.067629i,0.063882+0.079068i,0.085176+0.058416i,0.077225+0.031667i,0.04865+0.019443i,0.030071+0.02548i,0.046434+0.0331i,0.067571+0.030585i,0.06289+0.03583i,0.038388+0.038442i,0.016804+0.023177i,0.01025+0.0089402i,0.0014528+0.0030312i,-0.017836+0.0063109i
-0.089177+0.32846i,-0.20736+0.65814i,-0.3872+0.89067i,-0.50277+0.82723i,-0.46258+0.51002i,-0.35417+0.21277i,-0.22979+0.13368i,-0.070847+0.16891i,0.061089+0.13833i,0.074188+0.048335i,0.017483-0.0073405i,-0.002094-0.018503i,0.030432-0.027917i,0.057098-0.047833i,0.044362-0.063738i,0.0036368-0.06778i,-0.035296-0.06214i,-0.046012-0.046754i,-0.033744-0.015804i,-0.013615+0.015297i,0.0022619+0.022961i,0.008427+0.020275i,0.013161+0.017205i
-0.082864-0.1559i,-0.083625-0.26595i,0.034043-0.36643i,0.156-0.41955i,0.11193-0.33191i,-0.01264-0.12921i,-0.049012-0.0081031i,-0.047998-0.02858i,-0.065947-0.047374i,-0.048968-0.0042493i,-0.0022875+0.028327i,0.017749+0.020567i,0.0046392+0.013204i,-0.0011272+0.016983i,0.0083912+0.013749i,0.010985+0.0056283i,-0.0018087+0.00095278i,-0.018152-0.0079801i,-0.013855-0.022502i,0.0022567-0.032427i,0.0084065-0.036171i,0.011178-0.034866i,0.020015-0.030755i
0.074873+0.19596i,0.0085859+0.33012i,-0.16852+0.42174i,-0.22336+0.4592i,-0.051691+0.40698i,0.05381+0.23028i,-0.035789+0.093726i,-0.094813+0.10823i,-0.047534+0.12573i,-0.012283+0.066791i,-0.016081+0.021617i,-0.014923+0.01777i,-0.0086761+0.021757i,-0.0092044+0.018539i,-0.010185+0.012621i,0.0019667+0.019624i,0.023201+0.033354i,0.024732+0.040833i,0.0091337+0.038775i,0.0027969+0.033035i,0.011189+0.034835i,0.026295+0.035983i,0.030472+0.025814i
-0.27816-0.025072i,-0.392-0.066281i,-0.26344-0.171i,-0.020673-0.27756i,0.055297-0.2746i,0.035593-0.14173i,0.048607-0.010111i,0.043836+0.012698i,0.018383-0.004015i,0.028172+0.0029494i,0.053493-0.0021421i,0.053021-0.013921i,0.043256+0.0019989i,0.048961+0.027502i,0.058367+0.028571i,0.055779+0.0043985i,0.045797-0.02168i,0.041565-0.036953i,0.038081-0.041192i,0.025447-0.03771i,0.0091861-0.034321i,-0.0070968-0.030685i,-0.017667-0.02076i
0.099833-0.25876i,0.069042-0.48395i,-0.089461-0.53324i,-0.21773-0.32244i,-0.1528-0.11512i,-0.039112-0.13097i,-0.035819-0.18596i,-0.040236-0.095852i,0.009705+0.011711i,0.027394+0.037139i,0.0056669+0.033412i,-0.016218+0.023076i,-0.034916+0.0042397i,-0.044865-0.0027528i,-0.040612+0.0085513i,-0.031564+0.019918i,-0.030452+0.021759i,-0.0332+0.017313i,-0.030231+0.013264i,-0.022991+0.012967i,-0.015404+0.018736i,-0.005047+0.029541i,0.00047761+0.031572i
0.092714+0.19407i,0.26382+0.31917i,0.41675+0.36512i,0.38082+0.35727i,0.18938+0.36294i,0.046482+0.36051i,0.031626+0.27385i,0.046898+0.13106i,0.044884+0.042843i,0.040066+0.016423i,0.031563+0.017193i,0.036651+0.029099i,0.045337+0.025643i,0.029654+0.011545i,0.010809+0.0074616i,0.0082873+0.013494i,0.0032283+0.017677i,-0.010496+0.023911i,-0.010052+0.038148i,0.0074472+0.038799i,0.011755+0.02142i,-0.010328+0.0068567i,-0.029881+0.0036377i
-0.13363-0.20699i,-0.25974-0.33866i,-0.35642-0.36939i,-0.3285-0.27976i,-0.13946-0.19269i,0.028422-0.20158i,0.0018099-0.20296i,-0.096838-0.11833i,-0.1324-0.024688i,-0.10313+0.015196i,-0.050477+0.0065567i,-0.022759-0.024799i,-0.022576-0.037052i,-0.02032-0.025639i,-0.019415-0.011266i,-0.026758+0.010145i,-0.021903+0.047581i,0.0076124+0.080794i,0.036481+0.075438i,0.039221+0.040606i,0.030721+0.010924i,0.033095-0.0025447i,0.039131-0.0080727i
0.26907+0.093806i,0.4661+0.2091i,0.58526+0.32593i,0.51788+0.30784i,0.26572+0.20018i,0.023333+0.15297i,-0.062361+0.16037i,-0.037425+0.16072i,-0.0094911+0.13644i,-0.019297+0.11131i,-0.039212+0.099205i,-0.032575+0.088922i,-0.0072297+0.061022i,0.0050218+0.021755i,0.0034816-0.0030263i,0.015261-0.021093i,0.035901-0.054786i,0.033322-0.083389i,0.0099861-0.073332i,-0.0050855-0.037561i,-0.0066054-0.010695i,-0.0065262-0.0068947i,-0.011582-0.015422i
-0.2437+0.14305i,-0.44564+0.19993i,-0.61382+0.14558i,-0.61048+0.057466i,-0.41674+0.043794i,-0.17225+0.072387i,-0.022593+0.046534i,-0.016272-0.014972i,-0.046169-0.036879i,-0.019908-0.037154i,0.0044865-0.043684i,-0.010564-0.022138i,-0.019264+0.018751i,-0.0068435+0.03238i,-0.00096853+0.019565i,-0.025799+0.010446i,-0.065275+0.011412i,-0.094281+0.0082291i,-0.10056+0.0080655i,-0.070739+0.019898i,-0.020225+0.026171i,0.010294+0.014919i,0.014352+0.0042712i
0.087233-0.15424i,0.19885-0.22092i,0.32536-0.2184i,0.38624-0.18584i,0.34436-0.16967i,0.20917-0.16314i,0.063279-0.13888i,0.0063826-0.091938i,0.02059-0.054487i,0.010733-0.035405i,-0.0036785+0.00012307i,0.026962+0.025237i,0.051881+0.023791i,0.044309+0.023632i,0.034241+0.019178i,0.026811+0.0058942i,0.0064283+0.0080723i,-0.015247+0.030406i,-0.01084+0.043631i,0.0058531+0.02729i,0.0019639+0.0042154i,-0.0094257+0.0072517i,-0.0043342+0.023662i
0.031432+0.15552i,-0.023665+0.19154i,-0.15082+0.12004i,-0.24819+0.058474i,-0.22679+0.093408i,-0.10686+0.094365i,-0.016986+0.028954i,-0.0069525-0.0085334i,-0.015433-0.018038i,-0.012215-0.027129i,-0.015645-0.037907i,-0.043115-0.044795i,-0.063122-0.035887i,-0.046981-0.020558i,-0.027682-0.0060762i,-0.011016+0.015332i,0.029581+0.026567i,0.063202+0.0042408i,0.042861-0.02919i,-0.0071945-0.031325i,-0.029459-0.0024572i,-0.0086956+0.015516i,0.018001+0.002751i
-0.16247-0.13693i,-0.20332-0.24168i,-0.1001-0.27124i,0.027926-0.21227i,0.012427-0.12986i,-0.08905-0.035005i,-0.12573+0.042218i,-0.073367+0.064234i,-0.014089+0.069889i,0.024873+0.076048i,0.045589+0.056375i,0.038409+0.030686i,0.020593+0.022344i,0.010132+0.01928i,0.010877+0.010899i,0.015715-0.015514i,0.010367-0.0546i,0.0035971-0.071043i,0.0090524-0.05262i,0.016868-0.022017i,0.019991-0.004445i,0.0070088-0.0070652i,-0.022139-0.0087071i
0.22251-0.064745i,0.35875-0.14689i,0.35034-0.17651i,0.24678-0.0582i,0.2476+0.12231i,0.31463+0.17644i,0.28828+0.097595i,0.17984+0.027i,0.10608+0.0037546i,0.068779-0.026301i,0.021478-0.043885i,-0.010393-0.034622i,-0.019742-0.028089i,-0.029237-0.022209i,-0.035389-0.0084079i,-0.043231+0.0084497i,-0.064939+0.025796i,-0.079644+0.031495i,-0.063804+0.01969i,-0.02941-0.001819i,-0.008651-0.017307i,-0.0039909-0.0096045i,0.0074075+0.0070259i
-0.12547+0.17453i,-0.14667+0.35243i,-0.053206+0.44717i,0.032633+0.33531i,-0.029632+0.10305i,-0.12867-0.051287i,-0.1345-0.082056i,-0.1151-0.058275i,-0.12011-0.0070878i,-0.09803+0.035919i,-0.053774+0.037345i,-0.02253+0.022584i,-0.0046996+0.010856i,0.00078641-0.00030485i,0.00032618-0.0053414i,0.011835+0.0093561i,0.047869+0.047905i,0.091167+0.080264i,0.10487+0.065379i,0.07275+0.020869i,0.020637-0.001274i,-0.011902+0.0030576i,-0.017112+0.0072803i
0.038443-0.21385i,0.046075-0.3661i,0.02855-0.40517i,0.0024919-0.29628i,0.0047729-0.13553i,0.0031097-0.039329i,-0.03226-0.0063271i,-0.022922+0.02118i,0.027035+0.031201i,0.040885+0.036941i,0.027303+0.051941i,0.016533+0.048893i,0.0059712+0.035073i,0.0030313+0.027558i,-0.0012107+0.016671i,-0.016326-0.0035933i,-0.028158-0.031543i,-0.03683-0.044995i,-0.043084-0.025462i,-0.031457+0.0037567i,-0.0043683+0.015314i,0.019756+0.0098627i,0.027106+0.0010434i
0.12596+0.25842i,0.25242+0.49985i,0.32527+0.64024i,0.25581+0.55317i,0.085219+0.37612i,-0.011748+0.26763i,0.0098091+0.16778i,0.0037737+0.059662i,-0.035085+0.015458i,-0.025527+0.0035122i,-0.0033007-0.014195i,0.0033759-0.0090164i,0.014465+0.010077i,0.020393+0.011834i,0.016755+0.004361i,0.0111-0.00021841i,-0.001736-0.00090571i,-0.010245-0.00057098i,0.0028199+0.001818i,0.024551+0.0036713i,0.028856-0.0065382i,0.0064289-0.014838i,-0.017579-0.0032578i
-0.21224-0.099122i,-0.39115-0.19457i,-0.49422-0.26346i,-0.42401-0.25557i,-0.23219-0.20805i,-0.089244-0.16106i,-0.054392-0.080724i,-0.028095-0.001698i,0.014331+0.0074852i,0.014497-0.016995i,-0.0038496-0.024984i,-0.0089484-0.028552i,-0.0073529-0.034653i,-0.0026976-0.037509i,-0.0086836-0.039742i,-0.040336-0.027034i,-0.082436+0.013085i,-0.10346+0.05379i,-0.086844+0.064159i,-0.051205+0.04912i,-0.027643+0.030483i,-0.016188+0.016059i,-0.0036633+0.0017957i
0.21662+0.0033671i,0.37628+0.05741i,0.45822+0.15504i,0.39561+0.20744i,0.2409+0.19284i,0.12164+0.1508i,0.090007+0.08322i,0.06742+0.021798i,0.018107+0.014046i,-0.011348+0.034767i,-0.015543+0.039315i,-0.017519+0.030768i,-0.027789+0.030354i,-0.033146+0.042499i,-0.010933+0.052632i,0.040519+0.036188i,0.091761-0.0053353i,0.10484-0.034372i,0.075549-0.034846i,0.042323-0.020096i,0.03325-0.0058577i,0.032264-0.0027849i,0.01431-0.0037035i
-0.18964+0.11136i,-0.37828+0.14352i,-0.50991+0.10238i,-0.46955+0.0475i,-0.31128+0.022803i,-0.16558+0.01124i,-0.089671+0.016202i,-0.065157+0.03644i,-0.037309+0.059399i,0.0085019+0.051474i,0.024928+0.013513i,0.0047091-0.0049274i,-0.0066242+0.0011292i,-0.0028432-0.0044121i,-0.011436-0.021752i,-0.044593-0.032246i,-0.088013-0.034232i,-0.10501-0.028921i,-0.083598-0.013487i,-0.053261-0.001516i,-0.032543-0.0046227i,-0.020301-0.0131i,-0.012862-0.014531i
0.045646-0.1783i,0.10244-0.26816i,0.16923-0.23452i,0.20665-0.12752i,0.19081-0.074015i,0.12646-0.063795i,0.061577-0.062572i,0.029037-0.075185i,0.01524-0.080422i,0.0057431-0.058494i,0.0075872-0.030187i,0.018442-0.019606i,0.022801-0.021207i,0.023759-0.016615i,0.036376-0.010091i,0.05631-0.012932i,0.066095-0.016673i,0.053282-0.015117i,0.029452-0.0095437i,0.012203+0.00080898i,0.0013048+0.011247i,-0.00084982+0.01322i,0.0058113+0.0068391i
0.047577+0.14808i,0.030186+0.21756i,-0.068671+0.2033i,-0.16805+0.16254i,-0.1744+0.14783i,-0.11641+0.10653i,-0.075999+0.04689i,-0.074709+0.034174i,-0.072103+0.05378i,-0.053187+0.046095i,-0.044206+0.022276i,-0.041991+0.015781i,-0.035382+0.012227i,-0.038869+0.0026914i,-0.053825-0.0024303i,-0.064329+0.0057503i,-0.058492+0.022366i,-0.040098+0.031304i,-0.023008+0.025795i,-0.012574+0.016546i,-0.0052117+0.018619i,0.0019568+0.027362i,0.0071472+0.025564i
-0.13569-0.084461i,-0.19446-0.12755i,-0.13834-0.12878i,-0.047157-0.12731i,-0.048659-0.1324i,-0.1042-0.07321i,-0.099646+0.017813i,-0.024778+0.020172i,0.013035-0.032767i,0.0016701-0.024994i,0.01176+0.006446i,0.023953-0.0015476i,0.011883-0.0070012i,0.011212+0.0035168i,0.027703+0.0049798i,0.044189-0.0067874i,0.053777-0.026482i,0.053668-0.037805i,0.044981-0.031948i,0.034955-0.023425i,0.031099-0.025727i,0.025789-0.029968i,0.015193-0.024843i
0.18397-0.029503i,0.29153-0.081606i,0.2587-0.12294i,0.13458-0.067851i,0.10816+0.056196i,0.17601+0.078501i,0.17805+0.0050201i,0.093093-0.0024866i,0.037081+0.042609i,0.030939+0.032506i,0.010546-4.8331e-05i,-0.0091602+0.0047952i,0.002049+0.021102i,0.015122+0.026134i,0.010293+0.027559i,-0.0092366+0.029908i,-0.037377+0.032569i,-0.060078+0.027644i,-0.063018+0.016571i,-0.052602+0.011367i,-0.044151+0.013231i,-0.037602+0.018128i,-0.029711+0.022019i
-0.12081+0.14147i,-0.15692+0.26642i,-0.098321+0.29764i,-0.050494+0.15795i,-0.13006-0.020857i,-0.24078-0.051443i,-0.21863+0.026913i,-0.095881+0.050078i,-0.012958+0.013183i,9.4138e-05+0.001837i,0.0064687+0.008683i,0.014848-0.002276i,0.0045316-0.022425i,-0.0098808-0.037137i,-0.0091227-0.041076i,0.011604-0.036584i,0.037011-0.024739i,0.046884-0.0076594i,0.041076+0.0046554i,0.038267+0.0059194i,0.040935-0.0012415i,0.031876-0.0077455i,0.018405-0.007669i
0.059794-0.18845i,0.055359-0.34711i,0.0027543-0.37767i,0.0050165-0.2303i,0.13314-0.067029i,0.24925-0.029461i,0.21536-0.057822i,0.10144-0.034897i,0.034111+0.0093161i,0.022599+0.0058935i,0.01511-0.013564i,0.0039171-0.012094i,0.00065947-0.00047704i,0.0030272+0.013994i,0.0045643+0.021618i,-0.010773+0.013637i,-0.036278+0.00041351i,-0.049176-0.006339i,-0.044065-0.0037857i,-0.031787-0.0017726i,-0.021789-0.0051833i,-0.0091687-0.011586i,-0.00036244-0.019578i
0.042378+0.22353i,0.12057+0.42693i,0.19751+0.4946i,0.14633+0.34309i,-0.053464+0.15842i,-0.20007+0.096449i,-0.17897+0.082706i,-0.10126+0.051349i,-0.052861+0.035969i,-0.021154+0.037516i,-0.0016566+0.025728i,-0.0010597+0.012944i,-0.010245+0.013731i,-0.020901+0.016087i,-0.022257+0.020724i,-0.00254+0.027091i,0.020121+0.020399i,0.027547+0.0042803i,0.021021-0.0078905i,0.0038429-0.0077243i,-0.010259+0.0013652i,-0.016545+0.0057573i,-0.018659+0.0022043i
-0.16875-0.16396i,-0.38185-0.27965i,-0.51602-0.2744i,-0.38434-0.14703i,-0.0752-0.074951i,0.1294-0.10976i,0.12974-0.13056i,0.045785-0.10703i,-0.013906-0.076856i,-0.027792-0.049458i,-0.021888-0.025323i,-0.020078-0.01084i,-0.010882-0.0085558i,0.0095937-0.016124i,0.012713-0.027466i,-0.0098477-0.028028i,-0.033882-0.015469i,-0.043097-0.0021386i,-0.03619+0.0093696i,-0.015536+0.02216i,0.007592+0.032953i,0.017278+0.035003i,0.010986+0.03129i
0.20414+0.084326i,0.41343+0.13342i,0.49724+0.11149i,0.32418+0.057779i,0.043623+0.080638i,-0.12395+0.1318i,-0.14308+0.11961i,-0.086172+0.089588i,-0.017871+0.079756i,0.021148+0.068983i,0.035711+0.05171i,0.039856+0.034782i,0.029372+0.02251i,0.01036+0.01987i,0.0052746+0.02222i,0.02075+0.013898i,0.039774-0.0049046i,0.044506-0.019018i,0.033717-0.021146i,0.020983-0.020823i,0.016119-0.023229i,0.023701-0.019325i,0.041447-0.012067i
-0.24457+0.0045327i,-0.50035+0.028358i,-0.62784+0.068493i,-0.45731+0.07313i,-0.15629+0.0063153i,0.032305-0.033088i,0.098475+0.004703i,0.092815+0.004961i,0.033096-0.03815i,-0.00976-0.040858i,-0.010656-0.028046i,-0.015456-0.032043i,-0.02825-0.033426i,-0.031155-0.032736i,-0.038354-0.030731i,-0.055835-0.014816i,-0.067032+0.0060817i,-0.056654+0.014163i,-0.030712+0.006427i,-0.013834-0.007949i,-0.015369-0.016581i,-0.025432-0.019868i,-0.034573-0.021078i
0.20334-0.13149i,0.40495-0.30914i,0.47896-0.45632i,0.31138-0.41151i,0.095696-0.2015i,0.0094799-0.047081i,-0.011899-0.022696i,-0.006977+0.0051031i,0.032905+0.047573i,0.048025+0.036039i,0.027267+0.010663i,0.018874+0.005062i,0.026571+0.0071993i,0.036118+0.01581i,0.050534+0.016356i,0.064408-0.0024824i,0.067374-0.018407i,0.051401-0.01952i,0.021082-0.011839i,-0.00015899+0.0046519i,-0.0047203+0.020311i,-0.0027334+0.024616i,-0.0028847+0.020776i
-0.11799+0.16862i,-0.2252+0.35275i,-0.23268+0.44325i,-0.12187+0.31838i,-0.053446+0.11213i,-0.053452+0.029132i,-0.025142+0.046174i,-0.006044+0.031648i,-0.029366+0.0053495i,-0.038887+0.024194i,-0.022463+0.047802i,-0.011128+0.046558i,-0.015348+0.029949i,-0.031886+0.010583i,-0.050295+0.00396i,-0.05412+0.0099031i,-0.042912+0.013529i,-0.021399+0.014129i,0.0041834+0.009347i,0.018201-0.0061922i,0.016108-0.017949i,0.0051801-0.0093793i,-0.0045848+0.012324i
0.051999-0.21183i,0.10535-0.4391i,0.10916-0.55874i,0.042579-0.41647i,0.012495-0.17414i,0.020622-0.062953i,-0.02317-0.049316i,-0.05522-0.0038481i,-0.020899+0.038185i,0.013559+0.020416i,0.020058-0.0084453i,0.027032-0.019211i,0.038279-0.023294i,0.049358-0.02503i,0.056938-0.03205i,0.047883-0.040441i,0.027359-0.035986i,0.010167-0.022556i,-0.002336-0.0067604i,-0.006744+0.009119i,0.0019458+0.015756i,0.019294+0.002389i,0.028471-0.021483i
0.049707+0.19901i,0.12844+0.43157i,0.22259+0.55837i,0.24843+0.42249i,0.14559+0.19796i,0.026632+0.10855i,0.0079708+0.090571i,0.0085817+0.036757i,-0.022432-0.00045566i,-0.029483+0.011444i,-0.010026+0.022648i,-0.00069356+0.022583i,-0.0072165+0.028359i,-0.019599+0.035505i,-0.025919+0.04642i,-0.015922+0.055344i,-0.0031892+0.048259i,0.0011304+0.034502i,0.0084541+0.021708i,0.01512+0.0064444i,0.0068465-0.0043783i,-0.012273-0.0015707i,-0.026206+0.0060186i
-0.10865-0.13888i,-0.23523-0.26917i,-0.32281-0.28829i,-0.26677-0.1411i,-0.10192-0.026721i,0.0082629-0.048597i,0.0019004-0.082001i,-0.026804-0.059933i,-0.031996-0.029426i,-0.038484-0.022935i,-0.052852-0.024117i,-0.059153-0.018911i,-0.042769-0.01752i,-0.016673-0.030301i,-0.007637-0.045434i,-0.014345-0.04309i,-0.018437-0.023659i,-0.017214-0.00010367i,-0.012934+0.018624i,-0.0018051+0.028058i,0.012605+0.026254i,0.01953+0.016054i,0.017353+0.00712i
0.13815+0.093553i,0.28935+0.19531i,0.3747+0.22289i,0.2868+0.11648i,0.10371+0.029851i,-0.015268+0.046424i,-0.02406+0.059361i,0.007063+0.025594i,0.02131+0.00021329i,0.022762+0.011794i,0.032868+0.031113i,0.041392+0.034969i,0.033074+0.034866i,0.025037+0.041303i,0.031231+0.041395i,0.034641+0.024745i,0.021121+0.0038861i,0.0076059-0.0074528i,0.0061513-0.011884i,0.0041122-0.015709i,-0.005588-0.012655i,-0.0083847-0.0023759i,0.00026437+0.0025371i
