-0.0034288-0.00090407i,-0.0040236-0.00051716i,-0.0034809+0.00099677i,-0.0011299+0.0018879i,-0.00046268+0.0015059i,-0.00072928+0.0010847i,-0.00094042+0.0011642i,-0.00056579+0.00088115i,-0.00035068+0.00051469i,-0.00013579+0.0006364i,0.00061721+0.00029258i,0.00086009-0.00087924i,0.00090699-0.0017315i,0.0014564-0.0021508i,0.002245-0.0010975i,0.0013204-7.8825e-05i,0.00059425-0.00038437i,0.00040247-0.0011575i,-3.678e-05-0.0016872i,-0.00072249-0.001549i,-0.00066962-0.0011737i,0.00021635-0.00071591i,0.00071418-0.0002683i
0.00040801-0.0027519i,0.0013733-0.0029366i,0.00071736-0.0036214i,-0.0017486-0.0025409i,-0.003709-0.00037565i,-0.0030103+0.0023339i,-0.00054329+0.0040668i,0.0024404+0.0033564i,0.0044746+0.0016744i,0.0044386+0.00036965i,0.0033709-0.00061037i,0.0018124-0.0024153i,0.00081721-0.0037922i,0.00074807-0.0025069i,0.00011802-0.00081664i,-0.0010812-0.0020105i,-0.0017541-0.0031014i,-0.0016017-0.0019672i,-0.00051497+0.00033313i,-0.00011923+0.00099964i,-0.00045454+0.00013748i,-0.00087503-0.00038454i,-0.0011963-0.00077254i
-0.002082-0.0040423i,-0.0046213-0.0044483i,-0.0060489-0.0020839i,-0.0059926+0.0016863i,-0.0048483+0.0036491i,-0.0038048+0.0042749i,-0.0027521+0.0046562i,-0.0011938+0.0043389i,0.00016687+0.0029202i,0.00081311+0.0019992i,0.0010831+0.0027534i,0.0013375+0.0039698i,0.0013515+0.0042611i,0.0006213+0.0035622i,-0.0001378+0.0028002i,0.00035927+0.0042233i,0.0011649+0.0050972i,0.0010336+0.0031594i,0.00011025+0.00073298i,-0.00093795+0.00019301i,-0.0008774+0.00046184i,-0.00019433-3.9298e-05i,0.00028087-0.00013428i
-0.0010278-0.0028699i,0.0011245-0.002584i,0.0013453-0.0022433i,4.1517e-05-0.001709i,-0.00011243-0.0016931i,-0.0008514-0.0012948i,-0.0023417+0.00026797i,-0.0027448+0.00063817i,-0.0025574+0.00010522i,-0.0024373+1.093e-05i,-0.0016657-0.0010836i,-0.00048564-0.0031989i,0.00035737-0.0043225i,0.00081979-0.0037033i,0.00058402-0.0022395i,0.00038571-0.0018953i,-0.00021144-0.0027339i,-0.0007756-0.0021839i,0.00015175-0.00065468i,0.0011691-0.0007384i,0.0010847-0.0012948i,0.0005432-0.0011948i,-0.00044644-0.00096729i
0.0052951-0.00099219i,0.004801-0.0013442i,0.0019287-0.0016532i,-0.00049687-0.0016316i,-0.0014843-0.00028447i,-0.0013985+0.0013055i,-0.0002504+0.00050708i,0.00031812-0.0011809i,-0.00021281-0.0014142i,-0.00050075-0.00028753i,-0.0003038+0.0011806i,0.00010645+0.0029933i,0.00023849+0.0036701i,0.00020863+0.0019064i,-0.00040229+0.0010788i,-0.0019487+0.0021748i,-0.0018531+0.0028706i,0.00021514+0.0016306i,0.0009667-0.00049538i,0.00039766-0.0011274i,-0.00020479-0.00012717i,-0.00049337+0.00078285i,-0.00037058+0.00097309i
-0.0024976-0.00097856i,-0.0027435-0.0014156i,-0.0020028-0.00092674i,-0.00019039+0.00074651i,0.00082634+0.0020304i,0.0010637+0.0032986i,0.0010775+0.0032195i,0.0014221+0.0012032i,0.0016573+0.00049154i,0.0014861+0.00067975i,0.0015098-0.0012463i,0.001202-0.0033955i,0.00073264-0.0037965i,0.0012297-0.003359i,0.0015826-0.0026851i,0.0012462-0.002109i,0.00096201-0.0030009i,0.00098467-0.0031074i,0.00042965-0.0013071i,8.4779e-05-0.00017628i,-0.00018046-0.0002355i,-0.00099434-0.00091419i,-0.0012686-0.0013324i
-0.0012366-0.0010376i,-0.0026507+0.0015153i,-0.0021569+0.0041943i,0.00023774+0.0042785i,0.001625+0.0040672i,0.0010177+0.0048391i,0.00047041+0.0059221i,0.0012645+0.0059692i,0.00078161+0.0043568i,7.6065e-05+0.0024777i,0.0016447+0.0020792i,0.0014468+0.002884i,0.00021812+0.0039226i,0.00042382+0.0030384i,0.00099218+0.001397i,-0.00034948+0.0016528i,-0.0012406+0.002233i,-0.00056592+0.0017879i,0.00057534+0.00069968i,0.00073962+0.00048584i,-0.00012837+0.00020798i,-0.00072917+0.00036567i,-0.0010873+0.00080689i
0.0039115-0.0014531i,0.0038509-0.0030507i,0.0021032-0.0037776i,-0.00077746-0.0022392i,-0.0036346+0.0014426i,-0.0053658+0.0061945i,-0.0046887+0.0079519i,-0.0026671+0.0055395i,-0.0013098+0.0020079i,-0.00078974+0.00031064i,-0.00031148-0.00050612i,0.00020392-0.002542i,0.00031305-0.0035576i,0.00097765-0.0011567i,0.0022417+0.000766i,0.0031947+0.00020606i,0.0026523-0.0010652i,0.0015313-0.0016121i,0.00068598-0.0012762i,0.00026731-0.00085936i,0.00034266-0.00062273i,0.00015697-0.0010226i,0.0004215-0.0010658i
0.0035792-0.0042318i,0.0013782-0.0028623i,-0.0016027-0.0015697i,-0.0045437+0.00050753i,-0.0058582+0.0017859i,-0.0057937+0.0029169i,-0.0038144+0.0030957i,-0.0010554+0.0010027i,0.00072463-0.0014698i,-9.0611e-05-0.0017007i,-0.0012594+0.0010361i,-0.00075618+0.004027i,6.8311e-05+0.0051699i,-0.00011081+0.0042727i,-0.00037974+0.0028766i,-0.00058723+0.0015485i,-0.00064794+0.0012363i,-0.00050481+0.0018314i,-9.1628e-05+0.0011268i,-3.8909e-05+0.0001566i,-0.00111+0.00031378i,-0.0017477-0.00016252i,-0.0016844-5.5197e-06i
-0.00073502+0.00057518i,-0.0030892-0.00099928i,-0.0025697-0.0023726i,-0.0013895-0.0013082i,-0.0019455+0.00027893i,-0.0038906+0.0013425i,-0.0037426+0.0016597i,-0.00087052+0.0013153i,0.0027122+0.00051847i,0.0042323-0.00061887i,0.0020714-0.0010973i,-0.00020002-0.0023359i,-0.00058157-0.0036534i,-0.001499-0.0018191i,-0.0022691+0.00049949i,-0.00096587+0.0002186i,0.00021723-0.0011448i,0.00054549-0.0021342i,0.00079295-0.0012729i,0.0010552-0.0005281i,0.0016303-0.00064844i,0.001605-0.00053584i,0.00091254-9.0067e-05i
0.0014805-0.0022948i,0.0033489-0.0038343i,0.0031953-0.0045346i,0.0016275-0.0036322i,-0.00054058-0.00097032i,-0.0019809+0.0013591i,-0.00090173+0.0019762i,0.000899+0.0029712i,0.002038+0.0037269i,0.0023429+0.0035985i,0.0015446+0.0026656i,0.00096758+0.0032522i,0.00074065+0.0046119i,0.00081231+0.0018789i,-0.00022985-0.0012701i,-0.0013033-0.0015759i,-0.00087233-0.00071447i,-0.00022865+5.1154e-05i,-3.9371e-05+0.00038176i,-0.00019097+0.00012124i,-0.00061229-0.00010186i,-0.00063829+1.7747e-05i,-0.00082124-0.00055927i
0.0020603-0.0021535i,0.00010192-0.0037271i,-0.00057327-0.0032896i,-0.00080064-0.0013787i,-0.0015684+0.00087676i,-0.0014661+0.002994i,0.00064554+0.0034025i,0.00045866+0.0027164i,-0.0018937+0.0028405i,-0.0024694+0.0020784i,-0.00099714+9.896e-05i,0.00035482-0.0022125i,0.0011559-0.0037415i,0.001272-0.0029379i,0.0008117-0.00043538i,0.00048378+0.0014403i,0.00083599+0.0011891i,0.0013151-0.00019501i,0.0011622-0.0006427i,0.00089102+0.0001503i,0.001233+0.0012948i,0.0014339+0.001153i,0.0012653+0.00062665i
0.001055-0.0018781i,0.0017459-0.0010055i,0.00071776+4.0631e-07i,2.3144e-05+0.0006749i,-0.00079332+0.0016709i,-0.0011722+0.0031872i,-0.00073516+0.0030508i,-0.0011531+0.00075911i,-0.0025105-0.001175i,-0.0034773-0.001356i,-0.0018921+0.00010124i,0.00020802+0.0025256i,0.0010247+0.0045615i,0.0010328+0.0042879i,0.0021068+0.0014738i,0.0032168+0.0001054i,0.0014356+0.00031627i,-0.00071761+1.9208e-05i,-0.00037754-0.00044566i,0.00028776-0.00056084i,-0.000679-0.00053331i,-0.00085212-0.00097783i,-0.00067401-0.00074439i
0.0026814+0.00030234i,0.00062774+0.0010029i,-0.00098965+0.00066139i,-0.0016277+0.0012934i,-0.0020918+0.0035229i,-0.002386+0.0048163i,-0.0012048+0.0046833i,0.0011809+0.0015717i,0.0026737-0.0024242i,0.0020038-0.0035091i,0.0019124-0.0031348i,0.0025554-0.0037249i,0.0024868-0.0043902i,0.0017943-0.0024091i,0.00017063+0.00057943i,-0.0011063+0.0013902i,-0.00034473+0.0005379i,0.0013587-9.2779e-05i,0.0010709-2.595e-05i,0.00037644+4.8207e-05i,0.0010936+0.00097057i,0.0013383+0.0013104i,0.00042541+0.00017644i
-0.0027639-0.0031136i,-0.0027464-0.0059057i,-0.0023799-0.0062384i,-0.0020254-0.0029427i,-0.0020446+0.00057747i,-0.0026538+0.0026862i,-0.0018513+0.0030722i,0.0016407+0.001265i,0.0047259-0.00043707i,0.0048421+3.996e-05i,0.0026101+0.0017487i,0.00038286+0.0029475i,-0.00025291+0.0033971i,0.00028779+0.0037839i,0.0020744+0.0023081i,0.0025956+0.00034086i,0.0012663-0.00032016i,0.00096703-0.00024656i,0.00031179+0.00032876i,-0.00074736+0.00012062i,-0.0010926-0.0011603i,-0.00083132-0.0018226i,-1.2145e-05-0.0011458i
0.0039621-0.0034971i,0.0030978-0.0021602i,0.0007622-5.2147e-05i,-0.0021461+0.0006278i,-0.0034062+0.0012221i,-0.0028671+0.0031291i,-0.0016972+0.0047794i,-4.4969e-05+0.0051072i,0.001742+0.00479i,0.0017137+0.0037154i,0.00041206+0.0017467i,0.00015835-0.00012847i,0.00074324-0.0018056i,-0.00015148-0.0024331i,-0.0018858-0.0015918i,-0.0025292-0.00045118i,-0.0012946+0.00016368i,0.00043843+0.00017629i,0.001446-0.00063319i,0.00093009-0.0010444i,0.00028212-0.0003689i,-0.0005757+0.00050736i,-0.0010652+0.00054359i
0.0039348+0.0023935i,0.0037485+0.00081829i,0.001131-0.00068237i,-0.00073837-0.00027386i,-0.0020359-0.00033468i,-0.0033679+0.00073975i,-0.003546+0.0023635i,-0.0030993+0.0032722i,-0.0032811+0.0035949i,-0.0027236+0.0033017i,-0.00043839+0.0029185i,-0.00022979+0.002646i,-0.0016706+0.0026672i,-0.0017129+0.0017086i,0.00039246+0.00012964i,0.0021624+0.00011385i,0.0011859+0.00014797i,2.0088e-05-0.00070778i,-0.00037267-0.00073919i,-0.00070332-0.00050169i,-0.00058918-0.00056709i,-0.00027842-0.00084979i,-0.00067387-0.001009i
-0.00024758-0.0020581i,-0.0029241-0.0019755i,-0.0029048-0.0022192i,-0.002531-0.0021461i,-0.0035809-0.0011213i,-0.0036494+0.00064657i,-0.0034989+0.0011032i,-0.0041032-0.000297i,-0.0052069-0.00054269i,-0.0045737-0.0001826i,-0.0015369-0.0015126i,0.0010105-0.002885i,0.0022395-0.0039567i,0.0026304-0.0039287i,0.0012663-0.0030581i,-0.00087933-0.002579i,-0.0012117-0.0017459i,0.00014469-0.00067228i,0.00068596+0.00014712i,0.00069795+0.0010979i,0.00072143+0.0015205i,-0.00039806+0.0007664i,-0.0014695-0.00016904i
-0.0022952-0.0052923i,-0.0043202-0.0053445i,-0.0054401-0.0027549i,-0.0036638+0.00022648i,-0.0011339+0.0016762i,0.00076538+0.0019197i,0.0015663+0.0013092i,0.00087877-0.0017274i,-7.1601e-05-0.0045661i,-2.5331e-05-0.0031534i,0.00088827-0.00066279i,0.0013519+0.0012656i,0.00053135+0.0030021i,0.00059737+0.0034229i,0.0016902+0.0030352i,0.0020673+0.002347i,0.0012932+0.0013838i,-0.00039975-0.00016449i,-0.0011084-0.0015038i,-0.0003816-0.0014299i,-0.00036067-0.00060521i,7.0808e-05-0.00064373i,0.00081916-0.00038172i
0.0078214+0.0015032i,0.0094488+0.0011196i,0.006699-0.00015087i,0.003445-0.00079807i,0.00060198+0.00022927i,-0.0014679+0.001808i,-0.00018394+0.0028308i,0.003065+0.0021618i,0.0041953-0.00049321i,0.0034098-0.0017124i,0.002999-0.0021377i,0.0028803-0.0027051i,0.0021927-0.0035295i,0.0013707-0.0037919i,0.00011104-0.0032218i,-0.00060605-0.0025999i,1.1348e-05-0.0018305i,0.0010111-0.00069719i,0.00082515+0.00011502i,-0.00012587+0.0013406i,-0.00055521+0.0010557i,0.00014402-0.0001416i,0.00117+2.5009e-05i
-0.0030245-0.0002142i,-0.0037584-0.00037991i,-0.0045597-0.00070913i,-0.0040283-2.0507e-05i,-0.0037544+0.0016502i,-0.0030741+0.0040076i,-0.00069816+0.0056596i,0.0021469+0.0048212i,0.004113+0.0030405i,0.0035712+0.0022743i,0.0017804+0.0018216i,-0.00024444+0.0028221i,-0.0018412+0.0040267i,-0.0018111+0.0040347i,-7.2128e-05+0.0043481i,0.00094511+0.0043292i,1.4236e-05+0.0029641i,6.3016e-05+0.001196i,0.0008916+1.7695e-05i,0.00019113-0.00097778i,-0.00010016-0.001236i,0.00040777-0.00077379i,0.00065277-0.00022317i
-0.00018536-0.008509i,-0.003921-0.007174i,-0.0040758-0.0038222i,-0.0014737-0.0005237i,-0.0003396+0.0016017i,-0.001018+0.0036553i,-0.0024944+0.0044636i,-0.0024687+0.0042236i,-0.00070354+0.0040631i,0.00066922+0.0031003i,0.00052599+0.0012104i,0.00093553-0.0005724i,0.0018375-0.0019934i,0.0017355-0.0029373i,0.00068472-0.0028869i,1.5099e-05-0.0031539i,0.00020727-0.002906i,0.00096254-0.0016568i,0.0014393-8.284e-05i,0.0010249+0.00083481i,-6.3874e-05+0.00085794i,-0.0011929+0.00080901i,-0.0014645+0.00061852i
0.0062535+0.0025517i,0.0077548-0.00012282i,0.0042538-0.0018567i,-0.00029428-7.2541e-05i,-0.0023742+0.0022998i,-0.0037277+0.0028799i,-0.0046944+0.0026466i,-0.0044768+0.0026794i,-0.0034939+0.0025537i,-0.00193+0.0024662i,-0.00076217+0.0019732i,-0.00065046+0.0010529i,-0.0017174+0.0013477i,-0.0023758+0.0019202i,-0.0016588+0.0024438i,-0.00065169+0.0024502i,-0.0004468+0.0013897i,-0.00092011+0.00024008i,-0.00072815-7.0849e-05i,-0.00034325-0.00010337i,-0.00026913-0.00012551i,-0.00044447+0.00046029i,-0.00024177+0.0010924i
-0.0023955+0.00024975i,0.00039565+1.5811e-05i,0.00097003-0.0011539i,-0.0012436-0.0012488i,-0.0038855+0.00032172i,-0.0048939+0.0017439i,-0.0035123+0.0012827i,-0.0025473-0.00054583i,-0.0022987-0.0015793i,-0.0020962-0.0012608i,0.00052695-0.0013146i,0.0030289-0.0021325i,0.0031593-0.0023762i,0.0032616-0.0018297i,0.0026675-0.0021075i,0.0020542-0.0033134i,0.00071733-0.0026274i,2.4778e-05-0.00097108i,-0.00013274-0.00016368i,-0.00083095-9.2884e-05i,-0.0010537-0.00063739i,-0.00060464-0.00050164i,-0.00043581+6.9848e-05i
-0.00078805-0.0057669i,-0.0036774-0.0044656i,-0.004554-0.0013307i,-0.0020969-0.00018134i,-9.3903e-05-0.00026192i,0.00020226-0.00041205i,0.00077754-0.00084531i,0.0015455-0.0019131i,0.0011321-0.0029725i,0.00043785-0.0027173i,0.00062726-0.00078922i,0.00057038+0.0011099i,-0.001582+0.0025422i,-0.0032524+0.0033112i,-0.0021296+0.0029872i,-0.00083165+0.002009i,-0.00065183+0.0010531i,-0.0004988-9.1524e-05i,-0.0005015-0.00092174i,-6.4458e-05-0.00078765i,0.00072687-0.0011065i,0.00071323-0.0011455i,0.00026586-0.00086436i
0.0061456-0.00087129i,0.0053103-0.002611i,0.0027402-0.0041325i,0.00079956-0.0021665i,-0.0002926+0.0014634i,-0.0010455+0.0046548i,0.00022608+0.0057097i,0.0024181+0.0035703i,0.0028549+0.00020006i,0.0014369-0.00098076i,0.00086954-0.00013923i,0.0014503-4.9869e-05i,0.0018446+5.5085e-05i,0.0024853+0.00026041i,0.0028324-0.00034458i,0.0023221-0.00070418i,0.0010972-0.0010115i,0.00030968-0.0012462i,0.00058349-0.000889i,0.00095809-0.00077564i,0.00048368-0.00048995i,-0.00021112-0.00024098i,-0.00075291-0.00071644i
0.00036327-0.0024824i,0.00017237-0.0034746i,-0.00075758-0.0043832i,-0.0012815-0.0032036i,-0.00075283-0.0003074i,-0.0013603+0.0024491i,-0.0011686+0.004541i,0.00062543+0.0036241i,0.0023819+0.00064722i,0.0022508-0.00074476i,-8.7104e-05-0.00018495i,-0.0022581+0.0015198i,-0.003637+0.0027318i,-0.0036296+0.0024982i,-0.0024944+0.0025969i,-0.0010413+0.002857i,-0.00019326+0.0011856i,4.4104e-05+0.00016419i,0.00067598+0.00029716i,0.0014916+0.00077195i,0.0010049+0.0010658i,0.00029276-0.00027662i,0.00039096-0.00061148i
0.0014813-0.0018587i,-0.00044902+0.00021201i,-0.0009391+0.001141i,-0.00030885+0.00048854i,-0.0010745-0.00037767i,-0.0023906+0.0008346i,-0.0024789+0.0025647i,-0.0010467+0.0033089i,0.00033701+0.0034139i,0.0011401+0.0023767i,0.00197-0.00061892i,0.0013742-0.0014727i,0.00072149+0.00038448i,0.0012978+0.00076424i,0.0020313+0.00067905i,0.0021379+0.0012175i,0.0011854+0.00087414i,0.00088812-0.00041949i,0.0008238-0.00054552i,-6.9458e-05-0.00055047i,-0.00017359-0.00061945i,5.5615e-05-9.6744e-05i,0.00018718-9.97e-05i
0.0015094+0.00090658i,0.0018734-0.00014993i,0.00070876+4.9159e-06i,-0.0010649+0.0017656i,-0.0018047+0.0036133i,-0.00080937+0.0050263i,-0.00015849+0.0039218i,-0.00070824+0.0021435i,-0.0013482+0.0019767i,-0.0006728+0.0025703i,0.00041072+0.0024019i,0.00032799+0.0012299i,-0.00073081-0.00041422i,-0.0017911-0.0014628i,-0.0026939-0.0015925i,-0.002621-0.0010736i,-0.0017808-0.00034546i,-0.00063703-0.00060494i,8.0978e-05-0.00054816i,0.00038883+0.00011616i,0.00022535-9.1257e-05i,-0.0004111-0.00018978i,-0.000499+0.00017628i
-0.00047997-0.0029177i,-0.0010844-0.0035535i,-0.0011473-0.0032555i,-0.0021806-0.0024477i,-0.0030576-0.001735i,-0.0046506-0.00045181i,-0.0049427+0.00052367i,-0.0034236+0.00054784i,-0.0034624-0.00040566i,-0.0032435+0.00019214i,-0.0012019+0.0015996i,0.00047294+0.0009935i,0.0012992+0.00061745i,0.0020373+0.0012948i,0.0019348+0.00057881i,0.0017816-0.00043055i,0.0016471-0.00099353i,0.00073165-0.0014769i,4.805e-05-0.0014214i,-0.00010099-0.0011682i,-0.00017692-0.0010322i,-0.00068265-0.00068805i,-0.00059937+0.00011212i
0.0027356-0.0019493i,0.00037608-0.001716i,-0.0024716-0.00077169i,-0.003771+0.0011213i,-0.0026788+0.0031322i,-0.00022056+0.0049614i,0.0010931+0.0036588i,0.00049215+0.00071836i,-0.00066404-0.00033977i,-0.0012852-0.00028315i,-0.0011135+0.00016355i,-0.00034108+0.0012567i,0.00048099+0.00098069i,0.00030471+0.00065127i,2.6374e-05+0.00057781i,0.00040509+0.00026096i,0.00071832+0.00017363i,0.00063371+0.00035634i,-0.00022303+3.8941e-05i,-0.0011299-0.001123i,-0.0012657-0.0013458i,-0.0011743-0.001087i,-0.00045747-0.0008869i
0.00047174-0.0053113i,0.00079735-0.0071264i,0.00049864-0.0079i,-0.0018394-0.0044145i,-0.0049089-0.00036402i,-0.0050863+0.0036892i,-0.00072686+0.0054884i,0.0030874+0.0022884i,0.0035371-0.0028744i,0.0025186-0.0043217i,0.00094094-0.002436i,0.00027092+0.00041583i,0.00052008+0.0029785i,0.0011522+0.0043762i,0.0011531+0.0045494i,0.0011922+0.002914i,0.00094785+0.0015269i,0.0011527+0.00099431i,0.0012747+0.00020591i,0.00075117-0.0006732i,0.00014009-0.0012398i,-0.00088344-0.0017538i,-0.00086779-0.0010993i
0.0090193-0.0069845i,0.0063926-0.007445i,0.0012501-0.0058428i,-0.00086877-0.003494i,-0.0015717-0.0017155i,-0.0010328+0.001425i,0.0014737+0.0025998i,0.0025188+0.0016899i,0.0032197+0.00060879i,0.0025637-0.00033604i,-0.00050744+0.0001376i,-0.0023133+0.00054101i,-0.0022744+0.00041457i,-0.001799+0.00050306i,-0.0012031+0.00084968i,-0.000738+0.0011159i,-0.00063935+0.0006163i,-0.00072748-4.5538e-05i,4.7654e-05-0.00036168i,0.00042573-0.00073727i,0.0001459-0.00091288i,-0.00043478-0.00059377i,3.1221e-05-0.00035864i
0.019242-0.014239i,0.011261-0.023074i,-0.0040414-0.030789i,-0.014009-0.020037i,-0.018144-0.0055836i,-0.013281+0.0062562i,-0.0023283+0.0080692i,0.0034043+0.0048332i,0.0035336+0.0012158i,-0.0012555-0.00062859i,-0.0038615+0.0020389i,-0.0017325+0.0048908i,0.00015881+0.0090589i,0.00016262+0.014864i,-0.00067472+0.01623i,-0.0010545+0.010156i,-0.00089736+0.0025469i,0.00057212-0.00028334i,0.003521+3.3627e-05i,0.0047074+6.2279e-05i,0.0020594-0.0015625i,-0.001091-0.0028447i,-0.0029304-0.00074048i
-0.010573+0.0015906i,-0.0072211+0.0036132i,0.00021707+0.0066618i,0.0040302+0.004889i,0.0053981+0.00013841i,0.0038983-0.0045818i,-0.0011975-0.0042037i,-0.0039123-0.001011i,-0.0036895+0.0020275i,-0.00086891+0.0032691i,0.001805+0.0022764i,0.0014334+0.00022865i,0.0012059-0.0030744i,0.0012781-0.0059008i,0.0010508-0.0062648i,0.00084559-0.0040244i,5.9041e-05-0.0013849i,-0.00076564-0.00065182i,-0.0011375-0.00034072i,-0.0015608+0.00027906i,-0.00092064+0.00097807i,0.00051362+0.0016531i,0.00093677+0.00084996i
0.0020557-0.00036446i,0.0021061+0.00032811i,0.001596+0.0021203i,0.0013635+0.0023968i,0.0015959+0.00058885i,0.00011099-0.0018539i,-0.0010195-0.0029065i,-0.0019055-0.0021894i,-0.0031819-0.0010696i,-0.0020798-0.00020367i,-0.00070561+0.00049343i,2.4233e-05-9.2608e-05i,0.00072429-0.0010106i,0.00072215-0.0013551i,0.0010794-0.0014516i,0.0014194-0.00058376i,0.00064162-0.00019406i,-0.00025489-0.00086444i,-0.0011567-0.0012113i,-0.0010585-0.00096158i,-0.00043958+6.1921e-05i,3.1663e-06+0.00093209i,0.00064652+0.00045076i
-0.0020447+0.0054208i,-0.00079211+0.0076473i,0.00077836+0.0067466i,0.00061669+0.0030025i,0.0001984+0.0011008i,-0.0010259+0.00084898i,-0.0016993+0.00048377i,-0.00083186-0.00022093i,-0.00062756-0.0014369i,-0.00091055-0.001548i,-0.00034777-0.0011615i,0.00045834-0.0013352i,0.00018099-0.0013965i,0.00019957-0.0013933i,0.00038785-0.0010689i,3.96e-05-0.00034447i,0.00028124+3.4857e-06i,-5.2091e-05+0.00031523i,-0.00074286+0.00012306i,-0.00026871-0.00014539i,0.00061756+1.0533e-05i,0.00089994+0.00019402i,3.464e-05+0.00011807i
-0.001725-7.1583e-06i,-0.0030026-0.0012279i,-0.0010053+0.00026798i,0.0022584+0.0017039i,0.0029768+0.0022585i,0.0017026+0.0023679i,0.00052551+0.002724i,0.00076251+0.0018362i,0.0019773+0.00060233i,0.002532-0.00024702i,0.0021298-0.0008809i,0.00089645-0.00046406i,-0.00021936+0.00028451i,-0.00034811+0.00031745i,-0.00081834-0.00040779i,-0.00085629-0.00075688i,0.0003609-0.00034689i,0.0010516+0.00060046i,0.00058541+0.0010561i,-0.00051802+0.00083271i,-0.0010026+0.0013291i,7.1625e-05+0.0011423i,0.00060156+0.00055312i
-0.00098699+0.0049482i,0.0011965+0.0037878i,0.0012078+0.0016181i,-0.00048292+0.00065528i,-0.00059519+0.00099109i,-1.6313e-05+0.0006832i,-0.00063602+0.00088146i,-4.1966e-05+0.0014835i,0.0017702+0.0012794i,0.0029447+0.00039212i,0.0031829-0.00075484i,0.0021385-0.0013073i,0.00040671-0.0011535i,4.1085e-05-0.0010065i,0.00023075-0.0015272i,-0.00022914-0.00135i,-0.00043337-0.00059158i,0.00031317+0.0001373i,0.00013265+0.00045766i,-0.00036031+7.8109e-05i,-0.00046829+0.00023662i,-0.00015499+0.00014397i,0.0003818-0.00022752i
-0.0054193-0.0043751i,-0.0069048-0.0013795i,-0.00456+0.00144i,-0.0018749+0.0026941i,-0.0018768+0.0032347i,-0.0029617+0.0035885i,-0.0022148+0.0039563i,-0.00053453+0.0032682i,0.00029425+0.0021868i,0.00081221+0.0018301i,0.0019816+0.0018221i,0.0019558+0.00079033i,0.00091692-0.00049119i,8.728e-05-0.00017815i,-0.00015466+3.6257e-07i,0.00046914-0.0001102i,0.0004686-0.00057621i,3.0802e-05-8.1839e-05i,-0.00085006+0.00061891i,-0.0013662+0.00076132i,-0.0012174-0.00010241i,-0.00066859-0.00085098i,0.0005706-0.00032617i
0.0026313-0.0014604i,0.0013669-0.0014835i,0.0009136-0.0010992i,0.0012918-0.00064244i,0.00052747+0.0010042i,-0.0018505+0.002947i,-0.0031424+0.0039961i,-0.0026269+0.0030669i,-0.0021808+0.0016477i,-0.0012793+0.0018225i,-8.9151e-05+0.0017214i,0.00078778+0.00072114i,0.0016811-0.00044825i,0.0018682-0.00084397i,0.0018635-0.00011108i,0.0016322+0.00046972i,0.00064949+0.00062301i,-4.461e-05+0.00091327i,0.00011609+0.00068582i,2.8918e-05-0.00030149i,-0.0002808+2.821e-05i,-0.0005499+0.00057262i,-0.00054702+0.00019765i
-0.0027006+0.0054776i,0.00055461+0.006097i,0.0027498+0.0050965i,0.0018746+0.0029923i,-7.3949e-05+0.0011806i,-0.00088744-1.5329e-07i,-0.0019097-4.1108e-05i,-0.0017558+0.00028342i,-0.00088839+0.00040102i,-0.00035083+0.00012353i,0.00045564+0.00013685i,0.00041893+0.00040961i,-0.00055532+0.00026796i,-0.00085851-0.0012507i,-0.00038627-0.0023101i,3.358e-05-0.0014303i,-0.00025154-0.00076969i,-0.00092791-4.8081e-05i,-0.0014111+0.00071925i,-0.00099692-0.00025789i,-9.7893e-05-0.00023844i,-5.5087e-05+0.00050368i,-0.00055957-0.00020806i
-0.002736-0.0013113i,-0.0043207-0.0012887i,-0.0036687+0.00052219i,-0.0017686+0.0017682i,-0.0011972+0.0010851i,-0.0016934+0.00032566i,-0.0014601+0.00049942i,-0.00040709-0.00024013i,-0.00023639-0.0012686i,0.00036001-0.0014158i,0.0011308-0.0015747i,0.00090501-0.0012812i,0.00027253-0.00076744i,0.0003914-0.0011781i,0.00091623-0.00051392i,0.00060775+0.00025822i,0.00014925-0.0003718i,-2.6817e-05-0.00053962i,-0.00034223-0.00040671i,-9.1438e-05-0.00046423i,-0.00031591-0.00040626i,-0.00082297-0.0004398i,0.00010807-0.00040182i
-0.001101+0.00083637i,0.0021918+0.0018999i,0.0034053+0.001108i,0.0018285+0.0006932i,-0.0004723+0.0012167i,-0.00072406+0.0020638i,7.3682e-06+0.0027208i,0.00055607+0.002005i,0.00087586+0.0002779i,0.0017025-0.00052895i,0.0028093-0.00048413i,0.0017584-0.001092i,0.00024637-0.0016999i,-0.00016078-0.0013696i,-0.00013267-0.0012045i,0.0002299-0.0011848i,0.00025955-0.001023i,-0.00015626-0.0010676i,-0.0003949-0.00063109i,-0.00071541-0.00067659i,-0.00047295-0.00090966i,-0.00027574-0.00058911i,5.5562e-05-0.00019284i
