1.5516e-05+0.00015135i,0.00017157-0.0014105i,0.00016987-0.0029039i,-0.00016188-0.0025202i,-0.00089011-0.0010464i,-0.0016084+0.00023433i,-0.0014372+0.00082202i,0.00022735+0.00075567i,0.0013918+0.00015725i,0.0012139+8.9239e-05i,0.00057535+0.00032278i,-0.0004006-0.00020056i,-0.00090828-0.00026219i,-0.0008261+0.00012873i,-0.00035483+0.00044975i,-0.00024947+0.00014066i,-0.00030296-0.00050868i,0.00033024-0.00085528i,0.00024753-0.00097136i,-0.00076943-0.0011498i,-0.0006012-0.0010034i,0.00023098-0.00062489i,0.0003219-0.00013571i
-0.00059807+0.0012668i,-0.0010938+0.00092782i,-0.00081628+0.00025665i,0.00020601-0.00018563i,0.00030566-0.00080974i,-0.00092209-0.0012041i,-0.0013125-0.0003688i,-0.0012041+0.000539i,-0.0014279-0.00010249i,-0.0012372-0.00082461i,-0.00034158-0.00020345i,-0.00027716+0.00019142i,-0.0011693-0.00047064i,-0.00072677-0.00042533i,5.9963e-05-0.00022077i,-4.233e-05+4.5574e-05i,-0.00029563+0.0002052i,-0.00026017-0.00034116i,0.00066493-0.00050656i,0.00087043-6.9114e-05i,0.00052635+3.0364e-05i,0.00057733-0.00016759i,0.00037296+0.00042252i
7.5331e-05+9.135e-05i,4.9149e-05+0.00023955i,-0.00049409+0.00047514i,-0.00019343+0.00029711i,0.00094505+0.00088472i,0.00032662+0.00083849i,-0.00059164+0.00014639i,-0.0011447+0.0003918i,-0.00096722-0.00011533i,-2.7048e-05-0.00064874i,-0.00027501-0.00033845i,-0.00051964-0.00073459i,-0.00085964-0.0011454i,-0.0010386-0.0012371i,-0.0002957-0.00033679i,-0.00051688+0.00024241i,-0.00046534+0.0001558i,0.00053381+0.00036681i,0.00031118+0.00045713i,-0.00042691+0.0001952i,-0.00061003-0.00019713i,-0.00094482+0.000242i,-0.00063332+1.858e-05i
-0.00082859+0.0012199i,-0.00074314+0.0018461i,0.00020958+0.0021453i,0.0010053+0.0014479i,0.0012015-0.00011352i,0.00066577-0.0014697i,-0.00068725-0.0013104i,-0.0014241-0.00098284i,-0.0010914-0.00068055i,-0.00085917-0.00066101i,-0.00097679-0.00084373i,-0.0011281-0.00044126i,-0.0005566-0.00023806i,3.5513e-05+7.4312e-05i,-0.00033858-2.6884e-05i,-9.6719e-05-0.00059772i,0.00038931-0.00021769i,-5.5159e-06+0.00048223i,-0.00019161+0.00040441i,0.00016239+0.00069103i,0.00057278+0.00082961i,0.00082593+0.00021284i,0.00036592-2.2942e-05i
6.8586e-05-0.002725i,-0.00060737-0.0021222i,-0.0013967-0.001566i,-0.0009174-0.00021246i,-0.00066771+0.00028905i,-0.00078757+0.00075273i,-0.0012578+0.00080187i,-0.0010959+4.594e-05i,-0.00051454-0.00041819i,-0.00054963-0.00057277i,-0.00076596-0.0005144i,-0.00083052-0.00082443i,-0.00089668-5.5825e-05i,-0.00059677+0.00082103i,-0.00054119+0.00076776i,-0.00058365+0.0002788i,0.00027438-0.00010686i,0.00048439+0.00061957i,7.9488e-05+0.00053269i,4.1254e-05-0.00021444i,8.7812e-05+0.00013845i,0.00025749+0.00058865i,0.00056429+0.00077238i
0.00019069+0.00061787i,0.0013873+0.0015155i,0.0017235+0.0013682i,0.0005812+0.00076206i,-0.00010831-0.00073796i,-0.0012656-0.0013031i,-0.0019762-0.0003818i,-0.0019539+0.00037899i,-0.0015778+0.0010152i,-0.0013824+0.0010072i,-0.00093232-9.5877e-05i,-0.00032415+0.00010477i,-0.00078806+0.00021341i,-0.00042559-0.00044137i,0.00040544-0.00056005i,0.00081642+7.1253e-05i,0.00098797+0.0002116i,0.0007008-0.00054148i,0.00040436-0.00099554i,0.00024675+0.00017923i,0.00023068+0.0013691i,0.00024672+0.00071498i,-0.00013085+0.000203i
-0.00082972-0.00060483i,-0.0018546-0.00082525i,-0.0012838-0.00092917i,-0.00024104-0.00074322i,-0.00013456-0.00052838i,-0.00055309-0.00022142i,-0.0013693+0.00048001i,-0.0015721+0.0003239i,-0.0011759-0.00027234i,-0.00090195-0.00040945i,-0.0012472+0.00014846i,-0.00076829+0.00018281i,-0.0002096-0.00015623i,-0.00044114+0.00024666i,-0.00072767+0.00017301i,3.6574e-05-8.341e-05i,0.00025831+0.00015668i,-4.7093e-05+9.3492e-05i,9.7865e-05-1.9334e-05i,7.9173e-05-0.0003824i,0.00026614-0.00052223i,0.0002932+0.00049303i,8.4916e-05+0.00056523i
-0.00053513+0.0012121i,0.00056976+0.0016033i,0.0017084+0.0027692i,0.0022015+0.0016597i,0.0018672-0.00063835i,0.0014379-0.00068583i,0.00128+0.00047692i,0.0011916+0.00057199i,0.0014896-0.00020834i,0.0015304-0.0003879i,0.00067136-0.00061717i,0.00013409-0.00065147i,5.4949e-05-0.00091994i,0.00030536-0.000416i,0.00098055+0.00048429i,0.0011865+0.00023249i,0.00060988+9.2793e-05i,0.00034063+0.00074703i,0.00057068+0.0011344i,0.00035332+0.00040831i,-0.00013445-8.7452e-05i,-0.0003399+0.00011163i,-0.00028029+0.00014609i
-0.0019465-0.0030881i,-0.0029234-0.0024738i,-0.0035897-0.0026551i,-0.003531-0.0020856i,-0.002059-0.00075435i,-0.0010053+0.00014663i,-0.0011134-1.6558e-05i,-0.001205-0.00034462i,-0.0013787-0.00084285i,-0.0019292-0.00061749i,-0.0012858-0.00023953i,-0.00028722+0.00012035i,-0.00010184+0.00061065i,-0.00045433+0.00068354i,-2.2826e-05+0.00069963i,0.00063144+0.00050611i,0.00024574+0.00091135i,0.00032631+0.0015197i,0.00069759+0.0011638i,0.00031986+0.00037784i,-7.6892e-05-0.00016363i,-0.0001743-0.00027861i,0.00038639+7.8691e-05i
0.002659-0.00078746i,0.0030268-0.0012242i,0.0035701-0.00176i,0.0018412-0.0018239i,-0.00062153-0.0017227i,-0.00067881-0.00083152i,-4.3928e-05-8.4176e-05i,-0.00018618-8.1166e-05i,-0.00051983-0.00091839i,-0.00085045-0.001317i,-0.00092861-0.00087385i,-0.00058684-0.00028346i,-4.6499e-05-5.4574e-05i,0.0004999-0.00015638i,0.00017889+0.00016374i,-0.00024531-0.00018587i,-9.7164e-05-0.0002576i,-0.00035488-0.000276i,-0.00017141+0.00011283i,-0.0001508+5.4032e-05i,-0.00017301-0.00039263i,-0.00022072-0.00068634i,-0.00034115-0.00060948i
-0.0010868-0.00023295i,-0.0017799+0.00089618i,-0.0025604+0.00085921i,-0.0017667+0.00084127i,-0.00094185-0.00033578i,-0.00096332-0.0014397i,-0.00036883-0.000336i,-0.00034148-5.0061e-05i,-0.0010332-0.00092844i,-0.001706-0.0013602i,-0.0016594-0.00088557i,-0.0013223+0.00032487i,-0.00071944+0.00067112i,4.7735e-05+0.00039376i,-5.3403e-05-0.00014544i,-0.00054187-0.00050971i,0.00016155-0.0002445i,0.0009161+0.0001672i,0.00063095+0.00047216i,0.00035892+0.00014642i,-0.00028563-0.00054294i,0.00015486-0.00066483i,0.0011718-0.00090097i
-0.00072188+0.00072836i,0.00043228-0.00040939i,0.00061587-0.00061734i,0.0010668-0.00036691i,0.0012105-0.00057895i,-0.00036073-0.0011136i,-0.0015164-0.00093513i,-0.0013648-0.00016912i,-0.00111+0.00050617i,-0.00081702+2.7235e-05i,-0.00041408+0.00017987i,0.00017813+0.00058724i,4.51e-05+0.00026245i,-0.00022049+3.6895e-05i,-0.00030133+0.00015879i,-0.00020585-0.00038774i,-0.00014087-0.00074927i,-0.00024584+2.9163e-05i,0.00018297+0.0002948i,0.00022653-0.00010478i,-0.00048199-0.00050929i,-0.00069405-3.1859e-05i,-0.00013196-2.0574e-05i
0.0012207-0.00054709i,0.0023133-8.8201e-05i,0.0023158-0.0018562i,0.0013896-0.002571i,0.00090294-0.0014102i,-0.00049812-0.00026928i,-0.001321+0.00024215i,-0.00053965-8.6589e-05i,-0.00018662-8.341e-05i,-0.0010628+0.00012398i,-0.0014592+0.00029089i,-0.0013231+0.00050455i,-0.00096597+0.00025664i,0.00037873+0.00035081i,0.00062856+0.00088168i,-0.00080053+0.00073842i,-0.00081591-0.0003046i,-0.00010825-0.00017541i,-0.00029595+0.00017259i,-0.0011963+0.00025117i,-0.0011724+0.0007893i,-0.00048661+0.00039666i,-0.00051023-4.2744e-05i
-0.00087366+0.00021015i,-0.0013627+0.00047648i,-0.001054-1.533e-05i,7.6275e-05-0.0003013i,0.0011176-0.00091589i,0.0006455-0.00088152i,-0.00029501-0.00041712i,0.00012924-0.00027277i,0.00076013-0.00022105i,0.00016393-0.00030207i,-0.00019964-8.0869e-05i,0.00032273+0.00015969i,0.00024185+0.00047658i,-4.8839e-05-0.0001005i,0.00068538-0.00057734i,0.0010585+0.00036583i,0.00084361+0.00055337i,0.00072537-0.00020862i,0.00078996-0.00046043i,0.0008945-0.00038702i,-9.1894e-05+3.9355e-05i,-0.0011761-1.7829e-05i,-0.00033082-0.00028699i
0.0026311+0.0024095i,0.0023787+0.0010803i,0.0020709-0.0004086i,0.0011323-0.0016663i,-0.00027813-0.0024221i,-0.00094835-0.0017588i,-0.00091917-0.00071422i,-0.00099924+0.00012113i,-0.00097434+4.6966e-05i,0.00016066-0.0008617i,0.00078911-0.00068766i,-6.0048e-06-4.269e-05i,4.3089e-05+0.00020869i,0.00024184+6.7147e-05i,-0.00042341+7.7221e-05i,-0.00097127-0.00031569i,-0.00055382-0.00086351i,0.00065561-0.0006522i,0.00083974-8.6753e-06i,0.00020876-0.00034351i,-0.00035891-4.7454e-05i,-0.00079989+8.7161e-05i,-0.00034196-0.00047794i
-0.00082656+0.0034962i,0.00017472+0.0037343i,0.0030873+0.0036564i,0.0045945+0.0019388i,0.0038183-0.00070306i,0.0020191-0.0026478i,-0.00016721-0.0019656i,-0.0012907-0.0010299i,-0.00075058-0.00052234i,-0.00031896-0.00023465i,-0.00021946-0.00080547i,-0.00047177-0.00020692i,-0.00072771+0.00078924i,-0.00074218+0.00063741i,-0.001121+0.00052199i,-0.0008741+0.0003086i,7.3966e-05-0.00011139i,0.00067594-0.00020129i,0.00065265-0.00047028i,0.00048779-0.00063854i,0.00010764-0.00010024i,0.00010832+0.00010536i,0.00068164+0.00057949i
0.00058467+0.00010572i,0.0013572+0.0013852i,0.0029153+0.0013369i,0.0035464+0.00064184i,0.0020236-9.4987e-05i,0.00024127-0.00077415i,-0.00096673-0.00013013i,-0.0011078+0.00066686i,-0.0010105+0.00026795i,-0.00075201-1.3604e-05i,-0.00098259-0.00014286i,-0.0015203-0.00042179i,-0.0020132-0.00035378i,-0.0016473-0.00090162i,-0.00082648-0.00064449i,-0.00060222+0.00032859i,-0.00053538+0.00064726i,0.00074119+0.00011024i,0.0010482-0.00054459i,-0.00030208+5.5182e-05i,-0.00059343-7.5601e-05i,0.00032768-0.0012205i,0.0010936-0.0016193i
0.00013773-0.0016508i,-0.00092247-0.0016016i,-0.0022263-0.0016617i,-0.00223-0.0012789i,-0.0021723-0.0016894i,-0.0028023-0.0019113i,-0.002224-0.00081682i,-0.00061838+0.00030925i,-0.00040757+0.00020678i,-0.0012448-0.00047124i,-0.00041599-0.00088645i,0.00029067-0.00058451i,-0.00021649+5.2799e-05i,-0.00016846+0.00031372i,0.00060034+0.00057587i,0.0012073+0.00063563i,0.00083473-0.00013477i,0.00034685-0.00043281i,-0.000162+0.00010874i,-5.4561e-05-0.00051109i,0.0003672-7.4598e-05i,-0.00032643+0.00075896i,-0.00035265+0.00038623i
0.0016954-0.0023645i,0.00084817-0.0036293i,2.9196e-05-0.0034873i,-8.5845e-05-0.0032333i,-0.0002046-0.0025126i,-0.00096545-0.0013347i,-0.000981-0.00021917i,-0.00079669+0.00039857i,-0.00062292-0.0011216i,-0.00098925-0.0023354i,-0.0010722-0.0013061i,-0.00086634-0.00045356i,-0.00089072-0.0004375i,0.00040717+0.00029086i,0.00077867+0.00083157i,0.00015628+0.00026493i,6.367e-05-0.00052341i,0.00022272-0.0006059i,0.00074983-0.0003334i,0.00032449-0.00033878i,0.00020059-0.00068656i,0.00052427-0.00039749i,0.00026102-0.00020629i
-0.0007572+0.00070244i,-0.0018976+0.0014202i,-0.0011054+0.0015169i,0.0003802+0.0011113i,1.3301e-05+0.00079049i,-0.0012462-0.00020585i,-0.0017679-0.00070267i,-0.00073636+0.00018291i,3.9608e-05+0.0009706i,-0.00020854-0.00013072i,-0.00055169-0.00059599i,-0.00069798+7.2266e-06i,-3.1924e-05+1.4299e-05i,0.00018636-0.00056971i,-0.00027089-0.00080924i,-0.0004366-0.00057432i,0.00012913-0.00043728i,0.0004025-0.00016008i,3.8769e-05+8.1229e-05i,8.3883e-05+0.00014885i,0.00031217+0.00042234i,3.409e-05-4.6425e-05i,0.00017451-0.00062102i
0.00020052+7.4479e-05i,0.0014328-0.00064833i,0.0020806-0.00049377i,0.0016682-0.0002452i,0.0010749-0.00097221i,0.00048477-0.0016987i,-0.0002717-0.0010684i,-0.00062843-0.00022768i,-0.00018032-0.0007892i,-0.00053473-0.0011311i,-0.0009491-0.00071079i,-0.00034429+0.0002904i,-0.00026816+0.00072112i,-0.00027193+0.00060476i,-3.5259e-05+0.00068376i,-0.00034311+0.00069924i,-0.00041774+0.0010194i,0.00025051+0.0011506i,0.00030611+0.0012456i,-0.00093595+0.00046136i,-0.0014371-0.00093273i,-0.00082192-0.0002344i,0.00038054+0.00061084i
0.00064193-0.00017834i,7.8563e-05-0.00094709i,0.00014112-0.0013309i,0.001246-0.0015663i,0.0013719-0.0016839i,0.00039735-0.001313i,-0.00016666-0.0005071i,-0.000268+0.00031407i,-0.00046612+1.0337e-06i,-0.0002839-0.001049i,-0.00036183-0.00089374i,-0.00019336-0.00047801i,0.00077102-0.00070325i,0.0015781-0.00055077i,0.0011517+7.0585e-05i,0.00040962+0.00032396i,0.00067598+3.7658e-05i,0.00064797-0.00012788i,-0.00010819+0.00013095i,-0.00039253+7.7793e-05i,7.2159e-06-1.1048e-05i,0.00051422+0.00015452i,7.3302e-05+0.00050533i
-0.00087322-0.00019134i,-0.00019622+8.3973e-05i,0.0016253-6.3872e-05i,0.0019857-0.0011786i,0.0014171-0.0023672i,0.00066336-0.0020312i,-0.00079703-0.00051336i,-0.0011856-0.00037089i,-0.00032745-0.0012261i,-0.00089048-0.0010754i,-0.0013206-0.00083246i,-0.0010517-0.00040534i,-0.00023674+0.00014593i,0.00022819-0.00055098i,0.00015616-0.00086675i,-0.00033203-4.6629e-05i,-0.00040462+0.00048553i,-0.00031664+0.00017599i,-0.00047675+3.0085e-05i,-0.0006044+0.00024351i,-0.00044819-2.3309e-05i,-0.00011614-0.00014402i,0.0001737-1.5905e-05i
-0.0008733+0.00035696i,-0.0012558+0.00072715i,-0.00025227+0.0010921i,0.00076341+0.00057867i,0.00044658-0.00070659i,-0.00061509-0.00058093i,-0.001289+0.00044495i,-0.0011464+0.00059872i,-0.0010247+3.387e-05i,-0.00060802-0.00083789i,-0.00046169-0.0012369i,-0.0012619-0.001251i,-0.0013889-0.00091796i,-0.00083602-0.0001811i,-0.00046081-0.00026347i,0.00013582-0.00092661i,-2.8101e-05-0.00092674i,-0.00020628-0.0001836i,7.035e-05+5.8972e-05i,-4.9012e-05+2.6011e-05i,-0.00023865-1.1772e-05i,-6.7603e-06-0.0007399i,0.00055455-0.0014266i
-0.00105-0.0011078i,-0.0013963-0.00019939i,-0.0023944+0.00022976i,-0.0016495+0.00021181i,-0.0013081+0.00013171i,-0.0010896-0.00045698i,-0.00081227-0.00039126i,-0.00072099+0.00014849i,-0.00072548-0.00030356i,-0.0009711-0.00040247i,-0.0011695+3.5702e-05i,-0.00088357+0.00048554i,-0.00087677+0.00026021i,-0.00060313-0.00044091i,0.00024404-0.00057184i,-0.00047034-0.00078659i,-0.00062034-0.00080675i,-0.00019182-2.2503e-05i,-0.00066419+0.00033396i,-0.000421+0.00047513i,0.00017015+0.000716i,-0.00013374+0.00061746i,-0.00025647+0.00063854i
0.0017619-0.00066674i,0.0010279-0.0017708i,0.00074072-0.003809i,0.00030289-0.0035137i,-0.00011522-0.002868i,-0.00081568-0.0023066i,-0.0014278-0.00098366i,-0.0012353-0.0005387i,-0.0011803-0.00023331i,-0.0011649+0.00025515i,-0.00097265+0.00042872i,-0.00079766+0.00051607i,-0.00041217+0.0013528i,-0.00035097+0.0019425i,-0.00034214+0.00035167i,-0.00043941-0.0012494i,-0.0006984-0.00087478i,-0.00094909-0.00023126i,-0.001058-0.00022976i,-0.0012612+0.0002465i,-0.0010983+0.00038271i,-0.00094289+0.00046079i,-0.00089825+0.00055907i
-0.00072221+4.3951e-05i,-0.00065061+0.0011191i,-3.3072e-05+0.0024488i,0.0008139+0.0022498i,0.00082193+0.0013941i,-0.00040052+0.00020517i,-0.0016785-0.00035741i,-0.0016944-8.494e-05i,-0.00092589-0.00071785i,-0.00072016-0.0011409i,-0.00025836+8.4529e-05i,-1.7693e-05+0.0010303i,-0.00012016+0.0006122i,-2.3543e-05-0.00012912i,7.05e-05+0.00066283i,-4.3508e-05+0.0011035i,-0.00072417+0.00054393i,-0.00091153-0.00028036i,-0.0006477-0.0002333i,-0.00048531+0.00032342i,-0.00045993-2.8527e-05i,0.00021615+5.1673e-05i,0.00065499+0.00038643i
0.00032724-0.0015367i,-0.00095349-0.0022342i,-0.0025487-0.0022778i,-0.0019131-0.00256i,-0.00047765-0.0028301i,-0.00094831-0.0025082i,-0.0011333-0.00059747i,0.00040838+0.00056271i,0.00077947-0.00029552i,-3.7202e-05-0.0010417i,-7.1786e-05-0.00035705i,-6.2755e-05-6.8879e-06i,-0.00016704+0.00043421i,4.9375e-06+0.00036884i,2.298e-05-0.0002767i,0.00037462-0.00048873i,0.000336+9.1897e-05i,-0.00035857+0.00015037i,-0.00044373+0.00024972i,-0.00020129+0.00042884i,-0.00045514-0.00020156i,-0.00017774-0.00011571i,0.00041375+0.00043515i
-0.00079843+0.00073125i,-0.00039563+0.0010792i,-1.5536e-05+0.00046306i,0.00059267-0.00052772i,0.0012619-0.00055381i,0.0011702-0.0006377i,-1.0698e-05-0.00081094i,-0.00056904-0.00019841i,-0.0005288-0.0001017i,-0.00073171-0.00048369i,-0.00074968+0.00028716i,-0.00073427+0.00035366i,-0.00046218-0.00082606i,-0.00025501-0.0010235i,-4.2812e-05-0.00076964i,0.0003649-0.00019745i,0.00032707+5.3965e-05i,0.00013977-0.00035436i,0.00043684-0.00042518i,0.00052055-0.00013681i,0.00075329+0.00036901i,0.00083132+0.00061204i,0.00084194+0.00055488i
-0.0026132-0.0018717i,-0.0037182-0.0015747i,-0.004236-0.00068068i,-0.00207+0.00038423i,1.5149e-05-1.9618e-06i,0.00067076-0.00027462i,0.00031365+0.00023741i,-0.00026239+0.00044396i,-0.00091103-0.00045644i,-0.0019372-0.00063794i,-0.0016147-0.00029595i,-0.00098418-0.00011243i,-0.0010205+0.00014054i,-0.00019487-0.00025753i,9.7273e-05-0.0010253i,0.00014575-0.00055729i,0.00057957+0.00042225i,0.00085578+0.00072739i,0.00041665+0.00060481i,-0.00015051+0.00050753i,0.00032494+0.00017937i,0.00075454+0.00010651i,0.00014462+0.00036903i
0.0028267+6.2076e-05i,0.0025124-0.00097798i,0.0017962-0.0018984i,0.0010776-0.0015692i,0.00079247-0.0012253i,0.00011107-0.00077986i,-0.00046947-0.00048707i,-0.00022844-0.00021289i,-0.00067868-0.00049573i,-0.0018875-0.0007813i,-0.002331-4.2281e-05i,-0.0016381+0.0006948i,-0.0011398+0.0008617i,-0.0011488-3.5626e-05i,-0.00075882-0.0011907i,0.00015894-0.00070741i,0.00028747+0.00070635i,-0.00039787+0.00096243i,-0.00053601+0.00038531i,4.9914e-05+0.00021185i,-7.8857e-05-0.00033455i,0.00017282-0.0002229i,0.00030455+0.00048333i
0.00051725+0.00015931i,0.00081136+0.00049038i,0.00022071+0.00013636i,-0.00065335-0.0011225i,-6.5767e-06-0.0023613i,0.00027817-0.0020167i,-0.0011408-0.00020391i,-0.00142+9.0151e-05i,-0.00080073-0.0007489i,-0.00029452-0.0012143i,-4.4853e-05-0.0014914i,-0.00043774-0.0015024i,0.00014439-6.1282e-05i,0.00026082+0.0003741i,-0.00023118-0.00074194i,-0.00072186-0.00085394i,-0.0005225-0.00010873i,0.00055787+0.0002278i,0.00065786+0.00026998i,0.00051253+0.00022549i,0.00044408+0.00011039i,0.00029209+9.1259e-05i,-0.00025279+0.00018833i
0.0027092-0.0024626i,0.0017512-0.0032957i,0.0016086-0.0041816i,0.00085073-0.0040527i,-0.0004259-0.0030898i,-0.00042484-0.0013973i,-0.00066497-0.00032358i,-0.0012598+0.00016206i,-0.00070476-0.00025645i,-0.0010636-0.0014394i,-0.0015171-0.0016176i,-0.00031348-0.0011136i,0.0004177+4.382e-05i,-0.00011392+0.00092314i,-6.0487e-06+0.00074232i,0.00020736+0.00021941i,0.00023731+0.0002591i,0.00026769+0.00054594i,0.00049947+0.00053944i,0.00031385+0.00029478i,-0.00045309+0.00056206i,-0.00088469+0.00038176i,0.00023834-0.00040977i
-0.00085496+0.00062936i,0.00080462+0.001837i,0.000307+0.0031261i,-0.0008537+0.0022136i,-0.00092428+0.00074165i,-0.00037134-7.114e-05i,-0.00043572-0.00039489i,-0.00041853+0.00040252i,-0.00045461+0.00062356i,0.00013638-0.00030574i,0.00062173-0.00036643i,0.00064637-0.00030192i,0.00084185-0.0010418i,0.00053998-0.00094384i,0.00015798-0.00043294i,-0.00038983-0.00037001i,-0.00017996-6.6883e-05i,0.00067099-2.1283e-05i,0.0007222-0.00036107i,0.00037205-0.00024539i,0.00026938-0.00046329i,0.00021755-0.0001596i,-0.00026262+0.00053545i
2.8979e-05-0.0026901i,-2.3098e-05-0.0030449i,-0.00018531-0.002721i,0.00023567-0.0017723i,0.0001332-0.0018241i,-4.8842e-05-0.0020688i,-0.00095013-0.0014489i,-0.0018441-0.0011784i,-0.0014744-0.0012777i,-0.00089248-0.000987i,-0.00080654-0.00051791i,-0.0006644-0.00058464i,-0.00042865-0.0001812i,-0.00041452-0.00019347i,0.00011206-0.00061028i,0.00079721-0.00030845i,0.0010954-0.00099238i,0.00051826-0.0017933i,-0.00023323-0.0010363i,-0.00098401+6.1375e-05i,-0.00058995-0.00015825i,0.00022436+5.4891e-05i,-3.6647e-05+0.00030826i
0.00020608+0.0011169i,0.001772+0.0015893i,0.0027532+0.0013609i,0.0022449+0.00081866i,0.00033354+8.5164e-05i,-0.0012095-0.0004134i,-0.00097079-0.00043478i,0.0001708-0.00062098i,0.00037199-0.00095589i,-0.00016423-0.00051491i,-0.00037134-0.00060189i,-0.00027815-0.00085405i,-1.9858e-05-0.0007486i,-9.8474e-05-0.0008589i,-0.00026833-0.00066384i,0.00026102-0.00091022i,0.00052576-0.0009066i,0.00091128+0.00010905i,0.00072282+0.00080142i,-0.00060866+0.00042898i,-0.0012129-0.00035199i,-0.00021393-0.00033917i,0.00037145+0.00076525i
-0.0024467-9.3961e-05i,-0.0026026+1.8276e-05i,-0.0022021+0.00043817i,-0.0011345+0.00058595i,0.00029131+0.00067933i,0.00094281-0.00051666i,0.00019868-0.0010008i,-0.00025466-0.00016666i,-0.00013344+0.00019828i,6.2488e-05+0.00031389i,0.00011595-0.00022446i,-0.00013152-0.00037745i,0.00023448+0.00011i,-0.00029768+0.00036508i,-0.00085061-0.00053877i,-0.00038527-0.00098011i,-3.7369e-05+6.9502e-05i,0.00038476+0.00047469i,0.00017262+0.00031113i,4.9024e-05+0.0002502i,-2.5069e-05-0.00021921i,-0.00024715-0.00081493i,0.00038521-0.00065405i
-0.00010539+0.00068161i,8.3145e-05+0.00099674i,0.00055599+0.0010311i,0.0012101+0.00067428i,0.00078766-0.0001839i,0.00083503-0.00052125i,0.00073709-0.00065258i,0.00022789+5.2983e-05i,-0.00031636+0.00091599i,-0.0011497+0.00071149i,-0.00097159+0.00036854i,-0.00038522-0.00018753i,0.00026346-0.00083474i,0.00026249-0.00046328i,-0.00080263+0.00040307i,-0.001232+0.00057035i,-0.00062424+0.00054832i,-0.00051132+0.00036806i,-0.00020714-9.5011e-05i,0.00012359+0.00015269i,0.00011433+0.00023019i,-0.00035311-0.00011554i,-0.00045886-1.1627e-05i
-0.003502+0.0038289i,-0.0016251+0.0038757i,0.0015137+0.0045004i,0.003211+0.0036218i,0.0037351+0.00088791i,0.0025901-0.00081408i,-4.6038e-05-0.0011965i,-0.0011105-0.00095151i,-0.00048924-0.0002996i,0.00079115-0.00053451i,0.00059192-0.0011435i,-0.00026563-0.0010967i,-0.00048824-0.0012457i,-0.00020029-0.0010425i,-3.6631e-05-0.00030553i,-0.00017137-8.7045e-05i,5.0313e-05-0.00066385i,0.00051124-0.001103i,0.00046818-0.00098415i,0.00065292-0.00044289i,0.00051317+0.00010602i,-0.00025402-0.00021543i,-0.00074579-0.00029832i
0.0019773+0.0005098i,0.0021428+0.0012823i,0.00080677+0.00070573i,0.00067034+0.00012257i,0.00026098-0.00074677i,-0.00077679-0.0015479i,-0.0011913-0.00012599i,-0.0015088+0.00076915i,-0.000948-0.00073873i,-0.00041424-0.001862i,-0.00053671-0.0013029i,-0.00065422-0.00057452i,-0.00083775-0.00032366i,-0.0010475+0.00045862i,-0.00086564+0.0007667i,0.00035113+0.00063841i,0.0007218+0.00044339i,0.00044915-0.00020617i,0.00062941-0.000492i,0.00070895+0.00019375i,0.00057308+0.0003076i,0.00022769-0.00021725i,-0.00042585-0.00058359i
-5.2309e-05-7.384e-07i,8.1557e-05-7.1337e-05i,0.00049766-0.00070017i,0.0012368-0.0013996i,0.001856-0.0014458i,0.0015776-0.0013428i,0.00031794-0.0013738i,-0.00048193-0.0013092i,-0.00088333-0.0011771i,-0.0011009-0.00095625i,-0.001264-0.00034491i,-0.001271+4.5982e-05i,-0.001292+6.1343e-06i,-0.0010802+0.00022553i,-0.0008727+4.9867e-05i,-0.00011287-0.00022648i,0.00040639-0.00043016i,-0.00011164-0.00049079i,-0.00035026-0.00051775i,-0.00012394-0.00061092i,-0.00039227-0.00024414i,-0.00080273+0.00045063i,-0.00022851+0.00048712i
0.00027045-0.0015243i,-0.00023641-0.0013685i,-0.000707-0.0013328i,-0.00022108-0.00067736i,0.00027776-0.00044308i,0.0001072-0.00053091i,-0.00047804-0.00023498i,-0.0011635+8.8535e-05i,-0.0014002-0.000224i,-0.0012644-0.00112i,-0.0012032-0.00090342i,-0.0010013+0.0001765i,-0.00039454+0.0005318i,-4.2224e-05+0.00048579i,3.1645e-05+0.00030144i,-9.916e-06+0.00010803i,-0.00039298-0.00010149i,-0.0010135+0.00037199i,-0.0019934+0.00079262i,-0.0014549+0.00073345i,-0.00039087+0.000571i,0.00025971+0.00036728i,0.00019235+0.00035706i
0.0010073+0.00096502i,0.0010206-0.000177i,0.0010639-0.00079578i,0.00082849-0.0007692i,0.0002231-0.0016249i,2.0912e-05-0.001303i,-0.0002169-2.8814e-05i,-0.00016585+0.00017483i,-5.0446e-05-0.00037016i,-0.00025912+0.00019158i,-0.00018068+0.00042538i,-0.00011964+0.00017563i,-0.00037107+0.0001204i,0.00011015+0.00017283i,0.00075026-7.4259e-05i,0.00041988+0.00030951i,-0.00014286+0.00084845i,0.00017269-1.5887e-05i,0.00066178-0.00014619i,-6.9711e-05-0.00022577i,-0.00014311-0.0001045i,0.00014376+0.00034741i,-0.0004847+0.00065589i
