-0.003502+0.00050929i,-0.003594+0.001369i,-0.0040181+0.0017092i,-0.0032293+0.001252i,-0.0023483+0.0012833i,-0.0014629+0.0019381i,-0.0012176+0.0016018i,-0.00084285+0.0020807i,0.00025381+0.0022399i,0.0012557+0.0010478i,0.0014798-0.00027507i,0.0010046-0.00080496i,0.00027701-0.00099195i,-0.00079804-0.00034742i,-0.00061703+0.00023821i,0.00010642+0.0001983i,4.222e-05+0.00031406i,-0.00026789+0.00051546i,7.2165e-05+0.00025129i,9.1766e-05-0.00078499i,8.3216e-05-0.0012759i,0.00032167-0.00097429i,0.00055748-0.00060322i
-0.0020211+0.004904i,-0.009776+0.022095i,-0.010787+0.045944i,-0.0006441+0.039261i,0.0014308+0.0025335i,-0.0038611+0.0046372i,0.01579+0.025199i,0.02479-0.0025448i,-0.011845-0.011993i,-0.033112+0.029765i,-0.016519+0.048189i,-0.0063165+0.031128i,-0.010263+0.014781i,-0.011203+0.0044201i,-0.0053391-0.0059554i,0.0013138-0.014063i,0.0028656-0.014644i,0.0021835-0.0094453i,-0.0034815-0.0066101i,-0.016186-0.0031839i,-0.025378+0.0044487i,-0.024201+0.010242i,-0.016281+0.011757i
0.0033946-0.0062607i,0.015268-0.028622i,0.023359-0.062838i,0.014233-0.069853i,0.011507-0.038036i,0.035097-0.035019i,0.033122-0.071217i,0.0043815-0.065574i,0.016964-0.03025i,0.051872-0.027491i,0.051592-0.031105i,0.028963-0.016794i,0.011219+0.0017424i,0.0048487+0.017109i,0.0080043+0.020554i,0.011872+0.013224i,0.011215+0.0044601i,0.0056358+0.00063144i,0.0016494+0.0083906i,0.0080235+0.019872i,0.019319+0.020661i,0.023097+0.011272i,0.018174+0.0010574i
-0.0029555+0.0051027i,-0.014165+0.019193i,-0.016893+0.042776i,0.0071795+0.04294i,0.029238+0.0025441i,0.00038221-0.011796i,-0.025846+0.046181i,0.0075417+0.078164i,0.016905+0.030034i,-0.026636-0.0058333i,-0.037426+0.0022404i,-0.0062446+0.01048i,0.020501+0.0016313i,0.026232-0.014865i,0.01596-0.025165i,0.0011818-0.024857i,-0.0077619-0.017166i,-0.0052632-0.0082896i,0.0037806-0.0059918i,0.0092569-0.0093796i,0.0079475-0.014179i,0.0013739-0.016176i,-0.0058355-0.010672i
0.0055939-0.0017859i,0.021714-0.013445i,0.032903-0.04795i,-0.0028059-0.089512i,-0.069001-0.082791i,-0.060736-0.035753i,0.0055492-0.026675i,0.012082-0.038215i,-0.0054082-0.005104i,0.017275+0.026164i,0.028541+0.01359i,0.011353-0.0049615i,-0.0053756-0.0086377i,-0.015804-0.0015982i,-0.018472+0.010115i,-0.014105+0.017441i,-0.0047697+0.016695i,0.0035577+0.0079173i,0.0035411-0.0024903i,-0.0004284-0.0074059i,-0.0028576-0.0072721i,-0.0015215-0.0030675i,0.0032714+0.00087292i
-0.010956+0.0026317i,-0.036688+0.012081i,-0.078165+0.051435i,-0.083359+0.1192i,-0.032388+0.14261i,-0.016722+0.077056i,-0.06731+0.0080929i,-0.081252-0.0025469i,-0.041264-0.014523i,-0.026946-0.04421i,-0.035249-0.042684i,-0.029667-0.019055i,-0.013401-0.0027048i,0.005227+0.00083197i,0.016991-0.0045605i,0.017236-0.010327i,0.010822-0.013487i,0.0050337-0.012479i,0.003467-0.0099821i,0.0014963-0.01037i,-0.0034527-0.010118i,-0.0076697-0.0090505i,-0.0083304-0.0077099i
0.0079378-0.00084922i,0.034458-0.0035985i,0.084-0.02693i,0.11315-0.084405i,0.075569-0.12487i,0.027538-0.07558i,0.047658+0.0025632i,0.071566+0.0084883i,0.032996+0.00040495i,0.0010782+0.033949i,0.010648+0.047449i,0.018489+0.021388i,0.0065788-0.0047951i,-0.013485-0.012032i,-0.023706-0.0062643i,-0.019557+0.0010132i,-0.011848+0.0047145i,-0.0096172+0.0046594i,-0.013287+0.0029148i,-0.015318+0.0033474i,-0.013409+0.0057053i,-0.0096447+0.0090228i,-0.0037844+0.0096448i
0.00028568-0.0042969i,-0.024206-0.012017i,-0.081597-0.0065523i,-0.14695+0.051892i,-0.14272+0.13494i,-0.066945+0.11995i,-0.021642+0.019296i,-0.020279-0.017904i,0.0075957-0.0013498i,0.040429-0.014681i,0.032723-0.027674i,0.010187-0.012931i,0.0018188+0.0066229i,0.0083805+0.019192i,0.016732+0.020091i,0.016024+0.011092i,0.010113+0.0042644i,0.0042265+0.0050087i,0.0004029+0.012197i,0.0014889+0.019131i,0.0073441+0.018475i,0.011356+0.0083852i,0.0071034-0.0044844i
0.0057439+0.005057i,0.028782+0.022577i,0.09876+0.047991i,0.21027+0.034365i,0.26193-0.031835i,0.17524-0.056007i,0.047241+0.0086409i,-0.0016223+0.051679i,-0.010448+0.022127i,-0.030332+0.0023439i,-0.031157+0.013921i,-0.011499+0.017092i,0.0043335+0.0055283i,0.0071737-0.0084057i,-0.0014349-0.01284i,-0.0083169-0.0082038i,-0.0063002-0.0024147i,0.0015315-0.0001791i,0.010595-0.0025732i,0.016259-0.0069672i,0.014647-0.012115i,0.0057154-0.011561i,-0.0017911-0.0022703i
-0.0049977-0.0035257i,-0.021117-0.027387i,-0.072066-0.085001i,-0.16815-0.14296i,-0.24043-0.13363i,-0.18634-0.070061i,-0.057616-0.045086i,-8.9674e-05-0.05397i,-0.0012978-0.029673i,0.015768-0.005334i,0.025497-0.013733i,0.007337-0.022209i,-0.011755-0.013299i,-0.015478+0.0016532i,-0.0059009+0.0099914i,0.003888+0.007871i,0.0055584+0.00081025i,0.004077-0.0040246i,0.0024146-0.0062691i,-0.0033766-0.0074933i,-0.0094408-0.0053739i,-0.0080162-0.0019329i,-0.00040361-0.0016604i
0.0041+0.0047294i,0.010375+0.025364i,0.030734+0.088863i,0.08981+0.178i,0.16253+0.20506i,0.14963+0.13143i,0.050529+0.046741i,-0.00329+0.014134i,0.0048139-0.0075457i,-0.0045844-0.029448i,-0.022501-0.022636i,-0.016176-0.0034192i,0.00022529+0.002934i,0.0088966-0.003836i,0.0066408-0.012063i,-0.00019001-0.012227i,-0.0050946-0.0070547i,-0.0060182-0.0033758i,-0.002723-0.0027416i,0.0018811-0.0030679i,0.0039291-0.0039619i,0.0021691-0.0038089i,-0.0013725-0.0018693i
0.004253-0.0038324i,0.010411-0.028572i,0.018958-0.10331i,5.9016e-05-0.22725i,-0.055656-0.30277i,-0.078681-0.23128i,-0.025002-0.084205i,0.020713-0.0056885i,0.005463+0.0059349i,-0.0097586+0.017678i,0.0030426+0.023423i,0.014366+0.012887i,0.011442+0.00092464i,-0.00074893-0.0026321i,-0.0075964+0.0019634i,-0.004377+0.0061801i,1.9349e-05+0.0064992i,-0.00070925+0.0037298i,-0.0063983+0.00022557i,-0.012286-0.0013776i,-0.01321-0.00055303i,-0.0069857+0.0013385i,0.00023915+4.4338e-05i
-0.0017577+0.0023791i,-0.017988+0.022101i,-0.069103+0.085232i,-0.13808+0.20734i,-0.15732+0.30952i,-0.1036+0.26613i,-0.053113+0.11428i,-0.039905+0.021336i,-0.018818+0.01325i,0.0016371+0.0082916i,-0.0019706-0.0026742i,-0.0095975-0.00088974i,-0.0071719+0.0063412i,0.0012255+0.011042i,0.0056989+0.0082636i,0.0037142+0.0026792i,0.0019327+0.0011238i,0.0014369+0.003603i,0.0014342+0.0086759i,0.0035435+0.013613i,0.0075168+0.013092i,0.0089955+0.0050561i,0.004311-0.002155i
0.0025356-5.1651e-05i,0.021373-0.0079434i,0.091187-0.031122i,0.21005-0.090419i,0.28481-0.15964i,0.22673-0.15938i,0.10182-0.081413i,0.027918-0.025073i,0.0049832-0.022447i,-0.0052748-0.016726i,-0.0025807-0.00014566i,0.0039577+0.0025898i,0.0018063-0.0027474i,-0.0028973-0.0032i,-0.0032262+0.0026024i,0.0014725+0.0089622i,0.0071524+0.0099475i,0.012323+0.0062441i,0.013734+0.00097238i,0.010742-0.0043453i,0.0039542-0.010038i,-0.0052242-0.011101i,-0.0096117-0.004824i
-0.0019405-0.00048723i,-0.018971-0.0051768i,-0.083333-0.01735i,-0.20752-0.021391i,-0.30843-0.001973i,-0.26926+0.016803i,-0.12766+0.0018911i,-0.030805-0.013988i,-0.0072468+0.0012067i,0.0037736+0.012108i,0.010795+0.00051084i,0.0066377-0.010842i,0.0010641-0.011082i,-0.0011175-0.0052374i,0.0024488-0.0023795i,0.0064081-0.0060931i,0.0061211-0.011209i,0.0031-0.012757i,6.8608e-05-0.0098051i,-0.0013965-0.0048517i,-0.0025891+0.0013725i,-0.0027768+0.0066591i,-0.0001878+0.0079924i
0.0020898+0.002052i,0.019387+0.015599i,0.075685+0.061469i,0.18917+0.13369i,0.29235+0.17592i,0.26692+0.1439i,0.13384+0.083109i,0.043266+0.046132i,0.032033+0.017598i,0.026989-0.0057624i,0.0093646-0.0051959i,0.00038347+0.00522i,0.0015242+0.0074299i,0.0049345+0.0020374i,0.0031234-0.0025068i,-0.003059-0.0016773i,-0.0063021+8.6395e-05i,-0.0065113+0.0010327i,-0.0045017+0.00044781i,-0.0011631-0.0015943i,0.0025184-0.0043594i,0.0053856-0.0068003i,0.0056333-0.0074449i
-0.0014157-0.0051935i,-0.0076535-0.022282i,-0.028419-0.089739i,-0.077417-0.21786i,-0.1331-0.32025i,-0.13693-0.28204i,-0.0803-0.14556i,-0.033317-0.051558i,-0.027503-0.024842i,-0.026186-0.012599i,-0.014152-0.0035986i,-0.0047707+0.00060413i,0.0013999+0.002563i,0.0032689+0.00052483i,0.0023899-0.0041772i,0.0033834-0.0084667i,0.003789-0.0092659i,0.003222-0.0077788i,0.0016246-0.0054119i,-0.0021584-0.0031833i,-0.0069318-0.00044571i,-0.0086288+0.0030756i,-0.0055972+0.0046449i
0.0012348+0.0018576i,-0.0065258+0.017962i,-0.029623+0.076116i,-0.064909+0.19313i,-0.08554+0.30308i,-0.069487+0.28805i,-0.038132+0.16224i,-0.017632+0.058376i,-0.0016303+0.022388i,0.009011+0.0095936i,0.0059619+0.0018015i,-0.00076085-0.00019823i,-0.0054826-0.0022317i,-0.0071592-0.0013835i,-0.0075289+0.0012644i,-0.0099511+0.0025872i,-0.011806+0.0030185i,-0.010532+0.0035073i,-0.0068879+0.0047655i,-0.0029364+0.0058618i,0.0026253+0.0043494i,0.0075324-0.00084744i,0.006549-0.0055064i
0.0017809-0.00012572i,0.013808-0.013509i,0.059426-0.053131i,0.14317-0.13396i,0.21263-0.21049i,0.20108-0.20455i,0.12579-0.12192i,0.062286-0.054387i,0.026492-0.036589i,0.0033329-0.028578i,-0.0011979-0.014087i,0.0048431-0.0057736i,0.0053993-0.0036098i,0.0013187-0.0016953i,-0.00036348+0.0017044i,0.0028356+0.0049207i,0.006589+0.0063142i,0.0087373+0.0063069i,0.0095409+0.0044315i,0.0066547+0.00036914i,-0.0016342-0.0039703i,-0.011075-0.0045857i,-0.014136-0.0010617i
-0.0011487+0.0028018i,-0.017089+0.0083373i,-0.074976+0.021415i,-0.18759+0.047686i,-0.29077+0.071401i,-0.27875+0.06767i,-0.16759+0.03912i,-0.076569+0.018358i,-0.039872+0.019728i,-0.018916+0.022679i,-0.0046263+0.014656i,0.00035895+0.0042553i,0.0013969-0.0016683i,-0.0010946-0.0014086i,-0.0041794+0.0027733i,-0.0052048+0.0048727i,-0.0041522+0.0028311i,-0.0027469-0.00097858i,-0.002523-0.0027978i,-0.00087321+0.000113i,0.0043105+0.0065951i,0.010543+0.010091i,0.013151+0.0073289i
0.0013878+0.0040973i,0.018247+0.0079445i,0.07181+0.031291i,0.1755+0.07847i,0.27086+0.1224i,0.26045+0.1175i,0.15491+0.069881i,0.063593+0.031615i,0.030658+0.012382i,0.018998-0.0014111i,0.0058029-0.0052391i,-0.0042633-0.00074327i,-0.0084894+0.0050828i,-0.0060754+0.007712i,5.6741e-05+0.0068348i,0.0039977+0.0059992i,0.004849+0.0055158i,0.0043039+0.0056402i,0.0038551+0.0050685i,0.0042622+0.0015184i,0.0039696-0.0070019i,0.00055781-0.015974i,-0.0040789-0.016122i
-0.00012047-0.0024627i,-0.0095295-0.014069i,-0.036486-0.059659i,-0.085763-0.14875i,-0.12881-0.23386i,-0.12447-0.23334i,-0.080578-0.15258i,-0.040841-0.078704i,-0.024691-0.039976i,-0.017633-0.01612i,-0.0092628-0.0034279i,-0.0026715+0.00029902i,0.0019576+0.00085518i,0.004306+0.00056223i,0.0053488-0.00015507i,0.0060838-0.0017625i,0.0061149-0.0034995i,0.0064264-0.0058772i,0.004582-0.007849i,-0.0009636-0.0060638i,-0.0075291+0.0020684i,-0.010116+0.010349i,-0.0071913+0.012507i
0.00058313+0.0043128i,0.0043583+0.015711i,0.0069878+0.059687i,0.0030838+0.147i,-0.010047+0.23179i,-0.021204+0.23205i,-0.016618+0.15522i,-0.0026247+0.083707i,0.0096703+0.046532i,0.014457+0.022836i,0.011153+0.0076778i,0.0067336+0.0017699i,0.0039655-0.00090205i,0.0035109-0.0010872i,0.006786-0.0010236i,0.0080642-0.0024622i,0.0047162-0.0044824i,0.00043572-0.0049198i,-0.0023697-0.0028341i,-0.0013172-0.0017118i,0.0036129-0.0054859i,0.0066747-0.011655i,0.005339-0.012464i
-0.0013937-0.0037886i,0.001102-0.015037i,0.022844-0.052665i,0.075668-0.12296i,0.13308-0.18417i,0.13905-0.17698i,0.091425-0.11187i,0.048846-0.054269i,0.027138-0.030934i,0.010784-0.019615i,0.0035051-0.0055097i,0.0051058+0.0035315i,0.0076458+0.0052891i,0.0081377+0.0026785i,0.004456-0.0017988i,-0.00023073-0.0044742i,-0.0015851-0.0035721i,6.3426e-05-0.00083568i,0.00092022-0.00048189i,-0.0027916-0.0012135i,-0.01004+0.0012724i,-0.014299+0.0059196i,-0.011866+0.0078262i
-0.00029186+0.0041831i,-0.0068543+0.011601i,-0.04284+0.028852i,-0.12366+0.049861i,-0.20774+0.059067i,-0.21633+0.049249i,-0.14803+0.030417i,-0.079935+0.013632i,-0.042198+0.0045135i,-0.018431+0.0011869i,-0.0046352-0.0021844i,-0.00051114-0.0070025i,-0.0020523-0.010614i,-0.0050132-0.010383i,-0.0062162-0.0064256i,-0.0052376-0.002783i,-0.003926-0.0033507i,-0.0035273-0.0041916i,-0.0018346-0.00079657i,0.0037999+0.0049467i,0.013162+0.0083832i,0.020015+0.0060821i,0.017613+0.0011837i
-0.00082796-0.0021448i,0.0077973-0.0028255i,0.037887+0.0044622i,0.10287+0.030572i,0.16815+0.069622i,0.1725+0.082591i,0.1205+0.053267i,0.067421+0.019247i,0.03678+0.0021016i,0.019557-0.0048589i,0.0080931-0.0068834i,0.0016556-0.0069907i,-0.0022695-0.005833i,-0.0048632-0.0030946i,-0.0065204-0.0013982i,-0.0078351+0.0010612i,-0.0078992+0.004739i,-0.0060689+0.0060299i,-0.0026104+0.0038634i,-0.00085713-0.0019504i,-0.0044816-0.0093086i,-0.010687-0.012576i,-0.013313-0.0098647i
-0.0008523+0.00039616i,-0.0077709-0.0026297i,-0.027096-0.021571i,-0.061752-0.069477i,-0.089657-0.12722i,-0.083136-0.13918i,-0.054351-0.097673i,-0.031652-0.055474i,-0.021567-0.031342i,-0.014622-0.014565i,-0.0065882-0.0055541i,-0.0014334-0.0024088i,0.00026087-0.0020335i,0.00028248-0.001682i,-0.0011176+0.0021166i,-0.0014234+0.0056485i,0.00058811+0.0055172i,0.0030353+0.0033924i,0.0021439+0.0019336i,-0.00079906+0.003157i,-0.0010927+0.0080473i,0.0015514+0.01171i,0.0041451+0.011212i
-0.0011467+0.0023765i,0.0028098+0.007287i,0.010293+0.03346i,0.014318+0.092781i,0.0065458+0.15291i,-0.0067521+0.15807i,-0.010937+0.11324i,-0.010504+0.069544i,-0.0099923+0.041964i,-0.0074509+0.022276i,-0.0061057+0.011488i,-0.0069306+0.0094718i,-0.0076086+0.0098627i,-0.00583+0.011149i,-0.0012737+0.010785i,0.001927+0.0081781i,0.00056771+0.0052828i,-0.0014498+0.0021482i,-0.00075026-0.0018456i,0.0013342-0.0071994i,0.0032246-0.013517i,0.0038408-0.017156i,0.0028373-0.015349i
0.003377-0.00044016i,0.0053116-0.0074449i,0.016546-0.03044i,0.046601-0.07398i,0.08698-0.1116i,0.0969-0.10943i,0.066596-0.076148i,0.036461-0.042434i,0.020363-0.02366i,0.008942-0.015259i,0.0014548-0.0079812i,-0.0013813-0.0026442i,-0.0010026+0.00098972i,0.00087801+0.0029266i,0.0048436+0.0022238i,0.0082778+0.00021159i,0.009138-0.00079827i,0.0080232-0.00024659i,0.0043137+0.00084002i,-0.00085015+0.0034791i,-0.0065009+0.0074615i,-0.010308+0.0083415i,-0.0094817+0.0060275i
-0.00064759+0.000852i,-0.0038368+0.0036665i,-0.022632+0.011263i,-0.066693+0.021479i,-0.11471+0.021988i,-0.12091+0.01188i,-0.084484+0.0054016i,-0.045797+0.0036646i,-0.018992+0.0034567i,-0.0031908+0.0038043i,0.0023773+0.0019599i,0.0042701+0.00028743i,0.004521-0.00084911i,0.0025064-0.00077456i,0.0016447+0.00010033i,0.0021457-0.00083474i,0.0026543-0.0017765i,0.0030974-0.0013055i,0.0042056-9.3325e-05i,0.0087478+0.00054505i,0.014519-3.752e-05i,0.015049-0.001502i,0.0098639-0.0022885i
2.8938e-05-0.003839i,0.0049016-0.0046158i,0.02149-0.0012319i,0.055053+0.011903i,0.088932+0.034992i,0.091697+0.046143i,0.06841+0.033936i,0.045293+0.019426i,0.028598+0.010632i,0.017407+0.0042725i,0.011063+0.0012904i,0.0094025-7.1935e-05i,0.011036-0.0023477i,0.012517-0.0052121i,0.010427-0.0068379i,0.0059253-0.0069756i,0.0040359-0.0060246i,0.0033428-0.0046531i,-0.00060996-0.0039582i,-0.0068779-0.0049624i,-0.013232-0.0063934i,-0.015804-0.005357i,-0.012974-0.0017204i
-0.0026061+0.0018462i,-0.0068028+0.000302i,-0.018636-0.0099194i,-0.03883-0.036681i,-0.053302-0.071289i,-0.049339-0.080732i,-0.036518-0.058227i,-0.023454-0.036843i,-0.014446-0.024823i,-0.011145-0.012958i,-0.0083813-0.0040597i,-0.0056196-5.3038e-05i,-0.0037519+0.00058494i,-0.0037932-0.001722i,-0.0070262-0.0038136i,-0.01068-0.0035719i,-0.010429-0.0027233i,-0.0070971-0.0020142i,-0.0036347-0.00054365i,-0.0002641+0.003574i,0.0039219+0.0097603i,0.0075093+0.012867i,0.0089797+0.011529i
0.00016453+0.0019842i,0.0025685+0.0060514i,0.0055242+0.020326i,0.0047969+0.051025i,-0.0071663+0.083344i,-0.020386+0.085914i,-0.020663+0.060215i,-0.01669+0.033424i,-0.012878+0.012401i,-0.0071439-0.00033356i,-0.0039188-0.0037477i,-0.0039232-0.0050173i,-0.0035506-0.0053851i,-0.0014317-0.002295i,0.00034787+0.0013307i,0.0014254+0.0015037i,0.001583-0.00028483i,0.0007525-0.0017764i,0.00017963-0.0024588i,0.00030876-0.0061625i,0.00034004-0.012785i,0.00051249-0.016647i,0.00067813-0.016257i
-0.0014726-0.00098528i,-0.0010657-0.0035859i,0.006098-0.013888i,0.02429-0.033284i,0.047132-0.047724i,0.053214-0.043027i,0.037672-0.029825i,0.022433-0.018736i,0.014084-0.01076i,0.0077649-0.0078072i,0.0045457-0.0074116i,0.0012635-0.0071422i,-0.0053035-0.0070927i,-0.0099901-0.005764i,-0.0096618-0.002889i,-0.007852-0.0007851i,-0.0064605+0.0011332i,-0.0054172+0.0016305i,-0.0038425+0.0027115i,-0.00278+0.0074431i,-0.0029954+0.011689i,-0.0044705+0.011229i,-0.0056908+0.0080508i
-0.0010706+3.3338e-05i,-0.0033019+0.0010229i,-0.010504+0.0044614i,-0.030312+0.010521i,-0.054274+0.01117i,-0.0556+0.0076432i,-0.037516+0.0081897i,-0.022976+0.0086844i,-0.013375+0.0077169i,-0.0030929+0.0074704i,0.0039515+0.0056356i,0.0062223+0.0046193i,0.0052084+0.0058646i,0.0019422+0.0081832i,0.00074351+0.011256i,0.0025515+0.01252i,0.0039924+0.010832i,0.0047649+0.0077098i,0.0053783+0.0036229i,0.0071983-0.0017669i,0.010796-0.0073224i,0.011153-0.0092633i,0.0074991-0.0072016i
0.00081534-0.0018927i,0.0027438-0.0034002i,0.010928-0.0020583i,0.027469+0.0058935i,0.042711+0.02122i,0.043309+0.029773i,0.033707+0.022951i,0.023052+0.015047i,0.01221+0.011163i,0.0029337+0.0064039i,-0.0014892+0.003413i,-0.0023008+0.0036104i,-0.0015224+0.0034279i,0.0012284+0.0018302i,0.0033138-0.00049147i,0.0020412-0.002002i,-0.00031417-0.0012065i,-0.0010643-0.0013522i,-0.0019112-0.0026801i,-0.0067994-0.0033184i,-0.01185-0.001835i,-0.01352+0.0011686i,-0.01183+0.0034201i
-0.0018224-0.0014547i,-0.0048726-0.00091029i,-0.011996-0.0046083i,-0.020205-0.019645i,-0.020094-0.038934i,-0.012351-0.044226i,-0.0084795-0.035563i,-0.0055328-0.026443i,-0.00089844-0.018549i,-0.0026858-0.011536i,-0.0071289-0.0055606i,-0.0061038-0.00021597i,-0.0020366+0.0029981i,0.0004813+0.0044273i,0.0018109+0.0044276i,0.0028344+0.0015952i,0.0047406+0.0005819i,0.0056947+0.0025325i,0.0052493+0.0034681i,0.0059665+0.0034189i,0.0086187+0.004049i,0.01071+0.0044945i,0.010853+0.0021958i
0.0001583-1.3832e-05i,0.0020089+0.00086436i,0.0046066+0.0080709i,0.0021126+0.020916i,-0.0067646+0.031961i,-0.013825+0.028197i,-0.012248+0.01506i,-0.0077894+0.0057832i,-0.0033853-0.0015051i,0.00069899-0.0068939i,0.0022726-0.0078553i,0.0028083-0.0066496i,0.0037344-0.0056814i,0.0054361-0.005002i,0.0067012-0.0050383i,0.0066818-0.0050328i,0.0061942-0.0048767i,0.0051888-0.0049933i,0.001668-0.0055904i,-0.002374-0.0058539i,-0.0063737-0.0064854i,-0.008202-0.0084989i,-0.0076071-0.0075807i
-0.0010543+0.00134i,-0.00085668-0.0012401i,0.0025592-0.0068053i,0.011182-0.014385i,0.021458-0.019427i,0.02299-0.017268i,0.014077-0.012355i,0.0077446-0.0087197i,0.0055593-0.0048125i,0.0037682-0.00063592i,0.0041212+0.0021681i,0.0042686+0.0018664i,0.0027104-0.00039369i,-0.00099508-0.0023933i,-0.0046022-0.0023903i,-0.0045387-0.0010782i,-0.0015965-0.00053968i,-0.00019755-0.00060956i,-0.00067008+0.0005864i,-0.00064457+0.004098i,-0.00019285+0.0081899i,-0.00026376+0.0099403i,0.00075491+0.0090778i
-0.0014912-0.00079587i,-0.0016+0.001799i,-0.0049192+0.005685i,-0.014179+0.006615i,-0.02644+0.0023787i,-0.03016-0.0016215i,-0.023829+0.00075357i,-0.017572+0.0041936i,-0.011324+0.0025854i,-0.0046802+0.0034616i,-2.3617e-05+0.0061072i,0.0020256+0.0040544i,0.0024768+0.00071825i,0.0014491-0.0010775i,-0.00052011-0.0011048i,-0.002899-0.00098694i,-0.0043285-0.0020972i,-0.003295-0.0032354i,-0.001194-0.003793i,0.00017437-0.0057252i,0.0011383-0.0086666i,0.00235-0.0095185i,0.0012675-0.0081676i
0.00058784+0.0014534i,0.0019356+0.00035813i,0.006034+0.0010633i,0.011642+0.0050912i,0.013352+0.012979i,0.0075837+0.019454i,0.0033108+0.018435i,0.00403+0.015654i,0.0031475+0.011412i,-6.2553e-05+0.0048084i,-0.0022972+0.00034808i,-0.0034827-0.0014755i,-0.0048988-0.0028986i,-0.0045811-0.0036762i,-0.0022095-0.0024756i,-0.0011354-0.0017682i,-0.0011038-0.0018271i,-0.0010384-0.0012589i,-0.00067568+0.001275i,-0.00073556+0.0039714i,-0.0019685+0.0055771i,-0.0031261+0.0063524i,-0.0027458+0.0056847i
-0.0010435+0.0031749i,-0.00027312+0.0019661i,-0.0014446-0.0022943i,-0.0040135-0.010829i,-0.00096996-0.018369i,0.0044206-0.017223i,0.0043657-0.010088i,0.0037545-0.0063044i,0.0060124-0.0042211i,0.0075854-0.0039621i,0.0059112-0.0056941i,0.0023402-0.0046397i,-0.00070613-0.0012773i,-0.001476+0.0023479i,-0.0014769+0.0053095i,-0.0019811+0.0047424i,-0.001639+0.003457i,-0.00076555+0.0030887i,0.00095607+0.0015281i,0.0034147-0.00067793i,0.0065576-0.0021515i,0.0088342-0.0027693i,0.0073103-0.0034443i
0.0010699-0.00052887i,0.0012583-0.00060404i,0.0018956+0.00073557i,-0.0022121+0.0076841i,-0.0091851+0.015364i,-0.0075159+0.014209i,1.208e-05+0.0063373i,0.0029667-0.0018005i,0.0024816-0.0060311i,0.0027543-0.0066776i,0.0029868-0.0059458i,0.0019626-0.0031053i,0.0014427+7.8032e-05i,0.002579+0.0014891i,0.0031025+0.0033363i,0.0025648+0.0053694i,0.0020882+0.0054403i,0.0018575+0.0048293i,0.00039194+0.0039471i,-0.0027255+0.0029672i,-0.0066748+0.00055317i,-0.0092703-0.0027195i,-0.0082321-0.0025312i
-0.0026993-0.00062905i,-0.0030037-0.00010724i,-0.00059158-6.4925e-05i,0.0061302-0.00070571i,0.014094+0.00027838i,0.01675+0.00096828i,0.012455-0.0034822i,0.0092476-0.0089474i,0.0070225-0.0094117i,0.0018013-0.0067543i,-0.0011976-0.0017634i,-0.00045926+0.0016596i,-0.00036222+0.0017687i,-0.0014771+0.00098022i,-0.0024112-0.00014475i,-0.0029126-0.0010849i,-0.0021713-0.00085654i,0.0001704-0.00094282i,0.0021141-0.0033097i,0.0026324-0.0051085i,0.0043755-0.0029172i,0.0050124+0.0018857i,0.0036111+0.0044524i
-0.0017294-0.0019597i,-0.0010109-0.0017519i,-0.0034625-0.00073656i,-0.007686+0.00017663i,-0.010371-0.0036056i,-0.0097933-0.0083068i,-0.0082852-0.0074576i,-0.0083001-0.0048168i,-0.0063722-0.0046517i,-0.0053026-0.0037823i,-0.005958-0.00070466i,-0.0027184+0.00022946i,0.0019155-0.00026239i,0.0042718-0.00054379i,0.0040204-0.00031148i,0.0035764-0.00016858i,0.0040951+0.00015281i,0.0037226-0.00040671i,0.0011392-0.0010478i,-0.0024316-0.0008584i,-0.0043439-0.0033194i,-0.0034738-0.0074137i,-0.001608-0.0089969i
-0.0012165+0.0033334i,-0.00037204+0.0032109i,0.0023473+0.0030948i,0.006939+0.0035133i,0.0081512+0.0046455i,0.0012849+0.0028044i,-0.0077092+0.0016373i,-0.010791+0.0065957i,-0.0090859+0.010102i,-0.005957+0.0062822i,-0.0024544+0.0023521i,7.9423e-05+0.00029337i,0.0012756-0.0011176i,0.0014747-0.0013501i,0.002533-0.0016393i,0.0046152-0.0023431i,0.0055214-0.0024049i,0.0047361-0.0020052i,0.0036581-0.0012895i,0.0039043+0.0013073i,0.0030909+0.0057575i,0.00089716+0.0087i,-0.00043456+0.0073987i
-0.00047601-0.00028328i,0.00029362+0.00060458i,0.00053341-0.0016158i,0.00055151-0.0064365i,0.00075969-0.010688i,-0.00076424-0.0090749i,-0.0041528-0.002632i,-0.0052993+0.0011687i,-0.0040141+0.0021979i,-0.00097951+0.0033187i,0.0030637+0.0024585i,0.0045613+0.00026479i,0.0033862-0.00019562i,0.0019898+0.00094987i,0.00091315+0.0014971i,0.0005174+0.0001943i,0.00056581-0.0014377i,-0.00028229-0.0013322i,-0.0021836+0.00063327i,-0.0041471+0.001059i,-0.0031955-0.0016577i,0.00096561-0.0040198i,0.0035045-0.0035044i
