-0.001926+0.00018019i,-0.0011477-0.00026582i,-0.0018516+0.00064085i,-0.0019465+0.0014999i,-0.0019454+0.0020808i,-0.0016022+0.002289i,-0.0010262+0.0019605i,-0.00057014+0.0020216i,0.00040283+0.001386i,0.00094472+0.00014561i,0.0005396-0.00021091i,0.00013683-0.0013368i,-1.1316e-05-0.0021696i,-0.0004593-0.0016264i,-0.00052773-0.0007206i,2.3124e-05+0.00042598i,0.00016858+0.00083235i,0.00025669-0.000123i,0.00028128-0.0010881i,0.00010195-0.00037386i,-0.00010114+0.00023369i,-0.00029895-0.00019429i,-0.0007806-2.4428e-05i
0.092765-0.073828i,0.081903-0.17901i,-0.0084932-0.19688i,-0.069809-0.054457i,-0.018326+0.11891i,0.058551+0.18662i,0.071815+0.14761i,0.040864+0.075517i,0.013627+0.038423i,0.023127+0.032135i,0.031998+0.025022i,0.016548+0.023715i,0.0026791+0.028413i,-0.0088657+0.03218i,-0.018+0.039009i,-0.014784+0.042592i,-0.0073124+0.038681i,-0.0020236+0.029576i,-0.0026585+0.016374i,-0.0074123+0.0050697i,-0.0053413+0.00074188i,0.0026497-0.0004284i,0.008432-0.0010296i
-0.078822-0.088715i,-0.24823-0.097043i,-0.37493-0.029947i,-0.27921+0.051893i,-0.039661+0.046548i,0.11094-0.023553i,0.11155-0.052728i,0.06673-0.027183i,0.046457-0.01116i,0.032561-0.03313i,0.01074-0.049884i,-0.0044786-0.036852i,-0.0083534-0.015168i,-0.0031892-0.00046708i,0.0085679+0.0042238i,0.014397+0.0022275i,0.010608+0.0014604i,0.0032494+0.0066162i,-0.001059+0.018048i,5.3759e-05+0.025952i,5.9768e-06+0.022304i,-0.0024604+0.012862i,-0.00548+0.0032171i
-0.066471+0.038581i,-0.068687+0.13857i,0.0015303+0.17987i,0.063772+0.05326i,0.02635-0.12787i,-0.049201-0.20355i,-0.068671-0.16349i,-0.040547-0.095809i,-0.01745-0.060529i,-0.019805-0.041575i,-0.014841-0.019766i,0.0075709-0.012214i,0.024139-0.017948i,0.031742-0.026726i,0.027888-0.035203i,0.0123-0.030193i,0.00040613-0.013213i,0.0026284-0.00097392i,0.014641-0.0044402i,0.020789-0.015357i,0.016985-0.018302i,0.010283-0.0117i,0.005955-0.0042243i
0.046695+0.046311i,0.21719+0.059221i,0.3577+0.013562i,0.26873-0.052551i,0.021763-0.045438i,-0.13228+0.02768i,-0.12217+0.061252i,-0.075758+0.041749i,-0.055231+0.034198i,-0.032777+0.053096i,-0.0070673+0.059752i,0.0024579+0.04249i,-0.0058129+0.021713i,-0.022992+0.016222i,-0.035267+0.026059i,-0.027521+0.035647i,-0.0067276+0.031042i,0.0088881+0.014223i,0.01107-0.0039677i,0.003237-0.01279i,-0.0069392-0.010827i,-0.010561-0.0033629i,-0.0030362+0.0066031i
0.0122-0.0092877i,0.016469-0.096007i,-0.0090134-0.13317i,-0.041183-0.013718i,-0.020502+0.16004i,0.029961+0.2228i,0.037928+0.16127i,0.023655+0.085107i,0.018233+0.045996i,0.012723+0.015972i,-0.0012215-0.011092i,-0.017845-0.021778i,-0.027897-0.0162i,-0.027344-0.0063264i,-0.013093-0.0028925i,0.0063774-0.015249i,0.015407-0.034742i,0.0082617-0.040059i,-0.0047492-0.024268i,-0.0075946-0.0022572i,-0.00016429+0.0082181i,0.0016787+0.0046849i,-0.0068853-0.0027966i
-0.039853+0.017635i,-0.19046+0.015855i,-0.33868+0.021453i,-0.26713+0.039652i,-0.01852+0.022179i,0.13082-0.026403i,0.10988-0.029842i,0.057339-0.016303i,0.03691-0.026567i,0.028815-0.036589i,0.018851-0.030762i,0.0059316-0.0079761i,0.0084322+0.020173i,0.029145+0.02902i,0.043139+0.018456i,0.033546+0.0087778i,0.01342+0.0058052i,-0.0022046+0.0024795i,-0.012466-0.0046528i,-0.017067-0.0093362i,-0.015687-0.00588i,-0.010246-0.00033694i,-0.0034295-0.0007484i
0.053496-0.00095807i,0.061892+0.060137i,0.079026+0.087554i,0.079063-0.025636i,0.016535-0.18278i,-0.035911-0.21867i,-0.016929-0.14199i,0.0065479-0.058492i,-0.0020622-0.014999i,-0.0092741+0.0072847i,-0.0056402+0.022328i,0.0032224+0.023659i,0.0080565+0.0080619i,-0.00098246-0.0097241i,-0.016063-0.017823i,-0.025498-0.017457i,-0.027794-0.0080101i,-0.022887+0.0086972i,-0.012461+0.02353i,-0.005883+0.029418i,-0.0051343+0.027291i,0.00037832+0.023057i,0.0092292+0.016543i
0.057192-0.076293i,0.20672-0.10386i,0.32095-0.09899i,0.22395-0.056884i,0.0087027+0.0093856i,-0.10273+0.036016i,-0.079747-0.014707i,-0.036257-0.049379i,-0.016896-0.02467i,-0.0040776-0.0071964i,0.0092528-0.020035i,0.024105-0.037818i,0.028352-0.052309i,0.016886-0.057216i,0.0017741-0.050853i,-0.0086499-0.040171i,-0.012688-0.030985i,-0.011377-0.020723i,0.001203-0.0071478i,0.024589-0.001264i,0.040812-0.0064527i,0.038106-0.015839i,0.02038-0.020828i
-0.11936-0.01543i,-0.20151-0.041985i,-0.22838-0.024404i,-0.15507+0.085802i,-0.034759+0.20015i,0.027191+0.21927i,-0.0117+0.16466i,-0.046981+0.097812i,-0.024755+0.044084i,-0.0024197+0.015277i,-0.002909+0.014157i,-0.013729+0.022868i,-0.019776+0.040529i,-0.0095446+0.062877i,0.0040387+0.07325i,0.0079171+0.074594i,0.0091427+0.070928i,0.018664+0.048569i,0.021992+0.0043579i,0.00060565-0.03356i,-0.029943-0.040051i,-0.042134-0.021389i,-0.027601+0.00046507i
-0.075903+0.13981i,-0.16151+0.22013i,-0.22881+0.21229i,-0.15592+0.11338i,0.012042+0.0084477i,0.083888-0.017327i,0.062579+0.043926i,0.039391+0.079805i,0.012279+0.048648i,-0.027813+0.024949i,-0.047256+0.027417i,-0.043122+0.026959i,-0.038787+0.01512i,-0.044058-0.0034116i,-0.043162-0.014215i,-0.022503-0.015186i,0.00084561-0.012573i,0.0053134-0.0043155i,-0.0068473+0.011102i,-0.017303+0.028155i,-0.015847+0.034953i,-0.0078749+0.028025i,-0.0039666+0.019401i
0.16454+0.031363i,0.30488+0.013582i,0.39193-0.052893i,0.30312-0.16871i,0.098628-0.24452i,0.0067495-0.22657i,0.042597-0.18474i,0.06275-0.14504i,0.041659-0.084618i,0.04268-0.039712i,0.059336-0.036356i,0.057499-0.042864i,0.049719-0.037653i,0.049397-0.029305i,0.044971-0.027597i,0.035553-0.03278i,0.02579-0.043683i,0.014388-0.051748i,0.0061082-0.040019i,0.012076-0.01554i,0.026789-0.0039854i,0.029894-0.010611i,0.014006-0.02226i
0.082743-0.15044i,0.12716-0.2853i,0.10019-0.32869i,-0.014916-0.19896i,-0.10945-0.039838i,-0.11744-0.01073i,-0.089075-0.056055i,-0.068715-0.050021i,-0.030407-0.0048979i,0.016488+0.01591i,0.031351+0.01368i,0.022216+0.017204i,0.013326+0.032046i,0.012848+0.04927i,0.019081+0.054494i,0.013169+0.043378i,-0.0040607+0.031051i,-0.012271+0.02085i,-0.0055343+0.0043146i,0.00072809-0.015812i,-0.0083199-0.02106i,-0.016853-0.0048692i,-0.0088274+0.0094856i
-0.168-0.037643i,-0.38529+0.047023i,-0.51253+0.21465i,-0.38071+0.32806i,-0.15932+0.31232i,-0.081119+0.24747i,-0.086045+0.20484i,-0.047857+0.14523i,-0.023347+0.056889i,-0.054574-0.0051763i,-0.07882-0.015432i,-0.064582-0.010797i,-0.040148-0.029666i,-0.032446-0.06059i,-0.036178-0.072708i,-0.037285-0.059891i,-0.038729-0.030153i,-0.036694+0.011065i,-0.024881+0.040215i,-0.01119+0.044425i,0.0051872+0.035057i,0.01949+0.019638i,0.019493+0.0098266i
-0.064464+0.12967i,-0.023999+0.27626i,0.075305+0.31436i,0.17036+0.18427i,0.20493+0.061551i,0.17385+0.065031i,0.12328+0.080006i,0.061699+0.032112i,0.018039-0.0055316i,0.013242-0.0044144i,0.016351-0.0033616i,0.0095558-0.0056537i,0.0031795+0.005318i,-0.00051516+0.022854i,-0.0080149+0.034358i,-0.0093221+0.038582i,0.010631+0.02916i,0.034306-0.0031964i,0.032979-0.034762i,0.010849-0.039991i,-0.011219-0.030961i,-0.022835-0.02312i,-0.02002-0.016336i
0.12442-0.025557i,0.33157-0.18308i,0.49082-0.38877i,0.3858-0.45926i,0.16247-0.35927i,0.10063-0.24897i,0.101-0.19015i,0.043472-0.10142i,0.0051426-0.0038175i,0.013878+0.042007i,0.023444+0.051605i,0.015031+0.045225i,-0.0061212+0.0413i,-0.015856+0.049207i,-0.005957+0.053408i,0.009017+0.041548i,0.015412+0.018591i,0.0073346+0.0010507i,-0.0049186-0.004768i,-0.0061758-0.0035099i,-0.0021912+0.0033651i,-0.0016649+0.012745i,-0.00091951+0.012749i
0.051425-0.032899i,-0.016584-0.11861i,-0.19129-0.15103i,-0.30608-0.076961i,-0.27136-0.042452i,-0.20606-0.10317i,-0.14355-0.11449i,-0.047344-0.060854i,0.013974-0.04802i,0.0048265-0.066538i,-0.0075235-0.060771i,0.0064563-0.038177i,0.032247-0.033975i,0.054596-0.053326i,0.063164-0.073107i,0.049459-0.078518i,0.017194-0.06453i,-0.014719-0.034149i,-0.027132-9.3779e-05i,-0.019244+0.016224i,-0.0021826+0.01191i,0.011705+0.0024718i,0.0074312-0.0011795i
-0.070194+0.096727i,-0.24981+0.28305i,-0.34713+0.47744i,-0.20397+0.48597i,-0.02637+0.34808i,-0.015145+0.26392i,-0.05099+0.22684i,-0.041971+0.12321i,-0.026988+0.037616i,0.0013382+0.028045i,0.030893+0.015779i,0.025145-0.0056041i,0.0068184+0.005034i,-0.0030872+0.028705i,-0.015282+0.039169i,-0.02502+0.041226i,-0.018736+0.037698i,0.0052707+0.025729i,0.025917+0.0034464i,0.019151-0.014209i,-0.0061818-0.014043i,-0.02362-0.0071096i,-0.018376-0.00028343i
0.021064-0.07565i,0.15149-0.10601i,0.29541-0.12574i,0.28772-0.10698i,0.18468-0.003584i,0.1559+0.10855i,0.15158+0.10563i,0.070354+0.068492i,-0.0019816+0.074463i,-0.017301+0.06926i,-0.023421+0.047311i,-0.018225+0.025577i,-0.020222-0.0069816i,-0.05117-0.027489i,-0.072286-0.022796i,-0.066255-0.012742i,-0.054633+0.0020187i,-0.041552+0.021226i,-0.019307+0.034988i,0.011892+0.038699i,0.039473+0.033651i,0.049929+0.02204i,0.04696+0.0034545i
0.025062-0.094184i,0.10781-0.23122i,0.13566-0.37761i,0.015545-0.38406i,-0.11756-0.28957i,-0.12898-0.26116i,-0.087545-0.25261i,-0.03031-0.1698i,0.02257-0.099669i,0.015252-0.084579i,-0.021022-0.063382i,-0.02912-0.029166i,-0.0060877-0.013593i,0.025552-0.022593i,0.039975-0.033111i,0.039522-0.027746i,0.043332-0.021424i,0.039939-0.028035i,0.020753-0.043414i,-0.0069442-0.056842i,-0.030267-0.055694i,-0.036615-0.035909i,-0.036485-0.0099597i
-0.17492+0.14706i,-0.32345+0.27599i,-0.3802+0.37166i,-0.23491+0.32011i,-0.065532+0.13228i,-0.068119+0.00068234i,-0.11962+0.0026446i,-0.088701+0.012149i,-0.040664-0.011217i,-0.011203+0.0036213i,0.018041+0.030063i,0.013891+0.027929i,-0.020062+0.036931i,-0.030593+0.065856i,-0.009837+0.08132i,0.012999+0.073278i,0.026393+0.049605i,0.030923+0.017954i,0.020355-0.0015213i,0.0042395+0.0035738i,-0.007255+0.011011i,-0.019774+0.008409i,-0.027299+0.0079003i
0.058383+0.028133i,0.090139+0.098631i,0.11159+0.16506i,0.13031+0.15018i,0.14513+0.12645i,0.16211+0.1766i,0.17564+0.20885i,0.12656+0.15082i,0.043223+0.083289i,0.0074719+0.048912i,0.018123+0.030179i,0.039019+0.022905i,0.054068+0.014812i,0.054551+0.0057553i,0.044271+0.00020872i,0.024808-0.021215i,-0.0075141-0.044168i,-0.040525-0.029792i,-0.044169+0.014894i,-0.0083092+0.047224i,0.037596+0.045795i,0.065903+0.020895i,0.073576-0.011016i
0.20584-0.083613i,0.32516-0.26346i,0.32132-0.42983i,0.1599-0.38343i,0.010847-0.18366i,0.010379-0.086909i,0.028678-0.12244i,0.0016507-0.11236i,-0.00075838-0.050092i,0.0095843-0.041393i,-0.011885-0.066581i,-0.027038-0.060283i,-0.0052643-0.035248i,0.021749-0.037266i,0.021421-0.057376i,0.0035666-0.052692i,-0.0050152-0.025529i,0.0005388-0.010502i,0.004318-0.025875i,-0.01454-0.050186i,-0.046546-0.04652i,-0.058068-0.014249i,-0.045155+0.017178i
-0.12232-0.1065i,-0.2481-0.14488i,-0.31844-0.10682i,-0.27355-0.00066455i,-0.19122+0.054374i,-0.18256+0.010354i,-0.18867-0.025534i,-0.14203-0.015964i,-0.085217-0.0042637i,-0.049863+0.009536i,-0.026684+0.018596i,-0.024016-0.0019904i,-0.051908-0.037227i,-0.091712-0.058709i,-0.10734-0.055318i,-0.09004-0.026483i,-0.055224+0.011795i,-0.01889+0.031039i,0.0010232+0.02787i,0.0072994+0.02529i,0.0094391+0.029082i,-0.00042183+0.026695i,-0.02086+0.021098i
0.0081224+0.065649i,0.007366+0.25954i,0.027958+0.44373i,0.093412+0.35763i,0.1412+0.11102i,0.13286+0.04513i,0.13636+0.12287i,0.1532+0.11522i,0.11576+0.044069i,0.052972+0.030076i,0.035215+0.063692i,0.05264+0.076781i,0.060779+0.065713i,0.056357+0.078017i,0.054353+0.10015i,0.051827+0.076863i,0.041586+0.021983i,0.031533-0.0085826i,0.027997-0.0077907i,0.02744-0.0081765i,0.032018-0.021023i,0.044086-0.034526i,0.050665-0.042215i
-0.02286+0.22553i,0.096117+0.28051i,0.23941+0.141i,0.26137-0.04882i,0.19817-0.11318i,0.16553-0.11792i,0.11453-0.14069i,0.027608-0.11503i,0.0096616-0.048633i,0.037337-0.035995i,0.023346-0.063422i,-0.013981-0.047563i,-0.019241+0.01261i,0.015496+0.04674i,0.050997+0.03705i,0.056053+0.024035i,0.041863+0.023565i,0.024626+0.013862i,0.0034566-0.0071188i,-0.021894-0.015957i,-0.041042-0.0069977i,-0.041416+0.004685i,-0.024871+0.0087332i
-0.1199-0.20587i,-0.22915-0.48178i,-0.35343-0.61232i,-0.46618-0.37179i,-0.505+0.0051834i,-0.44051+0.14447i,-0.34198+0.079734i,-0.24855+0.035591i,-0.16552+0.045517i,-0.085545+0.051219i,-0.030374+0.033234i,-0.013497+0.0042714i,-0.0096406-0.029649i,-0.015237-0.075719i,-0.035559-0.1144i,-0.050762-0.11342i,-0.0534-0.080687i,-0.054999-0.042073i,-0.047272-0.009057i,-0.022548+0.012284i,-0.0012996+0.021693i,-0.0064097+0.022937i,-0.025294+0.024427i
0.22275+0.037277i,0.28566+0.137i,0.1928+0.22788i,0.069316+0.1659i,0.031562+0.019585i,0.04344-0.0054703i,0.098339+0.066493i,0.1436+0.06796i,0.10473+0.010248i,0.019424+0.003468i,-0.010016+0.039439i,0.025233+0.045943i,0.049382+0.022621i,0.031677+0.030737i,0.0032292+0.067411i,-0.014595+0.076907i,-0.017427+0.057315i,-0.002245+0.036622i,0.019097+0.020404i,0.029792+0.002618i,0.026362-0.013452i,0.021695-0.012557i,0.028051-0.0040503i
-0.095351+0.14252i,-0.063976+0.34371i,0.21956+0.43886i,0.57612+0.27231i,0.67234-0.0047835i,0.49767-0.15342i,0.25324-0.15218i,0.090316-0.098506i,0.04289-0.081885i,0.02569-0.13028i,-0.017795-0.16293i,-0.062884-0.12814i,-0.084817-0.064656i,-0.076152-0.027118i,-0.043496-0.015489i,-0.0033358-0.0060436i,0.024747-0.00010307i,0.026349-0.0016632i,0.0064782-0.0020213i,-0.010033+0.0074447i,-0.0043992+0.017276i,0.013081+0.0084014i,0.016799-0.013233i
-0.086814-0.41864i,-0.23605-0.70114i,-0.43255-0.68855i,-0.54463-0.30628i,-0.49059+0.1044i,-0.34093+0.25414i,-0.20065+0.1885i,-0.12123+0.094508i,-0.081763+0.084477i,-0.016168+0.13192i,0.05055+0.13847i,0.056963+0.08583i,0.027877+0.032214i,0.014626+0.0059466i,0.016051-0.013164i,0.012426-0.035075i,0.0030887-0.052747i,-0.010387-0.057833i,-0.020016-0.051394i,-0.021099-0.046632i,-0.025791-0.044594i,-0.035346-0.036195i,-0.041346-0.017723i
0.19697+0.25925i,0.28287+0.38789i,0.14919+0.32014i,-0.080873+0.076186i,-0.12666-0.13059i,-0.015451-0.18765i,0.081963-0.13417i,0.10239-0.085621i,0.053758-0.057324i,0.002177-0.0076064i,0.003173+0.038762i,0.033202+0.058751i,0.048212+0.062652i,0.044499+0.070842i,0.037691+0.086319i,0.02206+0.095347i,0.0013086+0.099588i,0.0020057+0.09433i,0.023064+0.074955i,0.037201+0.052626i,0.030166+0.034921i,0.015751+0.029588i,0.017326+0.029202i
-0.18334+0.21819i,-0.10311+0.30499i,0.22946+0.23671i,0.50488+0.032924i,0.41478-0.1308i,0.13418-0.15459i,-0.078056-0.098172i,-0.13311-0.0079233i,-0.076231+0.012368i,-0.040975-0.061239i,-0.073336-0.10826i,-0.097688-0.076306i,-0.062466-0.026562i,-0.013747-0.032287i,0.0076769-0.07604i,0.025129-0.10206i,0.040986-0.10407i,0.040455-0.092841i,0.029823-0.082408i,0.0089713-0.071067i,-0.0052576-0.039137i,-0.001576-0.0050895i,-0.00052662+0.0097209i
0.11183-0.26777i,0.090732-0.52116i,-0.095077-0.57227i,-0.32089-0.25257i,-0.35983+0.18344i,-0.19048+0.36811i,0.0030896+0.27147i,0.064468+0.11661i,0.05234+0.075426i,0.068204+0.098997i,0.092992+0.083096i,0.081835+0.027072i,0.035882-0.021386i,-0.013998-0.032943i,-0.057976-0.019616i,-0.093854-0.0064524i,-0.096636+0.0014283i,-0.07435+0.00043513i,-0.058595-0.00060911i,-0.046047+0.011235i,-0.026453+0.019426i,-0.0089285+0.01111i,-0.0010643-0.00046249i
0.053522+0.24209i,0.025174+0.49119i,-0.054736+0.63233i,-0.081053+0.48791i,-0.011613+0.17551i,0.038219-0.010556i,0.059968+0.00095913i,0.10521+0.029101i,0.11141-0.011606i,0.068768-0.053542i,0.036215-0.058939i,0.029614-0.040405i,0.015962-0.019149i,-0.0065202+0.016427i,0.0042049+0.05649i,0.03116+0.06442i,0.037507+0.04918i,0.033986+0.035232i,0.031403+0.033067i,0.036844+0.030716i,0.042136+0.012212i,0.031538-0.017477i,0.011147-0.043223i
-0.17504-0.19474i,-0.19753-0.21976i,0.0074248-0.19972i,0.2641-0.20939i,0.26908-0.20955i,0.074273-0.15067i,-0.10244-0.095325i,-0.18067-0.068307i,-0.1759-0.039801i,-0.13279+0.0035945i,-0.085282+0.036081i,-0.044669+0.038142i,0.010087+0.033602i,0.074567+0.0030878i,0.098966-0.052012i,0.091988-0.074759i,0.081427-0.062212i,0.06111-0.046891i,0.03984-0.043995i,0.014629-0.042962i,-0.016023-0.023953i,-0.030365+0.012205i,-0.021744+0.045823i
0.11023-0.092167i,0.12684-0.25772i,0.0018032-0.39037i,-0.17772-0.26901i,-0.1649+0.0098395i,0.055598+0.087286i,0.20104-0.045165i,0.18128-0.11258i,0.13104-0.089307i,0.068068-0.070621i,0.0098014-0.02703i,-0.0035693+0.005336i,-0.037962-0.017131i,-0.11048-0.023449i,-0.16528+0.01317i,-0.19061+0.060077i,-0.18649+0.096163i,-0.14786+0.10786i,-0.09292+0.086281i,-0.052932+0.045475i,-0.032994+0.020463i,-0.011298+0.015232i,0.0076178+0.0033393i
-0.090765+0.19724i,-0.12876+0.44105i,-0.12857+0.68941i,-0.050608+0.61577i,0.00024402+0.21091i,-0.084575-0.025799i,-0.13867+0.069239i,-0.096709+0.16406i,-0.059562+0.14245i,-0.0037098+0.085202i,0.038924+0.004792i,0.017057-0.034937i,0.00060599-0.016457i,0.029288-0.0010509i,0.0981-0.0072671i,0.16242-0.04451i,0.15839-0.093522i,0.098179-0.097738i,0.031349-0.044319i,-0.0028192+0.013238i,-0.0020906+0.029356i,0.005931+0.017792i,0.0063386+0.0083269i
0.18001-0.062248i,0.31212-0.29406i,0.35335-0.63781i,0.23701-0.76271i,0.051474-0.52333i,-0.10438-0.22826i,-0.22055-0.087089i,-0.26273-0.034584i,-0.22709+0.017264i,-0.13395+0.070878i,-0.019918+0.072863i,0.047781+0.043444i,0.10815+0.058455i,0.18404+0.074888i,0.18078+0.062174i,0.11933+0.051974i,0.092469+0.038541i,0.086936+0.013165i,0.069616-0.022039i,0.045765-0.040949i,0.034836-0.03529i,0.035209-0.03238i,0.027764-0.037571i
-0.024203+0.070041i,-0.050226+0.04601i,-0.04762+0.031678i,-0.021195+0.15624i,0.047614+0.32747i,0.17425+0.30579i,0.2482+0.10448i,0.27369-0.047564i,0.25824-0.14004i,0.10406-0.19251i,-0.053027-0.13016i,-0.080154-0.043062i,-0.094825-0.026757i,-0.14422-0.027464i,-0.17371-0.010989i,-0.20149+0.018194i,-0.22299+0.045831i,-0.19586+0.04516i,-0.14024+0.023446i,-0.095253+0.00018277i,-0.076621-0.0098842i,-0.080234+0.0077847i,-0.071666+0.036009i
-0.08176-0.10962i,-0.23574+0.16033i,-0.36963+0.61484i,-0.37866+0.67935i,-0.34666+0.26997i,-0.26217+0.01975i,-0.047807+0.078228i,0.038434+0.15503i,0.019486+0.24731i,0.12168+0.27603i,0.14815+0.16611i,0.055447+0.10615i,0.039364+0.10937i,0.035129+0.077767i,-0.00029694+0.028152i,0.022173-0.038218i,0.085284-0.10055i,0.10065-0.12996i,0.073007-0.13966i,0.068025-0.13684i,0.075591-0.12616i,0.060431-0.11078i,0.031057-0.080185i
0.20454+0.008073i,0.38454-0.30085i,0.42212-0.83267i,0.34861-0.92628i,0.41553-0.4034i,0.50672-0.019535i,0.34185-0.040776i,0.14083-0.13522i,0.057068-0.20435i,-0.027424-0.19508i,-0.046115-0.093692i,-0.011254-0.046521i,-0.049262-0.029186i,-0.08726+0.035285i,-0.081011+0.081701i,-0.092676+0.085962i,-0.10537+0.091513i,-0.066965+0.079744i,-0.011656+0.034995i,-0.011058+0.032585i,-0.031247+0.099562i,-0.0011042+0.14912i,0.048743+0.1215i
-0.24661+0.067635i,-0.27091+0.17313i,-0.14501+0.31752i,-0.11642+0.34826i,-0.34903+0.23551i,-0.52228+0.11346i,-0.40059+0.048095i,-0.1398+0.033459i,0.047262+0.014237i,0.11346-0.037826i,0.11201-0.076418i,0.082497-0.064298i,0.060857-0.011858i,0.089897+0.00041191i,0.1511-0.076524i,0.18033-0.17225i,0.14118-0.20911i,0.063317-0.15934i,0.025946-0.07377i,0.023253-0.044742i,-0.0083471-0.05722i,-0.058048-0.040851i,-0.080095+0.0053003i
0.31443+0.12817i,0.48225+0.27735i,0.49309+0.47553i,0.32121+0.45152i,0.095404+0.21549i,-0.053723+0.13792i,-0.073984+0.20755i,-0.11254+0.23775i,-0.19715+0.26813i,-0.20117+0.27576i,-0.14617+0.19658i,-0.10713+0.087447i,-0.11863-0.0049137i,-0.19378-0.046703i,-0.26448-0.012786i,-0.26601+0.060214i,-0.19256+0.12801i,-0.067648+0.12893i,0.023487+0.055537i,0.026028+0.0042267i,0.01386+0.0027875i,0.034838-0.0058256i,0.043107-0.034026i
0.40541+5.6932i,2.2253+4.7674i,5.444+4.6141i,6.8504+2.2093i,6.2266-0.71512i,3.5-2.8423i,0.21436-2.2658i,-0.98815-0.35559i,-0.24834+0.5021i,0.73031+0.046132i,0.72069-0.77765i,-0.19697-1.0609i,-1.2535-0.71437i,-1.8681+0.0046857i,-1.6262+0.66559i,-0.7553+0.88195i,0.013454+0.65789i,0.24213+0.25323i,0.080113+0.033551i,-0.070539+0.15348i,-0.02405+0.36693i,0.069916+0.46513i,0.11116+0.44444i
-0.10942-0.13111i,-0.30481+0.0291i,-0.28744+0.36328i,-0.030052+0.49887i,0.18445+0.2807i,0.24287+0.063407i,0.20284+0.013896i,0.02933+0.023319i,-0.16638+0.080126i,-0.20069+0.10346i,-0.14397+0.025712i,-0.12784-0.047995i,-0.13364-0.045135i,-0.1255-0.013257i,-0.10786+0.0079884i,-0.073377+0.025722i,-0.017835+0.057433i,0.041992+0.083092i,0.079459+0.064639i,0.067913+0.032019i,0.038345+0.018141i,0.030472+0.002324i,0.018366-0.013554i
0.21377-0.024999i,0.52648-0.12747i,0.79709-0.2999i,0.74378-0.37972i,0.45146-0.27071i,0.1686-0.081107i,0.0036082+0.052744i,-0.031501+0.12033i,-0.038912+0.14365i,-0.063911+0.13572i,-0.05707+0.10172i,-0.031689+0.035644i,-0.050851-0.028231i,-0.10403-0.070217i,-0.13717-0.11137i,-0.14521-0.13155i,-0.1369-0.10692i,-0.097025-0.076417i,-0.050087-0.063306i,-0.028912-0.03772i,-0.024972+0.004572i,-0.021577+0.031316i,-0.01341+0.029135i
-0.11929+0.019494i,-0.23846+0.17814i,-0.40207+0.35172i,-0.52088+0.36847i,-0.54462+0.27574i,-0.4835+0.20365i,-0.36167+0.18032i,-0.22944+0.17183i,-0.13605+0.14762i,-0.066455+0.1411i,-0.00082405+0.11731i,0.016727+0.068912i,0.0046903+0.067787i,0.00079792+0.082731i,-0.017231+0.067438i,-0.015873+0.054556i,0.021186+0.036029i,0.031775+0.01226i,0.020868+0.0074413i,0.020821+0.0059106i,0.010722+0.0052283i,-0.0081739+0.018089i,0.0011438+0.035864i
-0.040356+0.16772i,-0.13091+0.24074i,-0.16236+0.25617i,-0.030142+0.19755i,0.11637+0.084384i,0.17452+0.020703i,0.23901-0.017088i,0.24817-0.12834i,0.16433-0.19376i,0.10417-0.16645i,0.074617-0.11891i,0.048291-0.056813i,0.050213+0.01167i,0.08276+0.0689i,0.11945+0.092999i,0.11571+0.070427i,0.073302+0.041781i,0.042346+0.026349i,0.01997-0.00027966i,-0.010047-0.022716i,-0.00049573-0.018765i,0.050298-0.017792i,0.074131-0.036199i
0.057955-0.14988i,0.2521-0.47688i,0.4129-0.79926i,0.39422-0.75924i,0.38604-0.45631i,0.40339-0.32711i,0.20483-0.30288i,-0.02509-0.11007i,-0.07597+0.045313i,-0.094709+0.035705i,-0.10669+0.021798i,-0.055101+0.017086i,0.0048099-0.011734i,0.062899-0.030464i,0.10465-0.028633i,0.097379-0.0067663i,0.067056+0.0060861i,0.02235-0.0063324i,-0.035652-0.0035376i,-0.057209+0.01921i,-0.048799+0.024194i,-0.049257+0.013024i,-0.049354+0.01051i
0.11587+0.052947i,0.032191+0.27422i,-0.12726+0.57091i,-0.21625+0.54176i,-0.28011+0.17802i,-0.32975-0.012729i,-0.23401+0.051855i,-0.11282+0.076144i,-0.089466+0.087451i,-0.044364+0.13632i,0.0048474+0.11283i,-0.016758+0.053991i,-0.049692+0.0075667i,-0.10307-0.023677i,-0.17036+0.0012672i,-0.17548+0.056946i,-0.12095+0.076885i,-0.051188+0.066213i,-0.00040018+0.062973i,0.022243+0.064816i,0.035048+0.051526i,0.0331+0.028072i,0.014614+0.016844i
-0.079599-0.039349i,-0.061218-0.12336i,0.047806-0.26006i,0.10433-0.28055i,0.041832-0.1223i,-0.018465+0.029561i,0.011049+0.075801i,0.10425+0.054582i,0.17673-0.017238i,0.15179-0.10059i,0.071162-0.10977i,0.032697-0.057931i,0.034023-0.023579i,0.036194-0.01465i,0.051435-0.021656i,0.070173-0.048025i,0.052376-0.063586i,0.017943-0.056707i,0.0019941-0.045852i,-0.0065455-0.041245i,-0.017872-0.039544i,-0.019063-0.032591i,0.0010572-0.018477i
