-0.001926+0.00018019i,-0.0011477-0.00026582i,-0.0018516+0.00064085i,-0.0019465+0.0014999i,-0.0019454+0.0020808i,-0.0016022+0.002289i,-0.0010262+0.0019605i,-0.00057014+0.0020216i,0.00040283+0.001386i,0.00094472+0.00014561i,0.0005396-0.00021091i,0.00013683-0.0013368i,-1.1316e-05-0.0021696i,-0.0004593-0.0016264i,-0.00052773-0.0007206i,2.3124e-05+0.00042598i,0.00016858+0.00083235i,0.00025669-0.000123i,0.00028128-0.0010881i,0.00010195-0.00037386i,-0.00010114+0.00023369i,-0.00029895-0.00019429i,-0.0007806-2.4428e-05i
-0.0065359-0.12862i,-0.15339-0.051803i,-0.34504+0.16139i,-0.32603+0.32315i,-0.061804+0.29454i,0.16701+0.12462i,0.18675-0.054329i,0.08781-0.13024i,0.0025268-0.11465i,-0.056184-0.0762i,-0.086998-0.047588i,-0.081611-0.045571i,-0.069804-0.051132i,-0.056901-0.052928i,-0.056126-0.067674i,-0.070463-0.067119i,-0.062628-0.029029i,-0.037947+0.01207i,-0.01911+0.026438i,-0.0029276+0.019038i,0.0046464+0.0040606i,0.00068916-0.0092149i,-0.0085956-0.018933i
-0.084024+0.030064i,-0.096641-0.074224i,-0.0085385-0.22401i,0.13145-0.32992i,0.13118-0.42212i,-0.052607-0.41355i,-0.21383-0.21024i,-0.20898-0.001307i,-0.13924+0.080581i,-0.067764+0.1032i,0.012642+0.087292i,0.044734+0.045691i,0.029867+0.027622i,0.019129+0.033177i,0.024155+0.041314i,0.033723+0.033001i,0.030948+0.0088849i,0.025455+0.00079552i,0.036857+0.012626i,0.055346+0.022767i,0.061932+0.025976i,0.046687+0.023669i,0.015745+0.016345i
0.11468-0.01384i,0.37089-0.052827i,0.49934-0.14102i,0.21846-0.11013i,-0.12383+0.18724i,-0.10436+0.44425i,0.071949+0.35343i,0.091694+0.14472i,0.057529+0.067426i,0.076901+0.046362i,0.07174+0.011941i,0.03865-0.010974i,0.019994-0.02132i,0.0042279-0.017894i,-0.011055+0.0083009i,-0.0064433+0.035524i,0.0087023+0.037401i,0.012084+0.020701i,0.0051952+0.010674i,-0.0021635+0.0037814i,-0.012415-0.013932i,-0.026165-0.02442i,-0.031271-0.01389i
-0.12544+0.31906i,-0.31824+0.63108i,-0.40051+0.83526i,-0.16353+0.65109i,0.12542+0.17203i,0.17029-0.16557i,0.11977-0.20525i,0.12267-0.16074i,0.10412-0.16749i,0.028849-0.16724i,-0.039192-0.10987i,-0.056738-0.032338i,-0.04593+0.013855i,-0.020239+0.02482i,0.0098374+0.011135i,0.010761-0.0062446i,-0.011655+0.002382i,-0.020319+0.02499i,-0.015372+0.022468i,-0.023447+0.0040683i,-0.028835+0.0059772i,-0.0050347+0.012554i,0.024005-0.0020182i
-0.017267-0.35735i,0.0067413-0.71153i,0.052078-0.89323i,0.035732-0.66516i,-0.0025175-0.26404i,-0.024077-0.055526i,-0.093845+0.0051224i,-0.12636+0.074839i,-0.077689+0.099335i,-0.049657+0.056988i,-0.048024+0.03416i,-0.020546+0.047112i,0.03005+0.057299i,0.075423+0.042213i,0.095688+0.017889i,0.09421+0.0024171i,0.080562-0.019313i,0.043758-0.055892i,-0.015572-0.0733i,-0.053067-0.055842i,-0.055477-0.038871i,-0.054121-0.031931i,-0.04549-0.014986i
0.17503+0.13419i,0.14049+0.33213i,-0.025467+0.47648i,-0.1462+0.37502i,-0.16493+0.13797i,-0.14551+0.017002i,-0.054391+0.00040113i,0.0056365-0.047458i,-0.037543-0.041489i,-0.045408+0.045408i,0.013351+0.067513i,0.043095+0.015372i,0.022807-0.02626i,-0.018959-0.030022i,-0.044224-0.0087796i,-0.034936+0.0042011i,-0.021582-0.00032225i,-0.01755+0.0014172i,0.0049321+0.020702i,0.049525+0.036597i,0.076512+0.036508i,0.069811+0.032934i,0.04547+0.022748i
-0.11146-0.067041i,-0.062087-0.18918i,0.086965-0.27908i,0.17219-0.1832i,0.13306+0.018643i,0.071913+0.12846i,0.027308+0.11579i,0.039056+0.087845i,0.10447+0.047561i,0.13199-0.0071441i,0.096495-0.023182i,0.049953-0.024894i,0.014717-0.034103i,-0.0072644-0.027576i,-0.026315-0.011553i,-0.043467+0.0066804i,-0.036906+0.016912i,-0.0016381+0.011192i,0.029569-0.00066677i,0.029002-0.01434i,0.011488-0.023423i,-7.4247e-05-0.022844i,-0.002868-0.01122i
0.065649+0.081829i,0.11809+0.23149i,0.093783+0.31805i,0.00072325+0.18763i,-0.066175-0.015788i,-0.049104-0.088977i,0.00019197-0.063189i,-0.01884-0.027551i,-0.080968+0.010066i,-0.10865+0.033004i,-0.099249+0.018174i,-0.087544-0.0048226i,-0.082465-0.020125i,-0.079632-0.034596i,-0.070034-0.031007i,-0.051204+0.0010752i,-0.033116+0.050413i,-0.02135+0.084505i,-0.023029+0.084088i,-0.030496+0.071734i,-0.016115+0.057461i,0.010142+0.029211i,0.01553-0.0029997i
-0.26812-0.001147i,-0.45722-0.04948i,-0.46365-0.085779i,-0.20417-0.048468i,0.08686-0.049174i,0.15173-0.14499i,0.050946-0.16197i,0.00086848-0.081462i,0.021384-0.049736i,0.020383-0.060189i,0.014147-0.040917i,0.030206-0.010701i,0.05094+0.0065563i,0.070653+0.0031627i,0.079677-0.028516i,0.076986-0.066464i,0.076097-0.08416i,0.067776-0.074032i,0.039376-0.04137i,0.0071681-0.0078963i,-0.016349+0.0052237i,-0.031437+0.0015512i,-0.030282+0.0043488i
0.30123-0.16279i,0.54652-0.31147i,0.57807-0.37189i,0.2711-0.27246i,-0.070248-0.06207i,-0.16114+0.11276i,-0.10622+0.11808i,-0.081277+0.045677i,-0.072491+0.034956i,-0.025725+0.055146i,0.0081801+0.043651i,-0.0012884+0.02473i,-0.017825+0.028248i,-0.029306+0.044475i,-0.048929+0.062517i,-0.069814+0.073162i,-0.080801+0.059519i,-0.074254+0.029613i,-0.042711-0.0050611i,-0.0023681-0.036154i,0.018503-0.042722i,0.020802-0.024747i,0.020483-0.010371i
-0.1506+0.24206i,-0.36903+0.45483i,-0.46456+0.55634i,-0.22523+0.42903i,0.12995+0.16612i,0.27674-0.026876i,0.25129-0.06412i,0.2181-0.055279i,0.18164-0.085982i,0.096044-0.11483i,0.016739-0.083238i,-0.0015012-0.025408i,0.0061977-0.0022955i,0.013624+0.012019i,0.0364+0.039439i,0.057843+0.043829i,0.051776+0.025903i,0.032293+0.014294i,0.019676+0.015872i,0.0086713+0.0137i,-0.0062419+0.0046728i,-0.015211+0.0010205i,-0.016842-0.00064419i
0.10572-0.25483i,0.23642-0.45566i,0.31606-0.52529i,0.14859-0.37552i,-0.15643-0.12124i,-0.30445+0.048974i,-0.27156+0.085642i,-0.20194+0.091335i,-0.13071+0.12014i,-0.065906+0.12458i,-0.038667+0.086624i,-0.029033+0.043941i,-0.012517+0.022015i,-0.00042637+0.0029142i,-0.0044403-0.030906i,-0.019957-0.057076i,-0.031989-0.04951i,-0.033069-0.017824i,-0.02112+0.011022i,-0.0024652+0.022167i,0.010923+0.016032i,0.013022+0.0053584i,0.0075676+0.0029112i
-0.09242+0.22501i,-0.21216+0.42703i,-0.31911+0.50745i,-0.22887+0.36332i,0.0088664+0.1213i,0.13476-0.010859i,0.12554-0.012256i,0.071448-0.023316i,-0.0097254-0.059788i,-0.04937-0.05241i,-0.016311-0.033484i,0.01823-0.036978i,0.023252-0.049098i,0.019742-0.059619i,0.02513-0.046289i,0.047044-0.020058i,0.061404-0.016313i,0.043001-0.025851i,0.0047471-0.021921i,-0.018544-0.0007976i,-0.016083+0.02024i,-0.006445+0.024036i,-0.00066923+0.01096i
-0.047141-0.19832i,0.057182-0.36415i,0.21467-0.45498i,0.1869-0.35851i,-0.014286-0.13877i,-0.10238+0.0020022i,-0.05242-0.014217i,0.0075857-0.043246i,0.058924-0.016521i,0.083583+0.00092553i,0.055944-0.0041553i,0.014093+0.003159i,0.0037692+0.027969i,0.023944+0.032715i,0.032939+0.0015222i,0.016212-0.024805i,0.0035138-0.024833i,0.0075457-0.024421i,0.012875-0.03867i,0.0092232-0.051283i,0.0055624-0.046712i,0.0079876-0.031908i,0.0054463-0.0141i
0.046697+0.21483i,0.046636+0.39397i,0.016357+0.44781i,0.039773+0.27164i,0.10756+0.012066i,0.096917-0.12048i,0.013323-0.091459i,-0.043839-0.027074i,-0.063946-0.0069178i,-0.069478+0.0052847i,-0.0493+0.026614i,-0.023075+0.018989i,-0.033272-0.014317i,-0.071059-0.011892i,-0.084649+0.042079i,-0.063074+0.097573i,-0.034392+0.11497i,-0.01208+0.091209i,-0.0044251+0.051726i,-0.014305+0.019413i,-0.030135-0.0029127i,-0.036948-0.010634i,-0.025835-0.0069074i
-0.071731-0.17487i,-0.15006-0.32518i,-0.16573-0.33179i,-0.088496-0.14175i,-0.00044485+0.054594i,0.024012+0.11716i,0.029089+0.11633i,0.060269+0.11844i,0.090963+0.097705i,0.085165+0.046993i,0.051873+0.011701i,0.030451+0.0092668i,0.033267+0.019935i,0.046389+0.019386i,0.046335-0.015138i,0.02596-0.05873i,0.010582-0.061084i,0.012205-0.021286i,0.027196+0.025976i,0.046321+0.046544i,0.053966+0.035947i,0.046512+0.017319i,0.033549+0.0055226i
0.29381+0.11164i,0.44225+0.11924i,0.37001+0.07491i,0.14406+0.026356i,0.015184-0.010191i,0.017727-0.042582i,0.014447-0.074745i,-0.038453-0.11101i,-0.093203-0.10922i,-0.092658-0.058577i,-0.047992-0.022799i,-0.022301-0.020777i,-0.037189-0.025553i,-0.073782-0.019311i,-0.099976+0.015052i,-0.088379+0.049733i,-0.060733+0.043931i,-0.04524+0.014416i,-0.037204+0.00034281i,-0.022497+0.0064473i,-0.0038051+0.010863i,0.00082699+0.0037167i,-0.0042229-0.0056685i
-0.28513-0.027105i,-0.48264+0.013256i,-0.48067+0.063656i,-0.26907+0.073914i,-0.075863+0.0631i,0.014513+0.051742i,0.054316+0.032872i,0.078673+0.029117i,0.10093+0.016654i,0.091689-0.029778i,0.042474-0.057762i,0.0068303-0.033968i,0.025429+0.0065221i,0.079694+0.021945i,0.11842+0.0045037i,0.11555-0.02411i,0.085301-0.039145i,0.046923-0.033121i,0.013889-0.020093i,-0.0075683-0.0091551i,-0.012471+0.0047588i,0.00064067+0.014785i,0.0085584+0.017154i
0.1425-0.066i,0.32292-0.072976i,0.41352-0.095964i,0.2572-0.13804i,-0.0013783-0.14192i,-0.13821-0.098472i,-0.14008-0.060985i,-0.11034-0.035827i,-0.099246+0.0071612i,-0.089213+0.052384i,-0.065401+0.06173i,-0.042454+0.038183i,-0.043975+0.0083687i,-0.069557-0.0079764i,-0.086513-0.0052436i,-0.082817+0.0059337i,-0.063338+0.007173i,-0.033912-0.0078987i,-0.01082-0.031241i,-0.0070994-0.044752i,-0.01694-0.041549i,-0.025481-0.028714i,-0.022945-0.01604i
-0.30447-0.051565i,-0.58402+0.0091464i,-0.65827+0.15342i,-0.36491+0.22951i,-0.0029606+0.15834i,0.10877+0.081225i,0.065844+0.080046i,0.033729+0.076748i,0.035835+0.046856i,0.052899+0.01561i,0.058394-0.004109i,0.056644-0.0098422i,0.067497-0.011874i,0.087413-0.012808i,0.096872-0.011855i,0.081938-0.0063243i,0.050932+0.010368i,0.029257+0.030729i,0.022637+0.035599i,0.015396+0.023548i,0.0037241+0.018695i,0.0029828+0.024181i,0.012258+0.019285i
0.39108+0.018908i,0.7404-0.1127i,0.82081-0.28898i,0.47735-0.3301i,0.067157-0.21615i,-0.06765-0.10543i,-0.024046-0.061318i,0.020775-0.040218i,0.0071919-0.031755i,-0.040017-0.011267i,-0.055463+0.021667i,-0.044804+0.028326i,-0.047296+0.0097669i,-0.061155-0.017112i,-0.068138-0.043422i,-0.058663-0.053379i,-0.039521-0.044153i,-0.026205-0.02706i,-0.018057-0.0056248i,0.002144+0.003674i,0.025458-0.013938i,0.021702-0.034171i,9.9905e-05-0.031545i
-0.30224+0.24078i,-0.56347+0.41226i,-0.63213+0.47862i,-0.3654+0.393i,-0.013554+0.24207i,0.13563+0.1062i,0.099393+0.013822i,0.035082-0.041574i,0.023813-0.061443i,0.036865-0.057363i,0.034252-0.04455i,0.025431-0.02955i,0.024487-0.016623i,0.026555+0.0057012i,0.02896+0.035869i,0.035078+0.050683i,0.036355+0.045042i,0.023796+0.03227i,0.0047279+0.024051i,-0.011398+0.0243i,-0.018954+0.028042i,-0.015434+0.028624i,-0.0030822+0.024766i
0.2449-0.11829i,0.51255-0.26134i,0.61679-0.38823i,0.36302-0.37384i,0.0098741-0.23114i,-0.14521-0.09536i,-0.13805-0.013848i,-0.091184+0.061947i,-0.047599+0.1006i,-0.021016+0.079414i,-0.010781+0.042931i,-0.011842+0.023964i,-0.019513+0.022446i,-0.02405+0.01939i,-0.01758+0.0076244i,-0.0050543-0.0082156i,0.0059543-0.0251i,0.0095926-0.035891i,0.0059411-0.02937i,0.0074331-0.0088663i,0.012822+0.0025974i,0.0094706-0.0026523i,-0.00275-0.0082234i
-0.24975-0.058549i,-0.59475+0.037687i,-0.75787+0.25564i,-0.47441+0.38802i,-0.049966+0.30763i,0.13403+0.16602i,0.13214+0.057677i,0.078114-0.045013i,0.015518-0.082768i,-0.0010191-0.056087i,0.012932-0.037377i,0.01751-0.030697i,0.016888-0.022233i,0.0086366-0.0053786i,-0.017356+0.024035i,-0.043098+0.052376i,-0.048049+0.061784i,-0.032555+0.052231i,-0.010864+0.027616i,-0.0044619+0.00092197i,-0.010635-0.0049968i,-0.0083593+0.0016303i,0.002468+0.0026584i
0.35566-0.15338i,0.6569-0.31896i,0.72578-0.45607i,0.4178-0.44956i,0.040659-0.30901i,-0.10403-0.17428i,-0.09254-0.079093i,-0.050333+0.013942i,0.0009279+0.057313i,0.024871+0.034967i,0.0068498+0.002869i,-0.021068-0.0055202i,-0.029183+0.0094142i,-0.009709+0.018096i,0.021432+0.00069182i,0.03592-0.02329i,0.030854-0.032094i,0.020868-0.027363i,0.011885-0.017407i,0.0053507-0.010049i,0.0044895-0.0088329i,0.0058659-0.0086088i,0.0013625-0.0053435i
-0.29141+0.19129i,-0.53172+0.38078i,-0.58509+0.49214i,-0.33915+0.42627i,-0.048408+0.25291i,0.065356+0.13451i,0.082755+0.091599i,0.078395+0.030045i,0.033142-0.029882i,-0.019089-0.033865i,-0.025696-0.007758i,0.0033835+0.0011595i,0.02199-0.021316i,0.0075217-0.044742i,-0.020079-0.040228i,-0.034671-0.021486i,-0.036318-0.0032133i,-0.029142+0.012479i,-0.01406+0.012491i,-0.0021592-0.0051462i,0.00030112-0.021444i,0.00038898-0.023917i,0.0063613-0.017843i
0.092385-0.039651i,0.31365-0.13369i,0.46686-0.27363i,0.33847-0.35215i,0.09708-0.29841i,-0.02517-0.20607i,-0.066289-0.13626i,-0.07153-0.038419i,-0.027276+0.038432i,0.0066645+0.045977i,0.0021625+0.031746i,-0.0084943+0.02815i,-0.0044588+0.032263i,0.023323+0.033143i,0.062355+0.015296i,0.082253-0.011223i,0.075482-0.027578i,0.050125-0.034799i,0.018305-0.023487i,0.0014952+0.0083065i,0.0019553+0.033875i,0.0036373+0.038407i,0.0014431+0.024948i
-0.22986+0.030434i,-0.4575+0.12222i,-0.53078+0.26575i,-0.32149+0.33481i,-0.073236+0.2542i,0.0033307+0.13976i,-0.0051202+0.068065i,-0.012983-0.010038i,-0.041567-0.066201i,-0.059365-0.052635i,-0.04013-0.011043i,-0.0087275+0.0056277i,0.0067184-0.011545i,-0.0092582-0.032708i,-0.042409-0.027986i,-0.059298-0.0053984i,-0.055269+0.015633i,-0.041877+0.029787i,-0.021709+0.02961i,-0.0001756+0.014088i,0.014209-0.0041526i,0.012829-0.013913i,0.0030211-0.0091617i
0.29719-0.072964i,0.50553-0.20064i,0.50657-0.32195i,0.26096-0.30491i,0.051225-0.14755i,0.029151-0.026749i,0.061227-0.010215i,0.064748+0.0022132i,0.078135+0.035724i,0.091635+0.031749i,0.071322-0.0048874i,0.023288-0.023034i,-0.017079-0.0020699i,-0.022808+0.03027i,-0.0043881+0.043726i,0.01296+0.037156i,0.024702+0.017629i,0.028757-0.0088008i,0.011399-0.021435i,-0.020164-0.0093369i,-0.040137+0.0088681i,-0.03587+0.016847i,-0.020258+0.014283i
-0.077252+0.11066i,-0.20659+0.19583i,-0.28152+0.26037i,-0.19782+0.26077i,-0.080069+0.17308i,-0.053574+0.079453i,-0.062313+0.041608i,-0.06926+0.012902i,-0.07866-0.01356i,-0.06659-0.0096945i,-0.031719+0.00098304i,0.00085546-0.0040586i,0.010273-0.018874i,-0.0092348-0.027048i,-0.035888-0.018417i,-0.046143-0.0047646i,-0.043821+0.0080391i,-0.035749+0.024785i,-0.013563+0.033189i,0.016249+0.015663i,0.030747-0.012601i,0.024129-0.026332i,0.0087262-0.022659i
0.074469-0.045368i,0.17285-0.092537i,0.21408-0.15874i,0.12737-0.19161i,0.023842-0.12867i,0.012806-0.02603i,0.052246+0.036723i,0.084973+0.068441i,0.091278+0.067229i,0.06567+0.035306i,0.031622+0.0072673i,0.0099312+0.0027924i,0.0075804+0.013129i,0.023262+0.015248i,0.040841+0.0019948i,0.041216-0.010773i,0.03134-0.018421i,0.028769-0.02572i,0.02313-0.032931i,0.0024952-0.031604i,-0.016592-0.016007i,-0.016892+0.00061535i,-0.0055313+0.0023363i
-0.17424-0.048494i,-0.29739-0.0037235i,-0.26994+0.10231i,-0.083456+0.14265i,0.052347+0.033849i,0.038624-0.1048i,-0.033359-0.15461i,-0.079197-0.14866i,-0.095645-0.11983i,-0.094038-0.06893i,-0.078591-0.019508i,-0.052897+0.0030731i,-0.026453+0.0029817i,-0.010033+0.0036309i,-0.0049915+0.010727i,0.00048261+0.017656i,-0.00021821+0.022846i,-0.013764+0.029869i,-0.014731+0.038709i,0.0099043+0.038755i,0.034961+0.026126i,0.033999+0.011576i,0.01647+0.0067086i
0.094105-0.067025i,0.16978-0.1105i,0.15505-0.14938i,0.049732-0.14721i,-0.015815-0.067496i,-0.011505+0.032963i,0.0088609+0.094954i,0.041672+0.11652i,0.08373+0.090425i,0.093184+0.031529i,0.065781-0.0058917i,0.036347-0.0064853i,0.025972+0.00065352i,0.029923-0.0052464i,0.031212-0.02006i,0.02063-0.028113i,0.015869-0.026617i,0.025796-0.029566i,0.02324-0.041036i,-0.0032927-0.041358i,-0.026417-0.02546i,-0.024808-0.010344i,-0.0084446-0.0024423i
-0.043053+0.077202i,-0.068706+0.10745i,-0.053674+0.11805i,0.0029408+0.11128i,0.0445+0.064419i,0.061055-0.0051013i,0.057115-0.070794i,0.0074665-0.10523i,-0.051166-0.070584i,-0.057811-0.0045718i,-0.026619+0.022513i,-0.005328+0.0082826i,-0.012847-0.010176i,-0.039079-0.0068338i,-0.053327+0.014664i,-0.040151+0.029916i,-0.023666+0.030154i,-0.026049+0.029864i,-0.030921+0.040593i,-0.014951+0.050483i,0.01044+0.0436i,0.019542+0.024192i,0.010553+0.005692i
0.036241+0.061677i,0.06566+0.059912i,0.034319+0.0082778i,-0.054683-0.037786i,-0.11125-0.0034705i,-0.1117+0.065772i,-0.091811+0.10608i,-0.046208+0.12117i,0.01012+0.091984i,0.03332+0.035733i,0.026007+0.0064071i,0.017788+0.0085847i,0.024392+0.012681i,0.041661-0.0031928i,0.045159-0.034686i,0.025557-0.05533i,0.0087787-0.05392i,0.011314-0.04061i,0.017901-0.034391i,0.0078675-0.041404i,-0.011374-0.045131i,-0.017117-0.034527i,-0.0078478-0.01904i
-0.049495-0.011035i,-0.07466-0.0061143i,-0.020463+0.022002i,0.063069+0.03893i,0.073287+0.0096182i,0.05313-0.027423i,0.064352-0.047091i,0.056524-0.073369i,-0.0049194-0.076554i,-0.055175-0.037007i,-0.055446-0.0073782i,-0.039518-0.012425i,-0.043299-0.018199i,-0.060298+0.0030476i,-0.0614+0.039537i,-0.0406+0.061839i,-0.023346+0.055966i,-0.023964+0.036097i,-0.031417+0.027673i,-0.027231+0.034446i,-0.013928+0.040694i,-0.0083591+0.036238i,-0.0084607+0.024851i
0.05218-0.047172i,0.049904-0.058784i,-0.022832-0.054101i,-0.088213-0.037615i,-0.065185-0.018738i,-0.032843-0.019477i,-0.051963-0.015157i,-0.046676+0.019528i,0.017993+0.033984i,0.060415-0.0029421i,0.042124-0.029783i,0.016165-0.011143i,0.024348+0.015279i,0.053992+0.014149i,0.07426-0.01058i,0.067741-0.033912i,0.04666-0.037373i,0.036761-0.026757i,0.039118-0.02347i,0.035659-0.035421i,0.024244-0.046552i,0.014125-0.043701i,0.0065526-0.029089i
0.016016-0.025989i,0.043031-0.035339i,0.093523-0.022451i,0.13403+0.00065528i,0.11215-0.0061865i,0.066874-0.012186i,0.05343-0.0019509i,0.036355-0.010346i,-0.0066895-0.015343i,-0.030158+0.01279i,-0.012414+0.033791i,0.0076471+0.014727i,-0.006375-0.016317i,-0.048026-0.019208i,-0.080828+0.012404i,-0.0785+0.050884i,-0.050785+0.06374i,-0.02468+0.047514i,-0.01467+0.026721i,-0.011202+0.026368i,-0.0053741+0.037873i,-0.0044241+0.038092i,-0.0096655+0.026739i
-0.007388+0.023629i,-0.035942+0.032715i,-0.10011+0.025036i,-0.13444+0.019425i,-0.081571+0.041519i,-0.010586+0.045541i,0.0054488+0.0074664i,0.0010214-0.011691i,0.018787-0.0059112i,0.035104-0.013988i,0.021506-0.022677i,0.00059109-0.0047854i,0.01331+0.02175i,0.055694+0.02003i,0.087504-0.013466i,0.084001-0.049405i,0.053735-0.056522i,0.025162-0.031004i,0.017164-0.0056439i,0.023232-0.0074513i,0.029739-0.026071i,0.032081-0.0348i,0.029007-0.025825i
-0.050751-0.0060728i,-0.031253-0.0048i,0.063818-0.004285i,0.13292-0.020994i,0.081662-0.051926i,-0.0060284-0.052934i,-0.040864-0.012609i,-0.042154+0.013916i,-0.051035+0.010686i,-0.057695+0.018996i,-0.03753+0.033855i,-0.0093211+0.019884i,-0.014484-0.0087009i,-0.050652-0.016854i,-0.082273-0.0021062i,-0.084873+0.017032i,-0.061292+0.021773i,-0.035623+0.01053i,-0.025819+0.0041983i,-0.031568+0.013837i,-0.041506+0.029517i,-0.042583+0.036638i,-0.02934+0.028079i
-0.017373+0.012447i,-0.056521+0.023205i,-0.13172+0.030452i,-0.17887+0.034735i,-0.13322+0.05548i,-0.040034+0.069551i,0.030732+0.047255i,0.056498+0.016385i,0.056509+0.00071568i,0.048619-0.023276i,0.022475-0.047225i,-0.006177-0.034722i,0.0013808-0.0014704i,0.042509+0.013592i,0.082215+0.003237i,0.091839-0.017947i,0.068048-0.030682i,0.030986-0.027139i,0.006487-0.017246i,0.0054672-0.014667i,0.020334-0.021223i,0.029996-0.0272i,0.024924-0.023431i
0.039536-0.0012466i,0.094351-0.018671i,0.16369-0.036942i,0.18742-0.053904i,0.13428-0.092364i,0.049796-0.12475i,-0.020658-0.10728i,-0.057312-0.056335i,-0.055408-0.010718i,-0.040557+0.021004i,-0.019976+0.039489i,0.0029802+0.027745i,-0.0012633-0.0045575i,-0.039813-0.020839i,-0.080657-0.010471i,-0.091146+0.010409i,-0.06587+0.021497i,-0.023105+0.013822i,0.0040658-0.00037607i,-0.00044028-0.001071i,-0.019906+0.0097796i,-0.033409+0.016217i,-0.033275+0.011826i
0.015701+0.025876i,-0.029953+0.034705i,-0.12658+0.037578i,-0.18434+0.048119i,-0.14512+0.077284i,-0.074253+0.10895i,-0.0057377+0.11629i,0.056157+0.080744i,0.069773+0.022353i,0.048263-0.018342i,0.027651-0.039968i,0.0091216-0.040874i,0.0096306-0.018468i,0.037586+0.0057178i,0.067959+0.015165i,0.076514+0.010594i,0.057218+0.0054156i,0.02427+0.0075574i,0.003305+0.011418i,0.0062005+0.0076393i,0.022622-0.00044034i,0.033325-0.0043717i,0.029618-0.0018086i
0.0053072-0.017181i,0.050335-0.026726i,0.14242-0.030122i,0.20755-0.028845i,0.18806-0.036105i,0.13214-0.067368i,0.058166-0.10364i,-0.019273-0.09184i,-0.045738-0.035787i,-0.033206+0.014764i,-0.018869+0.044763i,-0.001425+0.047958i,-0.0035097+0.021584i,-0.035618-0.005858i,-0.067548-0.014309i,-0.075001-0.0073047i,-0.053904+0.004154i,-0.019091+0.011376i,0.0063604+0.011205i,0.0075392+0.0052312i,-0.0092366-0.0013315i,-0.023-0.0039444i,-0.021455-0.0059418i
-0.027279-0.010309i,-0.078924+0.0026665i,-0.15213+0.028721i,-0.18738+0.047093i,-0.16136+0.055887i,-0.12652+0.074758i,-0.085018+0.11113i,-0.020304+0.11468i,0.021741+0.061168i,0.025495+0.00076717i,0.016968-0.032913i,0.0020679-0.033414i,0.0020909-0.0048888i,0.030261+0.021563i,0.061716+0.030088i,0.071477+0.025037i,0.049195+0.011413i,0.011176+0.00097892i,-0.012884+0.00016411i,-0.0096035+0.0025095i,0.0087524+0.0019997i,0.019599+0.00043021i,0.016599+0.0032585i
0.011681-0.01783i,0.062996-0.034138i,0.14028-0.047855i,0.1738-0.050892i,0.14244-0.043105i,0.11992-0.041993i,0.1084-0.081303i,0.045198-0.11094i,-0.020481-0.064162i,-0.030977+0.0027004i,-0.023321+0.03126i,-0.02176+0.032402i,-0.02462+0.016955i,-0.036665-0.006786i,-0.051952-0.027291i,-0.055745-0.035178i,-0.039306-0.026881i,-0.012817-0.015526i,0.0061408-0.0097231i,0.0088317-0.0079963i,0.0016754-0.0076576i,-0.0042592-0.0069381i,-0.0049475-0.0067405i
-0.01478+0.021407i,-0.063618+0.033646i,-0.1459+0.041175i,-0.18609+0.033868i,-0.14776-0.0013638i,-0.12037-0.030503i,-0.12094+0.0064043i,-0.070633+0.056199i,-0.0047663+0.03125i,0.010386-0.021486i,0.0077855-0.044677i,0.012969-0.046376i,0.021506-0.027307i,0.039259+0.0034503i,0.05434+0.025756i,0.051331+0.031233i,0.033787+0.017914i,0.012572-0.00079289i,-0.0046794-0.0085747i,-0.013327-0.00054891i,-0.010914+0.013847i,-0.0029798+0.017981i,0.0027918+0.01342i
0.0093635+0.0069631i,0.05377-0.0047254i,0.1304-0.034037i,0.16311-0.061035i,0.11314-0.042109i,0.078604+0.0024852i,0.09588-0.0046286i,0.081421-0.044592i,0.030309-0.035858i,0.0045906+0.010568i,0.001063+0.041104i,0.0019786+0.041351i,-0.0049756+0.013006i,-0.030181-0.019182i,-0.050504-0.033429i,-0.047502-0.032858i,-0.026936-0.019289i,-0.0031557-0.00050861i,0.010519+0.009168i,0.011559+0.0044547i,0.0057718-0.0041997i,0.00011304-0.0050023i,-0.00032059-0.0026875i
-0.015366+0.0054647i,-0.059942+0.01957i,-0.12578+0.044345i,-0.14156+0.071246i,-0.073218+0.059947i,-0.027922+0.004471i,-0.064627-0.010193i,-0.075072+0.034055i,-0.022985+0.039464i,0.0075309-0.0097666i,0.0071823-0.038169i,0.0071096-0.031245i,0.012216-0.012909i,0.025031+0.0060675i,0.035233+0.022424i,0.031637+0.0326i,0.019788+0.028564i,0.0059144+0.012553i,-0.0052521-0.00084058i,-0.010219-0.0034586i,-0.010558-0.0027033i,-0.0095782-0.005705i,-0.0080578-0.0080421i
0.020064-0.012583i,0.066681-0.021338i,0.136-0.032735i,0.15956-0.051509i,0.087305-0.048391i,0.019728+0.0079191i,0.048289+0.045276i,0.073498+0.011809i,0.032953-0.0036666i,0.0020116+0.028567i,-0.0055827+0.040737i,-0.018467+0.025661i,-0.027072+0.0071009i,-0.032511-0.012355i,-0.034982-0.025705i,-0.027198-0.027448i,-0.017372-0.017731i,-0.0096663-0.00037403i,0.0014744+0.011017i,0.013707+0.0087297i,0.020548+0.00095944i,0.016769-0.0007729i,0.0055764+0.0025598i
