-0.0010395-0.001144i,-0.0010252-0.0015487i,-0.0015468-0.0009942i,-0.0020106-0.00012265i,-0.0019616+0.00018398i,-0.0017637+0.0011896i,-0.00084784+0.0024494i,-0.00047118+0.0024067i,-0.00040182+0.0013357i,-0.00029995+0.00087321i,-0.00055877+0.00037254i,-0.0011186+0.00010855i,-0.0011784+0.00074014i,-0.00063683+0.00089653i,-0.00082097+0.00028696i,-0.00054926-0.00025873i,-0.00023056-0.00049868i,-0.0001423-0.00093521i,0.00014918-0.0010318i,0.00069835-0.00058602i,0.00065094+0.00010061i,0.00040886+0.00023692i,0.00026187+5.5942e-05i
0.029365+0.0087437i,0.077966+0.0094605i,0.12573-0.024553i,0.12602-0.12142i,0.082033-0.23286i,0.03078-0.23841i,0.0069776-0.13516i,0.015996-0.048024i,0.018886-0.025916i,-0.00049888-0.013755i,-0.0068608+0.0033306i,0.0021074+0.00046648i,0.0087613-0.0087025i,0.010989-0.0099872i,0.011166-0.0075004i,0.014063-0.0046993i,0.019292-0.0057816i,0.020906-0.0084362i,0.018287-0.0072085i,0.018125-0.0037817i,0.024882-0.0019324i,0.032229+0.0021218i,0.030683+0.0080267i
-0.013003+0.0198i,-0.031852+0.071592i,-0.034555+0.12989i,-0.025675+0.12705i,-0.055832+0.042216i,-0.11112-0.062295i,-0.11194-0.10116i,-0.057582-0.083522i,-0.018493-0.064114i,-0.0074888-0.037825i,0.0043521-0.0080087i,0.012935-0.00056349i,0.010922-0.004588i,0.0074803-0.0061123i,-0.0032628-0.0072669i,-0.017075-0.0041681i,-0.020299+0.0013592i,-0.011204+0.0056359i,0.0031294+0.0055437i,0.0091271-0.0045093i,-0.001542-0.018067i,-0.016516-0.024837i,-0.019144-0.023692i
-0.02105-0.015447i,-0.065768-0.03175i,-0.11803-0.0083581i,-0.10327+0.09556i,-0.0071171+0.20547i,0.065291+0.2125i,0.047263+0.12663i,-0.013511+0.047355i,-0.033511+0.016589i,-0.015903-0.0019416i,-0.0069822-0.016485i,-0.0093826-0.012009i,-0.011623+0.0031595i,-0.01079+0.011984i,-0.0053623+0.0090542i,-0.0022697+0.0015329i,-0.0056467-0.0034971i,-0.011802-0.0080975i,-0.016424-0.0076913i,-0.015508+0.0026201i,-0.014209+0.014917i,-0.016442+0.018002i,-0.016646+0.010468i
0.02017-0.024483i,0.047102-0.075201i,0.057824-0.14231i,0.021089-0.16863i,-0.015584-0.11682i,0.010616-0.038452i,0.034232+0.011221i,0.021371+0.039759i,0.010089+0.044134i,0.0033163+0.02425i,-0.0078649+0.0076858i,-0.0098259+0.0054822i,-0.0036029+0.0051006i,-7.3662e-05+0.0031574i,0.0048834+0.002163i,0.014161-0.0018025i,0.022263-0.010299i,0.022541-0.017582i,0.014755-0.01761i,0.011682-0.010262i,0.024158-0.003582i,0.039329-0.0016539i,0.037371+0.0014621i
0.016071+0.030087i,0.061759+0.072253i,0.10519+0.072983i,0.066401-0.014341i,-0.073789-0.1121i,-0.18872-0.11214i,-0.14251-0.048714i,-0.023826-0.011865i,0.028174-0.00035607i,0.024121+0.0092559i,0.018037+0.014357i,0.016564+0.013191i,0.01658-3.9433e-05i,0.011244-0.012061i,0.0027188-0.0058798i,0.00068219+0.007858i,0.0031454+0.02026i,0.0098284+0.027774i,0.015926+0.020842i,0.0080982+0.00078378i,-0.011092-0.013147i,-0.021659-0.013255i,-0.016791-0.01027i
-0.028367+0.010854i,-0.078047+0.043621i,-0.082366+0.11462i,0.012632+0.17329i,0.12085+0.17227i,0.13426+0.12615i,0.070712+0.067959i,0.014433+0.024976i,-0.0043314+0.0011779i,-0.0031347-0.011224i,0.001715-0.018578i,0.0032764-0.01881i,0.0025711-0.011606i,0.0016827-0.0031785i,-0.0020439+0.000574i,-0.0075212+0.0040197i,-0.013446+0.011402i,-0.019128+0.017338i,-0.019019+0.017422i,-0.014465+0.015624i,-0.015823+0.017502i,-0.022261+0.021735i,-0.022575+0.018541i
-0.0064116-0.034499i,-0.027974-0.085853i,-0.067532-0.12526i,-0.042317-0.093095i,0.1126-0.049993i,0.22928-0.06661i,0.16034-0.071789i,0.037768-0.042221i,-0.015712-0.029105i,-0.026892-0.029984i,-0.026965-0.028866i,-0.026924-0.027652i,-0.029841-0.012646i,-0.026218+0.0022058i,-0.019454+0.00082923i,-0.017765-0.01148i,-0.021832-0.026771i,-0.027273-0.033861i,-0.023949-0.025976i,-0.0062563-0.013522i,0.016342-0.012788i,0.026821-0.019564i,0.022376-0.016996i
0.035465-0.00071839i,0.085565-0.021866i,0.097571-0.077441i,-0.025823-0.15048i,-0.233-0.1867i,-0.31087-0.15197i,-0.20836-0.092001i,-0.078853-0.053758i,-0.021742-0.034751i,-0.013312-0.0092225i,-0.0055799+0.010328i,-0.00064326+0.0034443i,-0.0090306-0.01216i,-0.016149-0.016061i,-0.014205-0.011191i,-0.0054085-0.0039495i,0.010535-0.0015805i,0.026684-0.0074928i,0.029961-0.015579i,0.016224-0.020569i,-0.0015299-0.021635i,-0.0073628-0.019224i,-0.001331-0.015821i
-0.012108+0.033502i,-0.0049627+0.10644i,0.025441+0.16686i,0.019271+0.17489i,-0.086494+0.1886i,-0.1906+0.22151i,-0.15176+0.19345i,-0.058532+0.10747i,-0.018431+0.05088i,-0.0011446+0.030124i,0.012972+0.015988i,0.025334+0.012617i,0.03632+0.0054788i,0.035416-0.0077786i,0.022592-0.0085469i,0.011983+0.0062067i,0.014699+0.024532i,0.020223+0.033995i,0.016823+0.032713i,0.010273+0.030322i,0.0072705+0.033071i,0.0068267+0.034951i,0.0048355+0.027865i
-0.037633-0.018096i,-0.097467-0.024295i,-0.1207+0.023608i,0.01628+0.10098i,0.25125+0.10789i,0.3441+0.054513i,0.22448+0.027083i,0.080579+0.041653i,0.033951+0.045521i,0.024914+0.016392i,0.0010541-0.0040481i,-0.0083295+0.0045205i,0.0082823+0.01921i,0.019529+0.022591i,0.012713+0.010533i,-0.0071787-0.0054278i,-0.031752-0.0097659i,-0.047585-0.0033271i,-0.043518+0.0046608i,-0.021578+0.0069447i,-0.0010558+0.0036796i,0.0048035-0.0012438i,0.0021323-0.0054544i
0.022284-0.028696i,0.040266-0.097424i,0.025656-0.19501i,-0.020734-0.25737i,-0.023369-0.27677i,0.01276-0.27752i,0.01286-0.20328i,0.010728-0.086613i,0.027171-0.025175i,0.02398-0.0075254i,0.012333+0.0043486i,-0.0048219+0.0028348i,-0.025677+0.001046i,-0.029269+0.0059964i,-0.013985+0.0073991i,0.0078838-0.0017165i,0.017267-0.019513i,0.013958-0.035682i,0.0097325-0.040411i,9.4037e-05-0.034289i,-0.013602-0.026763i,-0.021139-0.020621i,-0.018728-0.013606i
0.02841+0.031869i,0.091303+0.062032i,0.1362+0.058504i,0.051128+0.011259i,-0.14149+0.0077028i,-0.23417+0.064498i,-0.14704+0.063784i,-0.041216+0.003605i,-0.010939-0.030698i,-0.00037937-0.025574i,0.020946-0.022333i,0.028444-0.030934i,0.011094-0.040665i,-0.011211-0.041006i,-0.013849-0.023275i,0.008982-0.0028584i,0.039202+0.00087235i,0.051295-0.0029564i,0.039734-0.0026424i,0.01911-0.00030362i,0.0075264+0.0007389i,0.0077217-0.0010992i,0.0054554+0.000325i
-0.041709+0.024817i,-0.088684+0.096488i,-0.081045+0.19948i,0.027431+0.25663i,0.14526+0.23864i,0.17055+0.18417i,0.11783+0.11056i,0.041406+0.035036i,-0.01352+0.00029816i,-0.031142-0.01297i,-0.036175-0.026583i,-0.030652-0.028445i,-0.012786-0.021486i,-0.0028621-0.01307i,-0.01414-0.0037369i,-0.034844+0.013958i,-0.041859+0.034737i,-0.031343+0.043075i,-0.012756+0.033891i,0.0044478+0.014511i,0.011568-0.0015867i,0.010451-0.0093253i,0.0050389-0.014866i
-0.025139-0.041378i,-0.072164-0.10285i,-0.14631-0.1334i,-0.14439-0.094868i,-0.045318-0.078993i,0.0059063-0.12376i,-0.036469-0.10766i,-0.064794-0.027893i,-0.055124+0.0027548i,-0.053609+0.0015056i,-0.050688+0.011863i,-0.03757+0.019413i,-0.020533+0.027661i,-0.0014558+0.033232i,0.0067254+0.01949i,-0.0096714+0.002235i,-0.035684+0.0051635i,-0.046515+0.014825i,-0.036905+0.014843i,-0.019504+0.012476i,-0.012091+0.013247i,-0.010844+0.018317i,-0.0014026+0.018201i
0.048402-0.0086855i,0.12094-0.053291i,0.15126-0.14368i,0.020636-0.20034i,-0.19403-0.13491i,-0.27615-0.010815i,-0.18123+0.043624i,-0.048799+0.018685i,0.010769-0.0088322i,0.027716-0.0065797i,0.043866+0.0042623i,0.045121+0.0083606i,0.025338+0.0042436i,0.0044238-0.0014204i,0.0009483-0.0090082i,0.015396-0.029563i,0.023574-0.058211i,0.015496-0.066948i,0.0027737-0.048067i,-0.0067507-0.023835i,-0.0079295-0.008569i,-0.0029677-0.0019118i,0.0031931+0.0053879i
-0.0010594+0.060684i,0.029109+0.14856i,0.10593+0.21409i,0.17611+0.169i,0.18284+0.075624i,0.16554+0.04563i,0.15202+0.033824i,0.11287+0.012309i,0.081662+0.012761i,0.067989+0.005247i,0.04433-0.012576i,0.024724-0.018384i,0.013553-0.02565i,-0.0047262-0.031152i,-0.021145-0.014556i,-0.01399+0.013304i,0.011951+0.020814i,0.03429+0.0061168i,0.039976-0.0092247i,0.032939-0.01707i,0.022328-0.02129i,0.0083932-0.024995i,-0.0084354-0.023605i
-0.053223-0.017903i,-0.14655-0.012718i,-0.20259+0.044029i,-0.080937+0.071957i,0.13137-0.045947i,0.16087-0.1944i,0.012707-0.16637i,-0.072739-0.038861i,-0.055726+0.015761i,-0.037992+0.014258i,-0.037792+0.014593i,-0.031286+0.01357i,-0.0091935+0.010453i,0.019196+0.0040836i,0.030235-0.0025236i,0.019972+0.011118i,0.0097822+0.042934i,0.0049091+0.061118i,-5.1192e-05+0.051468i,-0.0023517+0.032221i,-0.0016651+0.021266i,0.0017415+0.018685i,0.0041704+0.012139i
0.032606-0.043676i,0.050478-0.14028i,0.0027256-0.24425i,-0.117-0.2229i,-0.21616-0.073109i,-0.23354+0.041951i,-0.18926+0.067204i,-0.11462+0.056584i,-0.054439+0.037302i,-0.024394+0.022274i,-0.0052221+0.0069923i,0.0014524-0.0043915i,-1.9797e-05+0.0034937i,0.0025038+0.014922i,0.0058167+0.0050114i,-0.0016457-0.023655i,-0.021463-0.043498i,-0.038489-0.03729i,-0.038845-0.016695i,-0.029239-0.0004946i,-0.017058+0.0029725i,-0.0023681-0.0017968i,0.008015-0.0061294i
0.037214+0.04824i,0.1287+0.09036i,0.22069+0.096753i,0.17602+0.096426i,0.037403+0.18821i,0.019602+0.28424i,0.11221+0.20578i,0.11388+0.055621i,0.039079+7.725e-06i,0.0064613-0.00722i,0.011054-0.025105i,0.013544-0.041188i,-0.0095777-0.042153i,-0.047109-0.01519i,-0.058515+0.021182i,-0.039887+0.031401i,-0.015773+0.011875i,0.0033237-0.01714i,0.012043-0.032377i,0.0076253-0.026373i,-0.0042386-0.012789i,-0.015638-0.0052937i,-0.020191-0.0033125i
-0.045505+0.023039i,-0.10475+0.1029i,-0.094096+0.22224i,0.022354+0.23921i,0.11841+0.097552i,0.11526-0.041281i,0.069296-0.073013i,0.026235-0.069709i,-0.0084772-0.074793i,-0.03175-0.060021i,-0.04212-0.023441i,-0.036771+0.0040162i,-0.01939+0.0025428i,-0.0039018-0.011306i,0.0036346-0.0099663i,0.018629+0.010152i,0.043425+0.029238i,0.052249+0.032669i,0.040831+0.022253i,0.026353+0.0054702i,0.013393-0.0034159i,0.0031971+0.0014109i,7.5007e-05+0.0090335i
-0.0031637-0.061584i,-0.067202-0.14521i,-0.17952-0.21522i,-0.2249-0.23211i,-0.15749-0.25285i,-0.13245-0.23331i,-0.13653-0.091283i,-0.04715+0.024701i,0.034415+0.016274i,0.03375-0.0085426i,0.017228-0.0079711i,0.0066699-0.0032711i,0.011856+0.0044109i,0.030096-0.013963i,0.022782-0.05081i,-0.012882-0.062234i,-0.044558-0.041899i,-0.054679-0.0081906i,-0.038799+0.020368i,-0.010323+0.026034i,0.0093035+0.011367i,0.019843-0.0053221i,0.024991-0.012988i
0.055324+0.0044806i,0.13702-0.036359i,0.17924-0.16012i,0.093352-0.28135i,-0.030253-0.26557i,-0.038673-0.15871i,0.013754-0.078282i,0.04182-0.015223i,0.064098+0.022346i,0.072531+0.01043i,0.061819-0.014992i,0.047318-0.031382i,0.025438-0.031638i,0.0045375-0.01158i,-0.0048259+0.0072745i,-0.016791+0.01019i,-0.035001+0.0066664i,-0.03925-0.0021269i,-0.02854-0.011714i,-0.019132-0.010285i,-0.015405-0.0027699i,-0.018957+0.0014495i,-0.021776+0.0015322i
-0.029929+0.054115i,-0.020105+0.15048i,0.074929+0.24357i,0.18549+0.25323i,0.17703+0.18514i,0.080714+0.06418i,-0.012803-0.056477i,-0.078997-0.084509i,-0.079787-0.030883i,-0.040299+0.0061171i,-0.026326+0.021877i,-0.018552+0.041032i,-0.0048549+0.041986i,-0.00076883+0.036878i,0.011756+0.038924i,0.046615+0.024612i,0.076078-0.010261i,0.070888-0.036976i,0.041981-0.038945i,0.021996-0.025234i,0.020877-0.01248i,0.01911-0.0062109i,0.0088502-0.00018117i
-0.023911-0.048137i,-0.089759-0.067045i,-0.15099+0.049109i,-0.11101+0.27304i,-0.010215+0.40162i,-0.00067396+0.37017i,-0.064843+0.2688i,-0.10054+0.16116i,-0.098256+0.084636i,-0.074571+0.046899i,-0.047736+0.018473i,-0.038237+0.00023461i,-0.036436-0.0017319i,-0.037739-0.0036768i,-0.041688-0.006107i,-0.036217-0.0018909i,-0.020077-0.00091094i,-0.0027379-0.0032072i,0.0046732-0.0024775i,-0.001478-0.0042795i,-0.0092261-0.0057355i,-0.0055836-0.0075005i,0.0015903-0.013985i
0.069163-0.00041405i,0.09771-0.035397i,0.039514-0.11967i,-0.074552-0.16584i,-0.074948-0.097226i,0.035012-0.00016366i,0.10753+0.04218i,0.10967+0.029571i,0.069191-0.010521i,0.020898-0.036462i,0.0047178-0.046661i,0.0082588-0.060568i,0.00014374-0.06211i,-0.01185-0.039439i,-0.021299-0.0077056i,-0.03602+0.03176i,-0.040088+0.078115i,-0.0192+0.09228i,0.0087758+0.05771i,0.012177+0.014816i,-0.0085236-0.0048931i,-0.023855-0.0070812i,-0.025512-0.010309i
-0.040381+0.033767i,-0.036744+0.045429i,0.019817-0.052636i,0.039261-0.26688i,-0.062564-0.4392i,-0.14472-0.42525i,-0.090315-0.29456i,-0.0039362-0.18252i,0.021395-0.11658i,-0.00090347-0.056165i,-0.011097+0.0068891i,0.011503+0.041947i,0.0355+0.040093i,0.045765+0.018482i,0.047824-0.01148i,0.044913-0.044343i,0.032743-0.061383i,0.0085562-0.041107i,-0.0083528-0.00012241i,-0.0022665+0.022677i,0.010419+0.019647i,0.018509+0.016609i,0.027341+0.022486i
-0.008257-0.055164i,-0.001504-0.060537i,0.03731-0.0035624i,0.065611+0.034322i,-0.0098803-0.0062119i,-0.15012-0.0055142i,-0.18733+0.076107i,-0.1098+0.10124i,-0.043672+0.055402i,-0.0094697+0.017021i,0.012472-0.010231i,0.011721-0.026823i,0.0014994-0.020968i,-0.0013463-0.010176i,-0.0052413-0.010349i,-0.01636-0.021655i,-0.032833-0.040694i,-0.04883-0.053519i,-0.053034-0.043879i,-0.040793-0.022409i,-0.024712-0.0081305i,-0.02073-0.0011388i,-0.020333+0.0032459i
0.020005+0.034577i,-0.01704+0.066732i,-0.11102+0.12174i,-0.13439+0.20641i,-0.0056091+0.25092i,0.1251+0.20021i,0.12969+0.11736i,0.087137+0.07229i,0.071788+0.037454i,0.054142-0.0065885i,0.013637-0.036653i,-0.029843-0.039797i,-0.048121-0.021815i,-0.045178+0.001302i,-0.037802+0.025477i,-0.024007+0.05143i,-0.0029381+0.064365i,0.019394+0.045513i,0.032143+0.012542i,0.031133+0.00046674i,0.029742+0.0045876i,0.029469-0.0021687i,0.015949-0.012537i
-0.0052676-0.038464i,0.010816-0.1093i,0.044147-0.18635i,0.051498-0.17075i,0.052094-0.085029i,0.065631-0.0597i,0.043356-0.085906i,0.011385-0.06157i,0.015923-0.0090732i,0.021233+0.020233i,0.026612+0.037474i,0.040656+0.03403i,0.03676+0.005346i,0.019255-0.026918i,0.0075913-0.04344i,0.019521-0.039921i,0.055251-0.035535i,0.079877-0.032452i,0.071628-0.024686i,0.041132-0.021985i,0.0079504-0.018126i,-0.0069927-0.0045154i,-0.0018016+0.007189i
0.037379+0.045924i,0.095689+0.15466i,0.18481+0.24477i,0.22302+0.22138i,0.14832+0.18103i,0.058005+0.18806i,0.0039207+0.16307i,-0.059537+0.12373i,-0.077762+0.10333i,-0.023615+0.057637i,0.025722-0.010841i,0.044253-0.051563i,0.044619-0.053763i,0.029463-0.032357i,0.0096222-0.0043753i,-0.015505+0.016608i,-0.04628+0.033846i,-0.062289+0.049872i,-0.044682+0.052198i,-0.0091304+0.02817i,0.0063464-0.0086156i,-0.0037717-0.028428i,-0.014944-0.033506i
-0.1193-0.059798i,-0.28853-0.10725i,-0.41708-0.10711i,-0.31263-0.046792i,-0.060959-0.042343i,0.048134-0.10236i,0.0031433-0.12529i,-0.035751-0.12499i,-0.054394-0.11904i,-0.075074-0.084578i,-0.093702-0.034518i,-0.098075+0.0085889i,-0.074945+0.028172i,-0.039887+0.026187i,-0.017057+0.0060122i,-0.022879-0.019263i,-0.047192-0.024372i,-0.060683-0.016047i,-0.056463-0.0045832i,-0.03503+0.013401i,0.0018277+0.0184i,0.030159+0.0014307i,0.034851-0.01331i
0.16793-0.052363i,0.37324-0.16486i,0.44423-0.32736i,0.20118-0.41791i,-0.13777-0.37468i,-0.26091-0.28001i,-0.1444-0.19412i,0.029933-0.14675i,0.078096-0.13016i,0.022763-0.066983i,0.0052823+0.017412i,0.025613+0.047051i,0.02393+0.034576i,0.0076189+0.012525i,0.00085075+0.0012062i,0.022577-0.0051174i,0.066195-0.031913i,0.090231-0.068202i,0.066606-0.083021i,0.012082-0.063358i,-0.032059-0.01926i,-0.040773+0.0172i,-0.027249+0.031483i
-0.11424+0.19544i,-0.20312+0.45012i,-0.18898+0.59437i,-0.11164+0.40767i,-0.14148+0.12236i,-0.16941+0.12036i,-0.050073+0.2606i,0.038883+0.26181i,0.029367+0.17375i,0.023913+0.073135i,0.020572-0.03316i,0.0028055-0.082657i,-0.0056402-0.058665i,-0.016453-0.013063i,-0.028727+0.021217i,-0.026924+0.036811i,-0.025513+0.043136i,-0.032028+0.054258i,-0.024575+0.054917i,-0.009339+0.034656i,-0.0081991+0.021416i,-0.010308+0.026833i,-0.0053433+0.02583i
-0.066092-0.26263i,-0.2158-0.50887i,-0.3733-0.49578i,-0.3089-0.10099i,-0.052952+0.23398i,0.023443+0.19289i,-0.17115+0.025133i,-0.26823-0.018581i,-0.15962-0.010302i,-0.061991-0.027516i,-0.047447-0.028462i,-0.056182-0.01752i,-0.051786-0.015914i,-0.021052-0.017472i,0.006569-0.03284i,0.002612-0.041916i,-0.0029707-0.022766i,0.011682+0.00091122i,0.027503+0.0022839i,0.028744-0.024617i,0.013075-0.059227i,-0.0041376-0.073991i,-0.011451-0.065507i
0.22403+0.15801i,0.51459+0.25399i,0.68996+0.1437i,0.52802-0.12508i,0.22109-0.2833i,0.051018-0.3243i,0.028589-0.27789i,0.081965-0.15182i,0.11565-0.07504i,0.075504-0.03128i,0.059262+0.032176i,0.084992+0.046554i,0.068668+0.0060591i,0.0097018-0.028563i,-0.045291-0.0081678i,-0.053839+0.051074i,-0.02924+0.075691i,-0.010415+0.054529i,0.0075901+0.03511i,0.036844+0.03015i,0.058953+0.019422i,0.05215+0.0043303i,0.029224-0.0036976i
-0.26591+0.039128i,-0.4735+0.13706i,-0.40626+0.23489i,0.020749+0.16434i,0.39092-0.0041397i,0.42203+0.032025i,0.28631+0.22183i,0.14457+0.29105i,0.053986+0.19974i,0.025724+0.050176i,0.013882-0.064533i,0.0093659-0.10531i,0.025198-0.099916i,0.043722-0.082445i,0.051489-0.070137i,0.040955-0.071452i,0.012173-0.075168i,-0.021332-0.062666i,-0.04363-0.024308i,-0.039113+0.023803i,-0.014443+0.048712i,0.0064113+0.04284i,0.015483+0.026354i
0.15664-0.189i,0.20798-0.3751i,0.043515-0.39229i,-0.28541-0.12208i,-0.47717+0.15093i,-0.46924+0.1498i,-0.38761-0.017894i,-0.29238-0.10187i,-0.1936-0.029357i,-0.070454+0.053691i,0.011892+0.037702i,-7.5267e-05-0.0020284i,-0.034103+0.016227i,-0.033365+0.05787i,-0.020583+0.0541i,-0.022633+0.014872i,-0.020424-0.0041791i,0.0018061-0.0057938i,0.018935-0.019653i,0.0074908-0.037335i,-0.02088-0.042241i,-0.043848-0.037617i,-0.05555-0.030923i
0.022504+0.20463i,0.092133+0.36404i,0.17545+0.30463i,0.14301-0.011383i,0.014585-0.26843i,0.012575-0.31875i,0.10221-0.30375i,0.10232-0.30341i,0.032847-0.29648i,-0.03046-0.21259i,-0.042948-0.061476i,-0.0095319+0.049328i,0.013432+0.056916i,-0.0051749+0.010594i,-0.032699-0.0039131i,-0.02263+0.015425i,0.001173+0.0087701i,-6.4608e-05-0.024946i,-0.021245-0.043888i,-0.035724-0.033748i,-0.025088-0.011229i,0.00014991+0.0024378i,0.016064+0.0061445i
-0.13611-0.11333i,-0.256-0.16307i,-0.26138-0.070592i,-0.065201+0.19348i,0.1656+0.47799i,0.26464+0.61703i,0.29359+0.54548i,0.28038+0.32452i,0.19681+0.12386i,0.099897+0.023202i,0.033916-0.021339i,0.0052811-0.053401i,-0.0027099-0.062589i,0.012327-0.032634i,0.051967-0.0080007i,0.076623-0.020233i,0.072237-0.03662i,0.061849-0.037593i,0.053948-0.032014i,0.042504-0.023667i,0.026393-0.013777i,0.016772-0.011179i,0.019773-0.017104i
0.08491-0.0027925i,0.14323-0.01666i,0.088322-0.04961i,-0.086343-0.19502i,-0.28229-0.47617i,-0.42474-0.62171i,-0.39901-0.39957i,-0.1894-0.064498i,-0.02418+0.11995i,0.021789+0.17966i,0.029736+0.15137i,0.0060905+0.094914i,-0.02328+0.074059i,-0.049272+0.0592i,-0.085647+0.043307i,-0.10016+0.056909i,-0.069344+0.091279i,-0.0081013+0.10769i,0.044201+0.069728i,0.036643-0.0015042i,-0.015852-0.037004i,-0.041432-0.021209i,-0.028363-0.0036364i
0.020858+0.039921i,0.083648+0.050429i,0.14906+0.0077492i,0.19086-0.0054528i,0.15466+0.090224i,-0.027403+0.21225i,-0.26716+0.18418i,-0.37435+0.039814i,-0.31016-0.10997i,-0.25218-0.1941i,-0.22963-0.16477i,-0.16012-0.10699i,-0.086283-0.088021i,-0.041092-0.077474i,-0.012703-0.06235i,0.0036267-0.045542i,0.010471-0.051215i,-0.0078099-0.068713i,-0.029657-0.039856i,-0.0048332+0.0080178i,0.040325+0.0083163i,0.05058-0.017732i,0.024896-0.019511i
-0.037714-0.0042305i,-0.097205-0.066363i,-0.083288-0.2171i,-0.09428-0.43081i,-0.17324-0.54825i,-0.15341-0.49009i,-0.021534-0.28204i,0.11698-0.032008i,0.18879+0.11499i,0.17322+0.1262i,0.13403+0.05063i,0.088648-0.049547i,0.012556-0.084068i,-0.063944-0.030314i,-0.099734+0.049544i,-0.084019+0.111i,-0.052059+0.16307i,-0.025491+0.19753i,0.0061707+0.15463i,0.011019+0.052485i,-0.02222+0.0015069i,-0.035545+0.010172i,-0.019638-0.0020004i
0.025617-0.078459i,-0.036575-0.014841i,-0.097902+0.23276i,0.022491+0.52398i,0.36326+0.57458i,0.55492+0.42317i,0.40086+0.32095i,0.13896+0.28042i,-0.038808+0.151i,-0.12663-0.061057i,-0.1444-0.18792i,-0.10213-0.16523i,-0.02296-0.11276i,0.028735-0.12838i,0.017372-0.16227i,-0.028777-0.16943i,-0.080308-0.1816i,-0.1221-0.18737i,-0.11577-0.12611i,-0.044149-0.035634i,0.016703+0.0060982i,0.019594+0.026966i,0.017693+0.050835i
0.08309+0.098136i,0.2421+0.11379i,0.4042-0.085617i,0.33734-0.41979i,-0.09639-0.59811i,-0.60052-0.54237i,-0.71088-0.41034i,-0.45005-0.33093i,-0.17398-0.29373i,-0.0093719-0.20868i,0.085924-0.12616i,0.089784-0.094879i,0.0264-0.039519i,-0.031782+0.051615i,-0.072562+0.11786i,-0.07212+0.13146i,-0.022643+0.094697i,0.029648+0.05195i,0.063032+0.026637i,0.064539-0.0067533i,0.033849-0.046433i,-0.0077679-0.084106i,-0.049954-0.11371i
-0.19642-0.11753i,-0.29885-0.11486i,-0.3015-0.043788i,-0.16902+0.025435i,-0.082004+0.067742i,-0.045466+0.25093i,0.050939+0.44466i,0.12072+0.38533i,0.09751+0.1565i,0.091248-0.042486i,0.092597-0.15218i,0.030784-0.15164i,-0.0050639-0.10985i,0.015849-0.13115i,0.025444-0.17601i,0.026999-0.1833i,0.005851-0.17502i,-0.080634-0.14086i,-0.14724-0.04571i,-0.091996+0.038836i,-0.001556+0.029168i,0.010865-0.023478i,-0.00028916-0.036038i
-0.20992+7.439i,2.5838+6.9791i,5.543+6.6726i,6.4683+3.9563i,5.8378+0.41042i,3.4846-2.2791i,0.55667-2.0396i,-0.60012-0.043947i,0.13205+1.2366i,1.112+0.89448i,0.96607-0.18978i,0.082367-0.78562i,-0.72618-0.71414i,-1.2097-0.19744i,-1.0975+0.36163i,-0.5971+0.5566i,-0.15312+0.3886i,0.0074315+0.035914i,-0.13513-0.21934i,-0.33135-0.21846i,-0.36878-0.17701i,-0.30587-0.20517i,-0.20539-0.22375i
-0.011757+0.0083349i,0.24699-0.059824i,0.62379-0.24997i,0.89083-0.45308i,0.7787-0.5215i,0.40812-0.38721i,0.1087-0.1796i,-0.002292-0.073992i,-0.039097-0.081893i,-0.06066-0.073751i,-0.029623-0.048836i,-0.0064819-0.06491i,-0.029347-0.070813i,-0.038882-0.049694i,-0.025068-0.038036i,-0.016141-0.03789i,-0.031368-0.054959i,-0.084031-0.084788i,-0.12978-0.081382i,-0.10275-0.032142i,-0.037024+0.014212i,-0.010081+0.026962i,-0.020744+0.030897i
-0.13108-0.027006i,-0.31332+0.013159i,-0.5291+0.10292i,-0.61553+0.18544i,-0.51328+0.3228i,-0.26569+0.53155i,-0.014896+0.5245i,0.015439+0.25137i,-0.094479+0.062146i,-0.073363+0.019366i,-0.0032203-0.0052694i,-0.0057088+0.0092146i,-0.0042621+0.04826i,0.034165+0.056186i,0.064456+0.022452i,0.063251-0.03898i,0.032225-0.093083i,-0.030088-0.099802i,-0.0816-0.050746i,-0.070994-0.0010161i,-0.038036+0.0056551i,-0.038755-0.0009705i,-0.049827+0.007925i
0.02313+0.034287i,-0.009196+0.024535i,-0.1021+0.12757i,-0.10574+0.29012i,0.095623+0.243i,0.30726-0.037178i,0.33209-0.19906i,0.24972-0.15505i,0.14062-0.085298i,0.036377-0.028873i,-0.019499+0.015974i,-0.042659+0.039835i,-0.053835+0.037395i,-0.08019+0.019613i,-0.11099+0.02409i,-0.12182+0.031245i,-0.12428+0.03385i,-0.11025+0.058767i,-0.068992+0.07352i,-0.032993+0.052751i,-0.018719+0.035003i,-0.013128+0.027725i,-0.013723+0.020011i
0.11238+0.12359i,0.37464+0.29203i,0.79918+0.38773i,0.97824+0.30339i,0.6815+0.27195i,0.34557+0.39223i,0.26998+0.36514i,0.19494+0.19563i,0.069619+0.13311i,0.018828+0.13016i,-0.0016533+0.095594i,-0.027811+0.055639i,-0.046701+0.045148i,-0.027961+0.075295i,0.033189+0.11498i,0.090782+0.12451i,0.11385+0.091336i,0.089081+0.029044i,0.028508-0.014886i,-0.0083528-0.0098201i,0.0078898+0.0062845i,0.024687+0.0018833i,0.0078219+0.002538i
