0.001318-0.00041522i,0.00058052-0.0012128i,0.00041689-0.0026561i,-0.00025694-0.0021645i,-0.0025293+7.3377e-05i,-0.0044631+0.0013291i,-0.0041511+0.001852i,-0.0019847+0.0022106i,-0.00020853+0.0016241i,-4.597e-05+0.0010152i,4.6208e-05+0.00086964i,-1.0425e-05+0.00056983i,-0.00059094-0.00034297i,-0.0009559-0.00025765i,-0.00053464+0.00058983i,0.00026962+0.00071208i,0.00010284+0.00038852i,-0.0004299+0.00011236i,-0.00035821+0.00016667i,-0.00056652+0.00026107i,-0.0010313+4.9413e-05i,-8.1393e-05+5.6833e-05i,0.00022233-0.00026474i
-0.00043803-0.00093174i,-0.00052926+0.00024047i,-0.00015652+0.00026716i,0.00013455-0.00048664i,-0.00019395+0.00047846i,-0.00024941+0.0013722i,0.00018549+0.00089519i,0.00019932+8.731e-05i,0.000156-0.00026887i,0.00033299+5.0937e-05i,0.0009504+0.00028952i,0.00065934+0.00056233i,-5.1388e-06+0.00014613i,-0.00029876-0.00012308i,-0.00023912+3.2225e-05i,-8.9564e-05-0.00068486i,0.00014261-0.00089683i,0.0005727-0.00018853i,0.00034031-0.0001856i,0.00071574-0.00059375i,0.00074555-0.00027886i,0.00039524-0.00029627i,0.00070669-0.00036333i
-0.00011281-0.00081704i,-0.00029176-0.00021272i,-0.00035561+0.00049574i,-8.4753e-05+0.00028535i,0.00040341+0.00017362i,-0.00017858+5.7874e-05i,-0.00053302-6.0348e-05i,0.0001442+7.0513e-06i,-0.00015811-3.7694e-05i,-0.00023164-0.00038458i,0.00085116+2.0545e-05i,0.00054206+0.0009318i,-0.00050288+0.00092497i,-0.00016883+0.00053829i,-9.5151e-05+2.6983e-06i,-0.00014901-0.00018317i,0.00045057+0.00011452i,-0.00015842+0.00062137i,-0.0011638+0.00056295i,-0.00042071-0.00027563i,0.00022182-0.00028437i,-0.00035589-0.00025969i,-0.0009415-3.7554e-05i
-0.0013275-0.00037624i,-0.00021963+0.00050666i,-5.8215e-05+0.0010973i,-0.00057527+0.0013963i,-0.0006851+0.002217i,-0.00042597+0.0028863i,4.0057e-06+0.0018742i,0.00042445+0.00088316i,0.00022505+0.0010903i,-0.00057829+0.0011523i,-0.00090381-0.00019602i,0.00013057-0.00072076i,0.00034416-0.00017368i,-0.00028505-3.4654e-05i,-6.1564e-05-0.00033255i,0.00015061-0.00081187i,-0.00037971-0.00047929i,-0.0004328-0.00034535i,6.6196e-05-0.00012843i,0.00027866+0.00013704i,0.00041433+0.00055592i,0.00045928+0.00092357i,0.00010883+0.00016596i
-0.0012869-0.00084323i,-0.00080959+0.0002817i,-0.0011002+0.00033474i,-3.0573e-05+5.0468e-05i,0.00011384+0.00035441i,-0.0010879+0.00077133i,-0.0007774+0.0014564i,-0.00041193+0.0011519i,-8.4446e-05+0.00010727i,0.00021884+7.5486e-05i,0.0002487+0.00085971i,-0.00017352+0.0010997i,-0.00082324-0.0001153i,-0.00071769-0.00032586i,-0.00027722+0.00029416i,-0.00030719+0.0001174i,-0.0010457-5.0295e-05i,-0.00090408+0.00063777i,-0.00082688+0.00047719i,-0.0012033-0.00047158i,-0.00019851-0.00080229i,0.00080792-0.00058248i,0.00074142-0.00068658i
0.00072859+0.0001157i,0.00085647+0.00037585i,0.00019385+0.00042842i,-0.00062319+0.00048109i,-0.0010862+0.00099396i,-0.0027031+0.00056782i,-0.0031459-0.00019055i,-0.0017073+0.00022203i,-0.000537+0.00078896i,-8.6703e-05+0.00069857i,0.00045083+0.00072012i,0.0008183+0.00043148i,0.00050243+0.00022667i,0.00034769+0.00045769i,-8.1913e-05+0.00074497i,-0.00096526+0.00065759i,-0.00093902+0.00018441i,-0.0013848-0.00015749i,-0.001323-0.0006405i,-0.00033888-0.00080086i,3.4304e-06-0.0008404i,0.00028215-0.00048994i,1.8786e-05-0.00014583i
0.00043389+0.0029425i,0.00087142+0.0013283i,0.001815+0.0005155i,0.0028249+0.00025783i,0.0030628+6.4409e-05i,0.00073443-0.00042834i,-0.00072752-0.00026489i,0.00032896+0.00040523i,0.0014536+0.0010539i,0.0017268+0.00090114i,0.0012286+0.00062793i,0.00062367+0.00039054i,0.00023252+0.00045799i,9.5288e-05+0.00083765i,-0.00022684+3.7846e-05i,-0.00035253-0.00080251i,-0.0002923-0.00019789i,-0.00024431+0.00019322i,0.00041834-0.00021946i,0.0012524+0.00036768i,0.00051991+0.0011521i,-0.00055722+0.0012511i,-0.00074899+0.0010377i
-0.00040798-0.0014618i,-0.00021032+0.00032454i,-0.00058182+0.0012006i,-0.00049756+0.0010431i,0.00029953+0.0013047i,-1.1743e-05+0.0012611i,-0.0010829+0.00089598i,-0.001106+0.0005611i,-0.00042086-0.00015799i,0.00059972-0.00077126i,0.0011685-0.00025874i,0.00099835+0.00017014i,0.00088147-0.00033939i,0.0015588-0.0010833i,0.0013404-0.0011963i,5.0958e-05-0.00058148i,6.1726e-05-0.00015618i,0.00019939+0.00044412i,0.00073225+0.0006659i,0.00080629+0.00038951i,-5.3061e-05-0.00017164i,-0.00010987-0.00032757i,5.38e-05+5.3984e-05i
0.0014199-0.00092696i,0.00071623-0.00055766i,-0.00034487-0.0017428i,-0.00096079-0.0025586i,-0.0013349-0.0012192i,-0.001299+0.00075927i,-0.00039844+0.00032352i,7.9245e-05-0.00074686i,-3.506e-05-0.00058579i,4.8944e-05+7.2976e-05i,0.00032176+0.00034119i,4.5837e-05+6.4298e-06i,0.00063543+0.00056536i,0.0010238+0.0005863i,9.112e-05-3.3983e-05i,-0.00012478-0.00086008i,-0.00020705-0.00093823i,-0.00029717-0.00011206i,-0.00066875+0.00034724i,-0.00072411+0.00061839i,6.8099e-05+0.00075312i,0.00026131+0.0010903i,0.00037057+0.00071296i
0.0011371+0.0011749i,0.001368+0.00040309i,0.0019593-0.00082508i,0.00075381-0.0011054i,-0.00064447-0.0001397i,-0.00032485+0.00087146i,-0.0004243+0.00074953i,-0.00043998+0.00048449i,-7.835e-06+0.00057904i,3.3007e-05+0.00059124i,-0.00013416+0.00014039i,-3.6206e-05-2.7388e-05i,0.00065188+0.00013863i,0.00052868+0.00041539i,4.4951e-05+0.0009182i,0.00020284+0.0011867i,-0.00044374+0.00066839i,-0.0003002+5.6006e-05i,0.00035686+0.00029138i,6.1123e-05+0.00052445i,0.00060312+0.00023228i,0.00094405-0.0002979i,0.00058097-0.00033658i
-0.00054341-0.0014076i,-0.00087112-0.002273i,-0.0010377-0.002542i,-0.0020836-0.0019462i,-0.0032646-0.00014611i,-0.0031264+0.00094578i,-0.0017726+0.00034543i,-0.001145-0.00017318i,-0.0010845-0.00018832i,-0.0011577-0.0003262i,-0.00049242-0.0002762i,0.00070187+0.00078694i,0.001355+0.001084i,0.00071129+0.0001287i,0.00019704+0.0002613i,0.00030202+0.00042734i,0.00014095+0.00040007i,-0.00013259+0.00093536i,-7.9429e-06+0.00027202i,0.00044323-0.00085341i,8.6676e-05-0.00075292i,-1.8747e-05+0.00013684i,0.00022792+0.00018559i
-0.00086496-0.0011986i,-0.0012438-0.00055129i,-0.0013261+0.00028869i,-0.0014414+0.0010988i,-0.0016765+0.0028506i,-0.0023498+0.0030881i,-0.0021413+0.002178i,-0.0010047+0.0011988i,-0.00046372+0.00092833i,-0.00028288+0.00068016i,9.3285e-05-0.00021535i,0.00038142-0.00062653i,0.00067978-0.00040312i,0.00055163-0.00014998i,0.00028159-0.00061517i,2.5154e-05-0.00063474i,0.00017144-0.00063595i,0.00033635-0.0011876i,0.00059497-0.00086986i,0.0005575-0.00040794i,0.00017266+0.00031278i,-0.00049157+0.00087268i,-0.00065562+0.00098754i
0.0016205-0.00032375i,0.0014986-0.00088954i,0.0018712-0.00083887i,0.0018019-0.00046206i,0.001288-0.00051823i,6.8728e-05+0.00020292i,-0.0007213+0.00025203i,-0.00036749-0.00013476i,0.00039506+2.7097e-05i,0.0013619+0.000432i,0.0012368+0.00061118i,-0.00018044+0.00044158i,-0.00020466+0.00037773i,0.00059485+0.00054664i,0.00083548+0.00034579i,0.00034776+1.1518e-05i,-7.8657e-05+9.9958e-05i,-5.572e-05+0.00041671i,-0.0005697+0.0001597i,-0.00095+0.00013854i,-0.0011406+0.00015378i,-0.0012323-5.3131e-05i,-0.00040494+0.00045434i
0.0005346-0.0013764i,0.00041981-0.0011816i,-0.00037942+0.00016003i,-0.00030888+3.0509e-05i,-0.00054862+0.00061587i,-0.0013989+0.0014922i,-0.00077715+0.00073649i,0.00049098+0.0004211i,0.00078596+0.00093079i,0.00027938+0.00064841i,-0.00016618+0.00066167i,-5.7161e-05+0.0010425i,0.0008882+0.0010342i,0.0012627+0.0015248i,0.00073688+0.0013661i,0.00040652+0.00043435i,0.00016494-0.00019937i,-0.0001574+0.00046272i,-0.00022672+0.0011163i,-5.2396e-06+0.00042693i,0.00055767-0.00058356i,0.00053235-0.00058159i,-0.00045988+4.8384e-05i
0.00058795+0.0015329i,-0.00050683+0.00052589i,0.00010875+0.00092937i,0.00067502+0.00087376i,0.0013432-0.00045173i,0.00075402-0.00052765i,-0.0013665-0.00013367i,-0.0016033+0.00031604i,-0.00028617+0.001055i,0.0011299+0.0010414i,0.0018444-0.00025268i,0.0010483-0.0011303i,7.6859e-05-0.00038772i,0.00019462+3.2424e-05i,1.7207e-05-0.00018388i,-0.00055141-0.00053268i,-0.001057-0.00069138i,-0.00035684-0.00041159i,0.00055212+0.00035126i,0.00054321+0.00043422i,-7.5293e-05+0.00055587i,-0.00035794+0.00054999i,0.00010339+0.00022233i
0.00091615+0.00020516i,0.0012895-0.00067604i,0.0016767-0.00025471i,0.0017469+0.00017913i,0.00098105+0.00019715i,-0.00082415-0.00014036i,-0.00085441+6.5374e-05i,-0.00029632+0.0006253i,-0.00062103+0.00092562i,-0.0006465+0.00080488i,-0.00082652+0.00033116i,-0.00060943+0.00063429i,-0.00034361+0.00050985i,-0.00028242+0.00018678i,-0.00051786-2.2456e-05i,-0.00053314-0.00030615i,-0.00010536-0.00049762i,0.00041822-0.00023631i,7.0621e-05-0.00010297i,-0.00043463-0.00010267i,-0.00028391+0.0002135i,6.7183e-05+0.00036643i,-3.1613e-05+0.00055557i
-0.0013184+0.0004027i,-0.000512+0.001713i,-7.164e-05+0.0014579i,0.00044124+0.0015021i,0.00076151+0.0013896i,0.00051909-2.0872e-05i,0.0002663-0.00076474i,-0.00011222-0.00071972i,-0.00021374-0.00025415i,0.00024472+0.00022872i,0.00048009+0.00025002i,0.00038278-0.00059663i,0.00022744-0.00073785i,0.00015362-0.00034293i,-7.0617e-05-0.00020444i,-0.00039896-0.00059167i,-0.00070841-0.00050695i,-0.00077278+0.00067339i,-0.00047751-7.34e-06i,-0.00032618-0.0006863i,-0.00018136+0.0003205i,0.00082799+0.00043192i,0.0012733+0.00018567i
-0.00065475+0.00071875i,0.00017787+0.0010849i,5.1529e-05+0.001886i,-0.00047407+0.0024755i,-0.00040433+0.0012157i,-0.00034744-0.00040573i,-0.001033-0.0010944i,-0.00087064-0.00020722i,-0.00027599+0.00058968i,0.00013819+0.0010391i,0.00048037+0.00071232i,0.0011745-0.00023127i,0.0015708+7.2098e-05i,0.00085699-6.3576e-05i,-0.00024547-0.00064109i,-0.00065285-0.00048567i,-0.00073113-0.00049698i,-0.00064351-0.00014693i,-0.00072343+0.0013431i,-0.00097587+0.0017577i,-0.00067317+0.00054758i,-0.00026741+0.00022324i,0.00025476+0.00042995i
1.7538e-05-0.00033528i,0.0006456+0.0001288i,0.0015866+0.00027032i,0.002417-0.00031298i,0.00094878-0.00032505i,-0.0010584+0.00077405i,-0.00040616+0.0012141i,0.00074076+0.00047952i,0.00080696+6.112e-05i,0.00043374+8.5397e-05i,0.0001921-0.00026622i,0.00032177-0.00070632i,0.0012212-0.00036658i,0.0015199+7.7513e-05i,0.0006921+1.8889e-05i,-0.00012393+2.7813e-05i,-0.00094043+0.00026228i,-0.0011332+0.00056444i,-0.00057252+0.00082475i,0.00025924+0.00098702i,0.0003424+0.00052255i,0.00011455-0.00014337i,-0.00015986-7.8254e-05i
0.0002393+5.3235e-05i,0.00032028+0.00019972i,0.00083244+0.00086449i,0.00089204+0.00024047i,0.00046217+3.8929e-05i,-0.00013541+0.00039876i,-0.0011733-2.0529e-05i,-0.0011171+0.00029372i,0.00048186-1.8949e-05i,0.0012303-0.00041887i,0.00069921+0.00034686i,5.274e-05+0.00053907i,-0.00020048+0.0003285i,-4.3769e-05+0.00019154i,8.726e-05-0.0002617i,0.00019287-0.0001084i,0.00012762-0.00016193i,0.00024105-0.00055349i,-8.6321e-05-0.00064367i,-0.00018472-2.9744e-05i,0.00023274+0.00029768i,0.0001029+0.00015582i,-3.1311e-05+0.00023703i
0.00062655+0.00068762i,0.0016894+0.00060007i,0.00081295+0.00032217i,-6.596e-05+0.00011804i,-0.00048184+0.00018324i,-0.00040683+0.00017565i,-0.00049869+0.00019403i,-0.00081864-0.00022719i,7.5841e-05-0.0002479i,0.00061529-0.00013346i,-2.8949e-05-0.00012444i,0.00022134+0.00049165i,0.00054921+0.0008972i,5.542e-05+0.00087706i,-9.1546e-05+0.00078464i,3.4421e-06+0.00018864i,-6.3044e-05-0.00063613i,-0.00019246-0.00070919i,-0.00048006-0.00086972i,0.00018261-0.00050445i,-0.00022931-0.00054635i,-0.0011239-0.00085961i,-0.0015229+0.00022245i
-7.9536e-05+0.00043481i,0.00016578+0.00032364i,0.0011867+0.00030052i,0.0012757+0.00033614i,0.00043922+8.0331e-06i,-4.694e-05+0.00066302i,0.00039005+0.00082815i,0.00058503+0.00022477i,-0.00020873+0.00025817i,-0.00043275+0.00038013i,-5.41e-05+0.00010691i,0.00067943-0.00019692i,0.0010785-8.1038e-05i,0.00067874-0.00045577i,0.00081737-0.00076633i,0.00076962-0.00043466i,0.00020117-0.00044832i,0.00041308-0.00021229i,0.00021992+2.4696e-05i,-0.0010093-0.00044836i,-0.0011786-0.00041154i,-0.00043771+0.00016227i,-2.7652e-05+2.7275e-05i
-0.0017755-0.0007401i,-0.0022789+0.0002126i,-0.0026485+0.001236i,-0.002149+0.001573i,-0.001455+0.001416i,-0.00086541+0.00033726i,-0.00018737-0.0012649i,-0.00063378-0.0010754i,-0.0010599+0.00024053i,-0.0010429+0.00051621i,-0.0010434+0.00011801i,-0.00046575+0.00024385i,6.3589e-05+0.00047049i,7.7456e-05+0.00023775i,0.00023377+0.00021942i,6.8459e-05-4.8472e-05i,-3.434e-05-0.00088999i,0.00061128-0.00096848i,0.00038558-4.6235e-05i,-0.00027156+0.00035828i,-0.00012726-0.00034003i,0.00035277-0.00019335i,-0.00010231+0.00045328i
0.00046861+0.0014628i,0.00039735+0.00060385i,0.00062478+0.00016208i,0.00086265+0.0012644i,0.00040121+0.00093065i,-0.00046651-0.00014832i,-0.0011502-0.00026911i,-0.0012212+7.0891e-05i,-0.00018516+0.00075706i,0.00074416+0.0013118i,0.00056603+0.0017247i,3.8382e-05+0.00078388i,-8.404e-05-0.00023775i,0.00041617-0.0012543i,0.0010725-0.00051262i,0.00087971+0.00030982i,0.00037416-4.7622e-05i,0.00014807-1.5085e-05i,3.7569e-05-0.00019468i,7.2524e-05-0.00035047i,0.00018733-0.00096154i,6.2024e-05-0.00064695i,0.00013157+1.413e-05i
-0.0012785+0.00064315i,2.0224e-05+0.0015052i,0.00078263+0.0015872i,0.0015588+0.0014001i,0.0015783+0.0021969i,0.0014915+0.001673i,0.0010962+0.00043737i,4.8862e-05+0.00028525i,-0.00058626+0.00068186i,5.2836e-05+0.00024014i,0.00071249+0.00020744i,0.00099547+0.00058671i,0.00055652+1.6868e-05i,0.00013381-0.00062956i,-1.2374e-05-0.000944i,-0.00016133-0.00046606i,-0.00017111+0.00022045i,-0.0003245-0.00041778i,4.1185e-05-0.00084956i,0.00022687-0.00023069i,0.00013286-0.00021825i,0.00049389-0.00017653i,0.00060545+0.00043137i
-0.0011461-0.0013405i,-0.00095496+0.0002103i,-0.00099478+0.00039311i,-0.001557+0.00049015i,-0.0018475+0.0012897i,-0.0015561+0.0014243i,-0.00070444+0.00013085i,0.00044305-0.00074787i,0.0006637-0.00016654i,0.00051146+0.0002155i,0.0005061+0.00069789i,0.0010411+0.00080513i,0.00074351+0.00028593i,0.00024642-0.00046349i,0.00043742-0.00034756i,0.00050214-0.00028028i,-2.7944e-05-0.0008055i,-0.00044894-0.0004442i,-0.00035789+6.6479e-05i,7.5737e-05-0.00099187i,0.00076676-0.00093675i,0.00097041-0.0002831i,0.00035683-0.00072337i
-0.00022519-0.00016024i,0.0010179-0.00095075i,0.0019399-0.00073508i,0.0017515-0.00052099i,1.7405e-05-0.0001907i,-0.0015369+0.00022234i,-0.0015054-1.0586e-05i,-0.0006198-0.00019703i,0.00096657+7.9254e-05i,0.0013839+0.0005393i,0.00035816+0.00076589i,3.1804e-05+0.0007053i,0.00029314+0.00064292i,0.00046754+0.00039789i,-4.0187e-05+0.00034313i,-0.00037147+0.00028972i,-0.00031969-5.6731e-05i,-0.00039082-0.0003279i,-4.8652e-06+0.00017775i,6.9366e-05-0.00010022i,-0.0003195-0.00063276i,-0.00022255-0.00025432i,0.00050007-0.00058626i
0.00097727+0.0016661i,0.00020883+0.00065896i,-0.00049834-0.00020368i,-0.00093928+0.00017461i,-0.0011141-1.3573e-05i,-0.00066645-0.00074022i,-0.00057166-0.00045253i,-0.00011525+0.00020528i,0.00085316+0.00078286i,0.00071673+0.00066754i,0.00017737+0.00074767i,0.00085491+0.0012711i,0.0010282+0.0011815i,0.00038465+6.729e-05i,0.00031117-0.00016962i,0.00010351-3.9436e-05i,-4.5414e-05+5.8245e-05i,4.8127e-05+2.032e-05i,-0.00045875-0.00034409i,-0.00087529-0.00043163i,-0.00040465-0.00031299i,0.00020188+3.9205e-05i,0.00016225+0.00034471i
0.00097302+0.0009936i,0.00049183+0.00078216i,0.0011514+0.00045815i,0.0011494+0.00047764i,-0.00040973+0.000169i,-0.0018161+0.00066486i,-0.00096472+0.0010118i,0.00021974+0.00013583i,-0.00042758+0.00015302i,-0.00060946+0.00031203i,0.00011617-0.00075128i,0.00043387-0.00053357i,0.00082363+0.00045519i,0.00058533+0.0003806i,-5.5306e-05-3.0709e-05i,5.9961e-05-0.0003846i,4.364e-05-0.00038553i,-0.00027356-0.00083984i,-0.0005631-0.0011458i,-0.00049338-0.00089591i,-0.00036659+1.591e-05i,-0.0010786+0.00039311i,-0.00086774-0.0002867i
0.0014128-0.0013479i,0.0014836-0.0018529i,0.0013268-0.0020716i,-0.00087004-0.0012181i,-0.0027467+0.00033188i,-0.0021661+0.0012775i,-0.00094357+0.0010913i,-0.00024926+0.00076852i,9.9346e-05+0.00098491i,0.00039858+0.00054191i,9.3502e-05+0.00025618i,-0.00035606-0.00047111i,0.00037213-0.00026106i,0.00087605+0.00082486i,0.00069855+0.00071491i,0.0012124+0.00034383i,0.00060114+0.00065781i,-0.00070016+0.00033864i,-0.00088503+0.00059842i,-0.00046325+0.00057966i,-5.631e-05+1.7242e-05i,0.00028415-0.00039853i,0.00034495-0.00075774i
-0.0013231-0.00068638i,-0.0016149+0.00014663i,-0.0019054+0.00011994i,-0.0008765-0.0002493i,-4.3352e-06+0.00097804i,-0.00033376+0.0022227i,-0.00071792+0.0017009i,-0.00092282+0.0011612i,6.2735e-05+0.00070658i,0.0010649+9.6402e-05i,0.0009059-1.6589e-05i,0.00049013-0.00020466i,0.00026398-5.3011e-05i,4.926e-05+8.5439e-05i,0.000464-0.00053192i,0.0010498-0.00023602i,0.00073753+0.00050871i,0.00037779+0.00011396i,-0.00013905-0.00059317i,-0.00053191+8.559e-05i,-3.6125e-05+0.00075902i,0.00024276+0.00083738i,-0.00083885+0.00064402i
-0.0012207-0.00051215i,-0.0019075-3.2192e-05i,-0.0023299-0.00011268i,-0.00259+0.00076912i,-0.0023822+0.0022732i,-0.00099217+0.0019049i,9.6636e-06+0.00070185i,0.00015925+0.0003492i,5.016e-05-0.00014956i,0.00012787-0.00037796i,0.00017575-3.4764e-05i,0.0010551+0.00043857i,0.0014439+0.00068193i,0.00070841+5.5725e-05i,8.187e-06-0.00068287i,-0.00051562-0.00082301i,-0.00098723-0.00038688i,-0.00075765-0.00012036i,-0.00055849+0.00035465i,-0.0002584+0.00034936i,0.00025995+0.00043217i,0.00078357+0.0012645i,0.0010543+0.0010043i
0.00094465+0.00045349i,0.00054684-0.00018327i,0.00075477+0.00022485i,0.0011123+0.00058452i,0.0007514+0.00067879i,-0.0010812+0.0011761i,-0.0020187+0.0009959i,-0.00055022+6.0027e-05i,0.00032183-0.00026591i,-4.2694e-05+2.8045e-05i,-0.00013916+0.0003442i,0.00019343-0.0003139i,0.00068253-0.0003141i,0.00054129+0.00036227i,0.00019236+6.6658e-05i,-8.0649e-05-0.00024132i,-0.000446+8.3313e-05i,-0.00081241+6.2045e-05i,0.00023174-0.00030656i,0.0006875-0.00060776i,-0.00019203-0.0009807i,-0.00018958-0.00045555i,7.1098e-05-5.093e-05i
-7.1057e-05-0.00071346i,-0.00099122-0.00070817i,-0.0012736-0.00066084i,-0.00080757-0.00052926i,-0.00057165-8.3624e-05i,-0.0010567+0.0007037i,-0.00068295+0.0007405i,-0.00045108-0.00061113i,-0.00050556-0.00055628i,6.434e-05+3.2216e-05i,0.00025652-0.00064568i,0.00070397-0.00072452i,0.00091206+0.0001401i,0.0011001+0.00044171i,0.00034452-5.462e-05i,-0.00053402+0.00012924i,-0.00028519+0.00052126i,0.00017785-0.00033017i,0.00055607-0.00076385i,0.00012903-0.00054967i,-0.00033597-0.00049169i,-0.00010369-0.00041971i,1.0122e-05-0.00042015i
0.0012588-2.8329e-05i,0.0016883-0.00052937i,0.0019618-0.00065942i,0.0015175-0.00073337i,0.0007315-0.00051221i,-1.6596e-05-0.00014559i,-0.00031809+7.1028e-05i,-5.6818e-05-0.00017836i,0.00030609+9.2442e-06i,0.00017025+0.00071678i,0.00016807-9.4014e-06i,3.5988e-05-0.00029915i,0.00031057+0.00053308i,0.00069204+0.00069183i,7.0965e-05+0.00044038i,-0.00059573+0.00013092i,-0.000826-0.00088982i,-0.00058837-0.0011521i,-0.00075718+0.00015853i,-0.00061526+0.00085108i,-4.0997e-05+0.00077853i,0.00051651+0.00055114i,0.00099612-2.4574e-05i
-0.001148+0.00031044i,-0.0011711+0.00088808i,-0.0012864+0.0015992i,-0.0012151+0.00097498i,-0.00067384+0.0004051i,-0.0004089+0.00074355i,-0.00077601+0.0013387i,-0.0011347+9.6437e-05i,-0.0012131-0.0012792i,-8.5404e-05-0.00073867i,0.00078515+0.0010075i,0.00058092+0.0013279i,-0.00014011+0.00018987i,-0.00029946-0.00011017i,0.00035853+3.9684e-05i,0.00048858-0.00041856i,0.00020896-0.00078334i,0.00014921-0.00028409i,-0.00018037-7.4038e-05i,-0.00089986+0.00017093i,-0.00083408+0.00073303i,-6.2922e-05+0.0008931i,0.00043258+0.00060668i
-0.00018855-0.00066782i,-0.00019286-7.8811e-06i,-0.00076956-0.00030849i,-0.0013759+0.00042426i,-0.0017711+0.0011653i,-0.001247+0.00057481i,-0.00043508+0.00037954i,-0.0010504+0.00042115i,-0.0013211-0.0002852i,-0.00062751-0.00053326i,0.00031631-6.968e-05i,0.001182+0.00048925i,0.0011804+0.00034742i,0.0013518-4.1251e-05i,0.0007665-7.7498e-05i,-0.00015592-0.00034998i,8.6259e-05+0.00012979i,3.1626e-05+0.00035915i,-0.00052734-0.00029107i,-0.00050359+0.00048292i,-0.00025447+0.0012037i,-0.00028425+0.00071035i,0.00013607+6.072e-05i
-0.00012967-0.0022161i,-0.00051246-0.0015519i,6.3808e-05-0.00081786i,-0.00050912-0.00039012i,-0.0015889-9.6101e-05i,-0.0014379+0.00019759i,-0.00072901+0.00049112i,-0.00064754-0.00011672i,-0.00083525-0.00064899i,-0.0011147-0.00025746i,-0.0011552+0.00043023i,-0.00059765+0.00055512i,0.00021917-0.00027959i,0.00081193-0.00030503i,0.00037872+1.7724e-05i,0.00029979-5.146e-05i,0.00035131-0.00064885i,0.00036117-0.00086526i,-3.7349e-05-6.6602e-05i,-0.00017315-8.315e-05i,0.00044583-7.6218e-05i,0.00064881+0.00025886i,-0.00022809-4.2484e-06i
-0.00078037+0.00079675i,-7.3047e-05+0.0015341i,0.00031391+0.0031992i,-0.00056422+0.0036772i,-0.00057166+0.0023364i,0.00052274+0.0011163i,8.7629e-05+0.00015601i,-0.00038857+0.00063931i,-0.00028209+0.0011538i,0.00062116+0.00037577i,0.00090725+0.00036703i,0.00071917+0.00017036i,0.0012485-0.00046995i,0.00070183-0.0005056i,0.00023756-0.00076799i,3.9289e-05-0.00095907i,-0.00037328-0.0011365i,-0.00016473-0.0014556i,0.00015391-0.0014507i,2.9244e-05-0.00032832i,-0.0005247+0.00070565i,-0.00076287+0.00071416i,-0.00054453+6.9187e-05i
0.00076447-0.00014065i,0.0013036+0.00025889i,0.0015067-0.00017315i,0.0013883-0.00050725i,0.00053709-0.00042198i,-0.00015325-0.00011011i,0.00014458+0.0002054i,-0.00021633+0.00012792i,-0.00057084-0.00038384i,-0.00059193-0.00041824i,-0.00017012+0.00029342i,0.00064247+0.0010576i,0.00085553+0.000792i,7.9238e-05-0.00014869i,-0.00018711-0.00010464i,-0.00037642-0.00036646i,-0.0010365-0.00036635i,-0.0010194-0.00037938i,-0.00088367-0.00026757i,-0.00087843+0.00026509i,-6.0779e-05-0.0002513i,0.00067205-0.00016148i,0.00014938+0.0005675i
-0.00020093-0.00048094i,-0.00058385-0.0003739i,-0.0014442+0.00018515i,-0.0018523+0.00052208i,-0.0013596+0.0004742i,-0.00076067+0.00078322i,-0.00076803+0.00070362i,-0.0010062+0.00028037i,-0.00094376+5.2375e-05i,-0.00071835+0.00020656i,-0.00034183+8.5799e-05i,0.00028423+5.3613e-05i,0.0004263+0.0003816i,0.00031661+0.00012947i,0.00030147-0.00036055i,0.00020073-0.00057043i,-0.00024085-0.000241i,-0.00028327-0.00015123i,0.00039458-0.00040734i,0.00027473+0.00020188i,-0.00060928-0.00026938i,-0.00015134-0.00087167i,0.00091451-0.00035233i
-0.00023826+0.0002044i,-0.00048249-0.00060854i,-0.00018994+0.00019852i,0.00014538+0.00099812i,-2.9899e-06+0.001203i,-0.00071993+0.00081926i,-0.0009366+0.00045859i,-0.0003106+0.00043819i,0.00029029+0.00036017i,0.00041768+0.0010475i,0.00013556+0.001218i,0.00069338+0.00054334i,0.0011414+0.00021455i,0.0006697+0.00030535i,0.0010858+0.0002122i,0.00068204-0.00013436i,-0.00023622-0.00021506i,-0.00019571+0.00010682i,0.00019195+0.00045339i,0.00063787+0.00058477i,0.00031493-1.393e-05i,-0.00018232-0.00037647i,-0.00011607+4.3551e-05i
0.0017165+0.0012808i,0.0026055+3.1651e-05i,0.0034544-0.00091579i,0.0028265-0.0011784i,0.00077875-0.00060726i,-0.00059906+0.00030561i,-0.0010483+0.00064647i,-0.00035248+0.00071274i,0.00040997+0.00045474i,0.0010434+9.8402e-05i,0.001441+0.00039916i,0.00086587+0.00034163i,0.00012681-0.00020066i,9.2307e-05-0.00064352i,0.00046569-3.5341e-05i,0.00031074+0.0006958i,-0.00016994+2.7832e-05i,-0.00027347-0.00031346i,-0.00034607+0.00012805i,-0.00064197+0.00054195i,-0.00085447+0.00010326i,-0.0007229-0.00020302i,-0.00020468+0.00026001i
