0.0010376-0.0020428i,0.0012003-0.0042998i,-0.0005611-0.0053313i,-0.0021821-0.0038997i,-0.0020438-0.0011897i,-0.0013344+0.001035i,6.3455e-05+0.0014025i,0.00068069+7.468e-05i,0.0010099-0.00066365i,0.0009262-0.00089262i,0.00054364-0.00025264i,0.00067607+0.00048053i,0.00074753+0.00060737i,7.0556e-05+0.0012122i,-0.00021861+0.0013115i,-0.00024046+0.00070942i,-5.3083e-05-1.7752e-05i,0.0006139-0.0004555i,-0.00025491-0.00063445i,-0.0012696-0.00067538i,-0.00065957-0.0002222i,-0.00032182+0.000305i,0.00012877+0.00044411i
0.00021738-0.0019466i,-9.2199e-05-0.0017708i,-0.00061551-0.00083272i,7.1734e-05+0.00012758i,0.00034907+0.00032919i,-0.00072649+7.9404e-05i,-0.00043649-0.00023493i,0.00047794-0.00057926i,0.00044347-0.0010027i,0.00057715-0.0017379i,0.00063127-0.00096684i,0.00013664-0.00011823i,0.00021116-0.00050314i,0.00065545-0.001157i,0.00029934-0.00073292i,6.9819e-06+0.00013027i,0.00041134+0.00072422i,-0.00021002+0.00071239i,-0.0011734+0.00049315i,-0.0011764+0.00038227i,-0.00091866+0.00019303i,-0.00028046+0.00041619i,0.00066067-3.1957e-05i
-0.00087542+0.0030611i,-0.00058102+0.0015563i,-0.00065221+0.00045134i,-0.00088175+0.0004926i,-0.0010011+7.1857e-05i,-0.00067265-0.00050335i,0.00014877-0.00082432i,0.00044717-0.0012183i,9.194e-05-0.00099982i,-9.7214e-05-0.00073652i,0.00021114-0.00044273i,0.0015147+1.0724e-05i,0.0018109-3.406e-05i,0.00097068-0.00011604i,0.00093775+0.0002047i,0.0010267+0.00018565i,0.00052899+0.00029558i,0.00012939+0.00018142i,-0.0004448+0.00014522i,-0.00068149-7.9235e-05i,4.8831e-05+0.00011234i,0.00071312+5.4383e-05i,0.00072564+0.00011136i
-0.0014356-0.00054126i,-0.001413-0.001413i,-0.00080377-0.0015885i,0.00019396-0.00035649i,0.00053131+0.00037406i,0.00018751+0.00022044i,0.00032273-0.00034305i,0.00098167-0.00056657i,0.00015331-0.0013388i,-0.00053026-0.0019149i,-0.00012076-0.0011358i,0.00032671-0.00041054i,0.00043197+0.00022894i,5.8856e-05+0.00073326i,0.00016596-0.00011009i,-2.1347e-05-0.00046981i,-0.00026673+0.00023905i,-0.00070698+0.00054329i,-0.0004223+0.00020585i,0.00035955+0.00046418i,0.00034119+0.00026845i,-4.2219e-06-0.00046433i,-0.00015383-0.00017274i
0.0016509+0.00087765i,0.00094292+0.00043471i,-0.0005445+0.00019053i,-0.00049391+4.033e-05i,-7.7683e-05-0.00092321i,0.00029031-0.0011349i,0.00079422-0.00092228i,0.00073831-0.00075722i,0.00020562-0.001109i,-0.00056853-0.0014941i,-0.0010009-0.0011048i,-0.00014437+3.9028e-05i,0.00022387+0.00061816i,-0.00036017+9.9883e-05i,-0.00067281+0.00023086i,-0.00037241+0.00051069i,0.00028571-0.00021225i,0.00049305+3.8121e-05i,-0.00048682+0.00097187i,-0.00074219+0.00065357i,-0.00025423+0.00016884i,-0.00082009+0.00073822i,-0.00058519+0.00090797i
-0.0020117+0.0017223i,-0.0017118+0.0007663i,-0.00038756-0.00072384i,0.00035916-0.00046065i,0.00040527+2.2847e-05i,-0.00017437-0.00022648i,6.2436e-05-0.00043258i,0.0004985+5.5559e-07i,0.00025596+0.00024088i,0.00022976-0.00049394i,0.00058055-0.00068827i,0.00051655+0.00024123i,0.0004135+0.00023991i,-0.00014766-5.7442e-05i,4.3476e-05-7.9965e-05i,0.00070162-6.3441e-05i,0.00028156+0.00068634i,-0.00037897+0.00063235i,-0.0001184+0.00029479i,0.00072162+0.0011442i,0.00076647+0.00053806i,0.00053714-0.00018573i,-0.0002023+0.00050556i
0.00016025-0.00050128i,0.00040755-0.00055443i,0.00011905-0.00061869i,-0.00041235-0.00034167i,-0.00091202-0.0001514i,-0.00049861-0.00039231i,-0.00013578+0.0001624i,-0.00037516+0.0005503i,0.00018252+0.00049076i,0.00049548+0.00022273i,0.00026466-4.5188e-05i,0.00068889-0.00025447i,0.001008-0.00018519i,0.00089988+5.5875e-05i,0.00019306+1.7591e-05i,-0.00023877-0.00029084i,-0.00028484-0.00024421i,-0.00042163-0.0012177i,-0.0008971-0.0017151i,-0.00091582-0.00075368i,-0.00040329-0.00047874i,-0.00046917-0.00031296i,-0.001108+0.00015442i
-0.0023669+0.0017124i,-0.0029067+0.0011268i,-0.002438+0.00071774i,3.0349e-05+0.00078416i,0.0013981+0.00099477i,0.00020714-0.00019598i,-0.00048015-0.0013722i,0.00030089-0.0010695i,0.00072504-0.0005203i,0.00053071-0.00033608i,0.00049355-0.00053045i,0.00056658-0.00070951i,0.0005762-0.0002483i,0.00064024+0.0003244i,0.0006145+0.00015825i,-4.9338e-05-0.00035838i,-0.00028447-0.00026904i,-0.00047529-0.00061935i,-0.00078007-0.0011414i,-0.00031321-0.00079882i,-0.00011897-0.0008281i,-9.3712e-05-0.00082024i,0.00032059-0.00036718i
0.00039151-0.0021978i,6.9581e-06-0.0022866i,-0.00094473-0.0018945i,-0.0014937-0.0012395i,-0.0013664-0.00058281i,-0.00025647-0.00040709i,0.00053469-0.00030762i,0.00054298-0.00018133i,0.00013651+0.00014164i,-0.00064146+0.00028135i,-0.00069429+0.00016286i,4.8596e-05-2.8457e-05i,0.0011945+0.00034935i,0.00094517+0.0011759i,0.00026435+0.00098178i,0.00053023+0.00017108i,0.000326-0.00039357i,0.00022373-0.00020518i,-5.9408e-06-0.00028066i,-0.00039059-0.00062182i,-0.00021486-0.00059747i,-6.3473e-05-0.00040867i,-6.9901e-05-0.00069104i
-6.0998e-05+0.00054723i,-0.00040031-0.00021957i,-0.0013688-0.0010398i,-0.0016961-8.0349e-05i,-0.0010866+0.0014246i,-0.00012518+0.0020218i,-0.0002528+0.00035892i,-0.00022585-0.00067347i,0.00020891-7.4792e-05i,-0.00015273+8.2314e-05i,2.5944e-05+0.00029596i,0.00038836+0.00020845i,-9.3696e-05+0.00060582i,0.00073904+0.0015017i,0.00051503+0.0015452i,-0.00024589+0.00080423i,-0.00032535+2.4981e-05i,-0.00088077+0.00016355i,-0.00034073+9.321e-05i,0.00045205-0.00078495i,0.00010587-0.00061816i,6.6609e-05+0.00040908i,0.00018367+0.000828i
-0.00066034-0.0026455i,-0.00098072-0.00096988i,-6.7618e-05-0.00021457i,0.00020153+0.00015862i,0.00012504+0.0001721i,4.0833e-05+0.00022889i,-0.00054643+0.00070031i,-0.00054049+0.00042079i,-0.00034773+0.00034848i,-0.00065254+3.1693e-05i,-0.00066101-0.00054796i,0.00040299-0.00046704i,0.0011914+0.00029497i,0.0013949+0.0004548i,0.00085377+0.0010017i,-0.00044836+0.001262i,-0.00064536+0.00048928i,-0.0005611+0.000226i,-0.00095295-1.1151e-05i,-0.00097107-7.4976e-05i,-0.00052796-4.5043e-05i,-0.00029061-0.00042208i,-0.0006918-0.00036997i
0.0011474+3.1223e-05i,0.00081939-0.00056563i,0.00024569-0.0006415i,-0.000732-0.00083765i,-0.0006987-0.0010179i,-0.00046603-8.0636e-05i,-0.00032137+0.00069776i,0.00010948+0.00039293i,0.00064538-1.4866e-05i,0.00025862-0.00015059i,4.0712e-05-0.00035985i,-0.00032637-0.00017082i,-0.00039184+0.00061864i,-8.6178e-05+0.00046216i,0.00011827-0.00012141i,0.00011446+0.00034971i,0.0002757+0.00028931i,0.00050417-0.00039521i,0.00053522-0.00011029i,0.00025432+0.0002865i,-0.00013359-8.9516e-05i,-0.00066358-7.15e-05i,-0.00044783-0.00037326i
-0.0018942-8.9829e-07i,-0.0017385-7.4055e-05i,-0.0018786-0.00042527i,-0.0010388-0.00042282i,0.00033471+0.0004744i,0.00047255+0.00089168i,0.0010079+0.00058084i,0.0012075+5.8558e-05i,0.00041842-6.4772e-05i,4.3158e-05+7.6503e-05i,0.00056276+0.0002437i,0.00055877+0.00025954i,-0.00047581-5.7806e-05i,-0.00079908+0.00067151i,-0.00063175+0.0010872i,-0.00031377+0.00055767i,-0.00071705-0.00017976i,-0.0012575-0.00036091i,-0.00089415-0.00044143i,-0.00028982+3.3057e-05i,-0.00038916-3.7564e-05i,-0.00050746-0.00070506i,-0.000379-0.00040406i
-0.00013153+0.00046711i,0.00050647+4.1178e-06i,0.00039273-0.00086663i,6.489e-05-0.00055001i,-0.00048117+0.00043823i,-0.00075231-0.00011416i,-0.00079956-0.00042458i,-0.00071734-2.0934e-05i,-0.00026413+0.00047737i,0.00012982+0.00015361i,0.00015202+0.00018787i,3.066e-06-0.00015149i,-0.00019125-0.0004785i,-0.00081351-0.00043941i,-0.00051944-0.0012235i,0.00045709-0.0016644i,0.0011648-0.00039846i,0.00028581+0.00019434i,-0.00057002-4.9115e-06i,-0.00065755+8.1271e-05i,-0.00022059+0.00042787i,-0.00013293+0.00045431i,-0.00011943-0.00082373i
-0.00016669-0.00118i,-0.0016643-0.0010924i,-0.0024477-0.00077703i,-0.0022979+0.00051828i,-0.0006621+0.00063497i,0.00025084-0.00050604i,0.00011822-0.00093723i,0.00035556-0.00059145i,0.00076699-0.00056977i,0.0003403-0.00031928i,-0.00028853+0.00043386i,7.1868e-05+0.00037766i,0.0010113+0.00017786i,0.0010751+0.00033975i,0.00045586+0.00021848i,-3.6817e-05+0.00048226i,-0.00031215+0.00056306i,-9.1364e-05+8.1257e-05i,0.00029795-0.00013814i,0.00055403+0.00038241i,0.00085676+0.0002003i,0.00037821-0.00036901i,-0.00044867-0.0004759i
-0.000983+0.0019442i,-0.00041451+0.001501i,0.00010527+0.0010042i,-1.0058e-05+0.00093684i,8.1471e-05+0.0012971i,-0.00032484+0.0010774i,-0.00023654+0.0004234i,-0.00056775+5.7691e-05i,-0.00067647-0.00023176i,0.0004516-0.00053002i,0.0006255-0.00028325i,0.0012023-0.00026204i,0.0018855-0.0009599i,0.0015074-0.0016363i,0.00081743-0.0011768i,0.00021735+8.8952e-05i,-0.00017041+0.00072579i,-0.00032323+0.00021202i,-0.00015429-0.00052585i,0.00041481-0.00039291i,0.00029268+0.00051399i,0.00058832+0.00023652i,0.00087877-0.0009102i
-0.001259+0.0013684i,-0.0016124+0.0010918i,-0.0017532+0.00079626i,-0.0012876+0.00049349i,8.643e-05-0.0001946i,6.4141e-05-0.00097315i,-0.00023471-0.00022613i,0.00022074+0.00010243i,0.00017822-0.00037158i,-0.00013159-1.4295e-05i,8.1932e-05+0.00013816i,0.00098241-7.9025e-06i,0.0012829-0.00025801i,0.00040801-0.0010475i,-0.00037202-0.0010574i,-0.00072445-0.00030558i,-0.0010904-0.00068721i,-0.0010174-0.00040331i,-0.00056477+0.0004672i,7.4897e-05+0.00074408i,0.00053415+0.00041428i,0.00064701+0.0002306i,5.0238e-05+0.00040529i
-0.0019218-0.0010288i,-0.0033082+9.6661e-05i,-0.0031231-5.7233e-05i,-0.0025846+2.3126e-05i,-0.0014205+0.00030673i,0.00012939+0.00026753i,0.0010555-0.00017717i,0.00025839-0.00055275i,-0.00046068-0.0009375i,-0.00092433-0.0012907i,-0.00059544-0.00053756i,0.0001715+8.2141e-05i,0.00012181+0.00053324i,0.00022937+0.00097798i,-0.00019562+0.00056461i,-0.00080821+4.0457e-05i,0.00015789-1.6055e-06i,0.00091412+8.9025e-05i,0.00032626+0.00016845i,-0.00089495-8.7351e-05i,-0.0012712+5.5018e-06i,-0.00051312+0.0006945i,0.00024411+0.001159i
-0.0010962-0.00010259i,-0.0020923-0.00084541i,-0.0024909+0.001252i,-0.0016968+0.0018533i,0.0002518+0.00052418i,0.0010914-4.065e-05i,0.00060482-0.00063977i,7.9352e-05-0.001079i,-9.6983e-05-0.00091629i,-3.4285e-05-0.00067133i,0.0006453-0.00025889i,0.0011366+0.00061423i,0.00061709+0.0012537i,0.00042598+0.00053272i,0.00086743+8.1028e-06i,-1.7535e-05+0.00026333i,-0.00020823+0.00061254i,0.0002434+0.00065498i,-0.00011886-2.028e-05i,-0.00054158-0.00069952i,-0.00029721-0.0007993i,-0.00012958-0.0005446i,8.2206e-05+5.448e-05i
-0.0012106+0.0016862i,-0.00063069+0.0016672i,-0.0002217+0.00084484i,0.00029002-0.0001895i,0.00017105-8.077e-05i,-0.00063715+6.2e-05i,-0.0011846-0.0005729i,-0.00050391-0.0008711i,-5.0902e-05-0.00082864i,-0.00019484-0.00095833i,5.2299e-05-0.00080128i,0.00028581-0.00033001i,0.00065414-0.00035884i,0.0011877-0.00025405i,0.0012558-0.00054381i,0.0014642-0.00043265i,0.0011002-0.00021069i,0.00029547+2.9077e-06i,-0.00016926-0.00052771i,0.00027662-0.0012879i,0.00033972-0.0013087i,-0.00016074-0.00079652i,-0.00051761-0.00031459i
-3.8964e-05-0.0018226i,-0.0010676-0.0019869i,-0.0012202-0.0015428i,-0.0010923-0.00031076i,-0.0013447+0.00072882i,-0.00081038+0.00082313i,0.00057427+0.00029486i,0.00078952+0.00012477i,0.00037072-6.0344e-06i,-2.585e-05-0.00022887i,-0.0006934-0.00044282i,-0.00065655-0.00046674i,-0.00021264+0.00037486i,0.00024757+0.0012795i,0.00015964+0.00085557i,-0.00012772-0.00041847i,0.00011081-0.00060746i,0.00052897+0.00054724i,-1.2766e-05+0.00052502i,-0.00010351-0.00055903i,0.00030111-0.00073729i,0.00045348-0.00044826i,0.0003602-0.00064331i
-0.00015185+0.0001202i,0.00026788-0.0002452i,-0.00022581-0.0010792i,-0.00075383-0.0011411i,-0.0013441-0.00015516i,-0.0013814+0.0002128i,-0.0013135+0.00023029i,-0.00084883-5.3364e-05i,-0.00018298-0.00062777i,-8.1011e-05-0.00082957i,-0.0001907-0.00097727i,0.00038285-0.00087207i,0.00056861-0.00015827i,-0.00025323+0.00022436i,-0.00042683+0.00051589i,-0.00014953+0.00034265i,-0.00033307+0.00026261i,-0.00032431-0.00039299i,0.00028831-0.0012131i,0.00042212-0.0010398i,-4.6651e-05-0.00044019i,-0.00040628-0.00028357i,-0.00068193-0.00066567i
-0.003272-0.00029478i,-0.0027978+0.0010258i,-0.001309+0.0012362i,0.00024805+0.0012274i,0.00047671+0.0018421i,0.00053504+0.0011745i,0.0009957-0.00083206i,0.0011456-0.0011577i,0.00092526-0.0004879i,0.00014179+0.00011467i,-4.5995e-05+0.00025009i,0.00054239-1.002e-06i,0.00083326-0.000173i,0.00075978-0.00037813i,0.0005313-0.00085779i,0.0005446-0.00086316i,0.0008761+0.00014665i,0.00033065+0.00056789i,-0.00023615+0.00025019i,-0.00014118+0.00071615i,-0.00081845+0.00097228i,-0.0014334+0.00031372i,-0.00087614+0.0003523i
-0.00066238-0.0016677i,-0.00065482-0.0021692i,-0.00058858-0.0021481i,-0.00142-0.00099806i,-0.0014643+0.0006957i,-0.0013792+0.0014778i,-0.0012767+0.00070019i,-0.00068572-0.00029213i,-0.00052642-0.00026821i,-0.0012801+6.8772e-08i,-0.0019382-0.00018188i,-0.0015994-1.2335e-05i,-0.00084092+0.00091452i,7.7256e-05+0.0011068i,0.00086485+0.00033i,0.00091317+0.00034002i,0.00026557+0.0004917i,0.00031179-9.9186e-05i,0.00024057-5.9304e-05i,-0.00042771-1.283e-05i,-0.00046859-0.00059135i,-0.00015646-0.00075405i,-7.9684e-05-6.0417e-06i
-0.0017149-0.0013023i,-0.0026744-0.00095777i,-0.0017895-0.00025914i,-0.0010265+0.00040832i,-0.00054976+0.00098234i,0.00021646+0.0011889i,0.00061181+0.0003978i,0.00031231-0.00063319i,0.0005319-0.0006075i,0.00051548+8.2954e-05i,0.00012351-0.00036733i,0.00034574-0.00072198i,0.00063057+7.8068e-05i,0.00059857+0.00089344i,0.00051936+0.00027493i,0.00064618-0.0010871i,0.0012167-0.00093183i,0.0010935-0.00020781i,8.4154e-05+8.982e-05i,-0.00057644+0.00064888i,-0.0010644+0.0008266i,-0.001245+0.00030273i,-0.00033502-7.8324e-05i
-6.7073e-05-0.00079217i,-0.00021769-0.00018868i,0.00023577+0.00011561i,9.7191e-05+0.00039796i,-0.00040447-0.0002987i,-0.00060301-0.00072318i,-0.00050927+7.6889e-06i,-0.00067126+0.00026201i,-0.00035011-0.00014593i,-0.00052798+0.0002685i,-0.00062446+0.00076411i,5.0022e-05+0.00031148i,0.0002552-0.00017078i,0.00028396+0.00011447i,-0.00023548-0.0001938i,-4.8405e-05-0.00067347i,0.0003097-0.00034058i,-0.0005356-0.00034126i,-0.0004406-0.00068612i,0.00011878-0.00050543i,0.00013079+0.00012458i,0.00049757+0.00074499i,0.00029719+0.000961i
-0.00096197+0.0006413i,-0.0016478+0.0010479i,-0.00076922+0.0010276i,-0.00034308+0.00026618i,-0.0003597-0.0005871i,-0.00018394-0.00073195i,0.00032364-0.00040917i,0.00035008+0.00019525i,0.00022202+0.00095252i,-0.00017938+0.00082023i,0.00022241+0.00041316i,0.00043719+0.0001495i,8.8435e-05+4.6691e-05i,0.0002707+0.00068049i,-0.00028623+0.00059049i,-0.0007557-0.00025398i,1.7913e-05+0.00020825i,-0.00013244+0.00077686i,-0.00047488+0.00093579i,-0.0009742+0.0010813i,-0.00057219+0.00064963i,0.00023017-0.0003513i,-8.1972e-05-0.00053829i
-0.0025482-0.0021297i,-0.0039394-0.001635i,-0.0040381-6.8264e-05i,-0.0021752+0.00082001i,-0.00040666+0.00030523i,-0.00051956-0.00014717i,-0.0005508-0.0002188i,6.7518e-05-2.9543e-05i,-0.00014182-0.00020488i,1.3407e-05+1.0991e-05i,0.00029553+0.00055262i,-0.00017955+0.00027567i,-0.00061235+0.00015299i,0.00042507+0.0008576i,0.0012151+0.0011568i,0.00053083+0.0004057i,-0.00036142-4.8226e-05i,-0.0002619-0.00046486i,0.00042355-0.00019693i,0.0001638+0.00070076i,1.3384e-05+0.001325i,0.00049317+0.0010513i,0.00027595+0.00048009i
0.00011021+0.001697i,1.2847e-05+0.0021861i,0.00052542+0.001505i,0.00063116+0.00050105i,0.00029929-3.0429e-05i,-7.2653e-05-0.0010962i,-0.00070468-0.0011499i,-0.00093292-0.00029735i,-0.00025446+3.1269e-05i,-4.1896e-05+5.3768e-05i,-0.00048545-0.00039161i,-0.00055832+0.00020371i,-0.0004493-0.00020008i,-0.00067788-0.0012941i,-0.00058354-0.00086101i,-8.1819e-05-0.00020459i,-0.0001487+7.3062e-05i,-0.00019983-0.00015093i,-0.00031393-0.00033416i,-0.00059648+0.0004373i,-0.00067551+0.00078303i,-0.0006528+9.0694e-05i,-0.0006333+0.00012074i
-0.0035416-0.001244i,-0.0039718+0.00062769i,-0.00333+0.0011257i,-0.0017969-0.0006171i,-0.00012964-0.0020786i,0.00079615-0.0018052i,0.00091373-0.0010023i,2.2981e-05-0.00045616i,-0.00057331+0.00012078i,-0.00016643+0.00019337i,0.00039876-0.00010165i,0.00019418-0.00010243i,-1.5181e-05-0.00018647i,0.00045268-0.00035688i,0.0011046-0.00089399i,0.001068-0.00040375i,0.00061394+0.00050978i,0.00035838+0.00022372i,-0.0001235-0.00033447i,-0.00033987-0.00015897i,-0.00024613-0.0002277i,-0.0001057-0.000397i,0.0004886-0.00043699i
0.0016566+0.00019208i,0.0014342+0.00011708i,0.00043121-0.00018272i,-0.0010843+0.00069981i,-0.0013751+0.0011084i,-0.00087217+0.00060817i,-0.00021015+0.00045405i,0.00029883+0.00043993i,0.00041359+0.00044736i,0.00054499+0.00040189i,0.00012905+0.00027426i,-0.00059947-0.0001337i,-0.00038018-0.00016523i,-0.00024005-0.00029754i,9.4814e-05-0.00065225i,0.00073085-0.00041397i,0.00076647+0.0002744i,0.00041379+0.00059201i,-0.00010558-1.4106e-05i,-0.00030805-0.00084077i,-0.00017645-0.001127i,-0.00035728-0.0005424i,4.7952e-05-2.6593e-05i
-0.002034+0.0018371i,-0.0017837+0.0020678i,-0.00095546+0.00065908i,-0.00033495-0.0010155i,-0.00031891-0.00073037i,-0.00015892+0.00046404i,-0.00012739+0.0010419i,-0.00046494+0.0013894i,-0.00020573+0.0010467i,-0.00022702+0.00021286i,-0.00035375-0.00046428i,-0.00051528-0.00053455i,4.3931e-05-0.00061852i,0.00016939-0.0002806i,-0.00086765+0.00085601i,-0.0014116+0.001362i,-0.0010916+0.0004123i,-0.00047194+0.00020892i,-0.00060932+0.00054737i,-0.0004017+0.00018114i,0.00030615-0.00029367i,-0.00028398-0.00013466i,-0.00063874+0.00029946i
-0.00046623-0.0016171i,-0.0010675-0.0021027i,-0.0018669-0.0015041i,-0.0020834-0.00012318i,-0.0016567-3.2819e-05i,-0.00079183-0.00047555i,-0.00052723-0.0002785i,0.00020472-0.00028956i,0.00084649-0.00024396i,0.00011811-0.00017947i,-0.00036194+0.00058278i,-0.00020021+0.0012322i,-0.00014193+0.0010539i,0.00011193+0.00094562i,0.00044565+0.00082225i,0.00026653+0.0004711i,-0.00018161+0.00041268i,-0.00085319+0.00016605i,-0.0010277-0.00046353i,-0.00056451-0.00069413i,-0.0001111-0.00082061i,-9.7548e-05-0.00093593i,-0.00025425-0.00095322i
0.00024316-0.0010732i,-0.00025942+0.00018548i,-0.00084701+0.00022542i,5.4903e-06-0.00044865i,0.00078505-5.7345e-05i,0.00045992+3.3992e-05i,-0.00031268-0.00032954i,-0.00061454-0.00046409i,-0.00068623-0.00059047i,0.00012577-2.5692e-05i,0.00018352+1.3829e-05i,-0.00048833-0.00043995i,-0.00014995-0.00031628i,0.0002011-2.5013e-05i,0.00036923-0.00051778i,7.4954e-05-0.0001854i,-0.0003971+0.00091598i,-0.00050425+0.00045068i,0.00031513-0.00048717i,0.00099467-0.00055484i,0.00091509-0.00049837i,0.00026371+0.00024493i,0.0003859+0.0001534i
-0.0010451+0.00034411i,-0.00099058+0.00012315i,-0.0007055+0.00094544i,-0.00020526+0.0018625i,-3.0869e-05+0.0017426i,0.00015142+0.00065094i,0.00055748+5.6653e-05i,0.0002697-0.00038347i,-0.00011317-0.00044304i,8.2205e-05+6.3798e-05i,0.00015705+1.0496e-05i,-0.00018226-0.00065358i,-0.00063783-0.0008058i,-0.00046747-0.0012449i,0.00020356-0.00144i,-7.4228e-05-0.00088885i,-0.00023874-0.00065708i,0.00065381-0.00010536i,0.00030105-4.1552e-06i,-0.00056199-0.00033814i,-0.00096822-0.00034265i,-0.00048525-9.35e-05i,-0.00030934+0.00019412i
-0.0010359+0.00060178i,-0.0011818+0.0007319i,-0.0004893-0.00014419i,0.00094328-0.0010079i,0.0016231-0.00078944i,0.0005362-0.00054448i,-0.00085291-0.00075616i,-0.0022204-0.00062852i,-0.0013912-0.00050883i,0.00065038-0.00013755i,0.00095003-0.00044235i,0.00037929-0.00082124i,0.00017249-0.00067523i,0.00017632-0.00055186i,0.00010985-0.00047383i,-0.00053906-0.0010849i,-0.00088361-0.0010873i,-0.00015093+0.00027827i,0.00054472+0.00059556i,0.00062941+0.0002233i,0.00013832+0.00052125i,-0.00069675+0.00036515i,-0.00073293-0.0002817i
-0.002743-0.0015879i,-0.0034079-0.00085058i,-0.0030894+0.0013675i,-0.0018902+0.0017086i,-7.1806e-05+0.00089089i,0.0012977-9.7613e-05i,0.0013129-0.0001335i,0.0007515-0.00055441i,0.0011229-0.0010749i,0.0015411-3.0533e-05i,0.00088702+0.00029628i,0.00029358-5.9162e-05i,0.00050345-0.00072327i,0.00069193-0.0010294i,0.0005406-0.00039181i,0.00019926+0.0007487i,1.9238e-05+0.0011777i,-0.00017728+0.00075579i,-0.00024191+0.00014492i,7.7921e-05+0.00039213i,-0.00033785+0.00037899i,-0.00031021+0.00052879i,5.7043e-05+0.00078284i
-0.0020294-0.0010383i,-0.0015807-0.0014558i,-0.0011433-0.00047675i,8.7257e-05-0.00034517i,0.00054672-0.00072697i,0.00027191-0.0012269i,0.00040332-0.001089i,0.00029049-0.00017082i,0.00047821+0.00035256i,0.00084479+0.00066932i,0.00050288+0.00026038i,0.00015947-0.00020047i,-6.0056e-05+0.00015197i,0.00020133-0.00045419i,0.0010067-0.0013023i,0.0009045-0.00057447i,0.00058035+0.00018224i,0.00088931-0.000493i,0.0011487-0.00042434i,0.00099447-3.6827e-05i,0.00074293+0.00031893i,0.00068111+0.00099737i,0.00084774+0.00057538i
-0.0025099+0.0020317i,-0.0026814+0.0034521i,-0.00094674+0.0045336i,0.00099351+0.0036223i,0.0011026+0.0015686i,0.00078292+2.4926e-05i,0.00041565-0.00016454i,-0.00031238+0.00011437i,0.00035506+0.00033976i,0.00046919+0.00019703i,8.1497e-05-0.00056462i,0.00061039-0.00077987i,0.0012461-0.00059275i,0.0014279-0.00073917i,0.0010875-0.001264i,0.00015439-0.00043027i,-0.00026045+0.00083946i,-0.00036755+0.0004908i,-0.00021382+0.00011947i,-0.00051556+0.00014182i,-0.00058172+0.00041664i,-0.00012698+0.00063185i,0.0001455+4.556e-05i
-0.0023637-0.0012267i,-0.0026596-0.0024963i,-0.0026388-0.0029321i,-0.0025822-0.0019862i,-0.0012441-0.0010245i,0.00028709-0.00017371i,0.00029299-4.4377e-05i,-0.0004862-8.2139e-05i,-0.0012157+0.00016349i,-0.00080618+0.00039437i,-0.00022041+0.00016974i,-0.00028016+0.0003633i,-0.00040067-4.9649e-05i,1.276e-05-0.00059484i,0.0009227+1.6885e-05i,0.00052497-0.00012568i,-0.00031887-0.00048686i,-0.00044235+4.0906e-05i,-0.00049466+0.00016643i,-0.00020119-0.00028517i,0.00037059+0.00010688i,0.00050903-7.9995e-06i,-0.00057669-0.00031288i
-0.00042113+0.0021943i,-5.3942e-05+0.0018428i,0.0014789+0.0019246i,0.0016914+0.0018205i,0.00063219+0.0012792i,-0.00054339+0.00083363i,-0.0003551+0.00051361i,-6.5726e-05-1.4923e-05i,5.9746e-05+0.00024343i,0.00078766-6.3514e-05i,0.0011816-0.00056922i,0.0012115-0.00037492i,0.0011444+0.00023856i,0.00082868+3.8147e-05i,0.00019536-0.00080316i,-0.0003724-0.00083173i,-0.00037567-0.00093506i,-0.00011885-0.0011799i,-0.00035989-0.00055785i,-0.00040347-6.5062e-05i,0.00036453-0.00010177i,0.00089195+0.00033023i,0.00027866+0.00044563i
-0.00032365-0.00052163i,-0.0019503-0.0015083i,-0.0019125-0.0032167i,-0.0020379-0.0019136i,-0.0013333+6.1521e-05i,-0.00018839+0.00085182i,-0.00016188+0.001099i,-0.00027322+0.00040089i,-3.6905e-05-0.00063605i,0.00039367-0.00090193i,0.00071498-7.6811e-05i,0.00049551+0.00023346i,4.848e-05+0.00014405i,-0.0007689+0.00092779i,-0.0013028+0.0012185i,-0.00087499+6.4748e-05i,-0.00036107-0.00042004i,0.00012852+0.00054069i,0.00042733+0.00094046i,0.00045748+0.00033336i,0.00014643+3.2268e-05i,-0.00012475+0.00039814i,-0.00059208+0.00013702i
-0.0018957+0.00081711i,-0.00094468+0.0016508i,0.00023371+0.0015445i,-8.7859e-06+0.00092233i,-0.00028052+0.0012424i,7.7947e-05+0.00067385i,0.00020705-6.1885e-05i,0.00042422-0.00022454i,0.00081623-0.00068477i,0.00049284-8.2793e-05i,0.00010827+0.00083538i,3.3302e-05+0.0012463i,-0.00041587+0.00098154i,-0.00037396+0.00012629i,0.0004479-0.00020858i,0.00016119+0.00037121i,-0.00033554+0.00033382i,8.7475e-05-0.00068068i,0.00048432-0.00019134i,0.0006206+0.00056819i,0.00069244+0.0005427i,0.0006242+0.00070818i,-2.1953e-05+0.00024584i
