-0.0053319+0.0014333i,-0.0037188+0.0016154i,-0.0036229+0.0033886i,-0.001893+0.0029083i,-0.00053659+0.0028162i,-0.0012433+0.003001i,-0.0012604+0.0024373i,0.00076432+0.0013523i,0.0015181+0.0010026i,0.0016963+0.0012902i,0.0016905+0.0012399i,0.00050813+0.00034836i,0.0007692-0.0004316i,0.0015188+0.00035862i,0.00079363+0.00086167i,-2.4906e-05+0.0005238i,-0.00055771+0.00055964i,-0.00089712+2.8191e-05i,-0.00067712-0.00017967i,-8.4652e-05+0.00034504i,0.00030325+0.00030226i,0.00093738-0.00024417i,0.00089502-0.00032817i
-0.26317+0.20869i,-0.32017+0.35969i,-0.099682+0.48109i,0.29503+0.55153i,0.55369+0.51319i,0.52409+0.35463i,0.30433+0.18094i,0.13257+0.12409i,0.1004+0.11348i,0.085949+0.045142i,0.029166-0.012376i,-0.019399-0.01631i,-0.036416-0.0025687i,-0.021731+0.0028711i,0.0027736-0.0091163i,0.011959-0.017583i,0.015747-0.0079613i,0.01747+0.0080186i,0.013047+0.023535i,0.010998+0.026245i,0.010756+0.012508i,0.0076548+0.00040116i,0.0077793-0.0011022i
-0.10528-0.4357i,-0.24038-0.6061i,-0.31162-0.48152i,-0.1797-0.29887i,0.05642-0.39274i,0.085537-0.54136i,-0.060081-0.43044i,-0.084669-0.2424i,-0.020182-0.187i,-0.0055785-0.15524i,0.0049298-0.080502i,0.030434-0.039332i,0.033137-0.03994i,0.010542-0.034776i,-0.013174-0.011361i,-0.019507+0.011044i,-0.014169+0.020389i,-0.0053992+0.022238i,0.0019274+0.013912i,0.0010747-0.001625i,-0.0036042-0.0083536i,-0.0058986-0.0077267i,-0.0061687-0.0045801i
0.41812+0.056169i,0.53275-0.094273i,0.24126-0.38335i,-0.26285-0.51873i,-0.51603-0.36433i,-0.3755-0.13878i,-0.092944-0.029911i,0.020026-0.033096i,-0.039163-0.013587i,-0.061069+0.053988i,-0.010373+0.059273i,0.02092+0.026064i,0.024755+0.022399i,0.018837+0.023799i,0.0075498+0.015921i,0.00077989+0.005688i,-0.0042055-0.0060207i,-0.0083228-0.019586i,-0.0047108-0.028472i,0.001092-0.023489i,0.0044205-0.0095293i,0.0084203-0.00010086i,0.006905+0.0016907i
-0.2481+0.33406i,-0.19454+0.49915i,0.058643+0.41343i,0.13757+0.20982i,-0.059177+0.20698i,-0.14301+0.33686i,-0.037918+0.34328i,0.051598+0.27563i,0.088524+0.21278i,0.074892+0.12387i,0.018339+0.069701i,-0.015576+0.069957i,-0.014773+0.062535i,0.0031747+0.033396i,0.024137-0.0010106i,0.026164-0.023479i,0.014362-0.024673i,0.0031588-0.0128i,-0.0088335+0.003267i,-0.016879+0.016714i,-0.016842+0.015951i,-0.013272+0.008264i,-0.0041437+0.0049142i
0.0023219-0.31639i,0.062095-0.26847i,0.21948+0.036346i,0.39875+0.21971i,0.44275+0.098834i,0.27506-0.053185i,0.058835-0.093916i,-0.038414-0.093186i,-0.029438-0.11527i,-0.025601-0.13578i,-0.045813-0.096114i,-0.035532-0.045282i,-0.014674-0.041467i,-0.015419-0.03681i,-0.020821-0.0090648i,-0.022221+0.009827i,-0.019714+0.0178i,-0.0092875+0.022345i,0.00058444+0.014877i,0.0018782-0.00030296i,0.00076504-0.0083012i,0.0027454-0.0098227i,0.0033714-0.010345i
0.26072+0.19362i,0.29206+0.20299i,0.15817+0.082735i,0.075653-0.086923i,0.11416-0.22843i,0.11468-0.27608i,0.060172-0.21446i,0.0067059-0.15969i,-0.055931-0.11121i,-0.060254-0.028754i,-0.0018354-0.0097327i,0.017975-0.034653i,0.0059326-0.013729i,-0.0040401+0.013963i,-0.024006+0.020477i,-0.033165+0.024881i,-0.023587+0.020259i,-0.011098+0.0076075i,0.0044842-0.0023524i,0.015549-0.0086192i,0.01487-0.0059068i,0.013105+0.0055355i,0.012141+0.016031i
-0.41898+0.032555i,-0.62436+0.029146i,-0.55363-0.00034367i,-0.2829-0.02965i,-0.12838-0.060361i,-0.15586-0.041321i,-0.17238+0.078967i,-0.067006+0.18092i,0.043467+0.17197i,0.07829+0.11185i,0.069743+0.060858i,0.036544+0.042399i,0.010464+0.050198i,0.016307+0.043046i,0.036224+0.017696i,0.048576-0.0026142i,0.044618-0.016284i,0.02463-0.021452i,-0.00071686-0.013197i,-0.016027-0.00012152i,-0.016314+0.0059441i,-0.01174+0.0040354i,-0.0093114-0.0064409i
0.16766-0.22695i,0.17448-0.17945i,0.08442+0.12324i,0.05478+0.42718i,0.1532+0.47243i,0.20037+0.32658i,0.15549+0.15134i,0.09286+0.027228i,0.050211-0.034739i,0.021397-0.065997i,-0.014732-0.062465i,-0.028174-0.048126i,-0.021379-0.066265i,-0.027683-0.070033i,-0.023171-0.033249i,0.0028665-0.0024952i,0.025421+0.0085975i,0.039929+0.0094309i,0.037864-6.7199e-05i,0.018288-0.0064348i,0.0054838-0.0031962i,0.004561-0.0020914i,0.0052738-0.0037451i
0.11398+0.34202i,0.18411+0.4698i,0.15496+0.38923i,0.050327+0.17123i,-0.0075169+0.033476i,0.021005+0.037327i,0.053889+0.079189i,0.054601+0.084366i,0.026944+0.065619i,0.0006661+0.079178i,0.028382+0.082452i,0.065896+0.039109i,0.061407+0.011837i,0.033589+0.0021125i,-0.015367-0.012681i,-0.059084-0.0020994i,-0.066886+0.023321i,-0.055371+0.035004i,-0.034055+0.034708i,-0.012258+0.027492i,-0.0046994+0.020801i,-0.0020065+0.025336i,0.0077194+0.041519i
-0.20918-0.3193i,-0.23983-0.56818i,-0.1343-0.76425i,-0.040461-0.73304i,-0.062156-0.5384i,-0.14893-0.41302i,-0.20918-0.30799i,-0.1434-0.1413i,-0.022415-0.044437i,0.02113-0.019467i,0.028124+0.017077i,0.028551+0.040053i,0.00034946+0.051799i,-0.013486+0.059828i,0.0065766+0.040326i,0.022878+0.0033608i,0.020631-0.024324i,0.010783-0.037782i,-0.00051827-0.039582i,-0.0077498-0.033716i,-0.013211-0.022991i,-0.024712-0.0090808i,-0.037496+0.00067093i
0.26904-0.016739i,0.30628-0.048631i,0.19885+0.044729i,0.1074+0.29174i,0.14858+0.41169i,0.23056+0.23764i,0.21605-0.045565i,0.089026-0.18929i,-0.014325-0.14608i,-0.011866-0.059255i,0.018332-0.017403i,0.028101-0.008822i,0.024-0.023823i,0.0037707-0.023218i,-0.0068591+0.0087431i,-0.0029568+0.025121i,0.0023851+0.026886i,0.015952+0.038765i,0.025632+0.037066i,0.013778+0.015535i,-0.0031418-0.0024982i,-0.0053899-0.013175i,0.0018952-0.020509i
-0.23762+0.29894i,-0.43247+0.60014i,-0.51821+0.83153i,-0.36562+0.68822i,-0.15781+0.269i,-0.13067+0.026133i,-0.14759+0.080615i,-0.066195+0.16332i,0.0092218+0.12547i,0.0030211+0.083312i,-0.0049965+0.097992i,0.034923+0.1159i,0.08666+0.10617i,0.11282+0.060282i,0.087266-0.0019861i,0.019688-0.021572i,-0.039165+0.0052139i,-0.054439+0.032321i,-0.02563+0.037586i,0.013388+0.025508i,0.028079+0.015379i,0.022634+0.021892i,0.020013+0.031693i
0.13924-0.20424i,0.21131-0.31584i,0.21912-0.47834i,0.10047-0.61999i,-0.042439-0.58661i,-0.10196-0.42822i,-0.16734-0.23898i,-0.22756-0.057427i,-0.19981+0.021889i,-0.19939+0.016217i,-0.22895+0.075469i,-0.18038+0.14419i,-0.12652+0.11786i,-0.10837+0.065809i,-0.061964+0.031556i,-0.0040521+0.0022344i,0.021938-0.021429i,0.018384-0.042621i,-0.0048334-0.049717i,-0.031479-0.040108i,-0.048337-0.029861i,-0.055344-0.024614i,-0.057709-0.024195i
0.11378+0.022398i,0.32882-0.20685i,0.52437-0.50191i,0.41278-0.49687i,0.13426-0.11149i,0.20764+0.33229i,0.54668+0.40653i,0.60143+0.17907i,0.36606+0.046172i,0.21119+0.02094i,0.13918-0.049482i,0.044855-0.072841i,0.0052297-0.030089i,-0.0066874-0.012205i,-0.043037+0.01668i,-0.039994+0.056519i,-0.0017555+0.060567i,0.017197+0.058511i,0.022922+0.050427i,0.021685+0.017969i,0.011159-0.014339i,0.0049606-0.034312i,-0.0042142-0.042312i
-0.14343-0.25962i,-0.31143-0.3123i,-0.50257-0.11413i,-0.47785+0.18087i,-0.24843+0.30199i,-0.13675+0.32578i,-0.107+0.39209i,0.054011+0.34367i,0.15065+0.13429i,0.030041+0.025718i,-0.086513+0.078979i,-0.09132+0.11133i,-0.092947+0.073531i,-0.12742+0.031328i,-0.1547-0.0014701i,-0.15482-0.024741i,-0.12918-0.033231i,-0.10282-0.031187i,-0.080256-0.010939i,-0.043396+0.021912i,-0.012579+0.042616i,-0.0077598+0.048487i,-0.0030077+0.058114i
-2.0389+7.8475i,0.09449+6.2616i,3.1312+5.5596i,5.0157+2.6317i,4.813-0.36809i,2.8467-1.5894i,0.82702-0.71223i,0.08233+0.58539i,0.48814+1.1272i,1.3817+0.68467i,1.7212-0.4362i,1.3151-1.3492i,0.83597-1.4999i,0.74175-1.0485i,0.97703-0.68576i,0.83413-0.54692i,0.30825-0.29371i,-0.010932-0.1035i,-0.12234-0.15454i,-0.13119-0.18867i,0.024008-0.19854i,0.18595-0.34887i,0.11317-0.48323i
-0.1698-0.007587i,0.015689-0.16404i,0.36889-0.41092i,0.42543-0.5834i,0.13484-0.47023i,-0.020498-0.088886i,0.041181+0.17345i,0.023739+0.16698i,-0.070179+0.099051i,-0.086775+0.050062i,-0.065279+0.01048i,-0.053149+0.02153i,-0.031828+0.057387i,-0.0048473+0.06476i,0.022434+0.040972i,0.037819-0.0023504i,0.015508-0.036224i,-0.022774-0.029193i,-0.02758-0.012034i,-0.0171-0.0076654i,-0.017563+0.003474i,-0.012702+0.014258i,-0.0051711+0.0076818i
0.23721-0.33277i,0.20973-0.56905i,-0.10345-0.57722i,-0.39647-0.30009i,-0.26871-0.03934i,0.15537-0.089311i,0.38037-0.29952i,0.28195-0.31443i,0.15327-0.15135i,0.093576-0.048918i,0.0067223-0.018794i,-0.041906+0.002587i,-0.033755-0.0055835i,-0.032342+0.0052782i,-0.0087756+0.046877i,0.007614+0.05116i,-0.010586+0.031407i,-0.020114+0.019543i,-0.021615+0.018284i,-0.017511+0.030496i,-0.0077408+0.035501i,-0.0055613+0.029648i,0.00083518+0.027984i
-0.15436+0.35959i,-0.19977+0.64863i,-0.12351+0.67773i,-0.071521+0.38353i,-0.20329+0.16662i,-0.27051+0.23251i,-0.10089+0.24945i,0.027007+0.069865i,-0.0059626-0.049995i,-0.019257-0.01429i,0.047373+0.048602i,0.1058+0.066597i,0.11373+0.044489i,0.085403+0.0021706i,0.025534-0.025661i,-0.02187-0.013423i,-0.02073+0.0055845i,0.0015236+0.0077355i,0.019824-0.00080994i,0.027445-0.024697i,0.028787-0.045305i,0.030661-0.045482i,0.024-0.032808i
-0.058272-0.44158i,0.037854-0.72372i,0.17838-0.78944i,0.17879-0.5i,0.14567-0.13115i,0.23201-0.072069i,0.24925-0.24205i,0.11873-0.27844i,0.02632-0.15775i,0.011384-0.089264i,-0.0038209-0.089844i,-0.032687-0.094241i,-0.071044-0.080044i,-0.092835-0.032319i,-0.0676+0.018413i,-0.016381+0.02227i,0.014954-0.010857i,0.01262-0.039477i,0.00027997-0.038825i,-0.0025025-0.017078i,-0.0045908-0.0052618i,-0.014708-0.010775i,-0.023984-0.014037i
0.16754+0.15995i,0.106+0.11029i,-0.16827-0.022232i,-0.34069-0.064214i,-0.20141-0.0616i,-0.05086-0.16504i,-0.090604-0.22628i,-0.15081-0.14765i,-0.13595-0.035134i,-0.076274+0.027691i,-0.017287+0.0082735i,0.0091013-0.042968i,0.013642-0.0619i,0.0077389-0.044084i,0.00054141-0.016347i,-0.0072361-0.0054158i,-0.01306+0.0037033i,-0.0075843+0.020933i,0.0020157+0.025391i,0.011365+0.016414i,0.018221+0.0037888i,0.013917-0.0025776i,0.0049893+0.0023899i
-0.34707+0.091396i,-0.53857+0.39889i,-0.4658+0.729i,-0.18537+0.6812i,-0.084528+0.39778i,-0.17288+0.3756i,-0.12864+0.49884i,0.006547+0.42658i,0.0635+0.24186i,0.060137+0.11686i,0.033004+0.062024i,-0.0055716+0.043391i,-0.017385+0.038137i,0.017279+0.0096884i,0.044366-0.04771i,0.030821-0.07554i,0.0094726-0.064927i,-0.0029997-0.047685i,-0.0057221-0.026582i,-0.0026383-0.0044556i,0.0025922+0.014085i,0.0101+0.020675i,0.017109+0.0083255i
0.41077-0.22827i,0.69969-0.54745i,0.76928-0.8036i,0.529-0.69601i,0.33223-0.34596i,0.4164-0.20885i,0.4656-0.33797i,0.29853-0.36854i,0.13863-0.22842i,0.071984-0.13225i,0.0091915-0.095541i,-0.021462-0.057005i,-0.013549-0.049689i,-0.031969-0.042153i,-0.046381-0.0026045i,-0.021009+0.017327i,0.0060283+0.0082591i,0.016007+0.0010708i,0.020461-0.0021227i,0.027493-0.0055572i,0.03026-0.011784i,0.017027-0.019331i,-0.0047432-0.015078i
-0.33843+0.2674i,-0.52973+0.50916i,-0.54068+0.63545i,-0.36295+0.50293i,-0.20965+0.21221i,-0.21237-0.037651i,-0.25799-0.13021i,-0.24357-0.10705i,-0.19398-0.052333i,-0.12292+0.008887i,-0.033438+0.037135i,0.027148+0.023321i,0.045448+0.016939i,0.056301+0.031087i,0.064272+0.038984i,0.051134+0.033066i,0.023125+0.022656i,0.00025916+0.014854i,-0.0081987+0.014239i,-0.0052825+0.011635i,-0.0011012+0.0038932i,0.003778+0.004604i,0.01304+0.0096981i
0.20574-0.17486i,0.31928-0.25038i,0.3284-0.23214i,0.21503-0.16817i,0.018864-0.10588i,-0.19782+0.0088692i,-0.29049+0.15374i,-0.20543+0.22422i,-0.066928+0.18161i,0.00077321+0.085543i,-0.0043209+0.018366i,-0.033101+0.000875i,-0.049514+0.0091932i,-0.041576+0.0087584i,-0.023185-0.0059182i,-0.0061664-0.012147i,0.0085327-0.010658i,0.014351-0.015708i,0.0081834-0.018627i,0.00020167-0.0082786i,0.00080043+0.005131i,0.0059974+0.0049957i,0.0057592-0.003451i
0.044505+0.12771i,0.16261+0.030028i,0.23974-0.21892i,0.15044-0.32053i,0.054386-0.15222i,0.14488+0.028836i,0.267+0.023799i,0.24826-0.065276i,0.14793-0.091205i,0.062966-0.063736i,0.008182-0.034525i,-0.006626-0.0066894i,0.018306+0.0049177i,0.030851-0.0095586i,0.011135-0.022929i,-0.012527-0.020023i,-0.021469-0.0023077i,-0.012657+0.016074i,0.00066615+0.018206i,0.0011855+0.012662i,-0.0057589+0.0096525i,-0.012536+0.0059124i,-0.023375+0.00079542i
-0.20568-0.17335i,-0.45572-0.092438i,-0.58429+0.14124i,-0.4027+0.24597i,-0.11227+0.12496i,0.019885-0.012557i,0.0049019-0.040635i,-0.039209-0.024442i,-0.050041-0.01726i,-0.037487-0.014621i,-0.019-0.0079772i,-0.0056542-0.01312i,-0.018986-0.029258i,-0.032341-0.021845i,-0.021243-0.0010487i,-0.00833+0.0051502i,-0.003476-0.0035016i,-0.007521-0.015515i,-0.015471-0.018752i,-0.012156-0.018043i,-0.0024861-0.018927i,0.0028068-0.015601i,0.012457-0.0065521i
0.24095+0.15542i,0.50005+0.076773i,0.59441-0.15397i,0.35129-0.27453i,0.022701-0.18061i,-0.10162-0.074056i,-0.082502-0.0319i,-0.049413+0.0099627i,-0.027757+0.041802i,-0.00069238+0.040598i,0.024198+0.01311i,0.023253-0.0111i,0.01085-0.010155i,0.0020802+0.00068176i,0.00027651+0.01391i,0.0097699+0.021738i,0.013368+0.02178i,0.0080309+0.025408i,0.0088163+0.0327i,0.017289+0.034097i,0.019342+0.02561i,0.0092186+0.012372i,-0.0031667-0.0014308i
-0.30625-0.11207i,-0.55717-0.036795i,-0.61304+0.16314i,-0.3994+0.27506i,-0.17352+0.21237i,-0.086606+0.1451i,-0.017508+0.10667i,0.035851+0.020454i,0.013398-0.042039i,-0.018194-0.034686i,-0.021106-0.0079575i,-0.012371+0.0083389i,0.0062484+0.01333i,0.033017+0.0086666i,0.046011-0.0057899i,0.033648-0.019071i,0.01676-0.023037i,0.013391-0.023571i,0.01552-0.027844i,0.010083-0.032741i,0.0033028-0.027448i,0.0049155-0.014965i,0.0084239-0.0054038i
0.31644+0.093389i,0.49975+0.055535i,0.46966-0.03609i,0.26158-0.071977i,0.12185-0.021559i,0.12698+0.013279i,0.11811-0.022074i,0.040381-0.039176i,0.00406-0.0033274i,0.015396+0.0066248i,0.0087507-0.019744i,-0.0067001-0.032922i,-0.012563-0.034021i,-0.028906-0.037618i,-0.044257-0.034446i,-0.032471-0.026382i,-0.010529-0.02426i,-0.0053929-0.022271i,-0.013304-0.010494i,-0.019593+0.011793i,-0.016756+0.026873i,-0.0086878+0.020914i,-0.0023669+0.0084444i
-0.26061-0.025941i,-0.31947-0.015654i,-0.1962-0.016222i,-0.027678-0.041413i,0.020098-0.068093i,-0.013754-0.087393i,-0.041777-0.08012i,-0.034286-0.045359i,-0.010885-0.03111i,-0.0091503-0.026818i,-0.011014-0.0067814i,-0.0034518+0.011295i,0.0041827+0.025388i,0.016254+0.04168i,0.017934+0.046326i,-0.00068505+0.041753i,-0.012018+0.037914i,-0.0081413+0.025233i,-0.0059445+0.0082921i,-0.0016271-0.0021632i,0.0066694-0.009076i,0.0069052-0.010772i,-0.00010563-0.0059551i
0.17861-0.056802i,0.16271-0.078551i,0.018331-0.045376i,-0.075055+0.033175i,-0.028055+0.10647i,0.027401+0.12141i,0.026299+0.096324i,0.010187+0.077959i,0.0043519+0.082936i,0.023712+0.079236i,0.039179+0.0414i,0.031367-0.0071697i,0.012766-0.041343i,-0.00074821-0.047687i,0.0055457-0.03413i,0.017346-0.024897i,0.014281-0.020634i,0.0064687-0.011225i,0.0064519-0.00013514i,0.0091736+0.0013311i,0.0068812-0.0037547i,0.0015506-0.0039687i,0.0010759+0.0021216i
-0.086852+0.12846i,0.019906+0.16142i,0.20371+0.083931i,0.23489-0.051448i,0.12494-0.14083i,0.061029-0.14462i,0.052982-0.12172i,0.040589-0.095325i,0.024988-0.065722i,0.0034181-0.055613i,-0.024679-0.041048i,-0.037196-0.0059836i,-0.023801+0.023286i,-0.0010473+0.022839i,0.011701+0.0055897i,0.012772-0.0031673i,0.0077356-0.00034781i,0.00375+0.0071545i,0.0092651+0.0080097i,0.013913+0.0011493i,0.0081113-0.0015402i,0.0025108+0.0015472i,0.0027126-0.00302i
0.010426-0.18726i,-0.16991-0.24505i,-0.38269-0.14797i,-0.37948+0.0075419i,-0.24442+0.054951i,-0.19411+0.029914i,-0.17125+0.029871i,-0.10999+0.0067922i,-0.064752-0.0407i,-0.050672-0.047913i,-0.035155-0.024917i,-0.012196-0.012893i,-0.00057017-0.016548i,-0.0087424-0.015999i,-0.019629-0.0092478i,-0.016756-0.0043352i,-0.0018462-0.004899i,0.0077865-0.016456i,-0.004916-0.026588i,-0.022038-0.017566i,-0.019588-0.0018769i,-0.0091339+0.000511i,-0.0061688+0.00067964i
0.052379+0.22081i,0.27299+0.27159i,0.47783+0.1288i,0.40342-0.05105i,0.19796-0.046082i,0.1383+0.03099i,0.13272+0.036957i,0.077285+0.0483i,0.033449+0.079475i,0.03271+0.082629i,0.042192+0.055418i,0.024473+0.027785i,-0.0045531+0.025178i,-0.010773+0.029153i,-0.0042051+0.023867i,-0.002866+0.013953i,-0.0096597+0.0076295i,-0.013827+0.016097i,-0.0011009+0.032025i,0.020816+0.036876i,0.034076+0.024932i,0.030796+0.0076678i,0.020749-0.0071332i
-0.10615-0.23639i,-0.32573-0.28253i,-0.47562-0.12421i,-0.33837+0.046851i,-0.12085+0.021089i,-0.078994-0.047281i,-0.080518-0.012985i,-0.020752+0.0095037i,0.021341-0.013891i,0.021702-0.025487i,0.0095306-0.016262i,0.013639-0.0019497i,0.034999-0.00076958i,0.042652-0.0059165i,0.029425-0.0061246i,0.015046-0.0030795i,0.012385-0.004306i,0.0127-0.012482i,0.0081499-0.02093i,-0.0026253-0.026382i,-0.017856-0.020405i,-0.021708-0.002351i,-0.013027+0.012565i
0.13639+0.24653i,0.35037+0.28306i,0.45771+0.092813i,0.2698-0.098408i,0.028285-0.043345i,0.0019568+0.09286i,0.043511+0.079505i,0.00050727+0.011081i,-0.0454-0.00043646i,-0.04278-0.0019657i,-0.02946-0.026468i,-0.029199-0.046333i,-0.033165-0.040757i,-0.023715-0.020918i,-0.0018629-0.0040203i,0.010371+0.00095046i,0.0018377+0.0036799i,-0.01092+0.0099413i,-0.013616+0.010265i,-0.009085+0.0045991i,-0.0029371-0.0018499i,0.00035003-0.0071676i,-0.0016842-0.010792i
-0.14571-0.24955i,-0.33641-0.28911i,-0.4213-0.1007i,-0.25779+0.096163i,-0.032581+0.047372i,0.04517-0.10624i,0.033123-0.15643i,0.019688-0.12956i,0.013585-0.092336i,0.014186-0.056164i,0.017683-0.01799i,0.026193+0.0082736i,0.026877+0.0040428i,0.0071473-0.0094928i,-0.014538-0.013763i,-0.0188-0.011976i,-0.0051465-0.013208i,0.0098392-0.021901i,0.010737-0.025556i,0.0048786-0.016084i,0.0027811-0.0021814i,0.0021317+0.0019507i,0.00064138+0.0011809i
0.14384+0.24566i,0.29191+0.28641i,0.3117+0.11166i,0.11671-0.048733i,-0.09452+0.026692i,-0.13968+0.15237i,-0.09123+0.15548i,-0.042407+0.10542i,-0.020614+0.065551i,-0.033311+0.044385i,-0.049321+0.028463i,-0.055174+0.0074605i,-0.054141-0.0025061i,-0.039812-0.0015697i,-0.019539+0.0013009i,-0.0042472+0.0011327i,-0.0027836-0.00097547i,-0.014428+0.0076939i,-0.020302+0.026943i,-0.0085552+0.039332i,0.0068131+0.031551i,0.0089226+0.015562i,0.0052039+0.0086073i
-0.13123-0.2422i,-0.22605-0.28926i,-0.18422-0.12068i,0.023909+0.068352i,0.21474+0.051991i,0.26021-0.051272i,0.20815-0.085366i,0.12413-0.05139i,0.071873-0.0012117i,0.075552+0.010988i,0.081512-0.0081535i,0.067674-0.013437i,0.058916-0.00056995i,0.05566+0.0096962i,0.039969+0.0090317i,0.015981+0.0080675i,0.0072046+0.012465i,0.0177+0.0080095i,0.027925-0.010293i,0.023273-0.030344i,0.0095836-0.037951i,-0.00048287-0.030539i,-0.0024177-0.021435i
0.11735+0.22205i,0.18089+0.27779i,0.13291+0.12934i,-0.0085482-0.067849i,-0.12097-0.11321i,-0.18122-0.063511i,-0.19266+0.0033144i,-0.11989+0.049792i,-0.039901+0.037356i,-0.03242+0.012634i,-0.051178+0.015142i,-0.053512+0.020649i,-0.049982+0.013566i,-0.044137+0.0026011i,-0.028172-0.0030663i,-0.0089334-0.007238i,-0.0030117-0.0088078i,-0.0073082+0.00018683i,-0.0098367+0.0089565i,-0.012049+0.01097i,-0.014163+0.015376i,-0.0099877+0.019965i,-0.0049333+0.017324i
-0.094068-0.21027i,-0.11995-0.28073i,-0.047759-0.18406i,0.050357-0.047619i,0.076802-0.015258i,0.06842-0.009659i,0.063374-0.022887i,0.010496-0.073778i,-0.047331-0.074332i,-0.031087-0.032053i,0.006656-0.0080906i,0.021397-0.002957i,0.026959-0.0028675i,0.027064-0.00087455i,0.022435+0.004049i,0.016961+0.0049278i,0.012797-0.0038257i,0.0070714-0.017371i,-0.0023923-0.0206i,-0.0048181-0.010065i,0.0051481-0.00018066i,0.014192-0.00070612i,0.012151-0.0056114i
0.069019+0.19413i,0.058797+0.26868i,-0.040958+0.18887i,-0.14231+0.055282i,-0.16012+0.0095989i,-0.12148+0.0029591i,-0.085447+0.010138i,-0.03879+0.036719i,0.0082246+0.028443i,0.0043503-0.0058695i,-0.017798-0.02254i,-0.021842-0.017485i,-0.021187-0.0057878i,-0.021253-0.0018652i,-0.018544-0.0057323i,-0.015491-0.0082963i,-0.015453-0.0023212i,-0.01452+0.010181i,-0.008043+0.01646i,-0.0022052+0.010495i,-0.0046445+0.00058318i,-0.011476-0.00016275i,-0.01187+0.0098096i
-0.043781-0.18303i,-0.0047966-0.27303i,0.086148-0.23155i,0.11135-0.10579i,0.050286-0.0068139i,0.027523+0.049645i,0.072634+0.039158i,0.081562-0.011958i,0.042358-0.024132i,0.035717-0.0023514i,0.053569+0.0069627i,0.054799-0.0013878i,0.041874-0.013933i,0.02131-0.013766i,0.0011341-0.001063i,-0.0049922+0.010769i,0.0029801+0.012585i,0.014015+0.0042767i,0.019186-0.0036808i,0.018511-0.00079774i,0.018146+0.0042409i,0.020162-0.0030341i,0.019315-0.017771i
0.020634+0.16973i,-0.030706+0.27615i,-0.12223+0.27971i,-0.11832+0.2179i,-0.0011293+0.1641i,0.078138+0.09778i,0.056335+0.055845i,0.016135+0.065156i,0.0019584+0.069081i,-0.018903+0.036745i,-0.046956+0.0049789i,-0.054889-0.00032323i,-0.039954+0.0081386i,-0.011946+0.0079936i,0.012363-0.0038344i,0.019143-0.012985i,0.011585-0.011742i,0.0025559-0.0057141i,-0.0026489-0.0020615i,-0.0051042-0.003476i,-0.0076541-0.0051923i,-0.01287+0.0022796i,-0.017732+0.014824i
-0.0043441-0.16108i,0.062646-0.27546i,0.16843-0.30775i,0.17448-0.26679i,0.069265-0.21852i,-0.01802-0.1646i,-0.040569-0.11878i,-0.036983-0.094513i,-0.021471-0.07474i,0.0028124-0.04671i,0.021004-0.022944i,0.024703-0.018296i,0.014322-0.023204i,0.00052701-0.017486i,-0.0060514-0.00055625i,-0.003328+0.0094499i,-0.00062093+0.0031223i,-0.0033791-0.0097976i,-0.0088182-0.013963i,-0.0095674-0.0076983i,-0.0036924-0.002927i,0.0042895-0.007096i,0.0089046-0.01392i
-0.0011692+0.14947i,-0.07518+0.27051i,-0.1665+0.32081i,-0.1525+0.27648i,-0.06365+0.20122i,-0.0099924+0.1433i,-0.0022584+0.096101i,-0.014913+0.044567i,-0.035411+0.017214i,-0.043049+0.02346i,-0.032514+0.033133i,-0.021902+0.037092i,-0.014076+0.04032i,-0.0031167+0.035528i,0.0048471+0.019327i,0.0033421+0.0032171i,-0.0039734+0.0018253i,-0.0084761+0.015726i,-0.0035796+0.027447i,0.0036471+0.021623i,0.00095728+0.0081934i,-0.0077284+0.0057366i,-0.0091353+0.012842i
0.012457-0.13969i,0.084664-0.28089i,0.15442-0.37238i,0.11611-0.35735i,0.029254-0.28582i,-0.0032455-0.21855i,-0.0026406-0.1586i,0.009241-0.081662i,0.04042-0.021945i,0.05764-0.014459i,0.042367-0.02993i,0.022356-0.041002i,0.014358-0.048946i,0.0067484-0.050963i,-0.0045737-0.04027i,-0.0089367-0.020597i,0.00048238-0.0068091i,0.012301-0.0096506i,0.012966-0.019168i,0.0045818-0.016897i,0.00073563-0.0076932i,0.0078193-0.0065867i,0.015496-0.013369i
-0.012986+0.13237i,-0.076953+0.27968i,-0.14272+0.38094i,-0.13653+0.36444i,-0.10263+0.28042i,-0.088987+0.20586i,-0.043399+0.15013i,0.0048997+0.080053i,-0.0050631+0.025479i,-0.026913+0.015702i,-0.022773+0.02282i,-0.0097725+0.033229i,-0.0025118+0.043211i,-0.00057899+0.044551i,0.0023001+0.034346i,0.0040447+0.015575i,0.001057-7.8164e-05i,-0.0016397-0.0058976i,-0.00068385-0.0053855i,0.0022767-0.0017274i,0.0029705+0.0037187i,-0.0050196+0.0057949i,-0.017623+0.0047605i
