-0.00060246+0.00039299i,0.00011104-0.0005721i,-0.00086197-0.00029731i,-0.0010896+0.00049031i,-0.00065182+0.00068708i,-0.00033463+0.00078579i,-0.00083063+0.0016145i,-0.00029871+0.0015577i,0.0012201+0.00087421i,0.0017547+0.00074309i,0.0016669+0.00056942i,0.00089168-0.00045183i,1.1447e-05-0.00096752i,-0.00045608-0.00029931i,-0.00024655-0.00012339i,-0.00026141-9.36e-05i,-0.0010279+0.00012328i,-0.0010892+0.00069135i,-0.00036226+0.00090426i,-0.00032589+0.00048087i,-0.00017224-0.00015542i,-0.00017356-0.00016522i,-0.00049319+1.9933e-05i
-0.00019845+0.0048075i,-0.0056736+0.019164i,-0.0062056+0.0525i,0.012603+0.099688i,0.031538+0.13386i,-8.961e-05+0.12596i,-0.052764+0.076512i,-0.054683+0.023309i,-0.028396-0.0039737i,-0.018297-0.012407i,-0.020827-0.017084i,-0.024182-0.014876i,-0.018239-0.0040571i,-0.0027653+0.0012327i,0.0088778-0.003405i,0.00938-0.0095408i,0.0024397-0.011163i,-0.0039179-0.0073656i,-0.0040172-0.0020824i,9.4569e-05-0.0012141i,0.0021686-0.0036519i,8.8932e-05-0.0049789i,-0.0024072-0.005579i
-0.00086658-0.0074109i,-0.0036574-0.027415i,-0.016908-0.072938i,-0.044913-0.12488i,-0.056039-0.1555i,-0.011945-0.14985i,0.04013-0.10883i,0.034883-0.058161i,0.01022-0.018267i,0.0099373+0.0033415i,0.016098+0.0084058i,0.015096+0.005654i,0.0076616+0.0011801i,-0.003687-0.0012216i,-0.011828+0.0011544i,-0.012168+0.0062106i,-0.0075724+0.0083394i,-0.0045651+0.0060351i,-0.005216+0.0045673i,-0.006331+0.0073297i,-0.0052386+0.010011i,-0.0019907+0.0087627i,0.0006123+0.0060083i
0.0031665+0.0053964i,0.011652+0.021443i,0.030153+0.059659i,0.057781+0.10575i,0.061407+0.12719i,0.011536+0.1064i,-0.037063+0.052475i,-0.02664+0.0042451i,-0.00059031-0.015484i,0.00045617-0.01743i,-0.00937-0.01776i,-0.015923-0.018534i,-0.013613-0.011587i,-0.0034859-0.0014897i,0.0054597+0.00022999i,0.0064602-0.0040475i,0.0014962-0.006045i,-0.0019426-0.0016961i,-0.00055404+0.0031128i,0.0030679+0.0020705i,0.003366-0.00046838i,0.00098764-0.00060006i,-0.0010756+0.00013675i
-0.0039353-0.0014255i,-0.0091694-0.016484i,-0.023626-0.050186i,-0.045983-0.091388i,-0.043592-0.10991i,0.015382-0.089315i,0.07269-0.040877i,0.063042-0.0015683i,0.02848+0.0098676i,0.018868+0.0091485i,0.025869+0.0079141i,0.027967+0.0040999i,0.018576-0.0016026i,0.005515-0.003061i,-0.0011718+0.0014114i,-0.0015451+0.0066736i,0.00096925+0.0070742i,0.0031436+0.0023966i,0.0013719-0.00025285i,-0.001602+0.0026811i,-0.0012753+0.0050162i,0.00088278+0.0032477i,0.0032884+1.3727e-06i
0.0042853+0.0029913i,0.018145+0.018268i,0.046099+0.050057i,0.073743+0.083628i,0.065761+0.097908i,0.0064955+0.083696i,-0.040132+0.048176i,-0.024457+0.013054i,-0.0026533-0.0041621i,-0.0076153-0.0050377i,-0.015617-0.0035446i,-0.015904-0.0028444i,-0.0094076-0.0001537i,-0.00062964-7.4869e-05i,0.004448-0.0042386i,0.0036687-0.0087276i,0.00091791-0.0085959i,0.00034095-0.0049551i,0.0028369-0.0033751i,0.0043471-0.0061147i,0.0016219-0.0080585i,-0.0021138-0.0047263i,-0.0042875-0.00093686i
-0.0019715-0.0031224i,-0.018055-0.014668i,-0.053808-0.043261i,-0.090648-0.074587i,-0.080377-0.081894i,-0.012967-0.05376i,0.038612-0.0072663i,0.026745+0.023477i,0.0051554+0.026885i,0.0095186+0.017311i,0.018859+0.012401i,0.021642+0.010565i,0.016815+0.0044978i,0.0066272-0.0012414i,0.00026515-0.0014313i,0.00082249+0.0011083i,0.002568+0.0012827i,0.00090017-0.0014079i,-0.0026919-0.0014575i,-0.0041128+0.0021073i,-0.0029705+0.0027025i,-0.0010866+0.00073384i,0.0011435+0.00045361i
0.0018138+0.0025431i,0.015572+0.0093751i,0.045626+0.030609i,0.075019+0.055322i,0.059936+0.061166i,-0.0081622+0.040373i,-0.057944+0.0071895i,-0.041291-0.011374i,-0.010609-0.010738i,-0.0081324-0.0037475i,-0.017095+0.0020165i,-0.018915+0.0050227i,-0.011766+0.0059338i,-0.0032916+0.0043342i,-0.0011777+0.00040034i,-0.0044209-0.0030239i,-0.0071797-0.0027595i,-0.006741+0.0017155i,-0.0031905+0.0037091i,-6.6145e-06+5.4388e-05i,-0.0002271-0.002401i,-0.00044542-0.00098154i,0.00039244+0.00036809i
-0.0033635+0.0012925i,-0.016565-0.0048968i,-0.045822-0.021785i,-0.076541-0.042131i,-0.069462-0.046568i,-0.015885-0.02725i,0.021533+0.0038118i,0.011167+0.021953i,0.00011317+0.017509i,0.0080395+0.0053338i,0.015024-0.00058018i,0.014084-0.0012053i,0.0084594-0.0016354i,0.0023874-0.0010367i,0.0011783+0.0017395i,0.0044541+0.0039538i,0.0060265+0.0031018i,0.0037812+0.0014739i,0.00092258+0.0032124i,0.00055558+0.0062775i,0.0013776+0.0059574i,0.00097422+0.0023387i,-0.0004447-0.00045967i
0.0046532-0.0072843i,0.019659-0.0069315i,0.054257-0.00075327i,0.085717+0.010908i,0.071845+0.015567i,0.012615-0.0010605i,-0.025033-0.027972i,-0.012563-0.037536i,0.00046951-0.025248i,-0.0069344-0.0089235i,-0.016047-0.0006561i,-0.018048+0.0030533i,-0.012188+0.0057323i,-0.0034418+0.0046731i,-0.00072934+0.0021561i,-0.0041337+0.0014854i,-0.0065205+0.0027798i,-0.0042674+0.0037807i,-5.1823e-05+0.0014213i,0.001359-0.0019675i,0.00013043-0.0030008i,-0.0002803-0.0013912i,0.00018961-9.9422e-05i
-0.0030601+0.002831i,-0.014573+0.0038742i,-0.044252+0.0011183i,-0.075955-0.0052341i,-0.065918-0.0071496i,-0.011053+0.0040736i,0.024109+0.020415i,0.011025+0.023666i,-0.0037989+0.017154i,0.0022555+0.0071423i,0.0099686-0.0033871i,0.0095162-0.0068012i,0.0040031-0.0047503i,-0.00041708-0.0028858i,0.0010392-0.0015426i,0.0064408-0.0013819i,0.010967-0.003311i,0.010324-0.0058671i,0.0057923-0.0047859i,0.0027245-0.0010222i,0.0011902+0.0010875i,-0.00076316+0.0017236i,-0.0025476+0.002034i
0.0046143-0.00061758i,0.018416-0.004932i,0.04887-0.0080734i,0.077868-0.011101i,0.068474-0.016368i,0.023437-0.027489i,-0.0019698-0.037114i,0.0059829-0.0306i,0.0092957-0.014325i,-0.00012666-0.0013754i,-0.007097+0.0052981i,-0.0089764+0.0061038i,-0.0065798+0.0037983i,-0.0028145+0.0017424i,-0.0032521+0.00011074i,-0.0086255+0.00037677i,-0.012428+0.0023156i,-0.010814+0.0023538i,-0.0068703-0.00028917i,-0.0041268-0.0030767i,-0.0032017-0.0036822i,-0.00060611-0.0038701i,0.0034357-0.0047971i
-0.0023559-0.0015476i,-0.016923+0.0046395i,-0.048207+0.012307i,-0.079165+0.020256i,-0.073311+0.028023i,-0.030033+0.040388i,-0.0024857+0.050217i,-0.0061796+0.043207i,-0.0073013+0.022818i,0.0018693+0.0047819i,0.008717-0.0042473i,0.0091465-0.007811i,0.0044478-0.0070827i,0.00090674-0.0039882i,0.002287-0.0032443i,0.0049472-0.0054045i,0.0049266-0.0070522i,0.0030308-0.0041873i,0.0018614+0.00011018i,0.0021908+0.0022051i,0.0019314+0.0032123i,0.00016541+0.0034768i,-0.0012107+0.0043367i
0.0022057+0.0012986i,0.013503-0.0051575i,0.040698-0.016665i,0.068437-0.030275i,0.064258-0.03825i,0.02671-0.041202i,0.0054854-0.037499i,0.012026-0.025683i,0.012276-0.013228i,0.0028651-0.003562i,-0.0023124+0.0018842i,-0.0026458+0.0023552i,-0.0017962+0.00051302i,-0.0016437-0.00068408i,-0.0035106+0.0013171i,-0.0077004+0.0053859i,-0.010094+0.0086209i,-0.0079042+0.0092607i,-0.0044602+0.0065211i,-0.0029553+0.0019507i,-0.0023675-0.0014777i,-0.00071489-0.0033283i,0.0014361-0.0048506i
0.0010039-0.00039669i,-0.0063656+0.0045883i,-0.027511+0.016128i,-0.053795+0.030242i,-0.055915+0.040106i,-0.031447+0.04752i,-0.0197+0.046285i,-0.024899+0.029238i,-0.019444+0.010479i,-0.0054427+0.00069654i,0.0017161-0.0036775i,0.003166-0.005821i,0.0028507-0.0049027i,0.0022283-0.0021179i,0.0043801-0.00050322i,0.0082148-0.0020375i,0.0093207-0.0046835i,0.0081542-0.0048108i,0.0060278-0.0025136i,0.0050976+0.00048677i,0.0056201+0.0028741i,0.0034214+0.0047695i,-0.00044411+0.0078041i
-0.0044749-0.0061966i,0.0017862-0.013474i,0.019724-0.029964i,0.042928-0.049228i,0.046193-0.058575i,0.025777-0.061118i,0.013943-0.057364i,0.014066-0.038934i,0.007958-0.01676i,-8.5357e-05-0.0019242i,-0.0017848+0.0055082i,9.1049e-05+0.0075574i,0.001886+0.0053933i,0.0011658+0.0014154i,-0.00087756-1.1489e-05i,-0.0023332+0.0023643i,-0.0027706+0.0044485i,-0.0030347+0.0029029i,-0.003108-0.00052938i,-0.0024479-0.0024859i,-0.0026838-0.0026139i,-0.0026247-0.0041618i,-0.0010193-0.0066763i
8.3054e-05+0.0036161i,-0.0033525+0.010843i,-0.015405+0.027333i,-0.034922+0.047626i,-0.042406+0.057785i,-0.031287+0.055813i,-0.025268+0.042815i,-0.024152+0.021247i,-0.014392+0.0054862i,-0.0032876-0.00061625i,0.00018814-0.0021515i,-0.00016284-0.0016653i,0.00071817-0.0011911i,0.0029412-0.00061012i,0.0048293-0.0020439i,0.0047151-0.0067439i,0.0028396-0.010164i,0.00058118-0.008639i,-5.3616e-05-0.0041071i,0.0012192-0.00015746i,0.0023096+0.0026128i,0.0019543+0.0037025i,0.00057584+0.0058675i
0.00070811-0.00043516i,0.0042039-0.0085806i,0.014163-0.025161i,0.028613-0.047942i,0.034357-0.06288i,0.028978-0.063714i,0.032111-0.051647i,0.037821-0.030601i,0.028185-0.013386i,0.012536-0.0043779i,0.0039783-0.00012245i,0.0013514+0.0026582i,0.0013698+0.0025346i,0.0002069-0.0010263i,-0.0028818-0.00077081i,-0.0050895+0.0033665i,-0.0055237+0.0053706i,-0.0050329+0.0055011i,-0.0039865+0.0041787i,-0.0029503+0.0012079i,-0.003535-0.0017903i,-0.0035359-0.0035706i,-0.0016079-0.0052898i
0.0022366+0.002958i,0.0013798+0.0094312i,-0.0032246+0.027704i,-0.01426+0.05243i,-0.022005+0.066836i,-0.02046+0.065814i,-0.019175+0.051053i,-0.014665+0.027002i,-0.0022019+0.0073968i,0.0042072-0.00118i,0.0010363-0.0036459i,-0.0028728-0.0044447i,-0.0034353-0.0037245i,-0.0011368-0.001701i,0.0012104-0.00056055i,0.0014865-0.0011563i,0.0013553-0.0010432i,0.0025804+0.001153i,0.0043912+0.0033225i,0.0054172+0.0038559i,0.0059537+0.0040516i,0.0052819+0.0052428i,0.00324+0.0066454i
-0.0032394-0.0034158i,-0.0039636-0.011152i,-0.00074105-0.031336i,0.0083078-0.058364i,0.018544-0.072221i,0.025125-0.065503i,0.033262-0.043678i,0.035474-0.015494i,0.023639+0.0015966i,0.010492+0.0039105i,0.004806+0.0014774i,0.0027416+0.00038983i,0.00043285+0.0015164i,-0.0018851+0.0028864i,-0.0027495+0.0041559i,-0.002273+0.0056866i,-0.0013488+0.0052855i,-0.0010187+0.0028675i,-0.0013452+0.0010826i,-0.0016555+0.00048018i,-0.0031567-0.0016551i,-0.0038381-0.0041376i,-0.0019425-0.0037409i
-0.0034325+0.0017146i,-0.0014544+0.0088019i,-0.0012832+0.026717i,-0.0054941+0.050792i,-0.01412+0.066094i,-0.02379+0.065401i,-0.035111+0.05271i,-0.035231+0.034187i,-0.019896+0.021564i,-0.005576+0.01347i,-0.00079034+0.0055512i,-0.00071222+0.00083512i,-0.00013844-5.3257e-05i,0.002465+0.00033751i,0.0040688-0.00017497i,0.0041467-0.0012757i,0.0053995-0.0024418i,0.0051023-0.0020737i,0.0026844-0.0012566i,0.0032281-0.00060208i,0.0051482+0.0011595i,0.0043167+0.0023568i,0.0013258+0.0034085i
-0.0013302+0.00057221i,-0.0034412-0.0069806i,-0.0048192-0.025969i,-0.0018579-0.052036i,0.0050176-0.068359i,0.014332-0.063794i,0.023439-0.040731i,0.020387-0.011574i,0.0083694+0.0059305i,0.0025499+0.0070486i,0.0040357+0.002528i,0.0055033+0.0011493i,0.0042859+0.0017811i,0.0011905+0.0013264i,-0.001306-0.00030013i,-0.0024531-0.00067338i,-0.0040136-0.00057031i,-0.0059105-0.00086935i,-0.0066813-0.0010693i,-0.0056646-0.00099751i,-0.0054566-0.0019055i,-0.0055497-0.0038873i,-0.0034516-0.0039847i
0.001928+0.00095331i,0.0056599+0.0064058i,0.0099072+0.022734i,0.0083959+0.047807i,-0.0030939+0.063206i,-0.020158+0.059775i,-0.03532+0.040366i,-0.036289+0.01614i,-0.022638+0.0024633i,-0.0094464+0.001432i,-0.0039142+0.0038719i,-0.0025161+0.0029941i,-0.001268+0.00073411i,0.00068918-0.0019206i,0.001099-0.0040953i,0.00029283-0.0040797i,0.00038724-0.0023136i,0.0018346+9.9195e-05i,0.0029337+0.0010014i,0.0032569+0.00063718i,0.0036417+0.00098481i,0.0038536+0.0017426i,0.0017773+0.0016322i
-0.0016393+0.0045846i,-0.0024651-0.00066763i,-0.005169-0.015075i,-0.0058491-0.038892i,0.0024943-0.05856i,0.016747-0.060983i,0.028155-0.04676i,0.02609-0.026651i,0.012023-0.013379i,0.00167-0.0069434i,0.00070176-0.0029564i,0.0018868-0.0004446i,-0.00040814+0.00049485i,-0.0038517+0.00075165i,-0.0057831+0.0027448i,-0.0061671+0.0047849i,-0.0054679+0.0050445i,-0.0041747+0.0036599i,-0.0023615+0.0023012i,-0.0021142+0.0014831i,-0.0032642-9.1256e-05i,-0.0026404-0.0022891i,-0.00065551-0.0029588i
0.0044629+0.0008711i,0.008243+0.0028734i,0.014335+0.012013i,0.017572+0.030477i,0.0080907+0.047024i,-0.010797+0.046762i,-0.025491+0.028604i,-0.023338+0.0053262i,-0.011627-0.0065157i,-0.0047612-0.0050125i,-0.0039415-0.00037289i,-0.0046258+0.0010273i,-0.0048503-7.0434e-06i,-0.0029278-0.00010675i,0.00047071-0.000156i,0.002942-0.0014039i,0.004826-0.0026245i,0.0064741-0.0026682i,0.0060793-0.0024728i,0.0052032-0.0024787i,0.0048022-0.0013376i,0.0040307+0.00034544i,0.0027747+0.00075621i
-0.00075445-0.0024508i,-0.0060865-0.0055124i,-0.015497-0.015914i,-0.021912-0.035244i,-0.015672-0.051849i,0.0044533-0.050987i,0.024547-0.033794i,0.028795-0.014142i,0.019533-0.0037851i,0.0084116-0.0023947i,0.0017556-0.0039952i,0.00019014-0.0041328i,0.0013835-0.0014521i,0.0016219+0.0016257i,0.00086885+0.0031097i,0.00074103+0.0042944i,-0.0007087+0.004583i,-0.0027312+0.004049i,-0.0034265+0.0042747i,-0.0043121+0.0038199i,-0.0037786+0.0019047i,-0.0022831+0.00040231i,-0.0010208+0.00092906i
-0.00044691-0.00069542i,0.0035115+0.002352i,0.012997+0.01105i,0.019535+0.027246i,0.01231+0.044339i,-0.0050454+0.046628i,-0.018396+0.033877i,-0.016465+0.018425i,-0.0042075+0.0081773i,0.0032618+0.0037715i,0.0018779+0.0014003i,-0.00045115-0.00051172i,-0.00056436-0.0026264i,-0.00054956-0.0042385i,0.00017798-0.0051722i,0.00094935-0.006551i,0.00093128-0.0085131i,-0.00023767-0.0082676i,-0.00096748-0.0056423i,-0.0012678-0.0038001i,-0.0003454-0.0021041i,0.0013938+0.00094327i,0.0013554+0.0019373i
0.0016368+0.0039867i,-0.00029406+0.00039331i,-0.0079867-0.0076524i,-0.015861-0.023066i,-0.011305-0.038553i,0.0054342-0.04035i,0.020236-0.026108i,0.021932-0.0061469i,0.01351+0.003429i,0.0061909+0.0013375i,0.0036096-0.0027464i,0.003499-0.0039952i,0.0034071-0.0032616i,0.00028197-0.0019359i,-0.0023986+3.1342e-05i,-0.0022121+0.0025099i,-0.0011558+0.0058581i,-0.00074766+0.0077603i,-0.0016872+0.0075877i,-0.0014989+0.0065063i,-0.00060682+0.0038156i,-0.00086235+0.0013101i,-0.00086563+0.0013986i
-0.00084688+0.00023266i,0.0043319+0.00052622i,0.012781+0.0049732i,0.020851+0.016648i,0.017415+0.030964i,-0.00052185+0.033976i,-0.01698+0.024099i,-0.018725+0.011217i,-0.01022+0.0041405i,-0.0018256+0.0032753i,0.0025749+0.0032436i,0.0022945+0.0024506i,-0.00022376+0.0011298i,-0.0016915-0.00083617i,-0.0026691-0.0026443i,-0.0032975-0.0032739i,-0.0031782-0.0038459i,-0.0020612-0.0054931i,-0.00066309-0.006204i,0.00010967-0.004655i,0.00080215-0.0021318i,0.0015091-7.2825e-05i,0.00087222-0.00023514i
-0.00079081+0.004115i,-0.0022432+0.0020686i,-0.0075519-0.0022335i,-0.016-0.013476i,-0.016451-0.029471i,-0.0040704-0.033445i,0.0086565-0.023295i,0.010404-0.010324i,0.0054875-0.0017915i,0.0027983+0.0010863i,0.0029922+0.00098165i,0.0026828+0.00095747i,0.0030104+0.0015839i,0.0034692+0.0019527i,0.0024481+0.0035076i,0.0017331+0.0053929i,0.0024985+0.0069179i,0.0036977+0.0071437i,0.0037381+0.0052788i,0.0033428+0.0039416i,0.0025945+0.0019707i,0.00081663-0.000291i,5.08e-05-0.00054097i
0.0031617-0.0057707i,0.0035542-0.006935i,0.007571-0.0062845i,0.012699+0.0016471i,0.010062+0.015963i,-0.0022182+0.023521i,-0.013312+0.018273i,-0.013928+0.0081368i,-0.0070162+0.0025266i,-0.00088142+0.0028748i,0.0013066+0.0043941i,0.00091432+0.0047755i,-0.00012355+0.0041898i,0.00069698+0.0018294i,0.0022555-0.00085435i,0.00099857-0.0038769i,-0.0023062-0.0071289i,-0.0037344-0.0076105i,-0.0036413-0.0059197i,-0.0035728-0.004479i,-0.003202-0.0012499i,-0.0022791+0.0026168i,-0.0010642+0.0016377i
-0.0034642+0.0013991i,-0.0047665+0.0034236i,-0.011818+0.0033289i,-0.019646-0.0025938i,-0.017454-0.013933i,-0.0043091-0.020246i,0.0076914-0.015222i,0.010744-0.004215i,0.0061077+0.002769i,0.001086+0.0034533i,-0.00093223+0.0028709i,-0.00091466+0.0017814i,0.00037028-0.0001039i,0.0020788-0.0013722i,0.0037794-0.0011686i,0.0047681-0.000441i,0.005017+0.00083216i,0.004815+0.003204i,0.0043723+0.0051396i,0.0034416+0.0040873i,0.001543+0.00077273i,-0.00080081-0.0018331i,-0.0013155-0.00043004i
0.00040784+0.0015682i,0.0054105-0.0006526i,0.013114-0.0020269i,0.020641+0.0021887i,0.019463+0.011352i,0.0077803+0.016676i,-0.0030711+0.013526i,-0.0064125+0.0064963i,-0.0053359+0.0015352i,-0.0032654+0.00076428i,-0.0015854+0.00073595i,-0.0012321-0.00019048i,-0.0027535-0.0010904i,-0.0034734-0.0016996i,-0.0038765-0.0015701i,-0.005127-0.0014752i,-0.0075484-0.002021i,-0.0087788-0.0019174i,-0.0065635-0.0019231i,-0.0042922-0.0014292i,-0.0021804+0.0016662i,-0.00023082+0.0038163i,-0.00034446+0.0021544i
-0.00042332-0.0031815i,-0.0023474-0.0021702i,-0.0067324-0.0019414i,-0.013738-0.0047822i,-0.016511-0.012203i,-0.0083639-0.017007i,0.0019591-0.015267i,0.0038218-0.010447i,-0.00070662-0.0057984i,-0.0033681-0.0033356i,-0.0023959-0.0027484i,-0.0014956-0.0021986i,-0.0011881-0.0012484i,-0.00055193-0.00057572i,0.0013309+0.00075271i,0.0025582+0.0020348i,0.0037961+0.0026137i,0.0055652+0.003003i,0.0060729+0.0035113i,0.0049836+0.0025657i,0.0032879-0.0015854i,0.0014113-0.0052397i,0.00080038-0.0039457i
0.0032121+0.00083832i,0.0033751-0.0022846i,0.0074983-0.0060753i,0.012307-0.0063333i,0.012173+0.0018639i,0.0035855+0.0095252i,-0.0059734+0.0088371i,-0.0085373+0.002254i,-0.0041777-0.0043612i,3.4687e-05-0.0056256i,0.00098803-0.0038049i,0.00074664-0.0017028i,-0.00044897-4.7241e-06i,-0.0020424+0.0010451i,-0.0021456+0.0018872i,-0.0017134+0.0026529i,-0.0027682+0.0031888i,-0.0037317+0.0014717i,-0.0040272-0.0012499i,-0.0037198-0.0014209i,-0.0018323+0.001491i,0.00059852+0.0032363i,0.00031497+0.0013463i
-0.00024724-0.00050341i,-0.0015966+0.00161i,-0.0050944+0.0024326i,-0.012372+0.00027845i,-0.015517-0.0058537i,-0.0093145-0.0097231i,-0.0016413-0.0075884i,0.0032484-0.0042976i,0.00548-0.0036463i,0.0053665-0.0038009i,0.0042862-0.0018276i,0.0035691-0.00073211i,0.0030044-0.0007491i,0.0032255-0.0011364i,0.0037561-0.0014676i,0.0042711-0.0016058i,0.0036797-0.0022976i,0.0031009-0.0017576i,0.0032765-0.00040279i,0.0028848-0.00042729i,0.00060543-0.0034495i,-0.0021285-0.0053297i,-0.0010514-0.0031185i
-0.00079609+0.0027417i,0.0025777+0.0014366i,0.0083054+0.00023582i,0.014938+2.5831e-05i,0.016911+0.0032286i,0.010897+0.0083172i,0.004552+0.01034i,0.004633+0.0074438i,0.0077269+0.0036653i,0.0081733+0.0022628i,0.0049332+0.0012168i,0.0027984+0.00037274i,0.0015519+1.5399e-06i,-0.00063339-0.00077628i,-0.0019711-0.00091678i,-0.0026161-0.00063454i,-0.0034112-0.00074099i,-0.0041186-0.00059811i,-0.0050328-0.0002506i,-0.0044569+0.0015116i,-0.0018499+0.0054883i,0.0012654+0.0067133i,0.0017021+0.0045219i
0.0019041-0.0024801i,0.00073051-0.003163i,-0.0015785-0.003366i,-0.0062754-0.0038715i,-0.010609-0.0079117i,-0.0066419-0.0106i,0.0016343-0.0073049i,0.006688-0.0018221i,0.007634+0.0030208i,0.0058205+0.0042847i,0.0036051+0.0026673i,0.0021164+0.0021042i,0.0015107+0.0014088i,0.00071806-0.00025698i,-2.5028e-05-0.0010743i,-0.00027631-0.0010857i,0.00017659-0.0014045i,0.0010206-0.0009648i,0.0020818-5.3282e-05i,0.0023771-0.00089526i,-0.0003733-0.0039157i,-0.0038405-0.0053602i,-0.0030282-0.002424i
0.00073257-0.001921i,-0.00049507-0.0028447i,-0.00047063-0.0040141i,0.003293-0.0038748i,0.0053935+0.00035664i,0.0018375+0.0044915i,-0.0022208+0.0048197i,-0.0034424+0.00602i,-0.0020914+0.007554i,-0.000619+0.0059388i,-0.001304+0.0030639i,-0.0025392+0.0019596i,-0.0026694+0.0026575i,-0.0020048+0.0026759i,-0.0019528+0.0016645i,-0.0018422+0.0012668i,-6.1253e-06+0.0018199i,0.00088879+0.0021647i,-0.00087045+0.0020781i,-0.0010894+0.0036951i,0.0019965+0.0054223i,0.004286+0.0047575i,0.0026831+0.0027509i
0.0017823+0.00059138i,0.0014927+0.00046237i,3.8043e-05+0.00023026i,-0.0033407-0.00057672i,-0.0065264-0.0031701i,-0.0056494-0.0063399i,-0.0043894-0.0060055i,-0.0060284-0.0025639i,-0.0074099+0.0011134i,-0.0062146+0.0019783i,-0.0034771+0.00084199i,-0.0019093+0.00044704i,-0.001091+0.00029314i,0.0011337+0.00062854i,0.0025864+0.00014012i,0.0025321-0.00098069i,0.0015892+0.00059629i,0.00065948+0.0013383i,0.0017885-0.00014992i,0.0017015-0.002946i,-0.0026509-0.0064191i,-0.007393-0.0061888i,-0.0072245-0.0028918i
0.0021555-0.0015838i,0.0031199-0.0035706i,0.0037339-0.0061655i,0.0051384-0.0071884i,0.0058928-0.0050336i,0.0033163-0.00064966i,1.3957e-06+0.0023669i,-0.0023787+0.0011374i,-0.0045971-0.00070194i,-0.0047231-0.00044788i,-0.002905-0.00016757i,-0.001846+0.00053019i,-0.0022619+0.0015273i,-0.0019572+0.001126i,-0.00078232+0.00066938i,-3.5299e-05+0.00077368i,-6.3139e-05+0.00033036i,-0.00092096-0.00020712i,-0.0018524+0.0009523i,-0.00078707+0.0030882i,0.0032443+0.0042796i,0.0071154+0.00318i,0.0059859+0.0011765i
-0.00051276-0.00065563i,-0.00037683+0.002215i,-0.00057611+0.004032i,-0.0034512+0.0046858i,-0.0072896+0.002913i,-0.0049802+0.00076257i,0.00084399-0.00018994i,0.0029036-0.0023031i,0.0012606-0.0051381i,0.00015006-0.0047544i,0.0018985-0.0027926i,0.0028534-0.0027395i,0.0021292-0.0029481i,0.001688-0.0026642i,0.0018503-0.0027155i,0.0016033-0.0017734i,3.7866e-05-0.00027628i,-0.0011268+0.00041933i,-0.00035605-0.00094883i,-0.00075816-0.0032574i,-0.0048169-0.0041252i,-0.0076902-0.0026024i,-0.0054957-0.00038022i
-0.0005605+0.00016193i,-0.00062991-0.002479i,0.00097665-0.0047883i,0.0046066-0.0060533i,0.0066633-0.0041511i,0.0054739-0.00062238i,0.0050417+0.00093856i,0.0068351+0.0007172i,0.0078601-0.00085009i,0.0059807-0.0013956i,0.0031997+0.00028669i,0.0013508+0.00072059i,-3.1222e-05-0.00022319i,-0.0012937-1.0673e-05i,-0.0018517+0.00050004i,-0.0014643-0.0004065i,-0.0012225-0.0014614i,-0.0024277-0.0011987i,-0.0029283+0.00099273i,-0.00047409+0.0042981i,0.0051155+0.0051692i,0.00977+0.0029675i,0.0082481+0.00029256i
-0.00099484+0.001356i,0.0020505+0.0016555i,0.0033866+0.0036778i,0.00091725+0.0043397i,-0.0029944+0.0017673i,-0.0043974-0.0012524i,-0.0031951-0.00079204i,-0.00054292+0.00081027i,0.002104+0.001585i,0.0021425+0.0016151i,0.0013602+0.00082491i,0.00152+1.8896e-05i,0.0012879-0.0011707i,0.00060828-0.0012422i,0.00043765-0.00029773i,0.00057433+0.00024498i,0.00075192+0.0012631i,0.0010799+0.0018942i,0.0016881+0.00054757i,-0.00025108-0.0024801i,-0.0052571-0.0031818i,-0.0087524-0.00068087i,-0.0069667+0.0018178i
-0.0023894+0.0016839i,-0.0015241+0.0017331i,-0.00058787+0.00017964i,0.001254-0.0022846i,0.0028706-0.0042253i,0.0014646-0.0031786i,-0.0016055+0.00020024i,-0.0018278+0.0043111i,0.00023836+0.0063119i,7.2055e-05+0.0054112i,-0.00098738+0.0039231i,-0.0012603+0.003989i,-0.00083906+0.0038461i,-0.00032702+0.0020633i,-0.00081887+0.00094039i,-0.0011518+0.00045918i,-0.0010706-0.0007187i,-0.0013286-0.0011384i,-0.00057641+0.00053513i,0.001959+0.0030421i,0.0059618+0.0027172i,0.0084275-5.206e-05i,0.0056935-0.0020276i
-0.00042636+0.00019976i,-0.0001311+0.00021056i,-0.00024049-0.001084i,-0.0013237-0.00077096i,-0.0037499+0.0015131i,-0.0042918+0.0015546i,-0.0047528+0.0019143i,-0.0059896+0.0032555i,-0.0048467+0.0033945i,-0.0024483+0.0020054i,-0.0014542-7.3775e-05i,-0.0013986-0.00010933i,-0.00020893+0.00019187i,0.00095242-0.00041913i,0.0015592-0.00065172i,0.001711+0.00043209i,0.0020989+0.0020989i,0.0024761+0.001359i,0.0012995-0.0015691i,-0.0028189-0.0038069i,-0.0081094-0.0026533i,-0.0096314+0.0013826i,-0.0063274+0.0040875i
