-0.00060246+0.00039299i,0.00011104-0.0005721i,-0.00086197-0.00029731i,-0.0010896+0.00049031i,-0.00065182+0.00068708i,-0.00033463+0.00078579i,-0.00083063+0.0016145i,-0.00029871+0.0015577i,0.0012201+0.00087421i,0.0017547+0.00074309i,0.0016669+0.00056942i,0.00089168-0.00045183i,1.1447e-05-0.00096752i,-0.00045608-0.00029931i,-0.00024655-0.00012339i,-0.00026141-9.36e-05i,-0.0010279+0.00012328i,-0.0010892+0.00069135i,-0.00036226+0.00090426i,-0.00032589+0.00048087i,-0.00017224-0.00015542i,-0.00017356-0.00016522i,-0.00049319+1.9933e-05i
0.006701+0.021174i,0.015057+0.018073i,0.02797+0.013096i,0.027171+0.0010446i,0.019302-0.011252i,0.0072133-0.015288i,-0.00032795-0.0053409i,0.00096517+0.0046808i,0.0043244+0.0076805i,0.0080383+0.005333i,0.00776+0.0013793i,0.0031995-0.00060411i,-0.0011761+0.00011724i,-0.0027154+0.0022903i,-0.0015153+0.0041111i,-0.00037142+0.005216i,-0.00035792+0.0041494i,-0.00057621+0.0014729i,0.00036829-0.00062307i,0.001193-0.0014639i,0.00086057-0.0013488i,0.00092188-0.00016239i,0.0011817+0.00068618i
-0.00021749+0.0062688i,0.0011128+0.0046845i,0.0028414+0.0059612i,0.0005149+0.0061093i,-0.0029396+0.0026247i,-0.0033751-0.0010261i,-0.00027141-0.0015984i,0.0037653-0.00069163i,0.0052731-0.00059443i,0.0045916-0.0023964i,0.0036482-0.0043529i,0.0026384-0.0053037i,0.0013308-0.0049745i,0.00070773-0.0035346i,0.001339-0.0023724i,0.0011481-0.0013295i,0.00052065-0.0013458i,0.00091769-0.0015706i,9.5411e-05-0.0013139i,-0.00069232-0.0016689i,0.00020569-0.0015939i,0.00052409-0.00055593i,0.00052282-0.00024039i
0.00069346+0.0031122i,0.0023283+0.0025679i,0.0060134+0.0062413i,0.0098677+0.010883i,0.011201+0.012175i,0.0079172+0.0076749i,0.0037382+0.00084785i,0.001332-0.0035768i,-0.00049354-0.0051407i,-0.002354-0.0042016i,-0.0040135-0.0035167i,-0.0042009-0.0038719i,-0.0038407-0.003066i,-0.0030613-0.0030825i,-0.0020991-0.0033272i,-0.0021966-0.0025078i,-0.0017338-0.001781i,-0.0013153-0.001525i,-0.001324-0.0014892i,-0.0011122-0.001235i,-0.0010233-0.00045904i,-0.00069307-0.00082078i,-0.00058681-0.0012112i
0.0011473+0.0026131i,0.0025542+0.0014407i,0.0056311-0.0013718i,0.0099271-0.0048745i,0.012679-0.0072337i,0.0079575-0.0062495i,0.00015003-0.0037656i,-0.0043759-0.0031028i,-0.0063127-0.0011798i,-0.0055716+0.0022762i,-0.0046147+0.0040935i,-0.0046811+0.0043788i,-0.0041466+0.0032664i,-0.0034691+0.002857i,-0.003111+0.0034931i,-0.0028464+0.0032843i,-0.0016752+0.002479i,-0.00084894+0.0014372i,-0.0011664+0.000701i,-0.0015781+0.00020628i,-0.00057102-0.00054101i,1.1491e-05-0.00055225i,-0.00038946-2.6139e-05i
-0.0016161-0.00046284i,-0.0028635-0.00044029i,-0.0052399-0.00095105i,-0.0072534-0.0037363i,-0.006346-0.0060109i,-0.0034951-0.0052297i,-0.002289-0.0010944i,-0.0034768+0.0035038i,-0.0031402+0.005385i,0.00039052+0.0056469i,0.0037426+0.0051615i,0.0052879+0.0039179i,0.0044453+0.0030831i,0.0033323+0.0030314i,0.0032706+0.0031228i,0.0029512+0.0028466i,0.0023481+0.0023106i,0.00092047+0.0014601i,3.4814e-05+0.00035663i,0.00012817-0.00033176i,-0.00030336-0.00080272i,-0.00016622-0.00069137i,-0.00023282-0.00022969i
0.00054764+0.0019994i,0.0018652+0.002715i,0.002297+0.0047556i,-0.00056088+0.0074888i,-0.0050187+0.0073616i,-0.004532+0.0048036i,-0.0010991+0.0039148i,0.0018154+0.004257i,0.003148+0.0039669i,0.0034881+0.0015362i,0.004223-0.0018064i,0.003757-0.0033488i,0.0024222-0.0024669i,0.0022269-0.0013762i,0.0027579-0.0015326i,0.0019771-0.0023803i,0.0022135-0.0020603i,0.0029535-0.00056949i,0.001138-0.00041553i,-0.00072974-0.00098759i,-0.001208-0.00048926i,-0.0014123-0.0004426i,-0.00080594-0.00037952i
0.0022089-0.0004148i,0.0025889+0.00013347i,0.0040723+0.0029867i,0.0056715+0.0073697i,0.0062107+0.0093595i,0.0042063+0.0063226i,0.0028274+0.0010415i,0.0040183-0.0023966i,0.0035129-0.0032686i,-0.00046069-0.0036202i,-0.0038559-0.0038246i,-0.0045413-0.0033472i,-0.0027706-0.0022803i,-0.0014997-0.0017039i,-0.0020376-0.0020587i,-0.0026853-0.0025649i,-0.0021971-0.002289i,-0.0016763-0.0011677i,-0.0014834-0.00048605i,-0.0010212-0.00075532i,-0.00046913-0.0003188i,-0.00023881+9.6961e-05i,-0.0010226-0.00079079i
-0.0013875+0.0007338i,0.00097654+0.00037906i,0.0061072-0.00049318i,0.012124-0.0019777i,0.015515-0.0024396i,0.012404-0.0023439i,0.0048876-0.0032754i,-0.0013064-0.0052228i,-0.0039279-0.0045972i,-0.004597-0.00075444i,-0.0048353+0.0026637i,-0.004534+0.0036945i,-0.0041095+0.0025222i,-0.0035369+0.0012327i,-0.0030371+0.0019103i,-0.0021614+0.003515i,-0.0016807+0.0021647i,-0.0014533+0.00023925i,-0.0012467-1.4877e-05i,-0.00081709+2.2087e-05i,-0.00031754-0.00015915i,0.00016105+8.5319e-05i,0.00012714+4.3689e-05i
-0.0011013+0.0015959i,0.00030185+0.0015573i,-0.00042084-0.00035573i,-0.002843-0.0056716i,-0.0047513-0.011141i,-0.0045794-0.010351i,-0.0040729-0.0049623i,-0.0060164+0.00018954i,-0.0067255+0.0034127i,-0.0035461+0.0039921i,1.6016e-05+0.0044074i,0.0022949+0.0040947i,0.0020661+0.0027201i,0.00058585+0.0022571i,0.00049542+0.003012i,0.0014346+0.0024219i,0.0014137+0.001303i,0.00025224+0.0018395i,-0.00075427+0.0015572i,-0.0014374-0.00017763i,-0.001418+0.00025993i,-0.00047167+0.0013778i,0.00062697+0.00023486i
-0.0011319-0.00026949i,-0.0025705+0.0015382i,-0.0047115+0.0049224i,-0.0080886+0.0086425i,-0.010818+0.0085045i,-0.0098928+0.0050751i,-0.0049711+0.0041161i,-0.0002064+0.005393i,0.0020217+0.0051654i,0.0022305+0.0020191i,0.0025339-0.00088634i,0.0034295-0.0024121i,0.002836-0.0021459i,0.0021367-0.00037398i,0.0028296-0.00014067i,0.003153-0.0011133i,0.0019567-0.00088441i,0.0009383-2.5875e-05i,0.00014793+0.00069616i,-0.00032943+0.0010043i,-0.00052489+0.00076744i,-0.00021882+0.00012961i,-1.1093e-05-0.00036259i
-0.00032881+0.00089962i,0.0013366+0.0030228i,0.0047771+0.0059308i,0.0079189+0.010831i,0.0082658+0.014638i,0.0062901+0.012334i,0.0053735+0.0056414i,0.0056139+0.00059218i,0.0048208-0.0013276i,0.0016832-0.0028939i,-0.0013073-0.0044078i,-0.002671-0.0042731i,-0.002231-0.0032213i,-6.1073e-06-0.002557i,0.00043696-0.002501i,-0.00048848-0.0022573i,-0.00082227-0.00167i,-0.00071182-0.0017988i,-0.00033097-0.0016598i,-0.0003353-0.00052248i,-8.7676e-06+0.00024211i,3.9891e-05-0.00031703i,-0.00045949-0.00023049i
-0.00013508+0.0018829i,0.00046884+0.0016393i,0.0041935-0.0010339i,0.01072-0.0064623i,0.01599-0.0091809i,0.012783-0.0080935i,0.0051889-0.0070234i,0.00091857-0.0073187i,-0.00083728-0.0065335i,-0.0024615-0.0038134i,-0.0053452-0.0016363i,-0.0060317+0.00016323i,-0.0043316+0.00030927i,-0.0032102+0.00018342i,-0.0027263+0.00086354i,-0.0030873+0.00043384i,-0.0034369+0.00074399i,-0.0028326+0.00091492i,-0.0018946+0.00034924i,-0.00066635+0.00016984i,8.9529e-05+0.00020117i,0.00015025+0.00064889i,6.2245e-05+0.0012529i
-0.00097316-0.0019254i,-0.0018672-0.0020761i,-0.0041728-0.0041994i,-0.0075254-0.010053i,-0.0080435-0.014295i,-0.0047149-0.011128i,-0.0028491-0.0045972i,-0.0050569-0.00037865i,-0.0071678+0.001532i,-0.0051722+0.0034036i,-0.0011999+0.0050088i,0.0012636+0.0047197i,0.0013878+0.0037646i,0.00077212+0.002884i,0.0010686+0.0022914i,0.0021554+0.0022418i,0.0028506+0.001586i,0.0013412+0.00029115i,-0.00029684-6.5144e-05i,-0.00035064-1.4527e-05i,4.0062e-05-0.001171i,0.00030117-0.0012128i,0.00033751-0.00063426i
0.00029099+0.00059238i,9.482e-05+0.0024165i,-0.0032587+0.0063129i,-0.0096962+0.011099i,-0.013921+0.011936i,-0.010708+0.0071334i,-0.0039602+0.0039088i,-0.00057318+0.0056697i,0.00069261+0.0071781i,0.0030643+0.0053566i,0.005277+0.002113i,0.0054945-0.00067891i,0.0034739-0.0012651i,0.002224-0.00054953i,0.002801-0.00092529i,0.0029374-0.0020435i,0.0018427-0.0026632i,0.001146-0.0028831i,0.00045881-0.0025259i,-0.00018685-0.001419i,-0.00013245-0.00036631i,0.00012538-0.00088325i,-4.6286e-05-0.0012074i
0.0021066-0.0010538i,0.001664-0.0017957i,0.0053312+0.0016272i,0.01013+0.0087589i,0.010661+0.013908i,0.0065017+0.011708i,0.0037741+0.005836i,0.0042842+0.0023485i,0.0057125+0.00023251i,0.0055354-0.0024735i,0.0033397-0.0042684i,0.0016701-0.0037788i,0.0014911-0.0021043i,0.0012509-0.0013691i,0.0004578-0.0014673i,-0.00024438-0.0021697i,-0.00055807-0.0019453i,-0.00065763-0.0013149i,-0.00051253-0.00046158i,0.00011462+3.5769e-05i,0.0001828-0.00043153i,-0.00070773-0.00034337i,-0.0016046+0.00024446i
-0.0012799+0.0024287i,0.00022306+0.0021294i,0.0045874+0.00086574i,0.012644-0.0036992i,0.017793-0.0067784i,0.013135-0.0040281i,0.0047952-0.00092299i,-0.00019078-0.00099421i,-0.0020114-0.0026842i,-0.0028701-0.0030623i,-0.0037875-0.0012508i,-0.0036664+0.00017061i,-0.0020671-0.00049808i,-0.0010217-0.00065337i,-0.0012782+0.00071359i,-0.0012731+0.0015263i,-0.0004473+0.00197i,0.00029766+0.0019241i,0.00065102+0.00075016i,0.00028155-0.00032107i,-0.0001341+0.0004118i,3.0542e-05+0.0016464i,0.0002996+0.0017247i
0.0010012-5.4619e-06i,-0.0014296-0.000734i,-0.0052588-0.0044896i,-0.010097-0.012393i,-0.010249-0.017546i,-0.0055866-0.01297i,-0.0030269-0.0053279i,-0.005586-0.0018057i,-0.0091599+4.8967e-05i,-0.0084655+0.0028713i,-0.0046112+0.0053446i,-0.0016361+0.0046934i,-0.0016888+0.0028714i,-0.0016187+0.0019668i,0.00033187+0.0015879i,0.0014774+0.0019255i,0.0016125+0.0021514i,0.0019536+0.00075962i,0.0021403-0.00097254i,0.0020718-0.0014081i,0.0016987-0.0011535i,0.0012606-0.0013448i,0.0018283-0.00096543i
-0.0003833-0.00052551i,-0.0022255+0.0010894i,-0.0068874+0.0064138i,-0.01376+0.011521i,-0.017281+0.012915i,-0.012869+0.0072018i,-0.0062858+0.0011222i,-0.0041096+0.0011183i,-0.0035843+0.0050208i,-0.0017543+0.0071024i,0.0003932+0.0056625i,0.0010908+0.0032543i,0.00043984+0.0020385i,0.00033293+0.0019399i,0.0014619+0.0011672i,0.0016064+9.6421e-05i,0.00085347-0.00034526i,0.00023762-0.00049757i,0.00066646+8.2962e-05i,-0.0001036+0.00061351i,-0.0017136+6.8143e-05i,-0.0019637-0.00044633i,-0.0015944-0.00041427i
0.0017201+0.0020167i,0.0037594+0.004314i,0.009686+0.010166i,0.016396+0.016283i,0.016329+0.017767i,0.0089213+0.011401i,0.0024452+0.002635i,0.002131-0.0010246i,0.0050712-0.0012148i,0.0060181-0.0022i,0.0045281-0.0027283i,0.0023738-0.0016402i,0.0008154-9.6177e-05i,0.00048528+0.00086683i,0.00027212+0.00080138i,-0.00068686+0.00053203i,-0.0016172-1.8165e-05i,-0.0022071-0.00013954i,-0.0022621+0.001309i,-0.0013676+0.0018886i,-0.00075568+0.0013567i,-0.0014719+0.00071387i,-0.0025784+0.00012917i
5.8536e-05-0.00023997i,0.0012313-0.0027914i,0.0053515-0.0065776i,0.013469-0.010457i,0.019573-0.011493i,0.016046-0.0073131i,0.007953-0.0033656i,0.0029971-0.0041111i,0.00045981-0.0080378i,-0.001722-0.010021i,-0.0038486-0.0079419i,-0.0021847-0.0046662i,0.00022073-0.0032142i,0.00038017-0.0022576i,-0.00015617-7.692e-05i,-0.001216+0.00091104i,-0.0021018+0.001053i,-0.0021+0.0013727i,-0.0011143+0.0015111i,-0.00080855+0.0010589i,-0.00074084+0.00019613i,0.00046758-0.00016021i,0.001152-0.00053269i
-0.0035432+0.00049423i,-0.0040798+0.0016914i,-0.0063671-0.0010204i,-0.010386-0.0087222i,-0.010215-0.015199i,-0.0040019-0.011883i,0.0012236-0.0025518i,0.00098675+0.0014429i,-0.0035956+0.00099649i,-0.0069762+0.00060649i,-0.0063546+0.0010973i,-0.0045604+0.00015651i,-0.0038219-0.0017775i,-0.0036533-0.0020925i,-0.0017366-0.0010561i,0.00038482+5.2955e-05i,0.00075982-0.00044923i,0.00048644-0.0014589i,0.00059267-0.0013213i,0.00045188-0.00079365i,0.000181-0.00089207i,0.00023625-0.0015433i,0.0004752-0.0014202i
-0.0024566-0.00075116i,-0.0032401+0.0023275i,-0.0090531+0.0089105i,-0.017593+0.013778i,-0.019719+0.013673i,-0.011088+0.008176i,-0.00067448+0.0030174i,0.0029202+0.003214i,0.0015019+0.0064863i,0.0016169+0.0087676i,0.0034262+0.007232i,0.0025344+0.0033295i,0.0012444+0.0012375i,0.0013269+0.00096901i,0.00050851+4.1203e-05i,-0.00023367-0.0010229i,0.00020473-0.0019438i,0.00073658-0.0019219i,-0.00015554-0.0011164i,-0.0017303-0.00019801i,-0.0014654+7.4078e-05i,0.00025792+0.00017106i,0.00070212+0.00039567i
0.00033462-0.00053109i,0.0019029+0.0015042i,0.0047842+0.0074326i,0.01053+0.01766i,0.013729+0.023364i,0.0085724+0.016793i,0.0016308+0.0061902i,0.00027874+0.0019072i,0.0040084+0.0012649i,0.0080006-0.00028623i,0.0085652-0.0019782i,0.0054792-0.0017599i,0.0039888-0.00054208i,0.0032612-0.00040769i,0.00089695-0.00064812i,-0.00085562-0.00076475i,-0.0012147-0.0015052i,-0.0018361-0.0019883i,-0.0027146-0.0013104i,-0.0025559-0.00032846i,-0.0012355-1.9915e-05i,-0.00040606-0.00024301i,-0.00063807+0.00028607i
-0.00023622+0.00067488i,0.0010917-0.00093722i,0.0074532-0.0049402i,0.017979-0.012189i,0.023484-0.015099i,0.015586-0.0093276i,0.0021881-0.001474i,-0.0052917+0.0014191i,-0.0056849-0.0014978i,-0.0035887-0.0051199i,-0.0029894-0.0055728i,-0.0019192-0.0039059i,0.0001209-0.0022721i,0.0004659-0.0015192i,0.00085674-0.00092295i,0.0013996+0.0003586i,0.0018703+0.0010273i,0.0028455-0.00033949i,0.003509-0.0013035i,0.003692-0.0007742i,0.0029095-0.00022278i,0.0016284+0.00046404i,0.00043508+0.0013243i
0.0020193+0.00048561i,0.0013112-0.00097523i,-0.0018922-0.0068649i,-0.0078378-0.016484i,-0.012001-0.021621i,-0.0092463-0.015172i,-0.0049134-0.003038i,-0.0051419+0.0041876i,-0.0080985+0.0049509i,-0.0088827+0.0046372i,-0.0060967+0.0047996i,-0.0027297+0.0040093i,-0.0013621+0.0022978i,-0.00058369+0.0015067i,0.00027663+0.0013153i,0.001121+0.00073303i,0.0020214+0.00038582i,0.0034618+0.00040809i,0.0036898+0.00025167i,0.0024069-0.00065329i,0.00085391-0.0019263i,-0.00071875-0.0027153i,-0.00051454-0.0023053i
-0.00017368-0.0013818i,-0.0022717+0.0009534i,-0.0081023+0.0051103i,-0.017054+0.011567i,-0.021905+0.015245i,-0.01457+0.010516i,-0.0024498+0.0020711i,0.0016407-0.00086307i,0.00025795+0.0031176i,4.576e-05+0.0092633i,0.0020829+0.010379i,0.0031297+0.0069482i,0.0016052+0.0046865i,0.00078608+0.0036007i,0.0010448+0.0019362i,0.00047596+0.00011253i,-0.00018353-0.00081056i,-0.00083311-0.0010065i,-0.0024401-0.00096861i,-0.0042141-0.00084587i,-0.0038397-0.00050462i,-0.0025939-0.00015611i,-0.0023738-0.00086227i
0.00089274+0.0010275i,0.0020573+0.0026063i,0.0066833+0.010755i,0.014598+0.021183i,0.019091+0.024653i,0.013431+0.015367i,0.0041051-0.00093756i,0.0004809-0.0097009i,0.0021604-0.0090037i,0.0052655-0.0057228i,0.00576-0.0029969i,0.0035975-0.0014181i,0.0018011-0.00053271i,0.0017495+3.8932e-05i,0.0016483+0.00064411i,0.00072157+0.0014003i,-0.00047595+0.001514i,-0.00093505+0.00062204i,-0.00080797+0.00056888i,4.605e-05+0.002099i,0.0011378+0.0030858i,0.0015752+0.0019884i,0.0014632+0.0012099i
0.003879+0.002097i,0.0058153+6.7608e-05i,0.012411-0.0044672i,0.022445-0.012359i,0.026748-0.017937i,0.017659-0.014163i,0.0021137-0.0070988i,-0.0058957-0.0056821i,-0.0063507-0.0086655i,-0.0065036-0.010446i,-0.0071841-0.0086766i,-0.0059124-0.0053407i,-0.0037983-0.0028962i,-0.0026991-0.001713i,-0.001954+4.4174e-06i,-0.00045722+0.0021326i,0.0012115+0.0029843i,0.0023541+0.0028758i,0.0028609+0.0023795i,0.0027959+0.0016214i,0.0023974+0.00045883i,0.0013802-0.0010422i,0.00085071-0.0017467i
-0.0028517-0.0021101i,-0.0059416-0.0021542i,-0.011424-0.0059195i,-0.015685-0.014099i,-0.017083-0.019033i,-0.011127-0.012317i,-0.002055+0.00076369i,6.2689e-05+0.0080349i,-0.0048167+0.0074311i,-0.01007+0.0039888i,-0.011219+0.0025241i,-0.0088092+0.0030679i,-0.0059418+0.002428i,-0.0035273+0.0017842i,-0.0013543+0.0017452i,-0.00053512+0.0010678i,-0.00081892+0.00019249i,-0.0014065+0.00035946i,-0.0021681-1.7737e-05i,-0.0020941-0.0015219i,-0.0016216-0.0013974i,-0.0016509-0.00031402i,-0.0014938+0.00043322i
-0.0008368+0.001472i,-0.0017683+0.0022959i,-0.0072936+0.0069222i,-0.016771+0.015253i,-0.020319+0.02088i,-0.011181+0.016795i,0.0044096+0.0083391i,0.012065+0.0043107i,0.01143+0.0062479i,0.0084029+0.0086457i,0.0056928+0.0081166i,0.0036043+0.005683i,0.0022512+0.0031985i,0.0019574+0.0023238i,0.00070959+0.00092146i,-0.0009049-0.0018574i,-0.0016329-0.0032211i,-0.0028085-0.0037695i,-0.0033969-0.004052i,-0.0023651-0.0027256i,-0.001485-0.00033025i,-0.00086926+0.0013344i,9.002e-05+0.00085914i
0.0028076-0.0010366i,0.0031635+0.0018835i,0.0056817+0.0099466i,0.012168+0.020265i,0.017286+0.023459i,0.014033+0.014152i,0.0058377-0.00045178i,0.0029503-0.0078978i,0.006548-0.0081235i,0.0098786-0.0070583i,0.010179-0.0062522i,0.0080434-0.0044613i,0.0054047-0.0026018i,0.0036261-0.0017686i,0.00097213-0.0012962i,-0.0012845-0.00078431i,-0.00046921-0.00032956i,0.0020117-0.00086672i,0.0025951-0.00062505i,0.0014831+0.00094643i,0.00034778+0.0013794i,-0.00038881+0.00077326i,-0.00038021+0.00026996i
-0.00034689+0.0028062i,0.0033018+0.0012237i,0.011311-0.0027727i,0.022215-0.010585i,0.02801-0.018315i,0.018168-0.016822i,-0.0017959-0.0076033i,-0.012677-0.0021443i,-0.011427-0.0036519i,-0.0074882-0.0077941i,-0.0040289-0.010091i,-0.0023344-0.0093398i,-0.0027175-0.0072379i,-0.0033607-0.0047351i,-0.0033102-0.0024625i,-0.0028793-0.0006429i,-0.0023633+0.00094153i,-0.0024254+0.0020071i,-0.0032725+0.0023013i,-0.0032452+0.0012432i,-0.0021085-0.00035203i,-0.00028336-0.0002994i,0.00049101+0.00084299i
-0.0015069-0.0020053i,-0.0030139-0.0042723i,-0.0068787-0.011159i,-0.013937-0.022568i,-0.02105-0.026644i,-0.020689-0.015105i,-0.01253+0.0030387i,-0.0069162+0.013557i,-0.008656+0.013648i,-0.011167+0.010279i,-0.0097411+0.0065518i,-0.0076268+0.0032968i,-0.0059675+0.0011622i,-0.0033848+0.00056614i,-0.00026112-0.0005907i,0.0012857-0.002489i,0.0012096-0.0031787i,0.00015369-0.0035242i,-0.001395-0.0046162i,-0.00131-0.0059923i,-0.00050711-0.0060054i,-0.00040296-0.0044663i,0.00047644-0.0029486i
-0.0033586+0.0019195i,-0.0066344+0.0032522i,-0.012378+0.006662i,-0.02042+0.014497i,-0.022679+0.02213i,-0.012047+0.021953i,0.0034528+0.014439i,0.010723+0.0085285i,0.0092343+0.0092062i,0.0069107+0.012522i,0.0053584+0.013342i,0.0036481+0.01026i,0.0021288+0.0064088i,0.002313+0.003318i,0.0030939+0.00083224i,0.0028456-0.0010848i,0.003111-0.0020483i,0.0045963-0.0023221i,0.0044258-0.0017893i,0.001683+0.00011225i,-0.00045813+0.0012242i,-0.0016442+0.0014132i,-0.0021155+0.0016849i
0.0038118+0.0049228i,0.0064138+0.0064041i,0.012148+0.012226i,0.021177+0.020183i,0.030002+0.022189i,0.028533+0.010507i,0.018426-0.0075422i,0.0101-0.015239i,0.0082545-0.012365i,0.0090662-0.0074738i,0.0088014-0.003327i,0.0081321-0.0013748i,0.0063058-0.0013112i,0.0039309-0.00081211i,0.0022904+0.00021161i,0.001348+0.0010318i,0.00063353+0.0011145i,0.00061907+0.0024191i,0.00038102+0.0044358i,-0.00059853+0.0043716i,0.00061323+0.0028678i,0.0022611+0.0023123i,0.002318+0.0017737i
1.8821e-05-0.0017372i,0.0017403-0.0025413i,0.007364-0.0051155i,0.01761-0.011143i,0.024141-0.020551i,0.015646-0.023751i,-0.0037034-0.018452i,-0.015914-0.012189i,-0.015634-0.0094341i,-0.011506-0.0099711i,-0.0066071-0.0096857i,-0.00088617-0.0076047i,0.0017312-0.0051344i,0.00094251-0.001824i,0.00055579+0.00058154i,0.00086054+0.00051886i,-0.0003339+0.00064034i,-0.0025938+0.000994i,-0.0030286-0.00017235i,-0.0011034-0.0016348i,0.00036985-0.0030691i,0.00054073-0.0039403i,0.00061892-0.0038644i
-0.0014507+0.00094402i,0.00059125-0.00017342i,0.0026468-0.006512i,-0.0021983-0.015939i,-0.014675-0.019907i,-0.022909-0.012047i,-0.021228+0.0059572i,-0.016587+0.017406i,-0.013833+0.014913i,-0.013202+0.0094291i,-0.011144+0.0059945i,-0.0080369+0.0031541i,-0.005305+0.0012554i,-0.0022327+0.0019616i,-8.9008e-05+0.0036771i,0.0010462+0.0026282i,0.0015542+0.00037099i,0.0012585-0.0018098i,0.0013502-0.0031709i,0.0016719-0.0033479i,0.00077106-0.0022569i,-0.0007072-0.0010643i,-0.00143-0.00063764i
3.2103e-05-0.0031183i,-0.003012-0.0041668i,-0.010919-0.00065348i,-0.019708+0.0092697i,-0.023069+0.022964i,-0.012754+0.030631i,0.0056555+0.02608i,0.013184+0.016876i,0.01063+0.01104i,0.006067+0.0092985i,0.001356+0.0087523i,-0.0016083+0.0072783i,-0.0020249+0.004696i,-0.00044293+0.0023774i,8.0505e-05+0.0014004i,-0.001163+0.0019636i,-6.4884e-05+0.0035374i,0.0014077+0.004863i,0.00041089+0.0060229i,-0.0013093+0.0061026i,-0.0017756+0.0047344i,-0.00074413+0.0027952i,0.00063711+0.0022874i
-0.0016246+0.0005207i,-0.0031471+0.0049168i,-0.0034777+0.01522i,0.0046403+0.028021i,0.021209+0.033388i,0.030498+0.019934i,0.024818-0.0044785i,0.015859-0.01808i,0.010114-0.016867i,0.0074635-0.011212i,0.0057912-0.0060329i,0.0033022-0.001849i,0.00036646+0.00013052i,-0.0022463-0.00033215i,-0.003904-0.0012214i,-0.0040454-0.0016387i,-0.0037466-0.0019582i,-0.0048526-0.0014585i,-0.0053241-8.3504e-05i,-0.0040469+5.1825e-05i,-0.0022421-0.00069964i,-0.00089291-0.0013286i,9.8329e-06-0.0013073i
0.00079841+0.0027298i,0.003796+0.005282i,0.010579+0.0079951i,0.019817+0.0028533i,0.023725-0.016452i,0.015086-0.031708i,-0.002555-0.031439i,-0.015134-0.023977i,-0.014383-0.016815i,-0.0091636-0.012364i,-0.0056397-0.0093393i,-0.0035393-0.0070338i,-0.0023361-0.0036404i,-0.002396+0.00015942i,-0.0029915+0.0020273i,-0.0023153+0.0010485i,-0.0011368-0.0020399i,-7.291e-05-0.0060429i,0.0020747-0.0078626i,0.0039103-0.0063596i,0.0043957-0.0034753i,0.0034946-0.0015946i,0.0022766-0.00048519i
0.0010352-0.00029578i,0.0032476-0.002394i,0.0040393-0.0076051i,-0.0041774-0.016625i,-0.023105-0.021603i,-0.035762-0.015836i,-0.03124-0.00073364i,-0.01962+0.010457i,-0.011711+0.010889i,-0.0088549+0.0066098i,-0.0067413+0.0020496i,-0.0036437-0.00037634i,-0.0016699-0.00085101i,0.00024672-6.4406e-05i,0.0014875+5.5862e-05i,0.001148+0.0001227i,0.0013442+0.0023464i,0.0033326+0.0037288i,0.0039758+0.0026703i,0.0019965+0.001254i,0.00040305+0.00071221i,-0.00034796-0.00060732i,-0.00092447-0.0020569i
-0.0036998-0.0046135i,-0.0090649-0.0052832i,-0.018189-0.0055283i,-0.026793+0.0013495i,-0.027463+0.019289i,-0.013152+0.034029i,0.0089576+0.032269i,0.019575+0.021358i,0.015981+0.012238i,0.0094686+0.007488i,0.0051537+0.0049048i,0.0026426+0.0014894i,0.001401-0.0022872i,0.0017443-0.0048252i,0.0024621-0.0065498i,0.0012688-0.0061136i,-0.00053891-0.0032616i,-0.0030407-0.00083573i,-0.0055249+0.00035563i,-0.0065306+0.00048028i,-0.0058044+0.0001588i,-0.0048974+3.4103e-05i,-0.0042219+0.00029752i
-0.00025041+0.0011849i,-0.0043498+0.0043585i,-0.0088669+0.0077231i,-0.0039118+0.012229i,0.017028+0.016478i,0.035587+0.01136i,0.036521-0.0041699i,0.028558-0.014644i,0.017674-0.013254i,0.0088787-0.0076448i,0.005539-0.0046744i,0.0032352-0.0030103i,0.00057336-0.0015643i,-3.534e-05-0.0016913i,0.0010075-0.0018577i,0.001788-0.0021148i,0.0015575-0.0043947i,0.00041649-0.0071231i,-9.49e-05-0.0072429i,0.00041796-0.0040473i,0.001088-0.00098481i,0.0012464-1.0064e-05i,0.001822+0.0002682i
0.00039154+0.00038434i,0.0029615+0.003924i,0.0095271+0.0088168i,0.01755+0.0029696i,0.021723-0.019208i,0.016132-0.034379i,0.0010026-0.029296i,-0.011006-0.017736i,-0.011845-0.0082932i,-0.0078533-0.0032043i,-0.0036395-0.0019078i,-0.0012171-0.0013688i,-0.00038304-0.00037362i,0.00063219+0.0024391i,0.0010233+0.0053348i,0.0013827+0.0049304i,0.0021974+0.0032572i,0.0045858+0.0030562i,0.0072915+0.0031601i,0.0065325+0.0021736i,0.0040207+0.0002797i,0.002547-0.0015737i,0.0021461-0.0029617i
-0.0030417-0.0015334i,0.0020807-0.00098651i,0.0099389-0.0053418i,0.0094876-0.013347i,-0.008671-0.014673i,-0.028967-0.0068694i,-0.032951+0.010403i,-0.023981+0.024499i,-0.014556+0.023228i,-0.0075601+0.015125i,-0.0028288+0.009215i,0.0003426+0.0055791i,0.0026819+0.0033125i,0.0033442+0.0035878i,0.0024189+0.0040008i,0.00024934+0.0030363i,-0.0016585+0.0030348i,-0.0038467+0.0038242i,-0.0054281+0.0024769i,-0.0057045+0.00073863i,-0.0052996-0.00019636i,-0.0041909-0.00030709i,-0.0030269+0.00057956i
