-0.0035328+0.0006811i,-0.0019195+0.0016301i,-0.0010928+0.0020851i,0.00098994+0.0024306i,0.001226+0.0030135i,0.0010058+0.0023013i,0.0014676+0.0015923i,0.00090661+0.0018188i,0.00045569+0.0017194i,0.00064532+0.00073978i,0.00052911-0.0010096i,0.00027055-0.0011266i,0.00020977-0.00059759i,0.00014083-0.00062661i,3.7418e-05+0.00037388i,-0.00017369+0.00011897i,-3.9812e-05-0.00029996i,0.0004183+0.00018345i,0.00053356-3.351e-05i,0.00032107-0.00059967i,0.00061014-0.00060131i,0.00045242+0.00014304i,0.00023171+0.00060627i
0.10524-0.2015i,0.19963-0.39988i,0.30955-0.61163i,0.33214-0.71636i,0.21081-0.61138i,0.081812-0.39639i,0.0021676-0.20694i,-0.066242-0.082772i,-0.092658-0.0053987i,-0.081086+0.030827i,-0.053996+0.057189i,0.00020305+0.09135i,0.051233+0.092643i,0.05304+0.056803i,0.019062+0.02989i,-0.0049822+0.02332i,-0.016123+0.0095411i,-0.035362-0.014006i,-0.055029-0.019659i,-0.051939-0.010835i,-0.030472-0.009442i,-0.015476-0.0094588i,-0.011677-0.0025131i
-0.10846+0.23066i,-0.29439+0.43112i,-0.4989+0.57584i,-0.52572+0.54805i,-0.38206+0.34451i,-0.23746+0.12354i,-0.15075+0.038969i,-0.078911+0.04905i,-0.042354+0.052185i,-0.02812+0.042007i,-0.0090863+0.0090026i,-0.012728-0.036439i,-0.026137-0.053462i,-0.019915-0.039063i,0.00042357-0.0095238i,0.022463+0.020091i,0.040803+0.046064i,0.058781+0.062189i,0.067526+0.047558i,0.052664+0.01839i,0.028129+0.0052692i,0.016358+0.002319i,0.016536-0.0023617i
-0.11153-0.19411i,-0.15355-0.31278i,-0.023119-0.25005i,0.25433-0.069543i,0.41873+0.017749i,0.33001+0.032832i,0.16182+0.034937i,0.082479+0.010383i,0.067259-0.023774i,0.044831-0.044294i,0.0031603-0.04494i,-0.025927-0.028508i,-0.028329-3.7161e-05i,-0.0027287+0.020569i,0.031038-0.0050046i,0.038492-0.060867i,0.027676-0.086932i,0.016067-0.066489i,0.010136-0.030065i,0.015657-0.0071028i,0.016452-0.00036132i,0.0041999-0.0041666i,-0.012568-0.014607i
0.16291-0.066238i,0.20077-0.22951i,-0.011914-0.40645i,-0.28164-0.32866i,-0.22804-0.077783i,0.035283-0.026983i,0.1515-0.12334i,0.087762-0.13352i,-0.012933-0.078746i,-0.067646-0.030736i,-0.064681-0.004164i,-0.058886+6.0727e-05i,-0.065198+0.0079706i,-0.062556+0.017311i,-0.070817+0.015575i,-0.089706+0.02065i,-0.080759+0.025373i,-0.044512+0.0060642i,-0.016194-0.020358i,-0.0057465-0.02911i,-0.00086038-0.024796i,0.0010148-0.014081i,-0.0010354+0.0036021i
-0.10285+0.11384i,-0.041289+0.26097i,0.22655+0.31195i,0.37971+0.13768i,0.15334-0.062775i,-0.16084-0.033563i,-0.23621+0.12832i,-0.14901+0.19321i,-0.05929+0.16915i,0.0073285+0.13245i,0.059096+0.096731i,0.090767+0.070417i,0.094478+0.037339i,0.070896+0.0046043i,0.054544+0.01227i,0.062345+0.035808i,0.055744+0.040717i,0.033738+0.037545i,0.02438+0.037196i,0.01871+0.037177i,0.015142+0.029414i,0.016266+0.013748i,0.013378-0.00018459i
0.19155-0.15928i,0.32027-0.32696i,0.31824-0.41217i,0.19007-0.30033i,0.13546-0.060761i,0.20565+0.086953i,0.21227+0.031054i,0.105-0.06734i,0.034858-0.078765i,0.045291-0.068664i,0.045028-0.083149i,0.014562-0.09369i,-0.016298-0.079822i,-0.028602-0.048091i,-0.0062198-0.035203i,0.02473-0.061993i,0.025007-0.090196i,-0.0014094-0.090583i,-0.031116-0.069815i,-0.038598-0.038233i,-0.020901-0.012572i,-0.00053044-0.0025805i,0.016735-0.0040039i
-0.015897+0.3263i,0.0038979+0.66346i,0.048376+0.86049i,0.074779+0.64974i,0.0217+0.18155i,-0.07155-0.11908i,-0.086277-0.12902i,-0.02421-0.048394i,-0.0092995-0.031283i,-0.069647-0.032047i,-0.11499+0.0061816i,-0.10147+0.039345i,-0.060613+0.031722i,-0.028678-0.0018516i,-0.030373-0.032203i,-0.051851-0.030764i,-0.056652-0.0067839i,-0.039483+0.023921i,-0.014643+0.042167i,-0.0040947+0.029852i,-0.015077+0.0091377i,-0.033922-0.0015912i,-0.052022-0.001837i
-0.13298-0.22214i,-0.28868-0.401i,-0.35731-0.48457i,-0.2365-0.41281i,-0.06734-0.28789i,-0.04055-0.20113i,-0.10914-0.11377i,-0.10746-0.026959i,-0.046867+0.0084659i,-0.010639+0.032118i,0.017948+0.059345i,0.038622+0.058427i,0.036593+0.050685i,0.033783+0.053297i,0.021886+0.056217i,0.0016061+0.060384i,-0.00033395+0.049532i,0.0023664+0.015665i,-0.0051413-0.013628i,-0.012866-0.017994i,-0.013981-0.0048451i,-0.0019342+0.0071414i,0.015638+0.0056219i
0.094513+0.11036i,0.094786+0.22774i,-0.010952+0.36459i,-0.085507+0.45633i,-0.024716+0.42633i,0.058126+0.3082i,0.1087+0.19193i,0.12131+0.084685i,0.0861+0.0070463i,0.051224-0.027931i,0.038653-0.052223i,0.028557-0.063224i,0.015555-0.055541i,-0.0019426-0.035008i,0.010792+0.0033419i,0.069969+0.033072i,0.11872+0.033026i,0.11785+0.014795i,0.077766+0.00095919i,0.032813+0.0053535i,0.015617+0.013733i,0.013934+0.010154i,0.0029215+0.0029771i
-0.20919-0.066199i,-0.3483-0.16749i,-0.34786-0.30584i,-0.19207-0.34612i,0.010573-0.24551i,0.13072-0.13738i,0.089054-0.05446i,0.0034901+0.029498i,-0.0033616+0.051506i,0.0019533-0.016884i,-0.032047-0.0741i,-0.05321-0.072815i,-0.040639-0.05314i,-0.0099058-0.041537i,0.0085719-0.063929i,-0.018665-0.11522i,-0.066148-0.13955i,-0.078191-0.12136i,-0.051035-0.085997i,-0.013847-0.057223i,0.011086-0.04387i,0.017561-0.035477i,0.019153-0.025472i
0.1173-0.10773i,0.14325-0.17817i,0.092564-0.11524i,0.044697+0.046861i,0.05822+0.10906i,0.078366+0.013909i,0.041397-0.091175i,-0.015439-0.10584i,-0.063501-0.058014i,-0.085976+0.010014i,-0.075131+0.065375i,-0.055214+0.082072i,-0.052265+0.063652i,-0.065529+0.042806i,-0.079258+0.050148i,-0.071709+0.094459i,-0.036799+0.14127i,0.0013099+0.14676i,0.018342+0.10131i,0.0068725+0.041316i,-0.020811+0.0099863i,-0.035881+0.0064944i,-0.031208+0.0057334i
0.010686+0.13546i,0.12436+0.2115i,0.26787+0.14108i,0.2276-0.036862i,-0.0064574-0.11223i,-0.16402-0.030531i,-0.16677+0.036789i,-0.11712+0.054076i,-0.047191+0.058618i,0.021309+0.048488i,0.062655+0.029902i,0.073308+0.014597i,0.072303+0.010439i,0.068663+0.0051755i,0.05751-0.005563i,0.048517-0.014006i,0.049408-0.025784i,0.048335-0.039081i,0.034576-0.0438i,0.019428-0.036844i,0.015757-0.020426i,0.016318-0.00099727i,0.017044+0.015807i
-0.038766-0.1166i,-0.14833-0.17087i,-0.29522-0.092399i,-0.28064+0.066454i,-0.069202+0.13126i,0.072725+0.08115i,0.074562+0.026221i,0.049492-0.012047i,0.043062-0.045643i,0.043856-0.064668i,0.034988-0.069946i,0.020489-0.060746i,0.011872-0.038209i,0.0092875-0.015702i,0.013798-0.0027204i,0.024873+0.0031471i,0.031269+0.012388i,0.028395+0.027553i,0.025352+0.037261i,0.020882+0.034289i,0.0136+0.022811i,0.010051+0.004119i,0.0054228-0.012884i
0.14035+0.15432i,0.34283+0.23803i,0.49131+0.17074i,0.3805+0.00093478i,0.11888-0.064704i,-0.0010635-0.019162i,0.030637+0.00063684i,0.045473-0.022955i,0.010069-0.029768i,-0.027859-0.019696i,-0.046768-0.0095275i,-0.043455-0.0012533i,-0.028672-0.0018864i,-0.018236-0.013386i,-0.022684-0.030409i,-0.044535-0.049089i,-0.067734-0.057914i,-0.065988-0.054116i,-0.039784-0.044548i,-0.010643-0.033384i,0.0024877-0.029128i,-0.0064245-0.025243i,-0.018551-0.01163i
-0.20232-0.10523i,-0.4702-0.15636i,-0.64091-0.098338i,-0.47541+0.0073623i,-0.13909+0.011838i,0.026079-0.045699i,0.0042349-0.012082i,-0.0027115+0.075094i,0.035682+0.087587i,0.040368+0.047626i,0.026218+0.030314i,0.020206+0.029979i,0.0088036+0.024695i,-0.0042184+0.025566i,-0.012346+0.043585i,-0.015712+0.082432i,-0.011046+0.12362i,-0.0041796+0.13169i,-0.0019011+0.099518i,-0.0037515+0.059455i,-0.0046588+0.039866i,-0.00091481+0.028552i,-0.0041322+0.012989i
0.17727+0.023775i,0.38838-0.014564i,0.50624-0.1152i,0.36325-0.14882i,0.11482-0.023323i,0.025971+0.1031i,0.048831+0.072007i,0.017637-0.017156i,-0.030731-0.022188i,-0.013512+0.013281i,0.015381+0.00523i,0.010546-0.01548i,0.0013663-0.012207i,0.0035989+0.0012977i,0.020952+0.004765i,0.047562-0.022415i,0.055482-0.063341i,0.036968-0.073978i,0.011658-0.046529i,0.0011705-0.016447i,0.005393-0.0066549i,0.013042-0.0018866i,0.022124+0.0051159i
-0.20984+0.010615i,-0.44017+0.049982i,-0.53259+0.12245i,-0.33121+0.12042i,-0.042243-0.032287i,0.038338-0.18694i,-0.038354-0.15887i,-0.055348-0.02996i,-0.0072244+0.022654i,0.001971-0.0077033i,-0.024431-0.022506i,-0.034711-0.0075753i,-0.022645-0.005396i,-0.0070247-0.024873i,-0.011948-0.044002i,-0.039781-0.03231i,-0.058969+0.00046133i,-0.050611+0.022741i,-0.023562+0.02173i,-0.0040896+0.0079229i,-0.0055693+0.00073957i,-0.013904-0.0064141i,-0.020607-0.019224i
0.1924-0.052092i,0.40672-0.13105i,0.51939-0.20046i,0.36141-0.16184i,0.078639+0.00599i,-0.050637+0.15349i,-0.037417+0.11937i,-0.03994-0.0024013i,-0.063174-0.037904i,-0.040521+0.0080641i,0.0033653+0.033553i,0.016364+0.020601i,0.0042962+0.015328i,-0.0059299+0.024591i,-0.0044677+0.019283i,-0.00041133-0.011986i,-0.0056897-0.047322i,-0.014659-0.062122i,-0.018666-0.053448i,-0.015423-0.035199i,-0.011937-0.021195i,-0.011571-0.0054978i,-0.0079272+0.010385i
-0.1547+0.0999i,-0.30821+0.23447i,-0.37255+0.34844i,-0.23586+0.29409i,-0.042742+0.065949i,0.034367-0.13161i,0.0345-0.14475i,0.041853-0.061937i,0.046073-0.0267i,0.016074-0.036886i,-0.012036-0.029227i,-0.011734-0.010558i,-0.0054141-0.0035756i,-0.010998-0.0035216i,-0.026746+0.0052029i,-0.034288+0.03207i,-0.022028+0.057997i,-0.0034553+0.059415i,0.0059737+0.038779i,0.0089654+0.017202i,0.01423+0.0037908i,0.01523-0.0083462i,0.0071761-0.011702i
0.13861-0.091186i,0.28539-0.19472i,0.32564-0.25994i,0.17339-0.18259i,0.0094755+0.013183i,-0.034006+0.16214i,-0.016474+0.16323i,-0.0069167+0.089489i,-0.005869+0.047343i,0.007239+0.036094i,0.023596+0.014881i,0.027735-0.0041223i,0.028497-0.00045596i,0.038349+0.012117i,0.05527+0.0061048i,0.064554-0.027624i,0.057574-0.059467i,0.039403-0.061115i,0.022573-0.03924i,0.01662-0.015828i,0.015681-0.0061088i,0.016073-0.0078225i,0.019969-0.014389i
-0.1045+0.10211i,-0.23435+0.21975i,-0.29002+0.28781i,-0.16867+0.21072i,0.0059353+0.030017i,0.092226-0.099055i,0.096458-0.097445i,0.059663-0.036419i,0.020259+0.0065771i,-0.007329+0.021503i,-0.028751+0.034059i,-0.032655+0.043534i,-0.029284+0.026142i,-0.037597+0.004955i,-0.046028+0.01024i,-0.043039+0.032941i,-0.030068+0.049066i,-0.010401+0.044149i,0.0058143+0.024517i,0.010124+0.0063463i,0.007773-0.0039094i,-0.00035794-0.0095679i,-0.014578-0.011059i
0.056728-0.12587i,0.1122-0.26322i,0.11178-0.32691i,0.024656-0.22443i,-0.049885-0.044727i,-0.062229+0.079519i,-0.059345+0.11716i,-0.024256+0.11065i,0.029015+0.076104i,0.053415+0.028954i,0.052933-0.006808i,0.039767-0.024086i,0.025852-0.025164i,0.022973-0.0278i,0.026783-0.040553i,0.026448-0.048899i,0.015878-0.039755i,-0.0029883-0.021114i,-0.021292-0.0030027i,-0.0301+0.015804i,-0.020422+0.034094i,0.0032316+0.044434i,0.019597+0.038796i
-0.049718+0.108i,-0.10407+0.22065i,-0.10449+0.24514i,-0.012269+0.12939i,0.08549-0.0036142i,0.13604-0.07178i,0.14513-0.098908i,0.072067-0.11454i,-0.028723-0.089401i,-0.055481-0.041407i,-0.038629-0.018907i,-0.036316-0.0051262i,-0.039628+0.014715i,-0.038+0.033501i,-0.03112+0.051426i,-0.015454+0.055308i,0.00017375+0.037785i,0.0099272+0.02002i,0.01756+0.012681i,0.019859+0.0021805i,0.013188-0.01545i,0.00095899-0.02642i,-0.0050399-0.018623i
0.016956-0.11364i,0.044869-0.22104i,0.049313-0.24907i,-0.0054403-0.14405i,-0.067878-0.038393i,-0.12275-0.026187i,-0.15962-0.032858i,-0.1095-0.0045034i,-0.030676+0.0097522i,-0.01545-0.0062465i,-0.033177-0.018394i,-0.032556-0.018855i,-0.012917-0.019371i,0.0044485-0.031335i,-0.0022722-0.051179i,-0.023004-0.056029i,-0.03205-0.042376i,-0.032722-0.026426i,-0.032436-0.015747i,-0.027352-0.0030294i,-0.019436+0.016274i,-0.0096798+0.026194i,-0.0010086+0.014686i
0.0050484+0.1112i,0.0095092+0.22728i,0.016233+0.27396i,0.041337+0.18422i,0.054388+0.091191i,0.060883+0.093128i,0.073573+0.093428i,0.035389+0.04033i,-0.023634+0.0057798i,-0.026462+0.022707i,0.012249+0.040361i,0.036604+0.029001i,0.029229+0.015751i,0.018836+0.024581i,0.028916+0.038064i,0.038228+0.028076i,0.028839+0.0013013i,0.020404-0.020313i,0.022785-0.02993i,0.022519-0.036313i,0.0094249-0.039643i,-0.0097104-0.029129i,-0.022014-0.0075582i
-0.024772-0.084184i,-0.057297-0.1764i,-0.073914-0.18706i,-0.071449-0.08507i,-0.067303-0.018609i,-0.075893-0.022001i,-0.081356+0.0026882i,-0.028357+0.051019i,0.040298+0.046952i,0.041966+0.0040744i,0.0081605-0.019072i,-0.0083028-0.022355i,-0.01271-0.026391i,-0.023435-0.033244i,-0.043302-0.029145i,-0.0482-0.00172i,-0.025237+0.030008i,-0.0032788+0.041086i,-0.003792+0.034106i,-0.0078268+0.031491i,0.0088134+0.036776i,0.031627+0.030905i,0.034596+0.01254i
0.046303+0.074812i,0.073645+0.156i,0.063956+0.17433i,0.02922+0.091457i,0.028842+0.043215i,0.076046+0.074369i,0.1127+0.082925i,0.076485+0.042201i,0.013236+0.010166i,-0.0020316+0.0034695i,0.018858-0.0021561i,0.028704-0.0061059i,0.02506+0.003743i,0.033238+0.011864i,0.055408-0.0036485i,0.066043-0.034831i,0.051682-0.052183i,0.040134-0.043331i,0.045385-0.027636i,0.043506-0.029926i,0.020059-0.045251i,-0.0082193-0.048059i,-0.016233-0.029752i
-0.064599-0.052502i,-0.1376-0.12245i,-0.17569-0.15172i,-0.13493-0.093266i,-0.062292-0.050281i,-0.046686-0.087187i,-0.072156-0.10128i,-0.056189-0.056534i,-0.013399-0.015456i,-0.0059995-0.0030313i,-0.032606+0.011529i,-0.042497+0.032275i,-0.029144+0.030485i,-0.032968+0.02122i,-0.053962+0.03657i,-0.055146+0.069012i,-0.027023+0.085926i,-0.0031716+0.074049i,-0.0052048+0.051244i,-0.014536+0.039511i,-0.013304+0.039998i,-0.0054057+0.037268i,0.0010314+0.022357i
0.067623+0.02471i,0.13837+0.043611i,0.1597+0.031206i,0.10551-0.022449i,0.04952-0.046528i,0.022355-0.014549i,0.0035707+0.013385i,-0.010829+0.016006i,-0.010856+0.013489i,0.0046+0.011046i,0.028463+0.0023553i,0.042292-0.0082744i,0.038871-0.012182i,0.040913-0.022564i,0.049615-0.05377i,0.037845-0.084822i,0.0055068-0.086985i,-0.013743-0.059937i,-0.0081233-0.029136i,-0.00059352-0.016465i,-0.0071482-0.016417i,-0.017558-0.013578i,-0.021524-0.0064092i
-0.065269-0.0001735i,-0.12304-0.022605i,-0.11758-0.031798i,-0.032613-0.0082887i,0.016934+0.016222i,0.0059731+0.019747i,-0.0059131+0.01375i,-0.011869+0.0062039i,-0.014366+0.00029969i,-0.010324-0.0039654i,-0.016386-0.003376i,-0.027067+0.0039567i,-0.02874+0.012509i,-0.03163+0.031375i,-0.034532+0.069732i,-0.023686+0.10252i,-0.0083637+0.10085i,-0.0094994+0.074489i,-0.022944+0.051036i,-0.019795+0.042021i,0.0062307+0.037501i,0.025676+0.028659i,0.022075+0.018634i
0.058742-0.0031709i,0.13102-0.0082361i,0.17054-0.010287i,0.11454-0.027047i,0.030457-0.050939i,-0.0041493-0.068694i,-0.012675-0.058533i,-0.0010118-0.014215i,0.014781+0.010193i,0.0054363-6.529e-05i,-0.0077806-0.016389i,-0.012634-0.024712i,-0.011952-0.022652i,-0.0018949-0.035645i,0.0021708-0.076153i,-0.014166-0.10744i,-0.032674-0.10198i,-0.033656-0.071762i,-0.017014-0.043335i,-0.00084085-0.035319i,-0.0031462-0.042422i,-0.013778-0.044978i,-0.014565-0.033655i
-0.041747+0.026303i,-0.09734+0.055116i,-0.1236+0.074832i,-0.078771+0.083677i,-0.020443+0.10743i,0.00092647+0.14136i,0.0085818+0.13121i,-0.0096803+0.066419i,-0.035122+0.02462i,-0.023941+0.025287i,-0.0058786+0.03197i,-7.9067e-05+0.035421i,0.0063121+0.033583i,0.0090236+0.044958i,0.015553+0.078785i,0.03176+0.10177i,0.037148+0.088636i,0.026146+0.053808i,0.0054564+0.023185i,-0.012145+0.014957i,-0.010869+0.026043i,0.0032739+0.033188i,0.014097+0.025926i
0.021586-0.029276i,0.049909-0.053922i,0.036197-0.053399i,-0.020292-0.033501i,-0.041528-0.066712i,-0.028658-0.14068i,-0.038013-0.14336i,-0.033661-0.060034i,0.0027393+0.0022722i,0.016577+0.004076i,0.0061323-0.0080161i,-0.0062973-0.013167i,-0.014851-0.012972i,-0.016635-0.02739i,-0.024602-0.061504i,-0.038068-0.084535i,-0.034592-0.077516i,-0.013277-0.056001i,0.0083174-0.039303i,0.016846-0.030554i,0.0098294-0.027822i,-0.0018866-0.029034i,-0.0078721-0.030421i
-0.028462+0.035494i,-0.061244+0.077605i,-0.080674+0.099071i,-0.053066+0.084207i,-0.013527+0.10103i,0.0058996+0.1608i,0.017992+0.15645i,-0.00057732+0.065781i,-0.036467+0.0020021i,-0.026767+0.00076812i,0.011145+0.0034982i,0.029832-0.0013206i,0.028533+2.8933e-05i,0.026576+0.014404i,0.038418+0.040324i,0.054533+0.057657i,0.052364+0.051926i,0.032319+0.032535i,0.0098471+0.016148i,-0.0033197+0.010611i,0.00052582+0.015803i,0.011416+0.024546i,0.010809+0.029065i
-0.0012139-0.038473i,0.0007383-0.081463i,0.0038532-0.10651i,0.0080736-0.099708i,0.022992-0.13345i,0.025836-0.22218i,-0.00065193-0.23167i,0.0047267-0.12758i,0.03335-0.041818i,0.019846-0.021265i,-0.020464-0.012935i,-0.043401-0.0017698i,-0.045088+0.0047744i,-0.042523-0.00021808i,-0.050344-0.019853i,-0.058383-0.035618i,-0.045457-0.035131i,-0.017889-0.023356i,0.0056618-0.012387i,0.011757-0.014168i,-0.0027641-0.025699i,-0.019394-0.032314i,-0.018578-0.02526i
0.001124+0.019343i,0.012234+0.048941i,0.03474+0.050756i,0.047603+0.019484i,0.020161+0.044173i,-0.013948+0.1443i,-0.0072103+0.17362i,-0.0025505+0.086502i,-0.028618+0.01685i,-0.033503+0.016879i,-0.00093336+0.02065i,0.02778+0.0042346i,0.032705-0.010477i,0.030051-0.0086752i,0.035032+0.0073021i,0.040976+0.022862i,0.033574+0.029722i,0.01843+0.026542i,0.0051795+0.020221i,-0.0022985+0.02236i,0.00036677+0.030811i,0.006691+0.033518i,0.006972+0.024779i
-0.0099336-0.023771i,-0.016547-0.055404i,-0.012435-0.069809i,0.013134-0.053024i,0.04785-0.070449i,0.065648-0.14184i,0.050825-0.15121i,0.035809-0.068454i,0.042302-0.010003i,0.029511-0.011667i,-0.0072569-0.01199i,-0.032749+0.0020388i,-0.036375+0.0088869i,-0.034115+0.0068917i,-0.038942+0.00056367i,-0.04565-0.0071951i,-0.040644-0.013772i,-0.022874-0.012705i,-0.00198-0.0086552i,0.011655-0.011357i,0.011591-0.01743i,0.0043583-0.021288i,-0.00024901-0.022721i
0.0096523+0.0056728i,0.026218+0.033657i,0.02838+0.0498i,-0.0049046+0.044209i,-0.048545+0.066435i,-0.060149+0.12599i,-0.042066+0.13693i,-0.03347+0.08034i,-0.039413+0.033098i,-0.02638+0.020216i,0.0066764+0.0059091i,0.032118-0.014608i,0.035011-0.023992i,0.027215-0.022186i,0.02616-0.013568i,0.027112-0.00093619i,0.016433+0.012552i,-0.0018166+0.01861i,-0.015507+0.016242i,-0.017738+0.013388i,-0.0093338+0.012244i,-0.00070733+0.01356i,-0.0014026+0.015768i
-0.026978-0.014264i,-0.066811-0.012793i,-0.10079+0.013893i,-0.071311+0.056891i,0.014218+0.046347i,0.070349-0.03058i,0.05482-0.069861i,0.019392-0.034609i,0.0097757-0.004648i,0.0053133-0.013548i,-0.017518-0.015184i,-0.035559+0.0065451i,-0.031553+0.022774i,-0.023259+0.021681i,-0.023209+0.012463i,-0.025299+0.0027258i,-0.022386-0.0033333i,-0.012701-0.00094007i,-0.0018206+0.0038568i,0.0020325+2.7105e-05i,-0.0022703-0.0086825i,-0.0033382-0.014967i,0.0060048-0.016386i
0.014976+0.011562i,0.032086+0.019085i,0.031003+0.020921i,-0.0084835+0.0086304i,-0.050602-0.001543i,-0.065977+0.0079041i,-0.06234+0.011575i,-0.048021-0.0029156i,-0.035952-0.0065148i,-0.019708+0.0081065i,0.0078369+0.010105i,0.0262-0.0072445i,0.024466-0.019228i,0.019821-0.020123i,0.022403-0.019666i,0.02568-0.017647i,0.021756-0.010019i,0.013035-0.00037956i,0.0059314+0.0055493i,0.0029015+0.0081115i,0.003066+0.0089041i,0.00076603+0.0098974i,-0.0054754+0.010521i
-0.016521+0.0045081i,-0.041911+0.0031941i,-0.046019+0.008209i,0.00090562+0.013398i,0.056746+0.015331i,0.074849+0.020858i,0.06511+0.020584i,0.0428+0.0013049i,0.023585-0.016033i,0.012795-0.018447i,-0.0022353-0.0094813i,-0.019746+0.0068107i,-0.025745+0.016913i,-0.021136+0.016661i,-0.016903+0.011609i,-0.015931+0.0021029i,-0.01467-0.011631i,-0.009417-0.022888i,-0.0032566-0.025596i,0.0030782-0.021974i,0.0070009-0.020467i,0.0044169-0.022193i,0.00091922-0.02046i
0.012871-0.011749i,0.029454-0.030998i,0.036715-0.065674i,0.010198-0.09508i,-0.028239-0.10269i,-0.031644-0.10188i,-0.01398-0.088407i,0.0031688-0.051766i,0.012944-0.01928i,0.0091434-0.00091451i,0.011416+0.003543i,0.019119-0.0095001i,0.019695-0.020601i,0.018789-0.02248i,0.017997-0.021711i,0.014312-0.017406i,0.010778-0.011327i,0.0054284-0.0064089i,-0.00076022-0.0028449i,-0.0034994+0.00053868i,-0.0031719+0.0074812i,-0.0029573+0.01644i,-0.0065495+0.021017i
-0.0090257+0.0030104i,-0.021078+0.0062126i,-0.016735+0.0060768i,0.012998+0.011268i,0.034377+0.053133i,0.023773+0.11894i,0.016381+0.13798i,0.01698+0.08778i,0.0064818+0.031774i,-0.00087009+0.0070322i,-0.0044361-0.00023842i,-0.0087751+0.0032631i,-0.012598+0.0090426i,-0.016521+0.015724i,-0.016349+0.022978i,-0.012022+0.021047i,-0.0088137+0.010464i,-0.0081791-0.0010628i,-0.0087551-0.0052514i,-0.0057181-0.0019016i,0.0012268-0.00043785i,0.0072412-0.0061168i,0.011017-0.012475i
0.0082025-0.0087708i,0.017387-0.028577i,0.0080727-0.040255i,-0.014742-0.03361i,-0.0050914-0.060046i,0.019389-0.12729i,0.012474-0.13376i,0.0018227-0.054216i,0.0068114+0.0075126i,0.0032364+0.010773i,-0.0010036+0.0022769i,0.0078824-0.0042494i,0.017793-0.011239i,0.020233-0.014495i,0.016473-0.015658i,0.011648-0.0092502i,0.011526+0.0033103i,0.01542+0.011409i,0.015475+0.011507i,0.0081256+0.0088893i,0.0024831+0.011866i,0.0051742+0.015555i,0.0069974+0.011211i
-0.00084211+0.014467i,-0.0059804+0.038896i,-0.00048295+0.069668i,0.0049908+0.084753i,-0.023227+0.11299i,-0.064122+0.18144i,-0.065284+0.19464i,-0.04696+0.11519i,-0.036473+0.046655i,-0.020063+0.024171i,-0.0053325+0.013755i,-0.0031807+0.012977i,-0.0063833+0.017738i,-0.011506+0.024043i,-0.011043+0.030417i,-0.0017489+0.025881i,0.0032626+0.013974i,0.00021794+0.0047676i,-0.0031464+0.0005178i,-0.0060117-0.0021619i,-0.011635-0.0058737i,-0.018113-0.0090681i,-0.017459-0.0094597i
0.0047643-0.0063149i,-0.0088133-0.019097i,-0.026558-0.017122i,-0.020778-0.0004023i,0.034442-0.037133i,0.095258-0.14515i,0.080794-0.18833i,0.030623-0.10883i,0.011231-0.033406i,4.1858e-05-0.017478i,-0.014232-0.010721i,-0.013692-0.0010784i,-0.0014291-0.0015478i,0.0059553-0.012464i,0.0029999-0.023796i,-0.0036349-0.020477i,-0.0010803-0.0046733i,0.010077+0.0067426i,0.01584+0.0063491i,0.012682+0.0027456i,0.0073936+0.0035344i,0.0056986+0.0083303i,0.0052068+0.011518i
0.0050318+0.011315i,0.015637+0.023454i,0.030592+0.020163i,0.012656-0.00051386i,-0.060951+0.032724i,-0.13007+0.13076i,-0.1172+0.16023i,-0.062414+0.074826i,-0.033049+0.00083571i,-0.011477-0.0063734i,0.0071149-0.00093996i,0.0045046-0.00049322i,-0.0080019+0.006065i,-0.012543+0.015987i,-0.0067623+0.02099i,-0.00075754+0.013795i,-0.0040081+0.0014967i,-0.010758-0.0035472i,-0.0094679-0.0023258i,-0.0026139-0.0042595i,-0.00356-0.009799i,-0.010736-0.0093941i,-0.010895-0.0038354i
-0.0088311-0.014826i,-0.031545-0.030318i,-0.055467-0.037271i,-0.024427-0.025696i,0.079307-0.053103i,0.16226-0.13807i,0.14604-0.16512i,0.086252-0.094617i,0.048145-0.036569i,0.016086-0.027404i,-0.011038-0.019811i,-0.017136-0.0086384i,-0.0082501-0.0071483i,-0.0015169-0.016736i,-0.0070753-0.026344i,-0.014989-0.021376i,-0.012303-0.0096903i,-0.0029733-0.0041715i,0.0041131-0.0051965i,0.0092827-0.0077257i,0.016009-0.0090925i,0.01827-0.013248i,0.010408-0.01638i
0.0076113+0.0023575i,0.027298-0.0051611i,0.042241-0.03458i,-0.0016418-0.072556i,-0.11958-0.045742i,-0.20887+0.069207i,-0.17299+0.13831i,-0.080715+0.089772i,-0.026172+0.031602i,0.0025427+0.01725i,0.020289+0.0045742i,0.01657-0.0082508i,0.0032012-0.0046118i,-0.0001127+0.0074157i,0.0077736+0.013957i,0.013543+0.0087578i,0.0058118+0.0011013i,-0.0063842+0.0014015i,-0.0098602+0.0055719i,-0.0083453+0.0063283i,-0.0096104+0.0051473i,-0.011974+0.0058503i,-0.010392+0.0055144i
