-0.0035328+0.0006811i,-0.0019195+0.0016301i,-0.0010928+0.0020851i,0.00098994+0.0024306i,0.001226+0.0030135i,0.0010058+0.0023013i,0.0014676+0.0015923i,0.00090661+0.0018188i,0.00045569+0.0017194i,0.00064532+0.00073978i,0.00052911-0.0010096i,0.00027055-0.0011266i,0.00020977-0.00059759i,0.00014083-0.00062661i,3.7418e-05+0.00037388i,-0.00017369+0.00011897i,-3.9812e-05-0.00029996i,0.0004183+0.00018345i,0.00053356-3.351e-05i,0.00032107-0.00059967i,0.00061014-0.00060131i,0.00045242+0.00014304i,0.00023171+0.00060627i
0.059655+0.0086145i,0.16017+0.021264i,0.27208+0.012017i,0.30065+0.011035i,0.24922+0.085555i,0.19242+0.15482i,0.10952+0.11703i,0.0026413+0.064668i,-0.027986+0.051842i,0.0036301+0.026866i,0.020944+0.006102i,0.025655+0.0047393i,0.020868+0.0057992i,0.0065374+0.012269i,-0.0095943+0.018784i,-0.029043+0.019252i,-0.043493+0.014986i,-0.039797+0.0091121i,-0.023847+0.0068165i,-0.013782+0.0074445i,-0.010238+0.0095207i,-0.0030552+0.010656i,0.0050465+0.0049325i
0.029971-0.044365i,0.086038-0.1132i,0.15509-0.19205i,0.199-0.1969i,0.20312-0.12957i,0.1765-0.065462i,0.13274-0.013902i,0.10637+0.019062i,0.080473+0.0045274i,0.029513-0.012537i,-0.0038726-0.0032367i,-0.010376+4.4703e-06i,-0.01209-0.004191i,-0.0096763-0.0057402i,-0.0011665-0.0069902i,0.015641-0.0015867i,0.035572+0.011483i,0.037313+0.016225i,0.018136+0.011441i,0.0036155+0.011893i,0.0039351+0.012868i,0.0083998+0.0065947i,0.0080916+0.0028705i
-0.05576-0.045612i,-0.14871-0.088963i,-0.24059-0.094315i,-0.26303-0.040076i,-0.23044-0.00665i,-0.17876-0.027292i,-0.10073-0.06401i,-0.02407-0.10728i,-0.003474-0.10919i,-0.0035188-0.056588i,0.0054987-0.023095i,0.0039167-0.018286i,0.0050558-0.016162i,0.011333-0.02658i,0.010442-0.045642i,0.00083666-0.060028i,-0.018552-0.061139i,-0.030285-0.040221i,-0.020669-0.015252i,-0.0048808-0.0077365i,0.00085049-0.0072519i,-0.0034623-0.0032608i,-0.0075574-0.0012571i
-0.02964+0.026678i,-0.09302+0.10673i,-0.17719+0.23789i,-0.21774+0.31502i,-0.19266+0.25515i,-0.16146+0.14524i,-0.14864+0.080513i,-0.12416+0.060061i,-0.067275+0.05313i,-0.0062738+0.032832i,0.018544+0.0086056i,0.013162+0.0051224i,0.0039651+0.018407i,0.0052945+0.035268i,0.0082015+0.047364i,-0.00091862+0.054264i,-0.016243+0.057715i,-0.0241+0.048652i,-0.022683+0.028348i,-0.021393+0.014316i,-0.020861+0.013721i,-0.011259+0.016519i,0.0028946+0.013394i
0.055045+0.062457i,0.13113+0.15092i,0.19736+0.19841i,0.18338+0.13252i,0.11014+0.029i,0.049146-0.014501i,0.036146-0.0016202i,0.054229+0.01972i,0.051485+0.0093135i,0.006696-0.004252i,-0.027482+0.011863i,-0.024999+0.025643i,-0.018548+0.023276i,-0.015346+0.025139i,-0.0012571+0.027355i,0.023872+0.016922i,0.050125-0.0021629i,0.058799-0.018171i,0.041567-0.018683i,0.016045-0.0055557i,0.0018671+0.0030361i,-0.00020096+0.0042613i,0.0038019+0.0057112i
0.041047-0.030345i,0.11138-0.1213i,0.18626-0.27397i,0.18713-0.36413i,0.13171-0.29654i,0.10955-0.17013i,0.10746-0.11847i,0.067774-0.11133i,0.010618-0.080683i,-0.019375-0.036693i,-0.019366-0.014127i,-0.00975-0.021749i,-0.0064025-0.038811i,-0.012201-0.050606i,-0.02157-0.054584i,-0.028643-0.051317i,-0.03129-0.044698i,-0.026319-0.034185i,-0.010941-0.023011i,0.0039868-0.018671i,0.0079455-0.017093i,0.0045624-0.0095773i,-0.0018854-0.00091754i
-0.030066-0.087572i,-0.063735-0.20338i,-0.095769-0.30631i,-0.088675-0.28657i,-0.029446-0.15404i,0.034399-0.037382i,0.049968+0.019976i,0.03484+0.057301i,0.035249+0.070285i,0.051268+0.043201i,0.054353+0.0047588i,0.039037-0.01478i,0.023811-0.013511i,0.023606-0.000983i,0.035807+0.010356i,0.042816+0.018123i,0.032199+0.023786i,0.0083602+0.021773i,-0.011667+0.014254i,-0.01735+0.0089567i,-0.014356+0.0055725i,-0.011844-0.00056266i,-0.015535-0.0063916i
-0.018085+0.035832i,-0.067664+0.11095i,-0.11771+0.22924i,-0.11075+0.29063i,-0.083252+0.23975i,-0.074369+0.15413i,-0.032135+0.095458i,0.030259+0.037898i,0.045914-0.005994i,0.027135-0.011433i,0.010549+0.0035057i,0.0062272+0.022035i,0.010599+0.029269i,0.0090905+0.028222i,0.0065371+0.02995i,0.0093553+0.020317i,0.0052056-0.0061324i,-0.0094483-0.021953i,-0.018937-0.010637i,-0.01085+0.0063678i,-0.0022519+0.010384i,-0.0045244+0.0086605i,-0.0035515+0.0055134i
-0.0096895+0.092543i,-0.0014985+0.21766i,0.040359+0.32522i,0.079351+0.33229i,0.048312+0.24185i,-0.022372+0.13292i,-0.06997+0.055045i,-0.094517+0.010597i,-0.08556+0.0020273i,-0.057691+0.0046733i,-0.04262+0.0026214i,-0.030725+0.0030375i,-0.021183-0.0077706i,-0.034055-0.024132i,-0.060838-0.022143i,-0.076478-0.0029701i,-0.069398+0.020674i,-0.040608+0.034268i,-0.0073218+0.025406i,0.0061564+0.0030487i,0.0054223-0.011812i,0.0088117-0.012567i,0.01732-0.0069423i
0.029603-0.052685i,0.10137-0.14284i,0.18682-0.21634i,0.19234-0.20062i,0.12878-0.11845i,0.06492-0.027845i,0.0051932+0.050328i,-0.0074919+0.10461i,0.027032+0.096623i,0.049107+0.046914i,0.049745+0.0060161i,0.040354-0.017806i,0.028356-0.020542i,0.028588-0.01796i,0.037076-0.026447i,0.041358-0.028424i,0.04328-0.015157i,0.042041-0.0020957i,0.03007+0.00091756i,0.011291+0.0024548i,-0.002184+0.0085292i,-0.0053143+0.013159i,-0.0014327+0.012388i
0.085586-0.061856i,0.15524-0.13842i,0.12806-0.20818i,-0.003608-0.22243i,-0.084217-0.17394i,-0.062838-0.12121i,-0.012123-0.1208i,0.006024-0.141i,-0.010983-0.11941i,-0.015752-0.056152i,0.0089836-0.0073415i,0.026013+0.0080176i,0.02771+0.017437i,0.036684+0.026316i,0.05075+0.025716i,0.054103+0.012843i,0.039573-0.012495i,0.014566-0.034968i,-0.0043284-0.033846i,-0.005309-0.015828i,0.0053425-0.0035166i,0.01226-0.0022745i,0.009469-0.0055865i
-0.036409+0.10214i,-0.12909+0.23432i,-0.22467+0.33739i,-0.23171+0.29585i,-0.18233+0.14045i,-0.126-0.026797i,-0.068741-0.13447i,-0.055-0.14249i,-0.077711-0.083671i,-0.086841-0.031981i,-0.08421-0.003776i,-0.069894+0.014664i,-0.047719+0.017394i,-0.039207+0.021216i,-0.035329+0.036409i,-0.022262+0.042912i,-0.0066381+0.028866i,0.006239+0.0047036i,0.0087513-0.014822i,-0.00017627-0.019211i,-0.0080127-0.015993i,-0.013573-0.01783i,-0.017712-0.017386i
-0.13773+0.0062951i,-0.23572+0.024873i,-0.22343+0.054261i,-0.063885+0.083797i,0.10031+0.076188i,0.15214+0.055329i,0.13729+0.071051i,0.13021+0.090881i,0.1307+0.067168i,0.095379+0.015924i,0.038537-0.015032i,0.0052289-0.021903i,-0.0025135-0.022439i,-0.0019876-0.026709i,-0.008019-0.037511i,-0.019487-0.043131i,-0.020662-0.033473i,-0.011945-0.011053i,0.0026346+0.014308i,0.016782+0.025527i,0.021713+0.023646i,0.022608+0.022299i,0.021258+0.020173i
0.082513-0.12493i,0.17326-0.30132i,0.21873-0.45534i,0.15385-0.44581i,0.087197-0.26263i,0.087316-0.057954i,0.062046+0.038297i,0.019405+0.034362i,0.011433+0.0071894i,0.0349+0.0031985i,0.059303+0.0038392i,0.060492-0.004448i,0.050058-0.0096291i,0.045313-0.013157i,0.040633-0.018514i,0.029871-0.01762i,0.011581-0.0057729i,-0.0079222+0.016207i,-0.014428+0.035007i,-0.0094895+0.031428i,-0.0070049+0.012172i,-0.0067419-0.0010213i,-0.0010809-0.001262i
0.13425+0.064308i,0.22632+0.089707i,0.15538+0.005647i,-0.091725-0.10444i,-0.2978-0.075485i,-0.30201+0.029282i,-0.17486+0.056828i,-0.098636+0.030671i,-0.094896+0.028026i,-0.083217+0.039251i,-0.051559+0.038064i,-0.023805+0.033923i,-0.0092461+0.03009i,-0.008473+0.027629i,-0.003297+0.037861i,0.016741+0.041855i,0.030554+0.020373i,0.016099-0.012909i,-0.021048-0.03351i,-0.049029-0.025378i,-0.047781-0.0008861i,-0.03184+0.02088i,-0.019751+0.030479i
-0.10844+0.073708i,-0.16744+0.16762i,-0.074934+0.24554i,0.097956+0.24228i,0.12158+0.18566i,0.048656+0.13347i,0.044318+0.077751i,0.073338+0.011773i,0.056835-0.026646i,0.018081-0.02855i,-0.0083429-0.025816i,-0.025708-0.025328i,-0.038834-0.011842i,-0.042079+0.0097285i,-0.041336+0.022188i,-0.038981+0.029208i,-0.03014+0.035739i,-0.010268+0.030404i,0.01218+0.008979i,0.019696-0.010817i,0.022763-0.017642i,0.029813-0.02464i,0.024933-0.033982i
0.0095548-0.15476i,0.11509-0.23965i,0.32612-0.17765i,0.51319-0.042987i,0.51775-0.021311i,0.32604-0.05582i,0.097964-0.056241i,-0.010752-0.040965i,0.00046043-0.032203i,0.044334-0.029358i,0.065513-0.025083i,0.060263-0.022646i,0.04165-0.017717i,0.031248-0.0077769i,0.029219-0.008192i,0.021267-0.0087413i,0.020373+0.0079686i,0.027759+0.02474i,0.035815+0.023809i,0.037868+0.0079004i,0.018615-0.0034676i,-0.0084345-0.0015233i,-0.017843-0.0040373i
0.15394+0.0789i,0.2493+0.18854i,0.20535+0.25381i,0.0051244+0.18763i,-0.17966+0.052042i,-0.21861-0.057261i,-0.134-0.09177i,-0.030409-0.064762i,0.014457-0.029298i,0.0088409-0.0033012i,0.0015893+0.020144i,0.011871+0.031156i,0.024919+0.020388i,0.033084+0.0034346i,0.043301-0.006111i,0.046422-0.018408i,0.029292-0.037242i,0.00027159-0.038897i,-0.020216-0.011601i,-0.020076+0.013646i,-0.0070522+0.01432i,0.0079099+0.011414i,0.026297+0.018209i
-0.18447+0.18724i,-0.42828+0.35523i,-0.66264+0.41717i,-0.66682+0.33596i,-0.4474+0.19395i,-0.18418+0.053355i,0.0083465-0.027785i,0.078821-0.047655i,0.054395-0.050621i,0.0040428-0.040982i,-0.029428-0.024673i,-0.037913-0.01514i,-0.028943-0.009436i,-0.015659+0.0034294i,-0.0045083+0.026571i,0.0082464+0.043506i,0.01819+0.041401i,0.017926+0.025913i,0.012947+0.0072027i,0.0068416-0.0051493i,-0.0047613-0.010451i,-0.017091-0.01379i,-0.019475-0.01418i
-0.096987-0.21902i,-0.18581-0.45798i,-0.18787-0.57712i,-0.031779-0.4399i,0.22012-0.20471i,0.33997-0.050972i,0.2167+0.041433i,0.059996+0.1019i,0.01826+0.092658i,0.030783+0.032565i,0.040619-0.013483i,0.043102-0.038678i,0.030377-0.044976i,0.0012925-0.029782i,-0.032008-0.010553i,-0.051527+0.0032805i,-0.04746+0.0091791i,-0.034496+0.0068331i,-0.029791+0.0046714i,-0.023482+0.0085204i,-0.004557+0.019522i,0.012736+0.032314i,0.012205+0.037635i
0.32151-0.10803i,0.66688-0.2738i,0.84238-0.44667i,0.59423-0.45268i,0.1679-0.19462i,-0.042069+0.11445i,-0.045087+0.18382i,-0.031881+0.094222i,-0.037091+0.063656i,-0.0084045+0.088891i,0.035062+0.085443i,0.051066+0.056848i,0.038172+0.025592i,0.0078238-0.0065366i,-0.02965-0.033237i,-0.064542-0.039075i,-0.082205-0.01871i,-0.073338+0.001577i,-0.042395+0.0054022i,-0.0090241-0.0025672i,0.00010414-0.02491i,-0.0086889-0.042498i,-0.0084541-0.0408i
-0.025687+0.26035i,0.032902+0.50182i,0.12037+0.5628i,0.047498+0.33764i,-0.24111+0.10304i,-0.39304+0.057101i,-0.24125+0.022938i,-0.09974-0.064201i,-0.082244-0.066849i,-0.057269-0.0053248i,-0.026473+0.02384i,-0.025102+0.041112i,-0.017832+0.057616i,0.0071393+0.052711i,0.047779+0.033726i,0.088358+0.00025784i,0.096536-0.036646i,0.077441-0.050986i,0.050807-0.051345i,0.024189-0.041117i,0.011843-0.015047i,0.0094533+0.0005111i,-0.00091095-0.0012747i
-0.25049-0.03133i,-0.51637+0.11347i,-0.58558+0.40443i,-0.2766+0.51691i,0.09743+0.22117i,0.15476-0.1551i,0.048098-0.20472i,0.052641-0.060365i,0.10508-0.015219i,0.076133-0.047786i,0.019043-0.044988i,0.005428-0.021343i,0.02006-0.0056585i,0.034722+0.0073114i,0.047199+0.020484i,0.055718+0.022811i,0.045142+0.0057731i,0.0195-0.0043654i,0.0087987+0.016064i,0.019421+0.036891i,0.032443+0.030286i,0.036121+0.015188i,0.036019+0.0098829i
0.174-0.070334i,0.24017-0.15995i,0.15643-0.13425i,0.086515+0.041498i,0.20509+0.16411i,0.3176+0.13532i,0.25944+0.077725i,0.17075+0.056052i,0.12433+0.02339i,0.064532-0.0054237i,0.010312+0.007855i,-0.01108+0.0305i,-0.017414+0.033962i,-0.027397+0.022926i,-0.052826+0.019708i,-0.068257+0.053903i,-0.043819+0.095483i,-0.010006+0.094237i,-0.0004595+0.058193i,-0.012299+0.021893i,-0.033915+0.010976i,-0.044937+0.024305i,-0.031436+0.031693i
0.06013+0.056769i,0.17264-0.12055i,0.16114-0.55308i,-0.12656-0.74834i,-0.40417-0.33364i,-0.34688+0.19476i,-0.16712+0.31337i,-0.14418+0.18431i,-0.16756+0.1273i,-0.09708+0.13134i,-0.015002+0.094119i,-0.0040752+0.043299i,-0.025471+0.021078i,-0.026586+0.008297i,-0.016833-0.017036i,-0.021833-0.051767i,-0.033451-0.068202i,-0.036407-0.055814i,-0.035056-0.026355i,-0.022775+0.0034304i,0.0043942+0.0089248i,0.026071-0.0090384i,0.027874-0.016409i
-0.025054-0.16023i,0.039-0.32792i,0.17262-0.48635i,0.17634-0.53791i,-0.0050564-0.40243i,-0.13984-0.18197i,-0.11448-0.075028i,-0.041812-0.074495i,-0.0072004-0.077715i,0.0035925-0.06072i,0.01894-0.068325i,0.032446-0.11042i,0.027545-0.13613i,0.019777-0.11698i,0.029318-0.086075i,0.032815-0.08301i,-0.00067622-0.093142i,-0.037987-0.081046i,-0.036833-0.050965i,-0.016923-0.025134i,-0.012821-0.0065998i,-0.018509+0.010193i,-0.015029+0.016275i
0.22092+0.12469i,0.44594+0.4384i,0.69963+0.81733i,0.82199+0.80772i,0.66121+0.30798i,0.32984-0.1956i,0.1149-0.35357i,0.072583-0.2809i,0.052978-0.18942i,-0.0076786-0.12197i,-0.040708-0.048739i,-0.011119+0.0013581i,0.03275+0.013773i,0.05713+0.020084i,0.072089+0.031652i,0.10634+0.039169i,0.15779+0.021107i,0.17036-0.025351i,0.1125-0.061941i,0.031373-0.05943i,-0.0157-0.032098i,-0.025714-0.0081108i,-0.02528+0.0057929i
-0.19641+0.29642i,-0.36823+0.63803i,-0.41804+0.88913i,-0.28223+0.76159i,-0.15145+0.36836i,-0.088203+0.13562i,-0.0033955+0.14739i,0.057212+0.18019i,0.076539+0.15696i,0.090923+0.098183i,0.075487+0.052193i,0.04293+0.062094i,0.032989+0.083194i,0.029555+0.077135i,0.011109+0.075162i,-0.00083436+0.093568i,0.015439+0.10017i,0.04584+0.0824i,0.067656+0.054499i,0.066385+0.021831i,0.048208-0.013036i,0.024314-0.041623i,0.0034877-0.051137i
-0.17361-0.28698i,-0.47679-0.62206i,-0.86229-0.84589i,-1.0043-0.64876i,-0.72748-0.157i,-0.32625+0.18435i,-0.12027+0.2101i,-0.073957+0.106i,-0.060163+0.041564i,-0.039029+0.038151i,-0.023896+0.030123i,-0.033884-0.001368i,-0.050024-0.019553i,-0.059472-0.021398i,-0.076544-0.01945i,-0.10879+0.0050192i,-0.13784+0.066141i,-0.13159+0.12274i,-0.082249+0.12614i,-0.021989+0.089185i,0.019973+0.054526i,0.043067+0.031672i,0.049354+0.0075361i
0.35599-0.070133i,0.74257-0.3204i,0.91295-0.69409i,0.64282-0.76431i,0.26711-0.35928i,0.11385+0.010939i,0.076474+0.037915i,0.012007-0.027901i,-0.033337-0.023906i,-0.023308-0.0065043i,-0.010265-0.0090043i,-0.015518+0.00048738i,-0.0042647+0.022313i,0.019091+0.0057885i,0.012184-0.040345i,-0.020877-0.07942i,-0.042951-0.10848i,-0.052461-0.12672i,-0.068068-0.11123i,-0.082227-0.057426i,-0.082742-0.0014377i,-0.065312+0.034955i,-0.030362+0.050895i
0.041245+0.28304i,0.38282+0.61824i,0.99978+0.77972i,1.2846+0.44812i,0.8465-0.074822i,0.33055-0.25568i,0.23874-0.18362i,0.2797-0.14559i,0.22486-0.15005i,0.12447-0.14351i,0.064679-0.11164i,0.063866-0.07959i,0.051477-0.061205i,0.023404-0.015706i,0.0409+0.030784i,0.077646+0.032146i,0.069173+0.022364i,0.035483+0.023161i,0.020416+0.0098812i,0.013799-0.013335i,0.0084344-0.019577i,0.013859-0.011916i,0.017473-0.004907i
-0.25575-0.069288i,-0.59178+0.19566i,-0.77638+0.77693i,-0.48918+1.0877i,-0.076647+0.69829i,-0.040476+0.17279i,-0.12501+0.05647i,-0.019602+0.093435i,0.087489+0.057367i,0.082013+0.036518i,0.048059+0.03231i,0.0085541+0.0013003i,-0.019379-0.031292i,-0.019938-0.043699i,-0.017396-0.037493i,-0.012367-0.021574i,0.0070885-0.013906i,0.02439-0.0077157i,0.030544-0.00014371i,0.019408-0.010595i,-0.015904-0.018179i,-0.042689+0.004053i,-0.033106+0.026084i
-0.068835-0.1044i,-0.52642-0.31088i,-1.3106-0.40833i,-1.6314-0.058353i,-1.0441+0.42093i,-0.31374+0.46737i,-0.11789+0.27063i,-0.17846+0.15733i,-0.17903+0.065408i,-0.14516+0.0032564i,-0.099212+0.02799i,-0.038652+0.070629i,0.0057573+0.074403i,0.018326+0.046367i,0.0046684+0.041063i,-0.015003+0.075047i,-0.027164+0.08218i,-0.036916+0.037271i,-0.040821-0.0023067i,-0.020872-0.0091653i,0.010881-0.007023i,0.022109-0.0066236i,0.020842+0.00087376i
-0.01499-0.060005i,0.16271-0.38168i,0.30286-0.93823i,0.094647-1.2286i,-0.25164-0.90993i,-0.28466-0.39922i,-0.13354-0.18351i,-0.073348-0.14224i,-0.045798-0.061314i,0.022713-0.0068983i,0.062239-0.05236i,0.03479-0.12806i,-0.0093926-0.13428i,-0.015043-0.076133i,0.017031-0.04108i,0.046923-0.060374i,0.056659-0.067412i,0.059917-0.039359i,0.056982-0.015679i,0.034556-0.0028306i,0.0046028-0.0015711i,-0.015577-0.012184i,-0.021921-0.0092581i
0.3519-0.0049739i,1.0055+0.1513i,1.7973+0.26044i,1.9129+0.084677i,1.1181-0.12265i,0.2963-0.091731i,0.050355-0.098678i,0.08504-0.1935i,0.12543-0.18338i,0.12096-0.11953i,0.072929-0.049485i,0.059234+0.0072035i,0.065051-0.0080891i,0.032508-0.047377i,-0.024707-0.057606i,-0.075643-0.052632i,-0.097205-0.057618i,-0.092218-0.065992i,-0.068458-0.05062i,-0.037684-0.021337i,-0.023782+0.0057708i,-0.024502+0.031616i,-0.023645+0.047232i
-0.095846+0.13158i,-0.32711+0.31939i,-0.54515+0.46169i,-0.45883+0.37162i,-0.19682+0.11776i,-0.059887-0.0076375i,-0.023322+0.099829i,-0.013985+0.22773i,-0.059827+0.24247i,-0.096691+0.20357i,-0.065709+0.14384i,-0.0048488+0.087459i,0.048708+0.045494i,0.058665+0.0044466i,0.038885-0.015135i,0.023359-0.011262i,-0.012268-0.0043956i,-0.052022+0.0024529i,-0.059615+0.0035163i,-0.05824-0.004832i,-0.059607-0.011355i,-0.045592-0.008271i,-0.028055-0.0029266i
-0.22125-0.1896i,-0.62719-0.43397i,-1.0956-0.38685i,-1.0682+0.16595i,-0.34263+0.64478i,0.35433+0.50666i,0.44094+0.075253i,0.18253-0.17602i,-0.0028618-0.22529i,-0.050326-0.20675i,-0.092709-0.15189i,-0.1485-0.049707i,-0.14024+0.055523i,-0.063488+0.10872i,0.035132+0.11246i,0.11952+0.093508i,0.191+0.063996i,0.21843+0.027988i,0.16444+0.0043597i,0.086936-0.0016114i,0.033351-0.0051393i,-0.0045046-0.006061i,-0.030028-0.0040437i
0.32214-0.23427i,0.80563-0.4325i,1.2392-0.633i,1.0209-0.73035i,0.15468-0.72708i,-0.60116-0.67469i,-0.75647-0.54667i,-0.44006-0.35082i,-0.087806-0.21815i,0.031177-0.13987i,0.042331-0.044978i,0.070635-0.01645i,0.046205-0.076267i,-0.053353-0.11963i,-0.17965-0.08502i,-0.28186+0.039383i,-0.29923+0.18346i,-0.20999+0.21398i,-0.085321+0.1052i,-0.020767-0.013384i,0.00042888-0.039095i,0.015358-0.015362i,0.017927+0.0027913i
0.011487+0.29982i,0.022418+0.43933i,-0.086485+0.22614i,-0.30264-0.1772i,-0.38845-0.24271i,-0.21504-0.060767i,-0.070932-0.044966i,-0.15618-0.057126i,-0.19389+0.043687i,-0.102+0.067628i,-0.068697+0.019696i,-0.067409+0.0075319i,-0.026351+0.016018i,0.039671+0.023677i,0.11448-0.0042985i,0.15091-0.095467i,0.12654-0.18151i,0.056489-0.16876i,-0.00071551-0.064483i,0.0026544+0.023874i,0.03009+0.036667i,0.04749-0.0048147i,0.037244-0.055865i
-0.28838-0.14733i,-0.66996-0.071223i,-0.97001+0.37486i,-0.72382+0.76037i,-0.20908+0.54793i,-0.030243+0.12837i,-0.097993-0.019817i,-0.14147-0.032692i,-0.13847-0.0076377i,-0.030174+0.020518i,0.07328-0.053345i,0.023028-0.12564i,-0.0544-0.12027i,-0.08852-0.12806i,-0.12278-0.14717i,-0.15857-0.11859i,-0.1895-0.037214i,-0.18344+0.07238i,-0.10437+0.13268i,-0.016725+0.098941i,-0.004981+0.061321i,-0.023374+0.077753i,0.0025471+0.084977i
1.3144+8.2069i,4.6775+6.9752i,8.7748+5.3146i,9.4551+1.6469i,7.1338-1.7381i,3.5991-3.2727i,0.81749-2.3008i,-0.16926-0.57359i,0.17499+0.36645i,0.73671+0.18982i,0.46769-0.48946i,-0.39312-0.8853i,-1.1651-0.86006i,-1.5449-0.4809i,-1.3934+0.0090194i,-0.96104+0.31756i,-0.52694+0.32075i,-0.19365+0.09668i,0.0082657-0.13162i,0.11711-0.23894i,0.1938-0.31581i,0.17798-0.34422i,0.11201-0.22073i
-0.19777+0.11796i,-0.44095-0.00081541i,-0.70415-0.26992i,-0.7621-0.50063i,-0.50298-0.45765i,-0.1692-0.2858i,-0.097154-0.14881i,-0.22526+0.02003i,-0.23461+0.18824i,-0.098508+0.22069i,-0.015019+0.15663i,-0.025819+0.12825i,-0.035971+0.13681i,-0.029775+0.099233i,-0.046171+0.04801i,-0.074384+0.034836i,-0.094559+0.036646i,-0.092226+0.05864i,-0.040483+0.081588i,0.017827+0.06288i,0.023091+0.036759i,0.00024495+0.031611i,-0.019018+0.030499i
-0.17337-0.1614i,-0.36312-0.080627i,-0.37301+0.37843i,-0.040761+0.71211i,0.26113+0.34517i,0.14938-0.18352i,-0.07191-0.19599i,-0.048477-0.019287i,0.029697+0.00089038i,0.024925-0.027305i,0.038623-0.057386i,0.071139-0.094257i,0.075356-0.09353i,0.044359-0.040596i,0.022152+0.033233i,0.056589+0.076983i,0.10239+0.073823i,0.10173+0.051272i,0.061431+0.03315i,0.02595+0.017321i,0.025677-0.00022498i,0.034299-0.019917i,0.02895-0.027222i
0.23379+0.12255i,0.48795+0.10368i,0.6246-0.1131i,0.40637-0.27513i,0.057905-0.10839i,-0.001498+0.19202i,0.13743+0.3134i,0.22669+0.28491i,0.24154+0.21092i,0.17043+0.09137i,0.0419+0.03256i,-0.016431+0.057197i,-0.0024913+0.065025i,0.0084977+0.048054i,0.0017893+0.032086i,-0.0091097+0.0097874i,-0.010032-0.031874i,-0.0052509-0.083909i,-0.0096081-0.11075i,-0.01101-0.097361i,-0.006179-0.083936i,-0.027089-0.078574i,-0.066691-0.044751i
-0.27528+0.039769i,-0.65741+0.090738i,-1.0601+0.17262i,-1.1391+0.21534i,-0.80583+0.1906i,-0.39027+0.18053i,-0.12289+0.2174i,-0.0082293+0.19121i,-0.00040976+0.075069i,-0.016607-0.0087014i,0.0040299-0.042368i,0.024855-0.058305i,0.016655-0.057821i,-0.0044937-0.037486i,-0.0171+0.012512i,0.0036997+0.067761i,0.045383+0.10247i,0.07243+0.09824i,0.071322+0.049669i,0.049477+0.0026506i,0.025756-0.01174i,0.019434-0.0019863i,0.030169+0.0085424i
0.14646-0.082363i,0.31047-0.052469i,0.49611+0.14553i,0.66245+0.31959i,0.69772+0.25432i,0.51842+0.081898i,0.27878-0.030142i,0.091676-0.085613i,-0.059404-0.061372i,-0.13153+0.027706i,-0.11408+0.08044i,-0.075046+0.083181i,-0.030452+0.078848i,0.021134+0.044906i,0.041399-0.023673i,0.019114-0.075113i,-0.01425-0.090178i,-0.038991-0.071617i,-0.042312-0.025006i,-0.029032+0.0097576i,-0.025583+0.021995i,-0.025695+0.025047i,-0.019495+0.0087277i
0.013234+0.13199i,-0.0080467+0.093843i,-0.14234-0.17329i,-0.33688-0.3931i,-0.32904-0.2859i,-0.081265-0.10227i,0.044145-0.041177i,-0.010946+0.0032192i,-0.024405+0.036712i,0.035469+0.0014752i,0.061796-0.050617i,0.023165-0.050744i,-0.017425-0.0055871i,-0.034854+0.012816i,-0.060803+0.0070174i,-0.083518+0.033819i,-0.082571+0.08007i,-0.050087+0.10287i,0.007126+0.074525i,0.045976+0.025643i,0.053186+0.00066142i,0.042443-0.015231i,0.018849-0.027621i
-0.13762-0.20267i,-0.24143-0.3212i,-0.21702-0.30849i,-0.095057-0.26867i,-0.097192-0.3249i,-0.20365-0.2978i,-0.20341-0.13044i,-0.088296-0.03833i,-0.028357-0.061201i,-0.054152-0.068508i,-0.058484-0.034468i,-0.014152-0.013671i,0.01749-0.018244i,0.003752-0.0045348i,-0.023424+0.033416i,-0.037561+0.056981i,-0.041267+0.063901i,-0.035105+0.066257i,-0.030841+0.064736i,-0.025414+0.062168i,-0.0069645+0.052729i,-0.0018072+0.039448i,-0.012222+0.034226i
0.23456+0.067871i,0.4776-0.021738i,0.55385-0.18674i,0.34735-0.22538i,0.11971-0.040944i,0.07375+0.1323i,0.11033+0.088677i,0.085002-0.0028194i,0.037258+0.0098103i,0.040409+0.047108i,0.058191+0.026891i,0.042816-0.025628i,-0.0007274-0.045603i,-0.012038-0.02194i,0.025461-0.010432i,0.053564-0.030878i,0.04839-0.059049i,0.023088-0.076334i,0.0048893-0.063346i,0.0064152-0.039185i,0.0045526-0.036249i,0.00013004-0.04189i,0.0050294-0.036792i
-0.22693+0.19322i,-0.35164+0.44632i,-0.35537+0.6442i,-0.1622+0.56011i,0.055365+0.26058i,0.042514+0.058054i,-0.099196+0.073691i,-0.12645+0.12882i,-0.034101+0.085586i,0.037609-0.010716i,0.015576-0.05515i,-0.04819-0.030481i,-0.077771-0.0039919i,-0.074246-0.022613i,-0.078787-0.058181i,-0.10005-0.067589i,-0.1073-0.047685i,-0.084075-0.022903i,-0.052018-0.015838i,-0.035405-0.010731i,-0.027053+0.0087555i,-0.019981+0.017403i,-0.021816+0.0058286i
