-0.00070001-0.00017177i,0.0010472-0.0015136i,0.0003585-0.00028045i,-0.00072897+0.0017155i,-0.0010567+0.0035083i,-0.00023895+0.0037516i,7.9707e-05+0.0032224i,0.00054753+0.0023901i,0.0011047+0.0012564i,0.0013464+0.00041605i,0.0012038-8.8375e-05i,-8.9491e-06-0.00028758i,-0.00065039-0.00075232i,-0.00096353-0.0014656i,-0.00058877-0.0010796i,3.9812e-05-0.00039467i,-1.0398e-05-5.8628e-05i,0.00028132+0.00035394i,0.00072875+0.00057172i,0.00077407+0.00020471i,0.00059531-0.00031479i,0.00020761-0.00012829i,-0.00021038-6.5155e-06i
0.0015191+0.009503i,0.0021132+0.038092i,-0.01469+0.10129i,-0.05505+0.16425i,-0.084531+0.16061i,-0.068433+0.10348i,-0.036139+0.061321i,-0.012481+0.044373i,0.0058896+0.030831i,0.012764+0.017096i,0.0089995+0.0066479i,0.0025586+0.0012522i,-0.0018601-0.00017475i,-0.0034583-0.00016704i,-0.0026429+0.00055983i,-0.0017+0.0013325i,-0.0023701+0.0020777i,-0.0031857+0.0024828i,-0.0030312+0.0025671i,-0.0018907+0.0015719i,-0.00015431-0.00060132i,0.0015654-0.00334i,0.0022295-0.0054378i
-0.00067226-0.0068057i,0.0061547-0.032381i,0.038719-0.080945i,0.093008-0.12109i,0.12154-0.10758i,0.095599-0.069302i,0.056722-0.048377i,0.030469-0.030979i,0.011189-0.011i,0.0022408-0.00034401i,0.00079442-0.0012314i,4.3437e-05-0.0033459i,0.00061061-0.0050638i,0.0005134-0.0070287i,-0.0015057-0.0069596i,-0.0011919-0.0077343i,0.0015522-0.0089719i,0.0034656-0.0087725i,0.0047276-0.008176i,0.0057238-0.0073571i,0.0040585-0.0063976i,-0.0011527-0.0038706i,-0.0064737+0.00026485i
0.00092962+0.005092i,-0.0093804+0.025423i,-0.046974+0.058741i,-0.10043+0.081187i,-0.11797+0.065286i,-0.085036+0.037951i,-0.053683+0.024504i,-0.040903+0.015528i,-0.030168+0.010459i,-0.017308+0.0096566i,-0.0065824+0.0078595i,-0.0013444+0.0043583i,0.00060693+0.0016267i,0.0015633+0.00062785i,0.0021955+0.00048503i,0.0030277+0.001673i,0.0025012+0.0032606i,-0.00084971+0.0044675i,-0.0037195+0.0048008i,-0.0040048+0.0031222i,-0.0023094+0.0027733i,0.0019984+0.0049768i,0.007253+0.0072198i
0.0016973-0.0015754i,0.014176-0.015578i,0.054037-0.033359i,0.10289-0.03541i,0.11064-0.012404i,0.074862+0.0033975i,0.045881+0.001185i,0.028963-0.0051839i,0.010188-0.011267i,-0.0013167-0.012156i,-0.001786-0.006829i,0.00053056-0.00070417i,0.0020775+0.0035214i,0.0032982+0.0039597i,0.0032765+7.9179e-05i,0.0028063-0.0043316i,0.0014905-0.0058034i,0.0011004-0.0053718i,0.0017099-0.003174i,0.00099413-0.00080671i,0.00026281-4.1796e-05i,-1.729e-05-0.0012223i,-0.00058376-0.0043125i
-0.0012432+0.0031056i,-0.015793+0.012265i,-0.050102+0.019709i,-0.087487+0.013298i,-0.08966-0.006957i,-0.061628-0.012922i,-0.040677-0.0092376i,-0.025717-0.012311i,-0.011568-0.014249i,-0.005885-0.011474i,-0.004949-0.0052796i,-0.0040297+0.00034498i,-0.0029616+0.0034766i,-0.0013839+0.0057396i,0.00072941+0.0071101i,0.0020763+0.0077996i,0.0023519+0.0082146i,0.0010307+0.0063583i,-0.0014792+0.0040843i,-0.003411+0.0040994i,-0.0032575+0.0036398i,-0.0024076+0.0031348i,-0.0045764+0.0023229i
0.0020457-0.0029412i,0.01664-0.0064187i,0.048463-0.003877i,0.078539+0.012359i,0.072479+0.027799i,0.045681+0.023081i,0.030546+0.016063i,0.022762+0.014422i,0.018351+0.0076499i,0.01536+0.00025516i,0.0091798-0.0017057i,0.002702+0.00038564i,-0.0017207+0.0014843i,-0.0025869-0.00059617i,-0.0015073-0.0027605i,-0.0015514-0.00509i,-0.0022465-0.0076865i,-0.0021273-0.0085667i,-0.00032318-0.0077909i,0.0024402-0.006364i,0.0033684-0.0067075i,0.0017838-0.0062122i,-0.00037318-0.0026744i
-0.0019498+0.001798i,-0.01343+0.002681i,-0.038431-0.0049812i,-0.056516-0.023414i,-0.043371-0.033063i,-0.021319-0.025101i,-0.012517-0.019526i,-0.0052537-0.013843i,0.0019224-0.002836i,0.0041504+0.0016438i,0.0022999-0.0019981i,-0.0001224-0.004598i,-0.0021697-0.0050042i,-0.0042094-0.0032536i,-0.0050852+0.00077924i,-0.0036859+0.0046192i,-0.00086543+0.0064869i,0.00056832+0.0061593i,1.899e-05+0.004264i,-0.0015712+0.0029317i,-0.0027762+0.003098i,-0.001849+0.0037681i,0.0011971+0.0033609i
0.0030487-0.0011914i,0.014655+0.0024555i,0.033021+0.013248i,0.044006+0.031123i,0.034803+0.03615i,0.02141+0.022367i,0.01267+0.01488i,0.0041725+0.013252i,-9.9258e-05+0.010547i,0.0010093+0.0097341i,0.0025497+0.0068041i,0.001049+0.0017266i,1.9182e-05-0.0025393i,0.00047401-0.0064784i,0.00092042-0.0083658i,0.00021239-0.0078591i,-0.00057526-0.0075532i,0.00011857-0.0059991i,0.002094-0.0033344i,0.0041235-0.0015923i,0.0049806-0.0013978i,0.0047773-0.0024208i,0.0040977-0.0036595i
-0.0020515-0.00012556i,-0.011346-0.0036222i,-0.023811-0.015342i,-0.027675-0.02987i,-0.018685-0.027397i,-0.012944-0.01463i,-0.0080031-0.011693i,-0.00094373-0.01037i,-0.0025214-0.0051656i,-0.005608-0.0012819i,-0.0017161+0.00037134i,0.0027825+7.2976e-05i,0.0041858+0.00029019i,0.0041397+0.0015339i,0.001354+0.002096i,2.9321e-05+0.0016353i,0.0020784+0.002502i,0.0023763+0.0032051i,2.528e-05+0.0030929i,-0.0026903+0.0037527i,-0.0044035+0.0034531i,-0.0051344+0.0022729i,-0.0063086+0.0012119i
0.0016219-0.00046537i,0.0089795+0.0049979i,0.016717+0.019335i,0.018635+0.032985i,0.013651+0.027634i,0.011247+0.014597i,0.0046469+0.009665i,-0.0051428+0.0031117i,-0.0070531-0.0020742i,-0.0063327-0.00016848i,-0.005138+0.0036935i,-0.0030237+0.0049865i,-0.00054159+0.0042062i,0.0023202+0.002403i,0.0044438-0.00078271i,0.0034906-0.0030626i,0.00097949-0.0041734i,-0.0016168-0.0057407i,-0.0027829-0.0055045i,-0.00063193-0.0037114i,0.0017688-0.0032117i,0.0025297-0.001308i,0.0026692+0.0027301i
-0.0034116-0.00021275i,-0.0075364-0.0065628i,-0.011029-0.017878i,-0.0098915-0.026401i,-0.0091212-0.0198i,-0.010239-0.011141i,-0.0042107-0.0089802i,0.0016026-0.0057836i,0.00083609-0.005699i,-7.4754e-05-0.0080439i,2.6075e-05-0.006096i,0.00041043-0.0010376i,-0.00054869+0.0030807i,-0.0020027+0.005965i,-0.0010479+0.0063982i,0.0015205+0.0037899i,0.0040931+0.0012442i,0.0039573+0.00033039i,0.00091202-0.00048538i,-0.0028038-0.00144i,-0.0044578-0.001382i,-0.0035408-0.0012905i,-0.00089224-0.0026326i
0.0047411+0.0020563i,0.0077091+0.0064238i,0.011572+0.018121i,0.011756+0.027239i,0.014048+0.023821i,0.017289+0.015756i,0.010464+0.0080634i,0.0043552-0.00038625i,0.0059293-0.0046942i,0.005187-0.0056363i,6.7596e-05-0.0055668i,-0.0050624-0.0044288i,-0.0063366-0.0033081i,-0.0037115-0.0022774i,-0.0011207-0.0010964i,-0.0012936-0.00037852i,-0.0026094+4.7907e-05i,-0.0024895-0.00032678i,-0.0003729-0.00063757i,0.0027424+0.00020518i,0.0055434+0.00059922i,0.0055495-0.00029303i,0.0025276-0.0019011i
-0.003338-0.0018205i,-0.0042676-0.0062982i,-0.0058885-0.013932i,-0.0042107-0.019602i,-0.0066709-0.016751i,-0.010839-0.014307i,-0.0053317-0.010098i,0.0020122-0.0020212i,0.0053063+0.00019811i,0.0080282-0.0014601i,0.0077179-0.002592i,0.0039366-0.0020081i,-0.00012434-0.00071614i,-0.0033263-0.00097233i,-0.0033792-0.0017234i,-3.7215e-05-0.0012211i,0.003869-9.1432e-05i,0.0058881+0.0016291i,0.0042756+0.0026658i,0.00054701+0.0011915i,-0.0016283-0.00011782i,-0.0021458+0.00014375i,-0.0029188+0.0014718i
0.0014751+0.0018973i,0.00191+0.0048148i,0.0028809+0.012873i,0.0029081+0.022167i,0.0088862+0.025529i,0.011401+0.02369i,0.0046095+0.015855i,0.0038728+0.0074214i,0.0058043+0.0058698i,0.0042275+0.0060828i,0.0028388+0.0032697i,0.0021405-0.001749i,0.0024462-0.0058128i,0.0022099-0.0066705i,-0.00033917-0.0042542i,-0.0042111-0.0016878i,-0.0078162-0.0011257i,-0.0084103-0.00089996i,-0.0055572+0.00039387i,-0.0023435+0.0025423i,0.00067621+0.0031087i,0.0025573+0.0023054i,0.0036564+0.0028313i
0.00098021-0.00088949i,0.0028467-0.0020345i,0.0055862-0.0075804i,0.0068627-0.016315i,0.0019697-0.02401i,-0.0032813-0.025913i,-0.003259-0.017192i,-0.006189-0.0068176i,-0.0074934-0.0017571i,-0.0040734+0.0028708i,-0.00067831+0.0060932i,0.0016601+0.0058963i,0.0026483+0.0046551i,0.0022118+0.0028351i,0.0023389+0.00080321i,0.0044289-0.00082409i,0.007487-0.0010723i,0.0078679-1.3938e-05i,0.0047518-0.0003556i,0.0013488-0.0013249i,-0.0012428-0.0021744i,-0.0023789-0.0027693i,-0.0013792-0.0027668i
-0.0025452+0.0047983i,-0.0040495+0.0042334i,-0.0071315+0.0099542i,-0.0079587+0.017087i,-0.002588+0.023985i,-1.8703e-05+0.023953i,-0.0033501+0.013021i,-0.0053545+0.0043694i,-0.007488+0.0024944i,-0.0098553+0.0019471i,-0.0078983+0.0013373i,-0.0033757+0.00068854i,-0.00016257+0.00067469i,0.0018047+0.00082506i,0.001222+0.00019945i,-0.0029459-0.0009558i,-0.0069218-0.0027285i,-0.0073064-0.0036183i,-0.0044463-0.0028757i,-0.0016583-0.0019585i,0.00048413-0.00010988i,0.0023335+0.0012543i,0.0022789+0.00093194i
0.00055938-0.00049017i,0.002832-0.0020034i,0.0076359-0.0041182i,0.013111-0.0082305i,0.016434-0.015832i,0.018514-0.021663i,0.015591-0.018825i,0.0073162-0.015714i,0.0026295-0.014781i,0.0012741-0.010985i,-0.0012433-0.0051085i,-0.0039698+0.00059392i,-0.0052089+0.0042091i,-0.0041445+0.0050611i,0.00034765+0.0040402i,0.0062616+0.0029473i,0.010334+0.0027328i,0.011112+0.0019298i,0.0080593-0.00032182i,0.0040328-0.0025196i,0.0012647-0.0037849i,-1.5358e-05-0.0035291i,-0.0011348-0.0012751i
0.0014893-0.0022456i,-1.6897e-05-0.0005i,-0.0045517+0.0025418i,-0.011297+0.0075161i,-0.015272+0.016946i,-0.017404+0.020995i,-0.012531+0.014049i,-0.0016802+0.006567i,0.0039418-0.00022969i,0.0043278-0.0058752i,0.0039681-0.0072066i,0.0024683-0.0063373i,-0.00010129-0.0050362i,-0.0012722-0.0029608i,-0.0017397-0.0013497i,-0.004272-0.0016031i,-0.0068211-0.0024607i,-0.0072247-0.0019866i,-0.0055887+0.00055757i,-0.0036781+0.0020734i,-0.0019157+0.0023564i,0.00055469+0.0025483i,0.003849+0.0025327i
-5.5637e-05+0.0019336i,0.0012896+0.0012945i,0.0056115+0.00134i,0.013594-0.0014717i,0.022036-0.0074247i,0.025516-0.0093996i,0.020191-0.0035162i,0.014541+0.00070147i,0.013189+0.0014825i,0.010822+0.0026619i,0.0061914+0.0017522i,0.0013538-0.00074266i,-0.002515-0.0026962i,-0.0039403-0.0030579i,-0.0018983+8.9668e-05i,0.0025192+0.0042954i,0.0060933+0.0052334i,0.006791+0.003786i,0.0049972+0.0019353i,0.0028297+0.00086586i,0.0020061+7.2625e-05i,0.00016447-0.0024097i,-0.0013962-0.0048036i
0.00026042+0.00095208i,-9.0855e-05+0.00014726i,-0.0019246-0.00023665i,-0.0082901+0.0014897i,-0.017718+0.0045161i,-0.023833+0.0029589i,-0.02024+0.0004155i,-0.013897+0.0034351i,-0.0092514+0.0067965i,-0.0040165+0.0064651i,-0.00026433+0.0041257i,0.0022526+0.0013173i,0.0043429-0.0007141i,0.0037475-0.0017677i,0.00031479-0.0030368i,-0.003981-0.0049986i,-0.0076558-0.005873i,-0.0086169-0.0040874i,-0.0068198-0.00168i,-0.0045321-0.00037187i,-0.0016381+0.0018714i,0.0011019+0.0040043i,0.00079139+0.0047034i
8.5252e-05-0.00044104i,0.0017602+0.001115i,0.0045315+0.0037912i,0.011479+0.0049914i,0.021192+0.004305i,0.024148+0.0052578i,0.015649+0.004833i,0.0049035+0.0017972i,-0.0012736+0.0016239i,-0.0039747+0.0031504i,-0.004493+0.0027854i,-0.0042059+0.0019263i,-0.0028703+0.0013648i,-0.0011342+0.00068313i,-0.00098923+0.00095388i,0.00056127+0.0027564i,0.004181+0.0030361i,0.0063902+0.0014893i,0.0058074+0.00043169i,0.0038003-0.0013542i,0.0023419-0.0028622i,0.0012541-0.0030286i,-0.00025559-0.0026364i
-0.0011449+0.00086128i,-0.0018814-0.00030806i,-0.0043184-0.0011499i,-0.0080694-0.0021473i,-0.012225-0.0041828i,-0.013299-0.010042i,-0.010611-0.014115i,-0.0093476-0.013498i,-0.0094936-0.012108i,-0.007869-0.00906i,-0.0038931-0.0042274i,2.7811e-05-6.2328e-05i,0.0018294+0.0027341i,0.0021612+0.0039108i,0.0020027+0.0013046i,0.00032566-0.0030519i,-0.0022581-0.0050526i,-0.0041631-0.0040612i,-0.0043391-0.0028288i,-0.0041727-0.0021429i,-0.0043323-0.00024974i,-0.003271+0.0019908i,-0.00015733+0.003659i
0.0008287-0.00077493i,0.0012787+0.00017375i,0.0050305+0.0021661i,0.0097093+0.0069147i,0.014037+0.013004i,0.014109+0.016728i,0.0098319+0.012915i,0.0089902+0.0047636i,0.007872-0.0016423i,0.0040494-0.0049738i,0.00076535-0.0046734i,-0.001019-0.0028052i,-0.0026994-0.001617i,-0.0030781-0.00060785i,-0.0010827+0.0015731i,0.0016815+0.0047399i,0.0040529+0.0058485i,0.0053846+0.0049285i,0.00562+0.0033371i,0.0048409+0.001728i,0.004141-6.0932e-05i,0.0033949-0.003004i,0.0017927-0.0055097i
-0.0015973+0.0010507i,-0.0017524+0.00015523i,-0.0018855-0.00040974i,-0.0024143-0.0040883i,-0.0038221-0.0092856i,-0.0026719-0.013281i,0.0013304-0.011604i,0.0053288-0.0077364i,0.0084841-0.0049745i,0.0084829-0.0020745i,0.0050082-6.4382e-05i,0.0019015+0.00082985i,-5.4141e-06+0.0019073i,-0.0013345+0.0021756i,-0.00047084-5.3162e-06i,0.00062204-0.0023452i,-0.00076753-0.0032088i,-0.0032886-0.003817i,-0.0049014-0.0041237i,-0.004043-0.0035008i,-0.0027589-0.0018845i,-0.0033591+0.0004378i,-0.0043287+0.0035463i
-0.00062652+9.9633e-05i,0.00034078+5.0585e-05i,0.0016027+0.002257i,0.0045398+0.008201i,0.0057604+0.015454i,0.0020601+0.017411i,-0.0017554+0.013212i,-0.00088604+0.009443i,0.0013574+0.0086004i,0.00229+0.0062521i,0.001863+0.0026588i,0.0010453-0.00071252i,2.6679e-05-0.0038146i,-0.0004202-0.0045297i,-0.00097312-0.0017963i,-0.00052445+0.0018025i,0.0013801+0.0027173i,0.0025376+0.0030426i,0.0027911+0.002502i,0.0028474+0.001475i,0.0036304+0.0007624i,0.004768-0.00079951i,0.0044681-0.0010205i
0.00063408-5.1402e-05i,0.001061-0.00018727i,0.0021559-0.0005763i,0.002541-0.0034184i,0.0036633-0.0092259i,0.0063112-0.011678i,0.0058318-0.0086611i,0.0012078-0.0053211i,-0.0019359-0.0022553i,-0.0022695-7.6203e-05i,-0.0021684+0.00019321i,-0.0017891+0.0010727i,-0.00093218+0.0022575i,-0.0012339+0.0012587i,-0.0010496-0.0013234i,-0.00034228-0.0036138i,-0.0010932-0.0048822i,-0.0022668-0.0051925i,-0.002993-0.0045341i,-0.0035592-0.0028954i,-0.0039708-0.00098112i,-0.0038251+0.00072779i,-0.0027561+0.0020543i
0.00017579+0.0012055i,-0.00044725+0.00091059i,-0.00081352+0.0037834i,-0.0017395+0.0082172i,-0.0027575+0.011389i,-0.0057318+0.0098473i,-0.0071691+0.0050313i,-0.0057845+0.001178i,-0.0053543-0.0016416i,-0.0049346-0.0026621i,-0.0026715-0.0021934i,0.0004544-0.0019467i,0.0021529-0.0011644i,0.0025392-0.00061939i,0.001822-0.00012003i,0.00059713+0.0009031i,0.00047898+0.0018385i,0.0022067+0.0031775i,0.0035518+0.004522i,0.0024149+0.0042627i,0.0018356+0.0028959i,0.0029991+0.0009936i,0.0031817-0.0014203i
0.00047141-0.00045023i,0.0008816-0.00039686i,0.0021282-0.002426i,0.0051923-0.0040682i,0.0082308-0.0047092i,0.009957-0.0044566i,0.0083293-0.0026997i,0.0056174-0.0027766i,0.0033558-0.0045312i,0.00079019-0.0043789i,-0.00082554-0.0022083i,-0.00083089+0.00087483i,-0.0016635+0.0034721i,-0.0030408+0.003481i,-0.00274+0.0010747i,-0.0010789-0.0013071i,-0.00025926-0.0023249i,-0.00043366-0.003455i,-0.00062934-0.0043775i,-0.00086724-0.00405i,-0.0016978-0.0033846i,-0.0034677-0.0022972i,-0.0048325-0.00034739i
-0.00055799+0.0012481i,-0.0018655+0.00089036i,-0.0026755+0.0029001i,-0.0041777+0.005472i,-0.0067025+0.0065915i,-0.0090756+0.0035888i,-0.007675-0.00015138i,-0.0036846-0.0015135i,0.00059898-0.0022637i,0.0034154-0.0020793i,0.0030587-0.00049197i,0.0017795+0.0010678i,0.0015402+0.001187i,0.0025059+0.00019864i,0.00212+0.0013371i,0.00028692+0.0020095i,-0.00035446+0.0021176i,0.00025393+0.003103i,0.00012817+0.0039287i,-4.5769e-05+0.00362i,0.0013111+0.0024229i,0.0030858+0.0015281i,0.0040675+0.0013385i
0.0023943+0.0014469i,0.0021445+0.00099578i,0.0043117-8.7607e-05i,0.0074475-0.0014997i,0.0099764-0.0014477i,0.0095133+0.00083258i,0.0062329+0.0015373i,0.0040215+0.00076111i,0.00377+0.0010242i,0.0029826+0.0010728i,0.00068591+0.00080025i,-0.0016272+0.0008543i,-0.0035435-8.4712e-06i,-0.003844-0.00013146i,-0.0022899-8.38e-05i,0.00022657-0.00041201i,0.0010574-0.0013441i,0.00085585-0.0032719i,0.0014166-0.0034237i,0.001615-0.003303i,-3.6238e-05-0.0037499i,-0.0013845-0.0033351i,-0.0010182-0.0030121i
-0.001334+0.0017371i,-0.0021695+0.0012094i,-0.0034242+0.0013828i,-0.0037697+0.001739i,-0.0040568+0.00078949i,-0.0040578-0.0028028i,-0.0021876-0.0054665i,-0.0011387-0.0046223i,-0.00077125-0.0015505i,4.7032e-06+0.00080606i,0.00061519+0.00051957i,0.0010493-0.00099511i,0.0020481-0.0017176i,0.002143-0.0010553i,0.0007836-0.00012626i,-0.00013067-5.4493e-05i,2.2283e-05-0.00057278i,-0.00075955-0.00016527i,-0.0012548+0.0004776i,-0.00058457+0.00082505i,-0.00049694+0.0020758i,0.00041864+0.0030773i,0.00076486+0.002434i
0.00046103+0.0012573i,0.0021216+0.00099154i,0.0048034+0.0014848i,0.0074247+0.0029008i,0.0095223+0.0047535i,0.0086261+0.0056043i,0.0066241+0.0048391i,0.0036264+0.0034304i,0.00026518+0.0013603i,-0.0010994-0.00034489i,-0.00078663-0.00099694i,-0.00042778-0.0013913i,-0.0005719-0.0012609i,-0.00075398-0.0010846i,-0.00057728-0.0019242i,0.00037956-0.0018749i,0.0015656-0.0013893i,0.0021474-0.0017047i,0.0023504-0.0012556i,0.0019067-0.0010184i,0.00086916-0.001697i,0.00037387-0.00251i,-0.00040463-0.0016148i
0.0001165+0.00015091i,0.0001725+0.00018224i,-0.00067802+0.0006759i,-0.0025666+6.6366e-05i,-0.0025526-0.001958i,-0.0016051-0.0033829i,5.9566e-05-0.0024319i,0.00089259-0.0017372i,-0.00012835-0.0027598i,-0.00099846-0.0021564i,-0.00043312+0.00019612i,0.0010634+0.0014758i,0.0029063+0.0020061i,0.0032127+0.0020952i,0.0016712+0.0019165i,0.0007+0.0012323i,0.00027604-8.3944e-05i,-0.00084099-0.00045809i,-0.0021939-0.00027516i,-0.0028838+0.0001028i,-0.001777+0.0008769i,-0.00068618+0.0018243i,-0.00054413+0.0024548i
0.00066846+0.0028307i,0.00058063+0.001366i,0.0029378+0.001221i,0.0048397+0.0022303i,0.0050732+0.0036595i,0.0016969+0.0048991i,-0.0030335+0.004448i,-0.004123+0.0026399i,-0.002237+0.00018536i,0.00010196-0.0018748i,0.00047511-0.0013393i,-0.00084513-0.00041592i,-0.0019794-0.00041177i,-0.001938-0.00028632i,-0.0006836+8.1318e-05i,0.00082182+0.00015744i,0.0015276+0.00099668i,0.001712+0.0019273i,0.0013316+0.0014212i,0.00055055-2.6519e-05i,-0.00013887-0.0012923i,0.00047537-0.0024011i,0.0018158-0.0028658i
8.5798e-06+0.0011829i,-0.00022883+0.0018989i,0.00092087+0.002326i,0.0017135+0.0010313i,0.0014858-0.0016852i,0.001214-0.0038056i,0.00024625-0.0047292i,-0.0007079-0.0050837i,0.00018473-0.0032848i,0.0012958-0.0012432i,0.00056764-0.00015531i,-9.9439e-05+0.0009875i,-0.00037599+0.0015035i,-0.00068857+0.002092i,-0.00083978+0.0019689i,-0.00038143+0.00081847i,-0.00041707-0.0010584i,-0.00079933-0.0020567i,-0.00059626-0.0012188i,-0.0011015+7.4173e-05i,-0.0016891+0.00099911i,-0.0017347+0.0016794i,-0.0024612+0.0020519i
-0.00052791-0.00067945i,-0.00035305-0.0010313i,0.00084815-0.00027119i,0.002254+0.0020777i,0.0018842+0.0052173i,0.0010837+0.0049157i,0.00099012+0.0011212i,0.0010962-0.0022675i,0.0013454-0.0030756i,0.0015946-0.0015877i,0.0013703-0.0013826i,0.00079483-0.0019672i,-0.00037135-0.0020258i,-5.8385e-05-0.0023712i,0.00090338-0.0014801i,0.00096885+6.867e-05i,0.00068402+0.00079494i,0.00073715+0.0017603i,0.0010682+0.0022138i,0.0016271+0.0011781i,0.0018976+0.00013956i,0.0013592-0.00019115i,0.00064076+0.0004949i
-2.2124e-05+0.00016149i,0.0012189+0.00030945i,0.00025831+0.0015713i,0.00035025+0.0022554i,0.0032696+0.0013785i,0.0069122-0.00023271i,0.0084892-0.0015166i,0.0073757-0.0013409i,0.003983+0.00051581i,0.00067882+0.0020341i,0.0004564+0.0018065i,0.0014796+0.00040434i,0.00095776-0.00036445i,-0.00010132+0.0001002i,-0.00019523+0.00019579i,0.00031163-0.00036075i,0.00038715-0.001569i,0.00048769-0.0030921i,0.00036752-0.0036846i,-0.00020179-0.0024218i,-0.00073667-0.001076i,-0.0020496-0.00039011i,-0.0023246+0.00011575i
-0.00033994+0.0019905i,-0.0017717+0.0021681i,-0.00091038+0.003271i,-0.00037956+0.0026656i,-0.00091595+0.0019263i,-0.0023266+0.00067808i,-0.0015232+0.00079577i,0.00073814+0.002187i,0.00069408+0.0014667i,-0.00064554+8.2053e-05i,-0.00084826-0.00038116i,9.3032e-05-0.00057991i,0.00099235-0.0010722i,0.0013776-0.00044316i,0.0010638+0.00031569i,0.001027+0.00012044i,0.0013593+0.0012465i,0.0011471+0.0026059i,0.0011779+0.0027387i,0.0011036+0.0016148i,0.000949+0.00061223i,0.0015377+0.00060633i,0.0016568+0.00018846i
-0.0013222+0.0012709i,-0.00079013-0.00056144i,0.0015255-0.0015074i,0.0037895-0.00094473i,0.0044128+0.0011733i,0.0036177+0.0015753i,0.00076423+0.0016162i,-0.0016988+0.0015511i,-0.0023374+0.00014804i,-0.002728-0.00083172i,-0.0022049-7.3167e-05i,-0.00059483+0.00033642i,0.00055559+0.00028158i,0.0011217+0.0012292i,0.0013678+0.0005304i,0.0017518-0.0017837i,0.0014531-0.0037217i,0.0010026-0.0041091i,0.00087308-0.0032516i,0.00052979-0.0023317i,0.00018201-0.001944i,-0.00076569-0.0015786i,-0.00069306-0.0015881i
0.0017066+0.0011298i,0.0025713+0.0017744i,0.0028082+0.0026613i,0.0033229+0.0040846i,0.0026275+0.0034315i,-0.0010481+0.0012593i,-0.0035856-0.00024477i,-0.0029817-0.0021378i,-0.0014171-0.003378i,0.00021094-0.0033096i,-0.00010164-0.0026272i,-0.0015168-0.00078413i,-0.0012958+0.00074756i,-0.00021395+0.00051159i,0.00010792-1.1589e-05i,0.00022833+3.2119e-05i,-0.00021125+0.00053972i,-0.00083769+0.0014855i,-0.00068673+0.0022106i,-0.00084155+0.0026066i,0.00013796+0.002497i,0.0009992+0.0018806i,-1.256e-05+0.0015608i
0.00058577+0.00064294i,0.0012258+0.0007516i,0.0023567+0.00015957i,0.002068-0.00039908i,0.0022001+0.00017136i,0.002649+3.7728e-05i,0.0012992-0.0026634i,0.00069787-0.0048904i,0.0016257-0.0033523i,0.0017119-0.0011454i,0.00034063-0.00034104i,-0.00074721-0.0003344i,-0.00081986-0.00047908i,-0.00087771-1.2926e-05i,-0.00052461+0.00050608i,0.001188+0.00010819i,0.0024802-0.00073743i,0.0022158-0.0020869i,0.0012938-0.0026635i,0.00057922-0.0017821i,-0.00048518-0.0015979i,-0.00064469-0.0022855i,0.0004653-0.00097047i
0.0002816+0.0010757i,-0.00071428+0.00094864i,-0.0008284+0.0003643i,-0.0013725+0.00082537i,-0.0016962+0.001101i,-0.0010642+0.00058571i,0.0010806-0.0011978i,0.0030143-0.002577i,0.0030233-0.0008216i,0.0020756+0.0006222i,0.00099932+0.00028882i,-0.00067412-0.00059543i,-0.0012224-0.0013631i,-0.00089884-0.0013102i,-0.00096417-0.00035568i,-0.0016532+0.00048478i,-0.0022777+0.00083094i,-0.002132+0.001744i,-0.0019129+0.0017766i,-0.00096855+0.0016464i,-0.00024448+0.0024153i,-0.00056292+0.0024639i,-0.00067237+0.0018526i
-0.0013053+0.00018952i,6.6027e-05+0.00032856i,0.0013119+0.0011011i,0.002436+0.0016019i,0.0028604+0.0017265i,0.0031369+0.0017171i,0.0029299+0.0014946i,0.0012884+0.0016596i,-0.00093462+0.001493i,-0.0020004+0.00045224i,-0.0011151+8.3893e-05i,0.00069735-0.0006883i,0.0010464-0.0014681i,0.00025942-0.00087774i,0.00048716-0.00030162i,0.001244-0.00074527i,0.0020409-0.0013091i,0.0028519-0.0018854i,0.0036091-0.0020228i,0.0028622-0.0020253i,0.0019344-0.0023613i,0.0013404-0.0015532i,0.00092138-0.00040525i
-0.00054038+0.0010136i,-0.00033312+0.00074383i,-0.00038912+0.00098665i,0.00011805+0.001614i,0.0005584+0.0020625i,-0.00019892+0.0019879i,-0.00059551+0.0022724i,-0.00043824+0.0020833i,-0.00035457-0.00016847i,-0.00063103-0.001455i,-0.00095387-0.0004272i,-0.00016823+8.0153e-05i,0.00065225+0.00011986i,0.00052567+2.2907e-05i,-0.00024853-0.00059398i,-0.002089-0.0012702i,-0.0029806-0.0017131i,-0.003137-0.0012484i,-0.0033149-0.00036074i,-0.0022732+0.00086821i,-0.0013858+0.00093594i,-0.00077247+0.00034016i,-0.00075517-7.4207e-05i
