0.0012128+2.7112e-05i,0.001505-0.0021649i,-0.00010503-0.0047163i,-0.0032033-0.0041654i,-0.0047831-0.0012653i,-0.0038578+0.00089298i,-0.00074207+0.0020518i,0.00089843+0.0017107i,0.00066241+0.00025459i,0.0010138-0.00081157i,0.0010066-0.00080944i,-7.791e-05-0.00074645i,-0.00050607-0.0003936i,6.315e-05-0.00012214i,8.8428e-05-0.00013964i,-0.00026252+7.0437e-05i,-6.3202e-05+0.00031123i,-0.00028169+0.00073295i,7.0862e-05+0.00060945i,5.3863e-06+3.6182e-05i,-0.00018159-0.00035039i,0.00066076-0.00082851i,0.00060167-0.00027014i
0.0011798+0.0017009i,-0.00037489+0.0028779i,-0.0023779+0.0047732i,-0.0024285+0.0052699i,-0.00043293+0.0039193i,-0.00047907+0.0015987i,-0.0020317+4.8774e-05i,-0.0015941-6.0797e-05i,-0.00068619+0.00023467i,-0.00051287+0.0010419i,-0.00064141+0.0010851i,-0.00059419+8.4913e-05i,-0.00013677-0.00069907i,0.00041474-0.0014986i,0.00035607-0.0014753i,0.00071811-0.001648i,0.0012565-0.002447i,0.0004009-0.0028196i,-0.0013658-0.0026022i,-0.0023706-0.002477i,-0.00182-0.0019544i,-0.001472-0.00045646i,-0.00085992-0.00033639i
-0.0032643+0.0033657i,-0.0025745+0.0038866i,-0.0019868+0.0019268i,-0.0018044+0.0016063i,-0.0015225+0.0032919i,-0.00080603+0.0028329i,-0.0015608+0.0010992i,-0.002081+0.00048704i,-0.0012547+0.00015129i,-0.00086386-0.00031132i,-0.00041759-0.00059943i,0.00036547-0.0001213i,0.00031489+0.001022i,-0.00032381+0.0013936i,-0.00064688+0.0016887i,-0.0004894+0.0022862i,-0.00011935+0.002703i,0.00013965+0.0028387i,5.8739e-06+0.0013075i,-4.1543e-06-0.00040866i,0.00018987-0.0010046i,0.00070259-0.0010687i,0.0006701-0.0011627i
-0.0075348-0.00052114i,-0.0081948+0.0026312i,-0.0071349+0.0057781i,-0.0054401+0.0054684i,-0.0037684+0.0028412i,-0.0019514+0.00076056i,-0.00070569+0.00038483i,-0.00052944-0.00052382i,-0.0011063-0.00070204i,-0.0014505+0.00041392i,-0.0015966+0.00092541i,-0.0014317+0.00015652i,-0.0021279-0.00072071i,-0.002024-0.00093292i,-0.00095725-0.0012404i,-0.00073276-0.0010373i,-0.001034-0.0011652i,-0.0011695-0.00068052i,-0.0017514+0.00073807i,-0.0017388+0.0012316i,-0.00075708+0.001584i,-0.00075709+0.0013096i,-0.00086434+0.00052165i
-0.0018403-0.00047021i,-0.0013445+0.00010579i,-0.0013785+0.002927i,-0.0016998+0.0044325i,-0.0028206+0.0037267i,-0.0047063+0.0019703i,-0.0055415+0.0012351i,-0.0042776+0.0013192i,-0.0025039+0.0010049i,-0.0019071+0.00032475i,-0.00059667+4.6326e-05i,0.0010592-0.00046592i,0.0024154-0.00098555i,0.0026394-0.00052511i,0.0021227+6.5968e-05i,0.0014383+0.00046914i,0.0016913+0.0011161i,0.0022538+0.00064963i,0.0015261-0.00063512i,0.0011687-0.0012175i,0.0017189-0.0013651i,0.0020709-0.00097789i,0.001901-0.00027335i
0.0027465-0.0021893i,-0.0010024-0.0048055i,-0.0044398-0.0050175i,-0.0042904-0.0017558i,-0.0034043-0.00064265i,-0.0052722-0.002321i,-0.0058091-0.0031858i,-0.0029632-0.002517i,-0.00066894-0.0023206i,-0.00052486-0.0013115i,-0.00047315+0.00015621i,-1.3468e-05+0.00050515i,-0.00015166+0.00086774i,-0.0009224+0.00097341i,-0.0012251+0.0011573i,-0.0014236+0.00073783i,-0.0010428-0.0004835i,-0.0010626+0.00017329i,-0.0011825+0.00077944i,-0.00097897+0.00044523i,-0.001088+0.00011917i,-0.00071157-0.0005196i,-0.00041019-0.0009914i
-0.0027251-0.0014165i,-0.0028533+0.00088208i,-0.0030791+0.0040247i,-0.0022874+0.0048168i,0.00097822+0.0024526i,0.0028917-0.0014283i,0.0013877-0.0046078i,0.0003485-0.0032733i,0.00039703-0.00021922i,0.00033307+0.0010809i,0.00019173+0.00035091i,0.00048235-0.00032145i,0.00073291-0.00011857i,0.00060125+0.00028461i,0.00027741+0.00070379i,0.0003173+0.0012685i,0.00028535+0.0010749i,-3.5695e-05+0.0002168i,2.8427e-06-0.00089141i,0.00028887-0.0019693i,0.00015949-0.0024149i,-0.00028693-0.0019625i,-0.00081102-0.0013206i
-0.0019032-0.0028131i,-0.0024238-0.00087064i,-0.0040091+0.00053854i,-0.0054175+0.0024086i,-0.0059232+0.0050595i,-0.0027985+0.0056619i,0.00057428+0.0033367i,0.0015001+0.00077908i,0.0010727-0.0010601i,0.00069007-0.0011607i,0.0011297-0.00084989i,0.0012202-0.00049639i,0.00099255+0.00044246i,0.0014168+0.00091508i,0.0013853+0.0010636i,-0.00040218+0.0011871i,-0.00096381+0.00071226i,-0.00010365+0.00061038i,0.00033432+0.0011472i,0.00060812+0.0015436i,0.00043339+0.001288i,-0.00013819+0.00083424i,-0.00024469+0.0011278i
-0.017721-0.024256i,-0.025685-0.016729i,-0.036531-0.0017416i,-0.02929+0.012103i,-0.013154+0.018944i,0.0030826+0.014144i,0.0068133+0.0021919i,0.0027824-0.0040971i,-0.0017436-0.0029172i,-0.0035213+0.0042595i,0.00081825+0.0077435i,0.0051409+0.0045674i,0.0085032+0.0017502i,0.01354+0.00030993i,0.015757+5.2336e-05i,0.010983+0.00037516i,0.0030199+0.00029815i,-0.00050474-0.0011307i,0.00050837-0.0050722i,-0.00035475-0.0064586i,-0.0024606-0.0036882i,-0.0029352-0.00027824i,-0.0016265+0.0023617i
0.0024967+0.0090241i,0.0061139+0.0078135i,0.00905+0.0045768i,0.0079358+0.00066356i,0.0056109-0.0024559i,0.0018875-0.0043762i,-0.00022205-0.0043146i,-0.0010453-0.0017474i,-0.00119+0.00091379i,0.00074671+0.00082208i,0.0019283-0.0003736i,0.0013892-0.00046977i,4.9995e-05-0.00014106i,-0.0011029-0.00031728i,-0.0020951-0.00097749i,-0.0018804-0.0010386i,-2.8393e-05-0.00066514i,0.00083585+8.5127e-05i,0.00087343+0.00097174i,0.0010038+0.0017043i,0.0007979+0.00029611i,0.0010037-0.0014439i,0.00032703-0.0008269i
-0.0019463+0.0029994i,-0.0029348+0.00095971i,-0.0034346-0.00036663i,-0.0033333-0.0011346i,-0.0015635-0.0026619i,-0.0011131-0.0042621i,-0.0016704-0.0039459i,-0.0016379-0.0012725i,-0.00023116+0.0016515i,0.00082687+0.0015221i,0.00053871-0.0001145i,-0.00019321-0.0003944i,-0.0016264-0.00036187i,-0.0033712-0.0010907i,-0.0037849-0.0016053i,-0.002845-0.00075899i,-0.0016561-0.00038028i,-0.0014764-0.00028369i,-0.0015147-0.0002142i,-0.0013085-0.00015199i,-0.00054396+0.00022285i,0.00014951-0.00070234i,0.00014943-0.0012i
0.003707-0.0015508i,0.0038468-0.0002854i,0.0031957+0.0012007i,0.0022666+0.00014935i,0.0010661-0.0019575i,0.00020352-0.0032467i,-6.123e-05-0.0033977i,-0.00037286-0.0014663i,9.9878e-05+0.00078183i,0.00061952+0.0010587i,0.00077962+0.0011078i,0.00058209+0.00038403i,0.00076361-0.00063119i,0.0012803-0.00073679i,0.00068481-0.00010221i,-0.00054324+0.0011233i,-0.0003942+0.0012742i,0.00086052+0.00052224i,0.00094982+0.00066631i,0.00040266+0.00071538i,-0.00033934+0.00035679i,-0.00069127+0.00039662i,-0.00031147+0.0006299i
0.003226+0.001365i,0.00098164-0.002963i,-0.0027751-0.005152i,-0.0058225-0.0021866i,-0.004389+0.00075281i,-0.00098784-0.00087782i,0.0002692-0.003409i,-0.001236-0.0018294i,-0.0018432+0.00044095i,-0.0017395+0.0010408i,-0.0015478+0.0022288i,-0.0004971+0.0027108i,-0.00043288+0.0022143i,-0.00049088+0.0017303i,0.00026065+0.0012782i,0.00069402+0.00075929i,0.00071012+0.00018166i,0.0001145-0.00019403i,-0.00031335+0.0001125i,-0.00031999+0.00059566i,-0.00076863+0.00035849i,-0.00060046-1.1331e-05i,0.00044207-0.00017395i
-0.0045271+0.0023442i,-0.0068894+0.0039376i,-0.007241+0.0062694i,-0.0061601+0.0080326i,-0.0049545+0.0062459i,-0.00428+0.0027416i,-0.0037544+0.00083095i,-0.002532+0.00088801i,-0.0014391+0.00053119i,-0.0001246+0.00036256i,0.00056395+0.00074995i,0.00057432+0.00039687i,0.00087902-0.00039698i,0.0012007-0.00010719i,0.00065208+0.00068743i,0.00048478+0.00090923i,0.00073058+0.0003331i,0.00053143+5.6484e-05i,0.00064256+0.0008212i,0.00064022+0.00057292i,0.00039146-0.00010666i,0.00014986-0.00039165i,0.00047588-0.00015509i
0.0025245-0.0039068i,0.0014348-0.0048232i,0.00056415-0.0042348i,-0.00026601-0.0026879i,-0.00092945-0.0011469i,-0.00095078-0.00035126i,-0.0004122+0.0002691i,-0.00010808+1.958e-05i,-1.5925e-05-0.0002082i,-0.00070674-0.00094209i,-0.0011824-0.0010694i,-0.0012716+9.6104e-05i,-0.0016826+0.0015007i,-0.00159+0.0013214i,-0.001228+0.0010308i,-0.00096462+0.001003i,-0.00010352-8.852e-05i,0.00041791-0.00053426i,-0.00041814+0.00032043i,-0.0010295+0.00087867i,-0.00077998+0.00030951i,-0.00065211-0.00025508i,7.9726e-05-0.00081391i
0.0027046+0.00477i,0.00023152+0.004753i,-0.0028853+0.0063896i,-0.0019917+0.0066491i,0.0016058+0.0037124i,0.0023902+0.00041749i,0.0013295-0.00027019i,0.0011255+0.00085923i,0.0015486+0.00068768i,0.0010726-0.00014253i,0.00018934+0.00031592i,-0.00042288+0.0007159i,-0.00064643+0.00061488i,-0.00071051+0.00021996i,-0.00080062+0.0002801i,-0.0010116+0.00034119i,-0.00015755-6.3676e-05i,0.00059041-0.00052012i,0.00022824-0.00094232i,-2.0787e-06-0.0012087i,0.0002537-0.0010155i,0.00032076-0.00054666i,-0.00021799-0.00053563i
0.00083868+0.0028982i,0.0021677+0.002079i,0.0036705+0.00062236i,0.0027499+0.00023012i,-0.00039408+0.0010942i,-0.0029263+0.00059507i,-0.0030199-0.00022462i,-0.0019058-0.00027412i,-0.00071743-0.00043582i,-0.00030376-0.00069631i,-0.00070168-0.00050797i,-0.00035975-2.8828e-05i,-0.00011832+0.0002605i,-0.00069468+0.0009223i,-0.00091601+0.00094309i,-0.00066938+0.00097549i,-8.8498e-05+0.0011777i,0.00055186+0.0010371i,0.00070843+0.0012769i,0.00044368+0.0013157i,0.00029555+0.00114i,0.0005439+0.0012585i,0.00077025+0.00065186i
0.00077711-0.003689i,-0.0025252-0.00176i,-0.0042801+0.00016377i,-0.0041498+0.001355i,-0.0036361+0.0020479i,-0.0032325+0.0029775i,-0.0017344+0.0031197i,-0.00045893+0.0013597i,-0.0003011-0.00064887i,-0.00044667-0.0013223i,-0.00087747-0.00060027i,-0.0014995+0.00070641i,-0.0014763+0.0018909i,-0.00080188+0.0020803i,-0.00032271+0.0014225i,0.00025262+0.00029469i,0.00014008-0.00010483i,-0.00045457-0.00040208i,-5.0742e-05-0.0013755i,-0.00020101-0.0016263i,-0.00029198-0.0011346i,-0.00040801-0.00054396i,-0.00049844-0.00063396i
0.0027535-0.0031579i,0.00053037-0.0043372i,-0.0019155-0.003144i,-0.0015601-0.0010028i,3.9595e-05+0.00010713i,0.00028027+0.00041798i,0.00059896+0.00059622i,0.0012222+0.00032308i,0.0013594-0.0002144i,0.0012473-0.00058729i,0.00049216-0.00037057i,-0.000657-0.00018918i,-0.00099063+0.00040765i,-0.00019752+0.00056725i,0.00086453+0.00097787i,0.000455+0.0015824i,-0.00091724+0.0012908i,-0.00084656+0.00088052i,0.00055902+0.00013429i,0.00090676-0.00077893i,-1.2011e-05-0.0015051i,-0.0008399-0.0014457i,-0.00078253-0.00099495i
-0.0023209-0.0026787i,-0.0042482-0.0017611i,-0.0062821-0.00068763i,-0.0058597+0.0018784i,-0.004452+0.0040838i,-0.0024526+0.0042666i,-0.00073198+0.0033943i,0.00086556+0.0019298i,0.0013606+0.00094853i,0.00065875+0.0011744i,0.00018339+0.001343i,0.00027737+0.0010301i,0.00039668+0.0013553i,0.00014681+0.0011889i,0.00078533+0.00090755i,0.00086691+0.00085979i,0.00021321-0.00019673i,-0.0003092-0.00084508i,0.00012439-0.00091675i,0.00061955-0.00064331i,0.00026977-0.00080462i,-0.00014885-0.00057221i,-0.00040075+0.00016263i
-0.00044016-0.0033658i,0.0012361-0.00088965i,0.00041135+0.0018552i,-0.001097+0.0038275i,-0.0019841+0.0042194i,-0.0017294+0.0031618i,-0.0014173+0.0018768i,-0.00077306+0.0010183i,-2.1897e-05+0.00023548i,0.00023645+0.00027453i,0.00048225+0.0011914i,0.00075602+0.00095107i,0.00029986-0.00055648i,0.00029091-0.00042808i,0.00096558+0.00091617i,0.00059301+0.00079679i,-3.0341e-05-2.8635e-05i,0.0010821-0.00046244i,0.0018505-0.00044633i,0.0010143-0.00023099i,0.00022418-0.00020264i,0.00046883-0.00048458i,0.001073-0.00012082i
-0.0017143+0.0028074i,-0.004394+0.0021377i,-0.0070856+0.0022047i,-0.0056803+0.003187i,-0.00209+0.001608i,-0.00084931-0.00032849i,-0.0013081+0.00063503i,-0.00036917+0.0020533i,0.0010824+0.001524i,0.00060447+0.00098106i,3.9228e-05+0.00069559i,0.00020743-0.00010302i,0.00062334-0.00081314i,0.00074131-0.00094066i,-0.00054138-8.5676e-05i,-0.00096928+0.00060728i,-0.00060337+0.00010435i,-0.00050755+0.00013429i,-5.4592e-05+0.00053596i,0.0005431+0.00031051i,0.00017758+1.761e-05i,0.00032962+0.0002072i,0.00026783+0.00025079i
-0.0035086+0.00014971i,-0.0020003-0.00023696i,-0.00095073+0.00030493i,0.0003335+0.001506i,0.0016196+0.0017847i,0.0015317+0.00061565i,-3.7581e-06+0.0003456i,-0.00085112+0.0010101i,-0.00051527+0.0015659i,0.00041478+0.0014016i,0.00098208+0.00039647i,0.0002619-0.00031621i,-0.00041348-0.00043473i,-0.00041856-0.00084546i,-0.00025245-0.00098022i,-0.00031413-0.00012535i,0.00011629+0.00057466i,-0.0001786+0.00022622i,-0.0013605+0.00042713i,-0.00012537+0.00065437i,0.0013619+0.00044137i,0.00077683+0.00011291i,4.1951e-05+0.00014224i
0.00075093-0.00013271i,0.00039472+0.001213i,-0.00098318+0.0033028i,-0.0017049+0.0040526i,-0.0019047+0.0033533i,-0.0028084+0.0010981i,-0.0030744-0.00044928i,-0.0017558-0.00016591i,-0.0007491+0.00075746i,-8.731e-05+0.0011994i,0.0010887+0.00049066i,0.001079-0.00064356i,0.00087815-0.00088796i,0.0009143-0.00035624i,0.00013078+0.00016089i,-9.9094e-05+0.00029066i,0.00013166+0.00059453i,0.0001049+0.00098798i,-0.00021152+0.00099914i,-0.00030579-0.00020861i,-0.0003601-0.00067104i,1.7141e-05+3.7087e-06i,0.00043347+0.00049209i
-0.001108+0.0031954i,-0.0048117+0.0024897i,-0.0055243+0.0019018i,-0.0044475+0.0021506i,-0.0025863+0.0012044i,-0.0012702-0.0013077i,-0.002489-0.0016369i,-0.0027798+6.8194e-05i,-0.00087702+0.00095533i,-1.4813e-05+0.0015406i,-0.00016497+0.0017748i,0.0002773+0.00064609i,0.00051477+0.00020682i,0.0001227+0.00033238i,-0.00026927-0.00024545i,-0.00012469-0.00053822i,0.00090343-0.00055953i,0.00098327-0.00021994i,0.00046762-1.6412e-05i,-0.00051925-0.00014442i,-0.001491-4.6496e-05i,-0.00090706-0.0003607i,0.00017805-0.0003451i
-0.0015646-0.0047607i,-0.0020032-0.0062973i,-0.002835-0.0062855i,-0.0032789-0.0033079i,-0.0028621-0.00036039i,-0.0026697-8.3375e-05i,-0.0022637+0.00035234i,-0.0019568+0.0010115i,-0.0016875+0.0014213i,-0.00094626+0.0018705i,0.00019739+0.0017021i,0.0012912+0.0010465i,0.0014502+0.00027728i,0.0011172+0.00049126i,0.00061291+0.0010016i,0.0005796+0.00083763i,0.0005029+3.8508e-05i,2.0146e-05-0.00022942i,-8.9429e-05+0.00046247i,0.00045647+0.0010813i,0.00010998+0.00075914i,-0.00010521-0.00095366i,0.00024308-0.00027771i
0.0037886-0.0017966i,0.0027404+0.00033274i,-0.0002575+0.0031961i,-0.0031692+0.0053097i,-0.0036775+0.0053657i,-0.0026206+0.0034409i,-0.0026759+0.00077528i,-0.0027235-0.00031688i,-0.0021456+0.00017513i,-0.0021495+0.00091629i,-0.001487+0.0010582i,0.00013185+0.00074812i,0.00069075+0.00099036i,7.6546e-05+0.0013575i,4.5606e-06+0.0019968i,0.00052036+0.0017567i,0.00023324+0.00098637i,-0.00044282+0.00042638i,-0.00073187+0.00079619i,-0.00029411+0.0008567i,0.00027693-0.00017364i,0.00070565-0.00066872i,0.00072474-0.0002568i
-0.0054615+0.002916i,-0.0082705+0.00506i,-0.0092094+0.0059121i,-0.0066067+0.004826i,-0.0029293+0.0026811i,-0.0019553+3.7653e-05i,-0.0030254-0.0012287i,-0.0029961-0.00091891i,-0.001848+0.00017871i,-0.00072815+0.00096401i,0.00039993+0.00096439i,0.00088915+0.00053154i,-7.4254e-05-0.00014182i,-0.00035169-0.00081423i,0.00035326-0.00032318i,0.00034715+0.00030184i,-0.00049739+0.0010528i,-0.00074878+0.0010376i,-2.5399e-05-0.00083841i,0.00023401-0.0014251i,0.00036976-0.00038695i,0.0004354-0.00050934i,0.00043022-0.00093571i
0.00034623-0.00075898i,0.0008091-0.0024902i,0.0013686-0.0024093i,0.0011146-0.00068824i,0.00013294+0.00089245i,-0.0018286+0.0011593i,-0.0031688+0.0011479i,-0.003187+0.00096639i,-0.002243+0.00056488i,-0.0010256+0.000505i,-9.7766e-05+0.00063963i,2.7306e-05+0.00071838i,0.00040991-3.316e-05i,1.6902e-05+0.00062154i,-0.001017+0.0015042i,-0.00078651+0.0016951i,2.5013e-05+0.001197i,6.5764e-05+0.0001862i,0.00028774+0.00055139i,0.00015092+0.00084862i,-0.00069173-0.00018353i,-0.00022658-0.0011591i,0.0012209-0.00061814i
0.0021756-0.00073612i,0.0023415+0.00021273i,0.0011316+0.0018347i,-0.00023324+0.0025858i,-0.00057945+0.0018416i,-0.00060039-0.00021969i,-0.0012096-0.0022214i,-0.0015546-0.0022497i,-0.0011734-0.0011692i,-0.0010868+2.6351e-05i,-0.0012769+0.00068805i,-0.00029367+0.00097434i,0.00014425+0.00073139i,8.1098e-05-0.00051734i,0.00071394-0.00040499i,0.00078636+3.0905e-05i,0.00050104-0.00017826i,0.00012014-0.0002339i,3.0919e-05-0.00014387i,0.00031634-0.00023742i,0.00016366-0.00047989i,-9.0455e-05+0.00016281i,-0.00068591+0.00060435i
-0.0026035+0.0022751i,-0.0041398+0.0032052i,-0.0048055+0.0027861i,-0.003597+0.0015265i,-0.0021153+0.00025559i,-0.0021681-0.0010241i,-0.0023316-0.0019302i,-0.0019065-0.0022662i,-0.0010942-0.0022573i,-0.0010123-0.0010935i,-0.0010839+0.00014541i,-0.0004832+0.0004979i,0.00019425+0.00052685i,0.00030874+0.00058852i,-0.00076453+0.00096318i,-0.0011156+0.0007274i,-0.0012945+0.00011754i,-0.00093069-0.00024928i,0.00041735-4.1071e-05i,0.00049981+0.00075397i,-0.00087429+0.00022403i,-0.00058359-0.0005833i,0.00088032-0.00031368i
0.00050796-0.0064885i,-0.0015283-0.0082293i,-0.0043172-0.0068085i,-0.0056155-0.0019367i,-0.0041522+0.00091887i,-0.0022537-0.00083361i,-0.0015011-0.0023568i,-0.0010154-0.0021108i,-0.00020561-0.0011924i,-0.00074156-7.3296e-05i,-0.0014951+0.00019209i,-0.00081559+0.000252i,-0.0002196+0.00061883i,-0.00034327+0.0016907i,0.00043107+0.0023319i,0.00073285+0.0017928i,-1.9988e-05+0.0009634i,-0.0004314+0.00042049i,-0.00046047+0.00017227i,9.6533e-05-3.2988e-05i,0.00041469-0.00037232i,-0.00021447-0.0003275i,-0.0006657+0.00013006i
-0.00076644+0.00127i,-0.00056542+0.0038358i,-0.0015634+0.0058791i,-0.0020013+0.0065002i,-0.0012204+0.0053018i,-0.00072395+0.0029921i,0.00015323+0.00058052i,0.00090546-0.0005729i,0.00049014-0.00068192i,-0.00015959+0.00027694i,0.00021022+0.0009815i,0.0002927+0.00045396i,0.00052328+0.00011059i,0.0014326-0.00043595i,0.0022036-0.00053905i,0.0022941-0.00034701i,0.0021935-0.00048635i,0.0013964-0.00057416i,3.6103e-05-0.00076553i,-0.00030761-0.00090426i,0.00020278-0.00079374i,0.00032607-0.0002934i,5.6461e-05+0.00018866i
-0.0039558+0.00036939i,-0.0068792+0.00039275i,-0.006692+0.000443i,-0.0036952+0.0015081i,-0.0001863+0.0017049i,0.0010105-0.00089641i,0.0010598-0.0020659i,0.0014182-0.0012533i,0.0014231-0.00031159i,0.00086437-0.00019473i,1.0836e-05-0.00031977i,-0.00011436-3.016e-05i,0.0002988-1.713e-05i,0.00042966-0.0005103i,0.00039128-0.00077291i,-0.00010814-0.0001404i,-0.0001574+0.00019372i,0.0003247+0.00064073i,0.00047874+0.0010427i,-0.00010086+0.00067679i,-0.0007285-0.00012321i,-0.00059521-0.00033708i,-0.00029781-0.00034683i
0.00082393-0.0025487i,0.0021334-0.004022i,0.0014316-0.0019543i,-0.00047676+2.7033e-05i,-0.0012917+0.00079606i,-0.00067189+0.0010136i,0.00022697+0.00095403i,0.00026721+0.00077058i,-0.00031954+0.0010085i,-0.00061616+0.00072718i,-0.00046373+4.4705e-05i,0.00018668+0.0002571i,0.00061842+0.00052879i,0.00083447+0.00030223i,0.00095831-0.00032087i,0.00036022-0.00066906i,-0.00029954-0.0008226i,-6.0979e-05-0.00034272i,0.00041997+0.00048943i,0.00020557+0.00054728i,0.00010609+0.00047963i,0.0001347+0.00033948i,0.00017232+2.447e-05i
-0.0016641-0.00014756i,-0.0019339+0.0012634i,-0.0028377+0.0026776i,-0.0029189+0.003046i,-0.0016289+0.0022055i,-1.063e-06+0.00032095i,0.00053721-0.00060938i,1.4017e-05-0.00023232i,-0.00076088-3.0388e-05i,-0.00054157-0.00011392i,0.00060436+0.00015953i,0.00075649+0.00080924i,0.00020428+0.0019293i,-0.00021977+0.0017625i,-0.00064904+0.00079024i,-0.00037665+0.00019992i,0.0003189+6.5037e-05i,0.00090367+0.0009i,0.0009864+0.0010215i,0.00071683+0.00012733i,-0.00027439-0.0011091i,-0.00026924-0.00076647i,0.00018485+0.00052727i
4.6797e-05-0.00044579i,-0.0023239-0.0012046i,-0.0033599-0.00038998i,-0.0037632+0.00064624i,-0.0031874-4.045e-05i,-0.002445-0.00046803i,-0.002179+0.00018333i,-0.0013458+0.00024056i,-0.00060325+0.00030988i,-0.00030278+0.00011701i,-0.00033309+6.0548e-06i,-0.00062372+0.00017727i,-0.00085589-7.8117e-06i,-0.00080234+0.00069046i,-0.00055171+0.00083289i,0.00012265+0.00019751i,0.00098725+0.00058756i,0.0012203+0.0012081i,3.9501e-05+0.00074117i,-0.00075696+0.00047833i,-0.00055518+0.00012344i,-0.00038931-0.00058442i,-0.00022978-0.00016273i
0.0006688-0.0010012i,0.0011123-0.0013994i,0.00013908-0.0013997i,-0.00082572-0.00018207i,-0.0006841+0.0013499i,-0.00047789+0.0012774i,0.00011122+0.0001254i,0.0010068-0.00016919i,0.0006845-3.4831e-05i,0.00047288+0.00033615i,0.0011639+0.00085595i,0.0011757+0.0010646i,0.0006609+0.00064903i,0.0005339+0.00042214i,0.00048657+0.00060893i,0.00049322+2.6533e-05i,0.00020481-0.00015902i,-0.00040306-0.00012973i,-0.00020289-0.00015417i,0.00053593-0.00011964i,0.000442-0.00026078i,0.00040278-0.00070034i,7.4954e-05-0.00085921i
-0.00046454+0.00026877i,-0.0026192+0.0025413i,-0.0041507+0.0038662i,-0.0037502+0.0040931i,-0.0033376+0.0030956i,-0.0026012+0.0019076i,-0.0017684+0.0016625i,-0.00089572+0.00088324i,-0.0003761+7.0748e-05i,-0.00020808+0.00023121i,-0.00046957+0.00052655i,-4.7558e-05-5.779e-05i,0.00073596+0.00018686i,0.00054196+0.00042706i,0.00063623-1.4698e-05i,0.0010385+0.00036519i,0.00082799-1.2223e-05i,0.0007643-8.6913e-05i,0.0010405+0.00047585i,0.0015054+0.0012138i,0.00040873+0.0010872i,-0.00038911+0.00035052i,0.00067237-0.00029776i
-0.00032816-0.00086594i,-0.0030165-0.0024454i,-0.0045349-0.0020261i,-0.0040383-0.0002745i,-0.0016402+0.00048469i,5.5909e-05-0.00021244i,1.29e-05-0.00080307i,0.00037619-0.00024236i,0.00075421+0.0003514i,0.00043932+0.00066224i,0.00026389+0.00034817i,-8.2941e-05+0.00020073i,1.3331e-05+0.00043675i,0.0002727+0.00018968i,-0.00093833+0.00064657i,-0.00099931+0.0013854i,-0.00033341+0.00067668i,-0.00047833-0.00042403i,-6.088e-05-0.00019368i,-2.5983e-05+0.00033341i,3.3275e-05+0.00060641i,0.0001719+0.00045617i,0.00014318+0.00033647i
0.0010238-0.0014303i,0.0011709-0.0001026i,0.00067186+0.00090377i,-0.001196+0.0024849i,-0.0030927+0.0033713i,-0.0028782+0.0034461i,-0.002063+0.0028488i,-0.00071348+0.0020985i,-6.3548e-05+0.0008686i,-0.00068244+4.0737e-05i,-0.00014093+0.00013828i,0.00028755+0.00027707i,-0.00078186-9.2026e-05i,-0.00095841+0.0007174i,-0.0009191+0.0017091i,-0.00075479+0.0013515i,0.00023544+0.00068573i,0.00091331-2.9447e-05i,0.0010623-0.0011555i,0.00049662-0.00096461i,-0.00013874+0.00010721i,-0.00053991+4.4477e-05i,6.8357e-05-0.00039078i
-0.0025658-0.0030807i,-0.0060465-0.0023193i,-0.0069949-0.00099878i,-0.0054182+0.0010881i,-0.0015925+0.0020613i,0.00091433+0.00059548i,0.0012892-0.0011643i,0.0012571-0.0010962i,0.00024083-0.00052493i,-0.0013824-0.00025949i,-0.0010576+0.00059098i,8.575e-05+0.00058204i,0.00054634+0.00039694i,0.00021648+0.0010058i,0.00032763+0.00058545i,0.0010398+0.0001287i,0.00070531+0.00022949i,0.00054593-0.00032955i,0.00062261-0.0001914i,0.00010569+8.6304e-05i,-0.00029896-1.2281e-05i,-0.00035249+0.000167i,-0.00012942+0.00035893i
0.0015021-0.0011884i,0.0015805-0.0012414i,-0.00086028-0.0007427i,-0.0024796+0.00044654i,-0.00090993+0.0020776i,5.4878e-05+0.0017428i,-0.00051028+0.00067002i,-0.00057517-3.3498e-05i,-0.0003521+0.00040785i,-0.00085705+0.00057524i,-0.00089545+0.00035284i,-5.4491e-05+0.00085649i,0.00031617+0.0011325i,0.00035469+0.00080532i,0.00058953+0.00040868i,0.00038775+0.00022041i,0.00017673+0.00033945i,0.00083395+0.0004893i,0.00089049+8.3116e-05i,-0.00043695-0.000522i,-0.00088221+0.000235i,-0.00036762+0.00013544i,-0.00024051-0.00059382i
-0.0038229+0.0023322i,-0.0053339+0.0036191i,-0.0038814+0.0050541i,-0.0023431+0.0058322i,-0.0021057+0.0039098i,-0.001865+0.001677i,-0.0011744+0.00078839i,-0.00077709+0.00051118i,-0.00083001-0.00015206i,-0.0008719-0.00055781i,-0.00045453+0.00018334i,0.00020128+0.00084205i,0.00066023-0.0002304i,0.0010643-0.00094985i,0.00083209-0.000499i,0.00022967-0.00035547i,-0.00010584+0.000165i,-0.00028183+0.001543i,-0.00017134+0.0013759i,2.2201e-05+0.00046656i,0.00051533+0.00068167i,0.00048596+0.00094596i,4.1837e-05+0.00097783i
