-0.0043132+0.00047388i,-0.0024472-0.00048445i,-0.00091166+0.00013872i,-0.00075572+0.0011582i,-3.4865e-05+0.0020717i,0.0010293+0.002043i,0.00028855+0.0017157i,-0.00020374+0.0012116i,0.000276+0.00085042i,0.00075456+0.00089981i,0.00061468+0.00026032i,0.00035059-0.0010108i,0.00040666-0.0011967i,0.00041839-0.0010226i,0.00023285-0.00061554i,-0.00038108-4.6142e-05i,-0.00040554+0.00032051i,6.3628e-05+0.00019485i,0.00026066-0.00076101i,-9.7218e-05-0.0011584i,-0.00021918-0.00031545i,0.00047413-0.00034193i,0.0012539-5.4187e-05i
0.00073398+0.00082638i,0.001058+0.00016595i,0.00038016-0.00063244i,-3.1812e-05-0.0018506i,-1.1799e-05-0.0014426i,-0.00048325-0.0010261i,-0.00038928-0.0016682i,0.00022196-0.0012572i,0.00046391-0.0007826i,-9.5729e-05-0.00049183i,0.00011621-9.7115e-05i,0.00087744-0.00012673i,0.000859+2.8052e-05i,0.00037521+0.00031235i,0.00050762+0.00074372i,4.5067e-05+0.00038209i,-0.00031809-0.00054735i,3.1548e-05-0.00050681i,0.00089795-0.00035658i,0.001695-0.00016768i,0.0010107-9.5755e-05i,0.00075436-5.8455e-05i,0.00059317+0.00021582i
0.00035873+0.0029389i,0.00069371+0.0033055i,0.0019777+0.0037828i,0.002586+0.0030124i,0.0029241+0.0012308i,0.0020147-0.00094042i,0.00015655-0.0012379i,-0.001193-0.0010922i,-0.00066952-0.00088088i,0.00068284-0.00013649i,0.00084844-0.00047655i,0.00064439-0.00061489i,3.8711e-05-0.00055784i,-0.00047169-0.0010819i,-4.389e-05-0.0014284i,0.00030851-0.00089284i,0.00015608-0.00034757i,-0.00018414+0.00021941i,-0.00051069+0.00018381i,-0.00055427-0.00020009i,0.00020041-6.9669e-05i,0.00059693+1.4319e-05i,0.00028825-0.00046327i
-5.5716e-05+0.00090951i,0.0017721+0.0019527i,0.0010547+0.0016097i,-0.0001561+0.0010152i,0.00017404+0.00045092i,0.00063115+6.8159e-05i,0.00012609+0.00021976i,-0.00076265+0.00032671i,-0.00063158-1.4534e-05i,-0.00068561-0.00038084i,-0.00049996-0.00042769i,0.00091304-0.0001851i,0.00029985+0.00014027i,-0.00073906+0.00019251i,-0.00021662+0.0001197i,-0.00015206+0.00083561i,-0.00061898+0.0009027i,1.0242e-05-9.0457e-05i,0.00043542-0.00042047i,0.0001751-0.00064386i,-0.00036302-0.00046872i,-0.00035679-0.0001339i,0.00040997+8.493e-05i
0.00094936+0.00028852i,0.0013303+0.00024724i,0.0014092-0.00080209i,0.00038679-0.00097443i,-2.6823e-05-0.00081094i,-0.00015125-0.00065136i,-0.00023678-0.000478i,-0.00036742-0.0004342i,-0.00016845-0.00026519i,-0.00024365-0.00052279i,-4.4987e-05-0.00064247i,3.2239e-06+0.00021064i,-0.0004322+0.00061573i,5.9423e-05+0.00026724i,0.00067534-9.7944e-05i,0.00017632-0.00052206i,-0.00033361-0.00052598i,0.00026782-0.00046328i,0.00090496-0.00033523i,0.00098041-0.00023537i,6.4126e-05-0.00011038i,-0.00066679-0.00025919i,-0.00014349-0.00052356i
4.5922e-06+0.00029518i,0.00077758+0.00086115i,0.00027004+0.001476i,-0.00021465+0.0017629i,-0.0008386+0.0020514i,-0.0010592+0.0011601i,-0.00041035-0.00059359i,-5.8269e-05-0.0008909i,-5.9612e-05-4.2772e-05i,0.0001333+9.127e-05i,0.00033473-0.00038423i,0.00036302-0.000136i,0.00024503+0.00086489i,0.00018498+0.00069991i,1.2934e-05-9.8591e-06i,-0.00040696-9.0352e-05i,-0.00040884-8.7922e-06i,-0.00021115-0.00014685i,0.00022365+5.5812e-05i,0.00028897-4.1882e-05i,6.5032e-05-0.00012568i,-0.0001255-0.00014087i,-0.00032879-0.00072223i
-0.001569-0.0017059i,-0.0022021-0.0012897i,-0.0016079-0.0023889i,-0.0011091-0.0012295i,-0.00090242+3.392e-06i,0.00066709-9.1589e-05i,0.0010047-0.00046107i,-0.00047617-0.00063367i,-0.00094676-0.00024549i,-0.00059295+0.0001125i,-0.00070299+0.00053708i,-0.00051652+0.00040438i,0.00017073-0.00055938i,-0.00026342-0.00018315i,-0.00089351-2.1078e-05i,-0.00041268-0.00015541i,-3.9434e-05+0.00051837i,0.00014918+0.00029798i,0.00058202-0.00028993i,0.00080387-0.00044551i,0.00068467-0.00053531i,0.00030633-0.00076777i,0.00017328-0.00070664i
-0.00087356-0.00081641i,0.00028856-0.0014089i,0.00052847-0.00054849i,0.00066263+0.00076605i,0.00016805+0.0011481i,0.00051259+0.00039665i,0.00058715-0.00013927i,-0.00016338+0.00021463i,-0.00013585-0.00022735i,0.00010557-0.00075565i,5.0481e-05-0.00088457i,0.00024627-0.00062517i,0.00034397-0.00019445i,0.00025435-0.00011605i,-1.5442e-05-0.00067789i,-0.0005973-0.00083933i,-0.00071084+0.00021694i,-0.00093294-0.00016547i,-0.00024545-0.0011214i,0.00015739-0.00052408i,-0.00024982+0.00035179i,-3.6346e-05+0.00028577i,0.0006661+8.3239e-05i
0.00034564+0.0006445i,0.0015329+0.0024403i,0.0013824+0.0031146i,0.001119+0.0026835i,0.0011249+0.0014799i,0.0004341-9.7113e-05i,-0.0007944-0.00096554i,-0.00074599-0.00072679i,0.00010771-0.00027852i,0.00035565-0.00013053i,-0.0001826+0.00082452i,-0.00093383+0.00082542i,-0.0018775+0.0001967i,-0.001481-0.00024189i,-9.7784e-05-0.00051177i,0.00062383-0.00017095i,0.00091955+5.6171e-05i,0.00094495+0.00019888i,4.2716e-05+0.00024327i,-9.5983e-05-7.995e-05i,-0.00033795-0.00024313i,-0.00081198-0.00042546i,-9.2639e-05-0.00080813i
0.0021685-0.00019554i,0.0028338-0.00062848i,0.0022467-0.0019678i,0.00025103-0.0018865i,0.00037338-0.00059112i,0.00095779+0.00017708i,0.00051535+0.00056003i,0.00027217+0.00067873i,0.00050646+0.0010943i,-0.00014375+0.00030328i,-0.00064245-0.00018339i,-0.00045229+0.00049868i,-0.00070365+0.001272i,-0.000638+0.0015432i,-0.00031773+0.00087551i,-0.00072344+0.00033961i,8.9319e-05+0.00034104i,0.00061756+0.00019958i,-2.7911e-05-0.00046351i,-0.00055745-0.0011081i,-0.00078619-0.00021911i,-0.0010019+0.0006809i,-0.000334+0.00043422i
-0.0019939+0.003534i,-0.00012507+0.0032565i,0.0017906+0.0030045i,0.0012924+0.0014361i,0.00086867-0.0011242i,0.0011676-0.0016007i,0.00034455-0.00097196i,-0.00043522-8.2225e-05i,0.00014404+0.00030982i,0.00075263+0.00050744i,0.00027336+0.00019932i,-0.00024883-5.8934e-05i,-0.00041091-0.00022987i,-0.00034759-0.0016174i,-0.00023913-0.0015889i,-0.0004343-0.00053392i,-0.00029116-0.00012522i,0.00019278+8.1116e-05i,3.5948e-05+3.5401e-05i,-0.00034291+0.00061865i,-0.00032274+0.0009006i,-0.00011377+0.00031082i,-4.0817e-05+0.00017313i
-0.0016906-0.00053802i,-0.0009575+0.00016071i,0.0004208+0.0019325i,0.00093001+0.0018688i,0.0012357+0.0013985i,0.00088532+0.0016318i,0.00066793+0.00030675i,0.00020845-0.00068815i,1.5999e-05-0.00021831i,0.00040296+5.4112e-05i,0.00012441-0.00035486i,-0.0004084+0.00057967i,-0.00032204+0.0012162i,0.00042349-6.8307e-05i,-7.8577e-05-0.00054021i,-0.00050083-0.00012895i,7.0996e-05-0.00077214i,-1.7066e-05-0.00078281i,9.2179e-06+9.5139e-05i,-0.00038254-5.0771e-05i,-0.00082329-4.4334e-06i,-0.0004502+0.00027437i,0.0003097+0.00039698i
0.0016353-0.00076388i,0.00063162-0.00071973i,-0.00078406-0.0020104i,-0.0015251-0.0022858i,-0.0006201-0.0011047i,0.00018639-6.6844e-05i,-8.6932e-05-0.00060668i,-0.0004865-0.00042695i,-0.00033775+0.00057741i,-0.00011443+6.3213e-05i,0.00065711-0.00050591i,0.00067147-0.00038495i,-0.0001087+0.00013538i,4.8165e-05+9.7193e-05i,0.00018991-9.4092e-05i,-0.00022714+0.0003549i,0.00016374+0.00052057i,0.00066163+0.00016607i,0.00050433-0.00016799i,0.00016134-0.00015914i,0.00032361-2.3871e-05i,0.00094968+7.0366e-05i,0.00039971+0.00046076i
0.00024266+0.00090529i,0.00097484+0.00054335i,0.0019574-0.00076239i,0.0018459-0.00087565i,0.001127-0.00017124i,0.00026863-0.00032702i,-6.5546e-05-0.00035214i,-0.00069778+0.00036848i,-0.00057868+2.4022e-05i,0.00035808-0.00071638i,0.00052541-0.00025943i,9.717e-05-0.0003164i,-0.0002002+0.0002101i,0.00021421+0.0012688i,-6.765e-05+0.0015733i,-0.00031106+0.00090683i,0.00029609+0.00014367i,0.00083571-3.8436e-05i,0.00044949+0.00012576i,0.00034196+0.00022246i,4.6573e-05+0.00042585i,-0.00039449+9.7717e-06i,0.00017124+8.333e-05i
0.00042546+0.0032773i,0.00070517+0.0025744i,0.0010705+0.0014479i,0.00098728+0.00018053i,0.0004429-0.00084686i,-1.6609e-05-0.0016522i,-0.00093435-0.0012816i,-0.0013009-8.4373e-05i,-0.0004083+0.0005056i,-0.00015294-0.00080268i,-0.00011685-0.0011806i,9.3918e-05-0.00014246i,-0.00053844+0.00041193i,-0.0011097+0.000356i,-0.000699+0.00025247i,-0.00055608+0.00039467i,-0.00073741-7.3789e-05i,-0.00053876-0.00068231i,-0.00037653-0.00047029i,-0.00020727-0.0003346i,0.00038983+0.00051541i,0.00045303+0.00033922i,8.8984e-05+0.0001253i
-0.0008848+0.0029803i,-0.00077608+0.0030795i,0.0011576+0.0028742i,0.0023665+0.0021515i,0.0022401+0.0010886i,0.0014807-0.00041076i,0.00067913-0.00045185i,0.00047984+0.00035344i,0.0013594+0.00044379i,0.0013538-0.00035524i,3.6441e-05-0.00077475i,-0.00024523-0.00034974i,0.00050467-0.00029377i,0.00037067-2.8253e-05i,-0.00034509+0.00033968i,-0.00061885+0.00061736i,-0.00033543+0.00022806i,0.00042146-0.00069524i,0.00087-0.00056825i,0.00059305-0.00010691i,-9.3567e-05-0.00010963i,-0.00078137-0.00025924i,-3.1869e-05-0.0003654i
-0.0008929+0.00036472i,0.00021529-0.00035733i,-0.00020446+3.58e-05i,-0.0010956+0.00063563i,0.00072388+0.00077251i,0.0015125+1.5355e-05i,0.00073825-0.0010462i,8.9674e-05-0.0010957i,-8.1462e-05-0.00068116i,0.00033124-0.00055661i,0.00020177-0.00030723i,-1.9293e-05-0.00016766i,8.3588e-05+0.00012089i,-0.00072852+0.00010575i,-0.00081859-0.00028161i,0.00052568-0.00045569i,0.00060071+0.00035953i,4.2634e-05+0.00047957i,8.2083e-05+8.7035e-06i,0.00019101+2.9277e-05i,0.00049159+0.00054793i,0.00094134+0.00063214i,0.0004074+0.00046096i
-0.0017463+0.0023008i,-0.0012882+0.0033726i,0.0009373+0.0043416i,0.0026677+0.0032376i,0.0030887+0.00096468i,0.002259-0.00097157i,0.00041913-0.0011377i,-0.00040109-0.00031347i,-0.0001183-0.00018318i,0.00033311-0.0011041i,8.049e-05-0.0013008i,-0.00028923-0.00052631i,-0.00020753-0.00021869i,-0.00042702-0.00032739i,0.00020483-0.00013248i,0.00099001+0.00026364i,0.0012375+5.1484e-05i,0.0011693-0.00040233i,0.00067133-0.00057879i,7.2333e-05-0.00015636i,-0.00019791+0.0004348i,0.00010218+0.00011046i,0.00032612-2.4578e-05i
0.0032846-0.0011717i,0.0031344-0.0016831i,0.0031173-0.0030022i,0.0012549-0.0035552i,-0.00044109-0.0026865i,-0.00018843-0.0014496i,-0.00080469-0.00098266i,-0.0014875-0.00074578i,-0.0012217-0.00054694i,-0.00080482-0.00035367i,-0.0006812-0.00023302i,-0.00020467-6.6241e-05i,-0.00026284+0.00024643i,-0.00057932-3.4865e-05i,-0.00015028-0.00026336i,-0.0003219+4.0384e-05i,-0.00078083-0.00030746i,0.00072754-0.00053021i,0.0017588-0.00051452i,0.00085086-0.00063758i,-2.2378e-05-0.00067174i,-0.00026465-0.00040596i,7.228e-05-0.00046133i
-0.0011599+0.0012143i,-0.0019388+0.0024404i,-0.0016462+0.0013459i,-0.0013274+0.00043733i,-0.00061755+0.00071826i,2.9802e-05+0.00044455i,2.609e-05+0.00016743i,-0.00031987+0.00044654i,-0.00072052+0.00057105i,-0.00028102-0.00082161i,0.00056077-0.0015011i,0.0014995-0.00050797i,0.00094388+0.00010454i,0.00011464-0.00012049i,5.0569e-05-7.0988e-05i,-0.00011252-9.9702e-05i,-0.00032762-0.00053089i,0.00029851-0.00047374i,0.0012674+0.00057358i,0.00086625+0.00061592i,-0.00045281+0.00023395i,-0.0010494+0.00033445i,-0.00027844-0.00043275i
-0.00035292+0.00023093i,0.00077085+0.0012137i,0.0015608+0.0020555i,0.0003914+0.002485i,0.00040519+0.0021698i,0.0013739+0.0010972i,0.00032413-0.00033702i,-0.00083888-0.00032542i,-0.00020235+0.00055965i,-0.00029784+0.00067844i,-0.00055379+0.0001056i,-0.00045825-0.00013315i,4.2736e-05-0.00051073i,0.00057874-0.00075899i,-3.8056e-05+0.00011453i,-0.00024595+0.00015438i,0.00013706-0.0006912i,0.00057141-0.0006087i,0.001049-0.00046065i,0.0011769+6.7546e-05i,0.0009029+0.00066931i,0.0013557+0.0004442i,0.0010707-0.0002467i
-0.0025697+0.0015608i,-0.0021385+0.00082812i,-0.001374+0.00092696i,0.00086859+0.001151i,0.0015244+0.00041085i,0.00083543-0.00050186i,0.00071036-0.00043756i,0.0011528-4.2634e-05i,0.00127+1.9298e-05i,0.00085351-7.216e-05i,0.00042264-0.00023683i,0.00040077-9.8798e-05i,0.00066729-0.0003133i,0.00077703-0.00017248i,0.000946+0.00057868i,0.00079053+0.00071213i,0.00032259+0.00022477i,2.5931e-05-0.00026611i,-0.00021203-0.00041235i,5.1196e-05-0.00018018i,0.00027581+0.00033771i,0.00027645+0.00049514i,0.00021459+0.00036619i
0.00038697-0.0018831i,0.0011685-0.0016964i,0.0007066-0.00053439i,-0.00086527+0.00089114i,-0.00079227+0.0012564i,0.00027944+0.00025683i,0.00066294-0.00047638i,-0.00056254-0.00087276i,-0.0012582-0.00076931i,-0.001098-0.00035167i,-0.0013089-5.8538e-05i,-0.0010375+0.00053032i,-0.0009512+8.844e-05i,-3.9308e-05-0.0001576i,0.0011928+0.00052762i,0.0013466+0.00069736i,0.0011148+0.00011052i,0.0003625+8.5047e-05i,8.6029e-05+0.00043776i,0.00029265+0.00047782i,9.855e-05-0.00027185i,-0.00076915-0.00028956i,-0.00094987-3.4259e-05i
0.0019303+0.0012599i,0.0013596-0.0005476i,-0.00019116-0.0015492i,-0.0012871-0.0014879i,-0.0008381-0.0011065i,-0.0013978-0.00088889i,-0.0014236-0.0011297i,-0.00086994-0.00081547i,-0.00044778-0.00015426i,-0.00037829-0.00043796i,-0.00036078-0.00020338i,0.00036928+0.00049223i,0.00069929+8.6719e-05i,0.00062039-0.00036376i,-0.00019797+9.204e-05i,-0.00085887-0.00025727i,-0.00029565-0.00086062i,0.00028383-0.00078721i,0.00024505-0.00083172i,0.00010979-0.00094462i,7.0812e-05-0.00066241i,-3.6862e-05-0.00057521i,-0.00017449-0.00094341i
-9.8432e-06+0.0012359i,-0.0001972+0.0013364i,0.00038649+0.001335i,0.0013464+0.0015126i,0.0018911+0.0008781i,0.00025803-0.00032551i,-0.001113-0.00093183i,-0.0011414+3.0741e-05i,-0.00095068+0.00097908i,-0.00025502+0.00099222i,0.00064497+0.00038941i,0.00060069+0.00038288i,-0.0002415+0.00045659i,-0.00061776+0.0005226i,-0.00039269+0.00073367i,-0.00049158+0.00068161i,2.1548e-05-0.00012476i,-1.4011e-05-0.00061185i,-0.00078372-9.3205e-05i,-0.0011461-7.5053e-05i,-0.00076276-0.00066279i,-0.00081805-0.00020245i,-0.00093418+0.00025915i
0.00090766-0.00252i,0.0015877-0.0025466i,0.0012417-0.0012422i,7.3366e-05+0.0002093i,-0.00028162+0.00019809i,-0.00013255-4.71e-05i,0.00037873-0.00045416i,-0.00044889-6.3998e-05i,-0.00031804+0.0006886i,0.00040638+0.00024406i,0.00039223-0.00031941i,4.4192e-05-0.00024309i,-0.00016768-0.00070207i,0.00015257+0.0001522i,0.00061121+0.00057632i,0.0010561-0.00050342i,0.00062319-0.0010321i,8.7664e-05-0.0012959i,-7.4453e-05-0.0010329i,0.00061039-0.00043147i,0.00056949-3.621e-07i,0.00010996+0.00072022i,-0.00046637+0.0010731i
-0.0012746+0.00058279i,-0.00079798+0.0015623i,-0.0014147+0.001236i,-0.0021727+0.00056631i,-0.0022088+0.0002409i,-0.00087282-0.00033736i,4.8726e-05-0.00036965i,-9.5866e-05+0.00074908i,-0.0004154+0.00090328i,-0.00035397+0.00040185i,-0.00063114+0.00037559i,-0.00096227+0.00029808i,-0.00020488+0.00019798i,0.00018172+0.00040842i,-0.00017302+0.00019198i,-0.00055788-0.00059598i,-0.0011225-0.0011923i,-0.0015375-0.00064447i,-0.00036027+0.00018046i,0.00036711+0.00070325i,6.072e-05+0.0007251i,0.00019152+0.00023134i,5.2699e-05+0.00018959i
0.00056915-0.00017005i,-0.00042121-0.00034557i,-0.0007143-0.00099811i,-0.00089324-0.00062604i,-0.00019188+0.0003769i,0.0010117+0.00058316i,0.0012841+1.0869e-05i,0.00035994-0.00011964i,-0.00010774+0.00029111i,0.00054322+6.2866e-05i,0.0007264-0.00073189i,0.0007039-0.00093173i,0.00095666-0.00076645i,0.0003819-0.00098476i,0.00029474-0.00083133i,0.00041271+0.0001866i,-0.0002397+0.00091175i,-0.00058245+0.00081968i,-0.00064355+0.00023077i,-0.00014526-0.0005006i,0.00048927-0.0003374i,0.00058875+0.00012034i,-1.7432e-05+0.00011185i
0.0012783+0.0017162i,0.0011103+0.0017936i,0.00012823+0.00076684i,-0.00082581+0.00033645i,-0.00073601+0.00052286i,-0.00024533+0.00014476i,5.5406e-05+5.5414e-05i,-0.00062207+5.4493e-05i,-0.0011696-5.3847e-05i,-0.0010122-0.00054525i,-0.0012728-0.00094548i,-0.0014906-0.00079591i,-0.0010714-0.00065736i,-0.0010503-0.00098279i,-0.00089735-0.0011515i,-0.00068294-0.00025888i,-0.00025586-1.6451e-05i,-0.00040429-0.00021878i,-0.00023465+0.00027162i,0.00021357+0.00035575i,0.00084717+0.00015519i,0.0011327+0.0004218i,0.00042703+0.00030267i
-8.4814e-05-0.0028174i,0.00081561-0.0030357i,0.00061361-0.0021842i,-0.00084386+0.00070174i,-0.00079354+0.0019877i,7.1599e-05+0.001425i,8.1134e-05+0.00075536i,-0.00095714+5.5475e-05i,-0.0011454-0.00038091i,-0.00021243-4.6165e-05i,4.2673e-05+0.00056318i,1.997e-05+0.00098764i,-7.0424e-05+0.00061802i,-0.00051057+5.1016e-05i,-0.00069579-0.00011137i,-0.00033041-0.00016405i,9.9762e-05+0.00024673i,-0.00014266+8.8721e-06i,-9.1783e-05-0.000631i,0.00089256-0.00011188i,0.00030754+0.00032252i,-0.00011541-0.00037594i,0.00069309-0.00030379i
0.00096393-0.0016778i,0.0022397-0.00065731i,0.00058863-0.0010031i,-0.00018647-0.00026243i,-0.00049267+0.00062491i,-0.0012189+0.00038556i,-0.00081327-0.00035237i,-0.00044176+0.00034443i,-0.00060877+0.0010845i,-0.00087377-0.00021915i,-0.00047224-0.0012662i,-0.00011668-0.0011288i,2.5855e-05-0.00037559i,0.00038529+0.0002995i,0.00072419+0.00021568i,0.00038662-4.3771e-05i,-0.00030859-0.00053609i,-0.00036526-0.00079086i,-5.7198e-05-0.0006468i,-0.00057732-0.00015613i,-0.00092943-0.0005165i,-0.00092069-0.0012892i,-0.00034463-0.00063161i
-0.0024611+0.00027173i,-0.0015108+0.0011738i,-0.00084895+0.001994i,-0.00051807+0.0026909i,-0.00019919+0.0028381i,4.9697e-05+0.00081654i,-0.0004534-0.00069362i,-0.00080843-0.00036565i,-0.00044615+0.00080081i,-0.00073023+0.0011234i,-0.0006154+0.00067018i,0.00012473+0.00060712i,0.0005289+0.00089735i,0.00046478+0.00060036i,0.00035723+0.00065291i,0.00013253+0.00058269i,1.5526e-05+0.00049219i,-0.00011759+0.00044978i,-0.00051598+0.00012584i,-0.00017148-0.0002492i,0.00045842-0.00037452i,0.00023881+0.00024631i,-0.00049401+0.00072742i
-6.6733e-05+0.0022603i,0.00058533+0.001651i,0.0015894+0.0013615i,0.0012537+0.00085249i,0.0018912+0.00022427i,0.0016903-0.00053077i,0.00035267-0.0011758i,-0.00078328-0.0011147i,-0.00070335+0.00011185i,-0.00011435+0.00063048i,0.00013761+0.00031797i,-0.00015284+5.7301e-05i,-0.00035419-0.00036951i,-0.0006914-0.0004281i,-0.00060315-0.00072975i,-0.00091771-0.0003392i,-0.0015275+0.0003146i,-0.00087123+0.00034945i,-0.00033679+0.00038944i,-0.00027487+0.0002583i,-0.00044925-0.00077677i,-1.4959e-05-0.00043428i,0.00032716+3.9214e-05i
-0.0011137+0.0015481i,-0.0012948+0.001816i,-0.00033782+0.0024152i,0.0010495+0.0022135i,0.0013738+0.0013217i,0.00086216+0.00052973i,5.9677e-05+0.00036484i,-0.00010839+0.00074921i,0.00083415+0.00088814i,0.0009959+0.00044147i,0.00046657+0.00069832i,-0.00031266+0.0011166i,-0.00089782+0.0012136i,-0.0012997+0.00075706i,-0.0011269-0.00077621i,-0.00034727-0.0010035i,-0.00013185-2.963e-05i,5.9853e-05+0.00052631i,-0.00040469+0.00071948i,-0.001357+0.00060564i,-0.0010784+0.00028521i,0.00014494-1.6894e-05i,0.0004185-0.00050192i
0.0014289-0.0005583i,0.0020066-0.0011474i,0.00055788-0.0011688i,-0.0003849-0.00014919i,0.00034541+0.00090815i,0.00075426+0.00054775i,0.00074313-0.00057308i,0.00091511-0.0016412i,0.0011045-0.0010303i,5.1156e-06+0.00012707i,-0.00053872+0.00010007i,0.00040831+0.00062035i,0.00067902+0.0010262i,-2.4777e-05+0.00060543i,-0.00054893-7.9472e-05i,-0.0005096-0.00068459i,-0.00014181-0.00067266i,0.00026172-0.00024392i,0.00039313+0.00021275i,0.00015322-0.00023917i,-0.00025549-0.00048391i,-0.00061179+0.00040144i,-4.9787e-05+0.00083932i
0.001027-0.00039254i,0.0010802+0.00028881i,0.0011089-0.0012808i,0.00094782-0.001798i,0.0004581-0.0011667i,0.00019956-0.0009552i,-0.00068433-0.00097506i,-0.00082181+0.00017407i,0.00047681+0.0008447i,0.0006059-0.00027607i,-1.4403e-05-0.00079512i,-0.0010282-0.00017056i,-0.0012576+0.00021898i,-0.00062447-0.00013863i,-5.2909e-05-0.00038088i,0.00050311-0.00055322i,-2.2444e-05-0.0010008i,-0.00073905-0.0010243i,-0.00026166-0.00079783i,0.00013604-0.00037941i,-0.00023702+0.00033398i,-0.00074006+0.0004712i,-0.00088422+0.00032794i
-0.00076625-9.9781e-05i,-0.00089847+0.0008839i,-0.0012217+0.0018165i,-0.00098569+0.0012076i,-0.00023006+0.00059703i,7.1868e-05-0.00027388i,0.00038951-0.0011835i,0.00062621-0.00036142i,0.00056923+6.27e-05i,0.00043396-0.00024414i,0.00026727-0.00016914i,-0.00028226-0.00034934i,-8.1483e-05-0.00047966i,0.00048361-0.00025432i,0.00037049+9.2751e-05i,0.00012858-0.00016909i,-0.00024996-0.00089243i,0.00025018-0.00037943i,0.00058608+0.00030973i,-0.00025463+5.1686e-05i,-0.00017987-0.00039173i,0.00090289-0.00049119i,0.0010004-0.00031716i
0.00082825+0.00073101i,0.0012731-0.00020305i,0.0023311+0.00033069i,0.002325+0.0011852i,0.0015515+0.0006313i,0.0011097-0.00018508i,0.00060802-0.00020444i,0.0001014+0.00012944i,-0.00081952-0.00016365i,-0.00082207-3.6283e-05i,0.00052479-7.3042e-05i,0.00072503-0.00028933i,-0.00032008-0.00021531i,-0.00083385+6.1474e-05i,-0.0009309-0.00045375i,-0.00079132-0.00033908i,-0.00045065+0.00065593i,-0.0001937+0.00071023i,8.2426e-05+0.00021894i,-0.00020453+0.00012616i,-0.00013189-0.00017528i,0.00063656-0.00044703i,0.001054-0.00048001i
-0.00080834-0.0020259i,-0.00030409-0.0020612i,-0.00047469-0.0010596i,-0.000399-3.8137e-05i,0.00029243+0.0007942i,0.00062546+0.00053991i,4.3356e-05-0.00032115i,-0.00068786-1.5372e-05i,-0.001283+0.0006098i,-0.0015648+0.00058943i,-0.0018029-0.00026198i,-0.00093093-0.0011873i,0.00087591-0.0014042i,0.0010254-0.00030494i,-7.5388e-05+0.00025752i,-0.00030127+0.00021795i,-0.00027388+0.00013293i,-0.00071079-0.00046201i,-0.00081973-0.00045831i,-0.00032264+0.00022538i,-0.00011398+0.00094914i,-0.00035593+0.00045223i,-0.00065781-0.00022535i
-0.0028959-0.0025098i,-0.0017933-0.0017241i,-0.0026186+0.00087663i,-0.0036297+0.0018962i,-0.0018758+0.0021601i,0.00060584+0.001762i,0.0005718+0.00032955i,0.00013041-0.00015946i,2.9777e-05-0.00011243i,-0.0002947+0.00011495i,-9.6808e-05+0.00055344i,0.0010563-0.00013405i,0.0013834-0.00059501i,0.0013483-0.00014184i,0.0014771+0.00013588i,0.00087148-0.0001233i,-0.00011408-0.00023472i,-0.00047326+0.00011845i,-0.00019315+6.0977e-05i,0.00031924+0.00040385i,0.00062185+0.00042973i,0.0010542+0.00033323i,0.00068676+0.0004751i
0.0013406+0.0010742i,0.0015003+0.00039022i,-0.00049479-8.3484e-07i,-0.00056921+0.00043034i,6.3692e-05+0.00070363i,-0.00020131+0.0002856i,-0.00030023+0.00014049i,0.00011432-1.3361e-05i,0.00060341+0.00013237i,0.00011629+0.00024843i,-0.00018609-0.00020485i,0.00028069-0.0001472i,-0.00017299+0.00077466i,-0.00091813+0.0010509i,-0.00031211+0.00093109i,0.00054898+0.00057693i,0.00048372+0.00035587i,-6.5584e-05+0.00077357i,-0.00055319+0.00027395i,-0.00052991-0.00034262i,-0.00023481-0.00014918i,0.00026+0.00033252i,0.00042786-9.1403e-06i
0.0038988-0.00039231i,0.00356-0.00054004i,0.002606-0.0016858i,0.00064962-0.0011333i,-0.00070585+0.00018415i,-0.00032333-0.00020358i,-0.00024243-0.0003368i,1.6782e-05-0.00023371i,0.00092245-0.00017749i,-0.00011253-0.00038577i,-0.00076103-0.00079766i,-0.00028784-6.354e-05i,-0.00030306+0.00055276i,-0.00016339+0.0011322i,-0.00015649+0.0017109i,-0.00083463+0.00095383i,-0.00075066+0.0002654i,0.00010043-0.00034502i,0.00067333-0.00086096i,0.00048942-0.00096618i,0.00042135-0.00060931i,0.00044813-0.00016109i,0.00048867-0.00074916i
-0.0016477+0.0011176i,-0.00079337+0.00026766i,-0.00026389+0.00064208i,0.00014281+0.0014043i,0.0015965+0.0010683i,0.0021454+0.00011117i,0.00052831-0.00031622i,-0.00099785-0.00039111i,-0.00054862-0.00038966i,0.00014209-7.3998e-05i,-0.00016988-0.00027074i,-0.00030602-0.00061893i,-1.1256e-05-0.00057812i,-0.00035947-4.9223e-05i,-0.00064834+1.9558e-05i,-0.00086923-0.00021243i,-0.0010898+0.00028955i,-0.00063156+0.00042416i,-1.6695e-05+0.00028835i,0.00052463-0.00016059i,0.00053167-0.00051978i,0.00043939-0.00045446i,0.00030369-0.0007091i
