-0.00062708-0.00032934i,-0.00067355-0.001015i,-0.0028153-0.0011776i,-0.0039132-0.00030637i,-0.0033535+0.001493i,-0.0026986+0.0025956i,-0.00058959+0.0024412i,0.0014095+0.0012728i,0.001441-2.2273e-05i,0.00073267-0.00088203i,0.00016115-0.0010043i,0.00010631-0.00093723i,-0.00028585-0.00015143i,-0.00046178+0.00022273i,0.00014124-0.00038996i,0.00051675-0.00039613i,0.000419-0.00032119i,0.00032205-0.00032141i,0.00079996-0.00045291i,0.00061551-0.00046408i,-0.0005017-7.6061e-05i,-0.0011161-0.000489i,-0.00044519-0.00068695i
0.00061009-0.00082251i,-0.00024511-0.00244i,-0.0012558-0.0027555i,-0.00151-0.0017728i,-0.00041742-0.001761i,0.00025857-0.0020276i,2.3868e-05-0.00077362i,0.00010323+0.00051168i,-0.00041843+9.7076e-05i,-0.0010382-0.0002057i,-0.00077868+0.00036362i,-8.9312e-05+0.00087839i,-0.00041506+0.00065347i,-0.00038485+4.8102e-05i,0.00021849-2.5967e-05i,-0.00077243-0.000408i,-0.0013395-0.00074323i,-0.00066821-0.00060939i,-0.00055133-0.00036304i,-0.00030067-0.00014805i,-0.00029976-0.00044168i,-0.00022802-0.00044064i,0.00073039-0.00013634i
0.00020165-1.9454e-05i,0.0016244+0.00095125i,0.0021181+0.0024105i,0.00042029+0.0014831i,5.7817e-05+9.3356e-06i,2.8746e-05+6.6648e-05i,-0.000223-0.00033951i,-0.00037654-0.00072853i,-0.00039905-0.0004872i,-0.00042489-0.00010779i,-0.00052368+0.00071729i,0.00054568+0.00048539i,0.00083333-0.00018903i,0.00021376-0.00038986i,0.00010506-1.5753e-06i,0.00014933+0.00050189i,0.00039901+0.00034289i,0.00049072-0.00031873i,0.00041613-0.0010316i,0.00021276-0.00056653i,0.00025357+0.00038787i,0.0006409+0.00010222i,9.0754e-07-0.00030918i
0.002788+0.0015628i,0.0028733+0.002007i,0.0018478+0.0020541i,0.00038557+0.00055018i,-0.0011658-0.00087015i,-0.0023732-0.00050834i,-0.0021851+0.00034992i,-0.0013708+0.0011831i,-0.00079405+0.00055899i,-0.00064025-0.00055515i,-0.00086055-0.00017864i,-0.0007943+0.00019274i,-0.0011236+4.912e-05i,-0.00082613+0.00026601i,7.0688e-05+0.0011326i,0.00040078+0.0013528i,0.00035935+0.0001202i,2.0579e-05-0.00072173i,0.00034679-0.00094127i,0.00091713-0.00047151i,0.0010216-0.00019705i,0.00045387-3.4403e-05i,0.00054613-0.00047948i
-0.0018596-0.00038486i,-0.0033787-7.97e-05i,-0.0028391+0.00025124i,-0.0017221-0.00073898i,-0.0016959-0.0011582i,-0.0014928-0.00017031i,-0.00065238+0.00076292i,-0.00012727+0.00033645i,-3.2285e-05-0.00056182i,-9.3122e-05-0.00096655i,-0.00031732-0.00067006i,-0.00018907-0.00013053i,-0.00034113+0.00036731i,-6.0066e-05+0.00088824i,0.00042929+0.00073267i,0.00032608-0.00038447i,0.00020061-0.00027625i,0.00094918+0.00015932i,0.0012153+0.00027152i,-0.00012418+0.00019521i,-0.00012094-2.046e-05i,0.00053759-9.6976e-05i,0.00047449-0.00034105i
-0.00015297-0.0011217i,-0.0017198-0.0012792i,-0.0030995-0.00074188i,-0.0024047-0.00053373i,-0.00019454-0.0010477i,0.00026491-0.0012287i,-0.00078221-0.0010887i,-0.00076874-0.00075213i,-0.00041856-0.00059107i,-0.0006471+4.6454e-05i,-0.00021013+0.00038713i,0.00035522-8.9245e-05i,0.00049624-0.00078866i,0.0011574-0.00084774i,0.00059262+0.00055769i,0.00016474+0.00075793i,0.00043903-0.00018316i,0.00027924-0.00033438i,9.9528e-05+0.00019374i,0.00076018+0.0003996i,0.001041+0.00018444i,0.0011865-3.4284e-05i,0.0014069-0.00032584i
0.0022233-0.0037167i,0.0011405-0.0054202i,-0.0015823-0.0061144i,-0.0031942-0.0044838i,-0.0027754-0.0022459i,-0.0021948-0.00051563i,-0.0013636-0.00033304i,-0.00098365-0.00011826i,-0.00067022+0.00076583i,-0.00072456+0.00044684i,-0.00088934-0.00021368i,-0.00048563-0.00072409i,-0.00014068-0.0010247i,-0.0006499-0.00015724i,-0.0004986-0.00042465i,0.00032357-0.0018248i,0.00053948-0.001541i,-0.00053272-0.00061686i,-0.0010557+4.5242e-05i,-0.0002565+0.00055549i,0.00068121+0.00042108i,0.0011341-0.00021016i,0.00092384-0.0002578i
-0.00055001+0.00048638i,-0.00036032-0.00075033i,0.00089307-0.0009358i,0.0014204-0.00082725i,0.00086399-0.00075024i,0.00012188-0.0014432i,-0.00025652-0.0016304i,0.00030365-0.00020943i,0.0008339+0.00035007i,0.00040046-5.1896e-06i,-9.5069e-05+4.4836e-06i,-0.00050948+0.00050444i,-0.00060785-0.00030991i,-0.00082474-0.00043033i,-0.00057777+0.00015004i,-0.00027902+0.00033096i,3.9803e-06-5.0502e-05i,5.6437e-06-0.00028972i,0.00010759+2.6934e-05i,-0.00019929+0.00026783i,-0.00046488+0.00028296i,7.9724e-06+0.00026551i,9.9558e-06+0.00020567i
0.0013902+0.00054867i,0.0020331+0.0016436i,0.0019218+0.0014338i,0.00083911+0.00015682i,0.0001424-0.0013i,0.00068494-0.0011507i,0.00036053-8.368e-05i,-0.00011705+0.00039746i,-0.00023949+0.00013754i,-0.000415-0.00031269i,-0.00060488-0.0010656i,3.8796e-05-0.0011408i,0.00040474-0.00035785i,0.00061086-0.00077295i,0.001071-0.00085248i,0.0012301+0.0001261i,0.00073005+0.00064545i,-0.00018273+0.00051502i,-0.00043187+6.6743e-05i,0.00032585+8.1936e-06i,0.0002071+0.00032428i,-0.00028472+0.00029648i,-0.00055598-0.00016839i
-0.0013864-0.0013955i,-0.0019599-0.00031754i,-0.0021424+0.00094333i,-0.0013509+0.00083193i,-0.0010427-0.0006105i,-0.00090232-0.0017106i,-0.00072832-0.00068701i,-0.00095669+4.7004e-05i,-0.0009452+0.00031326i,-0.00082003+0.00055418i,-0.00047483+3.7543e-05i,-0.00014366-0.0008522i,-0.00062474-0.00043064i,-0.00013745+0.00022747i,0.0002136-0.00061336i,8.9805e-05-0.00075223i,-0.00056171+7.5428e-05i,-0.0013566+0.00051937i,-0.0016527+0.00067291i,-0.0011943+0.00034246i,-0.00037864+0.00046908i,-0.00030379+0.00072376i,-0.00017278+0.00065177i
-0.0030874+0.0010999i,-0.0034963+0.0015693i,-0.0019977+0.0012186i,-0.00071014+0.0014756i,0.00018376+0.00031101i,-0.00049664-0.00065966i,-0.00097731-0.00034314i,0.00043555+0.0008677i,0.00059361+0.0016127i,-0.0002341+0.0014651i,-0.00038295+0.0012745i,-0.00020694+0.0009679i,-0.00016609+0.00064042i,-0.0001623+0.00014894i,-0.00028785-7.3532e-05i,0.00017337+3.8684e-05i,0.00056314-0.00026337i,1.9743e-05-0.00056816i,-0.00023662-0.00013865i,-0.00056517+0.00039062i,-0.0005807+0.00065059i,-0.00032058+0.00025266i,-0.00074357-0.0002779i
0.0010088+0.00095389i,0.00077966+0.00051783i,0.0011589-0.0014707i,0.001745-0.0022329i,0.0014152-0.0027796i,0.00075859-0.0029492i,6.0043e-05-0.001416i,-4.8382e-05-0.00010881i,0.0004396-0.0003556i,0.00034395-0.00094836i,-0.00039759-0.00081202i,-0.00068945+1.9455e-06i,-0.00033085+0.00049832i,-3.8509e-05+0.0008902i,-0.00036862+0.00054795i,-0.00035759-0.0001149i,-3.2553e-05+0.00021891i,0.00048771-0.0003247i,0.00071498-0.00026163i,-0.00021197+0.00012035i,-0.0018084-0.00023403i,-0.0018786-0.0008142i,-0.00097845-0.00061152i
0.0019692-0.0029783i,0.00024613-0.0029741i,-0.0012267-0.0020444i,-0.00095587-0.0012322i,-0.00051192-0.0011014i,-0.00032953-0.0010473i,0.00011319-0.0013648i,-5.0582e-05-0.00084764i,-0.00054009+0.00025157i,-0.0011464+0.00042942i,-0.00093572-0.00054042i,-0.00030925-0.0010539i,-0.0004548-0.00018632i,-0.00025887-0.000674i,-0.00048725-0.0011558i,-0.00053768-0.00097627i,0.00058395-0.00051933i,0.00095125+0.00029263i,0.0010368+0.00026119i,0.00082267-4.0856e-05i,0.00080877-0.00028768i,0.0010929-0.00039241i,0.0011981-0.00027483i
0.00043847+0.0019089i,8.1523e-05+0.0024463i,0.00035938+0.0020286i,0.00072991+0.00047854i,0.00015006-9.2569e-05i,-0.00097316+1.6926e-05i,-0.0010308-0.00052842i,-0.00086521-0.00025528i,-0.00052173+0.00040324i,-0.00085664+0.00019434i,-0.0011643+0.00028921i,-0.0010825+0.001013i,-0.0012022+0.00063941i,-0.00063997+0.00014556i,0.00042209-0.00016469i,0.00090777-0.00054528i,0.00079566-0.00026142i,0.00052083-0.00060759i,0.00036775-0.00080761i,-0.00015369-0.00067349i,-0.00038535-0.00058743i,0.00034313-0.00085372i,0.00049826-0.00056363i
-0.0014889-0.00012034i,-0.00092729+0.0015245i,-0.00028586+0.0012117i,-0.00011309+0.00074791i,5.939e-05+0.00067733i,-0.00021653+0.0010456i,-0.00054508+0.0015009i,-0.00033691+0.001457i,-0.00015318+0.00067372i,-5.5283e-05+0.00010354i,0.00040945-0.0003201i,0.00027697-0.00079108i,7.6512e-05-0.00034789i,0.00055279+0.00088937i,0.0014881+0.00093622i,0.0014774+0.00038163i,0.0011748-4.47e-06i,0.00081876+1.4056e-05i,0.00041474-0.00016699i,0.00044042-0.00033996i,0.00047595+0.00025775i,0.00065279+0.00073642i,0.0012659+2.6637e-05i
0.001183-0.0063317i,-0.00084075-0.0059389i,-0.0033689-0.0043959i,-0.0043373-0.0021762i,-0.0032587-0.00067337i,-0.00094389-0.00053872i,0.00043044+0.00027502i,0.00050511+0.00047314i,0.00017322-0.00011467i,7.4038e-05-0.00014428i,8.772e-05-0.00039491i,0.00031959-0.00046748i,0.00048607-0.00028333i,0.00025401+0.00041159i,0.00039101+0.0014715i,0.0012329+0.00073609i,0.0015389-0.00039932i,0.0015128-6.8917e-05i,0.0014012-3.6056e-05i,0.0011109+0.00019515i,0.00068902+0.0010466i,-0.00011543+0.00097198i,-0.00064779+0.00049987i
-0.0017109+0.00045527i,-0.0037055+0.00044725i,-0.0030548+0.00047545i,-0.00094812-5.1785e-05i,-0.00063013-0.00067421i,-0.0013755-0.00073506i,-0.0015354-0.00093118i,-0.00067775-0.0011174i,-0.00031631-0.0013171i,-0.0007996-0.00040281i,-0.0011459+0.00037243i,-0.0013654+0.00033535i,-0.0013043-7.3329e-05i,-0.00015203+0.00026661i,0.00074906+0.00069274i,0.00038342-0.00016488i,0.00034528-0.00051284i,0.0011588+0.00032566i,0.0010888+0.00052514i,0.00030169-4.363e-05i,-0.00018559-0.00012321i,0.00026365+0.00028145i,0.00091922+2.1062e-05i
0.0036112+0.002394i,0.0041461-0.00025592i,0.0039751-0.0024577i,0.0010245-0.0023984i,-0.0016617-0.0024295i,-0.0024139-0.0023464i,-0.0015996-0.0013137i,-0.00055074+0.00044809i,-0.00043028+0.0010427i,-0.00037435+0.0012188i,-0.00043623+0.00081027i,-0.00074424+0.00017321i,-0.0011158+0.0004175i,-0.0011674+0.00081921i,-0.00083553+0.0013239i,-0.00023436+0.0014057i,-0.00019683+0.0013044i,-0.00032947+0.00099804i,0.00013373+0.0014216i,0.00017432+0.00082679i,0.00076948-8.3684e-05i,0.00097957-1.8418e-05i,0.00049057-0.00019366i
9.1519e-05-0.0030823i,-6.4675e-05-0.0037413i,-0.00057774-0.0024335i,-0.0011394-0.00090207i,-0.00064936-0.0011545i,0.00031295-0.0012552i,0.0005191-0.00034174i,0.00048107+0.00057588i,0.00048224+0.0010646i,0.0004927+0.00038518i,0.00059479-0.00013884i,0.00029859+0.00043577i,0.00027493+0.00084099i,0.00021799+0.0012219i,-0.00022108-0.00028463i,-4.6378e-05-0.0012721i,0.00037758-0.00039657i,-0.00038401+0.00049784i,-0.001419+0.00059951i,-0.00066109+0.00085507i,0.00043104+0.00085128i,-9.0966e-05+0.0012143i,-0.00028071+0.00055439i
-0.0013945+0.00023203i,-0.00050664+0.0010045i,-0.00025593+0.0014317i,0.00050329+0.0012414i,0.00090379-0.00021708i,0.00053833-0.0015045i,-9.2467e-05-0.0021269i,-0.00030158-0.0017823i,-0.00060711-0.00064178i,-0.0012752+7.7346e-05i,-0.00091954+0.00017565i,-0.00010422-0.00013135i,0.00019057-0.00092347i,0.00093153-0.0012282i,0.0020292-0.0012621i,0.0022289-0.00059493i,0.00022237+0.00041237i,-0.0013513-0.00012719i,-0.0012999-0.00052915i,-0.0013784-0.0006751i,-0.00070303-0.00028576i,-8.1067e-05+0.00098802i,-0.00047102+0.00090442i
0.002381+0.0018919i,0.0030326+0.0019004i,0.0031987+0.0019789i,0.0014893+0.00060886i,-9.5574e-05-0.00099967i,-0.0008718-0.0010609i,-0.0019496-0.00086681i,-0.0023347-0.00044027i,-0.0016453-0.00019658i,-0.0014217-0.0004546i,-0.0013153-0.00023246i,-0.00086619-4.8646e-05i,-0.0011677-7.3739e-05i,-0.0013555-0.00065105i,-0.00072129-0.0011716i,-0.00055345-0.0012149i,-0.00021578-0.0011361i,-0.00034472-0.00038728i,-0.00087047+0.00058656i,-0.00071098+0.00051373i,-0.00050308-2.1894e-05i,-0.00023822+0.00022524i,0.00021744+0.00033885i
0.0010357+0.0010742i,0.00058919+0.0020955i,0.0016388+0.0018763i,0.0022632+0.00011202i,0.0015237-0.0020906i,-7.1793e-06-0.0024953i,-0.0010089-0.00033519i,-0.00011331+0.0016038i,0.00059246+0.0019706i,0.00012909+0.0011219i,-0.00042678-0.00040037i,-4.572e-05-0.00072212i,0.00015357-0.00036526i,-0.00024106-0.00015626i,-0.00025212+6.644e-05i,0.00042047-0.00082863i,0.00073471-0.0014781i,7.9766e-05-0.00088158i,-0.00051702-0.00085729i,-0.00035292-0.00044388i,-0.0002463+0.00019646i,5.1367e-05+0.00026831i,-0.00017081-0.00029874i
0.0016696+0.0010114i,0.0015688+0.00080591i,0.0014441-0.0002251i,-0.00047706-0.0012979i,-0.0017252-0.001878i,-0.0023489-0.0013134i,-0.0017095-0.00042324i,-0.00072601-6.0531e-06i,-0.00089311-0.00038735i,-0.00099586-0.00043598i,-0.0011771-0.00055851i,-0.00084316-0.00038982i,-0.0004992+0.00012072i,-0.0006678+0.00010602i,-0.000547+3.6998e-05i,-0.00035432+0.00010561i,-0.00033632+0.00017426i,-0.00027529-0.0005221i,0.00040903-0.00091753i,0.0010307-0.00063463i,0.00061372-0.00018664i,-0.0002436+0.0006855i,-0.00024701+0.0011457i
-5.5225e-05+0.0011315i,-0.00092774-0.00036952i,-0.0015689-0.0014219i,-0.0011347-0.00043189i,-0.00017124-0.00017765i,-7.7937e-05-0.00079537i,-0.001388-0.00042067i,-0.0020541+0.00054164i,-0.00085413+0.00050913i,0.00011413-6.0355e-05i,-1.8679e-05-0.00010571i,0.00053342-0.00021089i,0.00075761+0.00025072i,-6.785e-06+0.00051734i,8.5426e-05-0.00032453i,0.00077181-0.00067149i,0.00057433+0.00011241i,0.00069903+0.00056481i,0.00091506-4.3607e-05i,0.00062079-8.8954e-05i,0.00025286+1.5936e-06i,0.00023651-0.00044056i,6.8182e-05-0.000482i
2.6795e-05+0.0025388i,-0.00078134+0.0020206i,-0.00040883-6.9229e-05i,0.00086852-0.0022871i,0.00092033-0.0037338i,-0.00027421-0.0039202i,-0.00084901-0.0019297i,-0.00062499-0.00013917i,-9.478e-05+0.00018383i,0.00031816+1.8601e-05i,0.0002715-2.8565e-05i,-0.00057398+9.1117e-05i,-0.00044613-0.00028648i,2.652e-06-0.0009024i,-0.0002754-0.00097314i,-0.00035899-0.0003467i,0.0005187-0.00027687i,0.00078978-0.000299i,0.00048567-1.4986e-05i,0.00048226+0.00020977i,0.00081848+0.00030761i,0.00062688-4.7139e-05i,3.7844e-05-0.00073269i
-0.00031436-0.0027574i,0.00033235-0.0032185i,-0.00074117-0.0030281i,-0.001705-0.0016521i,-0.0017738-0.0009308i,-0.001018-0.00040635i,-0.00025884-0.00039289i,1.443e-06+3.0092e-06i,7.7692e-06+0.00044328i,-0.00070604+0.00016502i,-0.00034874+4.6459e-05i,0.00023306-0.00031827i,0.00026794-9.1637e-05i,0.00019949-0.00016511i,-0.00036224-0.00053384i,-0.00032137-0.00026574i,0.00048029+6.1796e-05i,0.00073552+0.00038383i,0.00048222+0.00080679i,0.00066125+0.00056111i,0.00080662+8.7124e-05i,0.00085487-0.00026314i,0.00086997-0.00042591i
-0.0019622-0.0011131i,-0.00094306-0.0024778i,0.00081162-0.0015996i,0.0018368-0.0005914i,0.0024408-0.00076623i,0.0017004-0.0013321i,3.1118e-05-0.0014851i,-0.0010502-0.00031712i,-0.0013784+0.00050917i,-0.0012354+0.00031026i,-0.0013441-0.00029064i,-0.0010697-0.00062237i,-0.00028334-0.00069629i,0.00040006-3.9144e-05i,0.00046828+0.00035601i,0.00043805+0.00011699i,0.0003208+0.00019822i,0.00039785+0.00016348i,0.00058903+0.00031848i,0.00055466+0.00054276i,0.00059171+0.00027747i,0.0010936-0.00014226i,0.00066418-0.00019129i
0.004135+0.0036048i,0.0057393+0.0033997i,0.0043459+0.002276i,0.0012027+0.00043752i,-0.0010651-0.00077774i,-0.0023841-0.00062066i,-0.0018818+1.8435e-05i,-0.0004228-0.00013626i,-0.00030838-2.8371e-05i,-0.00094611+0.00066686i,-0.0011206+0.00037565i,-0.00054173+0.000463i,-0.00012019+0.0008683i,-0.00074907+0.00041853i,-0.00032508+0.00036141i,-0.0003003+7.6626e-05i,-0.0014247+0.00044476i,-0.001428+0.00073862i,-0.00058228+0.00013802i,-0.0013708+0.00018561i,-0.0014981+0.00061601i,9.2956e-05+0.00065619i,0.00080655+0.00036679i
0.00090546-7.7814e-05i,0.0014807+0.00024977i,0.0004671+0.001534i,0.00018669+0.0011335i,-2.1269e-05+0.00037091i,3.4898e-05+0.00041443i,0.00063956+0.00036768i,0.0012838+0.00090698i,0.00090638+0.00067365i,0.00026979-0.00019257i,-0.00021821-0.0005393i,-0.00012576-0.00063459i,0.00045574-0.00083276i,0.00098338-0.00099338i,0.0011535-0.00092987i,0.0011045-0.00041318i,0.00044472+0.00058383i,-0.00017391+0.00096465i,-0.00010014+0.00066171i,0.00025684+0.00059545i,-6.5384e-05+0.00018866i,-0.00064257+0.0006426i,0.00011263+0.001568i
-0.0022068+0.00079368i,-0.0037535+0.0028258i,-0.0048835+0.0041333i,-0.0030854+0.0020709i,-0.0016316-0.0010184i,-0.001799-0.0022784i,-0.0013125-0.0015514i,-2.1498e-05-5.9637e-05i,0.00011484+0.00035479i,-0.00041324+0.00013136i,-0.00044858-6.2988e-05i,-0.00042214+9.2452e-05i,-0.00033846-0.00021011i,0.00046941-0.00062267i,0.0010115-0.0005265i,0.00082334-0.00084261i,0.00071309-0.00052758i,-0.00063293+4.2017e-05i,-0.0016095-0.00014629i,-0.0016594-0.00029236i,-0.0015283-0.00044477i,-0.00088217-0.00051946i,-0.00011447-0.0005226i
-0.00030903+0.00058451i,-0.0022439+0.0007255i,-0.0036694+0.000823i,-0.003196+0.00084164i,-0.0022846-0.00038603i,-0.001789-0.0011005i,-0.0017834+0.0006153i,-0.00070902+0.0016099i,-0.00045882+0.00071318i,-0.0020515+0.0004692i,-0.0025334+0.0004306i,-0.0014129+0.00077604i,-0.000686+0.0011428i,-0.00052616+0.0005488i,-4.5272e-05-0.00028175i,0.00022962-0.00086876i,-0.00021879-0.0012941i,-0.00078616-0.0007853i,-0.00095645+0.00023881i,-0.00053491+0.0006598i,-0.00016101+0.00031504i,-0.00010071+0.00023632i,0.00045264+0.00054265i
-0.00077946-0.0042533i,-0.0040208-0.0060272i,-0.0050723-0.005974i,-0.003588-0.0045264i,-0.0014663-0.0028437i,-0.00040919-0.00058252i,-0.0001469+0.00076973i,0.00080843+0.00087668i,0.00028992+0.00098884i,-6.1231e-05+0.0012563i,0.00024465+0.0013123i,7.5096e-05+0.00028175i,-7.2108e-06-0.00024993i,4.9909e-05-7.0494e-05i,-0.00036595+0.00054047i,-0.00044069+0.00061184i,0.00023519+0.00023738i,-0.00010823-0.00012095i,-0.00053341-0.00018841i,-0.00033918-0.00021572i,-4.3946e-05-0.00020479i,0.00074638-0.00031757i,0.00083537-0.00059081i
-0.0017016-0.0047053i,-0.0017701-0.0057259i,-0.0016817-0.0047105i,-0.00079002-0.0022496i,-0.00022746-0.0006612i,3.3632e-05-0.00069031i,0.0006101-0.00078686i,0.00082902-0.00040546i,0.00080786-0.00060155i,0.00099285-0.00091489i,0.0019973-0.00076681i,0.0018091-0.00071892i,-0.0001592-0.0015968i,4.0799e-05-0.0013918i,0.0013238-0.00039038i,0.001516+0.00023364i,0.0012314-0.00020276i,0.00071874-0.00083025i,0.00091402-0.00071774i,0.0016425-0.00043783i,0.0014313-0.00090695i,0.00093976-0.00068286i,0.00068627-3.3937e-05i
0.0048182-0.0028515i,0.0066976-0.0047321i,0.0053664-0.0050966i,0.0021125-0.0032925i,0.00084215-0.0011918i,0.00028807+0.00034662i,-0.0010743+0.0009919i,-0.0010363+0.00034599i,-0.00098858-0.00049723i,-0.0016363-0.00083878i,-0.0014324-0.0011813i,-0.00085616-0.001624i,-0.00066649-0.0010292i,-0.00065525-0.00040873i,0.00021538-0.00022183i,0.00070641-0.00034885i,0.00096267-0.000481i,0.0011906-0.00025174i,0.00056893+5.4504e-06i,0.00013101-1.8948e-05i,-0.00015982+0.00039803i,-0.00047318+0.00039804i,-0.00050038+0.0004269i
0.0036125+0.0042132i,0.0049972+0.0058341i,0.0054425+0.0048239i,0.0033847+0.0022316i,0.00013446+6.583e-05i,-0.0022949-0.00044818i,-0.0027924+0.00020662i,-0.0017736+0.0012773i,-0.0010811+0.0015918i,-0.0013637+0.0012259i,-0.0020186+0.0011694i,-0.0014275+0.00059671i,4.1141e-05-0.00011773i,-0.00029191+5.65e-05i,-0.0011464+0.00055968i,-0.00058725+0.00045204i,-0.00014166+0.00019645i,-0.00044528+6.3578e-05i,-5.3784e-05+0.00017615i,0.0010923+0.00016332i,0.0018179+0.00054939i,0.0012556+0.00026037i,0.00047917-0.00044274i
-0.0023344+0.00020329i,-0.0020039+0.0018129i,-0.00084677+0.0022907i,-0.00081183+0.00093668i,-0.0016467-0.0010746i,-0.002781-0.0017582i,-0.0026512-0.0013269i,-0.0011054-0.0007836i,0.00059333+0.00018327i,0.0015574+0.00056602i,0.0018791+0.00052678i,0.00097883+0.00059449i,-0.00013178+8.949e-05i,-0.00035107-2.7869e-05i,-3.5509e-05+0.00031224i,4.8335e-05+0.00071654i,0.00010542+0.00093361i,0.00022173+0.00049097i,0.00031618+0.00020255i,0.00033763+0.00023269i,0.00030066+0.00013949i,0.00018336-0.00025843i,0.00016045+6.7137e-05i
-0.004932-0.0020136i,-0.0069772+0.00051144i,-0.0058603+0.0025198i,-0.0026749+0.0016752i,-0.00052681-0.0016598i,-0.00028362-0.0038416i,-0.0009952-0.0031677i,-0.00082682-0.0014199i,0.00046793-0.00058387i,0.00047303-0.00085382i,-0.00062861-0.0013887i,-0.00012384-0.0014876i,0.00066375-0.00023441i,0.00075368-0.00020582i,0.0007731-0.0015498i,0.0004749-0.001484i,1.0787e-05-0.00095124i,0.00010346-0.00056844i,-0.00030396-0.00053417i,-0.0010184-0.0003702i,-0.0013243+0.0010287i,-0.00069183+0.0012466i,-0.00060268+0.00011894i
0.00078137-0.0015212i,-0.0016543-0.0040057i,-0.002772-0.003094i,-0.00075323-0.00078498i,0.0017691-0.00086217i,0.001201-0.0020388i,-0.00062195-0.0012388i,-0.0017745+0.00029319i,-0.0024716+0.00059143i,-0.0026654+0.00040407i,-0.0017858+0.0013608i,-0.00049291+0.0018198i,8.1715e-05+0.00052367i,-0.0002299-0.00042064i,-0.00028903-0.00037685i,-0.00064281-0.00076856i,-0.00051148-0.00055385i,-3.9922e-05+0.00047275i,-0.00040859+0.00084819i,-0.00044425+0.00060071i,0.00027918+0.00071178i,0.00056385+0.00036703i,-7.0153e-05-4.4399e-05i
0.0069323+0.0045396i,0.0077842-0.00080073i,0.0046889-0.0033054i,0.0017931-0.0014386i,0.0016602+0.00065702i,0.0016749+0.00083928i,0.00052059+0.00028882i,-0.00018038+0.00078929i,-5.2828e-05+0.0025991i,0.00032046+0.0036048i,0.00063518+0.0024322i,0.00069961+0.0011376i,0.00068428+0.00016012i,0.0013497-0.00079227i,0.001668-0.00089942i,0.001106-0.00077334i,0.0015054+0.00023355i,0.00122+0.001507i,0.00027492+0.00090089i,0.00010754-0.00013688i,0.00015299+1.1671e-05i,-0.00034559+0.00017562i,-0.00076802+0.00016712i
-0.00084528+0.0060318i,0.0018338+0.0060625i,0.003625+0.0030749i,0.0013481-0.00082809i,-0.0015518-0.0027062i,-0.0021445-0.0028602i,-0.0011748-0.0020536i,0.00037832-0.0012118i,0.0012398-0.00067016i,0.0017005-0.0012451i,0.0016833-0.0020646i,0.00054514-0.0014024i,-0.00076064-0.00072432i,-0.0010207-0.00068863i,-0.00064347-0.0014411i,0.00030909-0.0018266i,0.00094016-0.0012554i,0.00052793-0.00074965i,-0.00027727-0.00025094i,-0.0011214+0.00062058i,-0.0013924+0.00082335i,-0.0011312+0.00057215i,-0.00071706+0.00040222i
-0.0034345-0.00098475i,-0.0026287+0.0029165i,-0.00258+0.0045144i,-0.0018499+0.0027866i,-0.0026835+0.0015439i,-0.0035285+0.00044924i,-0.0029071+0.00011441i,-0.0019567-0.00015517i,-0.00088805-0.0014336i,-0.0011668-0.0018898i,-0.0020259-0.0009371i,-0.0013452-0.00036156i,-0.00085662-0.00067795i,-0.00067355-0.00038209i,0.0002608+0.00055673i,0.00048545+0.00031116i,-0.00052559-0.0002413i,-0.0008617+0.00033696i,-0.00062617+0.00068646i,-0.00012743+0.00066394i,0.00025335+0.00087997i,-7.8836e-05+0.001211i,-0.00070597+0.0010346i
0.0033281-0.002766i,-0.0013529-0.0038484i,-0.0044043-0.0025103i,-0.0022105-0.0019157i,0.00082254-0.0024249i,0.0011138-0.0017389i,-0.00073057+0.00018054i,-0.0017499+0.001412i,-0.0012788+0.0012445i,-0.00056011+0.0012894i,2.3358e-05+0.0011713i,0.00019572+0.00067446i,-0.00037721+0.00042861i,-0.0014202+6.1216e-05i,-0.0011122+0.0007605i,0.00066105+0.0018264i,0.0011159+0.0017634i,0.0002787+0.0011547i,-0.00018558+0.00078345i,6.2008e-05-0.00021636i,0.00010645-0.0010853i,8.435e-05-0.0010263i,0.00027409-0.0011794i
-0.00062281+0.0009445i,-0.0012011-0.00037094i,-0.0014956-0.0012062i,-0.00054584-0.0014273i,0.00063636-0.002462i,0.00093579-0.0028916i,0.000784-0.0013224i,0.00061028+0.00070879i,0.00028307+0.0014721i,0.00046702+0.0010303i,0.0005051+0.00096658i,0.00067732+0.00081195i,0.00062439+0.0002079i,0.00022141-0.00058862i,0.00047945-0.00050335i,0.00098056-3.6982e-05i,0.00030481-0.00013498i,0.00015336-0.00040746i,0.00045712+0.00027988i,-0.00020466+0.0010711i,-7.8401e-05+0.00010652i,0.00045039-0.0012247i,0.00041216-0.0008389i
-0.0024612-0.00082578i,-0.0017418-0.0016517i,0.00021627-0.0015488i,0.00060196-0.0012959i,0.0011276-0.0020799i,0.0012956-0.0031731i,8.3355e-05-0.0034981i,-0.00058315-0.0021942i,-0.00022367-0.001839i,-0.00020423-0.0015417i,-0.00022958-0.0013821i,-0.00017994-0.0015001i,-0.0011199-0.00099549i,-0.0013157-0.0006744i,-0.0010795-0.0012713i,-0.0011331-0.0014508i,-0.0012684-0.00094366i,-0.00092637-0.00082712i,-9.0756e-05-0.00048731i,-0.00024238+0.00013909i,-9.3986e-05+0.00068899i,0.0008051+0.00078694i,0.0012663+0.00065318i
