-0.0017612-0.002412i,-0.0014418-0.0015366i,-0.0011752-0.00099867i,-0.0016564-0.0010719i,-0.0017369+0.00036823i,-0.00079077+0.0016035i,-0.00064821+0.0012607i,-0.00059033+0.0012971i,0.00017583+0.0016233i,0.00055476+0.0010813i,0.00043913-0.00069878i,-0.00019303-0.00096123i,-0.0012603-0.00019404i,-0.001026-0.0001496i,-0.00036331+0.00033141i,0.00055582+0.00099398i,0.00090929+0.00097842i,-9.2989e-05+0.00076363i,-0.00049271+0.0010638i,-0.00063034+0.0010002i,-0.00077395+0.0006882i,-0.00069218-0.00010798i,-0.00039193-0.00088121i
-0.00024342-0.0023785i,0.00062445-0.0021152i,-0.00087348-0.0010313i,-0.0035304+0.0007342i,-0.0041658+0.0014049i,-0.002282+0.0010806i,-0.00054377+8.3908e-05i,0.00021808-0.0011512i,0.00015387-0.00077585i,-0.00076889+0.00036681i,-0.00096843+0.00063812i,-0.00057635+0.00026409i,-0.0013012+0.00088548i,-0.0013871+0.0010837i,-0.00046836+0.00086523i,-0.00021625+0.0012386i,-0.0007329+0.0010406i,-0.0010301-0.00011109i,-0.00089989-0.00032966i,-0.00085517+0.00026622i,-0.00050249+0.0002534i,-0.00049429+0.00020475i,-0.00082923-6.9936e-05i
-0.0014007-0.00064445i,-0.001607+0.0020296i,-0.0037872+0.00093641i,-0.0060978+0.00028974i,-0.0057768+0.00070166i,-0.0033181+0.00083791i,-0.0016384+0.00078949i,-0.00057863+0.0015159i,-0.0001098+0.001294i,-0.00067478+0.00071951i,-0.0011876+0.00051772i,-0.0007797+7.7951e-05i,-0.00042132-8.4507e-05i,-0.00022007+0.00047988i,-0.00044379+0.00054336i,-0.00056687+0.00089614i,4.0053e-05+0.00091618i,0.00031661-0.00013871i,-3.8923e-06-0.00098315i,-0.00045554-0.0014699i,-0.00031655-0.0010447i,0.00032027-0.0008477i,-0.00018382-0.00068389i
0.002854-0.0027721i,0.00040926-0.0014196i,-0.00097806-0.0026117i,-0.0017735-0.003726i,-0.0014957-0.0038022i,-0.0015383-0.0031844i,-0.0019357-0.0012145i,-0.0022508+0.00059556i,-0.0011439+0.0010453i,0.00041088+0.00087592i,0.00045961+0.0012215i,-0.00019624+0.0011339i,-0.00011729-0.00016056i,0.00028394-0.00063768i,-2.7232e-05-0.00090175i,-0.00045857-0.00035437i,0.00019468+0.00032367i,0.0009956+0.00032055i,0.001005+0.00041124i,0.0010108+0.00022784i,0.0010629-0.00053723i,0.001227-0.00085327i,0.0011203-0.00049792i
0.0019089+0.0053625i,0.0015008+0.0031674i,0.001064+0.0015913i,0.0014904+0.00054697i,0.0015825+0.00023597i,0.0011232-0.0010173i,-0.00063558-0.0021319i,-0.0022441-0.0011183i,-0.0018261+0.00050686i,-0.00060667+0.00074046i,-0.00038467+0.0002904i,0.00045939+0.00012586i,0.00095612-0.0003847i,0.00058925-5.1752e-05i,0.00014045+0.00093528i,-0.0001373+0.00077189i,0.00020061+0.00075143i,0.00097451+0.0011235i,0.0013676+0.00089258i,0.0014801+0.00039254i,0.0011583+0.00057336i,0.0008452+0.00052619i,0.00061092+0.00044486i
-0.0075223+0.0021293i,-0.0031852+0.0012934i,-0.0006325+0.0011531i,-0.00061854+0.001881i,0.00060749+0.0022935i,0.00093287-0.00023347i,-0.0006804-0.0029004i,-0.0018266-0.0024285i,-0.001449-0.0014266i,-0.00056225-0.00042038i,-0.00014816+0.0007908i,-0.00025246+0.0014738i,-0.00043237+0.00096045i,0.00012526+0.00085305i,0.00051472+0.0011404i,-0.00020986+0.00090079i,-0.0001504+0.00076556i,7.074e-05+0.00064076i,0.00028984+0.0003287i,0.00053874+0.00015802i,0.00025996+0.00051571i,0.00038956+0.00047576i,-3.5172e-05+0.00024327i
-2.3475e-05-0.0013566i,0.00025379+0.0011481i,-0.00066271+0.0028746i,-0.0013622+0.0031756i,-0.00079798+0.0023105i,0.0010191+0.00069978i,0.0016993-0.001061i,0.00092892-0.0015681i,0.00036368-0.00081817i,-0.00037088-3.5445e-05i,-0.00082172+0.00029639i,-0.00051547+0.001049i,-0.00056782+0.0012192i,-0.00086454+0.0010492i,-0.00032485+0.00064555i,0.00019642-0.00029313i,0.0004464-0.0003262i,0.00026091+0.00061973i,0.00014046+0.0006653i,-0.00033286+0.00019426i,-0.0010873+0.00023412i,-0.00090179+0.00066653i,-0.00061367+0.0013132i
0.0016647-0.00075495i,-0.0010884-0.0008392i,-0.0028867-0.0012911i,-0.0042093-0.0016301i,-0.0036825-0.0013241i,-0.0012609-0.00025883i,0.00024255+0.00042674i,0.00090501+0.0013933i,0.0010243+0.0018706i,0.0008701+0.0016612i,0.00045004+0.00097177i,0.00012549+0.00058855i,0.00032157+0.00072665i,0.00057972+0.00046144i,0.00066391+0.00051174i,0.00087293+0.00058362i,0.00072172+0.0007934i,6.1085e-05+0.00082399i,-0.0003909+0.00051701i,-0.00050326+3.5853e-05i,-0.00034701-1.1595e-06i,-0.00052384-0.00084951i,-0.00056497-0.0013804i
0.0019751+0.003932i,0.0017681+0.0035691i,-0.00053116+0.0018018i,-0.0028123-0.00033625i,-0.0023435-0.0013566i,-0.00072025-0.0012985i,-0.000191+1.7472e-05i,-0.00049128+0.00090351i,-0.00013013+0.0012917i,0.00012393+0.0011674i,-5.3442e-05+0.00046775i,-0.00030029+0.00027003i,-8.9448e-05+0.00039449i,8.188e-05+0.00060247i,0.0004056+0.0011186i,0.0004841+0.0010152i,0.00069124+0.00092534i,0.00092431+0.0011482i,0.00093575+0.00071227i,0.00072871-3.6804e-05i,0.00085033-0.00043563i,0.00079935-0.00023006i,0.00037474-0.00044525i
-0.0048471+0.0048592i,-0.0034477+0.003168i,-0.0016615+0.00048484i,-0.00044176-0.0011849i,-0.00022931-0.00087062i,-0.00065975-0.00079414i,-0.0014537-0.0012485i,-0.0015871-5.3575e-05i,-0.0002665+0.00084278i,0.00094009+0.00051209i,0.0010308+0.00038126i,0.00037767+0.00018768i,-0.00026469-0.00015297i,-0.00032883-0.0005625i,-0.00098707-0.00029325i,-0.0010423+0.00023499i,-0.00058248+0.00044777i,0.00012046+0.00086484i,0.00044805+0.00093135i,0.00016746+0.00080733i,8.027e-05+0.00033789i,-9.7604e-05-0.00050421i,-0.00053359-0.00022294i
-0.0022549-0.0053879i,-0.0011509-0.0042938i,-0.002146-0.0036706i,-0.0024524-0.0021725i,-0.0013493-0.00053713i,-0.00052054-0.0013508i,-0.00071668-0.0027252i,-0.0012654-0.0019268i,-0.0016133-0.00087495i,-0.0017082+0.00018745i,-0.0016605+0.0010426i,-0.00095382+0.00094958i,0.00073896+0.0013084i,0.00065161+0.001276i,-6.6563e-05+0.00080299i,0.00018642+0.00040361i,0.0001546-7.0021e-05i,-3.682e-05-0.0001867i,0.00014487-0.00045208i,0.00022257-3.4228e-05i,0.00041384+0.00070733i,0.00067559+0.00080604i,0.0008997+0.00064621i
-4.9639e-05-0.0025976i,-0.0010037-0.00057124i,-0.00086369+0.0013016i,-0.0019633+0.0029889i,-0.000948+0.0029473i,0.0012401+0.0011541i,0.0012215-0.0018685i,0.0010531-0.0029369i,0.00086338-0.0015115i,-8.2552e-05+3.268e-08i,-0.00084003+0.00028284i,-0.00080843-0.00028297i,-0.00084036-0.0006272i,-0.00066474-0.00070813i,-0.00042349+0.00021448i,-0.00027209+0.00063195i,-0.00027538+0.00059999i,0.00056083+0.00086217i,0.00039407+0.00086201i,-0.00073963+0.0011934i,-0.0004829+0.0013715i,-0.00014537+0.00076575i,-0.0009829+0.00065707i
0.00035126+0.000822i,0.00034723+0.00032455i,-0.00081225+0.0014611i,-0.0026505+0.0018187i,-0.0024217+0.0015251i,6.7471e-05-0.00026522i,0.0020283-0.00069833i,0.0020944+0.00030422i,0.0015638+0.0017557i,0.00047886+0.002615i,-0.00059506+0.0021609i,-0.00081119+0.0012302i,-0.00071108+0.0010158i,-0.00012721+0.00078732i,-0.00022058+0.00039179i,-0.00038385+0.00078478i,-7.9311e-05+0.0014472i,-0.00031155+0.0013412i,-0.00015509+0.00083522i,-9.1643e-05+0.00040743i,-0.00054326-4.4706e-06i,-0.0011509+0.00062344i,-0.00084242+0.00092665i
-0.002617+0.005479i,-0.0019887+0.0040187i,-0.0019734+0.0019739i,-0.0019377+0.0015889i,-0.00097434+0.00092219i,0.00015033+9.904e-05i,0.00032722+0.00051334i,-0.0002859+0.0013779i,-0.00050662+0.0015065i,-0.00027176+0.00111i,0.00049638+0.00063298i,0.00083579-0.00055139i,0.00048567-0.00058849i,0.00032972+0.00037305i,0.00087131+0.0011064i,0.00043853+0.0008317i,-5.7513e-05+0.00035612i,0.00019732+0.00042978i,0.00021968+0.00060544i,-0.00047516-5.1814e-05i,-0.00076479-0.00061626i,-0.00071495-0.00048415i,-0.0012449-0.00098231i
-0.0012861+0.0034511i,-0.00088786+0.0028839i,-0.00078269+0.00078606i,-0.00078544-0.0010758i,0.00053284-0.0016865i,0.0003037-0.0017602i,-0.0016702-0.0013774i,-0.0028009-0.00054478i,-0.0021003+0.00058117i,-0.0015934+0.00095649i,-0.0011927+0.00047453i,-0.00064983-0.00021417i,8.8586e-05-2.4894e-07i,0.00021885+0.00061643i,-0.0005239+0.00032826i,-0.00076099-0.00030729i,-0.00012919+0.0002179i,0.00035537+0.00069608i,0.00088232+0.00061651i,0.0010345+0.00071378i,0.00083455+0.00040775i,0.0013696+0.00021676i,0.0012692-0.00017672i
-0.0037854+0.0010131i,-0.0019748-0.00011292i,-0.00027044-0.000852i,-0.0010242-0.00032236i,-0.0022775+1.5788e-05i,-0.0020362-0.0017216i,-0.001274-0.0037849i,-0.0011199-0.0028373i,-0.00057841-0.00052147i,-7.136e-05+0.0005469i,-1.1374e-05+0.00080903i,0.00081391+0.0010234i,0.0011407+0.00061391i,0.00076957-0.00018724i,7.466e-06-0.00030718i,-0.00077476-1.1668e-05i,-0.00042603-5.8201e-05i,0.00018421-0.00038108i,0.00042769-0.00019341i,0.00087515+0.0004779i,0.0017626+0.00038767i,0.0019416+9.6077e-05i,0.0014857+0.00085074i
-0.00079221-0.0029637i,-2.7886e-05-0.00055362i,-0.00034403+0.00085665i,-0.00084624+0.0014922i,-0.00031341+0.00169i,0.00029538-0.00036154i,0.00052446-0.0030941i,0.00039384-0.0026175i,0.0005068-0.00097057i,0.00050785-0.00025872i,0.00058581+0.00038131i,0.00047543+0.0011081i,0.00020329+0.0016636i,0.00016411+0.0011379i,0.00033615+0.00024315i,6.096e-05-0.00013348i,-0.00034392+0.00028737i,7.6212e-05+0.0013096i,0.000241+0.0015144i,-0.00016378+0.0010396i,-0.00041358+0.001004i,6.4501e-05+0.0012785i,0.0010353+0.0010626i
-0.00058399+0.0034766i,-0.00052609+0.003073i,0.00010282+0.0035265i,0.00022406+0.0038926i,0.0016483+0.0033112i,0.0024005+0.0011977i,0.0010518-0.00094018i,0.00025785-0.0012112i,0.00084544+0.00032819i,0.0012377+0.0013385i,5.5399e-05+0.0010279i,-0.00082703+0.00084352i,-0.00054374+0.00065375i,-2.9315e-05+2.2051e-05i,0.00044145-4.7835e-05i,0.00033252+0.00015829i,-9.9588e-05+0.00037662i,0.00010404+0.001237i,-2.9657e-05+0.0019663i,0.00015901+0.00098566i,0.00065982+0.00059581i,0.00026037+0.00072942i,-0.00056694+0.00058419i
6.2129e-05+0.0020086i,-0.0011573+0.001277i,-0.0028252+0.00084389i,-0.0033489+0.0012653i,-0.0029368+0.0015251i,-0.0012854+0.00050515i,0.00056794+0.00049399i,0.00067918+0.001966i,-8.6718e-05+0.0017841i,-0.0010124+0.00015067i,-0.0014344+0.00028367i,-0.00087295+0.00078577i,-0.00014651-0.00020199i,-6.5921e-07-0.000138i,0.00036825+0.0011074i,0.00026765+0.0012397i,0.0006152+0.00072166i,0.00081622+0.00063941i,0.00023835+0.00062514i,0.00033196+0.00090388i,0.001142+0.00025068i,0.00077613-0.00044479i,-0.00035734+0.00038257i
-0.0033314+0.0013539i,-0.002087+0.0016881i,-0.0016652+0.00022734i,-0.0024976-0.00069618i,-0.0027612-1.07e-05i,-0.0024116+0.00058897i,-0.002363+0.00055675i,-0.0017513+0.00064283i,-0.0009989+0.00065538i,-0.00062023-0.00010992i,-0.00067467-0.00023864i,-0.0014097-0.0001334i,-0.0011692-0.001142i,3.0633e-05-0.00074749i,0.00048265+0.00066363i,0.00037909+0.00098615i,0.00050907+0.00024915i,0.00044665-0.00049696i,-0.00012357-0.00034355i,-0.00050096+0.00011333i,0.00015917+0.00046248i,0.00040356+2.5287e-05i,-0.00032224-0.00070858i
-0.0018057-0.0035185i,-0.0019616-0.00052072i,-0.0027296-0.0011264i,-0.0024966-0.0015937i,-0.0013404-0.00065125i,-0.0010964-0.00089483i,-0.0019343-0.0015653i,-0.002108-0.00076884i,-0.0015493-4.1267e-05i,-0.0009679-0.00026444i,-0.00021301-0.00042193i,0.00030016-0.00041472i,0.00087502-0.00026204i,0.00082393+0.00041568i,9.3381e-05+0.00037179i,-0.00019698+0.00013198i,-0.00061489+0.0005613i,-0.00074652+0.00035324i,-0.00018216-0.00056843i,0.00010876-0.00070652i,-0.00031694-8.9468e-05i,-2.7128e-05+0.00025428i,0.00035859+7.9033e-05i
0.0013458+0.0023097i,0.00025667+0.0015493i,0.00065564+0.0012473i,0.00041777-0.00011661i,0.00014096-0.00095645i,0.0011711-0.0018296i,0.0012554-0.0029107i,0.00030127-0.0020758i,0.00034684-0.00057223i,0.00010977+0.0002402i,0.00035113+0.0010127i,0.00062893+0.0012739i,0.00012654+0.00079523i,-0.0001972-0.00011193i,-0.00019622-0.00026056i,0.0010524+7.2526e-05i,0.0016332+0.00027631i,0.0012766+0.00015153i,0.00077509-0.00018114i,9.6023e-05-5.8528e-05i,0.0001299+0.00072534i,0.00076535+0.0014277i,0.0007401+0.0013832i
0.00058164-0.00086343i,0.0014246-0.0017582i,0.0010908-0.0019104i,-0.00040636-0.0019969i,-0.00071467-0.0018752i,0.00083519-0.0018337i,0.0016018-0.0011525i,0.0009486-0.00011563i,0.00065325+0.00072393i,0.00013978+0.0017225i,-0.00073538+0.0022582i,-0.00060589+0.0017284i,-0.00092422+0.00080333i,-0.0010836+0.00085501i,0.00029677+0.00076951i,0.0011625+0.00063233i,0.0010672+0.0013591i,0.0011094+0.0014576i,0.0010272+0.0010551i,0.0008663+0.00024104i,0.00039788-0.00022077i,-0.00021333+0.00011798i,-0.00052912+0.00016277i
0.00032089+0.0017701i,0.0010179+0.0024328i,-0.00022761+0.0024811i,-0.00052648+0.0035879i,0.00039068+0.0033521i,0.0010391+0.0011802i,0.001301+0.00067034i,0.00089051+0.0010489i,0.00016454+0.0013288i,0.00024365+0.0010638i,0.00018079+0.00010271i,-0.00067372-0.0002088i,-0.00074289-0.00017738i,-0.00026814-0.00024222i,-0.00044212+0.00012943i,-0.0011409+0.00068945i,-0.00092033+0.00056537i,6.8144e-05+0.00055296i,9.5206e-05+0.00060479i,-0.00024895+0.00091488i,-0.00061655+0.0010352i,-0.0013095-0.00032512i,-0.002055-0.00071013i
-0.0015171+0.0041713i,-0.00028736+0.0054878i,-0.00067323+0.0046792i,-0.00089249+0.0030752i,-0.00046682+0.0019634i,-1.6861e-05+0.0016513i,-0.0011976+0.0016422i,-0.0022288+0.0013638i,-0.0014302+0.00086297i,-0.00062033+0.00068932i,0.00033519+0.00062832i,0.0008833-5.1857e-05i,0.00053362-0.00074206i,0.00051687-0.00085237i,0.00047798-0.0003187i,-0.0001416+0.00036066i,-3.2609e-05+0.00034982i,-0.00027836+9.5437e-05i,-0.0011901-3.6843e-05i,-0.00072122-0.00038243i,0.00013151-0.00038506i,-0.00012597-0.00035512i,-0.00080735-0.00053631i
-0.005155-0.0035504i,-0.0060115-0.00096798i,-0.0055848+0.00019847i,-0.0048033+0.0012542i,-0.0035761+0.0019492i,-0.0028961+0.0008754i,-0.0029281-0.00042417i,-0.0027839+2.9526e-05i,-0.0027221+0.00087264i,-0.0015529+0.0010314i,0.0003741+0.00081886i,0.0013605+0.00051719i,0.0013075+0.00081659i,-0.00017618+0.00084963i,-0.00060021+0.0010594i,-0.00028173+0.001034i,0.00018796-9.9348e-05i,0.00041373-0.00055153i,-0.00037876+0.00039296i,-0.0010513+0.00059175i,-0.0012668+0.00070389i,-0.00079702+0.00098448i,-4.1451e-05+0.00012295i
0.002351-0.0026057i,-0.00083442-0.003024i,-0.0021277-0.0031934i,-0.0025664-0.0025156i,-0.0021863-0.0023581i,-0.00076938-0.0030938i,-0.00034219-0.0032713i,-0.0008631-0.0018903i,-0.0010278+0.00018653i,-0.00072371+0.0011301i,-0.00035566+0.00070846i,0.00068642+0.00048462i,0.001339+0.00047453i,0.00056459+0.00038092i,-0.00010666+0.00042965i,-7.0719e-05+0.00037149i,0.00023721+0.00018598i,-7.1691e-05-0.00018376i,-0.00059172-0.0009931i,-0.00037844-0.00057756i,-0.00019934+0.00072314i,-5.3623e-05+0.0013772i,0.00037664+0.00063872i
0.00049537+0.0042458i,0.0016257+0.001225i,0.00091871-0.00093079i,0.00082153-0.0019366i,0.00090083-0.0017934i,0.0010977-0.0030183i,0.0012039-0.0032409i,0.00041324-0.000991i,-5.9073e-05+0.00059232i,0.00019887+0.00084015i,0.00014468+0.0010911i,-0.00024782+0.0011639i,0.00060433+0.0010754i,0.0011564+0.00094585i,0.00081863+0.00077414i,0.00097151+0.00063098i,0.00088178+0.00040259i,0.00012276+0.00024975i,0.00035547-0.00046255i,0.00096464-0.0008858i,0.0010195-0.00030079i,0.00054407-0.00012869i,0.00051742-0.00037744i
-0.005344-0.00096057i,-0.002072+0.001125i,-0.00051179+0.0011833i,-0.00076025+0.00051864i,2.9482e-05+1.5147e-05i,0.0024397-0.00046717i,0.0020425-0.00022011i,0.00071262+1.3451e-05i,-0.00025516+0.00044582i,-0.00057849+0.00087912i,-0.00055118+0.0012489i,-0.00066187+0.0015928i,-0.00068763+0.0014776i,-0.00068394+0.0013618i,5.5167e-05+0.00063451i,0.00093553+0.00017478i,0.00086212+0.00033726i,0.00057711+0.00060154i,0.00064876+0.00075838i,0.00019376+0.00075634i,-0.00087627-0.00025445i,-0.00096116-0.0011548i,-0.00025919-3.9882e-05i
-0.00057152-0.0038258i,-0.0013774+0.00047126i,-0.0030576+0.0034952i,-0.0027652+0.0042071i,-0.0010404+0.0043874i,0.00025783+0.0029358i,0.00034438+0.00080738i,-0.00014545+0.00028483i,-0.00014743+0.00063638i,0.00011885+0.0014269i,8.6037e-05+0.0013068i,0.00019787+0.00051281i,0.00095493+8.1692e-05i,0.0014407-0.00047039i,0.0014741-0.00045298i,0.0014495+0.00016714i,0.0010986+0.00076265i,0.00088377+0.0016039i,0.00074761+0.0018825i,0.00026424+0.0011856i,-0.00063429+0.00064658i,-0.0010567+0.00031312i,-0.00054945+0.0003928i
0.00065673+0.0023437i,-0.00044453+0.0020254i,-0.0011644+0.00021829i,-0.0020884+0.00020984i,-0.00281+0.00033847i,-0.0021881-0.0011259i,-0.0011983-0.0013136i,-0.00081007+0.00021782i,-0.00025378+0.0012294i,-0.00023815+0.00089167i,-0.00033184+5.0139e-05i,1.9191e-05+0.00061913i,-3.76e-06+0.00076563i,0.00081342+0.00063653i,0.00051735+0.00064218i,-5.8995e-05+0.0001369i,0.00026716+0.00049194i,0.00024302+0.00038246i,0.00041325+9.6708e-05i,0.00023577+0.00068515i,-0.00040786+0.00069862i,-0.0008228+0.00076177i,-0.00066395+0.0012642i
-0.00029094+0.0033666i,-0.00014396+0.0007632i,-0.0010508-0.00075359i,-0.0018144-0.0012381i,-0.0021008-0.0013991i,-0.0018536-0.0024242i,-0.0013605-0.0025394i,-0.0003894-0.0010049i,1.4147e-05+0.00045024i,0.00014793+0.00045094i,0.00040186-0.00015389i,0.00021053+0.00049471i,-0.00028022+0.001037i,-0.00018209+0.00088334i,-0.00019467+0.0010474i,-0.00012223+0.00070462i,0.00018498-0.00039965i,-0.00010629-0.00032675i,-0.00015152+9.1096e-05i,0.00014724+0.00017454i,0.00030951+0.00024114i,0.00047008-0.000369i,7.7834e-05-0.00049938i
-0.0026639+0.00072491i,-0.001326+0.00055133i,-0.0021358-0.0004451i,-0.0022743-0.00089902i,-0.00086567-0.00085539i,0.0008418-0.0013874i,0.00078753-0.0012343i,-0.00078596-0.00028752i,-0.00065964+3.6764e-05i,-5.3093e-05+0.00025016i,7.8963e-05+0.00075312i,0.00029798+0.0011502i,-0.00033507+0.0010282i,-0.00088471+0.001014i,-0.00040091+0.00099914i,-0.00034832+0.00073935i,-0.00052606+0.0007463i,-0.00034661+0.00050846i,-0.0003911+0.00045552i,-0.00013534+0.00032574i,0.00014587-2.0866e-05i,-0.000323-0.00028003i,-0.00028022-1.2042e-05i
-0.0011736-0.003132i,-0.0018656-0.0015389i,-0.0027861-0.0013067i,-0.0022844-0.0001712i,-0.00062313+0.00027739i,0.00031649-0.00026233i,0.00040348-0.0012978i,-0.00069149-0.0018298i,-0.0017681-0.001023i,-0.0019867+0.00029394i,-0.0012393+0.0013038i,-0.0010873+0.0019074i,-0.0013156+0.0012229i,-0.00022963+0.00073686i,0.00050725+0.00061028i,0.00041432-6.5901e-05i,0.00060925-0.00052662i,0.00085903-0.0011358i,0.00121-0.0012906i,0.00079413-0.00030241i,0.00025078-0.00012364i,0.00062203+0.00024083i,0.0007682+0.00090043i
0.0016901+0.00095306i,0.0012299+0.0013756i,0.00072868+0.00050962i,-0.00055026+0.00082886i,-0.00047645+0.0017088i,6.3467e-05+0.00026855i,-5.4043e-06-0.001249i,-9.3041e-05-0.00069783i,5.6932e-05+0.00086561i,7.4645e-05+0.00096085i,-0.00024137+0.00053564i,0.00019124+0.0002991i,0.00039566+0.00054409i,2.8565e-06+0.00075516i,-4.3684e-05+0.00044075i,0.00043489-0.00030519i,0.0013188-0.00039276i,0.0015607+0.00010985i,0.00056049+0.00076099i,2.9512e-05+0.00051285i,0.00023825+8.0648e-06i,-0.00020313-0.00044834i,-0.00059638-0.00044936i
-0.00053449+0.00051864i,-0.0014217+0.0013295i,-0.0023521+0.0016502i,-0.0020705+0.0022685i,-0.0012682+0.0026048i,-0.00082895+0.0011316i,-0.00097765-0.00043763i,-0.0014563-0.00041163i,-0.0009287+0.0003926i,-0.0006344+0.00063088i,-0.00026043-0.00016504i,8.7091e-05+0.00022762i,-0.00035544+0.00059977i,-0.00012558+9.1319e-05i,6.7183e-06+0.00066961i,-0.00045782+0.00076671i,-0.00029768+0.00073326i,-8.6827e-05+0.0010561i,0.00019612+0.00092116i,3.7543e-05+0.00079419i,-0.00017383+0.00051129i,1.4826e-05+0.00025281i,0.00032974+7.177e-05i
-0.00041492+0.00088784i,-0.00066096-5.2412e-05i,-0.0023164-0.0016304i,-0.0035221-0.0013515i,-0.003507+0.0002113i,-0.0024237+0.0003027i,-0.0011279-0.0012018i,-0.00094208-0.00094456i,-0.00028634+7.139e-05i,0.00010603+0.00069031i,-0.00093903+0.0010258i,-0.0014733+0.00084655i,-0.00071947+0.00016752i,-0.00040299+0.0002248i,-0.00031294+0.00078665i,-0.00019248+0.00083955i,-0.00017565+0.00049382i,0.00027417+0.00021172i,0.00060108+0.00024369i,4.6904e-05+7.5258e-05i,-0.00060022-0.00015313i,-0.00034646-0.00021104i,6.7952e-05-0.00057579i
-0.0019804-0.00025894i,-0.00133-0.0001694i,-0.0011134-0.0011753i,-0.0022899-0.00081774i,-0.0022922-0.00012183i,-0.00076274-0.0014553i,-0.00085372-0.0020243i,-0.0014419-0.00063637i,-0.0010672-6.2585e-05i,-0.00095362+0.00010941i,-0.00063284+0.00056947i,-3.0883e-05+0.00060533i,-0.00010726+0.00016859i,-0.00019016-5.4443e-05i,0.00015992+0.00054385i,-6.6098e-05+0.001551i,-0.00012127+0.0019209i,-0.00035511+0.0016873i,-0.0004946+0.0005467i,-0.00026654-0.0005315i,0.00051019-0.0006267i,0.00085712-0.00036507i,-0.00036195-0.00014845i
-0.00092121-0.0028889i,-0.00073116-0.0021647i,-0.0012227-0.0019492i,-0.0010557-0.0018579i,0.00039604-0.0010323i,0.0011217-0.0008837i,0.00014199-0.0012042i,-0.000787-0.00074871i,-0.00079333+9.1277e-05i,-0.00043766+0.00077346i,-0.0003209+0.0005053i,-0.00076656-2.4781e-05i,-0.00046607+0.00062224i,-0.00017098+0.0011393i,-0.00072906+0.00083368i,-0.00092093+0.0005042i,-0.00046854+0.00095529i,0.00025836+0.00077972i,0.00056103-5.53e-05i,-2.1726e-05+4.7773e-05i,-1.5432e-05+0.00041972i,0.00013492+0.00075587i,-1.575e-05+0.00081205i
-0.0010708-0.00040965i,-0.00058898+0.00074205i,-0.00020694+0.0015399i,-0.0011936+0.0013691i,-0.00016816+0.0014081i,0.0022722+0.001494i,0.0017191+4.7909e-05i,6.8356e-05-0.00058043i,-2.9798e-05+0.00058442i,-0.00025013+0.00089092i,4.785e-05+0.00095576i,0.00035082+0.00074827i,0.00021015-0.000141i,1.655e-05-5.1851e-05i,-0.00052567+0.0006432i,1.118e-05+0.0004643i,0.0006796+2.9219e-05i,0.00010957+0.00017269i,-0.00023256+0.00024637i,-0.00032631-0.00013063i,8.6375e-05+0.00078095i,0.00085029+0.0009982i,0.00061358-0.0001258i
0.00202-0.00065544i,0.0014725+0.00024179i,0.00050987+0.0012667i,-0.00094763+0.0021745i,-0.0012099+0.0023663i,-0.0004674+0.0013023i,-0.00034642+0.00029041i,-0.00040056+4.0351e-05i,0.00040402+0.00031837i,0.0003386+0.00068066i,-0.00069437+0.0016091i,-0.00070866+0.00164i,-0.00059142+0.00095523i,-0.001166+0.00089539i,-0.00055212+0.00042468i,0.00022169-5.8745e-05i,0.00028135-3.7526e-05i,0.00021421+0.00011542i,0.00047575+0.00022305i,0.00046671+0.00029589i,-0.00036854+0.00027484i,-0.00065461-0.00087374i,-0.00047459-0.00076261i
0.0019035+0.0033284i,0.0015085+0.001124i,-0.00072283+0.00014538i,-0.0024933-0.00021258i,-0.0030633-0.00070356i,-0.0025219-0.0013661i,-0.0018867-0.0014372i,-0.0017897-0.00055288i,-0.0011078+0.00057813i,-0.00031286+0.0011762i,5.0123e-05+0.00080288i,9.603e-05+0.00044981i,0.00019247+0.00023557i,1.1389e-06+0.00037458i,-0.00041831+0.00045793i,-4.3176e-05+0.00043277i,0.00043592+0.0009588i,0.00084059+0.0010652i,0.0010209+0.00099104i,0.00046335+0.00055341i,9.1539e-05+0.00039533i,4.8039e-05+0.00054898i,0.00019032+0.00046836i
-0.0005605+0.0010334i,0.00010274+0.0018245i,-0.0010373+0.00046832i,-0.0018363-0.00033623i,-0.0020257-0.00084011i,-0.0015632-0.0021475i,-0.0012394-0.0022282i,-0.0017927-0.00087207i,-0.0010121-0.00028408i,-0.00010075-0.00029143i,-9.6665e-05+0.00068364i,-0.00024374+0.0012302i,-0.00063197+0.0010524i,-0.00037405+0.00099546i,-0.00056514+0.00065632i,-0.0005537+0.00065164i,-6.007e-05+0.0011011i,-0.00018313+0.0010792i,-0.00023535+0.00080542i,-4.829e-05+0.00051429i,0.00013968+0.00030867i,0.00019212-0.00022801i,-0.00026264-0.00091228i
-0.001059+0.001503i,-0.0010115+0.0017967i,-0.0011939+0.0012685i,-0.0018873+9.3057e-05i,-0.00068852-0.0012554i,0.0011861-0.0027672i,0.0012543-0.0030419i,-0.00028801-0.0017424i,-0.00060651-0.00055654i,0.00038031+0.0001048i,0.00055433+0.00065927i,-0.00018042+0.00089373i,-0.00070759-0.0001296i,-0.0010098-0.00087304i,-0.00047646-0.0011644i,-0.00031559-0.0006642i,-0.00072803+0.00036021i,-0.00010693-9.095e-05i,0.00075711-0.00066667i,0.0013188-0.0003321i,0.0014697+5.5662e-05i,0.00066887+0.00036984i,0.00030203+0.00066384i
