-0.0017612-0.002412i,-0.0014418-0.0015366i,-0.0011752-0.00099867i,-0.0016564-0.0010719i,-0.0017369+0.00036823i,-0.00079077+0.0016035i,-0.00064821+0.0012607i,-0.00059033+0.0012971i,0.00017583+0.0016233i,0.00055476+0.0010813i,0.00043913-0.00069878i,-0.00019303-0.00096123i,-0.0012603-0.00019404i,-0.001026-0.0001496i,-0.00036331+0.00033141i,0.00055582+0.00099398i,0.00090929+0.00097842i,-9.2989e-05+0.00076363i,-0.00049271+0.0010638i,-0.00063034+0.0010002i,-0.00077395+0.0006882i,-0.00069218-0.00010798i,-0.00039193-0.00088121i
-0.00097561+0.0022254i,-6.432e-05+0.0010185i,0.0010196+0.00010894i,0.0014245-0.0013217i,0.0012468-0.0015391i,0.0011533-0.0013676i,0.00086011-0.0019291i,0.00050013-0.0013748i,0.00051684-0.00029812i,0.00015387+5.0064e-05i,-0.00016005+8.7269e-07i,-0.0011761+0.00075324i,-0.0016613+0.0015453i,-0.00077529+0.00077401i,0.00017649-0.00061956i,0.00064177-0.00059506i,0.00016616+0.0003292i,-0.000136+0.00076827i,-0.00014714-3.797e-05i,-0.00055877-0.0013247i,-9.5708e-05-0.0013811i,0.00081148-0.00045516i,0.00063528+0.00022419i
-0.0022027-0.0015223i,-0.0015116-0.00049964i,-0.0013904-0.00016914i,-0.0019581-0.00095452i,-0.0016247-0.00062887i,-0.00011695+0.00018779i,0.00035053+0.00018564i,4.6231e-05-7.6124e-05i,-1.9674e-05+0.00032176i,-0.00022074-0.00017037i,-0.00091515-0.00032912i,-0.0011098+0.00016837i,-0.00054957-0.00061295i,0.0001067-0.00091109i,0.0001871-0.00074668i,-0.00031284-0.00066015i,-0.00022069-0.00028276i,-0.00038311-0.00011033i,-0.00090783+0.00025029i,-0.00062524+0.00065176i,-0.00032232+0.00023526i,-0.00014944-0.00013502i,8.0683e-05-6.955e-05i
0.00083449+0.0002637i,-0.00032102+0.00036941i,-0.0010586+0.00046432i,-0.00081434-0.00032884i,0.00018809-0.0006611i,0.0011755-0.00044789i,0.0011792-0.00084853i,0.00042823-0.00035759i,-0.00097469+0.00056946i,-0.0015393+0.00044366i,-0.00073484-0.00017009i,-0.00050374+0.00011117i,-0.00097218-8.8813e-05i,-0.00043976-2.9366e-05i,-0.0001585+0.00071534i,-0.00031248+0.0011941i,-0.00059856+0.0010588i,-0.00056971+0.00046844i,0.000156+0.00015223i,-0.00010302+0.00014188i,-0.00078242-0.00025324i,-0.00055636-0.00074504i,-0.00044938-0.0005547i
-0.0022966+0.002597i,-0.0014715+0.0010844i,-0.00022205-0.00056926i,-0.0002831-0.00064853i,-0.00020162+8.2257e-06i,0.0010426-0.00013838i,0.00092437-0.00072824i,0.00011067-0.00063414i,5.8913e-05+0.00047929i,-0.00010838+0.0013989i,-0.00030461+0.0016767i,-0.00059523+0.00040244i,-0.00052057-0.00072958i,1.4978e-05-0.0009085i,0.00031424-0.00063771i,-0.00012988-0.00018389i,-0.00048862+0.00022987i,-0.00015145+0.00071861i,0.00018069+0.0018935i,-7.0841e-05+0.0020558i,-0.00021855+0.00082447i,0.00020357+9.9964e-05i,0.00020033+6.1417e-05i
-0.0015071-0.0012345i,-0.00086816-0.0026796i,-0.00058937-0.0034423i,-0.00074992-0.0029397i,-0.00086953-0.0018208i,-0.00043274-0.00067362i,-5.7223e-05-0.00037457i,1.9636e-05-0.00066024i,1.6239e-05-0.00046012i,-0.00084493+0.0003188i,-0.0010251+0.00046847i,-0.00034731+1.277e-05i,6.3755e-05+0.00025871i,-0.00012453+0.0010901i,-0.00040655+0.00069675i,-0.00080543+1.6487e-05i,-0.00015455-0.00049886i,0.0002447-0.00074143i,-0.00028638-0.00021858i,-0.0006811-9.2733e-06i,-0.00075937-0.00035758i,-8.7184e-06-0.0003601i,0.00014369-8.815e-05i
-0.00098253+0.00045355i,-0.00090336+0.0016577i,-0.00023243+0.00097892i,-3.5171e-05-0.00012409i,-0.00021224-0.00038587i,0.00084228-0.00081043i,0.00086684-0.001238i,2.1806e-05-0.00085431i,-0.00047676+1.3629e-05i,-0.0008858+0.00044879i,-0.00071452+0.00052038i,-0.00046421+0.00030725i,-0.00052577-2.7937e-05i,-0.00053281-0.00026778i,-0.00011248-0.00026429i,-0.00021987-3.3064e-05i,-0.0004794+0.00028225i,-0.00033296+0.00039312i,-0.00023738+0.00040319i,-0.00061128+0.0010491i,-0.00030356+0.0015591i,7.7426e-05+0.0014673i,-0.00032324+0.00092835i
0.00060316+5.8191e-05i,0.0008454-0.00031571i,0.0008839-0.0013774i,-1.6041e-05-0.0011812i,-0.00035389-0.0004061i,0.00070304-0.00015622i,0.0014095-0.00021136i,0.00071739-0.00045642i,-0.0002769-0.00026619i,-0.00055908-5.8369e-05i,-0.00058575-0.00010457i,-0.001055+8.8566e-05i,-0.00050742+0.00061944i,0.00043491+0.0010014i,0.00053852+0.00041777i,0.00021434-3.687e-05i,-0.00013319+0.0005937i,0.00019391+0.0010713i,0.00038307+0.00068047i,-1.2353e-05+0.0010212i,-0.00023573+0.0016818i,-0.00015082+0.001184i,2.5141e-05-3.2996e-05i
-0.0025694-0.00083056i,-0.0022709+0.00010075i,-0.0013583+1.2818e-05i,-0.00087555-0.0012295i,-0.001309-0.00065002i,-0.00017647+0.00014381i,0.0017976-0.00049972i,0.0006085-0.00079283i,-0.0012674-0.00040717i,-0.0011406+0.00030534i,-1.7631e-05+0.00084233i,0.00017052+0.00072236i,-0.00038096-0.00014943i,-0.00049844-0.00058721i,-0.00088567-0.00030916i,-0.0010882+0.00021545i,-0.00073115+1.6551e-05i,-0.00070442-0.00027879i,-0.00076419+0.00073282i,-0.0010471+0.00093881i,-0.00091079+0.00057882i,-0.00048346+0.0010297i,-0.00010132+0.00063421i
-0.0021381-0.00053433i,-0.001853-8.5036e-05i,-0.0024074-0.0009219i,-0.0014096-0.0015358i,-0.00044197-0.00044503i,0.00041641+0.00017216i,0.00022464-0.00067352i,-0.00047488-0.0011537i,-0.00083601-5.1301e-05i,-0.0011429+0.00030927i,-0.00034276+0.00015822i,0.00034906+0.00051307i,-0.00019155+0.00042548i,-0.00067323+0.00046418i,-0.00069421+0.00051204i,-0.00067909+0.00023999i,-0.00026054-6.2165e-05i,0.00010014-8.5667e-05i,0.00012243-0.00078046i,0.00040558-0.00092461i,-0.00014591-0.00049198i,-0.00027947-0.00049661i,0.00013093+8.1075e-05i
-0.0014278+0.00060452i,-0.00031001+0.00059875i,-0.00025975-0.00032193i,0.00010021-0.00018735i,0.00020861+9.5461e-05i,0.00045636-0.00096366i,0.0007709-0.0016953i,-7.0449e-05-0.00053266i,-0.0010784+0.00047009i,-0.0010576+0.00011078i,-0.00053286+0.00030675i,-0.00058599+0.00051413i,-0.00051346-0.00014238i,-0.00057101-0.00050789i,-0.00109-0.0006551i,-0.00072975-0.00049657i,0.00019215+0.00060275i,0.00024797+0.00054111i,0.00048117-0.00010129i,0.00011016-4.7279e-06i,-0.0005782-8.452e-05i,-0.00023793+0.00020047i,0.00014673+0.00050617i
-0.002278-0.0021665i,-0.001949-0.00040925i,-0.0009047-0.00067422i,-0.00084576-0.00061594i,9.3055e-05+0.00046528i,0.0012078+0.00066048i,0.0016504-0.00017441i,0.00088229-0.00067107i,-0.00038401-0.0012111i,-0.00062621-0.0017099i,-0.00041302-0.0015179i,-0.00040212-0.0010781i,9.2769e-05-0.00023618i,0.00039574+0.00034291i,-1.8049e-05+0.00067513i,3.6808e-05+4.0905e-05i,0.00052825-0.000138i,6.0971e-05+0.0011106i,-0.00013924+0.0012608i,0.00019263+0.00049214i,-0.00036732-6.6492e-05i,-0.00062714+0.00012413i,-1.7012e-05+0.00066956i
0.0019575+3.801e-05i,-4.2204e-05-0.00033544i,-0.0011332-0.00058563i,-0.0018998-0.0016522i,-0.001665-0.0012479i,0.00040064-0.00092643i,0.0013537-0.0014309i,0.00056577-0.0007689i,-0.00012128+0.00020139i,-0.0002369+0.0006772i,-0.00021208+0.0001841i,-0.00052107-0.00016106i,0.00022521+3.3292e-06i,0.0014606+0.00011799i,0.00094087+0.00049569i,-0.00040537+0.00067912i,-0.00070003+0.00013571i,-0.00016947-0.00056966i,7.9854e-06-0.00032466i,-0.00047848+1.7054e-05i,-0.00053906+0.00024002i,-0.00057149+0.00043494i,-0.0005005+5.1165e-05i
-0.00011348+0.0001338i,-0.00078113-0.0014511i,-0.0010378-0.0025931i,-0.00080244-0.0025122i,-0.00063449-0.0018931i,0.00028035-0.00081301i,0.00096742-0.00086219i,4.183e-05-0.0010068i,-0.00096546-0.00073884i,-0.0011-0.00050321i,-0.0005502-0.00029097i,-0.00053037-0.0001946i,-0.00084564-1.829e-05i,-0.00017944+0.00037012i,-6.6347e-05+0.00094804i,-0.00043995+0.00061266i,-0.00018971+0.00054357i,-0.00025314+0.00099541i,-0.00046564+0.00052132i,-0.00041457+0.00029112i,-0.00017885+0.00074091i,0.0003284+0.00034936i,0.00011137-0.00039678i
-0.002846+3.2825e-05i,-0.0019009+0.00016839i,-0.00070842-0.00036474i,0.000156-0.00030988i,0.00084966+0.00038097i,0.00078984+0.00063939i,0.00097781-0.00031264i,0.00089706-0.00083628i,-0.00057674-0.0004864i,-0.0010611-0.00061018i,-0.00056986-0.00035376i,-0.00055817+0.0005832i,-0.00046935+0.00023181i,-9.3182e-05+5.8095e-05i,-0.00014918+0.00025758i,-0.00015477+0.00013687i,4.1684e-05+0.00027858i,-0.00031034+0.0003981i,-0.00056315+0.00023993i,-0.00061701-8.3697e-05i,-0.0010867+0.00029495i,-0.00066188+0.001274i,0.00017337+0.00075491i
-0.00015615+0.00032252i,-0.00068444+0.0019236i,-0.0010621+0.0017166i,-0.00062919+0.00071167i,-0.00038125+0.00060502i,0.0003307+0.00066991i,0.00063668-0.00073026i,-0.0001807-0.00076274i,-0.0010546+0.00040578i,-0.0010142+0.00028651i,-0.00027424-0.00049898i,-3.8057e-05-0.00048256i,-0.00049984-0.00034641i,-0.00038322-0.00043868i,-0.00019804-0.0002278i,-0.00092757+0.00015975i,-0.00046816+1.3388e-05i,-0.00011542-0.00046901i,-0.00082662-3.6851e-05i,-0.00081531-5.5191e-05i,-0.00013548-0.00066549i,-2.5173e-05-0.00018485i,0.00019791+0.0011222i
0.0015943-0.00013023i,0.00026781-0.00039367i,-0.00057024-0.0010848i,-0.0015368-0.0014435i,-0.0020504-0.00088993i,-0.00087426-0.00024554i,0.00087945-0.00074266i,0.00035866-0.0005998i,-0.00078577+0.00043481i,-0.0011778+0.00020946i,-0.00096966+0.0001059i,-0.00077455+0.00020564i,-0.00024521+0.00016948i,0.00068038+0.00068113i,0.00099559+0.00044366i,-0.000214+0.00050917i,-0.0014974+0.0010836i,-0.0010189+0.0007626i,-0.00021571+0.00013009i,4.7743e-05+0.00047932i,0.0002279+0.00021615i,-0.00014246-0.00072283i,-0.00023733-0.0004445i
-0.0023054+0.0023486i,-0.00065775+0.0022295i,-0.00017738+0.002156i,-0.00062363+0.00078695i,0.00027698+0.00067101i,0.0016533+0.00022251i,0.0016489-0.00044562i,0.00022058+0.00015498i,-0.00092322+0.00078843i,-0.00086258+0.001173i,-0.00082188+0.0013277i,-0.0014395+0.00078602i,-0.0018611+0.00024637i,-0.0015632+7.5113e-05i,-0.00076022+0.00021113i,-0.00034854+0.00050343i,-0.00023189+0.00087545i,-0.00022759+0.00056929i,0.00028677-0.00013228i,0.00056413-0.00027147i,0.00015314+0.00017339i,-0.00023045+0.0001212i,6.0709e-05-0.00042736i
-0.0043493-0.00051373i,-0.0037039-0.0002012i,-0.0028299+0.00078215i,-0.0017574+0.00055473i,-0.00095051+0.00064969i,0.00013596+0.00043i,0.00062267-0.00068255i,3.41e-05-0.001452i,-0.00089522+1.7057e-05i,-0.0010941+0.0010149i,-0.0006376+0.00023104i,0.00014691-1.0161e-05i,8.4961e-05+0.00030806i,-1.8138e-05+0.00028851i,-0.00059308+3.0079e-05i,-0.0006718+8.367e-05i,0.00020854+0.00063222i,0.0002489+0.00091374i,-0.00016201+0.00077522i,-1.1025e-05+0.00055651i,-0.00028557-0.00015095i,-0.00045896-0.00092092i,0.00021806-0.00058026i
-0.00026596+0.00053364i,-0.00019097+0.0011487i,0.00017212-0.0010834i,0.00030388-0.002236i,3.5488e-05-0.0019381i,0.00055562-0.0014625i,0.00069715-0.0010803i,-0.00039889-0.00095694i,-0.001056-0.00034649i,-0.0010144+0.00026972i,-0.0010276+0.00020945i,-0.00067291+0.00034749i,0.00010365+0.00029349i,-0.00058172-0.00037461i,-0.00077476-0.00048585i,-0.00018279-0.00052051i,-4.2099e-05-0.0004691i,0.00017619-0.00023554i,0.0005595+3.8021e-06i,0.0010509+6.257e-05i,0.0010148-0.00014042i,0.00034623-4.4933e-05i,-6.0155e-05-0.00041332i
0.00031776-0.0022245i,0.00047185-0.0018415i,-0.00054064-0.0013219i,-0.0015495-0.00087614i,-0.0007474-7.6398e-05i,0.00037397+0.00066231i,0.00050765+0.00032047i,-0.00039347-0.00011749i,-0.0016527+6.49e-05i,-0.001903+0.00012304i,-0.0013079+0.00051715i,-0.00072046+0.00094933i,0.00016541+0.00086007i,0.0010324+0.0010612i,0.00097026+0.001212i,2.01e-05+0.0010695i,-0.00056179+0.000997i,-0.00072961+0.0010946i,-0.00019836+0.00027023i,0.00033292-3.1168e-05i,0.00026131+0.00046362i,0.00033634+0.00060212i,0.00017228-0.00040398i
0.0010576+0.00063006i,0.0010057+0.00033746i,0.00027287+0.00052815i,-0.00068704-0.0013643i,-0.00065665-0.0014977i,0.00090339-0.0001387i,0.0018927-0.00040247i,0.0015748-0.00077199i,0.00068362+0.00012008i,2.1819e-05+0.00033605i,-9.2351e-05+0.00022626i,-0.00051383-3.9486e-05i,-0.00066758-0.00050139i,-0.00031901-0.00011739i,-0.00036187+8.5435e-05i,-0.00055593+0.00015923i,-0.00029359+5.811e-05i,-0.00011399-0.00014051i,0.00035884+0.00027208i,0.0001819+0.00030747i,-0.00034935-0.000168i,-0.00023853-0.00078445i,0.00043375-0.00095717i
-0.0016835-0.00025358i,-0.00067964-2.3093e-05i,-0.00051735-6.9424e-05i,-0.00057032-0.0007499i,-0.00021406-0.00070905i,0.00066564-0.00057378i,0.0011628-0.0018506i,0.00042408-0.0018351i,-0.00058341-0.00080009i,-0.0006832-0.00037117i,9.2737e-05-0.0002478i,0.00031369+0.00060987i,-4.4335e-05+0.0010983i,-0.0002654+0.0011271i,-0.00025376+0.00078682i,-0.00012283+0.0002212i,-0.00029902+0.00070816i,-0.0002595+0.0010473i,-4.9695e-05+0.0004865i,-0.00013316-0.00045173i,-0.00060185-0.00059578i,-0.0005798-0.00021036i,1.0794e-05-0.00023911i
-0.0021952+0.00010814i,-0.00059577-0.00028686i,0.00035276-0.00045908i,-0.00017965-0.00032488i,-0.00047416-0.0011083i,0.00034395-0.0022921i,0.00095478-0.0027232i,8.6741e-05-0.0015896i,-0.0011147+0.00010732i,-0.0011529+0.00018712i,-0.00023418+0.00020546i,8.935e-05+0.00071295i,-0.00045023+0.00088009i,-0.00048405+0.001387i,4.4797e-05+0.00077156i,0.00015499-6.9311e-05i,-0.00027933+0.00035846i,-0.00075688+0.00077206i,-0.0013083+0.0010772i,-0.0005631+0.0006125i,0.00072043+0.00053295i,0.00085515+0.00033488i,0.00061851+0.0004047i
0.001066-0.0048736i,0.00044066-0.0037761i,-0.0008643-0.0029946i,-0.0015354-0.0026592i,-0.0012941-0.0013838i,-0.0006948-0.0004169i,0.00030109+5.1635e-05i,-0.000308+5.7966e-05i,-0.0010217+0.0002933i,-0.00097769+0.00036673i,-0.00069977+0.00038453i,7.3135e-05+0.00055352i,0.00017464-0.00020939i,5.9296e-05-0.00044364i,0.0003956-0.00019445i,0.00053782+7.9422e-05i,0.00049849+0.00084005i,0.0002431+0.001569i,0.00035722+0.0012876i,0.00061481+0.00061629i,0.00052793-3.3562e-05i,0.00020888+3.147e-05i,-0.00047616-8.6834e-05i
0.0013039+0.0021394i,0.00055954+0.0017721i,-0.0005602-0.00027444i,-0.0017075-0.00087304i,-0.0013022-0.00021525i,0.00032782+0.00045068i,0.00038436-2.6588e-05i,-0.00081047-0.00041845i,-0.0014847+0.00035425i,-0.0017688+0.00050207i,-0.0015473+0.0008753i,-0.00093316+0.0012623i,0.00015157+0.00074315i,0.00048024+0.00026994i,-0.00034648-0.00019933i,-0.00076299-6.4556e-05i,-0.0012257+0.00051748i,-0.0012465+0.00030819i,-0.00042549+0.00068353i,0.00029861+0.00097861i,-6.4721e-05+0.00064752i,-0.00056362+0.00047177i,-0.00010734+0.00039592i
-0.0036254-0.0011492i,-0.003122-0.00011112i,-0.0018148+0.00033952i,-0.0017801+0.0010739i,-0.001376+0.0010997i,0.00064198+0.00086299i,0.00097619-9.8453e-05i,-0.00062442-0.0011637i,-0.0015853-0.00074907i,-0.0011984+0.00023671i,-0.00071118+0.00016154i,-0.00053146-0.00026082i,-0.00015015-0.00010638i,-0.00025498+0.0002235i,0.00020096+0.00039392i,0.00056493-0.0003032i,-0.00033339-0.0008367i,-0.00091752-0.00067858i,-0.0002747-0.00022809i,-0.00013193-0.00014032i,-0.00017407+0.00020125i,-0.00012588+0.0008699i,-0.00046335+0.00051873i
0.00039807-0.0015244i,-0.00049132-0.00026043i,-0.0016281-0.00083139i,-0.0011931-0.0015697i,-0.00029726-0.00084639i,0.00069198-0.00042398i,0.0010317-0.00081516i,0.0001533-0.00043397i,-0.0011861+3.6282e-05i,-0.0018492+0.00012059i,-0.0010003-9.953e-05i,-8.557e-05-0.00035335i,-0.00084125+0.00016115i,-0.0009026+0.00059129i,0.00034509-0.00025373i,0.00081552-0.00030741i,0.00027115+0.00022729i,-0.00033817+0.00066651i,-0.00081153+0.00088878i,-0.00052543+0.00025529i,-0.00019228-0.00038271i,-0.00059866+0.00026688i,-0.00071731+0.00071768i
-0.00058964+0.00010413i,-0.0010729+0.00035567i,-0.001397-0.00072776i,-0.0018936-0.00097605i,-0.0018933+3.521e-05i,-0.00042741+0.00072027i,0.00082779-0.00041844i,0.00021388-0.00090706i,-0.00052566-0.00015283i,-0.00054713+0.00013888i,-0.0010046-0.00037725i,-0.00069501-0.0010207i,0.00059494-0.00037993i,0.00039353+2.5213e-05i,0.00017499+0.00020887i,0.00023379+0.00030173i,6.8183e-05+0.00043161i,-0.00027491+0.00079766i,-0.00056678+0.00028906i,-0.00014611-0.00014125i,0.00033578-0.00023006i,0.00012211-0.0007783i,0.00029222-0.00069996i
0.00092711+0.0014604i,0.0003679+0.0016251i,-4.1747e-05+0.0012742i,0.00054649-0.00019471i,0.00039006-0.00049469i,0.00034883+4.9519e-05i,0.00065099-0.00050192i,-2.1914e-05-0.0010093i,-0.00068453-0.00023417i,-0.00024827+0.00044336i,0.0005617+0.00052641i,0.00084757+9.3036e-05i,-5.2965e-05-0.00023472i,-0.00058837-0.00013163i,-0.00069968+0.00019117i,-0.00027384-0.00014489i,-0.00012745-0.00064836i,-0.00097582-0.00011409i,-0.00061594+0.00072761i,0.00033988+0.0010163i,0.00012755+0.00044007i,-0.00042316-0.00073864i,-0.00085529-0.00072767i
-0.00018417+0.00019478i,-0.00018999-0.0011433i,-0.00023358-0.0020674i,-0.00093768-0.0025132i,-0.0012661-0.0018802i,-0.00046056-0.00071576i,0.00071614-0.00037704i,-7.0016e-05-0.00071438i,-0.00083965-0.00058586i,-0.00098421-1.1834e-05i,-0.0013654-9.9153e-05i,-0.001096-9.7976e-05i,0.00026293+0.00026576i,0.00070036-0.00011601i,-4.0514e-05-4.0714e-05i,-0.00061209+0.00064812i,-0.00043448+0.0012302i,-0.00029746+0.00075694i,0.00010049+0.00025668i,0.00058176-0.00014156i,0.0013104-0.00040323i,0.0013948+0.00014546i,5.7853e-05+0.00015668i
-0.0023632-0.0012958i,-0.00085593+0.00026155i,-0.0012375+0.00028354i,-0.001948-0.00017951i,-0.0013747+0.00054499i,0.00035434+0.00024073i,0.0010459-0.00056732i,-0.00032648-0.00080086i,-0.0011954-0.00062264i,-0.0012652+0.0001895i,-0.0012743+0.00043447i,-0.00042052+0.00067555i,-0.00014976+0.0010783i,-0.0011762+0.00088794i,-0.0014361+0.00050476i,-0.0011612+3.5858e-05i,-0.00095163-0.00030768i,-0.00065685+0.00029526i,-0.00044512+0.00072131i,0.00040997+0.0013605i,0.0007993+0.0012115i,0.0008295+0.00059459i,0.00042534+6.2267e-05i
-0.0017614+0.0024779i,-0.00048787+0.0015334i,0.00027591+0.00020057i,0.00022717-0.0011871i,0.00081726-0.0015238i,0.0016472-0.0011166i,0.0014175-0.0013867i,0.00048331-0.0017756i,7.8502e-05-0.00056488i,-0.00024917+2.8189e-05i,-0.00080173-0.00028963i,-0.0011784-0.00065198i,-0.00067526-0.00064532i,-0.00043996-0.00017733i,-0.00065253-0.0002206i,-0.00096238+0.0001523i,-0.0009425+0.0005265i,-0.00023168+0.00064074i,-0.00041973+0.00040288i,-0.00040829+0.00038335i,-0.00022851+0.00033695i,-0.00065717-0.00066586i,-0.00034115-0.0013065i
-1.1678e-05-0.0020318i,-0.00080742-0.0015287i,-0.00025904-0.00093145i,-0.00049248-0.001509i,-0.00080932-0.0011785i,0.00040438-0.00059325i,0.0010316-0.00076268i,0.00046632-0.00068862i,-0.00045481-0.00036561i,-0.001037-0.00047323i,-0.00087672-0.00067228i,-0.00014041-0.00028071i,-0.00035616-0.00028259i,-0.00087848-0.00045354i,-0.0012151-0.00015373i,-0.0010255+0.00019235i,-0.00073394+0.00018601i,-0.00081768-6.8161e-07i,-0.00030877+0.00034292i,-0.00018135+0.00040684i,-0.00020699-0.0002489i,-0.00018661-0.00036572i,0.00042128-0.00021245i
-0.00094319+0.00028754i,-0.00095241+0.00075566i,-0.001892-0.0006064i,-0.0024275-0.0013672i,-0.0014577-0.00071119i,0.00013278-0.00027303i,0.00055043-0.0005786i,-0.00039228-0.0011148i,-0.00028875-8.0483e-05i,-0.00021598+0.00053861i,-0.00045452-0.00010241i,-0.00032414-0.00074444i,-0.00035288-0.00025401i,-0.00048517-6.0611e-05i,-3.7163e-05+0.00018089i,-0.00014626+0.00088919i,-0.00030054+0.0009507i,-0.00059941+0.00083795i,-0.0013948+0.00075015i,-0.00086319+0.00085452i,0.00043418+0.00095225i,0.00099342+0.00037833i,0.00038007+0.00023698i
-0.00093021-0.00043207i,0.000423+0.0010822i,0.00062853+0.0011329i,0.00042303-4.9963e-05i,7.1451e-05-0.0008648i,0.00073868-0.00075308i,0.0011041-0.00069805i,0.00015239-0.00074726i,-0.00043385-0.00030708i,-0.00028778+8.5691e-05i,-0.00084261+0.00057782i,-0.0015878+0.00069736i,-0.00096317+0.00058597i,-7.9041e-05+0.00071447i,0.00034198+0.00097954i,7.8992e-05+0.0010018i,-0.0004708+0.00024235i,-0.00040327+0.00015105i,-0.00014998+0.00071891i,-0.00013416+0.00051979i,3.2899e-05+0.00047672i,4.2829e-05+0.00014132i,0.00042439-0.00011589i
8.2808e-05+0.00030957i,-0.0011123+0.00028802i,-0.0013521-0.00074168i,-0.0010244-0.0021198i,-0.00086555-0.0022992i,0.0001106-0.0016659i,-2.2538e-05-0.0013575i,-0.00080961-0.0011214i,-0.00076135-0.00038349i,0.00016033+0.0003912i,0.0005981+0.0010218i,0.00015493+0.0011698i,-9.0905e-05+0.00053244i,0.00024727+0.000174i,0.00011901+0.00041311i,-0.00054851+0.0012508i,-0.00069399+0.0010755i,-6.1732e-05+0.00077718i,0.00019047+0.0011767i,-0.00029364+0.00080764i,-0.00046201+1.3871e-05i,0.00043592+0.00017653i,0.00049748+0.00059479i
-0.00046791-0.0033224i,-0.00031011-0.0033954i,-2.0355e-05-0.0033955i,-0.0014803-0.003407i,-0.0026982-0.0022139i,-0.0014101-0.00053312i,7.3614e-05-7.1674e-05i,-0.00059064+0.00055627i,-0.0013138+0.0005554i,-0.0010146-0.00062693i,-0.0009416-0.00071224i,-0.00053964+0.00080113i,0.00056098+0.0011945i,0.00061581+0.00029654i,0.00017274-0.0006578i,0.00045311-0.00029976i,0.0005621+0.00043035i,0.00011767+0.00042392i,-1.3159e-05+0.00011235i,0.0002971-0.00019641i,0.00010775-0.00021785i,6.3673e-05-0.00051172i,9.275e-05-0.000892i
-0.0010104-0.0037313i,-0.0017698-0.0020135i,-0.0016479-0.00032721i,-0.0020107+0.00051139i,-0.0023208+0.00054575i,-0.0010489+3.9951e-05i,9.4178e-05-0.0011678i,7.4377e-05-0.0021928i,0.00014434-0.0015834i,0.0002268-0.00022115i,-7.577e-05+0.00072583i,-0.00046106+0.0011517i,-0.00053571+0.00049101i,-0.00024119-0.00023111i,-0.00028146-0.00033895i,-0.00078081+5.5877e-05i,-0.0007428-0.00021521i,-0.00058316-0.00066703i,-0.00037876-1.9374e-05i,-0.00050977+0.00088977i,-0.00016547+0.0009921i,0.00012759+0.00069748i,3.0972e-05+0.00034089i
-0.000468+0.0042621i,-0.00021356+0.00258i,0.0004091+0.0010554i,-5.1158e-05-0.0007354i,0.00038876-0.0010138i,0.00093897-0.0010189i,0.00047911-0.0019796i,-2.181e-05-0.0012322i,-0.00056564-0.00012122i,-0.00082381+7.1594e-06i,-0.0014591-0.0001863i,-0.0019834-0.00011279i,-0.0021949+0.00040498i,-0.0019053+0.00039126i,-0.0012643+0.00037202i,-0.0013365+0.001052i,-0.00088647+0.001231i,-0.00054247+0.0012194i,-0.00055217+0.0012037i,-0.00088054+0.0009237i,-0.00072289-0.00015147i,0.00016324-0.0013053i,0.0010976-0.00046339i
-0.0015487+0.0025234i,-0.0010332+0.0019108i,0.00070467+0.00090705i,-0.000131-0.00067114i,-0.0016605-0.0014888i,-0.00066052-0.0013105i,0.00022968-0.00066628i,0.00014016-0.00028274i,0.000198+0.00071218i,-0.00028106+0.00090734i,-0.0007188+0.00069025i,-0.0014599+0.00016623i,-0.00091636-0.00054451i,-0.0007946-0.00022503i,-0.0011936+0.00045641i,-0.00018802+0.00048302i,-0.0002098+0.0001754i,-0.0011508+0.00039682i,-0.0011911+0.00064783i,-0.0006019+0.00065571i,-0.00036886+0.00063472i,4.9964e-05+0.00033842i,0.00037152+0.00034821i
-0.0032867-0.0051121i,-0.0032406-0.0019185i,-0.0025577-0.0014492i,-0.0018727-0.0024842i,-0.001566-0.0011873i,-0.00011653-5.9193e-05i,0.00037371-0.0003531i,-0.00033824-0.00085781i,-0.00023974-0.00050124i,0.00026492-0.00010371i,-0.00058643-0.00025738i,-0.00086388-0.00023628i,-0.0004936-0.00018057i,-0.00018609-0.00030555i,0.00072417-0.0001114i,0.00099017+2.5822e-05i,0.00016328-4.5598e-05i,-0.0009565+0.00025521i,-0.00013766+0.00047473i,0.00049831+0.00033415i,1.728e-05+0.0003371i,-0.00057724-0.00022469i,-0.00080765-0.00066621i
0.0017507-0.0016692i,-0.00033919-0.0016229i,-0.0016293-0.0012576i,-0.0012515-0.0013186i,-0.0011587-0.0012466i,-0.00032734-0.00044888i,0.0012708-0.0010362i,0.00093847-0.0012598i,-0.00050547+0.00021327i,-0.0010024+0.0010543i,-0.0008129+0.00089078i,-0.00075994+0.00074115i,-0.00067719+0.00052151i,-0.00061835+6.5872e-05i,-0.00034302-0.0002213i,-0.00020125+5.5977e-05i,-0.0004064+0.00044822i,-0.00081055+0.00021217i,-0.0013929-0.00014414i,-0.001107-7.9901e-05i,-0.0012554-0.00016559i,-0.0010185-0.00019898i,0.00018884+0.00017053i
