-0.0042618+0.0016527i,-0.0028739+0.0014281i,-0.0028945+0.0019259i,-0.0020709+0.0018288i,-0.0010035+0.0019159i,-0.00087694+0.00070019i,-0.0009198+0.0006271i,-0.00086239+0.00068767i,-0.00082483-5.8455e-05i,0.00027996-0.00045149i,0.00087094-0.00048399i,0.00034753-0.0011962i,0.0003604-0.0017438i,0.00017188-0.0022958i,0.00037249-0.0024976i,0.00072136-0.0016528i,0.00022239-9.9544e-05i,-0.00080892+0.00076821i,-0.0010736+0.00014296i,-0.00070375-0.00010685i,-0.00018727+0.00081405i,-2.3696e-05+0.00057396i,-0.00013768-0.0002481i
-0.00010822+0.0060712i,-0.0057813+0.0114i,-0.02009+0.014044i,-0.035858+0.0060546i,-0.03849-0.0057841i,-0.032521-0.0087537i,-0.028843-0.009539i,-0.024123-0.0095929i,-0.016037-0.0048981i,-0.0049658-0.0010702i,0.0025951-0.0029349i,0.0029216-0.0066992i,0.00072969-0.0065551i,-0.0013802-0.0043551i,-0.0028006-0.0014234i,-0.0042246+0.0011197i,-0.0056053+0.0018734i,-0.0047268+0.00032101i,-0.0016334-0.0027807i,0.001174-0.0043773i,0.0022364-0.0039095i,0.00092714-0.0037371i,-0.0012565-0.0038781i
-0.00064075-1.6101e-05i,0.0055733-0.006784i,0.025566-0.021059i,0.051755-0.034561i,0.057983-0.035906i,0.036533-0.027792i,0.014974-0.015379i,0.0089064-0.0046499i,0.0082598+0.00083204i,0.0065808+0.0021061i,0.0066256+0.0013258i,0.0071891+0.0018783i,0.0050398+0.0022092i,0.00095741-0.00033576i,-0.0010397-0.0030735i,-0.00060089-0.0034765i,3.1545e-05-0.0032006i,-0.0016495-0.0034481i,-0.0047861-0.0051844i,-0.0043222-0.0080212i,-0.00018813-0.0088449i,0.0030662-0.0062641i,0.0047109-0.0028904i
-0.00034076+0.0024047i,-0.0040294+0.0044618i,-0.016996+0.0088333i,-0.035657+0.0092917i,-0.041418+0.0022697i,-0.026988-0.0053526i,-0.012532-0.010525i,-0.01142-0.011196i,-0.014424-0.0063121i,-0.010475+0.0002242i,-0.002213+0.0028819i,0.0022928+0.0011688i,0.002758-0.0013702i,0.0026765-0.0013788i,0.002483+9.4713e-05i,0.0027776+0.0015937i,0.0026045+0.0024935i,0.00061593+0.0035551i,-0.0024172+0.0063248i,-0.005575+0.0068206i,-0.0065868+0.0033084i,-0.0054407+8.3199e-05i,-0.0040434-0.0011605i
-0.0036072-0.00015698i,-0.0042546-0.0023044i,-0.0010733-0.0096797i,0.0083385-0.016531i,0.017143-0.015365i,0.020239-0.01163i,0.019134-0.012106i,0.014438-0.014233i,0.0061792-0.012917i,-0.0014239-0.0064586i,-0.0024225+0.0012654i,0.00019266+0.005782i,0.0030277+0.0061328i,0.0051312+0.0038832i,0.0062087+0.00053778i,0.0059759-0.0020453i,0.0052862-0.0039232i,0.0039822-0.0031559i,0.0028155+0.00065999i,0.0022002+0.0041447i,0.0014105+0.0040007i,0.0018132+0.0024101i,0.0035698+0.0015317i
-0.00056934+0.00010151i,-0.0021202+0.0084157i,-0.0080304+0.029364i,-0.017716+0.052187i,-0.020099+0.053941i,-0.0091891+0.035902i,0.0014819+0.016494i,0.0011648+0.0047495i,-0.0048609-0.00059175i,-0.0082727-0.001471i,-0.0069246+1.3704e-06i,-0.0054591+0.00037611i,-0.0043369-0.00010831i,-0.0016936+0.00029132i,-0.00029415+0.0014683i,-0.00078686+0.0020638i,-0.00099157+0.0019435i,0.00021245-2.8235e-05i,0.0021645-0.0010361i,0.002655+0.0011698i,0.00074219+0.0044982i,-0.0014317+0.005582i,-0.0014311+0.0043982i
-0.0013468+0.001183i,-0.0031316+0.0022744i,-0.0012047-0.00084196i,0.0077667-0.0071856i,0.016778-0.0064998i,0.017203+0.0028144i,0.014955+0.0065991i,0.01535+0.00033696i,0.013595-0.0054823i,0.0071849-0.0065208i,0.0013145-0.0056542i,-0.00090109-0.0032596i,-0.00038063-0.00032581i,9.5596e-05+0.00030174i,-6.2738e-06-0.0004819i,-0.0015683+0.0001906i,-0.0026854+0.00067552i,-0.0011085-0.00077977i,0.00074016-0.0038504i,0.0032941-0.0055871i,0.0052601-0.0042806i,0.0052425-0.0027496i,0.0044742-0.0027967i
0.002431+0.0034942i,0.004233+0.0044218i,0.0097544+0.010457i,0.012159+0.018928i,0.0063981+0.023851i,0.0012762+0.023327i,0.0038927+0.022318i,0.0072128+0.020186i,0.0084362+0.012221i,0.0084576+0.0022919i,0.0051982-0.0034145i,6.992e-05-0.0030738i,-0.0038867+0.00027608i,-0.0061+0.0030001i,-0.0067472+0.0045866i,-0.0057688+0.0052015i,-0.00307+0.0053227i,-0.0011385+0.0040677i,-0.0017373+0.00035168i,-0.0023279-0.0018532i,-0.0021383-0.00062183i,-0.0031138+0.0012585i,-0.0046471+0.001738i
0.0010625+0.0014198i,-0.0024662-0.0039214i,-0.00693-0.017474i,-0.0067804-0.034177i,-0.0028651-0.036406i,-0.002381-0.019695i,-0.0024859-0.003961i,0.0020869-0.001543i,0.0068863-0.0031478i,0.0087811-0.003113i,0.0079329-0.0032147i,0.0048929-0.0034124i,0.0019314-0.0033702i,0.00031636-0.0028954i,6.31e-05-0.0016552i,0.0003686-0.0015162i,0.001562-0.0011846i,0.003196+0.0011766i,0.0028625+0.0019966i,0.0011252-1.0135e-05i,0.00076035-0.0024322i,0.00074197-0.0035908i,-9.7356e-05-0.0026494i
-0.00059894-0.00083697i,0.00054913+0.00045596i,0.0018617+0.0037453i,0.0018359+0.0086147i,-0.0030462+0.010733i,-0.0075464+0.009352i,-0.0054064+0.0093198i,-0.0031626+0.0092498i,-0.0044573+0.0079494i,-0.002753+0.0074331i,0.0018982+0.0057231i,0.0033696+0.0032872i,0.002667+0.0029362i,0.0020755+0.003624i,0.00080501+0.0036936i,-0.00050774+0.0021494i,-0.00030007-0.00038513i,0.00026581-0.0010342i,0.00010606+0.00059773i,-0.00048059+0.0021539i,-0.0015398+0.0030805i,-0.0023495+0.0039431i,-0.0014959+0.0042297i
-0.0029613-0.00025988i,-0.0052985+0.0020194i,-0.012551+0.0055198i,-0.020091+0.0053873i,-0.01967+0.0013079i,-0.015099-0.001094i,-0.01118-0.0033428i,-0.010223-0.0074929i,-0.011492-0.0057563i,-0.0094439+0.0013134i,-0.0038887+0.0041929i,-0.00097061+0.0019445i,-4.6817e-05-0.00078146i,0.00080261-0.0027136i,0.001242-0.0046305i,0.00095415-0.00561i,-0.000606-0.0040563i,-0.0013044-0.0015917i,0.00030448-0.00038946i,0.0021356+9.1497e-05i,0.0015568+0.00013863i,0.00081929-0.00077814i,0.0012886-0.0021755i
-0.0010991+0.0025859i,0.00075759+0.0064517i,0.0065225+0.013864i,0.012374+0.022784i,0.009894+0.024954i,0.0036511+0.01705i,0.0027304+0.0092592i,0.0026366+0.0061861i,-0.00091525+0.0039946i,-0.0045655+0.0035709i,-0.0052369+0.0049511i,-0.0035781+0.0047713i,-0.00096055+0.0035015i,0.00097126+0.0029373i,0.00059498+0.0024484i,-0.0010609+0.0024596i,-0.0024117+0.0020593i,-0.0037801+0.0011226i,-0.0031699+0.00033125i,-0.00070804+0.00052516i,0.00060873+0.0019403i,-6.0242e-05+0.0021008i,-0.00087841+0.0013138i
0.00021096-0.00076821i,-0.0009874+0.0010624i,-0.0030732+0.0040709i,-0.0043636+0.005162i,-0.0020033+0.0044274i,0.00085131+0.0042683i,0.001468+0.0032216i,0.0024041-0.00026657i,0.0031741-0.0053405i,0.00080437-0.0072309i,-0.0029799-0.0052905i,-0.0047442-0.0017695i,-0.0050226+0.0011658i,-0.0051373+0.00039121i,-0.0046293-0.0011717i,-0.001849-0.0016592i,0.0015954-0.001777i,0.0023593-0.00076539i,0.00082594-2.2908e-05i,0.0001193-0.00016121i,-5.2173e-05-0.00086498i,-0.0011235-0.0017217i,-0.0022978-0.0023821i
0.0011008+0.0010608i,0.0022831-0.00032771i,0.007543-0.0038829i,0.013661-0.0066377i,0.016136-0.004308i,0.01284+0.0014419i,0.01072+0.0063585i,0.013351+0.0062977i,0.01302+0.0003698i,0.007886-0.0046884i,0.0027207-0.0051007i,-0.00063935-0.0037212i,-0.0016309-0.0024024i,-0.00018869-0.00047698i,0.00083346+0.0021439i,0.00099417+0.003242i,0.0014723+0.001812i,0.00072973-0.00017418i,-0.00065963-0.0011081i,-0.0009043-0.00088369i,0.00089175-0.00093281i,0.001644+0.00033176i,0.00024644+0.0013997i
0.002268+0.002158i,0.00071447+0.0013661i,-0.0032454-0.0012154i,-0.0083221-0.0055245i,-0.0081813-0.0073993i,-0.005115-0.0023621i,-0.0036186+0.0028652i,-0.0019108+0.002353i,0.00056972-0.00060106i,0.002683-0.0031951i,0.0035735-0.0044638i,0.0015833-0.0042987i,-0.0021278-0.0027809i,-0.0036076-0.00070093i,-0.0025622-0.00047224i,-0.0020356-0.0020161i,-0.00096936-0.0034957i,0.00063209-0.0034885i,0.001241-0.0020908i,0.00015116-0.0010214i,-0.0012395-0.0016567i,-0.00048527-0.0019209i,-7.7197e-05-0.0011569i
0.00019133+0.0038483i,-0.00028716+0.0028593i,-0.00039735+0.000734i,-0.00094415-0.0012493i,-0.0038501-0.00036184i,-0.0058775+0.0015732i,-0.0055467+0.0030126i,-0.005545+0.0034469i,-0.0040836+0.003884i,-0.00090501+0.0044601i,0.0016396+0.0020271i,0.0031012-0.0018996i,0.0033363-0.0039731i,0.0033314-0.0043879i,0.0028524-0.0020931i,0.00070032+0.0010151i,-0.00092523+0.0019943i,-0.00081955+0.0012559i,-0.00014654+0.00042041i,-9.0098e-05+0.00052292i,-0.00088395+0.0010154i,-0.00056582+0.00097752i,0.00023545+0.00093771i
-0.0015614+0.0016442i,-0.0025686+0.0043433i,-0.0035891+0.011185i,-0.0065943+0.017356i,-0.0099289+0.017827i,-0.011355+0.012287i,-0.012821+0.0051489i,-0.01406+0.0026545i,-0.012514+0.0052225i,-0.0070542+0.0073119i,-0.00156+0.0054892i,0.0011715+0.0022406i,0.0027339+0.00063855i,0.0020405+0.001129i,-0.00071532+0.0012108i,-0.0026816+0.00052867i,-0.0022499-0.00013564i,-0.0010915-0.00046181i,-0.00096921-0.00047219i,-0.00057884-6.2882e-05i,-0.00034872+0.0012685i,-0.00099679+0.0019698i,-0.00094613+0.001037i
0.00081864+0.0042025i,0.00051524+0.0045155i,0.0020799+0.006049i,0.0046427+0.0078012i,0.0032474+0.0072095i,-0.0020849+0.0038733i,-0.00458-3.27e-05i,-0.0035284-0.0022821i,-0.0032028-0.0019029i,-0.0026859+0.00042951i,-0.0011011+0.0018623i,0.00013517+0.001432i,0.00040973+0.00034002i,0.00038281-0.0008802i,0.0001346-0.00098937i,0.00070951-0.0002377i,0.0017909+0.0011885i,0.0012552+0.0014653i,0.0012805+0.0006571i,0.002421+0.00025162i,0.002577+0.00014463i,0.0014759+0.0004863i,0.00029263+0.00078668i
-0.0029425+9.4563e-05i,-0.0027996+0.001839i,-0.00059381+0.0057275i,0.0031969+0.0092015i,0.0058251+0.0081926i,0.0056479+0.00528i,0.0051217+0.0010597i,0.0058863-0.0032983i,0.0038519-0.0056154i,-5.942e-06-0.0050479i,-0.0016383-0.0016577i,-0.00099738+0.0022565i,2.2564e-06+0.0041518i,0.0013437+0.0041471i,0.0015975+0.0025234i,-7.2939e-05-0.000768i,-0.00062252-0.0026348i,0.00076282-0.001516i,0.00089221-0.000269i,-0.00074364-0.00063261i,-0.0016673-0.0011766i,-0.0013256-0.00054606i,-0.00037418-0.00016336i
-0.0034975-0.00098602i,-0.0037286+0.00047467i,-0.004654-0.0017169i,-0.0041762-0.0059937i,-0.0021389-0.0073018i,0.0023658-0.0045166i,0.0077782-0.0036175i,0.010351-0.0071847i,0.0077154-0.010644i,0.0027651-0.0088967i,0.00042207-0.0039843i,-0.00032064+0.00012602i,-0.0014819+0.0018039i,-0.0016842+0.001666i,-5.0925e-05+0.0011846i,0.0019905+0.00056578i,0.001501-0.00073394i,-7.3752e-06-0.0013006i,0.0003059-0.0015628i,0.00036194-0.0021099i,-0.00033443-0.0016788i,-0.00082663-0.0014415i,-0.0012791-0.00086486i
-0.002034+0.0010246i,-0.0022569+0.00077798i,-0.002142+0.00019322i,-0.003153-0.0017568i,-0.0024-0.003154i,0.00060034-0.0031619i,0.0041677-0.0016522i,0.0055333-6.0599e-05i,0.0039023-0.00051509i,0.0028441-0.0014572i,0.0021922-0.001999i,0.00021601-0.002343i,-0.00087516-0.0019795i,-5.1604e-05-0.0008359i,-0.00019375-0.00058972i,-0.0018452-0.00081918i,-0.0025809-0.000347i,-0.0019388-0.00036452i,-0.0012395-5.4756e-05i,-0.0012142+0.0012781i,-0.0014932+0.0015307i,-0.0017536+0.00072148i,-0.0014591+0.00057204i
-0.00040413+0.00088256i,-0.0013767+0.0025803i,-0.0043266+0.0024259i,-0.0073683+0.00081929i,-0.0074661+0.00035258i,-0.0040331+0.0012238i,-0.00091917+0.0018751i,-0.0012127+0.0026003i,-0.0022227+0.0038746i,-0.00067637+0.0037745i,0.00017688+0.0011425i,-0.0014224-0.0011401i,-0.0026514-0.0013219i,-0.0032061-0.00027111i,-0.0025783+0.0006464i,-0.00021967+0.001118i,0.0016045+0.0013617i,0.0011391+0.0015127i,0.00056871+0.0014741i,0.0015053+0.00099321i,0.0024007+0.00063876i,0.0014175+0.00043517i,-0.00026333+0.00094651i
-0.0026103+0.0027038i,-0.00099073+0.0046939i,0.0017337+0.008681i,0.0057687+0.012191i,0.007249+0.011739i,0.0062277+0.0099537i,0.0043091+0.0090842i,0.00062862+0.0083274i,-0.0025158+0.0090282i,-0.0014285+0.0085426i,0.00093202+0.0043725i,4.0969e-05-0.0004744i,-0.0011631-0.0043089i,0.00026726-0.0057685i,0.00070879-0.0038591i,-0.00031325-0.00081038i,-0.00083879+0.00091177i,-0.00034068+0.00059416i,0.00032902+0.00019681i,0.00010887+5.0293e-05i,0.00049969+0.00024295i,0.00090866+0.00086741i,0.0007548+0.00045245i
-0.0020763+0.0018575i,-0.0008685+0.0035457i,-0.00043565+0.0065005i,0.00031454+0.0090246i,0.0011345+0.010047i,0.0011232+0.010206i,0.0015491+0.0090027i,0.0014746+0.0043898i,-0.00019599-0.00024063i,-0.0020423-0.00089585i,-0.0013947-0.00031345i,9.9541e-05-0.00033758i,0.001115+0.001033i,0.0016825+0.0016852i,0.00071819+0.00019191i,0.00031089-0.0010111i,0.00031998-0.0013735i,-0.0004098-0.0010925i,-0.0011512-0.000669i,-0.00038953+0.0001837i,0.00075423+0.000288i,0.0013996-0.0002678i,0.00043791-0.0010898i
0.0013354+0.0032229i,0.00043621+0.004594i,0.0019916+0.0055811i,0.0047006+0.0027768i,0.0050875+0.0016206i,0.0036638+0.0049867i,0.0044809+0.0070212i,0.0066315+0.0011205i,0.0050918-0.0073335i,0.0011114-0.0075413i,-0.00022504-0.0033999i,0.00091867-0.00094712i,0.00068685-0.0011055i,0.00041511-0.0021578i,0.00086736-0.0023444i,-0.00017951-0.0016269i,-0.0016877-0.0008564i,-0.0016059-0.0012515i,-0.0002282-0.0019132i,2.9962e-05-0.00011896i,-0.00062866+0.0014173i,-0.00022595+4.3091e-05i,-3.9101e-06-0.0010534i
-0.00021824+0.00010175i,-0.0015935-0.0004307i,-0.0024531-0.0013556i,-0.0037437-0.0011074i,-0.0046772+0.00014091i,-0.0050185+0.0030666i,-0.0029644+0.004624i,0.00081313-0.00041418i,0.0014114-0.0077674i,-0.00040585-0.0089093i,0.00094957-0.0046641i,0.003335-0.0011146i,0.0040048+0.001775i,0.0050841+0.0035979i,0.0050665+0.0026073i,0.0027363+0.00077649i,0.00087546+0.00024717i,-0.00037293+0.0013174i,-0.00085249+0.0016053i,0.00078746+0.00087587i,0.0015383+0.00029908i,0.00013704+1.0232e-05i,-0.0007551+0.00015743i
-0.00029684+0.0021764i,-0.0011347+0.0024319i,-0.001454+0.00051446i,-0.0023077-0.0024311i,-0.0040585-0.0037094i,-0.0065735-0.00042826i,-0.0057147+0.0040135i,-0.00071619+0.0041657i,0.0033315+0.0018946i,0.0049731-0.00035201i,0.004562-0.00069307i,0.0021739-0.00028856i,-0.00098312+0.0009226i,-0.0027368+0.0022421i,-0.0021559+0.00083602i,-0.00097819-0.00053234i,0.00088456-0.00080788i,0.0027322-0.0015347i,0.0026747-0.002724i,0.0016912-0.0026774i,0.00074696-0.00046082i,5.5406e-05+0.0023654i,0.00029895+0.0022497i
-0.0019709+0.00075383i,-0.0030061+0.0035782i,-0.0052588+0.0075039i,-0.0056528+0.0095978i,-0.0060243+0.0083194i,-0.0078909+0.0062337i,-0.0087262+0.0069016i,-0.0060849+0.010111i,0.00011726+0.010729i,0.0048306+0.0072875i,0.0036806+0.0029479i,0.0010884-9.8655e-05i,9.8952e-05-0.00096691i,-0.00015225+0.00057806i,0.00020485+0.0021425i,0.00013874+0.0010536i,-0.00029233-0.00057858i,-8.2297e-05-0.00020707i,-0.00054626+0.0012732i,-0.0011854+0.00080942i,-0.0010944+6.8088e-05i,-5.2929e-05-0.00025049i,0.00092479+5.7448e-05i
-0.00075261+0.0029132i,1.349e-05+0.0052067i,0.0020793+0.0064657i,0.003744+0.0062511i,0.0018401+0.0054124i,-0.0015387+0.0040342i,-0.0038423+0.0031158i,-0.0037129+0.0057053i,-0.00085906+0.0094576i,0.0021373+0.0091619i,0.0013487+0.005009i,-0.0017987+0.00088119i,-0.0037791+0.00034861i,-0.0056017+0.0016827i,-0.0054692+0.0029682i,-0.003216+0.0034566i,-0.0010072+0.0023508i,-0.00033804+1.0495e-05i,-0.0012409-0.0024547i,-0.0020859-0.0025614i,-0.00215-0.00031645i,-0.0019224+0.0011236i,-0.0011015+0.00083222i
-0.0022324+0.0027729i,-0.00061729+0.004744i,0.00081602+0.0061035i,0.0035174+0.0069558i,0.0052948+0.0052741i,0.0035018+0.00062947i,-3.8989e-06-0.0025568i,-0.0034549-0.0023499i,-0.0046947+0.00067472i,-0.0034489+0.0031423i,-0.002608+0.002351i,-0.0029163+0.00010716i,-0.0026993-0.0032344i,-0.0015129-0.005683i,-0.0013784-0.0043037i,-0.0016087-0.0015668i,-0.0015139+0.00088288i,-0.0014762+0.0031662i,-0.0006226+0.0038937i,8.7555e-05+0.003289i,0.00013619+0.0018407i,-0.0003655+0.00096042i,-0.00082401+0.00099818i
-0.00017157+0.000207i,-0.0016558+0.0022372i,-0.0029238+0.0024704i,-0.0029276+0.00035572i,-0.0010882-0.00065517i,0.0001123-0.00062675i,-0.00021616-0.0035681i,-0.0023325-0.0084633i,-0.007151-0.0091589i,-0.0089138-0.0041429i,-0.0051827-0.00085665i,-0.0017177-0.00068745i,-0.00028707-0.00025846i,6.2094e-05-0.00030109i,-0.00048511-0.00058088i,-0.00034832+0.00070729i,-0.00060893+0.0017321i,-0.00032835-0.00037412i,0.001296-0.002205i,0.0021532-0.0021165i,0.0019425-0.0015713i,0.00023855-0.0013166i,-0.0012801-0.00065523i
-0.0023493-0.00098402i,-0.0046507+0.0015306i,-0.0055615+0.0027736i,-0.0037754+0.0025982i,-0.00081049+0.00077224i,0.0021631-0.00053885i,0.0037563-0.0020069i,0.0011813-0.007126i,-0.0047124-0.0094346i,-0.0069361-0.0060415i,-0.0039892-0.0032797i,-0.00070816-0.0025972i,0.0010842-0.0017411i,0.0015787-0.0032535i,0.00064797-0.0059849i,-0.00082791-0.0051972i,-0.0014417-0.0022724i,-0.0016228-0.00050348i,-2.6405e-05+0.00045994i,0.0020584+0.00056097i,0.0022398-0.00068502i,0.00094738-0.0022011i,0.00030057-0.0020263i
-0.00075503+0.00068648i,-0.0024977+4.2761e-05i,-0.0047713-0.00047789i,-0.0075726-0.00091791i,-0.0088371+0.00030866i,-0.0055344+0.0024998i,0.00077897+0.0027737i,0.003301-0.0011632i,0.0014377-0.0057308i,0.00015735-0.0061471i,0.00079995-0.0044791i,0.0012308-0.0034831i,0.0019846-0.0016719i,0.0029761+0.0010769i,0.0021552+0.0011593i,0.00095876-0.00060121i,0.00013434-0.0020198i,-0.00057425-0.0031i,-0.00048758-0.0031846i,-0.00066286-0.0021733i,-0.0013423-0.00030846i,-0.00070113+0.00056702i,-0.00013197+0.00022518i
-0.00063336-0.0016996i,-0.00048607-0.00099919i,-0.00017199+0.0021602i,0.00026551+0.0061667i,0.00090581+0.0080648i,0.002558+0.0089205i,0.0058177+0.0082117i,0.0092833+0.0044765i,0.01006-0.00058849i,0.0077329-0.0023713i,0.0046055-0.00192i,0.0018192-0.00091362i,0.00027837+0.0013574i,-3.111e-05+0.0021926i,4.8086e-05+0.00055182i,-0.00087702-0.00086043i,-0.0025151-0.00043682i,-0.0027362+0.00059979i,-0.00078944+0.0015159i,0.00049705+0.0028012i,-0.0005404+0.0029179i,-0.0011702+0.001911i,-0.00047203+0.001211i
-0.0006541-0.00036708i,-0.0015652+0.0020109i,-0.0010031+0.0043347i,4.5016e-05+0.0069177i,0.00051242+0.0085023i,0.00017971+0.0089455i,0.0017994+0.0080154i,0.0062972+0.0057274i,0.0087314+0.0023347i,0.0073199+0.00045078i,0.0040305+0.00015732i,0.0015971+0.00063539i,0.00091005+0.0021029i,0.0020899+0.0035131i,0.0038896+0.0039967i,0.0044142+0.0027671i,0.0025596+0.0010991i,0.00092071-8.2223e-05i,0.00040708-0.00011184i,5.3114e-05+0.00050872i,0.00052068+0.0012635i,0.00087527+0.0014535i,0.00080757+0.0013004i
0.00061927-0.00026754i,0.00057024+0.00042433i,0.0016981+0.0015056i,0.0048276+0.0015494i,0.0060303+0.0015693i,0.0030847+0.0034061i,0.0012655+0.004915i,0.0032777+0.0039969i,0.0045231+0.0024833i,0.0030486+0.0022714i,0.0017235+0.002348i,0.00031985+0.0023469i,-0.0017384+0.002991i,-0.0032209+0.0037749i,-0.0021343+0.0041511i,0.00017224+0.0033262i,0.00136+0.0019448i,0.0002705+0.0013814i,-0.00054264+0.0011251i,0.0011445+0.0012659i,0.002049+0.00032979i,0.0011751-0.0004956i,0.00053108+6.3947e-05i
0.00062229-8.0979e-05i,-0.0020451+0.00085266i,-0.0048827+0.0021892i,-0.0057593+0.0012188i,-0.0047304+0.00014618i,-0.0047992+0.0013899i,-0.0048606+0.0028727i,-0.0038383+0.0024451i,-0.0038504+0.0024111i,-0.0034986+0.0035506i,-0.001573+0.0034649i,-0.00083537+0.002199i,-0.0015628+0.00024411i,-0.0010388-0.00067233i,-0.00019749-0.0001214i,0.0011755-0.00011064i,0.0027199-0.00063178i,0.0036197-0.00075419i,0.0032805-0.0016724i,0.0018915-0.0031002i,0.0007118-0.0027133i,-0.00038881-0.002121i,-0.00088751-0.0014464i
0.0022617-0.00065914i,0.00080285+3.4272e-05i,-0.0010893-3.2433e-05i,-0.0029671-0.00049989i,-0.0044781-0.00010385i,-0.0045935+0.001066i,-0.0023641+0.0019819i,-0.00107+0.0023641i,-0.0023568+0.0030418i,-0.0027853+0.0035984i,-0.0012893+0.0017348i,-0.00041218-0.00016198i,-0.0011604+0.00080181i,-0.0036334+0.0025952i,-0.0054731+0.0032541i,-0.0048289+0.0025291i,-0.0037811+0.0017054i,-0.0033807+0.00090651i,-0.0033868-0.00051557i,-0.0023155-0.0012622i,-0.0011673-0.00088222i,-0.0011405-0.00023103i,-0.0015322-0.00017134i
-0.00055901+0.0010939i,-0.00086809+0.002047i,-0.0015738+0.0039685i,-0.0032544+0.0061574i,-0.0037595+0.0077204i,-0.0020457+0.007174i,-0.00045417+0.0058347i,-0.00013955+0.0045605i,-0.0011717+0.0031335i,-0.0023282+0.0013137i,-0.0017791-0.0002527i,-0.0010438-0.0010274i,-0.00083167-0.00071652i,-0.0011054-0.0015894i,-0.0024307-0.0025994i,-0.0030052-0.0012869i,-0.001643+0.00040095i,-0.00020316-0.00031056i,-0.0001652-0.0013601i,-0.00087174-0.00045433i,-0.00066056+0.0010032i,-2.6827e-05+0.0013753i,0.00021582+0.0011212i
0.0012318+0.00027984i,0.00010759+0.0012082i,0.00034212+0.0019117i,0.0011433+0.003005i,0.0010635+0.0033377i,0.00013884+0.0038411i,0.00095758+0.0033982i,0.0021307+0.0016777i,0.0010004+6.928e-05i,-0.0011673-0.00057218i,-0.0017607-0.0010875i,-0.0015504-0.0013449i,-0.0010625-0.0001507i,1.5565e-05+0.0022294i,0.00016253+0.0037584i,-0.00080905+0.0038661i,-0.002016+0.0037589i,-0.0024298+0.003565i,-0.0012784+0.0030196i,0.00079703+0.0017011i,0.0018359+0.00087032i,0.0020313+0.00092554i,0.0010222+0.00073228i
-3.4142e-05+7.3769e-05i,-0.00087366+0.0019289i,-0.0011702+0.0034543i,0.00096441+0.0043752i,0.0019862+0.0047564i,-3.8363e-05+0.0051927i,-0.0011845+0.0058664i,-0.0014445+0.0029144i,-0.0025546-0.0018858i,-0.0031824-0.0023698i,-0.0025144-0.00029762i,-0.0025414+0.00048543i,-0.0028826-9.0916e-05i,-0.001321-0.0019334i,0.0005961-0.0041739i,0.0012166-0.0047358i,0.00098593-0.0030697i,0.00095288-0.0015418i,0.0012614-0.0011937i,0.0015082-0.00074147i,0.0015294-0.00024009i,0.0013922-0.00041255i,0.00061896-0.00061506i
0.0010331+0.00092259i,-0.00020757+0.001253i,-0.001132+0.00098094i,-0.00031333-0.00022872i,0.00015776-0.0012225i,-0.00084156-0.00077011i,-0.0021813-0.0010526i,-0.002755-0.0031313i,-0.0028917-0.003826i,-0.0022648-0.0022883i,-0.0014734-0.00079033i,-0.00037049-0.00087669i,0.0013757-0.00082351i,0.0032009+0.00025079i,0.0038162+0.0002315i,0.0031832-0.0011633i,0.0015431-0.0018403i,-0.00027937-0.00081682i,-0.0007489+0.00025235i,-0.00036224+0.00058049i,-0.00010355-0.00010178i,-0.00027489-0.0012536i,-0.00029288-0.001033i
0.00080387+0.00063761i,0.00028251+0.0012722i,-2.2758e-05+0.002349i,-0.0010657+0.0026658i,-0.0029273+0.0020032i,-0.0032852+0.0016618i,-0.003217+0.00064343i,-0.0030614-0.0017913i,-0.0027448-0.003483i,-0.0021175-0.0031242i,-0.00078444-0.0030158i,0.00047026-0.0025471i,0.00044771-0.00087518i,-0.0013593-0.0004619i,-0.003062-0.0015132i,-0.0027242-0.0026176i,-0.0011821-0.0030607i,-0.00028454-0.0032259i,-0.00038491-0.0026191i,-0.0010557-0.0013195i,-0.0011843-0.00049163i,-0.0013324+0.00034004i,-0.0011899+0.00025812i
-0.00023898+0.0025123i,-0.0016328+0.0032803i,-0.0027078+0.0042278i,-0.0029174+0.0044684i,-0.0024556+0.0038815i,-0.001885+0.0028538i,-0.00038404+0.000591i,0.0016478-0.0025392i,0.0022537-0.0046233i,0.001992-0.004884i,0.0018413-0.0040472i,0.0013823-0.0031102i,0.00096408-0.0012346i,0.0017794+0.00082115i,0.0028712+0.0014075i,0.0023134+0.0017738i,0.00017265+0.0017254i,-0.0011798+0.00089001i,-0.0013594+0.00023046i,-0.0010122+0.00019703i,-0.00023384+0.00026959i,0.00055862+0.00015641i,6.3536e-05+0.00045961i
0.0013845+0.0045704i,0.00037969+0.0037007i,0.00014425+0.0030482i,0.00083593+0.0026571i,0.00012696+0.00079144i,-0.00034007+0.00026747i,0.0022015+0.0017224i,0.0055213+0.00075017i,0.0058134-0.0020073i,0.0037509-0.0036233i,0.0018966-0.0035703i,0.00038786-0.0012041i,-0.00091407+0.0013026i,-0.0021383+0.0027372i,-0.0032778+0.0036479i,-0.0025703+0.0039442i,-0.00071893+0.0022926i,9.7877e-05-0.00031347i,0.00017286-0.00031478i,0.00019484+0.00059154i,6.8073e-05-0.00011483i,0.00018606-0.00043108i,0.00037537+0.001141i
