-0.0045769-0.00024491i,-0.0038324-0.00063681i,-0.0054071+0.00094996i,-0.0051868+0.002486i,-0.0024842+0.0031269i,-0.001147+0.0025628i,-0.00039891+0.0022631i,0.0010396+0.0025722i,0.00162+0.0019061i,0.0013196+0.0012202i,0.0011605+0.00084863i,0.0010265+0.00053077i,0.00065265-0.00028948i,0.00083214-0.00041911i,0.00038661+0.00017124i,0.00028821+0.00039995i,0.00047084+0.00068847i,0.00019708+0.00039604i,5.8269e-05-0.00023219i,-9.622e-05-0.00029764i,0.00057386+0.00021396i,0.0008728-4.8909e-05i,0.00061128+9.3733e-05i
0.019877-0.18695i,-0.014712-0.27383i,-0.083351-0.20965i,-0.079411-0.082218i,0.010275-0.083147i,0.045294-0.16897i,0.0077917-0.20327i,0.0045263-0.17981i,0.058947-0.16816i,0.066788-0.17973i,0.024628-0.1434i,0.014448-0.077857i,0.021761-0.042375i,0.015628-0.025975i,0.012833-0.025287i,0.020839-0.044672i,0.040505-0.063216i,0.044838-0.062165i,0.017968-0.032859i,0.001391+0.0077943i,0.018545+0.024358i,0.045047+0.0156i,0.058885+0.0050534i
0.073215+0.18179i,0.13992+0.23855i,0.12347+0.13314i,-0.030097-0.0071882i,-0.20604-0.014827i,-0.25225+0.036883i,-0.17521+0.06143i,-0.096136+0.026458i,-0.088864-0.031954i,-0.10473-0.035279i,-0.065934-0.011431i,-0.021156-0.013485i,-0.018876-0.0096153i,-0.020684+0.013058i,-0.017044+0.030008i,-0.035553+0.030945i,-0.076996+0.035755i,-0.096517+0.065081i,-0.067353+0.08513i,-0.034928+0.050808i,-0.041018-0.0010007i,-0.056286-0.021479i,-0.043679-0.030062i
-0.17179-0.12045i,-0.28693-0.12175i,-0.23831-0.0018859i,-0.050883+0.13768i,0.09383+0.20726i,0.1252+0.18142i,0.039661+0.077388i,-0.075544+0.018006i,-0.11017+0.045293i,-0.058627+0.073294i,-0.010938+0.054822i,-0.0062084+0.016808i,-0.02193-0.0063413i,-0.027007-0.0095157i,-0.019765-0.010535i,-0.015488-0.0080017i,-0.0075679-0.0022207i,0.013814-0.0096176i,0.034402-0.027962i,0.03422-0.030545i,0.018478-0.0083166i,0.0044708+0.012612i,-0.014106+0.01749i
0.211+0.01799i,0.30305-0.039043i,0.21091-0.066442i,0.057166-0.053255i,0.0032282-0.10148i,-0.0046781-0.1355i,-0.00072272-0.064442i,0.0086943+0.02426i,-0.0036874+0.064648i,-0.015457+0.073376i,-0.012848+0.064628i,-0.00031465+0.070012i,0.031622+0.083958i,0.041843+0.071283i,0.012824+0.050528i,-0.012228+0.060123i,-0.011269+0.08712i,-0.010552+0.082178i,-0.027787+0.039819i,-0.035768+0.0079643i,-0.015835+0.0041441i,0.015226+0.0085669i,0.034057+0.013631i
-0.17871+0.13073i,-0.19026+0.2464i,-0.074259+0.24583i,0.046286+0.16254i,0.087887+0.14202i,0.076483+0.14608i,0.074282+0.10585i,0.096808+0.064649i,0.12779+0.052215i,0.12094+0.037181i,0.091644+0.022984i,0.07272+0.0014046i,0.049236-0.02756i,0.026347-0.022736i,0.029213+0.010121i,0.051514+0.0075762i,0.055477-0.035076i,0.022547-0.055888i,-0.018806-0.026123i,-0.025196+0.014792i,0.0014887+0.012297i,0.012303-0.023446i,0.0029421-0.04044i
0.086321-0.19816i,0.062473-0.28997i,0.047336-0.26575i,0.086902-0.19727i,0.12668-0.16473i,0.13097-0.14775i,0.10533-0.10633i,0.08294-0.11545i,0.042939-0.1674i,-0.0027007-0.15614i,-0.019346-0.10071i,-0.019278-0.062734i,-0.0051594-0.032855i,0.035853-0.017557i,0.069971-0.026658i,0.073945-0.030726i,0.079206-0.016409i,0.10208+0.0064621i,0.11736+0.017212i,0.094066+0.0067148i,0.04038+0.00052508i,-0.00023554+0.010672i,-0.0088041+0.017609i
0.031091+0.19761i,0.084287+0.2259i,0.089082+0.13219i,-0.0045987-0.01316i,-0.15132-0.088512i,-0.21392-0.044653i,-0.18318+0.0096002i,-0.16455+0.038858i,-0.16192+0.06317i,-0.11338+0.064603i,-0.053918+0.032819i,-0.043063-0.0077505i,-0.064998-0.03366i,-0.075023-0.042406i,-0.064254-0.047273i,-0.05972-0.058074i,-0.078916-0.070556i,-0.097918-0.079349i,-0.09056-0.077907i,-0.065011-0.058177i,-0.038665-0.032781i,-0.019792-0.018006i,-0.011428-0.013208i
-0.12407-0.14789i,-0.19011-0.18389i,-0.21204-0.11084i,-0.15014+0.03122i,-0.027508+0.13095i,0.03421+0.15113i,0.030514+0.12816i,0.032937+0.12952i,0.075642+0.13518i,0.086179+0.079038i,0.036621+0.024948i,0.0021885+0.027511i,0.0052382+0.035428i,0.003664+0.020852i,-0.012477+0.00867i,-0.019308+0.023074i,0.00065603+0.056844i,0.02491+0.076018i,0.022985+0.058943i,0.005017+0.023232i,-0.0082932+0.001491i,-0.010936+2.4412e-05i,-0.011243+0.0029346i
0.16802+0.075117i,0.23262+0.090512i,0.16616+0.01468i,-0.0040948-0.079618i,-0.11811-0.11004i,-0.12736-0.13178i,-0.097606-0.12481i,-0.063401-0.11324i,-0.060993-0.11955i,-0.077805-0.091135i,-0.06122-0.043341i,-0.027336-0.018448i,-0.024996-0.005971i,-0.047337+0.011692i,-0.057055+0.031262i,-0.050956+0.034759i,-0.047843+0.019012i,-0.045241+0.0033426i,-0.032354+0.0059095i,-0.011692+0.020031i,0.0056047+0.020183i,0.010398+0.0090999i,0.010101+0.0055431i
-0.19159+0.024917i,-0.28356+0.078918i,-0.20904+0.17411i,-0.032764+0.24939i,0.069259+0.28146i,0.092497+0.26122i,0.064393+0.1725i,0.0062281+0.11082i,-0.020115+0.11949i,0.00015808+0.12375i,0.019489+0.09423i,0.022131+0.055244i,0.017858+0.033575i,0.020621+0.037974i,0.03428+0.044668i,0.04954+0.039841i,0.061485+0.0244i,0.062238+0.0060031i,0.04416-0.01043i,0.020742-0.022084i,0.005909-0.016637i,0.0030773-0.0025957i,0.008644+0.00048082i
0.16444-0.10725i,0.23259-0.19236i,0.18998-0.19394i,0.13176-0.1413i,0.1396-0.16738i,0.1312-0.21484i,0.086585-0.18192i,0.0641-0.12466i,0.056826-0.09489i,0.042483-0.062628i,0.033801-0.034953i,0.022642-0.025178i,0.020364-0.0061554i,0.035773+0.019167i,0.047825+0.023614i,0.046509+0.0089097i,0.029865-0.0080092i,0.0028775-0.016821i,-0.014522-0.013565i,-0.012663-0.0066595i,-0.00030672-0.0060717i,0.010171-0.013254i,0.010995-0.019633i
-0.080809+0.17518i,-0.071759+0.27707i,0.002081+0.23039i,0.029169+0.085363i,-0.038266+0.031516i,-0.080931+0.07759i,-0.043168+0.10138i,-0.0039628+0.072488i,0.015869+0.034959i,0.039767+0.0075481i,0.049725-0.0055142i,0.033734-0.0061525i,0.015095-0.0081595i,0.015679-0.01793i,0.025535-0.035451i,0.025087-0.051074i,0.017912-0.048687i,0.010562-0.028808i,-0.0018483-0.0086293i,-0.017676+0.0024527i,-0.025842+0.0058345i,-0.026204+0.0043641i,-0.02755+0.0012575i
-0.012007-0.18791i,-0.05845-0.28856i,-0.088079-0.24652i,-0.037462-0.11731i,0.054292-0.046313i,0.075273-0.051585i,0.033133-0.067501i,0.0025717-0.074132i,-0.0085717-0.080247i,-0.020336-0.080961i,-0.032086-0.064464i,-0.020542-0.036156i,0.0065529-0.02337i,0.010992-0.028722i,-0.013067-0.027976i,-0.03771-0.0093064i,-0.044158+0.014599i,-0.02698+0.025469i,0.0061645+0.021547i,0.029883+0.0095882i,0.028806-0.0040447i,0.011791-0.0086535i,-0.0028309+0.0041322i
0.094815+0.15808i,0.1761+0.20215i,0.15634+0.097053i,0.0046045-0.063428i,-0.14993-0.11486i,-0.1912-0.05346i,-0.14572+0.031757i,-0.10545+0.066591i,-0.11382+0.057414i,-0.12247+0.055384i,-0.08919+0.050529i,-0.057775+0.024381i,-0.06191+0.0029837i,-0.073258+0.00019847i,-0.064472+0.011892i,-0.040259+0.023372i,-0.014156+0.025327i,0.00028453+0.014441i,-0.0032576-0.00024793i,-0.01029-0.00052846i,-0.0046554+0.0083994i,0.0050933+0.015434i,0.013666+0.013748i
-0.16442-0.097591i,-0.27778-0.094961i,-0.26486+0.0040542i,-0.13245+0.13693i,-0.01158+0.21829i,0.047679+0.20862i,0.050701+0.13386i,0.032652+0.10297i,0.047329+0.13275i,0.072191+0.12729i,0.062434+0.08308i,0.042574+0.046219i,0.035934+0.025116i,0.031052+0.023534i,0.026966+0.030384i,0.029591+0.032157i,0.032085+0.026614i,0.027184+0.01895i,0.017056+0.011333i,0.0089877-0.00041197i,0.002072-0.011885i,-0.0031053-0.013861i,-0.0015409-0.011117i
0.19026+0.019602i,0.27755-0.021023i,0.23307-0.064766i,0.11174-0.095438i,0.045079-0.13366i,0.03755-0.1382i,0.042282-0.087115i,0.057236-0.06681i,0.058889-0.097718i,0.034544-0.10228i,0.010368-0.077417i,-0.014308-0.057166i,-0.036456-0.033956i,-0.031324-0.011395i,-0.0052171-0.010092i,0.014447-0.03016i,0.01898-0.05328i,0.013651-0.055912i,0.0037408-0.034413i,-0.0035558-0.0062942i,-0.0032459+0.011308i,0.0053142+0.0068258i,0.01156-0.012928i
-0.1624+0.07419i,-0.22014+0.15463i,-0.1642+0.19796i,-0.0583+0.19042i,-0.0068903+0.17131i,-0.0070727+0.1361i,-0.020728+0.066351i,-0.049147+0.036648i,-0.047131+0.055326i,-0.010169+0.048177i,0.0081776+0.031456i,0.016069+0.037803i,0.030382+0.040616i,0.034582+0.025448i,0.021171+0.0085057i,-0.0064414+0.0062866i,-0.033661+0.014844i,-0.044881+0.01613i,-0.0401-1.7659e-05i,-0.0303-0.021559i,-0.02479-0.0277i,-0.024937-0.019841i,-0.026855-0.0068974i
0.11453-0.14036i,0.15226-0.23119i,0.12398-0.24049i,0.093946-0.17621i,0.11504-0.13612i,0.11003-0.13813i,0.068742-0.10698i,0.063579-0.078599i,0.060395-0.084143i,0.025612-0.072087i,-0.00023261-0.043473i,-0.0060396-0.026722i,-0.0063082-0.016411i,-0.0042177-0.0055001i,0.0014871+0.0037931i,0.011432+0.0078485i,0.020015+0.0075423i,0.019091+0.0042051i,0.0090461+0.0045534i,9.7623e-05+0.0144i,0.0041496+0.02043i,0.011946+0.01394i,0.0093527+0.0064412i
-0.032207+0.17049i,-0.022838+0.26132i,0.02226+0.21257i,0.0091067+0.055947i,-0.091287-0.034082i,-0.14987-0.025943i,-0.13787-0.014609i,-0.13173-0.014176i,-0.12867+0.0042176i,-0.089121+0.023516i,-0.033411+0.026393i,0.0046816+0.020496i,0.014995+0.013629i,0.0076982+0.0039702i,-0.00068412-0.002233i,-0.0027418+0.0039089i,-0.0022734+0.018586i,-0.0020355+0.029642i,-0.0028476+0.02823i,-0.001942+0.013609i,0.00058715-0.0030475i,-0.00060204-0.0057667i,-0.0016183+0.0053278i
-0.036097-0.16922i,-0.092656-0.26127i,-0.13107-0.20566i,-0.08212-0.042083i,0.018864+0.063175i,0.066429+0.087964i,0.067903+0.080483i,0.065316+0.066823i,0.0569+0.054027i,0.034499+0.037355i,0.0082779+0.014351i,-0.0092913-0.012479i,-0.017048-0.025799i,-0.014654-0.010471i,-0.0018361+0.0079095i,0.014785+0.0016484i,0.0288-0.018022i,0.03891-0.024663i,0.045232-0.014758i,0.041594-0.004976i,0.024819-0.0022387i,0.01171-0.0038908i,0.010126-0.0080461i
0.10194+0.13381i,0.1895+0.18141i,0.18166+0.10159i,0.056332-0.039884i,-0.057163-0.1083i,-0.086621-0.09084i,-0.069206-0.04354i,-0.051605-0.021292i,-0.04728-0.024842i,-0.038414-0.016023i,-0.017291-0.0031514i,-0.013347+0.0023816i,-0.02334+0.012078i,-0.021107+0.014446i,-0.017468+0.0090294i,-0.023367+0.0097422i,-0.025886+0.010515i,-0.019485+0.0009266i,-0.012648-0.014483i,-0.012091-0.019921i,-0.014212-0.011589i,-0.014376-0.00018612i,-0.013692+0.005358i
-0.14869-0.068834i,-0.25268-0.063214i,-0.23803+0.020534i,-0.11385+0.13625i,-0.004944+0.21845i,0.049117+0.2245i,0.064627+0.16933i,0.054853+0.12486i,0.052053+0.11i,0.05411+0.07125i,0.034921+0.026141i,0.016866+0.0089397i,0.016334+0.0027191i,0.020925+0.0023401i,0.026859+0.0066824i,0.031817+0.0080131i,0.025285+0.0075879i,0.010513+0.0067334i,-0.0017524+0.0039326i,-0.0080257+0.00079723i,-0.0063762-8.5305e-05i,-0.0023709-0.00054377i,0.0026051-0.0016868i
0.1631+0.0031255i,0.25528-0.030668i,0.23961-0.089061i,0.143-0.14145i,0.073338-0.17743i,0.047989-0.18354i,0.030073-0.14133i,0.038361-0.10816i,0.04577-0.11074i,0.025326-0.088844i,0.01084-0.045166i,0.0047338-0.014898i,-0.0017394+0.0024646i,-0.0035307+0.001755i,-0.0055721-0.011615i,-0.0071796-0.02007i,-0.0027787-0.020864i,1.4601e-05-0.018318i,-0.0081558-0.011369i,-0.012786-0.00049146i,-0.0032639+0.0051452i,0.0060147+0.0015932i,0.0042661-0.0016028i
-0.14601+0.06797i,-0.21669+0.13437i,-0.177+0.17965i,-0.081143+0.17268i,-0.047173+0.14473i,-0.046924+0.12i,-0.038642+0.071285i,-0.059475+0.045929i,-0.068127+0.065212i,-0.039912+0.062506i,-0.018481+0.035367i,-0.00046637+0.014646i,0.013241-0.0041986i,0.0020063-0.013043i,-0.013454-0.0058971i,-0.017846+0.0043379i,-0.022402+0.014116i,-0.027069+0.028076i,-0.020358+0.034046i,-0.006042+0.021196i,-0.001457+0.0019392i,-0.0034734-0.01009i,-0.0017553-0.01366i
0.1073-0.11028i,0.15603-0.20923i,0.12031-0.22907i,0.070464-0.16551i,0.079543-0.13304i,0.061983-0.1335i,0.019172-0.097552i,0.028816-0.063048i,0.045272-0.061352i,0.030078-0.043102i,0.018075-0.010438i,0.0079504-0.00056202i,-0.0046418+0.0017473i,-0.0034119+0.010499i,0.0048872+0.012657i,0.0077535+0.0026235i,0.011447-0.012399i,0.01956-0.025606i,0.02018-0.029148i,0.011778-0.015959i,0.0070485-0.00045491i,0.0039558+0.0025854i,-0.0046401+0.00099131i
-0.05401+0.14592i,-0.054107+0.24431i,-0.020304+0.22028i,-0.028809+0.091749i,-0.094737+0.021379i,-0.11422+0.029994i,-0.086144+0.02683i,-0.088567+0.010858i,-0.096655+0.012694i,-0.070872+0.0072902i,-0.034828-0.0088735i,-0.011835-0.014566i,-0.0046384-0.011985i,-0.0041064-0.0073556i,-0.0036697+0.00080211i,-0.0021755+0.015109i,-0.0043799+0.032309i,-0.012075+0.040058i,-0.012773+0.031309i,-0.0049333+0.012345i,-0.0023515-0.00071806i,-0.0046036+0.00084411i,-0.0024081+0.0058163i
-0.010236-0.14476i,-0.053478-0.2293i,-0.085424-0.19054i,-0.049993-0.048935i,0.023137+0.057652i,0.043405+0.075921i,0.02105+0.073745i,0.021257+0.0775i,0.02515+0.065088i,0.0087727+0.043536i,-0.0094786+0.027321i,-0.019843+0.018428i,-0.020301+0.017346i,-0.0048609+0.018848i,0.016611+0.0098861i,0.030363-0.01119i,0.039726-0.033438i,0.044973-0.046285i,0.03468-0.046987i,0.011394-0.03592i,-0.0043119-0.017887i,-0.004062-0.0049682i,0.0013728-0.00020393i
0.072871+0.13239i,0.13758+0.19355i,0.15845+0.14069i,0.089106+0.00082938i,0.0037733-0.08591i,-0.010486-0.079267i,0.012899-0.053835i,0.023053-0.05203i,0.021706-0.050675i,0.020496-0.035705i,0.019558-0.024102i,0.014349-0.014809i,0.008269-0.0028162i,-0.00012581+0.00083098i,-0.012486+0.0032183i,-0.020484+0.012666i,-0.026388+0.022261i,-0.031976+0.025783i,-0.028752+0.023391i,-0.018198+0.017225i,-0.0086556+0.0079595i,-0.0036827+0.0031344i,-0.0016215+0.0057498i
-0.10723-0.08915i,-0.19421-0.12207i,-0.21004-0.048816i,-0.11846+0.089947i,-0.016181+0.16313i,0.015929+0.15325i,0.0094796+0.11038i,-0.0096091+0.083747i,-0.014313+0.080406i,-0.0014496+0.06364i,-0.0007627+0.036628i,-0.0029339+0.019008i,0.0025368+0.0073983i,0.0074674+0.003483i,0.012824+0.00042593i,0.016356-0.0081705i,0.019243-0.016661i,0.02339-0.019883i,0.020888-0.01666i,0.012344-0.0096692i,0.0071688-0.0023919i,0.0074996-0.0025409i,0.0071542-0.0086052i
0.12327+0.043641i,0.22819+0.042623i,0.23744-0.024733i,0.14448-0.11929i,0.07329-0.17182i,0.061051-0.17591i,0.061809-0.14281i,0.07341-0.10894i,0.082007-0.09943i,0.066997-0.074767i,0.051817-0.037461i,0.03992-0.021509i,0.025854-0.016841i,0.012415-0.011526i,-0.0011587-0.0018302i,-0.01076+0.010074i,-0.01751+0.015237i,-0.024133+0.019498i,-0.021719+0.024109i,-0.0061159+0.020734i,0.0066633+0.0094649i,0.0044941+0.00051991i,-0.0012281+0.0011575i
-0.13289+0.010907i,-0.22612+0.053045i,-0.21709+0.10556i,-0.12935+0.13666i,-0.085868+0.1543i,-0.0843+0.14855i,-0.083034+0.10811i,-0.10118+0.070771i,-0.11504+0.060439i,-0.091734+0.040365i,-0.061194+0.0094909i,-0.043374-0.0064882i,-0.035755-0.014389i,-0.029314-0.015372i,-0.01701-0.01252i,-0.0074793-0.012643i,0.0017519-0.0070475i,0.01591-0.0001013i,0.023095-0.0033952i,0.014437-0.011452i,0.0018153-0.012608i,0.00020905-0.010294i,0.0038947-0.014864i
0.10956-0.055758i,0.17749-0.12666i,0.16717-0.16774i,0.10832-0.15983i,0.082891-0.14945i,0.066505-0.13607i,0.043838-0.085641i,0.061433-0.041087i,0.076682-0.031493i,0.053864-0.013601i,0.034317+0.014675i,0.024852+0.025214i,0.015455+0.025135i,0.013761+0.026125i,0.015934+0.02674i,0.015278+0.023127i,0.0078535+0.011232i,-0.0073228-0.0061854i,-0.020892-0.011119i,-0.021135-0.00032632i,-0.013811+0.0063356i,-0.014041+0.0055107i,-0.017734+0.0087583i
-0.084577+0.094923i,-0.12706+0.17385i,-0.1114+0.20236i,-0.079167+0.15468i,-0.091348+0.10706i,-0.096335+0.10264i,-0.07817+0.077126i,-0.091012+0.039973i,-0.099733+0.02907i,-0.073278+0.013136i,-0.046021-0.007442i,-0.029632-0.012049i,-0.021885-0.008104i,-0.018997-0.0065521i,-0.013048-0.009407i,-0.0062926-0.0094302i,0.0010507-0.00038056i,0.009724+0.009398i,0.013814+0.0061168i,0.0092712-0.005247i,0.0034652-0.007088i,0.006649-0.0012652i,0.010818-0.0018401i
0.044158-0.10718i,0.057516-0.19257i,0.031075-0.19583i,0.019348-0.10218i,0.058374-0.032246i,0.064932-0.027641i,0.039911-0.011075i,0.049645+0.021177i,0.059643+0.03177i,0.043761+0.038132i,0.032177+0.042348i,0.030632+0.036139i,0.034502+0.029728i,0.036689+0.020868i,0.032215+0.009658i,0.027814-0.0022085i,0.018557-0.019067i,-0.00059686-0.028707i,-0.017229-0.019538i,-0.019198-0.0019444i,-0.011998+0.0052798i,-0.0097822+0.0037356i,-0.010422+0.0083617i
-0.0045427+0.11288i,0.015059+0.19912i,0.043301+0.1806i,0.024726+0.06418i,-0.025699-0.0033596i,-0.022664-4.33e-05i,0.0078607-0.011153i,0.0040372-0.037171i,-0.00092514-0.0428i,0.0077313-0.043833i,0.0002177-0.047071i,-0.014625-0.043925i,-0.022766-0.03547i,-0.026722-0.02313i,-0.031897-0.012783i,-0.035862-0.0026327i,-0.027079+0.013565i,-0.0046099+0.025725i,0.015322+0.019911i,0.018537+0.0015899i,0.013411-0.0066978i,0.014424-0.0041244i,0.015432-0.0066768i
-0.034809-0.095406i,-0.084636-0.16072i,-0.10653-0.12814i,-0.057959-0.010951i,0.0084845+0.061604i,0.015966+0.054023i,-0.0072004+0.041962i,-0.012008+0.045957i,-0.014181+0.045523i,-0.014791+0.041449i,-0.006677+0.033503i,-0.0009034+0.021931i,0.0048758+0.013346i,0.011179+0.0095954i,0.016001+0.0090403i,0.0205+0.0060463i,0.018736-0.0046163i,0.0075672-0.013211i,-0.0047444-0.0079028i,-0.0070193+0.0025605i,-0.0050249+0.0043816i,-0.0072536-0.0013017i,-0.0076162-0.002375i
0.057295+0.078362i,0.12432+0.1189i,0.15253+0.07802i,0.10369-0.03461i,0.039534-0.10951i,0.031817-0.10248i,0.045577-0.075367i,0.044618-0.065881i,0.04141-0.063819i,0.03359-0.055854i,0.018779-0.040178i,0.0015125-0.027159i,-0.014087-0.017821i,-0.018934-0.0042782i,-0.012383+0.0094401i,-0.0058653+0.017928i,-0.0020792+0.02389i,0.0056039+0.023596i,0.012984+0.0098465i,0.012174-0.007629i,0.0071666-0.013778i,0.0058312-0.010129i,0.0046216-0.0073271i
-0.081309-0.050142i,-0.15664-0.068737i,-0.18347-0.013854i,-0.12684+0.087846i,-0.067808+0.1399i,-0.065762+0.12425i,-0.076923+0.089515i,-0.080196+0.067819i,-0.078512+0.060197i,-0.057767+0.04874i,-0.027146+0.029801i,-0.0040124+0.019014i,0.0073282+0.015187i,0.011977+0.0070232i,0.014983-0.0040473i,0.01836-0.013421i,0.018899-0.018558i,0.010002-0.019631i,-0.0040068-0.012432i,-0.010712+0.0012561i,-0.0097325+0.0062765i,-0.008047+0.0023936i,-0.0039499+0.0012965i
0.088129+0.024684i,0.16795+0.021137i,0.18796-0.035577i,0.12962-0.11588i,0.079823-0.15104i,0.065844-0.13697i,0.054871-0.093359i,0.054978-0.050188i,0.056937-0.033936i,0.038027-0.021564i,0.02002-0.0017196i,0.012378+0.004986i,0.0039933+0.003964i,-0.00031143+0.0080338i,0.0012121+0.009364i,-0.00058837+0.0056871i,-0.0044311+0.0027937i,-0.0060956-0.00069636i,-0.0063368-0.0060576i,-0.0041434-0.008641i,-0.0020137-0.0056592i,-0.0022985-4.7001e-05i,-0.0043666+0.00013823i
-0.0875+0.0069627i,-0.16292+0.036877i,-0.17834+0.086128i,-0.13514+0.13042i,-0.10799+0.15754i,-0.094479+0.15406i,-0.071137+0.11184i,-0.06577+0.064123i,-0.060791+0.048759i,-0.031887+0.037731i,-0.0082984+0.013543i,0.00034686+0.002058i,0.0047288+0.0008363i,0.0017255-0.0060799i,-0.0090792-0.012805i,-0.015943-0.011114i,-0.016132-0.0045971i,-0.011038+0.0049546i,-0.0027616+0.013571i,0.0031609+0.015206i,0.0075696+0.0097137i,0.0097483+0.0028458i,0.007853+0.00085529i
0.067469-0.029844i,0.12799-0.076016i,0.14204-0.11341i,0.11784-0.12571i,0.10563-0.13237i,0.088698-0.12845i,0.055607-0.088215i,0.046371-0.043411i,0.040133-0.027749i,0.013804-0.013626i,-0.002977+0.0061317i,-0.0027889+0.0070556i,0.00048014-0.00094975i,0.0032358+0.002925i,0.0083176+0.0090081i,0.012064+0.0060201i,0.010791-0.0010068i,0.0065652-0.0087907i,0.00037951-0.013569i,-0.0039674-0.012712i,-0.0066961-0.0081804i,-0.0091857-0.00026243i,-0.0099458+0.0042559i
-0.058962+0.049421i,-0.099604+0.10213i,-0.10458+0.13564i,-0.090746+0.12768i,-0.092055+0.11757i,-0.067759+0.12146i,-0.022674+0.089895i,-0.013083+0.042897i,-0.0091992+0.025866i,0.012077+0.010425i,0.015559-0.010658i,0.0002287-0.0146i,-0.011632-0.0090236i,-0.016942-0.0057859i,-0.021111-0.00033459i,-0.021802+0.010686i,-0.015883+0.02079i,-0.0060061+0.02812i,0.0027614+0.02742i,0.0036811+0.015089i,0.0044742+0.0032765i,0.010291-0.0044878i,0.012924-0.0068584i
0.039277-0.054897i,0.063902-0.11183i,0.060648-0.12758i,0.063207-0.090937i,0.086764-0.075324i,0.059931-0.09475i,0.0058805-0.079145i,-0.0063414-0.043426i,-0.014633-0.033669i,-0.035174-0.019129i,-0.03174+0.0017879i,-0.015942+0.0054528i,-0.0081292+0.0040865i,0.00047144+0.0085592i,0.01872+0.0086611i,0.03591-0.0050664i,0.035906-0.023274i,0.022735-0.034668i,0.0077552-0.033622i,-0.0026668-0.020425i,-0.0096079-0.0047709i,-0.015184+0.0060676i,-0.013128+0.0080071i
-0.028501+0.060512i,-0.035423+0.11773i,-0.027735+0.11881i,-0.042422+0.0579i,-0.068801+0.037217i,-0.037088+0.063331i,0.01076+0.05922i,0.013011+0.038606i,0.018667+0.036422i,0.039549+0.020893i,0.035943+0.0011731i,0.01801+0.0031155i,0.0065166+0.010965i,0.0015528+0.010444i,-0.0090417+0.0086417i,-0.023321+0.019543i,-0.023048+0.035305i,-0.012668+0.04022i,-0.0049344+0.031337i,0.00097742+0.014413i,0.0061914-0.0022937i,0.0093412-0.014662i,0.0090042-0.017322i
-0.00041497-0.058263i,-0.013484-0.10685i,-0.024136-0.088294i,0.0081631-0.014469i,0.044167+0.0086628i,0.0089502-0.029151i,-0.039772-0.040176i,-0.0374-0.031278i,-0.038999-0.033845i,-0.050873-0.01807i,-0.032668-0.0014933i,-0.006336-0.0071274i,0.0049835-0.012282i,0.01158-0.0091349i,0.022268-0.01271i,0.032482-0.031274i,0.032769-0.050769i,0.025266-0.05491i,0.016325-0.04073i,0.0096649-0.018129i,0.0033923+0.00093879i,-0.0046107+0.013852i,-0.0067543+0.015152i
0.0088309+0.049937i,0.03611+0.086023i,0.051462+0.057153i,0.013978-0.024555i,-0.03113-0.047337i,-0.0017572-0.00047658i,0.037373+0.021134i,0.025834+0.027385i,0.025208+0.043173i,0.03903+0.032599i,0.027313+0.015152i,0.011933+0.015748i,0.0080087+0.013222i,0.0014677+0.0030446i,-0.015418+0.0036008i,-0.03408+0.022849i,-0.039215+0.045082i,-0.030989+0.047056i,-0.020412+0.02835i,-0.013616+0.0074097i,-0.0056741-0.008131i,0.0032624-0.01927i,0.0028709-0.02171i
-0.023926-0.04664i,-0.061274-0.069931i,-0.084403-0.024268i,-0.045571+0.071353i,0.0015125+0.097554i,-0.024451+0.050141i,-0.050619+0.022299i,-0.02268+0.0020322i,-0.012776-0.02486i,-0.024666-0.020254i,-0.014625-0.010752i,-0.0049201-0.0199i,-0.0086692-0.023124i,-0.0072752-0.013515i,0.0066901-0.0096744i,0.022991-0.025535i,0.026939-0.047461i,0.019598-0.049145i,0.013245-0.02879i,0.010056-0.0060952i,0.0075838+0.01034i,0.0039675+0.021444i,0.0011083+0.022991i
0.0285+0.035967i,0.073258+0.050074i,0.098657-0.006946i,0.058599-0.1059i,0.014908-0.12689i,0.039442-0.073498i,0.056651-0.040156i,0.017832-0.015576i,-0.00088976+0.017212i,0.006167+0.019401i,-0.0025086+0.01462i,-0.0076569+0.024241i,-0.0017311+0.024318i,-0.0048828+0.01456i,-0.017791+0.015213i,-0.030183+0.034758i,-0.034868+0.056587i,-0.030726+0.057425i,-0.02487+0.036178i,-0.021491+0.010585i,-0.016391-0.0087421i,-0.0094773-0.018724i,-0.0052817-0.018049i
-0.041504-0.02824i,-0.092707-0.029822i,-0.12081+0.035827i,-0.080275+0.13596i,-0.032676+0.16126i,-0.044194+0.11292i,-0.048157+0.078874i,-0.0063168+0.049023i,0.013686+0.0096678i,0.0085843-0.001776i,0.015051-0.0051998i,0.010829-0.017541i,-0.0049337-0.014765i,-0.0042844+0.0011178i,0.016348+0.0044519i,0.037181-0.015144i,0.04248-0.037107i,0.037662-0.036768i,0.030415-0.01911i,0.022936-0.00053363i,0.015375+0.012214i,0.0099752+0.019246i,0.0085147+0.01946i
