4.5915e-05-0.00054708i,0.00039732-0.001075i,0.00026215-0.0010874i,-0.0010899-0.00099715i,-0.0018864+0.00053604i,-0.002222+0.0010662i,-0.00078108+0.00048998i,0.0012397+0.0010487i,0.0015943+0.0014634i,0.001183+0.00076306i,-0.00014061+0.00058686i,-4.7951e-05+0.00033315i,0.0004653+9.4265e-05i,-0.00027609+0.00032391i,-0.00023558+0.00036758i,0.0003883+0.00080676i,-0.0005881+0.00084149i,-0.001374+0.00028712i,-0.0004677+0.00040678i,0.00024381+0.00079399i,0.00027129+0.00052739i,-0.00033592+0.00012535i,-0.0010792+0.00029942i
0.0011947-0.00015472i,0.00078553+0.00022565i,0.00048392+0.0002332i,-0.00048064+0.00044441i,-0.0012456+0.00091633i,-0.0012542+0.0014545i,-0.00087057+0.00080136i,-0.0001014+0.00011736i,0.00062302+0.00028177i,0.00020159-2.0833e-05i,-0.00015066-0.00020282i,-0.00023143-0.0001944i,-0.00072848-0.00023379i,-0.00020349+0.00035596i,0.00060041+0.00035976i,0.00021501-0.00032801i,-4.4739e-05-0.00031331i,0.00064832-0.00052528i,0.0007527-0.00077371i,0.00041345-0.00037076i,0.00040664+0.00010226i,0.00052916+0.00050793i,0.00064876+0.00015672i
0.00056936-5.3714e-05i,0.0011937+0.00022878i,0.0014025+0.0014918i,0.0025976+0.0025604i,0.0033289+0.0014531i,0.0021491-0.00052518i,-7.5463e-05-0.0013351i,-0.0014964-0.0010572i,-0.0014931-0.00042545i,-0.00062886+0.00010504i,5.7374e-05+0.00054617i,-0.00014983+0.00084655i,-0.00039736+0.00058211i,0.00020542-0.00064566i,0.00041455-0.00080105i,-0.0004502-0.00036568i,-0.0010214-0.00043227i,-0.0003332-0.0010819i,-0.00030254-0.0009082i,-0.00063171-0.00029917i,-0.00056963-7.217e-05i,-0.00043576-3.9771e-05i,7.8561e-05-0.00011667i
0.0007652+0.0025396i,0.00043877+0.0026532i,0.00040483+0.0019499i,0.00088724+0.001551i,0.0010522+0.00036024i,0.00053039-0.0019005i,-0.00045699-0.0015801i,-0.00048005-0.00045227i,-0.00015489-0.00053247i,-0.00074398-0.00057675i,-0.00084807-0.00010975i,-7.1808e-05+0.00034014i,-0.00050354+0.00089667i,-0.0010309+0.001027i,-0.00067582+0.0004831i,-0.00031208+0.00017912i,0.00012316+0.00035735i,-8.208e-05+0.00098588i,-0.00018735+0.0010259i,0.00013593+0.00029402i,0.00066748+0.00029797i,0.0010482+0.00029437i,0.0007867-0.00029204i
-0.002095+0.00011113i,-0.0023052+0.0011451i,-0.002241+0.0016035i,-0.0014769+0.0012148i,-0.0011734+0.00094775i,-0.0014345+0.00018455i,-0.0013474-0.00014667i,-0.00080362-2.4288e-05i,-0.00019452-0.0001657i,-0.0004694-9.2974e-05i,-0.00033532+4.6505e-05i,0.00030143+9.821e-05i,-0.00043268+0.00048137i,-0.00082286+0.00073051i,-0.00043373+0.00082376i,-0.00017982+0.00021761i,8.2677e-05+5.6094e-05i,0.00041794+0.00022445i,0.00012293+0.0002905i,-0.00041348+0.00088386i,-0.00015116+0.00073222i,0.00045143-0.00013788i,0.00042579-0.0008177i
-0.00037737+0.0021532i,0.00051071+0.0013881i,0.0022626+0.0008224i,0.0037735+0.00070422i,0.0034484+2.9986e-05i,0.0014554-0.00098037i,-4.5995e-06-0.001028i,-0.00022505-0.00032725i,0.00022682-4.7792e-05i,0.00030615+0.00015982i,-0.00053884+0.00021402i,-0.00051792+4.6377e-05i,0.0001535-5.8613e-05i,-2.3335e-05+0.00042108i,0.00028659+0.00020254i,0.00050502-4.5616e-05i,-7.8538e-05+0.00042187i,-0.00016632-1.4025e-05i,0.00030248-0.00026636i,-0.00010888+0.00045394i,-0.00058041+2.3617e-06i,-4.0205e-05-0.00028367i,0.00031104+0.00019062i
-0.0029926-0.00095651i,-0.0033804-0.00044866i,-0.0018728+0.00091859i,-0.00054263+0.0012715i,-0.00083386+0.00090261i,-0.0017096+0.001339i,-0.00087157+0.0017157i,-0.00011534+0.0010857i,-0.00027754-0.00016438i,-0.00026815-0.00044219i,3.2652e-05+0.00082971i,0.00035439+0.0011636i,0.00077678+0.00080757i,0.00057994+0.0008029i,0.00039178-1.7809e-05i,0.00055063-0.00037977i,0.00011468-0.00033546i,-0.00017977-0.00059323i,3.0004e-05-0.00059331i,9.8131e-05-0.00016373i,-0.00027503-0.00020839i,-0.00036012-0.00031234i,-0.00044537+5.9964e-06i
0.00070299-0.0025288i,0.0005697-0.0013577i,0.00072453-0.00028562i,-0.00037849+3.0218e-05i,-0.00091183-0.0011644i,-0.00021211-0.0013696i,3.3221e-06-0.00074969i,0.00067295-5.9861e-05i,0.0013198+0.00062442i,0.0010992+0.00056989i,0.00059439+0.00013395i,0.0002721-0.00034419i,0.00060581+0.00044914i,0.00051239+0.00053394i,0.00012107-4.2936e-05i,-8.3303e-06+0.00027217i,0.00018316+0.0010527i,-0.00017181+0.0010274i,-0.0010599+0.0004394i,-0.00097109-0.00023607i,-0.00051286-0.00094398i,-0.00070312-0.00034999i,-0.0004346+0.00011882i
0.00042358-0.0013675i,0.0010197-0.0021723i,0.0012162-0.00087639i,0.0019202+0.00073615i,0.0027849+0.00016666i,0.0014368-0.0010705i,-0.00084295-0.0016155i,-0.0016141-0.0004846i,-0.00092922+0.00039326i,-0.0003632-0.00024738i,9.1007e-05-0.00025534i,7.3283e-06+3.723e-05i,-0.00058939-0.00012521i,-0.00028573-0.00043267i,-0.0003387-0.00048076i,-0.00069376+0.00010234i,0.00011898+0.00034327i,0.0005863+0.0009744i,0.00016364+0.00058951i,0.0002793-0.00017848i,7.8299e-05-0.00044085i,-8.9206e-05-0.0010462i,0.00024968-0.00086311i
0.00097438-0.00010658i,0.0019312+0.002005i,0.0022879+0.0031149i,0.0016608+0.0031434i,0.00076604+0.002527i,-0.00050051+0.0013062i,-0.00098321+0.00034768i,-0.00076734+9.0632e-05i,-0.00033948+0.00047724i,-0.00018832+0.00057874i,-0.00024419+0.00018174i,-0.00039074+1.9565e-06i,-0.00072924-6.5848e-05i,-0.0010427+0.00016398i,-0.00049633+0.00048176i,0.00024629+0.00057798i,-8.8205e-05+0.00012961i,-0.0003158-0.00026416i,0.00042588+1.6418e-06i,-2.5965e-05+0.00013443i,-0.00095647-4.0951e-05i,-0.00030542-0.00012947i,-7.4088e-05+0.0003159i
0.0014071-0.00090675i,0.0017797-0.00010869i,0.00090127-0.00034653i,-0.00027921-0.00030647i,-0.0012473+0.00054278i,-0.0016839+0.0012457i,-0.0016044+0.0011365i,-0.00056274+0.0001452i,0.00021579-0.00028072i,-0.00031049-0.00055644i,-0.00057917-0.0003585i,-0.00079032+0.0013536i,-0.00044398+0.001863i,0.00050945+0.0013244i,5.0832e-05+0.00066602i,-0.0002517+0.00028208i,-2.1146e-05+3.6033e-05i,7.117e-06-0.0005025i,0.00029644-0.00065182i,0.00067799-3.3831e-05i,0.00036093+7.962e-05i,0.00020022-1.5173e-05i,0.00024835+0.00016548i
-0.00017466-4.1498e-05i,-0.0019201-0.0010667i,-0.0019701-0.00090018i,-0.0010005-0.00028541i,-0.0005962-0.0005632i,-0.00069482-0.00081213i,-0.0011755-0.00037373i,-0.0012221+0.00025425i,-0.00053869+0.00023807i,-0.00019247+0.00057419i,-0.00021087+0.0006861i,-0.00055676+8.1712e-05i,-0.00045955-0.00018135i,-0.00075869+0.00034315i,-0.00074957+0.00010172i,-0.00084929-0.00034292i,-0.00096521-0.00055834i,-0.00041594-0.0005501i,-0.00020294-0.00028544i,-0.0003835-0.0005133i,-0.00021841-0.0010341i,-0.00027712-0.00042547i,-2.8041e-05-7.9059e-06i
7.3045e-05-0.00032256i,0.0011746+0.00093406i,0.0017546+0.0023977i,0.0015024+0.0024442i,0.0013489+0.0015537i,0.00074891+0.00041378i,-0.00048968-0.00045085i,-0.0010001-0.00026355i,-0.00061828+0.00029797i,-0.00021878+0.00029253i,0.00016269+0.00017308i,0.00032169+0.00027303i,0.00021728+0.00069874i,0.0001235+0.00055042i,0.00026048+0.00021713i,0.00017925+0.0001629i,0.00040662+0.00029117i,0.00097231-0.00012349i,0.00071138-0.00068319i,0.00055413-0.00070349i,0.00050372-0.00075842i,-0.00017878-0.0007377i,-0.00070553-0.00035729i
0.00012863-0.00011343i,-0.0010229+0.0010525i,-0.00072873+0.0026415i,0.0013847+0.0024672i,0.0022195+0.00090157i,0.0015182-0.00039598i,0.00072177-0.0010134i,0.00056787+0.00010209i,0.00079658+0.00079707i,0.00075237+0.00025575i,0.00038107-0.00014242i,0.00018598-0.00050312i,-9.5685e-05-0.00058934i,-8.1132e-05+0.00033203i,-0.00010586+0.00085716i,0.00024722+0.00028205i,0.00029446+7.0447e-05i,0.00018763-0.00058427i,0.00042819-0.0014185i,0.00030414-0.0008924i,-0.00027887-0.00047108i,-0.0011395-0.00049981i,-0.00027507-0.00044337i
0.0011098+0.00041467i,0.00078419+0.00086488i,0.00076211+0.00077611i,0.0017385+0.00067798i,0.0006544+0.00043742i,-0.00071258-0.00071358i,-0.00094255-0.0011592i,-0.00074224-0.0006838i,-0.00028826-0.00083575i,-0.0003076-0.00034474i,-0.0005764+0.00038719i,-0.00042067+0.00041417i,-9.7647e-05+0.00065187i,0.00064663+0.00059699i,0.00069154+0.00020484i,3.7718e-05-0.00015184i,0.00010278+0.00016696i,0.00046662+0.00063676i,0.00066157+0.00025711i,0.00078564-9.8251e-05i,0.00086734+0.00030352i,0.00018294+4.2646e-05i,-0.0011623-0.0003269i
-0.0023849-0.00029848i,-0.0022503+0.0002388i,-0.00075863+0.000688i,-1.5174e-05+0.0014455i,-0.00017766+0.001303i,-2.6059e-05+0.00017641i,1.1447e-05-0.00066912i,1.6219e-05-0.0010743i,0.00010545-0.00016834i,-3.4753e-05+0.00093812i,-0.00012798+0.0008231i,-0.00044478+0.00053699i,-0.00039502-0.00017324i,-0.00040566-0.0013827i,6.4524e-05-0.00058211i,0.00042248+0.0007763i,0.00066959+0.0010825i,0.001083+0.0010702i,0.00029506+0.0009818i,-0.00010158+0.00013401i,0.00014471-0.00032046i,-0.00041376-0.00030408i,-0.0012096-0.00019865i
-0.0013309-0.0011505i,-0.0019132-0.00034505i,-0.00095629+0.0013125i,-0.00013648+0.0021648i,-0.00099854+0.0012388i,-0.0015799+0.00065104i,-0.00092184+0.00031168i,-0.0012767-0.00047724i,-0.00071322-0.00061973i,-0.0005806-0.00084045i,-0.00097197-0.00082622i,-0.00050608-0.00048114i,-0.00072565-0.00026387i,-0.00055355+6.7313e-05i,-0.0003754+3.7927e-05i,-0.00070037+0.00053583i,-0.00017939+0.00064319i,0.00048907+0.0001745i,0.00029975+6.4255e-05i,-0.00060711-0.00027857i,-0.00052728-0.0002838i,-0.00026721+0.00018077i,-0.00049961+0.00037359i
-0.0011454-0.0012861i,-0.0026078-0.0011817i,-0.0019378-0.00085536i,-0.0011145-0.0012836i,-0.0014726-0.0015422i,-0.002841-0.0010202i,-0.0026526-0.00059098i,-0.00034544+7.8226e-05i,0.00089277-1.6737e-05i,0.00051578-3.0497e-06i,0.00017583-8.8013e-07i,9.1658e-07-0.0010933i,-0.00056238-0.0014975i,-0.0015738-0.0010445i,-0.0011457-0.00015408i,-0.0001344+0.00026118i,-0.00017435-1.7324e-05i,-0.00028693-0.001133i,0.0002543-0.0014449i,6.8025e-06-0.00047174i,0.00017288+0.00015076i,0.00020808+0.0002932i,-0.00022131-0.00011426i
0.0013005-0.0022435i,0.0014203-0.0024285i,0.00076814-0.0017182i,0.00093706-2.4626e-05i,0.00099176-0.00019047i,0.000928-0.00051946i,0.0011877-0.00029221i,0.00057858-0.00067883i,-0.00017954-0.0021122i,0.00016481-0.0023942i,7.1434e-05-0.00092986i,-0.00021869+0.00036723i,-0.00026864+0.00054729i,9.6399e-06-1.6738e-05i,0.00071117+9.5246e-05i,0.00042679+0.00010004i,-0.00016038-0.00015771i,0.0001422+0.00030882i,0.00013174+0.00038694i,0.00013212+6.6516e-05i,2.7144e-05+0.00041619i,-0.00011428-6.2873e-05i,0.00017049-0.00082525i
0.00069181+0.00040271i,0.0015435+0.00029941i,0.00044184+0.0004203i,0.00014427+0.0013268i,0.0011835+0.0019093i,0.0020437+0.0010811i,0.0017181+0.00097427i,0.00032402+0.0010507i,-0.00061957+0.0011929i,-0.00083213+0.0010013i,-0.00092464+0.00021955i,-0.00058222-2.9928e-05i,-7.9565e-05+0.00065024i,-0.00014613+0.00097078i,5.7604e-05+0.00032645i,0.00032762-0.0002591i,0.00026014-0.00012849i,-7.1534e-07+0.00038229i,-0.00035133+0.00050876i,-0.00051217+0.00037054i,-0.00046984+0.00021514i,0.00012492-0.00010814i,0.00037414+2.341e-05i
0.0021728-0.0029496i,0.0015807-0.0022903i,0.00027398-0.0026973i,-0.0019857-0.0013208i,-0.0041051+0.00054875i,-0.0036778+0.0020015i,-0.0014995+0.0022751i,0.00011432+0.0015661i,0.00069115+8.0271e-05i,0.00022398-0.00091169i,-0.00063545-0.0007546i,-0.00040137-0.00025141i,0.0010077+0.00048239i,0.0017273+0.0009816i,0.0010579+0.001982i,0.00066416+0.0024923i,0.00062405+0.0013494i,0.00020742+0.00036813i,0.00057241+8.5682e-05i,0.00044036+0.00028981i,8.2029e-05-0.00046838i,7.0143e-05-0.0011383i,-0.00055444-5.9725e-05i
0.00066349-0.0085163i,-0.0021739-0.0092676i,-0.0054803-0.0078948i,-0.0059269-0.0030765i,-0.0057305+0.00027701i,-0.0030103+0.0019681i,-0.00048056+0.0018025i,0.00019723+0.00022797i,9.9559e-05-0.00065373i,-0.0011487+0.00088147i,-0.0011918+0.0022122i,0.0003455+0.0010528i,0.0016182+0.0012701i,0.0024431+0.0027825i,0.0016278+0.0032813i,0.00075115+0.0025317i,0.00038019+0.00082197i,4.3554e-05-0.0006129i,0.0004881-0.00093997i,0.00085143-0.00072548i,0.00044126-0.00076051i,-4.8518e-05-0.00094155i,9.0595e-05-0.00076683i
-0.00028931+0.0037582i,0.00027115+0.0054423i,0.0024819+0.0074747i,0.0042033+0.0053644i,0.005004+0.0015197i,0.0032414-0.0017364i,0.00073279-0.0018854i,-0.00039454-0.00053383i,-2.1754e-06+0.00015287i,0.00094202-0.00040988i,0.00022813-0.0014566i,-0.00044807-0.00087422i,-0.00068782-0.00046621i,-0.0013865-0.0023101i,-0.0010304-0.0027556i,-0.00024934-0.0011867i,0.00054016+0.00018889i,0.0010574+0.00089723i,0.0002804+0.0010132i,-0.00090988+0.00013608i,2.0622e-06-7.8069e-05i,0.001113+0.0002296i,0.00098129-0.00037521i
-0.00096281+0.0013943i,-7.4173e-06+0.0015433i,0.0009908+0.0027579i,0.001458+0.0028325i,0.0013059+0.0020872i,0.0007895+0.0012752i,0.00020399+0.00057523i,-0.00081171-7.5013e-05i,-0.0009772-0.00013679i,0.00043859-0.00033492i,0.00063222-0.00044297i,0.00039944-0.00025067i,0.00077005-0.00048196i,0.00010035-0.0014151i,-0.00010984-0.0015264i,0.00028756-0.00039471i,-0.00018518+0.00049042i,-0.00025975+0.00037975i,-0.00040198+0.00032807i,-0.00048199+0.00028535i,-4.1513e-05+0.00036018i,0.00050745+0.00097264i,0.00087444+0.00098147i
0.00013207+0.0010301i,-0.00066258+0.00097251i,0.00021917+0.0013105i,6.1896e-06+0.0012781i,-3.2946e-05+0.001524i,0.00014755+0.0013784i,2.3765e-05+0.0012141i,-0.00073481+0.00088951i,-0.0013412+0.00026177i,-0.0014468-0.00013013i,-0.0017223-0.00025969i,-0.0010845+0.00023845i,-0.00031169+0.00052798i,-0.0005834+0.0004615i,-0.00091032-9.3552e-05i,-0.0014018-0.00044073i,-0.0014461-0.00028126i,-0.00089729-0.00028351i,-0.00050919+0.0001585i,1.4445e-05+0.00063759i,0.00033993+0.00055927i,0.00032388+0.00037302i,0.00074556+0.00032311i
-0.00090817+0.0011252i,-0.00046713+0.0018613i,-2.2179e-05+0.0025771i,0.00067193+0.0020788i,0.0017343+0.00081283i,0.0016143-0.00028481i,0.00035758-0.00084596i,-0.0002023-0.00074518i,-0.00052588-0.00043215i,-0.00023052+2.1485e-05i,0.00041001+4.2811e-05i,0.001046-0.00022725i,0.00090736-0.00013836i,0.00056994-0.00058752i,0.0010548-0.00047533i,0.00054094+0.00050966i,0.0001317+0.00022198i,-5.8359e-05-0.00026518i,-0.00029414-0.00099675i,-0.00022136-0.00091363i,0.00012842-8.0128e-05i,-1.0894e-05+0.00026098i,-0.00016887+0.00058315i
-0.0017774+0.0010404i,-0.0014915+0.0010653i,-0.00048359+0.0017562i,0.0005225+0.0010871i,0.0011851+0.00028424i,0.00056198-0.00056532i,-0.00092739-0.00066833i,-0.00072576-0.00067292i,0.00038243-0.0011663i,0.00035103-0.0009704i,0.00046789-3.8356e-05i,0.00034501+7.7248e-05i,9.4414e-06-0.00010673i,0.00052738-0.00015749i,0.00020986-0.00045799i,0.00033348-0.00013587i,0.0012895+0.0003248i,0.0013447+0.00052301i,0.00031268+0.00020729i,-0.00033706-0.0008968i,-0.00071497-0.0015708i,-0.0012375-0.0011042i,-0.0009066+0.00020356i
-0.00068277+0.0013205i,-0.00093961+9.3015e-05i,-0.00061428+0.00075265i,0.00059756+0.001802i,0.0014916+0.0016092i,0.0011554+0.00037209i,9.4473e-05-7.701e-06i,4.2767e-05-0.00010012i,0.00058447-0.00055248i,0.00089379-0.00046145i,0.0004483-0.00032368i,-0.000213-0.00029397i,0.00015668-0.000727i,0.00077215-0.0010075i,0.0007799-0.00067832i,0.00070604-5.6514e-05i,0.0005536+0.00078751i,0.00032298+0.0011067i,0.00066054+0.00054366i,0.00016958-0.00033925i,-0.00020513-0.00036026i,0.00029801+0.00079831i,0.00052091+0.0014934i
-0.00050054-0.0013275i,-0.00077244-0.0015505i,0.00042596-0.00077362i,0.0011573+0.00035958i,0.00091997+0.00020296i,-0.00015066-0.00079523i,-0.0010189-0.00055352i,-0.0003041+0.00014304i,0.00048122+0.00028271i,0.00091387+0.00030601i,0.00031092+0.00063044i,-0.00065467+0.00055782i,-0.00048743-0.00056021i,-0.00023485-0.001155i,-0.00012598-0.00034732i,9.6179e-05-0.00028324i,0.00065779-0.0004162i,0.00020205-0.00032272i,0.00016447-0.00066233i,0.00070815-0.00058324i,0.00017367-0.0003645i,-0.00045734-0.00070045i,-0.00018845-0.00022006i
-0.0022634+0.0014418i,-0.00095499+0.0036657i,0.00093452+0.0050056i,0.0020928+0.003925i,0.002168+0.0024094i,0.00083183+0.00041471i,-0.00057083-0.00056527i,-0.0010745-0.00013116i,-0.00030353+5.1895e-05i,0.00038206+0.0001132i,-7.493e-05-1.8765e-05i,-3.5559e-06-0.00031038i,-5.3398e-06-0.00067453i,0.00012507-0.0004079i,4.2422e-06-2.8581e-05i,-0.00053553-0.0005848i,-0.00091328-0.00081938i,-0.00033485-0.00054889i,-0.00017908+0.00016243i,-0.00067949+0.00055389i,-0.00051167+0.00020858i,-0.00017421-0.00030657i,-8.3031e-05-0.00022071i
-0.0003546-0.00040518i,0.00037241-0.00012696i,-2.5591e-05+0.0011429i,-0.0010217+0.0014742i,-0.00048685+0.00065953i,0.00066558-5.2664e-05i,-0.00013567-0.00068466i,-0.0010277-0.00052269i,-0.00026622-0.00031596i,0.00032743+0.00062145i,-9.1261e-05+0.0010411i,-0.00033966+0.00026433i,-0.0004003+0.00050991i,-0.0009676+0.00035092i,-0.0010385-0.00062376i,-0.00044519-0.00045336i,-9.4029e-05+8.126e-05i,0.00011966-0.0006735i,0.0001222-0.0016179i,0.00014481-0.0012074i,0.00033626-5.9114e-05i,0.00084063+0.00043045i,0.00045273+0.00027103i
0.001771+0.00081592i,0.0013883+0.00072091i,-0.00030576+0.00091196i,0.00010027+0.00063623i,0.00075916+0.0003566i,-0.00040698-2.8798e-05i,-0.0011139+0.00080162i,-0.00049157+0.0017631i,0.00029718+0.00076918i,0.00035116-0.000219i,0.00028435-0.00063766i,0.00010809-0.000642i,-0.00040188-0.00021985i,-0.00094347+0.00015422i,-0.00045649+5.2975e-05i,8.5207e-05+0.00018731i,-5.9341e-05+0.00028875i,0.00016707+5.773e-05i,0.00030224-0.00031338i,-0.00013641-0.00077572i,-0.00060023-0.00076121i,-0.00025258-0.00042837i,8.3731e-05-0.00033485i
-0.0013274+6.9355e-05i,-0.0027368-0.00025733i,-0.0031728+0.00063417i,-0.0015908+0.001811i,4.4541e-05+0.0013124i,-0.00024583+1.3077e-05i,-0.00030974-0.00036826i,-8.6223e-05+3.5642e-06i,-0.00018999+0.00024694i,-8.7418e-05+0.00089035i,0.00023425+0.0012957i,0.0010033+0.0012786i,0.00065641+0.0010932i,9.2918e-05+0.00056705i,0.00056509+0.00067425i,0.00076643+0.0010769i,0.00059115+0.00054759i,0.00021194-0.000127i,0.00048868-6.9868e-05i,0.0012216-0.00033809i,0.00059617-0.00041361i,-0.00013231-4.7854e-05i,0.00011505-0.00045962i
-0.0036569+0.0012357i,-0.0019053+0.0022208i,0.00051969+0.0032357i,0.0011039+0.0023102i,0.00089794+0.00086377i,-7.6743e-05-0.0003113i,-0.00093357-0.0011853i,-0.00036685-0.00060403i,0.00020177-0.00022988i,0.00048635-0.00070235i,0.00072036-0.00082438i,0.00099588-0.0010249i,0.0012894-0.00094464i,0.0011727-0.00094091i,0.00041059-0.00085244i,-0.00046572+5.2463e-05i,-0.0007713+0.00026115i,-0.00097622-0.0002221i,-0.0011725-0.00027431i,-0.0004867-0.00057871i,0.00048452-0.00086067i,0.0010687-0.00036007i,0.0014478+5.4756e-05i
-0.00028828+0.00031507i,-0.00010788+0.0014259i,0.00018233+0.0031782i,0.001289+0.0019251i,0.0014429+0.00065665i,0.00033945-0.00084988i,-0.00046978-0.0011879i,-0.0017794-0.00036831i,-0.001536+6.1407e-05i,-0.00046584-0.00010325i,-0.00061788-0.00069301i,-0.0005081-0.00057889i,-0.00014834-0.00041943i,-0.00032914-0.00081431i,-0.00077092-0.00081336i,-0.00089961-0.00048178i,-0.00048672-0.00065981i,-6.8506e-05-0.00023908i,4.643e-05+0.000173i,-3.8433e-05-0.00012138i,0.00012379+0.00021706i,-2.2796e-05+9.1116e-05i,0.00021901-0.00020157i
0.00040699+0.0001572i,0.0007638+0.00051952i,5.6946e-05+0.0010147i,-0.00046845+0.0015992i,4.0051e-06+0.0014109i,-0.00024387+0.00082402i,-0.00059004+0.00034188i,-0.0010145-1.7333e-05i,-0.0010133-0.00058285i,-0.00032994-0.000686i,0.00020382-0.00046272i,0.00021449-0.00070681i,0.00043984-0.00020277i,0.00054737+0.0004554i,-7.6478e-05+0.0012612i,-0.00052979+0.0014143i,-0.00029987+0.00022325i,0.00012548+0.00010453i,0.0007599+0.0010939i,-0.00018211+0.00078597i,-0.0011244+0.00025156i,-0.00061467+0.00023211i,9.7957e-05+0.00012057i
-0.0026519+0.00084384i,-0.0023772+0.0013356i,-0.0017813+0.002151i,-0.00040007+0.0020653i,0.00065161+0.0014992i,0.00092114+0.00036993i,0.00036203-0.00058561i,0.00021749-0.0011353i,0.00012556-0.00082625i,-0.00020628+8.3971e-05i,-0.00047484+0.00093845i,-0.00093172+0.00073005i,-0.0012059+8.9229e-05i,-0.00088473-0.0002977i,7.671e-05-0.00056839i,0.00052113-7.7427e-05i,0.00054195+0.00053458i,3.933e-05+0.00027669i,-4.0845e-05-0.00075085i,0.00064335-0.0011792i,0.00083227+2.5216e-06i,-9.6936e-06+0.00050586i,-0.00046981+0.00030585i
-0.00044099-0.00085678i,0.00026334-0.00081735i,0.0015709+0.00024816i,0.002557+0.00017937i,0.0022892-0.001004i,0.00095473-0.0019578i,4.323e-05-0.0019644i,-0.000286-0.0013206i,-0.00075483-0.00064109i,-0.00054423+0.00026987i,7.3268e-05-2.4789e-05i,0.00044913-0.00067758i,0.00092099-0.00095711i,0.00043601-0.0011427i,3.7607e-05-0.00074888i,0.00038226-0.00042824i,0.00038123-0.00041481i,0.00014029+0.00020749i,0.00010863+0.00020643i,0.00041026-0.00067544i,0.00042336-0.00085318i,0.00010099-0.00071417i,0.0001846-0.00033009i
0.00084409+0.00035555i,-7.8063e-05+0.0018057i,-0.00035451+0.0033124i,0.00025116+0.0029754i,4.4466e-05+0.0017601i,-0.00033496+0.0011442i,-0.0010552+0.00069537i,-0.00082254+0.00079786i,-0.00055073+0.00076181i,-0.00083626-0.00025255i,-0.00049956-0.00070046i,-0.00027198-7.5507e-05i,0.00059376+0.00037535i,0.0009715+0.00028673i,0.00013515+0.00031105i,-0.00036673-9.1632e-05i,-0.00015603-0.00061032i,0.00055464-0.00040992i,0.00091258-0.00033352i,0.00063373-0.0004118i,0.00047171-0.00043697i,-3.6671e-05-0.00012151i,-0.00019913+0.0002427i
-8.4856e-05+0.0016558i,-0.0012617+0.0016963i,-0.0017723+0.001762i,-0.00030095+0.0019481i,0.0008075+0.00059418i,0.00013732-0.0010626i,-0.00045437-0.0010516i,-0.00025891-0.00058439i,0.00070454-0.00047647i,0.00077546-9.1858e-05i,0.00046336+0.00015525i,0.00073837-0.00014338i,0.00045652-0.0010622i,0.00034376-0.001298i,-2.1711e-05+6.0721e-06i,-0.00066023+0.00038537i,-0.00013927+7.2539e-05i,0.00069113-0.0002501i,0.0011349-0.00020366i,0.00030828+0.00025607i,-0.00069347+8.2458e-05i,-0.00056994+0.00055664i,-0.00069987+0.0012683i
-0.0028305-0.0023362i,-0.0033839-0.0015552i,-0.0030668-0.00037856i,-0.0023507+0.0011043i,-0.0016229+0.0018157i,-0.0010685+0.0013782i,-0.00085481+0.00064919i,-0.0011443+0.00053587i,-0.0012976+0.00044323i,-0.00094863+0.00050538i,-0.00056447+0.0010608i,-0.00027622+0.00052451i,4.0482e-05-0.00071041i,0.00050471-0.0012067i,0.00066823-0.00021125i,0.0005991+0.0006152i,0.00031331+0.00059454i,-0.0002236+0.00074467i,0.0007255+3.2286e-05i,0.0014632+0.00023463i,0.00051166+0.00033976i,-0.00030429+0.00010381i,9.4957e-05+0.00037898i
-0.00094977-0.0034034i,-0.00076496-0.00266i,0.00077412-0.00041741i,0.00075933+0.0011033i,-7.9465e-05+0.0017755i,-0.00011949+0.0018381i,0.00025199+0.001113i,-2.4557e-05+0.00038318i,-0.00030633-8.1299e-05i,-0.00044463+7.7081e-05i,-0.00041235+0.0005968i,-0.00070576+0.00094991i,-0.00044143+0.0012115i,0.00067355+0.0014195i,0.0010709+0.0010457i,0.00050866+0.00073138i,0.00059299+0.00096221i,0.0012395+0.0010141i,0.00070337+0.00034045i,3.4075e-05-0.00077611i,2.8768e-05-0.00053177i,-0.00058235-3.3559e-05i,-0.00083879+0.00040864i
-0.0017679+0.0004588i,-0.0014016+0.0020054i,-0.0013459+0.0039713i,-0.00070531+0.0035581i,-1.2168e-05+0.001747i,-0.00024736+0.00018434i,-0.0012085-0.0012447i,-0.0012886-0.00122i,-0.0002012-0.00013544i,0.0006188+0.00063692i,0.00046534+0.0001251i,3.3164e-05-0.00084363i,0.00062489-0.00053024i,0.0012463+2.4186e-05i,0.0015661-0.0005098i,0.0016764-0.0003467i,0.00091349-0.00029224i,0.00031533-0.00056213i,7.9784e-06-0.00072654i,0.00011283-0.00090897i,-0.00020277-0.00037645i,-0.00013978+0.00028922i,-0.00014511+0.00034705i
