-0.0027358+0.00051062i,-0.0014783-0.00030608i,-0.0026861+0.00044088i,-0.0021642+0.00074245i,-0.00092802+0.0011782i,0.00085374+0.00076594i,0.0014095-8.6159e-06i,0.00031865+0.00024987i,-0.00053049+0.00032592i,0.00061463+0.00056154i,0.0017713+0.0003617i,0.0013944-0.0010542i,0.0012693-0.0015772i,0.00092307-0.00092504i,0.00017277-0.00050981i,0.00047748+0.00025548i,0.00053254+0.00054315i,0.00065359+0.00048885i,0.00051896+0.00028306i,-0.00067359+8.3163e-05i,-0.0011793+0.00059618i,-0.00058865+0.0010165i,-5.7497e-05-0.00012238i
0.0013646+0.00084419i,0.0022478+0.0020591i,0.0024285+0.0024366i,0.0013682+0.0010232i,0.00030044-0.00018241i,0.00048274-0.00079014i,0.00062937-0.00069337i,0.00053838-0.00044932i,0.0012677-0.00035759i,0.0014496-9.6509e-05i,0.0010364-0.00012403i,0.00023581-0.00065068i,-0.0001267-0.00076534i,0.00023812-0.00017774i,0.00021415-0.00055486i,0.00047556-0.0012206i,0.00071904-0.0012839i,0.0009799-0.0012066i,0.0012093-0.00024076i,0.00063873+0.00053794i,0.00056421+4.0582e-05i,0.0010289+0.00012797i,0.00072981+0.00044039i
-0.00019031-0.0011829i,6.6375e-05-0.00080286i,0.00055883-0.0016102i,0.0011953-0.0024637i,0.0015965-0.0021049i,0.00042295-0.0011368i,-0.00040822-0.00050112i,6.3827e-06-0.00039823i,9.9141e-05-0.00060163i,-0.00023-0.00084103i,-0.00055375-0.00059324i,-9.1597e-05-0.00042524i,-0.00030955+0.0002024i,-0.00037011+4.5408e-05i,0.00060933-0.0010107i,0.00037753-0.0012574i,4.4459e-06-0.00049357i,7.2425e-06-0.00011791i,-0.00016389-0.00057096i,-0.00045378-0.0007143i,-0.00041495-8.6961e-05i,0.00014643-0.00027777i,0.00071337-0.00024085i
-0.0011126+0.00087853i,-0.0015065+0.00025574i,-0.00079427+0.00031218i,0.00020831+0.00095603i,1.7666e-05-0.00077812i,0.00010446-0.0018846i,0.00030345-0.00066923i,-0.00026043+1.4608e-05i,-0.00039887+0.00050967i,0.00012228+0.0011532i,0.00029848+0.00016608i,0.00013496-0.00084396i,-3.7481e-05-0.00095437i,8.861e-06-0.0011126i,8.7513e-05-0.001317i,0.00057056-0.00079443i,0.00059557-0.00066653i,2.5887e-05-0.000464i,-0.00021808+0.00023193i,-3.0689e-05+0.00058406i,0.00018557+0.00071693i,0.00047064+3.8178e-05i,0.00072595-0.00027811i
0.00024758-0.0010227i,0.0011539+0.00033126i,0.00098652+0.00050034i,0.00021259-0.00072585i,0.0003032-0.00077411i,0.00087414+0.00047662i,0.0012117+0.00052232i,0.0018724+1.4791e-05i,0.0021105+3.8218e-06i,0.0011956+0.00016714i,0.00062319+0.0002288i,0.00071289+0.00043649i,0.00034911+0.00022859i,0.00018852+0.000688i,-9.4052e-05+0.0011775i,2.073e-05+0.00046665i,0.00071044+0.00012292i,0.0017252-0.00020583i,0.00096228-0.00057503i,0.00025879-0.00056456i,0.00088851-0.00079985i,0.00074256-0.00061079i,-0.00016559+0.00016933i
5.494e-05-0.0019713i,2.4387e-05-0.00066447i,0.00054268-0.00010582i,0.0019072+4.8988e-05i,0.0016518-0.00040638i,0.00089051-0.00027998i,0.00095874+0.00030616i,0.00062525-0.00016264i,-3.4974e-05-0.00070779i,-0.00042482-0.00042182i,-0.00046508+0.00050837i,0.00052024+0.00042175i,0.00038841+0.00086522i,-0.00034527+0.0011789i,0.00011196+0.00082218i,0.00034556+0.0008892i,-6.3004e-05+0.00087133i,-0.00023264+0.00023248i,0.00038667+2.8062e-05i,0.00040604+0.00017925i,-0.00019806-0.00018893i,-0.00044866-0.0006529i,-7.477e-05-0.00049335i
0.0014901-0.00051523i,0.0012594-0.0011801i,0.00047585-0.0010197i,-0.00064933-0.0014602i,-0.0013299-0.0019672i,-0.0010886-0.0012515i,-0.0008306-0.00073101i,-0.00017934-0.00049969i,-0.00025446+8.5342e-05i,-2.7616e-05+0.00020011i,0.00023319+6.5257e-05i,-0.0010985-0.0003823i,-0.00082692+4.463e-05i,-6.341e-05+0.0002414i,-0.00019368-0.00031467i,8.5098e-05-0.00026204i,0.00036987+0.00011852i,-7.2196e-05+0.00013673i,-0.00048763-0.0002844i,-0.0001427-0.00088698i,0.00046649-0.00034503i,0.00074668+0.00066087i,0.00040026+0.00038784i
0.00014524+0.0019023i,0.0007676+0.0014266i,0.0027023+0.0013631i,0.0029146+0.00047792i,0.0016584-0.0013982i,0.00073345-0.0028866i,0.00069049-0.0019469i,0.00036766-0.00052127i,-0.00029514-0.00018026i,-0.00073282+0.00021531i,2.3135e-05+0.0001825i,0.00078869+6.3377e-05i,0.00093594-0.0002024i,0.0009542-0.00017506i,0.00026336+0.00020545i,-0.00041619+0.00050717i,4.7782e-05+0.00076927i,0.00011857+0.00086671i,-0.00051517+0.0005678i,2.0091e-05+0.00053173i,0.00088755+0.00050723i,0.00095574+0.00020762i,0.0010093+0.00051618i
-0.00092544+0.00063615i,-9.9743e-05-0.00027284i,0.00098-0.00083869i,0.0012338-0.0015404i,0.0015336-0.0017684i,0.0010327-0.0011192i,-1.832e-05-0.00014451i,-4.8257e-05+0.00031118i,5.0238e-05+0.00030204i,4.3669e-05-0.00015345i,0.00066392-0.0012476i,0.0014348-0.0012746i,0.00098252-0.00094289i,0.00031409-0.0012743i,0.00023919-0.0013161i,0.00039404-0.00044283i,0.00045237+0.00013322i,0.00081725+0.00021284i,0.0005026+0.00010337i,-0.00043673-4.4003e-05i,-1.2906e-05+9.6701e-05i,0.00079641+5.2622e-06i,0.0012927-0.00030682i
-0.00039138+0.0012872i,0.00039667+0.0021406i,0.0016605+0.0024799i,0.0019665+0.0001769i,0.0008882-0.0015082i,0.00048733-0.001287i,0.00028042-0.00079182i,0.00036661-0.000494i,2.4717e-06-0.00025172i,-0.00012073-0.00027527i,0.00045422-0.00039899i,0.00049753-0.0005118i,0.00090877-9.8584e-05i,0.0012739+0.00015504i,0.00091935+0.00030877i,0.00034203+0.00048376i,0.00013595+0.00056162i,-8.5908e-05+0.0010223i,-0.00049129+0.00033708i,-0.00025144-0.00035427i,-5.6221e-06-0.00051951i,-3.1584e-05+0.00033937i,0.00024016+0.00043211i
-0.00020612-0.0014544i,6.4631e-05-0.0014969i,0.0011007-0.0017029i,0.0017632-0.0017083i,0.00062663-0.0012225i,-0.00079149-0.00086347i,-0.0011006-0.00076092i,-6.6157e-05-0.00076455i,0.00024118-6.6716e-05i,-0.00028325+0.00013038i,6.1458e-06-0.00016573i,6.4754e-05-0.00063548i,0.00028221-0.00062482i,-0.00030852-0.00052142i,-0.0011276-0.00084131i,-0.00083957-0.00084122i,-0.00053914-0.00018909i,-9.1368e-05-0.00011406i,8.9206e-05-0.00012062i,-0.00042199+0.00015014i,-5.0821e-05-0.00029139i,0.00045806-0.00068497i,1.1193e-05-0.00018117i
-4.4348e-05-0.00013885i,7.1158e-05-0.00064219i,0.00032685-0.00070076i,0.00060902-0.00069398i,0.00027969-0.00082742i,0.00013511-0.00070883i,0.00048439-0.00047802i,0.00016229-0.00047638i,-0.00019165+0.00016744i,0.00073048+0.0013925i,0.0011759+0.0012943i,0.00055185+0.00064386i,0.00068198+0.0003527i,0.0013891-0.00027198i,0.0010383-0.00035157i,0.00022153-0.00026273i,0.00020343-0.00019188i,-4.4177e-06+0.00018724i,6.8889e-05+7.7036e-05i,0.00049105-0.0004534i,0.00062641-0.0011837i,0.00023515-0.0015359i,-0.0003089-0.00065976i
-0.0013786-8.5161e-05i,-0.0013154+0.00016856i,-0.00092159+0.0011774i,0.00050363+0.00069815i,0.0010982-0.00037296i,0.00026104-0.00068077i,-0.00026829-0.00060498i,-0.00061784-0.00098324i,-0.0012645-0.00090189i,-0.00076413+4.1519e-05i,0.00029859+0.0002162i,0.000489+7.7793e-05i,0.0004931-0.00040718i,0.00054591-0.00043139i,0.0010798+0.00018587i,0.0011076+0.00059316i,0.00065599+0.00022526i,3.2857e-05-0.00034469i,-0.00058369-0.00067149i,-4.7878e-05-0.00046914i,-0.00019255-0.0002109i,-0.0008991+0.00020734i,-0.0007762+0.00085024i
0.00046105-0.00011713i,0.00074698-0.00033672i,0.0015359-0.00031682i,0.0011169-0.0013509i,-0.00010852-0.0022541i,-0.00074544-0.00086207i,-0.00018209+0.0008718i,0.00038196+0.00099641i,0.00025564+0.00027467i,-0.0007366+0.00024114i,-0.00049375+0.0005468i,0.00015101+0.00091546i,-0.00056651+0.00096376i,-0.0016271+0.00066206i,-0.0014545+0.00030424i,-0.00080747+0.00037492i,-0.0002318+0.00047212i,0.00034135+5.2247e-05i,8.0115e-05-2.4401e-05i,-0.0002285+0.00024176i,-4.3529e-05+8.8676e-05i,-0.00016681-0.00043119i,7.127e-05-0.0009976i
-0.0017743-1.5998e-05i,-0.00086925-7.1132e-05i,0.000832+0.0010502i,0.0012377+0.0012707i,0.0012973-3.2636e-05i,0.0013508-0.00076295i,0.00096137-0.00065175i,0.00060837-0.0004526i,-1.2119e-05-0.00034138i,-0.00032928-0.00016766i,-0.00019344-0.00018127i,0.000177+0.00065222i,0.0011114+0.00061353i,0.0011201-5.8826e-07i,0.00062497+6.4854e-05i,0.0005385-0.00043188i,0.00055894-0.00064723i,0.00029024-0.00045082i,0.00089487-0.0010406i,0.00085159-0.00061148i,0.00016805-3.9965e-05i,-0.00016186+0.00045314i,-5.941e-06+0.00071763i
0.0002922+0.00066155i,0.00076257-0.00023464i,0.0010801-0.00094862i,0.00092547-0.0017411i,0.00045525-0.001648i,-0.00042623-0.0012317i,-0.00043417-0.0010166i,3.4365e-05-0.00041359i,0.00015153-4.5716e-05i,-0.00021215-0.00034211i,-0.00053211-0.00061331i,-0.00055531-0.00019399i,-0.0011366+0.00036474i,-0.0015093+0.00011287i,-0.0010386-0.00010224i,0.00040488+9.2504e-05i,0.001297-5.0691e-05i,0.0011101-0.00048653i,0.00087565-0.00044528i,0.00032417-0.0002244i,-0.00034037+0.00014312i,-0.00022158+0.00020883i,-4.8914e-05+0.00042994i
0.0010103-0.0005247i,0.00051999-0.0015347i,0.0007412-0.001058i,0.00040545-0.001522i,-5.7253e-05-0.0022424i,-0.00038768-0.001297i,-9.8452e-05-0.00076835i,0.00070956-0.0007669i,0.0006596-0.00076912i,0.00017937-0.00056176i,0.00019408-1.6976e-05i,0.00024684+0.00017127i,-9.791e-05-6.3102e-05i,-0.00062036+0.00021264i,-0.00075005+0.00017629i,6.8141e-05-0.00046527i,0.00066169+0.00029993i,0.00010044+0.0015796i,-0.00031487+0.0020244i,-0.00035892+0.0012097i,0.00035556+0.00050314i,0.00025924+0.00026127i,-0.00041539+0.00030699i
-1.0088e-05+0.0008762i,0.00066068+0.0012158i,0.00054728+0.0010847i,0.0004738+0.00013257i,0.00029363-0.0010969i,0.00021191-0.0016968i,0.00035671-0.0014194i,0.0003679-0.00061454i,0.00014017-0.00054805i,0.00037249-0.0016827i,0.00034898-0.0011886i,-8.9132e-05+0.00060912i,-0.00011597+0.0013864i,0.000131+0.0011292i,-0.00022867+0.00016729i,-0.00058382-0.00010079i,-0.00018717-0.00019644i,0.00023483-0.00017538i,3.6891e-05+0.00072936i,-8.0723e-05+0.00091159i,0.00019069+0.00072863i,0.00026899+0.00055042i,0.00024021+0.00033641i
0.00092462+0.0014604i,0.0011609+0.0017392i,0.0016229+0.00045937i,0.0017174-0.0015245i,0.00043145-0.0026694i,-0.00039104-0.0024756i,-0.00037725-0.0011317i,-0.00059974-0.00016326i,-0.00046361+0.00035681i,0.0002068-4.8518e-05i,0.00073082-0.00032706i,8.3405e-05+7.5639e-05i,-0.00065101-0.00035766i,-0.0007109-0.00081382i,-0.00062988-0.00045722i,-0.00025043+0.00020693i,0.00016032+0.00016438i,-7.2461e-05+2.8268e-05i,-0.00026178-0.0005531i,6.4751e-05-0.00040835i,-8.474e-05+0.00023974i,-0.00064917+0.00057119i,-0.00089746+0.00082187i
0.0012527+0.00067278i,0.00096144+0.00050194i,0.0005538+0.00083333i,0.00069561+0.000526i,-2.6484e-06-0.0016366i,-0.00083583-0.0019829i,-0.00061132-0.00061102i,4.8228e-05-0.00017571i,-0.0001094+0.00020234i,-0.00086467+0.00030431i,-0.00085168+0.00033142i,-0.00012605+0.00020019i,0.00021339-0.00067436i,8.951e-05-0.0011363i,0.00035341-0.0010554i,0.00011683-0.00034913i,-0.00065236-2.3951e-05i,-0.00015447-0.00049139i,0.00018452-0.00021523i,0.00025194+0.00012706i,0.00020673+0.00021817i,-0.00035678+0.00068772i,-0.0010146+0.00071277i
0.00231+0.00047087i,0.0012707+0.00092061i,0.00084092+0.0005593i,0.0008423-0.00043151i,-0.00033329-0.00068746i,-0.00046242-0.00063114i,0.00013094-0.00062111i,-0.00060154-0.0007818i,-0.00066787-0.00087987i,-6.2183e-05-0.00016999i,0.00056007+0.00017868i,0.00081499+7.5034e-05i,0.0007388+0.00024988i,0.00075705+0.00020529i,0.00074008+0.00032505i,0.00036773+0.00020336i,0.00027434+0.00020012i,0.0001189+0.00082887i,-0.00022084+0.00016861i,-0.00039723-0.00082844i,-0.00016093-8.5498e-05i,-0.00016151+0.00051423i,-4.7505e-05+0.0001168i
0.001074-0.00029258i,0.0015205-0.000961i,0.0023866-0.0013511i,0.002507-0.0017592i,0.00084599-0.0019908i,-9.0995e-05-0.0019045i,0.00020627-0.0019376i,0.00068794-0.0011393i,0.00037363-0.00049866i,-0.00068876-0.00020052i,-0.00070989+0.00046459i,0.00034285+0.00099789i,-4.6616e-05+0.00089806i,-0.00097159+0.00030347i,-0.00058519+9.5956e-05i,0.00014592-0.00056258i,0.00034631-0.00090594i,-2.6877e-06+0.00028311i,-0.00025365+0.00073703i,-0.00040679+0.00022643i,-0.00050534-0.00029294i,0.00026538-7.1191e-05i,0.00017545+0.00057517i
-0.002799+0.0011249i,-0.0023764+0.0018689i,-0.0014391+0.0028939i,-0.0010782+0.0027181i,-6.9964e-05+0.00096759i,0.0011825-0.0011131i,0.0004136-0.0019078i,-0.00093044-0.0015278i,-0.0014322-0.00073632i,-0.0011368-0.00017365i,-0.00012884-0.00023773i,0.00035361-0.00046742i,0.00021113-0.00056141i,6.1698e-05-0.00093368i,0.00026545-0.0017083i,0.00034706-0.00094746i,0.00061791+0.00015263i,0.00083593+0.00047626i,0.00069827+0.00026891i,0.00040068+0.00026433i,0.00045168+0.00065137i,0.00017823+0.0003147i,0.00018087+0.00023242i
0.0020709+0.00017726i,0.0023392-0.0008062i,0.0025202-0.002482i,0.0010509-0.0022225i,-0.0005311-0.0023008i,-0.00087769-0.0016595i,0.00026905-0.00059862i,0.00086395-0.00032685i,0.00024562-0.00069578i,-0.00097299-0.00096233i,-0.00083491-0.00085778i,0.00015477-0.00037059i,0.00018292-0.00016953i,0.00014275-0.00027089i,0.00038154+6.2975e-05i,0.00016492+0.00030998i,0.00043043+0.00041954i,0.00058933+0.00075399i,0.00046843+0.00029574i,-7.8128e-06+8.6688e-05i,-0.00022017+0.00025039i,-0.00011153-0.00033313i,0.00017928-0.00071696i
0.0017073-0.00043935i,0.0029633-0.00017514i,0.0034577-0.0011917i,0.0022266-0.0015841i,-2.1675e-05-0.00094566i,-0.00072907-0.0010209i,2.4941e-06-0.00058013i,0.00067125+0.0007488i,0.0011699+0.00054078i,0.00027873+0.00012203i,-0.00038408+0.00025765i,-0.00028953+0.00061681i,-0.00043778+0.0013336i,-0.00056391+0.0015201i,-0.00069367+0.00081064i,-0.00068933+0.00021192i,-0.00034603+0.00056078i,0.00041443+0.00096215i,0.00092384+0.00084612i,0.0010927+0.0010486i,0.00096347+0.00043231i,0.00065819-1.4914e-06i,0.00013484-0.00011926i
-0.00079881-0.0012357i,-0.00021755-0.00097244i,-0.00012072-0.0013079i,-0.00039745-0.0013328i,-0.00015302-0.00067133i,-4.4557e-06-0.00087824i,0.00022365-0.0013364i,0.00011229-0.0007002i,-0.00068272+0.00018812i,-0.00055381+0.00040891i,0.00041601-8.8884e-06i,0.00031845+8.4411e-05i,0.00019122+0.00045607i,0.00055556+0.00085137i,0.00028491+0.00063901i,-2.5246e-05-0.00043519i,-0.00011382-0.0010297i,0.0006251-0.00010931i,0.001425+0.0007535i,0.0010858+1.0951e-05i,0.00037608-0.00019161i,0.00035444+0.0003242i,0.0003738+0.00021152i
0.002748+0.002104i,0.0025663+0.002091i,0.0025657+0.00021828i,0.0024753-0.0012362i,0.0011187-0.0017274i,-0.00028396-0.00075569i,-0.00053895-5.2531e-05i,-7.3623e-05-0.00019328i,0.00026263-4.144e-06i,-0.00011941+6.4734e-05i,-0.0006213-0.00032586i,-0.0011265-0.0009352i,-0.00067011-0.00078247i,-0.00038742+3.2148e-06i,-0.00065947+0.00045045i,-0.00024748+0.00037927i,0.00020042+0.00062997i,0.00011177+0.001034i,0.00021687+0.00024594i,0.0006129+2.8437e-05i,-0.00019472+0.00037471i,-0.00058571-3.6556e-05i,-0.00024448-0.00013058i
0.00025503+0.00021153i,0.0012019+0.00044143i,0.00066473-0.00081906i,0.00094214-0.0012592i,0.00092844-0.00020021i,0.0011112-0.00047588i,0.0015186-0.0004143i,0.001295-0.00028608i,0.0010558-0.0009989i,0.00029508-0.00040171i,-0.0011505+0.00060351i,-0.001005-3.2525e-05i,0.00013719-0.00048227i,0.00040721-2.5057e-05i,0.0014683+0.00012998i,0.0016253-0.00048934i,-0.00027039-0.0010906i,-0.00083394-0.0007516i,-0.00033052+0.00024423i,-0.0001691+0.00084842i,0.00027853+0.00041785i,0.00019461+0.00082991i,-0.00088111+0.0011163i
0.00078157-0.001636i,0.0005518-0.001774i,-1.5725e-05-0.0013599i,6.1211e-05-0.0010922i,-0.0006131-0.0010476i,-0.0012543-0.0010772i,-0.0012025-0.00091659i,-0.00090687-0.00061767i,-0.00058665-0.00041362i,-0.00056512-0.00037561i,-0.0010133+0.00011175i,-0.0010926+0.00090748i,-0.00030432+0.00061744i,0.00058331-0.00017564i,0.00086715-0.00029952i,0.00087468+0.00020851i,0.00061188+0.00046513i,-0.00013491+0.00016205i,-0.00024844-0.00031438i,0.00015717-0.00016111i,0.00037071-0.00021912i,1.6464e-06-4.1221e-05i,-0.00015639+0.00027598i
0.00070001+0.0018147i,0.00056535+0.0012383i,0.0013585+0.0012302i,0.001741+0.00026651i,0.0015084-0.0013927i,0.00021129-0.001541i,-0.00058512-0.00051251i,-0.00086605-6.3024e-05i,-0.00059563-0.0001598i,0.00018949-0.00032484i,0.00016944-0.00087352i,-0.00039426-0.001422i,-0.0006834-0.0013375i,-0.00087483-0.00090814i,-0.00014468-0.00067542i,0.0012851+0.00017556i,0.0010356+0.00015005i,-1.5726e-06-0.00043i,-0.00039843-0.00070897i,-0.00037128-0.00013433i,0.00013678+0.0006237i,0.00023037+0.00076702i,-0.00041374+0.00047328i
0.0033719-0.00032764i,0.0024309-0.00060386i,0.0022497-0.0012528i,0.0009931-0.0025019i,-0.00035731-0.0024991i,1.8302e-05-0.00068963i,0.00077652+0.00047184i,0.0010529+0.00027418i,0.0011257-2.0683e-05i,0.00093791-0.00080104i,0.00034371-0.00059322i,-9.7921e-05+0.00064495i,7.9741e-05+0.0012001i,-0.00021901+0.0012992i,-0.00049762+0.0011147i,-0.00075978+0.00061445i,-0.00079717+4.4142e-05i,-0.00088231+0.00064373i,-0.0010258+0.00093496i,-0.00057479+0.00049831i,-3.793e-05+0.00019751i,0.00012171+1.9236e-05i,-0.00027901-1.6895e-05i
0.00045057-0.00032298i,0.00051219+0.00013714i,0.00015368+0.00034508i,0.00035042-0.0001956i,0.0010082-0.0016005i,0.00088586-0.0015808i,0.00054509-0.00053557i,4.4238e-05+0.000124i,-0.00031207+0.00021621i,-0.00048068-0.0003565i,-0.00083599-0.0004245i,0.00019059-0.00013901i,0.00115-2.1369e-05i,0.0010287+0.00046914i,0.00034617+0.0006837i,0.0005448-9.0915e-05i,0.0010737-0.00029887i,0.0001997-0.00083558i,8.7864e-05-0.00054802i,0.00092025+0.00056149i,0.00067925+0.00085014i,-0.00028358+0.0005877i,-0.00088103-0.00015233i
0.00069548+0.0013291i,0.00063599+0.00083558i,0.0013993-0.00052742i,0.001146-0.00082149i,-0.00029711-0.0010703i,-0.00066213-0.0014065i,-9.6812e-05-0.00042083i,-0.00044582-0.00015241i,-0.00048472-0.0010597i,0.00022986-0.0011585i,0.00057325-0.00091004i,0.00030997-0.00088435i,0.00033985-0.00071568i,-0.00026286-0.0010656i,-0.00026838-0.00093253i,0.00028465-0.00031724i,0.0004961+3.0054e-05i,0.00055486+0.00052988i,0.00094498+0.00060334i,0.00095074-0.00026441i,0.00089926-0.00094471i,0.0012914-0.00089834i,0.001582-0.00023636i
0.0015898-0.00010307i,0.0020305-0.000424i,0.0018393+0.00016412i,0.0014827-0.00010345i,0.0015034-0.00079902i,0.00074867-0.0013662i,0.0001066-0.00084106i,0.0002442+0.00019259i,0.0005311+7.873e-05i,0.00038964-0.00049015i,-0.00015205-0.00068228i,-0.00017179-0.00073335i,9.9576e-05+0.00019715i,0.00019576+0.0007831i,9.1412e-05+0.00028706i,0.00014364+0.0003038i,0.00032049+0.00066373i,0.00047172+0.00051581i,-0.00038118-0.00044443i,-0.0010715-0.00084984i,-0.00033314-0.00040244i,0.00021892-5.0925e-05i,8.106e-05+0.00014013i
0.0018798+0.00053656i,0.0028438+0.00066289i,0.0034796+0.00025618i,0.0028222-0.00049489i,0.0014955-0.0014458i,0.00035467-0.0011378i,-0.00025367-0.0004445i,-0.0002624-0.00038282i,0.00060528-0.00028055i,0.00036231-0.00030455i,-0.00058537-0.00024138i,-0.00011039-0.00059718i,7.8152e-05-0.00077251i,-0.00066885-8.5245e-05i,-0.0012418+5.6501e-05i,-0.0012899+0.00061333i,-0.0012266+0.0008348i,-0.00072688+0.0002743i,-0.00015313+0.00032362i,0.00022762+0.00023019i,0.00051763+0.0003151i,0.00083815+0.00022454i,0.00075285-0.00065257i
-0.00026747-0.00011092i,0.00023771+0.00046833i,0.0010036+0.0012323i,0.0015948+0.00067307i,0.0010085-0.00046067i,0.00029766-0.00062861i,-0.0003885-0.00047839i,-0.0002393-0.00050706i,-0.00017076+0.00023864i,-0.0011004+0.0007401i,-0.00058352+0.00070207i,-0.00012757+0.00069073i,-0.00016347-0.00018265i,0.00013865-0.0009149i,0.00020102-0.00039399i,3.4834e-05+0.00046646i,-0.00026995+0.0008042i,-0.00026329+0.00086529i,3.4016e-05+0.00085056i,-0.00010243+0.00034271i,-0.00019822+5.4896e-05i,0.00038648+0.00060711i,0.00064934+0.00063912i
0.0018094+0.0015983i,0.0029689+0.001465i,0.0036449+0.00061272i,0.0022761-0.00061403i,0.00044385-0.0017314i,-0.00032904-0.0019271i,-0.00059696-0.0013716i,-0.00034169-0.00049978i,-0.00017815+0.00029578i,4.7084e-05+5.6268e-05i,0.00017749+0.00011132i,0.00032221+0.00024079i,5.3827e-05-0.00048264i,-0.00082467-0.00072038i,-0.0008999-0.00051564i,-0.00040075-0.00061868i,-5.0816e-05-0.00076052i,0.0003117-0.00024268i,0.00030332+0.00047579i,0.00074968+0.00077617i,0.0010713-0.00014648i,0.00045859-0.00082755i,3.8852e-05-0.00035008i
0.00035821-0.0013211i,0.00093455-0.0015121i,0.0019302-0.001898i,0.0019558-0.0012454i,0.00076851-0.00096739i,0.0010663-0.00041124i,0.0015568-8.4405e-06i,0.0017096-0.00014372i,0.0011474-8.793e-05i,-7.9181e-06+4.0927e-05i,-0.00057878+0.00015361i,-0.00065794+1.9092e-05i,-0.00033567-5.1609e-05i,0.00037304+0.00020288i,0.0011868+0.00024085i,0.00063838+0.00031179i,0.00021169+0.00019042i,0.00084513-0.00024963i,0.00070095-5.5798e-05i,-0.00015539+0.00030113i,-9.4944e-05+0.00041746i,0.0008678-1.2071e-05i,0.0013993-0.00020431i
-0.00098993+0.00011913i,-0.0002132-7.3978e-05i,0.000679-0.0002699i,0.0012757-0.0010373i,0.00084859-0.0018188i,-8.6749e-05-0.0018224i,0.00030898-0.0015433i,0.00024362-0.00072743i,-9.7834e-05+0.00057973i,-0.00023156+0.0010401i,0.00034451+0.00040553i,0.00068308-0.00035853i,0.00075271-0.0010001i,0.00097898-0.0011336i,0.00061587-0.0010624i,8.5799e-06+9.8212e-05i,0.00045377+0.00028771i,0.0012694-0.00042371i,0.0011638-0.00042326i,0.00069003-0.00085009i,0.00071173-0.0011471i,0.00021201-0.00070338i,-0.00017378-0.00044416i
-0.00072112+0.00086818i,-0.00062698+0.0012803i,-0.00066509+0.0014744i,-0.00065343+0.00073747i,-0.00091983-0.0001589i,-0.00061221-0.00039702i,-0.00045855+0.00048768i,-0.00014358+0.00073936i,0.00017593+0.00038432i,-0.00011436+0.00034246i,-0.00025937-2.6701e-05i,-0.00015682-0.00070756i,-7.3194e-05-0.0016358i,-0.00043363-0.0014519i,-0.00016782-0.00075708i,0.00065699-0.00074354i,0.001157-0.0003526i,0.00086868+0.00035316i,0.00033667+6.3826e-05i,-0.00030136-0.0007247i,-0.00038277-0.0001486i,-1.9543e-06+0.00038264i,0.00083741+7.9665e-06i
-0.0011556+0.0012713i,-0.00014041+0.0014075i,0.00067663+0.00034219i,0.0018201-0.0011744i,0.0023092-0.002882i,0.0016566-0.0026878i,0.0010222-0.0012022i,0.00085525-0.00050163i,0.00035529-0.00036331i,-4.8595e-05+0.00027442i,-0.00012568+0.00074777i,-0.00014498+0.00030827i,-0.00026838-0.00073781i,-0.00013238-0.001616i,-7.8098e-05-0.0016666i,4.3778e-05-0.0010884i,-5.113e-05+0.00037305i,7.534e-06+0.00077526i,-4.2167e-05-0.0001705i,0.00016209-0.00043724i,0.00051943-0.00027102i,0.00043327-0.00025648i,0.00083351+0.00030673i
-0.00048094-0.00051331i,0.00077053-0.00081719i,0.001194-0.00073068i,0.00046041-0.00020251i,-9.148e-05-0.00074668i,-9.292e-05-0.0010878i,2.3466e-05-0.00044635i,0.00049468+2.915e-05i,-5.9853e-05+0.00034487i,-0.0006149+0.00051793i,-0.00016674+0.00032427i,0.0004011+0.00023717i,0.00048015+0.00044928i,0.00092585+0.00054689i,0.0012237+0.00062092i,0.00039333+0.00037043i,-0.00076591-0.00011013i,-0.00034689-0.00033512i,8.1611e-05-0.00019028i,-6.3852e-06+0.00010394i,-0.00025366+0.00027179i,-0.00012903+0.00029974i,0.00040344+0.00050667i
-0.00041044+0.0010788i,0.00089772+0.0016599i,0.0018231+0.0014195i,0.0015753-0.00060616i,0.00063488-0.001949i,-0.00036333-0.0018417i,-0.00058387-0.00081428i,-0.00011047+0.00021429i,-0.00012585+5.5608e-05i,-0.00012859-0.00033629i,-0.00055472+3.429e-05i,-0.00043299-0.00027575i,7.9466e-05-0.00076229i,-0.00069138-0.00024586i,-0.0011301-0.00034607i,-0.0002353+6.6035e-05i,0.00081871+0.00025329i,0.00065708-6.6771e-05i,6.0542e-05+0.00013487i,-0.00037276+3.4284e-05i,0.00017318-0.00032344i,0.00074657-0.00054283i,9.0365e-05-0.00095515i
0.0016088-0.0010258i,0.00084945-0.00061212i,0.0011088-1.0281e-05i,0.00072037-0.0001028i,9.8371e-05-0.00099209i,0.00014701-0.00092781i,0.00056412+0.00020154i,0.0008297+0.00090472i,0.00082504+0.00023072i,0.0011459-2.838e-05i,0.0010736+0.00041705i,0.00060821+0.00030771i,0.00096457+0.00033583i,0.00074913+0.00084352i,0.00011277+0.00034708i,0.00015439-0.00043281i,-0.00011968-0.00042832i,-0.00034751-9.6137e-05i,-9.6257e-05+0.00042672i,6.8034e-06+0.00090882i,0.00018475+0.00052604i,0.00057977-3.761e-05i,0.00038967-0.00032696i
