0.00050618+0.0007497i,0.00080333-0.00056732i,-0.00032266-0.00071976i,-0.0014858-0.0015729i,-0.0014534-0.0011808i,-5.8164e-05+9.8042e-05i,0.00081496+0.00078099i,0.00072789+0.0015462i,0.00051458+0.001833i,0.00048161+0.00053595i,0.00042466-0.00098913i,-0.00041274-0.0010026i,-0.0011553-0.00024638i,-0.00079693-0.0006251i,-0.00030894-0.00080876i,-4.4027e-05-0.00028299i,7.8787e-05-0.00083267i,-0.00017164-0.0014017i,-0.00046606-0.00085864i,-0.00067978-0.00045363i,-0.00039646+6.2683e-05i,0.00034315+0.00018705i,0.00027084+0.00050925i
0.00063999+3.4335e-05i,8.5165e-05+0.00081175i,-0.0001341+0.00095265i,0.00048268-0.00017611i,0.00098906-6.7581e-05i,0.00038524-0.00015536i,-0.00030666-0.00072363i,-0.00013908-0.0001782i,0.00035218+0.0004475i,0.00038855+0.00070019i,0.00043904+0.00082133i,8.9045e-05+0.00030799i,-0.00062381+8.6324e-06i,-0.0015551+0.00011498i,-0.00162+6.2136e-05i,-0.00032302+1.0506e-05i,0.00071909+9.2811e-05i,0.0005545+0.00025177i,1.1986e-05+0.00069399i,-0.0003495+0.00078416i,-0.00086819+0.00034228i,-0.00019377+6.6751e-05i,0.00037913-0.00023813i
-0.00038154+0.00092722i,-0.00049876+0.00022826i,0.00062091+0.0003405i,0.0012231+9.1248e-05i,0.00088848-0.00043789i,0.0011911-0.00035977i,0.0007386-0.00015814i,0.00030145+7.3882e-05i,-0.00038939+0.00025205i,-0.00056766+0.00033299i,0.0002284+0.00034422i,0.0006428-0.00058089i,0.00072314-0.0010661i,0.00044679-0.0003237i,1.7216e-05-0.00025626i,-0.00045107-3.8348e-05i,-0.00050401+0.00046183i,-0.00031476-0.00016345i,-0.00018526-0.00083598i,-0.00019768-0.00080351i,0.00020732+1.4384e-05i,2.9011e-05+0.00046688i,-0.00038975+0.00062031i
-0.00033907-0.0001914i,-0.00046989-0.00026385i,-0.00018208+0.00073928i,-0.00032551+0.0010876i,-2.5757e-05+0.00044828i,0.0011073-0.00022897i,0.0015987-0.0013162i,0.00058841-0.00090457i,-0.00031902+6.1807e-05i,0.00016567+0.00010595i,0.0013256-6.9468e-05i,0.0012183-0.00028309i,0.00040062-0.00054656i,0.00050821-0.00025579i,0.00040012+0.0003393i,3.654e-06+0.00048324i,9.6267e-05-3.5863e-05i,0.00022523-0.00073378i,0.00077409-0.00059756i,0.0003013-0.00056309i,-0.00052926-0.00030584i,0.00010962-8.9844e-05i,0.0007884-8.0524e-05i
0.00016108-0.0015035i,0.00073193-0.0016175i,0.0012386-0.0013635i,0.00093144-0.00062591i,0.00075039-6.9425e-05i,0.0011589+8.0693e-05i,0.0016744+0.00077825i,0.00093004+0.00082305i,-1.9659e-05-0.00025273i,-0.00044898-0.00093713i,-0.00019247-0.00053109i,8.9529e-06+0.00043138i,0.00011974+0.00049711i,0.00027524+2.0753e-05i,-0.00051139+0.00060502i,-0.0011836+0.00086675i,-0.00098569+0.00067489i,-0.00074129+0.0004223i,-0.00026837+4.9385e-05i,0.00045+0.0004234i,0.00082881+0.00068341i,0.00072803+0.00043413i,0.00021605+1.0611e-05i
0.00052985+6.0895e-05i,0.00065406-0.00036679i,0.00061001-0.00063339i,0.00049707-0.00086582i,0.00068081-0.00011459i,0.00039935+0.00065918i,-6.8278e-05+0.00016793i,-0.00016107+0.00043083i,7.2778e-05+0.00092795i,0.00055271+0.00052899i,0.00015794+0.00037573i,-0.00034697-0.00033658i,0.00060978-0.0010995i,0.00054341-0.00091026i,-0.00021496-0.00018915i,-0.00034437-0.00031933i,-0.00033262-0.00081169i,-0.00036969-4.8694e-05i,0.00043554+0.00050589i,0.00086543+2.3262e-05i,0.00025739-0.0008434i,0.00015014-0.00091503i,0.00046971-0.00045689i
-0.00021133+0.00031982i,-0.00039016+0.00097194i,0.00050684+0.001768i,0.0011268+0.0010622i,0.0010461+0.00080404i,0.0013885+0.00052299i,0.00076988-0.00037705i,-0.00051503-0.00058066i,-0.0016097+0.00020215i,-0.0015288+0.00033194i,-0.00027335-0.00030073i,0.00020633-0.001006i,-0.00012414-0.0012526i,-0.00047064-0.00072377i,-0.00083606-0.000552i,-0.00089946-3.8997e-07i,-0.00073014+0.00088391i,-0.00064429+0.00095343i,-0.00044616+0.00071207i,-0.00040878+0.00087731i,-0.00027213+0.00020261i,0.00027503-0.0010038i,0.00029701-0.0012942i
0.00034591-9.7146e-05i,-0.00049035+0.0002427i,-0.00063784-0.00017535i,-0.0002519-0.00045108i,5.3792e-05-7.3506e-05i,0.00016574+0.00047747i,0.00018782+0.00026847i,-0.00013299+0.00012434i,-0.0005791+0.00037252i,0.00013894+0.00032575i,0.0001482+0.00020051i,-0.00028901+8.3318e-05i,0.00026227-0.00042646i,0.00032699-0.00028639i,7.3403e-05-0.00021474i,3.2504e-05+1.2259e-05i,0.00014555+0.00027041i,0.00042022-0.00030106i,0.00030615-0.00042646i,0.00056345-0.00051613i,0.0012522-0.00062264i,0.0011798-9.3522e-05i,0.00043679+0.00070486i
0.0007238+7.7341e-05i,-0.00039442-0.0006433i,-0.00047604-0.0011038i,-0.00083549-0.00089135i,-0.00030557-0.00044405i,0.0011899+0.00041304i,0.0011143+0.00080492i,0.00018834+0.00066795i,-0.00053733+0.00042201i,-0.00051337+0.00039985i,-6.502e-05+0.00010234i,9.1545e-05-0.00027714i,5.468e-05+0.00014503i,-0.00012348-6.4863e-05i,-0.00046002-0.00010159i,-0.0010292+0.00060103i,-0.0014319+0.00012348i,-0.00017275-0.00015594i,0.00090328+2.317e-05i,0.00064178-0.00010293i,-0.00019636-0.00029385i,-0.00057356-0.00054889i,-0.00074181-0.00082225i
0.00086534+0.00039641i,0.00051058-0.00022911i,0.00052683-0.0011072i,0.00069536-0.0016042i,0.0002307-0.00046165i,-0.00047399-0.00023045i,-0.00075541-0.00078914i,-0.00074869+0.00023025i,-2.5829e-05+0.0009164i,0.00012673+0.00036907i,-8.0984e-05-0.00041976i,0.00045216-0.00052698i,0.0005946-0.00025656i,0.00064236+0.00011343i,0.00047501+0.00086089i,-0.00049013+0.00088386i,-0.00096626+0.00021788i,-0.0012185-5.7984e-05i,-0.00080265-0.00037895i,-0.00047368-6.2479e-05i,-0.00030557+8.4627e-05i,-9.5341e-06+0.0001167i,-0.0004718+0.00082144i
-0.0004145-0.00025462i,0.00046474-1.2444e-06i,0.0010877-8.952e-05i,0.00016871+0.00038289i,0.00018033+0.0005655i,0.0013842-0.00017751i,0.0011799-0.00090611i,0.00048465-0.00078651i,-0.00030857-0.00052621i,-0.00023598-0.00039512i,-4.5199e-05-0.00029562i,-8.2859e-05+0.00036887i,0.00013745+0.00081583i,0.00022673-0.00011061i,0.00054154-0.00050457i,0.00028072-0.00052691i,0.00024737-0.00085167i,0.0008299-0.00054125i,0.00087254+0.000117i,0.00050134+0.00044014i,4.2095e-05+0.0011368i,-0.00065539+0.0010628i,-0.00044561+0.00079459i
0.00039992+0.00075895i,-0.00031339+0.001493i,-0.00080931+0.0012943i,-0.00053902+0.0011116i,0.00021119+0.0010142i,0.0011393+0.00077789i,0.0016024+0.00058525i,0.0008347+0.00040599i,0.00035035-0.00021839i,0.00058066-0.0011096i,0.00058686-0.0010368i,0.00064097+3.7695e-06i,0.0011189+0.00056069i,0.00044318+0.00036664i,-0.00018177+0.00035047i,-0.00074705+0.00062808i,-0.00080089-0.00037978i,-9.7987e-05-0.00043829i,-9.4252e-05-2.3186e-05i,-0.00082805-0.00044419i,-0.00081485-0.00049209i,-0.00040025+0.00014802i,-0.00029397-0.00020801i
0.0015809-4.5869e-05i,0.0017929-0.00087115i,0.0015028-0.0015083i,0.00087625-0.0020755i,0.00053402-0.0020914i,0.00079294-0.0011851i,0.0008644-0.00035924i,0.00082526-0.0004998i,0.00037699-0.00029265i,-0.00093312+0.00014597i,-0.0012449+0.00080569i,-0.00038956+0.00069859i,0.00019087+0.00082263i,-0.00034361+0.00076964i,-0.00058393-3.954e-05i,3.0745e-05-0.00057916i,0.0002092-0.00032114i,-9.2006e-05+4.5379e-05i,3.0547e-05-0.0002613i,0.00035517+0.00020541i,-0.00027927+0.0010752i,-0.001334+0.00022573i,-0.0014569-0.00065757i
0.00027312-0.0016483i,0.00041886-0.00026611i,0.00040987+2.9707e-05i,-0.00016201-0.0004091i,-3.064e-05+0.00015449i,0.00062236+0.00076791i,0.00064713+5.3165e-05i,4.3338e-05+9.2357e-05i,-0.00031815+0.0001592i,-2.4991e-05+0.00020408i,0.00018494-6.7707e-05i,0.00015344-7.139e-05i,0.00013725+0.00068731i,-0.00021575+0.00050367i,-0.0005879-0.0002368i,-3.83e-05-0.00023926i,0.00028047+8.6849e-05i,-0.00022157+9.8014e-05i,-0.00049821-8.1536e-05i,-0.00053883-0.00058839i,-0.00050368-0.0012157i,-0.00033266-0.0013576i,-0.00082383-0.00064668i
-0.00047245+0.0012036i,-0.00034082+0.001121i,8.1532e-05+0.00091418i,0.00076262-0.00056455i,0.0010327-0.0016751i,0.00074108-0.0004899i,0.00013942+0.00078323i,0.00015381+0.0005808i,0.000756+0.00055905i,8.955e-05+9.4843e-05i,-0.00036087-0.00049537i,-7.1786e-05-0.0011061i,-0.00018196-0.0016489i,2.7263e-05-0.0012645i,0.00057869-0.00084272i,0.0005827-0.00057211i,0.00041192-0.00010143i,0.00088365+0.00044661i,0.00068617+0.00037935i,0.0003535-0.00019022i,0.0010911-9.1383e-05i,0.00095278+7.9023e-05i,-0.00050143-0.00026398i
0.00075703+0.00144i,0.00037456+0.0018147i,0.00010514+0.0022777i,0.00053987+0.0013825i,0.0011214-0.00039452i,0.0016279-0.0011638i,0.0016541-0.0010673i,0.0010348-0.0004994i,0.00038622+4.3101e-05i,0.00078725+0.00053293i,0.00066164+0.00078437i,0.00053212+0.000816i,0.0012015+0.00097953i,0.00080874+0.00057185i,7.062e-05-0.00058998i,-0.00018817-0.00042974i,-0.00030598+0.00062398i,-0.00087017+0.00086377i,-0.0011763+0.00037345i,-0.00073867+0.00033418i,-0.00067313-0.00013236i,-0.0011172-0.0004266i,-0.00062006+9.3241e-05i
0.00016132+0.002637i,0.0011434+0.0018659i,0.0022004+0.00034924i,0.0023716-0.00038929i,0.0011037-0.00042384i,8.173e-05-0.00013456i,0.00023039-0.00065166i,0.00020522-0.0011023i,-0.0001535+0.0001461i,-9.5372e-05-7.7584e-05i,-0.00020346-0.0013899i,-0.00048159-0.00060226i,-0.0011798+0.00025256i,-0.0013518-0.00037988i,-0.00049076-0.00084182i,0.00044304-0.00057062i,0.00063351-0.00057011i,0.00072965-0.00084318i,0.00015331-2.6739e-06i,0.00024542+0.00046796i,0.00080379+0.00055657i,0.00052318+0.0005182i,0.00025259-4.7566e-05i
-0.0008441+0.00093677i,-0.001281-2.4839e-05i,-0.0010163+0.0006188i,4.4674e-05+0.0004129i,0.00031784-0.00022604i,0.0003154-0.00048356i,0.00078731-0.00056303i,0.00080932-0.00045922i,0.00067586-0.0004179i,0.00063975-0.00079194i,0.00029886-0.0011686i,-0.00012617-0.0009833i,-0.0002316-0.00059727i,2.5587e-05+0.00020968i,0.00033094+0.00026352i,0.00041186-0.00022235i,-8.6116e-05-0.00049147i,-0.00011424-0.0002059i,3.8347e-05+0.0006587i,-0.00039485+0.00046014i,-0.00018342-0.00018811i,0.00024376-0.00025107i,0.00028814-7.2432e-05i
0.00085117-0.0023082i,0.0011994-0.0021079i,0.0010055-0.00092064i,0.00038859-0.000264i,0.00013842+0.0005944i,0.000524+0.0015179i,0.00087913+0.00042727i,0.00047421-0.0002901i,0.00011842-0.00012542i,-1.8935e-05-0.0002254i,-0.00029285+0.0002242i,-0.00045479+0.00051148i,-0.00038864+0.0004745i,0.00011317+0.00089121i,-3.2886e-05+0.0013256i,-0.00077994+0.00066451i,-0.0010771+0.00022211i,-0.00041449+0.00035292i,0.00024682+0.00020614i,-0.00015673-0.0002129i,0.00014254-0.00053069i,-0.0001176-0.00056313i,-0.00013691-8.6793e-05i
0.0013102+0.0013502i,0.00057501+0.00085058i,0.00070187+0.00022452i,0.00088065-0.00060595i,0.0010125-0.00070775i,0.0011137-0.0004916i,0.0008915-0.00037173i,0.0006983-1.2992e-05i,0.00041091+0.00044239i,-0.00014906+0.00080384i,-0.00079025+0.00062673i,-0.00028729+0.0004517i,-0.0003338+0.00047231i,-0.00055728+0.00019929i,-0.00041268+0.00016012i,-0.00020629+0.00018689i,0.00040819-0.00054813i,0.00016944-7.3511e-05i,-5.5211e-05+0.00078322i,-6.4989e-05-0.00030407i,-3.1675e-05-0.0014113i,6.6062e-05-0.0015336i,-0.00025508-0.0011526i
0.00060408+0.0021171i,0.00047083+0.001382i,0.00037618-0.00030713i,0.00054255-0.00032314i,1.7727e-06+0.00060828i,-0.00036533+0.00026678i,0.00037797-0.00033285i,0.00054358+0.00031158i,0.00011871+0.00023366i,0.00073134-3.0045e-05i,0.00073021+0.00023305i,0.00031081+0.00061543i,-0.00016568+0.00047568i,-0.00017056+5.4699e-05i,0.00044335+0.00013778i,1.0349e-05-0.00017747i,-1.6916e-05-7.1461e-05i,0.00077024+0.00025446i,0.00067669+0.0001574i,0.00077649-7.0315e-05i,0.00054972-4.3101e-05i,0.0005196+0.00035648i,0.00060791+0.00055249i
0.0011892+0.0011574i,0.0013347-0.0013246i,0.0022245-0.0033279i,0.00091389-0.0028926i,-0.00021068-0.0017289i,-0.00049547-0.0010558i,-0.00041354-0.00045791i,3.8012e-05-0.0001176i,0.00046915+0.00031038i,0.00055979+0.00039689i,8.7267e-05+0.00036661i,-0.00060603-0.000449i,-0.00014882-0.0011223i,-6.6177e-06-0.00036273i,-0.00036616+0.0012506i,-0.00024386+0.0013485i,9.6513e-06+0.00030674i,0.0002017-0.00012663i,-0.00016516+8.5504e-05i,0.0001285+0.00043241i,0.00095314+0.00022484i,0.001343-0.00025423i,0.00022046-0.00095308i
0.0015488+0.00044504i,0.0019035+0.00078977i,0.001316+0.00077634i,0.00072954+0.00030578i,0.00089803-0.00016738i,0.00036501+4.7084e-05i,-0.00027463+6.0049e-05i,2.965e-05+9.1778e-06i,5.2672e-05+0.00039545i,-0.00022245-5.3824e-05i,0.00031103-0.00077949i,0.001013-0.00069033i,0.0011365+0.00012961i,0.00054883+3.3459e-06i,-0.00014226-0.0011009i,-0.00038083-0.0013307i,-0.00019709-0.00069464i,-0.00012022-0.00013115i,-0.00069565-0.00045868i,-0.00075018-0.00024546i,-0.00016772+0.0005186i,-0.00013054+0.00064178i,0.00011313-5.3004e-06i
0.0020858+0.00013205i,0.0020896-0.00103i,0.0011841-0.0016131i,0.00023198-0.0018485i,-0.00042455-0.0013301i,-0.00021752-0.00093943i,-0.00020849-0.0004855i,-0.00020954-0.00024629i,0.00036914-0.00046385i,2.4894e-05-0.00023813i,-0.00053584-0.0003605i,-0.00054669-0.00067835i,-0.00080376-0.00019159i,-0.00077711+0.00012844i,-0.00054797+0.00042596i,-0.00037687+0.0011418i,-0.00065146+0.00057357i,-5.3099e-05-6.7863e-05i,0.00067976-0.00022036i,0.00013456-0.00024356i,0.00031432-0.00013989i,0.00061981+0.0003727i,-0.00061984+0.00046041i
0.00079595+0.0029549i,0.0014733+0.0043755i,0.0014025+0.0028812i,0.00067797+0.00011062i,0.00032094-0.00040902i,0.00021758+3.2576e-06i,4.2082e-05-6.8528e-05i,-0.00021783-8.8329e-05i,-0.00025632+4.4499e-05i,0.00051872+3.5894e-05i,0.00074226+0.00013501i,-0.00039866-0.00014568i,-0.000448-0.00034447i,-0.00034384+0.00018897i,-0.00078698-7.2584e-05i,-0.00035411-0.00027997i,-0.00056863-0.00017392i,-0.00057667-0.00064805i,-8.75e-05-0.00075482i,0.00017887-0.00062474i,0.00020257-0.00071359i,0.00013169-0.00088614i,0.00028344-0.00055764i
0.00025082+0.00089268i,0.00038798+0.00028039i,0.0011547-0.00020711i,0.00073217-3.4974e-05i,0.00022411-0.00051071i,0.0011213-0.0008321i,0.001428-0.00074777i,0.000518-0.0010537i,-0.00017408-0.00046646i,-0.00089543+0.00037646i,-0.0014046+0.00043351i,-0.001199+0.00016467i,-0.00045563+0.00015567i,0.00017567+0.00058666i,1.3131e-05+0.00010762i,7.3951e-06-0.00079882i,-6.0755e-05-0.0014732i,0.00028587-0.0014592i,0.0010716+5.1994e-05i,0.00044193+0.00084267i,-0.00019327+0.00065342i,-2.1286e-06+4.4146e-05i,9.3084e-06-0.00059312i
0.00057129+0.0003003i,0.0012532+0.00065101i,0.0013043+3.9248e-05i,0.001194-0.00046092i,0.0018505-0.0002512i,0.0015233+0.00039773i,0.001604-1.6962e-05i,0.0013067-0.00019749i,0.00060906-9.3065e-05i,0.0004448-0.00060775i,0.00031458-0.00050086i,-3.5754e-05+0.00045358i,-0.00036454+0.00095152i,-0.00012361+0.00055003i,-0.00055154+0.00010832i,-0.0008477+8.0585e-05i,-0.00012033+4.7823e-05i,-4.1382e-05+3.33e-06i,-0.0003408+0.00027429i,-0.00024442+0.00025728i,-5.2139e-05+4.1435e-05i,0.0003845-0.00038698i,0.00060407-0.00045158i
-0.0017503-0.0010358i,-0.0012372-0.00066663i,0.00023035-0.00053708i,0.00040002-0.00015227i,-3.2338e-05+0.00030401i,0.00050139+7.6729e-05i,0.0011195-0.00024589i,0.0010397+0.00015227i,0.00084917+0.00082961i,0.001043+0.00079305i,0.0010639+0.0001592i,0.00054526+0.00028489i,0.00079672-0.00012635i,0.00068495+0.00011174i,-0.00037297+0.00014025i,-0.0005026-0.00077106i,-0.00075246-0.00053813i,-0.00063321+0.00042987i,0.00014715+0.00053384i,0.00042591-0.00081458i,-0.00017259-0.00086956i,-0.001207+5.2636e-05i,-0.0011493-0.00022826i
-0.00069008-0.0017539i,-0.00102-0.0017616i,-0.001636-0.0014525i,-0.00068609-0.00026429i,0.00041841-0.0001709i,0.0012865+0.0005832i,0.0015714+0.00075677i,0.0013032+0.00024244i,0.00032994+0.00015683i,-0.00050611+0.0002388i,-0.00029468+0.00040208i,0.00028127+0.00025381i,0.0007718+0.00031702i,0.0012586+0.0002439i,0.0011983+0.00062526i,0.00043679+0.00091725i,0.00024208+5.5816e-05i,0.00022614-0.00032407i,6.5365e-05-0.0005381i,-0.00075808-0.00051361i,-0.00133+0.0001475i,-0.00098885+5.2381e-06i,-0.00044938-0.00082102i
-0.0010424-0.00049579i,-0.0010558+0.0002029i,-0.00042429+0.0016181i,0.00068475+0.0017124i,0.00062828+0.0017317i,0.0011457+0.0013518i,0.0016316+0.00047564i,0.00042018-5.8269e-05i,-0.0002413-0.00039861i,-0.00035344-0.00030522i,7.2297e-05+0.00022046i,0.00062462+0.00072254i,0.00079886+0.00078873i,0.0011435+7.2618e-05i,0.00056758-0.0002027i,-4.4705e-05-0.00049923i,-0.00032192-0.00081852i,0.00022131-0.00037308i,0.00027995+0.00029759i,4.3546e-06+0.00058594i,0.00036832+0.00043059i,0.00062883+0.0001903i,0.00024649+0.00053884i
0.00058783-0.0015887i,0.00040347-0.00085782i,7.9563e-05-0.00037255i,-0.00068075-0.0016161i,-0.0011892-0.0019362i,-0.0013246-0.00044284i,-0.0010172+6.3358e-05i,-0.00087722-0.00085034i,-0.00040132-0.0010585i,0.00032841-0.00044134i,0.00030967+0.00011285i,-0.00018836+0.00073666i,-6.8011e-05+0.001066i,0.00017988+0.00094051i,-0.00022898+0.00070269i,-0.00035146+0.00059744i,0.00021084+0.00060765i,0.00051636+0.000958i,0.00053816+0.00028854i,0.00027474+2.8145e-05i,-0.00025163+2.9103e-05i,-0.00018508-0.00048481i,-0.00019435-0.00017152i
-0.0011039-0.0019377i,-0.0010045+0.00039519i,-0.0016886+0.0019743i,-0.00080719+0.0012789i,0.001349+0.0011146i,0.002142+0.00077373i,0.0016305-0.00048766i,0.0012245-0.0013603i,0.00088276-0.0013728i,0.00021645-0.00078878i,-0.00041617-5.3373e-05i,0.00010927+0.00035123i,0.0010389+0.00067906i,0.0012345+0.00045489i,0.0012748-0.00071763i,0.0011689-0.00084677i,0.00077389-7.3047e-05i,0.0001709-7.9448e-05i,-2.9171e-05-0.00014714i,0.00026506+0.00040306i,0.00021194+8.4557e-05i,0.0001509-0.00048467i,-0.00059734-0.00034246i
0.0009194-0.00052154i,0.0007662-2.3453e-05i,0.0012052+0.00028308i,0.00087837-0.0004577i,0.00019033-0.0012171i,0.00042559-0.00073289i,0.0011436-0.00042763i,0.0006469-0.00013546i,-0.00047982+8.6692e-05i,-0.00039764-0.00044663i,0.00052286-0.00048789i,0.00079676+5.2322e-05i,0.00045441+0.0001336i,0.00050582+0.00044081i,0.00069312+0.00037537i,-0.00047188-0.00028047i,-0.0011137-0.0007918i,-0.00046397-0.00052978i,-0.00068294-1.6939e-05i,-0.0010655+0.00026856i,-0.00073297+0.00065788i,-0.00028842+0.0015379i,-0.00028713+0.00099313i
0.0019439+0.00092927i,0.0020327+0.00058845i,0.0014541+0.00021836i,0.00108-0.00087487i,0.0011402-0.00078832i,0.00064456-6.9474e-05i,0.00038648+0.00059306i,0.00086363+0.0015363i,0.0011731+0.0023017i,0.0010053+0.0016017i,0.00054066+0.00028241i,-6.0611e-05-0.00038712i,-2.8401e-05-0.00027908i,-0.00037315+0.00040886i,-0.00075513+0.00040158i,-0.00024725+0.00026681i,0.00027929+0.00025912i,7.2109e-05+0.00050638i,-0.00028774+0.00031261i,0.00019481+0.00018982i,7.4367e-06+0.00034298i,-0.0004356+0.00042532i,7.8045e-05+0.00038424i
0.0020044+0.001497i,0.0011591+0.00093003i,-6.7173e-05+0.00069272i,5.8771e-05+0.00068326i,0.0005331+0.00019564i,0.00057894+0.00024626i,0.00034097-8.9288e-05i,-0.00058036-0.00029626i,-0.0011589+0.00015677i,-0.00042515+0.00032467i,-0.00077246+0.00019123i,-0.0011607-0.00018174i,-0.0001212-0.00081606i,-0.00011315-0.00044334i,-0.00053679-0.00078788i,-0.00067021-0.001059i,-0.00064802-0.00022735i,-0.00066806-0.00013147i,-0.0001479-0.00052336i,0.00037441-0.00081062i,0.00046526-0.0011534i,0.00043877-0.00071195i,0.00075543+0.00012974i
-0.0032358+0.0011052i,-0.0030365+0.00065488i,-0.0014149+0.00030754i,-0.00029879+0.00014839i,0.00046368+0.00040168i,0.0012369+0.0013446i,0.00097121+0.00048903i,-0.00038212-0.0011839i,-0.00016032-0.00035818i,0.0008279+0.00093344i,0.0012769+0.00033512i,0.00089561-0.00081205i,0.00031777-0.0010663i,-0.00017579-0.0010251i,0.00067158-0.00082889i,0.0017627-0.00018531i,0.0011034+0.00028182i,-0.00010824+0.00053674i,-0.00057221+0.00059164i,-0.0006293-4.2954e-05i,0.00025135+4.1003e-07i,0.00029453+0.00071046i,-0.00052593+0.00015654i
-0.0015748-0.0014811i,-0.0015129-0.00070332i,-0.00081645-0.00033699i,-0.00037223+0.000138i,0.00043379+0.00066135i,0.00094897+0.00013839i,0.0010208-2.3002e-05i,0.00050808+0.00035508i,6.6906e-05+0.00073267i,-3.0746e-05+0.0011948i,0.00031582+0.0012996i,-0.00021343+0.0011988i,-0.00065748+0.00074396i,-0.00057808+0.00062655i,-0.00074752+0.00085629i,-0.00086787+0.00080818i,-0.00015729+0.00075996i,-0.00017146+0.00055695i,-0.00063951-0.00021564i,-0.00047753-0.00035774i,-0.00025843-0.00029508i,-0.00050591+0.00024524i,-0.0002785+0.00091124i
0.00083816-0.0018389i,0.00083342-0.0026055i,0.0018917-0.0019308i,0.0019515-0.00073585i,0.0016373+0.00066629i,0.0010555+0.001664i,0.0004928+0.00050517i,0.0001835-0.00068547i,-0.00019753-0.00076197i,-0.00069007-0.00057378i,-0.00064059-0.00027844i,4.9781e-05+0.00013184i,0.00022966+0.00070715i,0.0003819-7.3593e-05i,0.00041912-0.0012208i,0.00034597-0.001088i,0.00041779-0.00039789i,0.00043315-7.6795e-05i,0.00093019+0.00027545i,0.00094161+0.00079896i,0.00020634+0.00068806i,0.00031286+0.00041497i,0.00024542+0.0004679i
0.0035182-0.0016473i,0.0034587-0.0020848i,0.0034501-0.0016155i,0.0014717-0.00070306i,-0.00013825-0.00020461i,-0.00059224-0.00011333i,-0.00030815-0.00022878i,8.6269e-05-6.0585e-05i,-0.00059089+0.00025655i,-0.0009592-2.5811e-05i,-0.0012322-0.0001241i,-0.00083323+0.00044704i,-0.00015123+0.00089875i,3.6863e-05+0.00095803i,0.00018473+0.00057542i,0.00022478+0.0010783i,0.00025069+0.0010315i,-4.2773e-05+0.0001521i,-0.0004363+2.2084e-05i,-0.0002411+4.4929e-05i,0.00024119-0.00056953i,0.00026576-0.00023467i,0.0001307-0.00040654i
-0.0005788+0.0013178i,-0.0010668+0.0015534i,-0.00082011+0.002748i,-7.1766e-05+0.0023614i,0.00049303+0.00040494i,0.001442+7.9104e-06i,0.0012262+5.4966e-05i,0.00034109-0.00042168i,6.5639e-05-6.4717e-05i,0.00013967-3.8465e-05i,0.00048914-0.0009046i,0.00022133-0.001322i,6.2987e-05-0.0013872i,0.00026211-0.0011375i,0.00037439-0.00061844i,0.00047767+0.00013052i,4.2838e-05+0.00027487i,-0.00010344-0.00029692i,0.00025547-0.00039366i,0.00042049-9.3078e-06i,-0.00032013-5.8156e-05i,-0.00087809-2.5044e-05i,0.00044256+0.00038132i
0.001287-0.0007744i,-1.0909e-05-0.0004996i,-0.00076617-0.0006328i,-0.00019953-0.0016728i,0.0001875-0.00085226i,0.0010383+0.0010353i,0.0024539+0.0011269i,0.0020959+0.0011173i,0.0006733+0.0011706i,0.00064887+0.00024301i,0.00048443-5.6856e-06i,-9.7995e-06+5.871e-05i,0.00019313+0.00032069i,0.00014618+0.00084007i,-0.00050073+0.0011748i,-0.00081373+0.00023804i,-0.00053955-0.00033699i,-0.00021464-0.00064361i,0.00037309-0.0013105i,0.0003089-0.00090243i,0.00016257+2.9545e-05i,0.00050796-7.6531e-05i,5.5922e-05-0.00073531i
0.00036644+0.0019886i,0.00072271+0.0014012i,0.0005064+0.001173i,0.00017698+0.00027884i,0.00073632-0.00046012i,0.00077839+0.00027255i,0.00067131+0.00078884i,0.00044234+0.00094718i,0.0006444+0.00075568i,0.00081116-6.6381e-05i,-5.4031e-05-0.00046977i,-0.00061875-0.00086866i,-0.00013504-0.00038023i,-0.00035247+0.0001409i,-0.00072918+6.3223e-05i,-0.00074264-3.3973e-05i,-0.00041638-0.00036065i,3.6349e-05-0.00042365i,-0.00017453+0.00060993i,0.0001165+0.0011682i,0.00058013+0.00028264i,0.00036297-0.00011248i,-0.00033073-0.00027387i
-0.0011334+0.00077718i,9.5828e-05+0.00028559i,0.00057655-0.00051579i,0.00093716-0.0010226i,0.0012806-0.00097908i,0.0015398-0.00064378i,0.00088518+3.8244e-05i,-0.00027723+0.00057831i,-0.00043213+0.00079671i,0.00047639+0.00042815i,0.00047984-0.00043245i,9.0917e-06+0.00011511i,-0.00075143-0.00011623i,-0.0012515-0.00083629i,-0.00088715-0.00059171i,-1.1197e-06-0.0006425i,0.00033543-0.0004203i,0.00013901-0.00010199i,-0.00024601+0.00023877i,-0.00046736+0.00044723i,-0.00069131+0.00025782i,-0.00098702+0.00036719i,-0.00037959+0.00040398i
