-7.2031e-05-0.00051637i,0.00041711-0.0015165i,1.2876e-05-0.0027602i,-0.0013412-0.002508i,-0.0024-0.00038068i,-0.0020013+0.0017717i,-0.00086762+0.0027678i,0.0002651+0.0027201i,0.00088538+0.0020296i,0.00058709+0.0015544i,-2.379e-05+0.00048478i,0.00046493-0.00050705i,0.0004125-0.00027804i,-0.00096944-4.9613e-05i,-0.00086597-9.0688e-05i,0.00024475-0.00048083i,0.00036523+0.00016481i,0.00065601+0.00052819i,0.0011955-0.00056849i,0.00023874-0.0011262i,-4.6661e-05-0.0008358i,0.00038931-0.0004312i,0.00052788+9.364e-05i
-0.00077462-0.0010157i,-0.00079451-0.0011591i,-0.0012976-0.00069071i,-0.0026244+7.0684e-05i,-0.0027965+0.00069963i,-0.00070033+0.0014345i,0.00091739+0.0013992i,0.0003962+0.00074142i,-0.00043263+0.00030986i,0.00050078+0.00079303i,0.00097244+0.00095635i,-2.7133e-05+0.0003556i,-0.00047661-0.00070428i,-0.00023428-0.00043464i,0.00012714+0.0007335i,0.0011096+0.00080787i,0.0013249+0.00069898i,0.00077613+0.00032136i,-0.000195-0.00018765i,-0.00095465-0.00018547i,-0.00084009-8.7363e-05i,-0.00072526-7.9027e-05i,-0.00026561+0.00023284i
-0.00075138-8.3754e-05i,-0.00033091-0.00090085i,-0.00046191-0.0022458i,-0.00047282-0.0014828i,-0.00074107+0.00074853i,-0.0011526+0.0017205i,-0.0012007+0.0011876i,-0.00087082+0.0011013i,-0.00080627+0.00099277i,-0.00027648+0.00045102i,0.00041614-0.00050277i,0.0011267-0.00058756i,0.0012004-0.00046995i,0.00082996-0.00052997i,0.0012435-0.00032504i,0.0014792-0.00024407i,0.0009408-0.00012897i,0.00054332-0.0002196i,0.00041944-0.00034684i,0.00040437+0.00044335i,0.00028453+0.0003877i,7.4772e-05+0.00014969i,-0.00034473+0.00037923i
0.0010297+0.00020226i,0.00035782-0.00076668i,0.00029997-0.0028635i,-0.00078059-0.0027225i,-0.002506-0.00086932i,-0.0025189+0.00075698i,-0.0014766+0.0019139i,-0.00091002+0.0016852i,-0.0011302+0.00086063i,-0.00086423+0.00053918i,-0.00029836+0.00020198i,5.618e-05-0.00036627i,4.4523e-05+0.00015983i,6.5308e-05+0.00053598i,-0.00010314+0.00055443i,-0.0003566+0.00082972i,-0.00048612+0.0005694i,7.3411e-05+0.00036347i,0.00036578+0.0003315i,-0.00020851+0.00026605i,-0.00074008+7.8688e-05i,-0.00073228+0.0004064i,-2.1345e-05+0.00052602i
-0.00027459+0.00041085i,0.00044401+0.00015473i,0.00042248+0.00057212i,0.00024494+0.0019859i,0.00033093+0.0025336i,0.00064696+0.0021368i,1.066e-05+0.001911i,-0.0002626+0.0010427i,-2.0254e-05+0.0012076i,0.00028136+0.0017728i,0.00080967+0.00095383i,0.00042764+1.941e-05i,0.00014055+4.7104e-07i,-0.00027271+0.00022894i,-0.0010959+0.00040599i,-0.00029996+0.00073416i,0.00059033+0.00070484i,0.00051902+0.00034317i,0.00074642+8.5857e-05i,0.00024365+4.9327e-05i,-0.00075633-0.00072145i,-0.00089878-0.00081769i,-0.0010526-0.00021773i
-0.0019883+0.00036398i,-0.0019777-0.00019434i,-0.0011722-0.00057706i,-0.00045715-0.00012326i,0.0002218+0.00076806i,0.00019271+0.0012147i,0.00046041+0.00090752i,0.00017941+0.00074647i,-0.00034323+0.00088796i,-0.00058944+0.0010357i,-0.00026366+0.00099481i,0.00054015+0.00024594i,8.8564e-05-0.00041995i,-0.00048211-0.00069315i,0.00030818-0.00079566i,0.00047695-0.00054992i,-0.0003405-0.00024396i,-0.00014237+9.0023e-05i,1.612e-05+0.00042791i,-0.00091649+0.00013172i,-0.00040639-8.6297e-05i,0.00026425+0.0001121i,-0.0003366+7.506e-05i
0.0021155-0.00098689i,0.001133-0.0023328i,-0.0006408-0.0026725i,-0.0024121-0.0022084i,-0.0025493-0.0013675i,-0.0016312+0.00065461i,-0.00062007+0.001273i,-0.00046291+0.00057342i,-0.00088852+0.00041402i,-0.00044339+0.0011505i,-0.00016645+0.0012175i,-0.00014873-0.00030714i,0.00019521-0.00092239i,0.00025212-1.6915e-05i,0.00016242+0.00046534i,0.00097025+0.00017976i,0.0018375+0.00030447i,0.0011289+0.00063822i,-0.0001528+0.0010505i,-0.0010384+0.0010373i,-0.00096573+0.00033189i,-6.8669e-07-0.00047322i,0.00056694-0.00036461i
0.0014278+0.00058015i,0.0024494-0.0012133i,0.0024729-0.0010799i,0.00088448-0.0012903i,-0.00072772-0.00087838i,-0.0016389-0.00018726i,-0.0011114+0.00020615i,-0.00014312+0.00084284i,-6.0458e-05+0.0010127i,-0.00022231-0.00010595i,-0.00012834-0.00030794i,-0.00018553+7.7673e-05i,0.00037398-0.00056041i,0.0014393-0.00033608i,0.0011569+0.00054737i,0.00052201+0.00095866i,0.00040175+0.00043543i,-1.2861e-05-0.00067093i,0.00012226-0.0008226i,-0.00066357-0.00063711i,-0.0016528-0.00059896i,-0.0011537-0.00062007i,-0.00098038-0.00060915i
-0.00098409+0.0001471i,-0.00052656-0.00012104i,-0.00036596-0.00067578i,-0.00030209-0.0019234i,-0.0011806-0.000448i,-0.0015963+0.0014983i,-0.00093568+0.0011766i,-0.0002152+0.00031865i,0.00028787+8.7165e-05i,0.0004953+0.00046932i,5.197e-05+0.00056487i,-0.00018577+0.0001461i,0.00061504+1.9738e-06i,0.0009812-0.00018956i,0.00022558-0.00055021i,-2.6639e-05-0.00030686i,0.00043747+0.00015971i,0.00066791+0.00015934i,0.00013473-0.00032057i,-9.6703e-05+7.6657e-05i,2.1388e-05+0.00013708i,-0.00035872-0.00016919i,-0.0003781-7.0878e-05i
0.0016279+0.0004944i,0.0023742-0.001572i,0.0014968-0.0028564i,-0.00036827-0.002636i,-0.0014712-0.00089528i,-0.0013296+0.00037603i,-0.00019751+0.00078404i,4.8691e-06+0.0006887i,-4.4445e-05+0.00075473i,-2.39e-05+0.00048056i,-2.1181e-05+0.00019998i,-0.00019348+0.00064863i,-0.00082892+0.00088997i,-0.0007979+0.00079697i,-0.00086907+0.00052372i,-0.00063512+0.0007119i,0.00064473+0.0014782i,0.00041418+0.0011873i,-0.00046132+0.00051186i,-0.00020869+0.00033898i,0.00038276-0.00033133i,4.2621e-06-0.00084727i,-0.00057906-0.00064749i
0.00077027-0.0018489i,0.00077506-0.002548i,0.00090128-0.00341i,-0.00054155-0.0026056i,-0.0013121-0.00023283i,-0.00090974+0.0012881i,-0.00064006+0.0009193i,4.7818e-05+0.00050968i,-4.3575e-05+0.0006399i,-0.0001951+0.00051359i,8.6855e-05+8.1337e-05i,-9.4823e-05+0.00037997i,-0.00048986+0.00086678i,-0.0005919+0.0006609i,-0.00062112+0.00036951i,-0.00030529+0.0004231i,-0.00022968-5.3492e-05i,-0.00012603-0.00079084i,0.00041659-0.00035987i,6.8533e-05+1.7241e-05i,-0.0001623-0.00030794i,0.00027842-0.00011862i,-0.00022315-0.00024884i
0.00051122-4.0161e-05i,0.0016295-0.00035474i,0.0019779-6.2474e-05i,0.00078813+0.00055989i,-0.000264+0.00064705i,-0.00088402+0.00071231i,-0.00069522+0.0010875i,-6.9311e-05+0.0013224i,3.9705e-05+0.00039277i,0.00054724+0.0004882i,0.00022333+0.00082739i,-0.000208+0.00033851i,-7.2543e-05-7.8397e-05i,-0.00048754+0.00027291i,-0.00093832+0.00036219i,-4.5894e-06+6.7101e-05i,0.00066398+2.7954e-05i,-0.00020786+8.7582e-05i,-0.0012648+0.00024301i,-0.0010181+0.00010322i,-0.00033928-0.00029938i,-0.00030713-0.00022707i,2.3894e-05+0.00042709i
-0.00055046-0.00027723i,-0.00023089-0.0011361i,-0.00074751-0.0014908i,-0.0012203-0.0018359i,-0.00098114-0.00094282i,-0.00055635+0.00061379i,-0.00026483+0.00090893i,9.5526e-05+0.00038798i,-0.00011408+0.00036675i,-0.00036104+0.00076485i,-0.00025997+0.00048322i,-0.00033252-8.6312e-05i,-0.00066555-0.00078224i,-0.0012917-0.00068424i,-0.0010613-0.0004555i,-0.0001079-0.0001738i,0.00027252+0.0001772i,5.6051e-05+0.00068068i,-0.00087869+0.00039479i,-0.0010995-0.00067506i,-0.00098551-0.00040796i,-0.0013022-0.00052395i,-0.00048409-0.00011575i
-0.00011127-0.0011525i,-0.00037861-0.0017153i,-3.9784e-05-0.0026881i,-0.00020835-0.0010362i,-0.0013684+0.00097006i,-0.0015088+0.0019072i,-0.00020633+0.0018887i,0.00053742+0.00086135i,6.8168e-05+6.9007e-05i,-0.00056303+0.00043447i,0.00031858+0.00059035i,0.0011758+0.00016712i,0.00072476-0.00024865i,0.00015466+0.0002807i,0.00060497+0.0010311i,0.00067094+0.00049184i,0.00011456+1.1832e-05i,6.5237e-05+0.00029145i,-0.00030552+2.9844e-05i,-0.00025772-0.00034876i,0.00014419+0.00012198i,0.0003091+0.00018116i,-0.00011073+0.00024971i
0.00084245-0.00086251i,0.0008428+8.593e-05i,0.00081006-0.0001844i,-0.00016746-0.00048082i,-0.00079935-4.9415e-05i,-0.00045068+0.001046i,-0.000142+0.0017515i,-0.00014916+0.0012117i,-0.00019372-0.00029484i,-0.00052815-9.2035e-05i,-0.000294+0.00037143i,0.00042551+5.8912e-05i,0.00057642+0.00030347i,0.00026448+0.00039644i,-0.0005721+0.00023504i,-0.00020043+0.00010753i,0.00052244-0.0001654i,9.6687e-05-0.00038084i,0.00018765-0.00048575i,7.5387e-05+7.7744e-06i,-0.00050848-0.00017368i,-0.00036789-0.00057717i,-0.00011406-0.00022097i
-0.0014246-0.00037186i,-0.00076684+0.00039536i,-0.00065987+0.00018146i,-0.0017819+0.00018045i,-0.0024367+0.00062771i,-0.0013159+0.0006591i,-0.0001358+0.00069332i,0.00034262+0.00020632i,0.00085939+8.1781e-06i,0.00067625+0.00035335i,-3.0188e-05+0.0010479i,-0.00025723+0.0012369i,-0.0001734+0.00088621i,-0.00019545+0.00084596i,-0.00019452+3.6584e-05i,2.9159e-06-0.00028778i,1.5693e-05-0.00014344i,-0.00036386-0.00063009i,-0.00063553-0.00061808i,-0.00060974-7.5501e-05i,-0.00064639+0.00047999i,-0.00060861+0.00025865i,0.00022655-0.00034841i
0.00097337-0.0020596i,0.0010242-0.0020559i,0.00018686-0.0035783i,-0.0023081-0.0035687i,-0.0036446-0.0017827i,-0.0022574-0.00011213i,-0.00052894+0.0012475i,0.0004488+0.0014042i,-0.00070089+0.001428i,-0.00169+0.00074974i,-0.00078464-0.00032174i,-0.00076114-8.967e-05i,-0.0011464+0.00072685i,0.00040578+0.00077811i,0.0011153+0.00016978i,0.00026745-0.00033596i,-0.00048878-0.00038406i,-0.00026926-0.0003558i,-9.0768e-05-0.00066532i,-0.00010626-0.00071037i,1.5172e-05-0.00043098i,-0.00039999-2.6314e-05i,-0.00039983+0.00011094i
-0.00080558+0.0012797i,-0.00041504+0.0012809i,0.00017618+0.001144i,0.00094659+0.00057317i,0.00082879+0.00028913i,-2.914e-05+0.00081502i,-0.00038201+0.0017056i,0.0005132+0.0015427i,0.0002332+0.0010561i,-0.00031702+0.00087773i,0.00015875+0.00051033i,0.00035266-5.4863e-05i,-0.00020329-1.1985e-05i,-0.00078423+0.00060266i,-0.00012322+0.00072921i,0.00029815+0.00029459i,7.6845e-05-0.00019384i,5.5844e-06-0.00040206i,0.00022049-5.7104e-05i,-0.00052901+0.00037053i,-0.0009438+0.00011516i,-0.00065483+0.00071584i,-0.00076162+0.00048548i
-0.0026843+0.00029358i,-0.0020954+0.00076482i,-0.0022348+0.00092218i,-0.0010514+0.00053851i,0.00014937+0.00096347i,0.00041908+0.0017954i,-8.3168e-05+0.0013501i,-0.00010617+0.00063991i,-0.00014169+0.00087357i,-0.00015934+0.0012151i,-4.2014e-05+0.00079757i,0.00059868+0.0006388i,0.0007526-0.00016574i,-7.4905e-05-0.00086771i,-5.508e-05-0.00075593i,0.00061172-0.00026888i,0.00062177-4.6005e-06i,0.00048584-0.00054332i,0.0002173-0.00042514i,-0.00014887+0.00015847i,-0.00040486-8.0923e-05i,-0.00073269-0.0003281i,-0.00039067-0.00029395i
0.00072034-0.00022301i,0.00091765-0.0011598i,0.0016729-0.0023049i,0.00033934-0.0018547i,-0.0017494-1.1832e-05i,-0.0016311+0.0010625i,-0.00018617+0.00089381i,0.00048231+0.00047792i,0.00056933+0.00038112i,0.00037014+0.00068532i,3.4354e-05+0.00038159i,0.00036196+0.00015023i,0.00068668+0.00050578i,7.7065e-05+0.00014088i,-0.0002133-0.00018405i,0.00023402+0.00030722i,0.0004129+0.0010172i,-2.7979e-05+0.0012781i,-0.00052147+0.0006742i,-0.00066244+0.0006808i,-0.00034816+0.00077815i,0.00017323+0.00064195i,0.00011239+0.0005837i
0.001202-0.00047628i,0.00137-0.00055125i,0.00084925-0.0015091i,-0.00026804-0.0011778i,-0.0022212-7.5055e-05i,-0.002388+0.00039659i,-0.00042119+0.00079542i,0.00049997+0.00085758i,0.00058503+0.00042481i,0.00033092+0.00055514i,-0.00054314+0.00040153i,-0.00048495-7.1928e-05i,7.2649e-05-0.00018782i,0.00053224+3.1132e-07i,-1.4817e-05+0.00089032i,-0.00076364+0.00072792i,0.00053263+0.00014724i,0.0016859-3.9209e-05i,0.0014533-0.00024028i,0.00063222-0.00010869i,-0.00021692+0.00024999i,-0.00080863+0.00018939i,-0.0005967-6.8462e-05i
-0.00044526-8.8988e-05i,0.00016875-0.0011773i,0.00020518-0.0016885i,-0.00056041-0.0023023i,-0.0012454-0.0017181i,-0.0015066+5.8392e-05i,-0.0005558+0.00084376i,-1.3806e-05+0.00063002i,-0.00017599+0.00048834i,-0.00022099+0.00068403i,-0.00094356+0.00045759i,-0.0010882-0.00017824i,-0.00030619-6.1355e-05i,-0.00056799+0.00028256i,-0.00060289-1.4692e-05i,0.00013897-0.00048451i,-4.0082e-05-0.00080299i,-0.00045923-0.00085335i,-0.00065318-0.00053996i,-0.00029021-0.00019029i,-0.0002129-0.00052583i,-0.00026887-0.0011152i,-0.0001911-0.00071594i
-7.5652e-05-0.00082248i,3.8171e-05+0.00020652i,-0.00057913-0.00017116i,-0.00093076+7.2329e-05i,-0.0010069+0.00017885i,-0.00070778+0.0010663i,-0.00026334+0.001388i,-1.1751e-05+0.00043261i,0.00012567+0.00068354i,0.00047945+0.00073305i,0.00036783+0.0004666i,1.0187e-05+8.0855e-05i,-0.00012993-0.00033158i,-0.00014486-0.00035726i,3.9656e-05-0.00063413i,0.00085569-0.00078418i,0.0012752-0.00047903i,0.0010406-0.00057723i,0.00093276-0.00014853i,0.00012151-0.0001714i,-0.00053695-0.00036312i,-0.00040415-0.00014458i,-0.00013087+0.00016512i
0.0029701-8.7948e-05i,0.0036139-0.0014925i,0.0039073-0.0032815i,0.001327-0.0035851i,-0.0011693-0.0016798i,-0.0020516+0.00065795i,-0.001425+0.0017637i,-9.9755e-05+0.0012473i,0.00047759+0.00017189i,0.00045008+0.00029156i,0.0004555+0.00087018i,0.00019389+0.00064164i,-0.0002552+0.00094841i,0.00021721+0.0016311i,0.00085104+0.0013923i,0.00065718+0.00088425i,7.7952e-05+0.0002725i,-0.00022929-8.0926e-05i,-0.00032399+4.6594e-05i,-0.00053219+0.00056338i,-0.00029436+0.00056486i,0.00014511+0.00035519i,0.00053189+0.00018587i
0.0015534+0.00064533i,0.00089652+0.00011496i,0.00055229-0.00043951i,0.00017282-0.0012917i,-0.001112-0.001016i,-0.0015754+0.00016434i,-0.001223+0.0010581i,-0.00063803+0.00062027i,-0.0001135-0.00074908i,0.00015046-0.001059i,-2.8671e-05-0.00021793i,-0.000566-0.00031783i,-0.00051297-0.00117i,-0.00024967-0.00022686i,-4.2634e-05+0.00051005i,-0.00049697-0.00030676i,-0.00063569-0.00072817i,9.4451e-05-0.00096969i,0.00030277+3.4148e-05i,-0.00014387+0.001106i,-0.00018769+0.00060469i,-0.00063422+0.00049168i,-0.0011854+0.0007243i
-9.4399e-06-0.0012819i,-0.00058067-0.0012972i,-0.0017852-0.0012702i,-0.0017526-0.0015608i,-0.00076424-8.4789e-05i,6.9743e-05+0.001431i,0.001057+0.0010581i,0.00054575+0.00085958i,-0.00027912+0.0010321i,-0.0012588+0.00095668i,-0.001339+0.00023556i,-0.00032975-0.00026234i,0.00052471+0.00021814i,0.00038443+0.00082125i,0.00049567+0.00063836i,0.00074869+0.0007017i,0.00067593+0.00045082i,0.00072249+0.0002291i,0.00031823+2.7288e-05i,-0.00052852-0.00028343i,-0.0008481-1.8923e-05i,-0.00021467+0.00039797i,1.2254e-05+0.00018336i
0.00059554+6.1044e-05i,0.00074192-3.5072e-05i,0.00066619-0.0002764i,9.3925e-06+0.00052i,-0.00074617+0.00092333i,-0.0011719+0.0014181i,-0.0013798+0.0019764i,-0.0011378+0.0017223i,-0.00035584+0.0011065i,0.00059502+0.00035848i,0.0008117-0.00019541i,0.00017087-0.00076227i,-0.00050019-0.00059981i,-0.00013987-0.00017875i,0.00070939+0.00015715i,0.00055898+0.00031086i,0.00078678+0.0005615i,0.0017652+1.0147e-06i,0.0012212-0.00065781i,0.00047782-7.6405e-05i,-0.00010352+0.00022691i,-0.00066291+0.00051341i,-0.00081+4.926e-05i
-0.0020622+0.00089436i,-0.0009915+0.0014077i,-0.00029892+0.0015241i,0.00032271+0.00099527i,0.00070893+0.00065539i,0.0012061+0.00062281i,0.00085212+0.00023043i,0.00058301+1.2503e-05i,4.2795e-05+3.16e-05i,-0.00026575+0.00064686i,-0.00069739+0.0012311i,-0.00083203+0.0011559i,-8.7327e-05+0.00071615i,0.0004873+0.0004208i,0.00065172+0.00018819i,0.0010202-0.00013424i,0.00052996-0.00062239i,-0.00028226-3.3758e-05i,-4.2599e-06+0.00048799i,0.00038744+0.00015785i,9.7225e-05-0.00047642i,-0.00048754-0.00058405i,-0.00063042+8.9915e-05i
0.0010414-0.00094271i,0.00080266-0.00084708i,-0.00039308-0.0011118i,-0.00077254-0.0004957i,-0.0012211+0.00049468i,-0.0010884+0.0011748i,0.00035581+0.0018007i,0.00071639+0.001488i,-6.376e-05+0.00053525i,-0.00020374+0.00017774i,4.7571e-05+0.00018063i,0.00020686+0.00019571i,-0.00067022-0.00038002i,-0.0013904-0.0009223i,-0.00068669-8.0985e-05i,0.00032365+0.0010234i,0.00018665+0.0010294i,0.00026159+0.00040315i,0.00031316-0.00010443i,-0.00013771+2.4462e-05i,-0.00040557+0.00047605i,-0.00097727+0.00034397i,-0.0013035-4.9195e-05i
-0.00035561-0.00085016i,0.00024701-0.0010682i,0.00069276-0.0016491i,0.00059918-0.0020492i,-0.00015459-0.0003337i,-0.00049685+0.00059125i,-0.00076053+0.00080986i,-0.0010602+0.00098522i,-0.00069818+0.00062031i,-0.00018593+0.00038151i,0.00053966-6.203e-05i,0.00064063-0.00020969i,0.00038122+0.00019309i,-9.4628e-07+0.00050343i,0.0004446+0.00047331i,0.00047328+5.6068e-06i,0.00019003-0.00074774i,0.00019553-0.0006126i,-0.00018157-0.00068186i,-7.4383e-05-0.001221i,-0.0002371-0.00068275i,-0.00086728+0.00013865i,-4.7407e-05+0.00034452i
0.0011909-0.0018847i,0.00041482-0.0024868i,-0.00010605-0.0023422i,-0.0014986-0.001358i,-0.0033742+4.9109e-05i,-0.002846+0.00085833i,-0.0013774+0.0011646i,0.00015299+0.0011892i,0.00042924+0.0014437i,-0.00038172+0.0013806i,-0.00014278+0.0011452i,0.00022613+0.00026046i,8.1625e-05-0.00015592i,-3.0452e-05-0.00014907i,-8.9792e-05-0.00023093i,0.00046156+0.00025191i,0.0011499+0.00042123i,0.0013053+0.00024025i,0.00069067+0.00014295i,-9.9365e-05-0.00029073i,-0.00014536-0.00054226i,0.00034347+3.5768e-05i,0.0013165+0.00068851i
-0.00024738+0.0019963i,-0.00059062+0.00039615i,0.00062589-0.00043192i,0.0015927-0.00052477i,0.00098743+0.00011029i,0.00056881+0.0011919i,3.9286e-05+0.0010876i,-0.0004453+0.00017987i,0.00020164+2.2308e-05i,-0.00033851+0.00013413i,-0.00078652+0.00016357i,-0.0005975-7.8966e-05i,-0.00098684-0.00087659i,-0.0011163-0.00058364i,-0.00053571-0.00013694i,0.00043184+0.00036391i,0.0010562+0.00017741i,0.000555-6.5147e-05i,-0.00020388+0.00040599i,2.9464e-05-0.00029994i,0.00010604-0.001009i,0.00011451-0.00022839i,0.00027537+0.00094708i
-0.0013909-0.00017986i,-0.00050497-0.0017597i,0.00030701-0.0020716i,-0.00024323-0.0014878i,-0.00086016-0.00039717i,-0.00018459-4.5762e-05i,0.00060681+2.5527e-05i,0.00031398+0.00067337i,0.00026833+0.00070556i,0.00090226+0.0006362i,0.00091727+0.0008638i,0.00025876+0.00018885i,-0.00026444-0.00048683i,-0.00082087+0.00026922i,-0.00065351+0.00052538i,-0.00026206-0.00011552i,-0.00033652-6.5019e-05i,-0.00011669+0.00050276i,0.00057568+0.00044155i,0.00063146+0.00028008i,0.00021303+0.00068409i,-0.00019769+0.00060654i,-0.00064771+0.00040313i
0.00082843-6.2077e-05i,0.0016881-0.0011071i,0.0020697-0.001299i,0.00048561-0.0021337i,-0.0016627-0.0021945i,-0.0022739+0.00055784i,-0.00097183+0.0016438i,-0.00040219+0.00085723i,-0.00099468+0.0003818i,-0.00041038-2.6203e-05i,0.00027855+7.4912e-05i,-7.9075e-05+8.4294e-06i,-0.00010277-0.00010716i,0.00028469-0.00014867i,0.00054846+0.00017618i,0.00031+0.0010081i,8.0742e-05+0.0011557i,-7.5301e-05+0.00023888i,-0.00083726+0.00012654i,-0.0015753-0.00054523i,-0.0016516-0.0013048i,-0.00063751-0.00076627i,0.00015395-0.00015395i
0.00062859-0.00018363i,0.0013558-0.0008768i,0.0018131-0.0025966i,0.00044565-0.0019817i,-0.0012236+0.00026989i,-0.0015221+0.00082956i,-0.0012961+0.00037061i,-0.0011863-4.334e-05i,-0.00011306+0.0001331i,0.00021493-2.7896e-05i,-2.7452e-05-0.00012168i,0.0002129+0.00038381i,-0.00020811+0.00021324i,-0.001119+0.00030311i,-0.0011953+0.0012237i,-0.00031832+0.00077719i,0.00054368+0.00042989i,0.00084682+0.00077345i,0.00019228+0.00022674i,-0.00049169+0.00025934i,-0.00060702+0.00054018i,-0.0004926+0.00025896i,8.3055e-05+0.00026952i
-0.0012178-0.0018085i,-0.0013499-0.0018977i,-0.0026249-0.0018941i,-0.003362-0.0010415i,-0.0024317+0.0012601i,-0.00078958+0.0030136i,0.00083383+0.002759i,0.00094834+0.0010961i,0.00046851+5.722e-05i,7.0545e-05+0.00032837i,0.00012561+0.00023805i,0.001308+0.00024693i,0.0016042+0.00039348i,0.00082701+0.00018424i,8.7799e-06+3.801e-05i,-0.00028483+0.00074484i,0.00061496+0.001155i,0.00064898+0.001209i,-0.00010597+0.00011406i,0.00010579-0.0011429i,0.00035464-0.00066416i,6.4976e-06-0.00061491i,0.00018579-0.00088932i
0.00041119+0.00070634i,0.0015837-0.00033488i,0.0021759-0.0015624i,0.0012113-0.0025451i,-0.00086942-0.0018168i,-0.0011224+0.00067092i,-0.00069418+0.0018239i,-0.00059869+0.0011207i,-0.0012531-9.2768e-05i,-0.00092785+7.6463e-05i,6.4702e-05+0.00045985i,0.00020773-0.00036454i,-0.00050573-0.00084081i,-0.00054605-0.00065692i,-0.00029996-0.00047588i,-0.00026578-0.00083469i,-0.00031715-0.00054652i,-0.00025414-0.00052406i,9.187e-05-0.00077233i,8.8948e-05-0.00032615i,0.00017299+0.00013983i,-0.00021999+0.00027965i,-0.00025266+0.00085891i
-0.000534-0.0018148i,0.00045277-0.00093627i,0.0016509-0.00029783i,0.0018088-0.00057547i,0.00098552+1.1085e-06i,-0.00059083+0.001342i,-0.00035443+0.0015432i,0.00048353+0.00058338i,0.00032767+0.00040231i,-0.0003227+0.00075815i,-0.00013645+0.00011062i,0.00032427-0.00024983i,-9.6987e-05+0.00042588i,-0.00010168+0.00072856i,-0.00021637+0.00075322i,0.00039449+0.00077039i,0.0011617+0.00060281i,0.00056687-0.00024889i,-0.00014707-0.00079793i,6.13e-05-0.00013641i,-9.8754e-05+0.00029476i,-0.0010309-0.00033675i,-0.00079265-0.00060926i
0.00068421+0.0015728i,-0.00015981+0.00029804i,-0.0009868-0.00017461i,-0.001817-0.00097322i,-0.0022906-0.00095719i,-0.0020273-0.0004737i,-0.0012179-7.4863e-06i,-0.00091007+0.0007144i,-0.00044651+0.00093812i,0.00050939+0.00092765i,0.00079609+6.421e-05i,-0.00014877-0.0010244i,-0.0013921-0.00092803i,-0.0012272-0.0006733i,-9.0366e-05-0.00085527i,0.00043996+0.00032944i,0.00047005+0.0013215i,0.00026998+0.00046796i,0.00019507-0.00058428i,-0.00029833-0.00064094i,-0.00038308+4.9537e-06i,2.5845e-05+0.00062967i,3.6949e-05+0.00083167i
0.0011422-0.0014026i,0.00057848-0.0018213i,0.00030246-0.0026545i,-0.0009107-0.0021464i,-0.0024144-0.00033476i,-0.0019356+0.0012161i,-0.00050326+0.0012551i,-5.6226e-05+0.00076644i,-0.0007683+0.00074475i,-0.001073-0.00015558i,-0.0008443-0.00030461i,-0.0006055+0.00047888i,-0.0001543+0.00067802i,3.2691e-05+0.00024735i,0.0002297-0.00049687i,0.00044805-0.00012794i,0.00057343+0.00081515i,0.00053148+0.00089671i,0.00048639+0.00071262i,0.00045652+6.7011e-05i,-2.4087e-05-6.8727e-06i,-0.00042216+1.474e-05i,-0.00015343-0.00075527i
0.0018143-0.00013367i,0.0031148-0.0010238i,0.0043349-0.0026161i,0.0029087-0.0035948i,6.5684e-05-0.00237i,-0.00028971+0.00045266i,0.00018718+0.0016349i,-0.00016872+0.00057726i,-0.00022352-0.00024334i,-0.00040381-0.00070161i,-0.00024861-0.00033284i,-0.00036292+0.00016762i,-0.00041599-0.00052809i,-0.00028363-0.00047496i,-0.00044082+0.00052967i,-0.00074833+0.00067122i,-0.00070848+4.0959e-05i,-0.00061517-0.00025083i,-0.00032837+0.00023425i,-5.3651e-06+0.00082754i,-0.00024608+0.00063235i,-0.00016929-0.00035936i,0.00027952-0.00049481i
-0.00040322+0.0014135i,0.00075394+0.00027949i,0.00165-0.00020984i,0.00081534+0.00030853i,-0.0011808+0.00076866i,-0.0016776+0.00143i,-0.00055218+0.0015875i,-0.00029661+0.00093372i,-0.00052514+0.00020324i,-0.00049596+0.00010456i,0.00019801+7.9021e-05i,0.001006-0.00011803i,0.00043439+0.00014616i,-9.577e-06+2.5916e-05i,0.00042585-0.00045255i,0.00099894-0.000805i,0.0011549-0.00079627i,3.0699e-05-8.3602e-05i,-0.00081041+0.00067668i,-0.00046802+0.00016308i,-0.00045235-0.00058611i,-0.00011678-0.00020378i,0.00024497+0.00037955i
0.00048739-0.00089506i,0.00057952-0.0014881i,0.00054501-0.0021176i,-0.00085263-0.001751i,-0.0019024+0.00058346i,-0.0014879+0.0019334i,-0.00031459+0.0015414i,0.00069558+0.0011942i,0.00021508+0.0012847i,-0.00095325+0.0012983i,-0.00070161+0.001152i,6.114e-05+0.00083672i,0.00012861+0.00054844i,0.00012235+0.00072923i,0.00047776+0.00058367i,0.00092659-6.112e-05i,0.0011572-0.00071843i,0.0011192-0.00064833i,0.00015083+0.00014006i,-0.00082903+0.00059807i,-0.00065702+0.00021871i,-0.00035612+0.00038624i,0.00011667+0.00010775i
