0.0016343+0.00079218i,0.0011897+0.0001883i,-0.00023921-0.00056571i,-0.0022712-0.00014506i,-0.0033952+8.3931e-05i,-0.0035287+0.00081262i,-0.0029507+0.0016336i,-0.00056755+0.0012073i,0.0012745+0.00049337i,0.0021117-0.00042779i,0.0020663-0.0010453i,0.0011844-0.00055823i,0.00053539-0.00029393i,-0.0001371-0.00042445i,-0.0010164-0.00061637i,-0.0011582-0.00036989i,-0.0013492+1.992e-05i,-0.0014938+0.00043179i,-0.0006577+0.00024986i,3.9386e-05-0.0003262i,0.00048492-0.0003681i,0.0010411-0.00044738i,0.00086658-0.00020795i
0.12802-0.033868i,0.25361-0.091837i,0.26859-0.15476i,0.14001-0.16512i,0.034929-0.10481i,0.049269-0.027047i,0.10197-0.017497i,0.093106-0.040053i,0.044249-0.03761i,0.010611-0.024621i,0.0079056-0.0092296i,0.032584+0.012243i,0.055165+0.027289i,0.045682+0.029843i,0.021633+0.022344i,0.0081326+0.0054141i,0.0014218-0.0066313i,-0.00072495-0.0028365i,0.0022127+0.0025098i,0.00094341-0.0029268i,-0.010179-0.0041277i,-0.023461+0.0063796i,-0.024085+0.01279i
0.03356+0.13257i,0.036478+0.2405i,-0.039888+0.20421i,-0.19898+0.038049i,-0.25876-0.023528i,-0.15545+0.007213i,-0.066979-0.0044958i,-0.056156-0.014055i,-0.040423+0.017715i,-0.0050341+0.028639i,0.00088044+0.01701i,-0.022673+0.016157i,-0.049811+0.01946i,-0.060071+0.01877i,-0.051054+0.020145i,-0.038983+0.025175i,-0.031756+0.020233i,-0.029432+0.0014186i,-0.029105-0.014892i,-0.022682-0.021278i,-0.0088517-0.024177i,0.0018096-0.027774i,0.003744-0.02713i
-0.12967+0.055549i,-0.25707+0.10006i,-0.32069+0.11272i,-0.26541+0.066095i,-0.19849-0.0028683i,-0.16458+0.010908i,-0.11496+0.072861i,-0.074576+0.099108i,-0.050774+0.095008i,-0.026386+0.076317i,-0.0044831+0.044112i,0.0039037-0.0050941i,0.0053487-0.050738i,0.01573-0.068971i,0.028282-0.062754i,0.036635-0.043508i,0.044634-0.019312i,0.048064+0.00118i,0.046415+0.009031i,0.037972+0.0067117i,0.019229+0.003369i,0.0011595+0.002288i,-0.006936-0.00099791i
-0.058277-0.13627i,-0.058518-0.2566i,0.07487-0.29137i,0.27025-0.21416i,0.29638-0.13339i,0.14127-0.10293i,0.0090806-0.060276i,-0.016025-0.028628i,-0.018136-0.0336i,-0.020699-0.029221i,-0.0002831-0.013136i,0.035663+0.0020072i,0.067306+0.0085996i,0.059905-0.0018428i,0.011173-0.019854i,-0.042844-0.030841i,-0.0741-0.028032i,-0.073605-0.015222i,-0.051836-0.0024565i,-0.024265+0.0043923i,0.0047394+0.0049849i,0.027408+0.0038371i,0.029877+0.0047344i
0.14894-0.076817i,0.31204-0.14026i,0.43608-0.15147i,0.43577-0.12171i,0.32988-0.12319i,0.18273-0.13635i,0.053312-0.1087i,-0.015104-0.061981i,-0.014161-0.041112i,0.0044395-0.042344i,-0.0050433-0.033612i,-0.029578+0.0077872i,-0.036584+0.061474i,-0.017226+0.086362i,0.016649+0.074703i,0.041504+0.044775i,0.037678+0.010691i,0.011624-0.015423i,-0.011188-0.018703i,-0.018853-0.0094413i,-0.026432-0.0076952i,-0.038233-0.0080789i,-0.034934-0.0022142i
0.067727+0.14196i,0.10529+0.29409i,0.031125+0.36309i,-0.11964+0.30136i,-0.15708+0.20963i,-0.065426+0.12031i,0.031146+0.039892i,0.071938+0.0047215i,0.066245+0.0067911i,0.047234+0.013047i,0.030438+0.0067999i,0.0078472-0.019962i,-0.022207-0.046199i,-0.027907-0.041742i,0.0028806-0.018094i,0.050432-0.0090631i,0.093915-0.018431i,0.11116-0.025276i,0.094366-0.023126i,0.060626-0.011836i,0.035449+0.0082194i,0.026129+0.020332i,0.018321+0.015946i
-0.14593+0.10044i,-0.32869+0.20019i,-0.48501+0.29055i,-0.48203+0.30437i,-0.34321+0.22491i,-0.17696+0.12961i,-0.068158+0.034737i,-0.030274-0.03656i,-0.023946-0.043368i,-0.022002-0.017338i,-0.0015808+0.0015723i,0.033586-0.0031656i,0.046395-0.029313i,0.009676-0.046035i,-0.056234-0.023956i,-0.10929+0.031293i,-0.11635+0.083193i,-0.076534+0.095778i,-0.031136+0.066577i,-0.0060289+0.026173i,0.0050444-0.0053207i,0.01072-0.024566i,0.013224-0.030249i
-0.10262-0.11574i,-0.20994-0.22177i,-0.25004-0.27414i,-0.18702-0.24139i,-0.10412-0.18913i,-0.071399-0.12189i,-0.08069-0.0047974i,-0.077438+0.072656i,-0.057433+0.064185i,-0.040997+0.028452i,-0.041874+0.011207i,-0.048258+0.028335i,-0.019953+0.054417i,0.031941+0.041426i,0.062617-0.0063836i,0.051903-0.040986i,0.0083816-0.034038i,-0.036985-0.0057811i,-0.053179+0.014572i,-0.042597+0.020256i,-0.032514+0.021841i,-0.027202+0.031433i,-0.013344+0.03333i
0.11301-0.1361i,0.25519-0.31923i,0.37471-0.4825i,0.37599-0.49837i,0.29319-0.35228i,0.20861-0.18656i,0.14238-0.076907i,0.08577+0.008234i,0.050069+0.062754i,0.049513+0.062595i,0.04876+0.025578i,0.022288-0.0018741i,0.0028109-0.0039403i,0.0086313-0.0045058i,0.021027-0.021209i,0.026505-0.060299i,0.020461-0.1011i,0.0091191-0.10308i,0.0080206-0.068646i,0.017996-0.037601i,0.028699-0.031838i,0.024648-0.041762i,0.0080093-0.035225i
0.16283+0.086939i,0.36849+0.14874i,0.53871+0.13328i,0.56131+0.034371i,0.45224-0.044809i,0.26558-0.09282i,0.077756-0.15633i,-0.034827-0.16646i,-0.051067-0.10871i,-0.019073-0.04866i,0.018836-0.016548i,0.043254-0.017999i,0.026024-0.023051i,-0.019989+0.0080648i,-0.047298+0.066544i,-0.033412+0.11413i,0.00027051+0.11372i,0.025616+0.066723i,0.029753+0.013036i,0.0096351-0.011074i,-0.017418-0.003808i,-0.029964+0.009954i,-0.028668+0.014626i
-0.12125+0.19763i,-0.27264+0.44229i,-0.38466+0.63117i,-0.3685+0.60462i,-0.27964+0.42937i,-0.18281+0.26469i,-0.096211+0.15217i,-0.049278+0.055856i,-0.047416-0.013897i,-0.063321-0.020734i,-0.062882+0.0075573i,-0.048123+0.020498i,-0.030401+0.011357i,0.00038658-0.014028i,0.028398-0.05025i,0.034631-0.069509i,0.033104-0.050711i,0.032764-0.012161i,0.027694+0.013104i,0.017828+0.016563i,0.013124+0.021071i,0.021807+0.029659i,0.025703+0.023257i
-0.21678-0.11073i,-0.49433-0.21144i,-0.74766-0.18771i,-0.81964+0.0054097i,-0.68514+0.18081i,-0.39393+0.22303i,-0.097438+0.19054i,0.057929+0.11958i,0.076627+0.053651i,0.04984+0.012917i,0.030853-0.012821i,0.028164-0.025121i,0.027155-0.032337i,0.0098766-0.032613i,-0.018584-0.02094i,-0.050648-0.0053735i,-0.075787+0.004151i,-0.074538+0.0096053i,-0.04275+0.013805i,-0.0088922-0.0002609i,0.00016537-0.032104i,-0.008653-0.04858i,-0.0052216-0.040569i
0.18942-0.20693i,0.42791-0.4317i,0.5955-0.58923i,0.52849-0.58034i,0.3063-0.47846i,0.071395-0.34066i,-0.057611-0.17984i,-0.051587-0.056943i,0.0043695-0.016873i,0.036564-0.031762i,0.028005-0.042586i,0.01223-0.017664i,0.018875+0.019867i,0.036303+0.043271i,0.051788+0.048133i,0.061582+0.036845i,0.055663+0.018857i,0.022009+0.0021889i,-0.013403+0.0020143i,-0.01434+0.019269i,0.0013258+0.031073i,0.0043255+0.029415i,-0.00082027+0.021333i
0.17539+0.19061i,0.40154+0.35122i,0.64287+0.32481i,0.76169+0.0017357i,0.64455-0.30292i,0.39143-0.30518i,0.18941-0.13996i,0.086009-0.0084774i,0.043523+0.046275i,0.031852+0.057327i,0.022031+0.051053i,0.0037443+0.045942i,-0.0012792+0.031812i,2.4989e-05-0.0096817i,-0.010537-0.056071i,-0.02391-0.081557i,-0.020335-0.083524i,0.0048636-0.07023i,0.022234-0.049907i,0.021056-0.028605i,0.022147-0.017i,0.018958-0.018385i,0.00040228-0.014223i
-0.23445+0.12133i,-0.49849+0.22711i,-0.67073+0.2914i,-0.57145+0.30465i,-0.2806+0.27419i,-0.054813+0.15686i,-0.018687+0.034981i,-0.05972-0.0020306i,-0.072713+0.024838i,-0.048862+0.050619i,-0.013421+0.038819i,0.0023998+0.0046063i,-0.010998-0.011645i,-0.032121+0.014105i,-0.035055+0.068615i,-0.014124+0.11313i,0.01014+0.12392i,0.027381+0.099938i,0.032771+0.050283i,0.013886+0.0087508i,-0.0080469+0.00034908i,-0.0069555+0.0024666i,0.0034133-0.0069873i
-0.076255-0.16216i,-0.17716-0.26424i,-0.32996-0.17344i,-0.43876+0.11239i,-0.3915+0.26319i,-0.29378+0.15i,-0.27999-0.013207i,-0.28288-0.045867i,-0.20739-0.012962i,-0.1083-0.0090843i,-0.047354-0.014376i,-0.022071-0.0095075i,-0.0016934-0.0046951i,0.032451-0.028878i,0.056446-0.072797i,0.046518-0.098077i,0.010587-0.090796i,-0.026044-0.052674i,-0.03388-0.013984i,-0.020908-0.0021993i,-0.01723+0.005671i,-0.011264+0.024237i,0.0068933+0.025478i
0.10563-0.04296i,0.17129-0.063255i,0.18033-0.071422i,0.14703-0.090697i,0.11833-0.10168i,0.13852-0.075505i,0.18064-0.029108i,0.1682-0.013087i,0.10405-0.016412i,0.05799-0.0099828i,0.044654-0.011691i,0.039819-0.028192i,0.027443-0.044469i,-0.0030813-0.041142i,-0.043809-0.020814i,-0.068863-0.0045i,-0.066352-0.0041724i,-0.049146-0.0088839i,-0.026406+0.0027515i,-0.0032383+0.014482i,0.0069897-0.0016449i,-0.0014926-0.021839i,-0.0071554-0.013298i
0.12522+0.024828i,0.29601-0.044561i,0.5039-0.20867i,0.56225-0.33776i,0.40418-0.27175i,0.23253-0.07333i,0.17066+0.042708i,0.13485+0.0057864i,0.064581-0.044233i,0.019929-0.022109i,0.026071+0.0032503i,0.036259+0.010947i,0.043982+0.031738i,0.067623+0.055811i,0.0917+0.057229i,0.10005+0.037002i,0.10184+0.011806i,0.098682-0.018689i,0.072018-0.04294i,0.036997-0.03953i,0.018783-0.02223i,0.0048641-0.0059845i,-0.0075429+0.0098711i
-0.0077976+0.19273i,0.070115+0.37625i,0.14403+0.39833i,0.080509+0.19054i,-0.078089+0.010487i,-0.20625-0.028299i,-0.22392-0.050759i,-0.15817-0.071893i,-0.081667-0.075444i,-0.049573-0.072383i,-0.052051-0.02713i,-0.041954+0.026937i,-0.031895+0.039586i,-0.034132+0.018753i,-0.035447-0.014863i,-0.04306-0.025896i,-0.054421-0.0029507i,-0.053537+0.025056i,-0.039428+0.026644i,-0.023077+0.011352i,-0.0020221+0.013875i,0.03022+0.018036i,0.046746+0.0012036i
-0.37307-0.077555i,-0.88729-0.065403i,-1.3042+0.082524i,-1.1737+0.21787i,-0.6354+0.10874i,-0.1705-0.091415i,0.053336-0.13733i,0.11643-0.067225i,0.10374-0.0074226i,0.05645+0.0045114i,0.0027717-0.00063517i,-0.024129-0.0037214i,-0.024164-0.013699i,-0.021764-0.0095044i,-0.015137+0.029152i,0.0003183+0.057922i,0.0068874+0.052119i,0.011671+0.046499i,0.036182+0.045901i,0.052822+0.022201i,0.021151-0.018607i,-0.039773-0.035807i,-0.076539-0.020514i
0.29032-0.40494i,0.55247-0.87299i,0.69757-1.135i,0.58501-0.84895i,0.37223-0.32427i,0.2363-0.031956i,0.096372+0.078935i,0.0061048+0.13887i,0.01532+0.11742i,0.041097+0.046754i,0.044201-0.020035i,0.039341-0.047544i,0.052427-0.042907i,0.060246-0.051127i,0.034772-0.064302i,0.0099305-0.060632i,0.0028157-0.052821i,-0.016672-0.043464i,-0.040082-0.017827i,-0.032597+0.011118i,-0.0023642+0.023214i,0.020842+0.02387i,0.026392+0.016446i
0.35667+0.50512i,0.87512+1.0189i,1.2548+1.2188i,1.0644+0.83342i,0.45974+0.38398i,-0.058566+0.29203i,-0.19338+0.29277i,-0.12555+0.20283i,-0.066714+0.12062i,-0.019419+0.089375i,0.020091+0.068469i,0.01925+0.036964i,-0.014216+0.020394i,-0.034159+0.013569i,-0.045682-0.016773i,-0.072776-0.037092i,-0.079839-0.013621i,-0.047752+0.013398i,-0.018797+0.015368i,-0.008709+0.011685i,0.0033345+0.0079684i,0.011018-0.010304i,0.0010946-0.025869i
-0.69379+0.16379i,-1.42+0.38836i,-1.6864+0.53346i,-1.098+0.33892i,-0.35249-0.10227i,-0.010663-0.36839i,0.10202-0.31371i,0.12227-0.14794i,0.10357+0.00086051i,0.10604+0.055553i,0.08554+0.031054i,0.053072+0.02585i,0.051083+0.029951i,0.051861+0.036223i,0.070976+0.06688i,0.10292+0.073869i,0.090155+0.041444i,0.054078-0.0022628i,0.039742-0.042154i,0.030036-0.059236i,0.0053923-0.043737i,-0.011754-0.011543i,0.0014934+0.0016479i
0.1633-0.80766i,0.21882-1.7249i,0.022725-2.2224i,-0.33152-1.6777i,-0.38595-0.74345i,-0.19913-0.27385i,-0.22896-0.13409i,-0.33853-0.0011035i,-0.30651+0.070721i,-0.20014+0.05251i,-0.10288-0.003606i,-0.065026-0.053557i,-0.060414-0.057017i,-0.044305-0.052803i,-0.044186-0.07554i,-0.07303-0.092524i,-0.091707-0.075781i,-0.081121-0.034652i,-0.057444+0.0050919i,-0.035761+0.028968i,-0.011212+0.035926i,0.016845+0.020431i,0.02667-0.0091757i
0.58536+0.56542i,1.2516+1.2209i,1.5991+1.5948i,1.2264+1.2628i,0.57404+0.6678i,0.18948+0.27282i,0.059841+0.0036226i,-0.041118-0.14078i,-0.1148-0.12661i,-0.096949-0.044605i,-0.021776+0.001084i,0.03012-0.012572i,0.036711-0.039005i,0.040019-0.05482i,0.044912-0.054046i,0.046027-0.039542i,0.045924-0.036079i,0.041558-0.043452i,0.049329-0.037716i,0.065639-0.032717i,0.056779-0.043727i,0.030103-0.046744i,0.021469-0.037509i
-0.70164+0.26012i,-1.4316+0.50194i,-1.7324+0.54453i,-1.1981+0.26521i,-0.53777-0.11999i,-0.32258-0.25483i,-0.26004-0.1005i,-0.15235+0.016844i,-0.079656+0.0037708i,-0.054525-0.021025i,-0.022804+0.012085i,0.050831+0.070017i,0.11839+0.076256i,0.11515+0.039736i,0.067192+0.0055763i,0.025054-0.0060253i,0.00063515-0.0028468i,-0.011575+0.0060282i,-0.020488+0.017879i,-0.031479+0.026268i,-0.041791+0.045034i,-0.036705+0.079918i,-0.0067753+0.10373i
0.091673-0.60947i,0.14432-1.2427i,0.1839-1.4835i,0.19878-1.0419i,0.28057-0.45662i,0.35827-0.16505i,0.31039-0.11577i,0.20785-0.1909i,0.073902-0.23713i,0.0024149-0.15601i,0.0097324-0.07904i,-0.021298-0.071135i,-0.058189-0.045441i,-0.0081644-0.00065104i,0.086291+0.010322i,0.12977-0.02548i,0.09719-0.062944i,0.053364-0.062646i,0.037776-0.046684i,0.02243-0.039697i,-0.0058627-0.046305i,-0.032212-0.049839i,-0.051081-0.030719i
0.45511+0.28651i,1.0015+0.56972i,1.3007+0.55116i,0.96531+0.17928i,0.47074-0.085353i,0.32662-0.17871i,0.27463-0.35314i,0.07097-0.34635i,0.025396-0.11632i,0.12096-0.012871i,0.11252+0.0036422i,0.095454+0.044788i,0.098914+0.029267i,0.036719+0.00083554i,-0.031708+0.035229i,-0.028062+0.078876i,0.014528+0.078654i,0.032899+0.058797i,0.025059+0.058379i,0.024871+0.06286i,0.034942+0.042788i,0.034123+0.01063i,0.026721-0.015507i
-0.38888+0.068913i,-1.0277+0.14449i,-1.5241+0.24629i,-1.2616+0.23739i,-0.68103+0.066218i,-0.4881+0.047556i,-0.47507+0.29758i,-0.28846+0.3699i,-0.15208+0.17026i,-0.14905+0.056584i,-0.10311+0.057458i,-0.049804+0.05102i,-0.014846+0.073798i,0.031043+0.075559i,0.01486+0.042316i,-0.039314+0.047727i,-0.040484+0.052238i,-0.010007+0.0067085i,-0.0016363-0.043731i,-0.0054222-0.057671i,-0.0025433-0.048573i,-0.0042287-0.030044i,-0.0076401+0.0023427i
-0.020723-0.0075143i,0.3705-0.1547i,1.0041-0.29337i,1.3853-0.36382i,1.2912-0.38332i,0.99777-0.37127i,0.73127-0.29211i,0.51258-0.17895i,0.32684-0.10692i,0.20681-0.077852i,0.10345-0.070777i,0.0080497-0.063469i,-0.0089946-0.045137i,0.040623-0.038849i,0.070009-0.068455i,0.021695-0.088491i,-0.048063-0.051011i,-0.068085-0.0015385i,-0.048771+0.0035379i,-0.024374-0.02367i,-0.011784-0.047805i,-0.01333-0.062453i,-0.028774-0.064015i
-1.5438+4.5065i,-1.8968+2.4617i,0.57113+2.3435i,2.4898+0.65937i,2.8224-1.5465i,1.3002-3.1333i,-0.74101-2.345i,-1.1321-0.2586i,-0.0037548+1.0732i,1.0787+0.94873i,0.99669+0.1689i,0.2813-0.22775i,-0.41632-0.10797i,-0.87712+0.38406i,-0.72669+0.76058i,-0.29241+0.65945i,-0.035446+0.29156i,-0.055353-0.090067i,-0.25247-0.28419i,-0.33205-0.22828i,-0.19094-0.12042i,-0.0076502-0.066458i,0.10127-0.053996i
0.047796+0.043064i,-6.5498e-06+0.15824i,-0.031595+0.58985i,0.0073484+1.0477i,0.020497+1.1356i,0.0002666+0.9167i,0.091002+0.66828i,0.29083+0.4317i,0.36447+0.21206i,0.21901+0.081919i,0.035157+0.031207i,-0.040295-0.0060544i,-0.053055-0.061538i,-0.079073-0.079534i,-0.090792-0.051231i,-0.080094-0.023631i,-0.088786+0.0050176i,-0.10069+0.031892i,-0.086929+0.013032i,-0.074835-0.036966i,-0.075193-0.031496i,-0.04769+0.020772i,0.0052319+0.040769i
0.17602+0.2946i,0.68487+0.2376i,1.2-0.31663i,1.1027-0.906i,0.53101-0.79209i,0.23926-0.21786i,0.36074+0.1317i,0.47531+0.21879i,0.42153+0.18469i,0.20668+0.065591i,-0.034301+0.019044i,-0.11429+0.051128i,-0.096961+0.038589i,-0.095028+0.014751i,-0.10507+0.028922i,-0.097346+0.071347i,-0.032707+0.10201i,0.048512+0.070002i,0.068671-0.0001178i,0.042007-0.038549i,0.025392-0.039371i,0.027161-0.045825i,0.016128-0.05637i
-0.40443-0.24171i,-0.98015-0.24964i,-1.4465-0.056213i,-1.3605+0.1003i,-0.90739+0.02238i,-0.49942+0.011518i,-0.08409+0.20277i,0.33641+0.21913i,0.43762+0.043034i,0.26485-0.030103i,0.12228-0.0055297i,0.059554+0.017423i,0.017128+0.03433i,-0.032385+0.049248i,-0.069607+0.097433i,-0.041778+0.16262i,0.017835+0.16405i,0.031836+0.086975i,0.0031133-0.0010204i,-0.0088969-0.053047i,-0.0031728-0.084091i,-0.026811-0.094351i,-0.068191-0.071149i
0.39917-0.23277i,0.82573-0.46762i,1.1083-0.58666i,0.96012-0.52546i,0.4901-0.35404i,0.1759-0.17047i,0.17833-0.16787i,0.23024-0.27197i,0.22423-0.24142i,0.2196-0.12733i,0.14606-0.07305i,0.025466-0.027042i,-0.024064+0.030681i,-0.0057529+0.063412i,0.038562+0.054028i,0.075671+0.00060482i,0.075923-0.031881i,0.060342-0.014161i,0.036389-0.0030847i,-0.0017563-0.0095232i,-0.027652+0.00083985i,-0.025344+0.017441i,-0.015586+0.01326i
-0.080508+0.38026i,-0.11284+0.5751i,-0.24166+0.41869i,-0.45398+0.1181i,-0.49577+0.079903i,-0.32306+0.16004i,-0.14683+0.12383i,-0.049393+0.090728i,0.044511+0.08809i,0.079673+0.062667i,0.062044+0.068075i,0.067113+0.072285i,0.043947+0.032101i,-0.032832+0.0048053i,-0.10033+0.027025i,-0.11074+0.067655i,-0.069948+0.079385i,-0.01896+0.057204i,0.017428+0.020952i,0.028745-0.012772i,0.016725-0.022667i,-0.0019561-0.012681i,-0.015291+0.0023064i
-0.3254-0.21179i,-0.64802-0.21791i,-0.72028+0.0495i,-0.44913+0.45015i,-0.14893+0.625i,0.0027716+0.51668i,0.15599+0.36534i,0.33617+0.15615i,0.32036-0.07401i,0.14115-0.12825i,0.031626-0.060216i,0.0080948-0.027477i,-0.020408-0.019964i,-0.034777+0.0087667i,-7.1347e-05+0.027423i,0.043785+0.0029007i,0.050166-0.039285i,0.026595-0.054959i,-0.010345-0.040267i,-0.043387-0.02134i,-0.040386-0.0068403i,-0.0088068+0.0080042i,0.012274+0.016089i
0.41299-0.053938i,0.7159-0.10653i,0.78586-0.01519i,0.57053+0.11993i,0.2758+0.11755i,0.082584+0.030982i,-0.0088162-0.079406i,-0.081305-0.1813i,-0.15147-0.19269i,-0.15054-0.11519i,-0.089767-0.066161i,-0.044916-0.062811i,-0.030631-0.050855i,-0.025395-0.019946i,-0.018219+0.016645i,-0.010316+0.054076i,-0.0002901+0.082253i,0.0081704+0.079859i,0.0079387+0.055005i,0.0023941+0.037628i,0.00081806+0.028286i,1.4183e-06+0.014186i,-0.0058652+0.011823i
-0.033817+0.20189i,0.098962+0.20721i,0.37715-0.14328i,0.57806-0.58636i,0.50434-0.61576i,0.27831-0.30778i,0.082805-0.09109i,-0.0873-0.00033815i,-0.14255+0.049737i,-0.10196+0.014413i,-0.074646-0.013117i,-0.041682+0.0096042i,-0.0094287+0.010152i,0.0047465-0.013867i,0.018996-0.044629i,0.031775-0.069421i,0.047947-0.077704i,0.054385-0.088322i,0.027923-0.093553i,-0.0042655-0.068113i,-0.013707-0.027992i,-0.0063859-0.0018274i,0.0086245-0.00144i
-0.29126-0.19236i,-0.74097-0.2549i,-1.3284-0.10511i,-1.5994+0.24373i,-1.1973+0.41614i,-0.56773+0.19297i,-0.27697-0.036027i,-0.13566-0.013055i,0.027076+0.034033i,0.075135-0.0062921i,0.037004-0.030582i,0.0032517-0.028986i,-0.016295-0.022399i,-0.031061-0.0061277i,-0.051068+0.016719i,-0.057698+0.032088i,-0.052346+0.02743i,-0.04837+0.024325i,-0.038103+0.026839i,-0.027781+0.016832i,-0.015382+0.0021843i,-0.0025824-0.011373i,-0.0073153-0.018562i
0.26303+0.085171i,0.63586+0.31267i,1.2059+0.67127i,1.6299+0.71726i,1.364+0.32583i,0.66216+0.091662i,0.26689+0.19148i,0.21204+0.18725i,0.12834+0.078821i,0.045786+0.072925i,0.026417+0.063365i,-0.01024+0.033917i,-0.031136+0.037113i,-0.020876+0.039023i,0.00053628+0.037735i,0.020605+0.03799i,0.023647+0.031922i,0.012219+0.019365i,-0.0043525+0.010564i,-0.01246+0.014546i,-0.016143+0.019049i,-0.018051+0.022292i,-0.0076658+0.023786i
-0.025904+0.015376i,-0.014072-0.27551i,-0.11392-0.88397i,-0.35251-1.2213i,-0.40744-0.79741i,-0.11649-0.17182i,0.18718+0.024703i,0.23495+0.018125i,0.18773+0.02836i,0.12336-0.011344i,0.03222-0.025068i,0.0097179+0.0068166i,0.028198+0.010448i,0.019856+0.00054127i,0.008367-0.004673i,0.017806-0.01675i,0.036647-0.020511i,0.047124-0.0092551i,0.042663+0.0031583i,0.031466+0.011823i,0.022611+0.019186i,0.015205+0.024807i,0.0055514+0.025065i
-0.13118-0.0066543i,-0.3293+0.1835i,-0.55617+0.5284i,-0.66866+0.67732i,-0.60471+0.41424i,-0.46263+0.082699i,-0.28404-0.026558i,-0.088732-0.068222i,-0.011045-0.12063i,-0.040458-0.09677i,-0.028357-0.036022i,0.011763-0.025989i,-0.0062214-0.044806i,-0.05516-0.042436i,-0.087588-0.02198i,-0.094694-0.002866i,-0.083681-0.0028139i,-0.071723-0.016174i,-0.060242-0.030216i,-0.04663-0.04091i,-0.028887-0.041054i,-0.012398-0.037148i,-0.0078981-0.028487i
0.08829-0.068699i,0.13402-0.13934i,0.17858-0.082412i,0.26472+0.19995i,0.32021+0.43807i,0.23892+0.36863i,0.056836+0.16703i,-0.064024+0.058731i,-0.072742+0.024625i,-0.04472+0.013751i,-0.03428+0.0095975i,-0.05217+0.005909i,-0.062567+0.01881i,-0.031297+0.042888i,0.018976+0.049026i,0.044831+0.037164i,0.043811+0.032585i,0.034025+0.033504i,0.014735+0.033917i,-0.003625+0.0383i,-0.0058961+0.031908i,-0.0049011+0.016333i,-0.0058489+0.010009i
0.061131+0.079362i,0.26466+0.11352i,0.53708+0.0041156i,0.57143-0.20211i,0.29927-0.23024i,0.078012-0.084723i,0.034624-0.042289i,-0.013946-0.071741i,-0.036248-0.025988i,0.026536+0.01058i,0.059458-0.016138i,0.049309-0.030184i,0.053058-0.025222i,0.050484-0.031977i,0.025799-0.031903i,0.0057436-0.015932i,0.0054022-0.004381i,0.019263-0.0051162i,0.032739-0.016289i,0.025811-0.02782i,0.0034438-0.020618i,-0.0041811-0.004673i,0.0045047-0.0036375i
-0.12716-0.043602i,-0.39817-0.11317i,-0.7094-0.18025i,-0.67536-0.22566i,-0.21552-0.27004i,0.1412-0.30043i,0.14188-0.21487i,0.065715-0.057526i,0.030887-0.0045556i,-0.028003-0.031511i,-0.067861-0.020913i,-0.058985-0.00018997i,-0.046421-0.001438i,-0.040412-0.00018833i,-0.018925-0.0032927i,0.012944-0.021937i,0.030912-0.042093i,0.020847-0.047605i,-0.0077896-0.031214i,-0.023344-0.0026008i,-0.013164+0.016695i,0.0034152+0.017813i,0.0085127+0.011569i
0.048238+0.021075i,0.12549+0.15836i,0.17584+0.4731i,0.10467+0.759i,-0.10814+0.68572i,-0.3121+0.4192i,-0.28863+0.27475i,-0.10211+0.17559i,-0.0032113+0.067706i,-0.0038929+0.029155i,0.0052725+0.019069i,0.017517+0.010057i,0.010371+0.012842i,-0.0094872+0.013078i,-0.031618+0.015919i,-0.051245+0.023019i,-0.063553+0.026328i,-0.062189+0.026033i,-0.045165+0.021034i,-0.02064+0.011006i,-0.0073601-0.0053764i,-0.013261-0.017094i,-0.024292-0.0075823i
0.084799-0.019922i,0.29715-0.12i,0.59999-0.42999i,0.69359-0.78646i,0.44587-0.7305i,0.22885-0.28103i,0.20373+0.03833i,0.14647+0.065914i,0.057724+0.030113i,0.024019+0.014099i,0.0065948+0.0065158i,0.0028511+0.0094043i,0.0081836+0.00021255i,0.0049526-0.0090343i,0.0081004-0.0010941i,0.021807+0.012953i,0.037497+0.022597i,0.044162+0.019246i,0.032648+0.01104i,0.015484+0.012462i,0.009435+0.024152i,0.014346+0.040887i,0.02472+0.04093i
-0.11077+0.03989i,-0.36587+0.057988i,-0.73532+0.11956i,-0.92325+0.2926i,-0.68619+0.45007i,-0.25416+0.33762i,-0.039735+0.073026i,-0.014885-0.02778i,0.012313-0.026191i,0.013723-0.051877i,-0.016305-0.049281i,-0.022868-0.031558i,-0.016693-0.030432i,-0.0089103-0.026327i,-0.0069944-0.02325i,-0.00861-0.024561i,-0.0022256-0.027044i,0.0044978-0.0296i,0.0038871-0.029487i,-0.00099826-0.031164i,0.00073445-0.036203i,0.0047106-0.051443i,-0.0054017-0.060047i
0.017921-0.088509i,0.079434-0.099333i,0.2039+0.036398i,0.34732+0.18618i,0.36129+0.065934i,0.18096-0.16846i,0.0070213-0.21766i,-0.014832-0.15819i,0.0027603-0.098817i,0.0033873-0.021523i,0.011162+0.016629i,-0.0025774+0.0088583i,-0.019525+0.018903i,-0.016083+0.031258i,-0.0083935+0.023201i,-0.0047945+0.0080647i,-0.0091749-0.005081i,-0.019756-0.0059658i,-0.028277+0.0026774i,-0.032014+0.011917i,-0.039227+0.021644i,-0.044953+0.03487i,-0.036119+0.04475i
