-0.0055102+0.00059515i,-0.0048373-0.00015363i,-0.0054033+0.0021934i,-0.0045956+0.0047266i,-0.0019178+0.0049249i,-0.00030974+0.0031406i,0.00021283+0.0021593i,0.0013288+0.0021484i,0.0011716+0.0020873i,0.00050559+0.0017842i,0.0011753+0.0011874i,0.0011362+0.00065912i,0.0006458+0.00076907i,0.00094768+0.00056345i,0.00093341-0.00014888i,0.00045867-4.4361e-05i,0.00021909+0.000484i,8.5954e-05+0.0004231i,-0.00012065-0.00022252i,-0.00028641-0.00067078i,-0.00025207-0.00029909i,0.00048051+0.00016759i,0.00067696+1.2647e-05i
0.019555-0.0011989i,0.063505+0.016765i,0.12673+0.050706i,0.15473+0.071813i,0.11525+0.057972i,0.050644+0.020426i,-0.0017928-0.01953i,-0.035581-0.03861i,-0.038914-0.026109i,-0.018754-0.0056157i,-0.0022434+0.002834i,0.0023617+0.0055114i,0.00075152+0.0074662i,-0.0014621+0.0079548i,-0.0033168+0.005651i,-0.0059469-0.00018362i,-0.0079579-0.007763i,-0.00383-0.010325i,0.0016766-0.0090658i,0.0016063-0.010407i,-0.0013015-0.012342i,-0.0038701-0.0094107i,-0.0048433-0.0047702i
0.0094242+0.019434i,0.014392+0.068336i,0.011443+0.1427i,0.0048486+0.18229i,0.0027091+0.15085i,0.00415+0.095839i,0.0085685+0.061788i,0.0034161+0.043382i,-0.0068612+0.02797i,-0.0053287+0.0199i,0.0036827+0.021283i,0.010343+0.02297i,0.012013+0.019176i,0.010155+0.014314i,0.0079895+0.012525i,0.0062461+0.012246i,0.0040129+0.011147i,0.0018876+0.0091411i,0.0028513+0.0090644i,0.0078125+0.0084259i,0.013961+0.0036742i,0.018859-0.0023548i,0.021134-0.0047586i
-0.012669+0.011469i,-0.056169+0.037584i,-0.12315+0.06977i,-0.15709+0.087708i,-0.12201+0.077659i,-0.051119+0.051368i,0.013752+0.024772i,0.05092-0.0022311i,0.042446-0.017201i,0.01243-0.012735i,-0.0037563-0.0043578i,-0.0077039-0.0021797i,-0.0084557-0.0028597i,-0.0048132-0.0033616i,0.0020243-0.0036857i,0.010031-0.0043377i,0.016687-0.0031043i,0.01452+0.00065513i,0.0052473+0.0016807i,0.00075225+0.0033083i,0.0019553+0.0067468i,0.0025661+0.0054291i,0.002346+0.0008866i
-0.018344-0.0080734i,-0.060928-0.03627i,-0.1254-0.081475i,-0.16118-0.10069i,-0.13483-0.076577i,-0.08205-0.04187i,-0.047602-0.025985i,-0.029325-0.027828i,-0.014305-0.028604i,-0.012513-0.018904i,-0.020148-0.0093827i,-0.025457-0.005953i,-0.02601-0.0034154i,-0.023375+9.5433e-05i,-0.02052-0.0008292i,-0.017785-0.0047314i,-0.011288-0.0074978i,-0.0050655-0.0091257i,-0.0048534-0.0070753i,-0.0086961-0.00070232i,-0.0097916+0.009476i,-0.0063148+0.019335i,-0.0045305+0.02404i
-0.0044951-0.020393i,0.0013957-0.070195i,0.013909-0.14754i,0.010743-0.19091i,-0.0099786-0.15496i,-0.027328-0.079054i,-0.034291-0.0088053i,-0.026845+0.034701i,-0.0092303+0.036138i,0.0026728+0.014119i,0.0050256+0.00021292i,0.0041446-0.0031148i,0.0023169-0.00285i,-0.00045787-0.00010323i,-0.0019871+0.0067364i,-0.0013852+0.016032i,-0.0021342+0.021589i,-0.0016659+0.017894i,0.0017745+0.006954i,-0.00019417-0.001445i,-0.0060014-0.0029369i,-0.0065943-0.0014812i,-0.0028522-0.00091567i
0.020599-0.010293i,0.070213-0.02982i,0.1423-0.053403i,0.17392-0.073598i,0.12952-0.072884i,0.064475-0.04884i,0.03547-0.025921i,0.030483-0.0077646i,0.024831+0.0033912i,0.017007-0.0018047i,0.013115-0.0098709i,0.014051-0.013022i,0.013326-0.016378i,0.010613-0.015298i,0.0131-0.0097297i,0.017596-0.003079i,0.017902+0.0039848i,0.01275+0.0069238i,0.0067763+0.0014971i,0.0012921-0.010121i,-0.0077816-0.01914i,-0.01887-0.019387i,-0.02382-0.01397i
0.022481+0.009679i,0.060537+0.046593i,0.11672+0.096327i,0.15255+0.10963i,0.13559+0.071914i,0.080727+0.023761i,0.022271-0.0076953i,-0.015489-0.021474i,-0.023689-0.014523i,-0.014466-0.0016887i,-0.0079864+0.002691i,-0.0061692+0.0050806i,-0.0042897+0.0044262i,-0.0039734-0.0017884i,-0.0070858-0.0072566i,-0.014545-0.010409i,-0.021707-0.014228i,-0.018942-0.014031i,-0.0082884-0.0078815i,0.0018421-0.0050756i,0.0076043-0.0084827i,0.0070638-0.010324i,0.0047687-0.0076224i
0.0041376+0.025983i,-0.011722+0.076118i,-0.033392+0.1478i,-0.028552+0.18017i,0.002407+0.13435i,0.02109+0.066571i,0.016622+0.036351i,0.00013787+0.032158i,-0.0080592+0.025242i,-0.0033989+0.016237i,-0.0018102+0.01404i,-0.0024132+0.016429i,0.001642+0.016326i,0.0025887+0.013722i,-0.0037403+0.013494i,-0.01205+0.015501i,-0.015388+0.015007i,-0.01112+0.01074i,-0.002334+0.0097225i,0.0079024+0.01182i,0.017109+0.0075948i,0.019384-0.005073i,0.015288-0.01621i
-0.029973+0.016604i,-0.083081+0.028273i,-0.1537+0.042656i,-0.17894+0.063714i,-0.1291+0.074153i,-0.062399+0.046402i,-0.014054+0.004919i,0.020187-0.015825i,0.025089-0.017402i,0.012533-0.010662i,0.0059029-0.0071749i,0.00069127-0.0084505i,-0.0031154-0.0040502i,0.00095564+0.00088089i,0.0088229+0.00071557i,0.019605-0.0044149i,0.027693-0.0094664i,0.022153-0.0071433i,0.0068169-0.0019221i,-0.0029365+0.0053213i,-0.0017101+0.01427i,0.003033+0.017172i,0.0039864+0.013409i
-0.023898-0.021284i,-0.058001-0.06687i,-0.10303-0.11958i,-0.12823-0.11733i,-0.11016-0.051142i,-0.067999+0.0060156i,-0.045088+0.0060725i,-0.040379-0.019883i,-0.031061-0.025477i,-0.018858-0.012778i,-0.011071-0.0071787i,-0.010927-0.0097351i,-0.014041-0.0058458i,-0.01148-0.00068672i,-0.0066386-0.0071723i,-0.0068359-0.019975i,-0.0066854-0.027367i,-0.0034936-0.026429i,-0.0037841-0.019333i,-0.0085822-0.0098381i,-0.0093906+0.0017972i,3.4907e-05+0.012555i,0.01189+0.016175i
0.010996-0.030928i,0.038386-0.081833i,0.06757-0.14986i,0.053116-0.17839i,0.012507-0.1336i,0.0083513-0.059103i,0.018942-0.0011458i,0.0046316+0.030642i,-0.0086271+0.03326i,-0.0056458+0.018655i,5.8162e-05+0.0082651i,0.0012105+0.0035483i,-0.0038596+0.0013486i,-0.0076676+0.0022773i,-0.0052908+0.0072279i,-0.0024125+0.018522i,-0.0018942+0.028379i,0.0019459+0.025823i,0.0075557+0.012849i,0.0038053-0.00056477i,-0.0078841-0.0091644i,-0.01557-0.0090515i,-0.015302-0.0053241i
0.036926-0.0038096i,0.095756-0.0019704i,0.1621-0.005425i,0.16371-0.03374i,0.084906-0.07051i,0.015635-0.071583i,0.015201-0.050192i,0.039189-0.027736i,0.036116-0.012551i,0.014774-0.0086544i,0.0021581-0.0043178i,0.0020173-0.0026848i,-0.00010407-0.0082196i,-0.0028485-0.0065386i,0.0057194+0.001974i,0.021412+0.0097025i,0.031178+0.018253i,0.025536+0.021235i,0.011299+0.013513i,0.0013542+0.0016769i,-0.0064288-0.0049403i,-0.01418-0.0014596i,-0.016846+0.0065447i
0.016795+0.035533i,0.040709+0.093951i,0.073322+0.15382i,0.096923+0.14557i,0.078442+0.083113i,0.012138+0.045169i,-0.040453+0.030308i,-0.040105+0.0018648i,-0.018647-0.017235i,-0.0073173-0.011569i,-0.0062032-0.0002618i,-0.0047379+0.0049181i,-0.0018801+0.00090126i,-0.0042764-0.0029536i,-0.0097902-0.0017951i,-0.018273-0.008279i,-0.028387-0.021335i,-0.029109-0.022527i,-0.019774-0.01123i,-0.0059015-0.0014853i,0.0072149-0.003131i,0.010807-0.01126i,0.0066534-0.013674i
-0.022692+0.029581i,-0.06916+0.074405i,-0.10713+0.12828i,-0.07179+0.14249i,0.015599+0.10138i,0.060839+0.059962i,0.045868+0.058058i,0.018974+0.05977i,0.0080304+0.033837i,0.0066441+0.0067124i,0.0037346+0.00026391i,0.0044184+0.0038547i,0.011534+0.0035469i,0.010153+0.0011282i,-0.0040068+0.005098i,-0.021196+0.014266i,-0.030394+0.019502i,-0.023428+0.014704i,-0.0068724+0.0065518i,0.0041851+0.0044948i,0.006953+0.0032132i,0.0030571-0.0032701i,-0.0033895-0.010371i
-0.039409-0.016381i,-0.10234-0.041384i,-0.16806-0.058713i,-0.16809-0.032043i,-0.09636-0.0064835i,-0.021771-0.046492i,0.017604-0.085848i,0.029852-0.062439i,0.020731-0.025017i,0.0034104-0.011815i,-0.0057006-0.012493i,-0.0082817-0.01232i,-0.0056429-0.0075454i,-0.00033521-0.0067882i,0.0045435-0.0091345i,0.017737-0.0077283i,0.034663-0.0054181i,0.033682-0.0034124i,0.014866-0.0038397i,-0.0020767-0.0032274i,-0.0054127+0.0047424i,0.0024659+0.011349i,0.009293+0.0093605i
-0.00051026-0.046329i,-0.00071922-0.11611i,-0.012168-0.17501i,-0.048838-0.1442i,-0.085237-0.047083i,-0.097766+0.0045172i,-0.10367-0.01211i,-0.093716-0.024172i,-0.057657-0.0045545i,-0.023342+0.011857i,-0.0094394+0.0082708i,-0.011467+0.0041656i,-0.014225+0.011645i,-0.010043+0.01079i,-0.0070594-0.0077811i,-0.0075502-0.028865i,-0.0069989-0.041029i,-0.0060932-0.038262i,-0.0057011-0.025102i,-0.0066444-0.016334i,-0.0083503-0.014008i,-0.0052288-0.011354i,0.0030708-0.0085245i
0.042137-0.018112i,0.11096-0.044001i,0.16361-0.074549i,0.13253-0.080498i,0.063173-0.028662i,0.052973+0.0622i,0.063769+0.11212i,0.03867+0.094059i,0.017104+0.053306i,0.019933+0.020721i,0.023253+0.0049766i,0.017137+0.0026031i,0.00797+0.0049138i,0.0062203+0.010388i,0.0092933+0.017476i,0.0046208+0.026077i,-0.0029484+0.032679i,0.00023857+0.029069i,0.011603+0.015609i,0.015855+0.0020032i,0.0072482-0.004071i,-0.0039054+0.00024843i,-0.0085793+0.0079767i
0.034098+0.036363i,0.082512+0.093874i,0.12733+0.12706i,0.12503+0.072119i,0.085996-0.024745i,0.074991-0.069612i,0.10203-0.072549i,0.096011-0.068344i,0.045617-0.055392i,0.0050453-0.036851i,-0.0036378-0.019946i,-0.00073848-0.013998i,-0.0054067-0.016478i,-0.0033624-0.01046i,0.013788+0.0022249i,0.032031+0.012342i,0.042528+0.021604i,0.039204+0.023382i,0.021722+0.017195i,0.010348+0.012879i,0.013577+0.010729i,0.015698+0.0078353i,0.010636+0.0062831i
-0.022834+0.047303i,-0.06302+0.1136i,-0.083063+0.16817i,-0.058598+0.14131i,-0.056057+0.050615i,-0.1195-0.019612i,-0.15914-0.043016i,-0.12359-0.042123i,-0.072481-0.024295i,-0.044494+0.00453i,-0.031225+0.020011i,-0.022792+0.015899i,-0.019379+0.0062412i,-0.021311+0.0021158i,-0.022992-0.00047926i,-0.02417-0.011428i,-0.029185-0.024735i,-0.032241-0.023748i,-0.026475-0.0090401i,-0.014252+0.0014544i,-0.0035899+0.00012481i,-0.0023379-0.0072314i,-0.0079545-0.011174i
-0.059189-0.010825i,-0.13811-0.02647i,-0.19461-0.024288i,-0.15455+0.016032i,-0.062015+0.068249i,-0.026122+0.1082i,-0.03419+0.14155i,-0.015974+0.13201i,0.014562+0.076442i,0.025615+0.031007i,0.02158+0.013883i,0.015202+0.0068034i,0.012529+0.0015523i,0.0025488+0.0021091i,-0.015656+0.011363i,-0.02836+0.022315i,-0.033591+0.029098i,-0.026067+0.027132i,-0.0086483+0.013578i,-0.0025533+0.0037146i,-0.0096844+0.0061463i,-0.013164+0.010382i,-0.0084452+0.0095328i
-0.0067847-0.063606i,-0.018125-0.14783i,-0.033876-0.20305i,-0.029322-0.16176i,0.031801-0.090979i,0.12832-0.078951i,0.16819-0.089366i,0.13143-0.072751i,0.07334-0.05465i,0.027666-0.052735i,0.0043743-0.048476i,0.00036567-0.036251i,0.00459-0.025571i,0.0067124-0.020296i,0.0093066-0.015791i,0.020779-0.0085911i,0.034926-0.0032714i,0.034414-0.0020623i,0.016603-0.0044801i,-0.002048-0.0050526i,-0.006433-0.0010046i,0.0023919+0.00015474i,0.0091926-0.0040321i
0.059624-0.02613i,0.13806-0.061591i,0.18139-0.0998i,0.12266-0.10743i,0.026037-0.094495i,-0.033972-0.11267i,-0.073279-0.13928i,-0.093269-0.10589i,-0.079092-0.036686i,-0.05575+0.0032421i,-0.036521+0.011113i,-0.019029+0.013677i,-0.008433+0.015467i,-0.0028551+0.0034957i,-0.001199-0.017242i,-0.005197-0.031719i,-0.013753-0.039416i,-0.022702-0.037436i,-0.02175-0.022279i,-0.011407-0.012774i,-0.0057774-0.016705i,-0.008804-0.016889i,-0.011382-0.0081806i
0.047189+0.05174i,0.10486+0.1138i,0.15136+0.15342i,0.12415+0.12849i,0.025632+0.11397i,-0.059991+0.1667i,-0.075929+0.20108i,-0.043752+0.16747i,-0.0012796+0.10947i,0.027388+0.066759i,0.033397+0.045504i,0.027599+0.033775i,0.017954+0.024569i,0.010493+0.019167i,0.0062693+0.01775i,0.0006147+0.02205i,-0.0028883+0.027444i,0.00038158+0.023086i,0.0080199+0.0094317i,0.012044-0.0020748i,0.0098334-0.0052031i,0.0066943-0.00089723i,0.0058542+0.0047724i
-0.038345+0.061057i,-0.082956+0.13965i,-0.10037+0.19213i,-0.05575+0.16908i,0.020056+0.11767i,0.088506+0.094828i,0.14125+0.068373i,0.13696+0.005886i,0.078397-0.043146i,0.031831-0.051193i,0.013924-0.040542i,-0.0021052-0.026775i,-0.014602-0.015573i,-0.0091499-0.0034065i,0.0071958+0.0075178i,0.022403+0.0069158i,0.03576-0.0012815i,0.041635-0.0088564i,0.027136-0.010588i,0.0084726-0.0036253i,0.0072167+0.0017178i,0.011128-0.003413i,0.0072181-0.01237i
-0.073439-0.023543i,-0.16411-0.048929i,-0.2237-0.050917i,-0.18305-0.042719i,-0.10395-0.090537i,-0.067367-0.18007i,-0.078061-0.21103i,-0.098058-0.15538i,-0.094255-0.075641i,-0.076138-0.029353i,-0.067341-0.016426i,-0.061131-0.010412i,-0.046483-0.004954i,-0.029942-0.0011555i,-0.020716-0.003522i,-0.022641-0.013653i,-0.029107-0.019124i,-0.028471-0.014157i,-0.018991-0.0034615i,-0.0093419+0.0038058i,-0.0058532+0.006683i,-0.0061378+0.0081312i,-0.0065374+0.0070807i
0.002433-0.074202i,0.003441-0.16564i,-0.016162-0.22485i,-0.057161-0.18612i,-0.094773-0.10399i,-0.13367-0.047476i,-0.14828+0.018471i,-0.092742+0.083033i,-0.012883+0.088367i,0.021683+0.057361i,0.019629+0.032416i,0.015388+0.012292i,0.014023-0.0031572i,0.0039759-0.0061265i,-0.0080255+0.0043629i,-0.0074494+0.024114i,0.0015422+0.044622i,0.010885+0.053025i,0.019689+0.037429i,0.019785+0.012351i,0.0096275+0.0028713i,0.0056424+0.0058343i,0.011434+0.0069444i
0.079784-0.01502i,0.17012-0.043931i,0.22386-0.067774i,0.19015-0.054816i,0.14266+0.016181i,0.15702+0.10555i,0.18509+0.1145i,0.16901+0.042538i,0.11312-0.022158i,0.065803-0.040373i,0.051851-0.036054i,0.047211-0.033812i,0.032925-0.029369i,0.017223-0.016182i,0.012983-0.0031637i,0.020409+0.0016106i,0.02919-0.0027136i,0.029344-0.010901i,0.015817-0.012754i,-0.0011076-0.010266i,-0.0062886-0.011876i,-0.0063653-0.013684i,-0.0072754-0.010022i
0.034315+0.075331i,0.085261+0.15975i,0.1309+0.19178i,0.14163+0.13111i,0.14276+0.048071i,0.14635-0.015546i,0.10669-0.071409i,0.013153-0.089781i,-0.056268-0.050527i,-0.061607-0.0081882i,-0.035843+0.0039599i,-0.012098+0.0072687i,-0.00097176+0.013i,0.0012934+0.0098379i,-0.00278-0.0016305i,-0.018232-0.01038i,-0.043114-0.016116i,-0.059227-0.017097i,-0.050552-0.0065276i,-0.026286+0.0044077i,-0.010757+0.0055256i,-0.011794+0.0064016i,-0.014739+0.012185i
-0.069183+0.05486i,-0.13875+0.12122i,-0.16501+0.17601i,-0.12837+0.14909i,-0.12441+0.054906i,-0.17797-0.0090811i,-0.19261+0.007434i,-0.12869+0.057988i,-0.047005+0.077027i,-0.006073+0.067112i,-0.00061426+0.058559i,-0.00068298+0.049355i,0.00036703+0.030477i,-0.00032453+0.010573i,-0.0049075-0.0014177i,-0.011745+0.0012512i,-0.009938+0.015193i,-0.00022109+0.024716i,0.0060274+0.018158i,0.0072033+0.0093743i,0.008656+0.0096917i,0.010691+0.0064486i,0.0083305-0.0021699i
-0.072516-0.051337i,-0.15167-0.096367i,-0.21114-0.10514i,-0.20061-0.046533i,-0.1577+0.032219i,-0.13018+0.07736i,-0.074953+0.080262i,0.0050172+0.031771i,0.040897-0.031909i,0.030818-0.052492i,0.011584-0.033953i,-0.0058254-0.01201i,-0.01659-0.0033263i,-0.01691-0.0033179i,-0.0075983-0.0026306i,0.0063394-0.013576i,0.019389-0.037905i,0.0257-0.050909i,0.015187-0.0435i,-0.0032682-0.026963i,-0.0089107-0.014858i,-0.003119-0.013156i,-0.0028111-0.0152i
0.035389-0.082867i,0.057941-0.17713i,0.059193-0.22691i,0.052998-0.1783i,0.089575-0.09708i,0.14735-0.063432i,0.12789-0.074487i,0.04077-0.070965i,-0.026481-0.041957i,-0.047291-0.027035i,-0.04958-0.028214i,-0.045909-0.022466i,-0.033226-0.0095982i,-0.014743+0.0027781i,0.0022977+0.0061525i,0.0070616+0.00032109i,-0.003297-0.002539i,-0.015358+0.00018692i,-0.012646+0.00036081i,-0.0033041-0.0041345i,-0.0027858-0.0065119i,-0.0034822-0.0019969i,0.0019065+0.00053887i
0.089292+0.016732i,0.18658+0.02074i,0.23846-0.006192i,0.19211-0.05212i,0.12829-0.087639i,0.10162-0.1089i,0.074696-0.082888i,0.048625-0.00093292i,0.051022+0.059917i,0.047536+0.055881i,0.023506+0.025881i,0.0085939+0.0031381i,0.0072922-0.0068122i,0.0096297-0.0063858i,0.015215+0.001526i,0.030652+0.017862i,0.051924+0.03815i,0.060313+0.04746i,0.051338+0.035447i,0.035918+0.011591i,0.019684-0.0034848i,0.0081738-0.0048132i,0.0055767-0.0044829i
0.0033312+0.089464i,0.019693+0.18275i,0.043561+0.23557i,0.031419+0.19391i,-0.044784+0.13179i,-0.10715+0.11612i,-0.073349+0.094215i,0.0033201+0.028311i,0.034036-0.033243i,0.032245-0.044245i,0.036904-0.031281i,0.031755-0.024635i,0.011225-0.017525i,-0.0051252-0.0044392i,-0.012833+0.0091152i,-0.011646+0.015066i,-0.0059305+0.0032919i,-0.0019809-0.017417i,-0.0023199-0.022795i,-0.0045455-0.012747i,-0.0039175-0.0066349i,-0.0053809-0.0024055i,-0.0057761+0.0064443i
-0.087204+0.025717i,-0.17107+0.069507i,-0.21021+0.11087i,-0.16818+0.12927i,-0.11032+0.14388i,-0.081879+0.1616i,-0.072731+0.13464i,-0.099575+0.060018i,-0.12924+0.016684i,-0.1039+0.014767i,-0.051012+0.010876i,-0.016794+0.0052451i,-0.006588+0.0020787i,-0.013666+0.0011586i,-0.026312+0.0092245i,-0.039613+0.023403i,-0.056425+0.035336i,-0.062227+0.037394i,-0.045338+0.029075i,-0.017384+0.022411i,0.0045834+0.019504i,0.011989+0.013861i,0.0087702+0.0081764i
-0.044497-0.079548i,-0.10813-0.15378i,-0.1522-0.1833i,-0.11523-0.1532i,-0.021114-0.13879i,0.03685-0.14491i,0.021237-0.096614i,0.001715-0.00024894i,0.013242+0.063547i,0.020254+0.069355i,0.013699+0.055559i,0.013499+0.035471i,0.016025+0.0049652i,0.010612-0.02097i,0.00017341-0.033778i,-0.0079158-0.032893i,-0.0012313-0.017949i,0.016554+0.0028665i,0.020086+0.014847i,0.0073132+0.016098i,0.00045727+0.014817i,0.0016509+0.0060083i,-0.0014386-0.0050275i
0.064473-0.063755i,0.11991-0.13862i,0.12861-0.19934i,0.078045-0.20558i,0.026427-0.20069i,0.00031722-0.21356i,-0.0015526-0.19802i,0.036347-0.15327i,0.076602-0.12433i,0.065756-0.097629i,0.029845-0.053486i,0.0089534-0.015225i,0.0065884+0.0030021i,0.010772+0.0018146i,0.0071345-0.014598i,-0.008001-0.03886i,-0.025843-0.062144i,-0.036861-0.069459i,-0.037985-0.050894i,-0.035138-0.024432i,-0.032984-0.010221i,-0.025166-0.0028337i,-0.012507+0.0024701i
0.073126+0.045511i,0.15413+0.079851i,0.20464+0.087746i,0.16863+0.078991i,0.0859+0.10389i,0.027729+0.12623i,0.00089145+0.083156i,-0.025155+0.013975i,-0.056187-0.025578i,-0.066333-0.035526i,-0.057774-0.033429i,-0.044763-0.016513i,-0.023686+0.01111i,0.0035055+0.025238i,0.02401+0.02243i,0.031812+0.017364i,0.026264+0.016647i,0.011205+0.017042i,0.0037735+0.0056793i,0.0058027-0.014453i,0.0048905-0.021605i,0.0034252-0.012738i,0.0038098-0.0068615i
-0.031036+0.081478i,-0.039457+0.16754i,-0.019792+0.22154i,0.021983+0.21097i,0.063476+0.1973i,0.10721+0.20948i,0.1321+0.18926i,0.098962+0.14622i,0.050499+0.12322i,0.027725+0.093777i,0.013685+0.048384i,-0.0012266+0.015951i,-0.012294+0.0073578i,-0.010022+0.011664i,0.012333+0.01269i,0.046411+0.0047499i,0.080975-0.0051069i,0.098819-0.015812i,0.08287-0.023733i,0.048642-0.021923i,0.024936-0.016128i,0.0097857-0.012943i,-0.0047444-0.011565i
-0.081621-0.011232i,-0.16772-0.00032238i,-0.2072+0.023968i,-0.16154+0.019661i,-0.088755-0.030946i,-0.042046-0.076736i,-0.010424-0.072109i,0.021958-0.051024i,0.042192-0.039302i,0.047802-0.024724i,0.046968-0.0082395i,0.029517-0.0030859i,-0.0058621-0.0016685i,-0.031443+0.012636i,-0.030959+0.030977i,-0.022209+0.035804i,-0.022155+0.024802i,-0.027141+0.0097226i,-0.024168+0.0056073i,-0.011696+0.0095506i,-0.0057244+0.0095904i,-0.0078828+0.0093548i,-0.0020437+0.012981i
-0.0016756-0.081458i,-0.029519-0.1553i,-0.07935-0.18729i,-0.11943-0.15657i,-0.15346-0.1319i,-0.19483-0.11975i,-0.20335-0.074226i,-0.16622-0.029785i,-0.11955-0.01869i,-0.082793-0.01082i,-0.045978+0.00030772i,-0.016321-0.0048349i,-0.0084601-0.02147i,-0.016992-0.023179i,-0.025335+0.0019594i,-0.023676+0.040328i,-0.016948+0.076709i,-0.0093061+0.094519i,-0.00082426+0.076566i,0.0030581+0.040589i,0.0040238+0.01758i,0.0077245+0.0066364i,0.011693-0.00037339i
0.071996-0.020247i,0.12747-0.060403i,0.14099-0.099396i,0.097857-0.07637i,0.05209+0.011789i,0.026413+0.071049i,0.009106+0.07274i,0.0092544+0.068901i,0.012711+0.063539i,0.00089835+0.046252i,-0.01583+0.026721i,-0.012888+0.0044873i,0.0045184-0.024203i,0.0065264-0.049575i,-0.011391-0.056325i,-0.027969-0.046498i,-0.023973-0.039533i,-0.0054788-0.035569i,0.0020019-0.024958i,-0.004024-0.0094781i,-0.0041363-0.00045313i,0.0010371-0.0066355i,-0.0010198-0.015658i
0.029098+0.062066i,0.079224+0.097601i,0.12443+0.092996i,0.13623+0.059821i,0.14803+0.044038i,0.17612+0.030801i,0.16202-0.018076i,0.10463-0.058234i,0.066809-0.061499i,0.047296-0.060769i,0.018471-0.051082i,-0.00093813-0.016833i,0.0058306+0.015159i,0.016745+0.019399i,0.0058593+0.0032572i,-0.028392-0.014316i,-0.069144-0.019909i,-0.09112-0.015481i,-0.075495-0.008531i,-0.04036-0.0052191i,-0.017924-0.0034135i,-0.0084582+0.0037311i,-0.0029249+0.0099422i
-0.052096+0.039717i,-0.07652+0.089016i,-0.063694+0.11192i,-0.041591+0.060331i,-0.046839-0.030948i,-0.05043-0.079453i,-0.041329-0.066636i,-0.043798-0.038833i,-0.047119-0.022316i,-0.035564-0.022078i,-0.016513-0.025122i,-0.003008-0.013483i,0.0026305+0.0091235i,0.010219+0.024098i,0.024181+0.020137i,0.039988+0.0097914i,0.052588+0.0087267i,0.052377+0.013581i,0.038768+0.010246i,0.023153-0.0047899i,0.010214-0.013929i,0.0011086-0.0070868i,-0.0013358+0.0060322i
-0.038196-0.045893i,-0.077335-0.057887i,-0.099823-0.03291i,-0.1006-0.0042343i,-0.12905-0.0037047i,-0.1605+0.0054747i,-0.116+0.033188i,-0.038597+0.040196i,-0.0073416+0.040553i,0.0057781+0.05635i,0.028649+0.046665i,0.02659+0.0096939i,0.00091337-0.011629i,-0.010385-0.014285i,0.0012081-0.020266i,0.018514-0.038834i,0.031545-0.069103i,0.037256-0.092212i,0.029883-0.078063i,0.015882-0.036974i,0.0095432-0.010302i,0.0047754-0.006307i,-0.0038851-0.0053819i
0.03327-0.036154i,0.043587-0.067789i,0.040164-0.065931i,0.054903-0.023573i,0.090606+0.024483i,0.086768+0.04642i,0.046445+0.028738i,0.017742-0.0079398i,0.0094905-0.02473i,0.01418-0.013454i,0.011999+0.0067774i,-0.0018868+0.021651i,-0.01163+0.023548i,-0.013463+0.019801i,-0.0088927+0.025711i,-0.0048585+0.034147i,-0.01369+0.040765i,-0.028076+0.046906i,-0.026808+0.041561i,-0.010166+0.028097i,-0.00056627+0.019252i,0.00059917+0.011863i,0.00043555-0.0013295i
0.034051+0.035193i,0.06039+0.041577i,0.058622+0.031465i,0.058977+0.014577i,0.11641-0.0071526i,0.16542-0.042438i,0.11508-0.047865i,0.037322-0.0083901i,-0.0014789+0.0048761i,-0.039767-0.010733i,-0.0664+0.0011787i,-0.048079+0.021052i,-0.017555+0.01438i,-0.0028834+0.0036137i,0.0068107+0.0098091i,0.025758+0.024118i,0.053226+0.038124i,0.06891+0.044175i,0.05203+0.030525i,0.014862+0.009522i,-0.0083081-1.991e-05i,-0.00893-0.0036599i,-0.0041242-0.0062766i
-0.028024+0.046451i,-0.041043+0.084223i,-0.060619+0.096611i,-0.093888+0.074637i,-0.11887+0.034814i,-0.097113-0.0068141i,-0.041416-0.01821i,0.0067753-0.0042031i,0.022736+0.0060226i,0.0052202+0.0068261i,-0.010179-0.0035087i,-0.0080307-0.026209i,-0.0059578-0.035965i,-0.0069227-0.027195i,-0.013284-0.023335i,-0.027357-0.025713i,-0.037535-0.033988i,-0.036666-0.049825i,-0.028361-0.052682i,-0.017588-0.035944i,-0.0076871-0.021457i,-0.00028268-0.016974i,0.0056372-0.010791i
-0.049655-0.015488i,-0.086572-0.019568i,-0.10086-0.017193i,-0.097937+0.011764i,-0.12074+0.085296i,-0.13207+0.13853i,-0.08996+0.1062i,-0.047508+0.038589i,-0.015857+0.0013856i,0.03203-0.019331i,0.052346-0.044379i,0.026221-0.043506i,-0.00069288-0.010549i,-0.0072503+0.01986i,-0.0101+0.034493i,-0.018492+0.047219i,-0.027067+0.066771i,-0.02709+0.079723i,-0.0092738+0.067467i,0.013303+0.038169i,0.020974+0.019438i,0.021576+0.016364i,0.022275+0.010967i
-0.007948-0.053285i,-0.015624-0.10555i,-0.004737-0.14999i,0.036378-0.15158i,0.086506-0.096969i,0.10253-0.010368i,0.07988+0.036574i,0.045938+0.032093i,0.021979+0.021247i,0.018738+0.0064565i,0.018809-0.0034874i,0.013225+0.0023312i,-0.00026462+0.0046909i,-0.020041+0.0059794i,-0.019456+0.014832i,0.0065541+0.017104i,0.034659+0.0081682i,0.050164-0.00068597i,0.042231+0.0018883i,0.01646+0.0090144i,-0.0032585+0.009752i,-0.012267+0.010695i,-0.014273+0.016606i
