-0.0055102+0.00059515i,-0.0048373-0.00015363i,-0.0054033+0.0021934i,-0.0045956+0.0047266i,-0.0019178+0.0049249i,-0.00030974+0.0031406i,0.00021283+0.0021593i,0.0013288+0.0021484i,0.0011716+0.0020873i,0.00050559+0.0017842i,0.0011753+0.0011874i,0.0011362+0.00065912i,0.0006458+0.00076907i,0.00094768+0.00056345i,0.00093341-0.00014888i,0.00045867-4.4361e-05i,0.00021909+0.000484i,8.5954e-05+0.0004231i,-0.00012065-0.00022252i,-0.00028641-0.00067078i,-0.00025207-0.00029909i,0.00048051+0.00016759i,0.00067696+1.2647e-05i
-0.00022715-0.00017135i,-0.00090121+2.0871e-05i,-0.0023655-0.00029517i,-0.0022777-0.00045238i,-0.001907-0.00048357i,-0.0013317+5.5494e-06i,-0.00034559-7.0266e-05i,0.00034488+6.735e-05i,0.00014654+0.00030065i,0.00037298+0.00067251i,0.00018478+0.0010075i,-4.9022e-05+0.00079789i,0.00063954+0.00048226i,0.00079308+0.0012492i,0.00039724+0.0015372i,0.00048915+0.00065632i,0.0005237-3.693e-05i,0.00044428-0.0010518i,0.00027427-0.0011372i,-0.00023003-0.00017283i,-0.00057813-0.00023246i,-0.00056548+0.00049435i,-0.0010471+0.0016345i
-0.00014203-0.00020914i,0.00011381-0.00013299i,0.00052836-0.00022254i,0.00035487+0.00029202i,-0.00026845+0.0012558i,-0.00023073+0.0010292i,0.00035147+0.00034906i,0.00052927+7.3519e-05i,0.0010016+0.00027042i,0.00054783+0.00077334i,-0.000696+0.000767i,-0.00078996-0.00021329i,-0.00029314+0.00027898i,-0.00027447+0.00085054i,-0.00010741+0.00086461i,0.00024953+0.0010166i,0.00047768+0.0011084i,0.00056472+0.00046922i,1.8623e-05-0.00028893i,-0.00064281-0.00028214i,-0.00034864+5.6614e-05i,0.00089562+0.00055657i,0.0011018+0.00033915i
-0.00028438+0.00079446i,-0.00010153+0.00064424i,0.00020524+2.419e-06i,0.00031859+0.00028638i,0.00070329+0.00064371i,0.0005966-4.0872e-07i,0.00016067-0.0008747i,-0.00052706-0.00045366i,-0.00058365+0.00024854i,-8.5045e-05+0.00027828i,-4.2903e-05-3.4271e-05i,-0.00027019-0.00017974i,0.00031719+0.00014755i,0.0010083+0.00087425i,0.00021931+0.0011952i,-0.0003586+0.00029038i,-0.00044035+6.2899e-05i,-0.00025775+0.00019959i,-0.00034339+0.00048713i,-0.00027049+0.00088999i,0.00037045+0.00054442i,0.00024388-3.8231e-06i,-9.9034e-05+2.9009e-06i
-0.000125-0.00070973i,6.7881e-05-0.00082725i,3.538e-06-0.0010797i,-0.00036283-6.6348e-05i,-0.00066437+0.00073925i,-0.00024223+0.00085755i,-0.00035762+0.0010738i,0.00029619+0.00052783i,0.00052957-5.3505e-05i,-0.00045672+0.00048283i,-0.0002327+0.0012758i,-0.00022473+0.001153i,-0.00044479+0.00071446i,-0.00041226+0.0010579i,-0.00060144+0.0011778i,-0.00011066+0.00050458i,0.00047464+5.8111e-05i,0.00039216-5.0003e-05i,0.00051519-0.00016149i,0.00076407-0.00014701i,0.00082704+2.2103e-06i,0.0003779-0.00012441i,-0.00036845-0.00078642i
-0.0017237+8.5871e-05i,-0.0014069-6.0338e-05i,-0.0012593+0.00052267i,-0.00072384+0.00087932i,-0.00024485+0.00058458i,-0.00017158-0.00027965i,-0.00020842-0.00039649i,-0.00025284-0.00043112i,-0.00046328-0.000507i,0.00016793+0.00013746i,0.00062156+0.00034949i,0.00044092+0.00048417i,0.0001976+0.0012695i,0.00049357+0.00099983i,0.001093+0.00038671i,0.00027372+0.00085907i,-0.00053085+0.00050859i,-0.00045252-0.00049011i,-4.7035e-05-0.00055554i,2.2787e-05+0.00052382i,-0.00047261+0.00070649i,-0.00068719+0.00010418i,-0.00022214-0.00014705i
-0.00091038-0.0016115i,-0.0011082-0.00066989i,-0.00056384-0.00077109i,-0.00096285-0.00057112i,-0.0017341+0.00099174i,-0.00095778+0.0016171i,-0.00012502+0.0012932i,6.566e-05-6.2159e-05i,0.00064876-0.0002098i,0.0002492+0.00094333i,-0.00066813+0.0011235i,-0.00056131+0.0010887i,-0.00030798+0.0015419i,-7.1672e-05+0.0005818i,0.00066384-0.00024998i,0.00013733+5.0396e-05i,-0.00070602+9.6609e-06i,-0.00051538-0.00042499i,-0.00032332-0.00033993i,-0.00020726-6.2598e-05i,0.00026196+4.5812e-05i,0.00053067+0.00020526i,0.00024165+0.0007191i
0.0007324-0.00074706i,0.00067575-0.0013454i,-0.00012464-0.0014207i,-0.0011875-0.00053385i,-0.0012302+0.00012571i,-0.00089386+0.00074706i,-0.00068574+0.00017696i,-0.00067441-0.00054146i,-0.00068879-0.00012764i,-0.00068332-2.1179e-05i,-0.0002799-0.000446i,-0.00021205+0.00039066i,-0.00046749+0.0014484i,5.9367e-05+0.0013071i,-8.1015e-06+0.00042285i,0.00011734-0.00052752i,0.00066631-0.00059719i,0.00055141-2.7806e-05i,0.00016203+8.3516e-05i,0.00022277-3.123e-05i,0.00035941+0.00023011i,-0.00029838+0.00011882i,-0.0006728+0.00013149i
-0.00079885-0.0012414i,-0.00033663-0.00079791i,-0.0011754-0.00048054i,-0.0020985+0.00020168i,-0.0017385+0.0006202i,-0.00062094+0.00088015i,4.2812e-05+0.00029187i,-0.00017431-0.00033165i,-0.00057364+0.00050242i,-0.00090305+0.0014296i,-0.00073929+0.0017349i,0.00013664+0.0015409i,0.00099373+0.0013785i,0.0015021+0.00063558i,0.0013932+6.9382e-05i,0.00055916-0.00014758i,0.00071983-0.00026475i,0.00041657-0.00068548i,-0.00041138-0.00096764i,-0.00035104-8.5724e-05i,-4.719e-05+0.00074238i,-0.00035571+0.00062034i,-0.0010558+0.00019404i
-0.00065166+0.0016286i,-0.00048617+0.0015699i,-1.8762e-05+0.00093169i,0.0011841+0.00088819i,0.0012706+0.0010858i,0.00063969+0.00033839i,0.0011242-0.00016007i,0.0011096-0.0006641i,0.00055756-0.00055846i,0.00059671+0.00040091i,0.00068569+0.001302i,0.00080306+0.0013638i,0.00068704+0.0013577i,0.00028456+0.0010424i,0.00026066+0.0003011i,0.00067668-0.00023765i,0.00020163-0.00084137i,-0.00015286-0.00091034i,0.00052959+0.00022259i,0.00059713+0.0011025i,0.00045985+0.00072353i,0.00029214+4.6299e-05i,1.2131e-05+6.3358e-05i
0.0020072-0.0015026i,0.0016542-0.0015326i,0.0017306-0.0015808i,0.00029511-0.0014269i,-0.00025243-0.0011446i,0.0010195-0.00049597i,0.0014519+0.00023727i,0.00085993+0.00033549i,0.00030925+0.00013594i,-0.00027011+0.00042227i,-0.00093341+0.0004599i,-0.00059481+0.00021433i,-0.00013037+0.00029748i,0.00016197+0.00074751i,0.00060188+0.0013433i,0.00082346+0.0013114i,0.0007546+0.00052361i,0.0009377+0.00050983i,0.00023225+0.00055485i,-0.00096035-0.00029721i,-0.00095178-0.00077588i,-0.00025136-0.00014866i,-0.00016323-0.00028472i
2.56e-05+0.0008646i,-0.00070616+0.001525i,-0.0012351+0.0014688i,-0.0001063+0.00077489i,0.00063958+0.00068852i,0.00054226+0.00087442i,0.00083473+0.0005145i,0.00087801-3.8205e-05i,0.00070008-5.7411e-05i,0.00042419+0.00055216i,0.00064533+0.00057539i,0.0007585-0.00018928i,0.00029774+0.00062128i,6.3294e-05+0.00092441i,0.00032575+0.00016278i,0.00052458+0.0005024i,0.00032273+0.00044911i,-0.0003752-0.00036793i,-0.00093488+2.1102e-05i,-0.00055653+0.00033524i,-0.00037143+3.0732e-05i,8.5589e-05+0.00040371i,0.00061614+0.00066774i
0.0010052-0.00017652i,0.0014745-0.00065831i,0.0015674-0.00071948i,0.00038086-9.2954e-05i,-0.00073862-4.2377e-06i,-0.0014786+0.00043889i,-0.00090736+0.00095919i,-0.00013056+0.0012148i,-0.00015229+0.00074188i,-0.0005208-0.00016452i,-0.00041165-0.0002728i,-0.00076403+3.1066e-05i,-0.00096593+0.00041667i,-0.00045679+0.00073877i,0.00043646+0.00018482i,0.00041549-0.00024079i,0.00041491-0.00050698i,0.00091875-0.00065147i,0.00012954-0.00098287i,-0.00036716-0.00037857i,-0.00055127+0.00041347i,-0.0008946+0.00027559i,-0.00047744+0.00057553i
-0.00020896-0.00067701i,-0.0001625-0.00026515i,-0.00097564+0.00037862i,-0.0015421+0.0010729i,-0.0012507+0.0014995i,-0.00066108+0.0010241i,0.00022089+0.00019199i,0.0005001+8.6248e-05i,0.00014093+0.00025166i,4.9876e-05+0.0005567i,0.00041954+0.0011755i,-8.9985e-05+0.0013475i,-0.0007061+0.0006108i,-0.00025171+0.00054874i,-0.0002754+0.00024234i,0.00063141-0.00056173i,0.0010165+0.00013542i,-0.00029787+0.00062176i,-0.00069902-0.00013187i,0.00045928-0.0002421i,0.00053815+0.00038201i,-0.0003462+0.0010586i,-0.00012449+0.00077921i
-0.00085712+0.0018464i,-0.0016477+0.0020625i,-0.00084184+0.002265i,0.00021993+0.0018477i,-0.00025117+0.0010989i,-0.00075637+0.0011819i,0.00017833+0.0010864i,0.00041179+0.00046969i,-0.00011911+0.00032634i,0.00034726+0.00061892i,0.0014501-0.00049458i,0.0011169-4.8325e-05i,0.00037122+0.0015255i,-0.00020731+0.0011875i,-0.00017275+0.00040512i,0.00044728+0.00019235i,0.00034499+0.00012856i,0.00016736-0.00034649i,4.407e-05-0.00053823i,0.00017134-0.00055245i,0.00070026-3.7939e-06i,0.00041287+0.00027787i,6.6665e-05+0.00013823i
0.00057027-0.00056841i,0.00048871+0.00028264i,0.0011242+2.8352e-05i,0.0012153-0.00033047i,0.00041995-0.00024682i,0.00049818-3.9405e-05i,0.00072664-0.00030997i,0.00014022-0.0003723i,-0.0011596-0.00050804i,-0.0012779-0.00075589i,-0.00021296-0.00044486i,-0.00017518+0.00055848i,-0.00025021+0.00047585i,-0.0001357+0.00021016i,0.00012077+0.00091299i,0.00050188+0.00084824i,0.00069142-0.0004559i,0.0011503-0.0012112i,0.00056257-0.00076629i,-0.00041981-0.00032477i,-0.0011066-8.9653e-05i,-0.00085114-0.00058002i,0.00017101-0.00055824i
-0.00068191-0.0013927i,-0.0006736-0.0011548i,-0.000894-0.00021072i,-0.0012121+0.00038155i,-0.00061174+0.0007951i,-0.0002135+0.00072703i,-0.00033295+0.00043119i,0.00012623+0.00037537i,0.00018432+0.00078427i,-0.00016212+0.00098458i,5.9543e-05+0.0013344i,-0.00020384+0.0013363i,-0.00035358+0.00089528i,-0.00012497+0.00083272i,1.1462e-06+0.00027207i,3.9889e-05-8.4463e-05i,0.00024428-0.00050304i,0.00060041-0.00068471i,0.00090992-0.00036308i,0.00054014+0.00015323i,0.00019805+0.00076618i,-0.00021376+0.00063971i,-0.00030868-0.00029233i
-0.00049875-0.002007i,-0.00041081-0.00088061i,0.00026702-0.00086997i,-0.00058784-8.6564e-05i,-0.0011693+0.0013967i,-5.8933e-05+0.0021815i,0.0005786+0.0014593i,-0.00058255+0.00071695i,-0.00090363+0.00071158i,-0.00016093+0.0015967i,9.1449e-05+0.0021812i,-0.00034975+0.0016357i,-0.00023575+0.001153i,0.00042633+0.00074541i,0.0010852+0.0004311i,0.0012075+0.00022179i,0.00042486-0.00057911i,-0.00044383-0.0011453i,-0.0006358-0.0009364i,-0.00016732-0.00011256i,0.00018362+0.00034126i,0.00079374+0.0003772i,0.00076328+5.7787e-05i
0.0012063-7.5335e-05i,0.00094365+0.00018575i,0.00081373-0.001067i,0.0010847-0.0017401i,0.00054923-0.0012425i,-0.00054717-0.00068792i,-0.00047799+0.00011815i,-0.0001395+0.00078555i,-0.00069812-0.00012329i,-0.00090116-0.0011665i,-0.00039386-0.00030372i,-0.00042597+0.0014697i,-0.00054238+0.0019863i,-0.00038853+0.0015993i,-5.6797e-06+0.00091502i,-8.6488e-05+0.00010673i,-0.0002918-0.00031893i,2.3423e-05-0.00019803i,0.00028686+0.00025611i,-0.00011888+0.0004069i,-0.00070044+0.00063978i,-0.00062037+0.00042322i,-0.00037374+0.00018134i
4.1994e-05-0.00090834i,0.00081091-0.0010093i,0.00061158-0.00068039i,-0.00052302+0.00015946i,-0.00050478+0.00041601i,0.00039401+0.00023623i,0.000933-5.124e-05i,0.00099077+5.1271e-05i,0.0004263+0.00010878i,-0.00034452+9.0461e-05i,-0.0004948+0.00044966i,0.00016382+0.00013346i,0.00031113+0.0002549i,0.00095384+0.0005104i,0.0009485+6.0462e-06i,0.00017545-0.00010162i,0.0002815-0.00012798i,0.00025061+0.00013132i,-9.8838e-05+0.00052125i,-0.00047911-3.8296e-05i,-0.00044514-0.00077776i,5.4924e-05-0.00012935i,0.00021086+0.00025984i
6.5869e-05-0.0017398i,-1.8437e-05-0.0013786i,-0.0018334-0.0013368i,-0.0020675-0.00027972i,-0.0011221+0.0010361i,-0.00035787+0.0010528i,-0.00028974+0.0010431i,-0.00045577+0.0010094i,-0.00018853+0.00029793i,0.00029273-0.00018858i,0.000162+7.1077e-05i,-0.00018091+0.00080334i,0.00027859+0.0012104i,0.00016415+0.0013993i,-0.00033265+0.0014755i,7.7947e-05+0.00088056i,0.0004922+0.00041784i,0.00017676+0.00026932i,0.00017724+0.00020114i,-8.5404e-05-0.00012775i,-0.00025258+0.00018746i,-0.00046692+0.00011901i,-0.00035312+0.00019427i
0.00073152-0.00060375i,2.8775e-05-0.0012719i,-0.00021878-0.0010516i,5.1969e-07-0.00068783i,1.5232e-06-0.00024995i,2.4949e-05+0.00025588i,0.00081596+0.00058934i,0.0010112+0.00079821i,0.00084233+0.00089214i,0.00061818+0.00071791i,0.00018327-3.9086e-05i,-0.00050919-0.00066485i,-0.00089283-0.00043977i,-0.00031777+0.00041977i,0.00014414+0.00028675i,0.00030145-0.0001967i,0.0002949+7.9715e-05i,-6.7599e-05-9.8013e-05i,-0.00069465-3.3569e-05i,-0.000458+0.00058929i,0.00018694+0.00074965i,7.5166e-05+0.00046602i,-0.00010703-0.00019367i
0.0022362-0.00014301i,0.0025551-0.00058836i,0.0014496-0.0013053i,0.00060546-0.0014781i,0.00017601-0.00086308i,-0.00022241+0.00035173i,-0.00078016+0.001034i,-0.00020554+0.0010327i,0.00049148+0.00054446i,0.00010037+0.00014199i,-0.00047074+7.7682e-05i,-0.0015763-7.1285e-05i,-0.0014677-0.00011793i,-0.00017005-2.9891e-05i,0.00090499+3.3197e-06i,0.00088308-0.00049839i,0.00031252-0.00041319i,0.0003427-0.00020477i,-0.00024841+0.00056784i,-0.00080199+0.0005659i,-0.00066583-3.7585e-05i,-0.00056554-0.0002972i,-0.00036892-5.7701e-05i
0.00014119-9.182e-05i,-2.5875e-05-0.00021367i,-0.00051566-0.001092i,-0.00058823-0.00088693i,-0.00048549-5.5898e-05i,0.00021297+0.00057867i,0.00088184+0.0012207i,0.00079768+0.001281i,2.4421e-05+0.00042735i,-0.00072539+0.00039369i,-0.0014671+0.00084381i,-0.0019762+0.00029479i,-0.00071627-4.6299e-05i,0.0004204+2.7814e-05i,0.0007933-0.00028505i,0.000761-0.00017873i,0.00073842-0.0003039i,0.00053902-0.0005809i,4.3658e-05-0.00020639i,-0.00068814+0.00020086i,-0.0011062-0.0003805i,-0.00079659-0.00078472i,0.0001603-0.00055245i
3.8076e-05+0.0001273i,-0.00062662-0.0013108i,0.0003054-0.0013893i,0.00024606-0.00088382i,-0.00065954+0.00016216i,-0.00089015+0.00030822i,-0.00033857-0.00049046i,-0.00016728-0.00022987i,-0.00029709+6.7444e-05i,0.00056933-0.00032311i,0.0007439-0.00019795i,-5.9088e-05+0.00049209i,-0.00047805+0.0010355i,1.8248e-05+0.00070213i,0.00082599+2.445e-05i,0.00053166+0.00022694i,0.00038359+5.9986e-05i,0.00014647-0.0001242i,-0.00038146+8.4549e-05i,5.759e-06+0.00089834i,0.00010787+0.00087602i,2.149e-06-0.00021315i,0.00019613-0.00063383i
0.0025964-0.00022742i,0.0027891-0.00026487i,0.0022196-0.00015395i,0.0015715+0.00058995i,0.0015284+0.0010207i,0.0011383+0.00094255i,0.00039074+0.0010372i,-0.00038719+0.00074987i,-0.00061421+0.0011619i,-0.00056992+0.0010902i,-0.00021668+0.00028242i,5.2118e-05+0.00036785i,-0.0010106+0.00040255i,-0.0017608+0.00031234i,-0.00093534+9.339e-05i,-1.8114e-05-7.3221e-05i,-0.00016491-0.00060263i,-0.00024253-0.0011794i,0.0002301-0.00097063i,0.00055569-0.00022329i,0.00037632+2.2716e-05i,-0.00059103-0.00070805i,-0.00096958-0.00062029i
-0.00051106-0.00023737i,0.00087461+0.00074924i,0.00017212+0.0013765i,-0.00030765+0.00096627i,-0.000274+0.0004493i,3.2777e-06+0.0003687i,0.0003154+0.00046889i,0.00078915+0.00029273i,0.00056758-0.00012709i,5.4715e-05-0.00055901i,0.00042194+2.5195e-05i,0.0009125+0.00011658i,0.00079899+0.00020536i,0.00049994+0.00069211i,0.0006931+0.0008047i,0.00027996+1.8561e-05i,-0.00038085-0.0011095i,-5.4736e-05-0.0013196i,-0.0003966-0.00081382i,-0.0012649-0.00067239i,-0.00083583-6.892e-06i,-0.00041674+0.00044231i,-0.00011323-0.00022517i
0.0012775-0.0013542i,2.1848e-05-0.0015749i,-5.8929e-05-0.0020139i,5.1137e-05-0.0011i,-0.00023406+0.00058687i,-0.00093144+0.0019558i,-0.00079389+0.0018989i,-0.00030607+0.0014611i,-0.00043295+0.00014687i,-0.00044548-0.00021067i,-0.000244+0.00032783i,-3.3831e-05+0.00071388i,8.4714e-06+0.00089896i,0.00050179+0.00099123i,0.0010899+0.0012278i,0.00097714+0.00067984i,0.00026137-0.00017639i,-0.00039151-0.00023873i,-0.00062946+0.00022571i,-0.00028822+0.00015426i,-7.1248e-05-2.5365e-05i,-0.00045053-0.00017581i,-0.00085953+0.00015702i
0.00056626-4.8787e-05i,0.0004609+0.00011112i,0.00019461+0.00017383i,0.00011938-0.00020385i,0.00096694+0.00020364i,0.0010045+0.00045797i,0.00056174+0.00024249i,0.00038739+0.00027261i,0.00066563+0.00051583i,0.00036164+1.1268e-05i,-9.2027e-05+0.0002251i,-0.00056701+0.00048892i,-0.00076291+0.00062332i,-0.00033067+0.0010774i,2.5881e-05+0.00051071i,6.5385e-05-9.8581e-06i,-7.2647e-05+0.00027931i,-7.6295e-05-0.00033717i,-0.00041072-0.00061463i,-0.00089912+0.00029659i,-0.0006674+0.0003569i,-7.0813e-05-0.00059855i,0.000197-0.00087979i
0.0007014+0.00085402i,0.0010254+0.00027315i,0.00080524-0.00069285i,0.00059651-0.00037902i,0.00059889+0.0004339i,2.6575e-05+0.0011932i,0.00016368+0.00078449i,0.0010138+0.00069681i,0.0012779+0.0014854i,0.00081317+0.00053223i,-8.0117e-06-0.00047289i,-0.00049469-2.8046e-05i,-0.00022745+3.374e-07i,0.00048557+0.00013025i,0.00059452+0.00050234i,0.00069868-0.00015408i,0.00086104-0.00022375i,7.2017e-05+0.00018168i,-6.7697e-05+0.00037232i,-0.00020345+0.00081735i,-0.00077386+0.00026698i,-0.00037375-0.00042868i,0.0003614-0.00012503i
-0.00103+0.0011875i,-0.00059265+0.0010626i,0.00023929+0.00090568i,0.00088686+0.00094552i,0.0012874+0.00072703i,0.00094892+0.00044346i,0.00035138+0.00036826i,0.00010294+0.00056335i,-0.0004898+0.0006247i,-0.00078576-7.5424e-05i,-0.0003463-0.00039472i,-0.00019359-7.1351e-06i,-0.00052846-0.00015064i,-0.00058956+0.00044083i,-0.00031415+0.0011607i,-0.00012106+0.00041468i,-0.0003266-0.00025666i,-0.00042558-0.00025589i,-0.00017456+4.3573e-05i,0.00017616+0.0001992i,-2.4234e-05+0.00020303i,-0.00064706+0.0002646i,-0.00032008-9.1655e-05i
0.00017521-0.0004574i,0.00065768-9.5688e-05i,0.00099975+8.3614e-05i,0.00090457+0.0006725i,0.00037242-7.8125e-05i,-0.00014156-0.00054096i,-0.00029005+0.00049389i,-0.00021877+0.00033176i,-0.0011061-0.00062527i,-0.0013613-0.00017931i,-0.0012224+0.00083783i,-0.0015781+0.00077771i,-0.0016825+0.0005442i,-0.00066171+0.00090557i,0.00057564+0.0006084i,0.00042358+0.00053635i,0.00018917-4.2255e-05i,0.00055748-0.00033111i,0.00014977+0.00050638i,-0.000397+0.00071558i,-0.00017111+0.00041205i,-0.0007865+5.4828e-05i,-0.0014044-0.00016624i
-0.0012366-0.00059015i,-0.00074782-0.00032245i,-0.00079872+0.00059639i,-0.0013324+0.0006502i,-0.00076203+0.00029821i,-0.00032776+0.001056i,-0.00015481+0.0012808i,0.00018899+0.00052958i,-0.00019127-1.3547e-05i,-0.00066806+0.00040502i,-0.00064998+0.0013661i,-0.00056691+0.001074i,0.00018623+0.00089844i,-7.5677e-05+0.0011924i,-4.9608e-06+0.00058268i,0.0011323-0.00011205i,0.00086739-0.00024013i,0.00027937-0.00060033i,0.00033446-0.00064807i,-7.5983e-05-0.00053077i,0.00039943+0.00035738i,0.00092104+0.0008446i,0.00090233+0.00022735i
0.0014313+0.00095405i,0.0019683+0.00045965i,0.0013567+0.00084762i,0.00070663+0.0010008i,0.0010591+0.00077417i,0.00093318+0.00048199i,0.00018142+0.00057856i,-0.00015531+0.00040783i,5.6443e-05+0.0003892i,0.00025032+0.00052414i,0.00047542+0.00041858i,0.00036564+0.00024321i,-0.00043614+0.00029411i,-9.3423e-05+0.00049646i,0.0011258+0.0012954i,0.00062067+0.0015935i,-4.8263e-05+0.00099607i,0.00020711+7.4175e-06i,-0.00016508-0.00020559i,-0.0010232-2.7269e-05i,-0.001199+8.7307e-06i,-0.0013849+0.00038658i,-0.0010876+0.00010697i
0.00094277+0.002182i,0.001478+0.001336i,0.0029521-0.00045583i,0.0031542-0.0011359i,0.0023594-0.0011041i,0.0017581-0.00088523i,0.00034441-0.00084366i,-0.00088012-0.0001376i,-0.0014839+6.7861e-05i,-0.00089616-0.00021312i,-0.00021664+0.00035385i,-0.00070587+0.000498i,-0.00069971-0.0001106i,-0.00060309-7.3167e-05i,-0.00020177-0.00014722i,-9.1193e-05+0.00016267i,8.108e-05+0.00071049i,0.0005164+0.00012089i,0.00074932+9.8533e-05i,-0.00014327+0.00094721i,-0.0010721+0.00080683i,-0.00076972+0.00037128i,-0.00029772+0.00025517i
0.0013878-0.00090444i,0.001456-0.00072583i,0.001555-0.00025359i,0.0012122-3.8318e-05i,0.00075824-0.00031748i,0.0007763-0.00063862i,9.8843e-05-9.7818e-05i,-0.00031216+0.00014741i,-0.00011128+0.00031293i,0.00020335+0.0010465i,0.00040753+0.00070797i,0.00033532+0.00044113i,-0.00043725+0.00061349i,-0.00044842+0.0007878i,-0.0002522+0.00072337i,-0.00095303+0.00011916i,-0.0010231+7.4234e-06i,-0.00042213+0.00072036i,0.00018175+0.00034019i,-3.9378e-05-0.00049684i,-0.00035592-9.0805e-05i,-0.00039485+0.00036174i,-0.00010552+0.00054957i
0.0016693-0.00037379i,0.00053427+0.00010145i,9.6794e-05-0.00083026i,0.00011096-0.00079445i,-0.00040535-0.00044044i,-0.00032725-0.00064305i,0.00056752-0.00049016i,0.00071523-0.00031456i,0.00012762-2.7169e-05i,-0.0010749+0.00038297i,-0.0014181+0.00046638i,-0.0011187+0.00051093i,-0.00034717+0.00083527i,0.0012151+0.00081123i,0.0023578+0.00078121i,0.0018705-1.6421e-05i,0.00097702-0.00068263i,0.00015307-0.00095719i,-0.00095957-0.00081737i,-0.0011897-0.00033941i,-0.00039626+0.00062345i,0.00041759+0.0007471i,-0.00022173+1.3783e-05i
0.0027958-0.0012214i,0.0024793-0.0016262i,0.0018215-0.0020442i,0.0014771-0.0018952i,0.00095077-0.00099604i,0.00022048-0.00041788i,-1.1199e-05-0.00035597i,-7.5712e-05-3.2903e-05i,0.00032174-0.00022636i,0.00037237-0.00073261i,-0.00050422-0.00074503i,-0.0012722-0.00024947i,-0.0010944+0.00072365i,-0.0012109+0.0012248i,-0.001044+0.0010404i,-0.00027978-0.00023817i,0.00016698-0.001208i,0.00035437-0.00089467i,0.00013879-0.00028346i,-0.00017977-0.00033784i,-0.00010166-0.00049305i,0.00021517-0.00010288i,-0.00045968+0.00012972i
0.0014176-0.0014372i,-0.00067576-0.00197i,-0.001462-0.0020371i,-0.0011385-0.0013871i,-0.00024916-0.00068972i,-0.00036259+0.00037981i,-0.00023018+0.0010238i,-2.2403e-05+0.0011769i,-7.0619e-05+0.00064032i,0.00021986+5.2739e-07i,-7.0832e-05-0.0004916i,-0.00029364-0.00055093i,0.00020146-9.2338e-05i,0.00073659+0.00023381i,0.00078649+0.00022562i,0.00021754-0.00046516i,-9.0276e-05-0.00081382i,0.00018696+0.00010714i,0.00055879+0.00072197i,0.00031304+0.00089038i,-0.00074747+0.00080665i,-0.00074936+0.00047409i,-0.00024548+0.00012906i
0.00048255+0.00033167i,0.00022502-0.00077263i,0.0014285-0.00036991i,0.0016249+0.00019849i,0.00061226-0.00013517i,-1.8202e-05-0.00036494i,-2.1618e-05-3.0786e-05i,0.00034063+0.00024534i,0.00020042+0.00041731i,-0.00017779+0.0006986i,-0.00019486+0.00058806i,-0.00036533+0.0004143i,-0.0010164+0.00096524i,-0.001042+0.0016525i,0.00032814+0.0011856i,0.00099879+0.00081232i,0.00074616+0.00013767i,0.00017684-0.00075681i,-0.00031405-0.00015791i,-0.00036014+0.00044412i,-0.00012193+0.00061097i,0.00011243+0.0001695i,0.00066213-0.00057081i
-0.00022832-0.00010665i,-0.00049725+0.00054884i,-0.00061703+0.00019738i,-0.0006383+0.00026092i,-0.00076118+0.00084411i,-0.00016371+0.00063777i,-6.9466e-05+0.00074805i,-0.00042678+0.00040278i,-8.6255e-05-9.6086e-05i,4.4449e-05+0.00015396i,-7.3508e-05+0.00085793i,0.00018164+0.0013389i,0.00060488+0.0011195i,0.00022271+0.00065702i,7.2782e-05+0.00023978i,0.00048814+0.00043607i,0.00075401+0.00028931i,0.00051111+0.00010603i,0.00013703+0.00041524i,0.00011663+0.00082199i,-0.00016166+0.00088929i,-0.00054664+0.00068064i,-6.1987e-05-7.4771e-05i
-0.0019817+0.00014103i,-0.0010756-0.00053056i,-0.00063558+0.00065302i,-0.00027674+0.0016214i,-0.00037236+0.0021512i,-0.00015242+0.0016117i,0.00034154+0.0001443i,0.00108-0.00062262i,0.00074716-0.00080905i,0.00011967-0.00054854i,0.0003544+0.00019911i,0.00073192+0.00055917i,0.0011537+0.00063614i,0.0015056+0.0005884i,0.0014272-1.8226e-05i,0.00069193-0.00017522i,6.4184e-05+0.00018662i,-0.0003261-8.8174e-05i,-0.0001636-0.0001898i,-0.00047279-0.00030631i,-0.0017531-0.0009493i,-0.0012789-0.00091396i,0.00020713-2.1512e-05i
0.00085223+0.0036305i,0.0012881+0.0029832i,0.0022816+0.0020639i,0.0019744+0.0017715i,0.0017926+0.00074636i,0.00084975-0.00048397i,-0.00019871-0.00053536i,7.8766e-05-0.0001342i,0.0008458-0.000449i,0.00032889-0.00080443i,0.00025547-0.00059733i,-3.099e-05-0.00016437i,-0.0008568+8.9408e-05i,-0.0013165+4.0406e-05i,-0.0017058+7.7354e-06i,-0.0010962+0.00028003i,-0.00039349+0.00042533i,-0.0009443-0.0001795i,-0.00087482-0.00062i,2.9445e-05+0.00016712i,-2.0525e-05+0.00085798i,-0.00015065+0.00092641i,0.0003172+0.0010095i
