-0.0019339-0.00016513i,-0.0027939+3.399e-05i,-0.0030533-0.00071113i,-0.0023667-0.0010855i,-0.0021364-0.00086896i,-0.0024155-0.00047351i,-0.0011096+0.00014334i,-0.00018216+0.00051615i,-7.3521e-05-4.9505e-05i,0.00054642-0.00041191i,0.00035412-0.0011366i,0.00032499-0.0019832i,0.00089606-0.0018342i,0.00076303-0.001475i,0.00023701-0.0011771i,0.00014368-0.00049711i,0.00017773+0.00033051i,-0.00026312-2.7685e-05i,-0.00012879-0.00057771i,9.4345e-05-0.00046344i,0.00028327+0.00024579i,0.00033137+0.00027627i,-7.9678e-05-0.00014569i
0.00023248+0.00093905i,-0.00040935+0.00042259i,-0.00012108-8.2176e-05i,0.00086269-0.00091285i,0.0016908-0.00094962i,0.0016567+0.00076511i,0.00028681+0.0007878i,-0.00038231-0.00025097i,-6.9768e-05-7.6527e-05i,-8.8171e-05-7.6977e-05i,-0.00048313-0.0005024i,-0.00084244-0.001605i,-0.00036147-0.0018293i,-0.00023123-4.8586e-05i,8.9717e-05+0.00028466i,0.00040933+0.00032001i,1.1607e-05+0.00024785i,-0.00013525+3.2676e-05i,-0.00055367+0.00082978i,-0.0011126+0.0011419i,-0.0010096+0.00096639i,-0.0002064+0.0008284i,0.0006553+0.00060427i
0.0014506-3.3944e-05i,0.0005322-0.00044728i,0.00089098-0.0013045i,0.0010963-0.00088622i,0.00048307-0.00064216i,8.5437e-05-0.00067554i,-6.2081e-05-0.00017433i,0.00051403+0.00035214i,0.00096214-1.0956e-05i,6.7753e-05-0.0010939i,0.00015024-0.0017732i,0.00067271-0.0012433i,-2.503e-05+1.5809e-05i,-0.00021354+0.00046399i,-0.0002884+7.4777e-05i,-0.00045162-0.00052697i,-7.7431e-05-0.00027034i,9.6759e-05+0.00031906i,-0.00022497+0.00033733i,0.00024911+0.00052911i,0.0010345+0.00032698i,0.00089822+0.00013765i,0.00044356+0.00013111i
0.0019095-0.002287i,0.001267-0.0018442i,-0.00067715-0.0015922i,-0.0014772-0.00099589i,-0.0016865-0.00041669i,-0.0011249+0.0001404i,-0.00064584-0.00029049i,-0.00022017-0.00044335i,-0.00032478+6.2559e-05i,-0.00098339+0.00014436i,-0.00068862-0.00030192i,-0.0002378-0.0008413i,0.00011502-0.00091824i,0.0009769-0.00077095i,0.0012049-0.00048831i,0.00051227+4.7245e-05i,0.00024093+0.00012865i,-0.00029292+0.00047083i,-0.00022767+0.00019655i,-6.8163e-05-0.00065596i,-0.00030493-0.00031427i,7.758e-05+6.0547e-05i,0.00044534-0.00016486i
-0.0014432+0.00050758i,-0.0018749+0.00098526i,-0.0014519+0.0014756i,-0.00063+0.00029779i,0.00040968+0.00047458i,0.001142+0.00067659i,0.00072819+0.00052577i,0.00022402+5.2601e-05i,0.00011554-0.00091731i,-0.0004921-0.0010907i,-0.00058118-0.00099223i,-0.00012542-0.00060597i,-0.00066216-0.00041717i,-0.00050673-0.00079864i,-0.00024303-0.0013421i,-0.00051979-0.00061728i,-0.00048983+0.00053721i,-0.00050721+6.2852e-05i,-0.00058262+2.9876e-05i,-0.00013777+0.00040281i,0.0008326+0.00026476i,0.0012942+0.00029737i,0.0001845+0.00056063i
-0.00073815-0.0025795i,-0.0013642-0.0020979i,-0.0016961-0.0012038i,-0.0011046-0.00030295i,-0.00018513-2.5589e-07i,0.00043094+0.00033831i,-4.8193e-05+0.00013533i,-0.00081927-0.00063702i,-0.0011536-0.0016045i,-0.001022-0.0015237i,-0.00030491-0.0007334i,-0.00025024-0.00032177i,-0.00039631-0.00032786i,4.3092e-05-0.00094359i,-0.00056961-0.0010839i,-0.0014666-0.0003592i,-0.0011892-0.00033993i,-0.00082028-0.00051075i,0.000192+5.7356e-05i,0.0010738+0.00014947i,0.00089228-0.00016143i,0.0007587-0.00037368i,0.00090366-0.00024336i
0.00022018+0.0009555i,-0.0007002-9.2747e-05i,-0.00066473-0.00099717i,2.1107e-05-0.0012146i,1.213e-05-0.00086578i,-0.00052791+0.00040329i,-0.00059922+0.00093467i,-4.1653e-05+0.00023522i,-0.00037219-0.00035546i,-0.00070012-0.00067946i,-9.8128e-05-0.0013291i,5.0735e-05-0.00093276i,-0.00025974+0.00018198i,0.00015492+0.00056266i,-0.00011499-4.3113e-05i,6.0598e-06-0.00037628i,0.0006512+3.0868e-05i,0.00035277+0.00026647i,0.00037509+0.00039257i,0.00031504+0.00018188i,0.00012862-0.00032662i,6.6638e-05-0.00022295i,-0.0008744+0.0006113i
0.0021659+0.001289i,0.0027828+0.0011114i,0.0034757-0.00026319i,0.0028421-0.0015235i,0.0011974-0.0018981i,5.1192e-05-0.0013006i,0.00027162-0.0004033i,0.00033552+0.0004753i,0.00021085+0.00021678i,0.00038082-0.00047762i,-1.3403e-05-0.00090538i,-0.00044283-0.00057863i,-0.00054212+0.00028855i,-0.0010674+0.00019046i,-0.00079242-0.00041571i,-0.00010682-0.00036757i,0.00019999-0.00037268i,0.0003584-0.00045275i,0.00031225+0.00029016i,0.00019983+0.0011515i,0.00043851+0.001068i,0.00066094+0.00027273i,0.00040659-0.00025176i
0.0011576-0.0016144i,-0.0009475-0.0018635i,-0.0019266-0.0023412i,-0.001771-0.0012639i,-0.00092953-0.00020895i,-0.00032299-4.4037e-06i,-0.0001507+0.000313i,0.00029284+0.00051356i,0.00028532-9.3085e-05i,0.00055799-0.00053982i,0.00051864-0.00067519i,0.00030736-0.00072491i,0.00011092-0.00035552i,-0.00071094+0.00013477i,-0.00083567+0.00010449i,-2.8845e-05+0.0001512i,0.00055756+0.00048454i,0.00042966+0.00025536i,0.0001748+1.6783e-05i,-0.00015886-7.656e-05i,8.3092e-05-0.00063427i,0.00020226-0.0010305i,-0.00014332-0.00068295i
0.002024+0.00043965i,0.0031972+0.00046187i,0.0040399-0.00093148i,0.0027473-0.002013i,0.0010002-0.0020401i,-0.00021951-0.00071453i,-0.00058687+0.00093653i,-0.00019046+0.00087342i,0.00074549+0.0005903i,0.0010818-0.0003982i,8.8522e-05-0.0011392i,-7.17e-05-0.00034289i,0.00056293-1.9683e-05i,0.00044236+0.00068018i,0.00047379+0.0009644i,3.7664e-05+3.5589e-05i,-0.00042626-0.00036034i,-0.00027135+9.6861e-05i,-0.00075594+0.00096156i,-0.00080335+0.0008024i,-0.0001253+0.00054712i,-5.3803e-05+0.00022502i,0.00024146-0.00035633i
-0.00085406+0.00082701i,-0.0015534+0.00069963i,-0.00021209+0.00070228i,0.00046167+0.00014589i,0.00024359-0.0004071i,0.00056283-0.00052317i,8.3674e-05-0.00068702i,-0.00031176-0.00046754i,-0.00014478-0.00024422i,-0.00013922-0.0013695i,-0.00058953-0.0022532i,-0.00061872-0.001138i,-0.00033239-3.8019e-05i,-0.00082083+0.00051522i,-0.00036989-0.00014045i,0.00027501-0.0011287i,-1.7073e-05-0.0011338i,-8.542e-05-0.00013374i,0.00023881-4.529e-06i,0.00012738-0.00023036i,-0.00018589-1.7267e-05i,-9.1655e-05-0.00010813i,7.9123e-05-5.2075e-06i
0.0011052-0.00013006i,0.0020175+0.00091258i,0.0016406+0.0011682i,0.00063339+0.00046159i,0.00023216-0.0007996i,0.00010708-0.0016083i,-0.00012288-0.0012277i,-0.00013516-0.00054446i,-0.00035902-0.00049855i,-0.00050487-0.00090564i,-0.00047012-0.0015041i,1.3957e-05-0.0015968i,-0.00033817-0.00049957i,-0.0008274+7.0717e-05i,-0.00090304-0.00025844i,-0.0010613-0.00025371i,-0.00080978-9.1368e-05i,-0.00029522+4.4465e-05i,0.00031844+0.00065458i,0.00038919+0.00079812i,0.000114-6.4926e-05i,-6.4036e-05-6.1543e-05i,0.00039636+0.0007696i
-0.00022171+0.0023924i,-0.00053744+0.0023099i,0.00028932+0.0010487i,0.00050565-0.00016325i,0.0010549-0.0010545i,0.0014175-0.00061787i,0.00066233+0.00031051i,0.00013354-1.5232e-06i,0.00051177-0.00088892i,0.0010023-0.0012371i,0.00071343-0.00087379i,-0.00028854-0.0012002i,-0.00042197-0.0017023i,0.00040768-0.0010395i,0.00018752-0.00071608i,-0.00035037-0.00066638i,-0.00036961-8.7277e-05i,-0.00070155+0.00010459i,-0.0010575-0.00039329i,-0.00091088-0.00076741i,-0.00076832-0.00042837i,-0.00070691-0.00052967i,-0.0010785-0.0008548i
0.0020335-0.0011696i,0.0013605-0.00093974i,0.0012613-7.2791e-05i,0.0016017-0.00032494i,0.001307-0.0013929i,0.00044263-0.00129i,-0.00012033-0.00049476i,0.00020233-0.00079213i,0.0001455-0.0011714i,-0.00062005-0.0013463i,-0.00093068-0.0013586i,-0.001108-0.00091398i,-0.0014233-0.00043671i,-0.0015-0.00029705i,-0.00094214-0.00066423i,-4.7539e-05-0.00082833i,-5.7975e-05-0.00033945i,0.00031581-0.0009479i,0.00039432-0.00067986i,0.00041525-0.0003921i,0.0011933-0.00074577i,0.00082209-0.00050573i,0.00016624-0.00023433i
2.5665e-06+0.00097467i,7.2272e-05+0.00066135i,0.00089569+0.00031577i,0.00092708-0.0001235i,0.0008126-0.0001534i,0.00061755-0.00081892i,0.00039487-0.00065397i,3.4835e-05+0.00026419i,-0.00077601-0.00014258i,-0.00082214-0.00071974i,0.00010974-0.00092141i,0.00053984-0.00043977i,-0.00032406-0.00017525i,-0.00041351-6.2208e-05i,0.00023897+0.00033486i,4.0243e-05-0.00010604i,-0.00021249-0.0006668i,3.6857e-05-9.3545e-05i,-0.00023026+0.0001817i,-0.00085259+0.00021791i,-0.00093369-0.00027334i,-0.00057501-0.00038396i,-0.00031162+0.00032896i
-0.00074078+5.9265e-06i,-0.00068886-0.00044119i,-0.00013227+0.00055571i,-0.00033441+0.0011923i,-0.0005516+0.00070638i,-0.000942-0.000132i,-0.00087326-0.00074108i,-0.00036218-0.00037164i,-0.00029948+0.00042412i,-0.00077203-0.00025169i,0.00012275-0.0014062i,0.0014057-0.001149i,0.00083769+5.562e-05i,-0.00071673+0.000183i,-0.0015393-0.00018478i,-0.0013751+0.00012405i,-0.0010867+0.00027729i,-0.0010989+5.854e-06i,-0.00088341-0.00069251i,-0.00012077-0.0010849i,0.0011576-0.00046581i,0.00083652-2.2152e-05i,-0.0005793+1.7918e-05i
0.002845+0.00083003i,0.0030748-9.1832e-05i,0.0029547-0.00047008i,0.0021646-0.00070223i,0.00096722-0.0020901i,-0.00023-0.0021885i,-0.00045603-0.00087667i,0.00016351-0.00012423i,0.00031714-0.00069906i,0.00028917-0.0019517i,0.00026494-0.0017554i,-0.00056836-0.00083863i,-0.0016236-0.00038512i,-0.0016725+6.2267e-05i,-0.0010668-0.00030153i,-0.00099649-0.00081188i,-0.0012493-0.00054742i,-0.0010614-0.00074372i,-0.00013247-0.00058587i,-0.00010918+0.00025157i,-0.00077836+0.00043449i,-0.00025033+1.316e-05i,-0.00032586+3.0935e-05i
0.00035727+0.0010823i,-0.00029173+0.00046482i,-0.00062734+0.00042232i,2.7598e-05+0.00030734i,0.0010232-9.8502e-05i,0.0010521+0.00050056i,0.0010026+0.0012851i,0.000459+0.0010864i,-0.00041327+6.2538e-05i,2.8085e-05-0.0010066i,0.00036139-0.0014111i,-0.00018762-0.0020048i,-0.00064493-0.0014175i,-0.00098036+1.064e-05i,-0.00055379+0.00036002i,0.0003609+0.00067097i,0.00025012+0.00067341i,-0.00047098-0.0001686i,-0.00062217-0.00032392i,-0.00015843-6.3098e-05i,-0.00024145-0.00036094i,-0.0010016-0.0010936i,-0.0012106-0.0010308i
-0.00053669-0.0004205i,-6.3741e-05-0.00044393i,0.00059577-0.00073538i,0.00073096-0.00056237i,0.00029162-0.00046635i,-1.2481e-05-0.00081756i,-0.00010408-0.00050436i,-0.0012219-0.00010907i,-0.0024938+2.7338e-05i,-0.0018188-0.00065533i,-0.00041157-0.0011369i,0.0001771-0.00075408i,1.0793e-05-0.0011619i,0.00011484-0.0015913i,0.00035692-0.00080506i,0.00077634-0.00012329i,0.00054599+0.00032973i,-0.00028539+0.0003284i,-0.0004992-0.00017181i,-0.00061079+7.0058e-05i,-0.00084499-0.00033866i,-0.00055317-0.00040817i,-0.00033593+0.00017601i
0.00040837+2.088e-05i,-0.00072209+0.00083763i,0.00014+0.0005412i,2.9218e-05+0.00063775i,-0.00084276+0.00013159i,0.00039711-0.0001652i,0.00056289+0.00049388i,-0.00010416+0.00046108i,7.8452e-05-0.00066852i,0.00033502-0.0016514i,4.3729e-05-0.0016883i,-0.00016604-0.0019637i,-0.00019894-0.0015322i,-0.00023438-0.00057137i,2.9502e-05-0.00062283i,0.00014389-0.00076261i,-0.00047503-0.00044696i,-0.00034881-0.00012215i,5.0364e-05+4.3121e-06i,-0.00032234+3.9541e-05i,-0.0015217+0.00032846i,-0.00153+0.00015577i,-0.0002432+4.7927e-05i
0.0024741+0.00067334i,0.0014748-0.00041558i,0.00047556-0.0017394i,0.000316-0.0020657i,0.00018648-0.0017983i,-0.00071243-0.0011701i,-0.0014494-0.00021584i,-0.0011434+0.00092385i,5.3197e-05+0.00082536i,0.00062713-0.00024075i,-4.954e-05-0.0012693i,-7.3036e-05-0.0011644i,0.00017252-0.00047239i,-0.00031662-0.00096794i,-0.00090082-0.00038088i,-0.00090614+0.00038807i,-0.00029863+0.00044534i,-0.00031951+0.00072455i,0.00013225+0.00015801i,0.00092316+0.00025466i,4.2046e-05+0.00065561i,-0.001174+0.00020957i,-0.0015436+0.00019648i
-0.0012408-0.00013745i,-0.0011371+0.00011156i,4.8627e-05-3.3598e-05i,0.00019342+4.8054e-05i,-0.00019661-9.8487e-05i,0.00037288-5.5866e-05i,0.00075548+0.0003286i,0.00038555+0.00067856i,-0.00041775+0.00033751i,-0.0010132-0.00077994i,-0.00091693-0.00098245i,-0.00069323-0.00063964i,-0.00047819-0.00049852i,-0.00056503-0.00015454i,-0.00032745-0.00035952i,-0.00016236-0.00022933i,-0.0005018+0.00027729i,-0.0005345+0.00037721i,-0.00086942+2.9205e-05i,0.00041868-0.00063463i,0.0016104-0.00081074i,0.0012038+2.5372e-05i,0.00031344+0.0013296i
-0.00065954+0.0018586i,0.00026077+0.0022373i,4.0682e-05+0.002996i,8.3407e-05+0.002157i,0.00025754+0.00031086i,0.00023807-0.00094936i,1.5237e-06-0.00083697i,-0.00019061-0.00088931i,-0.00011525-0.0005601i,-0.00038993+0.0001485i,-0.00038785-0.00023002i,-0.00023516-0.0011783i,-0.00082368-0.0010772i,-0.0010078-0.000206i,-0.00079516-0.00072888i,-0.00097057-0.00074367i,-0.0011165-0.00072486i,-0.00091512-0.0010708i,-0.00044595-0.00070569i,-0.00059847+0.00031933i,-0.0012643+0.00082932i,-0.00084692+0.00015718i,-0.00039114-0.00052057i
-0.00030243+0.0011767i,-0.00089385-6.9775e-05i,-0.0011227-0.00056556i,-0.00020742-0.00044417i,0.00091101-0.00046018i,0.00017324-2.5779e-05i,-0.00088817+0.00056997i,-0.001273+0.00027928i,-0.00067315+0.00020672i,0.00010514+0.00029837i,0.00025588-0.00013293i,-0.0001012-0.00047296i,-0.00053613-0.00072727i,-0.00048939-7.195e-05i,-0.00093919+0.0010121i,-0.00074699+0.00039665i,-0.0009267-0.00090428i,-0.0011322-0.001019i,-0.0011932-0.00047386i,-0.0009017-0.00043135i,0.00029671-0.00036608i,0.00068419-0.0006151i,-9.25e-05-0.00048255i
0.0019352+0.00046235i,0.0027572+0.00067754i,0.0031852+0.00051672i,0.0022945-0.0004983i,0.0013862-0.0011297i,0.00011392-0.0011546i,-0.0010247-0.00066386i,-0.0011352+0.00018517i,-0.00092748+0.00024272i,-0.00054262-0.00075812i,-0.00028106-0.0011182i,-0.00024214-0.00080037i,3.9551e-05-0.00081696i,0.00017883-0.00073035i,0.00041506-0.00067096i,0.00053204-0.00024066i,0.00050703+0.00014336i,-0.00021194-9.6891e-05i,-0.00049005-0.00016187i,-0.00069067+0.00017617i,-0.00035421+0.00023576i,-9.4732e-05+4.3968e-05i,-0.0005584+0.00017951i
-0.0016918+0.000939i,-0.001174+0.0011621i,-0.0012603+0.00124i,-0.00024245+0.0012646i,0.00077441+0.00032028i,0.00077656-0.0010618i,-0.00030376-0.0008124i,-0.00052245+0.00072313i,0.00028622+0.0010836i,0.00087178+0.00010436i,0.00031023-0.0005707i,2.4489e-06-0.00079907i,2.6123e-05-0.00058028i,0.00079222+5.3222e-05i,0.0013792+0.0003716i,0.00081719-0.00029601i,0.00027533-0.0012513i,0.00036784-0.00057593i,3.7455e-05+6.5097e-05i,0.00015885-5.4675e-05i,0.00026779-0.00048323i,8.5471e-05-0.00112i,0.00033078-0.00096376i
-0.00060746+0.00011572i,0.00045865-0.00051679i,0.00063865-0.00075165i,0.00097885-6.6203e-05i,0.0017818-0.00030598i,0.0010665-0.00050816i,-0.00047954-0.00011765i,-0.0001563-0.00028555i,0.00033502-0.00023549i,-0.00023009-0.0001713i,0.00013256-0.00061828i,-2.4481e-05-0.00061009i,-0.00044343-0.00046208i,-0.00047897+1.5532e-05i,7.5204e-05+0.00020691i,0.00024993+0.00069188i,-0.00069091+0.0014272i,-0.0013572+0.001441i,-0.0013958+0.00076484i,-0.0010153+8.2835e-06i,-0.00030095+0.00021866i,-0.000244+0.00036533i,-0.00091856+5.4867e-05i
-3.774e-05+0.0011422i,-0.00057003+0.0018582i,-0.00015308+0.0011786i,0.00010791-1.7662e-05i,0.0001507-0.00065819i,0.00064827-0.00033162i,0.00032349+0.00014723i,0.00022947+0.00040649i,0.00025998+0.00026225i,0.00013653-0.00077483i,0.0010179-0.0014173i,0.00093132-0.0013935i,2.1782e-05-0.0011095i,-0.00018094-0.00074489i,9.0299e-05-0.00052294i,-0.00017605-0.0012183i,-0.00018171-0.0014705i,-1.6504e-05-0.00095309i,-9.097e-05+8.1999e-06i,-4.3293e-05+0.00037983i,-5.1848e-05-4.421e-06i,-0.00080407+5.9188e-05i,-0.0012095+5.1521e-05i
-0.0011543+0.0032577i,-0.00064444+0.0034314i,0.00025116+0.0033743i,0.0017372+0.0023262i,0.002473+0.0014479i,0.0011844+0.0010897i,-0.00037834+0.0033659i,0.0013761+0.0072386i,0.0050705+0.0073117i,0.0070237+0.0040042i,0.0064908+0.0010705i,0.0043648-0.0010053i,0.0020505-0.0027375i,0.0001158-0.0029295i,-0.0010828-0.0014316i,-0.0020874-0.00064794i,-0.0018565-0.00023445i,-0.0016841+0.00049591i,-0.001655+0.00059997i,-0.00094156+0.0011061i,-0.00011188+0.0012319i,-0.00015132+0.00061318i,-0.00041648+0.00052738i
-0.00086865-0.0027805i,-0.0009404-0.0026259i,-0.0019711-0.0013296i,-0.0026575-0.0001272i,-0.0021651+0.00085471i,-0.0010218+0.0012047i,6.4599e-06-0.00068634i,0.000305-0.001308i,-0.0007036-0.00077155i,-0.0017284-0.0012527i,-0.0015137-0.0012432i,-0.00080549-0.00077845i,-0.00031295-0.00092557i,0.00047369-0.0015238i,0.00070753-0.001103i,1.9585e-05-9.8858e-05i,-0.00066641+8.5154e-05i,-0.00042754+8.9254e-05i,-0.00086303+0.00023412i,-0.00047756+0.00021496i,0.00035005+0.0004851i,0.00027316+0.00037616i,0.00011512+4.0839e-05i
-0.0012938+0.0025368i,-0.00018578+0.0020092i,0.0016527+0.0014517i,0.0028658+0.00084712i,0.0021848+0.00052347i,0.00080441+0.00025787i,-0.00022279+0.00030788i,-0.00068919+0.00065516i,-0.0010512+0.00027965i,-0.00042153-0.00078669i,-8.4432e-05-0.0013641i,-0.00073163-0.0010568i,-0.00083683-0.0011095i,-0.00046972-0.00039014i,-0.00055082+0.00069381i,-0.00080853+0.00016345i,-0.00077433+2.8686e-05i,-0.00022609+0.00021718i,0.00038836-4.2939e-06i,0.00065618+0.00034258i,0.00028461-2.1408e-05i,-0.00011893-0.00052055i,-0.00072053-0.00037879i
-0.0026871-0.00081952i,-0.0036338-0.00031713i,-0.0050191+0.00067529i,-0.003829+0.00053283i,-0.00098564+0.00052667i,0.00073888+0.00088919i,0.00070602+0.00067043i,-0.00020681+0.00041377i,-0.00099241+0.00013708i,-0.00057302-0.00025649i,2.8265e-05-0.0005999i,0.00053253-0.00055812i,0.0003737-0.00013753i,-0.00051996-0.00017533i,-0.00081075-0.001023i,-0.00069621-0.00094103i,-0.00033859+8.4876e-05i,-0.001029+0.00015094i,-0.0011487+0.00021136i,-0.00025108+0.0011961i,0.00028644+0.001183i,0.00037853+0.0003369i,-0.00048462+0.00045175i
0.00075861-0.00017507i,0.00099729-0.00058847i,0.0019311-0.00066127i,0.0023002-7.6561e-05i,0.0019009-0.00081342i,0.0015949-0.0012944i,0.00041809-0.00043044i,-0.00081636-0.00011219i,-0.00048074-0.00013686i,-0.00040558-0.00063974i,-0.00094128-0.0012094i,-0.00075941-0.0008996i,-0.0004491-0.00020251i,-0.00030496-0.00018833i,-0.00014679-0.00035533i,-0.00026318-0.00038622i,-0.00019242-0.00067073i,-0.00062935-0.00044318i,-0.00036442-0.00015608i,0.00047231+0.00012684i,0.00030559+0.00032935i,-0.00012608+6.0593e-05i,-0.00076192-9.3652e-05i
-0.00026716+0.0020774i,0.00086526+0.0029391i,0.0019086+0.0030332i,0.0024021+0.0016363i,0.0025626-6.7392e-05i,0.0020553-0.00022419i,0.0010666+0.00068701i,0.00043427+0.00048737i,0.00021332-0.00023154i,8.3719e-05-0.0011026i,-0.00015218-0.0017832i,-0.0010808-0.0016774i,-0.0012812-0.0012079i,-0.00051776-0.0006304i,-0.00024315-0.000414i,-0.00025094-0.00028083i,-0.00058831+0.00094151i,-0.00067853+0.0011627i,-0.00050398+0.0004952i,0.00044068+0.00044822i,0.00086718+0.00036793i,-0.00072334+0.00024744i,-0.0013507-0.00026241i
-2.7028e-05-0.00034862i,0.0015338-0.0011621i,0.0018801-0.0012862i,0.0012403-0.00060506i,0.00084943+0.00043236i,2.9714e-05+0.00068222i,-0.0015856+0.00040245i,-0.0017155+2.0962e-05i,-0.00098454-0.00039459i,-0.00064998-0.00049769i,-0.00043298-0.0013685i,0.00018798-0.0020376i,0.00025707-0.0012266i,-5.438e-05-0.00050046i,-5.1353e-05-0.00029994i,-0.00014757-0.0004042i,0.00012398-0.00077394i,-5.1639e-05-0.00088208i,-0.00088739-0.00081779i,-0.00066422+0.00013628i,0.00041254+0.00095569i,0.00062858+0.00076922i,-0.00023948+6.2005e-06i
-0.0034145-0.00081818i,-0.0037299+0.0005841i,-0.0041499+0.00084812i,-0.0030499-0.00054442i,-0.0001559-0.0010051i,0.0014183-0.00034816i,0.00069558-0.00044393i,-0.0004321-0.00077798i,-0.000437-0.00049442i,-0.00034794-0.00045973i,-0.00042835-0.00067788i,-0.00014189-0.0010955i,-0.00058795-0.0011876i,-0.00075032-0.00080058i,-0.00055791-0.00039349i,-0.00016452+0.00028315i,0.0001301+0.00086344i,-3.5223e-05+0.00057383i,0.00017084-9.4469e-05i,-0.0001241-0.00026293i,-7.4355e-05-0.00035138i,0.00083787-0.00040895i,0.00064586-0.00076667i
0.00083767+0.0013861i,0.0012494-3.4664e-05i,0.001947-0.00041113i,0.001593+0.00040443i,0.0010183+0.0005032i,0.00068037+0.00032138i,-1.6478e-05+0.000443i,-0.00048766+0.00042445i,-0.00031916-0.00022002i,-0.0014399-0.00095601i,-0.0011776-0.0010257i,-0.00036306-0.00055118i,-0.00022629-0.00039254i,0.00021884-0.00016821i,0.00040411+0.00023615i,-0.00044681-0.00013562i,-0.00087354-0.00061429i,-0.00025775-2.2677e-05i,1.5164e-06+0.00053206i,-0.00034962+0.0010906i,-0.00066154+0.00057415i,-0.00048486-0.00062524i,-0.00049094-0.00056494i
-0.00042848-0.0019926i,-0.0010023-0.00092919i,-0.0014896+0.00072023i,-0.001097+0.00087884i,-0.00040727+0.0007955i,-0.00048766+0.00097523i,-0.00066623+0.00076752i,-0.00049934+0.0005652i,-0.00058216+0.00013912i,-0.00060231-0.00066951i,0.00019683-0.00053913i,0.00046477-0.00053951i,0.00016211-0.00056551i,-5.1482e-05-0.00038389i,-0.00051071-0.00093232i,-0.00032487-0.0010326i,0.00085266-0.00015549i,0.00051941+0.00039436i,-0.00033977+0.00024357i,-8.3769e-05+0.00053155i,-0.00014057+0.00013469i,-0.00029578+0.00024559i,-6.4343e-05+0.00052842i
0.0025966-0.00080881i,0.0022661-0.0020952i,0.0010758-0.0030477i,0.00087805-0.0028733i,0.0010322-0.0016149i,0.00059565+4.9266e-05i,-9.721e-05+0.0012796i,-0.00052245+0.00081183i,-0.00050364-0.00030565i,-0.00044139-0.00061541i,0.00019034-0.00069759i,0.00055157-0.00063098i,-0.00033191-0.00038254i,-0.0011153+0.00020931i,-0.00061202+0.00081204i,-0.00010784+0.00036265i,-0.00017929-0.00056866i,-0.00066482-0.00028052i,-0.00085443+0.00059839i,-0.00057581+0.00026215i,-0.00043232-0.00012984i,0.00040822+0.0001486i,0.00066302+0.00029304i
0.00045589+6.779e-05i,-7.0166e-05+0.00053123i,-0.00055354+0.00062492i,0.00056503-0.00048606i,0.00099517-0.0011396i,0.0001934-0.0012976i,-0.00024936-0.00090925i,-4.4557e-06-0.00081879i,-0.00027415-0.00028903i,-0.00036334-0.00016651i,-0.00031757-6.8168e-06i,-0.00050858-8.2481e-05i,-0.0005463-0.00024121i,-0.0008675-0.00021347i,-0.00024156-0.0011176i,0.00047717-0.00096811i,-0.00022281+2.5124e-05i,-0.00021981-0.00037854i,0.00044581-0.00049003i,0.00040791+2.8581e-05i,9.278e-05-2.3198e-05i,-0.00045763-0.00024795i,-0.00044499-0.00080725i
0.00077291-0.00024393i,0.00046783-0.00031429i,0.00052622-0.00046077i,0.00059087-0.00018942i,0.00043657+0.00036871i,-0.00014488+0.00040222i,-0.00052221+0.001317i,-0.00088268+0.0013968i,-0.0013619+0.00030556i,-0.0012068-0.00051494i,-0.00068551-0.0010855i,-0.00083583-0.0016798i,-0.00067652-0.0013679i,-0.00021907-0.00060989i,-0.00061989-0.00026427i,-0.00087191+4.3718e-05i,-0.00030587-3.4065e-05i,-0.00015941+0.00033913i,-0.00053612+0.00089907i,-0.00047366+0.00086755i,0.00052766+0.00070278i,0.00096057+0.00023572i,0.00085808-7.4174e-05i
-0.00079015-0.00059932i,-0.0016709+0.00047036i,-0.0026061+0.00028428i,-0.0015502+0.00028975i,-0.00028487+0.00078287i,-0.00021258+0.0004246i,0.00019256+0.00072858i,0.0003285+0.00096561i,0.00029171-0.00075439i,-0.00026465-0.0017883i,-0.00037631-0.0011621i,0.00021556-0.00099823i,0.00062066-0.00060467i,0.00022141-0.00047698i,-0.00018892-0.0012951i,-0.000386-0.00098823i,-0.00022495-3.3506e-05i,0.00071033+0.00053455i,0.0013141+0.0010832i,0.00056292+0.0011296i,-0.00011417+0.00066168i,-1.5583e-05-0.00058995i,0.00029941-0.00094564i
0.00081277-0.0020431i,0.00045602-0.0016128i,0.00075659-0.001341i,0.00035032-0.00031798i,0.0013112-0.00013516i,0.0017948-0.00091136i,0.00092607-0.0016643i,-3.9961e-05-0.0014393i,-0.00021301-0.0011577i,1.1299e-05-0.0015203i,-8.8621e-05-0.0011819i,0.00027576-2.7947e-05i,-0.00048228-3.6451e-05i,-0.00082351+7.3712e-05i,-0.00036315-9.2677e-05i,0.00026131-0.00011775i,2.7174e-05+4.5527e-05i,-0.00011385-0.00043903i,3.6158e-05-0.00054828i,-0.00042093-0.00047431i,-0.00027171-0.00043057i,-0.00021575+0.00077139i,-8.573e-05+0.0015204i
