-0.0019339-0.00016513i,-0.0027939+3.399e-05i,-0.0030533-0.00071113i,-0.0023667-0.0010855i,-0.0021364-0.00086896i,-0.0024155-0.00047351i,-0.0011096+0.00014334i,-0.00018216+0.00051615i,-7.3521e-05-4.9505e-05i,0.00054642-0.00041191i,0.00035412-0.0011366i,0.00032499-0.0019832i,0.00089606-0.0018342i,0.00076303-0.001475i,0.00023701-0.0011771i,0.00014368-0.00049711i,0.00017773+0.00033051i,-0.00026312-2.7685e-05i,-0.00012879-0.00057771i,9.4345e-05-0.00046344i,0.00028327+0.00024579i,0.00033137+0.00027627i,-7.9678e-05-0.00014569i
-0.0010077-0.0001251i,-0.00077124-0.0013131i,-0.0007697-0.0012149i,-0.0012961-0.0020474i,-0.00047594-0.0019543i,0.00037259-0.00052997i,-0.00032841+0.00021247i,-0.0010745-8.0294e-06i,-0.00085342-0.00059236i,-0.00027352-0.0010791i,0.00037144-0.0013421i,0.0003322-0.00096723i,0.00022163-0.00050682i,0.00041015-0.00038976i,0.00028142-0.00039425i,0.00047909-0.00064036i,0.00026484-0.00080017i,-0.00052961-0.00015643i,-0.00075974+0.00047042i,-0.00019168+0.00029026i,0.00062712+0.00011025i,0.00029808+0.00012663i,-0.00035123-0.00047236i
0.0016681-0.0019744i,0.001052-0.0019853i,-8.0741e-05-0.0012229i,-0.00084858-0.00033317i,-0.00099271+0.00027661i,-0.0010206+0.00030565i,-0.0017949-0.00033677i,-0.0014138-0.00043859i,0.00052993-0.0003912i,0.001238-0.00084157i,0.00062018-0.0012754i,0.00033775-0.00099854i,0.00026611+5.0837e-05i,0.0003517+0.00056459i,0.00051199+0.0002442i,-0.00017389-0.0002284i,-0.00068926-0.00097509i,-0.00055188-0.0013376i,-0.00031016-0.0012265i,-0.00077406-0.00029001i,-0.00049768+0.00031446i,2.7529e-05-0.00046801i,-9.0022e-05-0.00079437i
-0.00089499-0.00075604i,-0.00039561+0.00046671i,-2.3789e-05+0.00029958i,2.929e-05+0.00066064i,-0.00033718+0.001729i,-0.00049109+0.0010036i,-0.00016677+0.00029168i,9.0957e-05+0.00028653i,-0.00010292-0.00034286i,0.00010954-0.0011293i,0.00060768-0.0010992i,0.0004987-0.00085004i,0.00063314-0.00061718i,0.00086614-0.00013152i,5.6201e-05-4.6077e-05i,-8.3676e-05+0.00037746i,-8.2043e-05+0.00078227i,-0.00031397+0.00036989i,-0.00014302+0.00041068i,2.0927e-05+0.00034091i,0.00028049+2.9462e-05i,0.00020883+2.7586e-05i,-0.00013235-4.9366e-05i
-0.00047604-0.0011123i,-0.0010521-0.00072888i,-0.001494-0.0017951i,-0.001058-0.0023563i,-0.0010254-0.0013384i,-0.0012025+0.00030736i,-0.00064765+0.001094i,-0.00016691+3.569e-05i,0.00023048-0.000858i,0.00045658-0.00010827i,0.0010392+0.00049017i,0.0011285-0.00031657i,0.00048454-0.00052078i,0.00073404-0.00059361i,0.00030443-0.00019457i,-0.00075774+0.00036944i,-0.00071656+0.00093394i,-0.00066845+0.00062535i,-0.00038437+0.00022406i,0.00054513+0.0001433i,0.0010083+9.3484e-05i,0.00062401-1.3918e-05i,-0.00018049-0.00099669i
-0.0012667-0.00026799i,-0.0016902-0.00059389i,-0.001013-3.3532e-05i,-0.00051366+0.0016185i,1.7839e-06+0.0023747i,0.00096651+0.00080143i,0.00048354-0.00041658i,7.4077e-06-0.00079753i,-0.00021717-0.00031622i,-0.00045422-0.00024563i,0.00042976-0.0006341i,0.0014501-0.00035735i,0.00029119-0.00022716i,-0.00077126-0.00046295i,-0.00020361-0.0005864i,-0.00024409-0.0010108i,-0.00050051-0.00083107i,-0.00033043-0.0002532i,-0.00016718-7.6474e-05i,0.00032349+0.0002884i,3.2938e-05+0.00054461i,-0.00023022+0.0003194i,-0.00019454-0.00035672i
-0.00083077+0.0014316i,-0.001087+0.00148i,-0.0019333+0.001326i,-0.0017149+0.0011452i,8.0741e-05+0.0014677i,0.0010723+0.00093319i,0.00091119+0.00010741i,0.0002493-0.00083095i,-7.2388e-05-0.0016811i,-6.8823e-05-0.0016758i,0.00088084-0.00095509i,0.0015503-0.00025491i,0.00069323-0.00048547i,-0.00028923-0.0009912i,-0.0006272-0.0015733i,-0.0002406-0.0014789i,-0.00034591-0.00037623i,-0.00039766-0.00040146i,-4.7676e-05-0.0008892i,6.3173e-05-0.00042336i,0.00068425+0.00015638i,0.0009174+0.00049123i,0.000554+0.00021545i
-0.00016754+0.00040766i,-0.0005583-0.00076355i,0.0001251-0.0010891i,0.0019496-0.0002588i,0.0020662-0.00028346i,0.00029129-0.001096i,-0.00060443-0.00078732i,-0.00010044+0.00023857i,0.00050444+0.00027679i,0.00028051+0.00034278i,0.00015295+0.00018814i,-0.00041046-0.00069145i,-0.00082962-0.00087589i,-0.00029652-9.6905e-05i,0.00022488-0.00030885i,-8.5945e-06-0.00033721i,0.00010598+0.00012434i,-0.00036082+0.00025963i,-0.00096028-1.231e-05i,-0.00048481-2.5406e-05i,-0.0003-0.00012176i,-4.6238e-05+0.00016448i,0.00032251-0.00013896i
0.0011549-0.00094975i,0.001677-0.0012672i,0.00027882-0.0014759i,-0.00098733-0.0013329i,-0.00043554-0.00036021i,-0.00040921+0.00038789i,-0.00093236+0.00060738i,-0.00033512+0.00051079i,0.00031058-0.0002762i,0.0002129-0.00073244i,-0.00014463-0.0008396i,-0.00050583-0.0010614i,-0.0001491-8.1109e-05i,0.00065849+0.0002898i,0.00052538+8.1607e-05i,-0.00019264+0.00011325i,0.00074993+0.00018772i,0.0013448+0.00067724i,0.00015199+0.00067232i,-0.00038836+0.00020829i,-0.0006491+7.6031e-05i,2.0268e-05-2.5613e-05i,0.00058544+0.00060106i
-0.00060235+0.00086188i,-0.00022193+0.0015388i,3.732e-05+0.0026707i,0.00056522+0.0029896i,0.0010625+0.0018054i,0.0010456+0.00056405i,0.0004172+0.00023251i,-0.0003279+0.0011881i,0.00048689+0.00064806i,0.0015334-0.00055198i,0.00064966-0.00069437i,0.00010907-0.00089541i,0.00021749-0.00094375i,0.00038021-0.0012403i,0.00079317-0.00032342i,0.00020288+0.00083109i,-0.00014066+0.00095235i,0.0003918+0.001082i,0.00055711+0.00073861i,0.00021685+0.00034449i,0.00078722-9.2798e-06i,0.001247+8.1181e-05i,0.00011275+0.00064509i
0.00056075-0.00052571i,0.00061104-0.00083786i,0.0001706-0.0012105i,0.00026659-0.00038698i,0.0013595+0.0004652i,0.00088115+8.5548e-05i,-0.00032209-0.00023689i,-0.00022242-0.00017419i,0.00040401-0.00025787i,0.00089429-0.00014687i,0.00056578-0.00045846i,0.00039919-0.00031873i,0.00073283+0.0006157i,0.001106+0.0003397i,0.00076545-0.00014315i,-0.00082299-0.00016297i,-0.00085104+1.3488e-05i,0.00023345-0.00014451i,0.00037231-2.3286e-06i,0.00070287+0.00030978i,0.00081408+0.00070152i,0.00067983+0.00063868i,-0.00014434-5.4771e-05i
0.0021645-0.00068376i,0.0025989-0.0018513i,0.0022828-0.0027309i,0.00059667-0.0031107i,-0.00050783-0.0027562i,-0.00077993-0.0011404i,-0.00081277+0.00022901i,-0.00029399+0.00089885i,-0.00021734+0.00032269i,0.00032824-0.00073257i,0.00028696-0.00054356i,-0.00052474-0.00057515i,0.00021306-0.00097106i,0.0010728-0.00081447i,0.00098589-0.00020485i,0.00045081+0.00034868i,0.0002031+6.4721e-06i,0.00052718-0.00086869i,0.0011927-0.00041011i,0.00093934+0.00085841i,-3.6488e-05+0.001189i,-0.00065949+0.00071189i,-0.0008372+0.00056552i
2.6371e-06+0.0019321i,0.00042671+0.0017359i,-0.00054972+0.0012995i,-0.00095487+0.00084879i,0.00012623+0.00089855i,0.0013317+0.0011867i,0.00082593+0.0004459i,-2.1537e-06+0.00012323i,0.00020918-1.2553e-05i,0.00060066-0.0007909i,0.00022979-0.00039556i,-0.00016497-0.00027804i,2.7345e-05-0.00075013i,-5.096e-05-0.00065405i,-0.00013041-0.00029302i,-0.00031462-0.00027235i,3.9414e-05-0.00068095i,0.00070425-0.00098995i,0.00041393-0.00040174i,-7.0003e-05+0.00048112i,9.3545e-05-0.00021804i,0.00020411-0.00067123i,0.00025461+0.00027074i
0.00058685-0.0019259i,-0.001161-0.0024247i,-0.0019684-0.0020244i,-0.0021243-0.0011011i,-0.001615+9.659e-05i,-0.00025318+0.00069174i,-0.0001407+0.00038953i,-9.3612e-05-0.00032597i,-0.00015979-0.0017521i,-0.00049037-0.0016837i,0.00040609-0.000936i,0.0010799-0.00038122i,0.0003637+0.00027028i,-0.00017936+0.00040705i,-8.3961e-05+0.00066655i,1.2971e-05+0.00064172i,-3.434e-05+0.00049408i,-0.00011637+0.0003362i,-0.00024565-8.4729e-05i,-5.914e-06-0.00026854i,0.00049769-0.00022522i,0.00082949-0.00069319i,0.00093639-0.001008i
0.00091641+0.00027741i,0.0018402-0.0001345i,0.0017036+0.00036858i,0.0012714+6.7396e-05i,0.0016706-0.00016548i,0.00098895+0.0006961i,0.00017342+0.00034366i,-0.00043061-7.729e-06i,-0.0010792+5.8969e-05i,-0.001479+6.7316e-05i,-0.00066893-0.00010783i,0.00029226-0.00020528i,-0.00018238-0.00031616i,-0.00018793-0.00096048i,-0.00016803-0.00039614i,-6.4691e-05+0.00017341i,-0.00032353+0.00044506i,-0.00035263+0.00034903i,0.00017289+0.00010214i,0.00015073-0.00011564i,-4.3982e-05-0.00031269i,-0.00027193-0.0008069i,-0.00046743-0.00038851i
-0.0010451-0.0020507i,-0.0031009-0.0016437i,-0.0047711-0.0021093i,-0.0041564-0.00099801i,-0.0024587+0.00061892i,-0.00053972+0.0015337i,0.00044648+0.0021358i,8.5523e-05+0.0011704i,-0.00059411-0.00061887i,-0.00081886-0.0015391i,-0.00052217-0.0015958i,5.3382e-05-0.0014284i,0.0007464-0.00094836i,0.00065406-0.0010373i,0.0001217-0.00097041i,-0.00044382-0.0005431i,-0.00063437-2.5563e-05i,-0.00088481-3.4627e-06i,-0.00067257-7.0429e-05i,5.1215e-07+8.0118e-05i,0.00083409+1.7246e-05i,0.001374-1.2188e-05i,0.00093332+6.7674e-05i
0.00050852-0.00072058i,0.0005003-0.00075376i,0.00046962-0.0017769i,-0.00024745-0.0014653i,0.00010418-0.00010648i,-0.0001915+0.00079777i,-0.0004599+0.00070454i,-0.00043496+0.00076619i,-0.00060009+0.00025324i,0.00015889-0.00072298i,0.00042352-0.0005623i,3.5428e-05-0.00055i,-0.00096162-0.00051237i,-0.00086129-0.00058238i,1.5012e-05-0.00067194i,9.0558e-05-0.00010741i,0.00043248-0.00045151i,0.00051654-0.00076112i,-0.00019178-0.00074325i,6.7054e-05-0.00083056i,0.00072568-0.00043884i,0.0012425+0.00026022i,0.00093949-7.4584e-05i
-0.0018428-0.00035738i,-0.0013024+0.00047094i,-0.0016212+0.001105i,-0.0013138+0.00060473i,0.0002784+0.00038971i,0.0014196+0.00016812i,0.0011532-0.00073704i,0.00016273-0.00066826i,-0.0003396-0.00062117i,-0.00031577-0.00075489i,9.1606e-05-0.00075309i,0.0006028-0.00091409i,0.00036372-0.00068814i,-0.00061776+1.3053e-05i,-0.0003176-0.00018182i,0.00013082-0.0010133i,-0.00026729-0.00086177i,9.2259e-07-0.0007892i,0.00021748-0.00095761i,-0.00048436-0.00045703i,-0.00089692-3.606e-05i,-0.00045388-0.00017928i,-0.00030903-0.00027672i
-0.0010257+0.00045207i,-0.00066004+0.0012377i,0.00041436+0.0022116i,0.0005315+0.002515i,0.00042189+0.0026421i,0.00056811+0.0015681i,-8.6624e-05+0.00054008i,-0.00084125+0.00062057i,-0.00079887+0.00039258i,-0.00033031-0.00023641i,0.00013746-0.0006405i,-1.0008e-06-0.0011105i,-0.00029165-0.0011097i,-5.264e-05-0.00056262i,-6.5318e-05+0.00014027i,-0.001175+0.00011994i,-0.0015864-0.00018361i,-0.00087372-0.00012333i,-0.0005273-0.00031977i,-0.00012151-0.00032815i,0.00047777-0.0005693i,0.00079218-0.00057379i,0.00083119+0.00013816i
0.0021928-0.00062847i,0.0009104-0.0016698i,-0.00023377-0.003165i,-0.00042983-0.0024366i,-7.8309e-05-0.0018734i,5.9289e-05-0.0014455i,0.00066114-4.2499e-05i,0.00062014+0.00048604i,0.00016581+4.9323e-05i,1.3817e-05-0.000956i,0.00032127-0.00094105i,0.00033036-0.00049697i,0.00044179+4.9518e-05i,0.00048806+0.00063013i,0.00011269+0.00049079i,-3.3714e-05+0.00023393i,-9.1256e-05+0.00051616i,-6.943e-06-0.00012864i,2.3567e-05-0.00068618i,-0.00033153-0.00031337i,-0.00022393+0.00010882i,-0.00024505+0.00029726i,-0.00048747+0.00078556i
-0.00066622+0.00078084i,0.00017245+0.00057794i,0.0012412+0.00114i,0.0014769+0.0012893i,0.0010446+0.00045793i,0.00098016-0.00066133i,0.00061462-0.00032816i,-4.9066e-05+0.00059218i,0.00021886-5.5121e-05i,0.00038973-0.00060676i,0.00018414-0.0009193i,0.00017386-0.001325i,0.00026512-0.0015147i,0.00028795-0.0015789i,0.00045083-0.0011062i,0.00049021-0.00043781i,-4.9108e-05-0.00027381i,-0.00024402-0.00019061i,0.00018627+0.00036109i,5.1609e-05-0.0003057i,0.00032013-0.0012143i,0.00078026-0.0011216i,0.00058236-0.00041929i
0.00066225-0.0015498i,4.9241e-06-0.00085588i,-0.00051867-0.00086299i,-0.00080181-0.00088544i,-0.0012434-0.00023268i,-0.00062997+0.00035336i,0.00051924-7.2952e-05i,0.0013296-0.00039888i,0.0012239-0.00062427i,0.00092702-0.00076994i,0.001142-0.0007808i,0.0011812-0.00091087i,0.00065096-0.00053161i,4.8312e-05-0.00083706i,0.00030832-0.001504i,0.00053734-0.00094267i,-6.1837e-05-0.00063737i,-0.00031324-0.00083981i,-0.00027085-0.00039342i,-0.0002642+0.00030083i,-0.00040254+0.00039138i,-0.00055176+0.00020848i,-0.0001268+0.00021258i
-5.8758e-05-0.00018533i,-0.00069104-0.00083573i,-0.00050842-0.0015207i,0.00046301-0.00095776i,0.00086829-0.00055588i,0.00035565-2.3068e-05i,-0.0004123+0.00025571i,-0.0001643+0.00043933i,0.00076867+0.00014365i,0.00064636-0.00082428i,-7.4201e-05-0.00092138i,0.00031675-0.00029578i,0.00055644-9.0384e-05i,0.00011565+5.7782e-05i,0.00018667-0.00025352i,0.00052321-0.00087932i,0.00038566-0.00073516i,-0.00032717-0.00037985i,-0.00076364-0.00029814i,-1.9678e-05-0.00018104i,0.00019768+0.00026309i,0.00030297+0.00047427i,-1.5177e-05+0.00038939i
0.00084607+0.0011335i,0.0011431+0.001054i,0.00038299+0.0015153i,0.00084714+0.0016541i,0.002275+0.0012403i,0.0019518-6.4863e-05i,0.001183-0.0010359i,-0.00013817-0.00096663i,-0.00062779-0.00058704i,0.00014804-0.00049164i,0.00044302-0.00073656i,0.00056582-0.00088652i,0.00040374-0.00060052i,-0.000634-0.00077356i,-0.00096894-0.00041521i,-0.0012376+9.5775e-05i,-0.00086857-0.00055797i,-0.00027529-0.001402i,-0.00018206-0.00090019i,0.0002772-0.00011136i,0.00072587-0.00019831i,0.00055478-0.00011209i,0.00064063-0.00061842i
-0.0015782-0.00027879i,-0.0012283+0.00069585i,-0.00069904+0.0014647i,-0.00064886+0.0017159i,-0.00012613+0.0011215i,0.00025905+0.0002839i,-0.00053735-0.00048819i,-0.0014647-0.00078315i,-0.001143-0.00054209i,0.00045357-0.00047352i,0.00064044-0.00085358i,-6.2896e-05-0.0015157i,0.00029351-0.0018085i,0.00017026-0.000629i,-3.0444e-05-6.46e-06i,0.00063985+0.00010942i,0.00035549+0.00046645i,0.00017026-0.00012787i,0.00014169-0.00066001i,0.00013808+0.00014781i,0.00063026+0.00086619i,0.0005653-7.155e-05i,0.0001235-0.00049706i
0.00089502-0.0019129i,-0.00066697-0.0022325i,-0.0010367-0.0022317i,-0.00035026-0.00088042i,-3.9484e-05+0.0002398i,-0.00067186+0.0010625i,-0.00036394+0.00091146i,0.00029529-8.6319e-06i,9.9261e-05-0.00084088i,-0.00012636-0.0012441i,3.4165e-05-0.0016386i,-1.1643e-05-0.0013446i,-3.6647e-05-0.00073287i,-0.00028983-0.00079053i,0.00048093-0.00080603i,0.00066554-0.00052506i,-0.000147+4.6989e-05i,-0.00015404+7.7626e-05i,-2.7922e-05-0.00035221i,-0.0002005+0.00035136i,-0.00028984+0.00027777i,4.5609e-05-0.00049997i,-0.00012682-0.00050306i
0.0010933-0.0021181i,-0.00058237-0.0019026i,-0.0023448-0.0027627i,-0.0019702-0.0027597i,-0.00053594-0.0011093i,2.3627e-05+0.00075723i,0.00014247+0.0011205i,0.00056801+0.00054105i,0.00056137-3.4087e-05i,7.7543e-05-0.00071917i,-5.0899e-05-0.0017298i,0.00037843-0.0017645i,0.00084145-0.0011626i,9.5129e-05-0.001097i,-0.00069797-0.0010452i,-0.00015477-0.00098834i,0.00038505-0.00079465i,0.00034473-0.00085548i,0.00060606-0.00019289i,0.00091283+0.00098792i,0.00066029+0.0012429i,-6.8548e-05+0.00043233i,-0.00033934+0.00038165i
0.00030865+0.0021877i,0.00085919+0.0016453i,0.0020413+0.0022715i,0.0022322+0.0016904i,0.0019333-0.0005077i,0.0014355-0.0010648i,0.00094413-0.00068602i,0.00068778-0.0004744i,0.00021995-0.0001434i,0.00031331-0.0014793i,0.000372-0.0022231i,-0.00013815-0.001071i,-0.00076136-0.00037074i,-0.00016392-0.00013977i,0.00022028-0.00016649i,-0.00069999-6.0695e-07i,-0.00087599+8.8111e-06i,-0.00033748-0.00040096i,-0.00056303+8.293e-05i,-0.00043989+0.00034895i,4.1968e-05-0.00012133i,0.00024177+0.00025455i,0.00082509+0.0007257i
0.0018931+0.00050926i,-7.8313e-05+0.00014765i,-0.00086112-0.0010977i,0.00015973-0.0013414i,-2.866e-05-0.0010219i,-0.001186+0.00059775i,-0.0011741+0.0014891i,-0.00039456+0.00088589i,0.0007372+0.00019648i,0.00084706-0.00083525i,5.3851e-05-0.0015109i,0.00051706-0.0017721i,0.00090937-0.0010412i,0.00047009+0.00063415i,0.00011747+0.0008102i,-0.00013335-0.00023637i,-0.00015223-4.4242e-05i,-0.00020309-5.4983e-05i,0.00038512-0.00022768i,0.00049297+0.00074029i,0.00028056+0.0011864i,0.00066833+0.00063465i,0.00075077+0.00040173i
0.00075661-0.00040411i,0.00096285-0.0011745i,0.001155-0.0021601i,0.0013427-0.001444i,0.0015325-0.0011509i,0.00072193-0.00078078i,5.824e-05+8.0827e-05i,0.00025518+0.00018808i,0.00049513-0.0010026i,0.00034051-0.00052477i,0.00045751+0.00076271i,0.00062445+3.8184e-06i,0.00023093-0.0011807i,-0.00022815-0.00080578i,-0.00012628-0.00045986i,-0.0001378-0.00066291i,-0.00037708-0.00080342i,-0.00018658-0.00065178i,0.00014431-0.00040053i,0.0004191-0.00011348i,0.0011202-0.00011543i,0.00064659+0.00030035i,1.389e-05-0.00061253i
0.00040583-0.002736i,-0.00090516-0.0019758i,-0.0024297-0.0012787i,-0.0028711-0.0015751i,-0.0018379-0.0016426i,-0.001493-0.0010423i,-0.00085696-0.0010946i,-0.0003809-0.00087313i,-0.0007542-0.00090476i,-0.00088714-0.001377i,-0.00030698-0.00062194i,0.00035288+0.00042616i,0.00046977+0.00047941i,0.0010609+1.5408e-05i,0.0010766-0.00032973i,0.00016054-0.00086558i,0.00022595-0.0006848i,-0.00051808-0.0013219i,-0.0012557-0.0014517i,-0.001152+0.00023905i,-0.00059698+0.00073824i,-0.00075792+0.00010208i,-0.00041624-3.9623e-05i
-0.0015444+0.00039667i,-0.0020523+0.0012769i,-0.00056514+0.0018092i,0.0010516+0.00049356i,0.0023141+0.00014051i,0.0022771+0.00024114i,0.0012768+0.00026743i,0.00048134+0.0010806i,0.00026808+0.000906i,0.00083588-4.6725e-05i,0.00064952-0.00032251i,0.00050635+8.328e-05i,0.0010587-6.7314e-05i,0.0010905-0.00045719i,0.00048503-0.00057402i,0.00028405-0.00052943i,0.00031116-0.00033305i,0.00056691-0.00046014i,0.00014459-0.00032673i,4.0417e-05+0.00043414i,0.00024772+0.00092356i,0.00029017+4.5068e-05i,0.00069804-6.544e-05i
0.0010902-0.0012471i,0.00081372-0.0012234i,-0.00063884-0.00076595i,-0.00082663+0.00016211i,-0.0001367+0.0013814i,-6.8601e-05+0.0013098i,-0.00014704+0.00026721i,-0.0004178-0.00028619i,-0.00066907-0.00042943i,-0.000137-0.00035171i,0.00041439+0.00021113i,0.0006312+0.00026755i,0.00012521-0.0003155i,0.00010843-0.0002466i,0.0004787-0.00010605i,0.00035599-0.00036139i,-0.00032051-0.00049729i,-0.00061167-0.00026333i,0.00025516-0.00027763i,0.00061064-0.00022633i,0.00058512+7.9587e-05i,0.00062333+0.00023268i,-0.00014003-0.00010213i
-0.00075112+0.0012845i,0.00012844+0.0017383i,0.00076682+0.0024731i,0.0012901+0.0020186i,0.0023163+0.00081496i,0.0021977-0.0002733i,0.00087837-0.00036423i,-0.00022765-3.6415e-05i,-0.00031173-0.00018872i,0.00041544-0.00070886i,0.00087307-0.0010206i,0.00031921-0.0010822i,-0.00056774-0.00035693i,-0.0011983-0.00015094i,-0.0007457-0.00089766i,-0.00048957-1.3113e-05i,-0.00049561+0.00040343i,-0.00054436+0.00019372i,-0.0007925+0.00066884i,-0.00085675+0.00085903i,-0.00059759+0.00084079i,-0.00047571+0.00023866i,-0.0005237-0.00022797i
0.00017853+0.0011144i,-0.00049361+0.00068807i,0.00018343+0.0010644i,0.00094448+0.00097983i,0.00071698+0.00035458i,0.00056753-0.0004401i,0.0004507+2.4265e-05i,0.00019622+0.00082856i,-0.00020331+0.00074157i,0.00020203-0.00010672i,0.00096294-0.0011288i,0.00053002-0.0013794i,-0.0003964-0.0011764i,0.00018704-0.00097371i,0.0010337-0.00075627i,0.00012642-0.00086779i,-0.00015758-0.0012773i,3.5887e-05-0.00096097i,-0.00012157-3.3963e-05i,0.00016144+0.00074288i,0.0002004+0.00051692i,0.00035843-0.00037676i,0.00028519-0.00089463i
-0.00076315-0.00018927i,0.001184+6.5868e-06i,0.00229-0.00014325i,0.0014394-9.5897e-06i,0.00080559+0.00073465i,0.00062375+0.00058778i,-0.0002296+0.00031363i,-0.00073425-2.5503e-06i,8.9605e-05-0.00065778i,0.00056814-0.00074259i,0.00041181-0.0010847i,0.00062099-0.0016062i,0.00023295-0.0011346i,-0.00047594-0.00014828i,-0.00041327+0.0001581i,0.00016458-0.00010973i,5.4004e-05-8.456e-06i,-0.00070601+8.5941e-05i,-0.0010811-5.0546e-05i,-0.00045688+6.6359e-05i,0.00030299+0.00058033i,-2.0321e-06+3.5484e-05i,-0.00029064-0.00054807i
0.00054171+0.00029601i,0.00086013+0.00075658i,0.00072964+0.0003237i,-0.00020312+0.0003419i,-3.5977e-05+8.2658e-05i,0.00071167+9.3664e-05i,0.00021811-0.0001016i,-0.00017666-0.00039246i,0.00048042-0.0006846i,0.0011717-0.0014122i,0.0011404-0.0011607i,0.0010645-0.00010419i,0.00076021+0.00017958i,0.00030318-0.00015285i,8.1255e-05-0.00021504i,0.00045184+0.00020992i,0.00039062+0.0004886i,-8.059e-06-1.5511e-05i,5.6025e-05-0.00043643i,0.00016514-5.8412e-05i,-0.00011737-0.00044915i,0.00026872-0.0016164i,0.00065862-0.0014411i
0.00053115-0.0012279i,0.00017083-0.0014751i,0.00025475-0.0017209i,0.00043282-0.00075152i,0.00033498+5.5234e-05i,0.00010325+0.00016935i,-1.524e-05-0.00028884i,6.152e-05-0.00099529i,0.00049412-0.001146i,0.0013976-0.00088575i,0.0015919-0.00086485i,0.0010076-0.00062346i,0.00079188-0.00036679i,0.00024724-0.0006424i,-0.00024483-0.00068701i,-0.00045722-0.00016913i,-0.00093996+0.00018668i,-0.00061275-0.00010697i,0.00021022-4.2953e-05i,0.00085862+0.00010099i,0.0010481-4.6701e-05i,0.00064065+0.0003508i,-0.00034732+0.0005368i
0.0018224+0.0011903i,0.0022858-0.00035993i,0.0031644-0.0015802i,0.0023781-0.0014734i,0.0011904-0.0012726i,-0.00011144-0.0015841i,-0.00041484-0.0010635i,0.00066371-0.00056082i,0.0010874-8.3257e-05i,0.00065234-2.9366e-06i,0.00019365-0.00084238i,-0.00036508-0.00069294i,-0.00044696-0.00018092i,-0.00038601-0.00024037i,-0.0004748-0.00022947i,-6.9324e-05-2.5944e-05i,-0.00017606-4.2424e-05i,-0.00012156-0.00078305i,-3.8644e-05-0.00059742i,-0.00014989+0.00027002i,-0.00014259-1.5757e-05i,-0.00014306-0.00027647i,-0.00049389-0.00023532i
-0.0012584+0.0022967i,-0.00089236+0.0014945i,7.6058e-05+0.0010235i,0.0015001+0.0014844i,0.0025452+0.0014875i,0.0024938+0.00062913i,0.00091361+0.00029962i,3.8122e-05+0.00036321i,-0.00036819+0.00065751i,-0.00020323+0.00031054i,0.0006453-0.00058471i,0.00063364-0.00093818i,-0.00024996-0.00058752i,-0.0011832-0.00079061i,-0.00079502-0.00039899i,-0.00063297+0.00019025i,-0.00010768+0.00018912i,0.0005486-0.00019107i,-0.0001042-0.00028251i,-0.00012616+0.00062204i,0.00037184+0.00086225i,8.1011e-05+0.00035325i,0.00033436-0.00010816i
0.00012354-0.00019068i,-0.00016744-0.0011498i,-0.00070253-0.0024909i,-0.0013611-0.0023743i,-0.0011128-0.00099353i,-0.00023982+0.00070474i,-0.00050435+0.0011191i,-0.00065803+9.6237e-05i,-0.00035987-0.001019i,-0.00025244-0.00087527i,-1.7477e-05+0.00019497i,0.00034918-9.5847e-05i,0.0011574-0.0010954i,0.00092975-0.00076234i,-0.0001546-0.00046759i,-0.00049494+5.8778e-06i,-0.00017991-0.00012917i,-0.00016071-0.00069984i,0.00048712-0.00051667i,0.00026455+0.00042025i,-0.00031282+0.00038477i,0.00042647-0.00058698i,0.00080965-0.00072809i
-0.0019172+0.00098703i,-0.00033039+0.0020459i,0.00014775+0.0038993i,-0.0003708+0.0041038i,0.0007641+0.0023964i,0.002429+0.0013238i,0.0014781+0.00052575i,0.00010459+7.723e-05i,-0.00019041+0.00024165i,-0.00023294-7.8331e-05i,-0.0001762-0.00023601i,-0.0003707-0.00020019i,-0.00032037-0.00062544i,6.012e-05-0.00076039i,0.00035284-0.00032238i,0.00038042-4.9583e-06i,-0.00019989-0.00018168i,-0.00054322-0.00050007i,-0.00084283-0.00066093i,-0.00082917-0.0011227i,-0.00060179-0.00079795i,-0.00035356-0.00041151i,-0.0003701-0.00028714i
-0.00085867-0.00085302i,-0.0010826-0.00087179i,-0.0006699-0.00040689i,-0.00011921-0.00040121i,0.00055714+0.00035675i,0.00091887+0.0004859i,0.00073999-8.643e-05i,1.7221e-05-0.00034061i,-0.00025165-0.00069057i,-3.0233e-05-0.00096879i,0.00090331-0.0007535i,0.0017163-0.00016727i,0.00072956-0.00045325i,-0.00066118-0.0009482i,-0.00033341-0.0010195i,0.00056264-0.00077618i,0.0011921-0.00050748i,0.0011889-0.00084406i,4.5268e-05-0.0010415i,-2.6157e-05-0.00063173i,0.0007208-0.00044292i,0.00024239-0.0002927i,-0.00040586+0.00011255i
0.0010469-0.0009922i,-0.00072384-0.0017546i,-0.00061769-0.0029922i,-0.00046867-0.002125i,0.00016359-0.0010877i,0.00066247+0.00031652i,-0.00028817+0.0010353i,1.025e-05-5.9989e-05i,0.00057916-0.0012798i,0.00026532-0.0011681i,0.00028917-0.00055798i,0.00038234-0.00019054i,0.0009884+0.00047872i,0.0020131+0.00042476i,0.00129-0.00057013i,-0.00016255-0.0007728i,-0.00048948-0.00059097i,-0.00047146+0.00028015i,-0.0010258+0.00063328i,-0.00066291-0.00022195i,-0.00011686-0.00031577i,0.00038206+0.00052897i,0.0010589+0.0013588i
