-0.002521+0.000468i,-0.00079968+0.00015757i,-0.00065816+0.00082539i,-0.00025334+0.0020607i,0.00010704+0.0030749i,0.00063902+0.002881i,0.00038593+0.002282i,-0.00013812+0.001977i,0.00063332+0.0014514i,0.0018926+0.00061305i,0.0015332-0.00064062i,0.00088934-0.00078941i,0.00059079-0.0009417i,0.00068861-0.0014866i,0.001182-0.001262i,0.00056596-0.00076829i,-0.00019635-0.00023527i,-4.1355e-05+0.00010426i,9.6259e-05+0.00011924i,-7.7896e-05-0.00021715i,5.2232e-05-0.00028539i,-0.00010103-0.0011046i,-0.00072718-0.0011416i
-0.001826+0.0041851i,0.00066669+0.0055561i,0.011455+0.0062994i,0.026134+0.006356i,0.029954+0.0082415i,0.018132+0.010732i,0.0080618+0.012031i,0.0068232+0.0082561i,0.0048141+0.0012578i,0.00058828-0.00077698i,-0.00022635+0.0024788i,0.0039294+0.0043926i,0.0088413+0.0025915i,0.0097896-0.00078457i,0.0069836-0.0018954i,0.0042863+3.3791e-05i,0.0019995+0.0018076i,-0.0014547+0.0027306i,-0.0038245+0.0031986i,-0.0046769+0.0028441i,-0.0038155+0.0017214i,-0.0016321+0.0006836i,0.00071986-6.794e-05i
-0.0001001+0.0041941i,-0.0011353+0.0047889i,0.00063363-0.0035613i,0.0056827-0.018718i,0.0094432-0.024757i,0.0095063-0.016204i,0.0074168-0.0089712i,0.0042097-0.0063367i,0.0011348-0.0030568i,0.00077613+0.00011522i,0.0031842+0.002194i,0.0065302+0.0032432i,0.0087843+0.0031809i,0.0072485+0.0029216i,0.0033672+0.003555i,0.00061505+0.0038043i,-0.0013112+0.001895i,-0.002673-0.0012332i,-0.0033657-0.0038474i,-0.0025607-0.0041329i,-0.0012584-0.0019341i,9.8383e-05-0.0002893i,0.0005246-0.00012831i
0.011079-0.0013046i,0.012407-0.00379i,0.0038099-0.009739i,-0.014045-0.01643i,-0.023694-0.019254i,-0.016852-0.014898i,-0.007696-0.009681i,-0.0045251-0.0060999i,-0.0036883-8.5996e-05i,-0.00095398+0.0022868i,1.8556e-05-0.00015455i,-0.0029464-0.0023287i,-0.0070647-0.0013663i,-0.0075787+0.00028886i,-0.0053589+0.00056493i,-0.0039972-0.00080522i,-0.0020499-0.0031889i,0.0015173-0.0054404i,0.0047061-0.0064302i,0.0053181-0.0054029i,0.003683-0.0030319i,0.002114-0.00094258i,0.00071813+0.000418i
-0.0030677-0.0021485i,-0.0047377-0.002845i,-0.010799+0.0033624i,-0.018654+0.015626i,-0.023336+0.021584i,-0.017831+0.013595i,-0.010197+0.0049403i,-0.0068447+0.0050479i,-0.0026734+0.0061515i,-0.00072644+0.0042024i,-0.002168+0.0011434i,-0.0060935-0.0035055i,-0.009296-0.0070128i,-0.0064987-0.0072979i,-0.0010892-0.0069183i,0.0013749-0.0062082i,0.0023026-0.0042698i,0.0031973-0.0011891i,0.0031325+0.002174i,0.0028851+0.0026037i,0.0020449+0.00090291i,0.00055242+0.00061963i,-0.0014754+0.001834i
-0.0044799-0.0025342i,-0.0071208-0.0009807i,-0.0032583+0.005936i,0.0070529+0.019115i,0.012213+0.02858i,0.0039743+0.024375i,-0.0048893+0.015844i,-0.0020552+0.0096326i,0.0038249+0.0024586i,0.0043352-0.00084394i,0.0037049+0.0015015i,0.0064645+0.0038779i,0.0094387+0.0047144i,0.0095977+0.0039179i,0.0072864+0.0030176i,0.0047826+0.0022802i,0.0028005+0.0021487i,-0.00071523+0.004019i,-0.0030651+0.0062241i,-0.0031072+0.0062328i,-0.0025706+0.003413i,-0.0022324+0.00020749i,-0.0011292-0.00031403i
-0.0052174+0.0099094i,-0.0065491+0.014135i,0.00044529+0.011322i,0.014653+0.0012764i,0.022925-0.0054423i,0.014236-0.0015866i,0.0024666+0.0038613i,0.0011035+0.0022766i,0.0027028-0.0034262i,0.0033127-0.0045051i,0.0061977+0.00019498i,0.010942+0.0047212i,0.012676+0.0070479i,0.0089009+0.0080057i,0.003629+0.0074348i,-0.00023443+0.0061459i,-0.0020807+0.0049985i,-0.0034243+0.003097i,-0.0044492+2.6303e-05i,-0.0042392-0.00063796i,-0.0033297+0.00082472i,-0.00083759+0.0011138i,0.0014496+0.00018551i
0.014804+0.0067462i,0.01997+0.0089746i,0.020692+0.0018912i,0.011566-0.016282i,0.00029131-0.028982i,-0.0032989-0.022944i,-0.0011684-0.010365i,0.00035438-0.0057293i,-0.0017392-0.0038076i,-0.0030001-0.002036i,-0.0033486-0.0043393i,-0.0050808-0.0064437i,-0.0063059-0.0051774i,-0.0060647-0.0019787i,-0.0040013+0.00072488i,-0.0013093+0.00071287i,-0.00011227-0.0014559i,0.0014208-0.0042138i,0.0024188-0.0070229i,0.0023818-0.0075549i,0.0023767-0.0047285i,0.0021286-0.0010644i,0.0012731+0.0008092i
0.0047266-0.0061921i,0.008728-0.011123i,0.0020237-0.015378i,-0.016468-0.013522i,-0.029665-0.0071769i,-0.022528-0.0016516i,-0.0072351-0.00047088i,-0.0033952-0.0012936i,-0.0057304+0.0014459i,-0.0052108+0.0034165i,-0.0049325-0.00083959i,-0.0077227-0.0076829i,-0.0096611-0.010448i,-0.0067378-0.009068i,-0.0012689-0.0069015i,0.0025023-0.0054818i,0.0038057-0.0051174i,0.0037398-0.0040642i,0.0040524-0.0025723i,0.0033802-0.0022608i,0.001135-0.0021184i,0.00057158-0.0011527i,0.00061106+0.000757i
-0.0045095-0.0092133i,-0.0108-0.015259i,-0.015302-0.011103i,-0.016774+0.0089306i,-0.016227+0.028867i,-0.013338+0.028375i,-0.010582+0.017334i,-0.0063362+0.011467i,-0.00097906+0.0077151i,0.0004295+0.0059075i,-0.00049391+0.0071529i,0.00057853+0.007947i,0.0037798+0.0057606i,0.0051085+0.0012223i,0.0040971-0.0014565i,0.0026842-0.0009671i,0.0013419+0.0009342i,-0.0002871+0.0036971i,-0.0016165+0.0061132i,-0.0018476+0.0060072i,-0.0012443+0.0040252i,-0.00065609+0.0016644i,-0.00045642-8.7839e-05i
-0.0143+0.012441i,-0.021133+0.018436i,-0.019687+0.022826i,-0.002385+0.025065i,0.016924+0.023007i,0.013634+0.015399i,-0.0015006+0.0085801i,-0.0060447+0.0060861i,-0.0016042+0.002691i,0.0011182-0.00022263i,0.0039325+0.00351i,0.0099412+0.008044i,0.012659+0.0089962i,0.0098794+0.0082943i,0.0053292+0.0059904i,0.00094793+0.0043527i,-0.0020801+0.0045376i,-0.0035167+0.0041741i,-0.0035539+0.0035602i,-0.0027805+0.0029844i,-0.0018472+0.0016833i,-0.00070669+0.00048449i,0.00051446+5.3135e-05i
0.013421+0.02003i,0.018627+0.032473i,0.023803+0.03339i,0.026356+0.015696i,0.021394-0.0082017i,0.008835-0.016103i,-0.0014573-0.010525i,-0.0014745-0.0044882i,0.0012928-0.0024813i,0.002602-0.0027902i,0.0038676-0.0035988i,0.0035398-0.0027942i,0.00080759-0.00044887i,-0.0031392+0.0026401i,-0.0040656+0.0039097i,-0.0021585+0.0025273i,-0.00034176-7.9508e-05i,0.0012788-0.0026173i,0.0017309-0.004201i,0.00076307-0.0038562i,-0.00030304-0.0010025i,-4.7427e-05+0.0015357i,1.2406e-05+0.0021756i
0.01794-0.0073251i,0.031611-0.0073152i,0.035918-0.013644i,0.021126-0.023513i,0.00038671-0.025655i,-0.0050883-0.01534i,0.0031803-0.0026829i,0.0076508+0.00062459i,0.0041902+0.0022961i,0.00019869+0.0030233i,-0.0029199-0.0019813i,-0.0076779-0.0095914i,-0.011559-0.013096i,-0.0088289-0.0098355i,-0.0025794-0.0042924i,0.0016852-0.0019089i,0.0037458-0.0031285i,0.0041043-0.0039795i,0.0033753-0.0044977i,0.0017902-0.0050266i,-0.00021722-0.0038203i,-0.00096251-0.0015757i,-0.0020267+0.00041992i
0.00019659-0.022174i,-0.0018595-0.040578i,-0.0070546-0.047587i,-0.015432-0.031885i,-0.023136-0.006918i,-0.015759+0.0070735i,-0.00017354+0.0073846i,0.0066803+0.0034613i,0.00663+0.0011189i,0.0047636+0.0011407i,0.0031424+0.00086022i,0.0016944-0.00038488i,0.0022226-0.00079353i,0.0037822-0.0015533i,0.0039018-0.00098541i,0.0025537+0.0010888i,0.00045173+0.0015972i,-0.002125+0.0011155i,-0.0025913+0.0011607i,-0.00066598+0.00041402i,-0.00012666-0.0013908i,-0.0003458-0.002385i,0.00025912-0.0020985i
-0.027253-0.0010454i,-0.043845-0.0051233i,-0.050686-0.0059836i,-0.042047+0.0045637i,-0.023672+0.022401i,-0.013742+0.023648i,-0.013997+0.0099216i,-0.011483+0.0011374i,-0.0041258-0.0027546i,0.00082718-0.0033314i,0.0035433+0.0033268i,0.0067201+0.012754i,0.010074+0.016771i,0.011251+0.01378i,0.0071792+0.0074661i,0.0014961+0.0037563i,-0.0019972+0.0024729i,-0.0026758+0.0015096i,-0.001416+0.0012176i,0.0005268+0.0015901i,0.0012105+0.0011854i,0.0010872+0.00022595i,0.0016091-0.00030696i
-0.0035985+0.036075i,-0.013386+0.058511i,-0.018081+0.069348i,-0.0092778+0.05661i,0.0042477+0.024824i,0.00080488+0.0018299i,-0.01409-0.0041172i,-0.018269-0.0011215i,-0.012387-0.0013718i,-0.0094178-0.0052196i,-0.0076883-0.00456i,-0.004288-0.00087657i,-0.0026099+0.0018649i,-0.0018523+0.0026886i,7.2729e-05+0.001566i,0.0011104-0.00068153i,0.0016688-0.002009i,0.0032966-0.0020119i,0.0030108-0.0012866i,0.0018397+0.00088659i,0.0017703+0.0042303i,0.0011327+0.0046415i,-0.00024461+0.002821i
0.036279+0.014015i,0.053642+0.026801i,0.062601+0.029872i,0.052265+0.016549i,0.027025-0.0022571i,0.0091652-0.0092704i,0.0022591-0.0037237i,-0.00030718+0.00034575i,-0.0033746+0.00095079i,-0.0051378-0.00013531i,-0.004007-0.0053486i,-0.0027091-0.01247i,-0.0044891-0.015287i,-0.0056771-0.010664i,-0.002966-0.0031242i,0.0013798+0.00016996i,0.0035176-0.001004i,0.0032502-0.0018536i,0.001518-0.0014598i,-0.00092957-0.00039759i,-0.0013517+0.0014196i,-0.00018659+0.0028515i,0.00053415+0.0031532i
0.026053-0.036531i,0.047924-0.060126i,0.05405-0.069291i,0.035897-0.053987i,0.0086155-0.026862i,-0.0038578-0.0017268i,0.0039791+0.012517i,0.010793+0.012735i,0.0084553+0.0087981i,0.0051394+0.008953i,0.0045793+0.0073042i,0.0020124+0.00088114i,-0.00056486-0.0039301i,-0.00045561-0.0053831i,-0.00035939-0.0033812i,-0.00039167+0.00086791i,-0.0013774+0.0023466i,-0.003464+0.0015675i,-0.0042767+0.00068752i,-0.002-0.0010539i,-0.00042231-0.0031523i,-0.00045634-0.0032419i,0.00037766-0.0019703i
-0.031976-0.025699i,-0.049562-0.050107i,-0.052106-0.061946i,-0.041482-0.049447i,-0.028496-0.015576i,-0.015791+0.010743i,-0.0051231+0.01705i,0.0018853+0.01361i,0.0055318+0.0082557i,0.0065649+0.0052962i,0.0055663+0.0056826i,0.003885+0.0084486i,0.0037136+0.011237i,0.0045321+0.011025i,0.0031739+0.0068203i,-7.4784e-05+0.0034814i,-0.0029786+0.0020384i,-0.0040342+0.00092461i,-0.001809-0.00048105i,0.00069431-0.0027179i,0.00056794-0.0045719i,-0.00014578-0.0047271i,0.00046174-0.0043383i
-0.042537+0.041267i,-0.072977+0.055414i,-0.088387+0.056342i,-0.073954+0.045399i,-0.034965+0.023538i,-0.013384+0.0025077i,-0.012966-0.006466i,-0.0096906-0.0040418i,-0.00014211-0.0016619i,0.0049841-0.0035832i,0.0045736-0.0017336i,0.0032118+0.0060774i,0.0024039+0.012119i,0.0017756+0.011195i,0.00085369+0.0056258i,0.00080149+0.00064275i,0.001418-0.0021308i,0.0017095-0.0028812i,0.0019636-0.0021023i,0.0016673-2.9867e-05i,0.00035705+0.0018089i,-0.00064675+0.0017057i,-0.00077617+0.00080651i
0.035496+0.056219i,0.048275+0.093316i,0.052949+0.10723i,0.042935+0.082061i,0.016672+0.036033i,-0.00096759+0.0019032i,-0.0070892-0.01322i,-0.0069801-0.015966i,-0.0041403-0.012329i,-0.0033912-0.0092322i,-0.0048038-0.0098342i,-0.0048619-0.011367i,-0.0036996-0.012711i,-0.0033537-0.011925i,-0.0010526-0.0065691i,0.0029885-0.0027865i,0.0049114-0.0039957i,0.0060331-0.0045725i,0.0047899-0.0023639i,0.00048695+0.0016144i,-0.00064079+0.0056033i,0.00031343+0.006412i,-0.00073185+0.0041792i
0.065391-0.015564i,0.10979-0.019904i,0.12197-0.02465i,0.090447-0.022156i,0.049388-0.0093138i,0.022139-0.00033725i,0.010333+0.0032903i,0.0041463+0.0020822i,-0.00077566-0.0032659i,-0.0033472-0.0064848i,-0.0016986-0.0062567i,0.003538-0.010174i,0.0062578-0.016276i,0.0043655-0.015267i,0.0027927-0.0083245i,0.0021154-0.0023337i,0.00031904+0.00012802i,-0.0015306+0.00042633i,-0.0018809+0.0016638i,-0.00035925+0.0026715i,0.001363+0.0023041i,0.0025882+0.0013306i,0.0022091+0.0022312i
-0.015158-0.071434i,-0.01539-0.12036i,-0.0082164-0.1321i,-0.00027179-0.099444i,-0.0032762-0.048722i,-0.0056193-0.0070432i,-0.0024137+0.013535i,0.0010623+0.015453i,-0.00032191+0.0095892i,-0.002348+0.0093868i,0.0011544+0.013626i,0.0040754+0.015202i,0.0033745+0.015737i,0.003202+0.013464i,0.0016113+0.0062654i,-0.0021906+0.0019124i,-0.0042552+0.0030449i,-0.0047646+0.0045437i,-0.0035988+0.0034528i,-0.0012497-0.00055247i,0.00021151-0.0030793i,0.00084228-0.0024591i,0.0020952-0.0013267i
-0.089184+0.0075744i,-0.13702+0.00252i,-0.14899-0.0060283i,-0.11812-0.0054827i,-0.066841+0.0018626i,-0.038595+0.0008342i,-0.03173+0.0019259i,-0.022751+0.007913i,-0.011361+0.0096137i,-0.0042326+0.0079719i,-0.0031276+0.0071772i,-0.00615+0.0090605i,-0.0088721+0.012889i,-0.0058234+0.013357i,-0.0018453+0.0086838i,-0.0015711+0.0047034i,-0.00069523+0.0041518i,0.0013399+0.0038136i,0.0013375+0.00091164i,-0.00016327-0.0027877i,-0.0019271-0.0035244i,-0.0020575-0.0018609i,-0.00013588-0.0017437i
-0.008316+0.093723i,-0.025213+0.14552i,-0.029854+0.16367i,-0.016763+0.12881i,-0.010067+0.059141i,-0.010224+0.013741i,-0.0081304+0.00044584i,-0.0023156-0.0024755i,0.0043672-0.001407i,0.0090508-0.0024891i,0.009792-0.0085866i,0.0065232-0.014397i,0.0026662-0.015765i,-0.00055025-0.011198i,-0.001002-0.003186i,0.0017244+0.00091143i,0.0044355-0.0013896i,0.0054936-0.0047388i,0.0036897-0.0042679i,-9.0859e-05-0.002168i,-0.0017971-0.00044175i,-0.0019067+0.00019049i,-0.0018937-0.0015555i
0.096354+0.038862i,0.15131+0.069519i,0.16348+0.066561i,0.12293+0.035574i,0.069356+0.019393i,0.04311+0.009128i,0.036143-0.003067i,0.024502-0.0085685i,0.013352-0.0064073i,0.0092364-0.0036861i,0.0056489-0.004291i,0.0044867-0.0069002i,0.0069877-0.012623i,0.0077692-0.01725i,0.0062158-0.013806i,0.0044897-0.0087136i,0.0029807-0.0080967i,0.00033815-0.0085441i,-0.0017767-0.0058138i,-0.00039988-0.0004144i,0.0017838+0.0020667i,0.0015049+0.0012467i,-0.00038545+0.0012043i
0.053285-0.10096i,0.088445-0.15835i,0.090137-0.16538i,0.059576-0.11917i,0.02907-0.059925i,0.012234-0.012037i,0.0051211+0.0092173i,0.0038411+0.0087066i,1.8827e-05+0.0019079i,-0.0066666-0.001948i,-0.007255+0.0010616i,-0.002147+0.0065446i,0.0036621+0.0096118i,0.006701+0.0080415i,0.0064474+0.0028114i,0.0030768-0.0012984i,-0.0012178-0.00043302i,-0.0037808+0.0023729i,-0.0025766+0.0039559i,0.0010812+0.0039036i,0.0036654+0.0026437i,0.0034485+0.0012742i,0.0022042+0.0024325i
-0.098235-0.066508i,-0.14634-0.11321i,-0.1496-0.12348i,-0.11638-0.088548i,-0.075132-0.038063i,-0.048995-0.01178i,-0.040634+0.00079371i,-0.02977+0.01119i,-0.014065+0.009709i,-0.0064983+0.0052662i,-0.0030831+0.0092096i,-0.0023186+0.016396i,-0.0066064+0.020763i,-0.0083655+0.019716i,-0.0059366+0.013307i,-0.0040591+0.0085385i,-0.0041673+0.0077011i,-0.0039043+0.0079458i,-0.0029974+0.0053344i,-0.0026886+0.0014802i,-0.0031117+0.0010673i,-0.0014937+0.0018262i,0.0013717+0.0011835i
-0.088561+0.098335i,-0.14122+0.14559i,-0.1493+0.15944i,-0.10353+0.13187i,-0.051937+0.062778i,-0.035538+0.0090027i,-0.031431-0.0048094i,-0.015631-0.0032593i,-0.0037244-0.0019548i,-0.0035536-0.00024665i,-0.0053049-8.7638e-05i,-0.0063547-0.0059258i,-0.0096514-0.010585i,-0.010587-0.00606i,-0.0058542+0.00036116i,-0.00071202+0.0024561i,0.0025958+0.0027374i,0.005486+0.0018796i,0.0055237-0.00075115i,-0.00036007-0.0037367i,-0.0054895-0.003041i,-0.0048255-0.001231i,-0.0019783-0.0033106i
0.06943+0.12476i,0.10157+0.19911i,0.11527+0.19908i,0.099855+0.1281i,0.05561+0.068466i,0.028474+0.039261i,0.026116+0.014436i,0.017476-0.0079192i,0.007159-0.012187i,0.0085567-0.0080354i,0.013642-0.013969i,0.014174-0.023597i,0.013131-0.027556i,0.012152-0.024189i,0.0092684-0.015693i,0.0069158-0.0073834i,0.0065156-0.0047193i,0.00577-0.0065011i,0.002698-0.007608i,0.00034274-0.0057761i,0.00017829-0.0024295i,-0.00057328-0.00050289i,-0.0016209+0.00071259i
0.14334-0.071974i,0.21664-0.1088i,0.20758-0.11746i,0.13481-0.093338i,0.080284-0.045959i,0.055089-0.00071431i,0.036749+0.014527i,0.017126+0.010805i,0.0039888+0.0074815i,0.003795+0.0074437i,0.0078771+0.0094757i,0.011715+0.013074i,0.015482+0.015219i,0.01525+0.0095393i,0.0097655+0.0016254i,0.0029878-0.0018483i,-0.0020828-0.0041232i,-0.0056313-0.0055118i,-0.0055744-0.0030495i,-0.00064602+2.8393e-05i,0.0043855-0.0009869i,0.0045531-0.0012374i,0.0012358+0.0013847i
-0.045684-0.15097i,-0.058422-0.23039i,-0.055796-0.23028i,-0.048426-0.16151i,-0.036525-0.089797i,-0.019955-0.049937i,-0.017032-0.023817i,-0.016222+0.001545i,-0.008027+0.012375i,-0.0061457+0.008476i,-0.0093319+0.0069968i,-0.013074+0.012356i,-0.012626+0.017777i,-0.0070332+0.016498i,-0.0033549+0.0094995i,-0.0031853+0.0042275i,-0.0038005+0.0023935i,-0.004621+0.0024219i,-0.0038848+0.0033875i,-0.0012299+0.0034361i,0.00075735+0.0019954i,0.0024056+0.00039927i,0.0047998-0.0001612i
-0.16268+0.027274i,-0.23904+0.036289i,-0.23489+0.04724i,-0.16504+0.056578i,-0.09731+0.029591i,-0.072167-0.0097209i,-0.058382-0.016502i,-0.026978-0.0024888i,0.00078437+0.00083944i,0.0065383-0.005602i,0.00090826-0.0081572i,-0.0024076-0.0096538i,-0.0055627-0.011651i,-0.0091639-0.0053201i,-0.0066064+0.0046998i,-7.5729e-05+0.0069374i,0.0031665+0.0049806i,0.0042251+0.0062924i,0.0049639+0.0066424i,0.0024849+0.0032595i,-0.00059828+0.0011044i,-0.0012348+2.2621e-05i,-8.6218e-05-0.0031307i
-0.007477+0.1841i,-0.017685+0.27628i,-0.004342+0.26628i,0.025683+0.17309i,0.020503+0.091311i,0.00049349+0.057622i,0.0018411+0.040365i,0.0093624+0.013626i,0.0057438-0.0046127i,0.0001564-0.0035457i,0.00089438+0.0011369i,0.0026481-0.0037797i,0.0028785-0.012803i,0.0053714-0.014934i,0.0085423-0.0095803i,0.0093029-0.003449i,0.0082058-0.00026392i,0.0071298-0.00080248i,0.004302-0.0047279i,-0.0015747-0.0054471i,-0.0047452-0.0012276i,-0.0038602+0.0017565i,-0.0031535+0.00069283i
0.18775+0.039969i,0.26652+0.050757i,0.23866+0.026254i,0.1417-0.0072399i,0.071945+0.0038144i,0.045053+0.036371i,0.03422+0.036178i,0.01444+0.011343i,-0.0091861-0.002424i,-0.01355-0.0010956i,-0.0031055+0.0001989i,0.0063623+0.0022231i,0.011622+0.0070233i,0.012714+0.0054674i,0.0082775-0.00024766i,0.0011398-0.0022709i,-0.0018606-0.0013218i,-0.0025037-0.0027229i,-0.0028577-0.0046269i,-0.0010196-0.0027844i,-0.00014029-0.00014429i,-0.0002551+0.0024384i,-0.00028608+0.0067661i
0.048366-0.18211i,0.072279-0.25782i,0.058845-0.23625i,0.011273-0.1512i,-0.015576-0.075728i,-0.010808-0.040513i,-0.012169-0.027438i,-0.016966-0.0092246i,-0.0084021+0.0070358i,0.0044396+0.0097074i,0.011143+0.0069813i,0.0087507+0.0069391i,0.0028187+0.011466i,0.00012324+0.012689i,-0.0029277+0.0058822i,-0.0071672-0.0001066i,-0.008078-0.0013267i,-0.0072435-0.001405i,-0.0049322+0.00039973i,-0.00052348+0.0016223i,0.0018878-0.00079888i,0.001469-0.0032759i,0.00036479-0.0020649i
-0.17498-0.081942i,-0.23714-0.11299i,-0.20742-0.078899i,-0.12152-0.012507i,-0.048078-0.0032951i,-0.019613-0.036652i,-0.0185-0.042382i,-0.0088911-0.015844i,0.010628+0.0012992i,0.013504-0.001235i,-0.0024696-0.0063784i,-0.016849-0.0081322i,-0.020065-0.0092331i,-0.016553-0.0053038i,-0.0082581+0.00055586i,0.0010552+0.00063411i,0.0046514-0.0014701i,0.0035575-0.0011711i,0.0028507-0.00079739i,0.0044171-0.002443i,0.0039772-0.0059493i,0.00097097-0.0085566i,0.00044038-0.0091935i
-0.11815+0.1671i,-0.15899+0.23884i,-0.11246+0.21757i,-0.022438+0.13251i,0.012309+0.062002i,0.004364+0.027104i,0.0038886+0.011289i,0.011393-0.00028274i,0.010886-0.010844i,0.0043258-0.014045i,0.001059-0.010253i,0.0035982-0.0097801i,0.0076386-0.013265i,0.010275-0.011022i,0.012186-0.004922i,0.01324-0.0013429i,0.010285+0.0014121i,0.0062959+0.0033949i,0.0028419+0.0027985i,-0.0014863+0.0019767i,-0.0029846+0.003411i,-0.00057527+0.0046405i,0.0015436+0.004085i
0.16976+0.13661i,0.23107+0.17242i,0.1875+0.11514i,0.091839+0.029303i,0.026734+0.011874i,-0.0030739+0.049309i,-0.0049194+0.063702i,-0.0015271+0.034847i,-0.012485+0.0087632i,-0.015819+0.010521i,0.0023342+0.019984i,0.022592+0.024236i,0.029911+0.021471i,0.024753+0.010087i,0.012133+0.0023302i,0.0010293+0.0029197i,-0.0027076+0.0026851i,-0.0038043-0.00063422i,-0.0058972-0.0021049i,-0.006675+0.0018397i,-0.004012+0.0077612i,0.00013924+0.011778i,0.0015396+0.011494i
0.1532-0.1235i,0.18958-0.17986i,0.13151-0.16115i,0.037055-0.098143i,-0.0043396-0.036006i,0.0015067-0.0012051i,-0.0013908+0.011418i,-0.016742+0.018312i,-0.021347+0.021131i,-0.013723+0.017951i,-0.0056571+0.010821i,-0.0040393+0.0036822i,-0.0069129+0.00086649i,-0.0067201+0.00035659i,-0.0067523-0.0023366i,-0.0079714-0.0027818i,-0.0065309-0.00061619i,-0.0021352-0.0007803i,0.0014223-0.0015248i,0.0034865-0.0024731i,0.0031526-0.0030041i,0.001005-0.0027053i,0.00023582-0.0012819i
-0.1154-0.16707i,-0.15456-0.20516i,-0.12907-0.13248i,-0.06951-0.029583i,-0.023286-0.020391i,-0.01198-0.062159i,-0.015705-0.06474i,-0.0063186-0.030221i,0.012802-0.0036554i,0.020278-0.0039782i,0.0070009-0.018362i,-0.015442-0.028559i,-0.028812-0.023272i,-0.026311-0.0088528i,-0.012428+0.0003561i,-0.00066919-0.00062134i,0.0030265-0.0014122i,0.0029917+0.0027843i,0.0040484+0.0038331i,0.0047215-0.0012702i,0.0011412-0.007197i,-0.003143-0.0097707i,-0.0037736-0.0095086i
-0.18794+0.10176i,-0.22824+0.1619i,-0.13641+0.15101i,-0.022798+0.079339i,-0.0093134+0.020979i,-0.028852-0.00428i,-0.018367-0.020912i,0.00035799-0.028171i,0.015506-0.025017i,0.017881-0.0196i,0.0089776-0.010726i,0.0029513-0.00058663i,0.0015465+0.0034027i,0.0040585+0.0048946i,0.0081907+0.0066381i,0.0078251+0.0048991i,0.0039803+0.00096848i,0.00068048-0.0022002i,-0.0028539-0.0039802i,-0.0050918-0.0019929i,-0.0039164+0.00022289i,-0.0014297-0.00036377i,0.00082279-0.00084985i
0.064274+0.1816i,0.1125+0.21326i,0.09563+0.1258i,0.031126+0.029836i,-0.0051914+0.03034i,-0.007974+0.069482i,-0.00073935+0.067343i,0.0026544+0.029467i,-0.0092895-0.0056947i,-0.021398-0.013385i,-0.0098644+0.003597i,0.017769+0.020511i,0.035879+0.021891i,0.03303+0.011663i,0.017644+0.0045052i,0.0040676+0.0038483i,0.0001227+0.00091432i,-6.822e-05-0.0048261i,-0.00087796-0.0063992i,-0.00042307-0.0015649i,0.0010937+0.0042516i,0.0036396+0.0069912i,0.003073+0.0095159i
0.19471-0.066082i,0.2133-0.12721i,0.1052-0.13218i,-0.0099389-0.069062i,-0.026395+0.0010567i,0.0099022+0.034181i,0.020253+0.04301i,0.0055702+0.040128i,-0.010167+0.031352i,-0.014514+0.025177i,-0.0029984+0.017323i,0.0066585+0.0057234i,0.0066955-0.00069913i,0.0040273-0.0043899i,0.00076509-0.0076236i,-0.0015119-0.0065038i,-0.0022329-0.0035425i,-0.0017447-0.00054047i,-0.00015894+0.0019536i,0.0023116+0.00086908i,0.0032644-0.0014616i,0.0020643-0.0012238i,1.4266e-05-0.001068i
-0.012761-0.18511i,-0.068097-0.22261i,-0.091224-0.1261i,-0.042228+0.001723i,0.020461+0.020248i,0.020058-0.018634i,-0.0047665-0.018329i,-0.0026146+0.0077374i,0.011492+0.024262i,0.0181+0.023973i,0.0079665+0.0084961i,-0.013817-0.0088115i,-0.028042-0.01285i,-0.026049-0.0049712i,-0.01213+0.002587i,0.00012451+0.0026676i,0.0036581+0.0014354i,0.0031394+0.0044387i,0.003956+0.0052269i,0.0039277+0.00028564i,0.0010061-0.0042711i,-0.0015217-0.0068643i,-0.0005422-0.0090784i
-0.16673+0.026171i,-0.18248+0.1014i,-0.051542+0.1404i,0.087552+0.079313i,0.080115-0.0061102i,0.010235-0.035225i,-0.016737-0.03545i,-0.014256-0.03507i,-0.0029222-0.028082i,0.0067418-0.021837i,0.0026263-0.017924i,-0.0067529-0.0099761i,-0.0075227+0.00013943i,-0.0015093+0.008363i,0.0031919+0.0098383i,0.0032935+0.0061944i,0.0016388+0.0047431i,0.0028853+0.0030736i,0.0024059-7.9288e-05i,-0.0019382+0.00037992i,-0.0033622+0.0026531i,-0.00090628+0.0043466i,0.0021567+0.0057944i
0.0061608+0.20699i,0.092843+0.2614i,0.142+0.1451i,0.077271-0.030829i,-0.015471-0.082141i,-0.046523-0.040692i,-0.037645-0.018861i,-0.028209-0.020316i,-0.022881-0.024552i,-0.016867-0.02274i,-0.0019554-0.0090882i,0.021569+0.004393i,0.032796+0.0076278i,0.027005+0.0025205i,0.014547-0.0017547i,0.0040927-0.0016226i,0.0011091-0.0034683i,-0.0019603-0.0086145i,-0.0063782-0.0086265i,-0.005382-0.0025081i,-0.00077906+0.0030704i,0.0019798+0.0070291i,0.0016131+0.011238i
