-0.002521+0.000468i,-0.00079968+0.00015757i,-0.00065816+0.00082539i,-0.00025334+0.0020607i,0.00010704+0.0030749i,0.00063902+0.002881i,0.00038593+0.002282i,-0.00013812+0.001977i,0.00063332+0.0014514i,0.0018926+0.00061305i,0.0015332-0.00064062i,0.00088934-0.00078941i,0.00059079-0.0009417i,0.00068861-0.0014866i,0.001182-0.001262i,0.00056596-0.00076829i,-0.00019635-0.00023527i,-4.1355e-05+0.00010426i,9.6259e-05+0.00011924i,-7.7896e-05-0.00021715i,5.2232e-05-0.00028539i,-0.00010103-0.0011046i,-0.00072718-0.0011416i
0.0027162+0.00030349i,0.0016669+0.00055717i,0.0006374-0.00085994i,-0.00024422-0.0021026i,-0.0010694-0.00036529i,-0.0015899+0.0024711i,-0.00039249+0.0029661i,0.00023852+0.0018564i,-0.00057678+0.00086742i,-0.00049195-0.00016533i,-0.00062674-0.0010747i,-0.00049429-0.0013539i,0.00018175-0.00034423i,-0.00037163+0.00017851i,-0.00049609+6.5903e-05i,0.00014364+0.00017812i,0.00013136-0.00030616i,0.00053498+3.4986e-05i,0.00061262+0.00070029i,-8.0115e-05+0.00080238i,-6.0224e-05+0.0010535i,0.0011165+0.00092064i,0.0015594+0.00081934i
-0.00029902+0.0012788i,-0.00036474+0.00080701i,0.00093588-0.00078713i,0.001195-0.00015132i,-0.00064685+0.0011144i,-0.0017882+0.0024463i,-0.0012902+0.0027694i,-0.00037289+0.0019765i,5.0811e-05+0.00098801i,0.00021558+5.3548e-05i,-0.00032468+0.00030399i,-0.00058778+0.00037714i,-0.000205+0.00016541i,0.00073831+0.00033151i,-1.1064e-05+0.00088995i,-0.00037989+0.00053111i,0.00054593-2.1561e-05i,0.00029889-0.00035716i,-0.00044838-0.0007893i,-0.0005852-0.00055378i,0.00033537+5.9267e-05i,0.0007421+0.00058221i,0.00036419+0.00072045i
0.0033421+0.0017649i,0.0042311+0.0011863i,0.0037959+0.00045595i,0.0028264-0.00020748i,0.002002-0.00023932i,0.0011089-8.4145e-05i,8.9382e-05+0.00064387i,0.00012326+0.0012459i,-0.00047644+0.00058541i,-0.00088171+3.1244e-05i,-0.00046347+6.1912e-05i,-0.00036238-0.00034875i,0.00021229-0.00068816i,0.0012676-0.00045468i,0.00077681-0.00042465i,-0.00042759-0.00048116i,-0.00038655-0.00021871i,-0.00011744-0.00024889i,-0.0005772-0.00060681i,-0.00018827-0.00032938i,0.00051176+0.00042124i,0.0003062+0.00080022i,0.00030471+9.2642e-05i
0.0009095-0.0010912i,-0.00044583-0.00098542i,-0.0011689-0.00056661i,-0.0014604-8.6617e-05i,-0.0010093+0.00064222i,-0.0008394+0.001038i,-0.0011364+0.00083157i,-0.00061784+0.00020892i,0.00044617-2.078e-05i,0.00057974-9.2502e-05i,0.0005028+0.00018987i,0.00065859+0.00090777i,4.9507e-05+0.0016299i,-0.00070915+0.0017444i,8.8439e-05+0.00082695i,0.00097818-0.00042338i,0.00068755-8.7686e-05i,0.00028783+0.00056797i,-1.2537e-05+9.8166e-05i,-4.3925e-06+6.6508e-05i,0.00013178+0.00011974i,0.00050235-0.00056074i,0.00065085+0.00013576i
0.00063182-0.0012472i,0.00083172-0.00059226i,0.00041101-0.00010948i,0.00059643-0.00067435i,0.00069085+0.0003521i,-0.00017855+0.0023107i,-0.00050464+0.0027455i,-0.00010975+0.0020915i,-0.00017139+0.00018846i,-0.00011297-0.0014792i,6.3198e-05-0.00090439i,-0.00041978-0.00085834i,-0.00014891-0.0017125i,0.0011898-0.0013374i,0.0015562-9.9083e-05i,0.0013158-0.00022198i,0.0014703-0.0010263i,0.001195-0.00085494i,0.00092274-0.0010581i,0.00063604-0.0015069i,-8.6395e-05-0.0013498i,-5.8232e-05-0.0010701i,-5.9229e-05-0.00024646i
-0.0014429+0.00019775i,-0.0020801+0.00089231i,-0.001645+0.00097805i,-0.00079008+0.00060587i,-0.0010662+0.00062442i,-0.0019063+0.0012778i,-0.0012216+0.0014059i,0.00034617+0.0012417i,0.00074101+0.001368i,0.00098688+0.00079143i,0.0011205+6.4779e-05i,0.00080986-4.3904e-05i,0.00084628+0.00031708i,0.00092034-0.00011821i,0.00063228-0.00041644i,0.00056917+0.00017893i,-0.00036078+0.00041949i,-0.0010016+0.00082636i,-0.00046656+0.0009594i,-0.00018826+0.00038955i,-3.6541e-05+0.00047451i,-0.00032321+0.00042423i,-0.00059961-0.00013249i
0.0025324+0.0017113i,0.0030337+0.0020397i,0.0023615+0.0013171i,0.0021911+0.00078275i,0.001623+0.0014721i,0.00042042+0.0019998i,-0.00049639+0.0013775i,-0.00013826+0.00028278i,0.00080063-8.2661e-05i,0.00088431+0.00038666i,0.0003555+0.00059555i,6.2025e-05+0.00038231i,0.00025051+1.7482e-05i,0.0004297+0.00037983i,0.00027925+4.8472e-05i,0.00079289-0.00071173i,0.00068095-0.00072675i,6.6429e-06-0.00070604i,0.00011591-0.00018017i,-0.00034835+0.00075071i,-0.00073832+0.00071563i,-0.00040119-0.00041064i,4.3513e-05-0.00034369i
-0.00020728+0.00076809i,-0.00031812+0.0011093i,-8.2953e-05+0.0011517i,-4.9912e-05+0.00070687i,-0.00033356+0.00059251i,-0.00018877+0.00014377i,-0.00012723+0.0011621i,-5.0809e-05+0.001779i,0.00085137+0.00036162i,0.00079007+0.00014442i,-4.5475e-05+0.00061587i,-0.00028668-9.5598e-05i,-0.00027935-0.00070493i,-0.00043931-0.00064896i,-0.0010167-0.00025813i,-0.00018568-0.00015879i,0.00044209-3.2578e-05i,-8.77e-05+0.00069814i,-0.00045833+0.00072082i,-0.00071446+0.00048561i,-0.00089728+0.00067146i,-4.9613e-05+5.3699e-05i,0.00021854-6.4695e-05i
0.0022794+0.00082762i,0.0026217-0.00074277i,0.0028194-0.0011826i,0.002327-0.00028745i,0.0015588-0.00011483i,4.955e-05+0.00061463i,-0.0009704+0.0014459i,-0.0011051+0.0010511i,-0.00061831+0.00021543i,0.00030816-0.00063436i,0.0007973-0.00070201i,0.00061112-0.00047122i,0.00067172-2.1841e-06i,0.00049154+0.0007916i,5.7262e-05+0.00061614i,0.00039941+0.00047104i,0.00050323+0.00050068i,-0.00035181-4.825e-05i,-0.00087582-0.00070468i,-0.00078241-0.00071319i,-0.00022511-0.00044247i,0.00052751-0.00071152i,0.00079023-0.00037507i
0.00075073+4.9977e-05i,-0.00027281-0.00019627i,-0.00067991-0.0010508i,-0.00050735-0.0016743i,-0.00057178-0.0008846i,-0.00092888+0.00074055i,-0.0005243+0.0016371i,-3.4794e-05+0.00092829i,-0.00046859-0.00023169i,-0.0001869-0.00046066i,0.00043389-0.0001678i,9.9598e-05-3.4297e-05i,-0.00024234+0.00010549i,0.00013823-0.00058429i,0.00047674-0.00075976i,0.00055391-0.00075085i,0.00041859-0.00039314i,0.00088701-5.4013e-05i,0.0010257-2.2868e-05i,3.8769e-05+5.3204e-05i,0.00015335+0.00029504i,0.00029487+0.00027872i,1.2826e-05-0.0002123i
0.0035979+0.0012899i,0.0034633+0.0018102i,0.0017964+0.0015375i,0.00062744+0.00066511i,-0.00080335+0.00095131i,-0.0020303+0.0013009i,-0.0012381+0.0017911i,-0.00020785+0.0020322i,-0.00042166+0.0011064i,0.00019509+0.00019867i,0.00018126-0.00027922i,0.00019404-0.00058785i,0.0011878-0.00040593i,0.0010934-0.00060531i,0.00032578-0.00047589i,-0.00017973+6.1933e-05i,-0.00024395-9.5169e-05i,0.00028396-8.4666e-05i,2.3027e-05-8.1858e-05i,-0.0011438+0.00010604i,-0.00099609+0.00070311i,-0.00030534+0.0005685i,-0.00045293-0.00035935i
-0.00067127-0.00093339i,-0.00067765-0.0001055i,-0.00030776-0.0004115i,0.00039443-0.00066883i,0.00021093-6.3526e-05i,-0.00017709+0.0012949i,-0.0002175+0.0025979i,0.00022986+0.002226i,0.00047881+0.001033i,0.00040545-3.8202e-05i,-5.5073e-07-0.00072302i,-0.00053214-0.00078057i,-0.0003648+5.121e-06i,0.0002258+0.00089727i,-3.8226e-06+0.00075628i,-0.0003688+0.00051446i,-7.909e-05-0.00044306i,0.00053687-0.0015932i,-9.1904e-05-0.00084785i,0.00043527+3.5076e-05i,0.0011626+4.7509e-05i,7.5625e-05-0.00028859i,-0.00018123-0.00073007i
0.001263+0.0017399i,0.002846+0.0016483i,0.002516+0.00039214i,0.0012958+0.00020449i,0.0005472+0.00064214i,-2.3252e-05+0.00050483i,-0.0010948+0.00029133i,-0.0007409-7.0011e-05i,-9.926e-05+3.5826e-05i,0.00016026+0.00091488i,0.00013269+0.0010253i,9.3576e-05-0.00017393i,2.5396e-05-0.00071406i,0.00030654-0.0005985i,0.0010307+8.932e-05i,0.00029133+0.00044802i,-0.0006122+2.029e-05i,-0.00044033-0.0006546i,-0.00021704-0.00038718i,-0.00025375+0.0002338i,-6.7845e-05+0.00050518i,0.00062669-0.00020112i,0.00070479-0.00062915i
0.00075723+0.00083536i,0.0010516-0.00056616i,0.0014034-0.00027748i,0.0012699+0.00040099i,0.0012043+0.0011025i,0.00084956+0.0022218i,-0.00020861+0.0022679i,-0.00048452+0.00080476i,-4.6242e-05-0.00048302i,0.00070234-0.00067643i,0.001005-0.00056909i,0.00064609-0.00099062i,0.00046659-0.0013794i,-0.00015598-0.00064966i,-0.00061581+0.00033654i,-0.00042389+0.00015986i,-0.00024573+0.00014944i,-0.00022872+0.0006432i,-0.0006258+0.00061453i,-0.00094211+0.00086788i,-0.00045942+0.001687i,0.00017574+0.0016152i,0.00041538+0.0005728i
-0.00059632+0.0015836i,-0.00018258+0.0024362i,0.00070246+0.0020676i,0.0011484+0.0014311i,0.0011653+0.0013502i,-6.118e-05+0.0014977i,-0.0010864+0.0017665i,-0.00071634+0.001152i,-0.00011619+0.00069279i,-0.00047823+0.00072101i,-0.00068064+0.00054902i,-0.00054192+8.4852e-05i,-1.9805e-05-0.00020087i,0.00021782-0.00023417i,0.00074488-9.0456e-05i,0.0014835+0.00013413i,0.00075693-0.00032808i,2.4636e-05-0.00013019i,-0.00041149+0.00013795i,-0.00052804-0.00047517i,3.8394e-05+0.00024557i,0.00071582+0.0012363i,0.00077719+0.00073479i
-0.0010212+0.00054264i,-0.00072899-0.00022743i,-0.00063418+0.0004256i,-0.00027726+0.00065572i,0.00029289+0.0015665i,-2.6451e-05+0.0024407i,-0.00029919+0.0020757i,0.00015441+0.0015531i,0.00036966+0.00043521i,0.00018979-0.00060621i,0.00049359-0.0013615i,4.7064e-06-0.0011873i,-0.00088196-0.00043965i,-0.0005911-0.00049437i,-0.00019917-0.00062543i,-0.00018653-0.00065343i,-1.2664e-05-0.00037483i,0.00016032-6.3959e-05i,0.00010215-0.00024729i,0.0004901-1.4092e-05i,0.00090282+0.00029952i,0.00030637+0.00033503i,0.00062602+0.00090819i
0.0013424+0.003946i,0.0036708+0.0039168i,0.0040807+0.0022236i,0.0018358+0.00056598i,0.00041413+0.00068046i,-0.00072338+0.0012315i,-0.00086471+0.0013343i,-0.00016839+0.0011702i,-2.1652e-05+0.00064658i,-2.9181e-05+0.00062601i,0.00063792+0.0005037i,0.0014223+7.8312e-05i,0.0015162-0.00075417i,0.0006145-0.0015317i,0.00010398-0.0012967i,0.00013305-0.00071676i,0.00019122-0.00048658i,0.00028592+0.00035751i,9.544e-05+0.00061039i,0.00033916+0.00016573i,0.00040104-0.00018606i,0.00053848-0.00088646i,0.0006308-0.00056327i
0.0012468-0.0005256i,0.0019805-0.00057267i,0.0015076+3.2139e-05i,0.00044204-1.1486e-05i,-0.00030409-1.7068e-05i,-0.0004172+0.00089081i,-0.00013611+0.0009577i,0.00045844+0.00053703i,0.00086889+0.00022204i,0.00091655-0.00036844i,0.00062269-0.00061069i,0.00061552-0.00034407i,0.00048032-0.00036665i,0.00010026-0.00035243i,-4.4439e-05+0.00036527i,0.0001096+0.00043334i,9.0072e-05-0.00034418i,-0.000819-0.00044058i,-0.00056852-0.00048409i,6.4523e-05-0.00021806i,0.0003071+0.00039026i,0.00057833+0.00022163i,0.00012038+6.1126e-05i
0.0017351+0.0020385i,0.00198+0.0031799i,0.0018087+0.0016217i,0.0016247+0.00028794i,0.0014567+0.00056259i,0.00085661+0.00068124i,-0.00015278+0.0015327i,-0.00044208+0.0014334i,2.4362e-05+0.00018587i,0.00058927-0.00020946i,0.00091026+0.00023471i,0.00029707+0.00050094i,0.00012786-0.00035423i,0.00079959-0.00088422i,0.00062414-0.00042568i,0.0001864-0.00052119i,0.00038086-0.00033223i,-7.6133e-05+9.0678e-06i,-0.00010565-0.00044924i,7.1719e-06-0.0012579i,7.3456e-05-0.0015924i,0.00022514-0.0011343i,-2.4071e-05+5.6502e-06i
0.00030693-0.0040753i,-0.00044559-0.0029542i,-0.0014674-0.00086107i,-0.0017635+0.00016926i,-0.0011372+0.0017365i,-0.00023426+0.0029176i,0.00078744+0.0019949i,0.0016309+0.0008993i,0.0011422+0.00030766i,0.00025691-0.00028726i,0.00060296+0.00017778i,0.0011334+0.00073263i,0.0015028+0.0010135i,0.0017186+0.0011935i,0.0010522+0.0013722i,-0.00010422+0.00094802i,-0.00029156-0.00048986i,-6.4533e-05-0.0012451i,0.00022392-0.00054699i,0.00040842+0.00011744i,0.00046821-0.00017009i,0.00023209+0.00016943i,-0.00010371+0.00041201i
0.00094398+0.0017442i,0.0013735+0.0023779i,0.0019194+0.0012188i,0.001197-0.00050382i,-1.5403e-06+3.2981e-05i,-0.00071711+0.0014746i,-0.00091483+0.0017624i,-0.00043723+0.0010216i,-0.00012258+0.00025066i,4.6788e-05-0.00087096i,0.00072255-0.0012164i,0.00061542-0.00042908i,8.2932e-05-0.00029219i,2.8453e-05-0.00042579i,-6.9069e-05-7.3241e-06i,-9.1465e-05+0.00029665i,-0.00033517-0.0001453i,-5.3163e-05-0.00082456i,0.00056175-0.00025112i,0.00034081+0.00084183i,-0.00030515+0.00071789i,-0.00050517+0.00020762i,-0.00078936+3.7414e-06i
0.00075287+0.00058308i,0.00051403+0.00050238i,0.00026307+0.0012102i,0.00025758+0.001816i,0.00036792+0.0010655i,8.1574e-05+0.00056331i,-0.00077459+0.00080085i,0.00025461+0.0010317i,0.0005327+0.0011888i,0.00030008+0.00080922i,0.00050849+0.00049682i,0.00024529-5.2027e-05i,-0.00013153-0.00074245i,-0.00053339-0.00013221i,-0.00063801+0.00057463i,5.4946e-06+0.00083586i,4.6997e-05+0.00063513i,-0.00052391+0.00027797i,-0.00031083-0.00018249i,0.00028518-0.00041323i,0.00037204+0.00073088i,0.0003515+0.0008397i,0.00012916+0.00046282i
0.0023574+0.0019849i,0.0024413+0.0022475i,0.0022025+0.0010235i,0.0013795-9.1291e-06i,9.9221e-05+0.00038473i,-0.0009071+0.0014448i,-0.00080142+0.0018355i,-0.000145+0.00086706i,-5.5499e-05+0.00045338i,0.00033708+0.00087027i,0.000233+0.00053619i,-0.00076233-0.00025128i,-0.00098171+0.00027088i,-0.00041349+0.00087449i,0.00020879-3.1443e-05i,0.00064344-0.00029391i,0.00065925-0.00011949i,0.0006007-0.00025046i,0.00025458-0.00033943i,0.00027583-0.00039403i,0.00061224-0.00061743i,0.00057258-0.00045861i,0.00085237+0.00022948i
0.00083597-0.00085262i,0.00058565+0.000205i,-0.00012508+0.001886i,-0.00020675+0.0026746i,0.00018647+0.0030504i,0.00040362+0.0022421i,0.00021297+0.0012125i,-0.00016614-6.8581e-05i,-0.00029859-0.001145i,-0.00045733-0.0006153i,-0.00016772-6.1364e-05i,9.1596e-05-0.00025129i,-6.6486e-05-0.00091061i,-0.00028361-0.001117i,0.00014306-0.0014329i,0.00083419-0.0014381i,0.00022138-0.00055765i,-0.00075632+0.00012147i,-8.5186e-05+0.00016793i,0.0004942-0.00065671i,0.00052456-0.00056875i,0.00051982+1.1471e-05i,0.00050687-0.00067463i
0.00099888+0.0011597i,0.00068315+0.00059228i,-0.00020325+0.00053405i,-0.00046058-9.3038e-05i,-0.0005321-0.00042599i,-0.00092179+0.00019542i,-0.00098294+0.00053998i,-0.00039868+0.00098082i,-0.00015531+0.001194i,-1.4948e-05+0.0010426i,5.5322e-05+0.00085519i,0.00045032+1.2495e-05i,0.0007215-0.00018255i,0.00076698-0.00022172i,0.00085498-0.00063589i,-9.7883e-05-0.00036291i,-0.00095844-0.00019686i,-0.00097838-0.00019198i,-0.00035086-0.00053366i,5.443e-05-0.00063036i,0.00039326-0.00015751i,-0.00010712-0.00033815i,-0.0005777-0.00063787i
0.0016419+0.00025997i,0.0024588-0.00023126i,0.0027809-0.0003682i,0.00095334+0.0007675i,-0.0016184+0.0019624i,-0.0020691+0.0020279i,-0.0012211+0.0018739i,-5.5508e-05+0.0014626i,0.00062396+0.00034225i,-3.7238e-06-8.1313e-05i,-0.0012802+0.00019094i,-0.0021656+0.0007419i,-0.0011915+0.00014831i,-0.00017978-0.00038538i,-0.00017119+0.00016013i,-0.00034+0.00062863i,-8.9939e-05+0.00034804i,0.00077453-2.6388e-05i,0.00077946+0.00074754i,-0.00056641+0.00094961i,-0.00080617+0.0003049i,-5.7853e-05-1.4739e-05i,0.00014252+0.00011364i
-0.00055694+0.004507i,0.00083415+0.0034982i,0.0019308+0.0016078i,0.0015884+3.2849e-05i,0.00049185-0.00083168i,-0.00076729-0.00087498i,-0.0014388+7.8054e-05i,-0.00079672+0.00070042i,0.00033113+0.0008399i,0.0011522+0.00042006i,0.0008057-0.00047291i,5.5502e-06-0.00093677i,-2.866e-05-0.00060216i,1.3217e-05-0.00073986i,-0.00055114-0.0010607i,-0.00074315-0.00060937i,-0.00010096-1.758e-05i,0.00056503-0.0002765i,0.00035639-0.00037336i,0.00010737+0.00055747i,0.00020049+0.0011476i,0.00013304-6.2834e-05i,1.7109e-05-0.001098i
0.0011592+6.8632e-05i,0.0021189-0.00039123i,0.001334-0.00045893i,-0.00028362-0.00029802i,-0.00074903+0.00097592i,-0.00018496+0.001861i,0.00050101+0.001322i,7.5092e-05+0.00068408i,-0.00045574-0.00037557i,0.00060694-0.00074797i,0.00078219+0.00027149i,-0.00034512+0.00094856i,0.00021783+0.0012492i,0.00036804+0.00065056i,-7.4656e-05-0.00042422i,0.00041213-0.001054i,0.00076449-0.0015834i,0.00041654-0.00088009i,-0.00038976+0.00034365i,-0.0003162+0.00057697i,-0.0001152+0.00056788i,0.00021597+0.00052776i,0.00021825+0.00039478i
0.00097963+0.00036801i,0.00067273-0.00076653i,0.00030638-0.0011222i,0.00061547-0.00041461i,0.00021419+0.00079716i,-0.0013534+0.0011508i,-0.0016191+0.00083873i,-0.00042263+0.0010155i,4.6459e-05+0.00027175i,-0.00040472-0.00056856i,0.00013243-0.00018108i,0.00058352+0.00032612i,0.00011113-0.00016185i,0.00051904-0.0011136i,0.0010046-0.0013127i,9.0933e-05-0.00030141i,0.00031378+0.00063353i,0.00028956+0.00081918i,5.5362e-05+0.00037934i,-0.00014912-0.00015411i,-0.0010073-0.000112i,-0.0011961+0.00062323i,-0.0011766+4.3538e-05i
0.0021715+0.0014941i,0.0028013+0.0016067i,0.0023143+0.0010584i,0.00090145+0.00095222i,-6.1177e-05+0.0012819i,-0.00052945+0.001267i,-0.00031911+0.0012502i,-3.7002e-05+0.0019532i,0.00029692+0.0012302i,0.00029479+0.00013784i,0.000333-1.7484e-05i,0.00067271+9.148e-05i,0.00074461-0.00039531i,0.0001457-0.00089541i,-0.00049748-0.00043604i,-0.00023644-0.00011755i,5.0396e-05+0.00019224i,-0.00040387+0.00015395i,-0.0005552-9.4206e-05i,-0.00041502-1.6644e-05i,0.00039531+0.00026918i,0.00054364+9.8252e-05i,0.00015675+0.00015816i
-0.0021229+0.0025447i,-0.0021367+0.0019423i,-0.00089197+0.00090457i,-0.00036094+0.00022064i,3.8125e-05+0.0010137i,0.0004735+0.0010832i,-0.00015812+0.0001408i,-0.00072504+3.5218e-05i,-0.00070038+0.00019791i,-0.00011087+0.00050205i,0.00015054+0.00096681i,-0.00019469+0.0002566i,8.414e-05-0.0012813i,0.00064997-0.0016651i,0.00065897-0.00087707i,-9.7237e-05-1.1919e-05i,-0.00064586-0.00010209i,-0.00037808-0.00063891i,-0.00029138+0.00015353i,-0.001029+0.00067769i,-0.0010068+0.00036301i,-0.00042651+0.00060228i,-0.00026667+0.00093967i
0.00085334+0.0016216i,0.0023141+0.0015067i,0.003189+0.0026709i,0.0022981+0.0023828i,0.0012186+0.0021122i,-0.00014316+0.0022285i,-0.0012033+0.0014863i,-0.00043954+0.00022046i,0.00036746+0.0004335i,0.00033756+0.00083906i,0.0004051+0.00016528i,0.00077717+0.00012407i,0.0011553+3.319e-05i,0.001244-0.0002304i,0.00072-0.00065245i,0.00041028-0.00075708i,-0.00018316-0.00019848i,-0.00052331+0.0001541i,-0.00081706-0.00017412i,-0.00067952-0.00068121i,-0.00037643-0.00022689i,-0.00019243+0.00049615i,-6.9419e-06+0.0003958i
-4.8961e-05+0.0032318i,0.0009869+0.0024093i,0.0012129+0.00050873i,0.0011966-0.0001856i,0.0011177-0.00065748i,0.00081427-0.00080376i,0.00023792+0.00088829i,0.00028514+0.0016871i,0.00036604+0.00073796i,0.00065976+0.00021516i,0.0007384-0.00015545i,0.00025359-0.00083395i,0.00020719-0.0009267i,0.000129-0.00067901i,0.00039731-0.00077649i,0.00014819-0.00091092i,-0.00042005-0.0003346i,-0.00022068-0.0005142i,4.9761e-05-0.00043244i,0.00053922-0.00038605i,0.00055204-0.00086773i,0.00057554-0.00058872i,0.00077233-0.00014692i
0.0028693+0.00045702i,0.0029062-0.00056026i,0.0024934-0.00059069i,0.0021174+2.127e-05i,0.0016435+0.00068904i,0.00026674+0.0016754i,-0.00041229+0.0013641i,-1.7491e-05+0.0007591i,0.00024339+0.00081384i,-0.00019122+0.00067932i,0.0001245+0.0001472i,-1.2048e-06-8.6651e-06i,-0.00075338-2.5336e-05i,-0.00081394-0.00037608i,-0.00069411+7.1129e-06i,0.00014492+0.00078137i,0.00071274+0.0011376i,0.00065816+0.00054934i,0.00047104+7.0421e-05i,0.00032055+0.0001539i,0.00055637+0.00020986i,0.00032483-0.00010001i,0.00024137-0.00022869i
-0.00021144+0.00080952i,0.00017596+0.00042352i,0.0005157-0.00093656i,-4.4374e-05-0.0012786i,-0.0010611+0.00037583i,-0.00075261+0.0014779i,0.00041759+0.00133i,0.0011332+0.00040271i,0.00058001-0.00042516i,-0.00031672-0.0001799i,-0.00014194-0.00034114i,0.00017995-0.0014601i,-0.00023412-0.0014517i,-0.00032609-0.00089961i,0.00010746-0.0005132i,-4.8983e-05-1.7358e-05i,-0.00077615+2.9493e-05i,-0.00076416-0.00030038i,-0.00015755-0.00027052i,-0.00028455+0.0003728i,-0.00092321+0.00075823i,-0.00018895+6.3688e-05i,0.00085507-0.00079674i
0.0034377+0.00039908i,0.0038973+0.00097454i,0.0041747+0.0013882i,0.002706+0.00099234i,0.00069434+8.7061e-05i,0.00061816+0.00078034i,0.00063602+0.0021485i,0.00051081+0.0012969i,0.00038665-0.00020302i,-0.00071749-0.00092463i,-0.0010842-0.0013794i,-0.0001677-0.0010731i,0.00052845-0.00035646i,0.00074747+0.00039798i,0.00027021+0.00058122i,0.00024689+0.00015353i,0.000231-0.00017535i,-7.0158e-05-0.00023164i,-0.00087075-0.00017489i,-0.00077365+0.00014704i,-0.00016568+0.0005062i,-0.00022583+0.00039171i,-0.00029383-0.00014114i
0.00027266+0.0023558i,0.0020795+0.0012245i,0.0022353-0.00091705i,0.0014336-0.0010364i,0.00072561-0.00025061i,0.00049507+0.00022494i,-0.00021683+0.0011293i,-0.00036192+0.0010281i,0.00057583+0.00044852i,0.00091169-9.1311e-05i,0.00080627-0.00040457i,0.00053512-0.0001661i,0.00017291-0.00026912i,0.000735-0.00025626i,0.00064457-0.0001812i,-8.9348e-05-0.00049266i,-3.7943e-05-0.00066547i,0.00016399-0.00104i,0.00030119-0.00093976i,-5.5231e-05-0.00021525i,-0.00038014-0.00018122i,0.00038422+0.00022231i,0.00036608+0.00088953i
0.00087791+0.0010069i,0.0015763+0.00030214i,0.00065253+0.00022537i,0.00024898+0.0013907i,0.0007881+0.0014849i,0.00029308+0.00070876i,-0.00010644+0.0010684i,-0.0002159+0.00073028i,-0.00022635+1.3468e-05i,0.00031959-6.6294e-06i,0.001053+0.0003279i,0.0012668+0.00040839i,0.00011198+0.00053071i,-0.00090789+0.00047557i,-0.00018287-0.00048319i,0.00034738-0.00039387i,-7.2837e-05-0.00012353i,-0.00043628-0.00017377i,7.2231e-05+8.5675e-05i,-0.00027784+0.00061049i,-0.00016057+9.4054e-05i,8.9718e-05-0.00038175i,0.00010657+0.00021142i
0.0032889+0.0030408i,0.0043513+0.0016393i,0.004536-0.001225i,0.0034943-0.0025407i,0.00075242-0.0017211i,-0.001681-0.00025993i,-0.0020594+0.0013103i,-0.0010986+0.0018121i,7.4602e-05+0.0011347i,0.00020587+0.0009503i,-5.1753e-05+0.00014838i,6.077e-05-0.00047706i,-0.00045435-4.3537e-05i,-0.0010536+0.00048527i,-0.0013337+0.00033764i,-0.00076698+0.00038754i,-7.4342e-05+0.00084629i,-8.2273e-05+0.00041894i,0.00047873+0.00076922i,0.0011104+0.00096077i,0.00091127+0.00028711i,1.5928e-05+0.00023788i,1.9473e-05-0.00038162i
-0.0010804+0.0025465i,-2.0882e-05+0.0029025i,0.00010794+0.0032536i,-0.00065186+0.00328i,-0.00038314+0.001927i,0.00078415+0.00083667i,0.00069276+0.00036633i,3.0142e-05+7.5295e-05i,0.0005903+0.00027061i,0.0014798+0.00016199i,0.00087702-0.00013735i,-1.2329e-05-0.00092159i,9.7164e-05-0.00070533i,0.00060606-0.00022048i,0.00015345-0.00080041i,0.00031212-0.00122i,0.00063489-0.00079677i,0.00021067+0.00060871i,-0.00078876+0.00085229i,-0.00067835-0.0004822i,-5.4104e-05-0.00026902i,-4.0303e-05+8.4338e-05i,0.00053624-0.00039117i
0.001037-0.0019495i,0.0011339-0.0026036i,0.00095743-0.0024565i,0.00059461-0.00096924i,0.0005433+0.0011693i,0.00014511+0.0019557i,-0.00018779+0.0010716i,6.4316e-05+0.00050227i,2.2664e-05+0.00046318i,0.00039587+0.00066795i,0.00056679+0.00059653i,0.00020614-0.00067087i,5.4452e-05-0.0010508i,0.00028312+0.00013738i,0.00026496+0.0013715i,-0.00063979+0.00073559i,-0.00075479-0.0001778i,-0.00034026+0.0002437i,-0.00033224+0.00026264i,-0.00018514-0.00013085i,-0.00010803-0.0003759i,-0.00068488-0.00048535i,-0.00075459-0.00071678i
4.8405e-05-0.00018522i,-0.00045168+0.00037856i,-0.0016571+0.00097588i,-0.0015949+0.0018785i,-0.0009002+0.0018141i,-0.00063466+0.0014148i,-0.00023721+0.0022627i,0.00051032+0.0021627i,0.00033951+0.00085493i,-0.00034855+2.7078e-05i,0.00014382+1.1164e-05i,0.0008823-9.9467e-05i,0.0010252-0.00014158i,0.00036615+0.00010803i,-0.00028466+7.1964e-05i,-0.0002405+0.00013352i,7.7049e-05-0.00045821i,0.00024569-0.00045985i,-0.00014166+8.5041e-06i,-0.00026403-4.3799e-05i,2.9614e-05-0.00018307i,-0.00010326+0.00022415i,4.116e-05+0.00075442i
0.0007826+0.0011003i,0.0013821+0.00077918i,0.00097532+0.00087724i,0.0010236+0.00047494i,0.0011321+0.00064883i,0.00058902+0.0016193i,-0.0001757+0.00094444i,-0.00069907-0.00011244i,-0.00091627+0.00026398i,-0.00079376+0.00043978i,-0.00076028+0.00047585i,-0.00039841+1.8119e-05i,0.0002854-0.00057774i,0.00078905-0.0011516i,0.0013312-0.0010741i,0.0010093-0.00066106i,0.00077037-0.00075465i,0.00033138-0.00011882i,-0.00013848+0.00028148i,0.00061225-0.00024419i,0.00096286-0.00069614i,0.0011248-0.00075137i,0.0010754-0.00033666i
