0.00066321-0.00037774i,0.00081893-0.0015273i,0.0011186-0.0013049i,-0.00033222-0.0017992i,-0.0014214-0.0015731i,-0.0027624+0.00032517i,-0.0035094+0.002476i,-0.0012912+0.0036687i,0.00055539+0.0028083i,0.00097898+0.00095946i,0.0009213+0.00011006i,0.00047791-8.5036e-05i,-3.1277e-05-0.00038456i,-0.00016134-0.00010212i,-0.00068947-0.00061813i,-0.00037734-0.00047385i,-0.00014473-2.6329e-05i,-0.00014683+0.00011465i,0.00044274+1.0824e-05i,5.1435e-05-0.00081125i,4.5344e-05-0.0012373i,0.00059973-0.00099764i,0.00032362-0.00023011i
-0.0010333-0.00025386i,0.00038274+0.00035375i,0.0023337+0.0015773i,0.0022072+0.0011012i,-0.00036811-0.0015445i,-0.0024203-0.003274i,-0.0015508-0.0025021i,0.0002952-0.0018764i,0.00091209-0.0018365i,0.00072493-0.0013531i,0.00094055-0.0011816i,0.000559-0.0014184i,0.00057467-0.0013479i,0.0012272-0.0010278i,0.0012266-5.7227e-05i,0.0010655+0.0007906i,0.00099413+0.0005787i,0.00044703+0.00045679i,-0.00011013+0.00013073i,-0.00016008-0.0012842i,-0.0002135-0.0018422i,-0.00033259-0.0013988i,0.00031624-0.00101i
-0.00039991+0.0011404i,0.00035803+0.00044082i,-0.00013877-0.0015196i,-0.00063675-0.0015947i,-0.001231-0.0017213i,-0.0022003-0.00208i,-0.002647-0.0013348i,-0.0018612-0.00061077i,-0.00096839-0.00076088i,-0.0005021-0.0010383i,-0.00053888-0.0012114i,8.8224e-05-0.0012861i,0.00062336-0.00033583i,0.00033702+0.00013107i,-3.4841e-05-0.00037685i,-5.3288e-05-0.00084729i,0.00024747-0.00026939i,-1.3814e-05+0.00052264i,-0.00012821+9.6709e-05i,-0.00024794-0.0007754i,-0.0004048-0.0010933i,6.7605e-05-0.00041444i,0.00026323-1.3166e-05i
0.00096631-0.0012422i,0.0023096-0.0046566i,0.0033539-0.0071224i,0.003089-0.0063074i,0.0013096-0.0038267i,-0.0013766-0.0028884i,-0.0040097-0.0026926i,-0.0049293-0.0016473i,-0.0038369-0.00042191i,-0.0018521+0.00012455i,-0.00034861-0.00023701i,-0.00077889-0.00043898i,-0.0015074-0.00035183i,-0.00078708-0.00016955i,-0.00010666+5.5635e-05i,0.00013247-9.7668e-05i,0.00016415-0.00026582i,-0.00011693-0.00081929i,-0.00036076-0.0017233i,-0.00071373-0.00098356i,-0.00082625-3.7128e-05i,-0.00093499+0.00038932i,-0.00066775+0.00012563i
0.0042752+0.00084385i,0.0055537-8.8423e-05i,0.0060253-0.00029558i,0.0038021-0.0020398i,0.00011755-0.0045699i,-0.0045608-0.003837i,-0.0070291-0.00030822i,-0.0059282+0.0019436i,-0.0029939+0.0015042i,-0.0013352+5.9995e-05i,-0.0013513-0.0012651i,-0.00092089-0.0014042i,-0.00022669-0.00059262i,-0.00017936-0.00011656i,-0.00051584-2.6482e-05i,-0.00012799-0.00024722i,0.00047991+0.00030929i,0.00039991+0.00055822i,4.3912e-07+2.6498e-05i,-0.00027033+9.0529e-05i,4.5742e-05+0.00025546i,0.00056594-0.00020466i,0.00079937+0.00012843i
-0.00012242-0.0003887i,-0.00070921-0.0030537i,-0.00016852-0.0037358i,-0.00020977-0.003476i,-0.0018837-0.0038019i,-0.0046688-0.0029911i,-0.0054823+0.00039772i,-0.0032649+0.0035932i,-0.00015581+0.0037822i,0.0006798+0.0019377i,-0.00035705+0.00050203i,-0.0010486+0.0007916i,-0.0011282+0.0016699i,-0.0012333+0.0015729i,-0.0010952+0.0017741i,-0.00071485+0.0015823i,-0.00023274+0.0011463i,-1.3322e-06+0.00068382i,7.3755e-05+0.00028984i,-0.00028805+0.00049493i,-0.0005277+0.00016011i,9.7233e-05-2.1799e-05i,0.00024836+0.00035i
0.0029843-0.00033808i,0.0068321-0.0015567i,0.0084074-0.0026256i,0.0058717-0.003476i,0.0027046-0.0031079i,0.0001888-0.0015533i,-0.00059792+0.00045128i,0.00015699+0.0028789i,0.00068062+0.0029923i,0.00087924+0.00064236i,0.00055689-0.0012265i,0.00041369-0.001079i,0.00053259-0.00032602i,0.00043118+0.00043633i,0.00023175+0.00088928i,-5.919e-05+0.00045377i,0.00051056-0.00014635i,0.00080592-0.0013315i,0.00050475-0.0016271i,0.00020334-0.00041027i,0.00051925+0.00018757i,0.00064901-3.1518e-05i,0.000119+0.00023598i
0.0025075+0.0007582i,0.0022439-0.00040055i,0.0028541-0.0011141i,0.0027439-0.0020565i,0.00032754-0.0046764i,-0.0021014-0.0044649i,-0.0019553-0.0013993i,0.00056673+0.00086348i,0.0027151+0.0004125i,0.0020843-0.00091769i,0.00063107-0.00089592i,0.0010093-3.8163e-05i,0.0010778+0.00076725i,0.00035371+0.0015355i,-0.00013427+0.0011818i,-0.00016131+0.00039562i,0.00047956+0.00048947i,0.00042919+0.00099387i,2.207e-05+0.0014203i,2.6397e-05+0.00059731i,2.6108e-06-0.00084673i,7.9925e-05-0.0018322i,0.00028178-0.0009437i
0.0010524-0.0019349i,0.00045211-0.0037122i,-0.00025393-0.0061836i,-0.0016262-0.0056795i,-0.0030626-0.0033896i,-0.0031939-0.0022191i,-0.0016859-0.001447i,6.4816e-05-0.0016079i,0.00050902-0.0022544i,-0.00033915-0.0018796i,-0.00079702-0.0014605i,9.1323e-06-0.0010385i,0.00019781+0.00027354i,-0.00015686+0.00026319i,0.00035683-7.3263e-05i,0.00087458+4.0286e-05i,0.00046179-9.7469e-05i,8.5048e-05+4.8302e-05i,-0.00016433-0.00021193i,-0.00022233-0.00081504i,-0.00019769-0.0012345i,-8.4139e-05-0.00099116i,0.00039698-0.00043856i
0.0011982-0.00068257i,0.0019551-0.0020952i,0.0024357-0.0036423i,0.0021066-0.0029527i,0.00059408-0.0015543i,-0.0014643-0.0011295i,-0.0028553-0.001998i,-0.0029718-0.0024353i,-0.0013998-0.0021762i,-0.00024736-0.0015613i,-8.3678e-05-0.0014958i,0.00019921-0.00053139i,-6.1231e-05+9.3659e-05i,-0.00016922-0.00019946i,-0.00014681-0.00031064i,-0.00016535+0.00044785i,0.00061895+0.00097871i,0.0014347+0.00094572i,0.00068508+0.0011928i,0.00046684+0.00016057i,0.00077237-0.0006156i,4.4261e-05-0.00049203i,-0.00072656+0.00027374i
0.011852+0.0088045i,0.015597+0.0049249i,0.023818-4.068e-05i,0.020521-0.007704i,0.0099896-0.01555i,-0.0027057-0.017137i,-0.0093281-0.0090146i,-0.0073281-0.0016677i,-0.002045+0.00042872i,0.0012186-0.00046653i,-0.00048424-0.001509i,-0.0024171-0.0010079i,-0.0030311-0.00016523i,-0.0032404+0.0013608i,-0.0018867+0.0031712i,-0.000233+0.0020058i,0.00056551+0.00011068i,0.00097424-0.00032404i,0.00024221-0.0010081i,-0.0006557-0.00039055i,-0.0013123+0.00019903i,-0.001957+3.5227e-05i,-0.0019179+0.00017536i
0.0021304+9.202e-05i,0.0030947-0.0029167i,0.0035594-0.00614i,0.0020793-0.006252i,-0.0011129-0.004337i,-0.0041805-0.0031458i,-0.0059682-0.00058565i,-0.0062026+0.0025718i,-0.0036626+0.0026628i,-0.0006309+0.00078604i,0.00031875+2.5122e-05i,-0.00049204+0.00013649i,-0.00092715+0.00017139i,-0.00053301+0.00086509i,-0.00022105+0.0012099i,0.00014329+0.0011037i,2.4697e-05+0.00077266i,0.00015407-0.00045133i,0.00047536-0.00071992i,-0.00041552-8.7173e-05i,-0.00064238-0.00012361i,-0.00078679+0.0001958i,-0.00095592+0.0002824i
0.0015521-0.0015785i,0.0020492-0.0024427i,0.0017365-0.0034554i,0.00033853-0.0038087i,-0.001658-0.0028538i,-0.00338-0.0010007i,-0.0032972+0.001903i,-0.0021826+0.0041189i,-0.0010389+0.003835i,0.0003705+0.0014516i,0.00078958+0.00016222i,0.00088925+0.00027035i,0.00070716-0.0005489i,0.0012807-0.0010215i,0.0021337-0.00030848i,0.0020154+0.00015558i,0.001536+0.00020739i,0.00047448-0.00031153i,-2.6907e-05+0.00046345i,0.00023302+0.0011427i,0.00018494+0.00069278i,0.00019634+0.00016246i,0.00017091+1.9589e-05i
0.0020563-0.00019799i,0.0038408-0.00069028i,0.0054558-0.0007774i,0.0050717-0.0018112i,0.002636-0.004425i,-0.0012799-0.0052458i,-0.003037-0.0017709i,-0.00089108+0.002251i,0.0014787+0.0023173i,0.00068133-1.9418e-05i,-2.278e-05-0.00098722i,0.00041996-0.00016859i,-0.00046111+0.0002366i,-0.00093528+0.00058852i,-0.00024822+0.0014741i,1.6175e-05+0.0016879i,-0.00084391+0.00080795i,-0.0014306+0.00014641i,-0.0014026+0.00037321i,-0.00056794+0.00028191i,0.00047755-0.00010123i,0.00083572-0.00040197i,0.00070585-0.00015796i
0.00094103+0.0012246i,0.0029484-1.4621e-06i,0.003114-0.0019723i,0.0019754-0.0027372i,-0.00068646-0.0022195i,-0.0027539-0.0018327i,-0.0018374-0.00081616i,0.00022492-0.0001669i,0.0017172-0.00099838i,0.0008772-0.0011602i,0.00038544-0.0012245i,0.00014585-0.00036396i,-0.00056915+0.00060271i,-0.00015122+0.0004096i,0.00018386-0.00039834i,-8.8521e-05-0.00075068i,2.8792e-05-0.00057883i,2.968e-05+0.00052129i,-0.00031425+0.0012861i,-0.00039738+0.0010084i,2.3122e-05+0.00040126i,0.00030017-0.00011677i,-0.00037299-8.3848e-05i
0.0016518-0.00091164i,0.0030777-0.0027003i,0.003895-0.0038161i,0.0036874-0.0037946i,0.0024304-0.0035498i,0.00091186-0.0031189i,-0.00025382-0.002237i,-0.0010282-0.0019664i,-0.00097301-0.0024863i,-0.00034753-0.0021336i,0.00015738-0.0012889i,-3.7531e-05-0.0010648i,0.00040285-0.00038067i,0.0009497+0.00047173i,0.0007116+0.00060718i,0.00060222+0.00057952i,0.00079792+0.00069449i,0.00097061+0.00080339i,0.00070633+0.00075136i,-1.82e-05+0.00016211i,-0.00068903-0.00077506i,-0.00061913-0.001124i,-0.00081745-0.0010494i
0.00069694+0.0029553i,0.0042884+0.0038882i,0.0062646+0.0035353i,0.0061807+0.00048785i,0.0031874-0.0039131i,-0.0012533-0.0055937i,-0.0033845-0.0037622i,-0.0034927-0.0018559i,-0.0024167-0.0011086i,-0.0011633-0.00024916i,-0.0011097-0.00013787i,-0.0013008-0.00018382i,-0.00055349+4.1752e-06i,-0.00029744-0.00063207i,-0.00050327-0.00093213i,-0.00043421+0.0002367i,0.00083761+0.001656i,0.0023218+0.00041624i,0.0019588-0.0014552i,0.00065256-0.00079778i,8.5339e-05+0.0003493i,0.00047074+0.00045133i,0.00056443+0.00040745i
-0.00065498-0.0035915i,-0.0011546-0.0058157i,-0.00080054-0.006709i,-0.00045309-0.0051208i,-0.0015962-0.0039798i,-0.0040313-0.0025536i,-0.005181-0.0008889i,-0.0047557-0.00029817i,-0.003395-3.7567e-05i,-0.0018685+0.00045672i,-0.0010636+0.0015354i,-0.00026004+0.0017222i,1.7404e-05+0.00042158i,-0.00070225-0.00055613i,-0.00081666-0.00045417i,0.00025223-0.00042416i,0.00058838-0.00068447i,0.00031198-0.00074461i,8.9529e-05-0.00010231i,-0.00027892-0.00035554i,-0.00047595-0.00090698i,-0.00094404-0.00055635i,-0.00066485-0.00027039i
0.0029332+8.1245e-05i,0.0054708-0.00048716i,0.0057396-0.0035121i,0.0030935-0.0043916i,0.00012157-0.0020621i,-0.0013477-6.9698e-05i,-0.0032388+0.00031901i,-0.0038404+0.0013475i,-0.0015477+0.0020452i,0.00010879+0.0017456i,0.00028445+0.00090464i,0.00044867+6.2268e-05i,-9.8317e-05-0.0002489i,-0.00049919+0.00027442i,0.0001778+0.0011351i,0.00047903+0.0012809i,-4.6098e-05+0.00011174i,-0.00020092-0.0012254i,-0.00090609-0.00097038i,-0.001575-0.00034015i,-0.0013049-0.00011949i,-0.00041995-0.00088233i,0.00024444-0.0011476i
0.0013467-0.00035361i,0.00085075-0.0011803i,0.0026045-0.0019449i,0.0034446-0.0032135i,0.0011937-0.0057004i,-0.0020193-0.0058604i,-0.0020223-0.0026178i,-0.00018326+0.0011248i,0.00055187+0.0025107i,0.00072685+0.00058729i,0.00054662-0.0016297i,0.0010536-0.0014427i,0.00093998-0.00039796i,-0.00027303+0.00045904i,-3.7097e-05+0.00039882i,0.0006563-0.00010534i,0.00053416-0.00011403i,0.00093166+0.00014408i,0.00056863+0.00078022i,0.00031574+0.0012935i,0.0009236+0.00097519i,0.0003423-0.00047941i,-0.00048359-0.0010482i
0.002436-0.00047758i,0.0033591-0.0015784i,0.0027055-0.0026993i,0.0008892-0.0027567i,-0.0014925-0.002432i,-0.0038287-0.0022975i,-0.0040525-0.0015867i,-0.0024297-0.0002474i,-0.00076725-0.00063835i,-0.00028622-0.0017521i,-0.0012072-0.0021128i,-0.0017264-0.0014158i,-0.0005554-7.942e-05i,0.00057849+0.00081088i,0.0012079+0.0010047i,0.0013657+0.00050352i,0.001158+0.00029689i,0.00069527+0.0001768i,-0.00011129+0.00049825i,-0.00042401+0.00088707i,-0.00025462+0.00041095i,-0.0002074+0.00011442i,0.00015104+0.0005918i
-0.0020315-0.00064393i,-0.00038887-0.0013758i,0.0018792-0.00221i,0.0028435-0.0023132i,0.0014139-0.0013961i,-0.00026794+0.00012987i,-0.001675+0.0015248i,-0.0020727+0.0014731i,-0.0014155-0.00016439i,-0.0010265-0.0012153i,-0.0015457-0.0016303i,-0.0019482-0.001402i,-0.00083752-0.0010305i,0.00058659-0.00098843i,0.00068049-0.00061107i,0.0010675-0.00014994i,0.0018114-0.00031353i,0.0014442-0.00011027i,0.00027203+0.00013311i,-0.00033459-0.00010997i,0.00012072-0.00024792i,0.00042768-0.00066427i,6.5112e-05-0.00083573i
0.0019211+0.0017146i,0.003273+0.00045807i,0.0044777+5.921e-05i,0.0042948-0.0011726i,0.0020682-0.0025829i,-0.00058104-0.0036567i,-0.0019461-0.001386i,-0.0019147+0.0015787i,-0.0015615+0.0012267i,-0.0017867-0.00045844i,-0.001937-0.00063152i,-0.001516+0.00013949i,-0.0011997-0.00025724i,-0.0010375-0.00079886i,2.9957e-05-0.00071164i,0.0011903+1.8969e-05i,0.00080936+0.00043154i,-0.00020393+0.00076653i,-0.00043649+0.0006345i,-0.00035332+0.00025065i,-0.00044951+0.00026799i,-0.00037623+0.00036413i,0.00024518+5.6002e-05i
-3.4684e-05-0.0016818i,0.0012402-0.0027083i,0.001175-0.0035892i,0.001744-0.0035349i,0.0018515-0.0037833i,0.00050728-0.0032519i,-6.5112e-05-0.00084812i,-0.00075397+0.0013536i,-0.0012079+0.001498i,-0.0011111+0.0014305i,-0.0011942+0.0024226i,-0.00073948+0.0022695i,-0.00044026+0.0013696i,-0.001001+0.00069372i,-0.0009238+0.00031232i,7.9088e-05-6.9523e-05i,0.00066217-0.00037403i,0.0014529-0.00055234i,0.0014097-0.00011434i,0.00042921+0.00048994i,-0.00039823+0.00023667i,-0.00014957-0.00034395i,0.0002511-0.00027512i
0.0016558+0.00054673i,0.0037665-0.00069085i,0.0040583-0.0015999i,0.0022929-0.0028256i,0.0013141-0.0045309i,0.00042072-0.0046989i,-0.0010577-0.0027916i,-0.0009715-0.0010319i,0.0001345+6.9231e-05i,0.00084882+0.00071024i,0.0012559+0.00052875i,0.00096615+0.00045457i,-4.7884e-05+0.00075844i,-0.0010399+0.0013148i,-0.0010818+0.001626i,-0.00036445+0.00096853i,0.00030647+0.0018497i,4.4174e-05+0.0026964i,0.00045066+0.0014972i,0.00035101+0.00071077i,-0.00025753+0.00066087i,-0.00034398+0.00078744i,0.00018941+0.00087002i
0.0020966-0.00081135i,0.0029278-0.0021859i,0.0030913-0.0031787i,0.0017223-0.0035484i,-0.00062882-0.0037461i,-0.0034279-0.0040957i,-0.0042286-0.003325i,-0.0017078-0.001368i,0.00069262+3.1031e-05i,0.0017977+3.9428e-06i,0.0023617-0.00066317i,0.0022749-0.0011285i,0.0016127-0.00033738i,0.0017915+0.0007503i,0.0018006+0.0013651i,0.00084205+0.0013124i,0.00048515+6.085e-05i,-0.00040523-0.00088117i,-0.0017849-0.00074243i,-0.0015529-0.00081894i,-0.00030554-0.00036604i,0.00099069+0.00070354i,0.0012218+0.00025525i
-0.00098093-0.0014615i,0.00061397-0.00053344i,0.0020435-1.0917e-05i,0.0013689-0.0016613i,-0.00097943-0.0041206i,-0.0033386-0.0044055i,-0.0049005-0.0030761i,-0.0037008-0.0018017i,-0.0013383-0.0014742i,-0.0001753-0.0015547i,0.00032765-0.0021101i,0.00049281-0.0026784i,0.00067852-0.0015136i,0.00045155-0.00068755i,0.00030121-0.00082143i,0.00095817-0.00031879i,0.001907+0.00034776i,0.0016646+0.00016063i,0.00036925-7.7895e-05i,0.00026419+0.00014281i,0.00041931-0.00038339i,0.00016933-0.0013697i,0.00024133-0.0009324i
0.003327-0.0020158i,0.0031226-0.0045624i,0.0018502-0.007138i,-0.00099092-0.0064848i,-0.0032844-0.0044126i,-0.0042783-0.002948i,-0.0054144-0.00087098i,-0.0052308+0.0006016i,-0.0032448-0.00074939i,-0.0017015-0.0026104i,-0.0015574-0.0026322i,-0.0015618-0.0019298i,-0.0010651-0.0015819i,-0.00025276-0.0010723i,0.00031884-0.00025473i,0.00052472+0.00074984i,0.00029676+0.0012947i,-0.00080486+0.00045373i,-0.0020816-0.00017332i,-0.0017706-0.00051779i,-0.0012127-0.00056167i,-0.0013595-0.00039928i,-0.0010273-0.0010029i
0.00036401+0.0016091i,0.003095+0.0025038i,0.0048002+0.0028856i,0.0050151+0.0020784i,0.0036659+7.0825e-05i,0.00011632-0.001468i,-0.0030301-0.000355i,-0.0032947+0.0021493i,-0.0027347+0.0021122i,-0.0022855+0.00031851i,-0.0024093-0.00068257i,-0.002194-0.00096591i,-0.0016805-0.00079661i,-0.0012727-0.00018852i,-0.00053827-0.00048136i,0.00039161-0.0014158i,0.0010129-0.0019968i,0.00086185-0.0023986i,-0.00023402-0.0017785i,-0.0011142-0.0012718i,-0.0013533-0.00037442i,-0.0015174+0.00075954i,-0.0013035+0.00045461i
0.00088703+0.0017303i,0.0034831-0.00044131i,0.0049809-0.0018026i,0.003748-0.0036948i,0.0014561-0.0052876i,-0.00058177-0.0046663i,-0.0019247-0.00074206i,-0.0016242+0.0030967i,-0.00068096+0.0034021i,-0.00035932+0.001946i,-0.0013805+0.0016237i,-0.0020087+0.0018385i,-0.0019203+0.0010247i,-0.0015635+0.00060054i,-0.0016442+0.000925i,-0.0015421+0.0018517i,-0.0018233+0.0028146i,-0.0023641+0.0036996i,-0.0015761+0.0040991i,-0.00088966+0.0029858i,-0.0010778+0.0021078i,-0.00060924+0.0015884i,7.2761e-06+0.0011236i
0.00020352-0.0013371i,0.0012106-0.0027263i,0.00088489-0.003616i,0.00015403-0.0025729i,-0.0015599-0.002437i,-0.001868-0.0025258i,-0.00070923-0.00097874i,0.0008678+0.001108i,0.0019858+0.0013814i,0.0013491+0.0015657i,0.00064138+0.0022567i,0.00084929+0.0016755i,0.00095402+0.001051i,0.00055654+0.0022551i,0.00016522+0.0024483i,-0.00069888+0.00087635i,-0.001338+0.00040261i,-0.00094682+0.00065742i,-2.5228e-05+0.00037353i,0.00096422-0.00043071i,0.0018017-0.00088495i,0.0016649-0.00048485i,0.00097536-5.1064e-05i
0.0036703+0.00021214i,0.0065056-0.00038874i,0.0082355-0.0018204i,0.004891-0.0033522i,-3.4458e-05-0.0038932i,-0.0023756-0.0038166i,-0.0016673-0.0029807i,-0.00023027-0.0021125i,0.00082992-0.00097119i,0.0014244-3.1975e-06i,0.0021391+0.00010548i,0.0027846+0.00020187i,0.0022287+0.00065362i,0.0016425+0.001022i,0.0013072+0.0010128i,0.0013913+0.00066994i,0.0034308+0.0014516i,0.0048575+0.0019121i,0.0026206+0.00036158i,0.00014541-0.00093995i,0.00038243-0.0012446i,0.0011404-0.0011514i,0.00073836-0.0010059i
-0.0014628+5.8152e-05i,-0.00097882-0.0018983i,-0.0010829-0.0031383i,-0.00028828-0.0038809i,-0.00041331-0.0045132i,-0.0027558-0.0045478i,-0.0038163-0.0036403i,-0.0027945-0.0030634i,-0.0010279-0.0022871i,-0.00019243-0.0015864i,5.6043e-07-0.0018612i,0.00032249-0.0018448i,0.00067196-0.0019976i,0.0013133-0.0021819i,0.0016325-0.0012524i,0.0014156-0.00033691i,0.00083526-0.00063992i,-2.7684e-05-0.0019519i,-0.0012806-0.0028393i,-0.0021111-0.0028009i,-0.0018758-0.0014827i,-0.00037387+0.00019855i,0.00073278+0.00095935i
0.0010536-0.0016322i,0.0030138-0.0010219i,0.0050392-0.00066639i,0.0041283-0.0014892i,0.0017328-0.0019958i,-0.0007847-0.0029356i,-0.003458-0.0022611i,-0.0047668-0.00041383i,-0.003811+0.00047i,-0.0010947-0.0012254i,-3.7369e-05-0.0026607i,-0.00077785-0.0017609i,-0.00072466-0.0015394i,-0.00068256-0.0016846i,-0.00088515-0.0012482i,-8.8442e-05-0.0011735i,0.00077939-0.0024397i,0.0010288-0.0032283i,0.00046448-0.0018011i,0.00067764+0.00037661i,0.0010035+0.00071756i,0.00085103-0.00014224i,-0.00024165-0.00056374i
-0.0018547+0.00048863i,-0.0003508+0.0010512i,0.00087697+0.0014969i,0.0022918-0.00010613i,0.0010957-0.0014756i,-0.0012137-0.002033i,-0.0034284-0.00046833i,-0.0043481+0.0024557i,-0.0031098+0.0029961i,-0.001869+0.00084185i,-0.0018607-0.00065094i,-0.0018982+0.00035109i,-0.0023233+0.00026297i,-0.002655-0.00072927i,-0.0023527-0.00045129i,-0.0017997+0.001053i,-0.0019005+0.0030046i,-0.0025773+0.0034871i,-0.0024005+0.0023153i,-0.0019252+0.0010891i,-0.0013341+0.00021937i,-0.00096248-7.2725e-05i,-0.00092185+0.00020424i
0.0013705-0.0023063i,0.0031814-0.003161i,0.0023814-0.0033965i,-0.00017374-0.0029807i,-0.00074856-0.003536i,-0.0006916-0.0030474i,-0.0017066-9.0685e-05i,-0.0019263+0.0029229i,-0.00059632+0.0035407i,-0.00026379+0.0027703i,-0.0010109+0.0029043i,-0.00097242+0.0029051i,-0.00070692+0.0023952i,-0.00044649+0.0026855i,-0.00012112+0.0022392i,-0.00061635+0.000624i,-0.0009968-0.00062231i,-0.00063083-0.0018854i,-0.00064259-0.0028328i,-0.0010577-0.0027045i,-0.0014542-0.0012896i,-0.0012391+0.00032458i,-0.0009734+0.00044239i
-0.0020035+0.0034269i,-0.00048104+0.0023436i,0.0020849+0.00063938i,0.0042001-0.0017983i,0.0017464-0.0035398i,-0.001646-0.0041042i,-0.001687-0.0026092i,0.00032453+0.00026012i,0.0019103+0.00059041i,0.0018433-0.0005155i,0.0015644+0.00085172i,0.0011421+0.0022208i,0.00063457+0.0018704i,0.00028831+0.0020042i,0.00067025+0.0014847i,0.0015818+0.0011099i,0.0031548+0.0023536i,0.0037077+0.0035864i,0.0022155+0.0032703i,0.00055893+0.0027879i,0.00040304+0.0027407i,0.00097129+0.002671i,0.0010817+0.0020129i
0.0052923-0.0013001i,0.0063675-0.004529i,0.0069737-0.006141i,0.0036741-0.0064024i,-0.0015823-0.0056779i,-0.0051516-0.0047844i,-0.0050542-0.0034726i,-0.0023752-0.0016388i,-8.6986e-05-0.001733i,0.00032351-0.0020017i,0.00042338-0.0016726i,0.00069704-0.00098616i,0.0012926+0.00038248i,0.0019579+0.00048906i,0.0024996-0.00023483i,0.0022142-0.00058112i,0.00034726-0.00055065i,-0.00063276-0.00084663i,-0.00087361-0.0011857i,-0.00022365-0.0011882i,0.0016095-0.0010488i,0.0022916-4.9039e-05i,0.0010777+0.00061659i
-0.0012871-0.0002652i,-0.00070918-0.00013154i,-0.0011863-0.00065488i,-0.0011467-0.00099998i,-0.0017256-0.00039882i,-0.0019671-0.00016695i,-0.0026755-7.436e-05i,-0.0038755-0.0003121i,-0.0036399-0.0011867i,-0.0017329-0.0010119i,0.0003366-0.0011411i,0.00097049-0.0017557i,0.0011053-0.0013527i,0.00097859-0.0011592i,0.0010146-0.00094208i,0.001859-0.00091445i,0.0040564-0.0020502i,0.0050371-0.0029002i,0.0034956-0.0032865i,0.0018654-0.0031729i,0.0015634-0.003816i,0.0020274-0.0038294i,0.0019828-0.0020868i
0.0035592+0.00063108i,0.0047742-0.0021024i,0.0066349-0.0041143i,0.0054896-0.0035316i,0.0025454-0.003789i,-0.00097754-0.0035926i,-0.0037823-0.0015706i,-0.0049778+0.0003005i,-0.0046472+0.0012784i,-0.0038479+0.0010518i,-0.0027254+0.00033579i,-0.0016066-0.00026594i,-0.00080198-0.0010815i,-0.00051392-0.0019844i,-0.00066887-0.0018912i,-0.00096653-0.00072511i,-0.0024488+0.00054043i,-0.0045756+0.00092387i,-0.0053069+0.00026287i,-0.0055049-0.00036339i,-0.005641+0.00025674i,-0.0036857+0.00069764i,-0.0019085+0.00018183i
0.0002473+0.0002398i,0.0016863-0.00092559i,0.0031655-0.0026093i,0.0033447-0.0038379i,0.0018757-0.003811i,-0.00071754-0.0037693i,-0.0026713-0.0021523i,-0.0026796+0.0012772i,-0.0014385+0.0033748i,-0.0011209+0.0017118i,-0.0023905+0.0004168i,-0.0032907+0.00054505i,-0.0026283+0.00019241i,-0.0016966+0.00025513i,-0.0016797+0.0009099i,-0.00070794-4.3347e-05i,-0.00021269-0.001996i,-0.00038639-0.0028388i,-0.00030653-0.0022625i,-0.00076939+0.00014767i,-0.0007309+0.0021181i,-0.00078835+0.001802i,-0.00078941+0.00052727i
-0.00019237-0.0025743i,0.0010012-0.002797i,0.0008849-0.0022805i,-0.00053775-0.0023596i,-0.002033-0.0035805i,-0.001954-0.0046204i,-0.001545-0.0030233i,4.9011e-05+7.1785e-05i,0.0020524+0.0015134i,0.0021473+0.0010264i,0.00054983+0.00095006i,-0.00082709+0.0010288i,-0.001329+0.00061218i,-0.0012275+0.00038698i,-0.00035386+0.0012198i,-8.7069e-05+0.0034795i,0.00040744+0.0065306i,0.0016951+0.0078397i,0.0021447+0.0057249i,0.0022237+0.0034033i,0.0024246+0.0021119i,0.0023676+0.0013905i,0.0010528+0.0012153i
7.4679e-05-0.0017622i,0.0018178-0.002294i,0.0032291-0.0035577i,0.0023794-0.0039495i,-0.00099809-0.0042464i,-0.0033251-0.0049469i,-0.0034122-0.00364i,-0.001681-0.0018126i,0.0011048-0.0013362i,0.0022567-0.0014881i,0.002314-0.0013499i,0.0022777+3.9561e-05i,0.0017667+0.0017385i,0.001864+0.0024908i,0.0020617+0.002259i,0.0011306+0.0005826i,0.00012751-0.0013625i,0.00022619-0.0028934i,-0.00049494-0.0046331i,-0.0008972-0.0051086i,5.8014e-05-0.0040146i,0.00053683-0.0024349i,-0.00065009-0.00075187i
0.0010753+0.0020474i,0.0025547+0.0018291i,0.004295+0.00035976i,0.004922-0.0021865i,0.003631-0.0041847i,-0.00091201-0.0038739i,-0.0048868-0.0032628i,-0.0046617-0.0024954i,-0.0021028-0.0017702i,0.00039893-0.0018932i,0.0013166-0.00094319i,0.0020029-0.00047031i,0.0017842-0.00054507i,0.00066601-0.00029996i,0.00069522-0.00059022i,0.0022388-0.0004077i,0.004205+9.5775e-05i,0.0048573-0.00026799i,0.0029065+5.0606e-05i,0.00084151+0.00056472i,-0.00015021+0.00034183i,-0.00027238-0.00030706i,0.00029408-0.00021833i
