0.00062887-0.00019348i,0.00063681-0.00066615i,0.0013793-0.0017631i,0.00042549-0.0029899i,-0.0024867-0.0027721i,-0.0042198-0.0010323i,-0.0036995+0.00079286i,-0.0018332+0.0013024i,0.00096521+0.0011841i,0.0015863+0.00088646i,0.00075642+0.00063899i,-2.6608e-05+0.00098761i,-0.00083739+0.0015362i,-0.00065116+0.0012233i,1.7647e-05+0.00036422i,4.3216e-05-0.00012115i,2.3377e-05-5.0012e-05i,-0.00020562+0.00061259i,-0.00077763+0.00044717i,-0.00094785-0.00067615i,-0.00026475-0.00041403i,-0.00054065+9.2656e-05i,-0.00067193-0.00013364i
-0.0021679+1.1539e-05i,-0.004718+0.00068142i,-0.011101-0.0025325i,-0.019375-0.012927i,-0.023582-0.023848i,-0.016219-0.022975i,-0.0045526-0.011969i,0.00018938-0.0031267i,-0.0010604+0.00014091i,-0.0018012+0.0015158i,0.0005302+0.0016084i,0.0039518-0.00012995i,0.0070258-0.002829i,0.0088292-0.0054121i,0.0072085-0.0078362i,0.0042588-0.0095481i,0.0019086-0.011075i,-0.00032725-0.01096i,-0.0019706-0.005717i,-0.0029425+0.00102i,-0.0042162+0.0062102i,-0.0062068+0.0079227i,-0.0059087+0.0062897i
0.0015928-0.0018624i,0.0013202-0.0029393i,-0.00055944-0.0028921i,-0.0072176+0.0038057i,-0.019756+0.014171i,-0.027672+0.017606i,-0.02171+0.013694i,-0.008865+0.0085411i,0.0020037+0.0054452i,0.0053036+0.0031351i,0.0026375+0.00018476i,0.00073057-0.0025481i,0.00010595-0.0054205i,-0.001772-0.007563i,-0.004824-0.0079665i,-0.0073121-0.0063308i,-0.0091021-0.0034404i,-0.0097681-0.00096779i,-0.0067953+0.0013912i,-0.0014404+0.001724i,0.0034551+0.00071529i,0.0066918+0.0016055i,0.0072038+0.0029821i
0.003114+0.00076084i,0.0018859+0.00083438i,-0.0021747+0.00019738i,-0.0065268+0.001027i,-0.0052764+0.0064061i,-0.0011997+0.012261i,0.0035129+0.014751i,0.0074214+0.015466i,0.0096618+0.01153i,0.010088+0.0040234i,0.0059543-0.00079108i,0.00085025-0.0025474i,-0.0014153-0.0028656i,-0.0022932-0.002826i,-0.0026658-0.0020703i,-0.0018627-0.0018989i,-0.00098797-0.0025373i,0.00029074-0.0013308i,0.0026472+0.0010338i,0.002936+0.00086708i,0.00040945-0.0011823i,-0.0017333-0.0025479i,-0.0002912-0.0022619i
-0.00045996-0.00068779i,-0.0016319+0.00061885i,-0.002335+0.0053714i,-0.0025727+0.014362i,-0.0011139+0.019979i,0.0022716+0.015017i,0.0057727+0.0047503i,0.0069747-0.0024039i,0.0057955-0.0050437i,0.0036704-0.005595i,0.00015743-0.0060624i,-0.0040976-0.0058114i,-0.0075097-0.0040374i,-0.0080834-0.0013849i,-0.00879+0.0012443i,-0.0102+0.0046507i,-0.010658+0.0087274i,-0.0083166+0.0092764i,-0.0028675+0.00464i,0.0018724+0.00062501i,0.0047354-0.00020412i,0.0057202+0.00043437i,0.0047054-1.1652e-05i
0.0012457-0.00092819i,0.0043288-0.00039651i,0.0098158-0.0012022i,0.017496-0.00060297i,0.021945+0.0036671i,0.016734+0.007232i,0.00699+0.0044787i,0.0018674-0.0019597i,0.001408-0.0070556i,0.00095967-0.0078963i,-0.00029583-0.0046217i,-0.0023903-0.00014999i,-0.0034519+0.0029384i,-0.002608+0.0057143i,5.4247e-05+0.008894i,0.0032173+0.010428i,0.0063608+0.0094149i,0.008918+0.0061163i,0.0072815+0.0012862i,0.0026928-0.0026688i,-0.0014154-0.0060926i,-0.0032332-0.0082701i,-0.0029197-0.0062884i
-0.0020551+0.0021213i,-0.0016724+0.0024752i,-0.0002211+0.00035575i,0.004359-0.0051539i,0.0096248-0.012403i,0.010799-0.013603i,0.0058005-0.0078306i,0.00034547-0.0030899i,-0.0018075-0.0028819i,-0.0031808-0.0031352i,-0.0032052-0.00076493i,-0.0010191+0.002922i,0.0012266+0.0051403i,0.0017205+0.0046917i,0.0022794+0.0029055i,0.0030288+0.0017866i,0.0028031+0.00067732i,0.001474-0.0011579i,-0.00075764-0.002862i,-0.0021898-0.0026378i,-0.0031318+0.00050039i,-0.0034562+0.0031438i,-0.0028677+0.0023406i
0.0025068-0.0023077i,0.0015103-0.0031783i,0.0011684-0.0070489i,-0.00019097-0.012959i,-0.0044285-0.016502i,-0.0094207-0.013993i,-0.010802-0.0071785i,-0.010115-0.0015917i,-0.010093+0.0015018i,-0.0090103+0.0030059i,-0.0055406+0.0035807i,-0.0010752+0.0049327i,0.0030193+0.0061182i,0.0066344+0.0039772i,0.0089905+0.001891i,0.01078+0.0010154i,0.0113-0.00035164i,0.0077211-0.0013778i,0.0022425-0.00070055i,-0.00069096-1.3799e-05i,-8.5751e-05-0.0012108i,0.001804-0.0020001i,0.0020022-0.00070346i
-0.0014271+0.0013656i,-0.0018189+0.00013183i,-0.004278-0.0032901i,-0.0099117-0.0090508i,-0.013258-0.012321i,-0.010492-0.0075386i,-0.004793+0.00032012i,-0.0028183+0.0034521i,-0.0040246+0.0039501i,-0.0027418+0.0036177i,-2.3335e-05+0.00098977i,0.0023527-0.0013442i,0.0039526-0.0024921i,0.0044671-0.0049898i,0.0042269-0.0086715i,0.0018006-0.010799i,-6.7315e-05-0.011307i,-0.00074073-0.0097725i,-0.0016047-0.0050068i,-0.0019402+0.0010686i,-0.0032707+0.0050948i,-0.0042572+0.0059117i,-0.0024892+0.0042004i
0.00091729-0.003085i,-0.0020847-0.0032237i,-0.0086162-0.0022819i,-0.017386+0.0016536i,-0.022238+0.0072405i,-0.016465+0.0092041i,-0.0027843+0.0083204i,0.006331+0.0059929i,0.0083939+0.004053i,0.007153+0.0030105i,0.0050849+0.00068066i,0.0039718-0.002393i,0.0033234-0.0047357i,0.00097977-0.0055727i,-0.0019727-0.0050215i,-0.0035331-0.004211i,-0.0049457-0.0040271i,-0.0048212-0.0021563i,-0.0026306+0.00030026i,0.00075661+0.00069775i,0.0038303+0.00034612i,0.004382+0.0013387i,0.0029298+0.0029822i
0.0024344+0.0032832i,0.0028834+0.0039454i,0.004287+0.006746i,0.0040011+0.01195i,1.5274e-05+0.017748i,-0.0039464+0.017639i,-0.0026226+0.011251i,0.0039687+0.0069665i,0.011392+0.0059612i,0.013839+0.0036462i,0.0094545+3.8729e-05i,0.0035749-0.0026831i,-0.00012121-0.0040982i,-0.0029786-0.0051i,-0.0054889-0.0050514i,-0.0076613-0.0044921i,-0.0084923-0.0028791i,-0.0066447-0.00027652i,-0.0023526+0.0011755i,-0.00082748+0.00047439i,-0.0027061-0.0014719i,-0.0021404-0.0035346i,0.00081629-0.0034975i
-0.0026894-0.0016344i,-0.0028891-0.00048014i,-0.0026027+0.003168i,0.001068+0.0081658i,0.0066438+0.013196i,0.0077705+0.011874i,0.0026469+0.0056867i,-0.001174+0.0012596i,-0.00027855-0.0014214i,-0.00028204-0.0027809i,-0.0023181-0.0034052i,-0.0049925-0.0017567i,-0.0064692+0.00071138i,-0.0065855+0.002547i,-0.0063604+0.0046919i,-0.0059+0.0072164i,-0.004662+0.0081815i,-0.0021948+0.0061915i,0.00022262+0.0028784i,0.0028543+6.1852e-05i,0.0051766-0.00038612i,0.0042711+0.00020519i,0.00063404-0.00094979i
-0.0016051-0.0010027i,0.00068611+0.00027048i,0.0058597+0.0010446i,0.012263+0.001359i,0.014922+0.00054677i,0.010591-0.001593i,0.0032638-0.0047277i,-0.001905-0.0085502i,-0.004021-0.011169i,-0.0047318-0.010548i,-0.0047602-0.0060918i,-0.0045686-0.00057278i,-0.0040717+0.0021381i,-0.0026709+0.0024361i,-0.0005999+0.0033242i,0.00093899+0.0053294i,0.00073422+0.006658i,4.1676e-05+0.0064429i,-0.00042076+0.0045942i,-0.0016033+0.00081394i,-0.0024467-0.0030151i,-0.0013492-0.0035225i,8.3681e-05-0.0018164i
-0.0009793+0.00032337i,-0.00034431-0.0014966i,0.0025381-0.0049649i,0.0061606-0.010585i,0.0094561-0.013798i,0.0083203-0.0090952i,0.0028371-0.0019224i,-0.00018232-0.0015916i,-0.0017693-0.0055224i,-0.0031033-0.0070882i,-0.0029477-0.004881i,-0.001528-0.0015491i,0.00032882+0.00087274i,0.00086238+0.0021587i,0.00092536+0.0025401i,0.0024296+0.0036842i,0.0046706+0.0041837i,0.0048581+0.0023642i,0.0033362+0.00074122i,0.0020532+0.0017615i,0.00053608+0.0035279i,-0.0023699+0.0035135i,-0.0050365+0.002167i
-0.0024002-0.0016175i,-0.0033392-0.0004529i,-0.0054589-0.0013096i,-0.0082809-0.0050555i,-0.0089283-0.0085063i,-0.0055331-0.0051984i,-0.0016471+0.002751i,1.2873e-05+0.0071907i,-0.00053933+0.007314i,-0.00077441+0.0059769i,0.0011918+0.0051094i,0.0038298+0.0047478i,0.0055485+0.0041024i,0.0074652+0.0033346i,0.0086852+0.0013464i,0.009106-0.0017539i,0.0079154-0.0041384i,0.0043647-0.005304i,0.00049812-0.0046211i,-0.0017161-0.0038487i,-0.0016388-0.0040953i,0.00035939-0.0030034i,0.0013058+0.00038118i
0.00032697+0.0023901i,-0.00027904+0.00034296i,-0.0021958-0.0026016i,-0.0065024-0.0054627i,-0.011995-0.0049066i,-0.012865-0.0021877i,-0.0090557+0.0013883i,-0.0069016+0.0056087i,-0.0054032+0.0085836i,-0.0012529+0.009238i,0.0021375+0.0058814i,0.0021934+0.00093037i,0.001845-0.0016729i,0.0019731-0.0021098i,0.0013356-0.0026265i,0.00021085-0.0040492i,0.00094422-0.0046908i,0.0024982-0.003073i,0.0028157-0.0005561i,0.0018924+0.0016214i,-0.0001256+0.0028572i,-0.0012714+0.0016068i,-0.00021306-0.0012841i
-0.0012528-0.0043668i,-0.0018849-0.0011529i,-0.0048358+0.0017386i,-0.010672+0.0063083i,-0.014404+0.010071i,-0.010926+0.0090594i,-0.003919+0.0039497i,-0.0009578+0.00055698i,-0.00072495+0.0012838i,-0.00029625+0.0022442i,0.00056555+0.00030391i,0.00078047-0.0012777i,0.0003965-0.0028841i,0.0011402-0.0046723i,0.00051436-0.0044279i,-0.0014969-0.0036597i,-0.0026347-0.0039371i,-0.0031879-0.0033325i,-0.002221-0.001977i,-8.0533e-05-0.0016024i,0.0016783-0.0016108i,0.001957-0.00014507i,0.0012869+0.0013186i
-0.00042013+0.0030039i,2.7556e-05+0.0041621i,0.002452+0.007272i,0.0054162+0.01155i,0.0049732+0.013055i,0.0020064+0.0080191i,0.0022055+0.0017547i,0.0070468-0.00086985i,0.010935-0.0018954i,0.0099904-0.0035253i,0.0054145-0.0056195i,0.001899-0.0066175i,0.00071352-0.0061346i,-0.00067286-0.0055438i,-0.0029626-0.0049139i,-0.0053094-0.003202i,-0.006353-0.0010992i,-0.0043301+0.00080591i,-0.0017645+0.0022346i,-0.001244+0.0029351i,-0.0017888+0.0023698i,-0.0010387+1.3864e-05i,0.0008385-0.0017244i
0.001318-0.0025388i,0.0010371-0.002795i,0.0031219-0.0041899i,0.0062884-0.0026346i,0.0077532+0.0023116i,0.0049431+0.0051254i,0.0011045+0.0058968i,0.0024502+0.0041616i,0.0067879+0.0011523i,0.0067995-0.0019198i,0.0025841-0.0027857i,-0.0020025-0.0012533i,-0.0032202+0.00039556i,-0.0022839+0.0012028i,-0.0025797+0.0018443i,-0.0038191+0.0027744i,-0.0050742+0.0027563i,-0.0041684+0.001252i,-0.0017437-0.0012294i,-2.6062e-05-0.0030188i,0.00081539-0.0031314i,0.00046493-0.0012361i,-0.0014157+0.00085177i
0.0012985+0.0016296i,0.0042116+0.00074655i,0.0075216-0.00092894i,0.0095649-0.0032599i,0.009054-0.0038879i,0.0041335-0.0021553i,-0.0013026-0.00051343i,-0.0038873-0.00029842i,-0.0040363-0.0011565i,-0.0027716-0.001597i,-0.0017081-0.00024029i,-0.0018729+0.0014234i,-0.0026179+0.0027445i,-0.0030426+0.0037451i,-0.0017678+0.0046393i,6.3907e-05+0.00495i,0.0015299+0.005022i,0.003015+0.0055736i,0.0022116+0.0047441i,-0.00014554+0.0019522i,-0.001516+5.8067e-05i,-0.0005349-0.0011221i,0.0011877-0.0023292i
-0.0017614+0.00050605i,-0.001952+0.00032493i,-0.0015913-0.0018496i,-0.00098566-0.0075194i,6.842e-05-0.010976i,-3.829e-05-0.0084378i,-0.0014446-0.0049908i,-0.0034104-0.0043283i,-0.0062947-0.0065557i,-0.0070605-0.0064982i,-0.0049158-0.0037886i,-0.0030447-0.0018427i,-0.0023326-7.3903e-05i,-0.0016455+0.002018i,-0.00028384+0.0037316i,0.0011521+0.0050534i,0.001204+0.0043619i,0.001156+0.001096i,0.0015846-0.0021224i,0.0020052-0.0026989i,0.0021638-0.0014724i,0.0010999-0.00061731i,-0.00093509-0.00043179i
-0.00076194+0.0002377i,-0.0013542-0.00099673i,-0.0030372-0.0031948i,-0.0063276-0.0050557i,-0.0088183-0.0050238i,-0.0060599-0.0019824i,-0.0012693+0.00096745i,0.00044085+0.00062689i,0.00043284-0.00097969i,-2.1535e-05-0.00078192i,0.00053813+0.0008911i,0.0030339+0.0019114i,0.0040996+0.0021538i,0.0038998+0.00092932i,0.0040718-0.0003622i,0.0052426+0.00020498i,0.0059301+0.0015781i,0.0041317+0.0033554i,0.0010213+0.0036563i,-0.0017199+0.0021032i,-0.0026253+0.0011033i,-0.0015264+0.0014142i,0.00057367+0.0018759i
0.0031582+0.00012211i,0.0026992+0.00010191i,0.00011997+0.00074799i,-0.0046474+0.0013136i,-0.0076018+0.0019232i,-0.0061754+0.0020483i,-0.0021129+0.0035915i,0.00082179+0.0061922i,0.0021114+0.0076884i,0.0022776+0.0065817i,0.001802+0.0037425i,0.0024392+0.0018497i,0.0040702+0.0012625i,0.0041063-7.8569e-05i,0.0035002-0.0025766i,0.0034229-0.0046519i,0.002297-0.0059983i,0.0013658-0.0064954i,0.0014041-0.0052481i,0.001553-0.0022525i,0.00086093+6.5328e-05i,-5.2946e-05+0.00050341i,-7.1851e-05-1.4526e-05i
-0.00045368-0.0018611i,-0.0019474-0.0010152i,-0.0034219+0.00094231i,-0.0042443+0.00446i,-0.0046998+0.0069573i,-0.00526+0.0058638i,-0.0052701+0.0044779i,-0.0036405+0.0056913i,-0.0011904+0.0074379i,0.00035146+0.0066977i,-0.00015215+0.0031878i,-0.0020442-4.3848e-05i,-0.0021128-0.0013403i,-0.0001742-0.0020009i,0.00054788-0.0037077i,-3.8803e-05-0.004838i,-0.00031425-0.0031386i,-0.00090194-3.7692e-05i,-0.0012734+0.00074389i,-0.0014494-0.0006646i,-0.0008639-0.0016114i,-0.000634-0.0012049i,0.00043166-0.00019739i
0.0033405-0.00022703i,0.0028978-0.001639i,0.0036851-0.0029497i,0.0036996-0.0019826i,0.0020224+0.0010068i,-0.00065581+0.0025208i,-0.0014504+0.0019278i,0.0010304+0.001596i,0.0035865+0.00074094i,0.0034413-0.0015761i,0.0011567-0.0034268i,-0.0012134-0.0049143i,-0.0023243-0.0057691i,-0.002614-0.0044157i,-0.0033991-0.0030839i,-0.004189-0.0037059i,-0.0038102-0.00481i,-0.0014694-0.0047637i,0.00037812-0.0028029i,0.0011141-5.9601e-05i,0.0012643+0.0014044i,0.00086604+0.00079586i,0.0013136-0.00056849i
-0.002281+0.0010096i,-5.0656e-05+0.0026146i,0.0032061+0.0028219i,0.0062525+0.0015147i,0.0076417+0.00078101i,0.0066468+0.0016248i,0.0046884+0.00096477i,0.0052342-0.0011092i,0.0061614-0.0033284i,0.0046374-0.0041653i,0.0027667-0.0031825i,0.0014916-0.0024671i,-0.00025974-0.0027269i,-0.0018632-0.0025678i,-0.0036929-0.00074901i,-0.0048052+0.0011564i,-0.0050933+0.0031531i,-0.0049746+0.0037396i,-0.0034299+0.0016303i,-0.0011711+0.00013047i,-6.853e-05-9.061e-05i,-0.0004894-0.00016805i,3.9706e-05+0.00013221i
0.0011225-0.00052347i,0.00058891-0.00144i,-0.00054921-0.0036909i,-0.0018534-0.0060849i,-0.0024339-0.0046691i,-0.0029823+0.00047665i,-0.0011177+0.0029834i,0.0027019+0.00056228i,0.0045569-0.0032207i,0.0038666-0.0047291i,0.0017296-0.0018688i,0.0010866+0.0029989i,0.0016127+0.0047319i,0.0012427+0.0038588i,0.00073362+0.0037236i,0.00036521+0.004753i,0.00080337+0.0046181i,0.001328+0.0031268i,0.00025342+0.0017777i,-0.00061396+0.0010394i,-0.0012284+0.00088362i,-0.00098064+0.001157i,5.0982e-05+0.0011744i
-0.0010444-0.001537i,-0.00028164-0.0017233i,-0.00068868-0.0028431i,-0.0026112-0.002889i,-0.0026453-0.0018199i,-0.0013393-0.0002316i,-0.0024422+0.00080201i,-0.0042638-0.0011425i,-0.0046119-0.0035255i,-0.0039143-0.0027685i,-0.0037699-0.00018308i,-0.0038355+0.0027249i,-0.0029977+0.0045996i,-0.00098098+0.0038085i,0.00079928+0.0032681i,0.0021484+0.0041393i,0.0021879+0.0042966i,0.00059125+0.0032823i,3.1122e-05+0.0023833i,0.00067238+0.0017327i,0.00076448+0.00097807i,0.00023716-0.00045978i,-0.000334-0.0010227i
-0.00049002-0.0019015i,-0.0011591-0.0003473i,-0.0020218+0.0014697i,-0.0034478+0.0023537i,-0.0046072+0.0017057i,-0.0035765+0.00095418i,-0.0032245-0.00094766i,-0.0051098-0.0022529i,-0.0061014-0.0016031i,-0.0053118-0.0012565i,-0.0035887-0.0013669i,-0.0023086-0.0012828i,-0.0010875-0.00082416i,0.00086759-0.00028927i,0.0033805-0.00045351i,0.0054622-0.00095084i,0.0052387-0.00026127i,0.0044777+0.00032127i,0.003861+0.0003183i,0.0029751+0.00024306i,0.0021506-0.00074569i,0.002149-0.001764i,0.0025276-0.00087577i
0.00087599-0.0010091i,-0.0015879-0.0016592i,-0.0036349-0.00059752i,-0.0045972+0.0015801i,-0.0038002+0.002514i,-0.0023029+0.0019111i,-0.0018424+0.0024818i,-0.0021564+0.0047311i,-0.0025555+0.0057601i,-0.00028526+0.0038589i,0.0027789+8.402e-05i,0.0041467-0.0031073i,0.0042091-0.0028967i,0.0032053-0.0016614i,0.0030061-0.0016919i,0.0025026-0.003019i,0.00097609-0.0034449i,0.00023971-0.0027339i,-0.00014232-0.0018031i,-0.00044416+2.342e-05i,-0.00038216+0.00074192i,0.00030868+0.00034662i,0.00082671-8.6425e-05i
0.00037189+0.002185i,0.0026212+0.0006065i,0.0042502-0.00064255i,0.0040682+0.00015969i,0.0027458+0.001514i,0.0013548+0.0014294i,-0.00047939+0.003301i,-0.0015009+0.0071622i,-0.00015104+0.0088542i,0.0020851+0.0064717i,0.0033555+0.0032771i,0.0029176+0.00089493i,0.0021492-0.00078026i,0.0015393-0.0016446i,0.00088254-0.0021908i,0.00013753-0.0026718i,0.00077549-0.0029622i,0.002485-0.0033179i,0.0027134-0.0026051i,0.0012117-0.0015127i,-0.00052619-0.0012163i,-0.0018329-0.00019475i,-0.002541+0.0014197i
-0.001589-0.00084944i,-0.0012756+0.0011704i,-0.00060926+0.0025811i,0.0011034+0.0023889i,0.0006967+6.7228e-05i,-0.00092399-0.00066533i,-0.0003811+0.0011163i,0.0019405+0.0020647i,0.0029984+0.0011333i,0.0012305+0.00034409i,-0.00095909+0.00074699i,-0.0014572+0.0010139i,-0.00048473-0.0010203i,-0.0005383-0.0033218i,-0.0022561-0.0034243i,-0.0037691-0.0020009i,-0.0045348-0.0010977i,-0.0043257-0.0016227i,-0.0039593-0.0017768i,-0.0034186-0.0014219i,-0.002541-0.00068912i,-0.0016032+0.00073435i,-0.00054028+0.00035229i
-0.00012683-0.0014353i,-0.00064076-0.002505i,-0.0021932-0.0037344i,-0.0029152-0.0032619i,-0.0040825-0.0010893i,-0.0049112+0.0016209i,-0.0014715+0.002252i,0.0047194-0.0020036i,0.0074916-0.0064011i,0.0044611-0.0067116i,-0.00041414-0.0049191i,-0.0032019-0.0026851i,-0.0030986-0.0015102i,-0.0019623-0.0010169i,-0.0018549+0.00056146i,-0.0027152+0.0021911i,-0.0020593+0.0022212i,-0.00029386+0.0020966i,0.0014269+0.0020985i,0.0022033+0.0020174i,0.00055972+0.0015339i,-0.00030274+0.00026423i,0.00073248-0.0010318i
-0.00076499+0.0010683i,-0.00021823+0.0018173i,-0.00015214+0.0014907i,-0.00081949+0.0011401i,-0.0010899+0.0013679i,0.00062268+0.0014081i,0.002483-0.00017903i,0.0040363-0.0028354i,0.0054197-0.0051891i,0.0056786-0.0052425i,0.0046529-0.0035019i,0.0023063-0.0022891i,-4.6954e-05-0.001968i,-0.00023582-0.00072953i,-0.00010153+0.00033011i,-0.00083499+0.0015352i,-0.0021078+0.0024842i,-0.0037133+0.0022167i,-0.0035501+0.0011884i,-0.0015176+0.00010544i,2.7948e-05+7.1321e-05i,0.0010778+0.00067356i,0.0024525+0.00064589i
-0.0017726+0.00066479i,-0.00043543+0.0010171i,0.00032402+0.00087557i,-0.0015851+0.0016132i,-0.0031618+0.0036288i,-0.0024774+0.0042101i,-0.0022538+0.0018957i,-0.0044735-6.7978e-05i,-0.0049195+0.00032737i,-0.0018223+0.00096317i,0.00091293+0.0015458i,0.00071998+0.0016386i,-0.00077443+0.0011972i,-0.0014499+0.0013108i,-0.00046229+0.0021569i,0.0016715+0.0026841i,0.0028914+0.0034275i,0.0024325+0.0039546i,0.0018173+0.0036005i,0.0023539+0.0030146i,0.0027362+0.0022065i,0.0020005+0.0017908i,0.00083295+0.0015685i
0.0012254-0.0035022i,-0.00015806-0.0037359i,-0.00092356-0.003357i,-0.0016614-2.0781e-05i,-0.0020541+0.0031632i,-0.0016239+0.0041963i,-0.0036414+0.0029193i,-0.0073502+0.00079787i,-0.0092668+0.0010836i,-0.0076222+0.0023689i,-0.0039181+0.0026545i,-0.0014756+0.0023049i,-0.00080348+0.0015161i,0.0003182+0.0016237i,0.0020046+0.0011114i,0.0031914+4.6581e-06i,0.0035026-0.00025989i,0.0031108-0.0010908i,0.0025637-0.0023622i,0.0015892-0.0023204i,0.00087325-0.0017524i,-0.00048513-0.0012651i,-0.0020564-0.00026203i
0.00055724+0.001883i,0.0015299+0.0012475i,0.0031097+0.0016959i,0.0047314+0.00027058i,0.0053152-0.0021541i,0.0026913-0.0026652i,-0.00064587-0.00090467i,-0.0021362+0.00069521i,-0.0028628+0.00013951i,-0.0032413-0.0016728i,-0.0030407-0.0024952i,-0.0008292-0.0014812i,0.0019444-0.00076187i,0.0028757-0.001061i,0.002574-0.0012882i,0.0017271-0.001573i,0.0019414-0.0011645i,0.0019702-2.2057e-05i,0.00093801+0.00067527i,-7.9066e-05-0.0002227i,-0.0010597-0.0020093i,-0.0011614-0.0026756i,-0.0002837-0.0024276i
0.00017026-0.001708i,-4.0558e-05-0.0024479i,1.115e-05-0.0035038i,6.1545e-06-0.0046351i,-0.00031135-0.0046571i,-0.00018481-0.0018503i,0.0021555+0.0028394i,0.0054405+0.0059885i,0.0079426+0.0051754i,0.0069818+0.0013465i,0.0031369-0.0016568i,0.0013641-0.0021508i,0.002173-0.00035208i,0.0032549+0.00035913i,0.0027964-0.0019167i,0.0019028-0.0034136i,0.0019342-0.0038052i,0.0021364-0.0036236i,0.0013892-0.002303i,0.00043854-0.0011127i,0.00085114-0.00075276i,0.00070492-0.00022902i,7.6458e-05-0.00031755i
-0.0011661+0.0022461i,0.00014358+0.0026048i,0.0011918+0.0015427i,0.00019182-0.0010687i,-0.0021386-0.0030973i,-0.0039799-0.0015873i,-0.0016348+0.002779i,0.0044108+0.0062964i,0.0083042+0.0066067i,0.0082575+0.0042549i,0.0058109+0.0015557i,0.0024991+0.00029308i,0.00035074-1.7598e-05i,0.00017791-0.00041102i,-0.00068202-0.00066397i,-0.002407-0.0010582i,-0.0030296-0.0015961i,-0.0026125-0.0014735i,-0.0022772-0.00082953i,-0.0019986-0.00056297i,-0.0020283-0.00055238i,-0.0012904+0.00037646i,0.00034348+0.0023279i
0.00060989-0.0016085i,-0.00010721-0.0027073i,-0.0023051-0.0045753i,-0.0054687-0.0039283i,-0.0082397-0.00044946i,-0.00804+0.0023678i,-0.0042592+0.0018605i,-0.00065565-0.0011165i,9.7504e-05-0.001317i,-0.00083859+0.00081044i,-0.0014508+0.0014366i,-0.002104+0.00083022i,-0.0024226-0.00072503i,-0.0022962-0.0013134i,-0.0020886-0.00057653i,-0.0018277+0.00017942i,-0.0016977-0.00015176i,-0.0013116+0.00024984i,-0.00088598+0.0016538i,-0.00021212+0.0022942i,-0.00082779+0.0025552i,-0.0017225+0.0022456i,-0.00085832+0.0019398i
-0.0012745+0.001501i,-3.3695e-05+0.0027091i,0.00075842+0.0031647i,0.00026106+0.0036784i,-0.00051645+0.0055973i,-0.0004232+0.0053531i,-0.00043569+0.00065443i,-0.0025739-0.0056877i,-0.0046193-0.0079522i,-0.0043375-0.0058428i,-0.0027002-0.002823i,-0.0014498-0.001077i,-0.0014859-0.0017549i,-0.0024381-0.0024387i,-0.0030351-0.0010448i,-0.0026978+0.00083577i,-0.0024571+0.001326i,-0.0017089+0.00099975i,0.00033557+0.00046453i,0.0018412+0.00055549i,0.0021539+0.00054217i,0.0014608+0.00032945i,-0.00033091-0.00032388i
0.002383+0.00023357i,0.001712-0.00173i,0.0023198-0.0020432i,0.0025051-0.00065756i,0.0019567+0.0013795i,0.00039644+0.0030371i,-0.00092157+0.0016107i,-0.0010348-0.0012721i,-0.00053234-0.0037658i,0.00019308-0.0059338i,-0.00010874-0.0053514i,-0.0004996-0.0024572i,0.00016068+0.00075724i,0.0011132+0.0019706i,0.0017379+0.0013701i,0.0020889+0.0013005i,0.0024356+0.0024056i,0.0017509+0.0027659i,0.00078283+0.00156i,0.00028553+0.0004077i,0.00036689-7.5956e-05i,0.00013967-0.00090188i,-0.00079794-0.0015677i
-0.00092093-0.00030144i,-0.0017567+0.0014387i,-0.0026683+0.001798i,-0.001552+0.00096653i,0.0023046+0.00026439i,0.0033759+0.00084593i,0.00085526+0.0029087i,-0.00065247+0.0048797i,0.00048498+0.0042902i,0.0025277+0.0018921i,0.0028316+0.00055302i,0.0016971+0.001285i,0.0013673+0.0030372i,0.0019102+0.0028428i,0.0023298+0.0014412i,0.0032079+0.001113i,0.0034792+0.0014496i,0.003021+0.0017968i,0.0021364+0.0018103i,0.0016554+0.0010612i,0.0015623-0.00017138i,0.00073839-0.00017927i,0.00055462+8.2481e-05i
0.0011059-0.00015633i,0.0027246-0.0026487i,0.0047428-0.004612i,0.0052062-0.0059027i,0.003808-0.0059709i,0.00095285-0.0027861i,-0.00066089+0.0014581i,-0.00025891+0.0051232i,0.00061083+0.0069997i,0.00097403+0.0048813i,0.0010364+0.0027213i,0.0012227+0.0021486i,0.00062191+0.0023624i,0.00034158+0.0024118i,0.0017078+0.0014908i,0.0029148+0.00041834i,0.0025177-0.00036274i,0.0016951-0.0015807i,0.00067483-0.0024035i,-0.00017549-0.0024302i,-0.0003025-0.0024306i,-0.0004438-0.0021347i,-0.00025452-0.0008507i
-0.0012262-0.0020056i,-0.0027689-0.00010015i,-0.0031718+0.0015291i,-0.0034941+0.00014627i,-0.0033684-0.0034266i,-0.0028007-0.003666i,-0.0023555-0.0011986i,-0.00055563+0.0011863i,0.00020524+0.0024144i,-0.001197+0.0023769i,-0.0015075+0.0016374i,-0.00031738+0.00068007i,0.00084839-0.0011286i,0.0013692-0.0030033i,0.00072613-0.0036664i,0.00054234-0.0037406i,0.0010737-0.0034343i,0.00020465-0.0022039i,-0.00090278-0.00065416i,-0.0015091+0.0001189i,-0.0013721+0.00068169i,-0.0017486+0.0012065i,-0.0011617+0.0013816i
