-0.0046981-0.00051243i,-0.0026826-0.001643i,-0.0040211-0.0001045i,-0.002913+0.0015706i,-0.00047982+0.002858i,-0.00034208+0.0027875i,-0.00060814+0.0015654i,-0.00015346+0.0012587i,-0.00018265+0.0017437i,0.0004025+0.0016904i,0.0018175+0.0011675i,0.0021638+0.00092902i,0.0009721+0.0011693i,0.00033987+0.00068454i,0.00067907+0.00010839i,0.0010841-0.00013262i,0.0011062-0.00030867i,0.00072805-4.335e-05i,0.00021197-4.5942e-05i,-7.8388e-05-0.00031636i,0.00042084-6.0903e-06i,0.0006376+0.00046564i,0.00068898+0.00012154i
0.00020834+0.0013787i,4.6657e-05+0.00031885i,0.00065793+0.0002264i,3.2654e-05+0.00048175i,-0.00041881+0.00086078i,-0.00036012+0.0011226i,-0.00061107+0.00045717i,-0.00034189+0.00027153i,-0.00044708+5.744e-05i,-0.00038332+0.00027765i,-0.00057014+4.5391e-05i,-0.00033142-0.00034719i,0.00046754+0.00031953i,0.00055915+0.0010555i,0.00061142+0.00070298i,0.00047183+0.00077628i,-3.9582e-05+0.00057805i,-0.00039326+0.00036069i,-0.00061335+0.00047073i,-0.00013354+0.00053024i,0.00020602+0.00051059i,-0.00063994-0.00022914i,-0.00068684-0.0005915i
0.00016333+0.0013364i,0.00045005+0.00082565i,0.0014536+0.0012735i,0.0013924+0.0012245i,0.0003116+0.00055163i,-0.0012481-0.00042944i,-0.0015339-0.00062254i,-0.00046045+5.4287e-06i,0.00029544+0.0004736i,0.00051699+0.00048811i,0.0004592+0.0004992i,0.00061814-7.1233e-05i,0.00013005-0.00070771i,-0.00025407-0.0007593i,0.00028245-0.00058097i,4.2093e-05+9.7624e-05i,-0.00034167+0.00041783i,0.0001606+0.00024784i,0.00015477+0.00027625i,-0.00017851+0.00031173i,3.134e-05+0.00013911i,0.00030381+0.00050322i,-2.7454e-05+0.00031554i
0.00061057+0.00011084i,0.00053511+0.00026912i,-0.00015375-7.83e-05i,-2.0366e-05+9.4311e-05i,-0.00030017+0.0010052i,-0.00098322+0.0010361i,-0.00068468-9.0407e-05i,-0.00040608-0.0011659i,0.00022367-0.00077368i,0.00045568-0.00012069i,-0.00081713-9.7984e-05i,-0.0013605+4.2061e-05i,-0.00068232+0.00052041i,0.0001389+0.00015516i,0.00058892-0.00064311i,0.00013074-0.00027687i,0.00031353-0.00038565i,0.00082779-0.00033894i,0.00043316+0.00058839i,-7.8614e-05+0.00042598i,-0.00030593-0.00017685i,-0.00031326+0.0003961i,-0.00036154+0.00061818i
0.00023247-0.00047934i,-0.00031061-0.00045163i,-0.0017786-0.0007885i,-0.0015185+0.00016036i,-0.00071956+0.00077956i,-0.00048875+0.00043999i,-0.00091178-0.000489i,-0.00046216-0.00071751i,0.00060953-8.9326e-05i,0.00023607+0.0005412i,-0.00033765+0.00041173i,3.5978e-05+6.885e-05i,-0.00022422+0.00022858i,-0.0001476-7.0394e-05i,0.00061068-0.00034044i,0.00033384-0.00039495i,-9.7629e-05-0.0011506i,0.00037375-0.0017258i,0.00039793-0.0010204i,3.5087e-05-4.8576e-05i,-4.6786e-05+0.00038364i,-0.00056914-0.00034923i,-0.00087502-0.00076515i
-0.00027131-0.00091222i,-0.00025218-0.00061992i,-0.001143-0.00016375i,-0.0014148+0.00043369i,-0.00026349-0.00022805i,0.00053075-0.00072021i,-5.6164e-06-0.00066689i,8.0186e-05-0.00026719i,0.00020538+0.00028525i,4.6669e-05+0.00013988i,0.00028049-0.00016487i,0.00075742-0.00023581i,0.00069316+0.0003421i,0.00038041+0.001122i,-0.0002297+0.00077068i,-0.00049431+0.00044217i,-0.00039558+0.00020813i,0.00015537+0.00036185i,0.00084821+0.00039588i,0.0007079-0.0001155i,7.7309e-05+5.5184e-05i,-0.00052194+7.6802e-05i,-0.00076912-0.00015937i
0.0026251+0.0011359i,0.002213+0.00090802i,0.002343+0.00086035i,0.00099729+0.0005234i,-2.4489e-05-9.6581e-06i,-0.00096553-0.00087169i,-0.0010259-0.00054459i,-0.00048542+4.9804e-05i,-0.00044832-0.00051872i,0.00027803-0.0007989i,-9.669e-05-0.0008164i,-0.00075119-0.00039307i,-0.00035546+0.00028169i,-4.1261e-06+0.00031293i,0.00019874-0.00013474i,-0.00035445-0.00037577i,-0.00037739-3.9531e-05i,1.1074e-05+0.00029754i,-0.00023665+0.00012523i,-0.00070373-5.3893e-05i,-0.0010919-9.5356e-05i,-0.0010625-0.0001931i,-0.00073989+0.00017167i
0.0014938-0.00028008i,0.0013366-6.6498e-05i,0.0012336-0.0011454i,0.00022559-0.001095i,-0.00050704-0.00074755i,0.00034829-2.9792e-05i,0.00097899+0.00067741i,0.00028573+0.00035742i,-6.9151e-05-0.00012914i,-0.00035834-0.00062862i,-0.00053568-0.00090832i,2.928e-05-0.00023237i,-0.00017034+0.00099753i,-0.00072878+0.0014968i,-8.2533e-05+0.00054752i,0.00018314-4.4912e-05i,0.00031401+0.0003534i,0.00078527+0.00075901i,0.00040879-1.6287e-05i,8.3206e-05-0.00047604i,0.00062756+0.00028099i,0.0007482+3.1192e-05i,0.00046248+0.00025859i
0.0004195-0.00012236i,0.00011676-0.00085894i,-0.0002959-0.00083722i,-0.0010912-0.00057417i,-0.0010893-0.0005052i,-0.00010311-0.00053737i,0.00034636-0.00064549i,0.0002095-0.00037417i,-8.8024e-05-0.00069576i,-0.00033279-0.00021105i,0.0006959+0.00027714i,0.0013929+0.00010751i,0.00061889+0.00013978i,0.00037001+0.00038742i,0.00015758+0.0005279i,-0.00069189+0.0003167i,-0.00059435-6.2698e-05i,-7.6083e-05-0.00026799i,0.00019241-9.559e-06i,0.00018455+0.00036763i,-0.00041482+0.00045616i,5.2498e-05+0.00021669i,0.00047942+0.00011046i
0.00039857+0.0023297i,0.00011846+0.0023642i,0.0002142+0.0016382i,0.00029935+0.0007137i,0.00037515+0.00028403i,0.00017982-0.00052795i,-0.00073461-0.00050147i,-0.00055978+0.00018233i,-0.00013612+0.00022684i,0.00041965+0.00075271i,0.0010039+0.0012341i,0.00065875+0.00085816i,-0.00014847+0.00026074i,7.7448e-05+9.9443e-05i,0.0010452-5.474e-07i,0.00059311-0.00078201i,-0.00032143-1.9933e-05i,-0.001107+0.00092492i,-0.0013458+0.00013619i,-0.00093978-0.00011432i,0.00015103-4.8707e-06i,0.0010521-0.00011782i,0.00088968-0.00011364i
-0.0029429+0.0013952i,-0.00227+0.0010809i,-0.0012795+0.0020006i,-0.00019358+0.0021996i,-3.9466e-05+0.0019346i,-0.00054833+0.0010791i,-0.00076113-0.0001305i,-0.00071398-0.00069798i,-0.00034727-0.00029604i,0.0003287+0.00036019i,0.00065282+0.00081603i,0.00021985+0.00033181i,-0.00035812+8.853e-05i,0.00023335+0.00057438i,0.00010308+0.00040508i,-4.9999e-06+0.00066207i,0.00042611+0.00076878i,0.00039417+0.00030669i,0.00038743+0.00022711i,0.00021227-0.0001414i,0.00028492-0.00026261i,0.0005506-2.5239e-05i,0.00069851-0.00012195i
0.0012798-0.00032599i,0.0011504-0.00092015i,0.0016714-0.0013408i,0.00090273-0.00033463i,-0.0004297+0.00029711i,-0.00056634+0.00076359i,-0.00027253+0.00055865i,7.2222e-05-0.00014777i,0.00026264-0.00045596i,0.00043232-0.00024492i,8.5725e-05+2.6948e-05i,-7.1764e-05+0.00010137i,9.6589e-05-1.8318e-05i,-0.00028952+0.00049045i,-0.00057206+0.00070843i,-0.00090523+0.00037928i,-0.00069052+0.00015625i,-1.9646e-05-3.3832e-05i,-7.3249e-05-0.00056514i,-8.5824e-05-0.00045787i,-9.4313e-05-0.00071233i,-0.00026588-0.00082982i,-0.00016337-0.0002447i
0.00082975-0.0017628i,0.00052283-0.00053646i,-0.00088104-0.00023839i,-0.0019619+0.00064821i,-0.0011147+0.00051786i,2.191e-05+0.00075584i,0.00024867+0.00059016i,-0.00076835-0.00062562i,-0.0012643-0.0012441i,-0.00011996-0.00139i,0.00035142-0.0005612i,0.0006958+0.00070266i,0.00046158+0.001012i,0.00018813+0.00056532i,0.00080578+0.00026104i,0.0007144-6.8852e-05i,0.00050545-0.00062496i,-0.00010495-0.00039091i,4.7333e-05+0.00020038i,0.00045946+0.00052993i,-0.00031717+0.00020086i,-0.00041926-0.00014478i,0.0003626-6.4729e-05i
-0.00069816+0.00042722i,-0.0016607+0.00046334i,-0.0012528-0.00015486i,-0.00069771-6.4964e-05i,-0.00079353-2.0171e-05i,-0.00092438-0.0001716i,-0.00068736-0.000167i,0.00018686-0.00052234i,-0.00049379-0.00065561i,-0.00084289-0.0002334i,-0.00015734-0.00013579i,-3.767e-05+0.00018309i,8.8247e-05+0.00042922i,-5.1622e-05+0.00032334i,5.4172e-05-5.6442e-05i,0.00069474-0.00054345i,0.00057513-1.0606e-06i,0.00028108+0.0006698i,1.3795e-05+0.0008675i,-0.00021247+0.00064364i,0.00016347-0.00023661i,0.00017205+2.7787e-05i,-0.00028975+0.00031781i
-0.0010831-0.0005127i,-0.0010648+0.00013201i,-0.001835+0.0013778i,-0.0019946+0.0023513i,-0.0013697+0.0017157i,-0.0013065+0.00066308i,-0.0014996-0.00045562i,-0.0012251-0.0010276i,-0.00061165-0.00041733i,0.00016862+0.00021603i,0.00032425+0.0002718i,0.00056765+1.0184e-06i,0.0010204-0.00020504i,0.0012738-0.00044229i,0.00096162-0.00073588i,-0.0001379-0.00098649i,-0.0011971-0.0013402i,-0.00093524-0.0012927i,-3.1995e-05-0.00030275i,-0.0002959+9.6676e-06i,1.7116e-05-1.7925e-05i,0.00023856-5.314e-05i,-6.0854e-05-0.00022831i
-0.0004792+0.00022122i,-0.00015019-0.00045681i,-0.001436-0.00070839i,-0.0016661-0.00044155i,-0.0010164+0.0011362i,-0.00015447+0.0016957i,0.00013062+0.00013356i,7.8127e-06-0.0008633i,1.4132e-06-0.00080571i,0.00013767-0.00058666i,0.00051401-0.00019629i,0.00029881+3.144e-05i,-0.00033227-2.5045e-05i,-0.00054696+0.00023776i,-0.00021295+0.00085064i,0.00028483+0.00083574i,0.00043526+0.00048265i,-0.0002233+4.5223e-05i,-0.00024576+2.2747e-05i,6.0014e-05-0.00019196i,0.00039524-0.00013777i,0.00038314+0.00011486i,-0.00034091-0.00042425i
0.00029417+0.00034757i,-0.00066971+0.00091984i,-0.0016091+0.00067226i,-0.0015358+0.0017503i,-0.001187+0.0016087i,-0.00029767+4.5973e-05i,3.0632e-05-0.0001539i,-0.00048578-0.00054397i,0.00029649-0.0012306i,0.00064298-0.001051i,-0.00014856-0.00029452i,-0.00084742+0.00063921i,-0.00011508+0.00061518i,0.0005761+8.6611e-05i,0.00020444+1.3726e-05i,-0.00032649+0.00019957i,-0.0004604+0.00062861i,-0.00038219+0.00051613i,0.00030939-8.1218e-05i,0.0008246+0.00012349i,0.00023274+0.00012768i,0.00057654-6.6582e-05i,0.00093483+0.00058526i
0.0014418+0.0013712i,0.0013523+0.00021824i,0.0010683-0.00062173i,3.4022e-05-0.0012669i,-0.0011907-0.0010201i,-0.0011668-0.0010495i,-0.0011282-0.0014859i,-0.001102-0.00088784i,-0.00053942+0.00061332i,0.00031408+0.00096941i,0.00077087+0.00019832i,0.00010574-0.00025138i,-8.1231e-05-0.00022897i,0.00040499-0.00013405i,0.00038052+0.0002588i,5.7901e-05+0.00058168i,-7.9623e-05-0.00020625i,-6.6935e-05-0.00014424i,-3.9903e-05-7.7703e-05i,0.00039526-0.00068175i,0.00032954-0.00091024i,0.0002072-0.00022861i,-0.00033463-3.9939e-05i
0.001529-0.00010464i,0.00074454+0.00054148i,-5.803e-05+0.00018398i,-0.00053086+4.4176e-05i,-0.00055671+0.00030842i,-0.00075788+0.00033797i,-0.0010268+0.00015768i,-0.00077362+7.7529e-05i,-9.4049e-05+0.00033463i,-0.00025332+0.0004719i,-0.00059245+0.00029142i,-0.00079145+0.00016162i,-0.0015079-0.00044948i,-0.00068698-0.00085313i,0.00040357-0.00066196i,-0.00024381-0.0013875i,-0.00083023-0.0014009i,-5.4151e-05-0.0009557i,0.00021656-0.00086927i,-0.00068637-0.00058908i,-0.0011843-0.00043026i,-0.00067091+0.00025378i,-0.00034605+6.732e-05i
-0.00059793-0.0011398i,-0.0012471-0.0010912i,-0.0024589-0.0011028i,-0.0025435-3.2827e-05i,-0.0017859+0.00097488i,-0.0013254+0.00072552i,-0.0017451-0.00018472i,-0.0023493-0.00020366i,-0.0011475-0.00081726i,0.00012438-0.00084399i,4.9551e-05-0.00051384i,-2.3847e-05-0.00036385i,2.3212e-05-3.7e-05i,-0.00061094+0.00023745i,-0.00084105+0.0002693i,-0.00034052+1.8319e-05i,0.00024815+0.0001714i,-4.8587e-05-0.00036021i,-0.0003268-0.00010903i,-0.00020848-0.00015086i,-2.6817e-05-0.00048925i,3.9778e-05+0.0003536i,-0.0001748+0.00041616i
-0.0013603-0.0019603i,-0.0020192-0.0020444i,-0.0022035-0.00069024i,-0.0016421+0.0010317i,-0.0020467+0.0016125i,-0.0016195+0.00058095i,-0.00092788-0.00045901i,-0.0011043-0.0013011i,-0.00089706-0.0010734i,-0.00039101+0.00029804i,0.00013128+0.0010332i,0.00058709+0.00083203i,0.00028659+0.00031178i,0.00018164+0.00070707i,0.00050113+0.00055801i,0.00020002+8.3751e-05i,0.00053082+0.0002535i,0.00093709+0.00033723i,0.0003182-0.00027174i,7.5209e-05-0.00051507i,0.00032984+0.00014011i,-4.221e-05+0.00030372i,2.6074e-05+6.6715e-05i
-0.00017738-8.2469e-05i,0.00025251-0.00027023i,-0.00025163-0.00098005i,0.00028878-0.0006964i,0.001079+0.000322i,0.0012173+0.00050788i,0.00064836+0.00029393i,5.4241e-05-6.0057e-06i,0.00018814-0.00023154i,0.00010314+0.00027588i,0.0001097+0.00093011i,-0.00013504+0.00043131i,-0.00084915-0.00052187i,-0.00055484-0.00063929i,8.9279e-05+0.00014569i,0.00030909+0.0011147i,-0.00030056+0.0014208i,-0.00064859+0.0010807i,-0.00033486+0.00032009i,3.7238e-05+9.3896e-05i,-6.3447e-05+0.00037946i,8.3393e-05+4.6561e-05i,0.00058915+0.00025057i
-0.00056173+0.0012379i,-0.00098731+0.0012288i,-0.0010464+0.0017229i,-0.0004655+0.001529i,0.0002921+0.0012228i,-6.4064e-05+0.00024751i,-0.0013196-0.0013151i,-0.0015474-0.0016295i,-0.00079784-0.00030952i,0.00036946+0.00049809i,0.0010111+0.00032642i,0.00075694-0.00068236i,0.00057875-0.0014441i,0.00065516-0.00059926i,-6.4174e-05-0.00017164i,-0.0001854-0.00079757i,2.0719e-05-0.00063554i,-5.6403e-05+0.00015211i,-0.00017491+5.2094e-06i,-0.00010445+4.625e-05i,0.00021358+0.00017905i,0.00067469+0.00017294i,7.0997e-05+0.00027631i
0.0010877+0.00088333i,0.00024281+0.00089744i,-0.00115+0.00055878i,-0.0014574+0.0003122i,-0.00096213+0.00015946i,-0.0011657+5.6894e-05i,-0.0014254+0.00032012i,-0.0010046+0.00025896i,-0.0008469+0.00025167i,-0.00041566+0.00057559i,0.00011414-0.00027367i,4.4224e-05-0.00031723i,0.00022358+0.0011157i,0.00018563+0.00084526i,8.2452e-05+0.00012008i,-0.00014334-0.00011297i,-0.00018985-0.00014266i,-0.00019457+0.00012676i,-0.001062-0.00038541i,-0.0012234-0.00051468i,-0.00062369+0.00047756i,-0.00018343+0.00085876i,0.00022421+0.00051644i
-0.00074233+0.00010168i,-0.00062592-0.00067424i,-0.00097923-0.0012883i,-0.00079812+0.00070076i,0.00053413+0.0016161i,0.0016596+0.00051028i,0.0012886-0.00056904i,0.00022053-0.00041612i,-0.00035678-0.00052245i,-0.00057499-0.0002295i,-0.0007198+0.00022761i,-0.00038373+8.408e-05i,-0.0005843+0.00016683i,-0.00035691+6.7269e-05i,0.00065196-0.00017394i,0.0002671-0.00073005i,-0.00063683-0.00095685i,-0.00076166-0.00022666i,-0.00054309-0.00021652i,-0.00035004+2.1415e-05i,-0.00049241+0.00044843i,-0.00051212+0.00068433i,-0.00041186+0.00048946i
-0.0040917-0.00050859i,-0.0030172-0.00013245i,-0.0024035+0.0001221i,-0.001936+0.0013304i,-0.00040319+0.002696i,6.0862e-05+0.001833i,-0.00065847+0.00062805i,-0.00095379-3.52e-05i,-0.00060038-4.9344e-05i,0.00017122+0.00059566i,0.001084+0.00083867i,0.0014434+0.0004235i,0.00067556+6.6805e-06i,0.00061641+0.00046044i,0.0012284+0.00064857i,0.00063779-0.00014316i,-0.00030054-0.00027784i,0.00048969-0.00014496i,0.001151-5.7485e-05i,0.001032+0.00013699i,0.0010004+0.00075565i,0.00020135+0.0010721i,-0.0010512+0.00058203i
-0.0010241+0.00056959i,-0.0013328+0.0018849i,-0.0020085+0.0028771i,-0.00099381+0.0028683i,0.00077074+0.001393i,0.0015391+0.00026464i,0.00090176-0.00020817i,-0.00027464-0.00011907i,5.4676e-05+0.0001317i,0.00099536+0.00033657i,0.0008593+0.00085819i,0.00091389+0.00040311i,0.0013416+0.00022311i,0.000917+0.00092718i,0.00037718+0.0006101i,-9.1303e-06-0.00034522i,0.00053485-0.00083313i,0.001138-0.00087468i,0.00040775+0.00012987i,-0.00057555+0.00029736i,-0.00058953+0.0006995i,0.00029414+0.00094624i,0.00064179+0.00052605i
-0.00049983+0.0006597i,-0.00042897+0.00050811i,-0.00038737-0.00035193i,-0.0011406-0.00067922i,-0.0016469-3.5772e-05i,-0.0013921+0.0007707i,-0.00075185+0.00048538i,-0.00085802-0.00022871i,-0.00051454+0.00055169i,0.00073063+0.0006259i,0.00057143-0.00011682i,-0.00011591-0.00074346i,-0.00050766-0.00086308i,-0.00015775+0.00013831i,0.00073049+0.0006291i,0.0009431+0.00032944i,0.00096216-3.7854e-05i,0.001852+0.0001078i,0.0016458+0.00025552i,0.00031142+5.709e-05i,-0.00019863-0.00028028i,-0.00043998-0.00024377i,-0.00097956+0.0004182i
0.0026787+0.00043794i,0.0019251+0.00088716i,0.00035774+0.0015447i,0.00031006+0.0014425i,0.0013546+0.0014413i,0.00090718+0.0010732i,-0.00037096+0.00015746i,-0.0011433+0.00034693i,-0.00085978+0.00060127i,-3.2172e-05+0.00052857i,-2.2584e-05-0.00011592i,-0.00024701-0.00052336i,-0.00018383-0.00037068i,-0.00042677-0.00022602i,-0.00022409-0.00057889i,0.00073625-0.00062445i,0.0003636-4.1587e-05i,4.3445e-05-9.8744e-05i,0.00045196+1.7707e-05i,0.00020524+0.00027339i,6.1768e-05-0.0002826i,3.0532e-05-8.7115e-05i,-5.6613e-05+0.00034992i
-0.0014891+0.00011961i,-0.0016828-0.00044394i,-0.001541-2.2213e-06i,-0.0007251+0.00027384i,0.00011448-0.00020349i,0.00059323-0.00068156i,0.00086535-0.00097763i,0.0010921-0.00071731i,0.00072556+0.00014745i,0.00044157-0.00018785i,0.0012038-0.001301i,0.0011013-0.0007821i,8.6684e-06+0.00057169i,0.00016992+0.00068549i,0.00060387+0.00082945i,0.0002186+0.0007071i,-0.00014807-4.4259e-05i,0.00056169-9.4698e-06i,0.0012369+0.00031497i,0.00088764+0.00078754i,0.00045505+0.00069419i,0.00057255+1.1967e-05i,0.00061615-0.00050483i
0.0006176-0.00083732i,0.00040027-0.0010781i,9.2404e-05-0.00041556i,-0.0013678+0.00029525i,-0.0025997+0.00020238i,-0.0020858-0.0002232i,-0.00077151-0.00021454i,-0.00023839-0.00011708i,-0.00056943-0.00036749i,-0.00055628-0.00083705i,-0.00052495-0.00098406i,-0.00028956-0.00018907i,-4.551e-06+0.00055147i,0.00035727+0.00064174i,0.00013982+0.00017363i,-2.6957e-05-0.00058795i,0.00028721-0.00069091i,9.3813e-05-0.00032966i,-0.00058845-0.00022249i,-0.00063783-0.00037868i,0.00021783-0.00032441i,0.00024353+5.4022e-05i,0.00022058+0.00023991i
0.001149+0.0012854i,-0.00014025+0.00063796i,-0.00086032-0.00070913i,-0.001755-0.0013388i,-0.001097-0.0015233i,-0.00073832-0.0010262i,-0.00067579-0.00082984i,-0.00037544-0.00081097i,-0.000214-0.00064305i,-0.00044971-0.00058285i,-0.00017678-0.0011848i,-0.00027771-0.00083415i,-0.00073807+0.00039649i,-0.00084824+0.00051335i,-0.00056986+0.00012481i,8.877e-05+0.00041102i,0.00018599+0.0011257i,-2.1138e-05+0.0010821i,-0.00019736+0.00045234i,0.00010822+0.0002119i,0.0009296-0.00057057i,-6.2205e-05-0.0010989i,-0.0010656-0.0011494i
-0.0014617+0.00012443i,-0.00044899-0.00042192i,-0.0011927+0.00074097i,-0.0012+0.0026026i,-0.00036665+0.00243i,-0.00016373+0.00097333i,-0.00049437+1.5398e-05i,-0.00091039+0.00019647i,-0.00070579+0.00078906i,-0.00022387+0.0011525i,0.00061176+0.0008583i,0.0012144+0.00036868i,0.0011559+0.00048319i,0.00072831+0.00098581i,0.0005603+0.00065935i,0.00085629-0.00013683i,0.00032944-0.00044948i,-0.0003336-0.00067537i,-0.00063131-0.00047242i,-0.0003018+0.00029505i,-0.00016168+0.00067198i,-0.00021258+0.0006703i,-0.00031689+0.00034326i
0.00056568-0.00082871i,0.0010192+0.00016549i,-0.00056511+0.00071904i,-0.00099525+0.00050384i,1.0991e-05+0.00010716i,0.001086+7.1171e-05i,0.0014853-0.00057836i,0.00071232-0.0011818i,-0.00046281-0.00085449i,-0.00051912-0.00011819i,-8.6724e-06+0.00075438i,4.6879e-05+0.00076298i,7.0627e-05+0.00068134i,0.00029+0.00077413i,-1.4299e-05-5.5904e-05i,-0.00029798-0.00043153i,-0.00021167+0.00028814i,-0.00034736+0.00085618i,-0.00054714+0.0010979i,-0.0004958+0.00052865i,-0.00062886-0.00028433i,-0.0010129+5.4227e-05i,-0.00045248+0.0012262i
-0.0020945+0.0010179i,-0.0021528+0.0013422i,-0.0023774+0.0025105i,-0.0012418+0.0023994i,-6.5198e-05+0.00093735i,0.00065757-0.00046405i,0.00015044-0.00092313i,-0.0008576+9.1614e-05i,-0.0005767+0.0014804i,-0.00098551+0.0011987i,-0.0010891+0.00066154i,0.00035341+0.00063967i,0.00062696-0.0001091i,0.00044009-8.1617e-05i,0.0010858+0.00041795i,0.00097769+0.0008475i,0.00035065+0.00082376i,7.8904e-05+0.00072622i,-0.00027053+0.00064368i,0.00018452+3.5296e-05i,0.00061512-0.00044674i,0.00051491-0.00084522i,0.0007344-0.00062426i
-8.8773e-05-0.0012506i,-0.0012261-0.0011743i,-0.001421-0.001735i,-0.0014844-0.0010582i,-0.00090512+0.00024317i,-0.00028283+0.00099164i,-0.00038204+0.00026848i,-4.9906e-05-0.0006885i,0.00034064-0.00035607i,0.00013313-0.00051908i,-0.00018789-0.00060255i,8.2988e-05+0.00012759i,0.00027506+0.00081236i,-0.00017494+0.00070271i,-0.00029159+0.00038797i,-0.00014131+0.00021456i,-0.00020613+0.0003313i,-0.00051552+0.0011958i,9.1397e-06+0.00124i,0.00058754+0.00042837i,0.00077679+0.00023148i,0.00092142+0.00049536i,0.00037934+0.00036017i
0.00049682-0.00083708i,0.00046275+0.00013441i,-0.00040524+7.7053e-05i,-0.001295+0.0010689i,-0.00081812+0.0025194i,0.00014069+0.0020167i,-0.00049047+0.00063773i,-0.0010597-0.00046929i,-0.00073585-0.00096765i,-0.00048398-0.00049353i,-0.0002472+7.8763e-05i,-4.2689e-05+0.00022982i,0.00062044-0.00011554i,0.00094465-0.00013847i,0.00072187-2.2382e-05i,0.00026547-0.00091711i,-0.00025773-0.00051987i,-0.00014434+0.00049525i,-0.00050899+0.00054925i,-0.00089742+0.00026344i,-0.00055841-0.00029581i,-0.00040189-0.00035933i,-0.00045634+0.00032653i
-0.00043426+0.00045064i,-0.0011655+0.00037245i,-0.00050601+0.00018339i,3.2889e-05+0.00047589i,0.00010729+0.00081893i,-0.00022852+0.00056918i,-0.0010633-0.00032643i,-0.0013756-0.00080043i,-0.00086492-0.00013396i,0.00037747-0.00017203i,0.00055855-0.00027177i,7.2648e-05-0.00041591i,0.00019899-0.00074982i,0.00018722-0.0002808i,0.00045515+2.1212e-05i,0.00022844+0.00052694i,-1.2753e-05+0.00082658i,0.00015567+0.00046936i,0.00058056-0.00012541i,0.00070827-0.0002366i,0.00011981+5.7155e-05i,-0.00060737-7.2845e-05i,-0.00060983-0.00042406i
0.00029879-0.00058662i,-0.00055795-0.00076771i,-0.0021469-0.00015871i,-0.0029806+0.00050633i,-0.0016034+7.9626e-05i,0.00029035-0.0010356i,-0.00012395-0.00098819i,-0.00069872-0.00037728i,-0.00027538-0.00010191i,0.00049287-0.00016717i,0.00074585-0.00022758i,0.0004611+4.662e-05i,-0.00025088+1.6093e-05i,-0.0004476-0.00041421i,0.00050879-0.00057135i,0.00035053-0.00024182i,-0.00048176+0.0002737i,0.00019599+0.00060892i,0.00039014+0.0011242i,-0.00064364+0.00090315i,-0.00042287+0.00022447i,0.00015018+0.00045689i,0.0002039+0.00022462i
0.00033004-0.001216i,0.00011766-0.0012023i,-0.00038166-0.00044462i,-0.00078639+0.00083534i,-0.0010385+0.0016475i,-0.00055111+0.0012135i,-2.6484e-05+0.00087498i,-0.00044406+0.00035729i,-0.00053818-0.00015956i,-0.00058005+0.00022635i,0.00024775+0.00023837i,0.00089934+2.2911e-05i,0.00032308+9.2926e-05i,-0.00066559+0.00024466i,-0.00044513+0.00026987i,4.6919e-05+0.00018904i,0.00010019+0.00044192i,4.5106e-05+0.00045517i,-2.9588e-05-0.00024511i,-3.0203e-05-0.00060951i,-0.00052634-0.00013224i,-1.7273e-05-0.00025767i,0.00023244-0.00086496i
0.00039611+0.00097138i,-0.00011564+0.0012141i,-0.00016957+0.00068822i,-0.00043018-7.497e-06i,-0.00061398+6.5661e-05i,-0.00014834+0.00067748i,-0.00037776+0.0008697i,-0.00092307+0.00025278i,0.00012046+8.347e-05i,0.00076591+2.3664e-05i,0.00026138+0.00011319i,0.00025549+0.00059445i,-0.00022174+0.0001895i,-0.00069902-0.0005441i,-0.00010045-0.00071033i,0.00074538-0.00064407i,0.0010291-0.00077365i,0.0010808-0.00011256i,0.00042423+0.00069342i,-0.00052475+0.00064568i,-0.0005842+0.00082105i,-0.00070298+0.0010686i,-0.00074797+0.00056418i
0.00093621+0.00030573i,-0.00011616+0.00088069i,-0.00071003+0.00073784i,0.0003532+0.00084411i,0.0011914+0.00064937i,0.00017282-0.00089106i,-0.00019123-0.0014127i,-2.9192e-05-0.00071204i,-0.00017666-0.0005234i,-0.00022391-0.0011246i,-0.00045897-0.00099535i,-0.0010359-0.00012862i,-0.0012026+4.8145e-05i,-0.00032769+0.00020443i,0.00036575-4.6418e-05i,0.00024688-0.00069125i,-0.00019827-0.00044606i,-0.00092331+0.00012765i,-0.00093829-0.0001403i,-0.00067602-0.0001559i,-0.0005372+0.00026662i,-0.00050667+0.00033095i,-0.0012671+0.00011628i
0.00098472+0.0014247i,0.00077719-0.00015133i,-7.0349e-05-0.0012163i,-0.00075253-0.0019119i,-0.00064936-0.0013793i,-0.00016708-0.0005189i,-0.00035649-0.00038115i,0.00018949+0.00044199i,0.00077144+0.00082055i,0.00084072-1.1557e-05i,0.00076936-0.00033816i,0.0012625-0.00068004i,0.0011002-0.00031135i,-0.00012548+0.00022477i,-0.00043161-0.00053361i,-0.00033687-0.00040734i,-0.00019599-4.0396e-06i,0.00057802+9.5363e-05i,0.00026657+0.00069959i,-0.00044913+0.00060053i,-0.00059403-0.00036691i,-0.00037004-0.00044685i,0.0001682-0.000184i
