-0.002911+0.0011058i,-0.0025107+0.0015908i,-0.0021606+0.0035555i,-0.00072025+0.0030476i,0.00065339+0.0026496i,0.0012135+0.0030626i,0.00084157+0.0026201i,0.0013364+0.00083526i,0.0017971-0.000163i,0.00099592-0.00061007i,0.00068728-0.0010413i,0.00059094-0.0012322i,-0.0003695-0.00054509i,-0.00080134-0.00037264i,0.00082082-0.0011224i,0.00096199-0.0009553i,-0.000381-0.0003723i,-0.00034185-0.00019007i,0.00026108-0.00046235i,0.00061395-0.00041999i,0.0009398-0.00039158i,0.00068757-0.0007784i,0.00012702-0.00088661i
0.00076046+0.00060001i,5.1663e-05+0.00014373i,0.0006264+9.6768e-05i,0.0014618+0.00073922i,0.0018637+0.001685i,0.0017441+0.0019069i,0.0013447+0.0005753i,0.00092301-0.00033019i,0.00033365-0.00015622i,-0.00055246+1.3934e-05i,-0.0009449+0.00018226i,-0.00043603+0.00023864i,0.00060979-0.00019534i,0.00095473-0.0001979i,0.00042149+0.0001883i,0.0001127+0.00010652i,0.00010397+0.00031437i,-0.00011732+0.00051963i,-7.5915e-05+5.9394e-05i,0.00036074-0.00021417i,8.5696e-05+4.4251e-05i,-0.00027519+0.000592i,0.00027739+0.00020039i
0.00026141+0.0017608i,-0.00020893+0.0014495i,0.00099038+0.0017495i,0.0031254+0.0018789i,0.0036754+0.0013492i,0.0022302+0.00033766i,0.0014674-0.00016408i,0.00076335+0.0005621i,7.9766e-05+7.2612e-05i,0.00054411-0.00077317i,0.0011463-0.00060699i,0.00077171-0.00018814i,0.00067107-0.00011723i,0.00094378-0.00063305i,3.0147e-06-0.0012229i,-0.0011258-0.00064042i,-0.00058676+0.00016861i,0.00020551+0.00037467i,5.5681e-06+9.021e-05i,-0.00016655-2.3443e-05i,-0.00037144-0.0002088i,-0.00034105-0.00071162i,0.00038816-0.0011213i
0.00052299+0.00045389i,0.00094609+0.00075875i,0.0019029+0.00054602i,0.0033065+0.0003626i,0.0032818+0.0012144i,0.0019489+0.0011384i,0.0013268+0.00070837i,0.00081652+0.00065228i,0.00015238+0.0001848i,5.5143e-05+7.7141e-05i,-0.00058835+0.00012548i,-0.00067137+0.00045436i,-0.00020377+9.4387e-05i,0.00048766-0.00022574i,0.00090315+0.00037719i,-5.9321e-05+0.0002153i,-0.00060008-0.00013099i,0.00021204-0.00043265i,0.00058913-0.0010988i,0.00052883-0.0011131i,0.00015351-0.00070252i,-0.00079907-9.4708e-05i,-0.0014294+0.00011887i
-0.001799+0.00069282i,-0.00076885+0.00098212i,-0.00024563+0.0012804i,0.0015072+0.0022138i,0.002546+0.002386i,0.001984+0.0020731i,0.0011631+0.0011119i,0.0003385-0.00056446i,-0.00015154-0.0011939i,-0.00051491-0.00076447i,-0.00012089-0.00033305i,0.00018693-0.00017367i,0.00018265+2.8904e-05i,0.00077888-0.00010054i,0.00086813-0.0003988i,0.00075456-0.00041272i,0.0010486-3.4826e-05i,0.00057231-0.00013597i,0.00040007-0.00044747i,0.00044228-0.0001183i,0.00030362-0.00018618i,0.00024509-2.093e-05i,-0.00015751+0.00078181i
-0.00077648+0.00058056i,-0.00056813+0.00068804i,0.00091179+0.001576i,0.0015245+0.0012629i,0.0016199+0.0007925i,0.00099236+0.00086679i,0.00035181+0.0008162i,0.0008129+0.00063465i,0.00017742+4.2096e-05i,-0.00060931-0.00077992i,-0.00038779-0.00089382i,0.00033417-0.00065087i,0.00043185+0.00029386i,-0.00014675+0.00093i,-0.00059632+0.00017577i,-0.0004803-0.00061882i,-9.2566e-05-0.0011527i,0.00041456-0.00053512i,0.0002365+0.00071753i,-0.00024973+0.00024302i,3.8022e-05-0.0003786i,0.00024874-0.00037302i,-0.00031167-0.00057691i
0.00019884+0.00014754i,-0.00023125+0.0010135i,0.00097939+0.0016842i,0.0020214+0.0019651i,0.0025349+0.0014694i,0.0016689+0.00024683i,0.00107-0.00020779i,0.0010262+5.5e-05i,0.00029637+0.00012796i,-0.00025206-0.00017858i,-0.0005347-0.00051037i,-0.00031128-0.00074417i,0.00023379-0.00058351i,0.00021192-0.00024193i,-9.6695e-05+1.9522e-05i,-0.00028838+3.1912e-05i,-0.00014476-0.00020286i,4.6887e-05-0.0006917i,-0.00061765-0.00071995i,-0.00012263-0.0006215i,0.0012276-0.0003301i,0.00058342+0.00013803i,-4.0918e-05-0.00022285i
0.0031041+0.00096665i,0.0035089+0.00065994i,0.0027838-0.00028345i,0.002281-0.00051675i,0.0025866+0.0003516i,0.0026993+0.00038707i,0.0018761-0.00050329i,0.001236-0.00023613i,0.0010708-4.1289e-05i,0.00061729+3.513e-06i,-0.00038964-0.00014306i,-0.00044524-0.00084369i,0.00010899-0.00069394i,-3.6821e-05-0.00037264i,-0.00026744-0.00038728i,8.1272e-05+2.8418e-05i,0.00020018+0.0007314i,-0.00026813+0.0008613i,-0.00048496+0.000697i,4.9361e-05+0.00042695i,-9.2094e-05+8.0787e-05i,-2.5991e-05-0.00033414i,0.00022975-0.00074185i
-0.00028165+0.00014124i,-0.00055779+0.0010351i,-0.00037304+0.00087848i,0.0010574+0.00064094i,0.0014146+0.00054311i,0.0014487+0.00020726i,0.0016649+0.00078512i,0.00093071+0.0010271i,0.00038219+0.00071306i,0.00079713+2.9873e-05i,0.00063888+9.7866e-05i,0.00031469-0.00023449i,0.00088178-0.00049384i,0.0012442-0.00044636i,0.00091317-0.00020105i,0.0005631+0.00043085i,0.00078805+0.00047428i,0.00070133+0.00048933i,0.00028687+0.00050786i,-0.00028873+8.7593e-05i,-0.00038541-0.00046286i,0.00014815-6.1872e-07i,1.7509e-05+0.00076776i
-0.00010383+0.0025615i,0.00048963+0.003775i,0.0021437+0.004828i,0.0034956+0.0039489i,0.0036915+0.0018216i,0.0020681+0.00067978i,0.00078017+0.00031165i,0.00064991-0.00021093i,0.00031958-0.00088652i,0.0009301-0.0005901i,0.0018332-0.00023676i,0.00090282-0.00074576i,-0.00026154-0.0011573i,9.0453e-05-0.0014213i,2.8199e-05-0.0016355i,-0.0001218-0.0012151i,0.00028488-0.00066752i,0.00042682+2.0573e-05i,8.1591e-05+0.0008237i,-0.00052715+0.00061024i,2.4847e-05-0.00052646i,0.00054122-0.0011084i,-0.00010965-0.00089252i
-0.0011427-0.0013528i,-0.00010869-0.0018087i,0.0013406-0.0010754i,0.0011579-0.00013016i,0.001078+0.00016793i,0.0015299+0.0003397i,0.00075599+0.00016133i,0.00033049+0.00012907i,0.00039042+0.00086227i,0.00020869+0.0014307i,0.00056979+0.00091242i,0.00046838+0.0005052i,0.00047006+0.00061707i,0.0010153+0.00022055i,8.69e-05+0.00036316i,-0.00084711+8.4137e-05i,1.1989e-05+3.5918e-05i,0.00020946-0.00044308i,0.00013571-0.00089211i,0.0003965-0.00013491i,1.5383e-05-0.00059764i,0.00027278-0.0010096i,0.00083446-0.00030477i
-0.0028903+0.00049607i,-0.0020143+0.0013231i,-0.00088037+0.0030887i,0.00089377+0.0036091i,0.0028051+0.0036404i,0.0027777+0.0029585i,0.0016585+0.0015413i,0.0010408+0.00028754i,0.00070858-0.00043263i,0.00047478-0.0010795i,-4.3451e-05-0.0010252i,0.00015702-0.00041121i,0.00056501-0.00031844i,0.00056501-0.00049045i,0.0003841-0.00048779i,9.2188e-05-0.00066331i,0.00026534-0.0012868i,0.00026754-0.0014229i,0.00056052-0.0002753i,0.0011016+0.00036947i,0.00059243-0.00011586i,-0.00015765+0.00067641i,-0.00046661+0.00094222i
-0.00012964-0.0012635i,-0.00082689-0.001053i,0.0001775-0.00088568i,0.0011749-5.5105e-05i,0.0014087+0.00054229i,0.0012051+0.00062411i,0.0014644+4.8185e-05i,0.0006644-0.00033412i,-0.00051117-0.00065832i,-0.00010426-0.0011695i,-4.6567e-05-0.00099959i,-0.0010166-0.00056882i,-0.0014289-0.00030996i,-0.00097167+3.4746e-05i,-0.00024463+0.00014527i,0.00049072-0.00013339i,0.00072313-3.4362e-05i,0.00090954+0.00045101i,0.0011963+0.00037502i,0.0011158-5.7644e-05i,0.00060992-0.0001155i,7.0578e-05+0.00011934i,0.00019759-0.00069087i
-0.00044472+0.00090832i,8.143e-06+0.0011864i,0.00088512+0.0018735i,0.0017349+0.0020909i,0.0016954+0.002287i,0.0020785+0.0020984i,0.0022822+0.0015978i,0.0019391+0.0012697i,0.0013124+0.00063201i,0.0011224-0.00014317i,0.00094517-0.00042637i,0.00019576-0.00033979i,2.3024e-05+0.00049729i,0.00043422+0.00076435i,0.00024441+0.00020428i,-0.00066894-0.00072867i,-0.00043652-0.00049926i,0.00069035+0.0003301i,0.00062724+0.00020625i,-9.4356e-05+0.00042907i,-0.00035321+0.00079463i,1.0547e-05+0.00047993i,0.00024815+0.00070004i
0.00073589+4.3568e-05i,-0.00013206-0.00075338i,9.6144e-05-0.00098359i,0.00097792-0.00017366i,0.0021701+0.00097624i,0.0017078+0.00097977i,0.00027689+4.7577e-05i,-0.0001962-0.00058007i,-0.00081393-0.00090503i,-0.00064754-0.00070645i,7.2265e-05-1.0346e-05i,-7.1918e-05+0.00049889i,0.00010293-2.1496e-05i,0.000602-0.00052859i,-0.00027495-9.9379e-05i,-0.00089861-0.00015763i,-0.00066094-0.00070682i,0.00014621-0.00037766i,0.00018967-0.00035497i,-0.00037373-0.0006518i,-0.00065262-0.00066695i,-0.00039695-0.00061957i,2.7579e-05-0.00010239i
-0.00028897+8.3949e-05i,0.00025555+0.0011849i,0.0014062+0.0012332i,0.0023586+0.00084361i,0.0018012+0.00046476i,0.0011057+4.0074e-05i,0.00061752+0.00038959i,0.0002177+0.00029255i,-0.00032311-0.00034495i,-0.00034798-0.00043773i,-8.1619e-05+5.1866e-05i,2.392e-05-0.00042643i,0.0004206-0.00093992i,0.00037138-0.00057457i,0.00032171-5.5795e-05i,0.00022244+0.00010478i,0.00020625-0.00039991i,0.00030662-0.00016721i,0.00057601+0.00067363i,0.00094106+0.00046701i,0.00025725-0.0003981i,-0.00016537-0.0012436i,0.00055102-0.001452i
-0.00066631-0.00031443i,6.3976e-08+0.00028998i,0.0019825+0.0016579i,0.0028316+0.0027261i,0.0022441+0.0023878i,0.0013423+0.001754i,0.00072025+0.00068624i,0.00048322+5.3144e-05i,0.00053341-9.132e-05i,0.00019897-0.0012766i,0.0001796-0.0015608i,7.579e-05-0.0010939i,-0.0003913-0.00085345i,-0.00072001-0.00012389i,-0.00082182+0.00043221i,-0.0012374+0.00041057i,-0.0013444+0.00064597i,-0.0010533+0.00017007i,-0.0004991-0.00037134i,0.00036917-0.00035574i,0.00037325+0.00014347i,-1.3559e-05+0.0004902i,0.00043715+0.00048835i
0.00039176-0.00072083i,0.00025018-8.874e-07i,0.0010541-0.00013903i,0.00090889-0.00015953i,0.0002422+0.0005206i,0.0012975+0.0010066i,0.0020483+0.00042731i,0.0012323-0.00020761i,3.394e-05-6.3613e-05i,-0.0005948+0.00025017i,-0.0010382-0.00014518i,-0.00069806+0.00035821i,0.00053044+0.00071558i,0.00090538+0.00045053i,0.00074614+0.00072061i,8.9576e-05+0.00082727i,-0.00063767-3.7979e-05i,-0.00054233-0.00025659i,-0.0006425-4.9401e-06i,-0.00037065+1.1981e-05i,-0.00019499-9.0568e-06i,-0.00061873+0.00017063i,-0.00017028+0.00099878i
0.00017495+0.002361i,0.00044734+0.0032736i,0.00090481+0.0031673i,0.0014022+0.0025585i,0.0014404+0.0014617i,0.00094483+0.0011672i,0.00059728+0.0011973i,0.00037544+0.00068465i,0.00049054+8.3097e-05i,0.00028566-0.00027683i,-5.321e-07-0.00055151i,-7.0228e-05-0.00015297i,-0.00020955+0.00011784i,-4.5713e-05-3.5262e-05i,-8.7848e-05+0.00030699i,-0.0006519+0.00047709i,-0.00051098-9.2981e-05i,-0.00042815+0.00043632i,-0.00076282+0.0012016i,-0.00085256+0.00072828i,-0.00072256+0.00058238i,-0.00086658+0.00032327i,-0.0007281+0.00045457i
-0.00083858+0.0014437i,-0.00070057+0.0012508i,0.00056916+0.00035775i,0.0015554+0.00030175i,0.0030838+0.0010835i,0.0038451+0.0016828i,0.0020403+0.0013988i,5.5174e-05+0.00038128i,-0.00048283+3.6022e-05i,-0.00021694+0.00011419i,-0.00024039+8.1248e-05i,-0.00047898+8.99e-05i,-0.00023184+0.00010606i,-0.00037942+0.00022479i,-0.00020117+1.2054e-05i,4.0521e-05+0.00013134i,-0.00037725+9.5623e-05i,0.00025323-0.00041447i,0.0005005-0.00019297i,-0.00040522-0.00020686i,-0.00039777-0.00062466i,4.3626e-05-0.00070785i,-0.0003042-0.00063599i
-0.001359+0.00056087i,-0.00087514+0.0020088i,-0.00034667+0.0029989i,0.00040485+0.003271i,0.0020562+0.0028134i,0.0026781+0.0020967i,0.0019223+0.0010098i,0.00048136-0.00058074i,-0.00012412-0.0013675i,-6.1813e-05-0.00080009i,3.7275e-05-0.0003594i,-8.8478e-05+0.0001952i,0.00015298+0.00010255i,0.00072115-0.00093932i,0.0013639-0.0012089i,0.0010729-0.0013501i,6.7233e-05-0.0011981i,-4.1123e-05-0.00083106i,0.00058472-0.0013265i,0.00068777-0.0016267i,3.2767e-05-0.0010853i,-0.00098298-0.00025107i,-0.0011143+0.00032785i
-2.597e-05+0.0019956i,0.00066596+0.0015926i,0.0011737+0.001532i,0.0020683+0.0013482i,0.0023973+0.0013722i,0.0018637+0.00091266i,0.00087248+8.4571e-06i,0.00013083-0.00050814i,0.00054405-0.00090955i,0.0011191-0.00063706i,0.00053715+0.00014865i,0.00021954-0.0001338i,0.00012613-0.00063401i,0.00048938-0.00060906i,0.0011504-0.00052041i,0.00087822-0.00046626i,0.00068857-0.00052403i,0.00024905-0.00021462i,-0.00057696-0.00013534i,-0.0013218-0.00051976i,-0.00082992-0.00050356i,-2.6344e-05+0.00043482i,-2.8877e-05+0.00080373i
-0.0026085+0.00028117i,-0.0022166+0.0012999i,-0.00066491+0.0025457i,0.0013203+0.0032553i,0.0019774+0.0032705i,0.0017354+0.0017285i,0.0012763+0.00043152i,0.00028539+0.00018497i,-0.00040357+0.00058226i,8.0231e-05+0.00071658i,0.00095464+0.00012512i,0.00086496-0.00046819i,0.00028512-0.00023868i,2.1531e-05-0.00044205i,8.3172e-05-0.00095076i,0.00041678+0.00011516i,0.00098027+0.00074259i,0.0012734+0.00033121i,-7.5161e-05+0.00035957i,-0.0011722+0.00034916i,-0.00067274-1.3626e-05i,-0.00091533-7.7823e-05i,-0.00081924-0.0002775i
-0.0024201+0.00037796i,-0.0013129+0.00080201i,0.0011421+0.0018943i,0.0021602+0.0027559i,0.0026154+0.0023867i,0.0019567+0.0011121i,0.0012833+0.00019688i,0.0008893-0.00026409i,-0.00043209-0.00054088i,-0.00090744-1.2821e-05i,-0.00068597+0.00018608i,0.00025684-2.182e-05i,0.0011912-0.00016861i,0.0016285-0.00018912i,0.0013678-0.00025349i,3.9702e-05+0.0001859i,-0.00079576-0.00041283i,-0.00048167-0.0012699i,-0.00042984-0.0004898i,-0.00042894+5.9442e-05i,0.00025215+0.00012161i,0.00020226+0.00020702i,-2.5402e-05+6.6448e-05i
0.00027552-0.00032312i,0.00025263-0.00022353i,0.00065109+0.00096854i,0.0010233+0.0010043i,0.001434+0.00015187i,0.0024025-1.2971e-05i,0.0018009-2.518e-05i,0.00032369-0.0007288i,7.6462e-05-0.00086923i,0.00050203-0.00036057i,0.00076879+0.00028935i,0.00025123+0.00021031i,-7.647e-05-0.00064727i,0.0004455-0.00050762i,0.00050397-0.00039352i,0.00035168-0.00015001i,-0.0003587+0.00060459i,-0.00081914+0.00036754i,-0.00050223-0.00078271i,-0.00056426-0.00064804i,1.7454e-05+0.0001285i,0.00020516+0.00013191i,3.6848e-05-5.0268e-05i
-0.0014268+0.0005895i,-0.00068003+0.0012858i,0.00086333+0.001719i,0.001712+0.0019575i,0.0012322+0.0017682i,0.0002898+0.0016059i,9.5399e-05+0.00061975i,0.00063709-0.00016274i,0.00043355-0.00085325i,0.00037098-0.0010071i,0.00029501-0.00016509i,-0.00014849+0.00012364i,1.1696e-05-0.00013514i,-0.00015655-0.00080478i,-0.00045397-0.0010292i,1.879e-05-0.00071538i,0.00044536-0.00027163i,0.00047945-5.97e-05i,0.00087263-0.00010911i,0.0011825-1.7481e-05i,0.00083245-0.00051157i,0.00025078-0.00051825i,-0.00010453-0.00012599i
-0.00041386-0.002296i,-0.00035237-0.001728i,0.00090102-0.0010102i,0.0017426-0.00061489i,0.0022721+0.00021911i,0.0014403+0.0011986i,8.4244e-05+0.00060181i,9.4659e-05+0.00015072i,-0.00023392+0.00040366i,-0.0010962+0.00012578i,-0.00031262+0.00059451i,0.00071926+0.0012398i,0.00088199+0.00088945i,0.00073566+0.0006203i,0.00022377+6.0091e-05i,0.00041876-0.00028512i,0.0005174-8.3208e-06i,0.0002727+0.00015311i,0.00039966-0.00014522i,0.00011786-0.00034157i,0.00061301-0.00046254i,0.0010622-1.4938e-06i,6.3904e-05+0.00055398i
-0.00025777+0.00015977i,0.00048735+0.0010835i,0.0010888+0.0019999i,0.0021006+0.0023856i,0.0027354+0.0021525i,0.002605+0.00075121i,0.0012556-0.00038996i,0.00033962-8.0673e-05i,0.00025393+0.00041896i,0.00028963+4.675e-05i,0.00077122-2.0203e-05i,0.00050675-0.0005494i,0.00015107-0.0015001i,0.00055955-0.00082926i,0.00040976-1.4871e-05i,-0.00032585+1.6194e-05i,0.00030104+8.6128e-05i,0.00046113+1.0426e-05i,-0.00012692+0.0002929i,0.00010269+0.00029214i,0.00018046-0.00065459i,-4.2492e-05-0.00051454i,-6.2308e-05+0.00053963i
0.00099542+0.00020952i,0.0012888+0.00026328i,0.0024765-0.00062356i,0.0026752-0.0012173i,0.0012753-0.001182i,0.00084542-0.00060597i,0.0013161+0.00053917i,0.001131+0.00055818i,0.00020611-4.6099e-05i,-0.00039435-0.00029985i,-1.6838e-06-0.00066115i,0.00053083-0.00046005i,0.00040192+0.00034193i,-2.2606e-05+0.00029251i,-0.00015839-1.3094e-05i,0.00030628-0.00065033i,0.00033529-0.0015182i,0.00026516-0.0010248i,0.00032192+0.00019109i,-2.9469e-05+0.00055652i,-0.00014372-0.00015551i,0.00036625-6.141e-05i,0.00054189+0.00031787i
0.00067393-0.00026941i,0.00027621-0.00024955i,-0.00011679+0.00010304i,0.0001313+0.0015065i,-0.00029032+0.0019982i,-0.00055884+0.0011342i,0.00014333+0.00039433i,0.00027754+0.00027435i,-0.00040168+0.00022881i,-0.00045043-0.00052858i,0.00033142-0.001049i,6.5447e-06-0.00013649i,-0.00020908+0.00049522i,0.00041866+0.00024157i,0.00073909+4.2071e-05i,0.0003914+0.00026886i,-0.00028164+0.00018345i,-0.00059333+0.00014677i,-0.00018068+5.8097e-05i,-7.6801e-05+2.9292e-05i,-0.0001206+0.00022855i,0.00030845-0.00043326i,0.0010581-0.0011792i
-0.0019039-0.0018631i,-0.0017578-0.00066441i,-0.00092099+0.0011174i,0.00090429+0.0016934i,0.0027306+0.0017064i,0.0034541+0.00089017i,0.0030581-0.00011409i,0.0016873-0.00048161i,-8.7738e-05-0.00055364i,-0.00059987-0.00012457i,0.00028002+0.00038214i,4.0287e-05+0.00018886i,-0.00062814-0.0002535i,-0.00046433+2.2187e-05i,-0.00016865+5.5633e-05i,-0.00029292-0.00053019i,-0.00074291-0.00087093i,0.00026239-6.5395e-05i,0.0006712+3.531e-05i,0.00025396-0.00058082i,0.00031127-0.00031846i,-2.4246e-05+0.00050197i,-0.0010611+0.00034898i
0.00055084-0.00046167i,0.001451-0.00049563i,0.0011877-0.00025343i,0.0015959+0.0010464i,0.0024693+0.0019904i,0.0021411+0.001217i,0.0015836-7.4182e-05i,0.0014549-0.00046219i,0.00082316-0.00031171i,0.00046298+0.00046212i,-4.2429e-05+0.00074687i,-0.00069467+0.00077784i,-0.00041229+0.0009264i,-0.00015175+0.0011652i,-0.00014323+0.0008469i,-0.00010493+0.00023615i,-0.00029395+2.6265e-05i,-0.00067667+8.8983e-05i,-0.00072033-0.00014938i,-0.00094488+6.6096e-05i,-0.00096625-0.00010208i,-0.00058839-0.00031842i,-0.00039699-0.00011319i
0.000318+0.0019891i,0.00010946+0.0014173i,-0.0002887+0.0015086i,-0.00011124+0.0023567i,0.00053951+0.0026795i,0.00082701+0.0016172i,0.0014617+0.00029502i,0.0011339-0.00025274i,0.0005977+4.877e-05i,0.00017902+0.0004288i,-0.0003032+0.00035189i,-0.00065052-6.0487e-05i,-0.00076411-0.00019034i,-0.00041592-0.00034524i,9.2929e-05-0.0013787i,-3.6653e-05-0.0012214i,0.00017996+3.7079e-05i,0.00023978-0.00026839i,-0.00027342-0.0011411i,-0.00026761-0.00055842i,0.00013431-0.00028385i,0.00065666-0.00074085i,0.00063461-0.00038705i
-0.0012734+0.0019585i,-0.00022732+0.0031509i,0.0011298+0.0032827i,0.0028469+0.0026109i,0.0035536+0.001981i,0.0031534+0.0013537i,0.0020376+0.00025982i,0.0011378-0.00045487i,0.00012176-0.00036732i,-0.00031776-9.0747e-05i,0.00056437+0.00066688i,0.00048412+0.00049244i,-0.00027308-0.00031216i,0.00048152-0.00016826i,0.00088648-0.00021247i,-0.00010165-0.00044115i,-0.00022368-0.00024563i,4.9649e-05+0.00037849i,-1.9516e-05+5.9698e-05i,0.00041729-0.00091687i,0.00014947-0.00037774i,-0.00052469+0.00067904i,-0.00057345+0.00050199i
0.0004415-0.0015146i,-0.00074008-0.0017668i,-0.00038417-0.0010782i,0.00060408-0.00036518i,0.0007795+0.00011807i,0.00042905+0.00041323i,0.00029974+0.000478i,0.00034372-0.00014339i,0.00020531-0.00086352i,-3.7639e-05-0.0011506i,0.00042981-0.0010139i,0.00057216-0.00090017i,0.00037376-0.00080079i,0.00088994-0.00095283i,0.00037462-0.0018759i,-0.00056065-0.0017458i,-0.00022887-0.0009047i,-3.0158e-05-0.00050593i,0.0005867-0.00023651i,0.00060009-9.8781e-05i,0.00035677-0.0007651i,0.00031765-0.00097666i,-9.7867e-05-0.0003236i
0.00021576+0.0005675i,0.00090107+0.00015199i,0.0012839+0.00074607i,0.002638+0.0013694i,0.0034199+0.0022809i,0.002832+0.0021856i,0.0018203+0.0010121i,0.0012873+0.0001291i,0.0007218+0.00010826i,6.9067e-05+0.00036597i,-0.00020317-2.4143e-06i,0.00022022+0.00077992i,0.00060396+0.00080951i,0.00075983-0.0001684i,-0.00017286-0.00076246i,-0.00042036-0.00071691i,0.00024176-9.0253e-05i,-0.00028817+9.5622e-05i,-0.00073237+5.6468e-05i,-0.00042004+0.00038818i,-0.00052288+0.00027354i,-0.00038898+0.00030203i,-0.0001501+0.0008203i
-0.0021076+0.0017211i,-0.0008853+0.0034595i,0.00069594+0.0038499i,0.0021558+0.0029585i,0.0030123+0.0024064i,0.0027272+0.0015461i,0.0010362-0.00047933i,-0.0002986-0.0011306i,-0.00064352-0.0001602i,-0.00052103+0.00014014i,0.00025732+0.0003125i,-5.0747e-05+8.0548e-05i,-0.00080146-0.00043601i,-0.00054023-0.00015079i,0.0002139-0.00019213i,0.00067115-0.00030796i,0.00015464-0.00029354i,-6.3235e-05-0.00023714i,0.00041103-7.5156e-05i,0.00037998-0.0003804i,-0.00013977-0.00062681i,-0.00032109-0.00059551i,-5.9912e-05-2.3064e-06i
-0.00014998-0.0012077i,-0.00054659-0.00089639i,0.000325-0.00073644i,0.0015049-0.00044502i,0.0017152+0.00039471i,0.001563+0.0012108i,0.0013274+0.00083139i,0.00040671+0.00035351i,-9.5038e-05-0.00011449i,0.00070331-0.00036531i,0.00054604+4.2067e-05i,0.00039131+0.00074722i,0.00097205+0.00082549i,0.00099548+0.00062485i,0.00084439-0.00034061i,0.00077983-7.4523e-05i,0.00054786+0.00063478i,0.00097311+0.00049518i,0.00062884+0.00068545i,0.00021694+0.00075707i,0.00026902+0.00018357i,-3.0605e-05-0.00015809i,0.00019353-0.00029907i
-0.00066315+0.0038058i,0.00081176+0.0035901i,0.0025422+0.0032847i,0.0030445+0.002715i,0.0026275+0.0016931i,0.0021072+0.0003889i,0.00069281-0.00051887i,1.7622e-05-0.00047484i,0.00059751-0.00046683i,0.0010996-0.00084597i,0.00085843-0.00076424i,0.00050224-0.00049841i,-0.00018965-0.00096114i,-0.00065238-0.0016591i,-0.00051085-0.0016633i,6.4996e-05-0.0013537i,0.00089144-0.00060957i,0.00060642+4.8915e-06i,-0.00012111-9.3859e-06i,0.00013333+0.00072144i,0.00017613+0.0015224i,8.8055e-05+0.0014256i,-0.00017112+0.00067927i
0.00012384+0.00013443i,0.00044828+0.00016633i,0.00067996+3.0696e-05i,0.0013437+0.00032022i,0.0016929+0.00051088i,0.0019248+0.0001452i,0.0012928-0.00017004i,0.0011172-0.00034605i,0.00099028+3.579e-05i,0.00039163-2.1934e-05i,2.0949e-05+1.2611e-05i,-0.00032966+0.00040781i,-0.00064486+0.0005045i,-0.00085779-0.00010141i,-0.00040957-0.0010037i,-7.0209e-06-0.00073861i,0.00034046-0.00037104i,0.00048905-0.00060593i,0.00026172-0.00021238i,0.00025124-0.00023959i,0.00020032+0.00011486i,-7.8319e-05+0.0005906i,-1.0678e-05+0.00026737i
-0.0012053+0.00089511i,-0.0009885+0.0014733i,0.00025848+0.0019489i,0.00077611+0.0015722i,0.0010577+0.00099135i,0.0019859+0.00051559i,0.002321+9.7696e-05i,0.0017138-0.0007052i,0.00067193-0.0010667i,-4.4159e-05-3.4551e-05i,-0.00012675+0.00075605i,0.00010096+0.00051839i,0.00022237+2.6141e-05i,0.00067564-1.2883e-05i,0.00028101-0.00030256i,-0.00027008-0.00063976i,-0.00022184-0.00052719i,-0.00011656-0.0004787i,0.00053505-0.00032994i,0.0012775-5.202e-05i,0.0011606-5.5211e-05i,0.00028198-3.6463e-06i,-0.00015013-0.00034027i
-0.0014942+0.00094126i,0.00039519+0.0021151i,0.0012924+0.0030016i,0.0019957+0.0036458i,0.0021457+0.0024899i,0.0018819+0.00074574i,0.0010267-0.00021364i,0.00049273-0.00035122i,0.00067938+0.00048526i,0.00066192+0.00037365i,0.00080951-0.00018692i,0.00053594-0.00062566i,-3.7084e-05-0.0011505i,-0.00034625-0.00098636i,0.00025294-0.00029612i,0.00092833+0.00041164i,0.00096579+0.00051763i,0.00080679+0.0004732i,0.00044167+0.00051012i,-3.8269e-05+0.00073851i,0.00013736+0.00047257i,9.808e-06+4.4773e-05i,-0.00022536-0.0005603i
0.0022694-0.00086149i,0.0011948-0.00086158i,0.0017537-0.00092592i,0.0024187-0.00018429i,0.0016556+0.00085491i,0.0018495+0.0015464i,0.0018646+0.0015534i,0.0014536+0.00058115i,0.0013756-0.00038497i,0.00066645-0.00050085i,-0.00068754-0.00051861i,-0.0018423-0.0002623i,-0.0019728+0.0010079i,-0.0017974+0.0023732i,-0.0011473+0.0019344i,-0.0002049+0.0010169i,-0.00029469+0.00055008i,-0.00053686+0.00020687i,0.00035718+0.00066372i,0.00034456+0.00043628i,-0.00022054-3.0884e-05i,-0.00014425-0.00020205i,-0.00035373-0.00031304i
0.00057865+0.0010385i,0.00053449+0.0017777i,-0.00010377+0.0022174i,0.0010091+0.0019046i,0.0024765+0.0012322i,0.0020965+0.00045183i,0.0018971-0.00073815i,0.0014284-0.0014898i,0.00017512-0.00068599i,-1.1934e-05-0.00011252i,0.00055919-0.00053947i,0.00032603-0.00070947i,9.3803e-05-0.00015882i,0.00025829+0.000155i,0.00021005-0.00032087i,0.00056874-0.00030864i,0.0011216-0.00021722i,0.0016113-0.00040435i,0.00096969-0.00047598i,0.00014464-0.00021411i,-4.0921e-05-6.3315e-05i,0.00027506+0.0002091i,0.00015066+0.00046021i
