-0.0023873-0.00088321i,-0.0011667-0.00072983i,-0.0021589-2.4334e-05i,-0.0022385+0.00027271i,-0.0021447+0.00013493i,-0.0018811+8.6046e-05i,-0.00076606-5.2555e-05i,0.00070746+0.00051618i,0.0012525+0.00082342i,0.0014584+0.0011881i,0.0020137+0.0007375i,0.0012863-0.00052432i,0.00022816-0.00085783i,5.2383e-06-0.00049292i,-0.00017519-3.3935e-05i,-0.00038328+0.00078354i,-0.00048782+0.00053662i,0.00030007-0.00022688i,0.00071146+0.00018739i,0.00026289+0.00020902i,0.00063974+0.00014099i,0.00071313-0.00010173i,0.00030785+0.00025133i
-0.0086335-0.027011i,0.031381-0.021072i,0.1233-0.0022825i,0.1751-0.0031844i,0.13207+0.020053i,0.076576+0.079171i,0.068067+0.07892i,0.056983+0.022947i,0.026124-0.0067393i,0.01138-0.0017803i,0.015636+0.012539i,0.023653+0.024891i,0.020956+0.026952i,0.010115+0.026209i,0.0036219+0.023576i,-0.00061089+0.011561i,-0.005808-0.0046627i,-0.0098782-0.016004i,-0.010293-0.016677i,-0.0049852-0.0085801i,0.0024485-0.00030943i,0.0071022+0.0040266i,0.0085624+0.0072833i
-0.010473+0.022336i,-0.064609+0.0081765i,-0.15824-0.0033521i,-0.19073+0.019953i,-0.10619+0.020354i,-0.020331-0.030908i,-0.023151-0.0484i,-0.043417-0.018313i,-0.034027-0.0039039i,-0.023564-0.011904i,-0.01967-0.027i,-0.016265-0.042831i,-0.013201-0.045391i,-0.01257-0.038409i,-0.017221-0.027069i,-0.022956-0.0067545i,-0.020569+0.015118i,-0.01094+0.025106i,-0.0023647+0.020249i,0.0016131+0.0094264i,0.0027229+0.00026759i,0.0040691-0.0060219i,0.0058278-0.01014i
0.016463-0.031208i,0.083508-0.00437i,0.1977+0.04291i,0.25424+0.027252i,0.16901-0.029033i,0.048292-0.028448i,0.019807-0.0048939i,0.034502-0.014061i,0.026284-0.020919i,0.0083487-0.0079545i,-0.0054113+0.011907i,-0.016202+0.031209i,-0.022171+0.038235i,-0.020928+0.03431i,-0.011184+0.029386i,0.0027229+0.023377i,0.015343+0.015722i,0.020799+0.0055864i,0.013224-0.0038712i,0.00080155-0.004961i,-0.006625-0.00054926i,-0.0067248+0.0029261i,-0.0020473+0.0059482i
0.0064993+0.035593i,-0.02782+0.0069929i,-0.12479-0.074011i,-0.21252-0.096631i,-0.20185-0.027863i,-0.13519+0.018397i,-0.10148+0.025404i,-0.08656+0.044039i,-0.05324+0.051802i,-0.013324+0.034698i,0.016378+0.0069386i,0.027249-0.017669i,0.02616-0.02303i,0.026594-0.01889i,0.024987-0.016266i,0.017579-0.014465i,0.006944-0.012486i,-0.0035755-0.0078533i,-0.0077661+0.00036239i,-0.0042017+0.0048496i,0.0019239+0.004889i,0.0033422+0.0023538i,0.0016621-0.0031197i
-0.023051-0.026655i,-0.003515+0.013964i,0.081797+0.096018i,0.17714+0.12027i,0.19627+0.068126i,0.16583+0.03351i,0.14939+0.018418i,0.12832-0.014192i,0.079234-0.034527i,0.028548-0.028634i,-0.0079251-0.010104i,-0.023481+0.012229i,-0.018135+0.02388i,-0.0099501+0.023607i,-0.0050132+0.018889i,0.0014318+0.012857i,0.0095088+0.0049534i,0.014078-0.0021782i,0.013183-0.0033681i,0.010348+0.00020332i,0.0070008+0.0015026i,0.0022671+5.6757e-05i,-0.0043128+0.0026006i
0.0051441+0.0055513i,-0.01669-0.05922i,-0.096247-0.17273i,-0.19139-0.21921i,-0.21344-0.16867i,-0.17531-0.12814i,-0.15452-0.11059i,-0.14016-0.067202i,-0.098036-0.020119i,-0.046354+0.0081288i,-0.0034748+0.017191i,0.023682+0.0079725i,0.032237-0.0037855i,0.032282-0.0085373i,0.028022-0.011577i,0.018468-0.015119i,0.0045139-0.018829i,-0.0081016-0.019629i,-0.011884-0.014584i,-0.0077014-0.0094203i,-0.0012073-0.0039862i,0.0045094+0.0010268i,0.011075+0.002623i
-0.011907-0.028957i,-0.013107+0.024554i,0.020841+0.16183i,0.089057+0.26198i,0.11993+0.25367i,0.10372+0.23477i,0.11022+0.21176i,0.12295+0.13667i,0.096827+0.058776i,0.052031+0.010454i,0.010344-0.012508i,-0.018383-0.011993i,-0.028124-0.0062803i,-0.030254-0.0060884i,-0.027591-0.0074589i,-0.021507-0.0075546i,-0.016758+0.0023338i,-0.010112+0.015502i,-0.0033381+0.016722i,-0.0019841+0.0080799i,-0.0026169-0.00037051i,-0.00096108-0.0054125i,-0.000269-0.0074781i
0.029465+0.039407i,0.051199+7.0503e-05i,0.038549-0.13441i,-0.011464-0.24758i,-0.027401-0.25914i,0.0086548-0.25938i,-0.0037011-0.25006i,-0.062102-0.17013i,-0.075664-0.075891i,-0.04993-0.019573i,-0.01596+0.0034755i,0.0086821+0.00028101i,0.013744-0.0095409i,0.013905-0.01116i,0.014151-0.0074125i,0.013121-0.0028434i,0.015068-0.0019256i,0.014091-0.0056476i,0.0080933-0.0074922i,0.0037822-0.0033062i,0.0023636+0.0037006i,1.6782e-05+0.0084834i,-0.0018038+0.0085237i
-0.041331-0.027755i,-0.084717+0.02429i,-0.10155+0.15894i,-0.074082+0.26114i,-0.080234+0.24511i,-0.15406+0.20382i,-0.16242+0.20056i,-0.072294+0.16831i,0.0026617+0.096049i,0.027725+0.034652i,0.022056+0.0011583i,0.0058953-0.0037961i,-0.0030324+0.0030369i,-0.0093922+0.00061955i,-0.015645-0.0073056i,-0.016866-0.0102i,-0.014784-0.0064636i,-0.012289+0.0008495i,-0.0083785+0.0073279i,-0.0039564+0.0080242i,0.00060022+0.0030554i,0.0034605-0.0022914i,0.0015043-0.0035644i
0.030413+0.027573i,0.088845-0.011184i,0.14687-0.13594i,0.15265-0.23232i,0.16412-0.19005i,0.23049-0.11417i,0.23455-0.11614i,0.13729-0.1295i,0.040855-0.096005i,-0.0074626-0.047439i,-0.016268-0.0092248i,-0.0036901+0.0060828i,0.0054317+0.0077018i,0.009377+0.012604i,0.010451+0.016554i,0.0067752+0.015628i,0.0077121+0.011384i,0.014446+0.0034403i,0.015374-0.0036673i,0.0095961-0.0038499i,0.0024844-6.7651e-05i,-0.0028471+0.0014482i,-0.0029554+0.0019897i
-0.028505-0.052777i,-0.091652-0.041446i,-0.16834+0.06436i,-0.18299+0.15144i,-0.17609+0.081179i,-0.22098-0.02744i,-0.22369-0.02454i,-0.13067+0.023343i,-0.040934+0.035206i,-0.0034519+0.025446i,0.0018392+0.0076301i,-0.010074-0.0013367i,-0.016866+0.0044783i,-0.013525+0.0052852i,-0.007783+0.0013381i,-0.0015483-0.0027637i,-0.0019605-0.0095447i,-0.0095601-0.012807i,-0.013192-0.0095413i,-0.0099784-0.0071251i,-0.0030798-0.0060955i,0.0030262-0.0032735i,0.0056103-0.00048946i
0.036814+0.064599i,0.11935+0.067299i,0.2141-0.021602i,0.21485-0.10549i,0.1387-0.018501i,0.13177+0.14727i,0.16101+0.17208i,0.11307+0.082268i,0.035258+0.012438i,-0.0042553-0.01145i,-0.011417-0.0089263i,-0.001325-0.0045248i,0.009531-0.0097362i,0.013168-0.010224i,0.012655-0.0050111i,0.0092739-0.00015815i,0.0060907+0.0050383i,0.0064116+0.0076953i,0.0066322+0.0048543i,0.0029594+0.0039499i,0.00076306+0.0062476i,0.0023914+0.005077i,0.003654+0.0009067i
-0.043963-0.056773i,-0.13487-0.077228i,-0.25092-0.01799i,-0.25296+0.062897i,-0.11886+0.0048419i,-0.029946-0.161i,-0.049572-0.21192i,-0.064067-0.12232i,-0.037762-0.027332i,-0.0072136+0.014707i,0.01245+0.014374i,0.012414+0.0039114i,0.003083+0.0033452i,-0.0004865+0.0017218i,-0.001433-0.0036292i,-0.0012342-0.0034162i,-0.00063999-0.0025028i,-0.0038741-0.0059789i,-0.0075113-0.0037018i,-0.0043353+0.002535i,0.0020128+0.0028636i,0.0038074-0.0010364i,0.00084562-0.0036025i
0.017204+0.063535i,0.098829+0.10867i,0.22232+0.074896i,0.23646-0.02092i,0.078055-0.023882i,-0.076305+0.08017i,-0.097095+0.12872i,-0.058391+0.077509i,-0.024308+0.018077i,-0.0042035-0.0069283i,-0.0049232-0.004167i,-0.0028559+0.0069005i,0.0087307+0.0074651i,0.015742+0.0032612i,0.017826-0.00044706i,0.01386-0.0042245i,0.0065799-0.0013143i,0.0038397+0.0065458i,0.0060337+0.0094988i,0.0051611+0.0061536i,0.00015614+0.0022794i,-0.0028549+0.0018901i,-0.0010784+0.0037545i
-0.0092393-0.084349i,-0.086536-0.1546i,-0.22117-0.1433i,-0.25603-0.025161i,-0.085699+0.051122i,0.11549+0.007445i,0.16729-0.044906i,0.12007-0.028288i,0.062926+0.0063265i,0.02508+0.01601i,0.016448+0.0087797i,0.013009-0.0031807i,-0.0031221-0.0089996i,-0.02014-0.0093436i,-0.025934-0.0078553i,-0.021571-0.0054977i,-0.013422-0.0058553i,-0.0066888-0.0082246i,-0.0042971-0.0075525i,-0.0037441-0.0029423i,-0.0012516-0.00019305i,0.0010741-0.00077431i,0.00054289-0.0018558i
0.011661+0.086608i,0.080684+0.18129i,0.21963+0.20874i,0.29001+0.088443i,0.1486-0.067881i,-0.064641-0.10063i,-0.1422-0.052342i,-0.10067-0.029152i,-0.040035-0.030642i,-0.0093187-0.030336i,-0.011396-0.026944i,-0.01663-0.01795i,-0.0064212-0.0067172i,0.0078706+0.0014481i,0.015797+0.0055133i,0.019808+0.0046634i,0.019286+0.0018467i,0.013695+0.0025965i,0.010938+0.0024669i,0.010994-0.00066947i,0.0082366-0.0005039i,0.0039307+0.0029917i,0.0018561+0.0064695i
0.0041129-0.08539i,-0.045635-0.19565i,-0.18219-0.26407i,-0.30294-0.16954i,-0.24988+0.032306i,-0.083612+0.15743i,0.020371+0.16229i,0.030065+0.11807i,0.0019851+0.064217i,-0.014275+0.030189i,-0.0028421+0.02345i,0.010476+0.019079i,0.0066732+0.0083067i,-0.0029214-0.0042199i,-0.010759-0.013741i,-0.017197-0.016238i,-0.016138-0.014484i,-0.008956-0.014746i,-0.0072601-0.014822i,-0.0091221-0.010134i,-0.0050247-0.0051481i,0.0027088-0.0062241i,0.0048131-0.0091275i
-0.026085+0.085321i,-0.0038882+0.21368i,0.11537+0.31771i,0.26646+0.26214i,0.29114+0.065792i,0.18788-0.106i,0.085818-0.1683i,0.036776-0.15079i,0.018493-0.090621i,0.010395-0.038143i,-0.0014944-0.022934i,-0.014039-0.018329i,-0.013398-0.0029789i,-0.0022554+0.013901i,0.0087265+0.022204i,0.012119+0.022907i,0.0075347+0.021523i,0.00036476+0.018002i,-0.00087072+0.014455i,0.0026645+0.012419i,0.0029392+0.0070598i,-0.0013926+0.0015179i,-0.0038049+0.00078384i
0.040747-0.097863i,0.046448-0.24058i,-0.041271-0.38414i,-0.20235-0.38399i,-0.28546-0.22169i,-0.2415-0.044246i,-0.15817+0.049923i,-0.094185+0.068499i,-0.051691+0.043206i,-0.026195+0.022391i,-0.010252+0.024734i,0.0034771+0.025204i,0.0096815+0.011552i,0.0059278-0.0058539i,-0.00054258-0.017026i,-0.0044742-0.022069i,-0.004125-0.022336i,-0.00074031-0.017391i,3.2958e-06-0.01263i,-0.0030927-0.010964i,-0.0047884-0.0074934i,-0.0026828-0.0015013i,0.0018788+0.00083735i
-0.047581+0.084922i,-0.085815+0.22745i,-0.045619+0.40143i,0.095792+0.46271i,0.21448+0.35466i,0.23632+0.19484i,0.20451+0.072868i,0.14348+0.01048i,0.074614+0.0049531i,0.036533+0.0070289i,0.024099-0.0082193i,0.01488-0.022366i,0.0060544-0.02209i,0.00048864-0.010013i,-0.0014289+0.0052712i,-0.00052317+0.017446i,0.00025196+0.02185i,-0.0029613+0.0184i,-0.0048905+0.015146i,-0.0025927+0.015764i,-0.00013831+0.01513i,0.00014074+0.011419i,-0.0021428+0.0074128i
0.062678-0.069446i,0.13543-0.20461i,0.15237-0.39062i,0.056449-0.49859i,-0.066331-0.44845i,-0.13405-0.31402i,-0.1661-0.17619i,-0.14776-0.068366i,-0.078914-0.019957i,-0.029358-0.0099844i,-0.017709+0.0014836i,-0.013851+0.015572i,-0.0058548+0.018671i,0.0031612+0.0093833i,0.0093496-0.0030262i,0.012767-0.0117i,0.015658-0.014507i,0.015951-0.012175i,0.013715-0.0095692i,0.011845-0.0095873i,0.0095605-0.010978i,0.0070737-0.0095504i,0.0048437-0.0057303i
-0.082581+0.055949i,-0.19366+0.17195i,-0.27256+0.33952i,-0.2378+0.45606i,-0.14964+0.44118i,-0.078544+0.34263i,-0.0062563+0.23057i,0.036709+0.1217i,0.021429+0.043982i,0.0035821+0.011527i,0.0095477-0.0027779i,0.01484-0.01283i,0.0091714-0.013401i,0.00079518-0.0061114i,-0.0035066+0.00060985i,-0.0080306+0.0037822i,-0.012839+0.0043935i,-0.01255+0.0013727i,-0.011091-0.00076225i,-0.010804+0.0010642i,-0.0088763+0.0029527i,-0.0056808+0.0021046i,-0.0033355-0.00014278i
0.089016-0.050898i,0.22228-0.14194i,0.34417-0.28144i,0.35402-0.38117i,0.292-0.36025i,0.22254-0.28384i,0.12451-0.22017i,0.038663-0.14059i,0.01445-0.062046i,0.0080342-0.025284i,-0.0076484-0.013238i,-0.017037-0.0039954i,-0.016325+0.0031596i,-0.0096127+0.0049731i,-0.00086226+0.0013218i,0.0073263-0.0048777i,0.012216-0.0082405i,0.011359-0.0059687i,0.0094493-0.0018591i,0.010876-0.00058965i,0.011846-0.0025179i,0.0091146-0.0038265i,0.0062941-0.0022931i
-0.09129+0.025899i,-0.24642+0.081876i,-0.41266+0.18166i,-0.46327+0.25233i,-0.40568+0.21854i,-0.3146+0.15364i,-0.18612+0.13441i,-0.063692+0.097722i,-0.018127+0.035865i,-0.014791+0.011751i,-0.0022032+0.01536i,0.013091+0.01466i,0.021461+0.0052737i,0.020889-0.0054777i,0.0098253-0.011099i,-0.0027737-0.010814i,-0.0094526-0.0075886i,-0.0083901-0.0049734i,-0.0062393-0.0040251i,-0.0095896-0.0029972i,-0.012767+0.00034126i,-0.011349+0.0039637i,-0.0071526+0.0050005i
0.093548-0.0022968i,0.2576-0.013046i,0.44243-0.04925i,0.50544-0.073907i,0.43571-0.023859i,0.34078+0.036182i,0.23361+0.011171i,0.10978-0.019446i,0.033338+0.00086305i,0.013088+0.011383i,0.0040715-0.001945i,-0.0069188-0.012057i,-0.014208-0.011365i,-0.015011-0.0039902i,-0.010846+0.0032153i,-0.0044252+0.0082147i,0.0018775+0.010282i,0.0022769+0.0080986i,0.00026851+0.0072286i,0.0035004+0.0099414i,0.0094536+0.009978i,0.011702+0.0054847i,0.0094769+0.0014146i
-0.1012-0.018626i,-0.26435-0.044432i,-0.44271-0.060861i,-0.48052-0.069567i,-0.37053-0.12297i,-0.26142-0.17329i,-0.19396-0.1208i,-0.1105-0.044734i,-0.038422-0.026273i,-0.013771-0.019865i,-0.0069283-0.0021948i,-0.0024382+0.0095784i,0.0021637+0.013079i,0.0078853+0.01064i,0.0083155+0.0033306i,0.0014842-0.0026878i,-0.0053098-0.0030562i,-0.0042556-0.00032208i,-6.7171e-05-0.0014396i,-0.00031149-0.0071386i,-0.0027816-0.011513i,-0.0041453-0.011037i,-0.0044171-0.0085408i
0.090745+0.030208i,0.24052+0.090647i,0.40512+0.14797i,0.42025+0.16558i,0.26251+0.18888i,0.11653+0.20797i,0.07074+0.1429i,0.033167+0.052605i,-0.0052929+0.022292i,-0.0010127+0.01744i,0.014532+0.00028689i,0.01735-0.015585i,0.0069358-0.020404i,-0.0093507-0.014743i,-0.014339-0.0027731i,-0.0068647+0.0060136i,0.0019385+0.0053223i,0.0044925-0.0011024i,0.00085017-0.0023776i,-0.0018593+0.0034029i,-0.001224+0.009146i,0.0010095+0.011249i,0.0023508+0.0095423i
-0.071643-0.050059i,-0.19737-0.15031i,-0.33613-0.25796i,-0.33674-0.2788i,-0.16414-0.2409i,-0.008294-0.213i,0.0099369-0.15354i,0.0010317-0.063141i,0.01851-0.017048i,0.012032-0.012746i,-0.0074096-0.0023093i,-0.013123+0.013367i,-0.0055223+0.020554i,0.0088346+0.01702i,0.018091+0.0050551i,0.016728-0.0063755i,0.0087981-0.0098113i,0.0017515-0.0049513i,0.0013344-0.001369i,0.0047195-0.0036008i,0.0061048-0.006973i,0.0045412-0.0081651i,0.001567-0.006116i
0.058633+0.067992i,0.15058+0.19336i,0.24524+0.3229i,0.22765+0.32262i,0.063048+0.21462i,-0.078515+0.14298i,-0.072747+0.10798i,-0.027965+0.047824i,-0.025442+0.0066044i,-0.022527+0.0076666i,-0.0054413+0.0085686i,0.0076076+0.0023029i,0.011209-0.0050081i,0.0061637-0.012048i,-0.0018675-0.010374i,-0.0045706-0.0024391i,0.00046049+0.0027504i,0.005614+0.00092846i,0.0026232-0.001768i,-0.0048879+0.00014623i,-0.0090378+0.0035485i,-0.0084651+0.0058604i,-0.005376+0.0055563i
-0.046498-0.073937i,-0.11074-0.21502i,-0.17735-0.35924i,-0.16963-0.33717i,-0.048281-0.15853i,0.077086-0.028475i,0.084447-0.0052318i,0.038575+0.0099443i,0.023501+0.021621i,0.017901+0.0036529i,0.0011748-0.011381i,-0.013941-0.011917i,-0.016897-0.0040353i,-0.0065658+0.0046438i,0.0059076+0.0042974i,0.0088144-0.003283i,0.0016764-0.0086074i,-0.0063061-0.0064276i,-0.0060286-0.001355i,0.00095631+0.0018042i,0.0089795+0.0024315i,0.013436-0.00068947i,0.012022-0.0032102i
0.02624+0.073944i,0.049988+0.22095i,0.074814+0.38254i,0.085979+0.36788i,0.045837+0.15606i,-0.029033-0.014789i,-0.045565-0.038472i,-0.0097253-0.032784i,0.0022984-0.036941i,-0.0035685-0.016613i,0.0063615+0.0026328i,0.018952+0.0038787i,0.018761-0.0044993i,0.0064213-0.014422i,-0.0087154-0.016134i,-0.015102-0.0078687i,-0.010006+0.0029249i,-0.00032478+0.0071631i,0.003841+0.0042552i,0.00072959-0.00067462i,-0.0046844-0.0041696i,-0.0090774-0.0040908i,-0.0089763-0.0017827i
0.00065789-0.079616i,0.02119-0.21982i,0.041044-0.3788i,0.012185-0.37618i,-0.03728-0.17582i,-0.032655+0.0047608i,-0.010078+0.034997i,-0.021278+0.018918i,-0.023403+0.021719i,-0.0021071+0.014673i,0.0047236+0.0010764i,-0.0020264-0.0039922i,-0.007285-0.00095048i,-0.0066358+0.0064352i,0.00047947+0.0091166i,0.0067183+0.0045591i,0.0062829-0.0023245i,0.0022852-0.0067366i,-4.0978e-05-0.0056089i,0.0010358-0.00078151i,0.0034264+0.0054924i,0.005862+0.0098217i,0.0066558+0.0089889i
-0.01261+0.071064i,-0.065819+0.19891i,-0.12203+0.34324i,-0.086047+0.35538i,0.029042+0.19289i,0.080945+0.023337i,0.053989-0.025389i,0.037962-0.014766i,0.028721-0.01402i,0.0042122-0.01149i,-0.0086899+0.00016522i,-0.0066066+0.0076438i,-0.0005067+0.0081681i,0.0037552+0.001205i,0.00088188-0.0067661i,-0.0052249-0.0058986i,-0.0071953+0.0022085i,-0.0044366+0.0088126i,-0.0015961+0.0077141i,-0.0001801+0.0017089i,-0.00022603-0.0057551i,-0.0019629-0.011157i,-0.0030092-0.011068i
0.029385-0.065765i,0.11089-0.17546i,0.21056-0.31018i,0.18788-0.35866i,0.026266-0.26315i,-0.084877-0.11822i,-0.078848-0.041339i,-0.058108-0.025216i,-0.045725-0.012607i,-0.020039-0.0011601i,-0.0048581-0.0041061i,-0.0044861-0.0073753i,-0.0059786-0.0023221i,-0.0049943+0.0079224i,0.00090019+0.015558i,0.0079875+0.013784i,0.011897+0.0039638i,0.010903-0.0060833i,0.0056135-0.0079508i,-7.9655e-05-0.0032513i,-0.002566+0.0022143i,-0.001729+0.0065463i,-0.00037047+0.0073269i
-0.041822+0.041809i,-0.15127+0.11253i,-0.29477+0.20513i,-0.31104+0.27018i,-0.15087+0.26124i,-0.0029184+0.18115i,0.027877+0.10018i,0.024698+0.063118i,0.025297+0.036447i,0.011428+0.0089123i,-0.00028969-0.00073997i,8.9092e-05-0.0016226i,0.004307-0.0038166i,0.0082894-0.0083285i,0.0078819-0.013112i,0.0025263-0.01366i,-0.0036918-0.0090799i,-0.0069556-0.0027087i,-0.0064196+0.00089665i,-0.0033745+0.0014783i,0.00156-0.00024876i,0.0049051-0.0038645i,0.0042191-0.0046814i
0.051033-0.032344i,0.16758-0.068222i,0.32477-0.11349i,0.36983-0.16883i,0.23891-0.21315i,0.083908-0.18598i,0.021262-0.11208i,0.0076483-0.068305i,-0.0032556-0.042606i,-0.0045371-0.011857i,0.0015933+0.0048586i,0.0034112+0.008794i,0.0019281+0.0086514i,-0.0024838+0.0059821i,-0.0052616+0.0057614i,-0.0016093+0.0080838i,0.0048004+0.0072081i,0.0080114+0.0032396i,0.0079452+0.00056163i,0.0061136+0.00025933i,-2.3826e-05+0.0017344i,-0.0063536+0.0044327i,-0.0066117+0.0058932i
-0.05034+0.015983i,-0.16979+0.021129i,-0.3399+0.016494i,-0.42428+0.047541i,-0.34021+0.12202i,-0.18736+0.14553i,-0.083695+0.099032i,-0.037893+0.061642i,-0.012391+0.041358i,0.00057259+0.015683i,0.0023033-0.00089541i,0.0035306-0.0059289i,0.0059424-0.0085324i,0.010772-0.0095007i,0.013049-0.011224i,0.0088947-0.013609i,0.00067225-0.013084i,-0.0058189-0.0094302i,-0.0080605-0.0047398i,-0.0072571-0.0012988i,-0.0017349+0.0019699i,0.0046525+0.0032118i,0.006345+0.0013803i
0.048428-0.0027438i,0.15449+0.032868i,0.31311+0.099253i,0.41766+0.11574i,0.38496+0.034179i,0.25877-0.039555i,0.13799-0.043705i,0.071223-0.03368i,0.034914-0.0287i,0.011349-0.015322i,0.00089211-0.0030604i,-0.0061113+0.0016583i,-0.012368+0.0044079i,-0.016209+0.0054401i,-0.017787+0.0047394i,-0.015999+0.0050505i,-0.010389+0.0065517i,-0.0032224+0.0077694i,0.0031661+0.0075367i,0.0060112+0.0053468i,0.0045565-8.4608e-05i,0.0010694-0.0047298i,-0.0014289-0.0042683i
-0.042916-0.015021i,-0.12264-0.081868i,-0.23853-0.20045i,-0.32598-0.26813i,-0.32942-0.20351i,-0.24989-0.095571i,-0.14733-0.036557i,-0.083538-0.0098102i,-0.048167+0.005995i,-0.019598+0.0054419i,-0.0016464-0.001819i,0.0097259-0.0052111i,0.015558-0.0044474i,0.015012-0.0003946i,0.013958+0.0022089i,0.013539+0.00051673i,0.011442-0.0030231i,0.0066326-0.0062645i,0.00095076-0.0074688i,-0.0026714-0.0072904i,-0.0030669-0.0036864i,0.00019106+0.001614i,0.0030117+0.0035263i
0.033703+0.021355i,0.089239+0.10246i,0.15674+0.24664i,0.20634+0.34957i,0.21893+0.31159i,0.1745+0.19347i,0.0994+0.094471i,0.051618+0.037335i,0.029206+0.0074883i,0.0096831-0.001499i,-0.0051073+0.0017555i,-0.013822+0.003793i,-0.01754+0.002217i,-0.016498-0.0024287i,-0.014196-0.0066555i,-0.012677-0.004945i,-0.0097972+0.00043502i,-0.0051654+0.0039208i,-0.0016049+0.0057065i,0.00095152+0.0074935i,0.0035281+0.0062189i,0.0033932+0.0017102i,0.00069533-0.00020548i
-0.023713-0.025591i,-0.046332-0.11572i,-0.055448-0.27621i,-0.056101-0.40437i,-0.069622-0.38986i,-0.070817-0.26756i,-0.045387-0.14379i,-0.029153-0.070411i,-0.026653-0.030472i,-0.017781-0.0091101i,-0.0043967-0.0020197i,0.0066152+0.0022715i,0.01531+0.0062273i,0.018123+0.010133i,0.01663+0.011883i,0.015523+0.0096088i,0.013479+0.0049896i,0.0096199-0.00058094i,0.0051151-0.0059335i,0.001444-0.010029i,-0.0024271-0.0085974i,-0.0041451-0.0035289i,-0.0027316-0.00070377i
0.0085046+0.033213i,-0.0037757+0.11647i,-0.058564+0.25668i,-0.12149+0.36746i,-0.12113+0.36042i,-0.070606+0.25648i,-0.027134+0.14018i,-0.00062477+0.068436i,0.015328+0.033133i,0.015322+0.013337i,0.0050214+0.0018443i,-0.004328-0.0063596i,-0.0089739-0.011292i,-0.0072126-0.014834i,-0.005336-0.016517i,-0.006-0.01576i,-0.0070283-0.012508i,-0.0080417-0.0075189i,-0.0079362-0.00089272i,-0.0068152+0.0060052i,-0.0032036+0.0081476i,0.0011281+0.0049805i,0.002579+0.0022973i
-0.0015992-0.029368i,0.034219-0.094515i,0.12899-0.19194i,0.23246-0.2603i,0.24641-0.24938i,0.17325-0.17657i,0.08924-0.092953i,0.035291-0.040384i,0.007446-0.018548i,5.0101e-05-0.0087825i,0.0042988-0.00080402i,0.0082294+0.0076261i,0.0090364+0.014832i,0.0057475+0.017866i,0.0016441+0.016451i,0.0015229+0.0133i,0.0023662+0.0094524i,0.0027021+0.0054273i,0.0042271+0.001228i,0.0063696-0.0022007i,0.0060041-0.0037615i,0.0035901-0.0029133i,0.0023886-0.0014408i
-0.0059826+0.023853i,-0.057466+0.069889i,-0.17386+0.12254i,-0.29665+0.14076i,-0.31539+0.11738i,-0.23045+0.076838i,-0.12939+0.040615i,-0.061495+0.02247i,-0.02258+0.017216i,-0.0052259+0.010817i,-0.00064206+0.0021365i,0.0015321-0.0064464i,0.0024364-0.014314i,0.0033222-0.017977i,0.0039967-0.017946i,0.0013802-0.016102i,-0.0017959-0.012735i,-0.0037838-0.0082478i,-0.0058473-0.0032634i,-0.0079927+0.0015319i,-0.0074401+0.0053992i,-0.0033246+0.0064331i,-0.00069723+0.0054146i
0.016175-0.015073i,0.078367-0.034568i,0.2024-0.03334i,0.31915+0.0040262i,0.3235+0.038266i,0.22389+0.035993i,0.11488+0.016826i,0.047582-0.0024615i,0.013859-0.015593i,0.00058063-0.014703i,-0.0024205-0.0052872i,-0.0045425+0.0030063i,-0.0069402+0.0082429i,-0.0090166+0.010589i,-0.0080784+0.011365i,-0.0046596+0.011034i,-0.0021591+0.009665i,-0.00034636+0.0081099i,0.0033784+0.0049318i,0.0080586+0.0017086i,0.0090245-0.00054173i,0.0070194-0.0015775i,0.004703-0.001032i
-0.016712+0.011841i,-0.070917+0.0063532i,-0.1679-0.044678i,-0.24605-0.13411i,-0.23457-0.17917i,-0.15692-0.14204i,-0.076463-0.079261i,-0.028923-0.036555i,-0.012315-0.010156i,-0.0068966+0.0012231i,-0.00121+0.00013705i,0.0044541-0.0035237i,0.0094018-0.0074542i,0.013852-0.0080586i,0.013559-0.006472i,0.010532-0.0063528i,0.0087945-0.0058146i,0.0067754-0.004233i,0.0020536-0.0030934i,-0.0029814-0.00329i,-0.0052863-0.0040421i,-0.0042869-0.0043947i,-0.002472-0.0037889i
0.019977-0.0055852i,0.061596+0.013842i,0.12352+0.083032i,0.15087+0.18332i,0.11626+0.22401i,0.06598+0.17341i,0.033712+0.097528i,0.01599+0.04372i,0.01088+0.012392i,0.0083943+4.7163e-05i,0.001781-0.0016443i,-0.0053034-0.0013055i,-0.011813+0.0010407i,-0.014683+0.003173i,-0.012754+0.0034197i,-0.00882+0.0031087i,-0.0044173+0.0027915i,-0.0013673+0.0020113i,0.00060883+0.0021295i,0.0023231+0.003568i,0.0037533+0.0043553i,0.0036073+0.0043315i,0.0020783+0.0032819i
-0.013795-0.0072944i,-0.043812-0.040862i,-0.069226-0.12863i,-0.055185-0.22969i,-0.010741-0.24695i,0.014252-0.17362i,0.010585-0.089179i,0.0002342-0.033893i,-0.0081147-0.0058438i,-0.0079463+0.0018702i,-0.0015138+0.0023413i,0.0040595+0.0046136i,0.0089117+0.0062077i,0.010926+0.0043018i,0.0086612+0.00015215i,0.0056824-0.0033047i,0.0049397-0.0036099i,0.0046942-0.0030043i,0.0019669-0.0029836i,-0.00059899-0.0026789i,-0.00079783-0.0028618i,-0.00018659-0.0028254i,0.00059327-0.0016231i
