-0.001278+0.0014908i,-0.0006324+0.00081063i,-0.00085285+0.0010032i,-0.0017312+0.00049434i,-0.0026179+0.00103i,-0.0021604+0.0014806i,-7.7271e-05+0.0022275i,0.00099015+0.0032798i,0.0010683+0.0022342i,0.001413+0.00043854i,0.0013395-0.00015248i,0.00023628-0.00052809i,-0.00065149-0.00075169i,-0.00045114-0.00012004i,-0.00031428+0.00077489i,-0.00035545+0.00098071i,-4.0717e-05+0.00061079i,0.00046056-0.00018368i,0.00050424-0.00039528i,-0.00025563-0.00069064i,-0.00032537-0.00073496i,0.00010302+0.00016327i,-0.00034757+0.00044546i
-0.075261-0.12556i,0.042457-0.070687i,0.086178-0.018405i,0.041309+0.025172i,0.0097192+0.036585i,0.0082919+0.01497i,0.006631-0.0063917i,0.0040264-0.01045i,0.003393-0.0042207i,0.0020761+0.0036923i,0.0024275+0.0062171i,0.003196+0.0027455i,0.0038176+0.0020315i,0.0056933+0.0049639i,0.0061572+0.0066831i,0.00375+0.006507i,0.0027859+0.0058253i,0.0036842+0.0039593i,0.0028281-7.9217e-05i,-0.00012501-0.0021384i,-0.0032228-0.001595i,-0.0032324-0.00031019i,0.00047452+0.00057496i
-0.041799-0.1073i,0.031429-0.0079619i,0.034622+0.040607i,-0.0072735+0.039762i,-0.01027+0.023183i,0.0066021+0.0022831i,0.0075924-0.01002i,0.0033677-0.0074648i,0.0012078+0.00051452i,-0.001284+0.0067108i,-0.00026722+0.0077107i,0.0016371+0.006059i,0.0011252+0.006878i,-0.00035623+0.0089323i,-0.0017226+0.008272i,-0.0021163+0.0054227i,-0.0024343+0.0038955i,-0.00092759+0.0032529i,0.0012826+0.0014959i,0.00097957-0.0011953i,0.00049456-0.00283i,0.00098513-0.0021929i,0.00096356+0.00016284i
-0.051329-0.10016i,-0.028237+0.0023564i,-0.039152+0.025043i,-0.04927+0.0067565i,-0.020803+0.0018712i,0.0068939-0.0030034i,0.0083961-0.0078346i,0.0024985-0.0040181i,-0.0018605+0.00057714i,-0.0067129+0.0036235i,-0.0089458+0.0059005i,-0.010019+0.0061688i,-0.011572+0.0062214i,-0.011667+0.0064363i,-0.0090234+0.0060922i,-0.0050534+0.0052853i,-0.0017619+0.0039752i,0.00058341+0.0030043i,0.00091958+0.0021095i,0.00080053+0.0010796i,0.0011496+1.1804e-05i,0.00012801+0.00035224i,-0.0016672+0.0019849i
-0.051426-0.10742i,-0.047464-0.028554i,-0.042843-0.022905i,-0.028146-0.026642i,0.001207-0.0074569i,0.018466+3.8647e-06i,0.012802-0.004224i,0.0018856-0.0042051i,-0.0055482-0.0020671i,-0.010805-0.0019095i,-0.012056-0.0022991i,-0.012268-0.0021584i,-0.011993-0.0017759i,-0.0092766-0.0021325i,-0.0062667-0.0019625i,-0.0043631+0.00027436i,-0.0022303+0.0026593i,-0.00070808+0.0038377i,4.058e-07+0.0020686i,0.00063807-0.00054906i,0.00041244+1.2129e-05i,-0.00010932+0.0014918i,-0.00074049+0.00093208i
-0.029302-0.14853i,-0.025517-0.086134i,-0.0066543-0.070218i,0.0054422-0.041437i,0.016249+0.00012427i,0.022543+0.0076849i,0.012898-0.003086i,-0.00089971-0.0053738i,-0.0073035-0.0036883i,-0.0076994-0.0041504i,-0.0051679-0.0049475i,-0.0050321-0.0056075i,-0.0054214-0.0054964i,-0.0022674-0.005071i,0.00077089-0.0055466i,0.00035647-0.0042474i,-0.0019898-0.00084741i,-0.0030529+0.00030693i,-0.0022981-0.00078775i,-0.0010272-0.00049724i,0.00030332+0.00025445i,0.0006172+0.00012716i,0.00030808-0.00097184i
0.014751-0.1734i,0.021759-0.10553i,0.035796-0.066823i,0.023513-0.025621i,0.010791+0.012567i,0.012025+0.012852i,0.0066684-0.0031206i,-0.0016484-0.0081175i,-0.0030706-0.008997i,-0.0015402-0.0081203i,-0.0011119-0.0048195i,-0.0031358-0.0043428i,-0.0048562-0.0038407i,-0.0026402-0.001829i,0.0015606-0.0010918i,0.0026498-0.00044182i,0.00083976+0.00051666i,-0.00077796+0.00089664i,-0.0011826+0.00096503i,-0.00020874+0.0015576i,0.00024286+0.0017258i,-0.00047919+0.00060412i,0.00021075-0.00093156i
0.063692-0.16016i,0.066058-0.072813i,0.059865-0.020017i,0.021704+0.0065395i,-0.0030589+0.019379i,0.00072958+0.011394i,0.0036516-0.00391i,0.0016168-0.010135i,0.0011155-0.010484i,0.00018377-0.0077308i,-0.0007606-0.0041326i,-0.0020787-0.0053012i,-0.0034884-0.0063444i,-0.0010722-0.0021024i,0.0024188+0.0021008i,0.0016313+0.0027543i,0.0003323+0.0021005i,0.0003501+0.0012125i,0.00069171+8.828e-05i,0.00012486-0.00091099i,-0.0015159-0.00077379i,-0.00098554+0.00048956i,0.0021496+0.00096015i
0.11159-0.12195i,0.090204-0.029314i,0.056872+0.012941i,0.010937+0.013518i,-0.0040421+0.010804i,0.0071462+0.0044575i,0.0098395-0.0054625i,0.0049393-0.0081693i,0.0029206-0.0062181i,0.0011845-0.0048278i,-0.0010123-0.0045407i,-0.00051805-0.0056954i,0.0010936-0.0038876i,0.0017469+0.00083217i,0.00066339+0.0025675i,-0.0014585+0.00082106i,-0.0023394-0.00050033i,-0.0016882-0.00062197i,-0.00083829-0.00066256i,-0.000483-0.0010161i,-0.0012075-0.00097299i,-0.0011121+0.00075538i,0.00059612+0.0028147i
0.1275-0.094237i,0.070291-0.012605i,0.019405+0.0095927i,-0.010293-0.0011141i,-0.0068426+0.00053541i,0.0095085+0.0011966i,0.010603-0.0052538i,0.0046397-0.0053297i,0.0029903-0.0027716i,0.0005478-0.0026798i,-0.0016803-0.0023614i,-0.0014888-0.0021498i,-0.00095751-0.00083994i,-0.0017586+0.0025528i,-0.0030641+0.0042777i,-0.0032913+0.002932i,-0.0029452+0.00084193i,-0.0035268+0.0012499i,-0.0024977+0.0019919i,0.00029729+0.0013446i,0.0015191+0.00059848i,0.0009217+0.0010941i,-0.00041451+0.0026128i
0.12277-0.061357i,0.047854-0.00039204i,0.0051462-0.00079282i,-0.00883-0.016855i,-0.0047508-0.0063906i,0.0059907+0.0012979i,0.0055842-0.0033945i,-0.00056202-0.0046349i,-0.0013181-0.0025515i,-0.0014658-0.0026049i,-0.0027795-0.004667i,-0.0043638-0.0061123i,-0.0052569-0.0044326i,-0.0046358-0.0010349i,-0.0029988+0.00071823i,-0.0020785+0.00090236i,-0.003091+0.0010671i,-0.0045691+0.0013445i,-0.0037902+0.0014466i,-0.0024752+0.0011544i,-0.0016135+0.0010412i,-0.0012361+0.0012729i,-0.0021946+0.0013843i
0.1165-0.045115i,0.044498-0.0064535i,0.015941-0.012303i,0.006087-0.016352i,0.001655+0.0022233i,0.0080835+0.0092099i,0.0084186+0.00028003i,-0.00047245-0.0042687i,-0.0043081-0.0042631i,-0.0042138-0.0052696i,-0.0031277-0.0066882i,-0.00087068-0.0078886i,-2.4625e-05-0.0066023i,-0.00015704-0.0034792i,-0.00082888-0.0021931i,-0.003368-0.0028217i,-0.0051309-0.0014959i,-0.0050136-0.00098679i,-0.0040449-0.001785i,-0.0026722-0.00091i,-0.0010208-0.00042644i,-0.00017448-0.00043377i,-0.0010267+0.00052776i
0.12422-0.028254i,0.059388-0.0070311i,0.038697-0.0092631i,0.023263-0.0063473i,0.0090259+0.0072702i,0.011265+0.0081349i,0.0092503-0.0036066i,-0.00049462-0.0083903i,-0.0048159-0.0067868i,-0.0029589-0.0067624i,0.0010683-0.0066958i,0.0022412-0.0057863i,0.00078501-0.0028687i,0.00055298-0.00065813i,0.00088189-0.0014008i,-0.00040792-0.0032656i,-0.0034797-0.0048669i,-0.0047144-0.0045346i,-0.0035228-0.00276i,-0.0011692-0.00088289i,0.00088307+0.00047205i,0.0010652+0.00038767i,0.00092593-0.0010023i
0.12508-0.017195i,0.059654+0.00083847i,0.035348+0.0048687i,0.014272+0.0017281i,-0.00033958+0.0038947i,0.0044485+0.0023675i,0.0058706-0.0065873i,-4.5327e-05-0.012538i,-0.0024378-0.011483i,0.00030622-0.0080568i,0.0036196-0.0056517i,0.002892-0.0056834i,-0.0006821-0.0042785i,-0.0018935+0.00035292i,0.00033405+0.0023174i,0.00069369-0.0001337i,-0.00223-0.0034558i,-0.0040042-0.0046363i,-0.0040646-0.0036625i,-0.0031777-0.00098619i,-0.0014516+0.0012548i,0.00059613+0.0014326i,0.0019986+0.00011637i
0.1331+0.0088132i,0.064597+0.02082i,0.033869+0.020717i,0.0098167+0.0067717i,-0.0045092+0.0030146i,0.0022008+0.0044207i,0.0070028-0.0040777i,0.0028388-0.011915i,0.0017005-0.012938i,0.0026954-0.0095917i,0.0028491-0.0060107i,0.0024723-0.0052871i,-0.0002334-0.0037418i,-0.00056296+4.275e-05i,0.0018498+0.0018257i,0.0014031-0.0011345i,-9.4766e-05-0.0054002i,-0.00041307-0.0080067i,-0.00058098-0.0075046i,-0.0012449-0.0045346i,-0.0012459-0.0018522i,-0.0011765-5.2487e-06i,0.00051709+0.0013279i
0.1388+0.030754i,0.062908+0.031262i,0.025834+0.021945i,0.0069595+0.0035176i,0.00049738+0.0018921i,0.0081539+0.0058734i,0.0099312-0.0029254i,0.0055996-0.011344i,0.005245-0.012226i,0.004459-0.0093921i,0.0037184-0.0052652i,0.0044845-0.0029848i,0.0026382-0.00074957i,0.00063147+0.0020238i,-0.00020609+0.0027079i,-0.00079301+0.00067636i,-2.3261e-05-0.0026273i,0.0008938-0.0044464i,0.001067-0.0036806i,0.00036735-0.0025107i,-0.00067431-0.001818i,-0.0011065+0.00011032i,-0.00011972+0.0015174i
0.11996+0.044548i,0.042968+0.031277i,0.009014+0.015775i,0.0007937-9.317e-05i,-0.0014241-0.0004233i,0.005109+0.004316i,0.0095749-0.0021478i,0.0082731-0.009916i,0.0088626-0.0091933i,0.0079384-0.0054613i,0.0048793-0.0028679i,0.0033365-0.0025813i,0.00076075-0.0019898i,-0.0033625+0.0009921i,-0.0033461+0.0036624i,-0.0010115+0.0023593i,0.00020698-0.0017793i,-0.00010159-0.0049889i,-0.0009435-0.0047157i,-0.0017115-0.0025806i,-0.0015628-0.00085231i,-0.00075009+0.00065938i,-0.00057364+0.0017786i
0.11058+0.06921i,0.041381+0.036653i,0.015744+0.011768i,0.0098195-0.0064601i,-0.00011869-0.0053351i,0.0018618+0.00251i,0.0094936-0.0027306i,0.010056-0.0082778i,0.0099115-0.0073359i,0.0085975-0.0052108i,0.0060414-0.0036346i,0.0038282-0.0042358i,0.0010863-0.00315i,-0.0015499+0.00091361i,-0.0021497+0.0022115i,-0.00099625-0.00048096i,-0.0002785-0.0035422i,0.00041691-0.0061537i,-0.00023993-0.0059188i,-0.0012734-0.0027456i,-0.0014461-0.00069524i,-0.002409+0.00040372i,-0.0023283+0.0014375i
0.099844+0.085635i,0.040467+0.04338i,0.019306+0.019303i,0.011993+0.0049806i,0.0034835+0.0050182i,0.0060579+0.0085269i,0.010882+0.0018046i,0.010571-0.0032904i,0.0089528-0.0011839i,0.0078716+0.0003473i,0.0080996-0.00097591i,0.0077014-0.0025642i,0.0041415-0.0014599i,0.00061126+0.00048611i,-0.00060271+0.00060615i,-3.0354e-06-0.0010179i,0.00026599-0.0032225i,0.00083268-0.0040848i,0.0018016-0.0033514i,0.0012647-0.0019488i,0.00018942-0.0021733i,-0.0010632-0.0027279i,-0.0020822-0.0012209i
0.084124+0.093051i,0.0375+0.047098i,0.021021+0.023649i,0.016892+0.0086035i,0.010157+0.0014606i,0.0091001+0.0026082i,0.010284+0.00042018i,0.0077014-0.002971i,0.0053473-0.00036371i,0.0050774+0.0020094i,0.0061201+0.0021533i,0.0055392+0.0012875i,0.0011842+0.00074125i,-0.0026718+0.0018817i,-0.0018364+0.0018808i,0.0004571+0.00014285i,0.00041358-0.0015329i,0.00035952-0.0019273i,0.0011257-0.0017509i,0.00093872-0.00086884i,0.0016149+0.00075957i,0.0018544-9.8192e-05i,0.0011551-0.0015562i
0.060532+0.10706i,0.024328+0.055531i,0.010647+0.029422i,0.007807+0.0099044i,0.00012664+0.0019599i,0.0018649+0.0044837i,0.008579+0.00047342i,0.0070999-0.0034122i,0.004435-0.0013757i,0.0034123+0.0014112i,0.002937+0.0043879i,0.0024388+0.0043531i,-0.00058827+0.0014977i,-0.0027368+0.0008632i,-0.0017461+0.001288i,0.00022659+0.00024727i,0.001414-0.0020639i,0.0015539-0.0034197i,-0.00024282-0.0029624i,-0.0024014-0.0019439i,-0.0025565-0.00054025i,-0.0012049+0.00030765i,0.00081086+0.00019906i
0.055024+0.12465i,0.023895+0.065882i,0.010076+0.035964i,0.0075449+0.013708i,0.0040689+0.0045898i,0.0050434+0.0069834i,0.0078153+0.0021357i,0.0072074-0.0045356i,0.0049085-0.0048441i,0.0022108-0.0022227i,0.0011224+0.0007176i,0.0010606+0.0011678i,-0.0010659+0.00038068i,-0.0022145+0.0019361i,-0.00093793+0.0032226i,0.00069304+0.001942i,0.0017966-0.00098601i,0.002118-0.002986i,0.0009312-0.0031292i,-0.00021397-0.0026321i,0.00025148-0.0020241i,0.0010735-0.0011318i,0.00096375+0.00080004i
0.036957+0.11831i,0.013337+0.059538i,0.0031726+0.032402i,0.0063745+0.013909i,0.0044282+0.0033567i,0.0048019+0.0039716i,0.0086058+9.9008e-05i,0.0080662-0.0059483i,0.0068542-0.00519i,0.0041688-0.0029215i,0.00054967-0.0007582i,-0.0014002-0.00014531i,-0.0040589-0.0011075i,-0.0063719+1.0134e-05i,-0.0044652+0.00095833i,-0.0010772-0.00034999i,-0.0002494-0.0016169i,0.00017594-0.0024159i,0.0006458-0.0024578i,0.00027296-0.0018914i,0.00034294-0.0016414i,0.0010577-0.0011262i,0.0014859+0.00086439i
0.01108+0.12525i,0.001758+0.06131i,-0.0014789+0.029562i,0.0063134+0.011081i,0.0071278+0.00090298i,0.0053919+0.0014074i,0.0074827-0.00040606i,0.0097811-0.0023364i,0.01115-0.0015069i,0.0085436-0.0021257i,0.0032199-0.0017225i,0.00081657-0.0024815i,-0.0026142-0.0038493i,-0.0064996-0.0023841i,-0.0061533+0.00017032i,-0.0030389+0.00061557i,-0.00014267-0.0012123i,0.0021363-0.0027828i,0.002282-0.0034074i,0.00074885-0.0023458i,0.00047996-0.00060542i,0.00086272+0.0010529i,0.00021511+0.0020576i
-0.0028843+0.13423i,-0.0017236+0.063659i,-0.0050352+0.030694i,0.0024085+0.015492i,0.0046199+0.0044756i,0.0041257+0.0041449i,0.0084222+0.0038136i,0.011501+0.0024046i,0.012627+0.0045044i,0.010048+0.0037416i,0.0060009+4.6566e-05i,0.004103-0.0030796i,0.00074901-0.0048899i,-0.0038986-0.0041779i,-0.0049164-0.0022483i,-0.0011538-0.0016872i,0.0029939-0.0028347i,0.005008-0.0030894i,0.0042124-0.0024995i,0.0018208-0.0020211i,0.0013567-0.0014796i,0.00055553-0.00056836i,-0.0019+0.00049518i
-0.018656+0.13023i,-0.0077722+0.065185i,-0.0029685+0.035695i,0.007881+0.020596i,0.010349+0.0096226i,0.0084442+0.0072437i,0.0080407+0.0049361i,0.0062699+0.0043592i,0.0051285+0.0072265i,0.0045164+0.0062449i,0.0038374+0.0037324i,0.003323+0.0017305i,0.00061897-0.0016519i,-0.0020495-0.0032308i,-0.0023228-0.0028029i,-0.00054223-0.0020225i,0.0019502-0.00012372i,0.0035611+0.0012562i,0.0036858+0.0010392i,0.0029381+0.0012077i,0.0032955+0.00088574i,0.0028866-0.0010983i,0.00087996-0.0013667i
-0.043306+0.12245i,-0.017404+0.063292i,-0.0084534+0.031772i,0.0026811+0.01625i,0.0074538+0.0061326i,0.004524+0.0021734i,0.002631+0.0010315i,0.0012803+0.003753i,0.0010539+0.0078787i,0.00091032+0.0072169i,0.00022226+0.005157i,0.00038669+0.0039899i,-0.00083054+0.00058719i,-0.0022405-0.003119i,-0.0023978-0.0032368i,-0.0016433-0.00072772i,0.00040363+0.00097377i,0.00092572+0.001512i,0.00034539+0.0017238i,0.0011755+0.0016644i,0.0020073+0.0020681i,0.0017251+0.0019784i,0.0001646+0.001477i
-0.060418+0.12398i,-0.027002+0.064629i,-0.016732+0.035021i,-0.0060899+0.021064i,-0.0015041+0.0068169i,-0.0019138+0.0022243i,-0.00072102+0.0027431i,-0.0010204+0.0029653i,-0.0013632+0.0041315i,-0.0019819+0.0036705i,-0.0026656+0.0028862i,-0.0018186+0.0015354i,-0.0017072-0.0011946i,-0.0035635-0.0020076i,-0.00353-0.0011709i,-0.0011282-4.8552e-05i,0.00032857+0.00030374i,-8.6442e-05+0.0001224i,-0.0013471+0.00031988i,-0.001516+0.00046719i,-0.00058877+0.0006072i,0.00030879+0.00014409i,0.00055635-8.0045e-05i
-0.079364+0.11072i,-0.041149+0.062193i,-0.024748+0.035719i,-0.0063486+0.022516i,0.001498+0.012102i,0.0023749+0.0069908i,0.0032992+0.0018895i,0.0011901-0.0013103i,-0.001358-0.0012447i,-0.0032112-0.0015937i,-0.0053893-0.0012576i,-0.0045209-0.00047157i,-0.0035083-0.0013649i,-0.0035733-0.0015595i,-0.0023135-0.0013548i,-0.0022085-0.001732i,-0.0026599-0.0016932i,-0.0027326-0.00086155i,-0.003482-0.00068305i,-0.0026019+0.00011891i,0.000156+0.00037317i,0.0013509-0.00011033i,0.00053167+0.0011734i
-0.10137+0.10097i,-0.048953+0.057575i,-0.026582+0.030732i,-0.0070404+0.018816i,0.0066127+0.0073551i,0.0082827-0.0010757i,0.0052204-0.0050531i,0.0013637-0.0046918i,0.001029-0.0033515i,0.00085285-0.004952i,-0.0019408-0.006824i,-0.0023149-0.006392i,-0.0021543-0.0057453i,-0.002773-0.0059011i,-0.003062-0.0048439i,-0.0030597-0.0034158i,-0.0017461-0.0034209i,-0.0013088-0.0042345i,-0.0014997-0.0039336i,-0.00047777-0.0016246i,0.0013553+0.0010625i,0.0020581+0.0018238i,0.0016958+0.0013279i
-0.11015+0.083534i,-0.055274+0.042406i,-0.033191+0.020175i,-0.01126+0.015972i,0.0035064+0.0062296i,0.0034722-0.0011418i,0.0023079-0.0034015i,0.0022015-0.0020576i,0.0045973-0.00081179i,0.0064084-0.0029524i,0.0031743-0.0050782i,0.0013824-0.0052877i,0.00097611-0.0049225i,-0.0016114-0.0045471i,-0.0024428-0.0038101i,-0.00069626-0.003025i,0.0014884-0.0040436i,0.003046-0.0051622i,0.0019402-0.0045027i,0.00035754-0.0025812i,0.00021414-0.00014715i,0.00050124+0.0011472i,-0.00061846+0.0015832i
-0.12256+0.062525i,-0.065044+0.036247i,-0.038653+0.020014i,-0.015702+0.017284i,-0.0014793+0.012447i,0.0021645+0.006245i,0.0029079+0.0018057i,0.003051+0.0022273i,0.0044258+0.0051316i,0.0066198+0.002955i,0.0064511-0.0012002i,0.0048105-0.0020272i,0.0018527-0.0025005i,-0.00013527-0.0037243i,2.5239e-05-0.0043323i,0.0010873-0.003077i,0.0028272-0.00092842i,0.0044903-0.0010356i,0.0042688-0.0022602i,0.0025328-0.0021397i,0.00094384-0.00078736i,-0.00033274+4.6557e-05i,-0.0014635+0.00047867i
-0.12969+0.050419i,-0.061631+0.032722i,-0.033402+0.017863i,-0.014178+0.016238i,0.00087509+0.010974i,0.0050797+0.0024383i,0.0047181-0.0028073i,0.00048833-0.0018766i,-0.00068179+0.0033939i,0.0023151+0.0030817i,0.0034201-0.0012461i,0.003833-0.0019649i,0.0038446-0.0022257i,0.0028938-0.0042655i,0.0015901-0.0046567i,0.00085338-0.0027047i,0.0017048-0.00046507i,0.0023503+0.00047595i,0.002098+0.00026975i,0.0019042+0.00092954i,0.0014085+0.0021948i,0.00075859+0.0023439i,-0.00094547+0.00087821i
-0.13226+0.030203i,-0.065416+0.018543i,-0.037724+0.0095985i,-0.016735+0.012179i,-0.00056328+0.0049607i,0.0034901-0.0040286i,0.0017913-0.0078841i,-0.0036155-0.0041066i,-0.0050693+0.0026591i,-0.0016639+0.0031986i,0.00022173+0.00092903i,0.0013563+0.00015524i,0.0020309-0.00055858i,0.0016839-0.0010575i,0.0019335-0.002152i,0.0019293-0.0021858i,0.0015474-0.00060153i,0.0010754+0.00069932i,-0.00017579+0.0010798i,-0.0010422+0.0013115i,-0.0011371+0.0011806i,-0.000574+0.0012118i,-0.00015602+0.00044668i
-0.13317+0.0030258i,-0.06999+0.0050434i,-0.042365+0.0011805i,-0.022103+0.0052781i,-0.0051708+0.0028861i,0.00030921-0.0028946i,-0.00072879-0.005013i,-0.0040221-0.0041633i,-0.0054272-0.0011271i,-0.0030225-0.00024895i,-0.0014381-0.00018617i,-0.00097196+0.0013378i,-0.00049794+0.00038359i,0.00043809-0.0013108i,0.0013201-0.0017308i,0.0014246-0.0018466i,0.00067615-0.0019471i,-0.00095547-0.0018563i,-0.0027591-0.001099i,-0.0031478-0.00094207i,-0.0021856-0.00045805i,-0.0011032-0.00011636i,-0.00066546-0.00090536i
-0.13976-0.0058954i,-0.071441+0.0066238i,-0.042221+0.0059951i,-0.021822+0.013173i,-0.00066955+0.011164i,0.008382+0.0017134i,0.0071669-0.0057109i,-3.2221e-05-0.0079215i,-0.0031565-0.0046188i,-0.00022551-0.0040903i,0.0002202-0.005813i,-0.0017612-0.0041398i,-0.0018631-0.0029232i,-4.474e-05-0.0038109i,0.0014401-0.0038147i,0.0011831-0.0031118i,-5.4621e-05-0.0028249i,-0.0015866-0.0037507i,-0.0024152-0.0041252i,-0.0019049-0.0028133i,-0.0005757-0.0010727i,-0.00035309-0.00030724i,-0.00052052-0.00015969i
-0.13175-0.021406i,-0.068842-0.0071312i,-0.040974-0.0059599i,-0.019586+0.0055222i,0.0014793+0.0073277i,0.010832-0.0016868i,0.0091206-0.011248i,0.001954-0.012027i,-0.00013636-0.0068885i,0.0031549-0.0056888i,0.003248-0.0076683i,0.0010384-0.006571i,0.0012858-0.0034289i,0.0024508-0.0019013i,0.0024375-0.0013881i,0.0023873-0.0017102i,0.0015802-0.0033029i,0.00016458-0.0051724i,-0.00020143-0.0058697i,3.0616e-07-0.0034031i,0.00018364+0.00047459i,0.0004336+0.0024067i,0.00034067+0.0026475i
-0.12805-0.04286i,-0.067979-0.018317i,-0.040431-0.010413i,-0.021392+0.0020741i,-0.0011267+0.0045847i,0.0076588-0.0024591i,0.0068377-0.0090474i,0.0021426-0.01002i,0.0015194-0.0048429i,0.0062629-0.0023088i,0.00703-0.0042859i,0.0038514-0.0046644i,0.0011447-0.0030134i,0.0008955-0.0025561i,0.0020447-0.0030359i,0.0026584-0.0029763i,0.0033245-0.0030258i,0.0035189-0.0045056i,0.002243-0.0055452i,0.00032428-0.0037373i,-0.0008268-0.0012914i,-0.00055993-0.00031214i,-0.00019607+0.00051583i
-0.12336-0.057471i,-0.062112-0.023007i,-0.03683-0.014053i,-0.022365+0.0011382i,-0.0040558+0.007495i,0.0081429+0.0032911i,0.011576-0.0040533i,0.0061155-0.0077574i,0.0028786-0.0026519i,0.0073139+0.00092767i,0.0093646-0.0017269i,0.0051443-0.0041084i,0.0013899-0.0038351i,0.0016589-0.0033213i,0.0031009-0.0027644i,0.0032005-0.001394i,0.0032711-0.0011849i,0.0045217-0.0018899i,0.0048255-0.002967i,0.0026039-0.0039854i,-0.00012027-0.0028986i,-0.0015876-0.0010992i,-0.0020222-0.00055584i
-0.10757-0.062381i,-0.050896-0.024581i,-0.03141-0.014728i,-0.020446+0.0008876i,-0.0010418+0.0085889i,0.011438+0.0025501i,0.013521-0.0061259i,0.0072942-0.0084434i,0.0028537-0.0025765i,0.0061544+0.0020356i,0.0079795+0.00091182i,0.0053814-0.00089936i,0.0036966-0.0012864i,0.0040893-0.00064876i,0.0047029-0.00022598i,0.0038583+1.7046e-05i,0.0031791+0.00034129i,0.0040828-0.0002184i,0.0046839-0.0013278i,0.002477-0.0014914i,-0.0002737-0.0009742i,-0.00056389-0.000366i,-0.00076184+0.00062304i
-0.099249-0.08311i,-0.056192-0.033658i,-0.038772-0.018478i,-0.026087-0.0014786i,-0.0045475+0.0060424i,0.01089+0.00069762i,0.012605-0.0062968i,0.0050742-0.0086162i,-0.0014956-0.0028356i,7.2269e-05+0.0027341i,0.003199+0.0030669i,0.0025553+0.001751i,0.0018264+0.00073537i,0.0018068+0.00066446i,0.0026851+0.00081079i,0.003705+0.00036702i,0.0038026-0.00035019i,0.0033868-0.0007915i,0.0020441-0.00032493i,-0.00014712-0.00042164i,-0.0017596-0.0010564i,-0.00078415-0.0012647i,0.00051099-0.0016685i
-0.10669-0.095099i,-0.0643-0.038812i,-0.043327-0.022989i,-0.030407-0.0065818i,-0.01165+0.0055976i,0.0051403+0.005464i,0.011927-0.0020986i,0.0054843-0.0086007i,-0.0011992-0.0054261i,-0.000352+0.00083626i,0.002071+0.0020544i,0.002193+0.0011282i,0.0011683-8.219e-05i,0.0013267-0.00061566i,0.0027832+0.00029321i,0.0031663+0.00047773i,0.0020036-0.00036425i,0.00089513-0.0011404i,-0.00017671-0.0017626i,-8.5855e-05-0.0023592i,0.00013631-0.0023036i,6.2041e-05-0.0018104i,0.00052931-0.0013421i
-0.084781-0.10001i,-0.049223-0.049356i,-0.03415-0.033207i,-0.026383-0.011647i,-0.0070693+0.0057302i,0.009241+0.0080651i,0.014383+0.00063755i,0.0089415-0.0072805i,0.0015719-0.0064595i,0.0014972-0.0015514i,0.0024899-0.0009852i,0.0010187-0.0028328i,-0.00022586-0.0032112i,0.00048977-0.0016654i,0.0025239-0.00025833i,0.0035551-0.00084156i,0.002558-0.0016919i,0.0017238-0.0022829i,0.001498-0.0032037i,0.0012354-0.0030461i,0.0015585-0.0016913i,0.001216-0.00062134i,0.00076019-7.4641e-05i
-0.066196-0.11448i,-0.038546-0.056317i,-0.025718-0.033598i,-0.016743-0.0098957i,0.00079428+0.0041755i,0.014068+0.0036425i,0.017657-0.0028411i,0.012064-0.0094429i,0.0051878-0.0078641i,0.00455-0.0022533i,0.0048282-0.0019458i,0.0023621-0.0041269i,-0.00019801-0.003418i,-0.00034675-0.00088569i,0.00077202+0.00099369i,0.0017757+0.0016074i,0.0032582+0.00060926i,0.0040495-0.0012839i,0.0032514-0.0030084i,0.0022352-0.0022992i,0.00079363-0.00020443i,-0.00011583+0.00035776i,6.5067e-05+0.00029203i
-0.058752-0.11784i,-0.034024-0.053063i,-0.0209-0.031594i,-0.01635-0.012911i,-0.0049487+0.0027667i,0.0073094+0.0052362i,0.014627+0.00013602i,0.012447-0.0061392i,0.0072292-0.0043208i,0.0067472+0.00062717i,0.0078566+0.00055807i,0.005243-0.0019124i,0.0017615-0.0030969i,0.0011209-0.0018088i,0.0020439+0.00010449i,0.0025318+0.00070803i,0.0025865+0.00047811i,0.0038801-0.0010177i,0.0041876-0.0034075i,0.0029473-0.0035436i,0.0013814-0.0026013i,0.00037443-0.0019081i,9.5433e-05-0.00074553i
-0.039661-0.11919i,-0.022719-0.056113i,-0.01926-0.035222i,-0.021446-0.014149i,-0.009725+0.0036562i,0.0047855+0.0085207i,0.013689+0.0034395i,0.012714-0.0036124i,0.0075217-0.0017867i,0.0057661+0.0042801i,0.0069618+0.0036282i,0.0075868-0.00095726i,0.0058307-0.0029701i,0.0042237-0.0012601i,0.0027673+0.00123i,0.001313+0.0015935i,0.0012705-0.00011691i,0.0036252-0.0012534i,0.0055322-0.0017313i,0.0041674-0.0023018i,0.001535-0.0018104i,0.00029768-0.0014057i,-0.00074123-0.00081848i
