-0.0025102-0.00018344i,-0.0018894+7.3472e-05i,-0.0024964+0.00076715i,-0.0026367+0.00087674i,-0.002108+0.00075561i,-0.0010519+0.00068975i,-0.00079396+0.0014977i,-0.00087969+0.0016932i,-0.0005499+0.0018663i,0.00020428+0.0015587i,0.0012353+0.0001343i,0.0012079-0.0015231i,0.00014453-0.0016457i,-0.00078786-0.00098461i,-0.00096521-0.0010351i,-0.0004171-0.00060483i,-0.00039593+0.00031065i,-0.00084106+0.00012121i,-0.00082605+0.00039318i,-9.1579e-05+0.00050345i,0.00037215+0.00025665i,-8.0794e-05+0.00016966i,-0.00019481+0.00011589i
-0.0022703+7.6696e-05i,-0.0028835+0.00016923i,-0.00353-0.00058013i,-0.0025461+0.00012958i,-0.0013842+0.00085588i,-0.0013571+0.00106i,-0.0011041+0.00019706i,-0.0011846-0.00057391i,-0.0015907-0.00050853i,-0.00082395-0.00068689i,5.925e-05-0.0011831i,0.00021894-0.0011762i,0.00077445-0.00082581i,0.001021-0.0010165i,0.0007863-0.00099346i,0.00060401+3.2573e-05i,-2.5364e-05+0.0006016i,5.9949e-05+0.00059364i,0.00056356+0.00082988i,0.00058298+0.00083166i,0.00014333+0.00027361i,0.00044437-5.5154e-05i,0.00091056+0.00061469i
-0.0027085-0.0012913i,-0.002471-0.00063722i,-0.0023172+0.00022471i,-0.0017507+0.00065779i,-0.00019579+0.00067145i,0.00020742+0.00012326i,-0.00062329-0.00035538i,-0.0010776+1.6338e-05i,-0.0014286+0.00066798i,-0.001377+0.00021298i,-0.001214-0.00039272i,-0.00094694-0.00048528i,-0.00063402-0.00070706i,-0.00028877-0.00035184i,-0.0001656-0.00011355i,-8.4752e-05-0.00091536i,0.0007424-0.0005536i,0.0011532-0.00023097i,0.00093807-0.00082321i,0.00047205-0.0009919i,0.0001001-0.00037167i,-0.00037764+0.00070858i,-0.00057163+0.00043785i
-0.0015814-0.0011871i,-0.00044836-0.00076551i,-0.00043902-0.0004753i,-0.0013752+2.7417e-05i,-0.0014604-0.00047608i,-0.00078856-0.0011989i,-0.00063012-0.0011828i,-0.0012469-0.0010993i,-0.0013883-0.00065574i,-0.00087776-0.00049632i,-0.00057013-0.00051768i,-0.00043023-0.00029888i,0.00012405-0.0005309i,3.5648e-05-0.00086055i,-0.00020393-0.00074746i,-7.0226e-05-0.00030833i,0.00027196+0.00011427i,0.00021566+0.00027784i,-5.2954e-05+0.0002241i,-0.00035866+0.00010206i,-0.00049261+0.0003073i,-0.00012905+0.00032595i,0.00015221-0.00032646i
2.0204e-06-0.0014621i,-0.00031808-0.00063733i,-0.001032-0.00090956i,-0.0010482-0.00068544i,-0.00067485+0.00095592i,-0.00088914+0.0013586i,-0.0017464-0.00073989i,-0.0019538-0.001053i,-0.0020792+0.00043713i,-0.0012384+0.00093812i,5.5833e-05+0.00051618i,0.00031028-0.00034661i,-0.00025596-0.001121i,-0.00010116-0.001697i,1.1974e-05-0.00083575i,5.0842e-05-0.00028423i,0.00069205-0.00044434i,0.00080023+0.00037998i,0.00029698+0.0010566i,0.00011335+0.0019621i,0.00049033+0.0021916i,0.00058577+0.0016088i,6.0944e-05+0.00097261i
0.0014642-0.0020949i,0.0011326-0.0022778i,0.00098452-0.001889i,0.00071851-0.0014523i,-0.00068234-0.0011453i,-0.0020182-0.0010953i,-0.002486-0.0016287i,-0.0014439-0.0018272i,-0.00010565-0.00028132i,-2.7711e-06+0.00076623i,-0.00029865+0.00023871i,-0.00072739+9.7773e-05i,-0.00063128+0.001047i,0.00019123+0.0010504i,0.00017731-6.9154e-05i,7.4387e-05-0.00098474i,0.00031821-0.0010802i,0.00053111-0.00058939i,8.8546e-05+0.00045453i,-4.6951e-05+0.00063237i,0.00038069+0.00037645i,0.00055706+0.00077422i,0.00076082+0.00068757i
0.0016783+0.0012482i,0.0016244-0.0010935i,0.0015315-0.0036217i,0.00061349-0.0033254i,-0.0011172-0.0027299i,-0.0022002-0.0016935i,-0.001717-0.00095303i,-0.0013509-0.00023211i,-0.00025377+0.00010764i,0.00053189-0.00043339i,0.00031576-0.00025975i,-0.00024966+0.00018587i,-8.5649e-05-0.00039673i,0.00063936-0.00078636i,0.00096719-0.00042273i,0.0011147-5.7541e-05i,0.0011281-0.00060514i,0.00043885-0.00094455i,2.2425e-05-0.00023456i,0.00037075+0.00031436i,0.00045316+8.9088e-05i,0.0003989+0.00023699i,0.00031+0.00047506i
-0.0010493+0.00062554i,-0.0028455+0.00087652i,-0.0022492-1.1372e-05i,-0.0011812-0.00027i,-0.0006932-0.00026612i,-0.0008021-0.00012871i,-0.0013143+0.00029486i,-0.00078899+0.00012883i,-0.00049898+0.00030802i,-0.00047939+0.00034035i,0.00044712-0.00047241i,-0.00034239-0.00052225i,-0.0013386-0.00018848i,-0.00027119+2.0086e-05i,0.00029891+0.00018521i,0.00078082+0.00068978i,0.001325+0.00044053i,0.0014952-0.00033571i,0.00073093-0.00048873i,0.00022303-0.00037378i,0.0004083-3.9321e-05i,0.00046451+0.00035579i,0.00044062+0.00037598i
0.00058027-0.0012268i,-0.00039895-0.0019219i,-0.00035098-0.0020062i,-0.00024836-0.0013376i,-0.00034627-0.0011376i,-0.0010262-0.00074904i,-0.00088466-0.00065738i,0.00040257-0.0010462i,0.00021833-0.0010307i,-0.0003273-0.00054316i,-0.00035848-0.0012519i,-0.00043657-0.0017262i,4.7156e-05-0.00059317i,0.00046062-7.3543e-05i,0.00047738+4.0382e-05i,0.00048827+1.4492e-05i,0.00059816-0.000622i,0.00028937-0.00077712i,-2.5333e-05+1.1031e-05i,-0.00032242+0.00046047i,-0.00056957+0.00041934i,-0.00034639+0.000252i,0.00042784+0.00016543i
0.00020832-0.0023759i,-0.0010692-0.0026191i,-0.0023476-0.002103i,-0.003234-0.0011868i,-0.003098-0.00055281i,-0.0020382-0.00023784i,-0.0015063-0.0001025i,-0.0016017-5.0789e-05i,-0.00092046+9.3368e-05i,-0.00058076-0.00011255i,-0.00049875-0.00056491i,-0.00040435-0.00030917i,0.00073964-0.0003656i,0.0014649-0.00054576i,0.00021058-0.00077326i,-0.00034238-0.00030205i,0.000258+0.00051109i,0.00070153+8.5374e-05i,0.0011907-0.0008878i,0.00094466-0.0009599i,0.00037629-0.00022656i,0.00011201+0.00017321i,-0.00010174-0.00019161i
0.0016582+0.00055885i,0.0018844-0.00062153i,0.002-0.0012446i,0.0013711-0.00095464i,-1.9711e-05-0.001089i,-0.0011173-0.0015572i,-0.00089973-0.00085032i,0.00014341-0.00011348i,3.5888e-05+0.00038385i,-0.00050193+0.00016626i,-0.00016208-0.00032729i,-9.2586e-05-0.00021528i,-0.00030332+0.00041894i,-0.00045885+0.00025142i,-0.00043685-0.00040405i,0.00011087-0.00032718i,0.0007385+0.00011063i,0.00055637+0.00050091i,-0.00047347-8.3794e-05i,-0.00091813-0.0012424i,-0.00051995-0.0011421i,-0.00016683-0.00070341i,0.0002885-0.00019162i
1.7169e-05-0.0010909i,0.00023044-0.0007482i,0.0012641-0.0015294i,0.0012143-0.0019997i,5.372e-05-0.0011518i,-0.00087894-7.4755e-05i,-0.00082735+4.8913e-05i,-0.00040147-2.6857e-05i,0.00044903+0.00081357i,0.0011907+0.00074023i,0.00036396-7.3754e-05i,-9.9987e-05-0.00012218i,-0.0004281-0.00020499i,-0.00057072-0.00046522i,7.3016e-05-0.00089264i,0.0008428-0.00065904i,0.0012083-0.0003469i,0.00054264-0.00030366i,-0.00029059-0.00014646i,-0.00077081+0.00013638i,-0.00067982+0.00094026i,-0.00010316+0.001084i,0.00038486+0.00069507i
-0.00076534-0.00091383i,0.00059467+7.0855e-05i,0.00017314+0.00052662i,-0.00084819+0.00073467i,-0.0012402+0.0013473i,-0.00067934+0.0014089i,-0.0002716+0.00053014i,-0.00052086+0.00017175i,-0.00029012+8.9061e-05i,0.00026678+0.00026532i,0.0011351+0.0001738i,0.00083317-0.00041664i,0.00047039-0.00062202i,0.00079966-0.00065046i,0.00067279-0.00037408i,-0.00025663+2.9145e-07i,-0.0005579+6.9571e-05i,7.5388e-05+0.00039058i,0.00018135+0.00053758i,-0.00037936+0.00029818i,-0.00034437+0.0002494i,0.00062972+0.00049489i,0.0014715+0.00047169i
0.00092476-0.00024358i,0.001373+0.00016587i,0.0015143+0.0013782i,0.0018548+0.0017999i,0.0017196+0.00034378i,0.00028822-0.0016571i,-0.00057839-0.0017316i,-0.0010396-0.00078567i,-0.0015457+0.00017968i,-0.0011067+0.00027213i,-0.00042653-0.00030597i,-3.3184e-05+5.8793e-05i,0.00056875+0.00069836i,0.0011996+0.00095227i,0.00086934+0.0010927i,0.0004874+0.00039809i,0.00053643-6.0835e-05i,0.00092904-4.1266e-05i,0.0010675+0.00090804i,0.00035154+0.0014032i,0.00021452+0.00052316i,0.00055798-0.00044224i,0.00041315-0.00063248i
0.0019799-0.0010862i,0.00067974-0.0018945i,0.00036891-0.0024407i,0.00062279-0.0020077i,-0.00082176-0.0019219i,-0.0022848-0.0020512i,-0.0023189-0.0015119i,-0.0013605-0.00071615i,-0.00044649+0.00054552i,-0.00052787+0.00085648i,-0.00090702+0.00014956i,-0.00082365-0.00036885i,-0.0002012-0.00076455i,7.0794e-05-0.00033112i,0.00051503-5.3918e-06i,0.0011348-7.6066e-05i,0.0012873-0.0004586i,0.00083881-0.00079119i,0.00013287-0.00039529i,-0.00094005+7.0527e-05i,-0.0015617+6.2931e-05i,-0.00083999+9.1427e-05i,-0.00040505+0.00055128i
0.0010455-0.0011983i,0.00015655-0.0025505i,-0.00041406-0.0028751i,-0.00046572-0.00266i,-0.00099896-0.0014624i,-0.0018875+5.6937e-05i,-0.0016327-0.00027687i,-0.0012918-0.00065658i,-0.0012867-0.00016121i,-0.00034355-4.5273e-05i,-0.00019686-0.00057127i,-0.00081995-0.00040379i,-0.00052295+0.00016752i,-0.00066607-9.244e-06i,-0.000607-0.00031211i,-8.5394e-05+8.0023e-05i,-1.519e-05-0.00020479i,-4.2869e-05+0.00050206i,3.7018e-06+0.0009474i,3.4044e-05+0.00014279i,-0.00027563+0.00032662i,-0.00083133+0.00058471i,0.00025436+0.00045513i
-0.0010736+0.0008813i,-0.00070293+0.0010455i,-0.0008192+0.0023217i,0.00058551+0.0019718i,0.0018074+0.0006053i,0.00034724-0.00074129i,-0.0013716-0.0010197i,-0.0018703-2.7361e-05i,-0.0018521+0.00074777i,-0.00061483+0.00076566i,0.00012967+0.0007256i,0.00050095+6.5594e-05i,0.0010871-0.00020797i,0.000483+0.00031461i,-0.00044571+0.00063788i,-9.7451e-05+0.00043824i,0.00042995-0.00010693i,-0.00030121-8.6142e-05i,-0.0010058+0.00016326i,-0.0010855+0.00033004i,-0.00098658+0.00034457i,-0.00049499-0.00020581i,0.00053974-0.00049856i
0.0013571-0.0011481i,8.678e-05-0.0013976i,-0.00082853-0.001948i,-0.0008105-0.002692i,-0.00080447-0.0027983i,-0.0016462-0.0010874i,-0.0022911-0.000398i,-0.0015914-0.0010791i,-0.00041086-0.00044126i,0.00038349-5.8091e-05i,0.00053994-0.00088728i,0.00019053-0.0011766i,0.00017934-0.00011365i,0.00097733+0.00085628i,0.0010592+0.00037988i,0.00083665-0.00027002i,0.00062067+0.00011333i,0.00034017+0.00037196i,0.0002798+0.00033291i,-0.00034109+0.00077727i,-0.00051227+0.00035572i,0.00024466-0.00077199i,0.00016708-0.00032554i
0.00088304-0.00025235i,0.0014707-0.00098623i,0.0011288-0.00017152i,0.00079098-0.00070966i,5.2158e-05-0.001004i,-0.0008283-0.0012293i,-0.00092483-0.0010058i,-0.00070615-0.00017519i,-0.00096052+0.00014562i,-0.0012708-0.00023824i,-0.0011032-5.6333e-05i,-0.0016089+0.00068015i,-0.00071248+4.1446e-05i,0.00079135-0.00048914i,0.00059717-0.000293i,0.00075039-0.00077498i,0.0011279-0.00036927i,0.00028454+0.00042443i,-3.2373e-05+0.00058037i,0.0006885+0.00047786i,0.00089647-0.00025723i,0.00031808-0.0003741i,-0.00031849+0.0004157i
0.0001775+0.00033832i,-5.6525e-05+0.0014513i,-0.00070201+0.0010657i,-0.00091214-0.00011604i,-0.0013108-0.00052847i,-0.001452-0.00086493i,-0.0017768-0.0010416i,-0.001506-0.00078948i,-0.00044062-0.00053774i,-0.00071491-0.00026521i,-0.0014173-0.00025567i,-0.00071596-0.00075684i,0.00017794-0.0013177i,0.00060304-0.0011178i,0.0004379-0.00025844i,0.00021878+0.00042283i,0.00053029+0.00046667i,0.00102-0.00013562i,0.00057899-1.2176e-05i,-0.00070618+0.00081596i,-0.0012098+0.0015185i,-0.00042111+0.0013211i,-8.8864e-05+0.00075419i
-0.0018289+0.0022416i,-0.0013668+0.002707i,-4.1193e-05+0.002371i,0.0012959+0.00055177i,0.0012203+0.00049427i,0.00015467-0.00024589i,-0.0009453-0.0010462i,-0.0017647-0.00080217i,-0.0012183-0.00012826i,-0.0002795+0.00035235i,0.00038308-2.1085e-05i,0.00074226-0.00012056i,0.00020702+0.00026167i,-0.00047312+0.00017833i,-0.00057912+0.00011636i,0.00037129+0.00015175i,0.0010059-0.00050109i,0.00097562-0.00057559i,0.00058021+4.3865e-05i,-0.00034472-0.00022954i,-0.00038584-0.00037621i,-0.00033792-5.7345e-05i,-0.00056026+0.00031567i
0.0005089-0.0027039i,-2.7885e-05-0.0018495i,-0.0008497-0.00070386i,-0.0015751-0.00039523i,-0.0014511+0.00056304i,-0.00057276+0.0018629i,-0.00052037+0.001195i,-0.00073728+0.0007438i,-0.001324+0.00098121i,-0.001613+0.0010443i,-0.0014832+0.00086298i,-0.0012988+0.00032886i,-0.00046654+0.00033016i,0.00027367-0.00022305i,0.00027427-0.0012619i,0.00024234-0.0017626i,0.00067169-0.001246i,0.0011653-0.0010542i,0.00084697-0.0013411i,-0.00070838-0.00092678i,-0.0011448-0.0001177i,-0.0001749-0.00015409i,-3.3814e-05-0.00044461i
0.003309+0.00031328i,0.0036377-0.0012333i,0.0021704-0.0017691i,0.0011645-0.0012372i,-0.00035086-0.0011577i,-0.0014953-0.0013592i,-0.0016765-0.00054209i,-0.0016509+0.00017014i,-0.0014757-0.00015663i,-0.0013363-0.00098557i,-0.0013938-0.001441i,-0.0012213-0.00035454i,-0.0011259+0.0012205i,-0.00069619+0.00078298i,0.00024791-0.0001451i,0.0010201+0.00023376i,0.0011095+0.00053171i,0.0003511+6.7517e-05i,4.2631e-05-0.00025083i,0.00021533-0.00057055i,0.00051273-0.00070837i,0.00023858-3.1182e-05i,-0.00024094+0.00043769i
-0.0013279-0.00078608i,-0.0010607-0.0015576i,-0.0017403-0.0014425i,-0.0015763-0.00047217i,-0.00030242+1.5527e-05i,-0.00082358-0.00022993i,-0.0012212-0.00049158i,-0.00066728-0.00092385i,-0.0012685-0.0006091i,-0.0016099-5.6576e-05i,-0.00061273-0.00054985i,-0.0002523-0.0010185i,-0.00065891-0.00080333i,-0.00044385-0.0004872i,-0.0006143-0.00019781i,-0.00068222-0.0001442i,0.00019036-0.00064067i,0.001278-0.00081428i,0.0018576+0.00011588i,0.0016242+0.00042089i,0.00021016+2.4023e-05i,-0.00045244-0.00038581i,-8.0049e-05-0.00076892i
-0.0013033-0.0013299i,-0.0019978-0.0007167i,-0.0016651-0.00019308i,-0.0012205+0.00018124i,-0.0018212+0.00042862i,-0.001726+0.00056503i,-0.0014976+0.00030038i,-0.0013332-0.00096085i,-0.0014678-0.001509i,-0.00159-0.00091664i,-0.00070445-0.00021616i,6.6801e-05-0.00028809i,0.00040677-8.8817e-05i,0.0005861+0.00045809i,0.00020471-0.00014712i,-8.2306e-05+0.00013142i,-0.00021089+0.00034459i,0.00021986-0.00017997i,0.0010461-0.00036913i,0.0010409-0.00074329i,0.00032111-0.00013878i,0.00073368+0.00040722i,0.00094496+0.00022337i
-0.0034165+0.00020761i,-0.0034592+0.0014706i,-0.0020575+0.002291i,-0.00035015+0.001998i,0.00056079+0.0016116i,0.00079849+0.0010243i,-8.6766e-05-0.00023333i,-0.0015746-0.00048705i,-0.0022748+0.00024992i,-0.0014466+0.00030777i,-0.00092818+0.00056308i,-0.0012001+0.00035346i,-0.00076091-0.00044643i,-0.00033597-0.00077834i,-0.00038288-0.00059186i,-0.00010768+0.00044085i,0.0003971+0.00093244i,0.00075031+0.00027396i,0.0011386-0.00012221i,0.00090016-0.00038698i,0.00056952-0.00017516i,0.00044643+0.00023289i,0.0006363+0.00088325i
0.00035574+0.0008277i,0.00074156+0.00090843i,0.00074372+0.0011737i,0.0010766-8.6569e-06i,0.0007994-0.0013701i,-0.00036621-0.0010454i,-0.0016721-0.0007564i,-0.0019242-0.00064337i,-0.0015932-0.00032038i,-0.00090206+0.00035596i,-0.00021058+6.5867e-05i,-0.00066021-0.00058767i,-0.00052067-0.00049954i,-0.00022793-0.00035122i,-0.00027115-0.00035909i,0.00071635+0.00013383i,0.0013513+0.00028894i,0.0010411+0.00024422i,0.0010317+4.1479e-05i,0.0013992+0.00011538i,0.001115+0.00022994i,0.00041788-4.0222e-05i,0.00014471-0.00018466i
-0.00043763-0.00090665i,-0.00048109-0.0011481i,-0.0014005-0.0012993i,-0.0018859-0.000243i,-0.0015507+0.00074117i,-0.0016285+0.00067209i,-0.0020637+0.00045343i,-0.0021+3.0925e-05i,-0.0019559+0.00021053i,-0.00093997+0.00039086i,-0.00017654+0.00033287i,-0.00083685+0.00043204i,-0.0011108+7.2389e-05i,0.000128-0.00019491i,0.00027446+0.00023635i,-0.00085054+0.00040003i,-0.00085754+0.00022101i,4.7415e-05-0.00028186i,-0.00036857-0.00033279i,-0.0012168+0.00058074i,-0.0011281+0.0007224i,-0.0010702-6.5825e-05i,-0.00070686-0.0003898i
-0.00083012-0.0019391i,-0.00088796-0.00086043i,-0.001374-0.00087048i,-0.0018279-0.00020757i,-0.0030429+0.00061799i,-0.0021527+0.00044306i,-0.0012362+0.0001103i,-0.0013881+0.0001587i,-0.0010662+0.00033442i,4.9644e-05+0.00026396i,0.00025451+8.549e-05i,-7.0818e-05+0.00079056i,0.00058341+0.00073687i,0.0012433-0.00041605i,0.00081205-0.00082417i,0.00021485-0.0001022i,-7.7708e-05+1.1311e-06i,-0.00040737+0.00011829i,-0.00012338+0.00067023i,0.00044158+0.00027205i,0.00061334-6.9493e-05i,0.0003056+0.00021607i,-0.0001496+0.00045454i
-5.5014e-05-0.0025323i,-0.0023505-0.0017631i,-0.0036243-0.0018387i,-0.0033352-0.0012744i,-0.0028829+0.00019889i,-0.0025578+0.00094853i,-0.0019279+0.00062531i,-0.0012495-0.00022255i,-0.00073696-0.00018835i,-0.00081604+0.00042983i,-0.001455-0.00027055i,-0.0010058-0.00091024i,0.00066431-0.00041497i,0.0012705+0.00040197i,0.00067245-5.7259e-05i,0.00068708-0.00089191i,0.00037993-0.00064752i,-0.00041255+0.00025143i,-0.00041326+0.00079664i,0.00060114+0.00090477i,0.00070588+0.00097869i,0.00038836+0.00048236i,6.9479e-05+5.9253e-05i
-0.00096868-0.00029358i,-0.00055739-0.0011052i,-0.00068501-0.00066664i,-0.00053194+0.00028254i,-2.6789e-05+0.00059278i,-0.00024213+0.00053797i,-0.00061178-0.00035109i,-0.00087365-0.001144i,-0.00067889-0.00011767i,-0.00084496-0.00046336i,-0.0011331-0.00080269i,-0.00095641-0.00037522i,-0.00083634+0.00030194i,-0.00096162+0.00056913i,-0.00096196+0.00030795i,-0.0003767+0.00015387i,-0.0002902+0.00041263i,0.00013679+0.0003474i,0.00024142+0.00032557i,-0.00057269+0.00046698i,-0.00065932-0.00042991i,-7.4392e-05-0.00061613i,-9.7349e-06-0.00015182i
-0.0011506-0.00074447i,-0.0015759-0.00028143i,-0.0021186+0.0005678i,-0.0016609+0.00087629i,-0.0010772+1.4843e-05i,-0.00050696-0.0014303i,-0.00050984-0.0020053i,-0.0010994-0.00077197i,-0.0012986+0.00053474i,-0.0011277+0.00097693i,-0.00044509-8.6163e-05i,-0.00029904-0.00099245i,0.00045833-0.000751i,0.0011548+0.00019047i,0.00072065+0.00060772i,0.00065483-4.6294e-05i,0.0010606-0.00044921i,0.00048043-0.00042277i,-2.673e-05-0.00042058i,5.7944e-05-0.00044893i,-0.00040574-0.00018562i,-0.00034291+0.00039847i,3.249e-05+0.00084093i
-0.00018403-2.2354e-05i,0.00060709-1.3354e-05i,0.0012339+0.00058292i,0.0016371+0.00018498i,0.0010364-6.4405e-05i,-0.00018339-0.000732i,-0.0010714-0.0018344i,-0.0013339-0.0016138i,-0.00088503-0.00023834i,-0.00086349+0.00019184i,-0.00084242-0.00059253i,-0.00049917-0.00096375i,0.00014218-0.00074978i,0.00073956-0.00015563i,0.00094091-6.9742e-05i,0.00057095-0.00012016i,0.00031911+9.6793e-05i,0.00021573+0.0001449i,-9.9164e-06-0.00013816i,0.0002558-0.00017683i,0.00036215-0.00071626i,0.00061492-0.0010052i,0.00081111-1.4231e-05i
0.00053069-0.0028345i,-0.00042506-0.0032466i,-0.0014297-0.0022759i,-0.0014683-0.00091117i,-0.0014959-0.00047111i,-0.0013647-0.00034919i,-0.0011566-0.00041898i,-0.0013431+0.00012293i,-0.0017036+0.00062883i,-0.0012485+0.00079905i,-0.00061013+0.00018216i,-0.00026196+0.00016284i,-0.00048049+0.00076461i,-0.0005738+0.0002635i,-0.00059261-0.00047412i,-0.00024348-0.00074384i,-0.00030603-0.00067572i,-0.00074598-0.000648i,-0.00036388-0.00023281i,-3.1262e-05-0.00060451i,-0.00055156-0.0002399i,-0.0011343+0.00015214i,-0.0012437-0.00031907i
0.0022801-0.003242i,0.0021913-0.0032961i,0.00038895-0.0033926i,-0.0012388-0.0024432i,-0.0022169-0.0018098i,-0.002289-0.0017111i,-0.0014056-0.0018803i,-0.00069039-0.0019215i,-0.00050063-0.0018613i,-0.0009078-0.0018776i,-0.00078576-0.0013677i,0.00033503-0.0011325i,0.0010161-0.00081859i,0.00077158-0.00079013i,0.00055954-0.00077781i,0.00098467-0.0010545i,0.001418-0.00076454i,0.0011553-0.00040337i,0.00042645-0.0010533i,-5.5758e-05-0.00062127i,0.00018968+0.00041778i,0.00025894+0.0013242i,0.00052693+0.0013438i
0.001138+0.00056217i,-0.00068459-0.0002155i,-0.0024602-0.00094824i,-0.0023149-0.00059715i,-0.0014529+0.00032118i,-0.0013186+0.00068857i,-0.00089789-0.00054441i,-0.00045372-0.00048533i,-0.00059405+0.0003222i,-0.00048048+0.00015256i,-0.00019648-0.00022803i,-0.00062153-0.00061712i,-0.00046918-0.00053453i,0.00030559-0.00070231i,0.00019723-0.00069255i,-9.9802e-05+0.00029772i,0.00015361+0.00075149i,7.2018e-05+0.00028455i,0.00017394-2.1518e-05i,0.00014671-0.00015165i,0.00029271-0.00042848i,0.00065048-0.00071237i,0.00022678-0.00068987i
0.0013382+0.00080659i,-0.0001377+0.00022294i,-0.00047424-0.0002831i,0.00016726-0.00085385i,0.0010566-0.0014656i,3.5165e-05-0.0011911i,-0.0016348-0.0014363i,-0.0017929-0.0016808i,-0.0015178-0.00046825i,-0.001568+0.00010034i,-0.0010032-0.00073643i,0.00023178-0.00039732i,0.0005951-0.0002566i,0.00088034-0.00061828i,0.00092093-0.0010674i,0.00065653-0.0010894i,0.00066959-0.00074334i,0.0010321-0.00028798i,0.0013644+0.00031696i,0.00026551+0.00041419i,-0.00092939-0.00015773i,-0.00039514+0.00025947i,0.00037271+0.0010501i
-0.0019236-0.0015158i,-0.0026508-0.0007762i,-0.0024652-0.0011642i,-0.0020613-0.001945i,-0.0011769-0.001469i,-0.0002477-0.00045964i,0.00027634-0.00084882i,0.0001354-0.0011508i,-0.00081081-0.0003584i,-0.00092605-0.00017595i,-0.000625-0.00031157i,-0.00064946-3.8415e-05i,-0.00045438+0.00038138i,-1.4163e-05-0.00023272i,0.00019755-0.00030374i,-8.0817e-05-0.00012171i,0.00052727-0.00072961i,0.00061466-0.00087369i,-0.00016495-0.00022638i,-0.00036504-0.00021777i,-0.00039698-0.00016583i,-0.000382+0.00024198i,0.00020198-0.00030954i
0.00057783-0.00088544i,0.00074548-0.00088653i,-0.00099839+0.00014609i,-0.00097206+0.0006525i,-0.00052235+0.00024768i,-0.00058739+6.5081e-05i,-0.00068074+7.8597e-05i,-0.00069145-2.9956e-05i,-0.00019507-0.00064014i,1.4276e-05-0.00049225i,0.00077091-0.00041071i,0.001613-0.00051939i,0.0012814-0.00016185i,0.00062743-0.00064509i,0.00066866-0.00077899i,0.00078361-0.00021072i,0.00072871-1.0881e-05i,0.00031756-0.00010512i,3.605e-05-2.6723e-05i,0.00050711+0.00063369i,0.00072352+0.00059987i,0.00059868+0.00023799i,0.00014709+0.00051062i
-0.00022372-0.0012429i,-0.00047251-0.0012604i,-0.0005323-0.0017054i,0.00020956-0.001401i,-0.00055268-0.0011446i,-0.00067731-0.0013981i,0.00031899-0.0017257i,0.00027701-0.0014864i,-0.00018119-0.0011244i,0.00020652-0.00045912i,0.00062415-0.00029704i,0.00036032-0.00046794i,0.00048673-0.00076612i,0.0011362-0.0010086i,0.0011942-0.0010524i,0.0010569-0.00079023i,0.0012481-0.00027781i,0.0011837-0.00052811i,0.0009142-0.00070737i,0.00028768-0.0003897i,-0.00014291-0.00039766i,-4.5782e-06-0.00010042i,7.8111e-05+0.0004155i
0.0023463+0.0019917i,0.0027499+0.00038135i,0.0029217-0.00092058i,0.0014158-0.0017262i,-0.00067216-0.0023198i,-0.0018414-0.0025403i,-0.0017041-0.0014189i,-0.00097345+0.00032784i,-0.00075813+0.0015288i,-0.00042166+0.00055841i,0.00013594-0.00033539i,-0.00043182-0.0004431i,-0.00025821-0.00089015i,0.00083345-0.0011084i,0.0010527-0.00055512i,0.00034309+0.00035393i,-0.00013012+0.00080185i,-2.5309e-05+0.00062554i,0.00013141+0.00035242i,6.0676e-05+0.00049163i,-0.00059155+0.00059757i,-0.00012599+0.00045943i,0.0006376+0.00013377i
0.001795+0.00051756i,0.0013323+5.9908e-05i,0.00075806-0.00075172i,0.00088157-0.0018502i,0.00062484-0.0017141i,-0.00082478-0.0013749i,-0.0015263-0.0012186i,-0.00056548-0.00044646i,0.00044006-0.00026904i,0.00061066-0.00019137i,0.00040631-0.00074283i,0.0002377-0.00096036i,-0.00020109-0.00040715i,5.8953e-05-0.00050172i,0.00047116-0.00039611i,0.00070565+0.0004059i,0.00099747+0.00081312i,0.00075254+0.00062048i,0.00019992+0.00034003i,5.1304e-05+0.00027908i,0.00032741+0.00047617i,-1.8849e-05+0.00011612i,-0.00019082-0.00024811i
0.0013211+5.7129e-05i,0.0013908-0.00083299i,0.0012563-0.0014659i,0.0010953-0.0013209i,-5.9114e-05-0.0012233i,-0.00092757-0.00080983i,-0.00099463-0.00048146i,-0.0014698-0.00072425i,-0.0012151-4.2161e-05i,6.2921e-05+0.00042081i,3.827e-05+8.9961e-05i,-0.00047219+0.00069268i,-0.00062067+0.0012956i,-0.0011811+0.00044529i,-0.00078254-7.8624e-05i,0.00046736+8.0002e-05i,0.0011713+0.00035278i,0.00065115+0.0007127i,0.00024109+0.00042543i,-0.0001694-0.0008885i,-0.00062374-0.0012585i,-0.00058621-0.00055525i,-0.0008635-0.00035928i
-0.00073504+0.0016443i,-9.404e-05+0.0011725i,0.0011991+0.00043748i,0.0024189-0.0004413i,0.002023-0.00053347i,0.00019262-0.0011998i,-0.0010995-0.0014881i,-0.001352-0.00055378i,-0.00097368+0.00018064i,0.00022135+0.00059212i,0.00069755-0.00031908i,0.00018392-0.0010101i,-0.00042909-8.298e-05i,0.00053369-0.00020088i,0.00079255-0.00014189i,0.00026998+0.00031175i,-0.00024154+0.00019176i,-0.00074297-9.5918e-05i,0.00054223-0.00044273i,0.00076826-0.00013281i,-0.00015643+0.00033931i,-0.0002774+0.00050372i,0.00061635+0.00075768i
