-0.0025102-0.00018344i,-0.0018894+7.3472e-05i,-0.0024964+0.00076715i,-0.0026367+0.00087674i,-0.002108+0.00075561i,-0.0010519+0.00068975i,-0.00079396+0.0014977i,-0.00087969+0.0016932i,-0.0005499+0.0018663i,0.00020428+0.0015587i,0.0012353+0.0001343i,0.0012079-0.0015231i,0.00014453-0.0016457i,-0.00078786-0.00098461i,-0.00096521-0.0010351i,-0.0004171-0.00060483i,-0.00039593+0.00031065i,-0.00084106+0.00012121i,-0.00082605+0.00039318i,-9.1579e-05+0.00050345i,0.00037215+0.00025665i,-8.0794e-05+0.00016966i,-0.00019481+0.00011589i
-0.15683+0.83922i,0.037244+0.681i,0.182+0.35927i,0.10976-0.0041191i,-0.090934-0.17093i,-0.19811-0.097748i,-0.14293-0.017111i,-0.066332-0.032607i,-0.034085-0.05563i,-0.01563-0.045931i,-0.023937-0.039505i,-0.040022-0.0093321i,-0.013114+0.033664i,0.029025+0.037653i,0.038926+0.025891i,0.033784+0.010558i,0.032658-0.017278i,0.016244-0.037879i,-0.020105-0.038175i,-0.042802-0.026834i,-0.028131-0.02293i,0.0045116-0.034263i,0.026916-0.04863i
-0.95075-0.35821i,-0.89232-0.52927i,-0.76282-0.42175i,-0.46775-0.071088i,-0.075509+0.13744i,0.07735+0.078081i,-0.045083+0.036372i,-0.1032+0.15121i,0.002151+0.24865i,0.08584+0.20043i,0.084182+0.095438i,0.042373+0.01796i,0.0020305-0.0070403i,0.0022917+0.0047955i,0.02452-0.0085651i,0.020748-0.02771i,0.015281-0.0067819i,0.024597+0.018977i,0.019947+0.016977i,-0.0032786+0.018511i,-0.020242+0.048935i,-0.015122+0.072586i,-0.00055164+0.069904i
0.26292-0.81004i,0.615-0.57637i,0.68703-0.34724i,0.44519-0.19831i,0.20101-0.073921i,0.14016-0.022314i,0.15412-0.034032i,0.078824-0.076083i,-0.051057-0.12885i,-0.092995-0.14511i,-0.02665-0.1005i,0.097898-0.055116i,0.16746-0.07289i,0.10456-0.088723i,0.030247-0.031635i,0.044391+0.030762i,0.071541+0.053009i,0.075527+0.062846i,0.070851+0.043868i,0.037795-0.0086954i,-0.0079822-0.046505i,-0.026972-0.041156i,-0.023805-0.013188i
0.65186-0.12794i,0.27843+0.098844i,-0.049699+0.13005i,-0.19739-0.0071765i,-0.30781-0.042104i,-0.2876+0.039814i,-0.11524-0.017797i,-0.061536-0.19707i,-0.18918-0.1715i,-0.24388+0.073243i,-0.17144+0.21426i,-0.16457+0.20783i,-0.1816+0.21759i,-0.084305+0.18406i,-0.011825+0.074154i,-0.040036+0.030041i,-0.055192+0.057293i,-0.037989+0.064815i,-0.0084392+0.050515i,0.034545+0.020115i,0.03892-0.023759i,0.0004953-0.0332i,-0.017268-0.0060454i
0.52804+0.74835i,0.41984+0.44485i,0.27456+0.11381i,0.18884+0.0028798i,0.23205-0.030585i,0.29867-0.10346i,0.22762-0.16789i,0.070073-0.13106i,-0.02307-0.038045i,0.010878+0.0064522i,0.086364-0.017244i,0.10208-0.061106i,0.066706-0.052833i,0.047828+0.0016196i,0.065597+0.023048i,0.06487-0.0082952i,0.027019-0.04357i,-0.004498-0.062734i,-0.026932-0.070264i,-0.046803-0.049513i,-0.024489-0.0081928i,0.020119+0.00087187i,0.018895-0.011023i
-0.096817+7.7183i,2.8613+6.9403i,6.4648+5.7561i,7.2824+2.3518i,5.6812-1.0876i,2.7658-2.8017i,0.17469-1.9005i,-0.64435+0.16871i,0.24875+1.5257i,1.2991+1.1469i,0.99725-0.052787i,-0.044766-0.61664i,-0.81794-0.43657i,-1.1672+0.14385i,-0.96303+0.67818i,-0.36702+0.78919i,0.17787+0.50513i,0.32758+0.073041i,0.085592-0.18204i,-0.24225-0.16247i,-0.41155-0.054003i,-0.35968+0.032675i,-0.15235+0.024143i
-0.68483-0.79702i,-0.52375-0.85513i,-0.32837-0.75934i,-0.17105-0.56415i,-0.02806-0.32081i,0.0030437-0.1257i,-0.10735+0.064292i,-0.15342+0.26543i,0.020755+0.29683i,0.22679+0.099092i,0.25237-0.10551i,0.19139-0.16542i,0.14952-0.15233i,0.075895-0.12413i,0.016405-0.089649i,0.020631-0.11801i,0.016028-0.18723i,-0.022499-0.18792i,-0.067216-0.12723i,-0.11339-0.062203i,-0.1073-0.0021016i,-0.034681+0.0094071i,0.018345-0.013014i
0.4951-0.87581i,0.36069-0.59886i,0.12485-0.18729i,0.036091+0.063979i,0.11696+0.11372i,0.16548+0.077981i,0.10603+0.093502i,0.072205+0.16515i,0.081552+0.20326i,0.066694+0.17496i,0.050008+0.13529i,0.03713+0.12047i,0.031488+0.10672i,0.046593+0.055386i,0.036164-0.0081925i,-0.0050358-0.036571i,-0.038564-0.033562i,-0.057347-0.011541i,-0.045608+0.021443i,-0.0030957+0.053183i,0.029847+0.063992i,0.032084+0.037471i,0.029483-0.0087143i
1.092+0.3582i,0.85431+0.39543i,0.45691+0.36418i,0.22089+0.26129i,0.069521+0.057008i,-0.039884-0.16593i,0.0017478-0.29374i,0.11775-0.33971i,0.11062-0.30141i,-0.042926-0.12847i,-0.16172+0.12801i,-0.094088+0.3056i,0.040416+0.24915i,0.049619+0.07994i,-0.0070929+0.01136i,-0.017931+0.023997i,-0.0061201+0.027805i,0.0095341+0.008i,0.027123-0.013509i,0.037376-0.02379i,0.030113-0.037281i,-0.001575-0.033501i,-0.033367-0.011571i
-0.098798+1.0943i,-0.10274+0.75501i,-0.026037+0.10691i,-0.012511-0.33404i,-0.077482-0.34942i,-0.14456-0.10733i,-0.23317+0.10696i,-0.25886+0.18057i,-0.13781+0.090273i,-0.012783-0.080194i,0.0067171-0.17625i,-0.027482-0.18884i,-0.057527-0.1511i,-0.049358-0.085727i,-0.02461-0.054202i,-0.034207-0.056521i,-0.054884-0.0413i,-0.036449-0.012213i,0.0025871-0.0090194i,0.019842-0.029552i,0.022711-0.040452i,0.026808-0.035934i,0.026714-0.024789i
-0.86763+0.14101i,-0.65398+0.027964i,-0.40063+0.075402i,-0.31829+0.32667i,-0.19953+0.52474i,-0.044303+0.47127i,-0.0074306+0.3463i,0.018386+0.31829i,0.12453+0.22933i,0.16088-0.0036962i,0.051426-0.18871i,-0.065295-0.19006i,-0.083031-0.091575i,-0.059451-0.028776i,-0.066956-0.033771i,-0.10545-0.055541i,-0.12897-0.048624i,-0.10446-0.00622i,-0.054183+0.047648i,-0.010765+0.09241i,0.021204+0.10087i,0.028846+0.056777i,0.014923+0.0080145i
-0.48387-0.58834i,-0.39277-0.3307i,-0.12016-0.044632i,0.1754-0.11244i,0.25403-0.38733i,0.13154-0.5393i,0.035278-0.49161i,0.047353-0.37731i,0.054276-0.25853i,0.015074-0.090701i,0.047727+0.063362i,0.14491+0.07484i,0.15718-0.020606i,0.071814-0.061064i,0.0053876-0.021141i,-0.019222-0.0030299i,-0.051779-0.013446i,-0.075746-0.0023523i,-0.057964+0.014951i,-0.011275+0.0094955i,0.031634-0.010265i,0.044877-0.017679i,0.03725-0.0116i
0.4966-0.64313i,0.35649-0.72162i,0.0012559-0.59334i,-0.24612-0.35684i,-0.29736-0.15232i,-0.28455-0.034839i,-0.29124-0.007623i,-0.29594+0.0046463i,-0.21784+0.072737i,-0.076381+0.11958i,0.019735+0.1055i,0.037314+0.063592i,-0.0033666+0.01976i,-0.045339-0.0060797i,-0.041423-0.018047i,-0.017254-0.028677i,0.0090582-0.036763i,0.037351-0.051159i,0.042016-0.076074i,0.0044174-0.092027i,-0.042643-0.079456i,-0.050412-0.053751i,-0.025339-0.040601i
0.48865+0.5428i,0.51755+0.6655i,0.29836+0.63919i,0.11893+0.63963i,0.1472+0.5901i,0.20334+0.41754i,0.17542+0.28755i,0.15692+0.23464i,0.149+0.14536i,0.10159+0.04095i,0.027947+0.020352i,-0.00229+0.093143i,0.042614+0.1496i,0.072438+0.13419i,0.04851+0.10668i,0.032418+0.078239i,0.013847+0.018991i,-0.03252-0.025976i,-0.061985-0.0096277i,-0.042265+0.040399i,0.0013764+0.062834i,0.023552+0.038422i,0.016612+0.0026824i
-0.34829+0.20999i,-0.24732+0.22329i,0.11567-0.016857i,0.3723-0.34621i,0.29834-0.54297i,0.10396-0.49288i,0.030954-0.33695i,0.025724-0.24642i,-0.035001-0.18491i,-0.11085-0.081961i,-0.11947+0.013979i,-0.07061+0.037518i,-0.017694+0.019257i,0.022629+0.019304i,0.060462+0.030586i,0.088432+0.033017i,0.087806+0.038634i,0.06671+0.046611i,0.049385+0.040868i,0.041229+0.022094i,0.031052+0.010891i,0.01503+0.017235i,0.0062563+0.026769i
-0.052878-0.29203i,-0.11087-0.30374i,-0.14621-0.33663i,-0.3392-0.25909i,-0.43305+0.023862i,-0.2667+0.18979i,-0.12024+0.10182i,-0.084853-0.0099605i,-0.06489-0.051813i,-0.079686-0.04368i,-0.12484+0.0050902i,-0.15472+0.043083i,-0.14292+0.0436i,-0.080469-0.0030594i,-0.018413-0.075071i,0.0051238-0.1146i,0.015666-0.11122i,0.028647-0.091817i,0.027392-0.078856i,-0.0022602-0.069081i,-0.0286-0.044211i,-0.02029-0.019094i,-0.0053332-0.0091693i
0.18503-0.030399i,-0.11128+0.033174i,-0.2435+0.38376i,0.0066939+0.58559i,0.29286+0.37634i,0.27519+0.058974i,0.13221-0.073634i,0.087798-0.096273i,0.076384-0.14421i,0.0030031-0.15991i,-0.06648-0.08556i,-0.054715+0.0047128i,-0.016084+0.030265i,-0.033317+0.027255i,-0.083293+0.039763i,-0.1158+0.04384i,-0.12957+0.032943i,-0.12197+0.033971i,-0.079326+0.055769i,-0.024282+0.078389i,0.013408+0.079684i,0.027017+0.054695i,0.021285+0.024329i
0.089776+0.41296i,0.28327+0.16662i,0.35566-0.19445i,0.19184-0.55059i,-0.1435-0.65475i,-0.3215-0.43138i,-0.2304-0.19195i,-0.079613-0.10267i,0.020038-0.069223i,0.060603-0.092756i,0.03234-0.16507i,-0.0036218-0.19983i,-0.0039564-0.1821i,-0.0062693-0.14288i,-0.020402-0.08046i,-0.013838-0.012746i,0.011069+0.020332i,0.024047+0.017464i,0.013329-0.0033675i,-0.0021276-0.031385i,-0.0062666-0.049805i,-0.0078344-0.044758i,-0.0065627-0.022205i
-0.51833-0.097583i,-0.47782-0.12574i,-0.54106+0.026634i,-0.47134+0.43565i,-0.11407+0.72555i,0.1785+0.57003i,0.16258+0.24548i,0.053278+0.10733i,0.057415+0.10447i,0.10589+0.042397i,0.062003-0.065141i,-0.034143-0.077895i,-0.062712+0.0023804i,-0.02952+0.06292i,-0.0048471+0.05731i,-0.0086568+0.025077i,-0.01075-4.811e-05i,0.0020265-0.017574i,0.015673-0.024248i,0.019892-0.02206i,0.0088621-0.019778i,-0.0090101-0.015049i,-0.016285-0.0077246i
0.13687-0.35708i,0.34135-0.042934i,0.52743+0.090253i,0.51859-0.14177i,0.27949-0.48946i,0.0022086-0.60035i,-0.090451-0.43266i,-0.034294-0.22416i,-0.0058237-0.1202i,-0.021544-0.072879i,-0.005931-0.03452i,0.021647-0.0069412i,0.028526+0.011052i,0.025435+0.020587i,0.023699+0.026812i,0.023961+0.029859i,0.021027+0.022253i,0.014173+0.011271i,0.0057628+0.0099409i,-0.0054115+0.018768i,-0.013036+0.025263i,-0.0080913+0.015386i,-0.0022055-0.0064829i
0.45751-0.15032i,0.15643-0.29455i,-0.13409-0.43633i,-0.28799-0.36639i,-0.28405-0.066241i,-0.10256+0.14903i,0.046827+0.10433i,0.058835-0.0019615i,0.032715-0.023755i,0.027006-0.013378i,0.038264-0.022533i,0.031082-0.045511i,0.0036912-0.033752i,0.0097058-0.0010733i,0.043323-0.0047015i,0.06546-0.034516i,0.053817-0.051828i,0.010046-0.039783i,-0.022219-0.01047i,-0.021647+0.0095477i,-0.012428+0.024266i,-0.0065829+0.038391i,-0.0012482+0.03743i
0.15766+0.77806i,0.073135+0.7245i,-0.082922+0.70631i,-0.023897+0.73474i,0.2421+0.53594i,0.34731+0.183i,0.28552+0.00014362i,0.25318-0.0177i,0.22459-0.048659i,0.16854-0.082381i,0.12075-0.076739i,0.076159-0.049923i,0.04392-0.031857i,0.032237-0.041795i,0.0097491-0.061601i,-0.031675-0.058665i,-0.050329-0.030446i,-0.027609-0.0096419i,0.007343-0.015081i,0.024528-0.035196i,0.022747-0.05184i,0.016587-0.055103i,0.010731-0.041734i
-0.82083+0.26785i,-0.47605+0.21667i,0.094537-0.053847i,0.28166-0.42049i,0.011487-0.53384i,-0.1961-0.28372i,-0.095443-0.041669i,0.068267-0.011843i,0.10893-0.045921i,0.088526-0.031293i,0.088094-0.0025883i,0.080941-0.023084i,0.010113-0.037427i,-0.073745+0.017709i,-0.10205+0.080867i,-0.082518+0.099245i,-0.038009+0.078454i,-0.00038117+0.036484i,0.0015108+0.0092946i,-0.017336+0.017703i,-0.024802+0.032894i,-0.019727+0.024016i,-0.0194+0.0025214i
-0.37203-0.88947i,-0.39897-0.78555i,-0.44632-0.43969i,-0.39777-0.039053i,-0.14578+0.20398i,0.10518+0.18282i,0.15845+0.090151i,0.099359+0.066715i,0.048236+0.046878i,0.01131+0.019174i,0.0015523+0.015212i,0.017936+0.0081745i,0.019875-0.011125i,0.0081486-0.0195i,0.015765-0.023592i,0.023818-0.025063i,0.012445-0.0072629i,0.0019051+0.020518i,0.0022576+0.031304i,0.010626+0.010381i,0.017787-0.020718i,0.015999-0.026998i,0.010627-0.011177i
0.68479-0.46515i,0.60909-0.23212i,0.48941+0.034127i,0.39473+0.041803i,0.20644-0.11121i,-0.019016-0.17705i,-0.094333-0.11095i,-0.032528+0.011484i,0.04929+0.095577i,0.077479+0.095251i,0.048016+0.061342i,0.013184+0.038428i,-0.0016845+0.031807i,0.0066719+0.038278i,0.026063+0.036639i,0.029093+0.018837i,0.018204+0.0033077i,0.01086-0.0035046i,0.017362-0.0045709i,0.023234-0.0077879i,0.0064268-0.0082692i,-0.010682+8.2024e-05i,-0.0048139-0.00070476i
0.65538+0.43006i,0.50704+0.16105i,0.11285-0.25384i,-0.27182-0.3741i,-0.38034-0.17836i,-0.24731-0.0028431i,-0.1284+0.05291i,-0.072004+0.076542i,-0.0054074+0.073237i,0.036281+0.040699i,0.020808+0.028318i,0.0021497+0.036323i,-0.0003946+0.014107i,-0.021766-0.025172i,-0.044678-0.034777i,-0.047198-0.032272i,-0.053989-0.035703i,-0.068567-0.030923i,-0.076082-0.0075858i,-0.062998+0.022955i,-0.027516+0.032598i,0.003599+0.018289i,0.008533+0.0015701i
-0.45993+0.59361i,-0.59198+0.68551i,-0.41688+0.77626i,0.035057+0.70695i,0.39049+0.3578i,0.38764+0.022482i,0.19944-0.060202i,0.057357+0.010745i,0.00938+0.066307i,0.02331+0.056069i,0.061941+0.017212i,0.08998-0.02392i,0.079418-0.054318i,0.0499-0.052111i,0.036313-0.033353i,0.036753-0.021107i,0.038695-0.0062704i,0.04347+0.0098847i,0.043512+0.003502i,0.031232-0.018939i,0.013713-0.026339i,0.0012271-0.015032i,-0.00088753-0.0017014i
-0.079494-0.17786i,0.22886-0.33931i,0.39293-0.48035i,0.12248-0.43804i,-0.19447-0.18444i,-0.19954-0.012159i,-0.069021-0.018206i,0.0085245-0.040392i,0.016352-0.036922i,-0.017684-0.024341i,-0.035085+0.0032499i,-0.019056+0.027091i,-0.0023157+0.027244i,-0.0066338+0.0096786i,-0.022482-0.0067586i,-0.037562-0.01896i,-0.040945-0.030503i,-0.022831-0.043386i,0.0023101-0.048097i,0.018551-0.032006i,0.023179-0.013816i,0.01787-0.009538i,0.0099858-0.011199i
-0.13948-0.012369i,-0.35134+0.1712i,-0.34578+0.37907i,-0.016467+0.28651i,0.28298+0.01088i,0.36218-0.1218i,0.31957-0.073014i,0.22053+0.01136i,0.12971+0.049024i,0.071149+0.051746i,0.045318+0.064932i,0.055813+0.065967i,0.049832+0.045246i,0.014196+0.056145i,-0.0054119+0.091299i,-0.0074194+0.1005i,-0.019839+0.08366i,-0.043743+0.071707i,-0.058027+0.071451i,-0.054807+0.066976i,-0.039711+0.051018i,-0.019047+0.030323i,-0.0022475+0.0089696i
0.17834+0.063241i,0.35556-0.19939i,0.29523-0.34066i,0.091044-0.22295i,-0.071961-0.037589i,-0.12897+0.085027i,-0.087471+0.11932i,-0.02052+0.089387i,0.005489+0.041746i,-0.0065531-0.021239i,-0.051448-0.071154i,-0.08844-0.06228i,-0.07204-0.036615i,-0.031709-0.052407i,0.0038329-0.08151i,0.04312-0.084765i,0.078751-0.071465i,0.091346-0.062784i,0.072432-0.069749i,0.035482-0.080278i,0.0075651-0.073628i,-0.0059531-0.051493i,-0.0087638-0.022798i
-0.49282+0.0091364i,-0.4677+0.073331i,-0.40755+0.03365i,-0.26118+0.027728i,-0.04129+0.070851i,0.10343+0.072964i,0.087918+0.067032i,0.014876+0.078317i,0.0055429+0.075471i,0.049141+0.069727i,0.071364+0.085412i,0.062737+0.10616i,0.057894+0.10171i,0.052864+0.083991i,0.033772+0.069911i,0.0072085+0.047034i,-0.01841+0.022026i,-0.027092+0.011486i,-0.010086+0.012867i,0.011462+0.012824i,0.012248+0.010364i,8.2365e-05+0.010472i,-0.0093567+0.009798i
0.09271-0.43147i,0.25021-0.14313i,0.40345+0.021351i,0.30554-0.097888i,0.042905-0.2268i,-0.10044-0.16997i,-0.083838-0.063689i,-0.075509-0.010071i,-0.094785+0.019888i,-0.069354+0.026437i,-0.020699+0.010179i,0.010903-0.0033052i,0.012046-0.024872i,-0.017317-0.058272i,-0.048395-0.060775i,-0.054843-0.025413i,-0.044339+0.017063i,-0.027078+0.052126i,-0.0059907+0.072688i,0.01109+0.072159i,0.024225+0.048189i,0.028868+0.016558i,0.021968-0.0011521i
0.40359-0.24975i,-0.041973-0.32408i,-0.45365-0.20655i,-0.42106+0.13634i,-0.074369+0.37412i,0.1297+0.32628i,0.058211+0.19684i,-0.057149+0.13515i,-0.064544+0.12041i,-0.028913+0.095667i,-0.041886+0.056629i,-0.071626+0.037367i,-0.0563+0.045242i,-0.018737+0.056045i,0.0026239+0.046282i,0.0083324+0.01329i,0.0012441-0.028454i,-0.023624-0.059251i,-0.048711-0.069686i,-0.051567-0.067049i,-0.040219-0.050152i,-0.024404-0.025174i,-0.0081099-0.013441i
0.48817+0.70834i,0.79467+0.62238i,0.90871+0.27636i,0.56748-0.090678i,0.088225-0.23253i,-0.12795-0.19697i,-0.1144-0.14946i,-0.057196-0.12201i,-0.031251-0.10909i,-0.02057-0.085999i,-0.0038156-0.058227i,-0.0023618-0.037316i,-0.011334-0.017885i,-0.0042618-0.014886i,0.003724-0.015544i,-0.0047966+0.002762i,-0.013032+0.024023i,0.00045189+0.033135i,0.029421+0.033241i,0.047899+0.034629i,0.04634+0.036546i,0.035569+0.030723i,0.024178+0.020225i
-0.88043+0.20723i,-1.1293+0.23525i,-0.95936+0.28151i,-0.47737+0.27146i,-0.056082+0.22115i,0.11984+0.17254i,0.10849+0.12335i,0.053209+0.073837i,0.035025+0.045346i,0.024973+0.039503i,0.0047083+0.033546i,-0.013626+0.0029207i,-0.042475-0.013052i,-0.065395+0.02379i,-0.054025+0.06164i,-0.022527+0.058888i,0.0033263+0.037428i,0.0085637+0.018411i,-0.003411+0.0087665i,-0.015944+0.0062685i,-0.022219-0.001868i,-0.027563-0.015563i,-0.030613-0.024085i
0.023241-0.57834i,0.15096-0.58999i,0.23487-0.28147i,0.2603-0.021208i,0.18468-0.013419i,0.035592-0.068965i,-0.013703-0.052429i,0.026552-0.045378i,0.022927-0.070947i,-0.018222-0.070153i,-0.037422-0.04309i,-0.022513-0.012517i,0.02133-0.014377i,0.05719-0.060562i,0.055872-0.10431i,0.033385-0.11549i,0.009995-0.10709i,-0.013912-0.086006i,-0.037413-0.059177i,-0.044932-0.043017i,-0.033985-0.034462i,-0.017206-0.021996i,-0.0028909-0.0053202i
0.46282-0.020965i,0.47907-0.16177i,0.22818-0.38276i,-0.055309-0.45996i,-0.15662-0.30217i,-0.075492-0.11482i,0.0088092-0.063625i,0.013505-0.071118i,0.0077311-0.036749i,0.029459+0.0069576i,0.050686+0.018124i,0.051286+0.017552i,0.031304+0.033062i,0.0031044+0.054101i,-0.02007+0.062001i,-0.029224+0.057118i,-0.019489+0.044056i,0.0052371+0.025432i,0.035913+0.010643i,0.054769+0.011271i,0.055062+0.016843i,0.049262+0.011696i,0.041891+0.00086223i
-0.10813+0.57759i,-0.056692+0.82942i,0.076294+0.84851i,0.18912+0.58314i,0.16292+0.23912i,0.095411+0.049917i,0.082458+0.0018702i,0.066103-0.00016062i,0.033778+0.0066171i,0.0097403-0.00022125i,-0.011022-0.019182i,-0.030369-0.033507i,-0.047574-0.036502i,-0.049113-0.023004i,-0.024525-0.0021216i,0.0049414+0.013486i,0.019015+0.027182i,0.016467+0.037446i,-0.0023721+0.042954i,-0.024175+0.041119i,-0.034541+0.029622i,-0.03857+0.022623i,-0.034425+0.025276i
-0.45406-0.45657i,-0.60824-0.77588i,-0.66304-0.85529i,-0.52714-0.52333i,-0.26353-0.13163i,-0.10039+0.035781i,-0.098837+0.057688i,-0.11199+0.060811i,-0.076314+0.065028i,-0.03599+0.050811i,-0.022011+0.029358i,-0.015872+0.0072194i,-0.010127-0.022367i,-0.018573-0.041279i,-0.030285-0.040175i,-0.035172-0.036872i,-0.041317-0.035059i,-0.040168-0.026277i,-0.022521-0.027436i,-0.0064824-0.04276i,-0.0014206-0.04518i,0.0060702-0.037377i,0.010084-0.036642i
0.44617-0.10602i,0.68866+0.09842i,0.62352+0.26018i,0.29022+0.29206i,0.069484+0.21071i,0.04546+0.075145i,0.056879+0.0098376i,0.05006+0.014254i,0.041603-0.0079225i,0.035089-0.038971i,0.042831-0.038727i,0.057112-0.013688i,0.070672+0.015401i,0.077331+0.023148i,0.061582+0.019298i,0.034723+0.028024i,0.02009+0.03537i,0.017501+0.020539i,0.021088+0.0010101i,0.030465-0.0031989i,0.038517-0.0052975i,0.033257-0.011447i,0.017041-0.01124i
-0.030451+0.29306i,-0.19107+0.40196i,-0.12339+0.29278i,0.10013+0.095228i,0.22029+0.020577i,0.1937+0.050951i,0.1359+0.071001i,0.11024+0.05547i,0.089591+0.042742i,0.052656+0.052134i,0.013729+0.059439i,-0.021439+0.049276i,-0.047004+0.042111i,-0.050376+0.043722i,-0.031945+0.029356i,-0.0072948-0.0017855i,0.0066091-0.020642i,0.0063001-0.0093062i,-0.00067147+0.022943i,-0.0093869+0.046056i,-0.015599+0.053143i,-0.0117+0.053884i,0.0015489+0.040739i
-0.25665+0.0021418i,-0.35709-0.056111i,-0.28953+0.0046266i,-0.19669+0.038536i,-0.19039+0.0067339i,-0.18124+0.029551i,-0.10744+0.065826i,-0.050653+0.046639i,-0.045593+0.017576i,-0.04585+0.0034025i,-0.033433-0.00057935i,-0.013761-0.0010969i,0.0022744-0.017647i,0.0039472-0.043347i,-0.010741-0.052013i,-0.034328-0.042935i,-0.052095-0.035802i,-0.056696-0.041802i,-0.05612-0.056502i,-0.04947-0.062593i,-0.033501-0.058186i,-0.023898-0.050185i,-0.022568-0.030552i
0.11519-0.28994i,0.29068-0.4745i,0.34036-0.49022i,0.29007-0.36124i,0.22228-0.21831i,0.13794-0.14117i,0.050042-0.11755i,-0.016618-0.10042i,-0.036893-0.066529i,-0.013007-0.042289i,0.011066-0.044048i,0.017838-0.046794i,0.014476-0.038718i,0.0024999-0.021089i,-0.0033726+0.0055222i,0.0073578+0.025627i,0.020687+0.031152i,0.030983+0.036737i,0.051911+0.043624i,0.068137+0.037375i,0.056534+0.022192i,0.0378+0.0094021i,0.028464-0.00299i
0.1437+0.18782i,0.13806+0.37412i,-0.027083+0.3506i,-0.23406+0.18371i,-0.29332+0.10236i,-0.18406+0.094422i,-0.072788+0.066831i,-0.032829+0.03294i,-0.010448+0.021461i,0.015588+0.026178i,0.029881+0.028227i,0.019904+0.021279i,0.0025569+0.022013i,0.0074351+0.026638i,0.023833+0.014041i,0.030666-0.0090118i,0.02963-0.025725i,0.016524-0.033312i,-0.011808-0.026535i,-0.030117-0.0078134i,-0.020335+0.0072891i,-0.0036734+0.011768i,0.0017976+0.0085486i
-0.14829-0.030751i,-0.29842-0.1245i,-0.26-0.15409i,-0.074757-0.053078i,0.067022+0.045521i,0.089093+0.043775i,0.042246+0.018554i,0.025214+0.0258i,0.028887+0.032577i,0.0068767+0.037691i,-0.0098714+0.047365i,-0.0024709+0.035815i,-0.0024161+0.0069186i,-0.017853-0.012408i,-0.030657-0.015434i,-0.036938-0.0051912i,-0.039103+0.011479i,-0.036628+0.025098i,-0.029571+0.02874i,-0.022839+0.020947i,-0.023844+0.011239i,-0.026636+0.0077887i,-0.021722+0.010327i
0.085305-0.024258i,0.14787-0.036873i,0.15351+0.060019i,0.11557+0.086554i,0.036235-0.015325i,-0.049922-0.058762i,-0.059058-0.024561i,-0.03498-0.0086944i,-0.034323-0.015419i,-0.040707-0.029527i,-0.040558-0.032921i,-0.024992-0.014958i,0.00020026+0.0034885i,0.018748+0.013102i,0.02837+0.018811i,0.034258+0.018532i,0.043804+0.0048298i,0.05734-0.028143i,0.059843-0.066121i,0.044653-0.072955i,0.030215-0.0458i,0.026129-0.023483i,0.020049-0.018315i
0.048692+0.10768i,0.10615+0.13359i,0.04478+0.13703i,0.01099+0.22022i,0.099003+0.26977i,0.15676+0.17792i,0.11421+0.078972i,0.068548+0.038736i,0.05624+0.011545i,0.050539-0.0076762i,0.032751-0.010635i,0.0048649-0.00062219i,-0.011789+0.0073976i,-0.016512+0.00095231i,-0.021983-0.013185i,-0.031133-0.025177i,-0.044746-0.015308i,-0.057324+0.030518i,-0.05221+0.085586i,-0.030859+0.096584i,-0.014217+0.059903i,-0.0080097+0.024449i,-0.0033719+0.0072174i
-0.13265+0.075071i,-0.089786+0.12494i,0.070482-0.064192i,0.079335-0.35833i,-0.082723-0.4068i,-0.15237-0.22583i,-0.092878-0.084384i,-0.044096-0.035394i,-0.027972-0.0066181i,-0.010665+0.014894i,0.011469+0.020647i,0.03347+0.0096371i,0.036352-0.0077806i,0.015754-0.007083i,-0.0017571+0.014784i,-0.0037121+0.038483i,0.0045433+0.037976i,0.017954-0.0032041i,0.023896-0.062171i,0.018197-0.088225i,0.0099905-0.068637i,0.0021777-0.03723i,-0.0015092-0.01493i
-0.038141-0.19973i,-0.13325-0.23078i,-0.13048-0.045275i,-0.024379+0.17629i,0.089815+0.23631i,0.13658+0.16624i,0.11628+0.077472i,0.082333+0.032487i,0.062339+0.019134i,0.036097+0.0060187i,0.001602-0.0012113i,-0.016673-0.0009801i,-0.01541-0.0022903i,-0.0038423-0.010052i,0.0096644-0.023593i,0.014285-0.036929i,0.0036916-0.039124i,-0.018943-0.015652i,-0.033461+0.028229i,-0.02474+0.055973i,-0.0070428+0.048949i,0.0046563+0.026156i,0.0085829+0.0060707i
0.16743+0.041214i,0.18372-0.036613i,0.038332-0.07548i,-0.087694-0.089019i,-0.12871-0.11897i,-0.14095-0.11383i,-0.10378-0.065904i,-0.057512-0.04314i,-0.045668-0.034803i,-0.029177-0.016708i,-0.0064607-0.0054014i,-0.0037668+0.0051062i,-0.0072662+0.018646i,-0.0050476+0.022667i,-0.009155+0.015602i,-0.017559+0.0066654i,-0.0075121+0.0020665i,0.025957-0.003149i,0.057323-0.013976i,0.056948-0.022001i,0.030562-0.018853i,0.0079644-0.0065675i,0.00035091+0.0065539i
