0.0015974+0.0003971i,0.0024248-0.00074659i,0.0018297-0.0026418i,3.6992e-05-0.0033083i,-0.0018962-0.0021078i,-0.0024427+0.00024792i,-0.0011613+0.0013346i,0.00025564+0.00044428i,0.00044663-0.00068526i,0.00056898-0.0014854i,0.0012354-0.00099002i,0.0014361-0.00048504i,0.00055515-0.00084246i,6.5635e-05-0.00095912i,0.0004346-0.00047024i,0.00015671-4.44e-05i,-0.0004054+0.00063717i,-0.00029089+0.0010156i,0.00041128+0.0012469i,0.00028002+0.00083755i,-0.00031055-0.00015039i,-0.0001657-0.00079797i,0.00026161-0.00082404i
0.14319-0.18394i,0.34472-0.4458i,0.5042-0.63122i,0.50364-0.51533i,0.45002-0.22866i,0.4207-0.077899i,0.28491-0.079188i,0.083815-0.018755i,-0.0010598+0.072583i,0.019887+0.05961i,0.037815+0.0080349i,0.047771-0.013145i,0.073833-0.026529i,0.09338-0.04047i,0.077501-0.031389i,0.042782+0.0018529i,0.025475+0.028383i,0.032956+0.039782i,0.052378+0.039301i,0.05341+0.021465i,0.02394-6.2189e-06i,-0.00037566-0.0076321i,0.00039409-0.010348i
-0.036068+0.16874i,-0.09422+0.3873i,-0.14772+0.56811i,-0.15495+0.53229i,-0.23543+0.32584i,-0.38475+0.15144i,-0.35562+0.069545i,-0.17674+0.01062i,-0.070699-0.014412i,-0.050549+0.0088347i,-0.038912+0.018458i,-0.036933+0.00090525i,-0.058567-0.023194i,-0.09395-0.02116i,-0.095501+0.0194i,-0.049295+0.057995i,-0.0027779+0.064707i,0.017915+0.032892i,0.017263-0.02242i,0.0032631-0.050194i,-0.0065966-0.031904i,-0.0049305-0.0035627i,-0.0034219+0.011537i
0.0017248-0.063036i,0.03204-0.18528i,0.032118-0.34923i,-0.026941-0.42503i,0.013861-0.35957i,0.17038-0.24144i,0.21465-0.14465i,0.13546-0.10571i,0.069921-0.11617i,0.022452-0.10635i,-0.0012118-0.053524i,0.0032848-0.0064265i,0.013137+0.033852i,0.052303+0.052755i,0.1012+0.0089143i,0.10477-0.06282i,0.072498-0.097201i,0.033407-0.079014i,-0.0061885-0.03244i,-0.029154+0.005863i,-0.026544+0.016021i,-0.012137+0.010996i,0.0036936+0.0064284i
-0.058531+8.4841e-06i,-0.12654+0.030964i,-0.087702+0.065986i,0.08566+0.037396i,0.15308+0.0027571i,0.037468+0.022685i,-0.039585+0.032251i,-0.047252+0.016011i,-0.058807+0.032543i,-0.037487+0.052832i,-0.015903+0.039938i,-0.0037707+0.027262i,0.01811+0.0069705i,-0.0030782-0.027604i,-0.070218-0.033734i,-0.1142-0.0051897i,-0.10874+0.016383i,-0.074937+0.017745i,-0.029856+0.018821i,0.0056738+0.022832i,0.020576+0.026353i,0.027163+0.021391i,0.024568+0.00076273i
0.13177-0.02996i,0.2559-0.079327i,0.22484-0.059071i,-0.012203+0.10835i,-0.17064+0.24545i,-0.11347+0.17481i,-0.049289+0.036524i,-0.027863+0.011799i,0.011385+0.038528i,0.034219+0.027507i,0.039221-0.010484i,0.026962-0.043777i,0.0023394-0.037925i,0.015006+0.011305i,0.066426+0.063337i,0.10654+0.081307i,0.10949+0.076887i,0.086971+0.061614i,0.057825+0.02939i,0.031151-0.0048655i,0.010417-0.02792i,-0.014352-0.035229i,-0.038189-0.016728i
-0.13117+0.099572i,-0.2707+0.18954i,-0.34543+0.131i,-0.28768-0.13082i,-0.20419-0.32096i,-0.14622-0.25307i,-0.074862-0.10492i,-0.026826-0.054219i,-0.016839-0.052159i,-0.021385-0.021868i,-0.035832+0.026346i,-0.050777+0.060168i,-0.059632+0.062654i,-0.061984+0.032367i,-0.062151-0.015317i,-0.061762-0.054477i,-0.048631-0.077779i,-0.0262-0.08173i,-0.015262-0.063489i,-0.016666-0.039176i,-0.025349-0.019604i,-0.027897+0.000976i,-0.010399+0.01222i
0.040672-0.11345i,0.13427-0.18552i,0.28263-0.09632i,0.42997+0.15968i,0.49236+0.31713i,0.42137+0.24841i,0.2523+0.12321i,0.096951+0.088875i,0.040567+0.094344i,0.054603+0.056019i,0.065516+0.0016026i,0.066247-0.018773i,0.074573-0.020012i,0.069633-0.023992i,0.046064-0.014021i,0.018757+0.019465i,-0.011902+0.061701i,-0.034263+0.08662i,-0.031699+0.083365i,-0.016067+0.065451i,0.0044573+0.04825i,0.031355+0.027885i,0.039964+0.00042869i
-0.0041373+0.041112i,-0.098922+0.088451i,-0.3074+0.10524i,-0.51234+0.077231i,-0.56431+0.032896i,-0.46337-0.0084932i,-0.29875-0.029834i,-0.1514-0.027527i,-0.082926-0.018631i,-0.080097-0.0088178i,-0.076154-0.005782i,-0.061825-0.021239i,-0.058988-0.031621i,-0.058813-0.018694i,-0.050256-0.0050526i,-0.02343-0.0073146i,0.021431-0.015047i,0.054004-0.017366i,0.051149-0.014878i,0.030629-0.0067846i,0.014728-0.00049317i,-0.0033857-0.0051826i,-0.022295-0.0054669i
0.046836+0.0050849i,0.17458-0.034504i,0.36532-0.13818i,0.47833-0.25484i,0.43749-0.26817i,0.33287-0.15887i,0.21325-0.079694i,0.077878-0.095487i,-0.0027964-0.11766i,-0.0096888-0.093374i,-0.0034748-0.044679i,-0.0026714+0.00041348i,0.0058602+0.025272i,0.023181+0.026231i,0.028762+0.013941i,0.001625-0.0088776i,-0.039802-0.040955i,-0.058305-0.062005i,-0.043377-0.05474i,-0.017431-0.035358i,-0.0019302-0.019693i,0.0079265-0.0050551i,0.0199+0.0054668i
-0.09693+0.012554i,-0.21595+0.082953i,-0.28361+0.22149i,-0.20261+0.32875i,-0.084128+0.27968i,-0.068649+0.13288i,-0.067826+0.049274i,-0.012154+0.045226i,0.021491+0.054849i,0.01499+0.049027i,0.0080411+0.031619i,0.014147+0.01365i,0.01428-0.004531i,-0.011708-0.020194i,-0.030042-0.017066i,-0.010979+0.0164i,0.015204+0.059642i,0.021495+0.078393i,0.016977+0.060384i,0.010732+0.023899i,0.0026289-0.00071992i,0.001715-0.007574i,0.0056989-0.012304i
0.076111-0.070873i,0.14567-0.19605i,0.090784-0.33009i,-0.10821-0.32711i,-0.21318-0.14631i,-0.1331+0.032667i,-0.052926+0.081671i,-0.04163+0.071017i,-0.032375+0.058794i,-0.0077259+0.041206i,0.016889+0.016416i,0.02132-0.0070448i,0.012906-0.0024536i,0.031618+0.029368i,0.063624+0.035391i,0.073538-0.0079741i,0.069704-0.0583i,0.061982-0.072439i,0.041952-0.051884i,0.016213-0.022445i,-0.0027686-0.0025965i,-0.015664+0.0058213i,-0.02691+0.011336i
-0.023032+0.099231i,-0.0072844+0.21355i,0.10012+0.25544i,0.24314+0.12347i,0.229-0.069292i,0.089436-0.14722i,0.020532-0.10328i,0.028191-0.048241i,0.035497-0.022846i,0.024402-0.0096248i,-0.00018055+0.0047259i,-0.021341+0.022219i,-0.030613+0.020999i,-0.038799-0.0030114i,-0.055718-0.016536i,-0.079762-0.0013742i,-0.090913+0.016548i,-0.077106+0.011466i,-0.051245-0.0010227i,-0.027948-0.0022484i,-0.01401+9.9369e-05i,-0.0094373+0.0017284i,-0.0010629+0.0044724i
-0.044107-0.043011i,-0.1122-0.069144i,-0.2096+0.0030051i,-0.24965+0.18751i,-0.14776+0.31074i,-0.0019535+0.269i,0.036915+0.15908i,0.022013+0.092914i,0.024765+0.066016i,0.032454+0.046138i,0.04056+0.019168i,0.041768-0.0075404i,0.037243-0.011531i,0.037687-0.00035208i,0.048603+0.011956i,0.069108+0.02793i,0.074356+0.04713i,0.05123+0.065157i,0.025621+0.065705i,0.0099721+0.044242i,0.0039609+0.023725i,0.0098648+0.010463i,0.010222-0.005787i
0.013546-0.033924i,0.020029-0.094i,0.0036438-0.21067i,-0.049368-0.32773i,-0.11682-0.32283i,-0.14042-0.21172i,-0.10508-0.11638i,-0.081696-0.06001i,-0.077068-0.020336i,-0.06051-0.0028777i,-0.047935+0.0022226i,-0.04438+0.0049012i,-0.043426-0.0024197i,-0.046714-0.01099i,-0.053649-0.021082i,-0.057937-0.038422i,-0.040139-0.05009i,-0.0015438-0.051242i,0.022919-0.042674i,0.023843-0.023686i,0.015679-0.0096349i,0.0024084-0.0071663i,-0.0080229+0.0011649i
0.06556+0.037449i,0.16496+0.10893i,0.28718+0.21381i,0.35484+0.28432i,0.31283+0.23256i,0.19942+0.097789i,0.091047-0.010707i,0.030205-0.081755i,0.0043798-0.10922i,-0.0060619-0.076787i,0.0017939-0.02965i,0.019115-0.0014796i,0.031862+0.010749i,0.037645+0.012293i,0.033175+0.013964i,0.015449+0.017597i,-0.015064+0.010422i,-0.044414-0.0073178i,-0.050723-0.020554i,-0.033878-0.025297i,-0.012493-0.020934i,0.0063547-0.0075944i,0.024751-0.0026632i
-0.097279+0.023514i,-0.25099+0.032434i,-0.43171+0.0075656i,-0.50238-0.033101i,-0.38192-0.043099i,-0.17705-0.035348i,-0.058297-0.030255i,-0.041049+0.0052867i,-0.034619+0.044298i,-0.015558+0.032521i,-0.0094272+0.0024354i,-0.0076339-0.014651i,-0.0084205-0.02175i,-0.022727-0.018564i,-0.032865-0.0090799i,-0.023361+0.0065685i,-0.0051833+0.03467i,0.0057515+0.063579i,0.0013717+0.073684i,-0.011512+0.063558i,-0.013875+0.038608i,-0.0087725+0.0027048i,-0.014505-0.021418i
0.05376-0.084246i,0.17435-0.18269i,0.33859-0.25799i,0.40663-0.24624i,0.28023-0.14975i,0.080353-0.035509i,-0.017269+0.021016i,-0.015792+0.016621i,-0.0041886-9.3592e-05i,-0.0055744-0.00081622i,-0.0058068+0.0069604i,-0.0065024+0.011818i,-0.0083597+0.018529i,0.0033184+0.030338i,0.02557+0.031854i,0.04372+0.010436i,0.058257-0.025686i,0.071989-0.054122i,0.079705-0.05746i,0.070031-0.043163i,0.037249-0.023772i,0.0038882+0.0010161i,-0.0058488+0.02227i
0.010818+0.063965i,-0.014903+0.18053i,-0.08518+0.32453i,-0.12108+0.37712i,-0.067583+0.2587i,0.0072416+0.087115i,0.028493+0.017826i,0.020741+0.027716i,0.020108+0.034583i,0.015322+0.026907i,0.0033854+0.017515i,-0.0034699+0.012197i,-0.0010663+0.0032318i,0.00027536-0.017479i,-0.0095742-0.034877i,-0.033446-0.036356i,-0.061311-0.029706i,-0.0766-0.024873i,-0.071934-0.023156i,-0.050661-0.017255i,-0.022542-0.0042335i,-0.00067895+0.0062791i,0.008245+0.0063717i
-0.040213-0.016358i,-0.080996-0.081053i,-0.12792-0.20579i,-0.16208-0.26636i,-0.14707-0.1636i,-0.087873-0.013865i,-0.037558+0.046219i,-0.012766+0.053498i,0.00087912+0.05059i,0.0066887+0.03096i,0.0093311+0.013305i,0.011657+0.0050357i,0.01061+0.0073358i,0.011857+0.023664i,0.025252+0.042578i,0.050364+0.057049i,0.068461+0.068475i,0.062547+0.074137i,0.039191+0.068471i,0.019927+0.050948i,0.013279+0.025677i,0.010099+0.00069775i,0.0052314-0.012343i
0.00086623-0.029488i,0.03438-0.039313i,0.12968-0.025559i,0.21702-0.023478i,0.18394-0.050959i,0.082343-0.059248i,0.026863-0.048052i,0.0015915-0.05564i,-0.017288-0.052235i,-0.01045-0.02404i,0.00055986-0.0075185i,-0.0037437-0.0043148i,-0.010321-0.008606i,-0.015224-0.025216i,-0.027213-0.048112i,-0.043256-0.069914i,-0.042997-0.085591i,-0.020537-0.085659i,-0.0019387-0.06816i,-0.0069094-0.041428i,-0.019974-0.014194i,-0.02071+0.0036231i,-0.015496+0.0070744i
0.04217+0.0017267i,0.049518+0.043461i,-0.022933+0.14315i,-0.11467+0.24932i,-0.10373+0.24162i,-0.030735+0.12173i,0.0012857+0.015182i,0.0039588-0.024086i,0.0021121-0.032341i,-0.003173-0.02692i,-0.001535-0.015049i,0.0052971-0.0065632i,0.010745+0.0018813i,0.014341+0.010973i,0.015477+0.025571i,0.0055176+0.04663i,-0.018578+0.059337i,-0.03876+0.05029i,-0.033831+0.028223i,-0.007651+0.0068221i,0.01273-0.0077785i,0.015672-0.0077324i,0.012074+0.0030796i
-0.033971+0.029535i,-0.082926-0.0051116i,-0.13166-0.14991i,-0.16128-0.29996i,-0.15005-0.26828i,-0.09119-0.12011i,-0.040322-0.043573i,-0.037204-0.027925i,-0.03641-0.0052619i,-0.020065+0.0028637i,-0.01385-0.0049287i,-0.01315-0.012222i,-0.012113-0.016619i,-0.015801-0.016067i,-0.014621-0.018763i,0.0040709-0.026205i,0.031417-0.019761i,0.044179+0.00091907i,0.028076+0.014101i,-0.0039893+0.014614i,-0.023082+0.010497i,-0.021022-0.001945i,-0.0096664-0.014471i
0.00059754-0.031874i,0.063727-0.013554i,0.21452+0.088703i,0.3476+0.19347i,0.30082+0.16054i,0.13639+0.058552i,0.037623+0.016809i,0.024674+0.0050328i,0.018562-0.0098606i,0.0053356-0.0075964i,0.0016329+0.0044187i,-0.0014865+0.015738i,-0.0052877+0.02476i,-0.0043186+0.032557i,-0.0035722+0.042517i,-0.006831+0.046768i,-0.01058+0.031568i,-0.003511+0.0067347i,0.01719-0.0025611i,0.03645+0.001873i,0.037336+0.008432i,0.02576+0.014991i,0.012148+0.010242i
0.015409-0.00029435i,-0.044854+0.0014196i,-0.20824+0.0090603i,-0.35044+0.034744i,-0.2895+0.069657i,-0.10827+0.069661i,-0.0080271+0.046639i,0.012646+0.051067i,0.028795+0.053018i,0.028456+0.027522i,0.013196+0.006793i,0.0063055-0.0044326i,0.0045401-0.015095i,0.0083011-0.026931i,0.015553-0.041576i,0.018177-0.047176i,0.013437-0.036494i,-0.00089487-0.0241i,-0.015345-0.023222i,-0.02028-0.02867i,-0.01722-0.02944i,-0.012947-0.023302i,-0.015359-0.010775i
0.020093+0.019995i,0.075718+0.00064538i,0.17189-0.087225i,0.22607-0.18699i,0.14921-0.18641i,0.016683-0.099477i,-0.04976-0.019921i,-0.05688+0.012772i,-0.047796+0.018235i,-0.030094+0.01944i,-0.011048+0.015909i,-0.00025435+0.0084308i,-0.0004833+0.0066823i,-0.0075007+0.016669i,-0.012766+0.034512i,-0.012345+0.044367i,-0.0056682+0.039627i,0.0021302+0.033873i,0.0027822+0.037105i,0.0036492+0.041015i,0.0084168+0.034298i,0.0098057+0.021311i,0.014429+0.013947i
-0.041943-0.0026966i,-0.077592+0.031484i,-0.079437+0.11527i,-0.027069+0.18024i,0.035789+0.13465i,0.057992+0.037437i,0.03938-0.017364i,0.016912-0.024999i,0.0082814-0.014995i,0.0074356-0.010739i,0.0056635-0.010045i,0.0074929-0.0030133i,0.015412+0.00057032i,0.021214-0.0096348i,0.021577-0.026323i,0.018919-0.037649i,0.016396-0.039778i,0.01784-0.035694i,0.019827-0.03005i,0.01174-0.024962i,-0.0049661-0.017412i,-0.011029-0.0085042i,-0.0024654-0.0094753i
0.022138-0.039633i,0.022359-0.080055i,-0.041011-0.099083i,-0.12183-0.07115i,-0.12582-0.021052i,-0.080296+0.0071833i,-0.051869-0.00069663i,-0.041404-0.021033i,-0.031986-0.026861i,-0.017586-0.013507i,-0.0053042-0.0030957i,-0.0057064-0.0028286i,-0.013099-0.0014965i,-0.020226+0.0040334i,-0.029218+0.0106i,-0.04118+0.016585i,-0.051781+0.018157i,-0.054869+0.012745i,-0.045347+0.008195i,-0.025093+0.012794i,-0.0037948+0.018705i,0.0071451+0.016019i,-0.00014749+0.0065419i
0.015641+0.03511i,0.045645+0.041633i,0.081019-0.018584i,0.074845-0.11162i,0.016132-0.12607i,-0.01457-0.071582i,-0.002288-0.039874i,-0.009167-0.023467i,-0.016645+0.0070335i,-0.0035727+0.018121i,0.00061336+0.0086429i,-0.0017406+0.0023574i,0.0048012-0.0017042i,0.016127-0.0043005i,0.029772-0.0078563i,0.042531-0.011146i,0.050782-0.0036663i,0.053815+0.0082233i,0.045366+0.0091263i,0.025689-0.0049415i,0.0079137-0.021839i,-0.0020961-0.026121i,-0.0038045-0.012811i
-0.034866+0.0068703i,-0.065051+0.051003i,-0.051495+0.15591i,0.022401+0.24467i,0.085925+0.1992i,0.077829+0.077707i,0.045719+0.0055523i,0.042136-0.029028i,0.027954-0.048855i,-0.0032403-0.033912i,-0.013044-0.0082924i,-0.010351+0.0052674i,-0.012176+0.013042i,-0.019039+0.017761i,-0.03026+0.021079i,-0.036022+0.018876i,-0.031823+0.0029457i,-0.021963-0.01489i,-0.011816-0.017136i,-0.0065088-0.0030452i,-0.0060938+0.012069i,-0.0059449+0.017881i,0.0051182+0.015902i
0.011919-0.047655i,0.00035378-0.124i,-0.069148-0.21054i,-0.17083-0.21037i,-0.18186-0.08227i,-0.082921+0.046864i,0.0058408+0.078393i,0.022651+0.071601i,0.018828+0.064245i,0.024628+0.036923i,0.021298+0.0080307i,0.0078451-0.004227i,-0.001328-0.006734i,0.006251-0.0079621i,0.023384-0.011521i,0.031994-0.0088728i,0.027008+0.0065379i,0.01205+0.021509i,-0.00062594+0.021384i,-0.00012409+0.0084501i,0.0095292-0.00029419i,0.017304-0.0029008i,0.0088588-0.015521i
0.041242+0.036995i,0.1099+0.09043i,0.2075+0.128i,0.26474+0.09151i,0.20444+0.0010279i,0.072023-0.056957i,-0.008042-0.045883i,-0.010095-0.02263i,-0.0056097-0.017325i,-0.019029-0.0048285i,-0.017085+0.0096425i,-0.0032831+0.0074473i,4.7109e-05-0.0028753i,-0.010343-0.0041904i,-0.022824+0.0045002i,-0.023669+0.006179i,-0.012588-0.0051267i,-0.00050055-0.015321i,0.0015867-0.013006i,-0.0039005-0.0036004i,-0.0083335-0.0034602i,-0.01116-0.012134i,-0.013866-0.0058742i
-0.05396+0.015366i,-0.13569+0.025226i,-0.21635+0.041934i,-0.21837+0.066324i,-0.12231+0.080987i,-0.015391+0.069029i,0.0080867+0.044066i,-0.021626+0.033206i,-0.024999+0.027712i,-0.0019309+0.0094496i,0.0088863-0.0076267i,0.0071786-0.0084262i,0.0094104-0.0001756i,0.016366+0.0044994i,0.021254+0.0039905i,0.01836+0.0058634i,0.0081176+0.011723i,0.00060831+0.015827i,0.0021001+0.0151i,0.0060774+0.011352i,0.0028039+0.011366i,-0.0052225+0.017202i,-0.0030978+0.022667i
0.018791-0.05122i,0.052512-0.11191i,0.085021-0.16129i,0.077361-0.15525i,0.024975-0.1048i,-0.032802-0.059744i,-0.051881-0.040278i,-0.030795-0.032337i,-0.0092685-0.028643i,-0.0068316-0.022825i,-0.0088769-0.011723i,-0.0066235-0.0056241i,-0.0065495-0.011235i,-0.014211-0.020651i,-0.025949-0.027171i,-0.032697-0.027026i,-0.02618-0.022404i,-0.014259-0.018845i,-0.0065447-0.017666i,-0.0019174-0.012857i,0.0031436-0.0027965i,0.013665+0.0056694i,0.024198-0.00095058i
0.033042+0.031193i,0.065879+0.080368i,0.080615+0.11068i,0.04976+0.07696i,-0.0065397+0.0095483i,-0.036814-0.023134i,-0.047639-0.019069i,-0.059797-0.0072027i,-0.047579+0.0087143i,-0.015659+0.016174i,0.0010415+0.0099138i,0.00045054+0.0048077i,0.0029086+0.0092231i,0.013652+0.01848i,0.025761+0.024677i,0.02944+0.022786i,0.021819+0.017532i,0.010957+0.013942i,0.00089778+0.012326i,-0.0081083+0.008845i,-0.012493-0.0011985i,-0.015735-0.016082i,-0.026341-0.023176i
-0.039885+0.015706i,-0.10038+0.029504i,-0.14327+0.051472i,-0.10367+0.078139i,-0.012884+0.07648i,0.040587+0.033493i,0.051302-0.0094135i,0.055456-0.025076i,0.043429-0.025688i,0.012799-0.016902i,-0.0055856-0.0040577i,-0.0046929+0.0032886i,-0.0030444+0.0026557i,-0.0098259-0.0042274i,-0.017976-0.012145i,-0.01634-0.016407i,-0.0039333-0.01795i,0.012379-0.018738i,0.023594-0.017726i,0.024657-0.014596i,0.017056-0.0093729i,0.0059861+0.0021294i,0.0015447+0.022392i
0.0059166-0.041905i,0.032238-0.11415i,0.050483-0.18899i,0.0059181-0.19149i,-0.067322-0.10323i,-0.078002-0.0084121i,-0.040735+0.018835i,-0.021336+0.010107i,-0.013825+0.013659i,0.0014017+0.018664i,0.011682+0.011151i,0.0092031+0.00048998i,0.0035418-0.0010638i,0.0081276+0.0059355i,0.017919+0.0097443i,0.016328+0.0081595i,0.0016734+0.0080049i,-0.017136+0.010214i,-0.028263+0.0098209i,-0.026462+0.0076605i,-0.01756+0.010097i,-0.0015247+0.012008i,0.01727-0.003008i
0.042359+0.034047i,0.083754+0.1036i,0.12555+0.1875i,0.15402+0.19247i,0.14791+0.095509i,0.10137+0.011279i,0.066475+0.0029926i,0.057402+0.01364i,0.037051+0.0068465i,0.010933-0.00092559i,0.00017954+0.0021601i,0.00089181+0.008946i,0.0045796+0.010613i,0.0033973+0.0067203i,0.00030187+0.0017822i,0.0034347-0.0022998i,0.01206-0.0040666i,0.02078-0.0019048i,0.023437+0.0010622i,0.019274+0.0016271i,0.014407-0.0029517i,0.0073133-0.01467i,-0.010174-0.022504i
-0.041957+0.015429i,-0.1201-0.0023053i,-0.21634-0.045592i,-0.24922-0.053152i,-0.17635+0.0033791i,-0.06758+0.039788i,-0.026057+0.01441i,-0.037888-0.0060452i,-0.029194+0.0037024i,-0.0035776+0.0078123i,0.0066171-4.2346e-05i,0.0028222-0.010051i,-0.0061047-0.01287i,-0.010735-0.0047547i,-0.0096718+0.0056469i,-0.010002+0.012283i,-0.012784+0.011212i,-0.016484+0.0032693i,-0.015976-0.0028412i,-0.010134-0.0047241i,-0.0068223-0.0073342i,-0.011251-0.0053048i,-0.012792+0.011026i
0.0065994-0.043102i,0.054164-0.084051i,0.13689-0.10377i,0.18066-0.086207i,0.12431-0.056944i,0.036141-0.02375i,0.00012101+0.011757i,-0.0032437+0.02653i,-0.010403+0.014853i,-0.014858+0.00048237i,-0.013694-0.0040816i,-0.0081368+0.00012605i,0.0014191-0.0028686i,0.0025387-0.017463i,-0.0044212-0.025826i,-0.0073109-0.019813i,-0.0026451-0.0046269i,0.0060913+0.0088784i,0.012267+0.0097329i,0.0099539+0.0037903i,0.0043209+0.0093806i,0.01276+0.023702i,0.033554+0.020882i
0.022779+0.023471i,0.034964+0.074723i,0.010439+0.13497i,-0.029515+0.13843i,-0.022829+0.071258i,0.0012159-0.0087578i,-0.015251-0.050245i,-0.036141-0.04313i,-0.020074-0.016409i,0.0051495-0.0015928i,0.011136+0.0018271i,0.0056957+0.002438i,-0.0011323+0.0079256i,-0.0025697+0.01877i,0.0012377+0.024059i,0.0020609+0.018893i,-0.00018577+0.0065425i,-0.0043064-0.0064577i,-0.012139-0.0083782i,-0.018229+3.1799e-05i,-0.015277+0.0015839i,-0.010594-0.01307i,-0.01655-0.030379i
-0.025528+0.01001i,-0.071672+0.0022325i,-0.10541-0.022229i,-0.078763-0.034337i,-0.032746-0.013806i,-0.02825+0.016972i,-0.030653+0.037605i,-0.013856+0.03075i,-0.0090985+0.011259i,-0.014354+0.0076002i,-0.013036+0.0095388i,-0.011778+0.0068265i,-0.011738+0.0026043i,-0.011434-0.0050716i,-0.0092586-0.010394i,-0.0022048-0.010015i,0.0061992-0.0059023i,0.016037+0.0019281i,0.028595+0.0070578i,0.038531+0.0033588i,0.033873-0.0052179i,0.011581-0.0048139i,-0.0090192+0.012487i
0.0098131-0.025156i,0.041739-0.070911i,0.082709-0.1165i,0.064585-0.12129i,-0.00069795-0.085365i,-0.0079034-0.051451i,0.029106-0.053436i,0.032729-0.053698i,0.018-0.027007i,0.011526-0.0073644i,0.011524-0.0040246i,0.016424-0.0084566i,0.019934-0.012508i,0.020262-0.0080517i,0.016356-0.0028893i,0.006688-0.0023633i,-0.0008652-0.0043304i,-0.0070809-0.010277i,-0.018783-0.015563i,-0.033326-0.013594i,-0.037746+0.00049152i,-0.016985+0.017452i,0.014668+0.017034i
0.018213+0.018157i,0.034587+0.073096i,0.044563+0.15007i,0.062454+0.16586i,0.066504+0.097333i,0.017556+0.040768i,-0.025594+0.044135i,-0.016951+0.041359i,-0.0072073+0.0093283i,-0.01281-0.0023345i,-0.0097356+0.0052599i,-0.0065996+0.014774i,-0.0040049+0.025626i,0.0023642+0.026452i,0.0080434+0.017804i,0.010574+0.0099081i,0.0066114+0.0085175i,0.0030244+0.015927i,0.0094582+0.025753i,0.023336+0.030191i,0.032697+0.020429i,0.024694-0.0031094i,0.0039684-0.022704i
-0.025788+0.0034632i,-0.077972-0.024124i,-0.16239-0.08675i,-0.21997-0.10165i,-0.17447-0.020193i,-0.046217+0.035543i,0.037756-0.00026675i,0.031236-0.020746i,0.012295+0.0056375i,0.012106+0.014158i,0.0077268+0.0029896i,0.0012777-0.0089289i,-0.0068749-0.017103i,-0.014866-0.01347i,-0.015314-0.0050051i,-0.012134-0.0021996i,-0.0071602-0.0070702i,-0.00062039-0.017i,0.0013897-0.028006i,-0.0036418-0.037352i,-0.014003-0.040084i,-0.026988-0.028707i,-0.035148-0.0057822i
0.006871-0.00705i,0.050823-0.020969i,0.13921-0.018993i,0.20147-0.01698i,0.14961-0.045617i,0.019809-0.054985i,-0.062861-0.008232i,-0.058658+0.01706i,-0.036825-0.0025854i,-0.027573-0.01263i,-0.016348-0.0067644i,-0.0052762-0.003172i,0.004549-0.0054019i,0.0097639-0.013103i,0.0053491-0.015083i,0.00046191-0.005433i,-0.002133+0.0087185i,-0.0068857+0.020725i,-0.010681+0.028273i,-0.010322+0.035086i,-0.0040251+0.042858i,0.013731+0.045975i,0.037321+0.038596i
0.0048619+0.010167i,-0.0048642+0.044099i,-0.054353+0.098163i,-0.10628+0.1341i,-0.074656+0.13632i,0.02426+0.11015i,0.072301+0.056052i,0.040756+0.026114i,0.018411+0.035414i,0.02617+0.030335i,0.022325+0.014149i,0.011268+0.011711i,0.0054921+0.017142i,0.0020465+0.022255i,-0.00018353+0.02058i,-0.0033613+0.011898i,-0.0014119+0.0037483i,0.0064706-0.0053167i,0.0090674-0.01297i,0.0044984-0.017397i,0.0023145-0.022636i,0.0012619-0.033731i,-0.004739-0.045922i
-0.012036+0.0084682i,-0.03274-0.0037798i,-0.037809-0.031689i,0.0017027-0.054821i,0.024261-0.069656i,-0.029156-0.089982i,-0.087397-0.079869i,-0.074537-0.046411i,-0.037272-0.033938i,-0.025452-0.020679i,-0.019456-0.0044843i,-0.018205-0.0024229i,-0.02445-0.0052284i,-0.025197-0.0079908i,-0.017852-0.0076006i,-0.0073809-0.0055704i,-0.0032115-0.0068011i,-0.0043959-0.0041295i,0.00029239+0.0066285i,0.010224+0.015244i,0.010896+0.013584i,-0.0045277+0.012089i,-0.021995+0.021508i
0.00077286-0.011863i,0.027857-0.035716i,0.060629-0.067582i,0.040084-0.074773i,-0.0088743-0.031575i,0.017648+0.027965i,0.078545+0.036613i,0.069739+0.014702i,0.028426+0.014905i,0.017731+0.017241i,0.018734+0.0059914i,0.021688-0.0017531i,0.027133-0.0061489i,0.026226-0.0067458i,0.02102-0.0055319i,0.014623-0.0071172i,0.01382-0.0065073i,0.014973-0.0060515i,0.0067015-0.012724i,-0.0081846-0.02117i,-0.013965-0.016452i,0.0020502+7.6424e-05i,0.025733+0.0082598i
0.0068353+0.014191i,0.0097507+0.053575i,0.021681+0.11989i,0.066976+0.13669i,0.10464+0.047818i,0.042386-0.060417i,-0.04565-0.08136i,-0.039258-0.056023i,-0.0058605-0.050573i,-0.010978-0.038699i,-0.017205-0.012516i,-0.013298+0.0052697i,-0.0089013+0.018659i,-0.0025925+0.024733i,0.0016116+0.019556i,0.0024498+0.014181i,-0.0016156+0.01028i,-0.0068745+0.0083844i,-0.004343+0.015676i,0.0030329+0.028053i,0.008721+0.027421i,0.0065004+0.0067122i,-0.0026608-0.014319i
